energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.77788894,34.88084566,0.07519035,0.05458287,0.05134430,0.16713528,0.58694467,0.32242390,33.09945203
-5.77188594,34.32705393,0.07370819,0.05795311,0.04922293,0.16529256,0.56819876,0.31274018,32.56544549
-5.76588294,33.67341880,0.07211567,0.06162053,0.04717048,0.16306161,0.54924626,0.30350353,31.93471531
-5.75987994,32.92492123,0.07041995,0.06557750,0.04519375,0.16045679,0.53017755,0.29474862,31.21199954
-5.75387694,32.08842051,0.06863156,0.06981087,0.04329985,0.15749681,0.51109191,0.28650626,30.40386589
-5.74787394,31.17240638,0.06676411,0.07430124,0.04149576,0.15420456,0.49209459,0.27880171,29.51847446
-5.74187094,30.18669946,0.06483404,0.07902229,0.03978791,0.15060677,0.47329365,0.27165294,28.56529071
-5.73586793,29.14211364,0.06286016,0.08394023,0.03818164,0.14673348,0.45479651,0.26506895,27.55476139
-5.72986493,28.05009575,0.06086316,0.08901347,0.03668087,0.14261737,0.43670648,0.25904826,26.49796844
-5.72386193,26.92235914,0.05886512,0.09419255,0.03528770,0.13829294,0.41911946,0.25357765,25.40627614
-5.71785893,25.77052724,0.05688895,0.09942032,0.03400212,0.13379561,0.40212089,0.24863138,24.29098732
-5.71185593,24.60580277,0.05495788,0.10463255,0.03282190,0.12916082,0.38578324,0.24417084,23.16302333
-5.70585293,23.43867624,0.05309492,0.10975882,0.03174244,0.12442312,0.37016416,0.24014480,22.03264060
-5.69984992,22.27868466,0.05132249,0.11472396,0.03075690,0.11961531,0.35530530,0.23649030,20.90919473
-5.69384692,21.13422877,0.04966200,0.11944966,0.02985630,0.11476775,0.34123196,0.23313417,19.80095960
-5.68784392,20.01245313,0.04813354,0.12385659,0.02902984,0.10990775,0.32795357,0.22999513,18.71500617
-5.68184092,18.91919014,0.04675571,0.12786670,0.02826523,0.10505921,0.31546482,0.22698645,17.65714197
-5.67583792,17.85896546,0.04554538,0.13140567,0.02754917,0.10024238,0.30374757,0.22401898,16.63190917
-5.66983492,16.83505895,0.04451756,0.13440551,0.02686784,0.09547392,0.29277319,0.22100450,15.64263598
-5.66383192,15.84961296,0.04368532,0.13680706,0.02620740,0.09076706,0.28250525,0.21785914,14.69153377
-5.65782891,14.90377729,0.04305967,0.13856228,0.02555457,0.08613196,0.27290237,0.21450668,13.77983008
-5.65182591,13.99787925,0.04264939,0.13963633,0.02489706,0.08157617,0.26392100,0.21088169,12.90792689
-5.64582291,13.13160652,0.04246091,0.14000908,0.02422408,0.07710527,0.25551801,0.20693208,12.07557257
-5.63981991,12.30419112,0.04249804,0.13967623,0.02352668,0.07272338,0.24765271,0.20262122,11.28203643
-5.63381691,11.51458333,0.04276173,0.13864974,0.02279805,0.06843387,0.24028853,0.19792918,10.52627578
-5.62781391,10.76160667,0.04324972,0.13695766,0.02203366,0.06423988,0.23339386,0.19285333,9.80708652
-5.62181091,10.04408665,0.04395626,0.13464326,0.02123137,0.06014481,0.22694236,0.18740800,9.12323059
-5.61580790,9.36094860,0.04487164,0.13176357,0.02039135,0.05615267,0.22091250,0.18162342,8.47353544
-5.60980490,8.71128231,0.04598199,0.12838732,0.01951597,0.05226839,0.21528660,0.17554387,7.85696326
-5.60380190,8.09437383,0.04726890,0.12459243,0.01860954,0.04849782,0.21004932,0.16922524,7.27264957
-5.59779890,7.50970656,0.04870935,0.12046311,0.01767800,0.04484780,0.20518590,0.16273206,6.71991322
-5.59179590,6.95693610,0.05027563,0.11608678,0.01672860,0.04132592,0.20068018,0.15613429,6.19824123
-5.58579290,6.43584431,0.05193555,0.11155087,0.01576946,0.03794032,0.19651273,0.14950391,5.70725336
-5.57978989,5.94627913,0.05365280,0.10693979,0.01480919,0.03469931,0.19265920,0.14291161,5.24665209
-5.57378689,5.48808694,0.05538754,0.10233202,0.01385652,0.03161102,0.18908904,0.13642376,4.81616414
-5.56778389,5.06104419,0.05709726,0.09779768,0.01291993,0.02868296,0.18576486,0.13009968,4.41547956
-5.56178089,4.66479425,0.05873784,0.09339652,0.01200735,0.02592170,0.18264233,0.12398960,4.04419380
-5.55577789,4.29879471,0.06026483,0.08917643,0.01112593,0.02333245,0.17967085,0.11813309,3.70175768
-5.54977489,3.96227883,0.06163486,0.08517261,0.01028184,0.02091886,0.17679495,0.11255833,3.38743874
-5.54377189,3.65423383,0.06280723,0.08140736,0.00948021,0.01868277,0.17395634,0.10728198,3.10029654
-5.53776888,3.37339688,0.06374553,0.07789040,0.00872511,0.01662414,0.17109652,0.10230977,2.83917319
-5.53176588,3.11826866,0.06441926,0.07461985,0.00801956,0.01474099,0.16815993,0.09763772,2.60269897
-5.52576288,2.88714290,0.06480540,0.07158355,0.00736569,0.01302954,0.16509737,0.09325388,2.38931222
-5.51975988,2.67814952,0.06488986,0.06876090,0.00676488,0.01148429,0.16186961,0.08914048,2.19729136
-5.51375688,2.48930804,0.06466873,0.06612486,0.00621799,0.01009829,0.15845093,0.08527642,2.02479648
-5.50775388,2.31858775,0.06414934,0.06364413,0.00572562,0.00886343,0.15483254,0.08163982,1.86991762
-5.50175088,2.16397075,0.06335104,0.06128543,0.00528836,0.00777070,0.15102567,0.07821075,1.73072615
-5.49574787,2.02351410,0.06230566,0.05901554,0.00490709,0.00681053,0.14706411,0.07497376,1.60532652
-5.48974487,1.89540792,0.06105777,0.05680336,0.00458326,0.00597314,0.14300632,0.07192022,1.49190514
-5.48374187,1.77802636,0.05966450,0.05462152,0.00431920,0.00524883,0.13893681,0.06905050,1.38877393
-5.47773887,1.66996925,0.05819528,0.05244780,0.00411834,0.00462828,0.13496687,0.06637563,1.29440674
-5.47173587,1.57009295,0.05673107,0.05026609,0.00398549,0.00410276,0.13123462,0.06391876,1.20746706
-5.46573287,1.47752952,0.05536361,0.04806700,0.00392705,0.00366438,0.12790429,0.06171602,1.12682631
-5.45972986,1.39169400,0.05419422,0.04584808,0.00395119,0.00330622,0.12516487,0.05981715,1.05157256
-5.45372686,1.31228029,0.05333254,0.04361365,0.00406801,0.00302243,0.12322807,0.05828550,0.98101007
-5.44772386,1.23924643,0.05289503,0.04137435,0.00428962,0.00280828,0.12232556,0.05719784,0.91465036
-5.44172086,1.17279073,0.05300330,0.03914631,0.00463020,0.00266016,0.12270564,0.05664357,0.85219605
-5.43571786,1.11332017,0.05378223,0.03695023,0.00510600,0.00257555,0.12462923,0.05672373,0.79351881
-5.42971486,1.06141273,0.05535797,0.03481018,0.00573523,0.00255294,0.12836528,0.05754955,0.73863305
-5.42371186,1.01777553,0.05785562,0.03275238,0.00653795,0.00259167,0.13418549,0.05924066,0.68766676
-5.41770885,0.98320018,0.06139684,0.03080392,0.00753578,0.00269182,0.14235858,0.06192299,0.64083110
-5.41170585,0.95851710,0.06609710,0.02899149,0.00875155,0.00285398,0.15314380,0.06572632,0.59839009
-5.40570285,0.94455016,0.07206280,0.02734022,0.01020893,0.00307912,0.16678414,0.07078151,0.56063152
-5.39969985,0.94207270,0.07938818,0.02587257,0.01193182,0.00336832,0.18349894,0.07721736,0.52784016
-5.39369685,0.95176628,0.08815199,0.02460748,0.01394371,0.00372256,0.20347632,0.08515720,0.50027391
-5.38769385,0.97418283,0.09841415,0.02355954,0.01626692,0.00414254,0.22686544,0.09471518,0.47814352
-5.38169085,1.00971113,0.11021229,0.02273847,0.01892179,0.00462842,0.25376887,0.10599228,0.46159612
-5.37568784,1.05854822,0.12355842,0.02214870,0.02192567,0.00517965,0.28423530,0.11907219,0.45070279
-5.36968484,1.12067650,0.13843579,0.02178922,0.02529201,0.00579481,0.31825296,0.13401705,0.44545009
-5.36368184,1.19584691,0.15479611,0.02165354,0.02902929,0.00647142,0.35574399,0.15086319,0.44573554
-5.35767884,1.28356868,0.17255730,0.02172987,0.03314003,0.00720591,0.39656024,0.16961706,0.45136670
-5.35167584,1.38310621,0.19160190,0.02200143,0.03761983,0.00799350,0.44048062,0.19025140,0.46206370
-5.34567284,1.49348310,0.21177635,0.02244693,0.04245649,0.00882823,0.48721060,0.21270196,0.47746479
-5.33966983,1.61349366,0.23289123,0.02304116,0.04762927,0.00970300,0.53638383,0.23686482,0.49713465
-5.33366683,1.74172174,0.25472267,0.02375567,0.05310837,0.01060967,0.58756619,0.26259460,0.52057485
-5.32766383,1.87656670,0.27701486,0.02455959,0.05885461,0.01153926,0.64026242,0.28970368,0.54723632
-5.32166083,2.01627584,0.29948384,0.02542042,0.06481943,0.01248211,0.69392506,0.31796269,0.57653302
-5.31565783,2.15898268,0.32182241,0.02630491,0.07094515,0.01342820,0.74796580,0.34710217,0.60785665
-5.30965483,2.30274981,0.34370626,0.02718000,0.07716561,0.01436745,0.80176874,0.37681586,0.64059157
-5.30365183,2.44561516,0.36480095,0.02801362,0.08340716,0.01529004,0.85470533,0.40676523,0.67412973
-5.29764882,2.58564002,0.38476976,0.02877554,0.08958998,0.01618677,0.90615037,0.43658556,0.70788471
-5.29164582,2.72095716,0.40328199,0.02943820,0.09562977,0.01704944,0.95549851,0.46589335,0.74130475
-5.28564282,2.84981730,0.42002161,0.02997727,0.10143961,0.01787117,1.00218069,0.49429485,0.77388397
-5.27963982,2.97063211,0.43469576,0.03037236,0.10693228,0.01864673,1.04567976,0.52139557,0.80517156
-5.27363682,3.08201222,0.44704295,0.03060734,0.11202250,0.01937278,1.08554481,0.54681046,0.83477864
-5.26763382,3.18279869,0.45684050,0.03067076,0.11662947,0.02004813,1.12140347,0.57017443,0.86238245
-5.26163082,3.27208697,0.46391105,0.03055595,0.12067927,0.02067385,1.15297183,0.59115279,0.88772800
-5.25562781,3.34924249,0.46812783,0.03026104,0.12410721,0.02125334,1.18006158,0.60945128,0.91062705
-5.24962481,3.41390759,0.46941841,0.02978887,0.12686005,0.02179231,1.20258418,0.62482526,0.93095482
-5.24362181,3.46599996,0.46776691,0.02914669,0.12889777,0.02229865,1.22055191,0.63708773,0.94864468
-5.23761881,3.50570293,0.46321450,0.02834579,0.13019512,0.02278230,1.23407592,0.64611570,0.96368135
-5.23161581,3.53344871,0.45585821,0.02740100,0.13074264,0.02325490,1.24336151,0.65185480,0.97609306
-5.22561281,3.54989562,0.44584810,0.02633013,0.13054717,0.02372946,1.24870086,0.65432181,0.98594341
-5.21960980,3.55590077,0.43338285,0.02515330,0.12963186,0.02421999,1.25046376,0.65360499,0.99332337
-5.21360680,3.55248965,0.41870416,0.02389236,0.12803558,0.02474098,1.24908666,0.64986213,0.99834411
-5.20760380,3.54082420,0.40208993,0.02257015,0.12581186,0.02530691,1.24506066,0.64331648,1.00113104
-5.20160080,3.52217075,0.38384667,0.02120987,0.12302723,0.02593175,1.23891885,0.63425057,1.00181944
-5.19559780,3.49786893,0.36430135,0.01983452,0.11975925,0.02662842,1.23122348,0.62299827,1.00055182
-5.18959480,3.46930274,0.34379306,0.01846635,0.11609406,0.02740824,1.22255339,0.60993523,0.99747719
-5.18359180,3.43787413,0.32266469,0.01712638,0.11212376,0.02828052,1.21349201,0.59546824,0.99275188
-5.17758879,3.40497970,0.30125493,0.01583407,0.10794359,0.02925202,1.20461608,0.58002382,0.98654183
-5.17158579,3.37199040,0.27989089,0.01460701,0.10364910,0.03032667,1.19648538,0.56403640,0.97902572
-5.16558279,3.34023400,0.25888143,0.01346081,0.09933334,0.03150520,1.18963348,0.54793663,0.97039865
-5.15957979,3.31098003,0.23851143,0.01240899,0.09508435,0.03278495,1.18455952,0.53214017,0.96087556
-5.15357679,3.28542651,0.21903711,0.01146298,0.09098275,0.03415980,1.18172095,0.51703731,0.95069396
-5.14757379,3.26468796,0.20068236,0.01063224,0.08709988,0.03562012,1.18152727,0.50298371,0.94011547
-5.14157079,3.24978420,0.18363624,0.00992439,0.08349622,0.03715292,1.18433454,0.49029264,0.92942556
-5.13556778,3.24162941,0.16805150,0.00934546,0.08022031,0.03874211,1.19044077,0.47922874,0.91893142
-5.12956478,3.24102128,0.15404399,0.00890006,0.07730825,0.04036887,1.20008201,0.47000356,0.90895764
-5.12356178,3.24863031,0.14169315,0.00859167,0.07478350,0.04201213,1.21342923,0.46277279,0.89983984
-5.11755878,3.26498921,0.13104308,0.00842292,0.07265732,0.04364917,1.23058601,0.45763528,0.89191639
-5.11155578,3.29048310,0.12210440,0.00839577,0.07092948,0.04525631,1.25158706,0.45463366,0.88551865
-5.10555278,3.32534085,0.11485660,0.00851176,0.06958945,0.04680970,1.27639777,0.45375659,0.88096024
-5.09954977,3.36962849,0.10925074,0.00877220,0.06861778,0.04828612,1.30491492,0.45494221,0.87852592
-5.09354677,3.42324524,0.10521258,0.00917826,0.06798779,0.04966384,1.33696855,0.45808286,0.87846070
-5.08754377,3.48592319,0.10264582,0.00973109,0.06766732,0.05092344,1.37232529,0.46303074,0.88096003
-5.08154077,3.55723097,0.10143549,0.01043183,0.06762060,0.05204865,1.41069316,0.46960422,0.88616145
-5.07553777,3.63658231,0.10145145,0.01128163,0.06781006,0.05302707,1.45172790,0.47759477,0.89413847
-5.06953477,3.72324935,0.10255183,0.01228156,0.06819813,0.05385082,1.49504077,0.48677410,0.90489694
-5.06353177,3.81638109,0.10458653,0.01343251,0.06874881,0.05451707,1.54020780,0.49690152,0.91837421
-5.05752876,3.91502645,0.10740064,0.01473513,0.06942912,0.05502837,1.58678036,0.50773112,0.93444125
-5.05152576,4.01816144,0.11083771,0.01618964,0.07021034,0.05539291,1.63429666,0.51901888,0.95290747
-5.04552276,4.12471957,0.11474308,0.01779571,0.07106897,0.05562446,1.68229400,0.53052932,0.97352810
-5.03951976,4.23362432,0.11896691,0.01955235,0.07198744,0.05574226,1.73032135,0.54204173,0.99601370
-5.03351676,4.34382238,0.12336720,0.02145779,0.07295459,0.05577063,1.77795178,0.55335581,1.02004121
-5.02751376,4.45431621,0.12781258,0.02350943,0.07396585,0.05573839,1.82479429,0.56429663,1.04526587
-5.02151076,4.56419432,0.13218482,0.02570377,0.07502323,0.05567815,1.87050457,0.57471883,1.07133353
-5.01550775,4.67265785,0.13638123,0.02803644,0.07613501,0.05562546,1.91479422,0.58450990,1.09789244
-5.00950475,4.77904210,0.14031655,0.03050224,0.07731528,0.05561771,1.95743794,0.59359266,1.12460407
-5.00350175,4.88283180,0.14392469,0.03309526,0.07858326,0.05569311,1.99827835,0.60192656,1.15115233
-4.99749875,4.98366919,0.14715992,0.03580900,0.07996247,0.05588939,2.03722810,0.60950805,1.17725080
-4.99149575,5.08135445,0.14999770,0.03863652,0.08147970,0.05624267,2.07426916,0.61636981,1.20264773
-4.98549275,5.17583821,0.15243497,0.04157067,0.08316393,0.05678617,2.10944910,0.62257880,1.22712853
-4.97948974,5.26720635,0.15448998,0.04460423,0.08504506,0.05754904,2.14287450,0.62823324,1.25051600
-4.97348674,5.35565774,0.15620157,0.04773018,0.08715268,0.05855524,2.17470165,0.63345848,1.27266826
-4.96748374,5.44147579,0.15762792,0.05094179,0.08951463,0.05982257,2.20512479,0.63840177,1.29347483
-4.96148074,5.52499523,0.15884484,0.05423284,0.09215567,0.06136176,2.23436253,0.64322625,1.31285124
-4.95547774,5.60656553,0.15994347,0.05759764,0.09509610,0.06317586,2.26264269,0.64810402,1.33073261
-4.94947474,5.68651291,0.16102759,0.06103112,0.09835043,0.06525975,2.29018654,0.65320878,1.34706674
-4.94347174,5.76510258,0.16221058,0.06452876,0.10192614,0.06759991,2.31719281,0.65870799,1.36180733
-4.93746873,5.84250318,0.16361192,0.06808654,0.10582255,0.07017445,2.34382239,0.66475512,1.37490765
-4.93146573,5.91875523,0.16535353,0.07170068,0.11002994,0.07295339,2.37018430,0.67148198,1.38631522
-4.92546273,5.99374502,0.16755595,0.07536745,0.11452882,0.07589916,2.39632362,0.67899170,1.39596779
-4.91945973,6.06718549,0.17033430,0.07908281,0.11928953,0.07896739,2.42221198,0.68735251,1.40379079
-4.91345673,6.13860492,0.17379446,0.08284201,0.12427213,0.08210793,2.44774094,0.69659269,1.40969648
-4.90745373,6.20734419,0.17802917,0.08663916,0.12942674,0.08526602,2.47271887,0.70669693,1.41358464
-4.90145073,6.27256293,0.18311447,0.09046673,0.13469414,0.08838369,2.49687115,0.71760431,1.41534486
-4.89544772,6.33325421,0.18910641,0.09431508,0.14000692,0.09140125,2.51984412,0.72920818,1.41486002
-4.88944472,6.38826764,0.19603824,0.09817192,0.14529099,0.09425883,2.54121236,0.74135783,1.41201087
-4.88344172,6.43633960,0.20391806,0.10202190,0.15046745,0.09689801,2.56048930,0.75386217,1.40668126
-4.87743872,6.47612986,0.21272713,0.10584616,0.15545487,0.09926336,2.57714059,0.76649519,1.39876378
-4.87143572,6.50626297,0.22241890,0.10962203,0.16017188,0.10130391,2.59059991,0.77900312,1.38816534
-4.86543272,6.52537293,0.23291885,0.11332283,0.16453991,0.10297451,2.60028647,0.79111303,1.37481251
-4.85942971,6.53214962,0.24412513,0.11691782,0.16848612,0.10423699,2.60562384,0.80254253,1.35865634
-4.85342671,6.52538512,0.25591013,0.12037225,0.17194627,0.10506112,2.60605912,0.81301011,1.33967639
-4.84742371,6.50401849,0.26812301,0.12364771,0.17486751,0.10542530,2.60108212,0.82224589,1.31788387
-4.84142071,6.46717734,0.28059304,0.12670257,0.17721090,0.10531704,2.59024361,0.83000200,1.29332390
-4.83541771,6.41421488,0.29313394,0.12949268,0.17895355,0.10473311,2.57317232,0.83606244,1.26607673
-4.82941471,6.34474111,0.30554888,0.13197225,0.18009025,0.10367950,2.54958991,0.84025173,1.23625814
-4.82341171,6.25864742,0.31763626,0.13409489,0.18063455,0.10217109,2.51932359,0.84244210,1.20401894
-4.81740870,6.15612355,0.32919600,0.13581488,0.18061907,0.10023111,2.48231599,0.84255876,1.16954384
-4.81140570,6.03766668,0.34003610,0.13708844,0.18009522,0.09789036,2.43863192,0.84058310,1.13304969
-4.80540270,5.90408233,0.34997943,0.13787519,0.17913208,0.09518642,2.38846200,0.83655366,1.09478328
-4.79939970,5.75647714,0.35887034,0.13813959,0.17781466,0.09216255,2.33212287,0.83056468,1.05501880
-4.79339670,5.59624383,0.36658089,0.13785229,0.17624147,0.08886672,2.27005425,0.82276262,1.01405509
-4.78739370,5.42503901,0.37301648,0.13699149,0.17452166,0.08535048,2.20281274,0.81334051,0.97221262
-4.78139070,5.24475452,0.37812061,0.13554404,0.17277161,0.08166792,2.13106276,0.80253071,0.92983051
-4.77538769,5.05748332,0.38187851,0.13350636,0.17111145,0.07787467,2.05556488,0.79059624,0.88726330
-4.76938469,4.86548122,0.38431952,0.13088512,0.16966141,0.07402700,1.97716190,0.77782136,0.84487777
-4.76338169,4.67112552,0.38551805,0.12769755,0.16853833,0.07018106,1.89676321,0.76450177,0.80304964
-4.75737869,4.47687212,0.38559307,0.12397144,0.16785245,0.06639218,1.81532788,0.75093498,0.76216021
-4.75137569,4.28521237,0.38470612,0.11974485,0.16770467,0.06271443,1.73384710,0.73741136,0.72259297
-4.74537269,4.09863107,0.38305789,0.11506537,0.16818436,0.05920024,1.65332640,0.72420641,0.68473008
-4.73936968,3.91956677,0.38088354,0.10998915,0.16936788,0.05590019,1.57476843,0.71157447,0.64894888
-4.73336668,3.75037554,0.37844696,0.10457959,0.17131780,0.05286293,1.49915651,0.69974430,0.61561833
-4.72736368,3.59329905,0.37603413,0.09890582,0.17408288,0.05013520,1.42743975,0.68891669,0.58509547
-4.72136068,3.45043759,0.37394601,0.09304104,0.17769873,0.04776185,1.36051977,0.67926404,0.55772187
-4.71535768,3.32372823,0.37249107,0.08706066,0.18218907,0.04578603,1.29923957,0.67093189,0.53382020
-4.70935468,3.21492822,0.37197794,0.08104051,0.18756746,0.04424918,1.24437457,0.66404220,0.51369073
-4.70335168,3.12560318,0.37270824,0.07505503,0.19383942,0.04319114,1.19662577,0.65869796,0.49760804
-4.69734867,3.05711951,0.37496997,0.06917557,0.20100454,0.04265003,1.15661501,0.65498869,0.48581772
-4.69134567,3.01063996,0.37903154,0.06346885,0.20905863,0.04266208,1.12488202,0.65299638,0.47853302
-4.68534267,2.98712131,0.38513655,0.05799564,0.21799559,0.04326122,1.10188285,0.65280126,0.47593163
-4.67933967,2.98731278,0.39349934,0.05280970,0.22780879,0.04447856,1.08798919,0.65448683,0.47815229
-4.67333667,3.01175392,0.40430121,0.04795690,0.23849190,0.04634154,1.08348810,0.65814361,0.48529129
-4.66733367,3.06077071,0.41768733,0.04347473,0.25003896,0.04887303,1.08858147,0.66387119,0.49739889
-4.66133067,3.13446876,0.43376404,0.03939198,0.26244377,0.05209009,1.10338481,0.67177822,0.51447549
-4.65532766,3.23272290,0.45259651,0.03572870,0.27569839,0.05600268,1.12792482,0.68197998,0.53646771
-4.64932466,3.35516277,0.47420647,0.03249641,0.28979092,0.06061221,1.16213544,0.69459366,0.56326431
-4.64332166,3.50115458,0.49856998,0.02969846,0.30470275,0.06591005,1.20585224,0.70973125,0.59469220
-4.63731866,3.66977963,0.52561511,0.02733056,0.32040515,0.07187614,1.25880526,0.72749039,0.63051264
-4.63131566,3.85981079,0.55521952,0.02538142,0.33685574,0.07847761,1.32061051,0.74794361,0.67041780
-4.62531266,4.06968885,0.58720800,0.02383351,0.35399482,0.08566777,1.39076074,0.77112640,0.71402813
-4.61930965,4.29750064,0.62135022,0.02266382,0.37174195,0.09338529,1.46861619,0.79702497,0.76089076
-4.61330665,4.54096174,0.65735884,0.02184470,0.38999296,0.10155391,1.55339633,0.82556429,0.81047929
-4.60730365,4.79740638,0.69488838,0.02134463,0.40861775,0.11008258,1.64417369,0.85659735,0.86219533
-4.60130065,5.06378730,0.73353521,0.02112907,0.42745899,0.11886622,1.73987079,0.88989633,0.91537224
-4.59529765,5.33668817,0.77283903,0.02116121,0.44633203,0.12778707,1.83926158,0.92514662,0.96928118
-4.58929465,5.61235078,0.81228627,0.02140277,0.46502606,0.13671670,1.94097812,0.96194402,1.02313980
-4.58329165,5.88671847,0.85131566,0.02181471,0.48330670,0.14551865,2.04352365,0.99979608,1.07612364
-4.57728864,6.15549672,0.88932631,0.02235794,0.50091994,0.15405165,2.14529233,1.03812742,1.12738011
-4.57128564,6.41423073,0.92568819,0.02299405,0.51759747,0.16217334,2.24459599,1.07628964,1.17604506
-4.56528264,6.65839882,0.95975517,0.02368592,0.53306322,0.16974435,2.33969771,1.11357528,1.22126141
-4.55927964,6.88351956,0.99088027,0.02439843,0.54704085,0.17663275,2.42885141,1.14923586,1.26219939
-4.55327664,7.08526936,1.01843261,0.02509907,0.55926207,0.18271846,2.51034655,1.18250313,1.29807787
-4.54727364,7.25960659,1.04181574,0.02575852,0.56947536,0.18789765,2.58255626,1.21261302,1.32818585
-4.54127064,7.40289729,1.06048634,0.02635122,0.57745482,0.19208687,2.64398724,1.23883116,1.35190351
-4.53526763,7.51203739,1.07397266,0.02685590,0.58300871,0.19522671,2.69332917,1.26047895,1.36872166
-4.52926463,7.58456580,1.08189180,0.02725601,0.58598741,0.19728486,2.72950149,1.27695908,1.37825900
-4.52326163,7.61876314,1.08396488,0.02754009,0.58629028,0.19825837,2.75169531,1.28777928,1.38027623
-4.51725863,7.61373102,1.08002935,0.02770206,0.58387132,0.19817503,2.75940824,1.29257321,1.37468635
-4.51125563,7.56944761,1.07004775,0.02774141,0.57874311,0.19709374,2.75247030,1.29111741,1.36156052
-4.50525263,7.48679617,1.05411230,0.02766324,0.57097906,0.19510385,2.73105942,1.28334358,1.34112918
-4.49924962,7.36756429,1.03244503,0.02747819,0.56071358,0.19232348,2.69570531,1.26934542,1.31377824
-4.49324662,7.21441289,1.00539332,0.02720228,0.54814031,0.18889669,2.64728136,1.24937974,1.28004022
