energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.80190095,0.07176545,0.00095702,0.00113446,0.02464620,0.01031649,0.01028978,0.00303343,0.04641807,0.00000000
-5.79589795,0.06652342,0.00081331,0.00099294,0.02345676,0.00917553,0.00952663,0.00272464,0.04371091,0.00000000
-5.78989495,0.06430182,0.00070324,0.00089834,0.02333495,0.00845479,0.00919846,0.00253560,0.04300058,0.00000000
-5.78389195,0.06512706,0.00062481,0.00084894,0.02430143,0.00815197,0.00930801,0.00246435,0.04432693,0.00000000
-5.77788894,0.06908199,0.00057648,0.00084413,0.02639547,0.00827392,0.00986636,0.00251099,0.04776702,0.00000000
-5.77188594,0.07630794,0.00055728,0.00088444,0.02967496,0.00883748,0.01089333,0.00267783,0.05343616,0.00000000
-5.76588294,0.08700488,0.00056681,0.00097162,0.03421557,0.00987020,0.01241747,0.00296936,0.06148764,0.00000000
-5.75987994,0.10142952,0.00060530,0.00110863,0.04010913,0.01141065,0.01447588,0.00339231,0.07211102,0.00000000
-5.75387694,0.11989115,0.00067355,0.00129970,0.04746126,0.01350864,0.01711370,0.00395546,0.08552881,0.00000000
-5.74787394,0.14274525,0.00077295,0.00155027,0.05638803,0.01622504,0.02038334,0.00466949,0.10199161,0.00000000
-5.74187094,0.17038470,0.00090542,0.00186705,0.06701187,0.01963126,0.02434339,0.00554672,0.12177148,0.00000000
-5.73586793,0.20322860,0.00107336,0.00225790,0.07945664,0.02380842,0.02905720,0.00660078,0.14515374,0.00000000
-5.72986493,0.24170879,0.00127953,0.00273183,0.09384194,0.02884607,0.03459123,0.00784616,0.17242706,0.00000000
-5.72386193,0.28625412,0.00152696,0.00329886,0.11027685,0.03484045,0.04101299,0.00929776,0.20387214,0.00000000
-5.71785893,0.33727280,0.00181887,0.00396996,0.12885318,0.04189232,0.04838887,0.01097033,0.23974904,0.00000000
-5.71185593,0.39513311,0.00215845,0.00475684,0.14963841,0.05010430,0.05678163,0.01287788,0.28028353,0.00000000
-5.70585293,0.46014305,0.00254874,0.00567179,0.17266868,0.05957780,0.06624778,0.01503307,0.32565282,0.00000000
-5.69984992,0.53252952,0.00299246,0.00672748,0.19794204,0.07040944,0.07683486,0.01744651,0.37597114,0.00000000
-5.69384692,0.61241765,0.00349181,0.00793666,0.22541221,0.08268724,0.08857869,0.02012619,0.43127574,0.00000000
-5.68784392,0.69981136,0.00404828,0.00931187,0.25498335,0.09648648,0.10150076,0.02307679,0.49151388,0.00000000
-5.68184092,0.79457585,0.00466249,0.01086516,0.28650598,0.11186547,0.11560570,0.02629921,0.55653154,0.00000000
-5.67583792,0.89642295,0.00533397,0.01260770,0.31977455,0.12886133,0.13087921,0.02979000,0.62606442,0.00000000
-5.66983492,1.00490051,0.00606103,0.01454944,0.35452672,0.14748601,0.14728618,0.03354109,0.69973197,0.00000000
-5.66383192,1.11938631,0.00684065,0.01669872,0.39044476,0.16772272,0.16476953,0.03753949,0.77703492,0.00000000
-5.65782891,1.23908755,0.00766832,0.01906189,0.42715909,0.18952301,0.18324949,0.04176727,0.85735691,0.00000000
-5.65182591,1.36304632,0.00853809,0.02164301,0.46425404,0.21280461,0.20262361,0.04620166,0.93997037,0.00000000
-5.64582291,1.49015145,0.00944246,0.02444344,0.50127574,0.23745039,0.22276746,0.05081532,1.02404699,0.00000000
-5.63981991,1.61915676,0.01037253,0.02746164,0.53774201,0.26330853,0.24353613,0.05557683,1.10867274,0.00000000
-5.63381691,1.74870565,0.01131809,0.03069294,0.57315394,0.29019398,0.26476638,0.06045140,1.19286697,0.00000000
-5.62781391,1.87736140,0.01226778,0.03412937,0.60700883,0.31789138,0.28627960,0.06540166,1.27560544,0.00000000
-5.62181091,2.00364251,0.01320937,0.03775966,0.63881394,0.34615944,0.30788536,0.07038867,1.35584646,0.00000000
-5.61580790,2.12606183,0.01413002,0.04156927,0.66810065,0.37473674,0.32938555,0.07537307,1.43255925,0.00000000
-5.60980490,2.24316851,0.01501666,0.04554063,0.69443837,0.40334877,0.35057902,0.08031631,1.50475360,0.00000000
-5.60380190,2.35359088,0.01585632,0.04965340,0.71744766,0.43171611,0.37126648,0.08518189,1.57150983,0.00000000
-5.59779890,2.45607906,0.01663658,0.05388496,0.73681209,0.45956334,0.39125565,0.08993670,1.63200759,0.00000000
-5.59179590,2.54954530,0.01734593,0.05821095,0.75228819,0.48662851,0.41036643,0.09455230,1.68555267,0.00000000
-5.58579290,2.63310074,0.01797422,0.06260598,0.76371327,0.51267266,0.42843595,0.09900615,1.73160048,0.00000000
-5.57978989,2.70608682,0.01851296,0.06704446,0.77101065,0.53748900,0.44532331,0.10328270,1.76977535,0.00000000
-5.57378689,2.76810021,0.01895569,0.07150149,0.77419213,0.56091129,0.46091398,0.10737444,1.79988470,0.00000000
-5.56778389,2.81901004,0.01929825,0.07595382,0.77335769,0.58282107,0.47512354,0.11128271,1.82192752,0.00000000
-5.56178089,2.85896674,0.01953896,0.08038091,0.76869247,0.60315332,0.48790081,0.11501836,1.83609678,0.00000000
-5.55577789,2.88840207,0.01967872,0.08476589,0.76046104,0.62190008,0.49923021,0.11860221,1.84277556,0.00000000
-5.54977489,2.90802017,0.01972110,0.08909663,0.74899955,0.63911210,0.50913320,0.12206532,1.84252712,0.00000000
-5.54377189,2.91878010,0.01967219,0.09336661,0.73470583,0.65489797,0.51766891,0.12544902,1.83607917,0.00000000
-5.53776888,2.92187042,0.01954054,0.09757579,0.71802809,0.66942111,0.52493379,0.12880474,1.82430314,0.00000000
-5.53176588,2.91867682,0.01933687,0.10173129,0.69945257,0.68289433,0.53106041,0.13219361,1.80818917,0.00000000
-5.52576288,2.91074425,0.01907377,0.10584786,0.67949080,0.69557253,0.53621533,0.13568594,1.78881782,0.00000000
-5.51975988,2.89973484,0.01876539,0.10994825,0.65866675,0.70774359,0.54059620,0.13936041,1.76732978,0.00000000
-5.51375688,2.88738343,0.01842696,0.11406320,0.63750462,0.71971802,0.54442812,0.14330315,1.74489461,0.00000000
-5.50775388,2.87545246,0.01807438,0.11823129,0.61651736,0.73181786,0.54795935,0.14760664,1.72267989,0.00000000
-5.50175088,2.86568786,0.01772378,0.12249847,0.59619661,0.74436537,0.55145658,0.15236842,1.70182185,0.00000000
-5.49574787,2.85977753,0.01739106,0.12691730,0.57700406,0.75767202,0.55519970,0.15768970,1.68339862,0.00000000
-5.48974487,2.85931404,0.01709146,0.13154592,0.55936452,0.77202841,0.55947643,0.16367380,1.66840700,0.00000000
-5.48374187,2.86576237,0.01683918,0.13644677,0.54366091,0.78769552,0.56457670,0.17042444,1.65774343,0.00000000
-5.47773887,2.88043392,0.01664703,0.14168499,0.53023089,0.80489768,0.57078707,0.17804391,1.65218971,0.00000000
-5.47173587,2.90446682,0.01652619,0.14732663,0.51936536,0.82381750,0.57838521,0.18663111,1.65240362,0.00000000
-5.46573287,2.93881300,0.01648590,0.15343664,0.51130842,0.84459298,0.58763450,0.19627938,1.65891445,0.00000000
-5.45972986,2.98423138,0.01653340,0.16007661,0.50625877,0.86731657,0.59877887,0.20707432,1.67212304,0.00000000
-5.45372686,3.04128670,0.01667378,0.16730247,0.50437201,0.89203616,0.61203791,0.21909136,1.69230585,0.00000000
-5.44772386,3.11035288,0.01690999,0.17516204,0.50576379,0.91875765,0.62760221,0.23239330,1.71962223,0.00000000
-5.44172086,3.19161975,0.01724281,0.18369257,0.51051330,0.94744864,0.64562915,0.24702775,1.75412394,0.00000000
-5.43571786,3.28510179,0.01767097,0.19291834,0.51866676,0.97804274,0.66623885,0.26302453,1.79576601,0.00000000
-5.42971486,3.39064751,0.01819123,0.20284837,0.53024066,1.01044406,0.68951067,0.28039311,1.84441781,0.00000000
-5.42371186,3.50794830,0.01879849,0.21347434,0.54522442,1.04453132,0.71547996,0.29912011,1.89987328,0.00000000
-5.41770885,3.63654557,0.01948599,0.22476887,0.56358224,1.08016112,0.74413532,0.31916708,1.96185971,0.00000000
-5.41170585,3.77583559,0.02024539,0.23668412,0.58525403,1.11717009,0.77541644,0.34046850,2.03004412,0.00000000
-5.40570285,3.92507164,0.02106700,0.24915100,0.61015525,1.15537573,0.80921245,0.36293027,2.10403710,0.00000000
-5.39969985,4.08336356,0.02193989,0.26207892,0.63817585,1.19457581,0.84536105,0.38642874,2.18339380,0.00000000
-5.39369685,4.24967532,0.02285209,0.27535627,0.66917825,1.23454663,0.88364855,0.41081050,2.26761237,0.00000000
-5.38769385,4.42282144,0.02379072,0.28885159,0.70299473,1.27504023,0.92381085,0.43589292,2.35613040,0.00000000
-5.38169085,4.60146375,0.02474217,0.30241563,0.73942444,1.31578122,0.96553553,0.46146577,2.44831986,0.00000000
-5.37568784,4.78410985,0.02569231,0.31588417,0.77823034,1.35646356,1.00846525,0.48729373,2.54348190,0.00000000
-5.36968484,4.96911505,0.02662663,0.32908160,0.81913660,1.39674807,1.05220244,0.51312017,2.64084219,0.00000000
-5.36368184,5.15468943,0.02753054,0.34182531,0.86182677,1.43626112,1.09631532,0.53867189,2.73954827,0.00000000
-5.35767884,5.33891135,0.02838957,0.35393060,0.90594313,1.47459520,1.14034534,0.56366500,2.83866982,0.00000000
-5.35167584,5.51974855,0.02918967,0.36521620,0.95108755,1.51131172,1.18381580,0.58781170,2.93720284,0.00000000
-5.34567284,5.69508743,0.02991753,0.37551002,0.99682420,1.54594637,1.22624164,0.61082794,3.03407850,0.00000000
-5.33966983,5.86277056,0.03056090,0.38465498,1.04268420,1.57801723,1.26714003,0.63244153,3.12817688,0.00000000
-5.33366683,6.02064175,0.03110896,0.39251478,1.08817230,1.60703530,1.30604156,0.65240060,3.21834589,0.00000000
-5.32766383,6.16659753,0.03155267,0.39897926,1.13277551,1.63251743,1.34250168,0.67048201,3.30342477,0.00000000
-5.32166083,6.29864303,0.03188513,0.40396909,1.17597339,1.65400090,1.37611187,0.68649932,3.38227147,0.00000000
-5.31565783,6.41495001,0.03210186,0.40743968,1.21724976,1.67105909,1.40651020,0.70031000,3.45379293,0.00000000
-5.30965483,6.51391418,0.03220109,0.40938391,1.25610530,1.68331728,1.43339085,0.71182150,3.51697671,0.00000000
-5.30365183,6.59420886,0.03218396,0.40983372,1.29207045,1.69046786,1.45651206,0.72099577,3.57092236,0.00000000
-5.29764882,6.65483187,0.03205459,0.40886018,1.32471803,1.69228390,1.47570217,0.72785201,3.61487094,0.00000000
-5.29164582,6.69514288,0.03182012,0.40657220,1.35367499,1.68863029,1.49086346,0.73246731,3.64823084,0.00000000
-5.28564282,6.71488865,0.03149055,0.40311368,1.37863249,1.67947168,1.50197346,0.73497509,3.67059834,0.00000000
-5.27963982,6.71421420,0.03107857,0.39865927,1.39935395,1.66487668,1.50908357,0.73556122,3.68177166,0.00000000
-5.27363682,6.69365865,0.03059914,0.39340875,1.41568043,1.64501790,1.51231502,0.73445784,3.68175729,0.00000000
-5.26763382,6.65413528,0.03006904,0.38758033,1.42753311,1.62016779,1.51185220,0.73193510,3.67076811,0.00000000
-5.26163082,6.59689613,0.02950633,0.38140297,1.43491257,1.59069025,1.50793356,0.72829094,3.64921317,0.00000000
-5.25562781,6.52348252,0.02892966,0.37510811,1.43789493,1.55702858,1.50084043,0.72383947,3.61767935,0.00000000
-5.24962481,6.43566343,0.02835761,0.36892107,1.43662500,1.51969010,1.49088420,0.71889812,3.57690573,0.00000000
-5.24362181,6.33536460,0.02780795,0.36305247,1.43130678,1.47922838,1.47839239,0.71377440,3.52775194,0.00000000
-5.23761881,6.22459169,0.02729692,0.35769007,1.42219175,1.43622396,1.46369428,0.70875255,3.47116203,0.00000000
-5.23161581,6.10535132,0.02683857,0.35299135,1.40956565,1.39126436,1.44710673,0.70408092,3.40812580,0.00000000
-5.22561281,5.97957375,0.02644417,0.34907708,1.39373446,1.34492467,1.42892086,0.69996060,3.33963941,0.00000000
-5.21960980,5.84904134,0.02612173,0.34602640,1.37501029,1.29774932,1.40939032,0.69653578,3.26666759,0.00000000
-5.21360680,5.71532612,0.02587563,0.34387333,1.35369802,1.25023626,1.38872173,0.69388647,3.19010925,0.00000000
-5.20760380,5.57973982,0.02570641,0.34260521,1.33008343,1.20282399,1.36706782,0.69202402,3.11076829,0.00000000
-5.20160080,5.44329875,0.02561074,0.34216291,1.30442337,1.15588208,1.34452366,0.69088953,3.02933110,0.00000000
-5.19559780,5.30670521,0.02558156,0.34244306,1.27693859,1.10970566,1.32112623,0.69035552,2.94635177,0.00000000
-5.18959480,5.17034614,0.02560832,0.34330201,1.24780947,1.06451371,1.29685742,0.69023077,2.86224572,0.00000000
-5.18359180,5.03430896,0.02567746,0.34456158,1.21717488,1.02045135,1.27165031,0.69026820,2.77729172,0.00000000
-5.17758879,4.89841324,0.02577300,0.34601626,1.18513410,0.97759568,1.24539848,0.69017539,2.69164199,0.00000000
-5.17158579,4.76225653,0.02587717,0.34744159,1.15175149,0.93596470,1.21796782,0.68962748,2.60533962,0.00000000
-5.16558279,4.62527126,0.02597120,0.34860335,1.11706368,0.89552875,1.18921029,0.68828166,2.51834188,0.00000000
-5.15957979,4.48678967,0.02603609,0.34926728,1.08108854,0.85622365,1.15897889,0.68579280,2.43054808,0.00000000
-5.15357679,4.34611294,0.02605349,0.34920868,1.04383537,0.81796486,1.12714291,0.68182926,2.34182995,0.00000000
-5.14757379,4.20258064,0.02600636,0.34822179,1.00531558,0.78066171,1.09360286,0.67608843,2.25206289,0.00000000
-5.14157079,4.05563686,0.02587979,0.34612820,0.96555313,0.74423113,1.05830402,0.66831101,2.16115602,0.00000000
-5.13556778,3.90488926,0.02566154,0.34278429,0.92459399,0.70860987,1.02124801,0.65829353,2.06907935,0.00000000
-5.12956478,3.75015831,0.02534259,0.33808710,0.88251413,0.67376492,0.98250173,0.64589856,1.97588655,0.00000000
-5.12356178,3.59151406,0.02491746,0.33197861,0.83942537,0.63970143,0.94220315,0.63106204,1.88173210,0.00000000
-5.11755878,3.42929897,0.02438448,0.32444814,0.79547896,0.60646789,0.90056366,0.61379762,1.78688194,0.00000000
-5.11155578,3.26413595,0.02374576,0.31553297,0.75086653,0.57415843,0.85786685,0.59419775,1.69171714,0.00000000
-5.10555278,3.09692156,0.02300720,0.30531703,0.70581853,0.54291212,0.81446379,0.57243158,1.59673072,0.00000000
-5.09954977,2.92880514,0.02217819,0.29392797,0.66060028,0.51290951,0.77076513,0.54873998,1.50251778,0.00000000
-5.09354677,2.76115547,0.02127128,0.28153264,0.61550589,0.48436656,0.72723026,0.52342780,1.40975976,0.00000000
-5.08754377,2.59551691,0.02030174,0.26833135,0.57085052,0.45752648,0.68435422,0.49685396,1.31920373,0.00000000
-5.08154077,2.43355743,0.01928702,0.25455110,0.52696147,0.43264972,0.64265297,0.46941990,1.23163809,0.00000000
-5.07553777,2.27701144,0.01824615,0.24043821,0.48416856,0.41000280,0.60264756,0.44155681,1.14786569,0.00000000
-5.06953477,2.12762003,0.01719912,0.22625056,0.44279444,0.38984640,0.56484807,0.41371237,1.06867611,0.00000000
-5.06353177,1.98707142,0.01616631,0.21224986,0.40314530,0.37242336,0.52973786,0.38633750,0.99481806,0.00000000
-5.05752876,1.85694428,0.01516784,0.19869413,0.36550240,0.35794695,0.49775880,0.35987354,0.92697343,0.00000000
-5.05152576,1.73865592,0.01422306,0.18583067,0.33011482,0.34659008,0.46929804,0.33474047,0.86573395,0.00000000
-5.04552276,1.63341733,0.01335000,0.17388979,0.29719373,0.33847575,0.44467664,0.31132634,0.81158128,0.00000000
-5.03951976,1.54219650,0.01256495,0.16307929,0.26690824,0.33366925,0.42414055,0.28997825,0.76487137,0.00000000
-5.03351676,1.46569087,0.01188209,0.15357988,0.23938300,0.33217231,0.40785410,0.27099501,0.72582343,0.00000000
-5.02751376,1.40430948,0.01131321,0.14554158,0.21469752,0.33391954,0.39589612,0.25462155,0.69451377,0.00000000
-5.02151076,1.35816509,0.01086743,0.13908107,0.19288695,0.33877725,0.38825874,0.24104503,0.67087472,0.00000000
-5.01550775,1.32707593,0.01055110,0.13427992,0.17394435,0.34654484,0.38484882,0.23039261,0.65469827,0.00000000
-5.00950475,1.31057664,0.01036770,0.13118375,0.15782415,0.35695869,0.38549203,0.22273075,0.64564440,0.00000000
-5.00350175,1.30793783,0.01031779,0.12980214,0.14444647,0.36969855,0.38993917,0.21806597,0.64325357,0.00000000
-4.99749875,1.31819328,0.01039908,0.13010932,0.13370231,0.38439621,0.39787474,0.21634675,0.64696309,0.00000000
-4.99149575,1.34017390,0.01060649,0.13204550,0.12545915,0.40064632,0.40892748,0.21746666,0.65612660,0.00000000
-4.98549275,1.37254740,0.01093229,0.13551885,0.11956687,0.41801896,0.42268249,0.22126847,0.67003630,0.00000000
-4.97948974,1.41386249,0.01136627,0.14040804,0.11586386,0.43607370,0.43869479,0.22754909,0.68794717,0.00000000
-4.97348674,1.46259662,0.01189601,0.14656532,0.11418315,0.45437456,0.45650390,0.23606553,0.70910257,0.00000000
-4.96748374,1.51720596,0.01250709,0.15382020,0.11435844,0.47250549,0.47564903,0.24654144,0.73276058,0.00000000
-4.96148074,1.57617642,0.01318349,0.16198353,0.11622998,0.49008581,0.49568473,0.25867453,0.75822029,0.00000000
-4.95547774,1.63807455,0.01390785,0.17085212,0.11965026,0.50678493,0.51619629,0.27214461,0.78484752,0.00000000
-4.94947474,1.70159694,0.01466196,0.18021381,0.12448941,0.52233601,0.53681472,0.28662224,0.81209898,0.00000000
-4.94347174,1.76561697,0.01542715,0.18985286,0.13064036,0.53654776,0.55723074,0.30177793,0.83954453,0.00000000
-4.93746873,1.82922744,0.01618477,0.19955568,0.13802354,0.54931407,0.57720739,0.31729166,0.86688655,0.00000000
-4.93146573,1.89177797,0.01691665,0.20911668,0.14659121,0.56062098,0.59659077,0.33286268,0.89397604,0.00000000
-4.92546273,1.95290596,0.01760562,0.21834422,0.15633122,0.57055056,0.61531857,0.34821917,0.92082472,0.00000000
-4.91945973,2.01255983,0.01823599,0.22706641,0.16727008,0.57928167,0.63342597,0.36312778,0.94761272,0.00000000
-4.91345673,2.07101386,0.01879401,0.23513651,0.17947529,0.58708737,0.65104853,0.37740241,0.97469155,0.00000000
-4.90745373,2.12887371,0.01926830,0.24243795,0.19305665,0.59432902,0.66842195,0.39091223,1.00258188,0.00000000
-4.90145073,2.18707202,0.01965020,0.24888851,0.20816653,0.60144733,0.68587842,0.40358836,1.03196631,0.00000000
-4.89544772,2.24685414,0.01993412,0.25444366,0.22499882,0.60895063,0.70383959,0.41542909,1.06367688,0.00000000
-4.88944472,2.30975369,0.02011767,0.25909881,0.24378655,0.61740073,0.72280606,0.42650318,1.09867771,0.00000000
-4.88344172,2.37755865,0.02020185,0.26289031,0.26479792,0.62739707,0.74334387,0.43695110,1.13804297,0.00000000
-4.87743872,2.45226851,0.02019100,0.26589521,0.28833085,0.63955961,0.76606788,0.44698407,1.18293081,0.00000000
-4.87143572,2.53604348,0.02009269,0.26822961,0.31470588,0.65451116,0.79162290,0.45688058,1.23455376,0.00000000
-4.86543272,2.63114724,0.01991750,0.27004573,0.34425759,0.67285983,0.82066271,0.46698070,1.29414635,0.00000000
-4.85942971,2.73988445,0.01967867,0.27152765,0.37732453,0.69518232,0.85382785,0.47767793,1.36293091,0.00000000
-4.85342671,2.86453507,0.01939165,0.27288593,0.41423797,0.72200843,0.89172285,0.48940893,1.44208225,0.00000000
-4.84742371,3.00728698,0.01907361,0.27435129,0.45530961,0.75380755,0.93489356,0.50264137,1.53269235,0.00000000
-4.84142071,3.17016905,0.01874279,0.27616750,0.50081861,0.79097735,0.98380545,0.51786009,1.63573583,0.00000000
-4.83541771,3.35498637,0.01841791,0.27858374,0.55099835,0.83383504,1.03882368,0.53555218,1.75203727,0.00000000
-4.82941471,3.56325942,0.01811746,0.28184671,0.60602329,0.88261136,1.10019565,0.55619116,1.88224115,0.00000000
-4.82341171,3.79616900,0.01785906,0.28619283,0.66599638,0.93744716,1.16803671,0.58022098,2.02678523,0.00000000
-4.81740870,4.05450821,0.01765886,0.29184066,0.73093757,0.99839272,1.24231978,0.60804016,2.18587819,0.00000000
-4.81140570,4.33864291,0.01753090,0.29898395,0.80077387,1.06540928,1.32286910,0.63998672,2.35948196,0.00000000
-4.80540270,4.64848171,0.01748667,0.30778543,0.87533129,1.13837262,1.40935873,0.67632434,2.54729940,0.00000000
-4.79939970,4.98345624,0.01753467,0.31837164,0.95432941,1.21707829,1.50131578,0.71723020,2.74876769,0.00000000
-4.79339670,5.34251222,0.01768012,0.33082895,1.03737851,1.30124791,1.59812848,0.76278507,2.96305757,0.00000000
-4.78739370,5.72411185,0.01792484,0.34520086,1.12397993,1.39053621,1.69905887,0.81296590,3.18907868,0.00000000
-4.78139070,6.12624722,0.01826714,0.36148665,1.21352969,1.48453830,1.80325974,0.86764133,3.42549086,0.00000000
-4.77538769,6.54646485,0.01870198,0.37964157,1.30532531,1.58279680,1.90979533,0.92657040,3.67072132,0.00000000
-4.76938469,6.98190053,0.01922116,0.39957830,1.39857612,1.68480844,2.01766498,0.98940456,3.92298726,0.00000000
-4.76338169,7.42932405,0.01981367,0.42116982,1.49241652,1.79002999,2.12582901,1.05569303,4.18032356,0.00000000
-4.75737869,7.88519248,0.02046612,0.44425349,1.58592215,1.89788321,2.23323574,1.12489147,4.44061480,0.00000000
-4.75137569,8.34571092,0.02116332,0.46863625,1.67812829,2.00775891,2.33884866,1.19637384,4.70163090,0.00000000
-4.74537269,8.80689901,0.02188880,0.49410064,1.76805018,2.11902004,2.44167276,1.26944700,4.96106538,0.00000000
-4.73936968,9.26466163,0.02262552,0.52041146,1.85470436,2.23100398,2.54077871,1.34336766,5.21657529,0.00000000
-4.73336668,9.71486157,0.02335643,0.54732288,1.93713043,2.34302415,2.63532425,1.41736114,5.46582159,0.00000000
-4.72736368,10.15339231,0.02406517,0.57458557,2.01441242,2.45437128,2.72457148,1.49064124,5.70650879,0.00000000
-4.72136068,10.57624855,0.02473662,0.60195366,2.08569898,2.56431443,2.80789975,1.56243040,5.93642281,0.00000000
-4.71535768,10.97959243,0.02535744,0.62919115,2.15022164,2.67210224,2.88481323,1.63197947,6.15346567,0.00000000
-4.70935468,11.35981346,0.02591648,0.65607759,2.20731047,2.77696447,2.95494319,1.69858608,6.35568625,0.00000000
-4.70335168,11.71358023,0.02640513,0.68241267,2.25640659,2.87811429,3.01804477,1.76161102,6.54130610,0.00000000
-4.69734867,12.03788265,0.02681751,0.70801953,2.29707112,2.97475142,3.07398859,1.82049176,6.70873972,0.00000000
-4.69134567,12.33006349,0.02715059,0.73274673,2.32899023,3.06606632,3.12274770,1.87475255,6.85660899,0.00000000
-4.68534267,12.58783899,0.02740411,0.75646862,2.35197640,3.15124570,3.16438061,1.92401076,6.98375163,0.00000000
-4.67933967,12.80930837,0.02758047,0.77908426,2.36596585,3.22947932,3.19901143,1.96797901,7.08922405,0.00000000
-4.67333667,12.99295313,0.02768443,0.80051486,2.37101252,3.29996820,3.22680824,2.00646335,7.17229901,0.00000000
-4.66733367,13.13762713,0.02772275,0.82070001,2.36727913,3.36193430,3.24796099,2.03935743,7.23245904,0.00000000
-4.66133067,13.24253935,0.02770376,0.83959279,2.35502572,3.41463150,3.26266011,2.06663325,7.26938657,0.00000000
-4.65532766,13.30723121,0.02763690,0.85715420,2.33459666,3.45735789,3.27107721,2.08832915,7.28295201,0.00000000
-4.64932466,13.33155091,0.02753213,0.87334724,2.30640653,3.48946913,3.27334884,2.10453563,7.27320093,0.00000000
-4.64332166,13.31562696,0.02739948,0.88813099,2.27092591,3.51039259,3.26956441,2.11538023,7.24034154,0.00000000
