energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.83191596,7.66878149,0.03915254,1.13957963,1.01761549,0.48090291,3.39572299,2.86792415,3.08359309,0.00000000
-5.82591296,7.72093773,0.03929123,1.14928484,1.02426012,0.48583890,3.45728317,2.88284185,3.09963321,0.00000000
-5.81990995,7.76243819,0.03938093,1.15718063,1.02876803,0.49006938,3.51451395,2.89465346,3.11107373,0.00000000
-5.81390695,7.79394604,0.03942418,1.16341285,1.03121917,0.49357759,3.56724441,2.90373839,3.11814040,0.00000000
-5.80790395,7.81612093,0.03942329,1.16812430,1.03171294,0.49635226,3.61528310,2.91044708,3.12108276,0.00000000
-5.80190095,7.82958664,0.03938034,1.17144612,1.03036389,0.49838793,3.65841496,2.91508375,3.12016546,0.00000000
-5.79589795,7.83490575,0.03929718,1.17349084,1.02729762,0.49968539,3.69640211,2.91789264,3.11566114,0.00000000
-5.78989495,7.83256234,0.03917551,1.17434710,1.02264720,0.50025220,3.72898863,2.91904835,3.10784504,0.00000000
-5.78389195,7.82295316,0.03901699,1.17407653,1.01654990,0.50010326,3.75590922,2.91865069,3.09699122,0.00000000
-5.77788894,7.80638702,0.03882336,1.17271264,1.00914465,0.49926126,3.77690101,2.91672395,3.08337024,0.00000000
-5.77188594,7.78309152,0.03859657,1.17026201,1.00056987,0.49775696,3.79171790,2.91322063,3.06724800,0.00000000
-5.76588294,7.75322593,0.03833896,1.16670725,0.99096185,0.49562928,3.80014631,2.90802895,3.04888535,0.00000000
-5.75987994,7.71689853,0.03805331,1.16201170,0.98045350,0.49292496,3.80202128,2.90098368,3.02853783,0.00000000
-5.75387694,7.67418647,0.03774302,1.15612537,0.96917332,0.48969786,3.79724165,2.89187936,3.00645529,0.00000000
-5.74787394,7.62515624,0.03741207,1.14899170,0.95724457,0.48600785,3.78578322,2.88048514,2.98288086,0.00000000
-5.74187094,7.56988294,0.03706507,1.14055463,0.94478448,0.48191920,3.76770881,2.86656029,2.95804888,0.00000000
-5.73586793,7.50846671,0.03670719,1.13076560,0.93190334,0.47749866,3.74317447,2.84986940,2.93218184,0.00000000
-5.72986493,7.44104504,0.03634404,1.11958983,0.91870357,0.47281317,3.71243112,2.83019659,2.90548610,0.00000000
-5.72386193,7.36780023,0.03598154,1.10701176,0.90527863,0.46792736,3.67582162,2.80735804,2.87814662,0.00000000
-5.71785893,7.28896174,0.03562567,1.09303918,0.89171178,0.46290104,3.63377313,2.78121218,2.85032106,0.00000000
-5.71185593,7.20480356,0.03528226,1.07770583,0.87807495,0.45778667,3.58678539,2.75166751,2.82213369,0.00000000
-5.70585293,7.11563733,0.03495675,1.06107259,0.86442748,0.45262719,3.53541551,2.71868759,2.79366959,0.00000000
-5.69984992,7.02180234,0.03465393,1.04322706,0.85081527,0.44745419,3.48026031,2.68229354,2.76496984,0.00000000
-5.69384692,6.92365370,0.03437768,1.02428182,0.83727006,0.44228662,3.42193741,2.64256415,2.73602830,0.00000000
-5.68784392,6.82155012,0.03413079,1.00437153,0.82380941,0.43713019,3.36106619,2.59963388,2.70679051,0.00000000
-5.68184092,6.71584304,0.03391479,0.98364912,0.81043705,0.43197749,3.29825005,2.55368936,2.67715517,0.00000000
-5.67583792,6.60686816,0.03372983,0.96228138,0.79714415,0.42680885,3.23406087,2.50496468,2.64697847,0.00000000
-5.66983492,6.49494074,0.03357463,0.94044440,0.78391113,0.42159400,3.16902685,2.45373612,2.61608146,0.00000000
-5.66383192,6.38035537,0.03344650,0.91831895,0.77071038,0.41629434,3.10362426,2.40031656,2.58426019,0.00000000
-5.65782891,6.26339034,0.03334143,0.89608627,0.75750949,0.41086584,3.03827358,2.34505010,2.55129845,0.00000000
-5.65182591,6.14431673,0.03325422,0.87392434,0.74427518,0.40526233,2.97334007,2.28830703,2.51698250,0.00000000
-5.64582291,6.02341140,0.03317869,0.85200483,0.73097745,0.39943899,2.90913842,2.23047923,2.48111701,0.00000000
-5.63981991,5.90097294,0.03310793,0.83049079,0.71759397,0.39335599,2.84594100,2.17197622,2.44354151,0.00000000
-5.63381691,5.77733915,0.03303455,0.80953505,0.70411431,0.38698182,2.78398872,2.11322152,2.40414625,0.00000000
-5.62781391,5.65290457,0.03295102,0.78927925,0.69054382,0.38029635,2.72350353,2.05464927,2.36288666,0.00000000
-5.62181091,5.52813634,0.03284993,0.76985341,0.67690678,0.37329334,2.66470133,1.99670094,2.31979539,0.00000000
-5.61580790,5.40358669,0.03272431,0.75137577,0.66324876,0.36598225,2.60780403,1.93982174,2.27499115,0.00000000
-5.60980490,5.27990082,0.03256787,0.73395286,0.64963780,0.35838925,2.55304982,1.88445656,2.22868379,0.00000000
-5.60380190,5.15781881,0.03237526,0.71767950,0.63616439,0.35055739,2.50070032,1.83104534,2.18117503,0.00000000
-5.59779890,5.03817102,0.03214223,0.70263859,0.62294017,0.34254593,2.45104419,1.78001756,2.13285483,0.00000000
-5.59179590,4.92186658,0.03186581,0.68890070,0.61009528,0.33442884,2.40439648,1.73178605,2.08419335,0.00000000
-5.58579290,4.80987529,0.03154438,0.67652317,0.59777454,0.32629257,2.36109359,1.68674013,2.03572879,0.00000000
-5.57978989,4.70320365,0.03117774,0.66554892,0.58613260,0.31823320,2.32148419,1.64523820,1.98805181,0.00000000
-5.57378689,4.60286599,0.03076706,0.65600497,0.57532821,0.31035321,2.28591627,1.60760020,1.94178718,0.00000000
-5.56778389,4.50985256,0.03031489,0.64790066,0.56551806,0.30275793,2.25472145,1.57410031,1.89757354,0.00000000
-5.56178089,4.42509605,0.02982503,0.64122595,0.55685036,0.29555197,2.22819728,1.54496013,1.85604242,0.00000000
-5.55577789,4.34943856,0.02930246,0.63594979,0.54945856,0.28883571,2.20658893,1.52034307,1.81779741,0.00000000
-5.54977489,4.28360097,0.02875315,0.63201889,0.54345559,0.28270217,2.19007141,1.50035002,1.78339465,0.00000000
-5.54377189,4.22815652,0.02818398,0.62935702,0.53892887,0.27723430,2.17873366,1.48501693,1.75332543,0.00000000
-5.53776888,4.18351008,0.02760253,0.62786512,0.53593635,0.27250286,2.17256568,1.47431441,1.72800182,0.00000000
-5.53176588,4.14988437,0.02701691,0.62742224,0.53450391,0.26856495,2.17144970,1.46814952,1.70774589,0.00000000
-5.52576288,4.12731408,0.02643568,0.62788755,0.53462409,0.26546337,2.17515624,1.46636987,1.69278298,0.00000000
-5.51975988,4.11564804,0.02586762,0.62910328,0.53625635,0.26322662,2.18334552,1.46876979,1.68323919,0.00000000
-5.51375688,4.11455956,0.02532160,0.63089880,0.53932883,0.26186969,2.19557438,1.47509849,1.67914302,0.00000000
-5.50775388,4.12356428,0.02480650,0.63309543,0.54374145,0.26139547,2.21130865,1.48506975,1.68043104,0.00000000
-5.50175088,4.14204461,0.02433102,0.63551209,0.54937028,0.26179671,2.22994039,1.49837275,1.68695705,0.00000000
-5.49574787,4.16927948,0.02390362,0.63797140,0.55607289,0.26305847,2.25080930,1.51468359,1.69850415,0.00000000
-5.48974487,4.20447784,0.02353238,0.64030602,0.56369449,0.26516082,2.27322724,1.53367686,1.71479907,0.00000000
-5.48374187,4.24681412,0.02322494,0.64236491,0.57207443,0.26808165,2.29650460,1.55503684,1.73552783,0.00000000
-5.47773887,4.29546388,0.02298839,0.64401920,0.58105294,0.27179952,2.31997725,1.57846762,1.76035212,0.00000000
-5.47173587,4.34963786,0.02282921,0.64516743,0.59047759,0.27629624,2.34303256,1.60370196,1.78892518,0.00000000
-5.46573287,4.40861265,0.02275316,0.64573971,0.60020928,0.28155915,2.36513327,1.63050813,1.82090682,0.00000000
-5.45972986,4.47175646,0.02276527,0.64570080,0.61012749,0.28758294,2.38583775,1.65869475,1.85597648,0.00000000
-5.45372686,4.53854886,0.02286973,0.64505173,0.62013445,0.29437079,2.40481576,1.68811328,1.89384393,0.00000000
-5.44772386,4.60859324,0.02306985,0.64382991,0.63015817,0.30193485,2.42185880,1.71865797,1.93425696,0.00000000
-5.44172086,4.68162168,0.02336798,0.64210770,0.64015406,0.31029602,2.43688444,1.75026354,1.97700585,0.00000000
-5.43571786,4.75749170,0.02376549,0.63998943,0.65010524,0.31948287,2.44993452,1.78290048,2.02192428,0.00000000
-5.42971486,4.83617517,0.02426268,0.63760704,0.66002129,0.32952977,2.46116718,1.81656830,2.06888686,0.00000000
-5.42371186,4.91773981,0.02485872,0.63511437,0.66993581,0.34047438,2.47084327,1.85128706,2.11780312,0.00000000
-5.41770885,5.00232423,0.02555163,0.63268058,0.67990254,0.35235439,2.47930779,1.88708744,2.16860863,0.00000000
-5.41170585,5.09010749,0.02633818,0.63048266,0.68999059,0.36520382,2.48696735,1.92400006,2.22125344,0.00000000
-5.40570285,5.18127493,0.02721384,0.62869771,0.70027873,0.37904889,2.49426491,1.96204419,2.27568858,0.00000000
-5.39969985,5.27598170,0.02817275,0.62749502,0.71084908,0.39390373,2.50165301,2.00121673,2.33185134,0.00000000
-5.39369685,5.37431604,0.02920764,0.62702858,0.72178061,0.40976611,2.50956707,2.04148172,2.38965006,0.00000000
-5.38769385,5.47626407,0.03030983,0.62743008,0.73314258,0.42661338,2.51839996,2.08276111,2.44894943,0.00000000
-5.38169085,5.58167816,0.03146918,0.62880297,0.74498839,0.44439893,2.52847932,2.12492712,2.50955702,0.00000000
-5.37568784,5.69025051,0.03267411,0.63121771,0.75735000,0.46304928,2.54004860,2.16779675,2.57121194,0.00000000
-5.36968484,5.80149370,0.03391165,0.63470833,0.77023337,0.48246209,2.55325293,2.21112875,2.63357653,0.00000000
-5.36368184,5.91472940,0.03516751,0.63927075,0.78361495,0.50250520,2.56813019,2.25462331,2.69623145,0.00000000
-5.35767884,6.02908624,0.03642619,0.64486250,0.79743959,0.52301684,2.58460793,2.29792463,2.75867496,0.00000000
-5.35167584,6.14350727,0.03767117,0.65140420,0.81161989,0.54380717,2.60250581,2.34062637,2.82032644,0.00000000
-5.34567284,6.25676705,0.03888516,0.65878246,0.82603699,0.56466099,2.62154354,2.38227983,2.88053439,0.00000000
-5.33966983,6.36749790,0.04005033,0.66685418,0.84054295,0.58534181,2.64135346,2.42240463,2.93858871,0.00000000
-5.33366683,6.47422420,0.04114872,0.67545188,0.85496447,0.60559692,2.66149709,2.46050135,2.99373681,0.00000000
-5.32766383,6.57540331,0.04216260,0.68438989,0.86910781,0.62516355,2.68148443,2.49606570,3.04520300,0.00000000
-5.32166083,6.66947142,0.04307488,0.69347107,0.88276477,0.64377564,2.70079503,2.52860349,3.09221037,0.00000000
-5.31565783,6.75489185,0.04386960,0.70249366,0.89571937,0.66117116,2.71889938,2.55764569,3.13400415,0.00000000
-5.30965483,6.83020386,0.04453238,0.71125794,0.90775491,0.67709955,2.73527963,2.58276282,3.16987551,0.00000000
-5.30365183,6.89406934,0.04505089,0.71957248,0.91866126,0.69132901,2.74944847,2.60357799,3.19918468,0.00000000
-5.29764882,6.94531526,0.04541526,0.72725962,0.92824177,0.70365325,2.76096531,2.61977786,3.22138231,0.00000000
-5.29164582,6.98296988,0.04561849,0.73416000,0.93631977,0.71389756,2.76944903,2.63112104,3.23602803,0.00000000
-5.28564282,7.00629096,0.04565672,0.74013598,0.94274417,0.72192374,2.77458697,2.63744348,3.24280539,0.00000000
-5.27963982,7.01478497,0.04552951,0.74507388,0.94739409,0.72763377,2.77613989,2.63866068,3.24153234,0.00000000
-5.27363682,7.00821645,0.04523990,0.74888512,0.95018223,0.73097216,2.77394316,2.63476668,3.23216704,0.00000000
-5.26763382,6.98660749,0.04479445,0.75150618,0.95105691,0.73192663,2.76790445,2.62583001,3.21480852,0.00000000
-5.26163082,6.95022788,0.04420315,0.75289763,0.95000280,0.73052752,2.75799845,2.61198696,3.18969238,0.00000000
-5.25562781,6.89957673,0.04347911,0.75304241,0.94704023,0.72684555,2.74425941,2.59343278,3.15718185,0.00000000
-5.24962481,6.83535700,0.04263829,0.75194349,0.94222328,0.72098848,2.72677225,2.57041131,3.11775467,0.00000000
-5.24362181,6.75844480,0.04169901,0.74962129,0.93563676,0.71309658,2.70566302,2.54320389,3.07198646,0.00000000
-5.23761881,6.66985509,0.04068138,0.74611097,0.92739223,0.70333737,2.68108948,2.51211826,3.02053165,0.00000000
-5.23161581,6.57070610,0.03960675,0.74145979,0.91762333,0.69189972,2.65323250,2.47747808,2.96410266,0.00000000
-5.22561281,6.46218411,0.03849702,0.73572489,0.90648063,0.67898779,2.62228874,2.43961380,2.90344854,0.00000000
-5.21960980,6.34551051,0.03737396,0.72897137,0.89412622,0.66481495,2.58846508,2.39885527,2.83933395,0.00000000
-5.21360680,6.22191261,0.03625860,0.72127096,0.88072843,0.64959808,2.55197484,2.35552649,2.77251933,0.00000000
-5.20760380,6.09259915,0.03517059,0.71270118,0.86645662,0.63355239,2.51303585,2.30994260,2.70374319,0.00000000
-5.20160080,5.95874146,0.03412762,0.70334497,0.85147657,0.61688700,2.47187029,2.26240911,2.63370698,0.00000000
-5.19559780,5.82146042,0.03314502,0.69329075,0.83594639,0.59980140,2.42870579,2.21322324,2.56306315,0.00000000
-5.18959480,5.68181926,0.03223534,0.68263272,0.82001320,0.58248294,2.38377764,2.16267687,2.49240655,0.00000000
-5.18359180,5.54082162,0.03140814,0.67147131,0.80381060,0.56510521,2.33733151,2.11106090,2.42226942,0.00000000
-5.17758879,5.39941438,0.03066987,0.65991360,0.78745708,0.54782747,2.28962623,2.05867032,2.35311965,0.00000000
-5.17158579,5.25849416,0.03002388,0.64807357,0.77105523,0.53079490,2.24093633,2.00580948,2.28536231,0.00000000
-5.16558279,5.11891651,0.02947051,0.63607200,0.75469182,0.51413966,2.19155385,1.95279721,2.21934389,0.00000000
-5.15957979,4.98150669,0.02900740,0.62403601,0.73843869,0.49798246,2.14178915,1.89997104,2.15535887,0.00000000
-5.15357679,4.84707085,0.02862975,0.61209805,0.72235425,0.48243455,2.09197066,1.84769036,2.09365796,0.00000000
-5.14757379,4.71640669,0.02833077,0.60039450,0.70648558,0.46760000,2.04244341,1.79633808,2.03445747,0.00000000
-5.14157079,4.59031254,0.02810213,0.58906367,0.69087095,0.45357788,1.99356640,1.74632066,1.97794913,0.00000000
-5.13556778,4.46959421,0.02793445,0.57824347,0.67554255,0.44046433,1.94570892,1.69806629,1.92430972,0.00000000
-5.12956478,4.35506883,0.02781779,0.56806872,0.66052942,0.42835429,1.89924602,1.65202142,1.87370999,0.00000000
-5.12356178,4.24756540,0.02774213,0.55866830,0.64586021,0.41734271,1.85455331,1.60864545,1.82632222,0.00000000
-5.11755878,4.14792160,0.02769783,0.55016218,0.63156586,0.40752516,1.81200140,1.56840395,1.78232601,0.00000000
-5.11155578,4.05697683,0.02767599,0.54265857,0.61768180,0.39899776,1.77195005,1.53176051,1.74191203,0.00000000
-5.10555278,3.97556155,0.02766875,0.53625126,0.60424980,0.39185636,1.73474250,1.49916743,1.70528324,0.00000000
-5.09954977,3.90448307,0.02766957,0.53101731,0.59131918,0.38619506,1.70069983,1.47105554,1.67265374,0.00000000
-5.09354677,3.84450819,0.02767333,0.52701516,0.57894738,0.38210391,1.67011576,1.44782350,1.64424503,0.00000000
-5.08754377,3.79634330,0.02767641,0.52428321,0.56719993,0.37966618,1.64325188,1.42982682,1.62027992,0.00000000
-5.08154077,3.76061259,0.02767666,0.52283905,0.55614969,0.37895501,1.62033332,1.41736688,1.60097446,0.00000000
-5.07553777,3.73783533,0.02767333,0.52267916,0.54587542,0.38002985,1.60154512,1.41068048,1.58652808,0.00000000
-5.06953477,3.72840316,0.02766688,0.52377934,0.53645993,0.38293279,1.58702915,1.40993012,1.57711278,0.00000000
-5.06353177,3.73255864,0.02765882,0.52609555,0.52798767,0.38768493,1.57688182,1.41519549,1.57286182,0.00000000
-5.05752876,3.75037633,0.02765143,0.52956553,0.52054206,0.39428323,1.57115264,1.42646656,1.57385868,0.00000000
-5.05152576,3.78174759,0.02764757,0.53411074,0.51420277,0.40269785,1.56984364,1.44363872,1.58012712,0.00000000
-5.04552276,3.82637046,0.02765040,0.53963890,0.50904294,0.41287036,1.57290996,1.46651034,1.59162296,0.00000000
-5.03951976,3.88374570,0.02766316,0.54604699,0.50512671,0.42471300,1.58026165,1.49478300,1.60822846,0.00000000
-5.03351676,3.95318002,0.02768900,0.55322459,0.50250717,0.43810906,1.59176673,1.52806494,1.62974967,0.00000000
-5.02751376,4.03379697,0.02773077,0.56105755,0.50122484,0.45291463,1.60725579,1.56587753,1.65591745,0.00000000
-5.02151076,4.12455593,0.02779096,0.56943195,0.50130682,0.46896164,1.62652798,1.60766519,1.68639212,0.00000000
-5.01550775,4.22427890,0.02787162,0.57823823,0.50276665,0.48606216,1.64935838,1.65280830,1.72077203,0.00000000
-5.00950475,4.33168441,0.02797431,0.58737530,0.50560500,0.50401394,1.67550660,1.70063908,1.75860563,0.00000000
-5.00350175,4.44542736,0.02810015,0.59675464,0.50981093,0.52260682,1.70472629,1.75045969,1.79940659,0.00000000
-4.99749875,4.56414308,0.02824984,0.60630416,0.51536376,0.54162991,1.73677518,1.80156217,1.84267136,0.00000000
-4.99149575,4.68649350,0.02842379,0.61597150,0.52223538,0.56087899,1.77142503,1.85324918,1.88789804,0.00000000
-4.98549275,4.81121289,0.02862213,0.62572688,0.53039275,0.58016394,1.80847099,1.90485463,1.93460565,0.00000000
-4.97948974,4.93715071,0.02884483,0.63556498,0.53980029,0.59931565,1.84773958,1.95576332,1.98235251,0.00000000
-4.97348674,5.06330860,0.02909179,0.64550582,0.55042201,0.61819194,1.88909470,2.00542840,2.03075250,0.00000000
-4.96748374,5.18886937,0.02936284,0.65559443,0.56222313,0.63668234,1.93244086,2.05338573,2.07948812,0.00000000
-4.96148074,5.31321546,0.02965776,0.66589919,0.57517085,0.65471101,1.97772326,2.09926438,2.12831934,0.00000000
-4.95547774,5.43593541,0.02997629,0.67650860,0.58923421,0.67223796,2.02492419,2.14279238,2.17708735,0.00000000
-4.94947474,5.55681736,0.03031801,0.68752675,0.60438289,0.68925810,2.07405560,2.18379761,2.22571293,0.00000000
-4.94347174,5.67582921,0.03068228,0.69906723,0.62058495,0.70579818,2.12514783,2.22220339,2.27418901,0.00000000
-4.93746873,5.79308621,0.03106809,0.71124587,0.63780348,0.72191179,2.17823484,2.25801915,2.32256788,0.00000000
-4.93146573,5.90880736,0.03147390,0.72417244,0.65599245,0.73767252,2.23333659,2.29132655,2.37094343,0.00000000
-4.92546273,6.02326292,0.03189745,0.73794169,0.67509185,0.75316566,2.29043920,2.32226186,2.41942948,0.00000000
-4.91945973,6.13671592,0.03233561,0.75262407,0.69502251,0.76847892,2.34947415,2.35099564,2.46813528,0.00000000
-4.91345673,6.24936103,0.03278426,0.76825669,0.71568097,0.78369255,2.41029765,2.37771076,2.51713972,0.00000000
-4.90745373,6.36126471,0.03323810,0.78483500,0.73693469,0.79886961,2.47267144,2.40258036,2.56646577,0.00000000
-4.90145073,6.47231028,0.03369064,0.80230556,0.75861817,0.81404676,2.53624654,2.42574673,2.61605672,0.00000000
-4.89544772,6.58215155,0.03413416,0.82056066,0.78053024,0.82922631,2.60055097,2.44730275,2.66575593,0.00000000
-4.88944472,6.69017832,0.03455978,0.83943493,0.80243286,0.84436981,2.66498278,2.46727665,2.71529133,0.00000000
-4.88344172,6.79549632,0.03495756,0.85870443,0.82405178,0.85939391,2.72880916,2.48562140,2.76426586,0.00000000
-4.87743872,6.89692337,0.03531675,0.87808843,0.84507914,0.87416838,2.79117216,2.50220904,2.81215484,0.00000000
-4.87143572,6.99300267,0.03562604,0.89725398,0.86517813,0.88851688,2.85110143,2.51683056,2.85831043,0.00000000
-4.86543272,7.08203328,0.03587389,0.91582315,0.88398963,0.90222020,2.90753366,2.52920110,2.90197358,0.00000000
-4.85942971,7.16211652,0.03604892,0.93338282,0.90114063,0.91502206,2.95933828,2.53897043,2.94229290,0.00000000
-4.85342671,7.23121668,0.03614034,0.94949663,0.91625423,0.92663711,3.00534854,2.54573795,2.97834982,0.00000000
-4.84742371,7.28723302,0.03613839,0.96371865,0.92896071,0.93676091,3.04439672,2.54907135,3.00918894,0.00000000
-4.84142071,7.32807992,0.03603474,0.97560815,0.93890935,0.94508135,3.07535216,2.54852808,3.03385227,0.00000000
-4.83541771,7.35177137,0.03582293,0.98474496,0.94578035,0.95129095,3.09716022,2.54367832,3.05141583,0.00000000
-4.82941471,7.35650587,0.03549872,0.99074450,0.94929641,0.95509966,3.10888079,2.53412829,3.06102691,0.00000000
-4.82341171,7.34074769,0.03506037,0.99327208,0.94923344,0.95624740,3.10972436,2.51954288,3.06194032,0.00000000
-4.81740870,7.30330104,0.03450888,0.99205565,0.94542982,0.95451592,3.09908419,2.49966631,3.05355209,0.00000000
-4.81140570,7.24337347,0.03384811,0.98689646,0.93779390,0.94973937,3.07656319,2.47434006,3.03542904,0.00000000
-4.80540270,7.16062620,0.03308483,0.97767722,0.92630931,0.94181327,3.04199413,2.44351723,3.00733304,0.00000000
-4.79939970,7.05520893,0.03222861,0.96436746,0.91103781,0.93070136,2.99545260,2.40727290,2.96923890,0.00000000
-4.79339670,6.92777814,0.03129170,0.94702568,0.89211968,0.91644020,2.93726199,2.36580995,2.92134519,0.00000000
-4.78739370,6.77949811,0.03028874,0.92579859,0.86977148,0.89914130,2.86799034,2.31946054,2.86407757,0.00000000
-4.78139070,6.61202492,0.02923643,0.90091722,0.84428139,0.87899075,2.78843941,2.26868305,2.79808459,0.00000000
-4.77538769,6.42747440,0.02815311,0.87269033,0.81600221,0.85624634,2.69962625,2.21405490,2.72422611,0.00000000
-4.76938469,6.22837531,0.02705826,0.84149537,0.78534248,0.83123234,2.60275826,2.15626159,2.64355484,0.00000000
-4.76338169,6.01760982,0.02597202,0.80776749,0.75275586,0.80433225,2.49920268,2.09608247,2.55729178,0.00000000
-4.75737869,5.79834365,0.02491459,0.77198707,0.71872946,0.77597950,2.39045179,2.03437372,2.46679637,0.00000000
-4.75137569,5.57394816,0.02390576,0.73466632,0.68377123,0.74664685,2.27808502,1.97204928,2.37353245,0.00000000
-4.74537269,5.34791736,0.02296427,0.69633546,0.64839720,0.71683444,2.16372947,1.91006010,2.27903132,0.00000000
-4.73936968,5.12378224,0.02210738,0.65752907,0.61311873,0.68705719,2.04902011,1.84937249,2.18485279,0.00000000
-4.73336668,4.90502516,0.02135033,0.61877302,0.57843036,0.65783178,1.93556088,1.79094601,2.09254579,0.00000000
-4.72736368,4.69499655,0.02070599,0.58057236,0.54479853,0.62966359,1.82488792,1.73571137,2.00360945,0.00000000
-4.72136068,4.49683626,0.02018442,0.54340057,0.51265148,0.60303409,1.71843587,1.68454894,1.91945591,0.00000000
-4.71535768,4.31340137,0.01979266,0.50769043,0.48237064,0.57838890,1.61750805,1.63826813,1.84137580,0.00000000
-4.70935468,4.14720210,0.01953450,0.47382646,0.45428359,0.55612691,1.52325114,1.59758823,1.77050732,0.00000000
-4.70335168,4.00034732,0.01941042,0.44213932,0.42865876,0.53659072,1.43663481,1.56312091,1.70780974,0.00000000
-4.69734867,3.87450056,0.01941752,0.41290182,0.40570187,0.52005860,1.35843658,1.53535496,1.65404188,0.00000000
-4.69134567,3.77084747,0.01954963,0.38632673,0.38555420,0.50673826,1.28923185,1.51464336,1.60974613,0.00000000
-4.68534267,3.69007517,0.01979750,0.36256615,0.36829246,0.49676247,1.22938924,1.50119329,1.57523833,0.00000000
-4.67933967,3.63236384,0.02014906,0.34171223,0.35393030,0.49018664,1.17907092,1.49505920,1.55060360,0.00000000
-4.67333667,3.59739052,0.02058975,0.32379917,0.34242123,0.48698856,1.13823766,1.49613929,1.53569839,0.00000000
-4.66733367,3.58434500,0.02110294,0.30880624,0.33366285,0.48706998,1.10665827,1.50417569,1.53015838,0.00000000
-4.66133067,3.59195720,0.02167043,0.29666164,0.32750214,0.49026039,1.08392296,1.51875842,1.53341203,0.00000000
-4.65532766,3.61853559,0.02227297,0.28724705,0.32374167,0.49632248,1.06946016,1.53933326,1.54469949,0.00000000
-4.64932466,3.66201540,0.02289081,0.28040265,0.32214651,0.50495941,1.06255629,1.56521358,1.56309616,0.00000000
-4.64332166,3.72001570,0.02350427,0.27593259,0.32245162,0.51582360,1.06237796,1.59559591,1.58754027,0.00000000
