energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.81990995,1.39968710,0.00089115,0.19471637,0.40854435,0.38741984,0.74611604,0.00000000,0.54918710,0.19054026
-5.81390695,1.33255350,0.00082308,0.18323206,0.38996230,0.36248935,0.71005361,0.00000000,0.52474010,0.18459967
-5.80790395,1.26707175,0.00076768,0.17164221,0.37105119,0.33929289,0.67422299,0.00000000,0.49961702,0.17941742
-5.80190095,1.20406177,0.00072538,0.16005551,0.35207035,0.31800309,0.63907480,0.00000000,0.47415714,0.17511662
-5.79589795,1.14430720,0.00069639,0.14857663,0.33327969,0.29876393,0.60505125,0.00000000,0.44869969,0.17180954
-5.78989495,1.08854042,0.00068078,0.13730492,0.31493413,0.28169048,0.57257753,0.00000000,0.42357577,0.16959484
-5.78389195,1.03742758,0.00067844,0.12633305,0.29727790,0.26686867,0.54205321,0.00000000,0.39910019,0.16855481
-5.77788894,0.99155454,0.00068912,0.11574576,0.28053903,0.25435529,0.51384387,0.00000000,0.37556362,0.16875296
-5.77188594,0.95141419,0.00071244,0.10561875,0.26492432,0.24417830,0.48827345,0.00000000,0.35322538,0.17023179
-5.76588294,0.91739609,0.00074793,0.09601778,0.25061486,0.23633730,0.46561774,0.00000000,0.33230727,0.17301126
-5.75987994,0.88977883,0.00079500,0.08699796,0.23776243,0.23080456,0.44609916,0.00000000,0.31298860,0.17708770
-5.75387694,0.86872584,0.00085299,0.07860335,0.22648690,0.22752648,0.42988328,0.00000000,0.29540278,0.18243368
-5.74787394,0.85428496,0.00092115,0.07086685,0.21687471,0.22642563,0.41707725,0.00000000,0.27963563,0.18899855
-5.74187094,0.84639194,0.00099868,0.06381041,0.20897850,0.22740342,0.40773010,0.00000000,0.26572538,0.19670998
-5.73586793,0.84487789,0.00108472,0.05744548,0.20281788,0.23034343,0.40183504,0.00000000,0.25366450,0.20547628
-5.72986493,0.84948041,0.00117833,0.05177381,0.19838128,0.23511529,0.39933363,0.00000000,0.24340309,0.21518969
-5.72386193,0.85985800,0.00127858,0.04678844,0.19562872,0.24157913,0.40012149,0.00000000,0.23485392,0.22573019
-5.71785893,0.87560703,0.00138445,0.04247484,0.19449536,0.24959033,0.40405531,0.00000000,0.22789859,0.23697012
-5.71185593,0.89628039,0.00149491,0.03881221,0.19489565,0.25900458,0.41096079,0.00000000,0.22239469,0.24877896
-5.70585293,0.92140712,0.00160892,0.03577482,0.19672781,0.26968274,0.42064104,0.00000000,0.21818360,0.26102839
-5.69984992,0.95051171,0.00172538,0.03333334,0.19987839,0.28149556,0.43288491,0.00000000,0.21509846,0.27359725
-5.69384692,0.98313228,0.00184320,0.03145602,0.20422677,0.29432781,0.44747494,0.00000000,0.21297209,0.28637611
-5.68784392,1.01883662,0.00196127,0.03010986,0.20964927,0.30808158,0.46419435,0.00000000,0.21164438,0.29927131
-5.68184092,1.05723527,0.00207845,0.02926145,0.21602280,0.32267866,0.48283281,0.00000000,0.21096888,0.31220825
-5.67583792,1.09799097,0.00219361,0.02887772,0.22322780,0.33806167,0.50319067,0.00000000,0.21081828,0.32513365
-5.66983492,1.14082406,0.00230561,0.02892638,0.23115051,0.35419395,0.52508147,0.00000000,0.21108864,0.33801684
-5.66383192,1.18551365,0.00241332,0.02937613,0.23968442,0.37105810,0.54833265,0.00000000,0.21170209,0.35084986
-5.65782891,1.23189459,0.00251560,0.03019666,0.24873095,0.38865323,0.57278461,0.00000000,0.21260804,0.36364650
-5.65182591,1.27985064,0.00261134,0.03135843,0.25819949,0.40699104,0.59828821,0.00000000,0.21378284,0.37644025
-5.64582291,1.32930436,0.00269945,0.03283229,0.26800680,0.42609100,0.62470101,0.00000000,0.21522797,0.38928143
-5.63981991,1.38020451,0.00277890,0.03458900,0.27807599,0.44597479,0.65188266,0.00000000,0.21696697,0.40223344
-5.63381691,1.43251192,0.00284868,0.03659864,0.28833525,0.46666046,0.67968996,0.00000000,0.21904126,0.41536868
-5.62781391,1.48618485,0.00290789,0.03883008,0.29871645,0.48815652,0.70797183,0.00000000,0.22150503,0.42876406
-5.62181091,1.54116492,0.00295570,0.04125047,0.30915387,0.51045660,0.73656498,0.00000000,0.22441974,0.44249656
-5.61580790,1.59736452,0.00299144,0.04382482,0.31958309,0.53353471,0.76529053,0.00000000,0.22784829,0.45663898
-5.60980490,1.65465678,0.00301454,0.04651579,0.32994036,0.55734174,0.79395196,0.00000000,0.23184925,0.47125612
-5.60380190,1.71286855,0.00302463,0.04928362,0.34016228,0.58180324,0.82233486,0.00000000,0.23647158,0.48640154
-5.59779890,1.77177719,0.00302151,0.05208636,0.35018609,0.60681885,0.85020842,0.00000000,0.24174991,0.50211506
-5.59179590,1.83111110,0.00300522,0.05488023,0.35995038,0.63226327,0.87732886,0.00000000,0.24770078,0.51842105
-5.58579290,1.89055412,0.00297597,0.05762030,0.36939625,0.65798889,0.90344465,0.00000000,0.25431990,0.53532746
-5.57978989,1.94975343,0.00293426,0.06026132,0.37846874,0.68382992,0.92830322,0.00000000,0.26158064,0.55282566
-5.57378689,2.00833034,0.00288076,0.06275872,0.38711851,0.70960768,0.95165894,0.00000000,0.26943371,0.57089096
-5.56778389,2.06589331,0.00281638,0.06506979,0.39530348,0.73513690,0.97328172,0.00000000,0.27780813,0.58948356
-5.56178089,2.12205209,0.00274226,0.06715488,0.40299039,0.76023241,0.99296586,0.00000000,0.28661325,0.60855006
-5.55577789,2.17643224,0.00265966,0.06897857,0.41015595,0.78471606,1.01053848,0.00000000,0.29574189,0.62802513
-5.54977489,2.22868877,0.00257003,0.07051085,0.41678762,0.80842314,1.02586699,0.00000000,0.30507419,0.64783327
-5.54377189,2.27851822,0.00247489,0.07172817,0.42288375,0.83120806,1.03886508,0.00000000,0.31448218,0.66789060
-5.53776888,2.32566816,0.00237584,0.07261418,0.42845312,0.85294892,1.04949684,0.00000000,0.32383461,0.68810654
-5.53176588,2.36994376,0.00227448,0.07316042,0.43351376,0.87355048,1.05777855,0.00000000,0.33300197,0.70838532
-5.52576288,2.41121081,0.00217238,0.07336658,0.43809120,0.89294564,1.06377815,0.00000000,0.34186134,0.72862723
-5.51975988,2.44939529,0.00207102,0.07324057,0.44221616,0.91109510,1.06761214,0.00000000,0.35030084,0.74872977
-5.51375688,2.48447950,0.00197176,0.07279821,0.44592179,0.92798530,1.06944022,0.00000000,0.35822357,0.76858862
-5.50775388,2.51649522,0.00187580,0.07206270,0.44924077,0.94362498,1.06945776,0.00000000,0.36555076,0.78809852
-5.50175088,2.54551443,0.00178414,0.07106378,0.45220230,0.95804036,1.06788668,0.00000000,0.37222403,0.80715410
-5.49574787,2.57163826,0.00169759,0.06983665,0.45482930,0.97126952,1.06496510,0.00000000,0.37820675,0.82565083
-5.48974487,2.59498514,0.00161670,0.06842078,0.45713593,0.98335631,1.06093635,0.00000000,0.38348438,0.84348593
-5.48374187,2.61567881,0.00154183,0.06685852,0.45912575,0.99434428,1.05603809,0.00000000,0.38806380,0.86055947
-5.47773887,2.63383709,0.00147311,0.06519370,0.46079045,1.00427101,1.05049196,0.00000000,0.39197182,0.87677551
-5.47173587,2.64956208,0.00141047,0.06347018,0.46210950,1.01316344,1.04449437,0.00000000,0.39525274,0.89204325
-5.46573287,2.66293231,0.00135367,0.06173050,0.46305047,1.02103434,1.03820904,0.00000000,0.39796527,0.90627817
-5.45972986,2.67399730,0.00130230,0.06001464,0.46357028,1.02788038,1.03176145,0.00000000,0.40017892,0.91940300
-5.45372686,2.68277461,0.00125586,0.05835887,0.46361712,1.03368190,1.02523566,0.00000000,0.40196994,0.93134843
-5.44772386,2.68924958,0.00121375,0.05679487,0.46313301,1.03840437,1.01867345,0.00000000,0.40341704,0.94205345
-5.44172086,2.69337738,0.00117532,0.05534898,0.46205680,1.04200168,1.01207585,0.00000000,0.40459720,0.95146522
-5.43571786,2.69508727,0.00113990,0.05404174,0.46032751,1.04442079,1.00540689,0.00000000,0.40558149,0.95953850
-5.42971486,2.69428865,0.00110686,0.05288762,0.45788766,1.04560779,0.99859927,0.00000000,0.40643128,0.96623448
-5.42371186,2.69087833,0.00107556,0.05189500,0.45468653,1.04551481,0.99156163,0.00000000,0.40719498,0.97151922
-5.41770885,2.68474877,0.00104547,0.05106629,0.45068318,1.04410734,0.98418692,0.00000000,0.40790531,0.97536172
-5.41170585,2.67579659,0.00101609,0.05039833,0.44584895,1.04137175,0.97636140,0.00000000,0.40857743,0.97773181
-5.40570285,2.66393115,0.00098702,0.04988289,0.44016940,1.03732223,0.96797391,0.00000000,0.40920781,0.97859806
-5.39969985,2.64908271,0.00095794,0.04950730,0.43364569,1.03200696,0.95892465,0.00000000,0.40977402,0.97792597
-5.39369685,2.63120981,0.00092861,0.04925522,0.42629516,1.02551299,0.94913326,0.00000000,0.41023547,0.97567664
-5.38769385,2.61030583,0.00089886,0.04910744,0.41815129,1.01796944,0.93854570,0.00000000,0.41053495,0.97180616
-5.38169085,2.58640423,0.00086861,0.04904273,0.40926301,1.00954882,0.92713955,0.00000000,0.41060111,0.96626591
-5.37568784,2.55958260,0.00083782,0.04903869,0.39969340,1.00046621,0.91492760,0.00000000,0.41035149,0.95900384
-5.36968484,2.52996511,0.00080650,0.04907258,0.38951790,0.99097621,0.90195942,0.00000000,0.40969635,0.94996686
-5.36368184,2.49772340,0.00077471,0.04912206,0.37882212,0.98136769,0.88832098,0.00000000,0.40854268,0.93910411
-5.35767884,2.46307578,0.00074252,0.04916591,0.36769936,0.97195633,0.87413222,0.00000000,0.40679857,0.92637120
-5.35167584,2.42628449,0.00071002,0.04918462,0.35624793,0.96307525,0.85954277,0.00000000,0.40437754,0.91173488
-5.34567284,2.38765123,0.00067731,0.04916085,0.34456842,0.95506400,0.84472598,0.00000000,0.40120264,0.89517813
-5.33966983,2.34751063,0.00064451,0.04907978,0.33276097,0.94825622,0.82987149,0.00000000,0.39721008,0.87670513
-5.33366683,2.30622191,0.00061171,0.04892931,0.32092264,0.94296645,0.81517678,0.00000000,0.39235236,0.85634569
-5.32766383,2.26415885,0.00057903,0.04870021,0.30914498,0.93947673,0.80083802,0.00000000,0.38660054,0.83415896
-5.32166083,2.22169820,0.00054654,0.04838601,0.29751182,0.93802333,0.78704058,0.00000000,0.37994566,0.81023590
-5.31565783,2.17920697,0.00051436,0.04798287,0.28609742,0.93878435,0.77394982,0.00000000,0.37239926,0.78470037
-5.30965483,2.13702903,0.00048257,0.04748935,0.27496488,0.94186879,0.76170246,0.00000000,0.36399289,0.75770857
-5.30365183,2.09547169,0.00045126,0.04690607,0.26416499,0.94730752,0.75039901,0.00000000,0.35477681,0.72944686
-5.29764882,2.05479267,0.00042052,0.04623537,0.25373554,0.95504673,0.74009767,0.00000000,0.34481787,0.70012799
-5.29164582,2.01518854,0.00039044,0.04548084,0.24370095,0.96494433,0.73080992,0.00000000,0.33419669,0.66998583
-5.28564282,1.97678492,0.00036111,0.04464699,0.23407245,0.97676947,0.72249828,0.00000000,0.32300443,0.63926903
-5.27963982,1.93962942,0.00033263,0.04373884,0.22484861,0.99020547,0.71507605,0.00000000,0.31133930,0.60823376
-5.27363682,1.90368775,0.00030508,0.04276163,0.21601636,1.00485619,0.70840947,0.00000000,0.29930293,0.57713613
-5.26763382,1.86884337,0.00027856,0.04172048,0.20755234,1.02025561,0.70232194,0.00000000,0.28699691,0.54622452
-5.26163082,1.83490104,0.00025315,0.04062028,0.19942458,1.03588054,0.69660026,0.00000000,0.27451968,0.51573240
-5.25562781,1.80159423,0.00022893,0.03946550,0.19159451,1.05116580,0.69100268,0.00000000,0.26196383,0.48587201
-5.24962481,1.76859613,0.00020597,0.03826022,0.18401909,1.06552152,0.68526826,0.00000000,0.24941393,0.45682903
-5.24362181,1.73553394,0.00018434,0.03700814,0.17665310,1.07835182,0.67912728,0.00000000,0.23694511,0.42875879
-5.23761881,1.70200585,0.00016408,0.03571266,0.16945137,1.08907408,0.67231205,0.00000000,0.22462222,0.40178392
-5.23161581,1.66759972,0.00014523,0.03437705,0.16237106,1.09713813,0.66456782,0.00000000,0.21249959,0.37599353
-5.22561281,1.63191287,0.00012780,0.03300465,0.15537359,1.10204460,0.65566316,0.00000000,0.20062148,0.35144399
-5.21960980,1.59457170,0.00011180,0.03159901,0.14842647,1.10336151,0.64539938,0.00000000,0.18902288,0.32816104
-5.21360680,1.55525048,0.00009722,0.03016409,0.14150469,1.10073875,0.63361862,0.00000000,0.17773080,0.30614302
-5.20760380,1.51368814,0.00008402,0.02870444,0.13459183,1.09391964,0.62021034,0.00000000,0.16676569,0.28536506
-5.20160080,1.46970243,0.00007215,0.02722528,0.12768065,1.08274931,0.60511577,0.00000000,0.15614307,0.26578382
-5.19559780,1.42320084,0.00006157,0.02573259,0.12077337,1.06717956,0.58833044,0.00000000,0.14587510,0.24734253
-5.18959480,1.37418762,0.00005221,0.02423313,0.11388146,1.04727013,0.56990457,0.00000000,0.13597208,0.22997599
-5.18359180,1.32276691,0.00004398,0.02273439,0.10702508,1.02318646,0.54994151,0.00000000,0.12644370,0.21361536
-5.17758879,1.26914179,0.00003681,0.02124449,0.10023226,0.99519407,0.52859420,0.00000000,0.11730006,0.19819236
-5.17158579,1.21360941,0.00003061,0.01977205,0.09353771,0.96364986,0.50606015,0.00000000,0.10855243,0.18364291
-5.16558279,1.15655271,0.00002529,0.01832601,0.08698153,0.92899088,0.48257493,0.00000000,0.10021362,0.16990994
-5.15957979,1.09842898,0.00002077,0.01691542,0.08060781,0.89172095,0.45840470,0.00000000,0.09229813,0.15694536
-5.15357679,1.03975605,0.00001696,0.01554920,0.07446316,0.85239578,0.43383802,0.00000000,0.08482194,0.14471129
-5.14757379,0.98109676,0.00001379,0.01423599,0.06859536,0.81160705,0.40917728,0.00000000,0.07780221,0.13318049
-5.14157079,0.92304233,0.00001116,0.01298384,0.06305208,0.76996616,0.38473010,0.00000000,0.07125659,0.12233611
-5.13556778,0.86619543,0.00000903,0.01180015,0.05787978,0.72808809,0.36080095,0.00000000,0.06520265,0.11217099
-5.12956478,0.81115360,0.00000733,0.01069142,0.05312289,0.68657597,0.33768328,0.00000000,0.05965701,0.10268646
-5.12356178,0.75849360,0.00000600,0.00966322,0.04882315,0.64600662,0.31565232,0.00000000,0.05463462,0.09389095
-5.11755878,0.70875717,0.00000500,0.00872010,0.04501929,0.60691773,0.29495872,0.00000000,0.05014802,0.08579850
-5.11155578,0.66243876,0.00000430,0.00786558,0.04174694,0.56979668,0.27582321,0.00000000,0.04620658,0.07842725
-5.10555278,0.61997541,0.00000388,0.00710221,0.03903883,0.53507141,0.25843219,0.00000000,0.04281602,0.07179808
-5.09954977,0.58173906,0.00000372,0.00643166,0.03692521,0.50310345,0.24293448,0.00000000,0.03997787,0.06593346
-5.09354677,0.54803147,0.00000381,0.00585483,0.03543449,0.47418320,0.22943909,0.00000000,0.03768919,0.06085655
-5.08754377,0.51908166,0.00000415,0.00537205,0.03459405,0.44852743,0.21801407,0.00000000,0.03594239,0.05659063
-5.08154077,0.49504593,0.00000477,0.00498324,0.03443122,0.42627903,0.20868641,0.00000000,0.03472517,0.05315879
-5.07553777,0.47601022,0.00000568,0.00468814,0.03497427,0.40750894,0.20144290,0.00000000,0.03402069,0.05058395
-5.06953477,0.46199467,0.00000691,0.00448654,0.03625350,0.39221997,0.19623194,0.00000000,0.03380779,0.04888904
-5.06353177,0.45296012,0.00000851,0.00437851,0.03830226,0.38035247,0.19296630,0.00000000,0.03406141,0.04809742
-5.05752876,0.44881609,0.00001053,0.00436459,0.04115792,0.37179148,0.19152658,0.00000000,0.03475307,0.04823335
-5.05152576,0.44943000,0.00001302,0.00444602,0.04486254,0.36637517,0.19176550,0.00000000,0.03585152,0.04932246
-5.04552276,0.45463703,0.00001604,0.00462485,0.04946349,0.36390417,0.19351279,0.00000000,0.03732345,0.05139215
-5.03951976,0.46425027,0.00001968,0.00490410,0.05501360,0.36415143,0.19658063,0.00000000,0.03913422,0.05447177
-5.03351676,0.47807064,0.00002400,0.00528779,0.06157093,0.36687227,0.20076945,0.00000000,0.04124870,0.05859253
-5.02751376,0.49589593,0.00002909,0.00578099,0.06919813,0.37181419,0.20587400,0.00000000,0.04363212,0.06378704
-5.02151076,0.51752861,0.00003501,0.00638969,0.07796124,0.37872604,0.21168949,0.00000000,0.04625083,0.07008842
-5.01550775,0.54278196,0.00004185,0.00712070,0.08792781,0.38736620,0.21801759,0.00000000,0.04907310,0.07752891
-5.00950475,0.57148398,0.00004967,0.00798145,0.09916458,0.39750936,0.22467209,0.00000000,0.05206978,0.08613801
-5.00350175,0.60347892,0.00005854,0.00897963,0.11173438,0.40895177,0.23148410,0.00000000,0.05521488,0.09594012
-4.99749875,0.63862619,0.00006850,0.01012290,0.12569253,0.42151456,0.23830646,0.00000000,0.05848598,0.10695168
-4.99149575,0.67679662,0.00007959,0.01141841,0.14108274,0.43504518,0.24501732,0.00000000,0.06186448,0.11917803
-4.98549275,0.71786623,0.00009180,0.01287235,0.15793256,0.44941682,0.25152263,0.00000000,0.06533569,0.13260992
-4.97948974,0.76170778,0.00010513,0.01448940,0.17624865,0.46452603,0.25775749,0.00000000,0.06888872,0.14722006
-4.97348674,0.80818058,0.00011953,0.01627223,0.19601198,0.48028860,0.26368641,0.00000000,0.07251621,0.16295962
-4.96748374,0.85711919,0.00013492,0.01822095,0.21717326,0.49663421,0.26930219,0.00000000,0.07621384,0.17975508
-4.96148074,0.90832177,0.00015121,0.02033262,0.23964884,0.51350000,0.27462385,0.00000000,0.07997975,0.19750568
-4.95547774,0.96153895,0.00016824,0.02260086,0.26331732,0.53082373,0.27969341,0.00000000,0.08381387,0.21608148
-4.94947474,1.01646404,0.00018585,0.02501542,0.28801726,0.54853696,0.28457191,0.00000000,0.08771715,0.23532249
-4.94347174,1.07272552,0.00020383,0.02756204,0.31354610,0.56655875,0.28933476,0.00000000,0.09169079,0.25503887
-4.93746873,1.12988261,0.00022194,0.03022228,0.33966065,0.58479035,0.29406673,0.00000000,0.09573553,0.27501248
-4.93146573,1.18742450,0.00023993,0.03297360,0.36607923,0.60311137,0.29885678,0.00000000,0.09985099,0.29499974
-4.92546273,1.24477379,0.00025751,0.03578959,0.39248556,0.62137773,0.30379310,0.00000000,0.10403517,0.31473592
-4.91945973,1.30129433,0.00027440,0.03864031,0.41853450,0.63942161,0.30895847,0.00000000,0.10828408,0.33394075
-4.91345673,1.35630343,0.00029029,0.04149286,0.44385936,0.65705343,0.31442629,0.00000000,0.11259153,0.35232522
-4.90745373,1.40908805,0.00030490,0.04431207,0.46808083,0.67406595,0.32025734,0.00000000,0.11694913,0.36959941
-4.90145073,1.45892448,0.00031794,0.04706126,0.49081706,0.69024012,0.32649747,0.00000000,0.12134642,0.38548091
-4.89544772,1.50510058,0.00032916,0.04970323,0.51169456,0.70535249,0.33317621,0.00000000,0.12577117,0.39970375
-4.88944472,1.54693951,0.00033833,0.05220118,0.53035962,0.71918364,0.34030635,0.00000000,0.13020975,0.41202719
-4.88344172,1.58382385,0.00034526,0.05451972,0.54648950,0.73152723,0.34788435,0.00000000,0.13464765,0.42224412
-4.87743872,1.61521879,0.00034980,0.05662589,0.55980316,0.74219894,0.35589156,0.00000000,0.13906989,0.43018870
-4.87143572,1.64069305,0.00035185,0.05849005,0.57007088,0.75104499,0.36429602,0.00000000,0.14346157,0.43574273
-4.86543272,1.65993669,0.00035138,0.06008672,0.57712228,0.75794947,0.37305467,0.00000000,0.14780820,0.43884060
-4.85942971,1.67277446,0.00034839,0.06139535,0.58085250,0.76284020,0.38211584,0.00000000,0.15209609,0.43947247
-4.85342671,1.67917431,0.00034295,0.06240081,0.58122608,0.76569275,0.39142173,0.00000000,0.15631249,0.43768556
-4.84742371,1.67925042,0.00033517,0.06309381,0.57827846,0.76653232,0.40091083,0.00000000,0.16044574,0.43358355
-4.84142071,1.67326076,0.00032522,0.06347112,0.57211494,0.76543349,0.41052006,0.00000000,0.16448521,0.42732398
-4.83541771,1.66159928,0.00031332,0.06353554,0.56290730,0.76251794,0.42018664,0.00000000,0.16842124,0.41911405
-4.82941471,1.64478337,0.00029969,0.06329579,0.55088804,0.75795021,0.42984948,0.00000000,0.17224498,0.40920480
-4.82341171,1.62343728,0.00028461,0.06276616,0.53634281,0.75193198,0.43945027,0.00000000,0.17594825,0.39788410
-4.81740870,1.59827248,0.00026838,0.06196605,0.51960113,0.74469513,0.44893416,0.00000000,0.17952341,0.38546888
-4.81140570,1.57006616,0.00025129,0.06091938,0.50102608,0.73649418,0.45825018,0.00000000,0.18296332,0.37229677
-4.80540270,1.53963884,0.00023365,0.05965390,0.48100335,0.72759849,0.46735146,0.00000000,0.18626141,0.35871781
-4.79939970,1.50783247,0.00021576,0.05820051,0.45993010,0.71828473,0.47619526,0.00000000,0.18941190,0.34508627
-4.79339670,1.47548974,0.00019790,0.05659241,0.43820422,0.70883006,0.48474303,0.00000000,0.19241011,0.33175323
-4.78739370,1.44343573,0.00018033,0.05486438,0.41621437,0.69950633,0.49296052,0.00000000,0.19525298,0.31905989
-4.78139070,1.41246233,0.00016332,0.05305199,0.39433113,0.69057552,0.50081782,0.00000000,0.19793964,0.30733190
-4.77538769,1.38331586,0.00014708,0.05119091,0.37289962,0.68228660,0.50828967,0.00000000,0.20047205,0.29687480
-4.76938469,1.35668806,0.00013180,0.04931619,0.35223369,0.67487380,0.51535568,0.00000000,0.20285570,0.28797050
-4.76338169,1.33321021,0.00011765,0.04746166,0.33261187,0.66855615,0.52200065,0.00000000,0.20510020,0.28087480
-4.75737869,1.31345012,0.00010479,0.04565939,0.31427491,0.66353820,0.52821476,0.00000000,0.20721975,0.27581568
-4.75137569,1.29791147,0.00009334,0.04393920,0.29742504,0.66001152,0.53399368,0.00000000,0.20923344,0.27299232
-4.74537269,1.28703479,0.00008340,0.04232823,0.28222656,0.65815677,0.53933839,0.00000000,0.21116528,0.27257448
-4.73936968,1.28119950,0.00007507,0.04085062,0.26880775,0.65814595,0.54425475,0.00000000,0.21304395,0.27470210
-4.73336668,1.28072634,0.00006843,0.03952724,0.25726359,0.66014449,0.54875268,0.00000000,0.21490214,0.27948495
-4.72736368,1.28587947,0.00006357,0.03837544,0.24765936,0.66431294,0.55284494,0.00000000,0.21677572,0.28700200
-4.72136068,1.29686799,0.00006056,0.03740898,0.24003445,0.67080787,0.55654563,0.00000000,0.21870240,0.29730058
-4.71535768,1.31384634,0.00005950,0.03663791,0.23440647,0.67978195,0.55986838,0.00000000,0.22072029,0.31039520
-4.70935468,1.33691356,0.00006049,0.03606856,0.23077524,0.69138301,0.56282433,0.00000000,0.22286618,0.32626605
-4.70335168,1.36611147,0.00006364,0.03570366,0.22912642,0.70575206,0.56542012,0.00000000,0.22517372,0.34485728
-4.69734867,1.40142183,0.00006906,0.03554241,0.22943487,0.72302030,0.56765600,0.00000000,0.22767165,0.36607534
-4.69134567,1.44276293,0.00007690,0.03558070,0.23166730,0.74330525,0.56952428,0.00000000,0.23038203,0.38978731
-4.68534267,1.48998596,0.00008730,0.03581133,0.23578448,0.76670618,0.57100816,0.00000000,0.23331879,0.41581988
-4.67933967,1.54287169,0.00010042,0.03622434,0.24174269,0.79329897,0.57208134,0.00000000,0.23648656,0.44395883
-4.67333667,1.60112793,0.00011642,0.03680731,0.24949462,0.82313077,0.57270819,0.00000000,0.23987979,0.47394953
-4.66733367,1.66438821,0.00013545,0.03754575,0.25898972,0.85621459,0.57284482,0.00000000,0.24348252,0.50549861
-4.66133067,1.73221212,0.00015768,0.03842345,0.27017403,0.89252409,0.57244087,0.00000000,0.24726845,0.53827688
-4.65532766,1.80408754,0.00018322,0.03942286,0.28298959,0.93198894,0.57144204,0.00000000,0.25120160,0.57192366
-4.64932466,1.87943493,0.00021219,0.04052546,0.29737365,0.97449085,0.56979319,0.00000000,0.25523742,0.60605254
-4.64332166,1.95761387,0.00024463,0.04171208,0.31325763,1.01986061,0.56744179,0.00000000,0.25932432,0.64025838
