energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-0.39919960,6.18317039,0.07135430,1.48925338,2.87400583,1.01512684,0.64758642,0.84166078,0.17015522,1.63884883
-0.39319660,6.14742563,0.07092229,1.45973675,2.82067362,0.99513298,0.65841248,0.83585453,0.16663214,1.70510445
-0.38719360,6.10337062,0.07033842,1.42564902,2.75742187,0.97224630,0.67106665,0.82917160,0.16311047,1.77662775
-0.38119060,6.05384553,0.06965502,1.38788853,2.68583497,0.94708665,0.68573708,0.82196976,0.15967685,1.85336994
-0.37518759,6.00182080,0.06893032,1.34743162,2.60763045,0.92031981,0.70256265,0.81463087,0.15642033,1.93515901
-0.36918459,5.95031911,0.06822680,1.30530881,2.52461430,0.89264080,0.72162819,0.80755203,0.15343069,2.02169648
-0.36318159,5.90233500,0.06760933,1.26257972,2.43863555,0.86475629,0.74296144,0.80113556,0.15079638,2.11255782
-0.35717859,5.86075481,0.06714308,1.22030750,2.35154173,0.83736676,0.76653197,0.79577814,0.14860228,2.20719663
-0.35117559,5.82827961,0.06689125,1.17953380,2.26513664,0.81114893,0.79225207,0.79185946,0.14692725,2.30495279
-0.34517259,5.80735360,0.06691281,1.14125481,2.18114191,0.78673897,0.81997934,0.78973078,0.14584168,2.40506438
-0.33916958,5.80010028,0.06726021,1.10639913,2.10116311,0.76471701,0.84952112,0.78970384,0.14540501,2.50668311
-0.33316658,5.80826803,0.06797723,1.07580801,2.02666136,0.74559329,0.88064019,0.79204061,0.14566347,2.60889281
-0.32716358,5.83318670,0.06909698,1.05021836,1.95893072,0.72979643,0.91306170,0.79694408,0.14664808,2.71073020
-0.32116058,5.87573592,0.07064025,1.03024876,1.89908138,0.71766391,0.94648068,0.80455078,0.14837297,2.81120722
-0.31515758,5.93632556,0.07261413,1.01638863,1.84802854,0.70943518,0.98056999,0.81492504,0.15083429,2.90933399
-0.30915458,6.01488842,0.07501114,1.00899063,1.80648649,0.70524722,1.01498813,0.82805544,0.15400952,3.00414130
-0.30315158,6.11088460,0.07780884,1.00826614,1.77496719,0.70513283,1.04938665,0.84385350,0.15785755,3.09470185
-0.29714857,6.22331674,0.08096987,1.01428363,1.75378268,0.70902145,1.08341674,0.86215475,0.16231921,3.18014910
-0.29114557,6.35075530,0.08444268,1.02696985,1.74305049,0.71674243,1.11673489,0.88272221,0.16731857,3.25969324
-0.28514257,6.49137258,0.08816267,1.04611341,1.74270133,0.72803056,1.14900733,0.90525201,0.17276477,3.33263340
-0.27913957,6.64298426,0.09205391,1.07137069,1.75248821,0.74253372,1.17991335,0.92938125,0.17855435,3.39836597
-0.27313657,6.80309731,0.09603135,1.10227371,1.77199676,0.75982233,1.20914732,0.95469762,0.18457415,3.45638886
-0.26713357,6.96896292,0.10000333,1.13823978,1.80065602,0.77940033,1.23641977,0.98075058,0.19070446,3.50630170
-0.26113057,7.13763358,0.10387453,1.17858283,1.83774975,0.80071743,1.26145763,1.00706379,0.19682253,3.54780272
-0.25512756,7.30602297,0.10754900,1.22252619,1.88242817,0.82318237,1.28400390,1.03314824,0.20280606,3.58068245
-0.24912456,7.47096809,0.11093333,1.26921668,1.93372021,0.84617675,1.30381708,1.05851584,0.20853691,3.60481552
-0.24312156,7.62929240,0.11393979,1.31774007,1.99054660,0.86906933,1.32067075,1.08269297,0.21390445,3.62015097
-0.23711856,7.77786940,0.11648922,1.36713755,2.05173413,0.89123023,1.33435346,1.10523348,0.21880888,3.62670235
-0.23111556,7.91368556,0.11851375,1.41642329,2.11603133,0.91204507,1.34466933,1.12573085,0.22316406,3.62453825
-0.22511256,8.03390184,0.11995897,1.46460278,2.18212602,0.93092837,1.35143943,1.14382912,0.22689997,3.61377416
-0.21910955,8.13591256,0.12078572,1.51069184,2.24866478,0.94733634,1.35450415,1.15923216,0.22996457,3.59456621
-0.21310655,8.21740069,0.12097126,1.55373583,2.31427457,0.96077839,1.35372648,1.17171099,0.23232518,3.56710722
-0.20710355,8.27638813,0.12050979,1.59282893,2.37758618,0.97082738,1.34899615,1.18110899,0.23396907,3.53162518
-0.20110055,8.31127968,0.11941241,1.62713284,2.43725932,0.97712835,1.34023440,1.18734477,0.23490348,3.48838407
-0.19509755,8.32089935,0.11770639,1.65589455,2.49200883,0.97940532,1.32739913,1.19041254,0.23515493,3.43768681
-0.18909455,8.30451749,0.11543389,1.67846258,2.54063116,0.97746624,1.31049001,1.19038005,0.23476787,3.37987958
-0.18309155,8.26186768,0.11265014,1.69430117,2.58203039,0.97120583,1.28955334,1.18738410,0.23380272,3.31535696
-0.17708854,8.19315203,0.10942118,1.70300184,2.61524274,0.96060624,1.26468599,1.18162371,0.23233328,3.24456709
-0.17108554,8.09903439,0.10582130,1.70429194,2.63945853,0.94573552,1.23603826,1.17335133,0.23044372,3.16801591
-0.16508254,7.98062089,0.10193022,1.69803970,2.65404067,0.92674394,1.20381527,1.16286215,0.22822515,3.08626977
-0.15907954,7.83942800,0.09783021,1.68425547,2.65853868,0.90385830,1.16827650,1.15048217,0.22577191,2.99995568
-0.15307654,7.67733873,0.09360322,1.66308912,2.65269762,0.87737434,1.12973350,1.13655519,0.22317774,2.90975869
-0.14707354,7.49654812,0.08932818,1.63482356,2.63646135,0.84764750,1.08854558,1.12142947,0.22053197,2.81641602
-0.14107054,7.29949976,0.08507854,1.59986447,2.60996986,0.81508241,1.04511363,1.10544437,0.21791582,2.72070805
-0.13506753,7.08881558,0.08092012,1.55872685,2.57355082,0.78012138,0.99987216,1.08891765,0.21539909,2.62344611
-0.12906453,6.86722152,0.07690943,1.51201864,2.52770558,0.74323224,0.95327999,1.07213391,0.21303726,2.52545768
-0.12306153,6.63747195,0.07309243,1.46042219,2.47309032,0.70489606,0.90580980,1.05533467,0.21086923,2.42756964
-0.11705853,6.40227594,0.06950375,1.40467443,2.41049331,0.66559513,0.85793718,1.03871046,0.20891575,2.33059027
-0.11105553,6.16422832,0.06616643,1.34554631,2.34080911,0.62580146,0.81012950,1.02239538,0.20717865,2.23529100
-0.10505253,5.92574842,0.06309217,1.28382261,2.26501127,0.58596643,0.76283520,1.00646429,0.20564095,2.14238895
-0.09904952,5.68902886,0.06028193,1.22028273,2.18412448,0.54651167,0.71647393,0.99093277,0.20426780,2.05253104
-0.09304652,5.45599636,0.05772703,1.15568335,2.09919761,0.50782157,0.67142800,0.97575982,0.20300826,1.96628074
-0.08704352,5.22828593,0.05541046,1.09074339,2.01127867,0.47023758,0.62803546,0.96085321,0.20179785,1.88410794
-0.08104052,5.00722899,0.05330851,1.02613193,1.92139280,0.43405444,0.58658504,0.94607713,0.20056176,1.80638274
-0.07503752,4.79385549,0.05139252,0.96245932,1.83052391,0.39951821,0.54731319,0.93126184,0.19921856,1.73337328
-0.06903452,4.58890914,0.04963074,0.90027161,1.73960067,0.36682631,0.51040318,0.91621478,0.19768419,1.66524769
-0.06303152,4.39287446,0.04799017,0.84004828,1.64948690,0.33612918,0.47598625,0.90073254,0.19587618,1.60208025
-0.05702851,4.20601368,0.04643826,0.78220307,1.56097657,0.30753348,0.44414458,0.88461332,0.19371779,1.54386106
-0.05102551,4.02841113,0.04494460,0.72708755,1.47479294,0.28110663,0.41491592,0.86766892,0.19114182,1.49050897
-0.04502251,3.86002262,0.04348224,0.67499703,1.39159149,0.25688224,0.38829954,0.84973611,0.18809413,1.44188700
-0.03901951,3.70072702,0.04202889,0.62617814,1.31196580,0.23486627,0.36426309,0.83068656,0.18453645,1.39781940
-0.03301651,3.55037739,0.04056774,0.58083759,1.23645583,0.21504347,0.34275009,0.81043502,0.18044856,1.35810963
-0.02701351,3.40884918,0.03908808,0.53915150,1.16555733,0.19738392,0.32368759,0.78894549,0.17582965,1.32255836
-0.02101051,3.27608312,0.03758551,0.50127457,1.09973186,0.18184921,0.30699365,0.76623503,0.17069885,1.29098062
-0.01500750,3.15212111,0.03606195,0.46734868,1.03941617,0.16839808,0.29258432,0.74237528,0.16509492,1.26322143
-0.00900450,3.03713335,0.03452533,0.43751030,0.98503028,0.15699137,0.28037982,0.71749159,0.15907516,1.23916911
-0.00300150,2.93143584,0.03298907,0.41189634,0.93698357,0.14759585,0.27030964,0.69175997,0.15271357,1.21876567
0.00300150,2.83549756,0.03147133,0.39064812,0.89567801,0.14018711,0.26231633,0.66540202,0.14609841,1.20201391
0.00900450,2.74993699,0.02999415,0.37391317,0.86150850,0.13475109,0.25635800,0.63867821,0.13932929,1.18898065
0.01500750,2.67550841,0.02858241,0.36184479,0.83485958,0.13128452,0.25240927,0.61187980,0.13251388,1.17979608
0.02101051,2.61307828,0.02726282,0.35459932,0.81609891,0.12979406,0.25046068,0.58531983,0.12576440,1.17464897
0.02701351,2.56359281,0.02606277,0.35233116,0.80556723,0.13029430,0.25051677,0.55932341,0.11919412,1.17377785
0.03301651,2.52803790,0.02500934,0.35518582,0.80356541,0.13280468,0.25259264,0.53421799,0.11291384,1.17745841
0.03901951,2.50739292,0.02412828,0.36329113,0.81033900,0.13734562,0.25670941,0.51032363,0.10702860,1.18598741
0.04502251,2.50258028,0.02344308,0.37674711,0.82606093,0.14393379,0.26288858,0.48794386,0.10163471,1.19966383
0.05102551,2.51441264,0.02297426,0.39561489,0.85081336,0.15257703,0.27114574,0.46735737,0.09681708,1.21876784
0.05702851,2.54354019,0.02273870,0.41990515,0.88456951,0.16326898,0.28148367,0.44881065,0.09264710,1.24353852
0.06303152,2.59040037,0.02274922,0.44956678,0.92717679,0.17598384,0.29388546,0.43251210,0.08918087,1.27415150
0.06903452,2.65517239,0.02301431,0.48447628,0.97834219,0.19067141,0.30830773,0.41862749,0.08645805,1.31069751
0.07503752,2.73773932,0.02353804,0.52442863,1.03762130,0.20725292,0.32467460,0.40727716,0.08450120,1.35316322
0.08104052,2.83765988,0.02432020,0.56913016,1.10441185,0.22561771,0.34287252,0.39853490,0.08331563,1.40141547
0.08704352,2.95415230,0.02535661,0.61819413,1.17795302,0.24562118,0.36274655,0.39242866,0.08288977,1.45519019
0.09304652,3.08609195,0.02663964,0.67113954,1.25733106,0.26708425,0.38409823,0.38894307,0.08319607,1.51408697
0.09904952,3.23202408,0.02815881,0.72739346,1.34149186,0.28979433,0.40668543,0.38802371,0.08419233,1.57757008
0.10505253,3.39019228,0.02990172,0.78629735,1.42926066,0.31350811,0.43022425,0.38958292,0.08582345,1.64497646
0.11105553,3.55858260,0.03185487,0.84711737,1.51936861,0.33795609,0.45439317,0.39350714,0.08802358,1.71553097
0.11705853,3.73498228,0.03400476,0.90905854,1.61048572,0.36284866,0.47883924,0.39966532,0.09071859,1.78836839
0.12306153,3.91705126,0.03633887,0.97128265,1.70125898,0.38788383,0.50318640,0.40791810,0.09382873,1.86256172
0.12906453,4.10240377,0.03884675,1.03292918,1.79035443,0.41275599,0.52704539,0.41812743,0.09727148,1.93715555
0.13506753,4.28869638,0.04152095,1.09313864,1.87650127,0.43716562,0.55002513,0.43016601,0.10096451,2.01120297
0.14107054,4.47371834,0.04435785,1.15107747,1.95853605,0.46082940,0.57174487,0.44392608,0.10482846,2.08380426
0.14707354,4.65547956,0.04735829,1.20596329,2.03544474,0.48349010,0.59184664,0.45932710,0.10878974,2.15414512
0.15307654,4.83229119,0.05052797,1.25708962,2.10640031,0.50492600,0.61000748,0.47632169,0.11278291,2.22153243
0.15907954,5.00283414,0.05387754,1.30384862,2.17079393,0.52495900,0.62595063,0.49489935,0.11675280,2.28542508
0.16508254,5.16621096,0.05742233,1.34575094,2.22825751,0.54346118,0.63945527,0.51508760,0.12065606,2.34545800
0.17108554,5.32197736,0.06118176,1.38244152,2.27867632,0.56035924,0.65036419,0.53695029,0.12446219,2.40145763
0.17708854,5.47015047,0.06517838,1.41371052,2.32219038,0.57563648,0.65858894,0.56058283,0.12815399,2.45344732
0.18309155,5.61119231,0.06943647,1.43949860,2.35918424,0.58933222,0.66411222,0.58610434,0.13172722,2.50164207
0.18909455,5.74596828,0.07398049,1.45989641,2.39026514,0.60153847,0.66698723,0.61364712,0.13518973,2.54643228
0.19509755,5.87568171,0.07883309,1.47513785,2.41623038,0.61239397,0.66733408,0.64334359,0.13855987,2.58835713
0.20110055,6.00178748,0.08401307,1.48558761,2.43802525,0.62207584,0.66533340,0.67531142,0.14186432,2.62806850
0.20710355,6.12588850,0.08953321,1.49172333,2.45669348,0.63078928,0.66121736,0.70963751,0.14513545,2.66628747
0.21310655,6.24962060,0.09539810,1.49411324,2.47332261,0.63875565,0.65525870,0.74636181,0.14840841,2.70375536
0.21910955,6.37453180,0.10160218,1.49339028,2.48898706,0.64619975,0.64775825,0.78546175,0.15171787,2.74118221
0.22511256,6.50196276,0.10812801,1.49022391,2.50469176,0.65333683,0.63903164,0.82683838,0.15509488,2.77919555
0.23111556,6.63293532,0.11494491,1.48529099,2.52131934,0.66036002,0.62939575,0.87030527,0.15856379,2.81829237
0.23711856,6.76805573,0.12200812,1.47924696,2.53958367,0.66742897,0.61915574,0.91558080,0.16213954,2.85879726
0.24312156,6.90743847,0.12925850,1.47269880,2.55999202,0.67466023,0.60859326,0.96228486,0.16582541,2.90082927
0.24912456,7.05065561,0.13662287,1.46618088,2.58281799,0.68211991,0.59795626,1.00994026,0.16961141,2.94427959
0.25512756,7.19671514,0.14401501,1.46013478,2.60808642,0.68981903,0.58745104,1.05797931,0.17347337,2.98880164
0.26113057,7.34407020,0.15133725,1.45489395,2.63557116,0.69771181,0.57723671,1.10575543,0.17737286,3.03381432
0.26713357,7.49065939,0.15848270,1.45067361,2.66480544,0.70569699,0.56742230,1.15255965,0.18125784,3.07851851
0.27313657,7.63397637,0.16533801,1.44756649,2.69510439,0.71362207,0.55806648,1.19764129,0.18506421,3.12192623
0.27913957,7.77116564,0.17178656,1.44554400,2.72559825,0.72129025,0.54917980,1.24023218,0.18871797,3.16290085
0.28514257,7.89913951,0.17771186,1.44446295,2.75527441,0.72846966,0.54072921,1.27957306,0.19213802,3.20020654
0.29114557,8.01471028,0.18300121,1.44407708,2.78302593,0.73490435,0.53264440,1.31494129,0.19523945,3.23256411
0.29714857,8.11473087,0.18754926,1.44405269,2.80770403,0.74032655,0.52482557,1.34567818,0.19793701,3.25871048
0.30315158,8.19623638,0.19126146,1.44398761,2.82817173,0.74446941,0.51715222,1.37121484,0.20014884,3.27745857
0.30915458,8.25657957,0.19405719,1.44343252,2.84335597,0.74707965,0.50949226,1.39109507,0.20179995,3.28775456
0.31515758,8.29355315,0.19587237,1.44191348,2.85229577,0.74792960,0.50171112,1.40499422,0.20282552,3.28872938
0.32116058,8.30549300,0.19666165,1.43895481,2.85418416,0.74682779,0.49368030,1.41273291,0.20317375,3.27974211
0.32716358,8.29135736,0.19639982,1.43410136,2.84840213,0.74362797,0.48528506,1.41428501,0.20280809,3.26041289
0.33316658,8.25077865,0.19508262,1.42693916,2.83454347,0.73823596,0.47643089,1.40977938,0.20170888,3.23064411
0.33916958,8.18408581,0.19272679,1.41711403,2.81242974,0.73061422,0.46704859,1.39949529,0.19987416,3.19062891
0.34517259,8.09229721,0.18936948,1.40434727,2.78211516,0.72078398,0.45709784,1.38385175,0.19731981,3.14084687
0.35117559,7.97708518,0.18506696,1.38844831,2.74388211,0.70882513,0.44656929,1.36339135,0.19407890,3.08204755
0.35717859,7.84071513,0.17989276,1.36932393,2.69822783,0.69487375,0.43548512,1.33875937,0.19020042,3.01522303
0.36318159,7.68596318,0.17393539,1.34698413,2.64584394,0.67911785,0.42389841,1.31067922,0.18574741,2.94157112
0.36918459,7.51601737,0.16729558,1.32154456,2.58759010,0.66179142,0.41189125,1.27992559,0.18079466,2.86245160
0.37518759,7.33436780,0.16008337,1.29322601,2.52446383,0.64316729,0.39957209,1.24729633,0.17542611,2.77933754
0.38119060,7.14469185,0.15241502,1.26235095,2.45756817,0.62354915,0.38707231,1.21358478,0.16973205,2.69376467
0.38719360,6.95073991,0.14440990,1.22933783,2.38807913,0.60326326,0.37454241,1.17955352,0.16380640,2.60728092
0.39319660,6.75622711,0.13618753,1.19469331,2.31721440,0.58265005,0.36214792,1.14591078,0.15774402,2.52139873
0.39919960,6.56473561,0.12786478,1.15900301,2.24620484,0.56205609,0.35006524,1.11329063,0.15163834,2.43755201
0.40520260,6.37963121,0.11955334,1.12292119,2.17626978,0.54182663,0.33847755,1.08223746,0.14557932,2.35705944
0.41120560,6.20399666,0.11135762,1.08715960,2.10859685,0.52229905,0.32757085,1.05319536,0.13965182,2.28109533
0.41720860,6.04058334,0.10337295,1.05247599,2.04432655,0.50379707,0.31753015,1.02650259,0.13393440,2.21066862
0.42321161,5.89178138,0.09568430,1.01966245,1.98454173,0.48662614,0.30853592,1.00239097,0.12849863,2.14661020
0.42921461,5.75960733,0.08836533,0.98953362,1.93026136,0.47106965,0.30076065,0.98098998,0.12340881,2.08956839
0.43521761,5.64570759,0.08147795,0.96291502,1.88243799,0.45738610,0.29436552,0.96233485,0.11872202,2.04001157
0.44122061,5.55137480,0.07507225,0.94063143,1.84195795,0.44580707,0.28949722,0.94637811,0.11448857,1.99823710
0.44722361,5.47757403,0.06918679,0.92349513,1.80964309,0.43653573,0.28628481,0.93300344,0.11075259,1.96438506
0.45322661,5.42497506,0.06384923,0.91229415,1.78625309,0.42974580,0.28483651,0.92204111,0.10755275,1.93845537
0.45922961,5.39398719,0.05907722,0.90778014,1.77248692,0.42558082,0.28523670,0.91328388,0.10492306,1.92032671
0.46523262,5.38479299,0.05487950,0.91065586,1.76898261,0.42415348,0.28754280,0.90650254,0.10289346,1.90977573
0.47123562,5.39737800,0.05125716,0.92156231,1.77631434,0.42554493,0.29178248,0.90146015,0.10149034,1.90649534
0.47723862,5.43155392,0.04820500,0.94106522,1.79498627,0.42980399,0.29795098,0.89792429,0.10073677,1.91011080
0.48324162,5.48697345,0.04571296,0.96964123,1.82542275,0.43694616,0.30600891,0.89567686,0.10065242,1.92019306
0.48924462,5.56313626,0.04376745,1.00766375,1.86795499,0.44695262,0.31588054,0.89452093,0.10125320,1.93626854
0.49524762,5.65938579,0.04235275,1.05538891,1.92280446,0.45976895,0.32745285,0.89428468,0.10255053,1.95782564
0.50125063,5.77489817,0.04145220,1.11294189,1.99006381,0.47530406,0.34057535,0.89482231,0.10455036,1.98431782
0.50725363,5.90866472,0.04104931,1.18030422,2.06967626,0.49342920,0.35506105,0.89601224,0.10725190,2.01516404
0.51325663,6.05947068,0.04112869,1.25730271,2.16141472,0.51397734,0.37068841,0.89775302,0.11064630,2.04974714
0.51925963,6.22587282,0.04167673,1.34360053,2.26486210,0.53674305,0.38720459,0.89995751,0.11471514,2.08741126
0.52526263,6.40617923,0.04268213,1.43869123,2.37939441,0.56148315,0.40432978,0.90254583,0.11942909,2.12745925
0.53126563,6.59843431,0.04413614,1.54189643,2.50416807,0.58791815,0.42176277,0.90543792,0.12474668,2.16915112
0.53726863,6.80041204,0.04603259,1.65236760,2.63811298,0.61573480,0.43918751,0.90854636,0.13061336,2.21170460
0.54327164,7.00961990,0.04836761,1.76909267,2.77993259,0.64458959,0.45628046,0.91176997,0.13696105,2.25429856
0.54927464,7.22331533,0.05113914,1.89090748,2.92811183,0.67411344,0.47271861,0.91498891,0.14370802,2.29607987
0.55527764,7.43853591,0.05434618,2.01651248,3.08093359,0.70391746,0.48818776,0.91806163,0.15075950,2.33617417
0.56128064,7.65214317,0.05798783,2.14449428,3.23650385,0.73359958,0.50239081,0.92082401,0.15800877,2.37370038
0.56728364,7.86087960,0.06206213,2.27335182,3.39278504,0.76275209,0.51505569,0.92309075,0.16533890,2.40778883
0.57328664,8.06143689,0.06656471,2.40152651,3.54763706,0.79096962,0.52594258,0.92465911,0.17262501,2.43760220
0.57928964,8.25053307,0.07148739,2.52743534,3.69886446,0.81785747,0.53485016,0.92531466,0.17973714,2.46235870
0.58529265,8.42499524,0.07681670,2.64950604,3.84426832,0.84303997,0.54162063,0.92483885,0.18654337,2.48135605
0.59129565,8.58184446,0.08253245,2.76621293,3.98170081,0.86616842,0.54614315,0.92301781,0.19291334,2.49399537
0.59729865,8.71837857,0.08860636,2.87611226,4.10912027,0.88692846,0.54835581,0.91965188,0.19872186,2.49980343
0.60330165,8.83224929,0.09500092,2.97787561,4.22464459,0.90504660,0.54824585,0.91456532,0.20385244,2.49845217
0.60930465,8.92152987,0.10166850,3.07032018,4.32660062,0.92029548,0.54584825,0.90761553,0.20820069,2.48977425
0.61530765,8.98476999,0.10855081,3.15243476,4.41356765,0.93249789,0.54124288,0.89870123,0.21167735,2.47377367
0.62131066,9.02103561,0.11557880,3.22340057,4.48441316,0.94152942,0.53455018,0.88776906,0.21421082,2.45063080
0.62731366,9.02993182,0.12267300,3.28260616,4.53831939,0.94731949,0.52592587,0.87481829,0.21574911,2.42070133
0.63331666,9.01160821,0.12974443,3.32965606,4.57479997,0.94985107,0.51555476,0.85990324,0.21626111,2.38450912
0.63931966,8.96674669,0.13669597,3.36437309,4.59370600,0.94915898,0.50364410,0.84313333,0.21573707,2.34273312
0.64532266,8.89653302,0.14342436,3.38679455,4.59522184,0.94532707,0.49041672,0.82467088,0.21418848,2.29618904
0.65132566,8.80261375,0.14982257,3.39716278,4.57985102,0.93848432,0.47610429,0.80472657,0.21164713,2.24580650
0.65732866,8.68704140,0.15578263,3.39591076,4.54839349,0.92880026,0.46094099,0.78355309,0.20816358,2.19260283
0.66333167,8.55221059,0.16119881,3.38364376,4.50191531,0.91647981,0.44515769,0.76143723,0.20380509,2.13765469
0.66933467,8.40078869,0.16597089,3.36111796,4.44171268,0.90175791,0.42897705,0.73869095,0.19865313,2.08206887
0.67533767,8.23564416,0.17000757,3.32921716,4.36927190,0.88489395,0.41260941,0.71564190,0.19280062,2.02695359
0.68134067,8.05977584,0.17322975,3.28892855,4.28622713,0.86616647,0.39624966,0.69262384,0.18634894,1.97339158
0.68734367,7.87624597,0.17557348,3.24131860,4.19431771,0.84586808,0.38007502,0.66996765,0.17940500,1.92241593
0.69334667,7.68811938,0.17699260,3.18750978,4.09534661,0.82430066,0.36424378,0.64799314,0.17207838,1.87498978
0.69934967,7.49841036,0.17746078,3.12865878,3.99114127,0.80177117,0.34889476,0.62700209,0.16447863,1.83199039
0.70535268,7.31003855,0.17697285,3.06593677,3.88351800,0.77858776,0.33414750,0.60727283,0.15671289,1.79419792
0.71135568,7.12579388,0.17554545,3.00051178,3.77425055,0.75505643,0.32010297,0.58905634,0.14888385,1.76228910
0.71735868,6.94831062,0.17321688,2.93353349,3.66504325,0.73147796,0.30684471,0.57257401,0.14108800,1.73683554
0.72336168,6.78004946,0.17004612,2.86612004,3.55750887,0.70814527,0.29444021,0.55801688,0.13341437,1.71830613
0.72936468,6.62328635,0.16611105,2.79934694,3.45315094,0.68534096,0.28294253,0.54554624,0.12594347,1.70707290
0.73536768,6.48010653,0.16150607,2.73423744,3.35335012,0.66333495,0.27239185,0.53529516,0.11874670,1.70341952
0.74137069,6.35240193,0.15633904,2.67175414,3.25935408,0.64238232,0.26281706,0.52737085,0.11188589,1.70755133
0.74737369,6.24186991,0.15072774,2.61279141,3.17227031,0.62272107,0.25423726,0.52185728,0.10541317,1.71960595
0.75337669,6.15001176,0.14479611,2.55816818,3.09306095,0.60456988,0.24666304,0.51881784,0.09937095,1.73966342
0.75937969,6.07812940,0.13867030,2.50862085,3.02253925,0.58812579,0.24009766,0.51829766,0.09379208,1.76775501
0.76538269,6.02731889,0.13247465,2.46479606,2.96136694,0.57356190,0.23453794,0.52032535,0.08870001,1.80386968
0.77138569,5.99846024,0.12632804,2.42724321,2.91005208,0.56102492,0.22997499,0.52491384,0.08410911,1.84795794
0.77738869,5.99220301,0.12034036,2.39640677,2.86894715,0.55063280,0.22639467,0.53206038,0.08002493,1.89993227
0.78339170,6.00894783,0.11460961,2.37261850,2.83824717,0.54247241,0.22377783,0.54174548,0.07644460,1.95966435
0.78939470,6.04882479,0.10921944,2.35608986,2.81798799,0.53659729,0.22210029,0.55393095,0.07335717,2.02697898
0.79539770,6.11166944,0.10423732,2.34690489,2.80804482,0.53302576,0.22133262,0.56855714,0.07074405,2.10164515
0.80140070,6.19699815,0.09971346,2.34501416,2.80813143,0.53173917,0.22143968,0.58553957,0.06857951,2.18336476
0.80740370,6.30398464,0.09568025,2.35023013,2.81780033,0.53268074,0.22237996,0.60476530,0.06683126,2.27176000
0.81340670,6.43143956,0.09215248,2.36222452,2.83644453,0.53575486,0.22410483,0.62608929,0.06546115,2.36636014
0.81940970,6.57779540,0.08912805,2.38052819,2.86330132,0.54082704,0.22655761,0.64933106,0.06442594,2.46658890
0.82541271,6.74109865,0.08658931,2.40453397,2.89745865,0.54772459,0.22967268,0.67427208,0.06367825,2.57175354
0.83141571,6.91901126,0.08450471,2.43350282,2.93786444,0.55623821,0.23337465,0.70065418,0.06316755,2.68103674
0.83741871,7.10882285,0.08283093,2.46657355,2.98333923,0.56612432,0.23757767,0.72817919,0.06284130,2.79349215
0.84342171,7.30747503,0.08151517,2.50277624,3.03259248,0.57710849,0.24218503,0.75651007,0.06264619,2.90804473
0.84942471,7.51159827,0.08049758,2.54104926,3.08424237,0.58888970,0.24708911,0.78527372,0.06252933,3.02349627
0.85542771,7.71756169,0.07971380,2.58025977,3.13683915,0.60114560,0.25217182,0.81406541,0.06243954,3.13853658
0.86143072,7.92153497,0.07909737,2.61922709,3.18889166,0.61353853,0.25730558,0.84245491,0.06232853,3.25176053
0.86743372,8.11956133,0.07858205,2.65674861,3.23889654,0.62572237,0.26235490,0.86999409,0.06215207,3.36169059
0.87343672,8.30763979,0.07810393,2.69162739,3.28536945,0.63734992,0.26717852,0.89622592,0.06187092,3.46680460
0.87943972,8.48181427,0.07760328,2.72270061,3.32687751,0.64808074,0.27163229,0.92069437,0.06145174,3.56556777
0.88544272,8.63826684,0.07702612,2.74886808,3.36207203,0.65758910,0.27557239,0.94295513,0.06086762,3.65646808
0.89144572,8.77341193,0.07632542,2.76911973,3.38972043,0.66557194,0.27885918,0.96258654,0.06009856,3.73805384
0.89744872,8.88398815,0.07546204,2.78256124,3.40873640,0.67175642,0.28136121,0.97920039,0.05913162,3.80897189
0.90345173,8.96714458,0.07440526,2.78843694,3.41820730,0.67590696,0.28295944,0.99245225,0.05796081,3.86800528
0.90945473,9.02051802,0.07313305,2.78614909,3.41741766,0.67783138,0.28355137,1.00205083,0.05658685,3.91410874
0.91545773,9.04229862,0.07163197,2.77527303,3.40586809,0.67738599,0.28305490,1.00776601,0.05501661,3.94644068
0.92146073,9.03128120,0.06989691,2.75556760,3.38328880,0.67447939,0.28141179,1.00943531,0.05326249,3.96439044
0.92746373,8.98690035,0.06793049,2.72698061,3.34964722,0.66907490,0.27859038,1.00696848,0.05134159,3.96759964
0.93346673,8.90924802,0.06574232,2.68964911,3.30514936,0.66119138,0.27458757,1.00035010,0.04927478,3.95597683
0.93946973,8.79907291,0.06334815,2.64389463,3.25023478,0.65090257,0.26942991,0.98964004,0.04708577,3.92970471
0.94547274,8.65776154,0.06076882,2.59021357,3.18556530,0.63833481,0.26317355,0.97497184,0.04480014,3.88923962
0.95147574,8.48730187,0.05802929,2.52926311,3.11200769,0.62366335,0.25590330,0.95654905,0.04244439,3.83530324
0.95747874,8.29023039,0.05515750,2.46184312,3.03061082,0.60710725,0.24773056,0.93463966,0.04004509,3.76886654
0.96348174,8.06956466,0.05218339,2.38887466,2.94257803,0.58892311,0.23879039,0.90956890,0.03762811,3.69112660
0.96948474,7.82872341,0.04913787,2.31137587,2.84923530,0.56939786,0.22923764,0.88171058,0.03521794,3.60347676
0.97548774,7.57143664,0.04605192,2.23043568,2.75199631,0.54884076,0.21924247,0.85147728,0.03283718,3.50747120
0.98149075,7.30164860,0.04295578,2.14718635,2.65232537,0.52757490,0.20898532,0.81930988,0.03050617,3.40478478
