energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up
-5.87393697,14.47753539,3.34336658,9.28932673,0.03930737,0.97340261,2.50095425,0.95943558,0.04449963,2.75936874
-5.86793397,14.80833329,3.40561091,9.49148002,0.03858952,0.98189282,2.60770674,0.99045128,0.04644123,2.85156338
-5.86193097,15.14995909,3.47461471,9.69917279,0.03806016,0.99213869,2.71697094,1.02135847,0.04844406,2.94485322
-5.85592796,15.49871062,3.54968250,9.91015144,0.03772852,1.00408784,2.82717754,1.05184172,0.05049300,3.03818086
-5.84992496,15.85067368,3.62998457,10.12203770,0.03760090,1.01764217,2.93675584,1.08158658,0.05257317,3.13049712
-5.84392196,16.20181455,3.71457782,10.33238770,0.03768055,1.03265873,3.04417615,1.11028583,0.05467001,3.22078510
-5.83791896,16.54807829,3.80243048,10.53875457,0.03796758,1.04895241,3.14799148,1.13764557,0.05676927,3.30808332
-5.83191596,16.88548859,3.89244996,10.73875164,0.03845894,1.06630028,3.24687686,1.16339096,0.05885699,3.39150705
-5.82591296,17.21024487,3.98351265,10.93011332,0.03914842,1.08444715,3.33966514,1.18727142,0.06091943,3.47026702
-5.81990995,17.51881243,4.07449425,11.11075115,0.04002669,1.10311230,3.42537781,1.20906499,0.06294297,3.54368496
-5.81390695,17.80800238,4.16429960,11.27880265,0.04108139,1.12199688,3.50324984,1.22858192,0.06491409,3.61120535
-5.80790395,18.07503823,4.25189064,11.43267125,0.04229723,1.14079164,3.57274779,1.24566722,0.06681921,3.67240319
-5.80190095,18.31760748,4.33631145,11.57105621,0.04365621,1.15918476,3.63358043,1.26020235,0.06864472,3.72698769
-5.79589795,18.53389673,4.41670939,11.69297178,0.04513783,1.17686933,3.68570175,1.27210594,0.07037687,3.77480201
-5.78989495,18.72261038,4.49235167,11.79775578,0.04671943,1.19355037,3.72930614,1.28133375,0.07200187,3.81581924
-5.78389195,18.88297307,4.56263670,11.88506790,0.04837647,1.20895097,3.76481599,1.28787788,0.07350591,3.85013519
-5.77788894,19.01471722,4.62710001,11.95487878,0.05008298,1.22281759,3.79286229,1.29176547,0.07487531,3.87795827
-5.77188594,19.11805703,4.68541466,12.00745089,0.05181206,1.23492422,3.81425856,1.29305702,0.07609671,3.89959723
-5.76588294,19.19365079,4.73738634,12.04331255,0.05353632,1.24507552,3.82996931,1.29184427,0.07715735,3.91544707
-5.75987994,19.24255347,4.78294340,12.06322649,0.05522849,1.25310881,3.84107357,1.28824800,0.07804528,3.92597380
-5.75387694,19.26616139,4.82212261,12.06815419,0.05686194,1.25889500,3.84872495,1.28241555,0.07874977,3.93169827
-5.74787394,19.26615078,4.85505109,12.05921705,0.05841132,1.26233850,3.85410907,1.27451820,0.07926158,3.93317964
-5.74187094,19.24441169,4.88192540,12.03765555,0.05985307,1.26337629,3.85839967,1.26474836,0.07957333,3.93099854
-5.73586793,19.20297880,4.90298871,12.00478696,0.06116601,1.26197615,3.86271473,1.25331646,0.07967980,3.92574024
-5.72986493,19.14396015,4.91850687,11.96196250,0.06233176,1.25813425,3.86807372,1.24044751,0.07957816,3.91797796
-5.72386193,19.06946518,4.92874463,11.91052434,0.06333516,1.25187229,3.87535730,1.22637726,0.07926816,3.90825637
-5.71785893,18.98153321,4.93394272,11.85176316,0.06416458,1.24323419,3.88527079,1.21134787,0.07875228,3.89707557
-5.71185593,18.88206365,4.93429699,11.78687679,0.06481207,1.23228264,3.89831253,1.19560308,0.07803570,3.88487573
-5.70585293,18.77274961,4.92994041,11.71693082,0.06527344,1.21909552,3.91474835,1.17938302,0.07712626,3.87202257
-5.69984992,18.65501671,4.92092865,11.64282198,0.06554816,1.20376244,3.93459313,1.16291853,0.07603422,3.85879427
-5.69384692,18.52996906,4.90723017,11.56524556,0.06563916,1.18638139,3.95760041,1.14642534,0.07477208,3.84537013
-5.68784392,18.39834467,4.88872107,11.48466799,0.06555248,1.16705582,3.98326070,1.13009830,0.07335417,3.83182163
-5.68184092,18.26048279,4.86518524,11.40130612,0.06529684,1.14589200,4.01080907,1.11410579,0.07179625,3.81810635
-5.67583792,18.11630507,4.83631991,11.31511446,0.06488312,1.12299701,4.03924192,1.09858469,0.07011512,3.80406554
-5.66983492,17.96531291,4.80174650,11.22578175,0.06432377,1.09847720,4.06734317,1.08363626,0.06832811,3.78942558
-5.66383192,17.80660218,4.76102646,11.13273787,0.06363222,1.07243730,4.09371891,1.06932313,0.06645263,3.77380395
-5.65782891,17.63889637,4.71368159,11.03517185,0.06282225,1.04498010,4.11683996,1.05566760,0.06450581,3.75671980
-5.65182591,17.46059795,4.65921801,10.93206107,0.06190745,1.01620671,4.13509084,1.04265159,0.06250407,3.73760906
-5.64582291,17.26985723,4.59715285,10.82221146,0.06090074,0.98621732,4.14682357,1.03021821,0.06046283,3.71584398
-5.63981991,17.06465645,4.52704242,10.70430755,0.05981397,0.95511242,4.15041450,1.01827500,0.05839633,3.69075625
-5.63381691,16.84290633,4.44851067,10.57697089,0.05865759,0.92299424,4.14432180,1.00669871,0.05631746,3.66166326
-5.62781391,16.60255106,4.36127655,10.43882457,0.05744054,0.88996843,4.12714155,0.99534152,0.05423773,3.62789609
-5.62181091,16.34167719,4.26517891,10.28856107,0.05617016,0.85614569,4.09766007,0.98403833,0.05216728,3.58882825
-5.61580790,16.05862125,4.16019774,10.12501063,0.05485227,0.82164328,4.05490023,0.97261471,0.05011503,3.54390370
-5.60980490,15.75207094,4.04647048,9.94720655,0.05349131,0.78658627,3.99815989,0.96089534,0.04808881,3.49266284
-5.60380190,15.42115473,3.92430271,9.75444457,0.05209059,0.75110829,3.92704071,0.94871220,0.04609557,3.43476519
-5.59779890,15.06551521,3.79417236,9.54633303,0.05065262,0.71535177,3.84146622,0.93591230,0.04414161,3.37000753
-5.59179590,14.68536234,3.65672716,9.32283142,0.04917936,0.67946768,3.74168833,0.92236454,0.04223282,3.29833671
-5.58579290,14.28150388,3.51277539,9.08427524,0.04767262,0.64361444,3.62828211,0.90796523,0.04037488,3.21985637
-5.57978989,13.85535119,3.36327014,8.83138591,0.04613430,0.60795640,3.50212918,0.89264221,0.03857347,3.13482732
-5.57378689,13.40890039,3.20928788,8.56526522,0.04456668,0.57266158,3.36439066,0.87635723,0.03683440,3.04366166
-5.56778389,12.94468967,3.05200204,8.28737471,0.04297259,0.53789899,3.21647090,0.85910668,0.03516369,2.94691105
-5.56178089,12.46573526,2.89265304,7.99950105,0.04135558,0.50383559,3.05997383,0.84092059,0.03356764,2.84524968
-5.55577789,11.97544933,2.73251590,7.70370927,0.03971990,0.47063300,2.89665395,0.82186019,0.03205280,2.73945313
-5.54977489,11.47754398,2.57286695,7.40228623,0.03807055,0.43844409,2.72836407,0.80201402,0.03062590,2.63037410
-5.54377189,10.97592630,2.41495100,7.09767709,0.03641317,0.40740978,2.55700213,0.78149316,0.02929371,2.51891635
-5.53776888,10.47458921,2.25995049,6.79241786,0.03475387,0.37765600,2.38445930,0.76042562,0.02806292,2.40600811
-5.53176588,9.97750325,2.10895764,6.48906697,0.03309912,0.34929111,2.21257114,0.73895043,0.02693993,2.29257617
-5.52576288,9.48851377,1.96295079,6.19013878,0.03145553,0.32240382,2.04307385,0.71721168,0.02593063,2.17952183
-5.51975988,9.01124744,1.82277559,5.89804148,0.02982965,0.29706175,1.87756658,0.69535282,0.02504022,2.06769952
-5.51375688,8.54903123,1.68913162,5.61502164,0.02822782,0.27331062,1.71748110,0.67351151,0.02427294,1.95789884
-5.50775388,8.10482623,1.56256462,5.34311675,0.02665597,0.25117419,1.56405916,0.65181523,0.02363193,1.85083048
-5.50175088,7.68117729,1.44346427,5.08411697,0.02511953,0.23065479,1.41833771,0.63037776,0.02311901,1.74711608
-5.49574787,7.28017906,1.33206719,4.83953639,0.02362332,0.21173453,1.28114186,0.60929674,0.02273453,1.64728218
-5.48974487,6.90345790,1.22846460,4.61059385,0.02217151,0.19437707,1.15308483,0.58865211,0.02247726,1.55175776
-5.48374187,6.55216826,1.13261408,4.39820276,0.02076758,0.17852974,1.03457430,0.56850561,0.02234427,1.46087516
-5.47773887,6.22700213,1.04435436,4.20296913,0.01941439,0.16412604,0.92582400,0.54890120,0.02233093,1.37487373
-5.47173587,5.92820918,0.96342250,4.02519677,0.01811415,0.15108839,0.82686948,0.52986616,0.02243087,1.29390560
-5.46573287,5.65562560,0.88947241,3.86489865,0.01686855,0.13933089,0.73758699,0.51141285,0.02263602,1.21804305
-5.45972986,5.40870935,0.82209392,3.72181299,0.01567877,0.12876205,0.65771433,0.49354097,0.02293672,1.14728673
-5.45372686,5.18657971,0.76083162,3.59542329,0.01454556,0.11928747,0.58687261,0.47623999,0.02332178,1.08157440
-5.44772386,4.98805948,0.70520275,3.48498123,0.01346932,0.11081219,0.52458809,0.45949183,0.02377874,1.02078962
-5.44172086,4.81171825,0.65471366,3.38953162,0.01245014,0.10324289,0.47031342,0.44327342,0.02429396,0.96477008
-5.43571786,4.65591563,0.60887434,3.30793886,0.01148784,0.09648964,0.42344749,0.42755911,0.02485296,0.91331537
-5.42971486,4.51884363,0.56721083,3.23891447,0.01058199,0.09046738,0.38335381,0.41232282,0.02544062,0.86619409
-5.42371186,4.39856771,0.52927531,3.18104533,0.00973193,0.08509701,0.34937688,0.39753986,0.02604147,0.82315020
-5.41770885,4.29306614,0.49465386,3.13282244,0.00893681,0.08030614,0.32085664,0.38318826,0.02664003,0.78390873
-5.41170585,4.20026766,0.46297201,3.09266999,0.00819551,0.07602955,0.29714084,0.36924978,0.02722110,0.74818080
-5.40570285,4.11808735,0.43389814,3.05897466,0.00750672,0.07220928,0.27759558,0.35571031,0.02777007,0.71566828
-5.39969985,4.04446067,0.40714502,3.03011478,0.00686888,0.06879458,0.26161402,0.34256003,0.02827320,0.68606804
-5.39369685,3.97737581,0.38246984,3.00448933,0.00628021,0.06574158,0.24862354,0.32979307,0.02871789,0.65907594
-5.38769385,3.91490414,0.35967283,2.98054619,0.00573871,0.06301292,0.23809138,0.31740687,0.02909294,0.63439080
-5.38169085,3.85522872,0.33859498,2.95680946,0.00524216,0.06057715,0.22952916,0.30540140,0.02938872,0.61171816
-5.37568784,3.79667070,0.31911493,2.93190527,0.00478817,0.05840820,0.22249621,0.29377810,0.02959734,0.59077419
-5.36968484,3.73771320,0.30114561,2.90458563,0.00437418,0.05648483,0.21660196,0.28253886,0.02971272,0.57128944
-5.36368184,3.67702258,0.28463050,2.87374980,0.00399754,0.05479009,0.21150741,0.27168507,0.02973068,0.55301260
-5.35767884,3.61346661,0.26954003,2.83846282,0.00365549,0.05331082,0.20692583,0.26121675,0.02964891,0.53571415
-5.35167584,3.54612927,0.25586808,2.79797059,0.00334530,0.05203731,0.20262263,0.25113195,0.02946693,0.51918976
-5.34567284,3.47432203,0.24362875,2.75171133,0.00306423,0.05096303,0.19841445,0.24142644,0.02918598,0.50326343
-5.33966983,3.39759118,0.23285347,2.69932313,0.00280961,0.05008435,0.19416755,0.23209376,0.02880895,0.48779015
-5.33366683,3.31572118,0.22358832,2.64064747,0.00257891,0.04940053,0.18979542,0.22312565,0.02834019,0.47265812
-5.32766383,3.22873397,0.21589171,2.57572864,0.00236974,0.04891358,0.18525563,0.21451278,0.02778534,0.45779022
-5.32166083,3.13688405,0.20983212,2.50480927,0.00217989,0.04862827,0.18054603,0.20624590,0.02715121,0.44314486
-5.31565783,3.04064957,0.20548594,2.42832206,0.00200738,0.04855212,0.17570028,0.19831717,0.02644555,0.42871594
-5.30965483,2.94071938,0.20293516,2.34687806,0.00185044,0.04869530,0.17078281,0.19072178,0.02567693,0.41453198
-5.30365183,2.83797626,0.20226477,2.26125167,0.00170754,0.04907047,0.16588324,0.18345958,0.02485454,0.40065435
-5.29764882,2.73347652,0.20355989,2.17236298,0.00157742,0.04969254,0.16111045,0.17653663,0.02398808,0.38717453
-5.29164582,2.62842618,0.20690220,2.08125761,0.00145903,0.05057822,0.15658643,0.16996673,0.02308760,0.37421057
-5.28564282,2.52415402,0.21236604,1.98908447,0.00135155,0.05174541,0.15243993,0.16377247,0.02216340,0.36190260
-5.27963982,2.42208191,0.22001369,1.89707202,0.00125442,0.05321242,0.14880026,0.15798605,0.02122588,0.35040762
-5.27363682,2.32369265,0.22989033,1.80650314,0.00116726,0.05499701,0.14579117,0.15264944,0.02028548,0.33989366
-5.26763382,2.23049603,0.24201845,1.71868919,0.00108987,0.05711520,0.14352520,0.14781404,0.01935252,0.33053330
-5.26163082,2.14399341,0.25639210,1.63494361,0.00102227,0.05958000,0.14209850,0.14353972,0.01843714,0.32249695
-5.25562781,2.06564166,0.27297117,1.55655535,0.00096458,0.06240005,0.14158626,0.13989318,0.01754916,0.31594586
-5.24962481,1.99681703,0.29167599,1.48476266,0.00091709,0.06557817,0.14203905,0.13694568,0.01669801,0.31102521
-5.24362181,1.93877998,0.31238262,1.42072760,0.00088019,0.06911006,0.14347992,0.13477031,0.01589259,0.30785747
-5.23761881,1.89264160,0.33491920,1.36551177,0.00085436,0.07298304,0.14590259,0.13343873,0.01514116,0.30653619
-5.23161581,1.85933280,0.35906360,1.32005378,0.00084014,0.07717500,0.14927068,0.13301765,0.01445125,0.30712059
-5.22561281,1.83957719,0.38454291,1.28514881,0.00083811,0.08165370,0.15351792,0.13356508,0.01382957,0.30963102
-5.21960980,1.83386848,0.41103472,1.26143114,0.00084887,0.08637636,0.15854958,0.13512664,0.01328185,0.31404565
-5.21360680,1.84245354,0.43817064,1.24935976,0.00087300,0.09128973,0.16424484,0.13773206,0.01281285,0.32029838
-5.20760380,1.86532169,0.46554196,1.24920791,0.00091104,0.09633053,0.17046012,0.14139204,0.01242622,0.32827827
-5.20160080,1.90220094,0.49270746,1.26105683,0.00096346,0.10142642,0.17703335,0.14609563,0.01212446,0.33783048
-5.19559780,1.95256171,0.51920315,1.28479402,0.00103060,0.10649743,0.18378884,0.15180838,0.01190891,0.34875873
-5.18959480,2.01562794,0.54455373,1.32011645,0.00111270,0.11145782,0.19054280,0.15847117,0.01177971,0.36082931
-5.18359180,2.09039570,0.56828530,1.36653857,0.00120980,0.11621826,0.19710909,0.16600013,0.01173581,0.37377651
-5.17758879,2.17565873,0.58993878,1.42340519,0.00132176,0.12068834,0.20330518,0.17428740,0.01177494,0.38730923
-5.17158579,2.27004021,0.60908363,1.48990880,0.00144818,0.12477930,0.20895797,0.18320284,0.01189369,0.40111872
-5.16558279,2.37202967,0.62533105,1.56511097,0.00158844,0.12840675,0.21390930,0.19259677,0.01208752,0.41488695
-5.15957979,2.48002377,0.63834623,1.64796704,0.00174164,0.13149342,0.21802086,0.20230344,0.01235078,0.42829552
-5.15357679,2.59236929,0.64785904,1.73735312,0.00190655,0.13397167,0.22117845,0.21214524,0.01267680,0.44103463
-5.14757379,2.70740679,0.65367255,1.83209464,0.00208169,0.13578578,0.22329525,0.22193743,0.01305794,0.45281176
-5.14157079,2.82351301,0.65566912,1.93099505,0.00226526,0.13689381,0.22431404,0.23149330,0.01348564,0.46335982
-5.13556778,2.93914031,0.65381372,2.03286357,0.00245517,0.13726893,0.22420841,0.24062929,0.01395050,0.47244432
-5.12956478,3.05285151,0.64815425,2.13654085,0.00264905,0.13690033,0.22298266,0.24917019,0.01444240,0.47986938
-5.12356178,3.16334871,0.63881901,2.24092145,0.00284431,0.13579341,0.22067068,0.25695393,0.01495060,0.48548230
-5.11755878,3.26949486,0.62601142,2.34497216,0.00303817,0.13396950,0.21733369,0.26383591,0.01546384,0.48917652
-5.11155578,3.37032733,0.61000212,2.44774544,0.00322767,0.13146495,0.21305708,0.26969259,0.01597051,0.49089294
-5.10555278,3.46506312,0.59111911,2.54838759,0.00340981,0.12832973,0.20794644,0.27442435,0.01645884,0.49061950
-5.09954977,3.55309582,0.56973624,2.64614146,0.00358155,0.12462554,0.20212296,0.27795737,0.01691708,0.48838922
-5.09354677,3.63398470,0.54626051,2.74034386,0.00373993,0.12042364,0.19571855,0.28024455,0.01733369,0.48427662
-5.08754377,3.70743705,0.52111908,2.83041823,0.00388214,0.11580240,0.18887069,0.28126552,0.01769764,0.47839304
-5.08154077,3.77328500,0.49474612,2.91586322,0.00400559,0.11084466,0.18171746,0.28102566,0.01799859,0.47088080
-5.07553777,3.83145840,0.46757043,2.99623843,0.00410804,0.10563515,0.17439277,0.27955440,0.01822722,0.46190668
-5.06953477,3.88195568,0.44000399,3.07114835,0.00418760,0.10025795,0.16702218,0.27690272,0.01837541,0.45165508
-5.06353177,3.92481456,0.41243197,3.14022593,0.00424288,0.09479411,0.15971924,0.27314026,0.01843651,0.44032097
-5.05752876,3.96008443,0.38520454,3.20311713,0.00427303,0.08931960,0.15258274,0.26835189,0.01840554,0.42810319
-5.05152576,3.98780227,0.35863047,3.25946774,0.00427774,0.08390355,0.14569467,0.26263427,0.01827935,0.41519815
-5.04552276,4.00797355,0.33297278,3.30891358,0.00425738,0.07860689,0.13911917,0.25609230,0.01805677,0.40179443
-5.03951976,4.02055922,0.30844637,3.35107505,0.00421291,0.07348134,0.13290232,0.24883576,0.01773863,0.38806818
-5.03351676,4.02546968,0.28521744,3.38555651,0.00414598,0.06856892,0.12707271,0.24097623,0.01732782,0.37417964
-5.02751376,4.02256601,0.26340469,3.41195100,0.00405884,0.06390173,0.12164281,0.23262441,0.01682919,0.36027088
-5.02151076,4.01166817,0.24308185,3.42984983,0.00395437,0.05950220,0.11661094,0.22388793,0.01624944,0.34646449
-5.01550775,3.99256980,0.22428154,3.43885709,0.00383601,0.05538358,0.11196370,0.21486959,0.01559694,0.33286356
-5.00950475,3.96505839,0.20699990,3.43860774,0.00370771,0.05155079,0.10767873,0.20566622,0.01488151,0.31955244
-5.00350175,3.92893962,0.19120188,3.42878877,0.00357384,0.04800133,0.10372765,0.19636795,0.01411411,0.30659847
-4.99749875,3.88406419,0.17682690,3.40916167,0.00343915,0.04472652,0.10007897,0.18705789,0.01330655,0.29405420
-4.99149575,3.83035536,0.16379448,3.37958513,0.00330862,0.04171266,0.09670085,0.17781225,0.01247114,0.28196014
-4.98549275,3.76783539,0.15200983,3.34003628,0.00318742,0.03894233,0.09356366,0.16870062,0.01162039,0.27034766
-4.97948974,3.69664913,0.14136905,3.29062927,0.00308079,0.03639554,0.09064199,0.15978650,0.01076664,0.25924189
-4.97348674,3.61708316,0.13176386,3.23162952,0.00299391,0.03405094,0.08791635,0.15112783,0.00992178,0.24866446
-4.96748374,3.52957910,0.12308573,3.16346304,0.00293182,0.03188681,0.08537425,0.14277760,0.00909694,0.23863579
-4.96148074,3.43474014,0.11522945,3.08671947,0.00289931,0.02988196,0.08301070,0.13478432,0.00830228,0.22917699
-4.95547774,3.33333006,0.10809586,3.00214884,0.00290082,0.02801647,0.08082823,0.12719233,0.00754679,0.22031108
-4.94947474,3.22626474,0.10159405,2.91065150,0.00294032,0.02627224,0.07883631,0.12004203,0.00683815,0.21206361
-4.94347174,3.11459610,0.09564282,2.81326173,0.00302121,0.02463343,0.07705038,0.11336984,0.00618262,0.20446260
-4.93746873,2.99948950,0.09017155,2.71112549,0.00314626,0.02308669,0.07549044,0.10720804,0.00558503,0.19753791
-4.93146573,2.88219525,0.08512056,2.60547320,0.00331751,0.02162132,0.07417942,0.10158442,0.00504874,0.19132004
-4.92546273,2.76401597,0.08044095,2.49758888,0.00353617,0.02022918,0.07314128,0.09652192,0.00457577,0.18583861
-4.91945973,2.64627120,0.07609414,2.38877694,0.00380262,0.01890467,0.07239918,0.09203811,0.00416679,0.18112048
-4.91345673,2.53026110,0.07205104,2.28032818,0.00411636,0.01764453,0.07197366,0.08814482,0.00382132,0.17718788
-4.90745373,2.41723124,0.06829110,2.17348669,0.00447597,0.01644758,0.07188101,0.08484781,0.00353783,0.17405655
-4.90145073,2.30834013,0.06480121,2.06941924,0.00487915,0.01531451,0.07213193,0.08214660,0.00331390,0.17173426
-4.89544772,2.20463135,0.06157461,1.96918850,0.00532278,0.01424761,0.07273068,0.08003463,0.00314643,0.17021974
-4.88944472,2.10701168,0.05860979,1.87373153,0.00580298,0.01325051,0.07367451,0.07849962,0.00303178,0.16950212
-4.88344172,2.01623640,0.05590959,1.78384448,0.00631522,0.01232803,0.07495383,0.07752433,0.00296598,0.16956123
-4.87743872,1.93290252,0.05348040,1.70017411,0.00685449,0.01148594,0.07655273,0.07708765,0.00294487,0.17036859
-4.87143572,1.85745030,0.05133156,1.62321657,0.00741547,0.01073094,0.07845013,0.07716598,0.00296431,0.17188920
-4.86543272,1.79017287,0.04947494,1.55332330,0.00799274,0.01007051,0.08062139,0.07773506,0.00302031,0.17408414
-4.85942971,1.73123338,0.04792484,1.49071343,0.00858103,0.00951298,0.08304041,0.07877191,0.00310922,0.17691383
-4.85342671,1.68068850,0.04669792,1.43549211,0.00917540,0.00906755,0.08568191,0.08025701,0.00322777,0.18034180
-4.84742371,1.63851700,0.04581341,1.38767325,0.00977156,0.00874436,0.08852412,0.08217660,0.00337326,0.18433887
-4.84142071,1.60465133,0.04529334,1.34720541,0.01036604,0.00855462,0.09155134,0.08452484,0.00354360,0.18888731
-4.83541771,1.57901039,0.04516289,1.31399911,0.01095638,0.00851072,0.09475657,0.08730587,0.00373736,0.19398498
-4.82941471,1.56153120,0.04545065,1.28795377,0.01154134,0.00862630,0.09814380,0.09053555,0.00395381,0.19964887
-4.82341171,1.55219731,0.04618882,1.26898255,0.01212095,0.00891638,0.10172989,0.09424265,0.00419288,0.20591803
-4.81740870,1.55106198,0.04741327,1.25703340,0.01269656,0.00939735,0.10554593,0.09846964,0.00445516,0.21285536
-4.81140570,1.55826426,0.04916332,1.25210486,0.01327080,0.01008692,0.10963781,0.10327261,0.00474174,0.22054825
-4.80540270,1.57403664,0.05148127,1.25425550,0.01384742,0.01100403,0.11406611,0.10872058,0.00505418,0.22910773
-4.79939970,1.59870337,0.05441165,1.26360617,0.01443116,0.01216857,0.11890494,0.11489387,0.00539430,0.23866611
-4.79339670,1.63266892,0.05800004,1.28033476,0.01502735,0.01360109,0.12423998,0.12188175,0.00576399,0.24937299
-4.78739370,1.67639694,0.06229166,1.30466359,0.01564166,0.01532236,0.13016550,0.12977920,0.00616507,0.26138977
-4.78139070,1.73038050,0.06732958,1.33683994,0.01627960,0.01735279,0.13678061,0.13868308,0.00659903,0.27488274
-4.77538769,1.79510499,0.07315268,1.37711095,0.01694612,0.01971180,0.14418472,0.14868759,0.00706679,0.29001501
-4.76938469,1.87100547,0.07979347,1.42569417,0.01764514,0.02241711,0.15247231,0.15987940,0.00756856,0.30693758
-4.76338169,1.95842109,0.08727574,1.48274559,0.01837908,0.02548391,0.16172745,0.17233248,0.00810355,0.32577995
-4.75737869,2.05754885,0.09561232,1.54832712,0.01914846,0.02892409,0.17201804,0.18610305,0.00866989,0.34664071
-4.75137569,2.16839979,0.10480284,1.62237567,0.01995155,0.03274539,0.18339010,0.20122463,0.00926445,0.36957851
-4.74537269,2.29076012,0.11483190,1.70467583,0.02078412,0.03695061,0.19586256,0.21770368,0.00988283,0.39460406
-4.73936968,2.42416015,0.12566748,1.79483814,0.02163928,0.04153695,0.20942255,0.23551599,0.01051930,0.42167338
-4.73336668,2.56785303,0.13725995,1.89228464,0.02250747,0.04649541,0.22402167,0.25460393,0.01116694,0.45068291
-4.72736368,2.72080538,0.14954155,1.99624293,0.02337658,0.05181037,0.23957338,0.27487491,0.01181773,0.48146681
-4.72136068,2.88170080,0.16242667,2.10574975,0.02423223,0.05745934,0.25595184,0.29620109,0.01246277,0.51379653
-4.71535768,3.04895696,0.17581266,2.21966427,0.02505812,0.06341295,0.27299215,0.31842041,0.01309261,0.54738308
-4.70935468,3.22075610,0.18958147,2.33669105,0.02583656,0.06963517,0.29049234,0.34133904,0.01369754,0.58188177
-4.70335168,3.39508805,0.20360192,2.45541186,0.02654911,0.07608377,0.30821692,0.36473509,0.01426801,0.61689948
-4.69734867,3.56980421,0.21773258,2.57432530,0.02717721,0.08271098,0.32590210,0.38836361,0.01479507,0.65200419
-4.69134567,3.74268036,0.23182515,2.69189230,0.02770297,0.08946446,0.34326250,0.41196258,0.01527073,0.68673644
-4.68534267,3.91148567,0.24572835,2.80658589,0.02810984,0.09628837,0.35999913,0.43525977,0.01568848,0.72062230
-4.67933967,4.07405496,0.25929188,2.91694266,0.02838333,0.10312471,0.37580841,0.45798010,0.01604360,0.75318730
-4.67333667,4.22836092,0.27237061,3.02161386,0.02851167,0.10991466,0.39039194,0.47985342,0.01633352,0.78397084
-4.66733367,4.37258331,0.28482869,3.11941366,0.02848630,0.11660009,0.40346665,0.50062208,0.01655812,0.81254038
-4.66133067,4.50517187,0.29654329,3.20936239,0.02830234,0.12312504,0.41477481,0.52004837,0.01671983,0.83850494
-4.65532766,4.62490039,0.30740815,3.29072294,0.02795880,0.12943714,0.42409378,0.53792117,0.01682378,0.86152730
-4.64932466,4.73090955,0.31733640,3.36302847,0.02745875,0.13548895,0.43124486,0.55406194,0.01687772,0.88133450
-4.64332166,4.82273680,0.32626291,3.42610061,0.02680926,0.14123914,0.43610099,0.56832946,0.01689186,0.89772617
