energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.53776888,2.26590858,1.31773382,0.44166056,0.00405031,0.03759723,0.00480228,1.67626135,0.33724733,0.15641023
-5.53176588,2.24200590,1.31854234,0.42956376,0.00370960,0.03878491,0.00450541,1.66057942,0.32799764,0.15674896
-5.52576288,2.21876741,1.31821781,0.41869271,0.00339050,0.03985056,0.00423982,1.64512635,0.31889725,0.15687172
-5.51975988,2.19511521,1.31615198,0.40880269,0.00309346,0.04077150,0.00400185,1.62912384,0.30987155,0.15670497
-5.51375688,2.17003819,1.31178303,0.39965867,0.00281854,0.04152847,0.00378778,1.61183936,0.30084247,0.15618357
-5.50775388,2.14263475,1.30462022,0.39104461,0.00256542,0.04210636,0.00359398,1.59261783,0.29173390,0.15525347
-5.50175088,2.11215123,1.29426622,0.38277183,0.00233351,0.04249472,0.00341695,1.57091027,0.28247675,0.15387396
-5.49574787,2.07801424,1.28043588,0.37468611,0.00212199,0.04268820,0.00325343,1.54629814,0.27301345,0.15201957
-5.48974487,2.03985558,1.26297078,0.36667326,0.00192990,0.04268685,0.00310048,1.51851216,0.26330174,0.14968123
-5.48374187,1.99752857,1.24184870,0.35866292,0.00175622,0.04249622,0.00295552,1.48744495,0.25331752,0.14686701
-5.47773887,1.95111512,1.21718755,0.35063047,0.00159991,0.04212725,0.00281640,1.45315687,0.24305658,0.14360207
-5.47173587,1.90092341,1.18924374,0.34259698,0.00145995,0.04159605,0.00268134,1.41587481,0.23253534,0.13992805
-5.46573287,1.84747627,1.15840487,0.33462735,0.00133542,0.04092344,0.00254903,1.37598417,0.22179045,0.13590174
-5.45972986,1.79149092,1.12517722,0.32682645,0.00122547,0.04013429,0.00241856,1.33401437,0.21087740,0.13159329
-5.45372686,1.73385101,1.09016853,0.31933389,0.00112940,0.03925680,0.00228939,1.29061866,0.19986825,0.12708389
-5.44772386,1.67557246,1.05406686,0.31231718,0.00104661,0.03832162,0.00216134,1.24654918,0.18884859,0.12246301
-5.44172086,1.61776432,1.01761658,0.30596403,0.00097665,0.03736080,0.00203455,1.20262837,0.17791403,0.11782546
-5.43571786,1.56158679,0.98159233,0.30047384,0.00091916,0.03640686,0.00190937,1.15971808,0.16716624,0.11326824
-5.42971486,1.50820787,0.94677221,0.29604884,0.00087387,0.03549168,0.00178638,1.11868772,0.15670892,0.10888737
-5.42371186,1.45876065,0.91391131,0.29288527,0.00084059,0.03464554,0.00166626,1.08038273,0.14664376,0.10477485
-5.41770885,1.41430294,0.88371661,0.29116502,0.00081915,0.03389616,0.00154978,1.04559471,0.13706667,0.10101577
-5.41170585,1.37578077,0.85682418,0.29104793,0.00080938,0.03326789,0.00143774,1.01503441,0.12806436,0.09768584
-5.40570285,1.34399717,0.83377963,0.29266517,0.00081109,0.03278098,0.00133089,0.98930847,0.11971142,0.09484919
-5.39969985,1.31958729,0.81502251,0.29611393,0.00082401,0.03245108,0.00122992,0.96890092,0.11206800,0.09255677
-5.39369685,1.30300061,0.80087492,0.30145361,0.00084779,0.03228888,0.00113541,0.95415980,0.10517816,0.09084514
-5.38769385,1.29449079,0.79153500,0.30870358,0.00088193,0.03229992,0.00104783,0.94528939,0.09906884,0.08973591
-5.38169085,1.29411312,0.78707497,0.31784263,0.00092582,0.03248463,0.00096748,0.94234808,0.09374961,0.08923563
-5.37568784,1.30172942,0.78744397,0.32881003,0.00097866,0.03283855,0.00089449,0.94525169,0.08921293,0.08933624
-5.36968484,1.31701982,0.79247505,0.34150813,0.00103947,0.03335267,0.00082888,0.95378190,0.08543512,0.09001596
-5.36368184,1.33950064,0.80189612,0.35580620,0.00110712,0.03401398,0.00077046,0.96759914,0.08237776,0.09124066
-5.35767884,1.36854718,0.81534392,0.37154551,0.00118028,0.03480605,0.00071895,0.98625919,0.07998956,0.09296547
-5.35167584,1.40342034,0.83238053,0.38854508,0.00125749,0.03570983,0.00067390,1.00923257,0.07820857,0.09513671
-5.34567284,1.44329559,0.85251148,0.40660800,0.00133713,0.03670432,0.00063479,1.03592574,0.07696454,0.09769396
-5.33966983,1.48729291,0.87520450,0.42552785,0.00141748,0.03776741,0.00060101,1.06570310,0.07618152,0.10057222
-5.33366683,1.53450638,0.89990834,0.44509496,0.00149677,0.03887659,0.00057190,1.09790876,0.07578046,0.10370397
-5.32766383,1.58403200,0.92607050,0.46510215,0.00157316,0.04000963,0.00054675,1.13188706,0.07568165,0.10702123
-5.32166083,1.63499272,0.95315352,0.48534971,0.00164488,0.04114519,0.00052487,1.16700118,0.07580718,0.11045727
-5.31565783,1.68655962,0.98064899,0.50564932,0.00171017,0.04226330,0.00050556,1.20264898,0.07608308,0.11394826
-5.30965483,1.73796868,1.00808884,0.52582695,0.00176743,0.04334568,0.00048818,1.23827561,0.07644122,0.11743441
-5.30365183,1.78853265,1.03505384,0.54572439,0.00181520,0.04437604,0.00047212,1.27338260,0.07682089,0.12086096
-5.29764882,1.83764788,1.06117888,0.56519971,0.00185222,0.04534008,0.00045685,1.30753337,0.07717005,0.12417873
-5.29164582,1.88479646,1.08615540,0.58412650,0.00187750,0.04622554,0.00044190,1.34035515,0.07744619,0.12734441
-5.28564282,1.92954386,1.10973090,0.60239221,0.00189028,0.04702202,0.00042690,1.37153771,0.07761688,0.13032048
-5.27963982,1.97153304,1.13170611,0.61989577,0.00189013,0.04772082,0.00041154,1.40082938,0.07765985,0.13307499
-5.27363682,2.01047555,1.15193017,0.63654468,0.00187691,0.04831463,0.00039562,1.42803088,0.07756284,0.13558108
-5.26763382,2.04614097,1.17029434,0.65225206,0.00185078,0.04879728,0.00037900,1.45298765,0.07732311,0.13781639
-5.26163082,2.07834530,1.18672488,0.66693369,0.00181219,0.04916345,0.00036161,1.47558145,0.07694662,0.13976244
-5.25562781,2.10693956,1.20117564,0.68050557,0.00176189,0.04940846,0.00034348,1.49572189,0.07644707,0.14140396
-5.24962481,2.13179936,1.21362084,0.69288207,0.00170085,0.04952805,0.00032466,1.51333845,0.07584466,0.14272839
-5.24362181,2.15281611,1.22404849,0.70397491,0.00163025,0.04951829,0.00030528,1.52837359,0.07516476,0.14372536
-5.23761881,2.16989048,1.23245491,0.71369302,0.00155146,0.04937554,0.00028547,1.54077733,0.07443652,0.14438641
-5.23161581,2.18292830,1.23884039,0.72194346,0.00146593,0.04909655,0.00026541,1.55050345,0.07369136,0.14470483
-5.22561281,2.19183904,1.24320617,0.72863309,0.00137523,0.04867853,0.00024530,1.55750739,0.07296150,0.14467563
-5.21960980,2.19653658,1.24555271,0.73367110,0.00128090,0.04811940,0.00022534,1.56174587,0.07227854,0.14429571
-5.21360680,2.19694198,1.24587919,0.73697211,0.00118451,0.04741805,0.00020571,1.56317778,0.07167207,0.14356401
-5.20760380,2.19298769,1.24418379,0.73845956,0.00108752,0.04657455,0.00018660,1.56176622,0.07116843,0.14248189
-5.20160080,2.18462261,1.24046477,0.73806924,0.00099132,0.04559047,0.00016818,1.55748112,0.07078960,0.14105339
-5.19559780,2.17181728,1.23472184,0.73575256,0.00089714,0.04446911,0.00015060,1.55030219,0.07055223,0.13928552
-5.18959480,2.15456871,1.22695763,0.73147952,0.00080609,0.04321567,0.00013396,1.54022163,0.07046686,0.13718843
-5.18359180,2.13290422,1.21717900,0.72524086,0.00071909,0.04183741,0.00011838,1.52724638,0.07053735,0.13477557
-5.17758879,2.10688387,1.20539799,0.71704960,0.00063687,0.04034362,0.00010391,1.51139963,0.07076055,0.13206356
-5.17158579,2.07660145,1.19163234,0.70694153,0.00056000,0.03874563,0.00009060,1.49272140,0.07112616,0.12907210
-5.16558279,2.04218367,1.17590555,0.69497490,0.00048888,0.03705658,0.00007846,1.47126828,0.07161686,0.12582351
-5.15957979,2.00378791,1.15824648,0.68122921,0.00042372,0.03529125,0.00006748,1.44711225,0.07220867,0.12234239
-5.15357679,1.96159872,1.13868874,0.66580321,0.00036461,0.03346567,0.00005765,1.42033896,0.07287155,0.11865497
-5.14757379,1.91582339,1.11726998,0.64881234,0.00031150,0.03159675,0.00004891,1.39104556,0.07357022,0.11478850
-5.14157079,1.86668709,1.09403120,0.63038569,0.00026421,0.02970190,0.00004122,1.35933845,0.07426522,0.11077059
-5.13556778,1.81442810,1.06901647,0.61066282,0.00022249,0.02779852,0.00003449,1.32533130,0.07491411,0.10662861
-5.12956478,1.75929347,1.04227303,0.58979050,0.00018601,0.02590360,0.00002867,1.28914343,0.07547283,0.10238905
-5.12356178,1.70153554,1.01385198,0.56791967,0.00015440,0.02403328,0.00002366,1.25089897,0.07589719,0.09807709
-5.11755878,1.64140953,0.98380967,0.54520264,0.00012724,0.02220252,0.00001939,1.21072676,0.07614432,0.09371619
-5.11155578,1.57917238,0.95220954,0.52179086,0.00010410,0.02042474,0.00001579,1.16876111,0.07617423,0.08932790
-5.10555278,1.51508272,0.91912458,0.49783305,0.00008456,0.01871162,0.00001276,1.12514323,0.07595121,0.08493175
-5.09954977,1.44940199,0.88463997,0.47347389,0.00006820,0.01707293,0.00001024,1.08002330,0.07544512,0.08054529
-5.09354677,1.38239614,0.84885588,0.44885317,0.00005460,0.01551645,0.00000817,1.03356278,0.07463253,0.07618425
-5.08754377,1.31433793,0.81188994,0.42410537,0.00004341,0.01404796,0.00000647,0.98593684,0.07349755,0.07186276
-5.08154077,1.24550908,0.77387939,0.39935948,0.00003426,0.01267133,0.00000508,0.93733636,0.07203249,0.06759368
-5.07553777,1.17620209,0.73498233,0.37473909,0.00002684,0.01138860,0.00000397,0.88796939,0.07023811,0.06338886
-5.06953477,1.10672123,0.69537809,0.35036247,0.00002088,0.01020016,0.00000308,0.83806175,0.06812360,0.05925951
-5.06353177,1.03738250,0.65526652,0.32634267,0.00001613,0.00910500,0.00000237,0.78785644,0.06570631,0.05521640
-5.05752876,0.96851224,0.61486605,0.30278745,0.00001237,0.00810086,0.00000182,0.73761192,0.06301103,0.05127009
-5.05152576,0.90044439,0.57441060,0.27979912,0.00000941,0.00718451,0.00000139,0.68759917,0.06006919,0.04743109
-5.04552276,0.83351646,0.53414543,0.25747404,0.00000712,0.00635195,0.00000106,0.63809750,0.05691768,0.04370982
-5.03951976,0.76806426,0.49432211,0.23590198,0.00000534,0.00559864,0.00000080,0.58938951,0.05359761,0.04011661
-5.03351676,0.70441576,0.45519280,0.21516533,0.00000398,0.00491968,0.00000062,0.54175521,0.05015290,0.03666156
-5.02751376,0.64288439,0.41700424,0.19533806,0.00000294,0.00431001,0.00000049,0.49546574,0.04662890,0.03335435
-5.02151076,0.58376207,0.37999159,0.17648478,0.00000216,0.00376452,0.00000041,0.45077704,0.04307093,0.03020399
-5.01550775,0.52731257,0.34437265,0.15865969,0.00000158,0.00327819,0.00000036,0.40792367,0.03952301,0.02721859
-5.00950475,0.47376540,0.31034256,0.14190571,0.00000114,0.00284620,0.00000036,0.36711332,0.03602667,0.02440508
-5.00350175,0.42331073,0.27806931,0.12625382,0.00000082,0.00246395,0.00000039,0.32852207,0.03261988,0.02176896
-4.99749875,0.37609544,0.24769027,0.11172256,0.00000058,0.00212718,0.00000047,0.29229086,0.02933630,0.01931417
-4.99149575,0.33222075,0.21930989,0.09831795,0.00000041,0.00183197,0.00000059,0.25852304,0.02620466,0.01704288
-4.98549275,0.29174125,0.19299851,0.08603363,0.00000029,0.00157477,0.00000078,0.22728338,0.02324842,0.01495546
-4.97948974,0.25466557,0.16879246,0.07485144,0.00000020,0.00135243,0.00000103,0.19859829,0.02048560,0.01305048
-4.97348674,0.22095842,0.14669521,0.06474218,0.00000014,0.00116221,0.00000139,0.17245732,0.01792887,0.01132477
-4.96748374,0.19054407,0.12667955,0.05566682,0.00000010,0.00100181,0.00000186,0.14881574,0.01558580,0.00977357
-4.96148074,0.16331079,0.10869058,0.04757775,0.00000007,0.00086936,0.00000249,0.12759806,0.01345927,0.00839071
-4.95547774,0.13911619,0.09264934,0.04042038,0.00000004,0.00076347,0.00000331,0.10870218,0.01154795,0.00716889
-4.94947474,0.11779311,0.07845686,0.03413474,0.00000003,0.00068322,0.00000438,0.09200411,0.00984697,0.00609992
-4.94347174,0.09915572,0.06599846,0.02865708,0.00000002,0.00062820,0.00000575,0.07736285,0.00834852,0.00517504
-4.93746873,0.08300574,0.05514802,0.02392156,0.00000001,0.00059855,0.00000749,0.06462527,0.00704254,0.00438522
-4.93146573,0.06913827,0.04577216,0.01986176,0.00000001,0.00059497,0.00000969,0.05363088,0.00591738,0.00372145
-4.92546273,0.05734727,0.03773408,0.01641206,0.00000001,0.00061873,0.00001245,0.04421617,0.00496040,0.00317505
-4.91945973,0.04743039,0.03089703,0.01350890,0.00000000,0.00067169,0.00001588,0.03621859,0.00415855,0.00273783
-4.91345673,0.03919310,0.02512727,0.01109175,0.00000000,0.00075635,0.00002012,0.02947984,0.00349882,0.00240241
-4.90745373,0.03245200,0.02029651,0.00910396,0.00000000,0.00087576,0.00002530,0.02384864,0.00296870,0.00216226
-4.90145073,0.02703733,0.01628386,0.00749332,0.00000000,0.00103358,0.00003158,0.01918290,0.00255644,0.00201191
-4.89544772,0.02279466,0.01297718,0.00621247,0.00000000,0.00123398,0.00003914,0.01535121,0.00225132,0.00194692
-4.88944472,0.01958582,0.01027401,0.00521904,0.00000000,0.00148157,0.00004817,0.01223380,0.00204376,0.00196394
-4.88344172,0.01728911,0.00808202,0.00447566,0.00000000,0.00178131,0.00005885,0.00972304,0.00192542,0.00206063
-4.87743872,0.01579892,0.00631910,0.00394982,0.00000000,0.00213841,0.00007139,0.00772345,0.00188916,0.00223553
-4.87143572,0.01502479,0.00491315,0.00361355,0.00000000,0.00255807,0.00008597,0.00615138,0.00192900,0.00248795
-4.86543272,0.01489002,0.00380162,0.00344305,0.00000000,0.00304539,0.00010280,0.00493439,0.00203996,0.00281774
-4.85942971,0.01533001,0.00293084,0.00341823,0.00000000,0.00360508,0.00012203,0.00401044,0.00221791,0.00322505
-4.85342671,0.01629029,0.00225533,0.00352214,0.00000000,0.00424121,0.00014383,0.00332698,0.00245936,0.00371009
-4.84742371,0.01772445,0.00173692,0.00374048,0.00000000,0.00495696,0.00016831,0.00283986,0.00276123,0.00427283
-4.84142071,0.01959200,0.00134390,0.00406099,0.00000000,0.00575433,0.00019555,0.00251235,0.00312063,0.00491270
-4.83541771,0.02185630,0.00105025,0.00447294,0.00000000,0.00663387,0.00022559,0.00231405,0.00353458,0.00562830
-4.82941471,0.02448251,0.00083478,0.00496658,0.00000000,0.00759439,0.00025838,0.00221994,0.00399985,0.00641711
-4.82341171,0.02743582,0.00068042,0.00553271,0.00000000,0.00863277,0.00029384,0.00220946,0.00451268,0.00727529
-4.81740870,0.03067984,0.00057356,0.00616223,0.00000000,0.00974374,0.00033180,0.00226569,0.00506866,0.00819740
-4.81140570,0.03417539,0.00050346,0.00684583,0.00000000,0.01091978,0.00037202,0.00237462,0.00566256,0.00917633
-4.80540270,0.03787951,0.00046173,0.00757372,0.00000000,0.01215105,0.00041420,0.00252453,0.00628826,0.01020315
-4.79939970,0.04174497,0.00044190,0.00833544,0.00000000,0.01342546,0.00045793,0.00270550,0.00693873,0.01126716
-4.79339670,0.04572011,0.00043908,0.00911978,0.00000000,0.01472879,0.00050278,0.00290895,0.00760603,0.01235593
-4.78739370,0.04974917,0.00044968,0.00991480,0.00000000,0.01604494,0.00054823,0.00312734,0.00828142,0.01345553
-4.78139070,0.05377297,0.00047116,0.01070789,0.00000000,0.01735632,0.00059374,0.00335395,0.00895556,0.01455075
-4.77538769,0.05772999,0.00050189,0.01148598,0.00000000,0.01864425,0.00063873,0.00358269,0.00961863,0.01562550
-4.76938469,0.06155788,0.00054105,0.01223574,0.00000000,0.01988958,0.00068262,0.00380800,0.01026073,0.01666323
-4.76338169,0.06519516,0.00058850,0.01294394,0.00000000,0.02107329,0.00072486,0.00402485,0.01087211,0.01764741
-4.75737869,0.06858325,0.00064484,0.01359777,0.00000000,0.02217720,0.00076492,0.00422872,0.01144361,0.01856217
-4.75137569,0.07166857,0.00071132,0.01418525,0.00000000,0.02318473,0.00080236,0.00441561,0.01196701,0.01939280
-4.74537269,0.07440480,0.00078992,0.01469562,0.00000000,0.02408161,0.00083685,0.00458219,0.01243547,0.02012640
-4.73936968,0.07675501,0.00088335,0.01511976,0.00000000,0.02485667,0.00086815,0.00472577,0.01284395,0.02075245
-4.73336668,0.07869377,0.00099514,0.01545052,0.00000000,0.02550249,0.00089618,0.00484445,0.01318961,0.02126336
-4.72736368,0.08020894,0.00112970,0.01568314,0.00000000,0.02601603,0.00092103,0.00493718,0.01347215,0.02165494
-4.72136068,0.08130323,0.00129237,0.01581545,0.00000000,0.02639917,0.00094297,0.00500380,0.01369421,0.02192677
-4.71535768,0.08199544,0.00148948,0.01584815,0.00000000,0.02665910,0.00096244,0.00504507,0.01386159,0.02208255
-4.70935468,0.08232120,0.00172843,0.01578492,0.00000000,0.02680857,0.00098008,0.00506272,0.01398354,0.02213023
-4.70335168,0.08233329,0.00201769,0.01563251,0.00000000,0.02686604,0.00099670,0.00505944,0.01407284,0.02208207
-4.69734867,0.08210158,0.00236683,0.01540073,0.00000000,0.02685564,0.00101330,0.00503879,0.01414597,0.02195458
-4.69134567,0.08171239,0.00278653,0.01510232,0.00000000,0.02680697,0.00103101,0.00500515,0.01422303,0.02176832
-4.68534267,0.08126753,0.00328847,0.01475284,0.00000000,0.02675482,0.00105108,0.00496365,0.01432775,0.02154764
-4.67933967,0.08088286,0.00388529,0.01437043,0.00000000,0.02673872,0.00107485,0.00492002,0.01448731,0.02132019
-4.67333667,0.08068659,0.00459039,0.01397550,0.00000000,0.02680233,0.00110369,0.00488042,0.01473216,0.02111651
-4.66733367,0.08081721,0.00541777,0.01359045,0.00000000,0.02699287,0.00113898,0.00485134,0.01509567,0.02096948
-4.66133067,0.08142125,0.00638178,0.01323929,0.00000000,0.02736032,0.00118204,0.00483936,0.01561387,0.02091369
-4.65532766,0.08265082,0.00749673,0.01294729,0.00000000,0.02795668,0.00123412,0.00485105,0.01632493,0.02098484
-4.64932466,0.08466106,0.00877661,0.01274054,0.00000000,0.02883517,0.00129629,0.00489270,0.01726872,0.02121912
-4.64332166,0.08760749,0.01023458,0.01264559,0.00000000,0.03004930,0.00136944,0.00497024,0.01848623,0.02165261
