energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-5.91595798,1.67330587,-1.29826518,0.56417318,-0.58378661,0.65409579,-0.46182379,0.00908171,-0.00346068,0.35110537,-0.39387287,0.01708955,-0.00524037,0.59952271,-0.40943046,0.25533897,-0.17322258,0.07577483,-0.03483745
-5.90995498,1.62944788,-1.21280429,0.55725903,-0.54665842,0.62119025,-0.43238909,0.00985023,-0.00297860,0.33560160,-0.36685169,0.01782316,-0.00470517,0.59501492,-0.38404980,0.24735764,-0.16270614,0.07568194,-0.03350678
-5.90395198,1.59098038,-1.13336980,0.54997905,-0.51143797,0.58965711,-0.40362060,0.01065949,-0.00256630,0.31938045,-0.33959204,0.01861595,-0.00424934,0.59459299,-0.36292095,0.24144284,-0.15433866,0.07606856,-0.03263700
-5.89794897,1.55784998,-1.06060767,0.54240851,-0.47836816,0.55962420,-0.37590964,0.01149916,-0.00222059,0.30257162,-0.31246079,0.01945449,-0.00387138,0.59805869,-0.34605136,0.23756167,-0.14809220,0.07690665,-0.03221829
-5.89194597,1.52984797,-0.99509413,0.53462208,-0.44767595,0.53117370,-0.34961939,0.01235809,-0.00193827,0.28531307,-0.28581354,0.02032328,-0.00356954,0.60511005,-0.33341674,0.23563099,-0.14392280,0.07815557,-0.03223854
-5.88594297,1.50662466,-0.93732642,0.52669059,-0.41956322,0.50434607,-0.32507809,0.01322448,-0.00171635,0.26774912,-0.25998624,0.02120514,-0.00334200,0.61535178,-0.32496437,0.23552138,-0.14177261,0.07976345,-0.03268388
-5.87993997,1.48770679,-0.88771804,0.51867783,-0.39419957,0.47914446,-0.30257436,0.01408608,-0.00155217,0.25002802,-0.23528849,0.02208167,-0.00318697,0.62830829,-0.32061763,0.23706227,-0.14157256,0.08166884,-0.03353937
-5.87393697,1.47251732,-0.84659876,0.51063721,-0.37171754,0.45553941,-0.28235473,0.01493049,-0.00144355,0.23229917,-0.21199873,0.02293372,-0.00310291,0.64343862,-0.32028138,0.24004784,-0.14324519,0.08380260,-0.03478965
-5.86793397,1.46039698,-0.81421907,0.50260896,-0.35221025,0.43347378,-0.26462332,0.01574536,-0.00138887,0.21471007,-0.19036123,0.02374199,-0.00308863,0.66015301,-0.32384820,0.24424380,-0.14670791,0.08609000,-0.03641978
-5.86193097,1.45062724,-0.79075846,0.49461782,-0.33573156,0.41286761,-0.24954338,0.01651877,-0.00138719,0.19740325,-0.17058489,0.02448752,-0.00314335,0.67783042,-0.33120523,0.24939457,-0.15187635,0.08845295,-0.03841595
-5.85592796,1.44245392,-0.77633689,0.48667161,-0.32229836,0.39362303,-0.23724043,0.01723944,-0.00143824,0.18051318,-0.15284364,0.02515228,-0.00326684,0.69583669,-0.34224111,0.25523091,-0.15866772,0.09081227,-0.04076626
-5.84992496,1.43511112,-0.77102816,0.47876085,-0.31189501,0.37562907,-0.22780659,0.01789707,-0.00154246,0.16416347,-0.13727817,0.02571965,-0.00345945,0.71354267,-0.35685284,0.26147763,-0.16700416,0.09308996,-0.04346147
-5.84392196,1.42784467,-0.77487429,0.47085941,-0.30447914,0.35876622,-0.22130573,0.01848256,-0.00170097,0.14846435,-0.12399866,0.02617493,-0.00372206,0.73034191,-0.37495199,0.26786137,-0.17681573,0.09521143,-0.04649563
-5.83791896,1.41993480,-0.78789927,0.46292639,-0.29998861,0.34291088,-0.21777881,0.01898829,-0.00191550,0.13351071,-0.11308828,0.02650573,-0.00405612,0.74566733,-0.39646987,0.27411801,-0.18804300,0.09710751,-0.04986652
-5.83191596,1.41071715,-0.81012128,0.45490902,-0.29834890,0.32793947,-0.21724913,0.01940832,-0.00218834,0.11938062,-0.10460690,0.02670231,-0.00446355,0.75900646,-0.42136116,0.27999978,-0.20063898,0.09871633,-0.05357598
-5.82591296,1.39960182,-0.84156179,0.44674650,-0.29948043,0.31373231,-0.21972689,0.01973848,-0.00252217,0.10613443,-0.09859485,0.02675786,-0.00494662,0.76991472,-0.44960563,0.28528169,-0.21457020,0.09998492,-0.05762990
-5.81990995,1.38608969,-0.88225070,0.43837452,-0.30330528,0.30017697,-0.22521276,0.01997650,-0.00291994,0.09381457,-0.09507633,0.02666862,-0.00550782,0.77802649,-0.48120748,0.28976721,-0.22981677,0.10087050,-0.06203798
-5.81390695,1.36978570,-0.93222658,0.42973023,-0.30975279,0.28717138,-0.23370015,0.02012204,-0.00338471,0.08244577,-0.09406221,0.02643395,-0.00614966,0.78306341,-0.51619220,0.29329287,-0.24637141,0.10134144,-0.06681314
-5.80790395,1.35040834,-0.99153139,0.42075722,-0.31876356,0.27462625,-0.24517591,0.02017660,-0.00391938,0.07203599,-0.09555206,0.02605633,-0.00687446,0.78483987,-0.55460054,0.29573190,-0.26423712,0.10137783,-0.07197056
-5.80190095,1.32779534,-1.06019953,0.41141030,-0.33029170,0.26246700,-0.25961937,0.02014346,-0.00452655,0.06257766,-0.09953518,0.02554118,-0.00768407,0.78326541,-0.59647986,0.29699652,-0.28342373,0.10097169,-0.07752640
-5.79589795,1.30190508,-1.13824126,0.40165970,-0.34430484,0.25063504,-0.27699971,0.02002751,-0.00520821,0.05404936,-0.10599064,0.02489668,-0.00857964,0.77834393,-0.64187277,0.29703891,-0.30394317,0.10012673,-0.08349617
-5.78989495,1.27281376,-1.22562113,0.39149435,-0.36078209,0.23908839,-0.29727191,0.01983499,-0.00596557,0.04641774,-0.11488637,0.02413347,-0.00956129,0.77016979,-0.69080361,0.29585087,-0.32580365,0.09885782,-0.08989280
-5.78389195,1.24070832,-1.32223219,0.38092411,-0.37970983,0.22780162,-0.32037120,0.01957325,-0.00679876,0.03963962,-0.12617727,0.02326426,-0.01062790,0.75892104,-0.74326312,0.29346213,-0.34900306,0.09719004,-0.09672457
-5.77788894,1.20587549,-1.42786747,0.36998060,-0.40107557,0.21676505,-0.34620677,0.01925045,-0.00770661,0.03366411,-0.13980251,0.02230347,-0.01177674,0.74484984,-0.79919206,0.28993728,-0.37352168,0.09515738,-0.10399277
-5.77188594,1.16868735,-1.54219008,0.35871682,-0.42486018,0.20598343,-0.37465477,0.01887522,-0.00868649,0.02843474,-0.15568239,0.02126674,-0.01300333,0.72827068,-0.85846473,0.28537162,-0.39931467,0.09280131,-0.11168947
-5.76588294,1.12958394,-1.66470401,0.34720531,-0.45102895,0.19547394,-0.40555138,0.01845636,-0.00973407,0.02389148,-0.17371467,0.02017050,-0.01430118,0.70954668,-0.92087308,0.27988598,-0.42630487,0.09016899,-0.11979533
-5.75987994,1.08905380,-1.79472743,0.33553513,-0.47952189,0.18526379,-0.43868630,0.01800251,-0.01084324,0.01997254,-0.19377102,0.01903148,-0.01566169,0.68907473,-0.98611273,0.27362075,-0.45437601,0.08731145,-0.12827767
-5.75387694,1.04761321,-1.93137056,0.32380776,-0.51024400,0.17538745,-0.47379731,0.01752186,-0.01200600,0.01661604,-0.21569361,0.01786631,-0.01707401,0.66726992,-1.05377173,0.26672935,-0.48336730,0.08428167,-0.13708889
-5.74787394,1.00578508,-2.07352015,0.31213220,-0.54305602,0.16588366,-0.51056636,0.01702190,-0.01321243,0.01376138,-0.23929222,0.01669104,-0.01852513,0.64454994,-1.12332302,0.25937152,-0.51306932,0.08113273,-0.14616540
-5.74187094,0.96407846,-2.21983207,0.30061961,-0.57776632,0.15679246,-0.54861768,0.01650922,-0.01445079,0.01135037,-0.26434224,0.01552082,-0.01999991,0.62132026,-1.19412165,0.25170658,-0.54322207,0.07791599,-0.15542720
-5.73586793,0.92296960,-2.36873367,0.28937780,-0.61412455,0.14815219,-0.58751827,0.01598933,-0.01570757,0.00932808,-0.29058365,0.01436953,-0.02148128,0.59796047,-1.26540716,0.24388709,-0.57351525,0.07467951,-0.16477809
-5.72986493,0.88288535,-2.51843666,0.27850591,-0.65181757,0.13999691,-0.62678105,0.01546663,-0.01696771,0.00764351,-0.31772136,0.01324958,-0.02295049,0.57481255,-1.33631171,0.23605315,-0.60359102,0.07146670,-0.17410670
-5.72386193,0.84418979,-2.66696107,0.26808962,-0.69046805,0.13235409,-0.66587080,0.01494434,-0.01821487,0.00625000,-0.34542691,0.01217164,-0.02438751,0.55217139,-1.40587406,0.22832747,-0.63304946,0.06831519,-0.18328827
-5.71785893,0.80717446,-2.81217018,0.25819725,-0.72963620,0.12524287,-0.70421291,0.01442455,-0.01943173,0.00510544,-0.37334177,0.01114460,-0.02577140,0.53027807,-1.47305922,0.22081166,-0.66145660,0.06525610,-0.19218721
-5.71185593,0.77205272,-2.95181554,0.24887689,-0.76882460,0.11867287,-0.74120467,0.01390831,-0.02060039,0.00417232,-0.40108210,0.01017546,-0.02708088,0.50931596,-1.53678328,0.21358359,-0.68835484,0.06231365,-0.20066034
-5.70585293,0.73895835,-3.08359095,0.24015476,-0.80748633,0.11264373,-0.77622885,0.01339579,-0.02170279,0.00341769,-0.42824509,0.00926935,-0.02829479,0.48940989,-1.59594258,0.20669622,-0.71327544,0.05950507,-0.20856072
-5.69984992,0.70794837,-3.20519327,0.23203501,-0.84503607,0.10714521,-0.80866913,0.01288644,-0.02272115,0.00281299,-0.45441652,0.00842964,-0.02939270,0.47062819,-1.64944616,0.20017755,-0.73575260,0.05684086,-0.21574194
-5.69384692,0.67900980,-3.31438795,0.22450078,-0.88086403,0.10215805,-0.83792670,0.01237917,-0.02363846,0.00233381,-0.47917954,0.00765805,-0.03035551,0.45298751,-1.69625014,0.19403204,-0.75533859,0.05432546,-0.22206268
-5.68784392,0.65206998,-3.40907641,0.21751658,-0.91435200,0.09765536,-0.86343740,0.01187263,-0.02443894,0.00195960,-0.50212429,0.00695482,-0.03116595,0.43646004,-1.73539251,0.18824304,-0.77161914,0.05195801,-0.22739136
-5.68184092,0.62700972,-3.48736239,0.21103183,-0.94489109,0.09360455,-0.88468869,0.01136537,-0.02510849,0.00167341,-0.52285791,0.00631895,-0.03180912,0.42098275,-1.76602674,0.18277630,-0.78422853,0.04973346,-0.23161067
-5.67583792,0.60367869,-3.54761432,0.20498529,-0.97190032,0.08996972,-0.90123566,0.01085607,-0.02563510,0.00146157,-0.54101485,0.00574841,-0.03227295,0.40646799,-1.78745270,0.17758414,-0.79286356,0.04764382,-0.23462171
-5.66983492,0.58191210,-3.58852081,0.19931018,-0.99484526,0.08671424,-0.91271534,0.01034368,-0.02600918,0.00131341,-0.55626675,0.00524043,-0.03254858,0.39281513,-1.79914324,0.17261024,-0.79729562,0.04567944,-0.23634769
-5.66383192,0.56154789,-3.60913665,0.19393966,-1.01325597,0.08380360,-0.91885869,0.00982762,-0.02622388,0.00122101,-0.56833172,0.00479176,-0.03263060,0.37992242,-1.80076529,0.16779464,-0.79738051,0.04383035,-0.23673684
-5.65782891,0.54244354,-3.60891715,0.18881242,-1.02674328,0.08120818,-0.91949971,0.00930783,-0.02627527,0.00117891,-0.57698254,0.00439891,-0.03251725,0.36769854,-1.79219426,0.16307871,-0.79306514,0.04208755,-0.23576453
-5.65182591,0.52449164,-3.58773908,0.18387793,-1.03501269,0.07890590,-0.91458114,0.00878489,-0.02616246,0.00118398,-0.58205335,0.00405842,-0.03221046,0.35607338,-1.77352115,0.15840986,-0.78439113,0.04044419,-0.23343440
-5.64582291,0.50763354,-3.54590736,0.17910126,-1.03787531,0.07688461,-0.90415666,0.00825998,-0.02588763,0.00123515,-0.58344473,0.00376706,-0.03171580,0.34500741,-1.74505173,0.15374574,-0.77149471,0.03889662,-0.22977848
-5.63981991,0.49187040,-3.48414684,0.17446708,-1.03525505,0.07514410,-0.88838934,0.00773489,-0.02545591,0.00133328,-0.58112673,0.00352204,-0.03104229,0.33449931,-1.70729814,0.14905773,-0.75460327,0.03744516,-0.22485633
-5.63381691,0.47727116,-3.40357984,0.16998263,-1.02719203,0.07369758,-0.86754641,0.00721197,-0.02487530,0.00148101,-0.57513981,0.00332120,-0.03020212,0.32459146,-1.66096291,0.14433358,-0.73402839,0.03609475,-0.21875320
-5.62781391,0.46397708,-3.30569020,0.16567958,-1.01384161,0.07257260,-0.84199077,0.00669402,-0.02415635,0.00168259,-0.56559364,0.00316309,-0.02921028,0.31537313,-1.60691638,0.13957907,-0.71015587,0.03485521,-0.21157724
-5.62181091,0.45220255,-3.19227563,0.16161462,-0.99546944,0.07181128,-0.81216940,0.00618420,-0.02331186,0.00194374,-0.55266374,0.00304708,-0.02808410,0.30698117,-1.54616839,0.13481868,-0.68343314,0.03374135,-0.20345607
-5.61580790,0.44223227,-3.06539037,0.15786875,-0.97244242,0.07146996,-0.77859932,0.00568586,-0.02235653,0.00227151,-0.53658617,0.00297342,-0.02684278,0.29959819,-1.47983570,0.13009525,-0.65435459,0.03277273,-0.19453261
-5.60980490,0.43441469,-2.92728081,0.15454529,-0.94521612,0.07161803,-0.74185173,0.00520247,-0.02130650,0.00267404,-0.51765036,0.00294321,-0.02550679,0.29344837,-1.40910634,0.12546862,-0.62344558,0.03197318,-0.18496065
-5.60380190,0.42915207,-2.78031670,0.15176675,-0.91431925,0.07233623,-0.70253497,0.00473743,-0.02017893,0.00316042,-0.49619057,0.00295840,-0.02409734,0.28879086,-1.33520270,0.12101344,-0.59124576,0.03137009,-0.17490009
-5.59779890,0.42688738,-2.62692094,0.14967053,-0.88033571,0.07371416,-0.66127700,0.00429397,-0.01899153,0.00374040,-0.47257612,0.00302168,-0.02263582,0.28591133,-1.25934474,0.11681626,-0.55829244,0.03099350,-0.16451222
-5.59179590,0.42808858,-2.46950074,0.14840378,-0.84388525,0.07584731,-0.61870812,0.00387504,-0.01776210,0.00442409,-0.44720087,0.00313636,-0.02114326,0.28511166,-1.18271496,0.11297193,-0.52510474,0.03087491,-0.15395514
-5.58579290,0.43323068,-2.31038281,0.14811754,-0.80560337,0.07883363,-0.57544461,0.00348320,-0.01650813,0.00522167,-0.42047246,0.00330626,-0.01963985,0.28669829,-1.10642631,0.10957966,-0.49216908,0.03104610,-0.14337963
-5.57978989,0.44277631,-2.15175490,0.14896039,-0.76612150,0.08276954,-0.53207377,0.00312058,-0.01524635,0.00614300,-0.39280148,0.00353548,-0.01814448,0.29096971,-1.03149438,0.10673880,-0.45992661,0.03153770,-0.13292534
-5.57378689,0.45715542,-1.99561568,0.15107191,-0.72604824,0.08774592,-0.48914091,0.00278880,-0.01399247,0.00719720,-0.36459126,0.00382821,-0.01667443,0.29820333,-0.95881464,0.10454454,-0.42876301,0.03237783,-0.12271780
-5.56778389,0.47674476,-1.84373438,0.15457612,-0.68595239,0.09384373,-0.44713870,0.00248896,-0.01276078,0.00839224,-0.33622834,0.00418850,-0.01524500,0.30864250,-0.88914543,0.10308385,-0.39900085,0.03359062,-0.11286601
-5.56178089,0.50184812,-1.69762115,0.15957527,-0.64634850,0.10112985,-0.40649894,0.00222161,-0.01156404,0.00973445,-0.30807413,0.00462004,-0.01386936,0.32248383,-0.82309705,0.10243155,-0.37089484,0.03519487,-0.10346080
-5.55577789,0.53267781,-1.55850862,0.16614418,-0.60768533,0.10965303,-0.36758705,0.00198683,-0.01041320,0.01122809,-0.28045792,0.00512584,-0.01255840,0.33986571,-0.76112686,0.10264700,-0.34462985,0.03720280,-0.09457397
-5.54977489,0.56933846,-1.42734445,0.17432539,-0.57033772,0.11944023,-0.33069913,0.00178415,-0.00931742,0.01287492,-0.25367136,0.00570808,-0.01132071,0.36085814,-0.70354043,0.10377129,-0.32032162,0.03961889,-0.08625815
-5.54377189,0.61181372,-1.30479445,0.18412535,-0.53460192,0.13049351,-0.29606154,0.00161271,-0.00828392,0.01467376,-0.22796458,0.00636779,-0.01016256,0.38545466,-0.65049799,0.10582517,-0.29802005,0.04243900,-0.07854736
-5.53776888,0.65995666,-1.19125518,0.19551191,-0.50069435,0.14278765,-0.26383275,0.00147121,-0.00731809,0.01662020,-0.20354387,0.00710471,-0.00908803,0.41356659,-0.60202573,0.10880779,-0.27771462,0.04564972,-0.07145816
-5.53176588,0.71348443,-1.08687480,0.20841312,-0.46875378,0.15626862,-0.23410715,0.00135805,-0.00642353,0.01870632,-0.18057098,0.00791705,-0.00809916,0.44502011,-0.55803102,0.11269631,-0.25934160,0.04922804,-0.06499127
-5.52576288,0.77197778,-0.99158060,0.22271767,-0.43884642,0.17085312,-0.20692051,0.00127132,-0.00560217,0.02092056,-0.15916379,0.00880139,-0.00719613,0.47955634,-0.51832061,0.11744633,-0.24279269,0.05314130,-0.05913366
-5.51975988,0.83488568,-0.90511150,0.23827684,-0.41097353,0.18642909,-0.18225674,0.00120892,-0.00485441,0.02324771,-0.13939824,0.00975258,-0.00637750,0.51683475,-0.48262102,0.12299329,-0.22792447,0.05734753,-0.05386084
-5.51375688,0.90153527,-0.82705389,0.25490807,-0.38508112,0.20285747,-0.16005540,0.00116856,-0.00417933,0.02566901,-0.12131141,0.01076373,-0.00564047,0.55643981,-0.45059981,0.12925467,-0.21456838,0.06179622,-0.04913936
-5.50775388,0.97114699,-0.75687887,0.27240005,-0.36107096,0.21997513,-0.14021979,0.00114788,-0.00357486,0.02816245,-0.10490533,0.01182621,-0.00498114,0.59789090,-0.42188714,0.13613289,-0.20254063,0.06642930,-0.04492935
-5.50175088,1.04285462,-0.69397954,0.29051911,-0.33881239,0.23759879,-0.12262517,0.00114446,-0.00303798,0.03070320,-0.09015148,0.01292980,-0.00439478,0.64065523,-0.39609651,0.14351902,-0.19165173,0.07118265,-0.04118697
-5.49574787,1.11572957,-0.63770668,0.30901682,-0.31815431,0.25553000,-0.10712677,0.00115589,-0.00256494,0.03326416,-0.07699555,0.01406281,-0.00387608,0.68416331,-0.37284408,0.15129681,-0.18171523,0.07598774,-0.03786676
-5.48974487,1.18880862,-0.58740176,0.32763841,-0.29893674,0.27356090,-0.09356734,0.00117980,-0.00215145,0.03581664,-0.06536244,0.01521236,-0.00341938,0.72782647,-0.35176588,0.15934721,-0.17255545,0.08077363,-0.03492374
-5.48374187,1.26112391,-0.54242618,0.34613163,-0.28100153,0.29148051,-0.08178405,0.00121392,-0.00179284,0.03833122,-0.05516120,0.01636464,-0.00301895,0.77105571,-0.33253252,0.16755291,-0.16401390,0.08546912,-0.03231528
-5.47773887,1.33173409,-0.50218616,0.36425574,-0.26420171,0.30908138,-0.07161465,0.00125611,-0.00148424,0.04077857,-0.04628966,0.01750526,-0.00266909,0.81328100,-0.31486092,0.17580289,-0.15595436,0.09000490,-0.03000264
-5.47173587,1.39975489,-0.46615266,0.38179015,-0.24840922,0.32616615,-0.06290259,0.00130440,-0.00122074,0.04313038,-0.03863878,0.01861961,-0.00236437,0.85397032,-0.29852318,0.18399662,-0.14826645,0.09431585,-0.02795212
-5.46573287,1.46438793,-0.43387637,0.39854222,-0.23352090,0.34255377,-0.05550123,0.00135698,-0.00099749,0.04536023,-0.03209656,0.01969323,-0.00209974,0.89264716,-0.28335226,0.19204774,-0.14086774,0.09834302,-0.02613600
-5.45972986,1.52494610,-0.40499752,0.41435391,-0.21946249,0.35808502,-0.04927713,0.00141233,-0.00080981,0.04744449,-0.02655130,0.02071225,-0.00187060,0.92890600,-0.26924479,0.19988705,-0.13370447,0.10203562,-0.02453305
-5.45372686,1.58087421,-0.37925095,0.42910680,-0.20619076,0.37262710,-0.04411224,0.00146913,-0.00065325,0.04936302,-0.02189449,0.02166368,-0.00167294,0.96242458,-0.25616103,0.20746461,-0.12675101,0.10535248,-0.02312875
-5.44772386,1.63176377,-0.35646677,0.44272522,-0.19369389,0.38607691,-0.03990538,0.00152637,-0.00052368,0.05109984,-0.01802291,0.02253579,-0.00150335,0.99297242,-0.24412240,0.21475082,-0.12000821,0.10826329,-0.02191525
-5.44172086,1.67736106,-0.33656693,0.45517733,-0.18199011,0.39836295,-0.03657277,0.00158335,-0.00041730,0.05264353,-0.01484041,0.02331840,-0.00135906,1.02041513,-0.23320685,0.22173637,-0.11350071,0.11074932,-0.02089107
-5.43571786,1.71756803,-0.31955852,0.46647397,-0.17112499,0.40944565,-0.03404789,0.00163970,-0.00033070,0.05398760,-0.01225897,0.02400305,-0.00123796,1.04471407,-0.22354231,0.22843115,-0.10727367,0.11280363,-0.02006055
-5.42971486,1.75243591,-0.30552409,0.47666537,-0.16116757,0.41931619,-0.03228076,0.00169543,-0.00026081,0.05513051,-0.01019944,0.02458320,-0.00113861,1.06592153,-0.21529882,0.23486205,-0.10138880,0.11443083,-0.01943315
-5.42371186,1.78215200,-0.29460987,0.48583590,-0.15220554,0.42799380,-0.03123661,0.00175093,-0.00020493,0.05607561,-0.00859181,0.02505426,-0.00106019,1.08417161,-0.20867944,0.24106985,-0.09592020,0.11564636,-0.01902264
-5.41770885,1.80702044,-0.28701218,0.49409713,-0.14433987,0.43552187,-0.03089419,0.00180705,-0.00016074,0.05683085,-0.00737519,0.02541358,-0.00100255,1.09966732,-0.20391048,0.24710530,-0.09094994,0.11647529,-0.01884607
-5.41170585,1.82743819,-0.28296282,0.50157969,-0.13767896,0.44196298,-0.03124375,0.00186511,-0.00012623,0.05740841,-0.00649747,0.02566042,-0.00096614,1.11266474,-0.20123122,0.25302479,-0.08656365,0.11695085,-0.01892279
-5.40570285,1.84386778,-0.28271367,0.50842426,-0.13233282,0.44739334,-0.03228471,0.00192695,-0.00009973,0.05782416,-0.00591478,0.02579575,-0.00095200,1.12345528,-0.20088350,0.25888568,-0.08284636,0.11711265,-0.01927329
-5.39969985,1.85680866,-0.28652120,0.51477256,-0.12840717,0.45189695,-0.03402326,0.00199501,-0.00007984,0.05809711,-0.00559084,0.02582209,-0.00096176,1.13234704,-0.20310137,0.26474177,-0.07987849,0.11700477,-0.01991815
-5.39369685,1.86676901,-0.29463105,0.52075865,-0.12599795,0.45555994,-0.03646977,0.00207233,-0.00006542,0.05824884,-0.00549615,0.02574327,-0.00099758,1.13964668,-0.20810098,0.27063913,-0.07773224,0.11667386,-0.02087686
-5.38769385,1.87424008,-0.30726318,0.52650134,-0.12518617,0.45846555,-0.03963621,0.00216269,-0.00005561,0.05830298,-0.00560718,0.02556418,-0.00106215,1.14564286,-0.21607112,0.27661272,-0.07646846,0.11616733,-0.02216675
-5.38169085,1.87967454,-0.32459798,0.53209815,-0.12603337,0.46069000,-0.04353368,0.00227063,-0.00004973,0.05828478,-0.00590548,0.02529054,-0.00115865,1.15059243,-0.22716429,0.28268388,-0.07613393,0.11553178,-0.02380198
-5.37568784,1.88347068,-0.34676350,0.53762134,-0.12857777,0.46229974,-0.04816992,0.00240152,-0.00004733,0.05822082,-0.00637688,0.02492863,-0.00129072,1.15471029,-0.24148888,0.28885913,-0.07675921,0.11481176,-0.02579250
-5.36968484,1.88596322,-0.37382431,0.54311622,-0.13283111,0.46335020,-0.05354709,0.00256165,-0.00004816,0.05813886,-0.00701067,0.02448512,-0.00146240,1.15816371,-0.25910229,0.29513025,-0.07835710,0.11404892,-0.02814326
-5.36368184,1.88742168,-0.40577223,0.54860206,-0.13877648,0.46388614,-0.05965979,0.00275828,-0.00005216,0.05806790,-0.00779883,0.02396685,-0.00167806,1.16107134,-0.28000549,0.30147580,-0.08092157,0.11328161,-0.03085344
-5.35767884,1.88805606,-0.44251924,0.55407553,-0.14636697,0.46394368,-0.06649330,0.00299966,-0.00005945,0.05803839,-0.00873540,0.02338074,-0.00194236,1.16350715,-0.30413907,0.30786398,-0.08442742,0.11254496,-0.03391586
-5.35167584,1.88802965,-0.48389297,0.55951641,-0.15552534,0.46355383,-0.07402231,0.00329508,-0.00007037,0.05808258,-0.00981586,0.02273370,-0.00226013,1.16550888,-0.33138098,0.31425679,-0.08883049,0.11187135,-0.03731667
-5.34567284,1.88747778,-0.52963495,0.56489535,-0.16614477,0.46274725,-0.08220995,0.00365485,-0.00008546,0.05823500,-0.01103664,0.02203256,-0.00263622,1.16709047,-0.36154631,0.32061505,-0.09406852,0.11129131,-0.04103509
