energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.92196098,0.36489608,-0.36496838,0.11009660,-0.11017257,0.02295082,-0.02297536,0.09185936,-0.09185389,0.04448377,-0.04447243,0.00004657,-0.00004694,0.03688229,-0.03691705,0.00214248,-0.00214569,0.18682443,-0.18685521
-5.91595798,0.36789882,-0.36782850,0.10544199,-0.10547743,0.02397802,-0.02399825,0.09493361,-0.09489000,0.04428433,-0.04425011,0.00004810,-0.00004844,0.03535092,-0.03537594,0.00211807,-0.00212003,0.18980416,-0.18975424
-5.90995498,0.37729105,-0.37707316,0.10248908,-0.10248222,0.02543834,-0.02545468,0.09965492,-0.09957246,0.04489063,-0.04483193,0.00005056,-0.00005087,0.03440354,-0.03441853,0.00213257,-0.00213327,0.19611182,-0.19597863
-5.90395198,0.39322241,-0.39285394,0.10128959,-0.10123926,0.02734148,-0.02735453,0.10604036,-0.10591888,0.04632053,-0.04623589,0.00005395,-0.00005423,0.03405715,-0.03406205,0.00218631,-0.00218575,0.20582176,-0.20560370
-5.89794897,0.41575065,-0.41523057,0.10187102,-0.10177665,0.02969105,-0.02970156,0.11408084,-0.11392076,0.04858140,-0.04846955,0.00005826,-0.00005852,0.03432111,-0.03431609,0.00227915,-0.00227733,0.21896002,-0.21865648
-5.89194597,0.44483912,-0.44416841,0.10423781,-0.10409946,0.03248416,-0.03249306,0.12373963,-0.12354193,0.05167020,-0.05153000,0.00006347,-0.00006372,0.03519759,-0.03518305,0.00241045,-0.00240737,0.23550245,-0.23511381
-5.88594297,0.48035514,-0.47953682,0.10837255,-0.10819088,0.03571120,-0.03571954,0.13495125,-0.13471753,0.05557353,-0.05540400,0.00006955,-0.00006979,0.03668205,-0.03665864,0.00257906,-0.00257476,0.25537330,-0.25490098
-5.87993997,0.52206950,-0.52110863,0.11423731,-0.11401364,0.03935558,-0.03936455,0.14762096,-0.14735337,0.06026781,-0.06006812,0.00007645,-0.00007668,0.03876383,-0.03873238,0.00278340,-0.00277788,0.27844452,-0.27789094
-5.87393697,0.56965742,-0.56856105,0.12177504,-0.12151134,0.04339378,-0.04340470,0.16162472,-0.16132600,0.06571959,-0.06548906,0.00008412,-0.00008436,0.04142665,-0.04138824,0.00302141,-0.00301470,0.30453583,-0.30390444
-5.86793397,0.62270124,-0.62147837,0.13091102,-0.13060986,0.04779547,-0.04780976,0.17681005,-0.17648346,0.07188601,-0.07162410,0.00009249,-0.00009274,0.04464918,-0.04460509,0.00329060,-0.00328272,0.33341584,-0.33271108
-5.86193097,0.68069531,-0.67935673,0.14155432,-0.14121892,0.05252388,-0.05254303,0.19299764,-0.19264696,0.07871552,-0.07842182,0.00010148,-0.00010175,0.04840568,-0.04835735,0.00358810,-0.00357908,0.36480443,-0.36403166
-5.85592796,0.74305319,-0.74161137,0.15359943,-0.15323362,0.05753640,-0.05756196,0.20998401,-0.20961343,0.08614878,-0.08582300,0.00011101,-0.00011130,0.05266649,-0.05261558,0.00391069,-0.00390054,0.39837649,-0.39754190
-5.84992496,0.80911762,-0.80758641,0.16692797,-0.16653614,0.06278544,-0.06281898,0.22754504,-0.22715909,0.09411995,-0.09376187,0.00012098,-0.00012130,0.05739878,-0.05734707,0.00425487,-0.00424362,0.43376725,-0.43287777
-5.84392196,0.87817316,-0.87656748,0.18141057,-0.18099761,0.06821951,-0.06826263,0.24544059,-0.24504405,0.10255826,-0.10216773,0.00013130,-0.00013164,0.06256715,-0.06251657,0.00461693,-0.00460459,0.47057919,-0.46964229
-5.83791896,0.94946155,-0.94779702,0.19690886,-0.19648010,0.07378466,-0.07383888,0.26341999,-0.26301775,0.11138991,-0.11096675,0.00014185,-0.00014223,0.06813435,-0.06808691,0.00499307,-0.00497963,0.50839053,-0.50741401
-5.83191596,1.02219957,-1.02049207,0.21327771,-0.21283878,0.07942594,-0.07949277,0.28122836,-0.28082528,0.12054025,-0.12008426,0.00015255,-0.00015296,0.07406204,-0.07401985,0.00537946,-0.00536490,0.54676511,-0.54575688
-5.82591296,1.09559901,-1.09386417,0.23036755,-0.22992431,0.08508930,-0.08517014,0.29861351,-0.29821427,0.12993628,-0.12944715,0.00016329,-0.00016374,0.08031158,-0.08027677,0.00577237,-0.00575667,0.58526361,-0.58423141
-5.81990995,1.16888812,-1.16714079,0.24802684,-0.24758519,0.09072341,-0.09081958,0.31533331,-0.31494226,0.13950926,-0.13898649,0.00017400,-0.00017449,0.08684484,-0.08681954,0.00616833,-0.00615142,0.62345550,-0.62240658
-5.81390695,1.24133386,-1.23958761,0.26610459,-0.26567037,0.09628169,-0.09639440,0.33116309,-0.33078406,0.14919744,-0.14864032,0.00018460,-0.00018513,0.09362502,-0.09361137,0.00656416,-0.00654597,0.66093154,-0.65987240
-5.80790395,1.31226414,-1.31053071,0.28445292,-0.28403173,0.10172426,-0.10185465,0.34590285,-0.34553907,0.15894875,-0.15835627,0.00019504,-0.00019562,0.10061751,-0.10061759,0.00695720,-0.00693760,0.69731625,-0.69625230
-5.80190095,1.38108891,-1.37937782,0.30292949,-0.30252652,0.10701991,-0.10716902,0.35938400,-0.35903790,0.16872331,-0.16809410,0.00020530,-0.00020592,0.10779071,-0.10780658,0.00734533,-0.00732418,0.73227971,-0.73121500
-5.79589795,1.44731943,-1.44563760,0.32139982,-0.32101976,0.11214778,-0.11231664,0.37147517,-0.37114831,0.17849555,-0.17782789,0.00021536,-0.00021604,0.11511683,-0.11515051,0.00772710,-0.00770422,0.76554826,-0.76448526
-5.78989495,1.51058445,-1.50893604,0.33973936,-0.33938626,0.11709897,-0.11728865,0.38208690,-0.38177991,0.18825596,-0.18754770,0.00022527,-0.00022599,0.12257267,-0.12262615,0.00810179,-0.00807698,0.79691349,-0.79585292
-5.78389195,1.57064276,-1.56902910,0.35783530,-0.35751249,0.12187777,-0.12208943,0.39117493,-0.39088745,0.19801209,-0.19726072,0.00023506,-0.00023583,0.13014030,-0.13021566,0.00846947,-0.00844248,0.82623900,-0.82517972
-5.77788894,1.62739108,-1.62581089,0.37558794,-0.37529801,0.12650253,-0.12673757,0.39874185,-0.39847257,0.20778890,-0.20699156,0.00024482,-0.00024564,0.13780782,-0.13790725,0.00883097,-0.00880153,0.85346450,-0.85240351
-5.77188594,1.68086709,-1.67931685,0.39291183,-0.39265666,0.13100625,-0.13126641,0.40483707,-0.40458381,0.21762823,-0.21678180,0.00025466,-0.00025554,0.14556993,-0.14569585,0.00918790,-0.00915571,0.87860701,-0.87753956
-5.76588294,1.73124711,-1.72972165,0.40973638,-0.40951721,0.13543666,-0.13572417,0.40955499,-0.40931479,0.22758737,-0.22668858,0.00026472,-0.00026565,0.15342859,-0.15358380,0.00954254,-0.00950728,0.90175890,-0.90067871
-5.75987994,1.77883844,-1.77733186,0.42600624,-0.42582381,0.13985592,-0.14017369,0.41303148,-0.41280079,0.23773675,-0.23678230,0.00027516,-0.00027615,0.16139357,-0.16158141,0.00989776,-0.00985912,0.92308281,-0.92198238
-5.75387694,1.82406683,-1.82257352,0.44168124,-0.44153604,0.14434002,-0.14469176,0.41543878,-0.41521365,0.24815675,-0.24714353,0.00028615,-0.00028721,0.16948307,-0.16970758,0.01025691,-0.01021456,0.94280360,-0.94167463
-5.74787394,1.86745930,-1.86597518,0.45673620,-0.45662871,0.14897767,-0.14936813,0.41697905,-0.41675538,0.25893380,-0.25785906,0.00029789,-0.00029901,0.17772427,-0.17799046,0.01062359,-0.01057723,0.96119755,-0.96003148
-5.74187094,1.90962339,-1.90814727,0.47116053,-0.47109156,0.15386900,-0.15430408,0.41787689,-0.41765069,0.27015578,-0.26901735,0.00031056,-0.00031176,0.18615399,-0.18646799,0.01100152,-0.01095089,0.97857941,-0.97736797
-5.73586793,1.95122364,-1.94975865,0.48495773,-0.48492880,0.15912389,-0.15961086,0.41837105,-0.41813872,0.28190712,-0.28070367,0.00032437,-0.00032565,0.19481928,-0.19518864,0.01139435,-0.01133920,0.99528777,-0.99402362
-5.72986493,1.99295653,-1.99151155,0.49814504,-0.49815874,0.16486024,-0.16540785,0.41870595,-0.41846453,0.29426366,-0.29299485,0.00033949,-0.00034087,0.20377814,-0.20421200,0.01180539,-0.01174556,1.01166948,-1.01034681
-5.72386193,2.03552512,-2.03411608,0.51075310,-0.51081354,0.17120193,-0.17182053,0.41912310,-0.41887056,0.30728759,-0.30595431,0.00035609,-0.00035757,0.21310016,-0.21360948,0.01223750,-0.01217289,1.02806385,-1.02667897
-5.71785893,2.07961456,-2.07826559,0.52282593,-0.52293908,0.17827690,-0.17897851,0.41985307,-0.41958848,0.32102278,-0.31962733,0.00037432,-0.00037591,0.22286723,-0.22346496,0.01269287,-0.01262346,1.04478739,-1.04333930
-5.71185593,2.12586976,-2.12461411,0.53442111,-0.53459521,0.18621506,-0.18701339,0.42110819,-0.42083191,0.33549076,-0.33403691,0.00039429,-0.00039599,0.23317420,-0.23387540,0.01317287,-0.01309874,1.06211991,-1.06061066
-5.70585293,2.17487617,-2.17375678,0.54561034,-0.54585616,0.19514634,-0.19605676,0.42307634,-0.42279012,0.35068756,-0.34918064,0.00041608,-0.00041790,0.24412941,-0.24495134,0.01367799,-0.01359930,1.08029251,-1.07872750
-5.69984992,2.22714466,-2.22621431,0.55648022,-0.55681127,0.20519884,-0.20623828,0.42591609,-0.42562307,0.36658163,-0.36502852,0.00043973,-0.00044168,0.25585513,-0.25681728,0.01420773,-0.01412478,1.09947812,-1.09786624
-5.69384692,2.28310096,-2.28242203,0.56713330,-0.56756599,0.21649700,-0.21768382,0.42975326,-0.42945799,0.38311309,-0.38152208,0.00046523,-0.00046731,0.26848780,-0.26961181,0.01476064,-0.01467380,1.11978508,-1.11813861
-5.68784392,2.34308009,-2.34272384,0.57768934,-0.57824298,0.22916006,-0.23051376,0.43467915,-0.43438739,0.40019422,-0.39857489,0.00049255,-0.00049476,0.28217797,-0.28348749,0.01533434,-0.01524410,1.14125385,-1.13958825
-5.68184092,2.40732570,-2.40737107,0.58828651,-0.58898318,0.24330049,-0.24484149,0.44075017,-0.44046877,0.41771139,-0.41607435,0.00052160,-0.00052393,0.29708987,-0.29861031,0.01592562,-0.01583255,1.16385710,-1.16219054
-5.67583792,2.47599409,-2.47652612,0.59908247,-0.59994682,0.25902272,-0.26077199,0.44798905,-0.44772562,0.43552827,-0.43388485,0.00055226,-0.00055471,0.31340051,-0.31515876,0.01653062,-0.01643538,1.18750300,-1.18585577
-5.66983492,2.54916225,-2.55027003,0.61025519,-0.61131401,0.27642185,-0.27840055,0.45638729,-0.45614990,0.45349012,-0.45185203,0.00058439,-0.00058694,0.33129836,-0.33332237,0.01714496,-0.01704827,1.21204137,-1.21043518
-5.66383192,2.62683901,-2.62861337,0.62200307,-0.62328486,0.29558258,-0.29781157,0.46590860,-0.46570544,0.47142911,-0.46980804,0.00061780,-0.00062044,0.35098130,-0.35329954,0.01776402,-0.01766665,1.23727248,-1.23572953
-5.65782891,2.70897839,-2.71150931,0.63454443,-0.63607875,0.31657807,-0.31907753,0.47649326,-0.47633218,0.48917024,-0.48757744,0.00065229,-0.00065500,0.37265395,-0.37529491,0.01838314,-0.01828588,1.26295759,-1.26149972
-5.65182591,2.79549374,-2.79886763,0.64811592,-0.64993265,0.33946895,-0.34225782,0.48806280,-0.48795099,0.50653757,-0.50498347,0.00068767,-0.00069041,0.39652428,-0.39951577,0.01899787,-0.01890152,1.28883088,-1.28747863
-5.64582291,2.88627156,-2.89056853,0.66296979,-0.66509837,0.36430216,-0.36739775,0.50052495,-0.50046851,0.52336054,-0.52185438,0.00072371,-0.00072645,0.42279946,-0.42616795,0.01960420,-0.01950955,1.31461190,-1.31338361
-5.63981991,2.98118375,-2.98647486,0.67936983,-0.68183834,0.39110990,-0.39452732,0.51377839,-0.51378199,0.53947985,-0.53802932,0.00076022,-0.00076292,0.45168094,-0.45545078,0.02019877,-0.02010658,1.34001780,-1.33892883
-5.63381691,3.08009711,-3.08644188,0.69758587,-0.70042015,0.41990832,-0.42366009,0.52771712,-0.52778369,0.55475269,-0.55336374,0.00079701,-0.00079962,0.48335877,-0.48755140,0.02077902,-0.02068999,1.36477483,-1.36383685
-5.62781391,3.18287922,-3.19032331,0.71788693,-0.72110958,0.45069618,-0.45479177,0.54223407,-0.54236459,0.56905710,-0.56773369,0.00083390,-0.00083639,0.51800524,-0.52263840,0.02134335,-0.02125812,1.38862824,-1.38784879
-5.62181091,3.28940003,-3.29797326,0.74053285,-0.74416234,0.48345335,-0.48789876,0.55722399,-0.55741728,0.58229508,-0.58103915,0.00087077,-0.00087308,0.55576790,-0.56085482,0.02189117,-0.02181029,1.41135042,-1.41073252
-5.61580790,3.39952878,-3.40924349,0.76576483,-0.76981457,0.51813912,-0.52293650,0.57258528,-0.57283798,0.59439444,-0.59320590,0.00090752,-0.00090959,0.59676211,-0.60231072,0.02242289,-0.02234686,1.43274660,-1.43228869
-5.60980490,3.51312621,-3.52397608,0.79379494,-0.79827242,0.55469040,-0.55983772,0.58822085,-0.58852738,0.60530930,-0.60418612,0.00094408,-0.00094587,0.64106335,-0.64707546,0.02293993,-0.02286912,1.45265823,-1.45235425
-5.60380190,3.63003245,-3.64199163,0.82479496,-0.82970098,0.59301980,-0.59851053,0.60403797,-0.60439066,0.61501926,-0.61395765,0.00098044,-0.00098190,0.68869932,-0.69516995,0.02344456,-0.02337928,1.47096377,-1.47080349
-5.59779890,3.75005118,-3.76307391,0.85888506,-0.86421307,0.63301361,-0.63883645,0.61994722,-0.62033646,0.62352733,-0.62252200,0.00101664,-0.00101771,0.73964238,-0.74655908,0.02393980,-0.02388026,1.48757725,-1.48754667
-5.59179590,3.87293108,-3.88695165,0.89612271,-0.90185827,0.67452984,-0.68066847,0.63586068,-0.63627521,0.63085684,-0.62990130,0.00105274,-0.00105337,0.79380233,-0.80114461,0.02442919,-0.02437551,1.50244463,-1.50252665
-5.58579290,3.99834574,-4.01327886,0.93649241,-0.94261282,0.71739629,-0.72382919,0.65168959,-0.65211672,0.63704758,-0.63613449,0.00108886,-0.00108902,0.85102008,-0.85875898,0.02491662,-0.02486885,1.51553858,-1.51571370
-5.57978989,4.12587349,-4.14161492,0.97989676,-0.98637088,0.76140889,-0.76810917,0.66734159,-0.66776764,0.64215141,-0.64127288,0.00112518,-0.00112482,0.91106241,-0.91916015,0.02540606,-0.02536417,1.52685205,-1.52709912
-5.57378689,4.25497853,-4.27140613,1.02614952,-1.03293773,0.80633038,-0.81326568,0.68271799,-0.68312864,0.64622761,-0.64537561,0.00116187,-0.00116096,0.97361825,-0.98202812,0.02590134,-0.02586525,1.53639111,-1.53668814
-5.56778389,4.38499500,-4.40196996,1.07497101,-1.08202546,0.85188945,-0.85902193,0.69771119,-0.69809185,0.64933843,-0.64850504,0.00119917,-0.00119767,1.03829677,-1.04696311,0.02640595,-0.02637552,1.54416774,-1.54449267
-5.56178089,4.51511524,-4.53248369,1.12598642,-1.13325146,0.89778066,-0.90506700,0.71220256,-0.71253881,0.65154485,-0.65072261,0.00123731,-0.00123521,1.10462755,-1.11348602,0.02692280,-0.02689783,1.55019299,-1.55052438
-5.55577789,4.64438361,-4.66197840,1.17872737,-1.18614018,0.94366504,-0.95105662,0.72606095,-0.72633891,0.65290302,-0.65208510,0.00127657,-0.00127384,1.17206315,-1.18104123,0.02745407,-0.02743435,1.55447094,-1.55478863
-5.54977489,4.77169673,-4.78933959,1.23263682,-1.24012835,0.98917178,-0.99661493,0.73914218,-0.73934887,0.65346144,-0.65264186,0.00131719,-0.00131382,1.23998423,-1.24900188,0.02800109,-0.02798634,1.55699405,-1.55727965
-5.54377189,4.89581095,-4.91331481,1.28707755,-1.29457359,1.03390101,-1.04133741,0.75128944,-0.75141310,0.65325901,-0.65243273,0.00135942,-0.00135542,1.30770722,-1.31667791,0.02856421,-0.02855413,1.55773988,-1.55797716
-5.53776888,5.01535718,-5.03252885,1.34134394,-1.34876645,1.07742779,-1.08479500,0.76233488,-0.76236525,0.65232399,-0.65148702,0.00140350,-0.00139887,1.37449468,-1.38332659,0.02914273,-0.02913700,1.55666967,-1.55684487
-5.53176588,5.12886317,-5.14550628,1.39467698,-1.40194555,1.11930734,-1.12653956,0.77210232,-0.77203089,0.65067392,-0.64982332,0.00144962,-0.00144437,1.43956808,-1.44816561,0.02973492,-0.02973323,1.55372863,-1.55383058
-5.52576288,5.23478273,-5.25070090,1.44628187,-1.45331535,1.15908164,-1.16611058,0.78041105,-0.78023122,0.64831631,-0.64745018,0.00149791,-0.00149206,1.50212283,-1.51038832,0.03033803,-0.03034001,1.54884798,-1.54886818
-5.51975988,5.33153093,-5.34653124,1.49534792,-1.50206613,1.19628715,-1.20304312,0.78708065,-0.78678784,0.64525012,-0.64436759,0.00154845,-0.00154205,1.56134524,-1.56918083,0.03094826,-0.03095358,1.54194866,-1.54188122
-5.51375688,5.41752443,-5.43142102,1.54106978,-1.54739526,1.23046374,-1.23687690,0.79193666,-0.79152839,0.64146774,-0.64056891,0.00160126,-0.00159434,1.61643078,-1.62374054,0.03156090,-0.03156923,1.53294631,-1.53278787
-5.50775388,5.49122519,-5.50384311,1.58266945,-1.58852922,1.26116449,-1.26716624,0.79481690,-0.79429276,0.63695744,-0.63604330,0.00165624,-0.00164885,1.66660335,-1.67329545,0.03217038,-0.03218140,1.52175746,-1.52150698
-5.50175088,5.55118625,-5.56236523,1.61941822,-1.62474548,1.28796618,-1.29349070,0.79557811,-0.79493971,0.63170593,-0.63077837,0.00171320,-0.00170542,1.71113469,-1.71712362,0.03277032,-0.03278376,1.50830642,-1.50796500
-5.49574787,5.59609768,-5.60569596,1.65065764,-1.65539335,1.31048018,-1.31546602,0.79410276,-0.79335363,0.62570109,-0.62476278,0.00177184,-0.00176374,1.74936355,-1.75457231,0.03335371,-0.03336934,1.49253258,-1.49210323
-5.48974487,5.62483105,-5.63272897,1.67581887,-1.67991314,1.32836337,-1.33275511,0.79030565,-0.78945104,0.61893453,-0.61798893,0.00183173,-0.00182341,1.78071365,-1.78507587,0.03391292,-0.03393058,1.47439783,-1.47388522
-5.48374187,5.63648063,-5.64258397,1.69443960,-1.69785292,1.34132873,-1.34507855,0.78413993,-0.78318665,0.61140397,-0.61045525,0.00189233,-0.00188389,1.80471008,-1.80817194,0.03443988,-0.03445950,1.45389363,-1.45330383
-5.47773887,5.63039994,-5.63464280,1.70617798,-1.70888217,1.34915514,-1.35222441,0.77560247,-0.77455859,0.60311528,-0.60216831,0.00195298,-0.00194453,1.82099344,-1.82351537,0.03492620,-0.03494776,1.43104754,-1.43038776
-5.47173587,5.60623204,-5.60857912,1.71082316,-1.71280199,1.35169617,-1.35405677,0.76473803,-0.76361266,0.59408422,-0.59314449,0.00201288,-0.00200455,1.82933114,-1.83088916,0.03536323,-0.03538686,1.40592880,-1.40520718
-5.46573287,5.56393259,-5.56438086,1.70830192,-1.70955155,1.34888726,-1.35052276,0.75164227,-0.75044521,0.58433777,-0.58341133,0.00207113,-0.00206307,1.82962558,-1.83021235,0.03574228,-0.03576818,1.37865294,-1.37787826
-5.45972986,5.50378479,-5.50236428,1.69868151,-1.69921047,1.34075115,-1.34165772,0.73646324,-0.73520471,0.57391510,-0.57300847,0.00212675,-0.00211910,1.82191884,-1.82154419,0.03605474,-0.03608324,1.34938498,-1.34856641
-5.45372686,5.42640549,-5.42317931,1.68216833,-1.68199732,1.32740116,-1.32758813,0.71940130,-0.71809164,0.56286817,-0.56198821,0.00217867,-0.00217157,1.80639375,-1.80508482,0.03629229,-0.03632378,1.31834123,-1.31748811
-5.44772386,5.33274246,-5.32780584,1.65910294,-1.65826423,1.30904225,-1.30853228,0.70070744,-0.69935683,0.55126200,-0.55041577,0.00222578,-0.00221938,1.78337118,-1.78117210,0.03644702,-0.03648202,1.28578965,-1.28491120
-5.44172086,5.22406257,-5.21754100,1.62995131,-1.62848795,1.28596947,-1.28479842,0.68068000,-0.67929815,0.53917467,-0.53836924,0.00226695,-0.00226141,1.75330385,-1.75027488,0.03651175,-0.03655080,1.25204860,-1.25115369
-5.43571786,5.10193132,-5.09397788,1.59529293,-1.59325764,1.25856410,-1.25678042,0.65965972,-0.65825571,0.52669701,-0.52593923,0.00230106,-0.00229651,1.71676658,-1.71298285,0.03648014,-0.03652386,1.21748399,-1.21658094
-5.42971486,4.96818426,-4.95897604,1.55580603,-1.55325989,1.22728720,-1.22495094,0.63802356,-0.63660561,0.51393208,-0.51322836,0.00232706,-0.00232363,1.67444348,-1.66999328,0.03634700,-0.03639601,1.18250504,-1.18160135
-5.42371186,4.82489097,-4.81462485,1.51225051,-1.50926152,1.19267085,-1.18985231,0.61617712,-0.61475251,0.50099430,-0.50035036,0.00234396,-0.00234177,1.62711240,-1.62209506,0.03610847,-0.03616337,1.14755846,-1.14666067
-5.41770885,4.67431269,-4.66320049,1.46544911,-1.46209052,1.15530730,-1.15208532,0.59454619,-0.59312117,0.48800843,-0.48742907,0.00235093,-0.00235007,1.57562694,-1.57015047,0.03576223,-0.03582357,1.11312139,-1.11223493
-5.41170585,4.51885454,-4.50711780,1.41626724,-1.41261589,1.11583619,-1.11229620,0.57356752,-0.57214729,0.47510823,-0.47459708,0.00234727,-0.00234781,1.52089685,-1.51507520,0.03530770,-0.03537592,1.07969318,-1.07882227
-5.40570285,4.36101379,-4.34887826,1.36559227,-1.36172679,1.07493039,-1.07116214,0.55367923,-0.55226803,0.46243478,-0.46199412,0.00233247,-0.00233446,1.46386697,-1.45781724,0.03474614,-0.03482158,1.04778613,-1.04693374
-5.39969985,4.20332541,-4.19101544,1.31431256,-1.31031162,1.03328057,-1.02937582,0.53531105,-0.53391224,0.45013450,-0.44976513,0.00230625,-0.00230971,1.40549560,-1.39933511,0.03408075,-0.03416361,1.01791548,-1.01708339
-5.39369685,4.04830630,-4.03603941,1.26329698,-1.25923753,0.99157930,-0.98762933,0.51887489,-0.51749111,0.43835696,-0.43805804,0.00226855,-0.00227346,1.34673272,-1.34057604,0.03331673,-0.03340703,0.99058901,-0.98977790
-5.38769385,3.89839991,-3.88638160,1.21337529,-1.20933090,0.95050487,-0.94659809,0.50475581,-0.50338922,0.42725216,-0.42702128,0.00221955,-0.00222587,1.28849859,-1.28245477,0.03246120,-0.03255876,0.96629631,-0.96550592
-5.38169085,3.75592256,-3.74434155,1.16531991,-1.16135923,0.91070548,-0.90692505,0.49330396,-0.49195641,0.41696777,-0.41680090,0.00215968,-0.00216734,1.23166351,-1.22583338,0.03152309,-0.03162758,0.94549822,-0.94472760
-5.37568784,3.62301307,-3.61203718,1.11982957,-1.11601489,0.87278422,-0.86920593,0.48482747,-0.48350079,0.40764600,-0.40753765,0.00208959,-0.00209850,1.17702901,-1.17150280,0.03051298,-0.03062386,0.92861676,-0.92786454
-5.36968484,3.50158718,-3.49135988,1.07751516,-1.07390123,0.83728539,-0.83397572,0.47958671,-0.47828291,0.39942033,-0.39936373,0.00201017,-0.00202019,1.12531119,-1.12016649,0.02944287,-0.02955944,0.91602574,-0.91529048
-5.36368184,3.39329813,-3.38393591,1.03888824,-1.03552124,0.80468251,-0.80169706,0.47778995,-0.47651147,0.39241235,-0.39239963,0.00192247,-0.00193348,1.07712658,-1.07242667,0.02832585,-0.02844725,0.90804262,-0.90732310
-5.35767884,3.29950449,-3.29109510,1.00435247,-1.00126923,0.77536847,-0.77275071,0.47959059,-0.47834049,0.38672848,-0.38675104,0.00182776,-0.00183958,1.03298089,-1.02877354,0.02717577,-0.02730103,0.90492160,-0.90421719
-5.35167584,3.22124643,-3.21384805,0.97419815,-0.97142566,0.74964810,-0.74742856,0.48508599,-0.48386809,0.38245714,-0.38250586,0.00172739,-0.00173986,0.99326109,-0.98957782,0.02600692,-0.02613496,0.90684852,-0.90615948
-5.34567284,3.15923106,-3.15287228,0.94860013,-0.94615530,0.72773343,-0.72592931,0.49431783,-0.49313685,0.37966611,-0.37973174,0.00162282,-0.00163576,0.95823084,-0.95508672,0.02483359,-0.02496328,0.91393749,-0.91326522
