energy_ev,total_up,Au_p_up,Au_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.83191596,17.24903729,1.66230201,8.78074564,1.95426283,1.97657458,0.02542852,1.14236250,0.06626310,5.35010765
-5.82591296,17.24307382,1.66718735,8.75226551,1.97000304,1.98962241,0.02640131,1.13645477,0.06619203,5.37070597
-5.81990995,17.19573640,1.67015801,8.70085428,1.97935411,1.99930803,0.02743124,1.12774402,0.06603595,5.37815577
-5.81390695,17.11021407,1.67159888,8.62829090,1.98227664,2.00595171,0.02850879,1.11653254,0.06581170,5.37320142
-5.80790395,16.99015813,1.67189392,8.53662365,1.97882742,2.00989653,0.02962220,1.10316274,0.06553695,5.35673523
-5.80190095,16.83957264,1.67141188,8.42811704,1.96915666,2.01149440,0.03075773,1.08800902,0.06522971,5.32976451
-5.79589795,16.66269866,1.67049281,8.30519507,1.95350273,2.01109185,0.03189989,1.07146906,0.06490785,5.29337612
-5.78989495,16.46389604,1.66943606,8.17038218,1.93218465,2.00901623,0.03303173,1.05395474,0.06458865,5.24869999
-5.78389195,16.24752685,1.66849012,8.02624406,1.90559267,2.00556276,0.03413528,1.03588291,0.06428843,5.19687287
-5.77788894,16.01784467,1.66784509,7.87532992,1.87417736,2.00098292,0.03519193,1.01766640,0.06402233,5.13900367
-5.77188594,15.77889363,1.66762795,7.72011831,1.83843765,1.99547479,0.03618291,0.99970545,0.06380400,5.07614190
-5.76588294,15.53442097,1.66790104,7.56296805,1.79890839,1.98917561,0.03708983,0.98237997,0.06364563,5.00925026
-5.75987994,15.28780613,1.66866392,7.40607593,1.75614788,1.98215705,0.03789510,0.96604265,0.06355782,4.93918260
-5.75387694,15.04200874,1.66985850,7.25144246,1.71072582,1.97442337,0.03858252,0.95101337,0.06354979,4.86666807
-5.74787394,14.79953693,1.67137731,7.10084636,1.66321217,1.96591271,0.03913769,0.93757488,0.06362945,4.79230192
-5.74187094,14.56243646,1.67307451,6.95582847,1.61416714,1.95650143,0.03954846,0.92596978,0.06380370,4.71654320
-5.73586793,14.33229992,1.67477909,6.81768486,1.56413251,1.94601142,0.03980533,0.91639906,0.06407867,4.63971924
-5.72986493,14.11029451,1.67630952,6.68746891,1.51362456,1.93422020,0.03990172,0.90902176,0.06445997,4.56203644
-5.72386193,13.89720573,1.67748925,6.56600122,1.46312837,1.92087331,0.03983421,0.90395602,0.06495302,4.48359644
-5.71785893,13.69349364,1.67816197,6.45388641,1.41309362,1.90569851,0.03960265,0.90128097,0.06556320,4.40441688
-5.71185593,13.49935785,1.67820599,6.35153486,1.36393166,1.88842119,0.03921020,0.90103958,0.06629599,4.32445512
-5.70585293,13.31480680,1.67754684,6.25918816,1.31601365,1.86878037,0.03866322,0.90324189,0.06715705,4.24363382
-5.69984992,13.13972713,1.67616738,6.17694593,1.26966950,1.84654439,0.03797111,0.90786866,0.06815203,4.16186666
-5.69384692,12.97394897,1.67411493,6.10479269,1.22518755,1.82152575,0.03714600,0.91487501,0.06928646,4.07908290
-5.68784392,12.81730335,1.67150494,6.04262291,1.18281462,1.79359428,0.03620240,0.92419388,0.07056531,3.99524944
-5.68184092,12.66966886,1.66852101,5.99026294,1.14275626,1.76268803,0.03515675,0.93573916,0.07199255,3.91038909
-5.67583792,12.53100520,1.66541144,5.94748882,1.10517728,1.72882136,0.03402693,0.94940837,0.07357055,3.82459435
-5.66983492,12.40137251,1.66248220,5.91403934,1.07020228,1.69208983,0.03283173,0.96508475,0.07529946,3.73803591
-5.66383192,12.28093605,1.66008706,5.88962409,1.03791626,1.65267161,0.03159031,0.98263889,0.07717648,3.65096566
-5.65782891,12.16995710,1.65861518,5.87392666,1.00836545,1.61082536,0.03032166,1.00192976,0.07919523,3.56371417
-5.65182591,12.06877151,1.65847694,5.86660363,0.98155825,1.56688457,0.02904410,1.02280545,0.08134512,3.47668301
-5.64582291,11.97775825,1.66008877,5.86728007,0.95746662,1.52124871,0.02777481,1.04510356,0.08361085,3.39033247
-5.63981991,11.89730069,1.66385760,5.87554281,0.93602777,1.47437152,0.02652944,1.06865153,0.08597208,3.30516551
-5.63381691,11.82774391,1.67016577,5.89093244,0.91714656,1.42674696,0.02532180,1.09326696,0.08840331,3.22170891
-5.62781391,11.76935110,1.67935711,5.91293558,0.90069838,1.37889341,0.02416360,1.11875817,0.09087397,3.14049277
-5.62181091,11.72226232,1.69172458,5.94097829,0.88653278,1.33133691,0.02306432,1.14492501,0.09334876,3.06202940
-5.61580790,11.68645830,1.70750014,5.97442193,0.87447771,1.28459407,0.02203113,1.17156009,0.09578834,2.98679281
-5.60980490,11.66173173,1.72684687,6.01256204,0.86434442,1.23915540,0.02106894,1.19845047,0.09815015,2.91519975
-5.60380190,11.64766762,1.74985385,6.05463085,0.85593270,1.19546979,0.02018048,1.22537973,0.10038953,2.84759331
-5.59779890,11.64363397,1.77653348,6.09980366,0.84903659,1.15393071,0.01936648,1.25213045,0.10246103,2.78422961
-5.59179590,11.64878301,1.80682133,6.14720906,0.84345008,1.11486480,0.01862593,1.27848702,0.10431986,2.72526836
-5.58579290,11.66206286,1.84057825,6.19594243,0.83897276,1.07852302,0.01795630,1.30423854,0.10592338,2.67076742
-5.57978989,11.68223865,1.87759452,6.24508245,0.83541510,1.04507499,0.01735388,1.32918181,0.10723263,2.62068161
-5.57378689,11.70792193,1.91759546,6.29370957,0.83260320,1.01460636,0.01681410,1.35312416,0.10821377,2.57486562
-5.56778389,11.73760654,1.96024856,6.34092571,0.83038264,0.98711951,0.01633185,1.37588597,0.10883940,2.53308074
-5.56178089,11.76970927,2.00517128,6.38587425,0.82862152,0.96253719,0.01590177,1.39730283,0.10908965,2.49500514
-5.55577789,11.80261318,2.05193958,6.42775945,0.82721233,0.94070914,0.01551859,1.41722714,0.10895301,2.46024696
-5.54977489,11.83471175,2.10009671,6.46586440,0.82607272,0.92142109,0.01517734,1.43552911,0.10842686,2.42835970
-5.54377189,11.86445220,2.14916200,6.49956706,0.82514510,0.90440579,0.01487359,1.45209718,0.10751766,2.39885926
-5.53776888,11.89037641,2.19863961,6.52835373,0.82439516,0.88935569,0.01460367,1.46683786,0.10624075,2.37124184
-5.53176588,11.91115841,2.24802707,6.55182978,0.82380955,0.87593638,0.01436474,1.47967504,0.10461988,2.34500202
-5.52576288,11.92563756,2.29682357,6.56972756,0.82339263,0.86380059,0.01415495,1.49054891,0.10268636,2.31965052
-5.51975988,11.93284702,2.34453797,6.58191172,0.82316288,0.85260192,0.01397343,1.49941470,0.10047794,2.29473076
-5.51375688,11.93203742,2.39069677,6.58838204,0.82314894,0.84200785,0.01382036,1.50624132,0.09803754,2.26983412
-5.50775388,11.92269591,2.43485188,6.58927434,0.82338579,0.83171158,0.01369687,1.51101009,0.09541169,2.24461313
-5.50175088,11.90456088,2.47658834,6.58485985,0.82391118,0.82144226,0.01360503,1.51371384,0.09264902,2.21879256
-5.49574787,11.87763304,2.51553220,6.57554357,0.82476280,0.81097335,0.01354771,1.51435641,0.08979868,2.19217812
-5.48974487,11.84218324,2.55135835,6.56186201,0.82597622,0.80012883,0.01352851,1.51295280,0.08690884,2.16466276
-5.48374187,11.79875766,2.58379838,6.54448069,0.82758393,0.78878721,0.01355159,1.50952987,0.08402530,2.13623052
-5.47773887,11.74818076,2.61264846,6.52419154,0.82961564,0.77688340,0.01362153,1.50412781,0.08119034,2.10695812
-5.47173587,11.69155608,2.63777695,6.50191036,0.83209974,0.76440840,0.01374317,1.49680221,0.07844176,2.07701443
-5.46573287,11.63026508,2.65913156,6.47867393,0.83506603,0.75140716,0.01392147,1.48762662,0.07581222,2.04665804
-5.45972986,11.56596353,2.67674580,6.45563682,0.83854957,0.73797472,0.01416133,1.47669550,0.07332884,2.01623315
-5.45372686,11.50057508,2.69074440,6.43406694,0.84259536,0.72425109,0.01446742,1.46412735,0.07101307,1.98616401
-5.44772386,11.43628106,2.70134721,6.41533963,0.84726367,0.71041504,0.01484405,1.45006766,0.06888085,1.95694820
-5.44172086,11.37550584,2.70887137,6.40092920,0.85263559,0.69667728,0.01529499,1.43469155,0.06694297,1.92914884
-5.43571786,11.32089644,2.71373118,6.39239740,0.85881838,0.68327326,0.01582334,1.41820571,0.06520559,1.90338578
-5.42971486,11.27529545,2.71643550,6.39137800,0.86595026,0.67045591,0.01643138,1.40084945,0.06367095,1.88032609
-5.42371186,11.24170639,2.71758235,6.39955684,0.87420404,0.65848860,0.01712045,1.38289461,0.06233808,1.86067354
-5.41770885,11.22325058,2.71785048,6.41864700,0.88378929,0.64763838,0.01789081,1.36464411,0.06120359,1.84515730
-5.41170585,11.22311518,2.71798799,6.45035877,0.89495257,0.63816979,0.01874153,1.34642912,0.06026239,1.83451956
-5.40570285,11.24449240,2.71879795,6.49636467,0.90797548,0.63033910,0.01967039,1.32860472,0.05950830,1.82950227
-5.39969985,11.29051021,2.72112122,6.55825970,0.92317018,0.62438922,0.02067380,1.31154419,0.05893461,1.83083255
-5.39369685,11.36415565,2.72581701,6.63751781,0.94087249,0.62054498,0.02174674,1.29563193,0.05853444,1.83920720
-5.38769385,11.46819224,2.73374143,6.73544552,0.96143237,0.61900895,0.02288269,1.28125533,0.05830092,1.85527595
-5.38169085,11.60507365,2.74572482,6.85313422,0.98520213,0.61995756,0.02407367,1.26879583,0.05822730,1.87962385
-5.37568784,11.77685617,2.76254849,6.99141269,1.01252265,0.62353751,0.02531022,1.25861939,0.05830681,1.91275302
-5.36968484,11.98511312,2.78492172,7.15080186,1.04370802,0.62986249,0.02658147,1.25106689,0.05853248,1.95506405
-5.36368184,12.23085451,2.81345979,7.33147377,1.07902935,0.63900998,0.02787526,1.24644465,0.05889680,2.00683772
-5.35767884,12.51445545,2.84866398,7.53321674,1.11869824,0.65101842,0.02917826,1.24501557,0.05939141,2.06821758
-5.35167584,12.83559695,2.89090428,7.75540871,1.16285096,0.66588459,0.03047619,1.24699122,0.06000673,2.13919421
-5.34567284,13.19322235,2.94040553,7.99700055,1.21153390,0.68356148,0.03175404,1.25252506,0.06073163,2.21959192
-5.33966983,13.58551239,2.99723784,8.25651078,1.26469138,0.70395664,0.03299636,1.26170728,0.06155318,2.30905885
-5.33366683,14.00988151,3.06131150,8.53203286,1.32215631,0.72693132,0.03418759,1.27456121,0.06245656,2.40706109
-5.32766383,14.46299682,3.13237703,8.82125563,1.38364474,0.75230048,0.03531237,1.29104160,0.06342498,2.51288182
-5.32166083,14.94082101,3.21003032,9.12149704,1.44875454,0.77983390,0.03635593,1.31103479,0.06443987,2.62562584
-5.31565783,15.43867869,3.29372294,9.42975079,1.51696874,0.80925843,0.03730445,1.33436070,0.06548115,2.74422996
-5.30965483,15.95134544,3.38277733,9.74274472,1.58766379,0.84026164,0.03814542,1.36077663,0.06652762,2.86747946
-5.30365183,16.47315710,3.47640625,10.05700958,1.66012242,0.87249675,0.03886800,1.38998264,0.06755751,2.99403040
-5.29764882,16.99813630,3.57373609,10.36895596,1.73355111,0.90558881,0.03946330,1.42162839,0.06854908,3.12243729
-5.29164582,17.52013210,3.67383278,10.67495691,1.80710128,0.93914215,0.03992463,1.45532110,0.06948127,3.25118548
-5.28564282,18.03296779,3.77572949,10.97143341,1.87989370,0.97274870,0.04024773,1.49063438,0.07033436,3.37872712
-5.27963982,18.53059149,3.87845481,11.25493969,1.95104496,1.00599703,0.04043083,1.52711763,0.07109063,3.50351937
-5.27363682,19.00722376,3.98106013,11.52224508,2.01969482,1.03848185,0.04047473,1.56430556,0.07173487,3.62406334
-5.26763382,19.45749632,4.08264489,11.77040944,2.08503329,1.06981337,0.04038271,1.60172767,0.07225486,3.73894222
-5.26163082,19.87657633,4.18237849,11.99684936,2.14632606,1.09962634,0.04016046,1.63891713,0.07264166,3.84685671
-5.25562781,20.26027112,4.27951772,12.19939242,2.20293698,1.12758833,0.03981579,1.67541904,0.07288980,3.94665640
-5.24962481,20.60510916,4.37341862,12.37631772,2.25434652,1.15340683,0.03935842,1.71079756,0.07299723,4.03736542
-5.24362181,20.90839404,4.46354227,12.52638105,2.30016510,1.17683491,0.03879957,1.74464186,0.07296524,4.11820127
-5.23761881,21.16822946,4.54945401,12.64882426,2.34014061,1.19767524,0.03815162,1.77657071,0.07279808,4.18858593
-5.23161581,21.38351496,4.63081612,12.74336850,2.37415973,1.21578229,0.03742765,1.80623571,0.07250257,4.24814880
-5.22561281,21.55391297,4.70737429,12.81019239,2.40224270,1.23106258,0.03664105,1.83332300,0.07208760,4.29672140
-5.21960980,21.67978986,4.77893879,12.84989623,2.42453213,1.24347323,0.03580506,1.85755385,0.07156349,4.33432421
-5.21360680,21.76213446,4.84536134,12.86345470,2.44127606,1.25301875,0.03493241,1.87868397,0.07094142,4.36114655
-5.20760380,21.80245901,4.90650925,12.85216019,2.45280646,1.25974641,0.03403493,1.89650208,0.07023284,4.37752064
-5.20160080,21.80268803,4.96223848,12.81756011,2.45951418,1.26374045,0.03312326,1.91082777,0.06944886,4.38389148
-5.19559780,21.76504135,5.01236761,12.76139092,2.46182185,1.26511550,0.03220666,1.92150918,0.06859979,4.38078409
-5.18959480,21.69191770,5.05665445,12.68551243,2.46015619,1.26400958,0.03129280,1.92842062,0.06769475,4.36877029
-5.18359180,21.58578473,5.09477728,12.59184495,2.45492132,1.26057698,0.03038770,1.93146062,0.06674137,4.34843653
-5.17758879,21.44908115,5.12632224,12.48231230,2.44647467,1.25498154,0.02949575,1.93055050,0.06574563,4.32035487
-5.17158579,21.28413552,5.15077812,12.35879263,2.43510666,1.24739042,0.02861975,1.92563374,0.06471178,4.28505831
-5.16558279,21.09310494,5.16753950,12.22307871,2.42102555,1.23796889,0.02776106,1.91667628,0.06364246,4.24302201
-5.15957979,20.87793578,5.17591844,12.07684859,2.40434811,1.22687600,0.02691980,1.90366763,0.06253878,4.19465094
-5.15357679,20.64034690,5.17516461,11.92164685,2.38509663,1.21426156,0.02609507,1.88662290,0.06140063,4.14027452
-5.14757379,20.38183436,5.16449306,11.75887594,2.36320240,1.20026425,0.02528522,1.86558538,0.06022694,4.08014827
-5.14157079,20.10369522,5.14311828,11.58979654,2.33851544,1.18501083,0.02448814,1.84062954,0.05901605,4.01446168
-5.13556778,19.80706702,5.11029289,11.41553531,2.31081956,1.16861652,0.02370150,1.81186405,0.05776602,3.94335181
-5.12956478,19.49297828,5.06534873,11.23709800,2.27985209,1.15118603,0.02292305,1.77943451,0.05647506,3.86692111
-5.12356178,19.16240514,5.00773812,11.05538578,2.24532677,1.13281545,0.02215084,1.74352546,0.05514177,3.78525817
-5.11755878,18.81632870,4.93707281,10.87121243,2.20695855,1.11359438,0.02138342,1.70436135,0.05376550,3.69845974
-5.11155578,18.45578806,4.85315826,10.68532032,2.16448859,1.09360834,0.02062000,1.66220619,0.05234655,3.60665241
-5.10555278,18.08192446,4.75602123,10.49839331,2.11770824,1.07294096,0.01986054,1.61736158,0.05088633,3.51001247
-5.09954977,17.69601264,4.64592881,10.31106500,2.06648024,1.05167601,0.01910584,1.57016311,0.04938750,3.40878239
-5.09354677,17.29947686,4.52339763,10.12392164,2.01075629,1.02989888,0.01835749,1.52097508,0.04785401,3.30328307
-5.08754377,16.89389014,4.38919271,9.93749916,1.95058980,1.00769744,0.01761788,1.47018356,0.04629102,3.19392074
-5.08154077,16.48095651,4.24431552,9.75227467,1.88614321,0.98516224,0.01689005,1.41818821,0.04470488,3.08118838
-5.07553777,16.06247770,4.08998202,9.56865322,1.81768970,0.96238599,0.01617758,1.36539306,0.04310296,2.96566142
-5.06953477,15.64030640,3.92759159,9.38695124,1.74560922,0.93946232,0.01548446,1.31219670,0.04149344,2.84798798
-5.06353177,15.21628988,3.75868837,9.20737823,1.67037927,0.91648401,0.01481484,1.25898239,0.03988514,2.72887456
-5.05752876,14.79220770,3.58491709,9.03001886,1.59256103,0.89354069,0.01417287,1.20610852,0.03828724,2.60906781
-5.05152576,14.36970851,3.40797539,8.85481732,1.51278189,0.87071630,0.01356249,1.15390001,0.03670902,2.48933367
-5.04552276,13.95025031,3.22956510,8.68156623,1.43171519,0.84808635,0.01298724,1.10264102,0.03515961,2.37043522
-5.03951976,13.53504871,3.05134471,8.50990154,1.35005867,0.82571543,0.01245008,1.05256932,0.03364775,2.25311029
-5.03351676,13.12503720,2.87488522,8.33930510,1.26851247,0.80365483,0.01195323,1.00387270,0.03218150,2.13805047
-5.02751376,12.72084224,2.70163116,8.16911577,1.18775800,0.78194084,0.01149806,0.95668747,0.03076808,2.02588230
-5.02151076,12.32277550,2.53286846,7.99854935,1.10843868,0.76059351,0.01108497,0.91109915,0.02941369,1.91715186
-5.01550775,11.93084409,2.36970006,7.82672720,1.03114324,0.73961634,0.01071341,0.86714524,0.02812331,1.81231340
-5.00950475,11.54477840,2.21303008,7.65271276,0.95639238,0.71899671,0.01038177,0.82481985,0.02690070,1.71172240
-5.00350175,11.16407651,2.06355648,7.47555451,0.88462899,0.69870728,0.01008753,0.78407994,0.02574828,1.61563344
-4.99749875,10.78806240,1.92177212,7.29433363,0.81621227,0.67870816,0.00982724,0.74485274,0.02466717,1.52420245
-4.99149575,10.41595499,1.78797341,7.10821402,0.75141560,0.65894990,0.00959670,0.70704391,0.02365727,1.43749333
-4.98549275,10.04694392,1.66227549,6.91649245,0.69042787,0.63937716,0.00939105,0.67054603,0.02271735,1.35548813
-4.97948974,9.68026804,1.54463281,6.71864607,0.63335792,0.61993281,0.00920496,0.63524698,0.02184522,1.27810010
-4.97348674,9.31529196,1.43486352,6.51437509,0.58024154,0.60056237,0.00903283,0.60103772,0.02103793,1.20518879
-4.96748374,8.95157660,1.33267638,6.30363801,0.53105037,0.58121841,0.00886895,0.56781918,0.02029198,1.13657615
-4.96148074,8.58893983,1.23769851,6.08667778,0.48570208,0.56186490,0.00870770,0.53550795,0.01960363,1.07206283
-4.95547774,8.22750393,1.14950281,5.86403712,0.44407121,0.54248107,0.00854378,0.50404061,0.01896911,1.01144370
-4.94947474,7.86772719,1.06763376,5.63656195,0.40599998,0.52306458,0.00837234,0.47337650,0.01838491,0.95452183
-4.94347174,7.51041820,0.99163064,5.40539259,0.37130868,0.50363399,0.00818912,0.44349901,0.01784803,0.90112020
-4.93746873,7.15673170,0.92104740,5.17194246,0.33980510,0.48423014,0.00799065,0.41441545,0.01735618,0.85109079
-4.93146573,6.80814636,0.85546869,4.93786517,0.31129265,0.46491644,0.00777427,0.38615549,0.01690796,0.80432054
-4.92546273,6.46642536,0.79452191,4.70501079,0.28557710,0.44577801,0.00753822,0.35876863,0.01650298,0.76073417
-4.91945973,6.13356149,0.73788498,4.47537313,0.26247168,0.42691970,0.00728166,0.33232069,0.01614189,0.72029381
-4.91345673,5.81170938,0.68529042,4.25102965,0.24180059,0.40846290,0.00700468,0.30688972,0.01582643,0.68299568
-4.90745373,5.50310774,0.63652573,4.03407648,0.22340100,0.39054146,0.00670822,0.28256159,0.01555924,0.64886417
-4.90145073,5.20999519,0.59143079,3.82656091,0.20712375,0.37329675,0.00639402,0.25942542,0.01534382,0.61794378
-4.89544772,4.93452321,0.54989276,3.63041383,0.19283277,0.35687209,0.00606451,0.23756925,0.01518419,0.59028943
-4.88944472,4.67867024,0.51183914,3.44738485,0.18040373,0.34140683,0.00572272,0.21707600,0.01508468,0.56595589
-4.88344172,4.44416041,0.47722955,3.27898251,0.16972194,0.32703040,0.00537210,0.19801994,0.01504957,0.54498687
-4.87743872,4.23239065,0.44604696,3.12642205,0.16067995,0.31385650,0.00501639,0.18046386,0.01508275,0.52740441
-4.87143572,4.04436915,0.41828875,2.99058264,0.15317488,0.30197786,0.00465953,0.16445684,0.01518735,0.51319926
-4.86543272,3.88066805,0.39395818,2.87197607,0.14710599,0.29146169,0.00430546,0.15003284,0.01536534,0.50232279
-4.85942971,3.74139230,0.37305659,2.77072812,0.14237243,0.28234620,0.00395801,0.13720997,0.01561728,0.49468079
-4.85342671,3.62616625,0.35557663,2.68657343,0.13887146,0.27463834,0.00362083,0.12599039,0.01594199,0.49012958
-4.84742371,3.53413851,0.34149657,2.61886445,0.13649714,0.26831280,0.00329724,0.11636086,0.01633633,0.48847470
-4.84142071,3.46400504,0.33077596,2.56659399,0.13513970,0.26331254,0.00299019,0.10829374,0.01679510,0.48947206
-4.83541771,3.41404958,0.32335241,2.52843087,0.13468543,0.25955070,0.00270220,0.10174840,0.01731103,0.49283181
-4.82941471,3.38219965,0.31913949,2.50276716,0.13501723,0.25691385,0.00243535,0.09667290,0.01787476,0.49822447
-4.82341171,3.36609588,0.31802567,2.48777529,0.13601553,0.25526656,0.00219123,0.09300575,0.01847510,0.50528910
-4.81740870,3.36317148,0.31987397,2.48147270,0.13755981,0.25445689,0.00197098,0.09067780,0.01909924,0.51364315
-4.81140570,3.37073852,0.32452226,2.48179133,0.13953024,0.25432270,0.00177531,0.08961405,0.01973309,0.52289344
-4.80540270,3.38607717,0.33178399,2.48664915,0.14180964,0.25469841,0.00160450,0.08973524,0.02036173,0.53264768
-4.79939970,3.40652382,0.34144915,2.49402054,0.14428535,0.25542190,0.00145848,0.09095932,0.02096986,0.54252602
-4.79339670,3.42955435,0.35328540,2.50200258,0.14685116,0.25634112,0.00133688,0.09320264,0.02154228,0.55217200
-4.78739370,3.45285871,0.36703933,2.50887441,0.14940890,0.25732017,0.00123904,0.09638079,0.02206445,0.56126239
-4.78139070,3.47440363,0.38243769,2.51314706,0.15186984,0.25824453,0.00116407,0.10040923,0.02252290,0.56951540
-4.77538769,3.49248084,0.39918881,2.51360173,0.15415569,0.25902502,0.00111092,0.10520357,0.02290572,0.57669699
-4.76938469,3.50573890,0.41698413,2.50931489,0.15619922,0.25960047,0.00107837,0.11067959,0.02320290,0.58262485
-4.76338169,3.51319759,0.43550012,2.49966949,0.15794448,0.25993884,0.00106509,0.11675312,0.02340666,0.58717009
-4.75737869,3.51424480,0.45440046,2.48435207,0.15934659,0.26003672,0.00106964,0.12333959,0.02351160,0.59025650
-4.75137569,3.50861663,0.47333893,2.46333620,0.16037121,0.25991732,0.00109052,0.13035367,0.02351481,0.59185760
-4.74537269,3.49636253,0.49196288,2.43685384,0.16099371,0.25962693,0.00112612,0.13770867,0.02341589,0.59199160
-4.73936968,3.47779768,0.50991738,2.40535605,0.16119817,0.25923021,0.00117480,0.14531615,0.02321678,0.59071482
-4.73336668,3.45344587,0.52685026,2.36946589,0.16097615,0.25880437,0.00123481,0.15308546,0.02292158,0.58811378
-4.72736368,3.42397624,0.54241773,2.32992594,0.16032554,0.25843276,0.00130435,0.16092353,0.02253629,0.58429656
-4.72136068,3.39013767,0.55629070,2.28754354,0.15924932,0.25819803,0.00138154,0.16873483,0.02206845,0.57938395
-4.71535768,3.35269449,0.56816149,2.24313677,0.15775451,0.25817546,0.00146444,0.17642157,0.02152674,0.57350077
-4.70935468,3.31236707,0.57775078,2.19748400,0.15585125,0.25842661,0.00155107,0.18388415,0.02092065,0.56676788
-4.70335168,3.26978035,0.58481446,2.15127959,0.15355206,0.25899382,0.00163937,0.19102194,0.02026003,0.55929539
-4.69734867,3.22542298,0.58915007,2.10509787,0.15087127,0.25989575,0.00172730,0.19773430,0.01955477,0.55117708
-4.69134567,3.17961876,0.59060257,2.05936701,0.14782475,0.26112431,0.00181279,0.20392188,0.01881443,0.54248660
-4.68534267,3.13251151,0.58906904,2.01435375,0.14442972,0.26264309,0.00189383,0.20948816,0.01804805,0.53327530
-4.67933967,3.08406369,0.58450206,1.97015922,0.14070477,0.26438740,0.00196847,0.21434116,0.01726386,0.52357179
-4.67333667,3.03406800,0.57691161,1.92672567,0.13666999,0.26626594,0.00203490,0.21839530,0.01646921,0.51338322
-4.66733367,2.98217096,0.56636518,1.88385297,0.13234712,0.26816399,0.00209146,0.22157334,0.01567044,0.50269795
-4.66133067,2.92790622,0.55298622,1.84122365,0.12775978,0.26994796,0.00213667,0.22380827,0.01487293,0.49148945
-4.65532766,2.87073559,0.53695081,1.79843444,0.12293362,0.27147111,0.00216934,0.22504516,0.01408111,0.47972116
-4.64932466,2.81009468,0.51848267,1.75503230,0.11789647,0.27258002,0.00218851,0.22524280,0.01329856,0.46735187
-4.64332166,2.74544071,0.49784682,1.71055262,0.11267829,0.27312161,0.00219355,0.22437516,0.01252813,0.45434141
