energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.72386193,1.17619119,0.42572759,0.00000000,0.00841877,0.26561611,0.78916500,0.33483236,0.00793407,0.30987395
-5.71785893,1.21316349,0.44188847,0.00000000,0.00832687,0.27023736,0.80158085,0.35281697,0.00824563,0.32036849
-5.71185593,1.25265304,0.45972711,0.00000000,0.00822594,0.27478727,0.81481662,0.37173449,0.00855478,0.33241372
-5.70585293,1.29491961,0.47936396,0.00000000,0.00811699,0.27937432,0.82914502,0.39155312,0.00885945,0.34617276
-5.69984992,1.34018537,0.50089863,0.00000000,0.00800067,0.28411442,0.84482412,0.41222089,0.00915749,0.36179631
-5.69384692,1.38862649,0.52440616,0.00000000,0.00787725,0.28912746,0.86209013,0.43366524,0.00944676,0.37941819
-5.68784392,1.44036608,0.54993376,0.00000000,0.00774677,0.29453369,0.88115074,0.45579334,0.00972519,0.39915096
-5.68184092,1.49546828,0.57749785,0.00000000,0.00760913,0.30044975,0.90217878,0.47849327,0.00999089,0.42108176
-5.67583792,1.55393320,0.60708116,0.00000000,0.00746421,0.30698455,0.92530619,0.50163581,0.01024218,0.44526804
-5.66983492,1.61569264,0.63863009,0.00000000,0.00731203,0.31423508,0.95061826,0.52507671,0.01047773,0.47173347
-5.66383192,1.68060627,0.67205199,0.00000000,0.00715289,0.32228220,0.97814801,0.54865939,0.01069656,0.50046388
-5.65782891,1.74845832,0.70721262,0.00000000,0.00698749,0.33118649,1.00787091,0.57221775,0.01089805,0.53140334
-5.65182591,1.81895481,0.74393380,0.00000000,0.00681708,0.34098441,1.03970000,0.59557918,0.01108202,0.56445066
-5.64582291,1.89172157,0.78199142,0.00000000,0.00664355,0.35168493,1.07348169,0.61856746,0.01124864,0.59945644
-5.63981991,1.96630335,0.82111416,0.00000000,0.00646954,0.36326666,1.10899256,0.64100563,0.01139846,0.63622099
-5.63381691,2.04216465,0.86098313,0.00000000,0.00629846,0.37567590,1.14593762,0.66271882,0.01153232,0.67449346
-5.62781391,2.11869266,0.90123280,0.00000000,0.00613457,0.38882552,1.18395028,0.68353695,0.01165127,0.71397251
-5.62181091,2.19520310,0.94145358,0.00000000,0.00598294,0.40259511,1.22259472,0.70329758,0.01175655,0.75430879
-5.61580790,2.27094944,0.98119629,0.00000000,0.00584950,0.41683228,1.26137075,0.72184879,0.01184949,0.79510965
-5.60980490,2.34513594,1.01997878,0.00000000,0.00574090,0.43135536,1.29972165,0.73905242,0.01193144,0.83594602
-5.60380190,2.41693496,1.05729482,0.00000000,0.00566455,0.44595742,1.33704506,0.75478758,0.01200370,0.87636181
-5.59779890,2.48550834,1.09262523,0.00000000,0.00562845,0.46041161,1.37270678,0.76895469,0.01206754,0.91588555
-5.59179590,2.55003286,1.12545102,0.00000000,0.00564110,0.47447764,1.40605748,0.78147999,0.01212411,0.95404420
-5.58579290,2.60972896,1.15526833,0.00000000,0.00571141,0.48790928,1.43645163,0.79232050,0.01217452,0.99037866
-5.57978989,2.66389199,1.18160460,0.00000000,0.00584847,0.50046252,1.46326818,0.80146937,0.01221978,1.02446048
-5.57378689,2.71192458,1.20403529,0.00000000,0.00606144,0.51190411,1.48593212,0.80896141,0.01226091,1.05590907
-5.56778389,2.75336873,1.22220055,0.00000000,0.00635931,0.52202011,1.50393597,0.81487848,0.01229896,1.08440870
-5.56178089,2.78793586,1.23582082,0.00000000,0.00675071,0.53062396,1.51686014,0.81935451,0.01233507,1.10972429
-5.55577789,2.81553300,1.24471076,0.00000000,0.00724364,0.53756386,1.52439116,0.82257963,0.01237054,1.13171520
-5.54977489,2.83628335,1.24879037,0.00000000,0.00784522,0.54272881,1.52633670,0.82480302,0.01240688,1.15034613
-5.54377189,2.85053938,1.24809287,0.00000000,0.00856142,0.54605320,1.52263648,0.82633399,0.01244584,1.16569436
-5.53776888,2.85888726,1.24276852,0.00000000,0.00939675,0.54751960,1.51336843,0.82754095,0.01248939,1.17795263
-5.53176588,2.86214136,1.23308404,0.00000000,0.01035398,0.54715952,1.49874946,0.82884775,0.01253978,1.18742725
-5.52576288,2.86132827,1.21941732,0.00000000,0.01143384,0.54505214,1.47913078,0.83072724,0.01259941,1.19453119
-5.51975988,2.85766018,1.20224755,0.00000000,0.01263473,0.54132101,1.45498758,0.83369185,0.01267078,1.19977211
-5.51375688,2.85249816,1.18214087,0.00000000,0.01395253,0.53612879,1.42690380,0.83828118,0.01275640,1.20373563
-5.50775388,2.84730632,1.15973217,0.00000000,0.01538035,0.52967040,1.39555220,0.84504674,0.01285862,1.20706437
-5.50175088,2.84359841,1.13570363,0.00000000,0.01690843,0.52216476,1.36167094,0.85453423,0.01297949,1.21043341
-5.49574787,2.84287893,1.11076095,0.00000000,0.01852407,0.51384564,1.32603756,0.86726386,0.01312059,1.21452333
-5.48974487,2.84658123,1.08560825,0.00000000,0.02021166,0.50495189,1.28944165,0.88370935,0.01328288,1.21999174
-5.48374187,2.85600523,1.06092275,0.00000000,0.02195279,0.49571779,1.25265740,0.90427650,0.01346655,1.22744478
-5.47773887,2.87225772,1.03733040,0.00000000,0.02372652,0.48636374,1.21641739,0.92928217,0.01367086,1.23740961
-5.47173587,2.89619800,1.01538351,0.00000000,0.02550966,0.47708776,1.18138871,0.95893476,0.01389412,1.25030940
-5.46573287,2.92839164,0.99554139,0.00000000,0.02727727,0.46805835,1.14815245,0.99331711,0.01413355,1.26644186
-5.45972986,2.96907467,0.97815486,0.00000000,0.02900314,0.45940886,1.11718749,1.03237289,0.01438537,1.28596248
-5.45372686,3.01813029,0.96345541,0.00000000,0.03066043,0.45123361,1.08885909,1.07589724,0.01464481,1.30887323
-5.44772386,3.07507936,0.95154929,0.00000000,0.03222232,0.44358599,1.06341268,1.12353257,0.01490622,1.33501738
-5.44172086,3.13908577,0.94241698,0.00000000,0.03366273,0.43647849,1.04097291,1.17476987,0.01516327,1.36408084
-5.43571786,3.20897654,0.93591784,0.00000000,0.03495700,0.42988458,1.02154779,1.22895609,0.01540913,1.39560003
-5.42971486,3.28327645,0.93179985,0.00000000,0.03608263,0.42374243,1.00503749,1.28530732,0.01563673,1.42897608
-5.42371186,3.36025567,0.92971380,0.00000000,0.03701991,0.41795998,0.99124723,1.34292795,0.01583905,1.46349478
-5.41770885,3.43798897,0.92923148,0.00000000,0.03775245,0.41242136,0.97990336,1.40083486,0.01600941,1.49835160
-5.41170585,3.51442387,0.92986676,0.00000000,0.03826772,0.40699412,0.97067192,1.45798623,0.01614173,1.53268080
-5.40570285,3.58745509,0.93109892,0.00000000,0.03855738,0.40153698,0.96317858,1.51331370,0.01623086,1.56558725
-5.39969985,3.65500227,0.93239691,0.00000000,0.03861748,0.39590777,0.95702908,1.56575672,0.01627280,1.59617992
-5.39369685,3.71508768,0.93324371,0.00000000,0.03844860,0.38997110,0.95182933,1.61429777,0.01626489,1.62360553
-5.38769385,3.76591076,0.93315969,0.00000000,0.03805574,0.38360559,0.94720416,1.65799690,0.01620601,1.64708097
-5.38169085,3.80591634,0.93172397,0.00000000,0.03744815,0.37671020,0.94281429,1.69602420,0.01609662,1.66592328
-5.37568784,3.83385386,0.92859297,0.00000000,0.03663900,0.36920965,0.93837060,1.72768879,0.01593884,1.67957585
-5.36968484,3.84882515,0.92351546,0.00000000,0.03564496,0.36105847,0.93364570,1.75246305,0.01573634,1.68762999
-5.36368184,3.85031897,0.91634353,0.00000000,0.03448563,0.35224392,0.92848214,1.77000111,0.01549432,1.68984087
-5.35767884,3.83823110,0.90703911,0.00000000,0.03318301,0.34278742,0.92279748,1.78015075,0.01521922,1.68613745
-5.35167584,3.81286931,0.89567597,0.00000000,0.03176079,0.33274470,0.91658601,1.78295831,0.01491859,1.67662589
-5.34567284,3.77494340,0.88243713,0.00000000,0.03024373,0.32220467,0.90991752,1.77866645,0.01460079,1.66158664
-5.33966983,3.72554096,0.86760787,0.00000000,0.02865701,0.31128716,0.90293309,1.76770485,0.01427463,1.64146523
-5.33366683,3.66609010,0.85156489,0.00000000,0.02702555,0.30013960,0.89583855,1.75067450,0.01394912,1.61685745
-5.32766383,3.59831112,0.83476192,0.00000000,0.02537351,0.28893299,0.88889573,1.72832625,0.01363311,1.58848943
-5.32166083,3.52415907,0.81771263,0.00000000,0.02372370,0.27785713,0.88241213,1.70153470,0.01333496,1.55719364
-5.31565783,3.44575998,0.80097136,0.00000000,0.02209720,0.26711549,0.87672921,1.67126852,0.01306227,1.52388185
-5.30965483,3.36534307,0.78511267,0.00000000,0.02051299,0.25691988,0.87220999,1.63855866,0.01282163,1.48951588
-5.30365183,3.28517183,0.77071026,0.00000000,0.01898767,0.24748505,0.86922612,1.60446565,0.01261842,1.45507768
-5.29764882,3.20747638,0.75831625,0.00000000,0.01753534,0.23902340,0.86814491,1.57004723,0.01245663,1.42153940
-5.29164582,3.13438941,0.74844142,0.00000000,0.01616746,0.23174000,0.86931665,1.53632775,0.01233884,1.38983484
-5.28564282,3.06788779,0.74153717,0.00000000,0.01489293,0.22582797,0.87306249,1.50427001,0.01226617,1.36083290
-5.27963982,3.00974143,0.73797970,0.00000000,0.01371812,0.22146427,0.87966313,1.47475075,0.01223831,1.33531401
-5.27363682,2.96147051,0.73805692,0.00000000,0.01264701,0.21880606,0.88934864,1.44854009,0.01225366,1.31395010
-5.26763382,2.92431208,0.74195852,0.00000000,0.01168140,0.21798751,0.90228947,1.42628555,0.01230945,1.29728851
-5.26163082,2.89919611,0.74976925,0.00000000,0.01082118,0.21911710,0.91858897,1.40850061,0.01240197,1.28574008
-5.25562781,2.88673116,0.76146577,0.00000000,0.01006451,0.22227547,0.93827746,1.39555789,0.01252675,1.27957166
-5.24962481,2.88719914,0.77691681,0.00000000,0.00940814,0.22751366,0.96130799,1.38768659,0.01267883,1.27890281
-5.24362181,2.90055854,0.79588671,0.00000000,0.00884769,0.23485168,0.98755395,1.38497392,0.01285297,1.28370658
-5.23761881,2.92645531,0.81804193,0.00000000,0.00837789,0.24427755,1.01680842,1.38736997,0.01304390,1.29381404
-5.23161581,2.96424019,0.84296041,0.00000000,0.00799281,0.25574652,1.04878550,1.39469545,0.01324648,1.30892214
-5.22561281,3.01299169,0.87014314,0.00000000,0.00768609,0.26918067,1.08312342,1.40665181,0.01345590,1.32860446
-5.21960980,3.07154338,0.89902772,0.00000000,0.00745112,0.28446876,1.11938954,1.42283318,0.01366777,1.35232439
-5.21360680,3.13851462,0.92900318,0.00000000,0.00728117,0.30146639,1.15708699,1.44273961,0.01387819,1.37945008
-5.20760380,3.21234388,0.95942570,0.00000000,0.00716952,0.31999649,1.19566301,1.46579129,0.01408379,1.40927091
-5.20160080,3.29132369,0.98963474,0.00000000,0.00710951,0.33985028,1.23451862,1.49134336,0.01428171,1.44101482
-5.19559780,3.37363673,1.01896887,0.00000000,0.00709460,0.36078869,1.27301961,1.51870112,0.01446948,1.47386612
-5.18959480,3.45739250,1.04678115,0.00000000,0.00711838,0.38254431,1.31050855,1.54713539,0.01464500,1.50698346
-5.18359180,3.54066415,1.07245339,0.00000000,0.00717455,0.40482406,1.34631751,1.57589813,0.01480637,1.53951758
-5.17758879,3.62152520,1.09540917,0.00000000,0.00725696,0.42731257,1.37978128,1.60423799,0.01495177,1.57062858
-5.17158579,3.69808577,1.11512513,0.00000000,0.00735952,0.44967632,1.41025088,1.63141589,0.01507934,1.59950245
-5.16558279,3.76852821,1.13114067,0.00000000,0.00747625,0.47156861,1.43710686,1.65672057,0.01518707,1.62536668
-5.15957979,3.83114166,1.14306554,0.00000000,0.00760124,0.49263525,1.45977235,1.67948389,0.01527269,1.64750479
-5.15357679,3.88435524,1.15058567,0.00000000,0.00772864,0.51252108,1.47772537,1.69909574,0.01533367,1.66526962
-5.14757379,3.92676938,1.15346697,0.00000000,0.00785275,0.53087696,1.49051018,1.71501825,0.01536716,1.67809520
-5.14157079,3.95718469,1.15155732,0.00000000,0.00796800,0.54736727,1.49774753,1.72679910,0.01537002,1.68550702
-5.13556778,3.97462763,1.14478684,0.00000000,0.00806905,0.56167764,1.49914329,1.73408329,0.01533895,1.68713072
-5.12956478,3.97837236,1.13316649,0.00000000,0.00815086,0.57352265,1.49449552,1.73662303,0.01527054,1.68269879
-5.12356178,3.96795769,1.11678526,0.00000000,0.00820881,0.58265322,1.48369959,1.73428521,0.01516144,1.67205531
-5.11755878,3.94319857,1.09580605,0.00000000,0.00823879,0.58886343,1.46675122,1.72705597,0.01500854,1.65515848
-5.11155578,3.90419118,1.07046038,0.00000000,0.00823728,0.59199648,1.44374742,1.71504189,0.01480914,1.63208086
-5.10555278,3.85131108,1.04104213,0.00000000,0.00820152,0.59194954,1.41488512,1.69846739,0.01456111,1.60300713
-5.09954977,3.78520392,1.00790039,0.00000000,0.00812955,0.58867714,1.38045755,1.67766817,0.01426308,1.56822945
-5.09354677,3.70676859,0.97143168,0.00000000,0.00802030,0.58219312,1.34084840,1.65308066,0.01391458,1.52814024
-5.08754377,3.61713292,0.93207152,0.00000000,0.00787367,0.57257082,1.29652391,1.62522742,0.01351611,1.48322264
-5.08154077,3.51762232,0.89028559,0.00000000,0.00769052,0.55994159,1.24802302,1.59469903,0.01306927,1.43403869
-5.07553777,3.40972230,0.84656072,0.00000000,0.00747268,0.54449154,1.19594589,1.56213292,0.01257672,1.38121558
-5.06953477,3.29503591,0.80139560,0.00000000,0.00722293,0.52645677,1.14094103,1.52818988,0.01204218,1.32543026
-5.06353177,3.17523771,0.75529170,0.00000000,0.00694495,0.50611710,1.08369156,1.49352922,0.01147035,1.26739291
-5.05752876,3.05202569,0.70874433,0.00000000,0.00664320,0.48378862,1.02490084,1.45878363,0.01086678,1.20782973
-5.05152576,2.92707341,0.66223418,0.00000000,0.00632283,0.45981533,0.96527802,1.42453494,0.01023774,1.14746564
-5.04552276,2.80198387,0.61621943,0.00000000,0.00598955,0.43456019,0.90552393,1.39129178,0.00959000,1.08700753
-5.03951976,2.67824726,0.57112864,0.00000000,0.00564949,0.40839592,0.84631771,1.35947052,0.00893067,1.02712846
-5.03351676,2.55720433,0.52735463,0.00000000,0.00530906,0.38169587,0.78830457,1.32938020,0.00826696,0.96845366
-5.02751376,2.44001660,0.48524938,0.00000000,0.00497478,0.35482529,0.73208509,1.30121253,0.00760596,0.91154844
-5.02151076,2.32764490,0.44512015,0.00000000,0.00465315,0.32813336,0.67820611,1.27503735,0.00695450,0.85690867
-5.01550775,2.22083665,0.40722680,0.00000000,0.00435050,0.30194601,0.62715366,1.25080389,0.00631891,0.80495397
-5.00950475,2.12012230,0.37178039,0.00000000,0.00407288,0.27656002,0.57934774,1.22834795,0.00570490,0.75602366
-5.00350175,2.02582069,0.33894294,0.00000000,0.00382590,0.25223823,0.53513905,1.20740442,0.00511745,0.71037561
-4.99749875,1.93805257,0.30882835,0.00000000,0.00361466,0.22920615,0.49480764,1.18762477,0.00456071,0.66818771
-4.99149575,1.85676126,0.28150433,0.00000000,0.00344365,0.20764977,0.45856306,1.16859843,0.00403795,0.62956165
-4.98549275,1.78173891,0.25699510,0.00000000,0.00331666,0.18771472,0.42654606,1.14987703,0.00355156,0.59452875
-4.97948974,1.71265681,0.23528486,0.00000000,0.00323673,0.16950644,0.39883125,1.13100016,0.00310307,0.56305728
-4.97348674,1.64909772,0.21632162,0.00000000,0.00320606,0.15309150,0.37543069,1.11152135,0.00269318,0.53506072
-4.96748374,1.59058855,0.20002139,0.00000000,0.00322599,0.13849957,0.35629798,1.09103293,0.00232184,0.51040660
-4.96148074,1.53663152,0.18627240,0.00000000,0.00329696,0.12572621,0.34133255,1.06918832,0.00198833,0.48892527
-4.95547774,1.48673222,0.17493940,0.00000000,0.00341844,0.11473606,0.33038412,1.04572091,0.00169136,0.47041827
-4.94947474,1.44042341,0.16586764,0.00000000,0.00358898,0.10546635,0.32325693,1.02045830,0.00142919,0.45466593
-4.94347174,1.39728353,0.15888673,0.00000000,0.00380613,0.09783062,0.31971392,0.99333156,0.00119971,0.44143393
-4.93746873,1.35694947,0.15381419,0.00000000,0.00406648,0.09172244,0.31948067,0.96437893,0.00100057,0.43047878
-4.93146573,1.31912348,0.15045872,0.00000000,0.00436571,0.08701911,0.32224923,0.93374408,0.00082925,0.42155209
-4.92546273,1.28357450,0.14862322,0.00000000,0.00469856,0.08358526,0.32768196,0.90166911,0.00068318,0.41440382
-4.91945973,1.25013453,0.14810769,0.00000000,0.00505896,0.08127628,0.33541552,0.86848290,0.00055979,0.40878461
-4.91345673,1.21869099,0.14871190,0.00000000,0.00544010,0.07994156,0.34506514,0.83458556,0.00045661,0.40444749
-4.90745373,1.18917607,0.15023818,0.00000000,0.00583454,0.07942756,0.35622943,0.80042995,0.00037128,0.40114920
-4.90145073,1.16155446,0.15249415,0.00000000,0.00623435,0.07958074,0.36849571,0.76650137,0.00030161,0.39865141
-4.89544772,1.13581049,0.15529555,0.00000000,0.00663128,0.08025024,0.38144610,0.73329649,0.00024566,0.39672211
-4.88944472,1.11193594,0.15846922,0.00000000,0.00701694,0.08129050,0.39466425,0.70130266,0.00020165,0.39513729
-4.88344172,1.08991946,0.16185613,0.00000000,0.00738305,0.08256364,0.40774280,0.67097869,0.00016811,0.39368327
-4.87743872,1.06973836,0.16531450,0.00000000,0.00772158,0.08394168,0.42029124,0.64273782,0.00014375,0.39215941
-4.87143572,1.05135335,0.16872287,0.00000000,0.00802503,0.08530865,0.43194414,0.61693378,0.00012755,0.39038147
-4.86543272,1.03470631,0.17198296,0.00000000,0.00828663,0.08656236,0.44236938,0.59385033,0.00011874,0.38818529
-4.85942971,1.01972117,0.17502228,0.00000000,0.00850053,0.08761596,0.45127601,0.57369455,0.00011674,0.38543074
-4.85342671,1.00630757,0.17779625,0.00000000,0.00866197,0.08839924,0.45842154,0.55659401,0.00012119,0.38200566
-4.84742371,0.99436665,0.18028961,0.00000000,0.00876747,0.08885946,0.46361809,0.54259764,0.00013194,0.37782936
-4.84142071,0.98379846,0.18251715,0.00000000,0.00881488,0.08896186,0.46673717,0.53167986,0.00014898,0.37285571
-4.83541771,0.97451005,0.18452332,0.00000000,0.00880347,0.08868969,0.46771283,0.52374763,0.00017248,0.36707513
-4.82941471,0.96642346,0.18638094,0.00000000,0.00873397,0.08804377,0.46654282,0.51864966,0.00020272,0.36051564
-4.82341171,0.95948279,0.18818868,0.00000000,0.00860847,0.08704159,0.46328771,0.51618715,0.00024010,0.35324245
-4.81740870,0.95365964,0.19006745,0.00000000,0.00843041,0.08571593,0.45806791,0.51612532,0.00028507,0.34535619
-4.81140570,0.94895628,0.19215573,0.00000000,0.00820437,0.08411301,0.45105854,0.51820504,0.00033816,0.33698972
-4.80540270,0.94540629,0.19460384,0.00000000,0.00793598,0.08229035,0.44248248,0.52215385,0.00039987,0.32830349
-4.79939970,0.94307221,0.19756751,0.00000000,0.00763166,0.08031419,0.43260169,0.52769589,0.00047073,0.31947970
-4.79339670,0.94204051,0.20120077,0.00000000,0.00729843,0.07825679,0.42170723,0.53456022,0.00055118,0.31071548
-4.78739370,0.94241390,0.20564864,0.00000000,0.00694363,0.07619356,0.41010830,0.54248730,0.00064159,0.30221529
-4.78139070,0.94430148,0.21103968,0.00000000,0.00657472,0.07420017,0.39812087,0.55123340,0.00074221,0.29418305
-4.77538769,0.94780735,0.21747894,0.00000000,0.00619900,0.07234972,0.38605625,0.56057303,0.00085313,0.28681421
-4.76938469,0.95301838,0.22504156,0.00000000,0.00582343,0.07071019,0.37421011,0.57029940,0.00097425,0.28028815
-4.76338169,0.95999196,0.23376728,0.00000000,0.00545440,0.06934211,0.36285246,0.58022340,0.00110529,0.27476144
-4.75737869,0.96874464,0.24365622,0.00000000,0.00509757,0.06829662,0.35221886,0.59017115,0.00124571,0.27036202
-4.75137569,0.97924231,0.25466624,0.00000000,0.00475776,0.06761399,0.34250333,0.59998095,0.00139474,0.26718482
-4.74537269,0.99139294,0.26671182,0.00000000,0.00443884,0.06732267,0.33385315,0.60949974,0.00155138,0.26528874
-4.73936968,1.00504221,0.27966495,0.00000000,0.00414367,0.06743875,0.32636574,0.61857979,0.00171440,0.26469545
-4.73336668,1.01997272,0.29335768,0.00000000,0.00387413,0.06796608,0.32008771,0.62707601,0.00188232,0.26538973
-4.72736368,1.03590685,0.30758653,0.00000000,0.00363109,0.06889676,0.31501600,0.63484416,0.00205350,0.26732153
-4.72136068,1.05251342,0.32211860,0.00000000,0.00341455,0.07021218,0.31110118,0.64174037,0.00222615,0.27040941
-4.71535768,1.06941786,0.33669898,0.00000000,0.00322365,0.07188435,0.30825243,0.64762200,0.00239835,0.27454544
-4.70935468,1.08621553,0.35105940,0.00000000,0.00305682,0.07387764,0.30634429,0.65235001,0.00256818,0.27960094
-4.70335168,1.10248744,0.36492758,0.00000000,0.00291193,0.07615067,0.30522445,0.65579260,0.00273369,0.28543313
-4.69734867,1.11781776,0.37803701,0.00000000,0.00278640,0.07865831,0.30472264,0.65783005,0.00289303,0.29189202
-4.69134567,1.13181199,0.39013654,0.00000000,0.00267736,0.08135371,0.30465980,0.65836026,0.00304451,0.29882739
-4.68534267,1.14411505,0.40099960,0.00000000,0.00258177,0.08419025,0.30485744,0.65730484,0.00318663,0.30609545
-4.67933967,1.15442806,0.41043242,0.00000000,0.00249658,0.08712328,0.30514666,0.65461504,0.00331817,0.31356489
-4.67333667,1.16252311,0.41828098,0.00000000,0.00241885,0.09011164,0.30537643,0.65027729,0.00343822,0.32112206
-4.66733367,1.16825514,0.42443629,0.00000000,0.00234583,0.09311883,0.30542089,0.64431774,0.00354625,0.32867501
-4.66133067,1.17157024,0.42883799,0.00000000,0.00227508,0.09611384,0.30518535,0.63680564,0.00364208,0.33615635
-4.65532766,1.17251009,0.43147576,0.00000000,0.00220450,0.09907161,0.30461080,0.62785496,0.00372594,0.34352480
-4.64932466,1.17121214,0.43238890,0.00000000,0.00213240,0.10197314,0.30367683,0.61762439,0.00379846,0.35076544
-4.64332166,1.16790585,0.43166385,0.00000000,0.00205753,0.10480517,0.30240287,0.60631536,0.00386061,0.35788883
