energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.68184092,1.69089542,0.20217396,0.00959376,0.20567708,0.42195158,0.35584342,0.01483899,0.91446856
-5.67583792,1.68159526,0.19940978,0.00996374,0.20034812,0.42081241,0.35567023,0.01518437,0.90913594
-5.66983492,1.67838116,0.19728607,0.01033205,0.19482436,0.42051782,0.35758552,0.01558386,0.90737785
-5.66383192,1.68161331,0.19588069,0.01069595,0.18915892,0.42102174,0.36173085,0.01603522,0.90935693
-5.65782891,1.69157555,0.19525732,0.01105252,0.18340708,0.42226683,0.36822376,0.01653571,0.91518876
-5.65182591,1.70845568,0.19546214,0.01139876,0.17762487,0.42418453,0.37715038,0.01708196,0.92493228
-5.64582291,1.73232726,0.19652104,0.01173170,0.17186788,0.42669565,0.38855837,0.01766988,0.93858115
-5.63981991,1.76313368,0.19843763,0.01204842,0.16619010,0.42971146,0.40245052,0.01829467,0.95605623
-5.63381691,1.80067504,0.20119197,0.01234621,0.16064291,0.43313507,0.41877925,0.01895073,0.97719972
-5.62781391,1.84459849,0.20474005,0.01262260,0.15527423,0.43686309,0.43744233,0.01963165,1.00177107
-5.62181091,1.89439280,0.20901412,0.01287546,0.15012772,0.44078753,0.45828023,0.02033023,1.02944505
-5.61580790,1.94938772,0.21392376,0.01310311,0.14524207,0.44479781,0.48107528,0.02103853,1.05981239
-5.60980490,2.00875858,0.21935763,0.01330431,0.14065053,0.44878289,0.50555281,0.02174795,1.09238310
-5.60380190,2.07153671,0.22518599,0.01347838,0.13638045,0.45263347,0.53138465,0.02244935,1.12659277
-5.59779890,2.13662586,0.23126384,0.01362524,0.13245306,0.45624435,0.55819482,0.02313322,1.16181193
-5.59179590,2.20282458,0.23743455,0.01374546,0.12888340,0.45951690,0.58556761,0.02378986,1.19735854
-5.58579290,2.26885439,0.24353398,0.01384030,0.12568043,0.46236157,0.61305772,0.02440968,1.23251331
-5.57978989,2.33339316,0.24939498,0.01391177,0.12284739,0.46470070,0.64020245,0.02498343,1.26653774
-5.57378689,2.39511280,0.25485203,0.01396264,0.12038230,0.46647123,0.66653529,0.02550253,1.29869430
-5.56778389,2.45272002,0.25974596,0.01399649,0.11827877,0.46762758,0.69160074,0.02595937,1.32826809
-5.56178089,2.50499875,0.26392865,0.01401772,0.11652685,0.46814441,0.71496953,0.02634764,1.35458925
-5.55577789,2.55085232,0.26726739,0.01403156,0.11511413,0.46801910,0.73625378,0.02666264,1.37705520
-5.54977489,2.58934365,0.26964889,0.01404402,0.11402685,0.46727400,0.75512132,0.02690153,1.39515169
-5.54377189,2.61973134,0.27098268,0.01406190,0.11325107,0.46595789,0.77130852,0.02706357,1.40847160
-5.53776888,2.64149980,0.27120385,0.01409264,0.11277372,0.46414682,0.78463090,0.02715025,1.41673055
-5.53176588,2.65438161,0.27027494,0.01414425,0.11258353,0.46194386,0.79499105,0.02716540,1.41977842
-5.52576288,2.65837068,0.26818690,0.01422511,0.11267177,0.45947773,0.80238325,0.02711512,1.41760594
-5.51975988,2.65372503,0.26495911,0.01434379,0.11303263,0.45690012,0.80689453,0.02700769,1.41034588
-5.51375688,2.64095878,0.26063842,0.01450876,0.11366331,0.45438175,0.80870190,0.02685337,1.39826860
-5.50775388,2.62082308,0.25529719,0.01472813,0.11456367,0.45210704,0.80806588,0.02666403,1.38177182
-5.50175088,2.59427664,0.24903056,0.01500928,0.11573557,0.45026764,0.80532044,0.02645275,1.36136509
-5.49574787,2.56244701,0.24195281,0.01535855,0.11718178,0.44905495,0.80085966,0.02623339,1.33764943
-5.48974487,2.52658415,0.23419325,0.01578083,0.11890463,0.44865198,0.79512192,0.02601995,1.31129308
-5.48374187,2.48800843,0.22589159,0.01627927,0.12090437,0.44922484,0.78857193,0.02582610,1.28300448
-5.47773887,2.44805550,0.21719309,0.01685488,0.12317747,0.45091436,0.78168180,0.02566450,1.25350373
-5.47173587,2.40802072,0.20824370,0.01750632,0.12571487,0.45382825,0.77491167,0.02554634,1.22349389
-5.46573287,2.36910571,0.19918534,0.01822964,0.12850035,0.45803422,0.76869103,0.02548073,1.19363358
-5.45972986,2.33236977,0.19015161,0.01901816,0.13150922,0.46355460,0.76340143,0.02547434,1.16451210
-5.45372686,2.29868843,0.18126396,0.01986244,0.13470726,0.47036274,0.75936141,0.02553102,1.13662839
-5.44772386,2.26872112,0.17262859,0.02075037,0.13805030,0.47838144,0.75681429,0.02565162,1.11037472
-5.44172086,2.24288944,0.16433418,0.02166732,0.14148427,0.48748375,0.75591941,0.02583384,1.08602579
-5.43571786,2.22136680,0.15645030,0.02259649,0.14494582,0.49749601,0.75674693,0.02607233,1.06373382
-5.42971486,2.20407984,0.14902691,0.02351926,0.14836367,0.50820315,0.75927661,0.02635883,1.04352951
-5.42371186,2.19072116,0.14209448,0.02441577,0.15166042,0.51935603,0.76340035,0.02668246,1.02532869
-5.41770885,2.18077244,0.13566500,0.02526542,0.15475491,0.53068047,0.76892822,0.02703019,1.00894421
-5.41170585,2.17353634,0.12973363,0.02604760,0.15756498,0.54188746,0.77559778,0.02738727,0.99410212
-5.40570285,2.16817549,0.12428089,0.02674226,0.16001041,0.55268418,0.78308595,0.02773786,0.98046120
-5.39969985,2.16375616,0.11927520,0.02733064,0.16201605,0.56278515,0.79102294,0.02806560,0.96763469
-5.39369685,2.15929430,0.11467576,0.02779592,0.16351479,0.57192288,0.79900750,0.02835428,0.95521290
-5.38769385,2.15380161,0.11043542,0.02812372,0.16445027,0.57985769,0.80662271,0.02858839,0.94278561
-5.38169085,2.14632939,0.10650349,0.02830270,0.16477927,0.58638592,0.81345177,0.02875375,0.92996299
-5.37568784,2.13600805,0.10282846,0.02832486,0.16447346,0.59134638,0.81909295,0.02883796,0.91639421
-5.36968484,2.12208077,0.09936028,0.02818587,0.16352060,0.59462461,0.82317324,0.02883084,0.90178273
-5.36368184,2.10393003,0.09605235,0.02788518,0.16192501,0.59615488,0.82536022,0.02872475,0.88589791
-5.35767884,2.08109621,0.09286308,0.02742605,0.15970728,0.59591989,0.82537178,0.02851479,0.86858251
-5.35167584,2.05328812,0.08975688,0.02681537,0.15690342,0.59394836,0.82298347,0.02819889,0.84975606
-5.34567284,2.02038554,0.08670487,0.02606345,0.15356324,0.59031069,0.81803341,0.02777781,0.82941428
-5.33966983,1.98243446,0.08368503,0.02518365,0.14974833,0.58511312,0.81042479,0.02725504,0.80762500
-5.33366683,1.93963601,0.08068201,0.02419192,0.14552959,0.57849083,0.80012602,0.02663658,0.78452101
-5.32766383,1.89233012,0.07768671,0.02310626,0.14098453,0.57060044,0.78716885,0.02593067,0.76029069
-5.32166083,1.84097558,0.07469550,0.02194622,0.13619446,0.56161232,0.77164477,0.02514748,0.73516705
-5.31565783,1.78612755,0.07170943,0.02073224,0.13124175,0.55170336,0.75369982,0.02429873,0.70941593
-5.30965483,1.72841420,0.06873325,0.01948514,0.12620726,0.54105040,0.73352846,0.02339727,0.68332417
-5.30365183,1.66851345,0.06577451,0.01822552,0.12116807,0.52982465,0.71136662,0.02245676,0.65718824
-5.29764882,1.60713111,0.06284263,0.01697329,0.11619561,0.51818749,0.68748432,0.02149119,0.63130392
-5.29164582,1.54498092,0.05994817,0.01574720,0.11135418,0.50628742,0.66217824,0.02051461,0.60595733
-5.28564282,1.48276726,0.05710217,0.01456447,0.10669991,0.49425848,0.63576437,0.01954071,0.58141759
-5.27963982,1.42117060,0.05431563,0.01344046,0.10228023,0.48221969,0.60857102,0.01858261,0.55793108
-5.27363682,1.36083587,0.05159915,0.01238847,0.09813365,0.47027560,0.58093220,0.01765254,0.53571732
-5.26763382,1.30236342,0.04896273,0.01141956,0.09428992,0.45851746,0.55318167,0.01676164,0.51496626
-5.26163082,1.24630223,0.04641569,0.01054244,0.09077043,0.44702478,0.52564743,0.01591982,0.49583675
-5.25562781,1.19314507,0.04396660,0.00976349,0.08758879,0.43586703,0.49864683,0.01513560,0.47845591
-5.24962481,1.14332494,0.04162337,0.00908674,0.08475150,0.42510516,0.47248221,0.01441600,0.46291912
-5.24362181,1.09721251,0.03939330,0.00851394,0.08225870,0.41479267,0.44743699,0.01376651,0.44929038
-5.23761881,1.05511401,0.03728316,0.00804471,0.08010481,0.40497617,0.42377214,0.01319101,0.43760284
-5.23161581,1.01726953,0.03529926,0.00767663,0.07827916,0.39569530,0.40172308,0.01269181,0.42785937
-5.22561281,0.98385135,0.03344743,0.00740542,0.07676653,0.38698201,0.38149684,0.01226963,0.42003312
-5.21960980,0.95496251,0.03173299,0.00722513,0.07554758,0.37885933,0.36326953,0.01192364,0.41406807
-5.21360680,0.93063566,0.03016067,0.00712832,0.07459924,0.37133979,0.34718410,0.01165158,0.40987980
-5.20760380,0.91083247,0.02873449,0.00710630,0.07389510,0.36442368,0.33334852,0.01144978,0.40735640
-5.20160080,0.89544391,0.02745759,0.00714928,0.07340569,0.35809746,0.32183419,0.01131335,0.40635999
-5.19559780,0.88429178,0.02633202,0.00724670,0.07309898,0.35233247,0.31267498,0.01123631,0.40672882
-5.18959480,0.87713187,0.02535864,0.00738738,0.07294087,0.34708433,0.30586667,0.01121176,0.40828025
-5.18359180,0.87365895,0.02453695,0.00755982,0.07289582,0.34229306,0.30136715,0.01123209,0.41081468
-5.17758879,0.87351391,0.02386499,0.00775241,0.07292766,0.33788418,0.29909720,0.01128924,0.41412057
-5.17158579,0.87629305,0.02333933,0.00795372,0.07300056,0.33377084,0.29894217,0.01137491,0.41798044
-5.16558279,0.88155949,0.02295515,0.00815271,0.07308011,0.32985686,0.30075442,0.01148089,0.42217781
-5.15957979,0.88885648,0.02270640,0.00833898,0.07313454,0.32604070,0.30435663,0.01159924,0.42650491
-5.15357679,0.89772215,0.02258602,0.00850301,0.07313603,0.32222020,0.30954588,0.01172264,0.43077083
-5.14757379,0.90770544,0.02258632,0.00863632,0.07306195,0.31829767,0.31609863,0.01184461,0.43480978
-5.14157079,0.91838228,0.02269942,0.00873168,0.07289613,0.31418529,0.32377624,0.01195974,0.43848912
-5.13556778,0.92937161,0.02291771,0.00878325,0.07262994,0.30981037,0.33233117,0.01206385,0.44171675
-5.12956478,0.94035045,0.02323446,0.00878666,0.07226316,0.30512018,0.34151354,0.01215420,0.44444733
-5.12356178,0.95106725,0.02364439,0.00873907,0.07180459,0.30008611,0.35107791,0.01222952,0.44668715
-5.11755878,0.96135300,0.02414423,0.00863919,0.07127234,0.29470682,0.36079016,0.01229006,0.44849719
-5.11155578,0.97112952,0.02473330,0.00848726,0.07069373,0.28901027,0.37043412,0.01233757,0.44999415
-5.10555278,0.98041442,0.02541400,0.00828493,0.07010480,0.28305443,0.37981788,0.01237514,0.45134925
-5.09954977,0.98932259,0.02619223,0.00803519,0.06954946,0.27692665,0.38877956,0.01240712,0.45278495
-5.09354677,0.99806398,0.02707766,0.00774216,0.06907822,0.27074161,0.39719219,0.01243883,0.45456923
-5.08754377,1.00693765,0.02808391,0.00741096,0.06874663,0.26463810,0.40496779,0.01247631,0.45700803
-5.08154077,1.01632242,0.02922853,0.00704745,0.06861339,0.25877450,0.41206031,0.01252602,0.46043574
-5.07553777,1.02666428,0.03053277,0.00665804,0.06873835,0.25332347,0.41846741,0.01259452,0.46520419
-5.06953477,1.03846106,0.03202127,0.00624946,0.06918023,0.24846579,0.42423092,0.01268808,0.47167056
-5.06353177,1.05224484,0.03372143,0.00582855,0.06999446,0.24438377,0.42943609,0.01281242,0.48018451
-5.05752876,1.06856272,0.03566267,0.00540203,0.07123094,0.24125444,0.43420940,0.01297231,0.49107508
-5.05152576,1.08795657,0.03787545,0.00497634,0.07293199,0.23924282,0.43871518,0.01317137,0.50463772
-5.04552276,1.11094240,0.04039019,0.00455747,0.07513051,0.23849544,0.44315094,0.01341180,0.52112203
-5.03951976,1.13799001,0.04323599,0.00415084,0.07784834,0.23913439,0.44774158,0.01369423,0.54072045
-5.03351676,1.16950348,0.04643931,0.00376118,0.08109505,0.24125212,0.45273261,0.01401759,0.56355844
-5.02751376,1.20580329,0.05002253,0.00339248,0.08486704,0.24490710,0.45838246,0.01437910,0.58968633
-5.02151076,1.24711028,0.05400253,0.00304798,0.08914706,0.25012050,0.46495424,0.01477432,0.61907331
-5.01550775,1.29353230,0.05838934,0.00273010,0.09390409,0.25687403,0.47270691,0.01519723,0.65160355
-5.00950475,1.34505364,0.06318481,0.00244055,0.09909375,0.26510889,0.48188628,0.01564043,0.68707479
-5.00350175,1.40152780,0.06838157,0.00218027,0.10465895,0.27472602,0.49271609,0.01609537,0.72519942
-4.99749875,1.46267383,0.07396207,0.00194958,0.11053104,0.28558750,0.50538924,0.01655263,0.76560806
-4.99149575,1.52807629,0.07989802,0.00174821,0.11663120,0.29751919,0.52005966,0.01700223,0.80785559
-4.98549275,1.59718923,0.08615005,0.00157537,0.12287222,0.31031446,0.53683492,0.01743396,0.85142965
-4.97948974,1.66934384,0.09266783,0.00142987,0.12916042,0.32373900,0.55576998,0.01783774,0.89576124
-4.97348674,1.74376004,0.09939049,0.00131016,0.13539780,0.33753658,0.57686217,0.01820392,0.94023740
-4.96748374,1.81956164,0.10624753,0.00121445,0.14148436,0.35143558,0.60004775,0.01852362,0.98421559
-4.96148074,1.89579484,0.11316008,0.00114076,0.14732048,0.36515615,0.62520017,0.01878899,1.02703934
-4.95547774,1.97144975,0.12004254,0.00108702,0.15280922,0.37841781,0.65213024,0.01899344,1.06805506
-4.94947474,2.04548446,0.12680460,0.00105110,0.15785873,0.39094731,0.68058828,0.01913183,1.10662919
-4.94347174,2.11685100,0.13335350,0.00103088,0.16238447,0.40248645,0.71026827,0.01920057,1.14216561
-4.93746873,2.18452266,0.13959655,0.00102433,0.16631128,0.41279965,0.74081404,0.01919773,1.17412250
-4.93146573,2.24752188,0.14544379,0.00102951,0.16957526,0.42168104,0.77182741,0.01912302,1.20202835
-4.92546273,2.30494784,0.15081065,0.00104463,0.17212541,0.42896080,0.80287809,0.01897774,1.22549649
-4.91945973,2.35600313,0.15562059,0.00106808,0.17392491,0.43451053,0.83351506,0.01876471,1.24423771
-4.91345673,2.40001832,0.15980760,0.00109844,0.17495209,0.43824747,0.86327933,0.01848813,1.25807046
-4.90745373,2.43647389,0.16331842,0.00113456,0.17520106,0.44013729,0.89171739,0.01815342,1.26692832
-4.90145073,2.46501850,0.16611448,0.00117551,0.17468182,0.44019550,0.91839521,0.01776701,1.27086421
-4.89544772,2.48548289,0.16817335,0.00122062,0.17342007,0.43848719,0.94291214,0.01733613,1.27005133
-4.88944472,2.49788884,0.16948976,0.00126953,0.17145645,0.43512532,0.96491425,0.01686864,1.26478043
-4.88344172,2.50245258,0.17007612,0.00132212,0.16884553,0.43026730,0.98410668,0.01637277,1.25545354
-4.87743872,2.49958231,0.16996244,0.00137858,0.16565417,0.42411020,1.00026426,0.01585693,1.24257410
-4.87143572,2.48986974,0.16919572,0.00143936,0.16195971,0.41688466,1.01324028,0.01532954,1.22673378
-4.86543272,2.47407552,0.16783882,0.00150518,0.15784765,0.40884764,1.02297263,0.01479880,1.20859621
-4.85942971,2.45310899,0.16596874,0.00157696,0.15340923,0.40027435,1.02948724,0.01427259,1.18887819
-4.85342671,2.42800254,0.16367456,0.00165585,0.14873864,0.39144962,1.03289850,0.01375830,1.16832869
-4.84742371,2.39988148,0.16105489,0.00174314,0.14393030,0.38265897,1.03340650,0.01326271,1.14770657
-4.84142071,2.36993015,0.15821509,0.00184021,0.13907596,0.37417977,1.03129118,0.01279190,1.12775750
-4.83541771,2.33935539,0.15526418,0.00194848,0.13426203,0.36627279,1.02690347,0.01235116,1.10919099
-4.82941471,2.30934866,0.15231170,0.00206934,0.12956699,0.35917442,1.02065378,0.01194494,1.09265817
-4.82341171,2.28104812,0.14946455,0.00220405,0.12505916,0.35308985,1.01299813,0.01157681,1.07873135
-4.81740870,2.25550200,0.14682389,0.00235368,0.12079478,0.34818746,1.00442258,0.01124939,1.06788586
-4.81140570,2.23363474,0.14448220,0.00251903,0.11681663,0.34459457,0.99542646,0.01096438,1.06048499
-4.80540270,2.21621713,0.14252065,0.00270052,0.11315306,0.34239481,0.98650513,0.01072253,1.05676862
-4.79939970,2.20384167,0.14100682,0.00289814,0.10981764,0.34162690,0.97813295,0.01052368,1.05684593
-4.79339670,2.19690428,0.13999286,0.00311138,0.10680937,0.34228520,0.97074718,0.01036677,1.06069256
-4.78739370,2.19559288,0.13951405,0.00333917,0.10411341,0.34432163,0.96473352,0.01024988,1.06815230
-4.78139070,2.19988360,0.13958800,0.00357988,0.10170237,0.34764914,0.96041383,0.01017034,1.07894327
-4.77538769,2.20954462,0.14021431,0.00383123,0.09953806,0.35214621,0.95803661,0.01012475,1.09266847
-4.76938469,2.22414758,0.14137479,0.00409040,0.09757359,0.35766249,0.95777064,0.01010912,1.10883003
-4.76338169,2.24308619,0.14303425,0.00435399,0.09575584,0.36402510,0.95970194,0.01011896,1.12684695
-4.75737869,2.26560102,0.14514172,0.00461812,0.09402796,0.37104529,0.96383429,0.01014942,1.14607527
-4.75137569,2.29080983,0.14763218,0.00487848,0.09233212,0.37852537,0.97009321,0.01019538,1.16583014
-4.74537269,2.31774180,0.15042863,0.00513047,0.09061203,0.38626536,0.97833315,0.01025164,1.18540875
-4.73936968,2.34537465,0.15344450,0.00536932,0.08881538,0.39406927,0.98834767,0.01031300,1.20411326
-4.73336668,2.37267284,0.15658623,0.00559020,0.08689602,0.40175072,0.99988204,0.01037441,1.22127291
-4.72736368,2.39862563,0.15975604,0.00578841,0.08481569,0.40913772,1.01264781,0.01043110,1.23626445
-4.72136068,2.42228334,0.16285466,0.00595950,0.08254540,0.41607646,1.02633865,0.01047868,1.24853018
-4.71535768,2.44279072,0.16578408,0.00609945,0.08006636,0.42243409,1.04064685,0.01051319,1.25759304
-4.70935468,2.45941606,0.16845010,0.00620477,0.07737033,0.42810039,1.05527975,0.01053123,1.26306833
-4.70335168,2.47157530,0.17076472,0.00627265,0.07445961,0.43298847,1.06997538,0.01052995,1.26467181
-4.69734867,2.47885036,0.17264816,0.00630106,0.07134648,0.43703449,1.08451688,0.01050711,1.26222415
-4.69134567,2.48100132,0.17403065,0.00628880,0.06805232,0.44019667,1.09874477,0.01046104,1.25565174
-4.68534267,2.47797224,0.17485377,0.00623557,0.06460636,0.44245360,1.11256686,0.01039067,1.24498418
-4.67933967,2.46989069,0.17507147,0.00614196,0.06104419,0.44380210,1.12596524,0.01029547,1.23034884
-4.67333667,2.45706130,0.17465065,0.00600944,0.05740612,0.44425486,1.13899999,0.01017539,1.21196286
-4.66733367,2.43995374,0.17357141,0.00584032,0.05373541,0.44383792,1.15180946,0.01003085,1.19012320
-4.66133067,2.41918571,0.17182685,0.00563762,0.05007662,0.44258819,1.16460699,0.00986262,1.16519521
-4.65532766,2.39550169,0.16942268,0.00540504,0.04647385,0.44055112,1.17767404,0.00967185,1.13760040
-4.64932466,2.36974803,0.16637642,0.00514678,0.04296933,0.43777866,1.19134993,0.00945994,1.10780366
-4.64332166,2.34284545,0.16271646,0.00486741,0.03960208,0.43432739,1.20601835,0.00922857,1.07630059
-4.63731866,2.31575937,0.15848084,0.00457175,0.03640679,0.43025701,1.22209108,0.00897961,1.04360520
-4.63131566,2.28946925,0.15371595,0.00426471,0.03341307,0.42562906,1.23998936,0.00871517,1.01023820
-4.62531266,2.26493740,0.14847515,0.00395115,0.03064482,0.42050588,1.26012353,0.00843753,0.97671612
-4.61930965,2.24307823,0.14281725,0.00363577,0.02811996,0.41494972,1.28287164,0.00814921,0.94354137
-4.61330665,2.22472865,0.13680510,0.00332297,0.02585034,0.40902193,1.30855777,0.00785295,0.91119322
-4.60730365,2.21062029,0.13050413,0.00301678,0.02384188,0.40278226,1.33743093,0.00755173,0.88011974
-4.60130065,2.20135444,0.12398097,0.00272076,0.02209489,0.39628807,1.36964548,0.00724882,0.85073065
-4.59529765,2.19738024,0.11730214,0.00243800,0.02060454,0.38959363,1.40524388,0.00694778,0.82339098
-4.58929465,2.19897695,0.11053289,0.00217103,0.01936142,0.38274929,1.44414262,0.00665248,0.79841565
-4.58329165,2.20624081,0.10373612,0.00192185,0.01835223,0.37580073,1.48612220,0.00636710,0.77606476
-4.57728864,2.21907718,0.09697142,0.00169194,0.01756040,0.36878818,1.53082181,0.00609614,0.75653976
-4.57128564,2.23719824,0.09029432,0.00148227,0.01696686,0.36174576,1.57773912,0.00584439,0.73998052
-4.56528264,2.26012673,0.08375560,0.00129336,0.01655072,0.35470095,1.62623569,0.00561685,0.72646330
-4.55927964,2.28720565,0.07740081,0.00112530,0.01628989,0.34767426,1.67554786,0.00541874,0.71599984
-4.55327664,2.31761409,0.07126992,0.00097785,0.01616174,0.34067919,1.72480321,0.00525535,0.70853760
-4.54727364,2.35038860,0.06539707,0.00085046,0.01614363,0.33372241,1.77304198,0.00513199,0.70396128
-4.54127064,2.38444980,0.05981051,0.00074233,0.01621340,0.32680439,1.81924286,0.00505387,0.70209581
-4.53526763,2.41863337,0.05453263,0.00065250,0.01634983,0.31992016,1.86235230,0.00502593,0.70271061
-4.52926463,2.45172435,0.04958011,0.00057987,0.01653291,0.31306056,1.90131620,0.00505278,0.70552544
-4.52326163,2.48249369,0.04496415,0.00052323,0.01674422,0.30621357,1.93511267,0.00513850,0.71021755
-4.51725863,2.50973575,0.04069082,0.00048136,0.01696706,0.29936588,1.96278470,0.00528655,0.71643008
-4.51125563,2.53230522,0.03676143,0.00045300,0.01718667,0.29250455,1.98347121,0.00549961,0.72378152
-4.50525263,2.54915223,0.03317299,0.00043688,0.01739029,0.28561857,1.99643529,0.00577945,0.73187599
-4.49924962,2.55935427,0.02991865,0.00043178,0.01756723,0.27870045,2.00108841,0.00612690,0.74031395
-4.49324662,2.56214355,0.02698827,0.00043650,0.01770884,0.27174746,1.99700952,0.00654168,0.74870307
