energy_ev,total_up,Ag_p_up,Ag_d_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up
-5.87393697,3.55161375,0.31127695,1.81316109,0.22192228,1.43796476,0.00085563,0.03592371,0.01549295,0.18515705
-5.86793397,3.57781926,0.31303431,1.81627236,0.22665612,1.45360793,0.00083785,0.03663091,0.01656483,0.18963677
-5.86193097,3.60130361,0.31448854,1.81934034,0.23071494,1.46692928,0.00082642,0.03724422,0.01767483,0.19381632
-5.85592796,3.62153722,0.31557162,1.82212205,0.23403160,1.47778199,0.00082156,0.03775793,0.01881539,0.19759875
-5.84992496,3.63798262,0.31621956,1.82436316,0.23654917,1.48601636,0.00082371,0.03816794,0.01997873,0.20089223
-5.84392196,3.65011342,0.31637499,1.82580956,0.23822282,1.49148304,0.00083353,0.03847181,0.02115680,0.20361313
-5.83791896,3.65743464,0.31598970,1.82621944,0.23902149,1.49403729,0.00085194,0.03866870,0.02234142,0.20568906
-5.83191596,3.65950376,0.31502730,1.82537532,0.23892938,1.49354410,0.00088013,0.03875941,0.02352427,0.20706157
-5.82591296,3.65595135,0.31346575,1.82309575,0.23794706,1.48988389,0.00091961,0.03874628,0.02469703,0.20768863
-5.81990995,3.64650085,0.31129967,1.81924604,0.23609223,1.48295850,0.00097221,0.03863314,0.02585144,0.20754648
-5.81390695,3.63098641,0.30854239,1.81374785,0.23340010,1.47269731,0.00104005,0.03842518,0.02697948,0.20663113
-5.80790395,3.60936830,0.30522759,1.80658717,0.22992321,1.45906304,0.00112562,0.03812883,0.02807350,0.20495909
-5.80190095,3.58174506,0.30141043,1.79782032,0.22573082,1.44205724,0.00123171,0.03775160,0.02912640,0.20256753
-5.79589795,3.54836192,0.29716805,1.78757787,0.22090782,1.42172491,0.00136140,0.03730194,0.03013180,0.19951371
-5.78989495,3.50961495,0.29259949,1.77606604,0.21555310,1.39815832,0.00151805,0.03678906,0.03108426,0.19587376
-5.78389195,3.46605045,0.28782484,1.76356542,0.20977749,1.37149957,0.00170523,0.03622275,0.03197946,0.19174076
-5.77788894,3.41835943,0.28298358,1.75042691,0.20370141,1.34194195,0.00192668,0.03561325,0.03281435,0.18722225
-5.77188594,3.36736675,0.27823224,1.73706469,0.19745198,1.30972978,0.00218620,0.03497104,0.03358728,0.18243719
-5.76588294,3.31401516,0.27374117,1.72394624,0.19116011,1.27515673,0.00248755,0.03430670,0.03429813,0.17751253
-5.75987994,3.25934421,0.26969071,1.71157944,0.18495722,1.23856255,0.00283436,0.03363076,0.03494826,0.17257938
-5.75387694,3.20446439,0.26626656,1.70049703,0.17897206,1.20032826,0.00322996,0.03295356,0.03554054,0.16776909
-5.74787394,3.15052713,0.26365470,1.69123870,0.17332742,1.16086985,0.00367724,0.03228505,0.03607918,0.16320919
-5.74187094,3.09869150,0.26203575,1.68433128,0.16813706,1.12063059,0.00417846,0.03163473,0.03656954,0.15901946
-5.73586793,3.05008850,0.26157924,1.68026773,0.16350286,1.08007226,0.00473514,0.03101145,0.03701790,0.15530822
-5.72986493,3.00578442,0.26243761,1.67948566,0.15951228,1.03966549,0.00534783,0.03042333,0.03743108,0.15216900
-5.72386193,2.96674446,0.26474047,1.68234633,0.15623627,0.99987964,0.00601598,0.02987760,0.03781608,0.14967768
-5.71785893,2.93379854,0.26858924,1.68911505,0.15372767,0.96117249,0.00673777,0.02938057,0.03817972,0.14789023
-5.71185593,2.90761058,0.27405234,1.69994419,0.15202023,0.92398024,0.00751002,0.02893749,0.03852818,0.14684115
-5.70585293,2.88865317,0.28116125,1.71485960,0.15112818,0.88870817,0.00832810,0.02855257,0.03886664,0.14654270
-5.69984992,2.87718892,0.28990772,1.73375160,0.15104660,0.85572248,0.00918587,0.02822892,0.03919899,0.14698484
-5.69384692,2.87325990,0.30024219,1.75637129,0.15175227,0.82534349,0.01007571,0.02796861,0.03952754,0.14813611
-5.68784392,2.87668604,0.31207364,1.78233269,0.15320541,0.79784065,0.01098856,0.02777271,0.03985291,0.14994515
-5.68184092,2.88707297,0.32527106,1.81112111,0.15535180,0.77342948,0.01191411,0.02764148,0.04017396,0.15234311
-5.67583792,2.90382942,0.33966637,1.84210780,0.15812566,0.75227059,0.01284089,0.02757443,0.04048786,0.15524659
-5.66983492,2.92619367,0.35505903,1.87457033,0.16145278,0.73447072,0.01375663,0.02757058,0.04079032,0.15856114
-5.66383192,2.95326790,0.37122192,1.90771827,0.16525412,0.72008561,0.01464846,0.02762866,0.04107589,0.16218525
-5.65782891,2.98405910,0.38790856,1.94072281,0.16944950,0.70912466,0.01550335,0.02774732,0.04133833,0.16601439
-5.65182591,3.01752431,0.40486123,1.97274928,0.17396131,0.70155670,0.01630839,0.02792543,0.04157108,0.16994532
-5.64582291,3.05261809,0.42181973,2.00299065,0.17871806,0.69731674,0.01705130,0.02816221,0.04176777,0.17388010
-5.63981991,3.08833956,0.43853039,2.03070066,0.18365766,0.69631306,0.01772072,0.02845750,0.04192268,0.17772989
-5.63381691,3.12377635,0.45475485,2.05522441,0.18873006,0.69843420,0.01830670,0.02881187,0.04203126,0.18141825
-5.62781391,3.15814315,0.47027829,2.07602504,0.19389941,0.70355531,0.01880096,0.02922673,0.04209048,0.18488381
-5.62181091,3.19081251,0.48491668,2.09270473,0.19914538,0.71154367,0.01919728,0.02970434,0.04209911,0.18808220
-5.61580790,3.22133606,0.49852255,2.10501883,0.20446361,0.72226273,0.01949166,0.03024779,0.04205795,0.19098714
-5.60980490,3.24945505,0.51098924,2.11288236,0.20986537,0.73557482,0.01968253,0.03086089,0.04196984,0.19359067
-5.60380190,3.27509954,0.52225316,2.11636817,0.21537627,0.75134218,0.01977082,0.03154800,0.04183953,0.19590248
-5.59779890,3.29837634,0.53229411,2.11569702,0.22103421,0.76942655,0.01975989,0.03231379,0.04167348,0.19794842
-5.59179590,3.31954654,0.54113367,2.11122001,0.22688660,0.78968750,0.01965550,0.03316300,0.04147944,0.19976823
-5.58579290,3.33899417,0.54883162,2.10339422,0.23298694,0.81197978,0.01946552,0.03410012,0.04126600,0.20141268
-5.57978989,3.35718795,0.55548082,2.09275319,0.23939116,0.83615013,0.01919971,0.03512913,0.04104203,0.20294027
-5.57378689,3.37463876,0.56120069,2.07987370,0.24615358,0.86203407,0.01886936,0.03625321,0.04081607,0.20441355
-5.56778389,3.39185542,0.56612972,2.06534093,0.25332304,0.88945304,0.01848686,0.03747445,0.04059574,0.20589543
-5.56178089,3.40930185,0.57041753,2.04971397,0.26093917,0.91821251,0.01806527,0.03879370,0.04038718,0.20744560
-5.55577789,3.42735821,0.57421674,2.03349374,0.26902914,0.94810130,0.01761790,0.04021038,0.04019458,0.20911717
-5.54977489,3.44628857,0.57767524,2.01709507,0.27760498,0.97889257,0.01715783,0.04172241,0.04001977,0.21095382
-5.54377189,3.46621710,0.58092919,2.00082468,0.28666166,1.01034643,0.01669751,0.04332614,0.03986199,0.21298753
-5.53776888,3.48711418,0.58409704,1.98486609,0.29617599,1.04221436,0.01624833,0.04501643,0.03971782,0.21523692
-5.53176588,3.50879327,0.58727487,1.96927238,0.30610641,1.07424522,0.01582038,0.04678669,0.03958120,0.21770646
-5.52576288,3.53091844,0.59053318,1.95396700,0.31639360,1.10619249,0.01542209,0.04862900,0.03944366,0.22038629
-5.51975988,3.55302203,0.59391512,1.93875248,0.32696191,1.13782244,0.01506012,0.05053423,0.03929472,0.22325279
-5.51375688,3.57453104,0.59743624,1.92332632,0.33772155,1.16892260,0.01473920,0.05249223,0.03912234,0.22626986
-5.50775388,3.59480032,0.60108545,1.90730298,0.34857121,1.19931008,0.01446213,0.05449189,0.03891353,0.22939065
-5.50175088,3.61315055,0.60482721,1.89024054,0.35940122,1.22883890,0.01422977,0.05652131,0.03865499,0.23255972
-5.49574787,3.62890816,0.60860444,1.87167029,0.37009683,1.25740615,0.01404122,0.05856786,0.03833381,0.23571549
-5.48974487,3.64144491,0.61234215,1.85112755,0.38054162,1.28495617,0.01389391,0.06061826,0.03793809,0.23879280
-5.48374187,3.65021459,0.61595134,1.82818176,0.39062079,1.31148254,0.01378384,0.06265859,0.03745763,0.24172542
-5.47773887,3.65478457,0.61933292,1.80246424,0.40022416,1.33702768,0.01370585,0.06467432,0.03688441,0.24444852
-5.47173587,3.65486060,0.62238164,1.77369198,0.40924886,1.36167997,0.01365384,0.06665027,0.03621307,0.24690078
-5.46573287,3.65030350,0.62498958,1.74168638,0.41760164,1.38556851,0.01362111,0.06857066,0.03544120,0.24902625
-5.45972986,3.64113705,0.62704935,1.70638591,0.42520064,1.40885571,0.01360061,0.07041911,0.03456949,0.25077584
-5.45372686,3.62754696,0.62845681,1.66785239,0.43197673,1.43172831,0.01358523,0.07217868,0.03360181,0.25210845
-5.44772386,3.60987149,0.62911341,1.62627059,0.43787443,1.45438710,0.01356810,0.07383196,0.03254504,0.25299166
-5.44172086,3.58858447,0.62892810,1.58194174,0.44285246,1.47703604,0.01354278,0.07536128,0.03140881,0.25340219
-5.43571786,3.56427223,0.62781905,1.53527130,0.44688390,1.49987139,0.01350356,0.07674887,0.03020523,0.25332599
-5.42971486,3.53760600,0.62571508,1.48675223,0.44995618,1.52307131,0.01344559,0.07797718,0.02894834,0.25275815
-5.42371186,3.50931164,0.62255707,1.43694464,0.45207081,1.54678665,0.01336511,0.07902918,0.02765365,0.25170260
-5.41770885,3.48013853,0.61829929,1.38645337,0.45324307,1.57113317,0.01325950,0.07988877,0.02633758,0.25017177
-5.41170585,3.45082927,0.61291081,1.33590457,0.45350155,1.59618571,0.01312746,0.08054116,0.02501692,0.24818608
-5.40570285,3.42209204,0.60637690,1.28592276,0.45288762,1.62197437,0.01296898,0.08097328,0.02370823,0.24577354
-5.39969985,3.39457661,0.59870045,1.23710950,0.45145492,1.64848293,0.01278543,0.08117422,0.02242741,0.24296920
-5.39369685,3.36885522,0.58990337,1.19002452,0.44926866,1.67564942,0.01257949,0.08113553,0.02118922,0.23981472
-5.38769385,3.34540877,0.58002782,1.14517035,0.44640490,1.70336858,0.01235510,0.08085157,0.02000694,0.23635782
-5.38169085,3.32461875,0.56913718,1.10298070,0.44294962,1.73149625,0.01211736,0.08031972,0.01889205,0.23265176
-5.37568784,3.30676460,0.55731665,1.06381314,0.43899762,1.75985503,0.01187238,0.07954056,0.01785408,0.22875471
-5.36968484,3.29202633,0.54467340,1.02794578,0.43465120,1.78824113,0.01162711,0.07851789,0.01690049,0.22472906
-5.36368184,3.28049152,0.53133599,0.99557803,0.43001853,1.81643193,0.01138910,0.07725875,0.01603664,0.22064051
-5.35767884,3.27216610,0.51745329,0.96683484,0.42521176,1.84419380,0.01116633,0.07577327,0.01526587,0.21655713
-5.35167584,3.26698770,0.50319248,0.94177388,0.42034493,1.87129000,0.01096687,0.07407450,0.01458963,0.21254816
-5.34567284,3.26484090,0.48873655,0.92039503,0.41553156,1.89748819,0.01079867,0.07217816,0.01400765,0.20868269
-5.33966983,3.26557308,0.47428091,0.90265135,0.41088213,1.92256744,0.01066928,0.07010233,0.01351813,0.20502822
-5.33366683,3.26901025,0.46002958,0.88846085,0.40650153,1.94632448,0.01058558,0.06786716,0.01311805,0.20164911
-5.32766383,3.27497200,0.44619082,0.87771819,0.40248646,1.96857911,0.01055353,0.06549447,0.01280335,0.19860503
-5.32166083,3.28328493,0.43297249,0.87030586,0.39892302,1.98917877,0.01057797,0.06300748,0.01256928,0.19594943
-5.31565783,3.29379421,0.42057727,0.86610403,0.39588467,2.00800226,0.01066244,0.06043042,0.01241058,0.19372815
-5.30965483,3.30637287,0.40919795,0.86499872,0.39343042,2.02496259,0.01080908,0.05778824,0.01232173,0.19197820
-5.30365183,3.32092885,0.39901288,0.86688802,0.39160374,2.04000928,0.01101852,0.05510633,0.01229721,0.19072686
-5.29764882,3.33740962,0.39018192,0.87168598,0.39043191,2.05312994,0.01128991,0.05241024,0.01233163,0.18999107
-5.29164582,3.35580461,0.38284283,0.87932428,0.38992616,2.06435139,0.01162097,0.04972540,0.01241992,0.18977727
-5.28564282,3.37614545,0.37710837,0.88975161,0.39008240,2.07374035,0.01200807,0.04707695,0.01255744,0.19008163
-5.27963982,3.39850429,0.37306406,0.90293092,0.39088268,2.08140368,0.01244647,0.04448948,0.01274008,0.19089064
-5.27363682,3.42299022,0.37076678,0.91883488,0.39229722,2.08748811,0.01293048,0.04198678,0.01296435,0.19218222
-5.26763382,3.44974401,0.37024399,0.93743965,0.39428691,2.09217937,0.01345376,0.03959170,0.01322739,0.19392700
-5.26163082,3.47893119,0.37149379,0.95871761,0.39680616,2.09570060,0.01400957,0.03732583,0.01352697,0.19609001
-5.25562781,3.51073346,0.37448549,0.98262923,0.39980593,2.09830970,0.01459111,0.03520934,0.01386152,0.19863238
-5.24962481,3.54533862,0.37916080,1.00911460,0.40323668,2.10029552,0.01519176,0.03326068,0.01423008,0.20151319
-5.24362181,3.58292886,0.38543550,1.03808513,0.40705111,2.10197259,0.01580535,0.03149638,0.01463222,0.20469115
-5.23761881,3.62366767,0.39320133,1.06941573,0.41120646,2.10367422,0.01642645,0.02993074,0.01506800,0.20812615
-5.23161581,3.66768552,0.40232832,1.10293803,0.41566624,2.10574383,0.01705047,0.02857565,0.01553787,0.21178045
-5.22561281,3.71506455,0.41266714,1.13843503,0.42040114,2.10852466,0.01767382,0.02744031,0.01604261,0.21561951
-5.21960980,3.76582294,0.42405175,1.17563751,0.42538929,2.11234773,0.01829400,0.02653106,0.01658316,0.21961242
-5.21360680,3.81989942,0.43630201,1.21422257,0.43061556,2.11751871,0.01890953,0.02585121,0.01716060,0.22373180
-5.20760380,3.87713892,0.44922654,1.25381464,0.43607016,2.12430389,0.01951993,0.02540093,0.01777602,0.22795332
-5.20160080,3.93728018,0.46262564,1.29398894,0.44174659,2.13291605,0.02012561,0.02517720,0.01843043,0.23225485
-5.19559780,3.99994651,0.47629444,1.33427782,0.44763908,2.14350091,0.02072763,0.02517384,0.01912473,0.23661528
-5.18959480,4.06464070,0.49002621,1.37417968,0.45373977,2.15612507,0.02132759,0.02538163,0.01985967,0.24101325
-5.18359180,4.13074511,0.50361597,1.41317046,0.46003596,2.17076637,0.02192733,0.02578850,0.02063582,0.24542578
-5.17758879,4.19752784,0.51686441,1.45071745,0.46650751,2.18730737,0.02252879,0.02637980,0.02145368,0.24982711
-5.17158579,4.26415549,0.52958201,1.48629504,0.47312489,2.20553294,0.02313374,0.02713871,0.02231367,0.25418772
-5.16558279,4.32971285,0.54159345,1.51940177,0.47984794,2.22513232,0.02374366,0.02804670,0.02321632,0.25847389
-5.15957979,4.39322927,0.55274221,1.54957815,0.48662562,2.24570620,0.02435958,0.02908407,0.02416239,0.26264759
-5.15357679,4.45371112,0.56289514,1.57642448,0.49339684,2.26677864,0.02498202,0.03023054,0.02515303,0.26666713
-5.14757379,4.51017921,0.57194698,1.59961778,0.50009243,2.28781387,0.02561095,0.03146591,0.02619002,0.27048824
-5.14157079,4.56170955,0.57982446,1.61892702,0.50663820,2.30823717,0.02624582,0.03277073,0.02727596,0.27406582
-5.13556778,4.60747562,0.58648994,1.63422586,0.51295893,2.32745891,0.02688560,0.03412697,0.02841443,0.27735616
-5.12956478,4.64678970,0.59194423,1.64550205,0.51898312,2.34490086,0.02752893,0.03551861,0.02961018,0.28031942
-5.12356178,4.67914109,0.59622833,1.65286278,0.52464819,2.36002306,0.02817425,0.03693223,0.03086919,0.28292248
-5.11755878,4.70422853,0.59942396,1.65653558,0.52990574,2.37235001,0.02881988,0.03835748,0.03219874,0.28514160
-5.11155578,4.72198482,0.60165269,1.65686438,0.53472651,2.38149457,0.02946423,0.03978738,0.03360734,0.28696506
-5.10555278,4.73259149,0.60307347,1.65430048,0.53910480,2.38717811,0.03010585,0.04121852,0.03510454,0.28839524
-5.09954977,4.73648217,0.60387857,1.64938892,0.54306164,2.38924571,0.03074357,0.04265112,0.03670070,0.28945015
-5.09354677,4.73433369,0.60428799,1.64275020,0.54664682,2.38767534,0.03137648,0.04408879,0.03840658,0.29016426
-5.08754377,4.72704472,0.60454231,1.63505834,0.54993918,2.38258043,0.03200396,0.04553826,0.04023289,0.29058831
-5.08154077,4.71570255,0.60489436,1.62701589,0.55304519,2.37420548,0.03262561,0.04700877,0.04218967,0.29078822
-5.07553777,4.70153904,0.60559983,1.61932703,0.55609576,2.36291488,0.03324113,0.04851144,0.04428568,0.29084311
-5.06953477,4.68587779,0.60690725,1.61266974,0.55924126,2.34917550,0.03385020,0.05005840,0.04652767,0.29084225
-5.06353177,4.67007500,0.60904767,1.60766851,0.56264499,2.33353398,0.03445228,0.05166187,0.04891972,0.29088131
-5.05752876,4.65545667,0.61222456,1.60486842,0.56647541,2.31658982,0.03504649,0.05333312,0.05146252,0.29105800
-5.05152576,4.64325557,0.61660424,1.60471214,0.57089740,2.29896596,0.03563137,0.05508150,0.05415278,0.29146718
-5.04552276,4.63455098,0.62230742,1.60752056,0.57606309,2.28127829,0.03620477,0.05691341,0.05698269,0.29219595
-5.03951976,4.63021434,0.62940210,1.61347809,0.58210269,2.26410579,0.03676374,0.05883141,0.05993958,0.29331871
-5.03351676,4.63086364,0.63789832,1.62262323,0.58911581,2.24796286,0.03730447,0.06083346,0.06300565,0.29489269
-5.02751376,4.63682885,0.64774494,1.63484476,0.59716380,2.23327537,0.03782227,0.06291235,0.06615799,0.29695403
-5.02151076,4.64813018,0.65882867,1.64988380,0.60626352,2.22036144,0.03831167,0.06505532,0.06936874,0.29951482
-5.01550775,4.66447015,0.67097549,1.66734154,0.61638287,2.20941793,0.03876652,0.06724392,0.07260547,0.30256107
-5.00950475,4.68523999,0.68395442,1.68669237,0.62743849,2.20051323,0.03918022,0.06945421,0.07583177,0.30605192
-5.00350175,4.70953981,0.69748360,1.70730169,0.63929561,2.19358629,0.03954592,0.07165708,0.07900801,0.30992008
-4.99749875,4.73621165,0.71123845,1.72844786,0.65177032,2.18845199,0.03985686,0.07381898,0.08209230,0.31407347
-4.99149575,4.76388368,0.72486170,1.74934713,0.66463405,2.18481209,0.04010659,0.07590277,0.08504153,0.31839814
-4.98549275,4.79102343,0.73797493,1.76918084,0.67762015,2.18227116,0.04028934,0.07786882,0.08781255,0.32276215
-4.97948974,4.81599761,0.75019123,1.78712353,0.69043233,2.18035634,0.04040029,0.07967623,0.09036335,0.32702037
-4.97348674,4.83713578,0.76112863,1.80237128,0.70275449,2.17854000,0.04043581,0.08128417,0.09265426,0.33101999
-4.96748374,4.85279519,0.77042371,1.81416896,0.71426171,2.17626384,0.04039368,0.08265330,0.09464916,0.33460646
-4.96148074,4.86142402,0.77774510,1.82183575,0.72463172,2.17296354,0.04027325,0.08374709,0.09631652,0.33762949
-4.95547774,4.86162075,0.78280634,1.82478796,0.73355649,2.16809261,0.04007551,0.08453317,0.09763036,0.33994912
-4.94947474,4.85218741,0.78537769,1.82255863,0.74075352,2.16114467,0.03980316,0.08498452,0.09857110,0.34144134
-4.94347174,4.83217499,0.78529657,1.81481333,0.74597623,2.15167319,0.03946049,0.08508049,0.09912613,0.34200318
-4.93746873,4.80091973,0.78247629,1.80136191,0.74902317,2.13930817,0.03905334,0.08480763,0.09929029,0.34155701
-4.93146573,4.75806952,0.77691269,1.78216586,0.74974570,2.12376942,0.03858891,0.08416032,0.09906607,0.34005399
-4.92546273,4.70359987,0.76868879,1.75734147,0.74805386,2.10487602,0.03807556,0.08314114,0.09846359,0.33747642
-4.91945973,4.63781964,0.75797691,1.72715866,0.74392030,2.08255219,0.03752261,0.08176095,0.09750049,0.33383912
-4.91345673,4.56136683,0.74503858,1.69203586,0.73738217,2.05682954,0.03694003,0.08003883,0.09620146,0.32918963
-4.90745373,4.47519516,0.73022198,1.65253116,0.72854089,2.02784601,0.03633824,0.07800171,0.09459771,0.32360738
-4.90145073,4.38055237,0.71395715,1.60933013,0.71756005,1.99584181,0.03572784,0.07568379,0.09272623,0.31720194
-4.89544772,4.27895129,0.69674892,1.56323080,0.70466143,1.96115278,0.03511934,0.07312582,0.09062894,0.31011028
-4.88944472,4.17213490,0.67916800,1.51512617,0.69011930,1.92420161,0.03452297,0.07037423,0.08835168,0.30249338
-4.88344172,4.06203658,0.66184008,1.46598488,0.67425341,1.88548714,0.03394845,0.06748007,0.08594318,0.29453212
-4.87743872,3.95073661,0.64543358,1.41683040,0.65742078,1.84557235,0.03340481,0.06449799,0.08345394,0.28642275
-4.87143572,3.84041615,0.63064601,1.36871928,0.64000656,1.80507119,0.03290022,0.06148501,0.08093502,0.27837202
-4.86543272,3.73330964,0.61818946,1.32271894,0.62241428,1.76463455,0.03244186,0.05849942,0.07843696,0.27059214
-4.85942971,3.63165648,0.60877530,1.27988538,0.60505579,1.72493560,0.03203575,0.05559957,0.07600858,0.26329563
-4.85342671,3.53765287,0.60309858,1.24124122,0.58834099,1.68665471,0.03168669,0.05284272,0.07369590,0.25669030
-4.84742371,3.45340448,0.60182236,1.20775443,0.57266779,1.65046408,0.03139808,0.05028396,0.07154111,0.25097438
-4.84142071,3.38088050,0.60556207,1.18031807,0.55841227,1.61701225,0.03117190,0.04797515,0.06958161,0.24633191
-4.83541771,3.32186983,0.61487054,1.15973134,0.54591949,1.58690860,0.03100854,0.04596392,0.06784916,0.24292846
-4.82941471,3.27793981,0.63022355,1.14668220,0.53549486,1.56070814,0.03090682,0.04429277,0.06636922,0.24090727
-4.82341171,3.25039813,0.65200641,1.14173175,0.52739645,1.53889667,0.03086386,0.04299825,0.06516032,0.24038583
-4.81740870,3.24025854,0.68050175,1.14530065,0.52182825,1.52187674,0.03087509,0.04211021,0.06423366,0.24145299
-4.81140570,3.24821092,0.71587866,1.15765776,0.51893454,1.50995466,0.03093424,0.04165114,0.06359290,0.24416654
-4.80540270,3.27459636,0.75818345,1.17891120,0.51879556,1.50332886,0.03103342,0.04163567,0.06323407,0.24855145
-4.79939970,3.31938809,0.80733236,1.20900197,0.52142447,1.50208017,0.03116315,0.04207005,0.06314570,0.25459861
-4.79339670,3.38217865,0.86310622,1.24770038,0.52676581,1.50616431,0.03131257,0.04295193,0.06330914,0.26226425
-4.78739370,3.46217440,0.92514744,1.29460538,0.53469549,1.51540708,0.03146960,0.04427011,0.06369903,0.27146999
-4.78139070,3.55819757,0.99295952,1.34914703,0.54502242,1.52950257,0.03162120,0.04600456,0.06428401,0.28210347
-4.77538769,3.66869668,1.06590911,1.41059215,0.55749166,1.54801473,0.03175371,0.04812650,0.06502753,0.29401976
-4.76938469,3.79176558,1.14323108,1.47805332,0.57178935,1.57038265,0.03185319,0.05059874,0.06588880,0.30704335
-4.76338169,3.92517129,1.22403641,1.55050118,0.58754910,1.59592941,0.03190581,0.05337615,0.06682389,0.32097080
-4.75737869,4.06639066,1.30732321,1.62678019,0.60435989,1.62387478,0.03189831,0.05640635,0.06778692,0.33557408
-4.75137569,4.21265547,1.39199079,1.70562752,0.62177531,1.65335136,0.03181839,0.05963057,0.06873124,0.35060443
-4.74537269,4.36100533,1.47685677,1.78569509,0.63932392,1.68342400,0.03165516,0.06298474,0.06961068,0.36579689
-4.73936968,4.50834748,1.56067699,1.86557441,0.65652047,1.71311188,0.03139949,0.06640069,0.07038078,0.38087519
-4.73336668,4.65152216,1.64216812,1.94382370,0.67287772,1.74141281,0.03104440,0.06980755,0.07099990,0.39555714
-4.72736368,4.78737211,1.72003236,2.01899693,0.68791847,1.76732879,0.03058531,0.07313330,0.07143032,0.40956031
-4.72136068,4.91281411,1.79298401,2.08967405,0.70118748,1.78989217,0.03002023,0.07630633,0.07163913,0.42260783
-4.71535768,5.02491085,1.85977707,2.15449162,0.71226294,1.80819146,0.02934985,0.07925714,0.07159899,0.43443429
-4.70935468,5.12094066,1.91923335,2.21217308,0.72076702,1.82139578,0.02857756,0.08191996,0.07128876,0.44479158
-4.70335168,5.19846302,1.97027008,2.26155771,0.72637531,1.82877727,0.02770932,0.08423433,0.07069385,0.45345438
-4.69734867,5.25537758,2.01192638,2.30162734,0.72882466,1.82973039,0.02675349,0.08614663,0.06980645,0.46022528
-4.69134567,5.28997465,2.04338754,2.33152990,0.72791935,1.82378764,0.02572049,0.08761135,0.06862547,0.46493935
-4.68534267,5.30097533,2.06400634,2.35059900,0.72353525,1.81063088,0.02462250,0.08859223,0.06715638,0.46746796
-4.67933967,5.28755981,2.07332048,2.35836867,0.71562187,1.79009808,0.02347298,0.08906310,0.06541083,0.46772172
-4.67333667,5.24938273,2.07106546,2.35458282,0.70420239,1.76218520,0.02228621,0.08900843,0.06340606,0.46565249
-4.66733367,5.18657503,2.05718234,2.33919889,0.68937142,1.72704305,0.02107686,0.08842364,0.06116425,0.46125435
-4.66133067,5.09973224,2.03181985,2.31238547,0.67129099,1.68496967,0.01985945,0.08731499,0.05871174,0.45456337
-4.65532766,4.98988966,1.99533080,2.27451412,0.65018450,1.63639821,0.01864793,0.08569920,0.05607813,0.44565641
-4.64932466,4.85848545,1.94826264,2.22614548,0.62632932,1.58188122,0.01745528,0.08360280,0.05329543,0.43464873
-4.64332166,4.70731307,1.89134258,2.16801033,0.60004799,1.52207184,0.01629316,0.08106119,0.05039713,0.42169064
