energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.79589795,2.42359040,0.01510927,0.02402715,1.04719283,0.66723096,0.43407191,0.17657274,0.00366154,1.71707560
-5.78989495,2.60046699,0.01517957,0.02622678,1.10977826,0.72389285,0.44913414,0.19327674,0.00409801,1.83964134
-5.78389195,2.78368241,0.01517010,0.02850512,1.17378079,0.78314794,0.46344482,0.21080673,0.00456421,1.96652496
-5.77788894,2.97269017,0.01508459,0.03084518,1.23909611,0.84479936,0.47700986,0.22907465,0.00505822,2.09739009
-5.77188594,3.16678207,0.01492846,0.03322738,1.30558379,0.90858776,0.48984939,0.24797024,0.00557737,2.23179216
-5.76588294,3.36506601,0.01470860,0.03562966,1.37305452,0.97418599,0.50199240,0.26736051,0.00611832,2.36916128
-5.75987994,3.56644856,0.01443308,0.03802769,1.44125865,1.04119563,0.51347110,0.28708989,0.00667695,2.50878831
-5.75387694,3.76962382,0.01411085,0.04039518,1.50987642,1.10914552,0.52431524,0.30698129,0.00724849,2.64981520
-5.74787394,3.97307007,0.01375139,0.04270432,1.57851096,1.17749283,0.53454690,0.32683788,0.00782743,2.79123060
-5.74187094,4.17505501,0.01336439,0.04492624,1.64668439,1.24562679,0.54417582,0.34644576,0.00840767,2.93187158
-5.73586793,4.37365052,0.01295939,0.04703161,1.71383774,1.31287527,0.55319563,0.36557744,0.00898257,3.07043209
-5.72986493,4.56675692,0.01254552,0.04899128,1.77933474,1.37851423,0.56158124,0.38399602,0.00954506,3.20547818
-5.72386193,4.75213673,0.01213117,0.05077689,1.84246980,1.44177979,0.56928737,0.40146002,0.01008775,3.33547015
-5.71785893,4.92745687,0.01172382,0.05236164,1.90247994,1.50188289,0.57624840,0.41772865,0.01060310,3.45879092
-5.71185593,5.09033842,0.01132979,0.05372087,1.95856038,1.55802582,0.58237950,0.43256744,0.01108358,3.57378002
-5.70585293,5.23841207,0.01095418,0.05483277,2.00988328,1.60942038,0.58757894,0.44575390,0.01152182,3.67877201
-5.69984992,5.36937746,0.01060073,0.05567893,2.05561896,1.65530689,0.59173152,0.45708321,0.01191081,3.77213802
-5.69384692,5.48106412,0.01027186,0.05624485,2.09495879,1.69497341,0.59471282,0.46637350,0.01224407,3.85232880
-5.68784392,5.57149174,0.00996864,0.05652031,2.12713881,1.72777450,0.59639416,0.47347070,0.01251582,3.91791779
-5.68184092,5.63892735,0.00969093,0.05649971,2.15146313,1.75314874,0.59664792,0.47825273,0.01272116,3.96764241
-5.67583792,5.68193724,0.00943742,0.05618218,2.16732618,1.77063445,0.59535306,0.48063282,0.01285620,4.00044188
-5.66983492,5.69943151,0.00920584,0.05557168,2.17423295,1.77988285,0.59240050,0.48056196,0.01291816,4.01549039
-5.66383192,5.69069961,0.00899312,0.05467683,2.17181628,1.78066835,0.58769820,0.47803024,0.01290551,4.01222389
-5.65782891,5.65543539,0.00879555,0.05351072,2.15985061,1.77289545,0.58117571,0.47306716,0.01281800,3.99035986
-5.65182591,5.59375078,0.00860900,0.05209059,2.13826165,1.75660211,0.57278788,0.46574089,0.01265667,3.94990909
-5.64582291,5.50617778,0.00842913,0.05043738,2.10713162,1.73195941,0.56251790,0.45615650,0.01242386,3.89117921
-5.63981991,5.39365855,0.00825156,0.04857516,2.06669979,1.69926765,0.55037923,0.44445315,0.01212315,3.81476972
-5.63381691,5.25752433,0.00807207,0.04653062,2.01735850,1.65894901,0.53641660,0.43080056,0.01175926,3.72155908
-5.62781391,5.09946387,0.00788675,0.04433235,1.95964478,1.61153708,0.52070597,0.41539472,0.01133795,3.61268412
-5.62181091,4.92148292,0.00769216,0.04201025,1.89422790,1.55766381,0.50335351,0.39845302,0.01086584,3.48951280
-5.61580790,4.72585608,0.00748541,0.03959480,1.82189349,1.49804418,0.48449367,0.38020910,0.01035026,3.35361141
-5.60980490,4.51507305,0.00726431,0.03711649,1.74352472,1.43345934,0.46428637,0.36090744,0.00979903,3.20670734
-5.60380190,4.29178110,0.00702736,0.03460515,1.66008143,1.36473874,0.44291357,0.34079793,0.00922029,3.05064890
-5.59779890,4.05872575,0.00677384,0.03208947,1.57257786,1.29274179,0.42057516,0.32013067,0.00862228,2.88736346
-5.59179590,3.81869172,0.00650374,0.02959644,1.48205984,1.21833976,0.39748454,0.29915098,0.00801313,2.71881553
-5.58579290,3.57444591,0.00621781,0.02715103,1.38958216,1.14239834,0.37386389,0.27809493,0.00740070,2.54696592
-5.57978989,3.32868409,0.00591746,0.02477583,1.29618699,1.06576145,0.34993934,0.25718537,0.00679237,2.37373329
-5.57378689,3.08398277,0.00560471,0.02249083,1.20288383,0.98923652,0.32593625,0.23662863,0.00619495,2.20095917
-5.56778389,2.84275738,0.00528206,0.02031328,1.11063169,0.91358185,0.30207466,0.21661191,0.00561450,2.03037729
-5.56178089,2.60722767,0.00495247,0.01825769,1.02032383,0.83949596,0.27856514,0.19730133,0.00505630,1.86358787
-5.55577789,2.37939070,0.00461917,0.01633580,0.93277547,0.76760935,0.25560509,0.17884077,0.00452477,1.70203739
-5.54977489,2.16100184,0.00428561,0.01455671,0.84871453,0.69847849,0.23337556,0.16135136,0.00402341,1.54700384
-5.54377189,1.95356347,0.00395532,0.01292708,0.76877550,0.63258220,0.21203877,0.14493160,0.00355485,1.39958766
-5.53776888,1.75832114,0.00363184,0.01145130,0.69349631,0.57032015,0.19173626,0.12965804,0.00312089,1.26070791
-5.53176588,1.57626644,0.00331861,0.01013174,0.62331808,0.51201339,0.17258766,0.11558647,0.00272247,1.13110339
-5.52576288,1.40814585,0.00301891,0.00896907,0.55858723,0.45790668,0.15469025,0.10275348,0.00235984,1.01133804
-5.51975988,1.25447439,0.00273581,0.00796249,0.49955977,0.40817229,0.13811900,0.09117829,0.00203257,0.90181004
-5.51375688,1.11555326,0.00247210,0.00711003,0.44640723,0.36291499,0.12292725,0.08086477,0.00173968,0.80276361
-5.50775388,0.99148999,0.00223029,0.00640878,0.39922379,0.32217793,0.10914788,0.07180350,0.00147971,0.71430301
-5.50175088,0.88222024,0.00201259,0.00585514,0.35803402,0.28594909,0.09679474,0.06397386,0.00125088,0.63640755
-5.49574787,0.78753001,0.00182091,0.00544500,0.32280095,0.25416800,0.08586451,0.05734600,0.00105108,0.56894725
-5.48974487,0.70707740,0.00165688,0.00517388,0.29343393,0.22673236,0.07633860,0.05188256,0.00087807,0.51169799
-5.48374187,0.64041293,0.00152183,0.00503702,0.26979592,0.20350450,0.06818523,0.04754030,0.00072948,0.46435598
-5.47773887,0.58699794,0.00141688,0.00502944,0.25171003,0.18431731,0.06136136,0.04427131,0.00060292,0.42655071
-5.47173587,0.54622055,0.00134287,0.00514593,0.23896498,0.16897955,0.05581466,0.04202400,0.00049604,0.39785625
-5.46573287,0.51740874,0.00130048,0.00538102,0.23131946,0.15728049,0.05148514,0.04074382,0.00040655,0.37780066
-5.45972986,0.49984082,0.00129013,0.00572887,0.22850541,0.14899375,0.04830671,0.04037364,0.00033231,0.36587337
-5.45372686,0.49275314,0.00131206,0.00618321,0.23023019,0.14388040,0.04620837,0.04085391,0.00027128,0.36153078
-5.44772386,0.49534543,0.00136629,0.00673720,0.23617791,0.14169139,0.04511522,0.04212265,0.00022163,0.36420009
-5.44172086,0.50678434,0.00145262,0.00738329,0.24601005,0.14216938,0.04494918,0.04411526,0.00018166,0.37328196
-5.43571786,0.52620562,0.00157055,0.00811312,0.25936576,0.14505008,0.04562947,0.04676427,0.00014988,0.38815220
-5.42971486,0.55271559,0.00171931,0.00891743,0.27586208,0.15006340,0.04707297,0.04999909,0.00012495,0.40816295
-5.42371186,0.58539273,0.00189777,0.00978600,0.29509435,0.15693433,0.04919439,0.05374582,0.00010569,0.43264409
-5.41770885,0.62328983,0.00210442,0.01070764,0.31663730,0.16538402,0.05190642,0.05792722,0.00009111,0.46090502
-5.41170585,0.66543750,0.00233730,0.01167022,0.34004688,0.17513093,0.05511981,0.06246283,0.00008031,0.49223754
-5.40570285,0.71084947,0.00259398,0.01266079,0.36486321,0.18589244,0.05874360,0.06726937,0.00007256,0.52591996
-5.39969985,0.75852999,0.00287155,0.01366574,0.39061480,0.19738681,0.06268538,0.07226142,0.00006723,0.56122290
-5.39369685,0.80748365,0.00316656,0.01467100,0.41682405,0.20933579,0.06685175,0.07735236,0.00006377,0.59741676
-5.38769385,0.85672763,0.00347505,0.01566239,0.44301400,0.22146764,0.07114896,0.08245564,0.00006174,0.63378103
-5.38169085,0.90530607,0.00379260,0.01662591,0.46871638,0.23352071,0.07548376,0.08748625,0.00006078,0.66961509
-5.37568784,0.95230644,0.00411434,0.01754814,0.49348053,0.24524750,0.07976448,0.09236248,0.00006057,0.70425050
-5.36968484,0.99687717,0.00443504,0.01841661,0.51688312,0.25641893,0.08390230,0.09700783,0.00006086,0.73706415
-5.36368184,1.03824601,0.00474920,0.01922026,0.53853808,0.26682888,0.08781265,0.10135292,0.00006144,0.76749191
-5.35767884,1.07573821,0.00505120,0.01994979,0.55810655,0.27629859,0.09141682,0.10533747,0.00006215,0.79504213
-5.35167584,1.10879373,0.00533536,0.02059807,0.57530620,0.28468081,0.09464353,0.10891215,0.00006284,0.81930833
-5.34567284,1.13698259,0.00559619,0.02116039,0.58991959,0.29186355,0.09743054,0.11204023,0.00006341,0.83998053
-5.33966983,1.16001744,0.00582846,0.02163475,0.60180107,0.29777308,0.09972620,0.11469883,0.00006378,0.85685444
-5.33366683,1.17776260,0.00602737,0.02202198,0.61088175,0.30237599,0.10149078,0.11687997,0.00006388,0.86983806
-5.32766383,1.19023889,0.00618875,0.02232581,0.61717240,0.30568030,0.10269762,0.11859093,0.00006368,0.87895516
-5.32166083,1.19762386,0.00630914,0.02255281,0.62076376,0.30773533,0.10333392,0.11985426,0.00006314,0.88434525
-5.31565783,1.20024695,0.00638589,0.02271220,0.62182437,0.30863028,0.10340126,0.12070716,0.00006226,0.88625993
-5.30965483,1.19857973,0.00641732,0.02281562,0.62059575,0.30849162,0.10291560,0.12120034,0.00006104,0.88505556
-5.30365183,1.19322124,0.00640270,0.02287668,0.61738506,0.30747919,0.10190700,0.12139633,0.00005948,0.88118228
-5.29764882,1.18487892,0.00634232,0.02291058,0.61255545,0.30578120,0.10041879,0.12136736,0.00005760,0.87516985
-5.29164582,1.17434578,0.00623744,0.02293347,0.60651450,0.30360824,0.09850640,0.12119276,0.00005544,0.86761070
-5.28564282,1.16247453,0.00609028,0.02296194,0.59970105,0.30118651,0.09623581,0.12095618,0.00005302,0.85914077
-5.27963982,1.15014975,0.00590391,0.02301236,0.59257099,0.29875059,0.09368162,0.12074248,0.00005039,0.85041891
-5.27363682,1.13825904,0.00568217,0.02310027,0.58558256,0.29653587,0.09092492,0.12063468,0.00004758,0.84210556
-5.26763382,1.12766436,0.00542948,0.02323981,0.57918167,0.29477106,0.08805091,0.12071094,0.00004465,0.83484153
-5.26163082,1.11917456,0.00515079,0.02344312,0.57378789,0.29367093,0.08514647,0.12104165,0.00004162,0.82922776
-5.25562781,1.11352013,0.00485132,0.02371996,0.56978148,0.29342974,0.08229763,0.12168698,0.00003855,0.82580662
-5.24962481,1.11133119,0.00453644,0.02407724,0.56749212,0.29421529,0.07958717,0.12269471,0.00003547,0.82504563
-5.24362181,1.11311923,0.00421155,0.02451882,0.56718950,0.29616412,0.07709229,0.12409860,0.00003243,0.82732397
-5.23761881,1.11926339,0.00388184,0.02504533,0.56907621,0.29937774,0.07488258,0.12591733,0.00002946,0.83292228
-5.23161581,1.13000150,0.00355225,0.02565414,0.57328307,0.30392016,0.07301812,0.12815393,0.00002658,0.84201594
-5.22561281,1.14542597,0.00322731,0.02633945,0.57986689,0.30981664,0.07154802,0.13079592,0.00002383,0.85467195
-5.21960980,1.16548460,0.00291103,0.02709248,0.58881071,0.31705373,0.07050929,0.13381588,0.00002123,0.87084940
-5.21360680,1.18998586,0.00260689,0.02790178,0.60002628,0.32558056,0.06992598,0.13717255,0.00001879,0.89040319
-5.20760380,1.21860833,0.00231776,0.02875360,0.61335872,0.33531108,0.06980887,0.14081243,0.00001653,0.91309089
-5.20160080,1.25091362,0.00204590,0.02963238,0.62859287,0.34612745,0.07015543,0.14467168,0.00001446,0.93858206
-5.19559780,1.28636228,0.00179296,0.03052118,0.64546111,0.35788404,0.07095017,0.14867826,0.00001258,0.96646987
-5.18959480,1.32433173,0.00156001,0.03140229,0.66365238,0.37041217,0.07216540,0.15275429,0.00001089,0.99628417
-5.18359180,1.36413576,0.00134758,0.03225771,0.68282178,0.38352519,0.07376221,0.15681845,0.00000940,1.02750576
-5.17758879,1.40504459,0.00115571,0.03306970,0.70260067,0.39702380,0.07569189,0.16078835,0.00000811,1.05958116
-5.17158579,1.44630517,0.00098405,0.03382130,0.72260682,0.41070146,0.07789747,0.16458283,0.00000701,1.09193751
-5.16558279,1.48716074,0.00083186,0.03449681,0.74245421,0.42434961,0.08031554,0.16812407,0.00000610,1.12399703
-5.15957979,1.52686944,0.00069816,0.03508220,0.76176248,0.43776268,0.08287822,0.17133948,0.00000538,1.15519081
-5.15357679,1.56472138,0.00058175,0.03556553,0.78016558,0.45074267,0.08551525,0.17416334,0.00000487,1.18497156
-5.14757379,1.60005383,0.00048126,0.03593726,0.79731955,0.46310322,0.08815617,0.17653815,0.00000456,1.21282491
-5.14157079,1.63226430,0.00039527,0.03619055,0.81290931,0.47467310,0.09073244,0.17841574,0.00000447,1.23827935
-5.13556778,1.66082134,0.00032231,0.03632150,0.82665438,0.48529902,0.09317961,0.17975799,0.00000462,1.26091431
-5.12956478,1.68527289,0.00026094,0.03632933,0.83831332,0.49484779,0.09543936,0.18053735,0.00000503,1.28036664
-5.12356178,1.70525207,0.00020973,0.03621652,0.84768710,0.50320765,0.09746134,0.18073706,0.00000574,1.29633512
-5.11755878,1.72048060,0.00016736,0.03598886,0.85462116,0.51028897,0.09920488,0.18035114,0.00000680,1.30858317
-5.11155578,1.73076968,0.00013259,0.03565556,0.85900633,0.51602425,0.10064036,0.17938407,0.00000825,1.31693979
-5.10555278,1.73601859,0.00010429,0.03522913,0.86077852,0.52036736,0.10175037,0.17785041,0.00001017,1.32129865
-5.09954977,1.73621107,0.00008144,0.03472542,0.85991735,0.52329228,0.10253042,0.17577406,0.00001263,1.32161567
-5.09354677,1.73140979,0.00006314,0.03416336,0.85644381,0.52479133,0.10298931,0.17318749,0.00001573,1.31790507
-5.08754377,1.72174908,0.00004861,0.03356483,0.85041690,0.52487296,0.10314910,0.17013075,0.00001956,1.31023417
-5.08154077,1.70742623,0.00003714,0.03295435,0.84192966,0.52355926,0.10304463,0.16665039,0.00002426,1.29871723
-5.07553777,1.68869192,0.00002818,0.03235870,0.83110449,0.52088342,0.10272263,0.16279826,0.00002994,1.28350851
-5.06953477,1.66583980,0.00002123,0.03180644,0.81808813,0.51688708,0.10224036,0.15863029,0.00003676,1.26479497
-5.06353177,1.63919603,0.00001588,0.03132740,0.80304640,0.51161794,0.10166396,0.15420517,0.00004485,1.24278888
-5.05752876,1.60910884,0.00001179,0.03095200,0.78615896,0.50512753,0.10106632,0.14958302,0.00005439,1.21772068
-5.05152576,1.57593875,0.00000869,0.03071053,0.76761421,0.49746953,0.10052474,0.14482413,0.00006553,1.18983232
-5.04552276,1.54004964,0.00000636,0.03063236,0.74760461,0.48869838,0.10011826,0.13998770,0.00007844,1.15937153
-5.03951976,1.50180097,0.00000462,0.03074510,0.72632247,0.47886858,0.09992493,0.13513063,0.00009328,1.12658696
-5.03351676,1.46154139,0.00000333,0.03107363,0.70395637,0.46803446,0.10001885,0.13030650,0.00011020,1.09172454
-5.02751376,1.41960385,0.00000239,0.03163926,0.68068834,0.45625046,0.10046737,0.12556460,0.00012935,1.05502505
-5.02151076,1.37630211,0.00000170,0.03245881,0.65669168,0.44357190,0.10132825,0.12094910,0.00015084,1.01672273
-5.01550775,1.33192876,0.00000120,0.03354378,0.63212957,0.43005608,0.10264713,0.11649847,0.00017480,0.97704508
-5.00950475,1.28675440,0.00000084,0.03489957,0.60715426,0.41576361,0.10445522,0.11224494,0.00020128,0.93621344
-5.00350175,1.24102792,0.00000058,0.03652490,0.58190689,0.40075979,0.10676746,0.10821427,0.00023033,0.89444415
-4.99749875,1.19497752,0.00000040,0.03841132,0.55651767,0.38511599,0.10958108,0.10442555,0.00026197,0.85195020
-4.99149575,1.14881226,0.00000028,0.04054297,0.53110641,0.36891067,0.11287475,0.10089131,0.00029617,0.80894278
-4.98549275,1.10272376,0.00000019,0.04289654,0.50578325,0.35223018,0.11660839,0.09761766,0.00033285,0.76563269
-4.97948974,1.05688796,0.00000013,0.04544146,0.48064935,0.33516899,0.12072355,0.09460464,0.00037192,0.72223136
-4.97348674,1.01146668,0.00000009,0.04814039,0.45579767,0.31782942,0.12514454,0.09184670,0.00041322,0.67895110
-4.96748374,0.96660873,0.00000006,0.05094996,0.43131346,0.30032083,0.12978016,0.08933320,0.00045657,0.63600469
-4.96148074,0.92245076,0.00000004,0.05382171,0.40727475,0.28275820,0.13452608,0.08704915,0.00050175,0.59360415
-4.95547774,0.87911758,0.00000003,0.05670329,0.38375256,0.26526024,0.13926778,0.08497583,0.00054851,0.55195874
-4.94947474,0.83672212,0.00000002,0.05953987,0.36081094,0.24794708,0.14388397,0.08309163,0.00059658,0.51127228
-4.94347174,0.79536519,0.00000002,0.06227562,0.33850696,0.23093764,0.14825033,0.08137277,0.00064564,0.47173998
-4.93746873,0.75513503,0.00000001,0.06485533,0.31689054,0.21434693,0.15224346,0.07979409,0.00069539,0.43354499
-4.93146573,0.71610681,0.00000002,0.06722603,0.29600435,0.19828320,0.15574493,0.07832983,0.00074548,0.39685482
-4.92546273,0.67834230,0.00000002,0.06933857,0.27588369,0.18284532,0.15864514,0.07695433,0.00079560,0.36181797
-4.91945973,0.64188974,0.00000003,0.07114903,0.25655652,0.16812048,0.16084706,0.07564268,0.00084539,0.32856094
-4.91345673,0.60678396,0.00000004,0.07262010,0.23804361,0.15418212,0.16226937,0.07437133,0.00089452,0.29718576
-4.90745373,0.57304689,0.00000006,0.07372206,0.22035886,0.14108848,0.16284922,0.07311856,0.00094266,0.26776829
-4.90145073,0.54068839,0.00000008,0.07443362,0.20350977,0.12888164,0.16254424,0.07186489,0.00098949,0.24035732
-4.89544772,0.50970748,0.00000012,0.07474243,0.18749810,0.11758712,0.16133382,0.07059342,0.00103469,0.21497449
-4.88944472,0.48009376,0.00000017,0.07464526,0.17232059,0.10721407,0.15921970,0.06928999,0.00107799,0.19161509
-4.88344172,0.45182914,0.00000025,0.07414792,0.15796982,0.09775593,0.15622571,0.06794337,0.00111913,0.17024965
-4.87743872,0.42488966,0.00000035,0.07326489,0.14443508,0.08919169,0.15239682,0.06654529,0.00115786,0.15082612
-4.87143572,0.39924751,0.00000050,0.07201872,0.13170318,0.08148746,0.14779755,0.06509042,0.00119400,0.13327276
-4.86543272,0.37487292,0.00000071,0.07043919,0.11975931,0.07459837,0.14250983,0.06357639,0.00122741,0.11750126
-4.85942971,0.35173621,0.00000099,0.06856241,0.10858771,0.06847078,0.13663051,0.06200368,0.00125801,0.10341025
-4.85342671,0.32980970,0.00000138,0.06642982,0.09817226,0.06304454,0.13026858,0.06037565,0.00128580,0.09088878
-4.84742371,0.30906959,0.00000190,0.06408714,0.08849697,0.05825530,0.12354234,0.05869845,0.00131088,0.07981984
-4.84142071,0.28949782,0.00000261,0.06158345,0.07954633,0.05403689,0.11657668,0.05698112,0.00133346,0.07008364
-4.83541771,0.27108395,0.00000355,0.05897034,0.07130549,0.05032344,0.10950057,0.05523562,0.00135385,0.06156068
-4.82941471,0.25382689,0.00000479,0.05630120,0.06376048,0.04705146,0.10244492,0.05347701,0.00137254,0.05413445
-4.82341171,0.23773682,0.00000642,0.05363074,0.05689822,0.04416158,0.09554098,0.05172364,0.00139016,0.04769367
-4.81740870,0.22283696,0.00000855,0.05101467,0.05070657,0.04160019,0.08891917,0.04999742,0.00140752,0.04213427
-4.81140570,0.20916545,0.00001131,0.04850962,0.04517433,0.03932068,0.08270859,0.04832409,0.00142559,0.03736077
-4.80540270,0.19677711,0.00001484,0.04617319,0.04029123,0.03728445,0.07703703,0.04673356,0.00144554,0.03328739
-4.79939970,0.18574515,0.00001935,0.04406430,0.03604799,0.03546162,0.07203151,0.04526022,0.00146871,0.02983868
-4.79339670,0.17616273,0.00002503,0.04224345,0.03243628,0.03383153,0.06781921,0.04394317,0.00149659,0.02694994
-4.78739370,0.16814419,0.00003215,0.04077327,0.02944880,0.03238289,0.06452878,0.04282650,0.00153082,0.02456717
-4.78139070,0.16182598,0.00004100,0.03971891,0.02707929,0.03111371,0.06229167,0.04195930,0.00157316,0.02264688
-4.77538769,0.15736697,0.00005192,0.03914845,0.02532257,0.03003106,0.06124355,0.04139574,0.00162545,0.02115563
-4.76938469,0.15494818,0.00006527,0.03913320,0.02417445,0.02915059,0.06152539,0.04119482,0.00168954,0.02006939
-4.76338169,0.15477169,0.00008146,0.03974771,0.02363166,0.02849582,0.06328424,0.04142002,0.00176728,0.01937272
-4.75737869,0.15705860,0.00010094,0.04106961,0.02369162,0.02809734,0.06667327,0.04213872,0.00186046,0.01905786
-4.75137569,0.16204591,0.00012419,0.04317904,0.02435209,0.02799182,0.07185108,0.04342136,0.00197073,0.01912366
-4.74537269,0.16998222,0.00015169,0.04615782,0.02561074,0.02822085,0.07898010,0.04534043,0.00209955,0.01957444
-4.73936968,0.18112229,0.00018395,0.05008803,0.02746449,0.02882974,0.08822381,0.04796906,0.00224818,0.02041876
-4.73336668,0.19572016,0.00022147,0.05505035,0.02990876,0.02986609,0.09974297,0.05137952,0.00241753,0.02166810
-4.72736368,0.21402119,0.00026474,0.06112182,0.03293655,0.03137835,0.11369056,0.05564137,0.00260823,0.02333551
-4.72136068,0.23625282,0.00031419,0.06837326,0.03653745,0.03341417,0.13020575,0.06081935,0.00282052,0.02543418
-4.71535768,0.26261438,0.00037020,0.07686632,0.04069653,0.03601875,0.14940680,0.06697117,0.00305423,0.02797600
-4.70935468,0.29326605,0.00043308,0.08665017,0.04539319,0.03923311,0.17138326,0.07414507,0.00330880,0.03097011
-4.70335168,0.32831742,0.00050301,0.09775810,0.05060007,0.04309221,0.19618762,0.08237728,0.00358323,0.03442145
-4.69734867,0.36781583,0.00058004,0.11020398,0.05628205,0.04762321,0.22382688,0.09168946,0.00387614,0.03832938
-4.69134567,0.41173508,0.00066408,0.12397875,0.06239530,0.05284360,0.25425432,0.10208616,0.00418574,0.04268640
-4.68534267,0.45996498,0.00075485,0.13904730,0.06888666,0.05875954,0.28736195,0.11355249,0.00450986,0.04747697
-4.67933967,0.51230221,0.00085188,0.15534556,0.07569323,0.06536420,0.32297427,0.12605195,0.00484602,0.05267656
-4.67333667,0.56844312,0.00095451,0.17277839,0.08274230,0.07263642,0.36084355,0.13952470,0.00519146,0.05825094
-4.66733367,0.62797900,0.00106184,0.19121806,0.08995170,0.08053953,0.40064731,0.15388623,0.00554315,0.06415565
-4.66133067,0.69039430,0.00117278,0.21050383,0.09723051,0.08902060,0.44198832,0.16902671,0.00589787,0.07033597
-4.65532766,0.75506821,0.00128605,0.23044249,0.10448022,0.09801006,0.48439738,0.18481094,0.00625226,0.07672709
-4.64932466,0.82128007,0.00140017,0.25081015,0.11159639,0.10742175,0.52733919,0.20107912,0.00660285,0.08325478
-4.64332166,0.88821857,0.00151351,0.27135520,0.11847057,0.11715360,0.57022125,0.21764847,0.00694609,0.08983642
