energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.68784392,1.65815718,0.01340399,0.03149665,0.22807894,0.34889497,0.99971201,0.65148413,0.00000000
-5.68184092,1.62013727,0.01332408,0.03293200,0.22464805,0.34939899,0.95414017,0.65188440,0.00000000
-5.67583792,1.58944817,0.01331378,0.03479287,0.22134982,0.35264092,0.91199434,0.65595910,0.00000000
-5.66983492,1.56775364,0.01338335,0.03712905,0.21839932,0.35904893,0.87425258,0.66436188,0.00000000
-5.66383192,1.55650738,0.01354113,0.03998531,0.21599922,0.36900054,0.84176734,0.67765989,0.00000000
-5.65782891,1.55690982,0.01379322,0.04339984,0.21433312,0.38281112,0.81524537,0.69631284,0.00000000
-5.65182591,1.56987194,0.01414340,0.04740274,0.21355957,0.40072351,0.79523243,0.72065476,0.00000000
-5.64582291,1.59598733,0.01459304,0.05201456,0.21380708,0.42289897,0.78210310,0.75087884,0.00000000
-5.63981991,1.63551296,0.01514112,0.05724500,0.21517026,0.44940983,0.77605563,0.78702604,0.00000000
-5.63381691,1.68835955,0.01578430,0.06309171,0.21770735,0.48023389,0.77711185,0.82897802,0.00000000
-5.62781391,1.75409147,0.01651711,0.06953932,0.22143893,0.51525099,0.78512189,0.87645452,0.00000000
-5.62181091,1.83193637,0.01733221,0.07655877,0.22634820,0.55424175,0.79977336,0.92901552,0.00000000
-5.61580790,1.92080409,0.01822065,0.08410691,0.23238246,0.59688873,0.82060450,0.98606827,0.00000000
-5.60980490,2.01931452,0.01917226,0.09212650,0.23945588,0.64278003,0.84702081,1.04687899,0.00000000
-5.60380190,2.12583338,0.02017601,0.10054654,0.24745343,0.69141532,0.87831464,1.11058901,0.00000000
-5.59779890,2.23851505,0.02122038,0.10928308,0.25623561,0.74221438,0.91368697,1.17623495,0.00000000
-5.59179590,2.35535116,0.02229379,0.11824035,0.26564401,0.79452785,0.95227080,1.24277236,0.00000000
-5.58579290,2.47422345,0.02338497,0.12731241,0.27550733,0.84765010,0.99315549,1.30910203,0.00000000
-5.57978989,2.59295932,0.02448321,0.13638503,0.28564756,0.90083389,1.03541128,1.37409829,0.00000000
-5.57378689,2.70938842,0.02557874,0.14533804,0.29588632,0.95330645,1.07811343,1.43663820,0.00000000
-5.56778389,2.82139847,0.02666285,0.15404785,0.30605085,1.00428660,1.12036513,1.49563083,0.00000000
-5.56178089,2.92698857,0.02772803,0.16239020,0.31597967,1.05300235,1.16131884,1.55004552,0.00000000
-5.55577789,3.02431840,0.02876806,0.17024303,0.32552758,1.09870864,1.20019529,1.59893827,0.00000000
-5.54977489,3.11175174,0.02977792,0.17748934,0.33457001,1.14070442,1.23629970,1.64147532,0.00000000
-5.54377189,3.18789307,0.03075370,0.18402002,0.34300644,1.17834890,1.26903493,1.67695324,0.00000000
-5.53776888,3.25161620,0.03169244,0.18973643,0.35076294,1.21107619,1.29791119,1.70481481,0.00000000
-5.53176588,3.30208418,0.03259186,0.19455287,0.35779382,1.23840810,1.32255221,1.72466036,0.00000000
-5.52576288,3.33876026,0.03345013,0.19839854,0.36408228,1.25996459,1.34269776,1.73625428,0.00000000
-5.51975988,3.36140968,0.03426556,0.20121920,0.36964018,1.27547174,1.35820278,1.73952659,0.00000000
-5.51375688,3.37009284,0.03503637,0.20297842,0.37450695,1.28476686,1.36903310,1.73456989,0.00000000
-5.50775388,3.36515031,0.03576037,0.20365825,0.37874776,1.28780082,1.37525835,1.72163173,0.00000000
-5.50175088,3.34718070,0.03643482,0.20325945,0.38245091,1.28463743,1.37704228,1.70110320,0.00000000
-5.49574787,3.31701253,0.03705625,0.20180122,0.38572468,1.27545014,1.37463109,1.67350403,0.00000000
-5.48974487,3.27567128,0.03762040,0.19932049,0.38869359,1.26051596,1.36834032,1.63946508,0.00000000
-5.48374187,3.22434322,0.03812221,0.19587072,0.39149426,1.24020713,1.35854082,1.59970880,0.00000000
-5.47773887,3.16433711,0.03855594,0.19152031,0.39427086,1.21498056,1.34564438,1.55502851,0.00000000
-5.47173587,3.09704536,0.03891531,0.18635077,0.39717029,1.18536555,1.33008956,1.50626710,0.00000000
-5.46573287,3.02390571,0.03919372,0.18045456,0.40033711,1.15195015,1.31232821,1.45429581,0.00000000
-5.45972986,2.94636454,0.03938460,0.17393269,0.40390839,1.11536633,1.29281292,1.39999372,0.00000000
-5.45372686,2.86584279,0.03948170,0.16689236,0.40800848,1.07627472,1.27198589,1.34422835,0.00000000
-5.44772386,2.78370501,0.03947942,0.15944435,0.41274390,1.03534892,1.25026931,1.28783780,0.00000000
-5.44172086,2.70123215,0.03937325,0.15170063,0.41819838,0.99326008,1.22805733,1.23161468,0.00000000
-5.43571786,2.61959844,0.03916000,0.14377189,0.42442830,0.95066188,1.20570973,1.17629214,0.00000000
-5.42971486,2.53985228,0.03883815,0.13576532,0.43145858,0.90817648,1.18354705,1.12253188,0.00000000
-5.42371186,2.46290143,0.03840805,0.12778253,0.43927933,0.86638152,1.16184728,1.07091453,0.00000000
-5.41770885,2.38950213,0.03787208,0.11991773,0.44784332,0.82579866,1.14084369,1.02193210,0.00000000
-5.41170585,2.32025219,0.03723471,0.11225614,0.45706451,0.78688381,1.12072377,0.97598275,0.00000000
-5.40570285,2.25558769,0.03650248,0.10487275,0.46681779,0.75001933,1.10162901,0.93336762,0.00000000
-5.39969985,2.19578307,0.03568385,0.09783133,0.47694005,0.71550830,1.08365530,0.89428975,0.00000000
-5.39369685,2.14095443,0.03478902,0.09118378,0.48723270,0.68357102,1.06685390,0.85885515,0.00000000
-5.38769385,2.09106581,0.03382964,0.08496981,0.49746563,0.65434383,1.05123276,0.82707568,0.00000000
-5.38169085,2.04593812,0.03281841,0.07921695,0.50738256,0.62788016,1.03675811,0.79887386,0.00000000
-5.37568784,2.00526073,0.03176872,0.07394077,0.51670782,0.60415390,1.02335651,0.77408949,0.00000000
-5.36968484,1.96860532,0.03069418,0.06914548,0.52515410,0.58306483,1.01091710,0.75248780,0.00000000
-5.36368184,1.93544191,0.02960817,0.06482474,0.53243122,0.56444593,0.99929433,0.73376920,0.00000000
-5.35767884,1.90515678,0.02852341,0.06096266,0.53825543,0.54807243,0.98831122,0.71758024,0.00000000
-5.35167584,1.87707201,0.02745155,0.05753504,0.54235888,0.53367220,0.97776323,0.70352565,0.00000000
-5.34567284,1.85046642,0.02640282,0.05451071,0.54449895,0.52093717,0.96742278,0.69118120,0.00000000
-5.33966983,1.82459730,0.02538573,0.05185298,0.54446698,0.50953534,0.95704461,0.68010703,0.00000000
-5.33366683,1.79872274,0.02440691,0.04952116,0.54209603,0.49912315,0.94637190,0.66986112,0.00000000
-5.32766383,1.77212390,0.02347098,0.04747211,0.53726728,0.48935753,0.93514316,0.66001260,0.00000000
-5.32166083,1.74412668,0.02258053,0.04566168,0.52991479,0.47990756,0.92309981,0.65015443,0.00000000
-5.31565783,1.71412237,0.02173627,0.04404621,0.52002849,0.47046507,0.90999421,0.63991523,0.00000000
-5.30965483,1.68158638,0.02093714,0.04258379,0.50765505,0.46075411,0.89559802,0.62896975,0.00000000
-5.30365183,1.64609486,0.02018067,0.04123550,0.49289680,0.45053880,0.87971057,0.61704784,0.00000000
-5.29764882,1.60733838,0.01946326,0.03996636,0.47590871,0.43962954,0.86216688,0.60394158,0.00000000
-5.29164582,1.56513232,0.01878062,0.03874621,0.45689344,0.42788735,0.84284502,0.58951032,0.00000000
-5.28564282,1.51942367,0.01812819,0.03755030,0.43609492,0.41522620,0.82167250,0.57368364,0.00000000
-5.27963982,1.47029389,0.01750164,0.03635970,0.41379061,0.40161358,0.79863131,0.55646211,0.00000000
-5.27363682,1.41795773,0.01689726,0.03516150,0.39028288,0.38706906,0.77376133,0.53791583,0.00000000
-5.26763382,1.36275810,0.01631243,0.03394879,0.36588983,0.37166136,0.74716187,0.51818094,0.00000000
-5.26163082,1.30515703,0.01574604,0.03272046,0.34093601,0.35550375,0.71899125,0.49745420,0.00000000
-5.25562781,1.24572317,0.01519873,0.03148076,0.31574341,0.33874830,0.68946429,0.47598597,0.00000000
-5.24962481,1.18511602,0.01467325,0.03023882,0.29062305,0.32157917,0.65884774,0.45407163,0.00000000
-5.24362181,1.12406770,0.01417455,0.02900788,0.26586741,0.30420514,0.62745377,0.43204211,0.00000000
-5.23761881,1.06336249,0.01370991,0.02780453,0.24174413,0.28685182,0.59563182,0.41025344,0.00000000
-5.23161581,1.00381517,0.01328891,0.02664786,0.21849085,0.26975364,0.56375891,0.38907598,0.00000000
-5.22561281,0.94624850,0.01292332,0.02555849,0.19631157,0.25314613,0.53222900,0.36888346,0.00000000
-5.21960980,0.89147072,0.01262688,0.02455763,0.17537431,0.23725846,0.50144157,0.35004219,0.00000000
-5.21360680,0.84025364,0.01241501,0.02366620,0.15581025,0.22230661,0.47178997,0.33290070,0.00000000
-5.20760380,0.79331196,0.01230442,0.02290388,0.13771402,0.20848738,0.44365005,0.31778005,0.00000000
-5.20160080,0.75128428,0.01231263,0.02228828,0.12114512,0.19597313,0.41736926,0.30496505,0.00000000
-5.19559780,0.71471646,0.01245744,0.02183424,0.10613033,0.18490769,0.39325685,0.29469647,0.00000000
-5.18959480,0.68404757,0.01275632,0.02155315,0.09266675,0.17540319,0.37157542,0.28716454,0.00000000
-5.18359180,0.65959884,0.01322578,0.02145246,0.08072541,0.16753802,0.35253407,0.28250368,0.00000000
-5.17758879,0.64156591,0.01388065,0.02153526,0.07025522,0.16135594,0.33628354,0.28078868,0.00000000
-5.17158579,0.63001441,0.01473342,0.02180013,0.06118696,0.15686617,0.32291326,0.28203232,0.00000000
-5.16558279,0.62487921,0.01579354,0.02224098,0.05343735,0.15404457,0.31245071,0.28618458,0.00000000
-5.15957979,0.62596715,0.01706677,0.02284721,0.04691285,0.15283583,0.30486279,0.29313335,0.00000000
-5.15357679,0.63296341,0.01855452,0.02360389,0.04151332,0.15315657,0.30005939,0.30270674,0.00000000
-5.14757379,0.64544126,0.02025339,0.02449224,0.03713516,0.15489926,0.29789895,0.31467695,0.00000000
-5.14157079,0.66287510,0.02215467,0.02549010,0.03367426,0.15793691,0.29819576,0.32876569,0.00000000
-5.13556778,0.68465651,0.02424407,0.02657265,0.03102839,0.16212842,0.30072891,0.34465102,0.00000000
-5.12956478,0.71011295,0.02650159,0.02771316,0.02909932,0.16732438,0.30525242,0.36197563,0.00000000
-5.12356178,0.73852857,0.02890154,0.02888392,0.02779440,0.17337327,0.31150631,0.38035619,0.00000000
-5.11755878,0.76916679,0.03141276,0.03005709,0.02702800,0.18012779,0.31922825,0.39939385,0.00000000
-5.11155578,0.80129378,0.03399912,0.03120572,0.02672243,0.18745124,0.32816519,0.41868532,0.00000000
-5.10555278,0.83420229,0.03662009,0.03230467,0.02680876,0.19522362,0.33808475,0.43783453,0.00000000
-5.09954977,0.86723491,0.03923163,0.03333149,0.02722727,0.20334731,0.34878578,0.45646426,0.00000000
-5.09354677,0.89980600,0.04178726,0.03426730,0.02792777,0.21175204,0.36010760,0.47422748,0.00000000
-5.08754377,0.93142134,0.04423918,0.03509744,0.02886969,0.22039897,0.37193761,0.49081805,0.00000000
-5.08154077,0.96169474,0.04653964,0.03581204,0.03002205,0.22928359,0.38421675,0.50598014,0.00000000
-5.07553777,0.99036066,0.04864230,0.03640643,0.03136317,0.23843730,0.39694256,0.51951619,0.00000000
-5.06953477,1.01728227,0.05050363,0.03688130,0.03288034,0.24792745,0.41016944,0.53129294,0.00000000
-5.06353177,1.04245436,0.05208426,0.03724271,0.03456923,0.25785574,0.42400608,0.54124516,0.00000000
-5.05752876,1.06600062,0.05335024,0.03750183,0.03643316,0.26835491,0.43860989,0.54937699,0.00000000
-5.05152576,1.08816523,0.05427416,0.03767450,0.03848223,0.27958374,0.45417853,0.55576055,0.00000000
-5.04552276,1.10929891,0.05483599,0.03778063,0.04073221,0.29172039,0.47093872,0.56053201,0.00000000
-5.03951976,1.12983957,0.05502379,0.03784334,0.04320334,0.30495436,0.48913273,0.56388496,0.00000000
-5.03351676,1.15028846,0.05483401,0.03788806,0.04591891,0.31947711,0.50900290,0.56606154,0.00000000
-5.02751376,1.17118256,0.05427156,0.03794141,0.04890379,0.33547191,0.53077496,0.56734143,0.00000000
-5.02151076,1.19306431,0.05334957,0.03803015,0.05218281,0.35310315,0.55464073,0.56802929,0.00000000
-5.01550775,1.21645017,0.05208887,0.03817999,0.05577907,0.37250555,0.58074110,0.56844108,0.00000000
-5.00950475,1.24179921,0.05051715,0.03841451,0.05971236,0.39377386,0.60915006,0.56888989,0.00000000
-5.00350175,1.26948347,0.04866795,0.03875415,0.06399748,0.41695346,0.63986072,0.56967182,0.00000000
-4.99749875,1.29976137,0.04657950,0.03921527,0.06864281,0.44203230,0.67277407,0.57105269,0.00000000
-4.99149575,1.33275572,0.04429331,0.03980944,0.07364896,0.46893482,0.70769124,0.57325599,0.00000000
-4.98549275,1.36843741,0.04185289,0.04054288,0.07900769,0.49751792,0.74430989,0.57645272,0.00000000
-4.97948974,1.40661584,0.03930232,0.04141614,0.08470108,0.52756957,0.78222520,0.58075355,0.00000000
-4.97348674,1.44693660,0.03668496,0.04242399,0.09070104,0.55881006,0.82093554,0.58620358,0.00000000
-4.96748374,1.48888688,0.03404227,0.04355553,0.09696917,0.59089604,0.85985299,0.59278001,0.00000000
-4.96148074,1.53180824,0.03141272,0.04479461,0.10345687,0.62342720,0.89831841,0.60039267,0.00000000
-4.95547774,1.57491662,0.02883102,0.04612032,0.11010598,0.65595549,0.93562046,0.60888744,0.00000000
-4.94947474,1.61732836,0.02632741,0.04750783,0.11684958,0.68799653,0.97101805,0.61805232,0.00000000
-4.94347174,1.65809138,0.02392728,0.04892926,0.12361326,0.71904274,1.00376512,0.62762577,0.00000000
-4.93746873,1.69622000,0.02165099,0.05035473,0.13031652,0.74857774,1.03313675,0.63730705,0.00000000
-4.93146573,1.73073176,0.01951380,0.05175348,0.13687447,0.77609145,1.05845555,0.64676793,0.00000000
-4.92546273,1.76068464,0.01752614,0.05309502,0.14319974,0.80109527,1.07911689,0.65566533,0.00000000
-4.91945973,1.78521305,0.01569389,0.05435030,0.14920435,0.82313677,1.09461207,0.66365427,0.00000000
-4.91345673,1.80356088,0.01401886,0.05549281,0.15480182,0.84181334,1.10454818,0.67040069,0.00000000
-4.90745373,1.81511041,0.01249935,0.05649962,0.15990909,0.85678432,1.10866381,0.67559366,0.00000000
-4.90145073,1.81940581,0.01113073,0.05735230,0.16444851,0.86778116,1.10683994,0.67895643,0.00000000
-4.89544772,1.81617049,0.00990607,0.05803768,0.16834964,0.87461539,1.09910552,0.68025611,0.00000000
-4.88944472,1.80531765,0.00881676,0.05854852,0.17155092,0.87718408,1.08563756,0.67931172,0.00000000
-4.88344172,1.78695414,0.00785312,0.05888390,0.17400116,0.87547286,1.06675584,0.67600038,0.00000000
-4.87743872,1.76137749,0.00700485,0.05904953,0.17566076,0.86955638,1.04291252,0.67026154,0.00000000
-4.87143572,1.72906674,0.00626160,0.05905778,0.17650270,0.85959640,1.01467728,0.66209934,0.00000000
-4.86543272,1.69066772,0.00561330,0.05892754,0.17651332,0.84583769,0.98271881,0.65158314,0.00000000
-4.85942971,1.64697365,0.00505050,0.05868391,0.17569270,0.82860200,0.94778332,0.63884621,0.00000000
-4.85342671,1.59890198,0.00456457,0.05835766,0.17405486,0.80828027,0.91067130,0.62408292,0.00000000
-4.84742371,1.54746861,0.00414795,0.05798452,0.17162762,0.78532360,0.87221335,0.60754435,0.00000000
-4.84142071,1.49376039,0.00379417,0.05760430,0.16845213,0.76023300,0.83324617,0.58953280,0.00000000
-4.83541771,1.43890696,0.00349791,0.05725984,0.16458220,0.73354846,0.79458939,0.57039503,0.00000000
-4.82941471,1.38405266,0.00325500,0.05699582,0.16008325,0.70583735,0.75702427,0.55051465,0.00000000
-4.82341171,1.33032934,0.00306235,0.05685747,0.15503106,0.67768262,0.72127461,0.53030370,0.00000000
-4.81740870,1.27883056,0.00291785,0.05688917,0.14951027,0.64967079,0.68799052,0.51019351,0.00000000
-4.81140570,1.23058768,0.00282025,0.05713302,0.14361264,0.62237997,0.65773524,0.49062512,0.00000000
-4.80540270,1.18654819,0.00276900,0.05762734,0.13743522,0.59636814,0.63097518,0.47203924,0.00000000
-4.79939970,1.14755638,0.00276410,0.05840530,0.13107822,0.57216172,0.60807318,0.45486594,0.00000000
-4.79339670,1.11433667,0.00280594,0.05949352,0.12464302,0.55024462,0.58928486,0.43951429,0.00000000
-4.78739370,1.08747964,0.00289505,0.06091090,0.11822998,0.53104797,0.57475793,0.42636203,0.00000000
-4.78139070,1.06743079,0.00303200,0.06266755,0.11193634,0.51494058,0.56453416,0.41574549,0.00000000
-4.77538769,1.05448220,0.00321715,0.06476399,0.10585423,0.50222048,0.55855376,0.40795005,0.00000000
-4.76938469,1.04876727,0.00345050,0.06719069,0.10006877,0.49310760,0.55666182,0.40320131,0.00000000
-4.76338169,1.05025838,0.00373151,0.06992783,0.09465645,0.48773785,0.55861666,0.40165731,0.00000000
-4.75737869,1.05876798,0.00405897,0.07294547,0.08968363,0.48615893,0.56409962,0.40340200,0.00000000
-4.75137569,1.07395287,0.00443082,0.07620406,0.08520549,0.48832788,0.57272622,0.40844040,0.00000000
-4.74537269,1.09532194,0.00484410,0.07965534,0.08126512,0.49411079,0.58405826,0.41669553,0.00000000
-4.73936968,1.12224745,0.00529484,0.08324354,0.07789307,0.50328465,0.59761672,0.42800746,0.00000000
-4.73336668,1.15397952,0.00577804,0.08690696,0.07510722,0.51554157,0.61289517,0.44213473,0.00000000
-4.72736368,1.18966405,0.00628768,0.09057972,0.07291291,0.53049531,0.62937338,0.45875809,0.00000000
-4.72136068,1.22836339,0.00681673,0.09419376,0.07130349,0.54769014,0.64653092,0.47748678,0.00000000
-4.71535768,1.26907968,0.00735730,0.09768096,0.07026111,0.56661192,0.66386032,0.49786713,0.00000000
-4.70935468,1.31077996,0.00790073,0.10097525,0.06975774,0.58670101,0.68087964,0.51939355,0.00000000
-4.70335168,1.35242266,0.00843780,0.10401467,0.06975645,0.60736684,0.69714397,0.54152135,0.00000000
-4.69734867,1.39298445,0.00895892,0.10674330,0.07021275,0.62800370,0.71225558,0.56368128,0.00000000
-4.69134567,1.43148661,0.00945441,0.10911289,0.07107617,0.64800717,0.72587245,0.58529523,0.00000000
-4.68534267,1.46702017,0.00991474,0.11108427,0.07229166,0.66679064,0.73771494,0.60579252,0.00000000
-4.67933967,1.49876869,0.01033079,0.11262829,0.07380118,0.68380149,0.74757027,0.62462620,0.00000000
-4.67333667,1.52602801,0.01069419,0.11372642,0.07554506,0.69853615,0.75529485,0.64128889,0.00000000
-4.66733367,1.54822224,0.01099750,0.11437094,0.07746331,0.71055356,0.76081439,0.65532729,0.00000000
-4.66133067,1.56491548,0.01123449,0.11456463,0.07949678,0.71948663,0.76412172,0.66635499,0.00000000
-4.65532766,1.57581879,0.01140035,0.11432015,0.08158808,0.72505102,0.76527280,0.67406304,0.00000000
-4.64932466,1.58079253,0.01149180,0.11365906,0.08368239,0.72705126,0.76438084,0.67822782,0.00000000
-4.64332166,1.57984394,0.01150720,0.11261054,0.08572805,0.72538374,0.76160926,0.67871599,0.00000000
-4.63731866,1.57312056,0.01144660,0.11120997,0.08767694,0.72003675,0.75716358,0.67548633,0.00000000
-4.63131566,1.56089976,0.01131171,0.10949731,0.08948481,0.71108748,0.75128302,0.66858852,0.00000000
-4.62531266,1.54357537,0.01110581,0.10751558,0.09111141,0.69869638,0.74423205,0.65815904,0.00000000
-4.61930965,1.52164203,0.01083363,0.10530930,0.09252056,0.68309909,0.73629242,0.64441435,0.00000000
-4.61330665,1.49567827,0.01050113,0.10292315,0.09368026,0.66459655,0.72775618,0.62764189,0.00000000
-4.60730365,1.46632908,0.01011533,0.10040079,0.09456267,0.64354355,0.71891972,0.60818940,0.00000000
-4.60130065,1.43428892,0.00968399,0.09778396,0.09514427,0.62033660,0.71007933,0.58645293,0.00000000
-4.59529765,1.40028572,0.00921543,0.09511184,0.09540593,0.59540134,0.70152805,0.56286433,0.00000000
-4.58929465,1.36506652,0.00871818,0.09242069,0.09533324,0.56918031,0.69355395,0.53787866,0.00000000
-4.58329165,1.32938494,0.00820076,0.08974380,0.09491668,0.54212134,0.68643955,0.51196201,0.00000000
-4.57728864,1.29399072,0.00767147,0.08711163,0.09415213,0.51466705,0.68046207,0.48558036,0.00000000
-4.57128564,1.25962121,0.00713811,0.08455215,0.09304117,0.48724574,0.67589411,0.45918952,0.00000000
-4.56528264,1.22699453,0.00660786,0.08209137,0.09159160,0.46026382,0.67300433,0.43322670,0.00000000
-4.55927964,1.19680412,0.00608712,0.07975383,0.08981783,0.43409997,0.67205775,0.40810365,0.00000000
-4.55327664,1.16971406,0.00558146,0.07756323,0.08774127,0.40910093,0.67331511,0.38420151,0.00000000
-4.54727364,1.14635483,0.00509549,0.07554294,0.08539063,0.38557881,0.67703105,0.36186716,0.00000000
-4.54127064,1.12731892,0.00463294,0.07371642,0.08280204,0.36380993,0.68345085,0.34141112,0.00000000
-4.53526763,1.11315597,0.00419663,0.07210755,0.08001911,0.34403473,0.69280568,0.32310654,0.00000000
-4.52926463,1.10436721,0.00378856,0.07074078,0.07709271,0.32645883,0.70530629,0.30718929,0.00000000
-4.52326163,1.10139906,0.00340998,0.06964115,0.07408062,0.31125470,0.72113562,0.29385864,0.00000000
-4.51725863,1.10463605,0.00306149,0.06883415,0.07104700,0.29856398,0.74044040,0.28327850,0.00000000
-4.51125563,1.11439324,0.00274316,0.06834548,0.06806159,0.28850005,0.76332255,0.27557882,0.00000000
-4.50525263,1.13090870,0.00245467,0.06820070,0.06519886,0.28115092,0.78983079,0.27085707,0.00000000
-4.49924962,1.15433641,0.00219538,0.06842483,0.06253688,0.27658203,0.81995322,0.26917962,0.00000000
-4.49324662,1.18474039,0.00196450,0.06904192,0.06015616,0.27483913,0.85361155,0.27058299,0.00000000
