energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.77188594,8.10038845,0.01463229,1.55241043,3.38261528,2.98651824,0.15501999,2.27198605
-5.76588294,8.12971310,0.01485322,1.56149204,3.40798995,3.00330056,0.15400089,2.28030304
-5.75987994,8.16086896,0.01508077,1.56989201,3.43704214,3.02240864,0.15247449,2.29059560
-5.75387694,8.19436174,0.01531110,1.57790007,3.47012686,3.04389813,0.15048035,2.30272737
-5.74787394,8.23039876,0.01553977,1.58577409,3.50745503,3.06767495,0.14806297,2.31644266
-5.74187094,8.26887971,0.01576180,1.59372924,3.54909053,3.09349713,0.14527013,2.33137620
-5.73586793,8.30939874,0.01597178,1.60192932,3.59495135,3.12098232,0.14215111,2.34706622
-5.72986493,8.35125888,0.01616401,1.61048078,3.64481501,3.14962110,0.13875505,2.36297054
-5.72386193,8.39349957,0.01633263,1.61943005,3.69832821,3.17879628,0.13512940,2.37848534
-5.71785893,8.43493691,0.01647170,1.62876441,3.75502034,3.20780775,0.13131864,2.39296598
-5.71185593,8.47421618,0.01657542,1.63841657,3.81432049,3.23590225,0.12736317,2.40574940
-5.70585293,8.50987473,0.01663820,1.64827275,3.87557730,3.26230732,0.12329867,2.41617733
-5.69984992,8.54041291,0.01665483,1.65818390,3.93808077,3.28626782,0.11915571,2.42361945
-5.69384692,8.56437020,0.01662065,1.66797943,4.00108511,3.30708386,0.11495969,2.42749590
-5.68784392,8.58040268,0.01653164,1.67748264,4.06383162,3.32414828,0.11073114,2.42729802
-5.68184092,8.58735836,0.01638460,1.68652708,4.12557052,3.33698187,0.10648626,2.42260667
-5.67583792,8.58434627,0.01617726,1.69497265,4.18558084,3.34526475,0.10223764,2.41310734
-5.66983492,8.57079592,0.01590835,1.70272068,4.24318740,3.34886218,0.09799515,2.39860139
-5.66383192,8.54650381,0.01557774,1.70972701,4.29777450,3.34784359,0.09376691,2.37901301
-5.65782891,8.51166475,0.01518643,1.71601236,4.34879580,3.34249369,0.08956015,2.35439160
-5.65182591,8.46688629,0.01473660,1.72166939,4.39578032,3.33331506,0.08538211,2.32490960
-5.64582291,8.41318562,0.01423158,1.72686615,4.43833486,3.32102214,0.08124075,2.29085583
-5.63981991,8.35196938,0.01367581,1.73184572,4.47614324,3.30652675,0.07714529,2.25262495
-5.63381691,8.28499746,0.01307475,1.73692216,4.50896294,3.29091577,0.07310655,2.21070341
-5.62781391,8.21433296,0.01243476,1.74247302,4.53662009,3.27542205,0.06913715,2.16565284
-5.62181091,8.14228079,0.01176293,1.74892888,4.55900338,3.26138982,0.06525138,2.11809158
-5.61580790,8.07131806,0.01106693,1.75676037,4.57605801,3.25023591,0.06146506,2.06867540
-5.60980490,8.00401940,0.01035483,1.76646346,4.58778007,3.24340852,0.05779510,2.01807813
-5.60380190,7.94298047,0.00963490,1.77854354,4.59421210,3.24234492,0.05425904,1.96697322
-5.59779890,7.89074250,0.00891540,1.79349888,4.59544008,3.24842956,0.05087451,1.91601667
-5.59179590,7.84972064,0.00820441,1.81180424,4.59159196,3.26295399,0.04765866,1.86583223
-5.58579290,7.82213801,0.00750972,1.83389499,4.58283765,3.28707952,0.04462755,1.81699892
-5.57978989,7.80996721,0.00683859,1.86015217,4.56939022,3.32180368,0.04179572,1.77004136
-5.57378689,7.81488036,0.00619775,1.89088893,4.55150783,3.36793098,0.03917565,1.72542280
-5.56778389,7.83820805,0.00559325,1.92633854,4.52949592,3.42604854,0.03677750,1.68354077
-5.56178089,7.88090769,0.00503049,1.96664416,4.50370922,3.49650678,0.03460882,1.64472516
-5.55577789,7.94354084,0.00451415,2.01185053,4.47455298,3.57940529,0.03267443,1.60923841
-5.54977489,8.02625938,0.00404828,2.06189775,4.44248318,3.67458395,0.03097637,1.57727739
-5.54377189,8.12880009,0.00363632,2.11661711,4.40800539,3.78161917,0.02951398,1.54897665
-5.53776888,8.25048710,0.00328118,2.17572920,4.37167228,3.89982525,0.02828402,1.52441257
-5.53176588,8.39024195,0.00298535,2.23884431,4.33407981,4.02826069,0.02728091,1.50360818
-5.52576288,8.54660090,0.00275099,2.30546520,4.29586228,4.16573935,0.02649693,1.48653829
-5.51975988,8.71773925,0.00258001,2.37499243,4.25768660,4.31084644,0.02592254,1.47313471
-5.51375688,8.90150255,0.00247417,2.44673212,4.22024615,4.46195919,0.02554671,1.46329145
-5.50775388,9.09544449,0.00243513,2.51990639,4.18425452,4.61727199,0.02535716,1.45686967
-5.50175088,9.29687125,0.00246450,2.59366631,4.15043960,4.77482596,0.02534076,1.45370250
-5.49574787,9.50289199,0.00256382,2.66710726,4.11953808,4.93254252,0.02548373,1.45359954
-5.48974487,9.71047485,0.00273458,2.73928664,4.09229066,5.08826061,0.02577203,1.45635112
-5.48374187,9.91650784,0.00297810,2.80924342,4.06943783,5.23977712,0.02619154,1.46173232
-5.47773887,10.11786322,0.00329548,2.87601938,4.05171601,5.38488965,0.02672834,1.46950665
-5.47173587,10.31146437,0.00368742,2.93868132,4.03985381,5.52144095,0.02736893,1.47942952
-5.46573287,10.49435319,0.00415411,2.99634365,4.03456794,5.64736395,0.02810043,1.49125137
-5.45972986,10.66375624,0.00469501,3.04819085,4.03655819,5.76072626,0.02891071,1.50472038
-5.45372686,10.81714767,0.00530869,3.09349872,4.04650097,5.85977293,0.02978859,1.51958488
-5.44772386,10.95230653,0.00599264,3.13165391,4.06504090,5.94296626,0.03072388,1.53559521
-5.44172086,11.06736664,0.00674306,3.16217077,4.09277997,6.00902127,0.03170750,1.55250513
-5.43571786,11.16085692,0.00755477,3.18470487,4.13026398,6.05693577,0.03273151,1.57007275
-5.42971486,11.23173056,0.00842107,3.19906256,4.17796621,6.08601378,0.03378908,1.58806093
-5.42371186,11.27938164,0.00933370,3.20520593,4.23626838,6.09588155,0.03487446,1.60623726
-5.41770885,11.30364860,0.01028279,3.20325301,4.30543929,6.08649539,0.03598295,1.62437370
-5.41170585,11.30480405,0.01125702,3.19347295,4.38561180,6.05814090,0.03711073,1.64224601
-5.40570285,11.28353136,0.01224370,3.17627619,4.47675903,6.01142367,0.03825477,1.65963312
-5.39969985,11.24088892,0.01322897,3.15220005,4.57867076,5.94725135,0.03941267,1.67631658
-5.39369685,11.17826344,0.01419817,3.12189011,4.69093150,5.86680803,0.04058252,1.69208041
-5.38769385,11.09731430,0.01513609,3.08607811,4.81290130,5.77152141,0.04176270,1.70671132
-5.38169085,10.99991121,0.01602742,3.04555721,4.94370087,5.66302409,0.04295179,1.71999964
-5.37568784,10.88806780,0.01685721,3.00115563,5.08220226,5.54311021,0.04414841,1.73174099
-5.36968484,10.76387386,0.01761124,2.95370963,5.22702628,5.41368891,0.04535115,1.74173875
-5.36368184,10.62942897,0.01827655,2.90403709,5.37654752,5.27673621,0.04655850,1.74980733
-5.35767884,10.48678013,0.01884184,2.85291259,5.52890784,5.13424697,0.04776886,1.75577619
-5.35167584,10.33786574,0.01929782,2.80104504,5.68203853,4.98818826,0.04898054,1.75949444
-5.34567284,10.18446778,0.01963761,2.74905874,5.83369114,4.84045589,0.05019186,1.76083584
-5.33966983,10.02817397,0.01985690,2.69747855,5.98147663,4.69283511,0.05140122,1.75970396
-5.33366683,9.87035066,0.01995417,2.64671969,6.12291200,4.54696673,0.05260728,1.75603716
-5.32766383,9.71212711,0.01993070,2.59708240,6.25547332,4.40431941,0.05380901,1.74981311
-5.32166083,9.55439107,0.01979054,2.54875159,6.37665363,4.26616868,0.05500593,1.74105266
-5.31565783,9.39779519,0.01954037,2.50180130,6.48402410,4.13358310,0.05619813,1.72982255
-5.30965483,9.24277323,0.01918921,2.45620358,6.57529646,4.00741739,0.05738646,1.71623699
-5.30365183,9.08956467,0.01874816,2.41184126,6.64838476,3.88831249,0.05857250,1.70045775
-5.29764882,8.93824623,0.01822993,2.36852385,6.70146429,3.77670197,0.05975860,1.68269273
-5.29164582,8.78876826,0.01764846,2.32600584,6.73302574,3.67282414,0.06094782,1.66319304
-5.28564282,8.64099409,0.01701842,2.28400639,6.74192268,3.57673901,0.06214381,1.64224854
-5.27963982,8.49474027,0.01635472,2.24222953,6.72741047,3.48834915,0.06335059,1.62018199
-5.27363682,8.34981578,0.01567209,2.20038393,6.68917530,3.40742333,0.06457239,1.59734210
-5.26763382,8.20605827,0.01498461,2.15820133,6.62735204,3.33362189,0.06581328,1.57409562
-5.26163082,8.06336578,0.01430534,2.11545290,6.54253001,3.26652268,0.06707695,1.55081873
-5.25562781,7.92172250,0.01364600,2.07196278,6.43574634,3.20564662,0.06836630,1.52788821
-5.24962481,7.78121760,0.01301674,2.02761840,6.30846658,3.15048177,0.06968318,1.50567241
-5.24362181,7.64205638,0.01242596,1.98237709,6.16255325,3.10050530,0.07102804,1.48452271
-5.23761881,7.50456347,0.01188019,1.93626900,6.00022278,3.05520253,0.07239968,1.46476532
-5.23161581,7.36917835,0.01138411,1.88939615,5.82399220,3.01408266,0.07379506,1.44669405
-5.22561281,7.23644352,0.01094060,1.84192806,5.63661716,2.97669094,0.07520911,1.43056406
-5.21960980,7.10698637,0.01055080,1.79409411,5.44102315,2.94261728,0.07663476,1.41658678
-5.21360680,6.98149600,0.01021432,1.74617336,5.24023219,2.91150132,0.07806287,1.40492626
-5.20760380,6.86069650,0.00992941,1.69848231,5.03728739,2.88303447,0.07948247,1.39569691
-5.20160080,6.74531835,0.00969319,1.65136149,4.83517807,2.85695937,0.08088090,1.38896272
-5.19559780,6.63606993,0.00950185,1.60516152,4.63676788,2.83306723,0.08224414,1.38473803
-5.18959480,6.53361072,0.00935094,1.56022942,4.44472859,2.81119405,0.08355721,1.38298972
-5.18359180,6.43852806,0.00923555,1.51689601,4.26148179,2.79121600,0.08480461,1.38364093
-5.17758879,6.35131884,0.00915055,1.47546484,4.08915049,2.77304495,0.08597081,1.38657593
-5.17158579,6.27237725,0.00909076,1.43620338,3.92952238,2.75662446,0.08704077,1.39164625
-5.16558279,6.20198924,0.00905114,1.39933662,3.78402552,2.74192681,0.08800047,1.39867780
-5.15957979,6.14033405,0.00902690,1.36504342,3.65371733,2.72895118,0.08883740,1.40747859
-5.15357679,6.08749229,0.00901364,1.33345560,3.53928650,2.71772307,0.08954107,1.41784706
-5.14757379,6.04345998,0.00900744,1.30465950,3.44106728,2.70829488,0.09010341,1.42958041
-5.14157079,6.00816708,0.00900488,1.27869991,3.35906476,2.70074723,0.09051909,1.44248274
-5.13556778,5.98149907,0.00900311,1.25558565,3.29298938,2.69519055,0.09078583,1.45637259
-5.12956478,5.96331937,0.00899984,1.23529647,3.24229852,2.69176638,0.09090449,1.47108946
-5.12356178,5.95349073,0.00899334,1.21779048,3.20624255,2.69064771,0.09087914,1.48649895
-5.11755878,5.95189341,0.00898244,1.20301166,3.18391281,2.69203765,0.09071698,1.50249619
-5.11155578,5.95843834,0.00896642,1.19089664,3.17428893,2.69616592,0.09042817,1.51900730
-5.10555278,5.97307364,0.00894503,1.18138041,3.17628304,2.70328280,0.09002547,1.53598869
-5.09954977,5.99578357,0.00891838,1.17440045,3.18877886,2.71365006,0.08952389,1.55342411
-5.09354677,6.02657939,0.00888689,1.16989906,3.21066404,2.72752920,0.08894016,1.57131956
-5.08754377,6.06548243,0.00885119,1.16782374,3.24085472,2.74516702,0.08829220,1.58969624
-5.08154077,6.11250028,0.00881202,1.16812583,3.27831179,2.76677927,0.08759851,1.60858188
-5.07553777,6.16759772,0.00877021,1.17075745,3.32204920,2.79253309,0.08687752,1.62800107
-5.06953477,6.23066448,0.00872650,1.17566725,3.37113479,2.82252928,0.08614704,1.64796495
-5.06353177,6.30148252,0.00868155,1.18279550,3.42468511,2.85678560,0.08542364,1.66846117
-5.05752876,6.37969550,0.00863581,1.19206891,3.48185565,2.89522241,0.08472216,1.68944471
-5.05152576,6.46478330,0.00858949,1.20339595,3.54182846,2.93765161,0.08405530,1.71083034
-5.04552276,6.55604419,0.00854251,1.21666302,3.60379891,2.98377033,0.08343332,1.73248722
-5.03951976,6.65258673,0.00849448,1.23173217,3.66696346,3.03315980,0.08286382,1.75423627
-5.03351676,6.75333289,0.00844469,1.24844045,3.73051012,3.08529023,0.08235176,1.77585068
-5.02751376,6.85703308,0.00839216,1.26660131,3.79361265,3.13953176,0.08189943,1.79705953
-5.02151076,6.96229294,0.00833566,1.28600787,3.85542937,3.19517104,0.08150675,1.81755462
-5.01550775,7.06761068,0.00827375,1.30643804,3.91510691,3.25143312,0.08117148,1.83700013
-5.00950475,7.17142303,0.00820493,1.32766097,3.97178856,3.30750711,0.08088962,1.85504463
-5.00350175,7.27215713,0.00812765,1.34944456,4.02462681,3.36257465,0.08065579,1.87133465
-4.99749875,7.36828510,0.00804049,1.37156318,4.07279869,3.41583914,0.08046372,1.88552917
-4.99149575,7.45837768,0.00794219,1.39380512,4.11552298,3.46655430,0.08030660,1.89731390
-4.98549275,7.54115336,0.00783180,1.41597909,4.15207765,3.51404997,0.08017747,1.90641465
-4.97948974,7.61551967,0.00770877,1.43791904,4.18181620,3.55775375,0.08006949,1.91260871
-4.97348674,7.68060373,0.00757297,1.45948695,4.20418146,3.59720685,0.07997617,1.91573375
-4.96748374,7.73576995,0.00742479,1.48057315,4.21871609,3.63207329,0.07989148,1.91569348
-4.96148074,7.78062358,0.00726515,1.50109408,4.22506880,3.66214178,0.07980977,1.91245975
-4.95547774,7.81499998,0.00709548,1.52098746,4.22299603,3.68732004,0.07972575,1.90607112
-4.94947474,7.83894024,0.00691769,1.54020522,4.21235936,3.70762225,0.07963427,1.89662790
-4.94347174,7.85265510,0.00673414,1.55870457,4.19311876,3.72315013,0.07953006,1.88428406
-4.93746873,7.85647962,0.00654749,1.57643787,4.16532291,3.73406933,0.07940749,1.86923670
-4.93146573,7.85082198,0.00636067,1.59334202,4.12909715,3.74058247,0.07926027,1.85171370
-4.92546273,7.83611012,0.00617668,1.60932826,4.08463073,3.74290088,0.07908125,1.83196054
-4.91945973,7.81273996,0.00599854,1.62427307,4.03216412,3.74121699,0.07886218,1.81022707
-4.91345673,7.78102924,0.00582909,1.63801105,3.97197792,3.73567927,0.07859368,1.78675521
-4.90745373,7.74118009,0.00567088,1.65033044,3.90438407,3.72637152,0.07826524,1.76176844
-4.90145073,7.69325335,0.00552609,1.66097178,3.82972022,3.71329802,0.07786536,1.73546367
-4.89544772,7.63715663,0.00539642,1.66963002,3.74834772,3.69637576,0.07738183,1.70800608
-4.88944472,7.57264720,0.00528297,1.67596023,3.66065317,3.67543427,0.07680211,1.67952725
-4.88344172,7.49935005,0.00518628,1.67958676,3.56705349,3.65022347,0.07611379,1.65012673
-4.87743872,7.41679002,0.00510626,1.68011555,3.46800386,3.62042912,0.07530522,1.61987688
-4.87143572,7.32443675,0.00504224,1.67714900,3.36400772,3.58569518,0.07436609,1.58883074
-4.86543272,7.22175952,0.00499299,1.67030265,3.25562801,3.54565194,0.07328807,1.55703232
-4.85942971,7.10828919,0.00495683,1.65922301,3.14349831,3.49994833,0.07206551,1.52452890
-4.85342671,6.98368351,0.00493170,1.64360538,3.02833304,3.44828677,0.07069596,1.49138430
-4.84742371,6.84779211,0.00491530,1.62321085,2.91093539,3.39045844,0.06918073,1.45769252
-4.84142071,6.70071729,0.00490523,1.59788155,2.79220221,3.32637728,0.06752525,1.42359077
-4.83541771,6.54286709,0.00489911,1.56755332,2.67312498,3.25611046,0.06573941,1.38927115
-4.82941471,6.37499740,0.00489473,1.53226502,2.55478628,3.17990399,0.06383763,1.35499014
-4.82341171,6.19824046,0.00489019,1.49216411,2.43835153,3.09820162,0.06183885,1.32107537
-4.81740870,6.01411775,0.00488401,1.44750788,2.32505583,3.01165610,0.05976631,1.28792892
-4.81140570,5.82453623,0.00487524,1.39866053,2.21618619,2.92113197,0.05764723,1.25602710
-4.80540270,5.63176738,0.00486353,1.34608593,2.11305959,2.82769954,0.05551227,1.22591627
-4.79939970,5.43840976,0.00484922,1.29033646,2.01699748,2.73262006,0.05339489,1.19820483
-4.79339670,5.24733615,0.00483331,1.23203837,1.92929757,2.63732269,0.05133061,1.17355160
-4.78739370,5.06162745,0.00481750,1.17187439,1.85120402,2.54337406,0.04935616,1.15265087
-4.78139070,4.88449582,0.00480413,1.11056420,1.78387692,2.45244156,0.04750858,1.13621479
-4.77538769,4.71920030,0.00479615,1.04884381,1.72836238,2.36625190,0.04582430,1.12495371
-4.76938469,4.56895805,0.00479700,0.98744455,1.68556414,2.28654650,0.04433821,1.11955527
-4.76338169,4.43685495,0.00481054,0.92707272,1.65621804,2.21503545,0.04308280,1.12066309
-4.75737869,4.32575883,0.00484092,0.86839051,1.64087003,2.15335163,0.04208728,1.12885594
-4.75137569,4.23823865,0.00489244,0.81199922,1.63985877,2.10300678,0.04137690,1.14462817
-4.74537269,4.17649239,0.00496942,0.75842510,1.65330335,2.06535085,0.04097230,1.16837232
-4.73936968,4.14228612,0.00507609,0.70810843,1.68109655,2.04153586,0.04088901,1.20036432
-4.73336668,4.13690576,0.00521641,0.66139605,1.72290395,2.03248533,0.04113705,1.24075204
-4.72736368,4.16112282,0.00539398,0.61853754,1.77816873,2.03886979,0.04172076,1.28954729
-4.72136068,4.21517427,0.00561192,0.57968484,1.84612192,2.06108886,0.04263868,1.34662156
-4.71535768,4.29875652,0.00587278,0.54489524,1.92579764,2.09925991,0.04388361,1.41170539
-4.70935468,4.41103239,0.00617842,0.51413726,2.01605256,2.15321302,0.04544276,1.48439113
-4.70335168,4.55064985,0.00652999,0.48729900,2.11558870,2.22249206,0.04729808,1.56413871
-4.69734867,4.71577093,0.00692784,0.46419848,2.22297868,2.30636099,0.04942662,1.65028398
-4.69134567,4.90410865,0.00737151,0.44459515,2.33669242,2.40381512,0.05180096,1.74204892
-4.68534267,5.11297029,0.00785970,0.42820224,2.45512405,2.51359637,0.05438976,1.83855333
-4.67933967,5.33930501,0.00839030,0.41469919,2.57661851,2.63421198,0.05715826,1.93882721
-4.67333667,5.57975417,0.00896035,0.40374365,2.69949664,2.76395629,0.06006887,2.04182365
-4.66733367,5.83070328,0.00956613,0.39498271,2.82207846,2.90093491,0.06308172,2.14643157
-4.66133067,6.08833447,0.01020319,0.38806286,2.94270408,3.04309125,0.06615523,2.25148836
-4.65532766,6.34867920,0.01086641,0.38263851,3.05975212,3.18823516,0.06924666,2.35579227
-4.64932466,6.60767098,0.01155012,0.37837905,3.17165582,3.33407362,0.07231264,2.45811461
-4.64332166,6.86119851,0.01224817,0.37497412,3.27691695,3.47824366,0.07530966,2.55721216
-4.63731866,7.10515956,0.01295406,0.37213749,3.37411802,3.61834741,0.07819467,2.65183993
-4.63131566,7.33551624,0.01366109,0.36960954,3.46193351,3.75198942,0.08092550,2.74076482
-4.62531266,7.54835207,0.01436253,0.36715845,3.53914041,3.87681605,0.08346143,2.82278047
-4.61930965,7.73993111,0.01505173,0.36458062,3.60462891,3.99055675,0.08576373,2.89672354
-4.61330665,7.90675917,0.01572232,0.36170022,3.65741353,4.09106668,0.08779615,2.96149177
-4.60730365,8.04564656,0.01636839,0.35836846,3.69664513,4.17636993,0.08952554,3.01606354
-4.60130065,8.15377140,0.01698461,0.35446254,3.72162377,4.24470249,0.09092237,3.05951898
-4.59529765,8.22874208,0.01756641,0.34988465,3.73181244,4.29455362,0.09196132,3.09106205
-4.58929465,8.26865689,0.01811008,0.34456095,3.72685113,4.32470440,0.09262184,3.11004294
-4.58329165,8.27215871,0.01861284,0.33844085,3.70657091,4.33426193,0.09288866,3.11598003
-4.57728864,8.23848223,0.01907294,0.33149643,3.67100694,4.32268772,0.09275225,3.10858044
-4.57128564,8.16749121,0.01948961,0.32372200,3.62040986,4.28981888,0.09220926,3.08775803
-4.56528264,8.05970358,0.01986305,0.31513384,3.55525441,4.23588091,0.09126276,3.05364799
-4.55927964,7.91630229,0.02019436,0.30576990,3.47624445,4.16149117,0.08992244,3.00661688
-4.55327664,7.73913048,0.02048537,0.29568947,3.38431359,4.06765238,0.08820466,2.94726741
-4.54727364,7.53067019,0.02073850,0.28497260,3.28062077,3.95573610,0.08613233,2.87643740
-4.54127064,7.29400455,0.02095657,0.27371933,3.16654039,3.82745646,0.08373460,2.79519245
-4.53526763,7.03276401,0.02114256,0.26204843,3.04364674,3.68483472,0.08104651,2.70481240
-4.52926463,6.75105826,0.02129942,0.25009585,2.91369304,3.53015606,0.07810834,2.60677179
-4.52326163,6.45339589,0.02142988,0.23801273,2.77858525,3.36591989,0.07496495,2.50271487
-4.51725863,6.14459432,0.02153621,0.22596290,2.64035142,3.19478549,0.07166497,2.39442595
-4.51125563,5.82968341,0.02162012,0.21412014,2.50110739,3.01951504,0.06825987,2.28379604
-4.50525263,5.51380564,0.02168267,0.20266503,2.36301978,2.84291582,0.06480307,2.17278693
-4.49924962,5.20211633,0.02172419,0.19178163,2.22826734,2.66778371,0.06134892,2.06339394
-4.49324662,4.89968698,0.02174433,0.18165393,2.09900176,2.49684960,0.05795183,1.95760833
-4.48724362,4.61141424,0.02174211,0.17246235,1.97730895,2.33273028,0.05466530,1.85738060
-4.48124062,4.34193689,0.02171608,0.16438015,1.86517175,2.17788502,0.05154114,1.76458555
-4.47523762,4.09556241,0.02166445,0.15756999,1.76443484,2.03457860,0.04862869,1.68098987
-4.46923462,3.87620410,0.02158533,0.15218067,1.67677258,1.90485124,0.04597423,1.60822279
-4.46323162,3.68732914,0.02147696,0.14834399,1.60366021,1.79049554,0.04362040,1.54775027
-4.45722861,3.53191753,0.02133789,0.14617192,1.54634878,1.69304007,0.04160580,1.50085267
-4.45122561,3.41243118,0.02116720,0.14575408,1.50584405,1.61373908,0.03996466,1.46860618
-4.44522261,3.33079235,0.02096470,0.14715539,1.48288941,1.55356770,0.03872659,1.45186766
-4.43921961,3.28837011,0.02073104,0.15041417,1.47795283,1.51322151,0.03791639,1.45126282
-4.43321661,3.28597376,0.02046775,0.15554051,1.49121803,1.49311971,0.03755400,1.46717749
-4.42721361,3.32385206,0.02017730,0.16251508,1.52257954,1.49341099,0.03765431,1.49975166
-4.42121061,3.40169712,0.01986299,0.17128830,1.57164189,1.51398114,0.03822719,1.54887628
-4.41520760,3.51865245,0.01952888,0.18177997,1.63772290,1.55446183,0.03927735,1.61419245
-4.40920460,3.67332448,0.01917958,0.19387949,1.71986094,1.61424014,0.04080428,1.69509322
-4.40320160,3.86379756,0.01882003,0.20744650,1.81682648,1.69246833,0.04280215,1.79072793
-4.39719860,4.08765259,0.01845529,0.22231224,1.92713774,1.78807392,0.04525973,1.90000908
-4.39119560,4.34198946,0.01809027,0.23828143,2.04908058,1.89977024,0.04816023,2.02162221
-4.38519260,4.62345414,0.01772946,0.25513490,2.18073265,2.02606741,0.05148117,2.15403873
-4.37918959,4.92827090,0.01737673,0.27263275,2.31999149,2.16528453,0.05519433,2.29553205
-4.37318659,5.25228038,0.01703509,0.29051819,2.46460664,2.31556318,0.05926561,2.44419713
-4.36718359,5.59098422,0.01670662,0.30852196,2.61221527,2.47488306,0.06365508,2.59797370
-4.36118059,5.93959661,0.01639227,0.32636712,2.76038080,2.64107999,0.06831699,2.75467303
-4.35517759,6.29310321,0.01609193,0.34377429,2.90663420,2.81186703,0.07319999,2.91200829
-4.34917459,6.64632723,0.01580441,0.36046710,3.04851698,2.98485877,0.07824741,3.06762834
-4.34317159,6.99400264,0.01552753,0.37617771,3.18362520,3.15759932,0.08339774,3.21915455
-4.33716858,7.33085363,0.01525828,0.39065226,3.30965359,3.32759396,0.08858521,3.36422017
-4.33116558,7.65167961,0.01499297,0.40365604,3.42443874,3.49234426,0.09374062,3.50051175
-4.32516258,7.95144418,0.01472750,0.41497834,3.52600054,3.64938659,0.09879226,3.62581178
-4.31915958,8.22536665,0.01445752,0.42443668,3.61258061,3.79633332,0.10366714,3.73804159
-4.31315658,8.46901395,0.01417872,0.43188037,3.68267703,3.93091612,0.10829221,3.83530376
-4.30715358,8.67839095,0.01388705,0.43719336,3.73507430,4.05103024,0.11259581,3.91592266
