energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.83191596,2.74646853,0.04849650,0.09441406,0.72661551,0.46228546,0.07344230,1.56640716,0.33563229,0.11144136
-5.82591296,2.78029936,0.04979077,0.09433586,0.74445274,0.46814564,0.07418995,1.58822949,0.34063164,0.11272128
-5.81990995,2.81033636,0.05093037,0.09411710,0.76216686,0.47320595,0.07480274,1.60799659,0.34595201,0.11371225
-5.81390695,2.83669833,0.05190680,0.09379661,0.77965808,0.47744742,0.07527689,1.62571952,0.35165442,0.11443210
-5.80790395,2.85951098,0.05271354,0.09341523,0.79681853,0.48085002,0.07560803,1.64141014,0.35779451,0.11490314
-5.80190095,2.87891823,0.05334625,0.09301533,0.81353860,0.48339587,0.07579172,1.65508917,0.36442436,0.11515202
-5.79589795,2.89509710,0.05380310,0.09264046,0.82971427,0.48507300,0.07582409,1.66679636,0.37159511,0.11520967
-5.78989495,2.90827511,0.05408493,0.09233517,0.84525516,0.48587960,0.07570244,1.67660193,0.37935981,0.11511131
-5.78389195,2.91874853,0.05419552,0.09214488,0.86009256,0.48582832,0.07542602,1.68461835,0.38777640,0.11489656
-5.77788894,2.92690006,0.05414169,0.09211591,0.87418699,0.48495038,0.07499667,1.69101164,0.39691071,0.11460949
-5.77188594,2.93321427,0.05393338,0.09229557,0.88753471,0.48329912,0.07441944,1.69601094,0.40683890,0.11429879
-5.76588294,2.93828925,0.05358362,0.09273229,0.90017273,0.48095276,0.07370302,1.69991579,0.41764952,0.11401783
-5.75987994,2.94284341,0.05310836,0.09347575,0.91218203,0.47801599,0.07286007,1.70310009,0.42944483,0.11382470
-5.75387694,2.94771635,0.05252620,0.09457703,0.92368869,0.47462040,0.07190727,1.70601252,0.44234132,0.11378211
-5.74787394,2.95386324,0.05185795,0.09608864,0.93486306,0.47092344,0.07086516,1.70917282,0.45646942,0.11395719
-5.74187094,2.96234273,0.05112615,0.09806450,0.94591685,0.46710607,0.06975772,1.71316427,0.47197239,0.11442109
-5.73586793,2.97429849,0.05035439,0.10055976,0.95709840,0.46336897,0.06861178,1.71862221,0.48900450,0.11524843
-5.72986493,2.99093500,0.04956659,0.10363043,0.96868654,0.45992767,0.06745613,1.72621940,0.50772852,0.11651644
-5.72386193,3.01348868,0.04878620,0.10733289,0.98098324,0.45700663,0.06632053,1.73664862,0.52831260,0.11830402
-5.71785893,3.04319529,0.04803540,0.11172305,0.99430554,0.45483260,0.06523455,1.75060334,0.55092681,0.12069049
-5.71185593,3.08125512,0.04733432,0.11685548,1.00897703,0.45362762,0.06422639,1.76875730,0.57573918,0.12375411
-5.70585293,3.12879700,0.04670027,0.12278206,1.02531945,0.45360182,0.06332163,1.79174382,0.60291153,0.12757046
-5.69984992,3.18684256,0.04614711,0.12955063,1.04364427,0.45494644,0.06254206,1.82013559,0.63259501,0.13221058
-5.69384692,3.25627186,0.04568472,0.13720320,1.06424490,0.45782727,0.06190467,1.85442558,0.66492530,0.13773901
-5.68784392,3.33779119,0.04531864,0.14577416,1.08738921,0.46237888,0.06142072,1.89500971,0.70001761,0.14421161
-5.68184092,3.43190390,0.04504987,0.15528813,1.11331259,0.46869952,0.06109510,1.94217159,0.73796124,0.15167336
-5.67583792,3.53888476,0.04487485,0.16575786,1.14221145,0.47684722,0.06092594,1.99606959,0.77881384,0.16015615
-5.66983492,3.65875832,0.04478565,0.17718194,1.17423708,0.48683683,0.06090443,2.05672641,0.82259523,0.16967646
-5.66383192,3.79128132,0.04477032,0.18954267,1.20948964,0.49863816,0.06101499,2.12402119,0.86928090,0.18023324
-5.65782891,3.93592963,0.04481336,0.20280390,1.24801251,0.51217529,0.06123572,2.19768408,0.91879516,0.19180591
-5.65182591,4.09188975,0.04489640,0.21690924,1.28978671,0.52732679,0.06153908,2.27729330,0.97100437,0.20435252
-5.64582291,4.25805513,0.04499894,0.23178052,1.33472564,0.54392701,0.06189282,2.36227474,1.02571015,0.21780837
-5.63981991,4.43302776,0.04509910,0.24731670,1.38267039,0.56176815,0.06226115,2.45190403,1.08264331,0.23208494
-5.63381691,4.61512531,0.04517449,0.26339339,1.43338576,0.58060331,0.06260597,2.54531130,1.14145867,0.24706940
-5.62781391,4.80239446,0.04520302,0.27986303,1.48655755,0.60015015,0.06288829,2.64148880,1.20173137,0.26262475
-5.62181091,4.99263092,0.04516367,0.29655578,1.54179148,0.62009538,0.06306964,2.73930165,1.26295525,0.27859057
-5.61580790,5.18340663,0.04503718,0.31328131,1.59861426,0.64009991,0.06311344,2.83750196,1.32454369,0.29478467
-5.60980490,5.37210469,0.04480665,0.32983139,1.65647720,0.65980461,0.06298634,2.93474657,1.38583349,0.31100544
-5.60380190,5.55596204,0.04445803,0.34598334,1.71476281,0.67883682,0.06265941,3.02961863,1.44609213,0.32703506
-5.59779890,5.73212001,0.04398047,0.36150434,1.77279448,0.69681731,0.06210914,3.12065301,1.50452860,0.34264357
-5.59179590,5.89768213,0.04336654,0.37615640,1.82984952,0.71336796,0.06131824,3.20636535,1.56030793,0.35759360
-5.58579290,6.04977828,0.04261233,0.38970198,1.88517504,0.72811975,0.06027627,3.28528449,1.61256914,0.37164579
-5.57978989,6.18563395,0.04171741,0.40191000,1.93800672,0.74072122,0.05897988,3.35598755,1.66044636,0.38456467
-5.57378689,6.30264250,0.04068472,0.41256206,1.98758944,0.75084704,0.05743295,3.41713675,1.70309248,0.39612492
-5.56778389,6.39843838,0.03952033,0.42145875,2.03319925,0.75820663,0.05564637,3.46751702,1.73970441,0.40611766
-5.56178089,6.47096854,0.03823316,0.42842556,2.07416562,0.76255252,0.05363769,3.50607287,1.76954918,0.41435665
-5.55577789,6.51855932,0.03683462,0.43331840,2.10989287,0.76368818,0.05143054,3.53194320,1.79198966,0.42068408
-5.54977489,6.53997586,0.03533824,0.43602834,2.13987980,0.76147502,0.04905387,3.54449261,1.80650873,0.42497574
-5.54377189,6.53447144,0.03375927,0.43648539,2.16373642,0.75583841,0.04654110,3.54333763,1.81273089,0.42714539
-5.53776888,6.50182419,0.03211428,0.43466115,2.18119690,0.74677218,0.04392924,3.52836664,1.81044002,0.42714796
-5.53176588,6.44235934,0.03042080,0.43057023,2.19212811,0.73434159,0.04125791,3.49975243,1.79959264,0.42498167
-5.52576288,6.35695541,0.02869692,0.42427024,2.19653327,0.71868448,0.03856847,3.45795659,1.78032572,0.42068872
-5.51975988,6.24703402,0.02696096,0.41586054,2.19455050,0.70001046,0.03590311,3.40372526,1.75295861,0.41435465
-5.51375688,6.11453297,0.02523121,0.40547954,2.18644653,0.67859805,0.03330410,3.33807636,1.71798900,0.40610636
-5.50775388,5.96186380,0.02352562,0.39330093,2.17260587,0.65478989,0.03081312,3.26227848,1.67608283,0.39610882
-5.50175088,5.79185504,0.02186159,0.37952876,2.15351621,0.62898596,0.02847070,3.17782227,1.62805860,0.38456062
-5.49574787,5.60768345,0.02025578,0.36439169,2.12975079,0.60163519,0.02631582,3.08638536,1.57486665,0.37168854
-5.48974487,5.41279562,0.01872390,0.34813667,2.10194876,0.57322547,0.02438555,2.98979199,1.51756428,0.35774139
-5.48374187,5.21082304,0.01728063,0.33102225,2.07079460,0.54427250,0.02271489,2.88996893,1.45728755,0.34298330
-5.47773887,5.00549324,0.01593945,0.31331177,2.03699739,0.51530785,0.02133658,2.78889900,1.39522104,0.32768675
-5.47173587,4.80054032,0.01471257,0.29526673,2.00127093,0.48686640,0.02028099,2.68857389,1.33256646,0.31212561
-5.46573287,4.59961721,0.01361078,0.27714060,1.96431542,0.45947373,0.01957605,2.59094739,1.27051131,0.29656837
-5.45972986,4.40621229,0.01264343,0.25917312,1.92680103,0.43363368,0.01924712,2.49789044,1.21019862,0.28127180
-5.45372686,4.22357231,0.01181832,0.24158545,1.88935381,0.40981643,0.01931679,2.41114892,1.15269863,0.26647522
-5.44772386,4.05463308,0.01114159,0.22457617,1.85254398,0.38844750,0.01980463,2.33230504,1.09898307,0.25239554
-5.44172086,3.90195915,0.01061771,0.20831811,1.81687644,0.36989771,0.02072682,2.26274289,1.04990291,0.23922307
-5.43571786,3.76769323,0.01024934,0.19295631,1.78278336,0.35447465,0.02209571,2.20361865,1.00616975,0.22711822
-5.42971486,3.65351571,0.01003729,0.17860671,1.75061848,0.34241545,0.02391921,2.15583576,0.96834129,0.21620917
-5.42371186,3.56061462,0.00998046,0.16535588,1.72065296,0.33388139,0.02620020,2.12002530,0.93681105,0.20659034
-5.41770885,3.48966599,0.01007581,0.15326147,1.69307227,0.32895416,0.02893573,2.09653178,0.91180242,0.19832182
-5.41170585,3.44082481,0.01031827,0.14235329,1.66797423,0.32763405,0.03211637,2.08540466,0.89336691,0.19142945
-5.40570285,3.41372647,0.01070082,0.13263508,1.64536790,0.32983997,0.03572551,2.08639578,0.88138674,0.18590586
-5.39969985,3.40749895,0.01121445,0.12408665,1.62517359,0.33541157,0.03973871,2.09896296,0.87558131,0.18171201
-5.39369685,3.42078565,0.01184830,0.11666638,1.60722405,0.34411314,0.04412332,2.12228023,0.87551775,0.17877950
-5.38769385,3.45177919,0.01258974,0.11031404,1.59126724,0.35563956,0.04883819,2.15525480,0.88062491,0.17701335
-5.38169085,3.49826586,0.01342459,0.10495364,1.57697089,0.36962404,0.05383376,2.19655108,0.89021092,0.17629532
-5.37568784,3.55768079,0.01433732,0.10049646,1.56392943,0.38564763,0.05905236,2.24462164,0.90348357,0.17648770
-5.36968484,3.62717307,0.01531136,0.09684408,1.55167319,0.40325025,0.06442889,2.29774503,0.91957346,0.17743745
-5.36368184,3.70368005,0.01632947,0.09389131,1.53968047,0.42194307,0.06989193,2.35406984,0.93755909,0.17898065
-5.35767884,3.78400925,0.01737409,0.09152914,1.52739206,0.44122185,0.07536504,2.41166425,0.95649354,0.18094713
-5.35167584,3.86492619,0.01842779,0.08964749,1.51422825,0.46058098,0.08076855,2.46856976,0.97543184,0.18316529
-5.34567284,3.94324545,0.01947372,0.08813781,1.49960781,0.47952771,0.08602145,2.52285753,0.99345839,0.18546683
-5.33966983,4.01592224,0.02049602,0.08689560,1.48296830,0.49759615,0.09104366,2.57268558,1.00971354,0.18769141
-5.33366683,4.08014124,0.02148029,0.08582256,1.46378688,0.51436042,0.09575820,2.61635449,1.02341839,0.18969100
-5.32766383,4.13339923,0.02241394,0.08482860,1.44160079,0.52944669,0.10009352,2.65235960,1.03389700,0.19133385
-5.32166083,4.17357818,0.02328652,0.08383353,1.41602631,0.54254336,0.10398568,2.67943726,1.04059529,0.19250788
-5.31565783,4.19900561,0.02408995,0.08276841,1.38677533,0.55340914,0.10738023,2.69660318,1.04309567,0.19312347
-5.30965483,4.20849941,0.02481870,0.08157666,1.35366870,0.56187858,0.11023392,2.70318090,1.04112711,0.19311534
-5.30365183,4.20139522,0.02546978,0.08021467,1.31664538,0.56786488,0.11251586,2.69881927,1.03457009,0.19244378
-5.29764882,4.17755493,0.02604268,0.07865216,1.27576707,0.57135979,0.11420830,2.68349774,1.02345643,0.19109478
-5.29164582,4.13735612,0.02653923,0.07687216,1.23121796,0.57243074,0.11530684,2.65751963,1.00796400,0.18907948
-5.28564282,4.08166312,0.02696323,0.07487058,1.18329963,0.57121522,0.11582011,2.62149352,0.98840678,0.18643268
-5.27963982,4.01178144,0.02732016,0.07265556,1.13242140,0.56791289,0.11576899,2.57630402,0.96522079,0.18321065
-5.27363682,3.92939811,0.02761671,0.07024650,1.07908678,0.56277577,0.11518527,2.52307360,0.93894669,0.17948836
-5.26763382,3.83651152,0.02786032,0.06767286,1.02387667,0.55609712,0.11411001,2.46311768,0.91021008,0.17535623
-5.26163082,3.73535462,0.02805869,0.06497284,0.96743047,0.54819951,0.11259153,2.39789551,0.87970058,0.17091673
-5.25562781,3.62831573,0.02821935,0.06219196,0.91042604,0.53942296,0.11068327,2.32895965,0.84815072,0.16628079
-5.24962481,3.51786147,0.02834926,0.05938165,0.85355967,0.53011359,0.10844154,2.25790683,0.81631579,0.16156450
-5.24362181,3.40646565,0.02845449,0.05659781,0.79752709,0.52061353,0.10592341,2.18633281,0.78495562,0.15688600
-5.23761881,3.29654778,0.02854003,0.05389956,0.74300652,0.51125244,0.10318466,2.11579349,0.75481909,0.15236296
-5.23161581,3.19042393,0.02860971,0.05134810,0.69064440,0.50234124,0.10027813,2.04777399,0.72663194,0.14811053
-5.22561281,3.09027174,0.02866628,0.04900567,0.64104442,0.49416808,0.09725235,1.98366704,0.70108834,0.14424005
-5.21960980,2.99811035,0.02871154,0.04693483,0.59476014,0.48699676,0.09415060,1.92476088,0.67884604,0.14085832
-5.21360680,2.91579477,0.02874673,0.04519776,0.55229118,0.48106732,0.09101040,1.87223666,0.66052512,0.13806752
-5.20760380,2.84502344,0.02877288,0.04385580,0.51408278,0.47659877,0.08786346,1.82717417,0.64670968,0.13596571
-5.20160080,2.78735628,0.02879135,0.04296904,0.48052827,0.47379323,0.08473594,1.79056456,0.63795175,0.13464765
-5.19559780,2.74424032,0.02880431,0.04259602,0.45197387,0.47284115,0.08164915,1.76332766,0.63477654,0.13420584
-5.18959480,2.71703880,0.02881535,0.04279331,0.42872496,0.47392687,0.07862040,1.74633178,0.63768798,0.13473162
-5.18359180,2.70706002,0.02882991,0.04361513,0.41105312,0.47723383,0.07566410,1.74041306,0.64717340,0.13631611
-5.17758879,2.71558155,0.02885574,0.04511273,0.39920290,0.48294879,0.07279288,1.74639190,0.66370634,0.13905066
-5.17158579,2.74386632,0.02890318,0.04733368,0.39339770,0.49126446,0.07001868,1.76508399,0.68774652,0.14302689
-5.16558279,2.79316722,0.02898536,0.05032083,0.39384389,0.50237997,0.06735371,1.79730389,0.71973621,0.14833588
-5.15957979,2.86471794,0.02911810,0.05411111,0.40073265,0.51649883,0.06481124,1.84385955,0.76009245,0.15506674
-5.15357679,2.95970877,0.02931973,0.05873406,0.41423916,0.53382426,0.06240610,1.90553696,0.80919496,0.16330416
-5.14757379,3.07924702,0.02961067,0.06421011,0.43451888,0.55455177,0.06015487,1.98307483,0.86736982,0.17312528
-5.14157079,3.22430322,0.03001279,0.07054880,0.46170097,0.57885926,0.05807580,2.07712979,0.93486936,0.18459581
-5.13556778,3.39564520,0.03054863,0.07774679,0.49587912,0.60689508,0.05618836,2.18823363,1.01184922,0.19776557
-5.12956478,3.59376330,0.03124040,0.08578600,0.53710012,0.63876459,0.05451258,2.31674456,1.09834347,0.21266368
-5.12356178,3.81879090,0.03210894,0.09463184,0.58535093,0.67451593,0.05306807,2.46279530,1.19423939,0.22929365
-5.11755878,4.07042513,0.03317256,0.10423169,0.64054486,0.71412601,0.05187297,2.62624094,1.29925332,0.24762869
-5.11155578,4.34785284,0.03444586,0.11451379,0.70250783,0.75748739,0.05094271,2.80661006,1.41290932,0.26760743
-5.10555278,4.64968724,0.03593862,0.12538663,0.77096552,0.80439717,0.05028881,3.00306244,1.53452226,0.28913056
-5.09954977,4.97392014,0.03765476,0.13673899,0.84553237,0.85454871,0.04991774,3.21435668,1.66318687,0.31205841
-5.09354677,5.31789426,0.03959150,0.14844065,0.92570334,0.90752683,0.04982989,3.43883053,1.79777411,0.33620996
-5.08754377,5.67829908,0.04173861,0.16034393,1.01084903,0.96280720,0.05001877,3.67439634,1.93693585,0.36136328
-5.08154077,6.05119273,0.04407809,0.17228597,1.10021493,1.01976029,0.05047050,3.91855314,2.07911851,0.38725764
-5.07553777,6.43205096,0.04658403,0.18409184,1.19292511,1.07765997,0.05116353,4.16841619,2.22258581,0.41359721
-5.06953477,6.81584286,0.04922277,0.19557837,1.28799070,1.13569673,0.05206881,4.42076384,2.36545037,0.44005642
-5.06353177,7.19713158,0.05195347,0.20655855,1.38432304,1.19299511,0.05315020,4.67210050,2.50571335,0.46628672
-5.05752876,7.57019688,0.05472894,0.21684652,1.48075132,1.24863485,0.05436527,4.91873400,2.64131084,0.49192466
-5.05152576,7.92917513,0.05749680,0.22626279,1.57604430,1.30167475,0.05566638,5.15686436,2.77016546,0.51660086
-5.04552276,8.26821143,0.06020089,0.23463962,1.66893546,1.35117853,0.05700204,5.38268068,2.89024107,0.53994966
-5.03951976,8.58161761,0.06278289,0.24182628,1.75815072,1.39624138,0.05831845,5.59246225,2.99959847,0.56161894
-5.03351676,8.86402980,0.06518415,0.24769402,1.84243788,1.43601616,0.05956122,5.78267983,3.09644981,0.58127984
-5.02751376,9.11055897,0.06734748,0.25214050,1.92059669,1.46973814,0.06067711,5.95009288,3.17920942,0.59863593
-5.02151076,9.31692831,0.06921909,0.25509345,1.99150855,1.49674709,0.06161577,6.09183882,3.24653897,0.61343143
-5.01550775,9.47959192,0.07075034,0.25651348,2.05416477,1.51650604,0.06233145,6.20551083,3.29738510,0.62545822
-5.00950475,9.59583024,0.07189943,0.25639585,2.10769242,1.52861564,0.06278441,6.28922124,3.33100813,0.63456141
-5.00350175,9.66381886,0.07263273,0.25477107,2.15137688,1.53282396,0.06294228,6.34164830,3.34700069,0.64064311
-4.99749875,9.68266853,0.07292599,0.25170438,2.18468030,1.52903117,0.06278101,6.36206484,3.34529585,0.64366458
-4.99149575,9.65243573,0.07276510,0.24729407,2.20725546,1.51728919,0.06228555,6.35034853,3.32616455,0.64364638
-4.98549275,9.57410432,0.07214650,0.24166869,2.21895449,1.49779660,0.06145021,6.30697377,3.29020296,0.64066695
-4.97948974,9.44954022,0.07107724,0.23498331,2.21983241,1.47088903,0.06027862,6.23298656,3.23831036,0.63485938
-4.97348674,9.28142199,0.06957465,0.22741495,2.21014524,1.43702592,0.05878341,6.12996392,3.17165898,0.62640690
-4.96748374,9.07315122,0.06766561,0.21915730,2.19034297,1.39677416,0.05698553,5.99996039,3.09165726,0.61553700
-4.96148074,8.82874703,0.06538559,0.21041514,2.16105772,1.35078959,0.05491330,5.84544414,2.99990812,0.60251472
-4.95547774,8.55272961,0.06277733,0.20139838,2.12308751,1.29979722,0.05260127,5.66922574,2.89816412,0.58763525
-4.94947474,8.24999758,0.05988934,0.19231625,2.07737630,1.24457096,0.05008885,5.47438258,2.78828123,0.57121617
-4.94347174,7.92570397,0.05677433,0.18337167,2.02499104,1.18591375,0.04741890,5.26418185,2.67217296,0.55358962
-4.93746873,7.58513520,0.05348750,0.17475599,1.96709663,1.12463870,0.04463624,5.04200471,2.55176621,0.53509474
-4.93146573,7.23359689,0.05008485,0.16664446,1.90492945,1.06155195,0.04178619,4.81127425,2.42896027,0.51607045
-4.92546273,6.87630984,0.04662160,0.15919235,1.83977069,0.99743753,0.03891322,4.57538904,2.30558999,0.49684899
-4.91945973,6.51831859,0.04315075,0.15253196,1.77292007,0.93304463,0.03605968,4.33766395,2.18339378,0.47775026
-4.91345673,6.16441440,0.03972179,0.14677060,1.70567104,0.86907736,0.03326475,4.10127944,2.06398710,0.45907715
-4.90745373,5.81907370,0.03637964,0.14198949,1.63928809,0.80618708,0.03056361,3.86923992,1.94884151,0.44111187
-4.90145073,5.48641231,0.03316388,0.13824364,1.57498685,0.74496717,0.02798678,3.64434153,1.83926945,0.42411345
-4.89544772,5.17015511,0.03010818,0.13556259,1.51391767,0.68594995,0.02555973,3.42914918,1.73641439,0.40831632
-4.88944472,4.87362044,0.02724005,0.13395205,1.45715277,0.62960576,0.02330268,3.22598254,1.64124616,0.39392988
-4.88344172,4.59971756,0.02458071,0.13339618,1.40567738,0.57634354,0.02123069,3.03691007,1.55456083,0.38113916
-4.87743872,4.35095576,0.02214535,0.13386051,1.36038474,0.52651289,0.01935381,2.86375023,1.47698466,0.37010620
-4.87143572,4.12946275,0.01994339,0.13529523,1.32207470,0.48040713,0.01767751,2.70807876,1.40898139,0.36097219
-4.86543272,3.93701023,0.01797906,0.13763878,1.29145563,0.43826699,0.01620315,2.57124047,1.35086233,0.35386004
-4.85942971,3.77504414,0.01625192,0.14082148,1.26914903,0.40028479,0.01492853,2.45436453,1.30279837,0.34887725
-4.85342671,3.64471717,0.01475759,0.14476917,1.25569603,0.36660874,0.01384860,2.35838146,1.26483353,0.34611877
-4.84742371,3.54692116,0.01348843,0.14940646,1.25156516,0.33734707,0.01295598,2.28404061,1.23689908,0.34566968
-4.84142071,3.48231712,0.01243424,0.15465976,1.25716038,0.31257197,0.01224169,2.23192682,1.21882795,0.34760736
-4.83541771,3.45136106,0.01158292,0.16045966,1.27282863,0.29232306,0.01169562,2.20247491,1.21036870,0.35200304
-4.82941471,3.45432377,0.01092112,0.16674280,1.29886612,0.27661033,0.01130710,2.19598117,1.21119876,0.35892245
-4.82341171,3.49130364,0.01043471,0.17345300,1.33552262,0.26541646,0.01106529,2.21261095,1.22093635,0.36842553
-4.81740870,3.56223161,0.01010931,0.18054172,1.38300339,0.25869863,0.01095948,2.25240199,1.23915108,0.38056496
-4.81140570,3.66686831,0.00993057,0.18796782,1.44146832,0.25638960,0.01097938,2.31526328,1.26537279,0.39538375
-4.80540270,3.80479363,0.00988451,0.19569667,1.51102836,0.25839840,0.01111517,2.40096964,1.29909865,0.41291169
-4.79939970,3.97538988,0.00995767,0.20369863,1.59173923,0.26461050,0.01135762,2.50915265,1.33979859,0.43316099
-4.79339670,4.17782001,0.01013721,0.21194713,1.68359294,0.27488770,0.01169805,2.63928862,1.38691897,0.45612126
-4.78739370,4.41100279,0.01041100,0.22041634,1.78650765,0.28906789,0.01212823,2.79068496,1.43988484,0.48175411
-4.78139070,4.67358733,0.01076753,0.22907871,1.90031653,0.30696470,0.01264028,2.96246602,1.49810103,0.50998770
-4.77538769,4.96392944,0.01119595,0.23790249,2.02475663,0.32836743,0.01322653,3.15356008,1.56095226,0.54071169
-4.76938469,5.28007228,0.01168593,0.24684938,2.15945845,0.35304114,0.01387936,3.36268895,1.62780277,0.57377280
-4.76338169,5.61973372,0.01222764,0.25587255,2.30393713,0.38072728,0.01459107,3.58836144,1.69799577,0.60897163
-4.75737869,5.98030258,0.01281161,0.26491507,2.45758610,0.41114477,0.01535378,3.82887211,1.77085313,0.64606071
-4.75137569,6.35884519,0.01342874,0.27390905,2.61967360,0.44399168,0.01615931,4.08230614,1.84567561,0.68474445
-4.74537269,6.75212341,0.01407022,0.28277538,2.78934266,0.47894754,0.01699918,4.34655100,1.92174396,0.72468082
-4.73936968,7.15662433,0.01472756,0.29142428,2.96561447,0.51567616,0.01786461,4.61931489,1.99832119,0.76548511
-4.73336668,7.56860117,0.01539256,0.29975663,3.14739531,0.55382898,0.01874656,4.89815196,2.07465602,0.80673562
-4.72736368,7.98412434,0.01605741,0.30766599,3.33348652,0.59304867,0.01963583,5.18049324,2.14998776,0.84798114
-4.72136068,8.39914056,0.01671473,0.31504135,3.52259698,0.63297302,0.02052319,5.46368244,2.22355244,0.88875004
-4.71535768,8.80953774,0.01735769,0.32177031,3.71335749,0.67323874,0.02139952,5.74501498,2.29459013,0.92856054
-4.70935468,9.21121276,0.01798012,0.32774280,3.90433625,0.71348510,0.02225599,6.02177864,2.36235323,0.96693178
-4.70335168,9.60013908,0.01857656,0.33285482,4.09405451,0.75335716,0.02308421,6.29129409,2.42611542,1.00339515
-4.69734867,9.97243108,0.01914243,0.33701227,4.28100175,0.79250853,0.02387641,6.55095337,2.48518099,1.03750542
-4.69134567,10.32440260,0.01967402,0.34013460,4.46364984,0.83060343,0.02462553,6.79825504,2.53889405,1.06885113
-4.68534267,10.65261703,0.02016859,0.34215794,4.64046556,0.86731814,0.02532538,7.03083440,2.58664741,1.09706373
-4.67933967,10.95392753,0.02062433,0.34303772,4.80992154,0.90234177,0.02597065,7.24648823,2.62789065,1.12182520
-4.67333667,11.22550634,0.02104036,0.34275054,4.97050568,0.93537653,0.02655698,7.44319332,2.66213710,1.14287367
-4.66733367,11.46486310,0.02141658,0.34129516,5.12072931,0.96613756,0.02708089,7.61911912,2.68896963,1.16000702
-4.66133067,11.66985290,0.02175361,0.33869266,5.25913489,0.99435260,0.02753977,7.77263501,2.70804489,1.17308431
-4.65532766,11.83867555,0.02205257,0.33498562,5.38430400,1.01976177,0.02793176,7.90231303,2.71909619,1.18202513
-4.64932466,11.96986806,0.02231490,0.33023656,5.49486634,1.04211768,0.02825561,8.00692767,2.72193485,1.18680707
-4.64332166,12.06229297,0.02254218,0.32452555,5.58951092,1.06118606,0.02851059,8.08545394,2.71645033,1.18746161
