energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.83791896,0.61057744,-0.82573427,0.00271453,-0.00389921,0.01519892,-0.02986250,0.09643651,-0.13420205,0.14243947,-0.19597460,0.22560511,-0.29985952,0.00661670,-0.01198253,0.32483553,-0.42791566
-5.83191596,0.57255731,-0.79573817,0.00255787,-0.00378939,0.01366911,-0.02601337,0.09021391,-0.12766477,0.13315668,-0.18909050,0.21179587,-0.29042189,0.00587281,-0.01087923,0.30542180,-0.41588491
-5.82591296,0.53803611,-0.76664086,0.00241117,-0.00368902,0.01257350,-0.02275416,0.08469058,-0.12109272,0.12456641,-0.18224091,0.19900601,-0.28104841,0.00522676,-0.00985697,0.28747101,-0.40371291
-5.81990995,0.50746654,-0.73849912,0.00227664,-0.00359463,0.01188334,-0.02003775,0.07997256,-0.11461966,0.11677856,-0.17544132,0.18741693,-0.27177204,0.00467563,-0.00891295,0.27126729,-0.39146711
-5.81390695,0.48129614,-0.71144252,0.00215698,-0.00350322,0.01157483,-0.01782085,0.07615237,-0.10838236,0.10990151,-0.16872941,0.17720558,-0.26264925,0.00421709,-0.00804485,0.25708841,-0.37925364
-5.80790395,0.45995534,-0.68566851,0.00205539,-0.00341242,0.01162878,-0.01606450,0.07330747,-0.10251683,0.10403899,-0.16216222,0.16853999,-0.25375901,0.00384943,-0.00725091,0.24519937,-0.36721421
-5.80190095,0.44384612,-0.66143508,0.00197553,-0.00332058,0.01203017,-0.01473438,0.07149901,-0.09715458,0.09928713,-0.15581314,0.16157518,-0.24520074,0.00357164,-0.00652979,0.23584637,-0.35552184
-5.79589795,0.43333137,-0.63905128,0.00192150,-0.00322679,0.01276755,-0.01380083,0.07077097,-0.09241916,0.09573200,-0.14976853,0.15644922,-0.23709144,0.00338344,-0.00588064,0.22925144,-0.34437566
-5.78989495,0.42872513,-0.61886590,0.00189778,-0.00313093,0.01383233,-0.01323863,0.07114952,-0.08842297,0.09344732,-0.14412433,0.15327980,-0.22956203,0.00328526,-0.00530296,0.22560757,-0.33399481
-5.78389195,0.43028378,-0.60125492,0.00190925,-0.00303371,0.01521801,-0.01302674,0.07264266,-0.08526447,0.09249254,-0.13898249,0.15216120,-0.22275315,0.00327828,-0.00479659,0.22507445,-0.32461182
-5.77788894,0.43819821,-0.58660788,0.00196109,-0.00293661,0.01691936,-0.01314770,0.07524012,-0.08302578,0.09291119,-0.13444742,0.15316163,-0.21681044,0.00336436,-0.00436168,0.22777478,-0.31646546
-5.77188594,0.45258696,-0.57531374,0.00205878,-0.00284190,0.01893156,-0.01358714,0.07891346,-0.08177076,0.09472947,-0.13062254,0.15632105,-0.21187952,0.00354603,-0.00399865,0.23379117,-0.30979339
-5.76588294,0.47349039,-0.56774676,0.00220804,-0.00275257,0.02124938,-0.01433304,0.08361641,-0.08154351,0.09795509,-0.12760676,0.16164941,-0.20810090,0.00382640,-0.00370819,0.24316354,-0.30482478
-5.75987994,0.50086586,-0.56425252,0.00241474,-0.00267230,0.02386636,-0.01537509,0.08928548,-0.08236734,0.10257633,-0.12549134,0.16912537,-0.20560485,0.00420902,-0.00349126,0.25588708,-0.30177309
-5.75387694,0.53458397,-0.56513483,0.00268483,-0.00260541,0.02677403,-0.01670399,0.09584078,-0.08424426,0.10856133,-0.12435675,0.17869541,-0.20450649,0.00469777,-0.00334910,0.27191068,-0.30082918
-5.74787394,0.57442595,-0.57064359,0.00302418,-0.00255676,0.02996125,-0.01831076,0.10318711,-0.08715486,0.11585758,-0.12426989,0.19027346,-0.20490122,0.00529664,-0.00328325,0.29113591,-0.30215508
-5.74187094,0.62008228,-0.58096427,0.00343853,-0.00253173,0.03341356,-0.02018609,0.11121546,-0.09105869,0.12439180,-0.12528161,0.20374100,-0.20686064,0.00600954,-0.00329562,0.31341661,-0.30587838
-5.73586793,0.67115260,-0.59620903,0.00393325,-0.00253613,0.03711270,-0.02231984,0.11980470,-0.09589510,0.13406999,-0.12742458,0.21894767,-0.21042916,0.00683998,-0.00338845,0.33855897,-0.31208760
-5.72986493,0.72714714,-0.61640990,0.00451316,-0.00257613,0.04103625,-0.02470048,0.12882363,-0.10158453,0.14477794,-0.13071150,0.23571249,-0.21562126,0.00779086,-0.00356437,0.36632240,-0.32082859
-5.72386193,0.78748978,-0.64151426,0.00518237,-0.00265818,0.04515738,-0.02731473,0.13813342,-0.10803019,0.15638209,-0.13513393,0.25382564,-0.22241970,0.00886404,-0.00382635,0.39642106,-0.33210199
-5.71785893,0.85152277,-0.67138261,0.00594400,-0.00278890,0.04944474,-0.03014725,0.14759026,-0.11512024,0.16873090,-0.14066144,0.27305081,-0.23077453,0.01006008,-0.00417772,0.42852624,-0.34586200
-5.71185593,0.91851339,-0.70578877,0.00679999,-0.00297502,0.05386259,-0.03318043,0.15704825,-0.12273029,0.18165666,-0.14724145,0.29312831,-0.24060315,0.01137786,-0.00462206,0.46226956,-0.36201633
-5.70585293,0.98766244,-0.74442248,0.00775083,-0.00322327,0.05837103,-0.03639429,0.16636253,-0.13072633,0.19497787,-0.15479956,0.31377869,-0.25179130,0.01281424,-0.00516311,0.49724711,-0.38042736
-5.69984992,1.05811477,-0.78689436,0.00879535,-0.00354022,0.06292640,-0.03976651,0.17539243,-0.13896794,0.20850213,-0.16324046,0.33470707,-0.26419489,0.01436376,-0.00580464,0.53302459,-0.40091455
-5.69384692,1.12897164,-0.83274286,0.00993049,-0.00393216,0.06748191,-0.04327248,0.18400468,-0.14731167,0.22202957,-0.17244950,0.35560805,-0.27764287,0.01601836,-0.00655025,0.56914329,-0.42325785
-5.68784392,1.19930502,-0.88144319,0.01115120,-0.00440495,0.07198839,-0.04688553,0.19207641,-0.15561469,0.23535682,-0.18229473,0.37617109,-0.29194075,0.01776718,-0.00740315,0.60512714,-0.44720210
-5.68184092,1.26817347,-0.93241771,0.01245023,-0.00496383,0.07639525,-0.05057716,0.19949804,-0.16373837,0.24828134,-0.19262958,0.39608642,-0.30687486,0.01959643,-0.00836595,0.64049048,-0.47246229
-5.67583792,1.33463955,-0.98504760,0.01381814,-0.00561324,0.08065157,-0.05431740,0.20617572,-0.17155187,0.26060622,-0.20329595,0.41505122,-0.32221711,0.02148936,-0.00944028,0.67474672,-0.49872934
-5.66983492,1.39778839,-1.03868530,0.01524328,-0.00635662,0.08470734,-0.05807521,0.21203342,-0.17893547,0.27214520,-0.21412781,0.43277607,-0.33773021,0.02342633,-0.01062659,0.70741754,-0.52567637
-5.66383192,1.45674705,-1.09266740,0.01671186,-0.00719617,0.08851479,-0.06181889,0.21701439,-0.18578363,0.28272784,-0.22495508,0.44899144,-0.35317299,0.02538502,-0.01192376,0.73804266,-0.55296525
-5.65782891,1.51070433,-1.14632770,0.01820815,-0.00813267,0.09202990,-0.06551664,0.22108217,-0.19200757,0.29220473,-0.23560784,0.46345416,-0.36830592,0.02734075,-0.01332881,0.76618977,-0.58025314
-5.65182591,1.55893051,-1.19900990,0.01971471,-0.00916526,0.09521387,-0.06913704,0.22422087,-0.19753730,0.30045261,-0.24592066,0.47595357,-0.38289644,0.02926692,-0.01483667,0.79146460,-0.60719895
-5.64582291,1.60079660,-1.25007985,0.02121272,-0.01029128,0.09803472,-0.07264968,0.22643489,-0.20232302,0.30737916,-0.25573698,0.48631740,-0.39672414,0.03113557,-0.01643984,0.81352066,-0.63346961
-5.63981991,1.63579253,-1.29893710,0.02268239,-0.01150607,0.10046881,-0.07602574,0.22774796,-0.20633577,0.31292745,-0.26491354,0.49441702,-0.40958547,0.03291805,-0.01812830,0.83206865,-0.65874586
-5.63381691,1.66354377,-1.34502545,0.02410342,-0.01280287,0.10250237,-0.07923865,0.22820169,-0.20956742,0.31707973,-0.27332455,0.50017204,-0.42129815,0.03458576,-0.01988933,0.84688498,-0.68272779
-5.62781391,1.68382586,-1.38784270,0.02545545,-0.01417277,0.10413290,-0.08226483,0.22785362,-0.21202980,0.31986066,-0.28086572,0.50355409,-0.43170491,0.03611095,-0.02170752,0.85781932,-0.70513971
-5.62181091,1.69657637,-1.42694931,0.02671868,-0.01560465,0.10537043,-0.08508436,0.22677480,-0.21375323,0.32133958,-0.28745791,0.50458961,-0.44067676,0.03746753,-0.02356485,0.86480086,-0.72573470
-5.61580790,1.70190372,-1.46197615,0.02787432,-0.01708529,0.10623861,-0.08768184,0.22504721,-0.21478436,0.32163191,-0.29305040,0.50336166,-0.44811563,0.03863194,-0.02544084,0.86784300,-0.74429861
-5.60980490,1.70009249,-1.49263142,0.02890515,-0.01859942,0.10677549,-0.09004717,0.22276088,-0.21518353,0.32089951,-0.29762370,0.50001050,-0.45395643,0.03958388,-0.02731290,0.86704622,-0.76065369
-5.60380190,1.69160491,-1.51870672,0.02979595,-0.02012997,0.10703408,-0.09217639,0.22001100,-0.21502164,0.31934992,-0.30119184,0.49473306,-0.45816854,0.04030701,-0.02915671,0.86259904,-0.77466172
-5.59779890,1.67707800,-1.54008244,0.03053399,-0.02165836,0.10708247,-0.09407261,0.21689516,-0.21437695,0.31723436,-0.30380405,0.48778105,-0.46075680,0.04078959,-0.03094675,0.85477684,-0.78622693
-5.59179590,1.65731639,-1.55673239,0.03110929,-0.02316475,0.10700359,-0.09574678,0.21351058,-0.21333160,0.31484460,-0.30554587,0.47945789,-0.46176196,0.04102485,-0.03265691,0.84393838,-0.79529841
-5.58579290,1.63328053,-1.56872778,0.03151491,-0.02462856,0.10689452,-0.09721857,0.20995175,-0.21196840,0.31250850,-0.30653959,0.47011425,-0.46126074,0.04101135,-0.03426118,0.83052013,-0.80187233
-5.57978989,1.60607028,-1.57624031,0.03174709,-0.02602882,0.10686531,-0.09851710,0.20630825,-0.21036769,0.31058429,-0.30694395,0.46014239,-0.45936535,0.04075304,-0.03573435,0.81502827,-0.80599365
-5.57378689,1.57690409,-1.57954434,0.03180533,-0.02734477,0.10703728,-0.09968149,0.20266299,-0.20860475,0.30945366,-0.30695315,0.44996920,-0.45622268,0.04025923,-0.03705280,0.79802854,-0.80775741
-5.56778389,1.54709382,-1.57901776,0.03169226,-0.02855628,0.10754082,-0.10076136,0.19909081,-0.20674752,0.30951359,-0.30679500,0.44004808,-0.45201304,0.03954428,-0.03819523,0.78013402,-0.80730941
-5.56178089,1.51801568,-1.57514138,0.03141356,-0.02964444,0.10851270,-0.10181697,0.19565746,-0.20485502,0.31116712,-0.30672832,0.43084974,-0.44694835,0.03862718,-0.03914335,0.76199104,-0.80484618
-5.55577789,1.49107771,-1.56849629,0.03097766,-0.03059206,0.11009280,-0.10291908,0.19241889,-0.20297635,0.31481308,-0.30703930,0.42285196,-0.44126995,0.03753097,-0.03988254,0.74426356,-0.80061400
-5.54977489,1.46768443,-1.55975890,0.03039547,-0.03138414,0.11242051,-0.10414852,0.18942092,-0.20115020,0.32083501,-0.30803699,0.41652859,-0.43524574,0.03628198,-0.04040235,0.72761633,-0.79490686
-5.54377189,1.44919944,-1.54969331,0.02967993,-0.03200828,0.11563066,-0.10559528,0.18669917,-0.19940511,0.32958945,-0.31004781,0.41233784,-0.42916672,0.03490904,-0.04069689,0.71269715,-0.78806302
-5.53776888,1.43690680,-1.53914043,0.02884567,-0.03245508,0.11984915,-0.10735716,0.18427915,-0.19776008,0.34139379,-0.31340893,0.41071018,-0.42334279,0.03344250,-0.04076510,0.70011878,-0.78046025
-5.53176588,1.43197219,-1.52900378,0.02790850,-0.03271834,0.12518849,-0.10953793,0.18217664,-0.19622566,0.35651413,-0.31846071,0.41203603,-0.41809781,0.03191338,-0.04061083,0.69044096,-0.77250928
-5.52576288,1.43540499,-1.52023174,0.02688499,-0.03279533,0.13174310,-0.11224509,0.18039802,-0.19480538,0.37515340,-0.32553811,0.41665363,-0.41376383,0.03035237,-0.04024274,0.68415298,-0.76464577
-5.51975988,1.44802247,-1.51379617,0.02579201,-0.03268680,0.13958493,-0.11558700,0.17894077,-0.19349720,0.39744012,-0.33496117,0.42483740,-0.41067448,0.02878899,-0.03967402,0.68165748,-0.75732046
-5.51375688,1.47041721,-1.51066775,0.02464634,-0.03239695,0.14875915,-0.11966976,0.17779394,-0.19229517,0.42341837,-0.34702477,0.43678709,-0.40915763,0.02725071,-0.03892202,0.68325595,-0.75098776
-5.50775388,1.50292915,-1.51178830,0.02346428,-0.03193331,0.15928041,-0.12459354,0.17693866,-0.19119079,0.45303924,-0.36198780,0.45261827,-0.40952729,0.02576229,-0.03800761,0.68913645,-0.74609305
-5.50175088,1.54562341,-1.51804077,0.02226130,-0.03130652,0.17112967,-0.13044882,0.17634855,-0.19017433,0.48615441,-0.38006206,0.47235450,-0.41207497,0.02434514,-0.03695453,0.69936412,-0.74305875
-5.49574787,1.59827501,-1.53021785,0.02105181,-0.03052995,0.18425188,-0.13731230,0.17599022,-0.18923578,0.52251214,-0.40140118,0.49592150,-0.41706070,0.02301691,-0.03578859,0.71387487,-0.74226981
-5.48974487,1.66036159,-1.54899004,0.01984890,-0.02961930,0.19855467,-0.14524296,0.17582373,-0.18836538,0.56175621,-0.42609009,0.52314398,-0.42470388,0.02179114,-0.03453682,0.73247277,-0.74405897
-5.48374187,1.73106489,-1.57487465,0.01866419,-0.02859218,0.21390810,-0.15427813,0.17580306,-0.18755386,0.60342796,-0.45413528,0.55374516,-0.43517440,0.02067712,-0.03322657,0.75483123,-0.74869240
-5.47773887,1.80928160,-1.60820689,0.01750772,-0.02746753,0.23014581,-0.16443000,0.17587669,-0.18679230,0.64697185,-0.48545658,0.58734957,-0.44858423,0.01967993,-0.03188466,0.78049839,-0.75635633
-5.47173587,1.89364385,-1.64911460,0.01638790,-0.02626509,0.24706733,-0.17568257,0.17598830,-0.18607156,0.69174449,-0.51988077,0.62348905,-0.46497996,0.01880052,-0.03053652,0.80890650,-0.76714540
-5.46573287,1.98254933,-1.69749789,0.01531152,-0.02500489,0.26444198,-0.18798926,0.17607756,-0.18538156,0.73702716,-0.55713756,0.66161231,-0.48433660,0.01803604,-0.02920550,0.83938548,-0.78105324
-5.45972986,2.07420045,-1.75301513,0.01428374,-0.02370665,0.28201387,-0.20127141,0.17608114,-0.18471031,0.78204163,-0.59685845,0.70109768,-0.50655309,0.01738020,-0.02791216,0.87118013,-0.79796595
-5.45372686,2.16665178,-1.81507631,0.01330823,-0.02238936,0.29950835,-0.21541775,0.17593390,-0.18404296,0.82596889,-0.63857864,0.74126914,-0.53144979,0.01682374,-0.02667380,0.90347077,-0.81765902
-5.44772386,2.25786454,-1.88284478,0.01238721,-0.02107076,0.31663935,-0.23028494,0.17557026,-0.18336083,0.86797029,-0.68174242,0.78141509,-0.55876824,0.01635500,-0.02550407,0.93539651,-0.83979801
-5.44172086,2.34576631,-1.95524785,0.01152163,-0.01976703,0.33311776,-0.24569930,0.17492574,-0.18264066,0.90721042,-0.72571212,0.82080933,-0.58817355,0.01596049,-0.02441276,0.96608072,-0.86394325
-5.43571786,2.42831407,-2.03099656,0.01071130,-0.01849240,0.34866022,-0.26145970,0.17393867,-0.18185412,0.94288089,-0.76978043,0.85873362,-0.61925931,0.01562551,-0.02340573,0.99465751,-0.88955870
-5.42971486,2.50355839,-2.10861437,0.00995503,-0.01725899,0.36299824,-0.27734166,0.17255194,-0.18096766,0.97422426,-0.81318605,0.89450107,-0.65155531,0.01533478,-0.02248504,1.02029849,-0.91602478
-5.42371186,2.56970605,-2.18647419,0.00925085,-0.01607666,0.37588720,-0.29310246,0.17071484,-0.17994283,1.00055697,-0.85513229,0.92747926,-0.68453778,0.01507303,-0.02164915,1.04223882,-0.94265487
-5.41770885,2.62517893,-2.26284272,0.00859615,-0.01495294,0.38711482,-0.30848735,0.16838477,-0.17873693,1.02129060,-0.89480792,0.95711231,-0.71764211,0.01482552,-0.02089332,1.05980139,-0.96871503
-5.41170585,2.66866639,-2.33593074,0.00798786,-0.01389309,0.39650873,-0.32323635,0.16552885,-0.17730417,1.03595034,-0.93140969,0.98294082,-0.75027761,0.01457857,-0.02021003,1.07241829,-0.99344621
-5.40570285,2.69916904,-2.40394741,0.00742262,-0.01290018,0.40394285,-0.33709178,0.16212534,-0.17559718,1.04418996,-0.96416578,1.00461874,-0.78184401,0.01431996,-0.01958960,1.07964872,-1.01608822
-5.39969985,2.71603197,-2.46515690,0.00689695,-0.01197527,0.40934215,-0.34980601,0.15816466,-0.17356882,1.04580275,-0.99235902,1.02192630,-0.81174903,0.01403929,-0.01902072,1.08119245,-1.03590438
-5.39369685,2.71896574,-2.51793482,0.00640738,-0.01111766,0.41268564,-0.36114918,0.15365013,-0.17117420,1.04072771,-1.01534928,1.03477834,-0.83942663,0.01372821,-0.01849110,1.07689848,-1.05220606
-5.38769385,2.70805427,-2.56082246,0.00595060,-0.01032514,0.41400734,-0.37091680,0.14859824,-0.16837283,1.02905090,-1.03259383,1.04322751,-0.86435510,0.01338063,-0.01798811,1.06676841,-1.06437596
-5.38169085,2.68374915,-2.59257653,0.00552354,-0.00959428,0.41339513,-0.37893657,0.14303854,-0.16513065,1.01100191,-1.04366486,1.04746197,-0.88607443,0.01299275,-0.01749932,1.05095446,-1.07188920
-5.37568784,2.64685057,-2.61221232,0.00512351,-0.00892074,0.41098764,-0.38507453,0.13701298,-0.16142204,0.98694547,-1.04826356,1.04779767,-0.90420227,0.01256307,-0.01701307,1.02975231,-1.07433137
-5.36968484,2.59847579,-2.61903856,0.00474827,-0.00829958,0.40696902,-0.38924003,0.13057490,-0.15723142,0.95736883,-1.04622983,1.04466541,-0.91844784,0.01209235,-0.01651894,1.00358911,-1.07141276
-5.36368184,2.54001650,-2.61268251,0.00439606,-0.00772555,0.40156212,-0.39138933,0.12378760,-0.15255455,0.92286529,-1.03754753,1.03859324,-0.92862311,0.01158342,-0.01600808,0.97300724,-1.06297814
-5.35767884,2.47308712,-2.59310414,0.00406568,-0.00719335,0.39502012,-0.39152784,0.11672261,-0.14739937,0.88411482,-1.02234476,1.03018482,-0.93465100,0.01104103,-0.01547354,0.93864471,-1.04901184
-5.35167584,2.39946645,-2.56059903,0.00375649,-0.00669785,0.38761716,-0.38971070,0.10945769,-0.14178635,0.84186251,-1.00088936,1.02009497,-0.93656988,0.01047159,-0.01491043,0.90121292,-1.02963782
-5.34567284,2.32103537,-2.51578975,0.00346844,-0.00623431,0.37963827,-0.38604168,0.10207470,-0.13574823,0.79689593,-0.97357980,1.00900338,-0.93453437,0.00988293,-0.01431597,0.86147316,-1.00511495
-5.33966983,2.23971340,-2.45960612,0.00320207,-0.00579852,0.37136920,-0.38067059,0.09465746,-0.12932936,0.75002224,-0.94093185,0.99758776,-0.92881219,0.00928405,-0.01368953,0.82021255,-0.97582763
-5.33366683,2.15739712,-2.39325541,0.00295851,-0.00538689,0.36308650,-0.37378907,0.08728958,-0.12258452,0.70204606,-0.90356170,0.98649779,-0.91977715,0.00868487,-0.01303249,0.77822067,-0.94227235
-5.32766383,2.07590297,-2.31818360,0.00273949,-0.00499656,0.35504838,-0.36562496,0.08005251,-0.11557732,0.65374897,-0.86216633,0.97633115,-0.90789838,0.00809596,-0.01234809,0.73626792,-0.90504081
-5.32166083,1.99691691,-2.23602943,0.00254728,-0.00462539,0.34748669,-0.35643562,0.07302378,-0.10837833,0.60587124,-0.81750192,0.96761259,-0.89372616,0.00752837,-0.01164119,0.69508621,-0.86480041
-5.31565783,1.92195291,-2.14857310,0.00238475,-0.00427196,0.34060043,-0.34650015,0.06627553,-0.10106294,0.55909652,-0.77036134,0.96077726,-0.87787492,0.00699343,-0.01091802,0.65535286,-0.82227298
-5.30965483,1.85232155,-2.05768183,0.00225529,-0.00393557,0.33455098,-0.33611103,0.05987337,-0.09370919,0.51403977,-0.72155153,0.95615885,-0.86100380,0.00650260,-0.01018585,0.61767812,-0.77821265
-5.30365183,1.78910967,-1.96525422,0.00216284,-0.00361616,0.32945925,-0.32556538,0.05387559,-0.08639557,0.47123864,-0.67187177,0.95398300,-0.84379562,0.00606737,-0.00945279,0.58259650,-0.73338384
-5.29764882,1.73317113,-1.87316583,0.00211187,-0.00331428,0.32540468,-0.31515616,0.04833271,-0.07919894,0.43114833,-0.62209368,0.95436625,-0.82693499,0.00569915,-0.00872742,0.55056200,-0.68854027
-5.29164582,1.68512815,-1.78321774,0.00210734,-0.00303099,0.32242623,-0.30516367,0.04328739,-0.07219269,0.39413980,-0.57294346,0.95732011,-0.81108636,0.00540927,-0.00801859,0.52194698,-0.64440567
-5.28564282,1.64538237,-1.69709013,0.00215466,-0.00276784,0.32052493,-0.29584760,0.03877459,-0.06544513,0.36050094,-0.52508711,0.96276002,-0.79687287,0.00520889,-0.00733518,0.49704431,-0.60165692
-5.27963982,1.61413384,-1.61630230,0.00225968,-0.00252678,0.31966795,-0.28743997,0.03482201,-0.05901828,0.33044030,-0.47911892,0.97051824,-0.78485684,0.00510899,-0.00668598,0.47607226,-0.56091022
-5.27363682,1.59140614,-1.54218040,0.00242858,-0.00231014,0.31979370,-0.28013916,0.03145067,-0.05296699,0.30409282,-0.43555335,0.98035980,-0.77552266,0.00512030,-0.00607951,0.45918132,-0.52271049
-5.26763382,1.57707535,-1.47583385,0.00266780,-0.00212058,0.32081774,-0.27410529,0.02867562,-0.04733844,0.28152708,-0.39482042,0.99200033,-0.76926280,0.00525326,-0.00552400,0.44646246,-0.48752429
-5.26163082,1.57090066,-1.41814075,0.00298389,-0.00196112,0.32263890,-0.26945698,0.02650666,-0.04217206,0.26275335,-0.35726444,1.00512455,-0.76636736,0.00551789,-0.00502737,0.43795565,-0.45573626
