energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up,Zr_p_up,Zr_d_up
-5.38169085,2.93246222,0.03780207,0.44910885,0.11567891,1.21832492,0.12689521,0.10609625,1.48539067,0.71979577
-5.37568784,3.04671088,0.03832540,0.47618490,0.12091268,1.25822245,0.13133725,0.10956247,1.56729606,0.73538903
-5.36968484,3.15742888,0.03876527,0.50333244,0.12595955,1.29628281,0.13562077,0.11296135,1.64959797,0.74950723
-5.36368184,3.26370557,0.03911753,0.53032719,0.13076242,1.33223441,0.13971068,0.11626610,1.73170672,0.76205331
-5.35767884,3.36466139,0.03937812,0.55693809,0.13526660,1.36583294,0.14357160,0.11944719,1.81299245,0.77295060
-5.35167584,3.45947062,0.03954329,0.58293168,0.13942102,1.39686909,0.14716871,0.12247300,1.89279975,0.78214505
-5.34567284,3.54738572,0.03960984,0.60807724,0.14317952,1.42517655,0.15046875,0.12531067,1.97046540,0.78960747
-5.33966983,3.62776282,0.03957547,0.63215246,0.14650200,1.45064003,0.15344110,0.12792721,2.04533884,0.79533574
-5.33366683,3.70008751,0.03943905,0.65494954,0.14935554,1.47320310,0.15605890,0.13029071,2.11680476,0.79935697
-5.32766383,3.76400012,0.03920100,0.67628168,0.15171537,1.49287550,0.15830026,0.13237169,2.18430711,0.80172960
-5.32166083,3.81931955,0.03886350,0.69598954,0.15356572,1.50973968,0.16014940,0.13414446,2.24737353,0.80254539
-5.31565783,3.86606449,0.03843078,0.71394775,0.15490047,1.52395619,0.16159775,0.13558852,2.30563943,0.80193110
-5.30965483,3.90447093,0.03790930,0.73007081,0.15572358,1.53576747,0.16264497,0.13668975,2.35887038,0.80004983
-5.30365183,3.93500493,0.03730786,0.74431846,0.15604932,1.54549981,0.16329972,0.13744151,2.40698181,0.79710180
-5.29764882,3.95836936,0.03663763,0.75669994,0.15590216,1.55356300,0.16358033,0.13784552,2.45005497,0.79332449
-5.29164582,3.97550393,0.03591215,0.76727695,0.15531651,1.56044750,0.16351510,0.13791231,2.48834794,0.78899181
-5.28564282,3.98757750,0.03514714,0.77616512,0.15433607,1.56671877,0.16314242,0.13766152,2.52230098,0.78441232
-5.27963982,3.99597245,0.03436031,0.78353364,0.15301292,1.57300874,0.16251048,0.13712169,2.55253537,0.77992626
-5.27363682,4.00226065,0.03357109,0.78960301,0.15140643,1.58000440,0.16167669,0.13632970,2.57984520,0.77590128
-5.26763382,4.00817146,0.03280025,0.79464083,0.14958182,1.58843350,0.16070676,0.13532991,2.60518217,0.77272690
-5.26163082,4.01555210,0.03206951,0.79895564,0.14760861,1.59904776,0.15967344,0.13417291,2.62963310,0.77080770
-5.25562781,4.02632145,0.03140108,0.80288890,0.14555892,1.61260395,0.15865494,0.13291393,2.65439093,0.77055524
-5.24962481,4.04241843,0.03081716,0.80680545,0.14350559,1.62984318,0.15773312,0.13161113,2.68071966,0.77237901
-5.24362181,4.06574661,0.03033949,0.81108257,0.14152037,1.65146932,0.15699147,0.13032364,2.70991445,0.77667648
-5.23761881,4.09811673,0.02998881,0.81609816,0.13967212,1.67812696,0.15651286,0.12910953,2.74325798,0.78382265
-5.23161581,4.14118919,0.02978443,0.82221837,0.13802502,1.71037984,0.15637731,0.12802386,2.78197472,0.79415935
-5.22561281,4.19641853,0.02974372,0.82978512,0.13663702,1.74869046,0.15665962,0.12711673,2.82718460,0.80798464
-5.21960980,4.26500173,0.02988171,0.83910410,0.13555848,1.79340164,0.15742718,0.12643154,2.87985792,0.82554277
-5.21360680,4.34783249,0.03021071,0.85043351,0.13483097,1.84472071,0.15873785,0.12600355,2.94077309,0.84701496
-5.20760380,4.44546284,0.03073991,0.86397403,0.13448639,1.90270697,0.16063800,0.12585862,3.01047891,0.87251140
-5.20160080,4.55807380,0.03147515,0.87986047,0.13454639,1.96726296,0.16316089,0.12601245,3.08926289,0.90206485
-5.19559780,4.68545606,0.03241863,0.89815523,0.13502204,2.03812984,0.16632535,0.12647008,3.17712691,0.93562594
-5.18959480,4.82700131,0.03356873,0.91884389,0.13591374,2.11488723,0.17013477,0.12722581,3.27377124,0.97306066
-5.18359180,4.98170489,0.03491985,0.94183304,0.13721149,2.19695744,0.17457655,0.12826356,3.37858774,1.01414982
-5.17758879,5.14817948,0.03646238,0.96695042,0.13889530,2.28361424,0.17962194,0.12955751,3.49066269,1.05859097
-5.17158579,5.32467970,0.03818267,0.99394734,0.14093589,2.37399581,0.18522628,0.13107313,3.60878922,1.10600238
-5.16558279,5.50913679,0.04006311,1.02250325,0.14329550,2.46712154,0.19132977,0.13276844,3.73148938,1.15592934
-5.15957979,5.69920258,0.04208226,1.05223246,0.14592890,2.56191232,0.19785856,0.13459555,3.85704504,1.20785240
-5.15357679,5.89230131,0.04421514,1.08269256,0.14878452,2.65721369,0.20472622,0.13650232,3.98353690,1.26119750
-5.14757379,6.08568799,0.04643346,1.11339454,0.15180565,2.75182119,0.21183571,0.13843411,4.10889052,1.31534760
-5.14157079,6.27651171,0.04870616,1.14381419,0.15493171,2.84450719,0.21908148,0.14033561,4.23092787,1.36965555
-5.13556778,6.46188195,0.05099981,1.17340448,0.15809959,2.93404856,0.22635198,0.14215261,4.34742292,1.42345780
-5.12956478,6.63893618,0.05327929,1.20160862,0.16124502,3.01925412,0.23353224,0.14383360,4.45615959,1.47608858
-5.12356178,6.80490683,0.05550846,1.22787350,0.16430387,3.09899132,0.24050668,0.14533136,4.55499016,1.52689408
-5.11755878,6.95718564,0.05765091,1.25166299,0.16721356,3.17221127,0.24716190,0.14660420,4.64189239,1.57524617
-5.11155578,7.09338355,0.05967079,1.27247105,0.16991426,3.23797126,0.25338941,0.14761708,4.71502358,1.62055534
-5.10555278,7.21138446,0.06153363,1.28983397,0.17235020,3.29545433,0.25908829,0.14834235,4.77276975,1.66228228
-5.09954977,7.30939118,0.06320726,1.30334165,0.17447073,3.34398510,0.26416760,0.14876028,4.81378860,1.69994798
-5.09354677,7.38596220,0.06466255,1.31264758,0.17623135,3.38304150,0.26854853,0.14885920,4.83704468,1.73314176
-5.08754377,7.44003837,0.06587428,1.31747709,0.17759453,3.41226203,0.27216618,0.14863548,4.84183594,1.76152726
-5.08154077,7.47095854,0.06682176,1.31763387,0.17853035,3.43144852,0.27497091,0.14809305,4.82781082,1.78484604
-5.07553777,7.47846404,0.06748942,1.31300440,0.17901697,3.44056423,0.27692931,0.14724279,4.79497533,1.80291898
-5.06953477,7.46269189,0.06786724,1.30356022,0.17904079,3.43972763,0.27802461,0.14610166,4.74369034,1.81564525
-5.06353177,7.42415741,0.06795103,1.28935802,0.17859647,3.42920224,0.27825668,0.14469162,4.67465907,1.82299928
-5.05752876,7.36372691,0.06774245,1.27053749,0.17768662,3.40938287,0.27764149,0.14303850,4.58890555,1.82502578
-5.05152576,7.28258201,0.06724892,1.24731710,0.17632130,3.38077927,0.27621026,0.14117070,4.48774496,1.82183332
-5.04552276,7.18217693,0.06648336,1.21998786,0.17451733,3.34399756,0.27400811,0.13911798,4.37274689,1.81358669
-5.03951976,7.06419075,0.06546363,1.18890535,0.17229737,3.29972056,0.27109246,0.13691024,4.24569305,1.80049856
-5.03351676,6.93047651,0.06421195,1.15448031,0.16968892,3.24868773,0.26753117,0.13457643,4.10853087,1.78282091
-5.02751376,6.78300923,0.06275411,1.11716807,0.16672317,3.19167551,0.26340053,0.13214357,3.96332447,1.76083659
-5.02151076,6.62383480,0.06111859,1.07745717,0.16343394,3.12947882,0.25878316,0.12963604,3.81220473,1.73485139
-5.01550775,6.45502148,0.05933565,1.03585758,0.15985647,3.06289430,0.25376588,0.12707500,3.65731993,1.70518700
-5.00950475,6.27861569,0.05743638,0.99288890,0.15602644,2.99270583,0.24843767,0.12447809,3.50078833,1.67217501
-5.00350175,6.09660317,0.05545172,0.94906888,0.15197902,2.91967253,0.24288770,0.12185938,3.34465401,1.63615216
-4.99749875,5.91087649,0.05341165,0.90490255,0.14774813,2.84451944,0.23720360,0.11922947,3.19084702,1.59745680
-4.99149575,5.72320942,0.05134440,0.86087240,0.14336584,2.76793092,0.23146979,0.11659584,3.04114867,1.55642662
-4.98549275,5.53523819,0.04927572,0.81742970,0.13886197,2.69054640,0.22576611,0.11396339,2.89716272,1.51339730
-4.97948974,5.34844949,0.04722845,0.77498717,0.13426397,2.61295846,0.22016666,0.11133498,2.76029275,1.46870216
-4.97348674,5.16417473,0.04522209,0.73391331,0.12959687,2.53571264,0.21473875,0.10871216,2.63172598,1.42267223
-4.96748374,4.98358963,0.04327264,0.69452818,0.12488345,2.45930869,0.20954211,0.10609590,2.51242371,1.37563676
-4.96148074,4.80771848,0.04139253,0.65710083,0.12014458,2.38420274,0.20462832,0.10348718,2.40311795,1.32792366
-4.95547774,4.63744190,0.03959074,0.62184835,0.11539958,2.31081004,0.20004027,0.10088767,2.30431423,1.27985975
-4.94947474,4.47350717,0.03787301,0.58893631,0.11066667,2.23950790,0.19581193,0.09830021,2.21629998,1.23177061
-4.94347174,4.31654026,0.03624221,0.55848060,0.10596343,2.17063844,0.19196812,0.09572914,2.13915803,1.18397980
-4.93746873,4.16705858,0.03469877,0.53055043,0.10130725,2.10451112,0.18852454,0.09318057,2.07278450,1.13680754
-4.93146573,4.02548385,0.03324113,0.50517232,0.09671565,2.04140475,0.18548785,0.09066239,2.01691047,1.09056857
-4.92546273,3.89215455,0.03186629,0.48233493,0.09220660,1.98156905,0.18285599,0.08818423,1.97112651,1.04556964
-4.91945973,3.76733743,0.03057031,0.46199442,0.08779864,1.92522572,0.18061861,0.08575720,1.93490928,1.00210629
-4.91345673,3.65123789,0.02934878,0.44408015,0.08351098,1.87256911,0.17875761,0.08339358,1.90764925,0.96045949
-4.90745373,3.54400894,0.02819726,0.42850057,0.07936333,1.82376656,0.17724798,0.08110641,1.88867861,0.92089197
-4.90145073,3.44575877,0.02711169,0.41514898,0.07537582,1.77895851,0.17605869,0.07890900,1.87729836,0.88364466
-4.89544772,3.35655666,0.02608863,0.40390901,0.07156860,1.73825842,0.17515374,0.07681447,1.87280374,0.84893320
-4.88944472,3.27643737,0.02512549,0.39465961,0.06796151,1.70175260,0.17449340,0.07483523,1.87450689,0.81694484
-4.88344172,3.20540382,0.02422066,0.38727942,0.06457362,1.66949988,0.17403546,0.07298254,1.88175616,0.78783568
-4.87743872,3.14342811,0.02337351,0.38165033,0.06142277,1.64153116,0.17373658,0.07126611,1.89395118,0.76172839
-4.87143572,3.09045079,0.02258436,0.37766013,0.05852500,1.61784870,0.17355363,0.06969377,1.91055323,0.73871042
-4.86543272,3.04637840,0.02185431,0.37520425,0.05589416,1.59842525,0.17344493,0.06827120,1.93109054,0.71883268
-4.85942971,3.01107939,0.02118511,0.37418644,0.05354135,1.58320269,0.17337145,0.06700173,1.95515849,0.70210867
-4.85342671,2.98437842,0.02057887,0.37451858,0.05147460,1.57209049,0.17329781,0.06588626,1.98241477,0.68851406
-4.84742371,2.96604943,0.02003782,0.37611957,0.04969846,1.56496368,0.17319304,0.06492323,2.01257002,0.67798666
-4.84142071,2.95580775,0.01956404,0.37891340,0.04821378,1.56166073,0.17303116,0.06410860,2.04537455,0.67042669
-4.83541771,2.95330180,0.01915915,0.38282677,0.04701752,1.56198117,0.17279152,0.06343598,2.08060220,0.66569754
-4.82941471,2.95810500,0.01882410,0.38778619,0.04610268,1.56568353,0.17245879,0.06289672,2.11803227,0.66362685
-4.82341171,2.96970860,0.01855891,0.39371496,0.04545834,1.57248354,0.17202280,0.06248008,2.15743104,0.66400813
-4.81740870,2.98751636,0.01836254,0.40053034,0.04506980,1.58205329,0.17147812,0.06217342,2.19853395,0.66660290
-4.81140570,3.01084177,0.01823271,0.40814090,0.04491882,1.59402140,0.17082355,0.06196245,2.24103003,0.67114349
-4.80540270,3.03890873,0.01816591,0.41644459,0.04498398,1.60797483,0.17006139,0.06183141,2.28454952,0.67733660
-4.79939970,3.07085637,0.01815734,0.42532752,0.04524114,1.62346245,0.16919674,0.06176341,2.32865605,0.68486774
-4.79339670,3.10574845,0.01820105,0.43466372,0.04566399,1.64000081,0.16823684,0.06174068,2.37284392,0.69340652
-4.78739370,3.14258779,0.01829000,0.44431592,0.04622471,1.65708209,0.16719042,0.06174490,2.41654116,0.70261292
-4.78139070,3.18033562,0.01841628,0.45413743,0.04689463,1.67418434,0.16606724,0.06175759,2.45911842,0.71214436
-4.77538769,3.21793565,0.01857136,0.46397510,0.04764505,1.69078389,0.16487777,0.06176043,2.49990360,0.72166363
-4.76938469,3.25434215,0.01874628,0.47367317,0.04844797,1.70636960,0.16363306,0.06173569,2.53820148,0.73084736
-4.76338169,3.28855129,0.01893204,0.48307803,0.04927696,1.72045850,0.16234488,0.06166667,2.57331764,0.73939489
-4.75737869,3.31963429,0.01911978,0.49204335,0.05010784,1.73261235,0.16102598,0.06153805,2.60458544,0.74703718
-4.75137569,3.34677128,0.01930117,0.50043573,0.05091950,1.74245427,0.15969058,0.06133639,2.63139461,0.75354549
-4.74537269,3.36928412,0.01946858,0.50814009,0.05169445,1.74968492,0.15835493,0.06105047,2.65322008,0.75873938
-4.73936968,3.38666655,0.01961542,0.51506499,0.05241940,1.75409721,0.15703801,0.06067168,2.66964941,0.76249377
-4.73336668,3.39861036,0.01973625,0.52114711,0.05308561,1.75558901,0.15576225,0.06019436,2.68040740,0.76474462
-4.72736368,3.40502579,0.01982700,0.52635493,0.05368913,1.75417297,0.15455414,0.05961600,2.68537650,0.76549294
-4.72136068,3.40605532,0.01988502,0.53069132,0.05423083,1.74998302,0.15344479,0.05893744,2.68461193,0.76480699
-4.71535768,3.40207964,0.01990916,0.53419472,0.05471626,1.74327694,0.15247031,0.05816298,2.67835062,0.76282228
-4.70935468,3.39371534,0.01989970,0.53693896,0.05515530,1.73443490,0.15167197,0.05730029,2.66701343,0.75973952
-4.70335168,3.38180425,0.01985837,0.53903165,0.05556165,1.72395370,0.15109616,0.05636039,2.65120044,0.75582043
-4.69734867,3.36739436,0.01978814,0.54061113,0.05595214,1.71243689,0.15079396,0.05535731,2.63167949,0.75138151
-4.69134567,3.35171324,0.01969313,0.54184217,0.05634590,1.70058111,0.15082055,0.05430784,2.60936834,0.74678602
-4.68534267,3.33613458,0.01957836,0.54291053,0.05676346,1.68915892,0.15123428,0.05323110,2.58531115,0.74243444
-4.67933967,3.32213932,0.01944960,0.54401672,0.05722573,1.67899885,0.15209553,0.05214798,2.56065035,0.73875372
-4.67333667,3.31127271,0.01931305,0.54536909,0.05775299,1.67096337,0.15346524,0.05108060,2.53659493,0.73618581
-4.66733367,3.30509890,0.01917519,0.54717671,0.05836391,1.66592542,0.15540343,0.05005168,2.51438636,0.73517573
-4.66133067,3.30515470,0.01904250,0.54964223,0.05907459,1.66474445,0.15796745,0.04908389,2.49526347,0.73615976
-4.65532766,3.31290424,0.01892123,0.55295505,0.05989781,1.66824261,0.16121018,0.04819916,2.48042754,0.73955395
-4.64932466,3.32969591,0.01881725,0.55728519,0.06084232,1.67718200,0.16517831,0.04741799,2.47100869,0.74574348
-4.64332166,3.35672302,0.01873584,0.56277781,0.06191236,1.69224343,0.16991048,0.04675891,2.46803477,0.75507301
