energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90995498,2.54008408,-2.48178491,0.02012533,-0.01527058,0.23365431,-0.23040516,0.01718933,-0.01731482,0.00000000,-0.00000000,1.43537590,-1.43980922,0.61890413,-0.59233463,0.02046604,-0.01864083,1.35130992,-1.33107838
-5.90395198,2.54417267,-2.48557944,0.02153996,-0.01648277,0.23679492,-0.22848820,0.01700362,-0.01730899,0.00000000,-0.00000000,1.41865450,-1.43922647,0.62605074,-0.58826992,0.02089994,-0.01909866,1.34870182,-1.33697578
-5.89794897,2.54368340,-2.48237560,0.02297526,-0.01773934,0.24051819,-0.22633620,0.01674979,-0.01722959,0.00000000,-0.00000000,1.39579171,-1.43152412,0.63439291,-0.58396540,0.02129733,-0.01952130,1.34190131,-1.33820506
-5.89194597,2.53919778,-2.47272598,0.02442179,-0.01903543,0.24488936,-0.22413103,0.01643372,-0.01707760,0.00000000,-0.00000000,1.36737395,-1.41694851,0.64401834,-0.57972978,0.02165940,-0.01990881,1.33123094,-1.33488273
-5.88594297,2.53133895,-2.45734926,0.02586934,-0.02036506,0.24995069,-0.22206228,0.01606264,-0.01685580,0.00000000,-0.00000000,1.33407829,-1.39589639,0.65497462,-0.57588802,0.02198790,-0.02026201,1.31707843,-1.32723069
-5.87993997,2.52073795,-2.43710111,0.02730722,-0.02172116,0.25571728,-0.22032125,0.01564485,-0.01656865,0.00000000,-0.00000000,1.29664675,-1.36889905,0.66726139,-0.57277060,0.02228496,-0.02058236,1.29987935,-1.31556496
-5.87393697,2.50800092,-2.41293957,0.02872442,-0.02309562,0.26217378,-0.21909454,0.01518941,-0.01622211,0.00000000,-0.00000000,1.25585964,-1.33660183,0.68082389,-0.57070178,0.02255300,-0.02087182,1.28009935,-1.30028119
-5.86793397,2.49367905,-2.38588642,0.03010994,-0.02447936,0.26927199,-0.21855733,0.01470587,-0.01582337,0.00000000,-0.00000000,1.21250926,-1.29974006,0.69554836,-0.56998727,0.02279462,-0.02113272,1.25821667,-1.28183784
-5.86193097,2.47824300,-2.35698668,0.03145301,-0.02586255,0.27692976,-0.21886672,0.01420392,-0.01538069,0.00000000,-0.00000000,1.16737525,-1.25911273,0.71125964,-0.57090187,0.02301247,-0.02136763,1.23470586,-1.26073785
-5.85592796,2.46206280,-2.32726780,0.03274337,-0.02723476,0.28503122,-0.22015532,0.01369315,-0.01490301,0.00000000,-0.00000000,1.12120228,-1.21555500,0.72772145,-0.57367746,0.02320921,-0.02157924,1.21002327,-1.23750994
-5.84992496,2.44539455,-2.29770072,0.03397148,-0.02858530,0.29342847,-0.22252529,0.01318276,-0.01439973,0.00000000,-0.00000000,1.07468135,-1.16991107,0.74463947,-0.57849190,0.02338734,-0.02177026,1.18459487,-1.21269018
-5.84392196,2.42837404,-2.26916424,0.03512876,-0.02990341,0.30194482,-0.22604324,0.01268132,-0.01388041,0.00000000,-0.00000000,1.02843481,-1.12300829,0.76166716,-0.58545937,0.02354920,-0.02194333,1.15880661,-1.18680490
-5.83791896,2.41101751,-2.24241436,0.03620767,-0.03117866,0.31037949,-0.23073600,0.01219661,-0.01335447,0.00000000,-0.00000000,0.98300570,-1.07563383,0.77841451,-0.59462245,0.02369682,-0.02210098,1.13299747,-1.16035543
-5.83191596,2.39322914,-2.21805965,0.03720183,-0.03240119,0.31851358,-0.23658774,0.01173543,-0.01283099,0.00000000,-0.00000000,0.93885136,-1.02851460,0.79445909,-0.60594652,0.02383191,-0.02224556,1.10745523,-1.13380523
-5.82591296,2.37481453,-2.19654352,0.03810601,-0.03356200,0.32611724,-0.24353839,0.01130351,-0.01231847,0.00000000,-0.00000000,0.89634117,-0.98230098,0.80935927,-0.61931673,0.02395576,-0.02237926,1.08241459,-1.10756964
-5.81990995,2.35549905,-2.17813377,0.03891604,-0.03465320,0.33295761,-0.25148366,0.01090541,-0.01182463,0.00000000,-0.00000000,0.85575791,-0.93755492,0.82266894,-0.63453769,0.02406915,-0.02250405,1.05805755,-1.08200847
-5.81390695,2.33494988,-2.16291961,0.03962873,-0.03566816,0.33880737,-0.26027666,0.01054451,-0.01135631,0.00000000,-0.00000000,0.81730252,-0.89474230,0.83395309,-0.65133620,0.02417230,-0.02262167,1.03451554,-1.05742130
-5.80790395,2.31280033,-2.15081586,0.04024165,-0.03660162,0.34345332,-0.26973117,0.01022300,-0.01091935,0.00000000,-0.00000000,0.78110126,-0.85422960,0.84280364,-0.66936683,0.02426479,-0.02273362,1.01187298,-1.03404531
-5.80190095,2.28867503,-2.14157372,0.04075292,-0.03744969,0.34670479,-0.27962650,0.00994188,-0.01051849,0.00000000,-0.00000000,0.74721490,-0.81628451,0.84885470,-0.68822039,0.02434550,-0.02284110,0.99017192,-1.01205542
-5.79589795,2.26221460,-2.13479744,0.04116099,-0.03820980,0.34840142,-0.28971377,0.00970107,-0.01015735,0.00000000,-0.00000000,0.71564905,-0.78108004,0.85179665,-0.70743502,0.02441260,-0.02294500,0.96941731,-0.99156624
-5.78989495,2.23309872,-2.12996580,0.04146443,-0.03888051,0.34841992,-0.29972353,0.00949946,-0.00983846,0.00000000,-0.00000000,0.68636518,-0.74870156,0.85138830,-0.72650946,0.02446345,-0.02304579,0.94958272,-0.97263554
-5.78389195,2.20106649,-2.12645741,0.04166169,-0.03946132,0.34667960,-0.30937440,0.00933499,-0.00956320,0.00000000,-0.00000000,0.65929147,-0.71915602,0.84746683,-0.74491826,0.02449469,-0.02314347,0.93061619,-0.95526889
-5.77788894,2.16593336,-2.12357850,0.04175097,-0.03995236,0.34314632,-0.31838231,0.00920482,-0.00933192,0.00000000,-0.00000000,0.63433332,-0.69238290,0.83995473,-0.76212819,0.02450223,-0.02323746,0.91244605,-0.93942499
-5.77188594,2.12760414,-2.12059225,0.04173016,-0.04035407,0.33783481,-0.32647023,0.00910541,-0.00914392,0.00000000,-0.00000000,0.61138286,-0.66826603,0.82886390,-0.77761532,0.02448136,-0.02332656,0.89498659,-0.92502151
-5.76588294,2.08608172,-2.11674837,0.04159680,-0.04066689,0.33080915,-0.33337776,0.00903272,-0.00899758,0.00000000,-0.00000000,0.59032729,-0.64664577,0.81429650,-0.79088222,0.02442687,-0.02340881,0.87814352,-0.91194116
-5.75987994,2.04147155,-2.11131190,0.04134818,-0.04089097,0.32218150,-0.33887039,0.00898226,-0.00889044,0.00000000,-0.00000000,0.57105594,-0.62733099,0.79644267,-0.80147444,0.02433319,-0.02348149,0.86181915,-0.90003789
-5.75387694,1.99398204,-2.10359039,0.04098150,-0.04102587,0.31210925,-0.34274794,0.00894935,-0.00881924,0.00000000,-0.00000000,0.55346576,-0.61011049,0.77557542,-0.80899582,0.02419464,-0.02354107,0.84591712,-0.88914301
-5.74787394,1.94392102,-2.09295850,0.04049408,-0.04107042,0.30079049,-0.34485180,0.00892920,-0.00878010,0.00000000,-0.00000000,0.53746541,-0.59476336,0.75204282,-0.81312195,0.02400562,-0.02358322,0.83034689,-0.87907130
-5.74187094,1.89168889,-2.07887955,0.03988366,-0.04102258,0.28845834,-0.34507088,0.00891704,-0.00876861,0.00000000,-0.00000000,0.52297784,-0.58106817,0.72625809,-0.81361126,0.02376090,-0.02360286,0.81502759,-0.86962695
-5.73586793,1.83776871,-2.06092330,0.03914875,-0.04087949,0.27537418,-0.34334581,0.00890830,-0.00877993,0.00000000,-0.00000000,0.50994163,-0.56881075,0.69868783,-0.81031344,0.02345582,-0.02359431,0.79989151,-0.86060947
-5.72986493,1.78271389,-2.03877973,0.03828895,-0.04063751,0.26182018,-0.33967132,0.00889872,-0.00880893,0.00000000,-0.00000000,0.49831093,-0.55779055,0.66983912,-0.80317469,0.02308664,-0.02355140,0.78488672,-0.85181937
-5.72386193,1.72713387,-2.01226852,0.03730527,-0.04029252,0.24809138,-0.33409679,0.00888442,-0.00885035,0.00000000,-0.00000000,0.48805449,-0.54782547,0.64024581,-0.79223998,0.02265068,-0.02346770,0.76997915,-0.84306369
-5.71785893,1.67167823,-1.98134418,0.03620046,-0.03984012,0.23448763,-0.32672493,0.00886200,-0.00889890,0.00000000,-0.00000000,0.47915357,-0.53875527,0.61045462,-0.77765192,0.02214655,-0.02333678,0.75515360,-0.83416129
-5.71185593,1.61701983,-1.94609683,0.03497919,-0.03927609,0.22130569,-0.31770863,0.00882861,-0.00894938,0.00000000,-0.00000000,0.47159918,-0.53044373,0.58101136,-0.75964661,0.02157432,-0.02315247,0.74041396,-0.82494775
-5.70585293,1.56383713,-1.90674881,0.03364824,-0.03859675,0.20883166,-0.30724626,0.00878198,-0.00899683,0.00000000,-0.00000000,0.46538858,-0.52277942,0.55244770,-0.73854663,0.02093555,-0.02290912,0.72578233,-0.81527977
-5.69984992,1.51279629,-1.86364738,0.03221651,-0.03779942,0.19733390,-0.29557556,0.00872040,-0.00903663,0.00000000,-0.00000000,0.46052141,-0.51567556,0.52526879,-0.71475149,0.02023338,-0.02260192,0.71129714,-0.80503896
-5.69384692,1.46453324,-1.81725376,0.03069503,-0.03688281,0.18705676,-0.28296647,0.00864278,-0.00906459,0.00000000,-0.00000000,0.45699545,-0.50906884,0.49994193,-0.68872591,0.01947243,-0.02222714,0.69701031,-0.79413482
-5.68784392,1.41963616,-1.76812914,0.02909673,-0.03584742,0.17821498,-0.26971310,0.00854854,-0.00907706,0.00000000,-0.00000000,0.45480223,-0.50291751,0.47688642,-0.66098652,0.01865875,-0.02178238,0.68298352,-0.78250686
-5.68184092,1.37862873,-1.71691793,0.02743624,-0.03469586,0.17098895,-0.25612526,0.00843760,-0.00907095,0.00000000,-0.00000000,0.45392279,-0.49719884,0.45646483,-0.63208738,0.01779957,-0.02126671,0.66928383,-0.77012561
-5.67583792,1.34195447,-1.66432896,0.02572952,-0.03343302,0.16552094,-0.24251979,0.00831031,-0.00904383,0.00000000,-0.00000000,0.45432357,-0.49190613,0.43897553,-0.60260486,0.01690318,-0.02068084,0.65597878,-0.75699260
-5.66983492,1.30996259,-1.61111510,0.02399346,-0.03206617,0.16191207,-0.22921200,0.00816736,-0.00899390,0.00000000,-0.00000000,0.45595280,-0.48704541,0.42464671,-0.57312238,0.01597857,-0.02002711,0.64313137,-0.74313917
-5.66383192,1.28289593,-1.55805195,0.02224545,-0.03060498,0.16022027,-0.21650746,0.00800974,-0.00892000,0.00000000,-0.00000000,0.45873748,-0.48263197,0.41363184,-0.54421540,0.01503524,-0.01930950,0.63079503,-0.72862428
-5.65782891,1.26088110,-1.50591616,0.02050286,-0.02906134,0.16045907,-0.20469433,0.00783860,-0.00882162,0.00000000,-0.00000000,0.46258113,-0.47868684,0.40600662,-0.51643718,0.01408285,-0.01853355,0.61900914,-0.71353124
-5.65182591,1.24392163,-1.45546403,0.01878262,-0.02744914,0.16259720,-0.19403649,0.00765523,-0.00869884,0.00000000,-0.00000000,0.46736247,-0.47523333,0.40176733,-0.49030540,0.01313095,-0.01770618,0.60779518,-0.69796370
-5.64582291,1.23189424,-1.40741083,0.01710070,-0.02578388,0.16655919,-0.18476739,0.00746098,-0.00855228,0.00000000,-0.00000000,0.47293523,-0.47229381,0.40083088,-0.46629024,0.01218870,-0.01683547,0.59715389,-0.68204093
-5.63981991,1.22454868,-1.36241151,0.01547182,-0.02408229,0.17222665,-0.17708492,0.00725719,-0.00838303,0.00000000,-0.00000000,0.47912903,-0.46988667,0.40303636,-0.44480375,0.01126468,-0.01593041,0.58706360,-0.66589273
-5.63381691,1.22151150,-1.32104306,0.01390900,-0.02236180,0.17944057,-0.17114724,0.00704519,-0.00819260,0.00000000,-0.00000000,0.48575149,-0.46802371,0.40814830,-0.42619098,0.01036663,-0.01500066,0.57747996,-0.64965414
-5.62781391,1.22229368,-1.28378924,0.01242337,-0.02064008,0.18800449,-0.16706947,0.00682625,-0.00798285,0.00000000,-0.00000000,0.49259158,-0.46670784,0.41586162,-0.41072275,0.00950134,-0.01405615,0.56833702,-0.63346024
-5.62181091,1.22630236,-1.25102778,0.01102398,-0.01893448,0.19768848,-0.16492152,0.00660158,-0.00775588,0.00000000,-0.00000000,0.49942403,-0.46593128,0.42580834,-0.39859021,0.00867456,-0.01310690,0.55954976,-0.61744127
-5.61580790,1.23285633,-1.22302045,0.00971770,-0.01726156,0.20823408,-0.16472672,0.00637236,-0.00751401,0.00000000,-0.00000000,0.50601484,-0.46567423,0.43756597,-0.38990127,0.00789092,-0.01216263,0.55101785,-0.60171823
-5.60980490,1.24120514,-1.19990638,0.00850922,-0.01563669,0.21936006,-0.16646152,0.00613972,-0.00725968,0.00000000,-0.00000000,0.51212758,-0.46590401,0.45066759,-0.38467881,0.00715395,-0.01123258,0.54263068,-0.58639921
-5.60380190,1.25055123,-1.18169855,0.00740112,-0.01407359,0.23076894,-0.17005604,0.00590481,-0.00699541,0.00000000,-0.00000000,0.51753037,-0.46657475,0.46461336,-0.38286074,0.00646611,-0.01032526,0.53427309,-0.57157657
-5.59779890,1.26007443,-1.16828388,0.00639401,-0.01258413,0.24215412,-0.17539561,0.00566880,-0.00672378,0.00000000,-0.00000000,0.52200322,-0.46762756,0.47888343,-0.38430203,0.00582891,-0.00944829,0.52583191,-0.55732496
-5.59179590,1.26895817,-1.15942672,0.00548669,-0.01117807,0.25320764,-0.18232318,0.00543291,-0.00644734,0.00000000,-0.00000000,0.52534546,-0.46899126,0.49295171,-0.38877843,0.00524296,-0.00860825,0.51720258,-0.54370033
-5.58579290,1.27641629,-1.15477591,0.00467647,-0.00986295,0.26362809,-0.19064272,0.00519849,-0.00616862,0.00000000,-0.00000000,0.52738298,-0.47058355,0.50630031,-0.39599215,0.00470813,-0.00781066,0.50829589,-0.53073994
-5.57978989,1.28171971,-1.15387514,0.00395932,-0.00864408,0.27312870,-0.20012348,0.00496698,-0.00589012,0.00000000,-0.00000000,0.52797482,-0.47231278,0.51843417,-0.40557932,0.00422370,-0.00705989,0.49904419,-0.51846314
-5.57378689,1.28422170,-1.15617661,0.00333024,-0.00752459,0.28144523,-0.21050517,0.00473997,-0.00561424,0.00000000,-0.00000000,0.52701908,-0.47408009,0.52889533,-0.41711906,0.00378846,-0.00635922,0.48940699,-0.50687314
-5.56778389,1.28338100,-1.16105752,0.00278348,-0.00650555,0.28834336,-0.22150395,0.00451920,-0.00534333,0.00000000,-0.00000000,0.52445757,-0.47578203,0.53727641,-0.43014427,0.00340091,-0.00571090,0.47937550,-0.49595928
-5.56178089,1.27878163,-1.16783911,0.00231288,-0.00558619,0.29362536,-0.23281921,0.00430655,-0.00507964,0.00000000,-0.00000000,0.52027922,-0.47731354,0.54323273,-0.44415372,0.00305934,-0.00511619,0.46897610,-0.48570004
-5.55577789,1.27014878,-1.17580776,0.00191203,-0.00476408,0.29713581,-0.24414096,0.00410401,-0.00482535,0.00000000,-0.00000000,0.51452182,-0.47857121,0.54649266,-0.45862534,0.00276197,-0.00457552,0.45827234,-0.47606637
-5.54977489,1.25736005,-1.18423747,0.00157462,-0.00403545,0.29876595,-0.25515773,0.00391370,-0.00458253,0.00000000,-0.00000000,0.50727223,-0.47945674,0.54686568,-0.47303038,0.00250708,-0.00408858,0.44736561,-0.46702531
-5.54377189,1.24045161,-1.19241317,0.00129458,-0.00339543,0.29845678,-0.26556472,0.00373779,-0.00435312,0.00000000,-0.00000000,0.49866482,-0.47988049,0.54424797,-0.48684793,0.00229304,-0.00365444,0.43639429,-0.45854365
-5.53776888,1.21961912,-1.19965399,0.00106626,-0.00283837,0.29620042,-0.27507204,0.00357848,-0.00413897,0.00000000,-0.00000000,0.48887825,-0.47976499,0.53862517,-0.49957965,0.00211846,-0.00327173,0.42553166,-0.45059163
-5.53176588,1.19521334,-1.20533582,0.00088466,-0.00235808,0.29204003,-0.28341270,0.00343795,-0.00394180,0.00000000,-0.00000000,0.47813070,-0.47904814,0.53007227,-0.51076397,0.00198219,-0.00293869,0.41498241,-0.44314627
-5.52576288,1.16773086,-1.20891230,0.00074550,-0.00194812,0.28606796,-0.29035016,0.00331831,-0.00376316,0.00000000,-0.00000000,0.46667377,-0.47768621,0.51875073,-0.51998943,0.00188339,-0.00265336,0.40497822,-0.43619450
-5.51975988,1.13780030,-1.20993349,0.00064535,-0.00160207,0.27842255,-0.29568507,0.00322155,-0.00360445,0.00000000,-0.00000000,0.45478522,-0.47565619,0.50490281,-0.52690664,0.00182161,-0.00241364,0.39577244,-0.42973570
-5.51375688,1.10616473,-1.20806156,0.00058174,-0.00131367,0.26928338,-0.29926102,0.00314951,-0.00346691,0.00000000,-0.00000000,0.44276088,-0.47295756,0.48884366,-0.53123843,0.00179677,-0.00221740,0.38763426,-0.42378378
-5.50775388,1.07366115,-1.20308291,0.00055325,-0.00107708,0.25886555,-0.30096899,0.00310380,-0.00335155,0.00000000,-0.00000000,0.43090623,-0.46961332,0.47095128,-0.53278780,0.00180921,-0.00206256,0.38084258,-0.41836862
-5.50175088,1.04119791,-1.19491630,0.00055950,-0.00088702,0.24741293,-0.30075041,0.00308579,-0.00325921,0.00000000,-0.00000000,0.41952773,-0.46567011,0.45165499,-0.53144336,0.00185975,-0.00194718,0.37567980,-0.41353692
-5.49574787,1.00973114,-1.18361668,0.00060130,-0.00073888,0.23519090,-0.29859858,0.00309659,-0.00319049,0.00000000,-0.00000000,0.40892451,-0.46119763,0.43142287,-0.52718204,0.00194969,-0.00186949,0.37242598,-0.40935238
-5.48974487,0.98024094,-1.16937479,0.00068061,-0.00062889,0.22247871,-0.29455847,0.00313703,-0.00314578,0.00000000,-0.00000000,0.39938068,-0.45628705,0.41074867,-0.52006905,0.00208082,-0.00182799,0.37135335,-0.40589546
-5.48374187,0.95370845,-1.15251251,0.00080060,-0.00055415,0.20956194,-0.28872493,0.00320762,-0.00312525,0.00000000,-0.00000000,0.39115852,-0.45104878,0.39013875,-0.51025502,0.00225552,-0.00182146,0.37272144,-0.40326251
-5.47773887,0.93109433,-1.13347436,0.00096563,-0.00051276,0.19672517,-0.28123927,0.00330861,-0.00312883,0.00000000,-0.00000000,0.38449287,-0.44560960,0.37009949,-0.49797058,0.00247669,-0.00184908,0.37677302,-0.40156469
-5.47173587,0.91331931,-1.11281564,0.00118125,-0.00050384,0.18424521,-0.27228456,0.00343993,-0.00315628,0.00000000,-0.00000000,0.37958683,-0.44010924,0.35112561,-0.48351860,0.00274784,-0.00191040,0.38373065,-0.40092653
-5.46573287,0.90124721,-1.09118773,0.00145418,-0.00052762,0.17238511,-0.26207962,0.00360127,-0.00320715,0.00000000,-0.00000000,0.37660894,-0.43469675,0.33368961,-0.46726440,0.00307304,-0.00200548,0.39379410,-0.40148441
-5.45972986,0.89567056,-1.06932141,0.00179219,-0.00058545,0.16138899,-0.25087220,0.00379208,-0.00328085,0.00000000,-0.00000000,0.37569171,-0.42952676,0.31823283,-0.44962452,0.00345693,-0.00213488,0.40713827,-0.40338495
-5.45372686,0.89729884,-1.04800866,0.00220402,-0.00067985,0.15147786,-0.23893144,0.00401156,-0.00337667,0.00000000,-0.00000000,0.37693161,-0.42475586,0.30515788,-0.43105433,0.00390467,-0.00229977,0.42391161,-0.40678353
-5.44772386,0.90674909,-1.02808392,0.00269922,-0.00081452,0.14284657,-0.22654011,0.00425874,-0.00349381,0.00000000,-0.00000000,0.38039025,-0.42053926,0.29482279,-0.41203517,0.00442187,-0.00250194,0.44423478,-0.41184278
-5.44172086,0.92453866,-1.01040525,0.00328796,-0.00099434,0.13566163,-0.21398670,0.00453248,-0.00363142,0.00000000,-0.00000000,0.38609646,-0.41702793,0.28753674,-0.39306139,0.00501446,-0.00274387,0.46819936,-0.41873121
-5.43571786,0.95107961,-0.99583603,0.00398073,-0.00122536,0.13006006,-0.20155791,0.00483149,-0.00378866,0.00000000,-0.00000000,0.39404921,-0.41436627,0.28355707,-0.37462771,0.00568859,-0.00302876,0.49586629,-0.42762185
-5.42971486,0.98667423,-0.98522749,0.00478805,-0.00151475,0.12614914,-0.18953158,0.00515432,-0.00396472,0.00000000,-0.00000000,0.40422095,-0.41269034,0.28308774,-0.35721749,0.00645038,-0.00336057,0.52726396,-0.43869081
-5.42371186,1.03151136,-0.97940250,0.00572012,-0.00187072,0.12400685,-0.17817036,0.00549940,-0.00415889,0.00000000,-0.00000000,0.41656102,-0.41212672,0.28627869,-0.34129198,0.00730571,-0.00374397,0.56238569,-0.45211552
-5.41770885,1.08566301,-0.97914048,0.00678632,-0.00230242,0.12368292,-0.16771632,0.00586502,-0.00437052,0.00000000,-0.00000000,0.43099898,-0.41279176,0.29322613,-0.32728092,0.00825993,-0.00418434,0.60118648,-0.46807265
-5.41170585,1.14908105,-0.98516359,0.00799481,-0.00281979,0.12520045,-0.15838653,0.00624929,-0.00459911,0.00000000,-0.00000000,0.44744756,-0.41479129,0.30397338,-0.31557459,0.00931753,-0.00468769,0.64357914,-0.48673541
-5.40570285,1.22159373,-0.99812406,0.00935197,-0.00343331,0.12855775,-0.15036972,0.00665017,-0.00484428,0.00000000,-0.00000000,0.46580497,-0.41822049,0.31851219,-0.30651746,0.01048180,-0.00526052,0.68942979,-0.50826992
-5.39969985,1.30290221,-1.01859227,0.01086187,-0.00415376,0.13373044,-0.14382401,0.00706538,-0.00510576,0.00000000,-0.00000000,0.48595657,-0.42316384,0.33678434,-0.30040324,0.01175443,-0.00590970,0.73855284,-0.53283079
-5.39369685,1.39257711,-1.04704566,0.01252578,-0.00499191,0.14067363,-0.13887561,0.00749239,-0.00538336,0.00000000,-0.00000000,0.50777574,-0.42969484,0.35868344,-0.29747139,0.01313512,-0.00664219,0.79070595,-0.56055554
-5.38769385,1.49005550,-1.08385800,0.01434162,-0.00595810,0.14932411,-0.13561855,0.00792838,-0.00567693,0.00000000,-0.00000000,0.53112398,-0.43787550,0.38405671,-0.29790501,0.01462125,-0.00746482,0.84558515,-0.59155790
-5.38169085,1.59463892,-1.12928912,0.01630353,-0.00706181,0.15960233,-0.13411524,0.00837023,-0.00598631,0.00000000,-0.00000000,0.55585041,-0.44775539,0.41270701,-0.30182980,0.01620751,-0.00838395,0.90282061,-0.62592017
-5.37568784,1.70549271,-1.18347500,0.01840148,-0.00831121,0.17141438,-0.13439768,0.00881442,-0.00631127,0.00000000,-0.00000000,0.58179070,-0.45937021,0.44439486,-0.30931407,0.01788560,-0.00940511,0.96197366,-0.66368462
-5.36968484,1.82164766,-1.24641830,0.02062102,-0.00971258,0.18465356,-0.13646933,0.00925710,-0.00665138,0.00000000,-0.00000000,0.60876574,-0.47273979,0.47884057,-0.32036956,0.01964405,-0.01053261,1.02253538,-0.70484440
-5.36368184,1.94200427,-1.31797977,0.02294314,-0.01126981,0.19920187,-0.14030747,0.00969401,-0.00700598,0.00000000,-0.00000000,0.63658020,-0.48786576,0.51572668,-0.33495306,0.02146811,-0.01176913,1.08392734,-0.74933419
-5.35767884,2.06534035,-1.39787069,0.02534429,-0.01298388,0.21493109,-0.14586576,0.01012054,-0.00737403,0.00000000,-0.00000000,0.66502129,-0.50472880,0.55470056,-0.35296849,0.02333971,-0.01311528,1.14550498,-0.79702115
-5.35167584,2.19032241,-1.48564711,0.02779656,-0.01485229,0.23170369,-0.15307709,0.01053177,-0.00775409,0.00000000,-0.00000000,0.69385785,-0.52328580,0.59537739,-0.37426962,0.02523765,-0.01456923,1.20656368,-0.84769672
-5.34567284,2.31552100,-1.58070633,0.03026812,-0.01686869,0.24937349,-0.16185653,0.01092249,-0.00814420,0.00000000,-0.00000000,0.72284014,-0.54346704,0.63734362,-0.39866314,0.02713783,-0.01612630,1.26634807,-0.90106981
