energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.66383192,3.21351752,0.00716559,0.33290669,0.88295039,0.40186794,2.28285046,1.38379819,0.01788074,1.04161104
-5.65782891,3.09151489,0.00709167,0.32086647,0.85192659,0.38958294,2.20141784,1.32737191,0.01769520,1.00256956
-5.65182591,2.96884034,0.00699666,0.30855576,0.82005438,0.37687453,2.11594425,1.27197665,0.01744268,0.96268171
-5.64582291,2.84592510,0.00687960,0.29599683,0.78752544,0.36372815,2.02683795,1.21782626,0.01712153,0.92212417
-5.63981991,2.72321758,0.00674015,0.28321886,0.75453034,0.35014683,1.93459073,1.16511268,0.01673181,0.88108898
-5.63381691,2.60119089,0.00657870,0.27025847,0.72125828,0.33615352,1.83977089,1.11400973,0.01627545,0.83978561
-5.62781391,2.48034945,0.00639629,0.25716001,0.68789697,0.32179257,1.74301378,1.06467749,0.01575622,0.79844233
-5.62181091,2.36123448,0.00619464,0.24397557,0.65463281,0.30713027,1.64501045,1.01726742,0.01517971,0.75730696
-5.61580790,2.24442832,0.00597605,0.23076471,0.62165103,0.29225448,1.54649486,0.97192787,0.01455321,0.71664685
-5.60980490,2.13055756,0.00574339,0.21759404,0.58913598,0.27727349,1.44823026,0.92881007,0.01388552,0.67674825
-5.60380190,2.02029483,0.00549997,0.20453657,0.55727137,0.26231418,1.35099520,0.88807418,0.01318673,0.63791486
-5.59779890,1.91435941,0.00524950,0.19167092,0.52624040,0.24751951,1.25556984,0.84989533,0.01246793,0.60046583
-5.59179590,1.81351646,0.00499592,0.17908044,0.49622587,0.23304558,1.16272297,0.81446932,0.01174094,0.56473312
-5.58579290,1.71857489,0.00474340,0.16685226,0.46740996,0.21905836,1.07320019,0.78201777,0.01101799,0.53105833
-5.57978989,1.63038378,0.00449615,0.15507629,0.43997388,0.20573014,0.98771352,0.75279226,0.01031141,0.49978903
-5.57378689,1.54982722,0.00425838,0.14384427,0.41409716,0.19323598,0.90693286,0.72707744,0.00963331,0.47127464
-5.56778389,1.47781738,0.00403416,0.13324892,0.38995662,0.18175011,0.83147913,0.70519247,0.00899533,0.44586182
-5.56178089,1.41528576,0.00382740,0.12338306,0.36772496,0.17144242,0.76191938,0.68749079,0.00840835,0.42388952
-5.55577789,1.36317228,0.00364173,0.11433891,0.34756894,0.16247510,0.69876363,0.67435794,0.00788228,0.40568350
-5.54977489,1.32241231,0.00348041,0.10620754,0.32964717,0.15499948,0.64246331,0.66620712,0.00742585,0.39155054
-5.54377189,1.29392145,0.00334633,0.09907838,0.31410751,0.14915307,0.59341114,0.66347266,0.00704649,0.38177223
-5.53776888,1.27857809,0.00324191,0.09303888,0.30108404,0.14505684,0.55194195,0.66660122,0.00675016,0.37659840
-5.53176588,1.27720405,0.00316908,0.08817422,0.29069387,0.14281271,0.51833445,0.67604086,0.00654130,0.37624036
-5.52576288,1.29054348,0.00312920,0.08456718,0.28303361,0.14250130,0.49281323,0.69222836,0.00642276,0.38086403
-5.51975988,1.31924055,0.00312306,0.08229795,0.27817581,0.14417997,0.47555107,0.71557496,0.00639577,0.39058308
-5.51375688,1.36381646,0.00315085,0.08144397,0.27616549,0.14788108,0.46667094,0.74645108,0.00645995,0.40545239
-5.50775388,1.42464675,0.00321211,0.08207967,0.27701680,0.15361064,0.46624764,0.78517047,0.00661330,0.42546211
-5.50175088,1.50193947,0.00330571,0.08427614,0.28071009,0.16134724,0.47430889,0.83197455,0.00685229,0.45053250
-5.49574787,1.59571553,0.00342990,0.08810054,0.28718958,0.17104151,0.49083553,0.88701744,0.00717191,0.48051000
-5.48974487,1.70579184,0.00358224,0.09361537,0.29636174,0.18261598,0.51576111,0.95035244,0.00756577,0.51516485
-5.48374187,1.83176856,0.00375968,0.10087741,0.30809450,0.19596552,0.54897052,1.02192063,0.00802619,0.55419046
-5.47773887,1.97302112,0.00395855,0.10993634,0.32221762,0.21095837,0.59029801,1.10154207,0.00854437,0.59720491
-5.47173587,2.12869769,0.00417462,0.12083314,0.33852400,0.22743789,0.63952443,1.18891025,0.00911053,0.64375470
-5.46573287,2.29772284,0.00440320,0.13359802,0.35677230,0.24522482,0.69637421,1.28359003,0.00971410,0.69332091
-5.45972986,2.47880740,0.00463918,0.14824818,0.37669064,0.26412042,0.76051189,1.38501931,0.01034390,0.74532765
-5.45372686,2.67046460,0.00487717,0.16478526,0.39798132,0.28391001,0.83153872,1.49251460,0.01098838,0.79915285
-5.44772386,2.87103219,0.00511158,0.18319256,0.42032665,0.30436727,0.90898951,1.60528021,0.01163582,0.85414095
-5.44172086,3.07869984,0.00533680,0.20343228,0.44339539,0.32525880,0.99232989,1.72242079,0.01227459,0.90961725
-5.43571786,3.29154092,0.00554730,0.22544265,0.46684987,0.34634916,1.08095441,1.84295694,0.01289336,0.96490329
-5.42971486,3.50754759,0.00573779,0.24913534,0.49035325,0.36740589,1.17418558,1.96584306,0.01348135,1.01933291
-5.42371186,3.72466786,0.00590336,0.27439308,0.51357690,0.38820459,1.27127430,2.08998686,0.01402851,1.07226809
-5.41770885,3.94084322,0.00603965,0.30106777,0.53620738,0.40853372,1.37140165,2.21426991,0.01452575,1.12311407
-5.41170585,4.15404544,0.00614289,0.32897926,0.55795284,0.42819892,1.47368255,2.33756815,0.01496508,1.17133310
-5.40570285,4.36231121,0.00621011,0.35791484,0.57854862,0.44702675,1.57717108,2.45877193,0.01533976,1.21645607
-5.39969985,4.56377337,0.00623914,0.38762966,0.59776168,0.46486765,1.68086797,2.57680465,0.01564437,1.25809169
-5.39369685,4.75668772,0.00622873,0.41784820,0.61539386,0.48159791,1.78372996,2.69063947,0.01587489,1.29593265
-5.38769385,4.93945462,0.00617851,0.44826674,0.63128379,0.49712069,1.88468126,2.79931370,0.01602872,1.32975857
-5.38169085,5.11063499,0.00608906,0.47855709,0.64530741,0.51136602,1.98262682,2.90194031,0.01610463,1.35943562
-5.37568784,5.26896041,0.00596181,0.50837128,0.65737718,0.52428965,2.07646743,2.99771659,0.01610272,1.38491287
-5.36968484,5.41333748,0.00579902,0.53734734,0.66744012,0.53587107,2.16511620,3.08592978,0.01602435,1.40621551
-5.36368184,5.54284688,0.00560367,0.56511604,0.67547468,0.54611053,2.24751615,3.16595980,0.01587198,1.42343550
-5.35767884,5.65673769,0.00537938,0.59130823,0.68148692,0.55502546,2.32265856,3.23727935,0.01564907,1.43671990
-5.35167584,5.75441786,0.00513022,0.61556277,0.68550598,0.56264628,2.38960138,3.29945171,0.01535993,1.44625768
-5.34567284,5.83544175,0.00486065,0.63753473,0.68757935,0.56901194,2.44748737,3.35212660,0.01500956,1.45226563
-5.33966983,5.89949585,0.00457529,0.65690343,0.68776792,0.57416539,2.49556124,3.39503478,0.01460348,1.45497407
-5.33366683,5.94638369,0.00427888,0.67338030,0.68614140,0.57814919,2.53318532,3.42798164,0.01414763,1.45461304
-5.32766383,5.97601107,0.00397604,0.68671600,0.68277407,0.58100153,2.55985313,3.45084063,0.01364817,1.45139974
-5.32166083,5.98837247,0.00367123,0.69670668,0.67774114,0.58275281,2.57520035,3.46354670,0.01311142,1.44552772
-5.31565783,5.98353953,0.00336859,0.70319912,0.67111593,0.58342306,2.57901289,3.46609055,0.01254370,1.43715836
-5.30965483,5.96165225,0.00307186,0.70609451,0.66296785,0.58302021,2.57123157,3.45851380,0.01195126,1.42641502
-5.30365183,5.92291332,0.00278435,0.70535076,0.65336125,0.58153942,2.55195335,3.44090559,0.01134020,1.41338007
-5.29764882,5.86758582,0.00250885,0.70098327,0.64235521,0.57896346,2.52142899,3.41340062,0.01071637,1.39809487
-5.29164582,5.79599433,0.00224760,0.69306416,0.63000406,0.57526410,2.48005726,3.37617893,0.01008538,1.38056264
-5.28564282,5.70852915,0.00200235,0.68171993,0.61635868,0.57040449,2.42837582,3.32946714,0.00945251,1.36075397
-5.27963982,5.60565326,0.00177429,0.66712780,0.60146827,0.56434241,2.36704915,3.27354123,0.00882269,1.33861461
-5.27363682,5.48791121,0.00156414,0.64951075,0.58538256,0.55703416,2.29685402,3.20873039,0.00820046,1.31407513
-5.26763382,5.35593932,0.00137217,0.62913156,0.56815429,0.54843892,2.21866276,3.13542157,0.00758999,1.28706176
-5.26163082,5.21047602,0.00119827,0.60628611,0.54984162,0.53852340,2.13342520,3.05406435,0.00699502,1.25750790
-5.25562781,5.05237148,0.00104198,0.58129599,0.53051046,0.52726640,2.04214951,2.96517551,0.00641888,1.22536560
-5.24962481,4.88259533,0.00090256,0.55450104,0.51023644,0.51466313,1.94588274,2.86934273,0.00586444,1.19061638
-5.24362181,4.70224161,0.00077908,0.52625162,0.48910653,0.50072897,1.84569149,2.76722675,0.00533418,1.15328081
-5.23761881,4.51252995,0.00067043,0.49690129,0.46721993,0.48550256,1.74264317,2.65956172,0.00483011,1.11342629
-5.23161581,4.31480224,0.00057541,0.46679971,0.44468849,0.46904784,1.63778832,2.54715293,0.00435382,1.07117266
-5.22561281,4.11051445,0.00049279,0.43628622,0.42163635,0.45145516,1.53214431,2.43087189,0.00390648,1.02669533
-5.21960980,3.90122315,0.00042131,0.40568406,0.39819893,0.43284117,1.42668074,2.31164834,0.00348887,0.98022574
-5.21360680,3.68856696,0.00035974,0.37529547,0.37452129,0.41334755,1.32230662,2.19045931,0.00310137,0.93204920
-5.20760380,3.47424320,0.00030691,0.34539758,0.35075590,0.39313870,1.21985966,2.06831527,0.00274401,0.88250014
-5.20160080,3.25998047,0.00026173,0.31623924,0.32705996,0.37239831,1.12009761,1.94624386,0.00241649,0.83195514
-5.19559780,3.04750797,0.00022318,0.28803873,0.30359243,0.35132519,1.02369165,1.82527152,0.00211824,0.78082405
-5.18959480,2.83852290,0.00019036,0.26098241,0.28051073,0.33012835,0.93122194,1.70640378,0.00184841,0.72953962
-5.18359180,2.63465703,0.00016246,0.23522410,0.25796756,0.30902169,0.84317512,1.59060503,0.00160600,0.67854625
-5.17758879,2.43744392,0.00013877,0.21088526,0.23610770,0.28821853,0.75994380,1.47877844,0.00138980,0.62828835
-5.17158579,2.24828828,0.00011869,0.18805591,0.21506510,0.26792609,0.68182777,1.37174710,0.00119853,0.57919880
-5.16558279,2.06843853,0.00010170,0.16679604,0.19496031,0.24834044,0.60903690,1.27023702,0.00103082,0.53168821
-5.15957979,1.89896403,0.00008736,0.14713762,0.17589842,0.22964180,0.54169554,1.17486291,0.00088531,0.48613510
-5.15357679,1.74073757,0.00007531,0.12908693,0.15796750,0.21199057,0.47984816,1.08611721,0.00076065,0.44287777
-5.14757379,1.59442414,0.00006526,0.11262728,0.14123757,0.19552425,0.42346609,1.00436309,0.00065556,0.40220776
-5.14157079,1.46047610,0.00005698,0.09772182,0.12576028,0.18035515,0.37245516,0.92983139,0.00056886,0.36436525
-5.13556778,1.33913485,0.00005029,0.08431666,0.11156901,0.16656911,0.32666392,0.86262190,0.00049951,0.32953648
-5.12956478,1.23043883,0.00004505,0.07234378,0.09867960,0.15422515,0.28589229,0.80270868,0.00044662,0.29785298
-5.12356178,1.13423710,0.00004116,0.06172414,0.08709148,0.14335597,0.24990040,0.74994909,0.00040947,0.26939263
-5.11755878,1.05020794,0.00003856,0.05237047,0.07678912,0.13396926,0.21841729,0.70409626,0.00038753,0.24418224
-5.11155578,0.97788121,0.00003720,0.04419001,0.06774383,0.12604962,0.19114942,0.66481406,0.00038044,0.22220140
-5.10555278,0.91666350,0.00003707,0.03708698,0.05991565,0.11956109,0.16778866,0.63169402,0.00038805,0.20338731
-5.09954977,0.86586471,0.00003817,0.03096479,0.05325528,0.11444992,0.14801960,0.60427340,0.00041037,0.18764026
-5.09354677,0.82472508,0.00004051,0.02572799,0.04770599,0.11064766,0.13152618,0.58205346,0.00044754,0.17482941
-5.08754377,0.79244119,0.00004412,0.02128386,0.04320541,0.10807424,0.11799731,0.56451720,0.00049983,0.16479864
-5.08154077,0.76819022,0.00004903,0.01754372,0.03968715,0.10664096,0.10713165,0.55114586,0.00056759,0.15737214
-5.07553777,0.75115138,0.00005527,0.01442398,0.03708210,0.10625337,0.09864131,0.54143344,0.00065122,0.15235966
-5.06953477,0.74052403,0.00006288,0.01184682,0.03531953,0.10681377,0.09225466,0.53489885,0.00075108,0.14956111
-5.06353177,0.73554192,0.00007187,0.00974069,0.03432794,0.10822339,0.08771818,0.53109531,0.00086749,0.14877053
-5.05752876,0.73548353,0.00008226,0.00804052,0.03403563,0.11038418,0.08479749,0.52961677,0.00100061,0.14977942
-5.05152576,0.73967836,0.00009404,0.00668771,0.03437102,0.11320026,0.08327759,0.53010144,0.00115044,0.15237930
-5.04552276,0.74750960,0.00010720,0.00563003,0.03526284,0.11657886,0.08296255,0.53223248,0.00131671,0.15636375
-5.03951976,0.75841358,0.00012167,0.00482128,0.03664023,0.12043103,0.08367463,0.53573620,0.00149887,0.16152985
-5.03351676,0.77187650,0.00013739,0.00422094,0.03843265,0.12467196,0.08525311,0.54037819,0.00169598,0.16767932
-5.02751376,0.78742927,0.00015423,0.00379367,0.04056995,0.12922110,0.08755287,0.54595787,0.00190675,0.17461925
-5.02151076,0.80464100,0.00017207,0.00350885,0.04298235,0.13400213,0.09044287,0.55230193,0.00212943,0.18216280
-5.01550775,0.82311211,0.00019071,0.00334004,0.04560063,0.13894272,0.09380467,0.55925741,0.00236188,0.19012978
-5.00950475,0.84246751,0.00020995,0.00326447,0.04835634,0.14397437,0.09753098,0.56668475,0.00260151,0.19834735
-5.00350175,0.86235055,0.00022954,0.00326259,0.05118223,0.14903216,0.10152443,0.57445142,0.00284531,0.20665071
-4.99749875,0.88241826,0.00024921,0.00331758,0.05401282,0.15405462,0.10569655,0.58242657,0.00308994,0.21488410
-4.99149575,0.90233799,0.00026867,0.00341501,0.05678511,0.15898358,0.10996686,0.59047685,0.00333173,0.22290182
-4.98549275,0.92178587,0.00028759,0.00354243,0.05943934,0.16376422,0.11426230,0.59846374,0.00356682,0.23056940
-4.97948974,0.94044684,0.00030565,0.00368914,0.06191997,0.16834513,0.11851677,0.60624239,0.00379119,0.23776480
-4.97348674,0.95801626,0.00032254,0.00384592,0.06417650,0.17267846,0.12267078,0.61366183,0.00400082,0.24437964
-4.96748374,0.97420274,0.00033792,0.00400485,0.06616444,0.17672009,0.12667126,0.62056656,0.00419178,0.25032024
-4.96148074,0.98873188,0.00035150,0.00415915,0.06784606,0.18042988,0.13047132,0.62679915,0.00436036,0.25550849
-4.95547774,1.00135047,0.00036300,0.00430308,0.06919109,0.18377180,0.13403010,0.63220358,0.00450318,0.25988235
-4.94947474,1.01183063,0.00037220,0.00443188,0.07017722,0.18671407,0.13731245,0.63662900,0.00461730,0.26339609
-4.94347174,1.01997366,0.00037889,0.00454166,0.07079031,0.18922922,0.14028858,0.63993358,0.00470032,0.26601994
-4.93746873,1.02561312,0.00038293,0.00462937,0.07102451,0.19129398,0.14293360,0.64198813,0.00475049,0.26773949
-4.93146573,1.02861688,0.00038423,0.00469278,0.07088194,0.19288915,0.14522697,0.64267922,0.00476672,0.26855447
-4.92546273,1.02888805,0.00038278,0.00473040,0.07037230,0.19399934,0.14715184,0.64191165,0.00474866,0.26847730
-4.91945973,1.02636472,0.00037859,0.00474146,0.06951210,0.19461261,0.14869434,0.63961015,0.00469671,0.26753120
-4.91345673,1.02101861,0.00037176,0.00472588,0.06832383,0.19472010,0.14984294,0.63572021,0.00461196,0.26574820
-4.90745373,1.01285270,0.00036243,0.00468416,0.06683488,0.19431564,0.15058780,0.63020821,0.00449623,0.26316702
-4.90145073,1.00189837,0.00035079,0.00461735,0.06507646,0.19339544,0.15092022,0.62306078,0.00435192,0.25983092
-4.89544772,0.98821193,0.00033710,0.00452699,0.06308239,0.19195782,0.15083232,0.61428373,0.00418201,0.25578585
-4.88944472,0.97187135,0.00032161,0.00441499,0.06088794,0.19000306,0.15031691,0.60390061,0.00398987,0.25107873
-4.88344172,0.95297305,0.00030463,0.00428361,0.05852881,0.18753349,0.14936749,0.59195110,0.00377924,0.24575619
-4.87743872,0.93162931,0.00028647,0.00413534,0.05604010,0.18455363,0.14797867,0.57848947,0.00355404,0.23986367
-4.87143572,0.90796637,0.00026746,0.00397282,0.05345555,0.18107062,0.14614663,0.56358318,0.00331829,0.23344505
-4.86543272,0.88212333,0.00024792,0.00379884,0.05080689,0.17709472,0.14386997,0.54731174,0.00307597,0.22654264
-4.85942971,0.85425184,0.00022816,0.00361620,0.04812344,0.17263998,0.14115056,0.52976594,0.00283093,0.21919767
-4.85342671,0.82451667,0.00020846,0.00342774,0.04543181,0.16772498,0.13799461,0.51104737,0.00258678,0.21145115
-4.84742371,0.79309671,0.00018910,0.00323628,0.04275597,0.16237363,0.13441371,0.49126823,0.00234685,0.20334489
-4.84142071,0.76018656,0.00017031,0.00304459,0.04011729,0.15661590,0.13042585,0.47055132,0.00211406,0.19492285
-4.83541771,0.72599816,0.00015228,0.00285549,0.03753492,0.15048849,0.12605639,0.44903016,0.00189095,0.18623245
-4.82941471,0.69076246,0.00013518,0.00267176,0.03502617,0.14403540,0.12133883,0.42684906,0.00167961,0.17732593
-4.82341171,0.65473077,0.00011915,0.00249630,0.03260710,0.13730827,0.11631540,0.40416304,0.00148171,0.16826157
-4.81740870,0.61817574,0.00010426,0.00233215,0.03029313,0.13036663,0.11103744,0.38113756,0.00129848,0.15910477
-4.81140570,0.58139175,0.00009059,0.00218259,0.02809972,0.12327787,0.10556562,0.35794798,0.00113076,0.14992890
-4.80540270,0.54469483,0.00007815,0.00205131,0.02604315,0.11611704,0.09996986,0.33477862,0.00097907,0.14081596
-4.79939970,0.50842199,0.00006694,0.00194246,0.02414123,0.10896657,0.09432917,0.31182171,0.00084359,0.13185699
-4.79339670,0.47293023,0.00005694,0.00186092,0.02241416,0.10191582,0.08873135,0.28927597,0.00072431,0.12315237
-4.78739370,0.43859527,0.00004811,0.00181242,0.02088533,0.09506053,0.08327263,0.26734513,0.00062104,0.11481195
-4.78139070,0.40581028,0.00004038,0.00180376,0.01958211,0.08850237,0.07805734,0.24623648,0.00053349,0.10695507
-4.77538769,0.37498473,0.00003368,0.00184306,0.01853677,0.08234841,0.07319757,0.22615948,0.00046136,0.09971066
-4.76938469,0.34654358,0.00002794,0.00193999,0.01778733,0.07671076,0.06881303,0.20732458,0.00040440,0.09321729
-4.76338169,0.32092697,0.00002308,0.00210600,0.01737840,0.07170620,0.06503099,0.18994247,0.00036249,0.08762326
-4.75737869,0.29859033,0.00001901,0.00235460,0.01736207,0.06745602,0.06198631,0.17422362,0.00033570,0.08308680
-4.75137569,0.28000501,0.00001567,0.00270161,0.01779875,0.06408581,0.05982173,0.16037828,0.00032435,0.07977622
-4.74537269,0.26565920,0.00001297,0.00316538,0.01875791,0.06172535,0.05868802,0.14861688,0.00032909,0.07787005
-4.73936968,0.25605896,0.00001085,0.00376700,0.02031873,0.06050840,0.05874433,0.13915065,0.00035091,0.07755698
-4.73336668,0.25172893,0.00000927,0.00453042,0.02257064,0.06057238,0.06015825,0.13219248,0.00039125,0.07903563
-4.72736368,0.25321237,0.00000816,0.00548262,0.02561354,0.06205774,0.06310576,0.12795772,0.00045200,0.08251375
-4.72136068,0.26107008,0.00000751,0.00665353,0.02955776,0.06510697,0.06777076,0.12666468,0.00053552,0.08820695
-4.71535768,0.27587757,0.00000727,0.00807599,0.03452373,0.06986315,0.07434408,0.12853477,0.00064470,0.09633660
-4.70935468,0.29822012,0.00000745,0.00978548,0.04064100,0.07646786,0.08302187,0.13379174,0.00078293,0.10712694
-4.70335168,0.32868525,0.00000804,0.01181980,0.04804695,0.08505845,0.09400320,0.14266009,0.00095411,0.12080102
-4.69734867,0.36785218,0.00000904,0.01421850,0.05688478,0.09576457,0.10748683,0.15536219,0.00116263,0.13757568
-4.69134567,0.41627823,0.00001047,0.01702219,0.06730085,0.10870397,0.12366703,0.17211416,0.00141328,0.15765532
-4.68534267,0.47448194,0.00001235,0.02027164,0.07944142,0.12397765,0.14272844,0.19312025,0.00171122,0.18122461
-4.67933967,0.54292314,0.00001473,0.02400672,0.09344861,0.14166439,0.16484006,0.21856585,0.00206187,0.20844029
-4.67333667,0.62198047,0.00001763,0.02826513,0.10945584,0.16181493,0.19014842,0.24860916,0.00247079,0.23942211
-4.66733367,0.71192664,0.00002111,0.03308097,0.12758251,0.18444591,0.21877007,0.28337168,0.00294349,0.27424339
-4.66133067,0.81290261,0.00002520,0.03848322,0.14792834,0.20953389,0.25078363,0.32292785,0.00348527,0.31292139
-4.65532766,0.92489142,0.00002996,0.04449407,0.17056726,0.23700976,0.28622175,0.36729422,0.00410104,0.35540803
-4.64932466,1.04769312,0.00003543,0.05112725,0.19554123,0.26675388,0.32506306,0.41641863,0.00479503,0.40158134
-4.64332166,1.18090187,0.00004166,0.05838631,0.22285402,0.29859225,0.36722484,0.47016992,0.00557056,0.45123825
