energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.83791896,1.30551727,0.01398902,0.12627892,0.04068815,0.37583685,0.74123697,0.48402968,0.00000000
-5.83191596,1.18320653,0.01418376,0.11279382,0.04246046,0.33977458,0.66517000,0.44339396,0.00000000
-5.82591296,1.07994501,0.01454549,0.10165552,0.04496618,0.31413063,0.59893959,0.40922626,0.00000000
-5.81990995,0.99602775,0.01507222,0.09280718,0.04825313,0.29849558,0.54272699,0.38176778,0.00000000
-5.81390695,0.93175816,0.01575847,0.08621244,0.05236706,0.29258720,0.49669887,0.36124338,0.00000000
-5.80790395,0.88745565,0.01659529,0.08185470,0.05735083,0.29624753,0.46101325,0.34786522,0.00000000
-5.80190095,0.86345925,0.01757026,0.07973585,0.06324337,0.30943605,0.43582383,0.34183523,0.00000000
-5.79589795,0.86012620,0.01866767,0.07987416,0.07007866,0.33221871,0.42128178,0.34334608,0.00000000
-5.78989495,0.87782460,0.01986878,0.08230151,0.07788453,0.36475315,0.41753461,0.35258015,0.00000000
-5.78389195,0.91691931,0.02115210,0.08705984,0.08668137,0.40727014,0.42472151,0.36970620,0.00000000
-5.77788894,0.97775068,0.02249389,0.09419682,0.09648073,0.46005158,0.44296500,0.39487353,0.00000000
-5.77188594,1.06060626,0.02386860,0.10376083,0.10728384,0.52340527,0.47235872,0.42820348,0.00000000
-5.76588294,1.16568571,0.02524953,0.11579535,0.11908007,0.59763717,0.51295159,0.46977856,0.00000000
-5.75987994,1.29305995,0.02660939,0.13033273,0.13184530,0.68302162,0.56472881,0.51962930,0.00000000
-5.75387694,1.44262605,0.02792106,0.14738776,0.14554045,0.77977052,0.62759033,0.57771941,0.00000000
-5.74787394,1.61405963,0.02915821,0.16695112,0.16011009,0.88800252,0.70132793,0.64392991,0.00000000
-5.74187094,1.80676731,0.03029601,0.18898294,0.17548116,1.00771325,0.78560196,0.71804306,0.00000000
-5.73586793,2.01984186,0.03131176,0.21340694,0.19156221,1.13874817,0.87991925,0.79972702,0.00000000
-5.72986493,2.25202307,0.03218548,0.24010533,0.20824285,1.28077923,0.98361374,0.88852244,0.00000000
-5.72386193,2.50166741,0.03290034,0.26891495,0.22539389,1.43328676,1.09583132,0.98383187,0.00000000
-5.71785893,2.76672940,0.03344312,0.29962480,0.24286802,1.59554791,1.21552050,1.08491337,0.00000000
-5.71185593,3.04475733,0.03380441,0.33197545,0.26050119,1.76663256,1.34143024,1.19087895,0.00000000
-5.70585293,3.33290555,0.03397877,0.36566028,0.27811476,1.94540771,1.47211599,1.30069895,0.00000000
-5.69984992,3.62796474,0.03396472,0.40032903,0.29551844,2.13055040,1.60595497,1.41321276,0.00000000
-5.69384692,3.92641068,0.03376466,0.43559336,0.31251385,2.32056941,1.74117069,1.52714605,0.00000000
-5.68784392,4.22447122,0.03338457,0.47103457,0.32889888,2.51383495,1.87586686,1.64113463,0.00000000
-5.68184092,4.51820996,0.03283373,0.50621318,0.34447249,2.70861532,2.00806986,1.75375420,0.00000000
-5.67583792,4.80362402,0.03212429,0.54068004,0.35903985,2.90311897,2.13577856,1.86355520,0.00000000
-5.66983492,5.07675257,0.03127080,0.57398864,0.37241775,3.09554003,2.25701986,1.96910161,0.00000000
-5.66383192,5.33379154,0.03028969,0.60570798,0.38443983,3.28410487,2.36990775,2.06901187,0.00000000
-5.65782891,5.57120962,0.02919877,0.63543547,0.39496154,3.46711733,2.47270327,2.16200036,0.00000000
-5.65182591,5.78586015,0.02801673,0.66280928,0.40386447,3.64300005,2.56387294,2.24691741,0.00000000
-5.64582291,5.97508336,0.02676265,0.68751947,0.41105997,3.81032966,2.64214251,2.32278575,0.00000000
-5.63981991,6.13679383,0.02545558,0.70931735,0.41649162,3.96786374,2.70654362,2.38883170,0.00000000
-5.63381691,6.26954844,0.02411414,0.72802260,0.42013665,4.11455812,2.75645072,2.44450922,0.00000000
-5.62781391,6.37259111,0.02275623,0.74352772,0.42200603,4.24957367,2.79160630,2.48951567,0.00000000
-5.62181091,6.44587171,0.02139874,0.75579963,0.42214336,4.37227236,2.81213275,2.52379815,0.00000000
-5.61580790,6.49003775,0.02005740,0.76487827,0.42062239,4.48220338,2.81853012,2.54755004,0.00000000
-5.60980490,6.50639893,0.01874657,0.77087233,0.41754357,4.57908038,2.81165926,2.56119787,0.00000000
-5.60380190,6.49686611,0.01747921,0.77395232,0.41302957,4.66275205,2.79271110,2.56537890,0.00000000
-5.59779890,6.46386740,0.01626679,0.77434135,0.40722015,4.73316842,2.76316303,2.56091072,0.00000000
-5.59179590,6.41024546,0.01511925,0.77230409,0.40026657,4.79034561,2.72472414,2.54875409,0.00000000
-5.58579290,6.33914084,0.01404500,0.76813466,0.39232589,4.83433207,2.67927182,2.52997105,0.00000000
-5.57978989,6.25386692,0.01305093,0.76214379,0.38355543,4.86517893,2.62878223,2.50568019,0.00000000
-5.57378689,6.15778226,0.01214242,0.75464628,0.37410763,4.88291703,2.57525776,2.47701128,0.00000000
-5.56778389,6.05416620,0.01132334,0.74594904,0.36412556,4.88754247,2.52065447,2.44506133,0.00000000
-5.56178089,5.94610323,0.01059604,0.73634049,0.35373935,4.87901186,2.46681270,2.41085407,0.00000000
-5.55577789,5.83638082,0.00996144,0.72608176,0.34306348,4.85724783,2.41539355,2.37530452,0.00000000
-5.54977489,5.72740492,0.00941898,0.71539994,0.33219517,4.82215425,2.36782390,2.33919002,0.00000000
-5.54377189,5.62113593,0.00896668,0.70448377,0.32121375,4.77364014,2.32525200,2.30312883,0.00000000
-5.53776888,5.51904712,0.00860117,0.69348171,0.31018101,4.71165043,2.28851524,2.26756672,0.00000000
-5.53176588,5.42210623,0.00831777,0.68250244,0.29914241,4.63620101,2.25812119,2.23277189,0.00000000
-5.52576288,5.33077973,0.00811055,0.67161758,0.28812888,4.54741556,2.23424228,2.19883781,0.00000000
-5.51975988,5.24505863,0.00797245,0.66086635,0.27715923,4.44556124,2.21672401,2.16569357,0.00000000
-5.51375688,5.16450327,0.00789541,0.65026191,0.26624284,4.33108032,2.20510602,2.13312075,0.00000000
-5.50775388,5.08830436,0.00787050,0.63979871,0.25538242,4.20461551,2.19865468,2.10077579,0.00000000
-5.50175088,5.01535665,0.00788819,0.62946077,0.24457679,4.06702670,2.19640576,2.06821649,0.00000000
-5.49574787,4.94434143,0.00793846,0.61922994,0.23382343,3.91939787,2.19721489,2.03493143,0.00000000
-5.48974487,4.87381389,0.00801110,0.60909417,0.22312067,3.76303329,2.19981373,2.00037081,0.00000000
-5.48374187,4.80229128,0.00809595,0.59905493,0.21246957,3.59944290,2.20286921,1.96397752,0.00000000
-5.47773887,4.72833819,0.00818311,0.58913356,0.20187523,3.43031758,2.20504345,1.92521709,0.00000000
-5.47173587,4.65064536,0.00826321,0.57937629,0.19134772,3.25749527,2.20505169,1.88360543,0.00000000
-5.46573287,4.56809904,0.00832767,0.56985746,0.18090250,3.08291982,2.20171601,1.83873352,0.00000000
-5.45972986,4.47983824,0.00836885,0.56068085,0.17056041,2.90859434,2.19401255,1.79028817,0.00000000
-5.45372686,4.38529804,0.00838030,0.55197900,0.16034735,2.73653136,2.18111052,1.73806829,0.00000000
-5.44772386,4.28423764,0.00835686,0.54391044,0.15029359,2.56870196,2.16240163,1.68199642,0.00000000
-5.44172086,4.17675248,0.00829481,0.53665505,0.14043288,2.40698603,2.13751873,1.62212524,0.00000000
-5.43571786,4.06327056,0.00819190,0.53040738,0.13080143,2.25312560,2.10634355,1.55863910,0.00000000
-5.42971486,3.94453366,0.00804739,0.52536862,0.12143675,2.10868297,2.06900330,1.49185089,0.00000000
-5.42371186,3.82156500,0.00786201,0.52173715,0.11237648,1.97500488,2.02585688,1.42219449,0.00000000
-5.41770885,3.69562509,0.00763789,0.51969834,0.10365732,1.85319384,1.97747165,1.35021346,0.00000000
-5.41170585,3.56815846,0.00737849,0.51941394,0.09531390,1.74408715,1.92459221,1.27654651,0.00000000
-5.40570285,3.44073390,0.00708839,0.52101171,0.08737791,1.64824405,1.86810307,1.20191057,0.00000000
-5.39969985,3.31498139,0.00677316,0.52457567,0.07987726,1.56594101,1.80898723,1.12708206,0.00000000
-5.39369685,3.19252876,0.00643917,0.53013761,0.07283546,1.49717484,1.74828269,1.05287744,0.00000000
-5.38769385,3.07494125,0.00609341,0.53767045,0.06627113,1.44167338,1.68703933,0.98013348,0.00000000
-5.38169085,2.96366663,0.00574323,0.54708371,0.06019772,1.39891303,1.62627802,0.90968815,0.00000000
-5.37568784,2.85998842,0.00539618,0.55822165,0.05462337,1.36814249,1.56695392,0.84236264,0.00000000
-5.36968484,2.76498906,0.00505985,0.57086418,0.04955096,1.34841176,1.50992547,0.77894507,0.00000000
-5.36368184,2.67952437,0.00474160,0.58473076,0.04497826,1.33860567,1.45593025,0.72017612,0.00000000
-5.35767884,2.60420983,0.00444849,0.59948720,0.04089829,1.33748065,1.40556838,0.66673689,0.00000000
-5.35167584,2.53941869,0.00418711,0.61475519,0.03729969,1.34370384,1.35929384,0.61923906,0.00000000
-5.34567284,2.48529119,0.00396341,0.63012414,0.03416729,1.35589336,1.31741329,0.57821713,0.00000000
-5.33966983,2.44175344,0.00378268,0.64516496,0.03148261,1.37265846,1.28009201,0.54412289,0.00000000
-5.33366683,2.40854429,0.00364939,0.65944510,0.02922454,1.39263842,1.24736590,0.51732154,0.00000000
-5.32766383,2.38524792,0.00356719,0.67254407,0.02736990,1.41453902,1.21915829,0.49808947,0.00000000
-5.32166083,2.37132984,0.00353877,0.68406891,0.02589410,1.43716538,1.19530016,0.48661332,0.00000000
-5.31565783,2.36617389,0.00356592,0.69366868,0.02477163,1.45945024,1.17555233,0.48298997,0.00000000
-5.30965483,2.36911806,0.00364942,0.70104735,0.02397666,1.48047677,1.15962817,0.48722750,0.00000000
-5.30365183,2.37948711,0.00378906,0.70597445,0.02348343,1.49949523,1.14721541,0.49924681,0.00000000
-5.29764882,2.39662045,0.00398363,0.70829296,0.02326666,1.51593324,1.13799596,0.51888390,0.00000000
-5.29164582,2.41989421,0.00423095,0.70792417,0.02330185,1.52939922,1.13166291,0.54589287,0.00000000
-5.28564282,2.44873695,0.00452782,0.70486920,0.02356552,1.53967951,1.12793397,0.57994976,0.00000000
-5.27963982,2.48263891,0.00487017,0.69920733,0.02403537,1.54672931,1.12656113,0.62065728,0.00000000
-5.27363682,2.52115524,0.00525300,0.69109112,0.02469045,1.55065827,1.12733652,0.66755067,0.00000000
-5.26763382,2.56390403,0.00567055,0.68073886,0.02551117,1.55171158,1.13009468,0.72010479,0.00000000
-5.26163082,2.61056011,0.00611636,0.66842463,0.02647941,1.55024768,1.13471161,0.77774247,0.00000000
-5.25562781,2.66084605,0.00658339,0.65446664,0.02757856,1.54671364,1.14110139,0.83984416,0.00000000
-5.24962481,2.71452132,0.00706418,0.63921439,0.02879354,1.54161944,1.14921075,0.90575876,0.00000000
-5.24362181,2.77137116,0.00755100,0.62303538,0.03011088,1.53551230,1.15901259,0.97481536,0.00000000
-5.23761881,2.83119588,0.00803604,0.60630190,0.03151878,1.52895207,1.17049888,1.04633563,0.00000000
-5.23161581,2.89380156,0.00851161,0.58937857,0.03300720,1.52248844,1.18367372,1.11964632,0.00000000
-5.22561281,2.95899265,0.00897033,0.57261102,0.03456797,1.51664088,1.19854693,1.19409142,0.00000000
-5.21960980,3.02656668,0.00940533,0.55631623,0.03619495,1.51188155,1.21512868,1.26904349,0.00000000
-5.21360680,3.09631126,0.00981044,0.54077470,0.03788410,1.50862166,1.23342536,1.34391362,0.00000000
-5.20760380,3.16800320,0.01018038,0.52622473,0.03963374,1.50720123,1.25343679,1.41815948,0.00000000
-5.20160080,3.24140950,0.01051092,0.51285874,0.04144461,1.50788231,1.27515510,1.49129140,0.00000000
-5.19559780,3.31629015,0.01079900,0.50082178,0.04332012,1.51084553,1.29856505,1.56287608,0.00000000
-5.18959480,3.39240234,0.01104287,0.49021199,0.04526646,1.51618968,1.32364582,1.63253804,0.00000000
-5.18359180,3.46950624,0.01124211,0.48108283,0.04729280,1.52393408,1.35037445,1.69995909,0.00000000
-5.17758879,3.54737217,0.01139775,0.47344693,0.04941144,1.53402367,1.37873051,1.76487609,0.00000000
-5.17158579,3.62578943,0.01151224,0.46728128,0.05163795,1.54633630,1.40870229,1.82707764,0.00000000
-5.16558279,3.70457684,0.01158944,0.46253346,0.05399137,1.56069223,1.44029413,1.88640029,0.00000000
-5.15957979,3.78359529,0.01163463,0.45912868,0.05649433,1.57686558,1.47353494,1.94272493,0.00000000
-5.15357679,3.86276226,0.01165446,0.45697725,0.05917319,1.59459743,1.50848758,1.99597398,0.00000000
-5.14757379,3.94206829,0.01165685,0.45598237,0.06205813,1.61361037,1.54525884,2.04610994,0.00000000
-5.14157079,4.02159482,0.01165099,0.45604780,0.06518318,1.63362417,1.58400952,2.09313562,0.00000000
-5.13556778,4.10153296,0.01164726,0.45708515,0.06858621,1.65437210,1.62496410,2.13709606,0.00000000
-5.12956478,4.18220174,0.01165711,0.45902066,0.07230876,1.67561733,1.66841925,2.17808217,0.00000000
-5.12356178,4.26406457,0.01169308,0.46180093,0.07639575,1.69716878,1.71475033,2.21623538,0.00000000
-5.11755878,4.34774208,0.01176863,0.46539764,0.08089498,1.71889558,1.76441495,2.25175297,0.00000000
-5.11155578,4.43401925,0.01189809,0.46981072,0.08585644,1.74073934,1.81795266,2.28489277,0.00000000
-5.10555278,4.52384484,0.01209654,0.47506996,0.09133129,1.76272323,1.87597979,2.31597662,0.00000000
-5.09954977,4.61832115,0.01237963,0.48123480,0.09737066,1.78495715,1.93917875,2.34539119,0.00000000
-5.09354677,4.71868254,0.01276341,0.48839211,0.10402406,1.80763807,2.00828109,2.37358541,0.00000000
-5.08754377,4.82626155,0.01326407,0.49665208,0.11133761,1.83104519,2.08404402,2.40106353,0.00000000
-5.08154077,4.94244230,0.01389765,0.50614209,0.11935193,1.85552934,2.16722065,2.42837333,0.00000000
-5.07553777,5.06860159,0.01467966,0.51699892,0.12809991,1.88149689,2.25852429,2.45608930,0.00000000
-5.06953477,5.20603927,0.01562467,0.52935926,0.13760436,1.90938834,2.35858792,2.48479093,0.00000000
-5.06353177,5.35590010,0.01674581,0.54334925,0.14787559,1.93965245,2.46792023,2.51503686,0.00000000
-5.05752876,5.51909059,0.01805426,0.55907313,0.15890922,1.97271700,2.58686024,2.54733582,0.00000000
-5.05152576,5.69619498,0.01955870,0.57660194,0.17068413,2.00895752,2.71553266,2.58211603,0.00000000
-5.04552276,5.88739498,0.02126472,0.59596251,0.18316083,2.04866593,2.85380670,2.61969459,0.00000000
-5.03951976,6.09239848,0.02317433,0.61712767,0.19628047,2.09202063,3.00126080,2.66024894,0.00000000
-5.03351676,6.31038226,0.02528545,0.64000806,0.20996434,2.13906034,3.15715610,2.70379238,0.00000000
-5.02751376,6.53995352,0.02759152,0.66444639,0.22411429,2.18966313,3.32042098,2.75015557,0.00000000
-5.02151076,6.77913436,0.03008125,0.69021439,0.23861397,2.24353271,3.48964880,2.79897559,0.00000000
-5.01550775,7.02537232,0.03273850,0.71701303,0.25333090,2.30019295,3.66311034,2.84969417,0.00000000
-5.00950475,7.27557889,0.03554228,0.74447609,0.26811956,2.35899180,3.83878171,2.90156566,0.00000000
-5.00350175,7.52619630,0.03846708,0.77217732,0.28282514,2.41911473,4.01438790,2.95367522,0.00000000
-4.99749875,7.77329163,0.04148327,0.79964083,0.29728822,2.47960782,4.18746105,3.00496697,0.00000000
-4.99149575,8.01267504,0.04455779,0.82635465,0.31134978,2.53940942,4.35541181,3.05428095,0.00000000
-4.98549275,8.24003818,0.04765494,0.85178671,0.32485673,2.59738930,4.51561125,3.10039775,0.00000000
-4.97948974,8.45110666,0.05073741,0.87540277,0.33766750,2.65239324,4.66548002,3.14208844,0.00000000
-4.97348674,8.64180000,0.05376737,0.89668550,0.34965734,2.70329106,4.80258100,3.17816763,0.00000000
-4.96748374,8.80839132,0.05670764,0.91515362,0.36072336,2.74902531,4.92471096,3.20754683,0.00000000
-4.96148074,8.94765895,0.05952290,0.93038057,0.37078861,2.78865813,5.02998708,3.22928537,0.00000000
-4.95547774,9.05702205,0.06218078,0.94201138,0.37980530,2.82141361,5.11692360,3.24263600,0.00000000
-4.94947474,9.13465310,0.06465292,0.94977720,0.38775668,2.84671309,5.18449475,3.24708284,0.00000000
-4.94347174,9.17956098,0.06691576,0.95350667,0.39465761,2.86420150,5.23218038,3.24236924,0.00000000
-4.93746873,9.19163982,0.06895124,0.95313343,0.40055353,2.87376284,5.25999146,3.22851409,0.00000000
-4.93146573,9.17168052,0.07074707,0.94869954,0.40551793,2.87552406,5.26847381,3.20581541,0.00000000
-4.92546273,9.12134362,0.07229689,0.94035452,0.40964838,2.86984677,5.25868927,3.17484093,0.00000000
-4.91945973,9.04309454,0.07359999,0.92835001,0.41306117,2.85730714,5.23217486,3.13640599,0.00000000
-4.91345673,8.94010382,0.07466084,0.91303040,0.41588492,2.83866518,5.19088150,3.09153973,0.00000000
-4.90745373,8.81611717,0.07548836,0.89481977,0.41825341,2.81482486,5.13709508,3.04144150,0.00000000
-4.90145073,8.67530159,0.07609495,0.87420585,0.42029787,2.78678738,5.07334356,2.98742945,0.00000000
-4.89544772,8.52207525,0.07649539,0.85172160,0.42213941,2.75560028,5.00229450,2.93088421,0.00000000
-4.88944472,8.36092946,0.07670571,0.82792554,0.42388173,2.72230507,4.92664813,2.87319050,0.00000000
-4.88344172,8.19625168,0.07674198,0.80338143,0.42560463,2.68788650,4.84903102,2.81567975,0.00000000
-4.87743872,8.03215816,0.07661924,0.77863838,0.42735876,2.65322628,4.77189566,2.75957668,0.00000000
-4.87143572,7.87234434,0.07635055,0.75421226,0.42916179,2.61906368,4.69743078,2.70595253,0.00000000
-4.86543272,7.71996012,0.07594627,0.73056900,0.43099636,2.58596528,4.62748660,2.65568734,0.00000000
-4.85942971,7.57751530,0.07541351,0.70811067,0.43280989,2.55430545,4.56351849,2.60944301,0.00000000
-4.85342671,7.44681946,0.07475598,0.68716456,0.43451630,2.52425825,4.50655136,2.56764823,0.00000000
-4.84742371,7.32895769,0.07397402,0.66797579,0.43599958,2.49580129,4.45716610,2.53049588,0.00000000
-4.84142071,7.22430256,0.07306495,0.65070348,0.43711909,2.46873070,4.41550800,2.49795260,0.00000000
-4.83541771,7.13256001,0.07202366,0.63542049,0.43771618,2.44268632,4.38131610,2.46977962,0.00000000
-4.82941471,7.05284546,0.07084343,0.62211646,0.43762198,2.41718527,4.35397116,2.44556334,0.00000000
-4.82341171,6.98378491,0.06951680,0.61070405,0.43666570,2.39166167,4.33255910,2.42475376,0.00000000
-4.81740870,6.92363451,0.06803664,0.60102759,0.43468331,2.36551005,4.31594594,2.40670816,0.00000000
-4.81140570,6.87041137,0.06639712,0.59287399,0.43152576,2.33812980,4.30285978,2.39073762,0.00000000
-4.80540270,6.82202816,0.06459469,0.58598502,0.42706675,2.30896798,4.29197516,2.37615364,0.00000000
-4.79939970,6.77642404,0.06262891,0.58007059,0.42120922,2.27755807,4.28199517,2.36231215,0.00000000
-4.79339670,6.73168501,0.06050307,0.57482230,0.41389060,2.24355253,4.27172679,2.34865279,0.00000000
-4.78739370,6.68614790,0.05822471,0.56992679,0.40508633,2.20674741,4.26014589,2.33473122,0.00000000
-4.78139070,6.63848305,0.05580577,0.56507835,0.39481169,2.16709800,4.24644853,2.32024310,0.00000000
-4.77538769,6.58775257,0.05326263,0.55999035,0.38312176,2.12472483,4.23008659,2.30503870,0.00000000
-4.76938469,6.53344239,0.05061579,0.55440523,0.37010965,2.07991008,4.21078636,2.28912777,0.00000000
-4.76338169,6.47546791,0.04788950,0.54810269,0.35590318,2.03308510,4.18855000,2.27267476,0.00000000
-4.75737869,6.41415479,0.04511106,0.54090603,0.34066009,1.98480998,4.16364059,2.25598526,0.00000000
-4.75137569,6.35019746,0.04231014,0.53268653,0.32456228,1.93574690,4.13655258,2.23948472,0.00000000
-4.74537269,6.28459938,0.03951790,0.52336589,0.30780928,1.88662893,4.10796999,2.22369114,0.00000000
-4.73936968,6.21859977,0.03676613,0.51291683,0.29061130,1.83822635,4.07871556,2.20918361,0.00000000
-4.73336668,6.15359197,0.03408646,0.50136208,0.27318225,1.79131263,4.04969422,2.19656872,0.00000000
-4.72736368,6.09103894,0.03150947,0.48877178,0.25573308,1.74663193,4.02183455,2.18644693,0.00000000
-4.72136068,6.03239107,0.02906410,0.47525980,0.23846566,1.70486989,3.99603174,2.17938093,0.00000000
-4.71535768,5.97901111,0.02677697,0.46097897,0.22156749,1.66662930,3.97309536,2.17586758,0.00000000
-4.70935468,5.93211007,0.02467194,0.44611562,0.20520730,1.63241159,3.95370474,2.17631518,0.00000000
-4.70335168,5.89269722,0.02276978,0.43088367,0.18953184,1.60260485,3.93837417,2.18102685,0.00000000
-4.69734867,5.86154587,0.02108793,0.41551836,0.17466371,1.57747861,3.92742936,2.19019076,0.00000000
-4.69134567,5.83917585,0.01964042,0.40026997,0.16070023,1.55718511,3.92099591,2.20387737,0.00000000
-4.68534267,5.82585199,0.01843780,0.38539748,0.14771339,1.54176646,3.91899971,2.22204334,0.00000000
-4.67933967,5.82159723,0.01748721,0.37116252,0.13575063,1.53116668,3.92117840,2.24454135,0.00000000
-4.67333667,5.82621779,0.01679251,0.35782336,0.12483634,1.52524744,3.92710245,2.27113479,0.00000000
-4.66733367,5.83933744,0.01635430,0.34562928,0.11497391,1.52380609,3.93620399,2.30151597,0.00000000
-4.66133067,5.86043731,0.01617013,0.33481508,0.10614816,1.52659455,3.94781095,2.33532619,0.00000000
-4.65532766,5.88889748,0.01623456,0.32559594,0.09832796,1.53333760,3.96118408,2.37217636,0.00000000
-4.64932466,5.92403713,0.01653924,0.31816248,0.09146892,1.54374937,3.97555444,2.41166628,0.00000000
-4.64332166,5.96514997,0.01707304,0.31267605,0.08551602,1.55754696,3.99015894,2.45340156,0.00000000
-4.63731866,6.01153259,0.01782205,0.30926442,0.08040603,1.57446040,4.00427210,2.49700690,0.00000000
-4.63131566,6.06250424,0.01876965,0.30801774,0.07606972,1.59423851,4.01723238,2.54213509,0.00000000
-4.62531266,6.11741706,0.01989658,0.30898500,0.07243381,1.61665055,4.02846226,2.58847123,0.00000000
-4.61930965,6.17565738,0.02118107,0.31217112,0.06942261,1.64148399,4.03748140,2.63573242,0.00000000
-4.61330665,6.23663876,0.02259891,0.31753474,0.06695943,1.66853881,4.04391335,2.68366317,0.00000000
-4.60730365,6.29978899,0.02412371,0.32498703,0.06496775,1.69761930,4.04748608,2.73202755,0.00000000
-4.60130065,6.36453330,0.02572717,0.33439152,0.06337214,1.72852413,4.04802764,2.78059894,0.00000000
-4.59529765,6.43027664,0.02737944,0.34556531,0.06209916,1.76103615,4.04545826,2.82914885,0.00000000
-4.58929465,6.49638793,0.02904958,0.35828176,0.06107801,1.79491262,4.03978027,2.87743607,0.00000000
-4.58329165,6.56218891,0.03070616,0.37227457,0.06024129,1.82987730,4.03106756,2.92519755,0.00000000
-4.57728864,6.62695005,0.03231782,0.38724358,0.05952556,1.86561505,4.01945582,2.97214212,0.00000000
-4.57128564,6.68989499,0.03385404,0.40286198,0.05887199,1.90176979,4.00513486,3.01794803,0.00000000
-4.56528264,6.75021448,0.03528582,0.41878490,0.05822701,1.93794604,3.98834376,3.06226489,0.00000000
-4.55927964,6.80708986,0.03658648,0.43465916,0.05754285,1.97371441,3.96936926,3.10472023,0.00000000
-4.55327664,6.85972493,0.03773232,0.45013370,0.05677814,2.00862051,3.94854738,3.14493042,0.00000000
-4.54727364,6.90738452,0.03870337,0.46487054,0.05589841,2.04219709,3.92626776,3.18251536,0.00000000
-4.54127064,6.94943730,0.03948393,0.47855552,0.05487649,2.07397844,3.90297998,3.21711594,0.00000000
-4.53526763,6.98539947,0.04006303,0.49090857,0.05369279,2.10351616,3.87920053,3.24841303,0.00000000
-4.52926463,7.01497620,0.04043479,0.50169280,0.05233550,2.13039534,3.85551929,3.27614637,0.00000000
-4.52326163,7.03809711,0.04059857,0.51072207,0.05080053,2.15424987,3.83260383,3.30013207,0.00000000
-4.51725863,7.05494277,0.04055899,0.51786664,0.04909138,2.17477602,3.81120047,3.32027692,0.00000000
-4.51125563,7.06595928,0.04032572,0.52305643,0.04721876,2.19174322,3.79213048,3.33658846,0.00000000
-4.50525263,7.07185901,0.03991319,0.52628184,0.04520016,2.20500144,3.77628090,3.34917944,0.00000000
-4.49924962,7.07360626,0.03934006,0.52759191,0.04305913,2.21448465,3.76458912,3.35826633,0.00000000
-4.49324662,7.07238772,0.03862870,0.52709006,0.04082467,2.22021025,3.75802118,3.36416126,0.00000000
