energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.78989495,0.29723717,0.00526023,0.00475500,0.18546028,0.07874040,0.09010850,0.02148227,0.00144277,0.20123337
-5.78389195,0.30746306,0.00589746,0.00410990,0.19714763,0.08348059,0.09547586,0.02081245,0.00140540,0.20974913
-5.77788894,0.32481584,0.00665937,0.00357100,0.21332983,0.09011426,0.10300626,0.02065262,0.00140672,0.22310860
-5.77188594,0.34925797,0.00754866,0.00313055,0.23406152,0.09863231,0.11271746,0.02099178,0.00144408,0.24130820
-5.76588294,0.38068687,0.00856623,0.00278049,0.25934952,0.10900622,0.12460370,0.02181632,0.00151481,0.26429851
-5.75987994,0.41892781,0.00971080,0.00251270,0.28914653,0.12118496,0.13863258,0.02311020,0.00161626,0.29197887
-5.75387694,0.46372634,0.01097869,0.00231916,0.32334462,0.13509198,0.15474196,0.02485519,0.00174568,0.32419175
-5.74787394,0.51474114,0.01236347,0.00219213,0.36176921,0.15062235,0.17283703,0.02703091,0.00190022,0.36071744
-5.74187094,0.57153800,0.01385579,0.00212420,0.40417403,0.16764048,0.19278784,0.02961500,0.00207688,0.40126959
-5.73586793,0.63358597,0.01544321,0.00210842,0.45023772,0.18597849,0.21442762,0.03258323,0.00227243,0.44549238
-5.72986493,0.70025635,0.01711015,0.00213833,0.49956262,0.20543573,0.23755215,0.03590972,0.00248345,0.49295967
-5.72386193,0.77082544,0.01883795,0.00220801,0.55167632,0.22577939,0.26192043,0.03956735,0.00270630,0.54317683
-5.71785893,0.84448146,0.02060504,0.00231213,0.60603627,0.24674656,0.28725685,0.04352814,0.00293711,0.59558556
-5.71185593,0.92033606,0.02238729,0.00244595,0.66203787,0.26804777,0.31325494,0.04776393,0.00317182,0.64957202
-5.70585293,0.99744052,0.02415838,0.00260539,0.71902590,0.28937203,0.33958283,0.05224717,0.00340626,0.70447819
-5.69984992,1.07480628,0.02589043,0.00278705,0.77630928,0.31039330,0.36589022,0.05695176,0.00363617,0.75961636
-5.69384692,1.15142943,0.02755462,0.00298825,0.83317865,0.33077816,0.39181677,0.06185409,0.00385730,0.81428644
-5.68784392,1.22631807,0.02912201,0.00320712,0.88892633,0.35019465,0.41700162,0.06693405,0.00406553,0.86779533
-5.68184092,1.29852168,0.03056427,0.00344263,0.94286765,0.36832163,0.44109359,0.07217604,0.00425694,0.91947766
-5.67583792,1.36716098,0.03185464,0.00369469,0.99436289,0.38485849,0.46376173,0.07756987,0.00442794,0.96871694
-5.66983492,1.43145685,0.03296868,0.00396418,1.04283861,0.39953478,0.48470568,0.08311155,0.00457537,1.01496607
-5.66383192,1.49075680,0.03388508,0.00425306,1.08780742,0.41211913,0.50366518,0.08880372,0.00469658,1.05776609
-5.65782891,1.54455753,0.03458642,0.00456440,1.12888488,0.42242722,0.52042853,0.09465588,0.00478958,1.09676221
-5.65182591,1.59252217,0.03505970,0.00490240,1.16580284,0.43032822,0.53483920,0.10068421,0.00485304,1.13171608
-5.64582291,1.63449123,0.03529680,0.00527246,1.19841811,0.43574944,0.54680045,0.10691097,0.00488638,1.16251360
-5.63981991,1.67048632,0.03529476,0.00568112,1.22671610,0.43867897,0.55627758,0.11336351,0.00488981,1.18916761
-5.63381691,1.70070638,0.03505586,0.00613604,1.25080891,0.43916600,0.56329762,0.12007291,0.00486428,1.21181533
-5.62781391,1.72551640,0.03458753,0.00664593,1.27092807,0.43731893,0.56794658,0.12707224,0.00481152,1.23071040
-5.62181091,1.74542900,0.03390202,0.00722038,1.28741195,0.43330127,0.57036422,0.13439450,0.00473391,1.24620989
-5.61580790,1.76107982,0.03301601,0.00786973,1.30068864,0.42732545,0.57073675,0.14207043,0.00463450,1.25875696
-5.60980490,1.77319780,0.03194994,0.00860487,1.31125503,0.41964502,0.56928770,0.15012617,0.00451681,1.26885977
-5.60380190,1.78257191,0.03072732,0.00943693,1.31965306,0.41054539,0.56626757,0.15858098,0.00438481,1.27706800
-5.59779890,1.79001595,0.02937392,0.01037708,1.32644452,0.40033369,0.56194270,0.16744506,0.00424270,1.28394783
-5.59179590,1.79633305,0.02791689,0.01143611,1.33218539,0.38932824,0.55658397,0.17671773,0.00409486,1.29005680
-5.58579290,1.80228181,0.02638395,0.01262415,1.33740120,0.37784795,0.55045588,0.18638585,0.00394567,1.29591979
-5.57978989,1.80854542,0.02480250,0.01395029,1.34256432,0.36620232,0.54380651,0.19642281,0.00379936,1.30200705
-5.57378689,1.81570526,0.02319889,0.01542221,1.34807443,0.35468229,0.53685885,0.20678803,0.00365991,1.30871543
-5.56778389,1.82422007,0.02159773,0.01704581,1.35424273,0.34355239,0.52980382,0.21742697,0.00353095,1.31635354
-5.56178089,1.83441130,0.02002133,0.01882490,1.36128061,0.33304445,0.52279515,0.22827179,0.00341559,1.32513131
-5.55577789,1.84645521,0.01848927,0.02076088,1.36929303,0.32335299,0.51594640,0.23924252,0.00331642,1.33515428
-5.54977489,1.86038158,0.01701808,0.02285253,1.37827667,0.31463242,0.50932992,0.25024881,0.00323539,1.34642268
-5.54377189,1.87607885,0.01562110,0.02509581,1.38812266,0.30699610,0.50297779,0.26119200,0.00317380,1.35883498
-5.53776888,1.89330503,0.01430844,0.02748373,1.39862353,0.30051705,0.49688447,0.27196768,0.00313224,1.37219569
-5.53176588,1.91170357,0.01308704,0.03000644,1.40948382,0.29523019,0.49101089,0.28246845,0.00311066,1.38622664
-5.52576288,1.93082328,0.01196091,0.03265123,1.42033375,0.29113600,0.48528962,0.29258682,0.00310831,1.40058118
-5.51975988,1.95014116,0.01093133,0.03540279,1.43074513,0.28820512,0.47963095,0.30221817,0.00312385,1.41486061
-5.51375688,1.96908704,0.00999724,0.03824351,1.44024888,0.28638375,0.47392926,0.31126369,0.00315537,1.42863183
-5.50775388,1.98706908,0.00915555,0.04115387,1.44835340,0.28559958,0.46806963,0.31963308,0.00320049,1.44144582
-5.50175088,2.00349894,0.00840158,0.04411297,1.45456309,0.28576780,0.46193430,0.32724715,0.00325641,1.45285585
-5.49574787,2.01781591,0.00772944,0.04709910,1.45839645,0.28679703,0.45540868,0.33404000,0.00332007,1.46243513
-5.48974487,2.02950912,0.00713238,0.05009037,1.45940325,0.28859493,0.44838693,0.33996087,0.00338822,1.46979314
-5.48374187,2.03813725,0.00660319,0.05306537,1.45718029,0.29107318,0.44077676,0.34497566,0.00345752,1.47459025
-5.47773887,2.04334516,0.00613449,0.05600388,1.45138541,0.29415174,0.43250359,0.34906786,0.00352469,1.47655020
-5.47173587,2.04487716,0.00571902,0.05888746,1.44174940,0.29776221,0.42351381,0.35223916,0.00358662,1.47547029
-5.46573287,2.04258654,0.00534987,0.06170008,1.42808567,0.30185027,0.41377739,0.35450947,0.00364044,1.47122883
-5.45972986,2.03644122,0.00502066,0.06442857,1.41029737,0.30637705,0.40328962,0.35591651,0.00368368,1.46378995
-5.45372686,2.02652559,0.00472570,0.06706303,1.38838203,0.31131949,0.39207219,0.35651485,0.00371431,1.45320557
-5.44772386,2.01303832,0.00446007,0.06959700,1.36243335,0.31666977,0.38017345,0.35637452,0.00373083,1.43961447
-5.44172086,1.99628651,0.00421971,0.07202759,1.33264047,0.32243384,0.36766816,0.35557914,0.00373235,1.42323873
-5.43571786,1.97667634,0.00400139,0.07435532,1.29928441,0.32862909,0.35465643,0.35422366,0.00371859,1.40437748
-5.42971486,1.95470046,0.00380276,0.07658385,1.26273210,0.33528154,0.34126217,0.35241172,0.00368992,1.38339833
-5.42371186,1.93092274,0.00362225,0.07871953,1.22342796,0.34242243,0.32763090,0.35025268,0.00364737,1.36072671
-5.41770885,1.90596084,0.00345906,0.08077080,1.18188339,0.35008464,0.31392700,0.34785856,0.00359256,1.33683356
-5.41170585,1.88046723,0.00331308,0.08274748,1.13866448,0.35829896,0.30033047,0.34534075,0.00352771,1.31222174
-5.40570285,1.85510943,0.00318476,0.08465993,1.09437838,0.36709065,0.28703322,0.34280682,0.00345553,1.28741183
-5.39969985,1.83055020,0.00307501,0.08651822,1.04965870,0.37647618,0.27423496,0.34035743,0.00337917,1.26292765
-5.39369685,1.80742852,0.00298510,0.08833126,1.00515054,0.38646063,0.26213876,0.33808348,0.00330210,1.23928231
-5.38769385,1.78634195,0.00291654,0.09010598,0.96149563,0.39703571,0.25094640,0.33606369,0.00322801,1.21696508
-5.38169085,1.76783136,0.00287092,0.09184659,0.91931796,0.40817863,0.24085362,0.33436261,0.00316073,1.19642983
-5.37568784,1.75236823,0.00284984,0.09355402,0.87921060,0.41985179,0.23204539,0.33302920,0.00310406,1.17808521
-5.36968484,1.74034528,0.00285472,0.09522541,0.84172387,0.43200346,0.22469128,0.33209609,0.00306173,1.16228711
-5.36368184,1.73207045,0.00288674,0.09685391,0.80735533,0.44456924,0.21894114,0.33157939,0.00303723,1.14933336
-5.35767884,1.72776450,0.00294674,0.09842862,0.77654167,0.45747432,0.21492121,0.33147929,0.00303374,1.13946092
-5.35167584,1.72756184,0.00303508,0.09993475,0.74965275,0.47063645,0.21273067,0.33178118,0.00305409,1.13284534
-5.34567284,1.73151452,0.00315163,0.10135399,0.72698765,0.48396923,0.21243892,0.33245734,0.00310061,1.12960234
-5.33966983,1.73959874,0.00329570,0.10266503,0.70877273,0.49738575,0.21408349,0.33346907,0.00317518,1.12979106
-5.33366683,1.75172339,0.00346598,0.10384434,0.69516149,0.51080222,0.21766877,0.33476917,0.00327914,1.13341876
-5.32766383,1.76773972,0.00366060,0.10486693,0.68623589,0.52414132,0.22316559,0.33630459,0.00341329,1.14044629
-5.32166083,1.78745175,0.00387711,0.10570734,0.68200900,0.53733512,0.23051153,0.33801907,0.00357793,1.15079400
-5.31565783,1.81062639,0.00411255,0.10634056,0.68242858,0.55032743,0.23961219,0.33985578,0.00377286,1.16434749
-5.30965483,1.83700286,0.00436353,0.10674304,0.68738129,0.56307520,0.25034313,0.34175963,0.00399746,1.18096299
-5.30365183,1.86630083,0.00462632,0.10689355,0.69669727,0.57554921,0.26255256,0.34367931,0.00425070,1.20047178
-5.29764882,1.89822691,0.00489697,0.10677406,0.71015500,0.58773372,0.27606472,0.34556885,0.00453123,1.22268371
-5.29164582,1.93247929,0.00517146,0.10637046,0.72748598,0.59962525,0.29068367,0.34738876,0.00483742,1.24738956
-5.28564282,1.96875043,0.00544579,0.10567312,0.74837945,0.61123057,0.30619761,0.34910661,0.00516748,1.27436226
-5.27963982,2.00672808,0.00571619,0.10467731,0.77248691,0.62256402,0.32238333,0.35069716,0.00551946,1.30335716
-5.27363682,2.04609461,0.00597920,0.10338346,0.79942638,0.63364434,0.33901089,0.35214198,0.00589129,1.33411160
-5.26763382,2.08652533,0.00623183,0.10179726,0.82878671,0.64449121,0.35584819,0.35342875,0.00628087,1.36634388
-5.26163082,2.12768589,0.00647162,0.09992952,0.86013164,0.65512174,0.37266540,0.35455020,0.00668604,1.39975217
-5.25562781,2.16922948,0.00669675,0.09779602,0.89300402,0.66554717,0.38923903,0.35550279,0.00710459,1.43401355
-5.24962481,2.21079410,0.00690607,0.09541707,0.92693007,0.67576980,0.40535563,0.35628538,0.00753422,1.46878353
-5.24362181,2.25200041,0.00709910,0.09281708,0.96142375,0.68578056,0.42081489,0.35689775,0.00797256,1.50369628
-5.23761881,2.29245041,0.00727600,0.09002397,0.99599146,0.69555713,0.43543212,0.35733926,0.00841705,1.53836580
-5.23161581,2.33172725,0.00743751,0.08706853,1.03013690,0.70506280,0.44904015,0.35760767,0.00886492,1.57238811
-5.22561281,2.36939636,0.00758486,0.08398376,1.06336620,0.71424605,0.46149051,0.35769808,0.00931312,1.60534461
-5.21960980,2.40500785,0.00771960,0.08080416,1.09519329,0.72304080,0.47265394,0.35760227,0.00975826,1.63680638
-5.21360680,2.43810033,0.00784351,0.07756504,1.12514548,0.73136739,0.48242036,0.35730822,0.01019656,1.66633950
-5.20760380,2.46820591,0.00795837,0.07430182,1.15276908,0.73913404,0.49069836,0.35679998,0.01062384,1.69351122
-5.20160080,2.49485637,0.00806584,0.07104940,1.17763518,0.74623881,0.49741422,0.35605788,0.01103547,1.71789666
-5.19559780,2.51759018,0.00816731,0.06784156,1.19934533,0.75257194,0.50251077,0.35505902,0.01142642,1.73908598
-5.18959480,2.53596036,0.00826370,0.06471042,1.21753710,0.75801833,0.50594601,0.35377798,0.01179132,1.75669171
-5.18359180,2.54954279,0.00835539,0.06168595,1.23188946,0.76246031,0.50769187,0.35218785,0.01212452,1.77035608
-5.17758879,2.55794483,0.00844213,0.05879557,1.24212774,0.76578038,0.50773291,0.35026136,0.01242026,1.77975810
-5.17158579,2.56081407,0.00852300,0.05606385,1.24802832,0.76786396,0.50606545,0.34797221,0.01267275,1.78462028
-5.16558279,2.55784692,0.00859639,0.05351224,1.24942258,0.76860215,0.50269684,0.34529640,0.01287640,1.78471472
-5.15957979,2.54879686,0.00866006,0.05115889,1.24620038,0.76789438,0.49764515,0.34221360,0.01302598,1.77986852
-5.15357679,2.53348207,0.00871124,0.04901861,1.23831260,0.76565091,0.49093916,0.33870848,0.01311683,1.76996831
-5.14757379,2.51179224,0.00874673,0.04710280,1.22577291,0.76179531,0.48261870,0.33477188,0.01314507,1.75496381
-5.14157079,2.48369431,0.00876306,0.04541953,1.20865848,0.75626662,0.47273518,0.33040182,0.01310773,1.73487031
-5.13556778,2.44923681,0.00875669,0.04397367,1.18710951,0.74902146,0.46135228,0.32560427,0.01300296,1.70976989
-5.12956478,2.40855268,0.00872418,0.04276702,1.16132766,0.74003573,0.44854672,0.32039365,0.01283012,1.67981140
-5.12356178,2.36186019,0.00866238,0.04179858,1.13157316,0.72930613,0.43440885,0.31479303,0.01258987,1.64520904
-5.11755878,2.30946192,0.00856860,0.04106474,1.09816061,0.71685119,0.41904311,0.30883393,0.01228421,1.60623951
-5.11155578,2.25174159,0.00844080,0.04055965,1.06145361,0.70271191,0.40256806,0.30255592,0.01191644,1.56323782
-5.10555278,2.18915880,0.00827770,0.04027544,1.02185808,0.68695184,0.38511606,0.29600577,0.01149112,1.51659165
-5.09954977,2.12224155,0.00807887,0.04020257,0.97981469,0.66965668,0.36683245,0.28923643,0.01101393,1.46673444
-5.09354677,2.05157703,0.00784479,0.04033019,0.93579030,0.65093319,0.34787415,0.28230572,0.01049154,1.41413748
-5.08754377,1.97780054,0.00757688,0.04064639,0.89026892,0.63090758,0.32840783,0.27527486,0.00993138,1.35930100
-5.08154077,1.90158335,0.00727746,0.04113854,0.84374225,0.60972341,0.30860754,0.26820694,0.00934146,1.30274475
-5.07553777,1.82361956,0.00694965,0.04179358,0.79670029,0.58753891,0.28865201,0.26116535,0.00873011,1.24499828
-5.06953477,1.74461280,0.00659734,0.04259828,0.74962226,0.56452396,0.26872165,0.25421225,0.00810577,1.18659134
-5.06353177,1.66526310,0.00622498,0.04353947,0.70296810,0.54085688,0.24899540,0.24740725,0.00747671,1.12804464
-5.05752876,1.58625453,0.00583750,0.04460428,0.65717104,0.51672101,0.22964759,0.24080625,0.00685088,1.06986153
-5.05152576,1.50824409,0.00544011,0.04578024,0.61263125,0.49230138,0.21084493,0.23446047,0.00623564,1.01252070
-5.04552276,1.43185229,0.00503814,0.04705545,0.56971090,0.46778150,0.19274378,0.22841584,0.00563767,0.95647017
-5.03951976,1.35765558,0.00463691,0.04841862,0.52873072,0.44334052,0.17548776,0.22271264,0.00506282,0.90212286
-5.03351676,1.28618094,0.00424155,0.04985911,0.48996809,0.41915070,0.15920591,0.21738536,0.00451600,0.84985368
-5.02751376,1.21790254,0.00385693,0.05136684,0.45365656,0.39537542,0.14401129,0.21246286,0.00400116,0.79999805
-5.02151076,1.15324037,0.00348748,0.05293225,0.41998672,0.37216758,0.13000020,0.20796867,0.00352130,0.75285196
-5.01550775,1.09256060,0.00313718,0.05454609,0.38910829,0.34966862,0.11725186,0.20392140,0.00307844,0.70867302
-5.00950475,1.03617732,0.00280949,0.05619930,0.36113296,0.32800785,0.10582865,0.20033526,0.00267370,0.66768251
-5.00350175,0.98435523,0.00250732,0.05788274,0.33613796,0.30730224,0.09577673,0.19722055,0.00230740,0.63006790
-4.99749875,0.93731276,0.00223303,0.05958697,0.31416984,0.28765647,0.08712693,0.19458407,0.00197912,0.59598553
-4.99149575,0.89522529,0.00198846,0.06130200,0.29524827,0.26916312,0.07989596,0.19242944,0.00168785,0.56556317
-4.98549275,0.85822787,0.00177496,0.06301710,0.27936959,0.25190298,0.07408762,0.19075727,0.00143205,0.53890205
-4.97948974,0.82641731,0.00159341,0.06472058,0.26650979,0.23594526,0.06969404,0.18956519,0.00120982,0.51607813
-4.97348674,0.79985314,0.00144435,0.06639973,0.25662680,0.22134775,0.06669678,0.18884770,0.00101897,0.49714253
-4.96748374,0.77855753,0.00132793,0.06804071,0.24966203,0.20815675,0.06506779,0.18859590,0.00085715,0.48212081
-4.96148074,0.76251404,0.00124404,0.06962866,0.24554104,0.19640683,0.06477005,0.18879712,0.00072192,0.47101144
-4.95547774,0.75166533,0.00119234,0.07114782,0.24417339,0.18612035,0.06575798,0.18943450,0.00061086,0.46378326
-4.94947474,0.74591013,0.00117224,0.07258179,0.24545189,0.17730681,0.06797755,0.19048652,0.00052159,0.46037237
-4.94347174,0.74509968,0.00118301,0.07391392,0.24925122,0.16996208,0.07136616,0.19192670,0.00045184,0.46067857
-4.93746873,0.74903424,0.00122370,0.07512774,0.25542636,0.16406759,0.07585224,0.19372331,0.00039951,0.46456191
-4.93146573,0.75745990,0.00129321,0.07620752,0.26381093,0.15958957,0.08135487,0.19583931,0.00036265,0.47183943
-4.92546273,0.77006632,0.00139023,0.07713883,0.27421573,0.15647843,0.08778321,0.19823247,0.00033948,0.48228283
-4.91945973,0.78648583,0.00151325,0.07790921,0.28642789,0.15466836,0.09503615,0.20085579,0.00032842,0.49561716
-4.91345673,0.80629421,0.00166049,0.07850879,0.30021062,0.15407737,0.10300200,0.20365816,0.00032802,0.51152103
-4.90745373,0.82901355,0.00182992,0.07893092,0.31530401,0.15460766,0.11155862,0.20658534,0.00033701,0.52962853
-4.90145073,0.85411743,0.00201920,0.07917277,0.33142693,0.15614653,0.12057378,0.20958116,0.00035423,0.54953316
-4.89544772,0.88103848,0.00222568,0.07923579,0.34828013,0.15856779,0.12990610,0.21258904,0.00037862,0.57079363
-4.88944472,0.90917829,0.00244637,0.07912622,0.36555057,0.16173372,0.13940639,0.21555373,0.00040923,0.59294177
-4.88344172,0.93791962,0.00267793,0.07885535,0.38291696,0.16549751,0.14891960,0.21842319,0.00044514,0.61549216
-4.87743872,0.96664039,0.00291673,0.07843976,0.40005627,0.16970616,0.15828721,0.22115063,0.00048546,0.63795340
-4.87143572,0.99472934,0.00315884,0.07790144,0.41665119,0.17420374,0.16735014,0.22369661,0.00052934,0.65984047
-4.86543272,1.02160240,0.00340013,0.07726773,0.43239802,0.17883498,0.17595202,0.22603104,0.00057593,0.68068793
-4.85942971,1.04671957,0.00363628,0.07657119,0.44701493,0.18344895,0.18394280,0.22813513,0.00062435,0.70006322
-4.85342671,1.06960120,0.00386290,0.07584933,0.46024999,0.18790273,0.19118245,0.23000306,0.00067373,0.71757955
-4.84742371,1.08984324,0.00407565,0.07514420,0.47188868,0.19206501,0.19754473,0.23164335,0.00072320,0.73290785
-4.84142071,1.10713044,0.00427031,0.07450190,0.48176061,0.19581936,0.20292078,0.23307980,0.00077188,0.74578712
-4.83541771,1.12124703,0.00444290,0.07397190,0.48974483,0.19906712,0.20722241,0.23435193,0.00081888,0.75603254
-4.82941471,1.13208411,0.00458984,0.07360632,0.49577367,0.20172963,0.21038495,0.23551477,0.00086339,0.76354112
-4.82341171,1.13964322,0.00470797,0.07345898,0.49983471,0.20374998,0.21236944,0.23663803,0.00090460,0.76829429
-4.81740870,1.14403586,0.00479475,0.07358445,0.50197077,0.20509385,0.21316419,0.23780452,0.00094180,0.77035730
-4.81140570,1.14547869,0.00484826,0.07403687,0.50227780,0.20574966,0.21278547,0.23910789,0.00097438,0.76987536
-4.80540270,1.14428442,0.00486730,0.07486872,0.50090073,0.20572789,0.21127734,0.24064960,0.00100185,0.76706653
-4.79939970,1.14084877,0.00485142,0.07612945,0.49802748,0.20505964,0.20871073,0.24253532,0.00102389,0.76221165
-4.79339670,1.13563371,0.00480093,0.07786408,0.49388114,0.20379443,0.20518153,0.24487072,0.00104035,0.75564171
-4.78739370,1.12914796,0.00471691,0.08011173,0.48871096,0.20199742,0.20080807,0.24775690,0.00105130,0.74772306
-4.78139070,1.12192526,0.00460111,0.08290417,0.48278231,0.19974612,0.19572785,0.25128555,0.00105705,0.73884136
-4.77538769,1.11450165,0.00445596,0.08626443,0.47636615,0.19712675,0.19009381,0.25553417,0.00105815,0.72938472
-4.76938469,1.10739258,0.00428443,0.09020550,0.46972853,0.19423046,0.18407019,0.26056139,0.00105546,0.71972700
-4.76338169,1.10107125,0.00408995,0.09472931,0.46312062,0.19114951,0.17782828,0.26640288,0.00105009,0.71021205
-4.75737869,1.09594893,0.00387630,0.09982587,0.45676968,0.18797369,0.17154203,0.27306783,0.00104350,0.70113951
-4.75137569,1.09235849,0.00364748,0.10547282,0.45087143,0.18478709,0.16538391,0.28053649,0.00103743,0.69275303
-4.74537269,1.09054198,0.00340757,0.11163535,0.44558428,0.18166539,0.15952107,0.28875871,0.00103396,0.68523140
-4.73936968,1.09064273,0.00316066,0.11826659,0.44102547,0.17867376,0.15411180,0.29765390,0.00103549,0.67868295
-4.73336668,1.09270263,0.00291067,0.12530840,0.43726940,0.17586552,0.14930271,0.30711221,0.00104471,0.67314359
-4.72736368,1.09666456,0.00266134,0.13269276,0.43434821,0.17328154,0.14522628,0.31699724,0.00106465,0.66857851
-4.72136068,1.10237987,0.00241603,0.14034350,0.43225439,0.17095045,0.14199914,0.32714999,0.00109861,0.66488736
-4.71535768,1.10962053,0.00217779,0.14817850,0.43094527,0.16888949,0.13972093,0.33739409,0.00115017,0.66191266
-4.70935468,1.11809513,0.00194918,0.15611223,0.43034913,0.16710609,0.13847359,0.34754201,0.00122312,0.65945099
-4.70335168,1.12746799,0.00173234,0.16405842,0.43037235,0.16559985,0.13832122,0.35740201,0.00132146,0.65726627
-4.69734867,1.13738001,0.00152894,0.17193291,0.43090742,0.16436495,0.13931025,0.36678550,0.00144930,0.65510435
-4.69134567,1.14747028,0.00134019,0.17965640,0.43184097,0.16339263,0.14146984,0.37551444,0.00161083,0.65270833
-4.68534267,1.15739699,0.00116687,0.18715698,0.43306166,0.16267378,0.14481242,0.38342841,0.00181019,0.64983353
-4.67933967,1.16685658,0.00100934,0.19437232,0.43446723,0.16220115,0.14933428,0.39039097,0.00205139,0.64626153
-4.67333667,1.17559982,0.00086762,0.20125133,0.43597043,0.16197128,0.15501611,0.39629491,0.00233819,0.64181240
-4.66733367,1.18344408,0.00074141,0.20775527,0.43750346,0.16198593,0.16182337,0.40106624,0.00267394,0.63635469
-4.66133067,1.19028092,0.00063016,0.21385806,0.43902073,0.16225273,0.16970661,0.40466648,0.00306148,0.62981248
-4.65532766,1.19607876,0.00053309,0.21954601,0.44049984,0.16278529,0.17860159,0.40709330,0.00350293,0.62216944
-4.64932466,1.20088045,0.00044929,0.22481674,0.44194079,0.16360248,0.18842939,0.40837939,0.00399954,0.61346959
-4.64332166,1.20479597,0.00037774,0.22967742,0.44336353,0.16472704,0.19909645,0.40858961,0.00455154,0.60381490
