energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up
-5.83791896,2.38817128,0.01456561,0.12944246,0.49224120,0.35342913,0.37265374,0.00000000,0.09679408,1.10654052
-5.83191596,2.39603066,0.01554124,0.13397165,0.49193428,0.35618753,0.38735466,0.00000000,0.09395442,1.10378601
-5.82591296,2.40760201,0.01665726,0.13880910,0.49225634,0.35983811,0.40237339,0.00000000,0.09125369,1.10246049
-5.81990995,2.42244577,0.01788177,0.14390406,0.49316775,0.36430218,0.41746159,0.00000000,0.08871972,1.10242315
-5.81390695,2.44014179,0.01918278,0.14921015,0.49464244,0.36950772,0.43239306,0.00000000,0.08637516,1.10353588
-5.80790395,2.46029987,0.02052832,0.15468748,0.49667234,0.37539060,0.44696900,0.00000000,0.08423683,1.10566600
-5.80190095,2.48257267,0.02188666,0.16030479,0.49927187,0.38189597,0.46102306,0.00000000,0.08231539,1.10869035
-5.79589795,2.50666989,0.02322662,0.16604136,0.50248240,0.38897982,0.47442562,0.00000000,0.08061529,1.11250025
-5.78989495,2.53237274,0.02451803,0.17188884,0.50637609,0.39661055,0.48708727,0.00000000,0.07913505,1.11700692
-5.78389195,2.55954748,0.02573224,0.17785252,0.51105895,0.40477038,0.49896106,0.00000000,0.07786777,1.12214684
-5.77788894,2.58815652,0.02684267,0.18395231,0.51667281,0.41345645,0.51004330,0.00000000,0.07680193,1.12788649
-5.77188594,2.61826628,0.02782548,0.19022305,0.52339580,0.42268145,0.52037295,0.00000000,0.07592224,1.13422606
-5.76588294,2.65005045,0.02866016,0.19671427,0.53144129,0.43247358,0.53002928,0.00000000,0.07521075,1.14120156
-5.75987994,2.68378830,0.02933010,0.20348923,0.54105522,0.44287585,0.53912808,0.00000000,0.07464778,1.14888509
-5.75387694,2.71985732,0.02982310,0.21062337,0.55251160,0.45394463,0.54781636,0.00000000,0.07421305,1.15738312
-5.74787394,2.75872042,0.03013184,0.21820211,0.56610657,0.46574736,0.55626583,0.00000000,0.07388647,1.16683253
-5.74187094,2.80090807,0.03025408,0.22631810,0.58215086,0.47835968,0.56466543,0.00000000,0.07364902,1.17739484
-5.73586793,2.84699597,0.03019291,0.23506808,0.60096120,0.49186191,0.57321327,0.00000000,0.07348326,1.18924856
-5.72986493,2.89757944,0.02995665,0.24454941,0.62285076,0.50633521,0.58210828,0.00000000,0.07337375,1.20258021
-5.72386193,2.95324582,0.02955874,0.25485651,0.64811912,0.52185746,0.59154210,0.00000000,0.07330727,1.21757453
-5.71785893,3.01454627,0.02901738,0.26607726,0.67704209,0.53849929,0.60169139,0.00000000,0.07327278,1.23440423
-5.71185593,3.08196848,0.02835508,0.27828965,0.70986183,0.55632022,0.61271110,0.00000000,0.07326130,1.25322000
-5.70585293,3.15591160,0.02759800,0.29155880,0.74677746,0.57536540,0.62472876,0.00000000,0.07326560,1.27414124
-5.69984992,3.23666471,0.02677532,0.30593440,0.78793673,0.59566283,0.63784016,0.00000000,0.07327987,1.29724802
-5.69384692,3.32438966,0.02591835,0.32144872,0.83342881,0.61722137,0.65210645,0.00000000,0.07329930,1.32257453
-5.68784392,3.41910891,0.02505973,0.33811531,0.88327845,0.64002949,0.66755259,0.00000000,0.07331966,1.35010441
-5.68184092,3.52069856,0.02423252,0.35592819,0.93744162,0.66405477,0.68416726,0.00000000,0.07333701,1.37976803
-5.67583792,3.62888639,0.02346936,0.37486178,0.99580264,0.68924399,0.70190389,0.00000000,0.07334736,1.41144164
-5.66983492,3.74325443,0.02280153,0.39487111,1.05817277,0.71552381,0.72068266,0.00000000,0.07334654,1.44494831
-5.66383192,3.86324520,0.02225822,0.41589263,1.12429011,0.74280168,0.74039329,0.00000000,0.07333006,1.48006044
-5.65782891,3.98817058,0.02186572,0.43784503,1.19382065,0.77096686,0.76089817,0.00000000,0.07329317,1.51650339
-5.65182591,4.11722225,0.02164678,0.46063028,1.26636032,0.79989135,0.78203575,0.00000000,0.07323091,1.55396005
-5.64582291,4.24948254,0.02162000,0.48413453,1.34143773,0.82943050,0.80362380,0.00000000,0.07313829,1.59207576
-5.63981991,4.38393475,0.02179933,0.50822877,1.41851762,0.85942314,0.82546238,0.00000000,0.07301044,1.63046345
-5.63381691,4.51947223,0.02219371,0.53276928,1.49700464,0.88969122,0.84733650,0.00000000,0.07284279,1.66870859
-5.62781391,4.65490568,0.02280677,0.55759767,1.57624756,0.92003894,0.86901826,0.00000000,0.07263119,1.70637381
-5.62181091,4.78896876,0.02363662,0.58254066,1.65554389,0.95025140,0.89026860,0.00000000,0.07237206,1.74300313
-5.61580790,4.92032230,0.02467581,0.60740963,1.73414485,0.98009309,0.91083868,0.00000000,0.07206233,1.77812578
-5.60980490,5.04755780,0.02591140,0.63200003,1.81126101,1.00930632,0.93047115,0.00000000,0.07169948,1.81125984
-5.60380190,5.16920122,0.02732507,0.65609099,1.88606875,1.03761006,0.94890138,0.00000000,0.07128132,1.84191576
-5.59779890,5.28371839,0.02889347,0.67944517,1.95771772,1.06469943,0.96585902,0.00000000,0.07080589,1.86960031
-5.59179590,5.38952335,0.03058860,0.70180928,2.02533974,1.09024631,0.98106996,0.00000000,0.07027121,1.89382096
-5.58579290,5.48499083,0.03237838,0.72291539,2.08805922,1.11390126,0.99425902,0.00000000,0.06967505,1.91409124
-5.57978989,5.56847418,0.03422729,0.74248330,2.14500542,1.13529721,1.00515351,0.00000000,0.06901476,1.92993728
-5.57378689,5.63832949,0.03609722,0.76022410,2.19532666,1.15405496,1.01348770,0.00000000,0.06828714,1.94090562
-5.56778389,5.69294623,0.03794832,0.77584510,2.23820634,1.16979056,1.01900829,0.00000000,0.06748838,1.94657250
-5.56178089,5.73078451,0.03974002,0.78905600,2.27288074,1.18212458,1.02148070,0.00000000,0.06661413,1.94655447
-5.55577789,5.75041797,0.04143212,0.79957627,2.29865814,1.19069295,1.02069622,0.00000000,0.06565974,1.94052018
-5.54977489,5.75058139,0.04298588,0.80714355,2.31493891,1.19515911,1.01647957,0.00000000,0.06462057,1.92820295
-5.54377189,5.73022100,0.04436518,0.81152274,2.32123567,1.19522685,1.00869667,0.00000000,0.06349247,1.90941368
-5.53776888,5.68854535,0.04553759,0.81251534,2.31719291,1.19065343,0.99726224,0.00000000,0.06227240,1.88405362
-5.53176588,5.62507432,0.04647544,0.80996876,2.30260511,1.18126212,0.98214682,0.00000000,0.06095909,1.85212613
-5.52576288,5.53968348,0.04715679,0.80378485,2.27743239,1.16695370,0.96338278,0.00000000,0.05955380,1.81374699
-5.51975988,5.43264116,0.04756616,0.79392742,2.24181284,1.14771608,0.94106900,0.00000000,0.05806110,1.76915248
-5.51375688,5.30463590,0.04769522,0.78042813,2.19607065,1.12363152,0.91537384,0.00000000,0.05648958,1.71870468
-5.50775388,5.15679203,0.04754318,0.76339046,2.14071933,1.09488099,0.88653609,0.00000000,0.05485254,1.66289340
-5.50175088,4.99067193,0.04711697,0.74299130,2.07645961,1.06174523,0.85486382,0.00000000,0.05316856,1.60233450
-5.49574787,4.80826401,0.04643125,0.71948016,2.00417163,1.02460240,0.82073097,0.00000000,0.05146184,1.53776430
-5.48974487,4.61195608,0.04550807,0.69317580,1.92490155,0.98392219,0.78457169,0.00000000,0.04976249,1.47003004
-5.48374187,4.40449460,0.04437636,0.66446033,1.83984269,0.94025667,0.74687264,0.00000000,0.04810646,1.40007656
-5.47773887,4.18893097,0.04307121,0.63377110,1.75031186,0.89422811,0.70816336,0.00000000,0.04653534,1.32892946
-5.47173587,3.96855642,0.04163291,0.60159055,1.65772156,0.84651425,0.66900512,0.00000000,0.04509585,1.25767522
-5.46573287,3.74682794,0.04010586,0.56843444,1.56354894,0.79783160,0.62997850,0.00000000,0.04383913,1.18743878
-5.45972986,3.52728756,0.03853734,0.53483897,1.46930269,0.74891746,0.59167023,0.00000000,0.04281978,1.11935926
-5.45372686,3.31347793,0.03697620,0.50134732,1.37648892,0.70051126,0.55465960,0.00000000,0.04209464,1.05456458
-5.44772386,3.10885689,0.03547145,0.46849596,1.28657715,0.65333600,0.51950497,0.00000000,0.04172139,0.99414557
-5.44172086,2.91671392,0.03407097,0.43680147,1.20096760,0.60808045,0.48673071,0.00000000,0.04175700,0.93913040
-5.43571786,2.74009088,0.03282008,0.40674807,1.12096067,0.56538257,0.45681498,0.00000000,0.04225597,0.89045992
-5.42971486,2.58170935,0.03176036,0.37877648,1.04772958,0.52581484,0.43017867,0.00000000,0.04326852,0.84896467
-5.42371186,2.44390660,0.03092843,0.35327420,0.98229681,0.48987179,0.40717582,0.00000000,0.04483871,0.81534399
-5.41770885,2.32858159,0.03035495,0.33056771,0.92551484,0.45795997,0.38808558,0.00000000,0.04700254,0.79014782
-5.41170585,2.23715243,0.03006371,0.31091644,0.87805169,0.43039072,0.37310619,0.00000000,0.04978610,0.77376166
-5.40570285,2.17052591,0.03007103,0.29450889,0.84038131,0.40737565,0.36235071,0.00000000,0.05320386,0.76639514
-5.39969985,2.12908000,0.03038517,0.28146063,0.81277900,0.38902493,0.35584497,0.00000000,0.05725715,0.76807435
-5.39369685,2.11265932,0.03100613,0.27181439,0.79532183,0.37534829,0.35352747,0.00000000,0.06193291,0.77863854
-5.38769385,2.12058392,0.03192557,0.26554195,0.78789374,0.36625862,0.35525143,0.00000000,0.06720270,0.79774118
-5.38169085,2.15167105,0.03312703,0.26254781,0.79019541,0.36157799,0.36078887,0.00000000,0.07302228,0.82485566
-5.37568784,2.20426972,0.03458628,0.26267451,0.80175828,0.36104583,0.36983674,0.00000000,0.07933145,0.85928584
-5.36968484,2.27630745,0.03627205,0.26570931,0.82196263,0.36432918,0.38202493,0.00000000,0.08605465,0.90018119
-5.36368184,2.36534832,0.03814686,0.27139219,0.85005913,0.37103463,0.39692602,0.00000000,0.09310191,0.94655670
-5.35767884,2.46866132,0.04016812,0.27942487,0.88519346,0.38072169,0.41406670,0.00000000,0.10037053,0.99731709
-5.35167584,2.58329753,0.04228940,0.28948073,0.92643339,0.39291728,0.43294040,0.00000000,0.10774728,1.05128489
-5.34567284,2.70617426,0.04446187,0.30121518,0.97279753,0.40713111,0.45302110,0.00000000,0.11511115,1.10723182
-5.33966983,2.83416408,0.04663582,0.31427652,1.02328510,0.42287135,0.47377763,0.00000000,0.12233651,1.16391262
-5.33366683,2.96418603,0.04876230,0.32831672,1.07690576,0.43966035,0.49468838,0.00000000,0.12929678,1.22010024
-5.32766383,3.09329625,0.05079475,0.34300194,1.13270841,0.45704986,0.51525563,0.00000000,0.13586824,1.27462129
-5.32166083,3.21877479,0.05269056,0.35802245,1.18980805,0.47463531,0.53501926,0.00000000,0.14193398,1.32639043
-5.31565783,3.33820541,0.05441263,0.37310149,1.24740943,0.49206864,0.55356912,0.00000000,0.14738787,1.37444231
-5.30965483,3.44954498,0.05593061,0.38800294,1.30482659,0.50906912,0.57055568,0.00000000,0.15213818,1.41795972
-5.30365183,3.55117962,0.05722206,0.40253717,1.36149728,0.52543186,0.58569849,0.00000000,0.15611094,1.45629662
-5.29764882,3.64196468,0.05827322,0.41656511,1.41699133,0.54103338,0.59879204,0.00000000,0.15925266,1.48899508
-5.29164582,3.72124659,0.05907957,0.43000009,1.47101262,0.55583412,0.60970871,0.00000000,0.16153237,1.51579498
-5.28564282,3.78886509,0.05964589,0.44280733,1.52339416,0.56987747,0.61839874,0.00000000,0.16294289,1.53663616
-5.27963982,3.84513542,0.05998613,0.45500120,1.57408655,0.58328550,0.62488711,0.00000000,0.16350112,1.55165262
-5.27363682,3.89081087,0.06012274,0.46664009,1.62314012,0.59625113,0.62926760,0.00000000,0.16324750,1.56115900
-5.26763382,3.92702710,0.06008576,0.47781921,1.67068172,0.60902730,0.63169414,0.00000000,0.16224447,1.56562998
-5.26163082,3.95523076,0.05991154,0.48866161,1.71688721,0.62191322,0.63237009,0.00000000,0.16057411,1.56567336
-5.25562781,3.97709555,0.05964122,0.49930784,1.76195140,0.63523853,0.63153586,0.00000000,0.15833500,1.56199839
-5.24962481,3.99442990,0.05931897,0.50990456,1.80605694,0.64934582,0.62945561,0.00000000,0.15563842,1.55538067
-5.24362181,4.00908073,0.05899011,0.52059307,1.84934432,0.66457240,0.62640368,0.00000000,0.15260411,1.54662550
-5.23761881,4.02283805,0.05869923,0.53149788,1.89188466,0.68123215,0.62265148,0.00000000,0.14935578,1.53653152
-5.23161581,4.03734532,0.05848828,0.54271634,1.93365735,0.69959826,0.61845561,0.00000000,0.14601650,1.52585643
-5.22561281,4.05401986,0.05839480,0.55430968,1.97453393,0.71988783,0.61404764,0.00000000,0.14270426,1.51528640
-5.21960980,4.07398754,0.05845037,0.56629601,2.01426957,0.74224891,0.60962621,0.00000000,0.13952786,1.50541078
-5.21360680,4.09803455,0.05867932,0.57864576,2.05250292,0.76675081,0.60535171,0.00000000,0.13658330,1.49670305
-5.20760380,4.12657873,0.05909771,0.59127980,2.08876467,0.79337808,0.60134369,0.00000000,0.13395082,1.48950888
-5.20160080,4.15966123,0.05971277,0.60407031,2.12249436,0.82202842,0.59768109,0.00000000,0.13169269,1.48404150
-5.19559780,4.19695848,0.06052263,0.61684452,2.15306492,0.85251476,0.59440499,0.00000000,0.12985186,1.48038434
-5.18959480,4.23781320,0.06151646,0.62939104,2.17981337,0.88457123,0.59152363,0.00000000,0.12845139,1.47850027
-5.18359180,4.28128201,0.06267504,0.64146842,2.20207594,0.91786272,0.58901912,0.00000000,0.12749483,1.47824666
-5.17758879,4.32619637,0.06397157,0.65281560,2.21922570,0.95199751,0.58685537,0.00000000,0.12696723,1.47939487
-5.17158579,4.37123295,0.06537282,0.66316352,2.23071011,0.98654230,0.58498647,0.00000000,0.12683692,1.48165279
-5.16558279,4.41498899,0.06684054,0.67224743,2.23608642,1.02103869,0.58336492,0.00000000,0.12705782,1.48468886
-5.15957979,4.45605806,0.06833296,0.67981904,2.23505248,1.05502029,0.58194911,0.00000000,0.12757217,1.48815594
-5.15357679,4.49310191,0.06980640,0.68565796,2.22747111,1.08802951,0.58070946,0.00000000,0.12831350,1.49171350
-5.14757379,4.52491428,0.07121693,0.68958181,2.21338632,1.11963320,0.57963272,0.00000000,0.12920970,1.49504700
-5.14157079,4.55047342,0.07252190,0.69145443,2.19303027,1.14943626,0.57872425,0.00000000,0.13018611,1.49788309
-5.13556778,4.56898073,0.07368140,0.69119177,2.16682049,1.17709266,0.57800809,0.00000000,0.13116835,1.50000034
-5.12956478,4.57988410,0.07465948,0.68876521,2.13534724,1.20231341,0.57752486,0.00000000,0.13208491,1.50123467
-5.12356178,4.58288542,0.07542520,0.68420223,2.09935175,1.22487124,0.57732757,0.00000000,0.13286940,1.50148000
-5.11755878,4.57793281,0.07595340,0.67758434,2.05969633,1.24460204,0.57747597,0.00000000,0.13346228,1.50068403
-5.11155578,4.56519932,0.07622523,0.66904260,2.01732820,1.26140319,0.57802956,0.00000000,0.13381226,1.49884024
-5.10555278,4.54505028,0.07622837,0.65875103,1.97323886,1.27522939,0.57904010,0.00000000,0.13387717,1.49597679
-5.09954977,4.51800254,0.07595708,0.64691825,1.92842121,1.28608647,0.58054404,0.00000000,0.13362444,1.49214365
-5.09354677,4.48467910,0.07541198,0.63377805,1.88382695,1.29402395,0.58255557,0.00000000,0.13303124,1.48739905
-5.08754377,4.44576266,0.07459967,0.61957936,1.84032636,1.29912727,0.58506085,0.00000000,0.13208423,1.48179662
-5.08154077,4.40195191,0.07353225,0.60457625,1.79867270,1.30151031,0.58801391,0.00000000,0.13077921,1.47537425
-5.07553777,4.35392368,0.07222671,0.58901852,1.75947304,1.30130919,0.59133459,0.00000000,0.12912050,1.46814580
-5.06953477,4.30230368,0.07070428,0.57314340,1.72316700,1.29867785,0.59490886,0.00000000,0.12712030,1.46009630
-5.06353177,4.24764795,0.06898981,0.55716880,1.69001448,1.29378580,0.59859154,0.00000000,0.12479801,1.45118121
-5.05752876,4.19043611,0.06711116,0.54128833,1.66009265,1.28681859,0.60221147,0.00000000,0.12217961,1.44132993
-5.05152576,4.13107659,0.06509863,0.52566842,1.63330257,1.27798062,0.60557885,0.00000000,0.11929702,1.43045329
-5.04552276,4.06992338,0.06298448,0.51044743,1.60938455,1.26750041,0.60849451,0.00000000,0.11618762,1.41845482
-5.03951976,4.00730260,0.06080252,0.49573671,1.58794158,1.25563764,0.61076053,0.00000000,0.11289378,1.40524481
-5.03351676,3.94354669,0.05858770,0.48162346,1.56846934,1.24269137,0.61219187,0.00000000,0.10946249,1.39075652
-5.02751376,3.87903353,0.05637588,0.46817496,1.55039119,1.22900864,0.61262821,0.00000000,0.10594491,1.37496324
-5.02151076,3.81422700,0.05420347,0.45544378,1.53309631,1.21499243,0.61194550,0.00000000,0.10239598,1.35789514
-5.01550775,3.74971595,0.05210716,0.44347363,1.51597899,1.20110803,0.61006662,0.00000000,0.09887394,1.33965480
-5.00950475,3.68624793,0.05012366,0.43230515,1.49847711,1.18788692,0.60697051,0.00000000,0.09543968,1.32043012
-5.00350175,3.62475485,0.04828923,0.42198144,1.48010803,1.17592722,0.60269938,0.00000000,0.09215598,1.30050385
-4.99749875,3.56636796,0.04663930,0.41255256,1.46050013,1.16589011,0.59736356,0.00000000,0.08908652,1.28025880
-4.99149575,3.51242010,0.04520794,0.40407904,1.43941863,1.15849163,0.59114366,0.00000000,0.08629473,1.26017825
-4.98549275,3.46443415,0.04402716,0.39663371,1.41678464,1.15448982,0.58429009,0.00000000,0.08384238,1.24084118
-4.97948974,3.42409722,0.04312622,0.39030199,1.39268658,1.15466715,0.57711965,0.00000000,0.08178802,1.22291243
-4.97348674,3.39322119,0.04253084,0.38518046,1.36738380,1.15980868,0.57000948,0.00000000,0.08018527,1.20712786
-4.96748374,3.37369076,0.04226224,0.38137376,1.34130214,1.17067664,0.56338855,0.00000000,0.07908099,1.19427514
-4.96148074,3.36740121,0.04233634,0.37899008,1.31502211,1.18798232,0.55772688,0.00000000,0.07851344,1.18517085
-4.95547774,3.37618860,0.04276278,0.37813536,1.28926004,1.21235661,0.55352299,0.00000000,0.07851050,1.18063474
-4.94947474,3.40175540,0.04354417,0.37890683,1.26484329,1.24432025,0.55128996,0.00000000,0.07908798,1.18146225
-4.94347174,3.44559536,0.04467533,0.38138600,1.24268070,1.28425559,0.55154053,0.00000000,0.08024827,1.18839636
-4.93746873,3.50892103,0.04614277,0.38563174,1.22372937,1.33238096,0.55477172,0.00000000,0.08197920,1.20209986
-4.93146573,3.59259747,0.04792432,0.39167394,1.20895932,1.38872935,0.56144950,0.00000000,0.08425334,1.22312918
-4.92546273,3.69708562,0.04998907,0.39950799,1.19931724,1.45313249,0.57199380,0.00000000,0.08702785,1.25191077
-4.91945973,3.82239787,0.05229757,0.40909063,1.19569075,1.52521142,0.58676437,0.00000000,0.09024472,1.28872085
-4.91345673,3.96806832,0.05480234,0.42033744,1.19887444,1.60437435,0.60604782,0.00000000,0.09383170,1.33366941
-4.90745373,4.13313910,0.05744869,0.43312211,1.20953871,1.68982216,0.63004615,0.00000000,0.09770368,1.38668873
-4.90145073,4.31616363,0.06017588,0.44727768,1.22820248,1.78056169,0.65886693,0.00000000,0.10176465,1.44752712
-4.89544772,4.51522665,0.06291851,0.46259964,1.25521062,1.87542647,0.69251561,0.00000000,0.10591021,1.51574766
-4.88944472,4.72798043,0.06560827,0.47885087,1.29071662,1.97310413,0.73088986,0.00000000,0.11003038,1.59073225
-4.88344172,4.95169545,0.06817569,0.49576814,1.33467108,2.07216966,0.77377630,0.00000000,0.11401276,1.67169053
-4.87743872,5.18332355,0.07055226,0.51306980,1.38681626,2.17112298,0.82084964,0.00000000,0.11774599,1.75767346
-4.87143572,5.41957108,0.07267237,0.53046437,1.44668689,2.26842954,0.87167442,0.00000000,0.12112308,1.84759108
-4.86543272,5.65697890,0.07447538,0.54765950,1.51361711,2.36256211,0.92570937,0.00000000,0.12404484,1.94023397
-4.85942971,5.89200654,0.07590747,0.56437091,1.58675338,2.45204219,0.98231450,0.00000000,0.12642299,2.03429771
-4.85342671,6.12111729,0.07692337,0.58033085,1.66507312,2.53547946,1.04076088,0.00000000,0.12818297,2.12840984
-4.84742371,6.34086148,0.07748778,0.59529566,1.74740844,2.61160765,1.10024314,0.00000000,0.12926627,2.22115871
-4.84142071,6.54795554,0.07757642,0.60905204,1.83247445,2.67931568,1.15989455,0.00000000,0.12963222,2.31112350
-4.83541771,6.73935453,0.07717679,0.62142195,1.91890136,2.73767321,1.21880460,0.00000000,0.12925913,2.39690494
-4.82941471,6.91231666,0.07628845,0.63226569,2.00526943,2.78594966,1.27603869,0.00000000,0.12814481,2.47715612
-4.82341171,7.06445869,0.07492292,0.64148338,2.09014586,2.82362678,1.33065972,0.00000000,0.12630640,2.55061278
-4.81740870,7.19380132,0.07310318,0.64901460,2.17212249,2.85040456,1.38175113,0.00000000,0.12377957,2.61612264
-4.81140570,7.29880461,0.07086275,0.65483664,2.24985314,2.86620089,1.42844067,0.00000000,0.12061716,2.67267314
-4.80540270,7.37839338,0.06824453,0.65896126,2.32208957,2.87114570,1.46992454,0.00000000,0.11688733,2.71941704
-4.79939970,7.43197304,0.06529930,0.66143045,2.38771466,2.86557019,1.50549083,0.00000000,0.11267129,2.75569540
-4.79339670,7.45943634,0.06208407,0.66231143,2.44577209,2.84999230,1.53454185,0.00000000,0.10806080,2.78105731
-4.78739370,7.46116186,0.05866030,0.66169134,2.49549121,2.82509915,1.55661419,0.00000000,0.10315551,2.79527574
-4.78139070,7.43800463,0.05509209,0.65967177,2.53630658,2.79172761,1.57139594,0.00000000,0.09806023,2.79835911
-4.77538769,7.39127957,0.05144442,0.65636373,2.56787143,2.75084368,1.57874018,0.00000000,0.09288236,2.79055789
-4.76938469,7.32273815,0.04778150,0.65188302,2.59006475,2.70352147,1.57867414,0.00000000,0.08772936,2.77236583
-4.76338169,7.23453851,0.04416523,0.64634656,2.60299192,2.65092218,1.57140338,0.00000000,0.08270659,2.74451546
-4.75737869,7.12920923,0.04065391,0.63986955,2.60697885,2.59427356,1.55731068,0.00000000,0.07791538,2.70796745
-4.75137569,7.00960685,0.03730123,0.63256368,2.60256021,2.53484986,1.53694935,0.00000000,0.07345138,2.66389389
-4.74537269,6.87886701,0.03415537,0.62453636,2.59046220,2.47395228,1.51103101,0.00000000,0.06940328,2.61365539
-4.73936968,6.74034947,0.03125849,0.61589085,2.57158056,2.41288974,1.48040800,0.00000000,0.06585177,2.55877226
-4.73336668,6.59757699,0.02864636,0.60672722,2.54695472,2.35295985,1.44605088,0.00000000,0.06286881,2.50089028
-4.72736368,6.45416841,0.02634822,0.59714385,2.51773903,2.29542964,1.40902157,0.00000000,0.06051706,2.44174159
-4.72136068,6.31376658,0.02438682,0.58723931,2.48517185,2.24151604,1.37044309,0.00000000,0.05884946,2.38310173
-4.71535768,6.17996190,0.02277857,0.57711436,2.45054350,2.19236585,1.33146670,0.00000000,0.05790894,2.32674359
-4.70935468,6.05621255,0.02153385,0.56687371,2.41516385,2.14903518,1.29323764,0.00000000,0.05772813,2.27438989
-4.70335168,5.94576318,0.02065731,0.55662747,2.38033014,2.11246864,1.25686052,0.00000000,0.05832910,2.22766507
-4.69734867,5.85156359,0.02014824,0.54649187,2.34729574,2.08347845,1.22336568,0.00000000,0.05972311,2.18804842
-4.69134567,5.77618967,0.02000094,0.53658927,2.31724036,2.06272411,1.19367757,0.00000000,0.06191030,2.15682964
-4.68534267,5.72176896,0.02020507,0.52704717,2.29124193,2.05069310,1.16858627,0.00000000,0.06487934,2.13506848
-4.67933967,5.68991325,0.02074599,0.51799629,2.27025073,2.04768360,1.14872323,0.00000000,0.06860718,2.12355979
-4.67333667,5.68166087,0.02160507,0.50956772,2.25506592,2.05378991,1.13454196,0.00000000,0.07305874,2.12280522
-4.66733367,5.69743107,0.02275994,0.50188917,2.24631486,2.06889154,1.12630444,0.00000000,0.07818675,2.13299290
-4.66133067,5.73699294,0.02418479,0.49508049,2.24443559,2.09264685,1.12407375,0.00000000,0.08393178,2.15398581
-4.65532766,5.79945073,0.02585066,0.48924877,2.24966282,2.12449194,1.12771305,0.00000000,0.09022242,2.18531958
-4.64932466,5.88324737,0.02772568,0.48448312,2.26201784,2.16364557,1.13689114,0.00000000,0.09697573,2.22621016
-4.64332166,5.98618709,0.02977545,0.48084959,2.28130296,2.20912034,1.15109428,0.00000000,0.10409806,2.27557131
