energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.65182591,3.04634318,0.92788946,0.61030633,0.00498888,0.47538329,1.08681122,0.88919327,1.30191448,0.00000000
-5.64582291,3.13138364,0.96186349,0.63793926,0.00516428,0.48509158,1.13368950,0.90047739,1.34406903,0.00000000
-5.63981991,3.22492646,0.99920276,0.66605574,0.00534512,0.49622236,1.18286274,0.91487980,1.39008088,0.00000000
-5.63381691,3.32555861,1.03935377,0.69424171,0.00552793,0.50867693,1.23358494,0.93214815,1.43919366,0.00000000
-5.62781391,3.43156401,1.08165733,0.72204724,0.00570902,0.52230687,1.28503523,0.95192691,1.49051725,0.00000000
-5.62181091,3.54097007,1.12536465,0.74899821,0.00588450,0.53691738,1.33633677,0.97376977,1.54305116,0.00000000
-5.61580790,3.65160298,1.16965663,0.77460920,0.00605041,0.55227216,1.38657809,0.99715479,1.59571181,0.00000000
-5.60980490,3.76114961,1.21366552,0.79839713,0.00620276,0.56809941,1.43483601,1.02150146,1.64736278,0.00000000
-5.60380190,3.86722389,1.25649819,0.81989514,0.00633765,0.58409910,1.48019923,1.04618904,1.69684696,0.00000000
-5.59779890,3.96743479,1.29726028,0.83866608,0.00645138,0.59995080,1.52179182,1.07057551,1.74301928,0.00000000
-5.59179590,4.05945387,1.33508027,0.85431516,0.00654055,0.61532227,1.55879563,1.09401633,1.78477903,0.00000000
-5.58579290,4.14107955,1.36913267,0.86650124,0.00660215,0.62987808,1.59047082,1.11588255,1.82110048,0.00000000
-5.57978989,4.21029611,1.39865959,0.87494627,0.00663369,0.64328831,1.61617382,1.13557738,1.85106073,0.00000000
-5.57378689,4.26532541,1.42298983,0.87944271,0.00663323,0.65523685,1.63537202,1.15255109,1.87386397,0.00000000
-5.56778389,4.30466968,1.44155502,0.87985840,0.00659951,0.66542914,1.64765482,1.16631352,1.88886113,0.00000000
-5.56178089,4.32714428,1.45390221,0.87613901,0.00653194,0.67359917,1.65274081,1.17644419,1.89556461,0.00000000
-5.55577789,4.33189969,1.45970268,0.86830791,0.00643063,0.67951539,1.65048079,1.18259971,1.89365754,0.00000000
-5.54977489,4.31843258,1.45875674,0.85646353,0.00629643,0.68298562,1.64085692,1.18451854,1.88299744,0.00000000
-5.54377189,4.28658605,1.45099456,0.84077455,0.00613083,0.68386077,1.62397815,1.18202314,1.86361455,0.00000000
-5.53776888,4.23653989,1.43647318,0.82147303,0.00593600,0.68203720,1.60007226,1.17501972,1.83570491,0.00000000
-5.53176588,4.16879182,1.41537002,0.79884600,0.00571462,0.67745806,1.56947515,1.16349591,1.79961891,0.00000000
-5.52576288,4.08413098,1.38797327,0.77322586,0.00546987,0.67011325,1.53261782,1.14751658,1.75584590,0.00000000
-5.51975988,3.98360549,1.35466988,0.74498004,0.00520533,0.66003837,1.49001180,1.12721819,1.70499565,0.00000000
-5.51375688,3.86848537,1.31593146,0.71450037,0.00492480,0.64731269,1.44223359,1.10280220,1.64777757,0.00000000
-5.50775388,3.74022293,1.27229896,0.68219262,0.00463226,0.63205616,1.38990880,1.07452763,1.58497866,0.00000000
-5.50175088,3.60041195,1.22436673,0.64846652,0.00433174,0.61442573,1.33369652,1.04270338,1.51744091,0.00000000
-5.49574787,3.45074733,1.17276636,0.61372674,0.00402720,0.59461108,1.27427444,1.00768043,1.44603922,0.00000000
-5.48974487,3.29298647,1.11815116,0.57836488,0.00372246,0.57282985,1.21232513,0.96984426,1.37166037,0.00000000
-5.48374187,3.12891340,1.06118144,0.54275283,0.00342107,0.54932260,1.14852381,0.92960758,1.29518380,0.00000000
-5.47773887,2.96030642,1.00251113,0.50723749,0.00312631,0.52434756,1.08352772,0.88740359,1.21746457,0.00000000
-5.47173587,2.78890986,0.94277597,0.47213689,0.00284107,0.49817532,1.01796732,0.84367976,1.13931893,0.00000000
-5.46573287,2.61641012,0.88258342,0.43773773,0.00256785,0.47108362,0.95243917,0.79889216,1.06151255,0.00000000
-5.45972986,2.44441600,0.82250434,0.40429412,0.00230876,0.44335219,0.88750057,0.75350033,0.98475152,0.00000000
-5.45372686,2.27444318,0.76306646,0.37202744,0.00206545,0.41525798,0.82366568,0.70796260,0.90967606,0.00000000
-5.44772386,2.10790241,0.70474958,0.34112712,0.00183919,0.38707055,0.76140302,0.66273180,0.83685661,0.00000000
-5.44172086,1.94609118,0.64798233,0.31175213,0.00163087,0.35904796,0.70113417,0.61825124,0.76679212,0.00000000
-5.43571786,1.79018803,0.59314030,0.28403297,0.00144102,0.33143305,0.64323327,0.57495102,0.69991027,0.00000000
-5.42971486,1.64124930,0.54054545,0.25807394,0.00126985,0.30445027,0.58802744,0.53324427,0.63656909,0.00000000
-5.42371186,1.50020753,0.49046648,0.23395563,0.00111733,0.27830295,0.53579750,0.49352368,0.57705980,0.00000000
-5.41770885,1.36787129,0.44312011,0.21173726,0.00098317,0.25317118,0.48677924,0.45615787,0.52161040,0.00000000
-5.41170585,1.24492574,0.39867300,0.19145891,0.00086694,0.22921030,0.44116476,0.42148784,0.47038979,0.00000000
-5.40570285,1.13193380,0.35724421,0.17314355,0.00076805,0.20654988,0.39910399,0.38982339,0.42351206,0.00000000
-5.39969985,1.02933755,0.31890807,0.15679866,0.00068583,0.18529329,0.36070613,0.36143943,0.38104082,0.00000000
-5.39369685,0.93745960,0.28369731,0.14241755,0.00061954,0.16551784,0.32604116,0.33657232,0.34299327,0.00000000
-5.38769385,0.85650449,0.25160643,0.12998029,0.00056839,0.14727538,0.29514112,0.31541625,0.30934403,0.00000000
-5.38169085,0.78655984,0.22259517,0.11945433,0.00053160,0.13059337,0.26800144,0.29811962,0.28002852,0.00000000
-5.37568784,0.72759746,0.19659213,0.11079478,0.00050834,0.11547631,0.24458211,0.28478162,0.25494599,0.00000000
-5.36968484,0.67947440,0.17349830,0.10394445,0.00049782,0.10190755,0.22480879,0.27544896,0.23396211,0.00000000
-5.36368184,0.64193409,0.15319068,0.09883370,0.00049922,0.08985128,0.20857397,0.27011303,0.21691119,0.00000000
-5.35767884,0.61460787,0.13552579,0.09538022,0.00051172,0.07925481,0.19573807,0.26870749,0.20359819,0.00000000
-5.35167584,0.59701699,0.12034315,0.09348877,0.00053447,0.07005083,0.18613076,0.27110649,0.19380046,0.00000000
-5.34567284,0.58857565,0.10746860,0.09305100,0.00056660,0.06215981,0.17955236,0.27712381,0.18726951,0.00000000
-5.33966983,0.58859509,0.09671756,0.09394547,0.00060721,0.05549233,0.17577558,0.28651286,0.18373285,0.00000000
-5.33366683,0.59628928,0.08789809,0.09603789,0.00065532,0.04995143,0.17454752,0.29896802,0.18289596,0.00000000
-5.32766383,0.61078250,0.08081385,0.09918173,0.00070990,0.04543473,0.17559219,0.31412725,0.18444471,0.00000000
-5.32166083,0.63111898,0.07526685,0.10321922,0.00076986,0.04183651,0.17861341,0.33157629,0.18804810,0.00000000
-5.31565783,0.65627486,0.07106007,0.10798283,0.00083400,0.03904961,0.18329833,0.35085446,0.19336166,0.00000000
-5.30965483,0.68517268,0.06799988,0.11329715,0.00090110,0.03696719,0.18932150,0.37146207,0.20003133,0.00000000
-5.30365183,0.71669810,0.06589835,0.11898137,0.00096983,0.03548430,0.19634951,0.39286958,0.20769800,0.00000000
-5.29764882,0.74971908,0.06457531,0.12485209,0.00103883,0.03449927,0.20404614,0.41452813,0.21600263,0.00000000
-5.29164582,0.78310684,0.06386034,0.13072662,0.00110674,0.03391502,0.21207804,0.43588146,0.22459186,0.00000000
-5.28564282,0.81575832,0.06359444,0.13642655,0.00117215,0.03364017,0.22012069,0.45637889,0.23312403,0.00000000
-5.27963982,0.84661960,0.06363171,0.14178152,0.00123369,0.03359001,0.22786461,0.47548875,0.24127544,0.00000000
-5.27363682,0.87470935,0.06384063,0.14663307,0.00129007,0.03368738,0.23502158,0.49271219,0.24874662,0.00000000
-5.26763382,0.89914164,0.06410530,0.15083844,0.00134005,0.03386339,0.24133071,0.50759658,0.25526846,0.00000000
-5.26163082,0.91914725,0.06432636,0.15427411,0.00138255,0.03405805,0.24656405,0.51974801,0.26060794,0.00000000
-5.25562781,0.93409258,0.06442169,0.15683902,0.00141662,0.03422072,0.25053164,0.52884258,0.26457315,0.00000000
-5.24962481,0.94349541,0.06432687,0.15845722,0.00144151,0.03431051,0.25308577,0.53463575,0.26701757,0.00000000
-5.24362181,0.94703675,0.06399536,0.15907991,0.00145665,0.03429647,0.25412417,0.53696945,0.26784321,0.00000000
-5.23761881,0.94456841,0.06339842,0.15868679,0.00146173,0.03415772,0.25359214,0.53577669,0.26700265,0.00000000
-5.23161581,0.93611577,0.06252480,0.15728660,0.00145664,0.03388344,0.25148343,0.53108329,0.26449977,0.00000000
-5.22561281,0.92187566,0.06138009,0.15491681,0.00144153,0.03347266,0.24783986,0.52300682,0.26038918,0.00000000
-5.21960980,0.90220962,0.05998595,0.15164259,0.00141677,0.03293402,0.24274971,0.51175263,0.25477446,0.00000000
-5.21360680,0.87763254,0.05837908,0.14755498,0.00138297,0.03228538,0.23634498,0.49760733,0.24780510,0.00000000
-5.20760380,0.84879749,0.05661000,0.14276840,0.00134091,0.03155333,0.22879758,0.48092983,0.23967251,0.00000000
-5.20160080,0.81647718,0.05474180,0.13741766,0.00129156,0.03077259,0.22031471,0.46214047,0.23060515,0.00000000
-5.19559780,0.78154296,0.05284869,0.13165445,0.00123604,0.02998537,0.21113359,0.44170862,0.22086298,0.00000000
-5.18959480,0.74494219,0.05101457,0.12564364,0.00117555,0.02924066,0.20151571,0.42013935,0.21073160,0.00000000
-5.18359180,0.70767486,0.04933156,0.11955935,0.00111139,0.02859345,0.19174099,0.39795958,0.20051603,0.00000000
-5.17758879,0.67077017,0.04789853,0.11358110,0.00104488,0.02810393,0.18210183,0.37570439,0.19053473,0.00000000
-5.17158579,0.63526400,0.04681965,0.10788995,0.00097732,0.02783661,0.17289743,0.35390378,0.18111356,0.00000000
-5.16558279,0.60217774,0.04620292,0.10266497,0.00090998,0.02785945,0.16442843,0.33307052,0.17258029,0.00000000
-5.15957979,0.57249902,0.04615877,0.09807985,0.00084405,0.02824288,0.15699196,0.31368910,0.16525934,0.00000000
-5.15357679,0.54716459,0.04679856,0.09429997,0.00078063,0.02905874,0.15087727,0.29620642,0.15946706,0.00000000
-5.14757379,0.52704554,0.04823309,0.09147964,0.00072069,0.03037926,0.14636179,0.28102400,0.15550742,0.00000000
-5.14157079,0.51293481,0.05057100,0.08975987,0.00066504,0.03227571,0.14370772,0.26849200,0.15366807,0.00000000
-5.13556778,0.50553688,0.05391704,0.08926624,0.00061436,0.03481720,0.14315898,0.25890494,0.15421667,0.00000000
-5.12956478,0.50545939,0.05837021,0.09010721,0.00056915,0.03806912,0.14493849,0.25249900,0.15739747,0.00000000
-5.12356178,0.51320646,0.06402176,0.09237257,0.00052976,0.04209158,0.14924565,0.24945082,0.16342794,0.00000000
-5.11755878,0.52917333,0.07095295,0.09613213,0.00049638,0.04693769,0.15625384,0.24987763,0.17249540,0.00000000
-5.11155578,0.55364211,0.07923273,0.10143450,0.00046905,0.05265175,0.16610805,0.25383842,0.18475358,0.00000000
-5.10555278,0.58677842,0.08891523,0.10830611,0.00044766,0.05926736,0.17892220,0.26133607,0.20031909,0.00000000
-5.09954977,0.62862875,0.10003727,0.11675028,0.00043198,0.06680549,0.19477653,0.27232026,0.21926781,0.00000000
-5.09354677,0.67911853,0.11261583,0.12674652,0.00042168,0.07527264,0.21371473,0.28669085,0.24163124,0.00000000
-5.08754377,0.73805096,0.12664567,0.13824999,0.00041633,0.08465913,0.23574100,0.30430194,0.26739295,0.00000000
-5.08154077,0.80510685,0.14209719,0.15119118,0.00041544,0.09493752,0.26081716,0.32496612,0.29648534,0.00000000
-5.07553777,0.87984552,0.15891467,0.16547601,0.00041844,0.10606141,0.28885985,0.34845924,0.32878678,0.00000000
-5.06953477,0.96170740,0.17701503,0.18098621,0.00042478,0.11796459,0.31973802,0.37452538,0.36411961,0.00000000
-5.06353177,1.05001836,0.19628718,0.19758026,0.00043385,0.13056066,0.35327095,0.40288228,0.40224894,0.00000000
-5.05752876,1.14399637,0.21659219,0.21509486,0.00044509,0.14374321,0.38922703,0.43322695,0.44288272,0.00000000
-5.05152576,1.24276070,0.23776426,0.23334696,0.00045795,0.15738660,0.42732336,0.46524184,0.48567327,0.00000000
-5.04552276,1.34534389,0.25961260,0.25213649,0.00047193,0.17134734,0.46722662,0.49860121,0.53022035,0.00000000
-5.03951976,1.45070680,0.28192433,0.27124969,0.00048661,0.18546614,0.50855520,0.53297794,0.57607597,0.00000000
-5.03351676,1.55775651,0.30446822,0.29046317,0.00050165,0.19957060,0.55088284,0.56805072,0.62275104,0.00000000
-5.02751376,1.66536718,0.32699936,0.30954837,0.00051678,0.21347842,0.59374379,0.60351138,0.66972373,0.00000000
-5.02151076,1.77240337,0.34926465,0.32827672,0.00053187,0.22700118,0.63663963,0.63907252,0.71644953,0.00000000
-5.01550775,1.87774546,0.37100885,0.34642497,0.00054688,0.23994842,0.67904759,0.67447498,0.76237272,0.00000000
-5.00950475,1.98031647,0.39198116,0.36378084,0.00056189,0.25213208,0.72043032,0.70949522,0.80693906,0.00000000
-5.00350175,2.07910939,0.41194206,0.38014860,0.00057710,0.26337101,0.76024691,0.74395218,0.84960926,0.00000000
-4.99749875,2.17321424,0.43067005,0.39535458,0.00059283,0.27349546,0.79796487,0.77771341,0.88987285,0.00000000
-4.99149575,2.26184369,0.44796828,0.40925208,0.00060950,0.28235144,0.83307269,0.81070008,0.92726194,0.00000000
-4.98549275,2.34435616,0.46367057,0.42172588,0.00062764,0.28980468,0.86509266,0.84289068,0.96136435,0.00000000
-4.97948974,2.42027534,0.47764671,0.43269578,0.00064783,0.29574416,0.89359342,0.87432290,0.99183572,0.00000000
-4.97348674,2.48930506,0.48980674,0.44211916,0.00067074,0.30008501,0.91820178,0.90509350,1.01840988,0.00000000
-4.96748374,2.55133864,0.50010400,0.44999243,0.00069707,0.30277074,0.93861343,0.93535588,1.04090720,0.00000000
-4.96148074,2.60646186,0.50853683,0.45635117,0.00072751,0.30377466,0.95460186,0.96531524,1.05924051,0.00000000
-4.95547774,2.65494917,0.51514877,0.46126893,0.00076275,0.30310048,0.96602534,0.99522102,1.07341821,0.00000000
-4.94947474,2.69725284,0.52002713,0.46485479,0.00080343,0.30078204,0.97283133,1.02535705,1.08354440,0.00000000
-4.94347174,2.73398518,0.52330013,0.46724956,0.00085010,0.29688224,0.97505835,1.05602923,1.08981601,0.00000000
-4.93746873,2.76589429,0.52513240,0.46862085,0.00090321,0.29149116,0.97283485,1.08755125,1.09251690,0.00000000
-4.93146573,2.79383403,0.52571928,0.46915725,0.00096304,0.28472343,0.96637527,1.12022894,1.09200915,0.00000000
-4.92546273,2.81872960,0.52527983,0.46906169,0.00102974,0.27671506,0.95597332,1.15434362,1.08872185,0.00000000
-4.91945973,2.84153986,0.52404904,0.46854434,0.00110324,0.26761963,0.94199261,1.19013545,1.08313772,0.00000000
-4.91345673,2.86321824,0.52226942,0.46781540,0.00118328,0.25760424,0.92485512,1.22778758,1.07577828,0.00000000
-4.90745373,2.88467401,0.52018230,0.46707800,0.00126939,0.24684517,0.90502784,1.26741182,1.06718788,0.00000000
-4.90145073,2.90673578,0.51801931,0.46652155,0.00136087,0.23552344,0.88300822,1.30903696,1.05791743,0.00000000
-4.89544772,2.93011898,0.51599419,0.46631589,0.00145681,0.22382050,0.85930888,1.35260036,1.04850838,0.00000000
-4.88944472,2.95539904,0.51429556,0.46660642,0.00155611,0.21191404,0.83444236,1.39794358,1.03947752,0.00000000
-4.88344172,2.98299156,0.51308070,0.46751038,0.00165747,0.19997420,0.80890646,1.44481252,1.03130325,0.00000000
-4.87743872,3.01314054,0.51247067,0.46911461,0.00175946,0.18816020,0.78317072,1.49286236,1.02441370,0.00000000
-4.87143572,3.04591505,0.51254713,0.47147452,0.00186054,0.17661749,0.75766459,1.54166727,1.01917708,0.00000000
-4.86543272,3.08121460,0.51335063,0.47461459,0.00195908,0.16547544,0.73276770,1.59073466,1.01589453,0.00000000
-4.85942971,3.11878261,0.51488078,0.47853003,0.00205343,0.15484575,0.70880250,1.63952328,1.01479545,0.00000000
-4.85342671,3.15822700,0.51709797,0.48318959,0.00214196,0.14482140,0.68602948,1.68746452,1.01603541,0.00000000
-4.84742371,3.19904667,0.51992661,0.48853922,0.00222311,0.13547621,0.66464502,1.73398563,1.01969638,0.00000000
-4.84142071,3.24066196,0.52325968,0.49450630,0.00229543,0.12686502,0.64478163,1.77853385,1.02578899,0.00000000
-4.83541771,3.28244730,0.52696427,0.50100412,0.00235760,0.11902429,0.62651065,1.82059996,1.03425659,0.00000000
-4.82941471,3.32376388,0.53088789,0.50793642,0.00240852,0.11197315,0.60984681,1.85974000,1.04498050,0.00000000
-4.82341171,3.36399033,0.53486509,0.51520151,0.00244730,0.10571481,0.59475442,1.89559387,1.05778626,0.00000000
-4.81740870,3.40254963,0.53872411,0.52269588,0.00247330,0.10023812,0.58115483,1.92789979,1.07245031,0.00000000
-4.81140570,3.43893067,0.54229327,0.53031700,0.00248612,0.09551934,0.56893452,1.95650359,1.08870675,0.00000000
-4.80540270,3.47270333,0.54540678,0.53796531,0.00248564,0.09152394,0.55795353,1.98136250,1.10625399,0.00000000
-4.79939970,3.50352640,0.54790967,0.54554517,0.00247198,0.08820834,0.54805376,2.00254292,1.12476095,0.00000000
-4.79339670,3.53114832,0.54966185,0.55296501,0.00244553,0.08552162,0.53906683,2.02021253,1.14387284,0.00000000
-4.78739370,3.55540099,0.55054104,0.56013659,0.00240689,0.08340707,0.53082117,2.03462706,1.16321637,0.00000000
-4.78139070,3.57618754,0.55044463,0.56697375,0.00235685,0.08180361,0.52314814,2.04611246,1.18240452,0.00000000
-4.77538769,3.59346542,0.54929052,0.57339071,0.00229638,0.08064703,0.51588708,2.05504367,1.20104107,0.00000000
-4.76938469,3.60722620,0.54701704,0.57930021,0.00222660,0.07987108,0.50888919,2.06182097,1.21872495,0.00000000
-4.76338169,3.61747403,0.54358214,0.58461188,0.00214869,0.07940847,0.50202033,2.06684548,1.23505480,0.00000000
-4.75737869,3.62420433,0.53896198,0.58923094,0.00206392,0.07919168,0.49516271,2.07049507,1.24963373,0.00000000
-4.75137569,3.62738461,0.53314919,0.59305753,0.00197358,0.07915383,0.48821576,2.07310195,1.26207467,0.00000000
-4.74537269,3.62693882,0.52615098,0.59598686,0.00187894,0.07922937,0.48109610,2.07493324,1.27200619,0.00000000
-4.73936968,3.62273639,0.51798731,0.59791022,0.00178124,0.07935485,0.47373703,2.07617545,1.27907904,0.00000000
-4.73336668,3.61458690,0.50868919,0.59871698,0.00168167,0.07946969,0.46608749,2.07692356,1.28297320,0.00000000
-4.72736368,3.60224061,0.49829733,0.59829738,0.00158131,0.07951694,0.45811082,2.07717517,1.28340528,0.00000000
-4.72136068,3.58539491,0.48686114,0.59654620,0.00148118,0.07944408,0.44978331,2.07682988,1.28013616,0.00000000
-4.71535768,3.56370609,0.47443803,0.59336688,0.00138216,0.07920379,0.44109279,2.07569374,1.27297832,0.00000000
-4.70935468,3.53680572,0.46109313,0.58867602,0.00128502,0.07875474,0.43203719,2.07348836,1.26180275,0.00000000
-4.70335168,3.50432030,0.44689919,0.58240793,0.00119044,0.07806233,0.42262322,2.06986401,1.24654478,0.00000000
-4.69734867,3.46589306,0.43193661,0.57451884,0.00109896,0.07709929,0.41286522,2.06441596,1.22720860,0.00000000
-4.69134567,3.42120622,0.41629356,0.56499066,0.00101102,0.07584619,0.40278406,2.05670311,1.20386999,0.00000000
-4.68534267,3.37000250,0.40006586,0.55383386,0.00092696,0.07429176,0.39240615,2.04626783,1.17667704,0.00000000
-4.67933967,3.31210434,0.38335677,0.54108928,0.00084704,0.07243306,0.38176253,2.03265624,1.14584860,0.00000000
-4.67333667,3.24742983,0.36627629,0.52682882,0.00077141,0.07027536,0.37088798,2.01543780,1.11167031,0.00000000
-4.66733367,3.17600440,0.34894020,0.51115476,0.00070018,0.06783181,0.35982015,1.99422353,1.07448835,0.00000000
-4.66133067,3.09796773,0.33146858,0.49419786,0.00063339,0.06512290,0.34859869,1.96868204,1.03470096,0.00000000
-4.65532766,3.01357553,0.31398390,0.47611415,0.00057101,0.06217571,0.33726429,1.93855298,0.99274804,0.00000000
-4.64932466,2.92319637,0.29660883,0.45708072,0.00051298,0.05902287,0.32585779,1.90365749,0.94909924,0.00000000
-4.64332166,2.82730388,0.27946368,0.43729054,0.00045922,0.05570147,0.31441918,1.86390533,0.90424098,0.00000000
