energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Li_s_up,Li_s_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.81390695,3.45973125,-8.19454430,0.00801510,-0.06461969,0.50138114,-1.56577031,0.11232613,-0.42179457,1.56626158,-3.76811578,0.88478732,-1.54104979,1.43884855,-3.36747290,0.00000000,-0.00000000
-5.80790395,3.34732915,-8.02506654,0.00705909,-0.06326378,0.48145276,-1.52283803,0.10177295,-0.41070533,1.48418688,-3.69828209,0.86634470,-1.50935912,1.39242380,-3.31727443,0.00000000,-0.00000000
-5.80190095,3.24986049,-7.83786687,0.00622553,-0.06185764,0.46269545,-1.47746442,0.09228281,-0.39907938,1.40840738,-3.62207888,0.85118504,-1.47473392,1.35412501,-3.25823132,0.00000000,-0.00000000
-5.79589795,3.16677984,-7.63562213,0.00550638,-0.06043809,0.44504649,-1.43025784,0.08384244,-0.38713971,1.33930095,-3.53992891,0.83891163,-1.43798351,1.32379290,-3.19120363,0.00000000,-0.00000000
-5.78989495,3.09719884,-7.42114392,0.00489320,-0.05904299,0.42841975,-1.38183340,0.07641744,-0.37509608,1.27703996,-3.45228504,0.82909156,-1.39994388,1.30106402,-3.11714416,0.00000000,-0.00000000
-5.78389195,3.03993013,-7.19733062,0.00437733,-0.05771049,0.41270975,-1.33280356,0.06995514,-0.36313907,1.22159746,-3.35963618,0.82127071,-1.36145855,1.28539079,-3.03708170,0.00000000,-0.00000000
-5.77788894,2.99354071,-6.96711707,0.00395002,-0.05647824,0.39779674,-1.28376887,0.06438778,-0.35143524,1.17276088,-3.26251230,0.81498917,-1.32335888,1.27606686,-2.95210203,0.00000000,-0.00000000
-5.77188594,2.95641202,-6.73342260,0.00360258,-0.05538247,0.38355248,-1.23530863,0.05963606,-0.34012346,1.13015222,-3.16148760,0.80979623,-1.28644442,1.27225651,-2.86332723,0.00000000,-0.00000000
-5.76588294,2.92680379,-6.49909817,0.00332648,-0.05445716,0.36984631,-1.18797166,0.05561267,-0.32931259,1.09325343,-3.05718123,0.80526451,-1.25146380,1.27302691,-2.77189368,0.00000000,-0.00000000
-5.75987994,2.90291900,-6.26687372,0.00311348,-0.05373302,0.35655127,-1.14226719,0.05222585,-0.31908049,1.06143532,-2.95025515,0.80100261,-1.21909653,1.27738194,-2.67892929,0.00000000,-0.00000000
-5.75387694,2.88296732,-6.03930687,0.00295573,-0.05323660,0.34354971,-1.09865610,0.04938268,-0.30947433,1.03398867,-2.84140877,0.79666588,-1.18993636,1.28429629,-2.58553070,0.00000000,-0.00000000
-5.74787394,2.86522452,-5.81873440,0.00284586,-0.05298938,0.33073839,-1.05754250,0.04699221,-0.30051216,1.01015603,-2.73137053,0.79196497,-1.16447664,1.29274871,-2.49274101,0.00000000,-0.00000000
-5.74187094,2.84808600,-5.60722794,0.00277708,-0.05300699,0.31803257,-1.01926620,0.04496807,-0.29218550,0.98916282,-2.62088668,0.78667199,-1.14309810,1.30175323,-2.40152894,0.00000000,-0.00000000
-5.73586793,2.83011263,-5.40655528,0.00274325,-0.05329846,0.30536916,-0.98409593,0.04323086,-0.28446280,0.97024656,-2.51070769,0.78062411,-1.12605949,1.31038746,-2.31276997,0.00000000,-0.00000000
-5.72986493,2.81006772,-5.21814890,0.00273897,-0.05386572,0.29270869,-0.95222405,0.04170987,-0.27729354,0.95268309,-2.40157301,0.77372465,-1.11349139,1.31781708,-2.22723027,0.00000000,-0.00000000
-5.72386193,2.78694418,-5.04308281,0.00275961,-0.05470322,0.28003618,-0.92376261,0.04034453,-0.27061280,0.93580917,-2.29419502,0.76594178,-1.10539353,1.32331588,-2.14555390,0.00000000,-0.00000000
-5.71785893,2.75998157,-4.88205902,0.00280142,-0.05579780,0.26736093,-0.89874132,0.03908529,-0.26434586,0.91904064,-2.18924302,0.75730507,-1.10163567,1.32628080,-2.06825380,0.00000000,-0.00000000
-5.71185593,2.72867302,-4.73540430,0.00286153,-0.05712877,0.25471534,-0.87710758,0.03789405,-0.25841290,0.90188589,-2.08732810,0.74789998,-1.10196223,1.32624177,-1.99570699,0.00000000,-0.00000000
-5.70585293,2.69276231,-4.60307783,0.00293801,-0.05866827,0.24215288,-0.85872867,0.03674422,-0.25273329,0.88395454,-1.98898978,0.73786085,-1.10600055,1.32286618,-1.92815402,0.00000000,-0.00000000
-5.69984992,2.65223191,-4.48468977,0.00302988,-0.06038189,0.22974547,-0.84339629,0.03562044,-0.24722955,0.86496132,-1.89468518,0.72736262,-1.11327266,1.31595804,-1.86570290,0.00000000,-0.00000000
-5.69384692,2.60728311,-4.37953037,0.00313714,-0.06222946,0.21758036,-0.83083331,0.03451783,-0.24183069,0.84472545,-1.80478118,0.71661170,-1.12321029,1.30545220,-1.80833712,0.00000000,-0.00000000
-5.68784392,2.55830934,-4.28660899,0.00326071,-0.06416616,0.20575678,-0.82070284,0.03344117,-0.23647492,0.82316596,-1.71955009,0.70583644,-1.13517260,1.29140417,-1.75592766,0.00000000,-0.00000000
-5.68184092,2.50586437,-4.20470160,0.00340243,-0.06614374,0.19438251,-0.81261917,0.03240368,-0.23111168,0.80029349,-1.63916895,0.69527757,-1.14846630,1.27397593,-1.70824836,0.00000000,-0.00000000
-5.67583792,2.45062688,-4.13240530,0.00356499,-0.06811194,0.18357050,-0.80616034,0.03142571,-0.22570294,0.77619928,-1.56372246,0.68517894,-1.16236743,1.25341888,-1.66499403,0.00000000,-0.00000000
-5.66983492,2.39336317,-4.06819768,0.00375181,-0.07001993,0.17343578,-0.80088209,0.03053332,-0.22022384,0.75104204,-1.49320923,0.67577904,-1.17614408,1.23005451,-1.62580055,0.00000000,-0.00000000
-5.66383192,2.33488969,-4.01049896,0.00396698,-0.07181789,0.16409260,-0.79633240,0.02975674,-0.21466273,0.72503339,-1.42755112,0.66730341,-1.18907927,1.20425396,-1.59026607,0.00000000,-0.00000000
-5.65782891,2.27603684,-3.95773413,0.00421505,-0.07345847,0.15565196,-0.79206639,0.02912883,-0.20902063,0.69842283,-1.36660481,0.65995837,-1.20049338,1.17641731,-1.55797235,0.00000000,-0.00000000
-5.65182591,2.21761563,-3.90839280,0.00450091,-0.07489825,0.14821958,-0.78766073,0.02868351,-0.20331022,0.67148269,-1.31017513,0.65392603,-1.20976493,1.14695368,-1.52850522,0.00000000,-0.00000000
-5.64582291,2.16038834,-3.86108400,0.00482955,-0.07609896,0.14189412,-0.78272718,0.02845428,-0.19755452,0.64449387,-1.25802917,0.64936075,-1.21634940,1.11626290,-1.50147330,0.00000000,-0.00000000
-5.63981991,2.10504396,-3.81458358,0.00520584,-0.07702859,0.13676580,-0.77692462,0.02847269,-0.19178514,0.61773289,-1.20991052,0.64638702,-1.21979490,1.08471955,-1.47652405,0.00000000,-0.00000000
-5.63381691,2.05217927,-3.76787224,0.00563431,-0.07766226,0.13291526,-0.76996908,0.02876705,-0.18604047,0.59146057,-1.16555271,0.64509867,-1.21975447,1.05265999,-1.45335627,0.00000000,-0.00000000
-5.62781391,2.00228555,-3.72016226,0.00611887,-0.07798273,0.13041249,-0.76164133,0.02936110,-0.18036361,0.56591287,-1.12469108,0.64555913,-1.21599425,1.02037271,-1.43172867,0.00000000,-0.00000000
-5.62181091,1.95574105,-3.67091200,0.00666253,-0.07798075,0.12931591,-0.75179175,0.03027288,-0.17480028,0.54129375,-1.08707271,0.64780263,-1.20839735,0.98809229,-1.41146383,0.00000000,-0.00000000
-5.61580790,1.91280877,-3.61982732,0.00726719,-0.07765496,0.12967132,-0.74034231,0.03151373,-0.16939672,0.51777040,-1.05246356,0.65183593,-1.19696317,0.95599694,-1.39244764,0.00000000,-0.00000000
-5.60980490,1.87363887,-3.56685028,0.00793334,-0.07701164,0.13151079,-0.72728555,0.03308745,-0.16419754,0.49547061,-1.02065289,0.65764028,-1.18180230,0.92420935,-1.37462407,0.00000000,-0.00000000
-5.60380190,1.83827500,-3.51213554,0.00865988,-0.07606410,0.13485139,-0.71268065,0.03498968,-0.15924382,0.47448211,-0.99145464,0.66517336,-1.16312727,0.89280059,-1.35798578,0.00000000,-0.00000000
-5.59779890,1.80666345,-3.45601613,0.00944392,-0.07483184,0.13969366,-0.69664689,0.03720738,-0.15457117,0.45485370,-0.96470597,0.67437083,-1.14123949,0.86179650,-1.34256118,0.00000000,-0.00000000
-5.59179590,1.77866417,-3.39896037,0.01028065,-0.07333957,0.14601997,-0.67935471,0.03971870,-0.15020809,0.43659779,-0.94026321,0.68514726,-1.11651311,0.83118586,-1.32839859,0.00000000,-0.00000000
-5.58579290,1.75406273,-3.34152254,0.01116322,-0.07161599,0.15379274,-0.66101496,0.04249294,-0.14617457,0.41969412,-0.91799574,0.69739644,-1.08937654,0.80092988,-1.31554879,0.00000000,-0.00000000
-5.57978989,1.73258236,-3.28429009,0.01208283,-0.06969259,0.16295266,-0.64186687,0.04549085,-0.14248088,0.40409421,-0.89777842,0.71099080,-1.06029254,0.77097209,-1.30404684,0.00000000,-0.00000000
-5.57378689,1.71389533,-3.22783044,0.01302867,-0.06760237,0.17341701,-0.62216522,0.04866521,-0.13912686,0.38972625,-0.87948318,0.72578028,-1.02973768,0.74124817,-1.29389462,0.00000000,-0.00000000
-5.56778389,1.69763333,-3.17264054,0.01398818,-0.06537858,0.18507830,-0.60216751,0.05196168,-0.13610146,0.37650029,-0.86297063,0.74159067,-0.99818241,0.71169503,-1.28504514,0.00000000,-0.00000000
-5.56178089,1.68339662,-3.11910198,0.01494721,-0.06305361,0.19780339,-0.58212167,0.05531985,-0.13338271,0.36431323,-0.84808242,0.75822180,-0.96607239,0.68225880,-1.27738977,0.00000000,-0.00000000
-5.55577789,1.67076204,-3.06744446,0.01589031,-0.06065797,0.21143331,-0.56225484,0.05867469,-0.13093825,0.35305374,-0.83463497,0.77544600,-0.93381211,0.65290125,-1.27074940,0.00000000,-0.00000000
-5.54977489,1.65929010,-3.01771951,0.01680118,-0.05821947,0.22578397,-0.54276388,0.06195809,-0.12872612,0.34260679,-0.82241527,0.79300725,-0.90175139,0.62360460,-1.26487015,0.00000000,-0.00000000
-5.54377189,1.64853168,-2.96978622,0.01766303,-0.05576256,0.24064790,-0.52380788,0.06510068,-0.12669613,0.33285788,-0.81117909,0.81062155,-0.87017545,0.59437458,-1.25942424,0.00000000,-0.00000000
-5.53776888,1.63803496,-2.92330959,0.01845909,-0.05330802,0.25579723,-0.50550305,0.06803374,-0.12479150,0.32369693,-0.80065192,0.82797895,-0.83929874,0.56524180,-1.25401591,0.00000000,-0.00000000
-5.53176588,1.62735310,-2.87777167,0.01917315,-0.05087268,0.27098792,-0.48792011,0.07069122,-0.12295093,0.31502184,-0.79053276,0.84474764,-0.80926279,0.53626171,-1.24819247,0.00000000,-0.00000000
-5.52576288,1.61605336,-2.83249462,0.01979001,-0.04846953,0.28596532,-0.47108421,0.07301171,-0.12111082,0.30674194,-0.78050047,0.86058041,-0.78013795,0.50751330,-1.24145976,0.00000000,-0.00000000
-5.51975988,1.60372811,-2.78667451,0.02029604,-0.04610790,0.30047097,-0.45497734,0.07494042,-0.11920770,0.29878126,-0.77022254,0.87512365,-0.75192872,0.47909700,-1.23330138,0.00000000,-0.00000000
-5.51375688,1.59000807,-2.73942350,0.02067963,-0.04379386,0.31425048,-0.43954279,0.07643093,-0.11718067,0.29108180,-0.75936569,0.88802884,-0.72458229,0.45113197,-1.22320046,0.00000000,-0.00000000
-5.50775388,1.57457781,-2.68981825,0.02093159,-0.04153076,0.32706241,-0.42469159,0.07744674,-0.11497379,0.28360687,-0.74760774,0.89896636,-0.69799960,0.42375327,-1.21066309,0.00000000,-0.00000000
-5.50175088,1.55719354,-2.63695136,0.02104550,-0.03931977,0.33868768,-0.41031026,0.07796258,-0.11253825,0.27634445,-0.73464998,0.90764127,-0.67204815,0.39710911,-1.19524174,0.00000000,-0.00000000
-5.49574787,1.53770248,-2.57998322,0.02101798,-0.03716056,0.34893933,-0.39626949,0.07796528,-0.10983429,0.26931074,-0.72022939,0.91381038,-0.64657594,0.37135852,-1.17655768,0.00000000,-0.00000000
-5.48974487,1.51606341,-2.51819107,0.02084878,-0.03505189,0.35767220,-0.38243320,0.07745435,-0.10683268,0.26255362,-0.70412993,0.91730007,-0.62142556,0.34666958,-1.15432099,0.00000000,-0.00000000
-5.48374187,1.49236744,-2.45101274,0.02054087,-0.03299223,0.36479207,-0.36866749,0.07644205,-0.10351578,0.25615618,-0.68619216,0.91802389,-0.59644774,0.32321831,-1.12834720,0.00000000,-0.00000000
-5.47773887,1.46685789,-2.37808283,0.02010035,-0.03098027,0.37026388,-0.35484897,0.07495312,-0.09987812,0.25023998,-0.66632079,0.91599911,-0.57151361,0.30118836,-1.09856951,0.00000000,-0.00000000
-5.47173587,1.43994819,-2.29925928,0.01953628,-0.02901533,0.37411862,-0.34087211,0.07302408,-0.09592641,0.24496795,-0.64448959,0.91136129,-0.54652521,0.28077133,-1.06504626,0.00000000,-0.00000000
-5.46573287,1.41223660,-2.21463938,0.01886039,-0.02709772,0.37645845,-0.32665514,0.07070216,-0.09167906,0.24054683,-0.62074344,0.90437590,-0.52142358,0.26216764,-1.02796300,0.00000000,-0.00000000
-5.45972986,1.38451655,-2.12456461,0.01808680,-0.02522884,0.37745986,-0.31214448,0.06804387,-0.08716526,0.23722865,-0.59519747,0.89544630,-0.49619438,0.24558786,-0.98762942,0.00000000,-0.00000000
-5.45372686,1.35778148,-2.02961419,0.01723154,-0.02341137,0.37737438,-0.29731728,0.06511338,-0.08242361,0.23531126,-0.56803321,0.88511712,-0.47087066,0.23125419,-0.94447114,0.00000000,-0.00000000
-5.44772386,1.33322329,-1.93058832,0.01631215,-0.02164913,0.37652683,-0.28218233,0.06198061,-0.07750046,0.23513757,-0.53949224,0.87407279,-0.44553299,0.21940188,-0.89901707,0.00000000,-0.00000000
-5.44172086,1.31222355,-1.82848200,0.01534719,-0.01994702,0.37531093,-0.26677923,0.05871932,-0.07244795,0.23709317,-0.50986747,0.86313051,-0.42030702,0.21028030,-0.85188291,0.00000000,-0.00000000
-5.43571786,1.29633702,-1.72445125,0.01435580,-0.01831076,0.37418221,-0.25117596,0.05540502,-0.06732197,0.24160222,-0.47949263,0.85322763,-0.39535874,0.20415343,-0.80375168,0.00000000,-0.00000000
-5.42971486,1.28726705,-1.61977348,0.01335725,-0.01674668,0.37364834,-0.23546523,0.05211301,-0.06218009,0.24912144,-0.44873058,0.84540343,-0.37088783,0.20129948,-0.75535226,0.00000000,-0.00000000
-5.42371186,1.28683301,-1.51580418,0.01237052,-0.01526136,0.37425692,-0.21975978,0.04891646,-0.05707954,0.26013187,-0.41796085,0.84077547,-0.34711959,0.20200940,-0.70743693,0.00000000,-0.00000000
-5.41770885,1.29692980,-1.41393185,0.01141396,-0.01386136,0.37658109,-0.20418694,0.04588463,-0.05207531,0.27512860,-0.38756721,0.84051088,-0.32429578,0.20658416,-0.66075877,0.00000000,-0.00000000
-5.41170585,1.31948023,-1.31553339,0.01050504,-0.01255292,0.38120316,-0.18888289,0.04308129,-0.04721854,0.29460826,-0.35792563,0.84579330,-0.30266500,0.21533052,-0.61604992,0.00000000,-0.00000000
-5.40570285,1.35638091,-1.22193151,0.00966004,-0.01134166,0.38869668,-0.17398673,0.04056335,-0.04255517,0.31905444,-0.32939319,0.85778612,-0.28247292,0.22855534,-0.57400142,0.00000000,-0.00000000
-5.39969985,1.40944290,-1.13435598,0.00889398,-0.01023239,0.39960737,-0.15963496,0.03837976,-0.03812486,0.34892137,-0.30229838,0.87759311,-0.26395291,0.24655842,-0.53524522,0.00000000,-0.00000000
-5.39369685,1.48032851,-1.05390974,0.00822046,-0.00922890,0.41443348,-0.14595626,0.03657057,-0.03396032,0.38461593,-0.27693296,0.90621747,-0.24731726,0.26962372,-0.50033890,0.00000000,-0.00000000
-5.38769385,1.57048607,-0.98154093,0.00765164,-0.00833386,0.43360602,-0.13306712,0.03516633,-0.03008691,0.42647870,-0.25354578,0.94452051,-0.23274943,0.29800947,-0.46975338,0.00000000,-0.00000000
-5.38169085,1.68108444,-0.91802141,0.00719822,-0.00754874,0.45746965,-0.12106818,0.03418768,-0.02652261,0.47476455,-0.23233844,0.99318148,-0.22039752,0.33193704,-0.44386391,0.00000000,-0.00000000
-5.37568784,1.81294976,-0.86393207,0.00686948,-0.00687381,0.48626478,-0.11004154,0.03364516,-0.02327823,0.52962330,-0.21346299,1.05265987,-0.21036896,0.37157915,-0.42294419,0.00000000,-0.00000000
-5.36968484,1.96650652,-0.81965500,0.00667326,-0.00630823,0.52011153,-0.10004910,0.03353928,-0.02035788,0.59108155,-0.19702147,1.12316174,-0.20272684,0.41704763,-0.40716386,0.00000000,-0.00000000
-5.36368184,2.14172577,-0.78537217,0.00661607,-0.00585009,0.55899638,-0.09113174,0.03386073,-0.01775965,0.65902628,-0.18306729,1.20461161,-0.19748759,0.46838139,-0.39658904,0.00000000,-0.00000000
-5.35767884,2.33808279,-0.76107062,0.00670300,-0.00549660,0.60276204,-0.08330948,0.03459083,-0.01547643,0.73319126,-0.17160814,1.29663137,-0.19462021,0.52553485,-0.39118581,0.00000000,-0.00000000
-5.35167584,2.55452682,-0.74655326,0.00693779,-0.00524425,0.65110128,-0.07658239,0.03570216,-0.01349683,0.81314715,-0.16261031,1.39852769,-0.19404705,0.58836771,-0.39082650,0.00000000,-0.00000000
-5.34567284,2.78946506,-0.74145502,0.00732276,-0.00508901,0.70355517,-0.07093227,0.03715931,-0.01180614,0.89829611,-0.15600419,1.50928886,-0.19564589,0.65663636,-0.39529840,0.00000000,-0.00000000
-5.33966983,3.04076305,-0.74526358,0.00785870,-0.00502656,0.75951628,-0.06632486,0.03891986,-0.01038736,0.98787171,-0.15169068,1.62759236,-0.19925345,0.72998758,-0.40431480,0.00000000,-0.00000000
-5.33366683,3.30576260,-0.75734400,0.00854480,-0.00505250,0.81823704,-0.06271247,0.04093543,-0.00922213,1.08094467,-0.14954834,1.75182344,-0.20467010,0.80795518,-0.41752791,0.00000000,-0.00000000
-5.32766383,3.58131860,-0.77696654,0.00937846,-0.00516258,0.87884337,-0.06003695,0.04315297,-0.00829166,1.17643481,-0.14944102,1.88010506,-0.21166566,0.88995977,-0.43454356,0.00000000,-0.00000000
-5.32166083,3.86385446,-0.80333681,0.01035517,-0.00535292,0.94035354,-0.05823283,0.04551607,-0.00757758,1.27312930,-0.15122572,2.01033896,-0.21998618,0.97531222,-0.45493704,0.00000000,-0.00000000
-5.31565783,4.14943587,-0.83562757,0.01146829,-0.00562020,1.00170181,-0.05723048,0.04796646,-0.00706270,1.36970709,-0.15476058,2.14025691,-0.22936147,1.06322097,-0.47827000,0.00000000,-0.00000000
-5.30965483,4.43386126,-0.87301100,0.01270892,-0.00596185,1.06176639,-0.05695921,0.05044551,-0.00673169,1.46476891,-0.15991265,2.26748100,-0.23951328,1.15280321,-0.50410766,0.00000000,-0.00000000
-5.30365183,4.71276666,-0.91469076,0.01406576,-0.00637612,1.11940072,-0.05735021,0.05289588,-0.00657162,1.55687214,-0.16656535,2.38959112,-0.25016366,1.24309996,-0.53203603,0.00000000,-0.00000000
-5.29764882,4.98174177,-0.95993251,0.01552503,-0.00686225,1.17346732,-0.05833921,0.05526308,-0.00657242,1.64456939,-0.17462534,2.50419732,-0.26104362,1.33309469,-0.56167839,0.00000000,-0.00000000
-5.29164582,5.23645342,-1.00809198,0.01707042,-0.00742046,1.22287258,-0.05986879,0.05749702,-0.00672724,1.72644953,-0.18402858,2.60901436,-0.27190136,1.42173515,-0.59271056,0.00000000,-0.00000000
-5.28564282,5.47277199,-1.05863938,0.01868317,-0.00805192,1.26660162,-0.06189030,0.05955350,-0.00703269,1.80117956,-0.19474540,2.70193574,-0.28251015,1.50795770,-0.62487403,0.00000000,-0.00000000
-5.27963982,5.68689583,-1.11117905,0.02034223,-0.00875870,1.30375141,-0.06436526,0.06139556,-0.00748895,1.86754569,-0.20678436,2.78110382,-0.29267539,1.59071353,-0.65798669,0.00000000,-0.00000000
-5.27363682,5.87546893,-1.16546338,0.02202449,-0.00954361,1.33356095,-0.06726633,0.06299458,-0.00809982,1.92449204,-0.22019462,2.84497335,-0.30224045,1.66899587,-0.69195007,0.00000000,-0.00000000
-5.26763382,6.03568669,-1.22139997,0.02370517,-0.01040992,1.35543723,-0.07057764,0.06433124,-0.00887257,1.97115514,-0.23506673,2.89236525,-0.31109133,1.74186708,-0.72675289,0.00000000,-0.00000000
-5.26163082,6.16538542,-1.27905151,0.02535825,-0.01136114,1.36897556,-0.07429462,0.06539610,-0.00981778,2.00689300,-0.25153157,2.92250838,-0.31915952,1.80848491,-0.76247034,0.00000000,-0.00000000
