energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,Zr_p_up,Zr_d_up
-5.90395198,4.41459150,0.02655123,0.22827029,0.04459708,2.62561041,0.82999194,0.46276963,1.01829235,0.39601032
-5.89794897,4.64576153,0.02733889,0.23658551,0.04462681,2.77236236,0.88903732,0.48620224,1.07952762,0.41923873
-5.89194597,4.87523600,0.02810378,0.24427012,0.04451924,2.91938325,0.94921642,0.50944025,1.14104766,0.44225811
-5.88594297,5.10197253,0.02885122,0.25127484,0.04430992,3.06603361,1.01010766,0.53239925,1.20248401,0.46490500
-5.87993997,5.32493090,0.02958706,0.25756093,0.04404015,3.21165218,1.07123883,0.55499794,1.26343551,0.48701755
-5.87393697,5.54308102,0.03031738,0.26310048,0.04375587,3.35556140,1.13209243,0.57715858,1.32347147,0.50843895
-5.86793397,5.75541274,0.03104825,0.26787661,0.04350636,3.49707476,1.19211324,0.59880761,1.38213644,0.52902099
-5.86193097,5.96094707,0.03178546,0.27188332,0.04334278,3.63550543,1.25071797,0.61987615,1.43895652,0.54862765
-5.85592796,6.15874793,0.03253420,0.27512532,0.04331654,3.77017572,1.30730675,0.64030050,1.49344710,0.56713840
-5.84992496,6.34793361,0.03329889,0.27761741,0.04347764,3.90042656,1.36127595,0.66002253,1.54512162,0.58445109
-5.84392196,6.52768661,0.03408288,0.27938387,0.04387293,4.02562630,1.41203185,0.67898968,1.59350121,0.60048425
-5.83791896,6.69726086,0.03488828,0.28045742,0.04454441,4.14517786,1.45900465,0.69715468,1.63812455,0.61517845
-5.83191596,6.85598517,0.03571575,0.28087809,0.04552756,4.25852358,1.50166215,0.71447479,1.67855770,0.62849679
-5.82591296,7.00326219,0.03656439,0.28069180,0.04684982,4.36514714,1.53952260,0.73091051,1.71440333,0.64042422
-5.81990995,7.13856231,0.03743154,0.27994875,0.04852927,4.46457217,1.57216597,0.74642378,1.74530892,0.65096579
-5.81390695,7.26141258,0.03831273,0.27870164,0.05057342,4.55635745,1.59924340,0.76097577,1.77097367,0.66014379
-5.80790395,7.37138100,0.03920165,0.27700383,0.05297842,4.64008911,1.62048432,0.77452421,1.79115362,0.66799394
-5.80190095,7.46805737,0.04009007,0.27490733,0.05572847,4.71537023,1.63570099,0.78702056,1.80566505,0.67456080
-5.79589795,7.55103201,0.04096797,0.27246094,0.05879564,4.78180896,1.64479042,0.79840722,1.81438596,0.67989265
-5.78989495,7.61987435,0.04182355,0.26970845,0.06214010,4.83900637,1.64773372,0.80861485,1.81725566,0.68403624
-5.78389195,7.67411362,0.04264346,0.26668707,0.06571065,4.88654526,1.64459305,0.81756039,1.81427280,0.68703166
-5.77788894,7.71322384,0.04341299,0.26342613,0.06944574,4.92398168,1.63550649,0.82514566,1.80549201,0.68890778
-5.77188594,7.73661539,0.04411636,0.25994625,0.07327489,4.95084043,1.62068133,0.83125718,1.79101953,0.68967857
-5.76588294,7.74363513,0.04473710,0.25625891,0.07712039,4.96661580,1.60038612,0.83576708,1.77100825,0.68934064
-5.75987994,7.73357642,0.04525841,0.25236659,0.08089941,4.97077864,1.57494222,0.83853546,1.74565256,0.68787226
-5.75387694,7.70569996,0.04566370,0.24826342,0.08452633,4.96279016,1.54471510,0.83941413,1.71518340,0.68523397
-5.74787394,7.65926547,0.04593704,0.24393639,0.08791526,4.94212260,1.51010615,0.83825177,1.67986381,0.68137086
-5.74187094,7.59357340,0.04606371,0.23936701,0.09098265,4.90828628,1.47154510,0.83490029,1.63998528,0.67621655
-5.73586793,7.50801505,0.04603076,0.23453349,0.09364993,4.86086191,1.42948360,0.82922219,1.59586499,0.66969848
-5.72986493,7.40212873,0.04582752,0.22941313,0.09584599,4.79953674,1.38438985,0.82109858,1.54784403,0.66174456
-5.72386193,7.27565890,0.04544611,0.22398495,0.09750956,4.72414252,1.33674465,0.81043743,1.49628646,0.65229046
-5.71785893,7.12861485,0.04488187,0.21823242,0.09859114,4.63469312,1.28703836,0.79718167,1.44157912,0.64128739
-5.71185593,6.96132514,0.04413372,0.21214595,0.09905470,4.53141924,1.23576903,0.78131660,1.38413191,0.62870973
-5.70585293,6.77448427,0.04320447,0.20572529,0.09887881,4.41479813,1.18344098,0.76287620,1.32437824,0.61456211
-5.69984992,6.56918806,0.04210100,0.19898142,0.09805735,4.28557580,1.13056383,0.74194793,1.26277529,0.59888549
-5.69384692,6.34695514,0.04083425,0.19193803,0.09659961,4.14478025,1.07765136,0.71867573,1.19980387,0.58176171
-5.68784392,6.10973223,0.03941926,0.18463228,0.09452995,3.99372405,1.02521999,0.69326090,1.13596760,0.56331644
-5.68184092,5.85988227,0.03787494,0.17711506,0.09188687,3.83399581,0.97378650,0.66596085,1.07179103,0.54372000
-5.67583792,5.60015513,0.03622383,0.16945049,0.08872169,3.66744019,0.92386475,0.63708569,1.00781686,0.52318626
-5.66983492,5.33364168,0.03449172,0.16171480,0.08509681,3.49612711,0.87596124,0.60699269,0.94460200,0.50196936
-5.66383192,5.06371317,0.03270720,0.15399465,0.08108362,3.32231134,0.83056953,0.57607906,0.88271265,0.48035859
-5.65782891,4.79394837,0.03090117,0.14638488,0.07676029,3.14838411,0.78816349,0.54477313,0.82271851,0.45867158
-5.65182591,4.52805181,0.02910628,0.13898602,0.07220938,2.97681890,0.74918968,0.51352463,0.76518633,0.43724611
-5.64582291,4.26976677,0.02735639,0.13190133,0.06751546,2.81011387,0.71405909,0.48279416,0.71067317,0.41643104
-5.63981991,4.02278697,0.02568594,0.12523395,0.06276280,2.65073339,0.68313855,0.45304268,0.65971947,0.39657661
-5.63381691,3.79067070,0.02412947,0.11908388,0.05803329,2.50105126,0.65674239,0.42472121,0.61284242,0.37802480
-5.62781391,3.57676091,0.02272104,0.11354523,0.05340446,2.36329792,0.63512459,0.39826122,0.57052978,0.36110000
-5.62181091,3.38411439,0.02149374,0.10870365,0.04894796,2.23951366,0.61847204,0.37406612,0.53323444,0.34610040
-5.61580790,3.21544229,0.02047920,0.10463417,0.04472819,2.13150940,0.60689915,0.35250404,0.50136979,0.33329056
-5.60980490,3.07306376,0.01970719,0.10139934,0.04080140,2.04083613,0.60044427,0.33390198,0.47530604,0.32289527
-5.60380190,2.95887336,0.01920519,0.09904801,0.03721501,1.96876366,0.59906805,0.31854161,0.45536743,0.31509498
-5.59779890,2.87432242,0.01899799,0.09761434,0.03400732,1.91626859,0.60265398,0.30665655,0.44183032,0.31002280
-5.59179590,2.82041358,0.01910734,0.09711744,0.03120741,1.88403105,0.61101106,0.29843095,0.43492192,0.30776318
-5.58579290,2.79770711,0.01955153,0.09756133,0.02883531,1.87243947,0.62387860,0.29399947,0.43481954,0.30835212
-5.57978989,2.80633732,0.02034508,0.09893526,0.02690241,1.88160201,0.64093279,0.29344810,0.44165002,0.31177871
-5.57378689,2.84603668,0.02149832,0.10121437,0.02541188,1.91136317,0.66179503,0.29681583,0.45548926,0.31798799
-5.56778389,2.91616554,0.02301701,0.10436056,0.02435929,1.96132420,0.68604138,0.30409678,0.47636147,0.32688472
-5.56178089,3.01574498,0.02490201,0.10832350,0.02373326,2.03086553,0.71321289,0.31524255,0.50423808,0.33833779
-5.55577789,3.14349064,0.02714887,0.11304179,0.02351609,2.11916980,0.74282636,0.33016457,0.53903613,0.35218523
-5.54977489,3.29784573,0.02974756,0.11844413,0.02368442,2.22524418,0.77438500,0.34873637,0.58061606,0.36823931
-5.54377189,3.47701166,0.03268218,0.12445052,0.02420989,2.34794096,0.80738870,0.37079545,0.62877906,0.38629160
-5.53776888,3.67897539,0.03593079,0.13097348,0.02505975,2.48597564,0.84134357,0.39614488,0.68326396,0.40611789
-5.53176588,3.90153288,0.03946534,0.13791918,0.02619743,2.63794214,0.87577027,0.42455448,0.74374396,0.42748260
-5.52576288,4.14230874,0.04325172,0.14518860,0.02758316,2.80232504,0.91021122,0.45576180,0.80982343,0.45014278
-5.51975988,4.39877251,0.04724996,0.15267865,0.02917455,2.97750914,0.94423627,0.48947281,0.88103521,0.47385151
-5.51375688,4.66825233,0.05141466,0.16028331,0.03092716,3.16178698,0.97744712,0.52536262,0.95683861,0.49836065
-5.50775388,4.94794732,0.05569549,0.16789481,0.03279514,3.35336483,1.00948019,0.56307635,1.03661872,0.52342307
-5.50175088,5.23493984,0.06003800,0.17540481,0.03473185,3.55036842,1.04000843,0.60223033,1.11968724,0.54879433
-5.49574787,5.52620905,0.06438451,0.18270572,0.03669057,3.75084913,1.06874191,0.64241382,1.20528521,0.57423390
-5.48974487,5.81864727,0.06867519,0.18969204,0.03862522,3.95279177,1.09542773,0.68319150,1.29258795,0.59950599
-5.48374187,6.10908006,0.07284929,0.19626180,0.04049108,4.15412483,1.11984916,0.72410676,1.38071230,0.62438025
-5.47773887,6.39429113,0.07684648,0.20231809,0.04224557,4.35273400,1.14182452,0.76468601,1.46872633,0.64863220
-5.47173587,6.67105253,0.08060815,0.20777057,0.04384904,4.54647932,1.16120585,0.80444389,1.55566135,0.67204377
-5.46573287,6.93616027,0.08407883,0.21253705,0.04526548,4.73321645,1.17787760,0.84288957,1.64052614,0.69440385
-5.45972986,7.18647516,0.08720749,0.21654494,0.04646321,4.91082186,1.19175541,0.87953385,1.72232298,0.71550908
-5.45372686,7.41896801,0.08994877,0.21973272,0.04741555,5.07722167,1.20278523,0.91389709,1.80006522,0.73516482
-5.44772386,7.63076828,0.09226403,0.22205115,0.04810128,5.23042361,1.21094259,0.94551756,1.87279576,0.75318644
-5.44172086,7.81921459,0.09412228,0.22346429,0.04850509,5.36855102,1.21623219,0.97396025,1.93960589,0.76940089
-5.43571786,7.98190561,0.09550079,0.22395029,0.04861780,5.48987817,1.21868768,0.99882553,1.99965392,0.78364857
-5.42971486,8.11674934,0.09638554,0.22350180,0.04843647,5.59286534,1.21837161,1.01975761,2.05218298,0.79578544
-5.42371186,8.22200917,0.09677135,0.22212614,0.04796434,5.67619274,1.21537535,1.03645238,2.09653731,0.80568532
-5.41770885,8.29634478,0.09666180,0.21984496,0.04721058,5.73879174,1.20981905,1.04866434,2.13217667,0.81324236
-5.41170585,8.33884649,0.09606887,0.21669370,0.04618991,5.77987244,1.20185147,1.05621242,2.15868828,0.81837351
-5.40570285,8.34906161,0.09501238,0.21272056,0.04492206,5.79894646,1.19164959,1.05898441,2.17579599,0.82102101
-5.39969985,8.32701197,0.09351921,0.20798529,0.04343112,5.79584408,1.17941808,1.05693982,2.18336646,0.82115468
-5.39369685,8.27320191,0.09162241,0.20255762,0.04174475,5.77072522,1.16538847,1.05011124,2.18141229,0.81877404
-5.38769385,8.18861662,0.08936021,0.19651555,0.03989338,5.72408382,1.14981820,1.03860388,2.17009195,0.81391013
-5.38169085,8.07471093,0.08677490,0.18994351,0.03790932,5.65674557,1.13298946,1.02259356,2.14970687,0.80662690
-5.37568784,7.93338910,0.08391180,0.18293043,0.03582588,5.56985908,1.11520803,1.00232311,2.12069573,0.79702218
-5.36968484,7.76697636,0.08081816,0.17556789,0.03367652,5.46488092,1.09680202,0.97809741,2.08362627,0.78522820
-5.36368184,7.57818328,0.07754221,0.16794831,0.03149408,5.34355497,1.07812076,0.95027707,2.03918504,0.77141149
-5.35767884,7.37006404,0.07413223,0.16016331,0.02931002,5.20788685,1.05953382,0.91927119,1.98816543,0.75577230
-5.35167584,7.14596994,0.07063579,0.15230230,0.02715379,5.06011409,1.04143023,0.88552925,1.93145433,0.73854341
-5.34567284,6.90949930,0.06709902,0.14445128,0.02505237,4.90267298,1.02421783,0.84953243,1.87001780,0.71998846
-5.33966983,6.66444492,0.06356615,0.13669193,0.02302983,4.73816267,1.00832297,0.81178460,1.80488619,0.70039962
-5.33366683,6.41474017,0.06007898,0.12910092,0.02110709,4.56930754,0.99419016,0.77280316,1.73713876,0.68009485
-5.32766383,6.16440466,0.05667664,0.12174957,0.01930177,4.39891831,0.98228180,0.73310995,1.66788843,0.65941466
-5.32166083,5.91749008,0.05339528,0.11470367,0.01762816,4.22985261,0.97307774,0.69322243,1.59826641,0.63871838
-5.31565783,5.67802690,0.05026794,0.10802354,0.01609726,4.06497543,0.96707441,0.65364525,1.52940731,0.61838009
-5.30965483,5.44997229,0.04732438,0.10176434,0.01471698,3.90711990,0.96478337,0.61486234,1.46243442,0.59878415
-5.30365183,5.23715941,0.04459107,0.09597633,0.01349231,3.75904866,0.96672890,0.57732968,1.39844559,0.58032045
-5.29764882,5.04324835,0.04209101,0.09070543,0.01242563,3.62341607,0.97344437,0.54146874,1.33849950,0.56337930
-5.29164582,4.87167868,0.03984374,0.08599363,0.01151697,3.50273140,0.98546717,0.50766083,1.28360242,0.54834620
-5.28564282,4.72562366,0.03786523,0.08187948,0.01076437,3.39932313,1.00333182,0.47624217,1.23469551,0.53559623
-5.27963982,4.60794611,0.03616781,0.07839851,0.01016415,3.31530450,1.02756120,0.44749993,1.19264265,0.52548844
-5.27363682,4.52115612,0.03476006,0.07558353,0.00971122,3.25254043,1.05865564,0.42166919,1.15821878,0.51835991
-5.26763382,4.46737057,0.03364676,0.07346480,0.00939933,3.21261599,1.09708000,0.39893081,1.13209881,0.51451983
-5.26163082,4.44827500,0.03282882,0.07207009,0.00922137,3.19680674,1.14324867,0.37941023,1.11484722,0.51424348
-5.25562781,4.46508809,0.03230318,0.07142452,0.00916947,3.20605122,1.19750892,0.36317726,1.10690829,0.51776615
-5.24962481,4.51852944,0.03206287,0.07155027,0.00923524,3.24092618,1.26012289,0.35024670,1.10859734,0.52527724
-5.24362181,4.60879152,0.03209701,0.07246608,0.00940986,3.30162507,1.33124881,0.34057996,1.12009283,0.53691448
-5.23761881,4.73551674,0.03239091,0.07418658,0.00968415,3.38794062,1.41092220,0.33408747,1.14142988,0.55275853
-5.23161581,4.89778083,0.03292623,0.07672157,0.01004866,3.49925230,1.49903789,0.33063190,1.17249512,0.57282805
-5.22561281,5.09408405,0.03368128,0.08007508,0.01049370,3.63451967,1.59533383,0.33003221,1.21302348,0.59707550
-5.21960980,5.32235132,0.03463131,0.08424444,0.01100932,3.79228273,1.69937774,0.33206837,1.26259705,0.62538383
-5.21360680,5.57994319,0.03574894,0.08921929,0.01158538,3.97067019,1.81055765,0.33648669,1.32064637,0.65756438
-5.20760380,5.86367868,0.03700470,0.09498071,0.01221153,4.16741671,1.92807736,0.34300575,1.38645459,0.69335617
-5.20160080,6.16987149,0.03836758,0.10150038,0.01287724,4.37988999,2.05095780,0.35132284,1.45916470,0.73242687
-5.19559780,6.49438035,0.03980569,0.10873998,0.01357186,4.60512836,2.17804488,0.36112068,1.53779019,0.77437569
-5.18959480,6.83267419,0.04128699,0.11665081,0.01428465,4.83988907,2.30802452,0.37207455,1.62122923,0.81873828
-5.18359180,7.17991208,0.04277999,0.12517372,0.01500487,5.08070737,2.43944497,0.38385950,1.70828254,0.86499385
-5.17758879,7.53103714,0.04425459,0.13423945,0.01572190,5.32396568,2.57074626,0.39615762,1.79767472,0.91257450
-5.17158579,7.88088327,0.04568275,0.14376933,0.01642538,5.56597180,2.70029635,0.40866530,1.88807903,0.96087663
-5.16558279,8.22429221,0.04703929,0.15367638,0.01710530,5.80304447,2.82643301,0.42110007,1.97814491,1.00927438
-5.15957979,8.55623818,0.04830253,0.16386697,0.01775228,6.03160401,2.94751005,0.43320719,2.06652792,1.05713457
-5.15357679,8.87195609,0.04945488,0.17424267,0.01835763,6.24826526,3.06194648,0.44476554,2.15192096,1.10383293
-5.14757379,9.16706910,0.05048337,0.18470264,0.01891363,6.44992958,3.16827639,0.45559276,2.23308610,1.14877089
-5.14157079,9.43771055,0.05137997,0.19514616,0.01941367,6.63387234,3.26519771,0.46554939,2.30888575,1.19139242
-5.13556778,9.68063504,0.05214180,0.20547534,0.01985240,6.79782223,3.35161736,0.47454188,2.37831189,1.23120009
-5.12956478,9.89331362,0.05277118,0.21559788,0.02022593,6.94002859,3.42669083,0.48252431,2.44051237,1.26776971
-5.12356178,10.07400818,0.05327548,0.22542966,0.02053184,7.05931353,3.48985402,0.48949859,2.49481284,1.30076276
-5.11755878,10.22182078,0.05366681,0.23489716,0.02076934,7.15510564,3.54084558,0.49551320,2.54073335,1.32993596
-5.11155578,10.33671463,0.05396148,0.24393937,0.02093921,7.22745319,3.57971845,0.50066031,2.57799875,1.35514741
-5.10555278,10.41950456,0.05417931,0.25250925,0.02104382,7.27701532,3.60683972,0.50507134,2.60654220,1.37635891
-5.09954977,10.47181621,0.05434282,0.26057452,0.02108695,7.30503084,3.62287835,0.50891112,2.62650140,1.39363414
-5.09354677,10.49601469,0.05447624,0.26811774,0.02107374,7.31326524,3.62878126,0.51237062,2.63820766,1.40713273
-5.08754377,10.49510507,0.05460443,0.27513573,0.02101040,7.30393777,3.62573851,0.51565871,2.64216810,1.41710046
-5.08154077,10.47260849,0.05475180,0.28163816,0.02090398,7.27963142,3.61513897,0.51899307,2.63904172,1.42385586
-5.07553777,10.43241905,0.05494115,0.28764558,0.02076213,7.24318951,3.59851859,0.52259070,2.62961034,1.42777397
-5.06953477,10.37864782,0.05519260,0.29318692,0.02059271,7.19760337,3.57750339,0.52665836,2.61474584,1.42926793
-5.06353177,10.31546088,0.05552261,0.29829648,0.02040355,7.14589635,3.55374984,0.53138332,2.59537502,1.42876947
-5.05752876,10.24691887,0.05594312,0.30301088,0.02020209,7.09100899,3.52888517,0.53692492,2.57244389,1.42670911
-5.05152576,10.17682526,0.05646088,0.30736580,0.01999507,7.03569093,3.50445036,0.54340726,2.54688289,1.42349724
-5.04552276,10.10859020,0.05707700,0.31139306,0.01978832,6.98240396,3.48184809,0.55091332,2.51957469,1.41950698
-5.03951976,10.04511585,0.05778675,0.31511798,0.01958652,6.93324057,3.46229769,0.55948084,2.49132577,1.41505961
-5.03351676,9.98870779,0.05857957,0.31855735,0.01939303,6.88986105,3.44679892,0.56910019,2.46284310,1.41041341
-5.02751376,9.94101578,0.05943941,0.32171801,0.01920981,6.85345139,3.43610536,0.57971414,2.43471648,1.40575620
-5.02151076,9.90300520,0.06034527,0.32459627,0.01903741,6.82470294,3.43070821,0.59121977,2.40740719,1.40120195
-5.01550775,9.87495913,0.06127194,0.32717811,0.01887500,6.80381362,3.43083043,0.60347222,2.38124283,1.39679147
-5.00950475,9.85650922,0.06219095,0.32944013,0.01872048,6.79050950,3.43643057,0.61629018,2.35641807,1.39249681
-5.00350175,9.84669204,0.06307168,0.33135126,0.01857066,6.78408428,3.44721556,0.62946285,2.33300088,1.38822904
-4.99749875,9.84402654,0.06388251,0.33287504,0.01842148,6.78345383,3.46266089,0.64275791,2.31094314,1.38384866
-4.99149575,9.84660746,0.06459200,0.33397229,0.01826826,6.78722204,3.48203686,0.65593029,2.29009479,1.37917802
-4.98549275,9.85220891,0.06517009,0.33460407,0.01810595,6.79375404,3.50443913,0.66873122,2.27022024,1.37401472
-4.97948974,9.85839249,0.06558914,0.33473460,0.01792944,6.80125304,3.52882205,0.68091715,2.25101613,1.36814527
-4.97348674,9.86261455,0.06582490,0.33433404,0.01773381,6.80783695,3.55403310,0.69225829,2.23212914,1.36135823
-4.96748374,9.86232780,0.06585730,0.33338089,0.01751460,6.81161148,3.57884737,0.70254627,2.21317323,1.35345595
-4.96148074,9.85507333,0.06567098,0.33186388,0.01726797,6.81073719,3.60200079,0.71160084,2.19374536,1.34426461
-4.95547774,9.83856035,0.06525570,0.32978324,0.01699093,6.80348830,3.62222162,0.71927526,2.17343938,1.33364191
-4.94947474,9.81073165,0.06460645,0.32715122,0.01668140,6.78830212,3.63825944,0.72546036,2.15185784,1.32148240
-4.94347174,9.76981429,0.06372337,0.32399198,0.01633829,6.76381848,3.64891173,0.73008713,2.12862161,1.30772035
-4.93746873,9.71435553,0.06261150,0.32034072,0.01596153,6.72890903,3.65304773,0.73312796,2.10337752,1.29233023
-4.93146573,9.64324529,0.06128036,0.31624226,0.01555200,6.68269727,3.64962997,0.73459649,2.07580434,1.27532526
-4.92546273,9.55572638,0.05974334,0.31174915,0.01511148,6.62456986,3.63773354,0.73454624,2.04561744,1.25675425
-4.91945973,9.45139468,0.05801715,0.30691944,0.01464250,6.55418046,3.61656320,0.73306815,2.01257258,1.23669720
-4.91345673,9.33019106,0.05612101,0.30181428,0.01414823,6.47144729,3.58546874,0.73028715,1.97646911,1.21526027
-4.90745373,9.19238707,0.05407604,0.29649550,0.01363233,6.37654540,3.54395831,0.72635797,1.93715299,1.19257035
-4.90145073,9.03856580,0.05190454,0.29102338,0.01309877,6.26989468,3.49170978,0.72146027,1.89451973,1.16876978
-4.89544772,8.86959948,0.04962937,0.28545462,0.01255172,6.15214434,3.42857992,0.71579334,1.84851741,1.14401143
-4.88944472,8.68662437,0.04727340,0.27984080,0.01199540,6.02415432,3.35461095,0.70957033,1.79914956,1.11845447
-4.88344172,8.49101371,0.04485906,0.27422713,0.01143398,5.88697415,3.27003409,0.70301240,1.74647791,1.09226082
-4.87743872,8.28434881,0.04240798,0.26865181,0.01087150,5.74181933,3.17526967,0.69634265,1.69062456,1.06559239
-4.87143572,8.06838827,0.03994071,0.26314584,0.01031179,5.59004546,3.07092341,0.68978012,1.63177344,1.03860907
-4.86543272,7.84503545,0.03747654,0.25773317,0.00975850,5.43312027,2.95777847,0.68353399,1.57017050,1.01146728
-4.85942971,7.61630406,0.03503343,0.25243135,0.00921504,5.27259389,2.83678321,0.67779809,1.50612258,0.98431908
-4.85342671,7.38428215,0.03262791,0.24725245,0.00868463,5.11006776,2.70903454,0.67274590,1.43999456,0.95731149
-4.84742371,7.15109493,0.03027517,0.24220415,0.00817030,4.94716274,2.57575725,0.66852628,1.37220462,0.93058613
-4.84142071,6.91886711,0.02798902,0.23729101,0.00767500,4.78548736,2.43827957,0.66525999,1.30321778,0.90427884
-4.83541771,6.68968583,0.02578201,0.23251577,0.00720159,4.62660707,2.29800577,0.66303735,1.23353766,0.87851934
-4.82941471,6.46556520,0.02366545,0.22788064,0.00675289,4.47201563,2.15638653,0.66191702,1.16369669,0.85343084
-4.82341171,6.24841395,0.02164949,0.22338842,0.00633175,4.32310961,2.01488811,0.66192617,1.09424525,0.82912970
-4.81740870,6.04000722,0.01974319,0.21904358,0.00594103,4.18116714,1.87496118,0.66306194,1.02573993,0.80572500
-4.81140570,5.84196374,0.01795451,0.21485308,0.00558366,4.04733152,1.73801062,0.66529441,0.95873154,0.78331826
-4.80540270,5.65572916,0.01629040,0.21082702,0.00526257,3.92260045,1.60536696,0.66857066,0.89375331,0.76200329
-4.79939970,5.48256582,0.01475676,0.20697905,0.00498072,3.80782072,1.47826065,0.67282013,0.83130969,0.74186615
-4.79339670,5.32354910,0.01335848,0.20332660,0.00474101,3.70368848,1.35779959,0.67796068,0.77186619,0.72298534
-4.78739370,5.17956940,0.01209943,0.19989078,0.00454624,3.61075416,1.24495079,0.68390519,0.71584055,0.70543213
-4.78139070,5.05133905,0.01098246,0.19669617,0.00439900,3.52943124,1.14052618,0.69056821,0.66359564,0.68927101
-4.77538769,4.93940239,0.01000941,0.19377026,0.00430162,3.46000743,1.04517298,0.69787232,0.61543396,0.67456012
-4.76938469,4.84414735,0.00918111,0.19114277,0.00425604,3.40265690,0.95936841,0.70575359,0.57159401,0.66135153
-4.76338169,4.76581673,0.00849738,0.18884466,0.00426369,3.35745194,0.88341855,0.71416585,0.53224838,0.64969128
-4.75737869,4.70451722,0.00795705,0.18690698,0.00432544,3.32437256,0.81746109,0.72308331,0.49750342,0.63961900
-4.75137569,4.66022470,0.00755796,0.18535953,0.00444144,3.30331295,0.76147132,0.73250131,0.46740031,0.63116698
-4.74537269,4.63278477,0.00729700,0.18422929,0.00461109,3.29408369,0.71527108,0.74243499,0.44191729,0.62435864
-4.73936968,4.62190766,0.00717009,0.18353888,0.00483292,3.29640939,0.67853994,0.75291594,0.42097288,0.61920639
-4.73336668,4.62715796,0.00717222,0.18330480,0.00510457,3.30992191,0.65082825,0.76398684,0.40442969,0.61570890
-4.72736368,4.64793966,0.00729746,0.18353582,0.00542275,3.33414953,0.63157149,0.77569447,0.39209882,0.61384786
-4.72136068,4.68347803,0.00753892,0.18423141,0.00578323,3.36850340,0.62010558,0.78808148,0.38374450,0.61358460
-4.71535768,4.73280035,0.00788883,0.18538035,0.00618088,3.41226262,0.61568276,0.80117743,0.37908898,0.61485655
-4.70935468,4.79471781,0.00833850,0.18695974,0.00660973,3.46455991,0.61748787,0.81498973,0.37781752,0.61757411
-4.70335168,4.86781118,0.00887831,0.18893423,0.00706303,3.52436977,0.62465467,0.82949510,0.37958345,0.62161809
-4.69734867,4.95042306,0.00949777,0.19125589,0.00753340,3.59050117,0.63628218,0.84463230,0.38401335,0.62683804
-4.69134567,5.04065873,0.01018553,0.19386449,0.00801295,3.66159661,0.65145085,0.86029652,0.39071238,0.63305190
-4.68534267,5.13639797,0.01092940,0.19668842,0.00849346,3.73613902,0.66923846,0.87633620,0.39926969,0.64004701
-4.67933967,5.23531876,0.01171647,0.19964617,0.00896660,3.81246743,0.68873555,0.89255239,0.40926416,0.64758277
-4.67333667,5.33493372,0.01253315,0.20264839,0.00942408,3.88880210,0.70906044,0.90870100,0.42027025,0.65539496
-4.66733367,5.43263866,0.01336532,0.20560039,0.00985793,3.96327855,0.72937347,0.92449796,0.43186415,0.66320159
-4.66133067,5.52577226,0.01419848,0.20840517,0.01026071,4.03398994,0.74889037,0.93962702,0.44363010,0.67071032
-4.65532766,5.61168467,0.01501794,0.21096657,0.01062573,4.09903620,0.76689455,0.95374998,0.45516680,0.67762688
-4.64932466,5.68781238,0.01580903,0.21319276,0.01094727,4.15657785,0.78274810,0.96651875,0.46609382,0.68366437
-4.64332166,5.75175588,0.01655737,0.21499951,0.01122082,4.20489222,0.79590120,0.97758865,0.47605791,0.68855293
