energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.53176588,4.16613320,-4.16528442,0.03150878,-0.03160005,0.44005226,-0.44031186,1.45993499,-1.45909274,0.27924728,-0.28026404,0.06286154,-0.06289065,2.05387433,-2.05260578,0.97240154,-0.97149432,0.28080950,-0.28071471
-5.52576288,4.02254438,-4.02196866,0.03263369,-0.03273819,0.42398225,-0.42432898,1.38302348,-1.38221014,0.27970005,-0.28084176,0.06299923,-0.06303666,1.98052020,-1.97928609,0.92517736,-0.92427090,0.27580060,-0.27570667
-5.51975988,3.88297584,-3.88272532,0.03393542,-0.03405392,0.40866205,-0.40910187,1.30608518,-1.30531294,0.28147077,-0.28274689,0.06335234,-0.06339825,1.90847467,-1.90729813,0.87870471,-0.87780982,0.27079225,-0.27070289
-5.51375688,3.74945705,-3.74957908,0.03542624,-0.03555928,0.39436621,-0.39490411,1.23002807,-1.22930867,0.28473816,-0.28615666,0.06393154,-0.06398595,1.83865903,-1.83756166,0.83336419,-0.83249096,0.26592063,-0.26583938
-5.50775388,3.62382700,-3.62436196,0.03711440,-0.03726226,0.38134927,-0.38198894,1.15570174,-1.15504605,0.28966076,-0.29122760,0.06474172,-0.06480450,1.77190167,-1.77090271,0.78948757,-0.78864512,0.26131241,-0.26124250
-5.50175088,3.50767422,-3.50865343,0.03900361,-0.03916628,0.36983679,-0.37058030,1.08387637,-1.08329400,0.29636890,-0.29808762,0.06578155,-0.06585237,1.70891318,-1.70802874,0.74735096,-0.74654715,0.25707968,-0.25702390
-5.49574787,3.40228740,-3.40373145,0.04109256,-0.04126967,0.36001757,-0.36086511,1.01522555,-1.01472451,0.30495760,-0.30682886,0.06704322,-0.06712157,1.65026648,-1.64950895,0.70717020,-0.70641144,0.25331580,-0.25327636
-5.48974487,3.30861862,-3.31053608,0.04337465,-0.04356549,0.35203738,-0.35298702,0.95031318,-0.94989965,0.31548057,-0.31750185,0.06851237,-0.06859757,1.59638281,-1.59576036,0.66909877,-0.66838987,0.25009202,-0.25007044
-5.48374187,3.22726028,-3.22964688,0.04583785,-0.04604132,0.34599442,-0.34704202,0.88958512,-0.88926327,0.32794578,-0.33011113,0.07016834,-0.07025950,1.54752382,-1.54704018,0.63322817,-0.63257230,0.24745511,-0.24745220
-5.47773887,3.15843614,-3.16127447,0.04846481,-0.04867944,0.34193669,-0.34307579,0.83336531,-0.83313720,0.34231264,-0.34461260,0.07198449,-0.07208054,1.50378987,-1.50344420,0.59959075,-0.59898943,0.24542608,-0.24544186
-5.47173587,3.10200631,-3.10526596,0.05123304,-0.05145704,0.33986127,-0.34108316,0.78185640,-0.78172202,0.35849114,-0.36091272,0.07392876,-0.07402847,1.46512432,-1.46491129,0.56816459,-0.56761781,0.24399980,-0.24403354
-5.46573287,3.05748511,-3.06112337,0.05411542,-0.05434662,0.33971553,-0.34100938,0.73514446,-0.73510178,0.37634279,-0.37886966,0.07596435,-0.07606634,1.43132312,-1.43123318,0.53888030,-0.53838660,0.24314576,-0.24319595
-5.45972986,3.02407062,-3.02803365,0.05708068,-0.05731667,0.34140014,-0.34275316,0.69320719,-0.69325231,0.39568351,-0.39829624,0.07805058,-0.07815336,1.40204919,-1.40206897,0.51162899,-0.51118566,0.24280950,-0.24287398
-5.45372686,3.00068390,-3.00490824,0.06009420,-0.06033231,0.34477362,-0.34617138,0.65592499,-0.65605237,0.41628815,-0.41896469,0.08014377,-0.08024575,1.37685053,-1.37696336,0.48627124,-0.48587455,0.24291505,-0.24299101
-5.44772386,2.98601580,-2.99043025,0.06311879,-0.06335619,0.34965817,-0.35108495,0.62309425,-0.62329689,0.43789668,-0.44061279,0.08219824,-0.08229777,1.35518118,-1.35536771,0.46264631,-0.46229175,0.24336786,-0.24345197
-5.44172086,2.97857900,-2.98310675,0.06611564,-0.06634939,0.35584659,-0.35728573,0.59444190,-0.59471170,0.46022140,-0.46295131,0.08416733,-0.08426276,1.33642400,-1.33666291,0.44058131,-0.44026381,0.24405830,-0.24414684
-5.43571786,2.97676293,-2.98132379,0.06904528,-0.06927240,0.36310967,-0.36454404,0.56964077,-0.56996872,0.48295518,-0.48567220,0.08600451,-0.08609417,1.31991429,-1.32018300,0.41989971,-0.41961392,0.24486557,-0.24495453
-5.42971486,2.97888924,-2.98340194,0.07186854,-0.07208611,0.37120399,-0.37261640,0.54832477,-0.54870128,0.50578003,-0.50845725,0.08766432,-0.08774661,1.30496339,-1.30523881,0.40042895,-0.40016944,0.24566179,-0.24574700
-5.42371186,2.98326572,-2.98765013,0.07454753,-0.07475275,0.37987949,-0.38125310,0.53010353,-0.53051865,0.52837581,-0.53098673,0.08910350,-0.08917691,1.29088135,-1.29114060,0.38200688,-0.38176834,0.24631621,-0.24639349
-5.41770885,2.98823671,-2.99241593,0.07704652,-0.07723675,0.38888673,-0.39020545,0.51457593,-0.51501961,0.55042844,-0.55294763,0.09028191,-0.09034505,1.27699813,-1.27721919,0.36448676,-0.36426417,0.24669939,-0.24676466
-5.41170585,2.99222855,-2.99613074,0.07933271,-0.07950557,0.39798331,-0.39923212,0.50134215,-0.50180439,0.57163753,-0.57404112,0.09116349,-0.09121513,1.26268268,-1.26284501,0.34774080,-0.34752957,0.24668723,-0.24673666
-5.40570285,2.99378877,-2.99734865,0.08137695,-0.08153032,0.40693947,-0.40810467,0.49001399,-0.49048504,0.59172276,-0.59398894,0.09171704,-0.09175613,1.24735952,-1.24744454,0.33166228,-0.33145831,0.24616474,-0.24619481
-5.39969985,2.99161814,-2.99477820,0.08315418,-0.08328627,0.41554245,-0.41661190,0.48022346,-0.48069391,0.61042910,-0.61253843,0.09191699,-0.09194271,1.23052256,-1.23051411,0.31616631,-0.31596608,0.24502940,-0.24503707
-5.39369685,2.98459530,-2.98730659,0.08464385,-0.08475322,0.42359983,-0.42456298,0.47162950,-0.47209035,0.62753051,-0.62946612,0.09174402,-0.09175574,1.21174597,-1.21163059,0.30118938,-0.30098995,0.24319420,-0.24317691
-5.38769385,2.97179372,-2.97401627,0.08583007,-0.08591561,0.43094151,-0.43178952,0.46392296,-0.46436568,0.64283214,-0.64457985,0.09118546,-0.09118283,1.19069213,-1.19045927,0.28668800,-0.28648696,0.24059000,-0.24054581
-5.38169085,2.95249128,-2.95419424,0.08670167,-0.08676260,0.43742077,-0.43814642,0.45683010,-0.45724665,0.65617112,-0.65771937,0.09023569,-0.09021858,1.16711655,-1.16675870,0.27263653,-0.27243203,0.23716746,-0.23709505
-5.37568784,2.92617317,-2.92733450,0.08725202,-0.08728789,0.44291423,-0.44351185,0.45011475,-0.45049759,0.66741605,-0.66875579,0.08889624,-0.08886477,1.14087015,-1.14038277,0.25902465,-0.25881530,0.23289827,-0.23279697
-5.36968484,2.89252863,-2.89313468,0.08747879,-0.08748945,0.44732113,-0.44778646,0.44357937,-0.44392151,0.67646544,-0.67758992,0.08717574,-0.08713028,1.11189871,-1.11128023,0.24585452,-0.24563932,0.22777578,-0.22764555
-5.36368184,2.85144275,-2.85148758,0.08738363,-0.08736916,0.45056205,-0.45089208,0.43706546,-0.43736041,0.68324542,-0.68414994,0.08508978,-0.08503091,1.08024020,-1.07949183,0.23313800,-0.23291631,0.22181495,-0.22165640
-5.35767884,2.80298432,-2.80246893,0.08697166,-0.08693238,0.45257734,-0.45277016,0.43045330,-0.43069516,0.68770702,-0.68838867,0.08266046,-0.08258895,1.04601985,-1.04514538,0.22089412,-0.22066556,0.21505171,-0.21486606
-5.35167584,2.74739088,-2.74632242,0.08625106,-0.08618748,0.45332557,-0.45338021,0.42366153,-0.42384504,0.68982337,-0.69028077,0.07991586,-0.07983268,1.00944358,-1.00844912,0.20914680,-0.20891123,0.20754172,-0.20733071
-5.34567284,2.68505203,-2.68344304,0.08523256,-0.08514534,0.45278210,-0.45269842,0.41664663,-0.41676726,0.68958721,-0.68982028,0.07688935,-0.07679561,0.97079000,-0.96968372,0.19792313,-0.19768060,0.19935860,-0.19912447
-5.33966983,2.61649214,-2.61435988,0.08392899,-0.08381891,0.45093806,-0.45071670,0.40940247,-0.40945654,0.68700880,-0.68701861,0.07361875,-0.07351568,0.93040134,-0.92919319,0.18725218,-0.18700289,0.19059165,-0.19033707
