energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.46573287,0.76963693,-1.45418496,0.64463718,-1.36375585,0.16297496,-0.35325868,0.23978462,-0.07324783,0.00848346,-0.00162515,0.09189753,-0.40080109,0.38392524,-0.56693784,0.00000000,-0.00000000
-5.45972986,0.80117366,-1.43021706,0.66121961,-1.30849223,0.16884255,-0.34629906,0.25820302,-0.07690533,0.00914610,-0.00183715,0.09454332,-0.38431656,0.40061411,-0.56690327,0.00000000,-0.00000000
-5.45372686,0.83451058,-1.40490864,0.68025180,-1.25592582,0.17509074,-0.33844874,0.27634200,-0.08177598,0.00979936,-0.00208832,0.09789141,-0.36802869,0.41774968,-0.56583057,0.00000000,-0.00000000
-5.44772386,0.86872220,-1.37809705,0.70073369,-1.20582053,0.18152902,-0.32977331,0.29390371,-0.08784131,0.01043413,-0.00237945,0.10178043,-0.35201376,0.43491418,-0.56350377,0.00000000,-0.00000000
-5.44172086,0.90294497,-1.34976486,0.72173063,-1.15803104,0.18798162,-0.32036498,0.31059131,-0.09507609,0.01104150,-0.00271111,0.10605875,-0.33636136,0.45171916,-0.55979413,0.00000000,-0.00000000
-5.43571786,0.93639413,-1.32002975,0.74238715,-1.11249449,0.19429105,-0.31033852,0.32611698,-0.10344607,0.01161299,-0.00308350,0.11058614,-0.32116861,0.46781422,-0.55466008,0.00000000,-0.00000000
-5.42971486,0.96837836,-1.28912984,0.76193870,-1.06921918,0.20032110,-0.29982675,0.34021004,-0.11290553,0.01214085,-0.00349634,0.11523505,-0.30653456,0.48289468,-0.54814380,0.00000000,-0.00000000
-5.42371186,0.99831183,-1.25740525,0.77972149,-1.02827089,0.20595912,-0.28897581,0.35262498,-0.12339490,0.01261829,-0.00394884,0.11989165,-0.29255498,0.49670801,-0.54036457,0.00000000,-0.00000000
-5.41770885,1.02572299,-1.22527684,0.79517976,-0.98975756,0.21111761,-0.27794012,0.36314892,-0.13483860,0.01303971,-0.00443950,0.12445644,-0.27931759,0.50905860,-0.53150953,0.00000000,-0.00000000
-5.41170585,1.05026000,-1.19322286,0.80787058,-0.95381335,0.21573501,-0.26687749,0.37160812,-0.14714329,0.01340088,-0.00496616,0.12884463,-0.26689807,0.51981074,-0.52182227,0.00000000,-0.00000000
-5.40570285,1.07169214,-1.16175493,0.81746577,-0.92058260,0.21977572,-0.25594424,0.37787339,-0.16019675,0.01369903,-0.00552583,0.13298602,-0.25535673,0.52888969,-0.51158972,0.00000000,-0.00000000
-5.39969985,1.08990752,-1.13139397,0.82375094,-0.89020464,0.22322918,-0.24529066,0.38186388,-0.17386754,0.01393294,-0.00611477,0.13682463,-0.24473606,0.53628060,-0.50112824,0.00000000,-0.00000000
-5.39369685,1.10490672,-1.10264744,0.82662161,-0.86280001,0.22610827,-0.23505688,0.38354926,-0.18800545,0.01410295,-0.00672844,0.14031787,-0.23505922,0.54202543,-0.49076933,0.00000000,-0.00000000
-5.38769385,1.11679293,-1.07598856,0.82607657,-0.83845862,0.22844690,-0.22536926,0.38295001,-0.20244308,0.01421082,-0.00736157,0.14343549,-0.22632939,0.54621794,-0.48084560,0.00000000,-0.00000000
-5.38169085,1.12575864,-1.05183831,0.82220872,-0.81723034,0.23029699,-0.21633747,0.38013599,-0.21699822,0.01425964,-0.00800819,0.14615813,-0.21853002,0.54899684,-0.47167765,0.00000000,-0.00000000
-5.37568784,1.13206983,-1.03055082,0.81519359,-0.79911823,0.23172491,-0.20805223,0.37522311,-0.23147731,0.01425364,-0.00866178,0.14847582,-0.21162594,0.55053752,-0.46356223,0.00000000,-0.00000000
-5.36968484,1.13604796,-1.01240250,0.80527624,-0.78407455,0.23280755,-0.20058383,0.36836852,-0.24567965,0.01419790,-0.00931534,0.15038617,-0.20556521,0.55104256,-0.45676201,0.00000000,-0.00000000
-5.36368184,1.13805090,-0.99758498,0.79275683,-0.77199942,0.23362814,-0.19398143,0.35976439,-0.25940231,0.01409811,-0.00996159,0.15189267,-0.20028157,0.55073164,-0.45149737,0.00000000,-0.00000000
-5.35767884,1.13845344,-0.98620190,0.77797551,-0.76274218,0.23427211,-0.18827302,0.34963061,-0.27244555,0.01396028,-0.01059308,0.15300292,-0.19569745,0.54983101,-0.44794013,0.00000000,-0.00000000
-5.35167584,1.13762838,-0.97826929,0.76129736,-0.75610479,0.23482302,-0.18346612,0.33820688,-0.28461838,0.01379041,-0.01120238,0.15372709,-0.19172725,0.54856324,-0.44620949,0.00000000,-0.00000000
-5.34567284,1.13592898,-0.97371908,0.74309774,-0.75184726,0.23535882,-0.17954902,0.32574442,-0.29574416,0.01359425,-0.01178225,0.15407650,-0.18828079,0.54713763,-0.44636993,0.00000000,-0.00000000
-5.33966983,1.13367351,-0.97240532,0.72374874,-0.74969433,0.23594855,-0.17649256,0.31249772,-0.30566579,0.01337701,-0.01232579,0.15406250,-0.18526675,0.54574157,-0.44843110,0.00000000,-0.00000000
-5.33366683,1.13113263,-0.97411248,0.70360713,-0.74934316,0.23664963,-0.17425219,0.29871678,-0.31425035,0.01314322,-0.01282660,0.15369573,-0.18259591,0.54453332,-0.45234935,0.00000000,-0.00000000
-5.32766383,1.12851983,-0.97856522,0.68300429,-0.75047135,0.23750575,-0.17277039,0.28463997,-0.32139291,0.01289648,-0.01327887,0.15298558,-0.18018405,0.54363650,-0.45803088,0.00000000,-0.00000000
-5.32166083,1.12598547,-0.98543910,0.66223814,-0.75274506,0.23854557,-0.17197919,0.27048803,-0.32701926,0.01263949,-0.01367753,0.15194014,-0.17795438,0.54313636,-0.46533606,0.00000000,-0.00000000
-5.31565783,1.12361417,-0.99437162,0.64156748,-0.75582671,0.23978201,-0.17180265,0.25645906,-0.33108753,0.01237391,-0.01401832,0.15056636,-0.17583945,0.54307792,-0.47408484,0.00000000,-0.00000000
-5.30965483,1.12142576,-1.00497321,0.62120851,-0.75938200,0.24121236,-0.17215945,0.24272492,-0.33358855,0.01210049,-0.01429778,0.14887050,-0.17378234,0.54346606,-0.48406289,0.00000000,-0.00000000
-5.30365183,1.11937916,-1.01683780,0.60133362,-0.76308617,0.24281893,-0.17296516,0.22942894,-0.33454494,0.01181910,-0.01451336,0.14685885,-0.17173731,0.54426731,-0.49502838,0.00000000,-0.00000000
-5.29764882,1.11737904,-1.02955266,0.58207205,-0.76662921,0.24457031,-0.17413446,0.21668491,-0.33400906,0.01152891,-0.01466335,0.14453852,-0.16966979,0.54541314,-0.50671904,0.00000000,-0.00000000
-5.29164582,1.11528439,-1.04270742,0.56351230,-0.76972024,0.24642309,-0.17558307,0.20457724,-0.33205994,0.01122856,-0.01474689,0.14191835,-0.16755578,0.54680461,-0.51885952,0.00000000,-0.00000000
-5.28564282,1.11291872,-1.05590218,0.54570588,-0.77209086,0.24832386,-0.17722942,0.19316226,-0.32879934,0.01091636,-0.01476393,0.13900977,-0.16538083,0.54831786,-0.53116861,0.00000000,-0.00000000
-5.27963982,1.11008090,-1.06875463,0.52867205,-0.77349785,0.25021145,-0.17899614,0.18247031,-0.32434716,0.01059051,-0.01471514,0.13582761,-0.16313859,0.54981028,-0.54336645,0.00000000,-0.00000000
-5.27363682,1.10655631,-1.08090628,0.51240315,-0.77372514,0.25201930,-0.18081117,0.17250854,-0.31883653,0.01024931,-0.01460191,0.13239077,-0.16082917,0.55112695,-0.55518140,0.00000000,-0.00000000
-5.26763382,1.10212756,-1.09202776,0.49687027,-0.77258534,0.25367779,-0.18260872,0.16326418,-0.31240876,0.00989138,-0.01442625,0.12872267,-0.15845736,0.55210699,-0.56635646,0.00000000,-0.00000000
-5.26163082,1.09658439,-1.10182336,0.48202885,-0.76992090,0.25511652,-0.18432995,0.15470805,-0.30520844,0.00951578,-0.01419073,0.12485149,-0.15603083,0.55258968,-0.57665513,0.00000000,-0.00000000
