energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.86193097,1.55833557,0.10413202,0.00086539,0.02193214,0.99910734,0.89597249,0.42337908
-5.85592796,1.63412537,0.10890534,0.00091095,0.02292252,1.04973916,0.94505630,0.44410094
-5.84992496,1.70939973,0.11386750,0.00095572,0.02401824,1.09984283,0.99266082,0.46508332
-5.84392196,1.78315947,0.11893976,0.00099921,0.02520310,1.14878301,1.03821027,0.48604882
-5.83791896,1.85438240,0.12403504,0.00104096,0.02645718,1.19591546,1.08114591,0.50670156
-5.83191596,1.92204547,0.12906025,0.00108051,0.02775722,1.24060030,1.12093727,0.52673306
-5.82591296,1.98514697,0.13391889,0.00111743,0.02907723,1.28221518,1.15709216,0.54582871
-5.81990995,2.04272814,0.13851374,0.00115133,0.03038913,1.32016790,1.18916543,0.56367449
-5.81390695,2.09389372,0.14274970,0.00118184,0.03166350,1.35390829,1.21676615,0.57996386
-5.80790395,2.13783095,0.14653648,0.00120865,0.03287042,1.38293915,1.23956322,0.59440469
-5.80190095,2.17382673,0.14979125,0.00123147,0.03398035,1.40682598,1.25728947,0.60672610
-5.79589795,2.20128260,0.15244103,0.00125008,0.03496498,1.42520557,1.26974421,0.61668490
-5.78989495,2.21972738,0.15442477,0.00126430,0.03579814,1.43779320,1.27679466,0.62407177
-5.78389195,2.22882741,0.15569515,0.00127398,0.03645658,1.44438849,1.27837621,0.62871677
-5.77788894,2.22839408,0.15621984,0.00127904,0.03692072,1.44487987,1.27449183,0.63049410
-5.77188594,2.21838872,0.15598241,0.00127947,0.03717530,1.43924754,1.26521071,0.62932612
-5.76588294,2.19892458,0.15498267,0.00127528,0.03720985,1.42756481,1.25066645,0.62518624
-5.75987994,2.17026587,0.15323660,0.00126655,0.03701903,1.40999787,1.23105459,0.61810079
-5.75387694,2.13282384,0.15077567,0.00125344,0.03660282,1.38680379,1.20662973,0.60814956
-5.74787394,2.08714957,0.14764587,0.00123614,0.03596650,1.35832663,1.17770211,0.59546516
-5.74187094,2.03392384,0.14390615,0.00121490,0.03512050,1.32499176,1.14463360,0.58023091
-5.73586793,1.97394380,0.13962657,0.00119004,0.03408007,1.28729813,1.10783302,0.56267757
-5.72986493,1.90810682,0.13488621,0.00116193,0.03286478,1.24580882,1.06775060,0.54307866
-5.72386193,1.83739173,0.12977075,0.00113095,0.03149793,1.20113980,1.02487176,0.52174471
-5.71785893,1.76283782,0.12436998,0.00109755,0.03000582,1.15394714,0.97970989,0.49901651
-5.71185593,1.68552225,0.11877525,0.00106221,0.02841704,1.10491310,0.93279840,0.47525757
-5.70585293,1.60653641,0.11307704,0.00102538,0.02676159,1.05473135,0.88468201,0.45084602
-5.69984992,1.52696197,0.10736252,0.00098757,0.02507012,1.00409182,0.83590762,0.42616620
-5.69384692,1.44784748,0.10171347,0.00094924,0.02337312,0.95366574,0.78701478,0.40160028
-5.68784392,1.37018621,0.09620438,0.00091084,0.02170015,0.90409137,0.73852629,0.37752002
-5.68184092,1.29489609,0.09090099,0.00087279,0.02007925,0.85596082,0.69093910,0.35427915
-5.67583792,1.22280229,0.08585906,0.00083545,0.01853625,0.80980860,0.64471594,0.33220629
-5.66983492,1.15462319,0.08112369,0.00079915,0.01709438,0.76610219,0.60027796,0.31159884
-5.66383192,1.09095992,0.07672893,0.00076415,0.01577383,0.72523491,0.55799861,0.29271779
-5.65782891,1.03228979,0.07269784,0.00073063,0.01459145,0.68752134,0.51819909,0.27578364
-5.65182591,0.97896372,0.06904284,0.00069873,0.01356063,0.65319519,0.48114540,0.26097334
-5.64582291,0.93120734,0.06576643,0.00066851,0.01269114,0.62240979,0.44704706,0.24841838
-5.63981991,0.88912560,0.06286212,0.00063999,0.01198912,0.59524074,0.41605749,0.23820385
-5.63381691,0.85271035,0.06031557,0.00061312,0.01145715,0.57169068,0.38827583,0.23036844
-5.62781391,0.82185039,0.05810590,0.00058782,0.01109434,0.55169560,0.36375011,0.22490535
-5.62181091,0.79634341,0.05620696,0.00056397,0.01089649,0.53513257,0.34248141,0.22176394
-5.61580790,0.77590913,0.05458870,0.00054144,0.01085630,0.52182824,0.32442879,0.22085209
-5.60980490,0.76020319,0.05321848,0.00052008,0.01096357,0.51156784,0.30951464,0.22203924
-5.60380190,0.74883117,0.05206224,0.00049975,0.01120553,0.50410438,0.29763015,0.22515990
-5.59779890,0.74136249,0.05108558,0.00048032,0.01156705,0.49916773,0.28864078,0.23001787
-5.59179590,0.73734371,0.05025476,0.00046167,0.01203107,0.49647328,0.28239130,0.23639086
-5.58579290,0.73631115,0.04953742,0.00044374,0.01257888,0.49573024,0.27871047,0.24403572
-5.57978989,0.73780279,0.04890329,0.00042647,0.01319054,0.49664933,0.27741517,0.25269415
-5.57378689,0.74136931,0.04832465,0.00040986,0.01384533,0.49894996,0.27831400,0.26209897
-5.56778389,0.74658450,0.04777678,0.00039394,0.01452216,0.50236691,0.28121041,0.27198073
-5.56178089,0.75305494,0.04723827,0.00037879,0.01520004,0.50665657,0.28590540,0.28207482
-5.55577789,0.76042922,0.04669118,0.00036453,0.01585860,0.51160269,0.29220001,0.29212876
-5.54977489,0.76840666,0.04612129,0.00035132,0.01647854,0.51702193,0.29989762,0.30190970
-5.54377189,0.77674543,0.04551821,0.00033935,0.01704212,0.52276888,0.30880631,0.31121174
-5.53776888,0.78527026,0.04487550,0.00032886,0.01753361,0.52874079,0.31874128,0.31986309
-5.53176588,0.79387926,0.04419078,0.00032011,0.01793970,0.53488173,0.32952747,0.32773256
-5.52576288,0.80254984,0.04346581,0.00031339,0.01824986,0.54118612,0.34100239,0.33473530
-5.51975988,0.81134333,0.04270657,0.00030900,0.01845659,0.54770140,0.35301915,0.34083741
-5.51375688,0.82040797,0.04192326,0.00030728,0.01855565,0.55452960,0.36544953,0.34605920
-5.50775388,0.82997983,0.04113032,0.00030856,0.01854610,0.56182758,0.37818703,0.35047681
-5.50175088,0.84038138,0.04034631,0.00031318,0.01843034,0.56980576,0.39114977,0.35422206
-5.49574787,0.85201732,0.03959379,0.00032149,0.01821396,0.57872505,0.40428285,0.35748035
-5.48974487,0.86536734,0.03889900,0.00033384,0.01790552,0.58889180,0.41756013,0.36048649
-5.48374187,0.88097582,0.03829153,0.00035057,0.01751622,0.60065083,0.43098521,0.36351858
-5.47773887,0.89943823,0.03780377,0.00037197,0.01705951,0.61437635,0.44459125,0.36688988
-5.47173587,0.92138446,0.03747031,0.00039836,0.01655056,0.63046094,0.45843970,0.37093899
-5.46573287,0.94745929,0.03732715,0.00042999,0.01600575,0.64930282,0.47261769,0.37601842
-5.45972986,0.97830038,0.03741082,0.00046708,0.01544208,0.67129157,0.48723417,0.38248206
-5.45372686,1.01451438,0.03775740,0.00050981,0.01487660,0.69679283,0.50241471,0.39067175
-5.44772386,1.05665184,0.03840143,0.00055829,0.01432580,0.72613230,0.51829530,0.40090352
-5.44172086,1.10518171,0.03937475,0.00061259,0.01380509,0.75957973,0.53501511,0.41345395
-5.43571786,1.16046634,0.04070537,0.00067266,0.01332830,0.79733333,0.55270871,0.42854710
-5.42971486,1.22273790,0.04241629,0.00073841,0.01290721,0.83950535,0.57149789,0.44634264
-5.42371186,1.29207728,0.04452437,0.00080966,0.01255125,0.88610938,0.59148356,0.46692553
-5.41770885,1.36839627,0.04703932,0.00088610,0.01226723,0.93704992,0.61273800,0.49029775
-5.41170585,1.45142405,0.04996282,0.00096735,0.01205917,0.99211489,0.63529789,0.51637268
-5.40570285,1.54069870,0.05328774,0.00105293,0.01192824,1.05097134,0.65915849,0.54497205
-5.39969985,1.63556429,0.05699766,0.00114224,0.01187283,1.11316496,0.68426908,0.57582618
-5.39369685,1.73517417,0.06106654,0.00123460,0.01188866,1.17812336,0.71053011,0.60857732
-5.38769385,1.83850056,0.06545873,0.00132922,0.01196904,1.24516344,0.73779202,0.64278617
-5.38169085,1.94435048,0.07012920,0.00142523,0.01210513,1.31350258,0.76585591,0.67794164
-5.37568784,2.05138774,0.07502409,0.00152169,0.01228638,1.38227369,0.79447600,0.71347338
-5.36968484,2.15816068,0.08008153,0.00161759,0.01250091,1.45054343,0.82336372,0.74876689
-5.36368184,2.26313455,0.08523276,0.00171188,0.01273595,1.51733339,0.85219341,0.78318070
-5.35767884,2.36472805,0.09040348,0.00180347,0.01297837,1.58164340,0.88060924,0.81606495
-5.35167584,2.46135246,0.09551540,0.00189127,0.01321513,1.64247631,0.90823323,0.84678081
-5.34567284,2.55145233,0.10048804,0.00197420,0.01343374,1.69886344,0.93467394,0.87472004
-5.33966983,2.63354634,0.10524056,0.00205121,0.01362269,1.74988973,0.95953570,0.89932383
-5.33366683,2.70626677,0.10969373,0.00212133,0.01377184,1.79471796,0.98242793,0.92010031
-5.32766383,2.76839646,0.11377185,0.00218364,0.01387275,1.83261097,1.00297439,0.93664001
-5.32166083,2.81890172,0.11740464,0.00223734,0.01391896,1.86295130,1.02082212,0.94862863
-5.31565783,2.85696021,0.12052902,0.00228175,0.01390611,1.88525754,1.03564984,0.95585671
-5.30965483,2.88198285,0.12309073,0.00231633,0.01383215,1.89919686,1.04717558,0.95822570
-5.30365183,2.89362898,0.12504562,0.00234068,0.01369728,1.90459329,1.05516354,0.95575030
-5.29764882,2.89181430,0.12636082,0.00235458,0.01350393,1.90143166,1.05943002,0.94855705
-5.29164582,2.87671150,0.12701552,0.00235798,0.01325665,1.88985693,1.05984821,0.93687907
-5.28564282,2.84874362,0.12700143,0.00235099,0.01296189,1.87016919,1.05635194,0.92104748
-5.27963982,2.80857040,0.12632293,0.00233390,0.01262778,1.84281441,1.04893819,0.90147956
-5.27363682,2.75706833,0.12499692,0.00230717,0.01226381,1.80837147,1.03766840,0.87866450
-5.26763382,2.69530509,0.12305227,0.00227141,0.01188051,1.76753575,1.02266837,0.85314703
-5.26163082,2.62450931,0.12052904,0.00222737,0.01148909,1.72110007,1.00412681,0.82550973
-5.25562781,2.54603678,0.11747745,0.00217593,0.01110108,1.66993338,0.98229253,0.79635477
-5.24962481,2.46133417,0.11395657,0.00211805,0.01072796,1.61495813,0.95747009,0.76628561
-5.24362181,2.37190152,0.11003285,0.00205480,0.01038084,1.55712686,0.93001404,0.73588938
-5.23761881,2.27925462,0.10577855,0.00198726,0.01007008,1.49739872,0.90032189,0.70572064
-5.23161581,2.18488840,0.10127007,0.00191658,0.00980508,1.43671665,0.86882567,0.67628694
-5.22561281,2.09024243,0.09658622,0.00184388,0.00959392,1.37598594,0.83598251,0.64803663
-5.21960980,1.99666954,0.09180656,0.00177024,0.00944326,1.31605452,0.80226432,0.62134928
-5.21360680,1.90540825,0.08700983,0.00169673,0.00935810,1.25769575,0.76814685,0.59652899
-5.20760380,1.81755981,0.08227238,0.00162431,0.00934170,1.20159399,0.73409862,0.57380056
-5.20160080,1.73407029,0.07766692,0.00155386,0.00939552,1.14833337,0.70056983,0.55330865
-5.19559780,1.65571812,0.07326132,0.00148614,0.00951921,1.09838987,0.66798191,0.53511968
-5.18959480,1.58310714,0.06911774,0.00142180,0.00971061,1.05212695,0.63671792,0.51922640
-5.18359180,1.51666515,0.06529186,0.00136138,0.00996589,1.00979469,0.60711420,0.50555468
-5.17758879,1.45664773,0.06183251,0.00130526,0.01027964,0.97153216,0.57945364,0.49397225
-5.17158579,1.40314686,0.05878144,0.00125370,0.01064501,0.93737306,0.55396075,0.48429886
-5.16558279,1.35610378,0.05617332,0.00120685,0.01105395,0.90725398,0.53079875,0.47631748
-5.15957979,1.31532540,0.05403596,0.00116474,0.01149739,0.88102507,0.51006874,0.46978593
-5.15357679,1.28050335,0.05239075,0.00112728,0.01196551,0.85846241,0.49181087,0.46444853
-5.14757379,1.25123485,0.05125317,0.00109430,0.01244796,0.83928166,0.47600753,0.46004728
-5.14157079,1.22704448,0.05063338,0.00106555,0.01293418,0.82315237,0.46258821,0.45633214
-5.13556778,1.20740588,0.05053691,0.00104073,0.01341359,0.80971228,0.45143577,0.45307002
-5.12956478,1.19176258,0.05096524,0.00101947,0.01387592,0.79858117,0.44239386,0.45005219
-5.12356178,1.17954723,0.05191637,0.00100137,0.01431142,0.78937376,0.43527500,0.44710004
-5.11755878,1.17019860,0.05338522,0.00098601,0.01471110,0.78171121,0.42986905,0.44406882
-5.11155578,1.16317590,0.05536388,0.00097295,0.01506689,0.77523093,0.42595148,0.44084964
-5.10555278,1.15797017,0.05784165,0.00096176,0.01537188,0.76959462,0.42329133,0.43736960
-5.09954977,1.15411256,0.06080489,0.00095199,0.01562037,0.76449427,0.42165840,0.43359034
-5.09354677,1.15117971,0.06423662,0.00094323,0.01580801,0.75965633,0.42082942,0.42950517
-5.08754377,1.14879634,0.06811592,0.00093506,0.01593184,0.75484406,0.42059314,0.42513508
-5.08154077,1.14663542,0.07241724,0.00092707,0.01599026,0.74985835,0.42075415,0.42052403
-5.07553777,1.14441647,0.07710954,0.00091891,0.01598302,0.74453718,0.42113555,0.41573370
-5.06953477,1.14190239,0.08215541,0.00091022,0.01591115,0.73875405,0.42158029,0.41083817
-5.06353177,1.13889535,0.08751030,0.00090067,0.01577679,0.73241575,0.42195168,0.40591868
-5.05752876,1.13523238,0.09312180,0.00088999,0.01558311,0.72545960,0.42213289,0.40105888
-5.05152576,1.13078099,0.09892925,0.00087791,0.01533414,0.71785062,0.42202592,0.39634062
-5.04552276,1.12543525,0.10486360,0.00086422,0.01503456,0.70957869,0.42155006,0.39184053
-5.03951976,1.11911276,0.11084775,0.00084875,0.01468956,0.70065586,0.42064032,0.38762740
-5.03351676,1.11175246,0.11679722,0.00083137,0.01430463,0.69111412,0.41924580,0.38376041
-5.02751376,1.10331369,0.12262146,0.00081200,0.01388545,0.68100341,0.41732836,0.38028827
-5.02151076,1.09377622,0.12822553,0.00079063,0.01343771,0.67039013,0.41486171,0.37724900
-5.01550775,1.08314146,0.13351232,0.00076730,0.01296701,0.65935598,0.41183098,0.37467050
-5.00950475,1.07143437,0.13838516,0.00074209,0.01247877,0.64799713,0.40823283,0.37257165
-5.00350175,1.05870622,0.14275073,0.00071517,0.01197819,0.63642376,0.40407622,0.37096386
-4.99749875,1.04503770,0.14652223,0.00068673,0.01147017,0.62475970,0.39938357,0.36985298
-4.99149575,1.03054227,0.14962257,0.00065704,0.01095941,0.61314233,0.39419244,0.36924144
-4.98549275,1.01536946,0.15198750,0.00062639,0.01045035,0.60172253,0.38855748,0.36913053
-4.97948974,0.99970782,0.15356853,0.00059514,0.00994726,0.59066470,0.38255247,0.36952277
-4.97348674,0.98378738,0.15433540,0.00056366,0.00945430,0.58014682,0.37627229,0.37042421
-4.96748374,0.96788128,0.15427812,0.00053235,0.00897558,0.57036034,0.36983474,0.37184666
-4.96148074,0.95230648,0.15340823,0.00050163,0.00851525,0.56151010,0.36338176,0.37380984
-4.95547774,0.93742327,0.15175946,0.00047191,0.00807753,0.55381394,0.35708016,0.37634317
-4.94947474,0.92363341,0.14938746,0.00044361,0.00766680,0.54750205,0.35112137,0.37948735
-4.94347174,0.91137681,0.14636883,0.00041713,0.00728759,0.54281594,0.34572042,0.38329550
-4.93746873,0.90112659,0.14279924,0.00039285,0.00694459,0.54000681,0.34111372,0.38783385
-4.93146573,0.89338233,0.13879086,0.00037114,0.00664264,0.53933332,0.33755574,0.39318180
-4.92546273,0.88866158,0.13446913,0.00035231,0.00638667,0.54105845,0.33531455,0.39943138
-4.91945973,0.88748959,0.12996892,0.00033665,0.00618158,0.54544556,0.33466615,0.40668589
-4.91345673,0.89038716,0.12543038,0.00032440,0.00603218,0.55275328,0.33588777,0.41505780
-4.90745373,0.89785702,0.12099446,0.00031575,0.00594297,0.56322953,0.33925021,0.42466582
-4.90145073,0.91036875,0.11679834,0.00031086,0.00591806,0.57710435,0.34500938,0.43563118
-4.89544772,0.92834271,0.11297100,0.00030982,0.00596090,0.59458194,0.35339736,0.44807315
-4.88944472,0.95213334,0.10962900,0.00031268,0.00607414,0.61583199,0.36461315,0.46210402
-4.88344172,0.98201250,0.10687258,0.00031940,0.00625944,0.64098057,0.37881360,0.47782361
-4.87743872,1.01815343,0.10478242,0.00032994,0.00651726,0.67010096,0.39610473,0.49531353
-4.87143572,1.06061608,0.10341690,0.00034415,0.00684667,0.70320498,0.41653397,0.51463158
-4.86543272,1.10933454,0.10281014,0.00036184,0.00724528,0.74023512,0.44008366,0.53580640
-4.85942971,1.16410750,0.10297089,0.00038276,0.00770909,0.78105821,0.46666620,0.55883274
-4.85342671,1.22459220,0.10388212,0.00040660,0.00823242,0.82546087,0.49612120,0.58366761
-4.84742371,1.29030281,0.10550159,0.00043298,0.00880794,0.87314750,0.52821508,0.61022762
-4.84142071,1.36061343,0.10776316,0.00046149,0.00942674,0.92374098,0.56264309,0.63838760
-4.83541771,1.43476635,0.11057891,0.00049164,0.01007840,0.97678633,0.59903412,0.66798071
-4.82941471,1.51188528,0.11384197,0.00052293,0.01075122,1.03175765,0.63695819,0.69880006
-4.82341171,1.59099367,0.11743005,0.00055480,0.01143244,1.08806808,0.67593658,0.73060190
-4.81740870,1.67103759,0.12120937,0.00058668,0.01210858,1.14508260,0.71545423,0.76311016
-4.81140570,1.75091239,0.12503906,0.00061800,0.01276575,1.20213345,0.75497428,0.79602229
-4.80540270,1.82949233,0.12877573,0.00064820,0.01339008,1.25853739,0.79395390,0.82901597
-4.79939970,1.90566203,0.13227820,0.00067671,0.01396813,1.31361426,0.83186119,0.86175667
-4.79339670,1.97834845,0.13541206,0.00070303,0.01448733,1.36670603,0.86819219,0.89390540
-4.78739370,2.04655203,0.13805396,0.00072672,0.01493637,1.41719559,0.90248739,0.92512664
-4.78139070,2.10937589,0.14009562,0.00074737,0.01530562,1.46452427,0.93434710,0.95509587
-4.77538769,2.16605142,0.14144713,0.00076470,0.01558748,1.50820755,0.96344476,0.98350656
-4.76938469,2.21595967,0.14203968,0.00077848,0.01577670,1.54784806,0.98953783,1.01007635
-4.76338169,2.25864713,0.14182749,0.00078861,0.01587055,1.58314541,1.01247553,1.03455224
-4.75737869,2.29383575,0.14078896,0.00079509,0.01586903,1.61390249,1.03220316,1.05671468
-4.75137569,2.32142648,0.13892687,0.00079801,0.01577487,1.64002784,1.04876276,1.07638054
-4.74537269,2.34149654,0.13626786,0.00079757,0.01559354,1.66153437,1.06228998,1.09340502
-4.73936968,2.35429060,0.13286104,0.00079408,0.01533306,1.67853425,1.07300735,1.10768257
-4.73336668,2.36020643,0.12877589,0.00078791,0.01500387,1.69123052,1.08121425,1.11914695
-4.72736368,2.35977587,0.12409956,0.00077952,0.01461844,1.69990587,1.08727387,1.12777062
-4.72136068,2.35364194,0.11893366,0.00076940,0.01419100,1.70490913,1.09159791,1.13356356
-4.71535768,2.34253346,0.11339076,0.00075810,0.01373704,1.70664011,1.09462952,1.13657179
-4.70935468,2.32723801,0.10759060,0.00074618,0.01327293,1.70553367,1.09682534,1.13687562
-4.70335168,2.30857472,0.10165635,0.00073418,0.01281542,1.70204349,1.09863728,1.13458779
-4.69734867,2.28736777,0.09571085,0.00072263,0.01238113,1.69662641,1.10049486,1.12985159
-4.69134567,2.26442166,0.08987315,0.00071201,0.01198615,1.68972795,1.10278887,1.12283892
-4.68534267,2.24049920,0.08425532,0.00070276,0.01164550,1.68176936,1.10585688,1.11374839
-4.67933967,2.21630276,0.07895967,0.00069523,0.01137281,1.67313686,1.10997130,1.10280329
-4.67333667,2.19245940,0.07407641,0.00068970,0.01117989,1.66417331,1.11533028,1.09024959
-4.66733367,2.16951003,0.06968182,0.00068634,0.01107643,1.65517240,1.12205196,1.07635366
-4.66133067,2.14790291,0.06583694,0.00068526,0.01106977,1.64637561,1.13017204,1.06139990
-4.65532766,2.12799123,0.06258667,0.00068646,0.01116467,1.63797183,1.13964487,1.04568800
-4.64932466,2.11003460,0.05995947,0.00068985,0.01136319,1.63009938,1.15034785,1.02952999
-4.64332166,2.09420415,0.05796740,0.00069524,0.01166467,1.62285042,1.16208890,1.01324693
-4.63731866,2.08059054,0.05660660,0.00070241,0.01206566,1.61627713,1.17461667,0.99716525
-4.63131566,2.06921447,0.05585813,0.00071103,0.01256008,1.61039948,1.18763302,0.98161280
-4.62531266,2.06003895,0.05568915,0.00072075,0.01313928,1.60521390,1.20080709,0.96691460
-4.61930965,2.05298257,0.05605428,0.00073117,0.01379229,1.60070250,1.21379043,0.95338828
-4.61330665,2.04793309,0.05689729,0.00074186,0.01450607,1.59684220,1.22623250,0.94133937
-4.60730365,2.04476075,0.05815296,0.00075241,0.01526583,1.59361324,1.23779579,0.93105627
-4.60130065,2.04333042,0.05974902,0.00076240,0.01605538,1.59100666,1.24816999,0.92280529
-4.59529765,2.04351219,0.06160832,0.00077143,0.01685759,1.58903016,1.25708453,0.91682541
-4.58929465,2.04518994,0.06365100,0.00077914,0.01765477,1.58771213,1.26431903,0.91332322
-4.58329165,2.04826740,0.06579677,0.00078522,0.01842922,1.58710354,1.26971117,0.91246790
-4.57728864,2.05267163,0.06796712,0.00078941,0.01916366,1.58727752,1.27316176,0.91438640
-4.57128564,2.05835379,0.07008755,0.00079152,0.01984174,1.58832677,1.27463678,0.91915907
-4.56528264,2.06528742,0.07208969,0.00079140,0.02044851,1.59035881,1.27416651,0.92681572
-4.55927964,2.07346433,0.07391324,0.00078901,0.02097083,1.59348944,1.27184174,0.93733243
-4.55327664,2.08288871,0.07550775,0.00078435,0.02139776,1.59783484,1.26780742,0.95062931
-4.54727364,2.09356975,0.07683414,0.00077751,0.02172091,1.60350277,1.26225426,0.96656926
-4.54127064,2.10551362,0.07786583,0.00076863,0.02193463,1.61058343,1.25540850,0.98495817
-4.53526763,2.11871520,0.07858965,0.00075792,0.02203620,1.61914069,1.24752077,1.00554646
-4.52926463,2.13315048,0.07900622,0.00074564,0.02202587,1.62920419,1.23885434,1.02803238
-4.52326163,2.14876997,0.07913000,0.00073210,0.02190679,1.64076296,1.22967360,1.05206689
-4.51725863,2.16549388,0.07898886,0.00071765,0.02168492,1.65376096,1.22023325,1.07726034
-4.51125563,2.18320932,0.07862321,0.00070267,0.02136875,1.66809499,1.21076873,1.10319071
-4.50525263,2.20176997,0.07808474,0.00068755,0.02096898,1.68361515,1.20148835,1.12941346
-4.49924962,2.22099810,0.07743480,0.00067270,0.02049815,1.70012791,1.19256752,1.15547254
-4.49324662,2.24068911,0.07674234,0.00065850,0.01997016,1.71740175,1.18414509,1.18091232
-4.48724362,2.26061814,0.07608172,0.00064535,0.01939982,1.73517506,1.17632211,1.20529016
-4.48124062,2.28054852,0.07553017,0.00063362,0.01880234,1.75316590,1.16916278,1.22818888
-4.47523762,2.30024143,0.07516526,0.00062362,0.01819283,1.77108312,1.16269741,1.24922895
-4.46923462,2.31946618,0.07506218,0.00061565,0.01758583,1.78863820,1.15692718,1.26807959
-4.46323162,2.33801035,0.07529117,0.00060995,0.01699489,1.80555714,1.15183026,1.28446855
-4.45722861,2.35568923,0.07591504,0.00060669,0.01643220,1.82159172,1.14736868,1.29818990
-4.45122561,2.37235370,0.07698683,0.00060600,0.01590826,1.83652938,1.14349575,1.30910963
-4.44522261,2.38789611,0.07854780,0.00060791,0.01543166,1.85020134,1.14016319,1.31716855
-4.43921961,2.40225364,0.08062575,0.00061242,0.01500894,1.86248824,1.13732773,1.32238256
-4.43321661,2.41540881,0.08323364,0.00061943,0.01464447,1.87332310,1.13495665,1.32484007
-4.42721361,2.42738704,0.08636875,0.00062876,0.01434048,1.88269142,1.13303191,1.32469668
-4.42121061,2.43825130,0.09001217,0.00064019,0.01409710,1.89062837,1.13155263,1.32216737
-4.41520760,2.44809419,0.09412887,0.00065340,0.01391248,1.89721322,1.13053583,1.31751649
-4.40920460,2.45702773,0.09866813,0.00066804,0.01378300,1.90256142,1.13001538,1.31104610
-4.40320160,2.46517165,0.10356453,0.00068368,0.01370343,1.90681471,1.13003922,1.30308296
-4.39719860,2.47264072,0.10873930,0.00069988,0.01366719,1.91012994,1.13066515,1.29396502
-4.39119560,2.47953198,0.11410216,0.00071613,0.01366663,1.91266708,1.13195544,1.28402782
-4.38519260,2.48591262,0.11955338,0.00073193,0.01369330,1.91457736,1.13397054,1.27359141
-4.37918959,2.49180932,0.12498634,0.00074677,0.01373819,1.91599188,1.13676249,1.26294850
-4.37318659,2.49719960,0.13029011,0.00076014,0.01379203,1.91701164,1.14036822,1.25235404
-4.36718359,2.50200582,0.13535235,0.00077156,0.01384558,1.91769917,1.14480329,1.24201689
-4.36118059,2.50609212,0.14006222,0.00078058,0.01388978,1.91807240,1.15005628,1.23209366
-4.35517759,2.50926446,0.14431328,0.00078681,0.01391609,1.91810086,1.15608435,1.22268491
-4.34917459,2.51127375,0.14800628,0.00078992,0.01391660,1.91770431,1.16280982,1.21383377
-4.34317159,2.51182193,0.15105182,0.00078965,0.01388427,1.91675389,1.17011835,1.20552682
-4.33716858,2.51057038,0.15337266,0.00078580,0.01381301,1.91507537,1.17785832,1.19769707
-4.33116558,2.50715046,0.15490576,0.00077827,0.01369790,1.91245432,1.18584180,1.19022866
-4.32516258,2.50117532,0.15560388,0.00076705,0.01353517,1.90864292,1.19384673,1.18296312
-4.31915958,2.49225247,0.15543669,0.00075220,0.01332233,1.90336779,1.20162034,1.17570661
-4.31315658,2.47999644,0.15439147,0.00073387,0.01305817,1.89633854,1.20888359,1.16823788
-4.30715358,2.46404098,0.15247318,0.00071226,0.01274276,1.88725671,1.21533658,1.16031659
