energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.90395198,1.48567429,0.00322092,0.20467537,0.84724554,0.48281764,0.01491450,0.70553858,0.26886900,0.10327700
-5.89794897,1.52264852,0.00326621,0.20214600,0.84676480,0.48742575,0.01580769,0.73454794,0.28266478,0.10896678
-5.89194597,1.56760160,0.00338048,0.19969617,0.84809250,0.49332421,0.01673751,0.76912701,0.29869843,0.11560309
-5.88594297,1.62026195,0.00356996,0.19734193,0.85132103,0.50047868,0.01769058,0.80907255,0.31692655,0.12314747
-5.87993997,1.68016754,0.00384057,0.19510073,0.85651136,0.50882407,0.01865181,0.85404560,0.33725143,0.13154008
-5.87393697,1.74666925,0.00419783,0.19299044,0.86368832,0.51826354,0.01960479,0.90357493,0.35952037,0.14070068
-5.86793397,1.81893837,0.00464680,0.19102803,0.87283558,0.52866802,0.02053215,0.95706392,0.38352652,0.15053006
-5.86193097,1.89597861,0.00519193,0.18922798,0.88389082,0.53987630,0.02141605,1.01380094,0.40901136,0.16091198
-5.85592796,1.97664288,0.00583694,0.18760054,0.89674172,0.55169602,0.02223862,1.07297326,0.43566887,0.17171563
-5.84992496,2.05965510,0.00658459,0.18615007,0.91122319,0.56390571,0.02298257,1.13368442,0.46315162,0.18279838
-5.84392196,2.14363676,0.00743652,0.18487357,0.92711645,0.57625814,0.02363164,1.19497472,0.49107849,0.19400901
-5.83791896,2.22713817,0.00839305,0.18375947,0.94415027,0.58848489,0.02417117,1.25584457,0.51904416,0.20519112
-5.83191596,2.30867358,0.00945296,0.18278696,0.96200461,0.60030237,0.02458853,1.31527995,0.54662994,0.21618671
-5.82591296,2.38675941,0.01061330,0.18192569,0.98031685,0.61141889,0.02487363,1.37227954,0.57341575,0.22683992
-5.81990995,2.45995443,0.01186921,0.18113615,0.99869048,0.62154295,0.02501916,1.42588236,0.59899281,0.23700065
-5.81390695,2.52690054,0.01321381,0.18037053,1.01670589,0.63039203,0.02502095,1.47519521,0.62297657,0.24652809
-5.80790395,2.58636260,0.01463810,0.17957414,1.03393309,0.63770200,0.02487807,1.51941885,0.64501937,0.25529399
-5.80190095,2.63726577,0.01613097,0.17868723,1.04994558,0.64323626,0.02459289,1.55787175,0.66482223,0.26318561
-5.79589795,2.67872867,0.01767924,0.17764724,1.06433475,0.64679458,0.02417104,1.59001062,0.68214530,0.27010821
-5.78989495,2.71009100,0.01926781,0.17639121,1.07672426,0.64822090,0.02362121,1.61544661,0.69681627,0.27598708
-5.78389195,2.73093412,0.02087988,0.17485833,1.08678342,0.64740981,0.02295485,1.63395656,0.70873653,0.28076895
-5.77788894,2.74109365,0.02249730,0.17299246,1.09423901,0.64431135,0.02218588,1.64548864,0.71788450,0.28442282
-5.77188594,2.74066334,0.02410090,0.17074447,1.09888493,0.63893378,0.02133017,1.65016201,0.72431589,0.28694025
-5.76588294,2.72998979,0.02567098,0.16807431,1.10058904,0.63134422,0.02040510,1.64826048,0.72816097,0.28833488
-5.75987994,2.70965816,0.02718779,0.16495268,1.09929694,0.62166696,0.01942902,1.64022019,0.72961862,0.28864151
-5.75387694,2.68046930,0.02863208,0.16136224,1.09503243,0.61007958,0.01842071,1.62661184,0.72894755,0.28791450
-5.74787394,2.64340910,0.02998563,0.15729837,1.08789459,0.59680701,0.01739884,1.60811811,0.72645488,0.28622576
-5.74187094,2.59961140,0.03123177,0.15276933,1.07805172,0.58211366,0.01638152,1.58550716,0.72248270,0.28366221
-5.73586793,2.55031587,0.03235583,0.14779594,1.06573242,0.56629413,0.01538578,1.55960327,0.71739304,0.28032295
-5.72986493,2.49682266,0.03334562,0.14241079,1.05121425,0.54966277,0.01442721,1.53125587,0.71155207,0.27631613
-5.72386193,2.44044569,0.03419169,0.13665699,1.03481065,0.53254261,0.01351963,1.50130819,0.70531413,0.27175565
-5.71785893,2.38246656,0.03488758,0.13058666,1.01685667,0.51525410,0.01267481,1.47056693,0.69900643,0.26675777
-5.71185593,2.32409083,0.03542996,0.12425903,0.99769443,0.49810425,0.01190229,1.43977407,0.69291512,0.26143774
-5.70585293,2.26640876,0.03581862,0.11773852,0.97765889,0.48137636,0.01120929,1.40958217,0.68727332,0.25590658
-5.69984992,2.21036167,0.03605634,0.11109268,0.95706471,0.46532116,0.01060065,1.38053390,0.68225180,0.25026808
-5.69384692,2.15671561,0.03614872,0.10439017,0.93619486,0.45014926,0.01007886,1.35304691,0.67795269,0.24461610
-5.68784392,2.10604295,0.03610386,0.09769887,0.91529142,0.43602558,0.00964417,1.32740426,0.67440644,0.23903226
-5.68184092,2.05871278,0.03593202,0.09108419,0.89454914,0.42306563,0.00929468,1.30375098,0.67157230,0.23358423
-5.67583792,2.01489001,0.03564518,0.08460758,0.87411181,0.41133393,0.00902659,1.28209661,0.66934223,0.22832436
-5.66983492,1.97454321,0.03525662,0.07832543,0.85407169,0.40084449,0.00883433,1.26232352,0.66754790,0.22328912
-5.66383192,1.93746042,0.03478053,0.07228813,0.83447185,0.39156329,0.00871089,1.24420043,0.66597063,0.21849898
-5.65782891,1.90327207,0.03423155,0.06653957,0.81531114,0.38341249,0.00864800,1.22740048,0.66435356,0.21395896
-5.65182591,1.87147971,0.03362444,0.06111690,0.79655149,0.37627630,0.00863647,1.21152278,0.66241550,0.20965981
-5.64582291,1.84148911,0.03297380,0.05605050,0.77812701,0.37000797,0.00866644,1.19611644,0.65986578,0.20557961
-5.63981991,1.81264604,0.03229376,0.05136429,0.75995421,0.36443786,0.00872766,1.18070587,0.65641931,0.20168596
-5.63381691,1.78427304,0.03159787,0.04707616,0.74194285,0.35938183,0.00880977,1.16481612,0.65181114,0.19793843
-5.62781391,1.75570542,0.03089896,0.04319850,0.72400658,0.35464995,0.00890258,1.14799711,0.64580974,0.19429131
-5.62181091,1.72632487,0.03020906,0.03973893,0.70607290,0.35005492,0.00899630,1.12984564,0.63822844,0.19069648
-5.61580790,1.69558919,0.02953942,0.03670089,0.68809169,0.34541988,0.00908178,1.11002424,0.62893454,0.18710624
-5.60980490,1.66305695,0.02890045,0.03408437,0.67004198,0.34058543,0.00915071,1.08827603,0.61785551,0.18347604
-5.60380190,1.62840604,0.02830177,0.03188646,0.65193646,0.33541548,0.00919580,1.06443523,0.60498232,0.17976694
-5.59779890,1.59144556,0.02775219,0.03010189,0.63382360,0.32980174,0.00921093,1.03843270,0.59036955,0.17594760
-5.59179590,1.55212079,0.02725969,0.02872338,0.61578726,0.32366688,0.00919125,1.01029671,0.57413255,0.17199595
-5.58579290,1.51051120,0.02683130,0.02774201,0.59794394,0.31696607,0.00913325,0.98014907,0.55644188,0.16790015
-5.57978989,1.46682214,0.02647309,0.02714732,0.58043782,0.30968716,0.00903477,0.94819684,0.53751518,0.16365910
-5.57378689,1.42137077,0.02618991,0.02692749,0.56343401,0.30184944,0.00889504,0.91472055,0.51760733,0.15928226
-5.56778389,1.37456732,0.02598528,0.02706933,0.54711061,0.29350122,0.00871457,0.88005930,0.49699908,0.15478901
-5.56178089,1.32689286,0.02586117,0.02755838,0.53164991,0.28471635,0.00849510,0.84459399,0.47598504,0.15020740
-5.55577789,1.27887497,0.02581775,0.02837890,0.51722961,0.27559004,0.00823946,0.80872935,0.45486149,0.14557254
-5.54977489,1.23106266,0.02585319,0.02951411,0.50401458,0.26623418,0.00795147,0.77287579,0.43391471,0.14092463
-5.54377189,1.18400198,0.02596351,0.03094642,0.49214980,0.25677248,0.00763573,0.73743206,0.41341030,0.13630683
-5.53776888,1.13821355,0.02614241,0.03265789,0.48175498,0.24733572,0.00729745,0.70276942,0.39358407,0.13176296
-5.53176588,1.09417328,0.02638125,0.03463092,0.47292147,0.23805731,0.00694230,0.66921812,0.37463472,0.12733533
-5.52576288,1.05229704,0.02666906,0.03684912,0.46571163,0.22906958,0.00657618,0.63705667,0.35671878,0.12306275
-5.51975988,1.01293016,0.02699269,0.03929849,0.46016099,0.22050071,0.00620511,0.60650434,0.33994771,0.11897871
-5.51375688,0.97634195,0.02733708,0.04196882,0.45628316,0.21247274,0.00583501,0.57771700,0.32438738,0.11511001
-5.50775388,0.94272553,0.02768557,0.04485528,0.45407732,0.20510045,0.00547160,0.55078643,0.31005972,0.11147582
-5.50175088,0.91220254,0.02802038,0.04796022,0.45353810,0.19849141,0.00512026,0.52574274,0.29694629,0.10808713
-5.49574787,0.88483250,0.02832318,0.05129510,0.45466726,0.19274680,0.00478597,0.50255984,0.28499366,0.10494675
-5.48974487,0.86062587,0.02857564,0.05488234,0.45748662,0.18796328,0.00447324,0.48116321,0.27411997,0.10204973
-5.48374187,0.83955999,0.02876009,0.05875724,0.46205144,0.18423529,0.00418603,0.46143968,0.26422245,0.09938416
-5.47773887,0.82159683,0.02886022,0.06296955,0.46846355,0.18165798,0.00392780,0.44324838,0.25518545,0.09693242
-5.47173587,0.80670125,0.02886165,0.06758481,0.47688324,0.18033016,0.00370148,0.42643240,0.24688840,0.09467259
-5.46573287,0.79485874,0.02875252,0.07268517,0.48753905,0.18035716,0.00350948,0.41083039,0.23921347,0.09258011
-5.45972986,0.78609137,0.02852398,0.07836965,0.50073465,0.18185333,0.00335375,0.39628758,0.23205244,0.09062951
-5.45372686,0.78047089,0.02817058,0.08475357,0.51685201,0.18494371,0.00323579,0.38266570,0.22531259,0.08879613
-5.44772386,0.77812814,0.02769050,0.09196728,0.53635015,0.18976483,0.00315673,0.36985123,0.21892116,0.08705774
-5.44172086,0.77925800,0.02708568,0.10015382,0.55975911,0.19646428,0.00311730,0.35776197,0.21282859,0.08539600
-5.43571786,0.78411944,0.02636172,0.10946570,0.58766871,0.20519888,0.00311791,0.34635135,0.20701005,0.08379767
-5.42971486,0.79303047,0.02552778,0.12006060,0.62071209,0.21613149,0.00315867,0.33561075,0.20146565,0.08225554
-5.42371186,0.80635804,0.02459619,0.13209620,0.65954427,0.22942628,0.00323937,0.32556960,0.19621915,0.08076905
-5.41770885,0.82450328,0.02358204,0.14572403,0.70481612,0.24524264,0.00335947,0.31629364,0.19131552,0.07934460
-5.41170585,0.84788269,0.02250265,0.16108272,0.75714452,0.26372783,0.00351816,0.30788140,0.18681745,0.07799550
-5.40570285,0.87690601,0.02137695,0.17829059,0.81707967,0.28500873,0.00371425,0.30045929,0.18280108,0.07674168
-5.39969985,0.91195208,0.02022487,0.19743814,0.88507088,0.30918286,0.00394621,0.29417570,0.17935128,0.07560910
-5.39369685,0.95334360,0.01906667,0.21858044,0.96143208,0.33630926,0.00421213,0.28919438,0.17655673,0.07462900
-5.38769385,1.00132226,0.01792230,0.24173002,1.04630890,0.36639949,0.00450972,0.28568757,0.17450506,0.07383692
-5.38169085,1.05602560,0.01681088,0.26685047,1.13964876,0.39940953,0.00483629,0.28382916,0.17327832,0.07327167
-5.37568784,1.11746675,0.01575008,0.29385121,1.24117578,0.43523276,0.00518877,0.28378833,0.17294907,0.07297426
-5.36968484,1.18551842,0.01475577,0.32258378,1.35037205,0.47369482,0.00556372,0.28572372,0.17357707,0.07298673
-5.36368184,1.25990210,0.01384165,0.35284001,1.46646673,0.51455058,0.00595744,0.28977856,0.17520696,0.07335120
-5.35767884,1.34018326,0.01301900,0.38435222,1.58843418,0.55748374,0.00636598,0.29607674,0.17786677,0.07410885
-5.35167584,1.42577323,0.01229653,0.41679593,1.71500184,0.60210927,0.00678527,0.30471987,0.18156743,0.07529908
-5.34567284,1.51593782,0.01168037,0.44979481,1.84466849,0.64797882,0.00721125,0.31578546,0.18630310,0.07695884
-5.33966983,1.60981275,0.01117407,0.48292826,1.97573268,0.69458917,0.00764002,0.32932600,0.19205237,0.07912201
-5.33366683,1.70642531,0.01077870,0.51574112,2.10633087,0.74139354,0.00806799,0.34536889,0.19878018,0.08181903
-5.32766383,1.80472155,0.01049305,0.54775559,2.23448421,0.78781537,0.00849204,0.36391713,0.20644017,0.08507657
-5.32166083,1.90359792,0.01031382,0.57848465,2.35815250,0.83326426,0.00890975,0.38495046,0.21497746,0.08891734
-5.31565783,2.00193594,0.01023585,0.60744685,2.47529326,0.87715337,0.00931952,0.40842691,0.22433160,0.09336006
-5.30965483,2.09863845,0.01025238,0.63418150,2.58392375,0.91891753,0.00972076,0.43428458,0.23443950,0.09841935
-5.30365183,2.19266577,0.01035531,0.65826402,2.68218321,0.95803147,0.01011399,0.46244342,0.24523817,0.10410578
-5.29764882,2.28307014,0.01053540,0.67932039,2.76839290,0.99402709,0.01050100,0.49280701,0.25666714,0.11042590
-5.29164582,2.36902670,0.01078256,0.69704035,2.84111110,1.02650917,0.01088487,0.52526418,0.26867046,0.11738220
-5.28564282,2.44985973,0.01108603,0.71118850,2.89918082,1.05516876,0.01126999,0.55969052,0.28119818,0.12497307
-5.27963982,2.52506283,0.01143455,0.72161287,2.94176784,1.07979342,0.01166200,0.59594972,0.29420721,0.13319276
-5.27363682,2.59431213,0.01181660,0.72825051,2.96838771,1.10027402,0.01206772,0.63389476,0.30766167,0.14203116
-5.26763382,2.65747202,0.01222048,0.73112971,2.97892027,1.11660765,0.01249494,0.67336910,0.32153268,0.15147364
-5.26163082,2.71459320,0.01263452,0.73036892,2.97361123,1.12889647,0.01295221,0.71420784,0.33579763,0.16150079
-5.25562781,2.76590327,0.01304718,0.72617220,2.95306100,1.13734267,0.01344853,0.75623903,0.35043916,0.17208807
-5.24962481,2.81179043,0.01344723,0.71882148,2.91820132,1.14223963,0.01399301,0.79928503,0.36544382,0.18320557
-5.24362181,2.85278128,0.01382384,0.70866615,2.87026105,1.14395987,0.01459448,0.84316417,0.38080055,0.19481763
-5.23761881,2.88951395,0.01416676,0.69611020,2.81072295,1.14294027,0.01526107,0.88769259,0.39649919,0.20688258
-5.23161581,2.92270780,0.01446647,0.68159783,2.74127353,1.13966535,0.01599976,0.93268625,0.41252914,0.21935252
-5.22561281,2.95313154,0.01471431,0.66559806,2.66374844,1.13464939,0.01681592,0.97796315,0.42887810,0.23217320
-5.21960980,2.98157095,0.01490263,0.64858905,2.58007606,1.12841819,0.01771291,1.02334555,0.44553123,0.24528397
-5.21360680,3.00879808,0.01502494,0.63104299,2.49222143,1.12149134,0.01869170,1.06866223,0.46247058,0.25861795
-5.20760380,3.03554304,0.01507608,0.61341213,2.40213331,1.11436579,0.01975052,1.11375049,0.47967493,0.27210233
-5.20160080,3.06246967,0.01505226,0.59611653,2.31169593,1.10750127,0.02088461,1.15845793,0.49712001,0.28565884
-5.19559780,3.09015592,0.01495121,0.57953404,2.22268734,1.10130826,0.02208610,1.20264378,0.51477904,0.29920447
-5.18959480,3.11907961,0.01477222,0.56399283,2.13674536,1.09613878,0.02334390,1.24617970,0.53262351,0.31265233
-5.18359180,3.14960976,0.01451613,0.54976663,2.05534177,1.09228031,0.02464385,1.28895000,0.55062426,0.32591281
-5.17758879,3.18200352,0.01418536,0.53707262,1.97976494,1.08995278,0.02596886,1.33085122,0.56875249,0.33889479
-5.17158579,3.21640831,0.01378380,0.52607202,1.91111048,1.08930860,0.02729926,1.37179104,0.58698086,0.35150715
-5.16558279,3.25286851,0.01331671,0.51687284,1.85027924,1.09043546,0.02861326,1.41168662,0.60528436,0.36366028
-5.15957979,3.29133601,0.01279057,0.50953461,1.79798149,1.09336146,0.02988749,1.45046249,0.62364099,0.37526780
-5.15357679,3.33168342,0.01221289,0.50407452,1.75474606,1.09806202,0.03109765,1.48804794,0.64203199,0.38624818
-5.14757379,3.37371906,0.01159199,0.50047442,1.72093289,1.10446817,0.03221929,1.52437428,0.66044174,0.39652643
-5.14157079,3.41720244,0.01093676,0.49868822,1.69674773,1.11247552,0.03322848,1.55937196,0.67885710,0.40603564
-5.13556778,3.46185925,0.01025642,0.49864910,1.68225731,1.12195325,0.03410267,1.59296779,0.69726623,0.41471831
-5.12956478,3.50739493,0.00956025,0.50027605,1.67740410,1.13275278,0.03482143,1.62508245,0.71565705,0.42252756
-5.12356178,3.55350592,0.00885736,0.50347952,1.68201949,1.14471549,0.03536712,1.65562834,0.73401509,0.42942790
-5.11755878,3.59988805,0.00815646,0.50816559,1.69583476,1.15767911,0.03572555,1.68450798,0.75232119,0.43539579
-5.11155578,3.64624186,0.00746568,0.51423886,1.71848951,1.17148269,0.03588647,1.71161309,0.77054886,0.44041969
-5.10555278,3.69227449,0.00679236,0.52160371,1.74953750,1.18596976,0.03584393,1.73682428,0.78866160,0.44449984
-5.09954977,3.73769866,0.00614297,0.53016421,1.78845017,1.20098988,0.03559648,1.76001155,0.80661044,0.44764755
-5.09354677,3.78222894,0.00552300,0.53982280,1.83461833,1.21639865,0.03514724,1.78103551,0.82433163,0.44988415
-5.08754377,3.82557604,0.00493691,0.55047800,1.88735278,1.23205632,0.03450378,1.79974935,0.84174497,0.45123969
-5.08154077,3.86743996,0.00438812,0.56202149,1.94588477,1.24782542,0.03367777,1.81600157,0.85875272,0.45175133
-5.07553777,3.90750292,0.00387904,0.57433514,2.00936708,1.26356779,0.03268465,1.82963926,0.87523939,0.45146155
-5.06953477,3.94542302,0.00341111,0.58728803,2.07687680,1.27914132,0.03154299,1.84051206,0.89107247,0.45041640
-5.06353177,3.98082956,0.00298491,0.60073425,2.14742050,1.29439701,0.03027385,1.84847652,0.90610422,0.44866369
-5.05752876,4.01332089,0.00260022,0.61451152,2.21994248,1.30917661,0.02890011,1.85340089,0.92017448,0.44625136
-5.05152576,4.04246546,0.00225617,0.62844105,2.29333652,1.32331125,0.02744561,1.85517010,0.93311461,0.44322610
-5.04552276,4.06780645,0.00195132,0.64232878,2.36646131,1.33662132,0.02593452,1.85369084,0.94475231,0.43963227
-5.03951976,4.08887019,0.00168382,0.65596806,2.43815938,1.34891777,0.02439049,1.84889660,0.95491730,0.43551116
-5.03351676,4.10517832,0.00145148,0.66914372,2.50727926,1.36000492,0.02283609,1.84075244,0.96344754,0.43090067
-5.02751376,4.11626320,0.00125192,0.68163744,2.57270003,1.36968465,0.02129218,1.82925932,0.97019585,0.42583541
-5.02151076,4.12168590,0.00108264,0.69323415,2.63335747,1.37776186,0.01977749,1.81445788,0.97503656,0.42034713
-5.01550775,4.12105591,0.00094109,0.70372904,2.68827068,1.38405089,0.01830824,1.79643136,0.97787191,0.41446552
-5.00950475,4.11405153,0.00082479,0.71293493,2.73656803,1.38838258,0.01689794,1.77530760,0.97863783,0.40821928
-5.00350175,4.10043958,0.00073134,0.72068951,2.77751102,1.39061148,0.01555728,1.75125997,0.97730885,0.40163729
-4.99749875,4.08009342,0.00065847,0.72686196,2.81051504,1.39062289,0.01429420,1.72450703,0.97390179,0.39474997
-4.99149575,4.05300796,0.00060405,0.73135860,2.83516586,1.38833910,0.01311397,1.69531095,0.96847808,0.38759052
-4.98549275,4.01931075,0.00056618,0.73412723,2.85123085,1.38372460,0.01201943,1.66397470,0.96114437,0.38019608
-4.97948974,3.97926827,0.00054308,0.73515973,2.85866439,1.37678985,0.01101126,1.63083788,0.95205154,0.37260869
-4.97348674,3.93328689,0.00053319,0.73449297,2.85760703,1.36759330,0.01008836,1.59627154,0.94139188,0.36487601
-4.96748374,3.88190833,0.00053512,0.73220760,2.84837834,1.35624156,0.00924814,1.56067190,0.92939465,0.35705163
-4.96148074,3.82579954,0.00054762,0.72842510,2.83146374,1.34288766,0.00848695,1.52445338,0.91632008,0.34919514
-4.95547774,3.76573758,0.00056962,0.72330301,2.80749584,1.32772751,0.00780039,1.48804100,0.90245209,0.34137180
-4.94947474,3.70259005,0.00060017,0.71702856,2.77723115,1.31099463,0.00718369,1.45186261,0.88808999,0.33365185
-4.94347174,3.63729202,0.00063847,0.70981123,2.74152333,1.29295356,0.00663193,1.41634104,0.87353958,0.32610965
-4.93746873,3.57082064,0.00068382,0.70187438,2.70129401,1.27389218,0.00614035,1.38188653,0.85910388,0.31882238
-4.93146573,3.50416833,0.00073567,0.69344659,2.65750262,1.25411336,0.00570449,1.34888964,0.84507409,0.31186877
-4.92546273,3.43831614,0.00079360,0.68475302,2.61111653,1.23392635,0.00532033,1.31771491,0.83172097,0.30532748
-4.91945973,3.37420796,0.00085730,0.67600727,2.56308268,1.21363825,0.00498443,1.28869526,0.81928722,0.29927558
-4.91345673,3.31272692,0.00092664,0.66740414,2.51430180,1.19354595,0.00469386,1.26212727,0.80798086,0.29378687
-4.90745373,3.25467448,0.00100165,0.65911352,2.46560606,1.17392877,0.00444628,1.23826741,0.79797014,0.28893030
-4.90145073,3.20075292,0.00108253,0.65127575,2.41774091,1.15504206,0.00423986,1.21732907,0.78937998,0.28476832
-4.89544772,3.15155148,0.00116973,0.64399852,2.37135124,1.13711182,0.00407317,1.19948028,0.78229003,0.28135537
-4.88944472,3.10753621,0.00126388,0.63735536,2.32697225,1.12033051,0.00394515,1.18484201,0.77673436,0.27873636
-4.88344172,3.06904341,0.00136587,0.63138566,2.28502462,1.10485391,0.00385495,1.17348699,0.77270267,0.27694527
-4.87743872,3.03627629,0.00147684,0.62609615,2.24581380,1.09079899,0.00380184,1.16543866,0.77014289,0.27600377
-4.87143572,3.00930461,0.00159819,0.62146348,2.20953277,1.07824277,0.00378507,1.16067042,0.76896489,0.27591990
-4.86543272,2.98806666,0.00173151,0.61743786,2.17626773,1.06722196,0.00380381,1.15910490,0.76904512,0.27668695
-4.85942971,2.97237333,0.00187865,0.61394726,2.14600602,1.05773330,0.00385702,1.16061342,0.77023188,0.27828240
-4.85342671,2.96191380,0.00204158,0.61090208,2.11864546,1.04973451,0.00394341,1.16501553,0.77235095,0.28066704
-4.84742371,2.95626269,0.00222240,0.60819991,2.09400477,1.04314585,0.00406135,1.17207900,0.77521135,0.28378442
-4.84142071,2.95488859,0.00242322,0.60573014,2.07183427,1.03785218,0.00420888,1.18152031,0.77861102,0.28756054
-4.83541771,2.95716388,0.00264612,0.60337831,2.05182663,1.03370566,0.00438366,1.19300600,0.78234225,0.29190406
-4.82941471,2.96237611,0.00289298,0.60103003,2.03362734,1.03052903,0.00458302,1.20615512,0.78619674,0.29670689
-4.82341171,2.96974104,0.00316540,0.59857432,2.01684490,1.02811969,0.00480401,1.22054306,0.78997020,0.30184546
-4.81740870,2.97841764,0.00346458,0.59590648,2.00106044,1.02625453,0.00504340,1.23570709,0.79346650,0.30718253
-4.81140570,2.98752508,0.00379120,0.59293033,1.98583713,1.02469556,0.00529785,1.25115365,0.79650129,0.31256969
-4.80540270,2.99616198,0.00414528,0.58956003,1.97072929,1.02319649,0.00556392,1.26636755,0.79890523,0.31785052
-4.79939970,3.00342761,0.00452607,0.58572142,1.95529142,1.02150996,0.00583825,1.28082297,0.80052670,0.32286433
-4.79339670,3.00844489,0.00493198,0.58135300,1.93908717,1.01939553,0.00611764,1.29399609,0.80123419,0.32745042
-4.78739370,3.01038468,0.00536052,0.57640668,1.92169837,1.01662805,0.00639917,1.30537904,0.80091828,0.33145272
-4.78139070,3.00849049,0.00580823,0.57084817,1.90273406,1.01300619,0.00668032,1.31449455,0.79949319,0.33472464
-4.77538769,3.00210292,0.00627069,0.56465730,1.88183938,1.00836082,0.00695907,1.32091092,0.79689803,0.33713401
-4.76938469,2.99068263,0.00674259,0.55782805,1.85870423,1.00256268,0.00723397,1.32425650,0.79309749,0.33856771
-4.76338169,2.97383074,0.00721778,0.55036844,1.83307131,0.99552922,0.00750422,1.32423298,0.78808214,0.33893599
-4.75737869,2.95130557,0.00768938,0.54230019,1.80474334,0.98722987,0.00776969,1.32062685,0.78186815,0.33817612
-4.75137569,2.92303467,0.00814997,0.53365817,1.77358908,0.97768964,0.00803093,1.31331838,0.77449636,0.33625517
-4.74537269,2.88912128,0.00859179,0.52448954,1.73954781,0.96699066,0.00828912,1.30228743,0.76603076,0.33317188
-4.73936968,2.84984455,0.00900691,0.51485258,1.70263205,0.95527140,0.00854600,1.28761587,0.75655629,0.32895732
-4.73336668,2.80565329,0.00938753,0.50481533,1.66292817,0.94272357,0.00880379,1.26948622,0.74617599,0.32367449
-4.72736368,2.75715312,0.00972621,0.49445377,1.62059491,0.92958680,0.00906500,1.24817651,0.73500753,0.31741659
-4.72136068,2.70508748,0.01001611,0.48384988,1.57585958,0.91614102,0.00933230,1.22405144,0.72317924,0.31030429
-4.71535768,2.65031314,0.01025124,0.47308943,1.52901221,0.90269710,0.00960832,1.19755026,0.71082581,0.30248187
-4.70935468,2.59377120,0.01042667,0.46225966,1.48039771,0.88958598,0.00989545,1.16917171,0.69808369,0.29411250
-4.70335168,2.53645472,0.01053872,0.45144692,1.43040624,0.87714676,0.01019561,1.13945684,0.68508659,0.28537288
-4.69734867,2.47937450,0.01058508,0.44073446,1.37946242,0.86571427,0.01051010,1.10897027,0.67196103,0.27644736
-4.69134567,2.42352440,0.01056492,0.43020026,1.32801352,0.85560669,0.01083936,1.07828082,0.65882236,0.26752185
-4.68534267,2.36984753,0.01047889,0.41991533,1.27651725,0.84711366,0.01118287,1.04794227,0.64577139,0.25877779
-4.67933967,2.31920499,0.01032915,0.40994217,1.22542958,0.84048546,0.01153900,1.01847503,0.63289162,0.25038630
-4.67333667,2.27234805,0.01011922,0.40033387,1.17519312,0.83592351,0.01190499,0.99034951,0.62024749,0.24250289
-4.66733367,2.22989500,0.00985394,0.39113348,1.12622638,0.83357271,0.01227687,0.96397167,0.60788346,0.23526272
-4.66133067,2.19231329,0.00953923,0.38237395,1.07891436,0.83351573,0.01264958,0.93967146,0.59582409,0.22877678
-4.65532766,2.15990747,0.00918191,0.37407852,1.03360077,0.83576936,0.01301703,0.91769426,0.58407507,0.22312887
-4.64932466,2.13281316,0.00878948,0.36626135,0.99058195,0.84028309,0.01337230,0.89819575,0.57262500,0.21837365
-4.64332166,2.11099686,0.00836985,0.35892858,0.95010289,0.84693975,0.01370780,0.88124001,0.56144804,0.21453566
