energy_ev,total_up,Au_p_up,Au_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.89194597,3.58264494,0.14549083,0.95094482,0.79072790,2.63821091,0.00033743,0.03554246,0.08845481,0.00000000
-5.88594297,3.51619228,0.13925572,0.96156732,0.75576913,2.55969212,0.00037064,0.03467004,0.08866842,0.00000000
-5.87993997,3.45543681,0.13363512,0.97246502,0.72216377,2.48629414,0.00040867,0.03392401,0.08898962,0.00000000
-5.87393697,3.40007163,0.12861528,0.98337204,0.68984451,2.41804739,0.00045160,0.03329698,0.08938064,0.00000000
-5.86793397,3.34975494,0.12417867,0.99403175,0.65875174,2.35493458,0.00049944,0.03278218,0.08980462,0.00000000
-5.86193097,3.30411449,0.12030493,1.00420706,0.62883590,2.29688227,0.00055219,0.03237369,0.09022681,0.00000000
-5.85592796,3.26275452,0.11697202,1.01369119,0.60005941,2.24375464,0.00060977,0.03206687,0.09061571,0.00000000
-5.84992496,3.22526488,0.11415738,1.02231819,0.57239833,2.19535017,0.00067200,0.03185850,0.09094424,0.00000000
-5.84392196,3.19123206,0.11183911,1.02997266,0.54584361,2.15140138,0.00073867,0.03174705,0.09119091,0.00000000
-5.83791896,3.16025167,0.10999716,1.03659811,0.52040204,2.11157794,0.00080944,0.03173275,0.09134079,0.00000000
-5.83191596,3.13194156,0.10861439,1.04220325,0.49609683,2.07549281,0.00088392,0.03181763,0.09138647,0.00000000
-5.82591296,3.10595500,0.10767757,1.04686583,0.47296781,2.04271138,0.00096163,0.03200559,0.09132874,0.00000000
-5.81990995,3.08199280,0.10717819,1.05073356,0.45107125,2.01276297,0.00104203,0.03230222,0.09117716,0.00000000
-5.81390695,3.05981392,0.10711304,1.05402180,0.43047920,1.98515431,0.00112450,0.03271473,0.09095025,0.00000000
-5.80790395,3.03924364,0.10748455,1.05700802,0.41127841,1.95938426,0.00120839,0.03325175,0.09067554,0.00000000
-5.80190095,3.02017868,0.10830089,1.06002297,0.39356878,1.93495901,0.00129301,0.03392307,0.09038924,0.00000000
-5.79589795,3.00258900,0.10957575,1.06343892,0.37746133,1.91140722,0.00137762,0.03473939,0.09013563,0.00000000
-5.78989495,2.98651583,0.11132784,1.06765524,0.36307571,1.88829416,0.00146148,0.03571196,0.08996615,0.00000000
-5.78389195,2.97206596,0.11358009,1.07308204,0.35053725,1.86523431,0.00154386,0.03685228,0.08993828,0.00000000
-5.77788894,2.95940228,0.11635862,1.08012236,0.33997361,1.84190181,0.00162402,0.03817173,0.09011402,0.00000000
-5.77188594,2.94873107,0.11969148,1.08915382,0.33151103,1.81803820,0.00170125,0.03968117,0.09055826,0.00000000
-5.76588294,2.94028628,0.12360706,1.10051038,0.32527025,1.79345719,0.00177485,0.04139051,0.09133686,0.00000000
-5.75987994,2.93431158,0.12813254,1.11446517,0.32136213,1.76804620,0.00184418,0.04330839,0.09251467,0.00000000
-5.75387694,2.93104084,0.13329198,1.13121507,0.31988304,1.74176464,0.00190862,0.04544168,0.09415335,0.00000000
-5.74787394,2.93067799,0.13910453,1.15086774,0.32091017,1.71463900,0.00196759,0.04779507,0.09630919,0.00000000
-5.74187094,2.93337704,0.14558248,1.17343182,0.32449667,1.68675516,0.00202058,0.05037067,0.09903094,0.00000000
-5.73586793,2.93922335,0.15272939,1.19881063,0.33066696,1.65824828,0.00206711,0.05316758,0.10235767,0.00000000
-5.72986493,2.94821697,0.16053830,1.22679982,0.33941222,1.62929075,0.00210679,0.05618145,0.10631682,0.00000000
-5.72386193,2.96025900,0.16899007,1.25708915,0.35068620,1.60007906,0.00213926,0.05940414,0.11092239,0.00000000
-5.71785893,2.97514180,0.17805195,1.28926831,0.36440161,1.57082014,0.00216428,0.06282334,0.11617344,0.00000000
-5.71185593,2.99254368,0.18767644,1.32283678,0.38042721,1.54171803,0.00218169,0.06642230,0.12205295,0.00000000
-5.70585293,3.01202864,0.19780051,1.35721735,0.39858587,1.51296152,0.00219141,0.07017964,0.12852702,0.00000000
-5.69984992,3.03305145,0.20834523,1.39177284,0.41865376,1.48471355,0.00219353,0.07406923,0.13554461,0.00000000
-5.69384692,3.05496834,0.21921594,1.42582558,0.44036088,1.45710286,0.00218824,0.07806025,0.14303775,0.00000000
-5.68784392,3.07705308,0.23030296,1.45867887,0.46339310,1.43021841,0.00217591,0.08211736,0.15092233,0.00000000
-5.68184092,3.09851815,0.24148292,1.48963985,0.48739580,1.40410683,0.00215708,0.08620104,0.15909949,0.00000000
-5.67583792,3.11854058,0.25262073,1.51804283,0.51197928,1.37877308,0.00213251,0.09026818,0.16745752,0.00000000
-5.66983492,3.13629149,0.26357218,1.54327247,0.53672577,1.35418433,0.00210315,0.09427279,0.17587445,0.00000000
-5.66383192,3.15096854,0.27418723,1.56478593,0.56119809,1.33027665,0.00207020,0.09816693,0.18422102,0.00000000
-5.65782891,3.16183002,0.28431373,1.58213332,0.58494974,1.30696447,0.00203507,0.10190182,0.19236426,0.00000000
-5.65182591,3.16822936,0.29380177,1.59497565,0.60753612,1.28415200,0.00199944,0.10542909,0.20017128,0.00000000
-5.64582291,3.16964857,0.30250824,1.60309981,0.62852657,1.26174611,0.00196523,0.10870216,0.20751341,0.00000000
-5.63981991,3.16572934,0.31030165,1.60642993,0.64751682,1.23966991,0.00193456,0.11167763,0.21427035,0.00000000
-5.63381691,3.15630021,0.31706690,1.60503479,0.66414123,1.21787628,0.00190980,0.11431679,0.22033435,0.00000000
-5.62781391,3.14139853,0.32270984,1.59913081,0.67808454,1.19636053,0.00189348,0.11658692,0.22561405,0.00000000
-5.62181091,3.12128584,0.32716143,1.58908066,0.68909234,1.17517132,0.00188829,0.11846259,0.23003803,0.00000000
-5.61580790,3.09645581,0.33038113,1.57538720,0.69697994,1.15441936,0.00189704,0.11992669,0.23355773,0.00000000
-5.60980490,3.06763363,0.33235956,1.55868288,0.70163910,1.13428292,0.00192257,0.12097123,0.23614966,0.00000000
-5.60380190,3.03576651,0.33312001,1.53971485,0.70304222,1.11501000,0.00196773,0.12159782,0.23781682,0.00000000
-5.59779890,3.00200483,0.33271883,1.51932592,0.70124380,1.09691658,0.00203529,0.12181781,0.23858912,0.00000000
-5.59179590,2.96767431,0.33124455,1.49843196,0.69637896,1.08038082,0.00212784,0.12165199,0.23852288,0.00000000
-5.58579290,2.93423946,0.32881562,1.47799615,0.68865893,1.06583341,0.00224775,0.12113000,0.23769929,0.00000000
-5.57978989,2.90325935,0.32557699,1.45900085,0.67836387,1.05374402,0.00239706,0.12028926,0.23622186,0.00000000
-5.57378689,2.87633686,0.32169547,1.44241770,0.66583304,1.04460454,0.00257738,0.11917358,0.23421304,0.00000000
-5.56778389,2.85506310,0.31735403,1.42917698,0.65145277,1.03890956,0.00278982,0.11783155,0.23180996,0.00000000
-5.56178089,2.84095893,0.31274543,1.42013694,0.63564292,1.03713493,0.00303492,0.11631462,0.22915963,0.00000000
-5.55577789,2.83541565,0.30806520,1.41605430,0.61884212,1.03971529,0.00331251,0.11467505,0.22641363,0.00000000
-5.54977489,2.83963729,0.30350444,1.41755668,0.60149267,1.04702160,0.00362172,0.11296388,0.22372257,0.00000000
-5.54377189,2.85458690,0.29924276,1.42511819,0.58402557,1.05933967,0.00396089,0.11122888,0.22123053,0.00000000
-5.53776888,2.88093921,0.29544149,1.43903892,0.56684646,1.07685087,0.00432754,0.10951270,0.21906977,0.00000000
-5.53176588,2.91904185,0.29223775,1.45942940,0.55032295,1.09961587,0.00471837,0.10785119,0.21735581,0.00000000
-5.52576288,2.96888718,0.28973938,1.48620071,0.53477391,1.12756244,0.00512926,0.10627218,0.21618319,0.00000000
-5.51975988,3.03009632,0.28802117,1.51906074,0.52046105,1.16047792,0.00555534,0.10479448,0.21562205,0.00000000
-5.51375688,3.10191649,0.28712243,1.55751722,0.50758320,1.19800710,0.00599100,0.10342743,0.21571568,0.00000000
-5.50775388,3.18323239,0.28704609,1.60088753,0.49627327,1.23965559,0.00643008,0.10217086,0.21647916,0.00000000
-5.50175088,3.27259143,0.28775929,1.64831525,0.48659803,1.28479889,0.00686589,0.10101552,0.21789910,0.00000000
-5.49574787,3.36824245,0.28919546,1.69879314,0.47856056,1.33269690,0.00729143,0.09994386,0.21993454,0.00000000
-5.48974487,3.46818650,0.29125788,1.75119179,0.47210508,1.38251334,0.00769954,0.09893133,0.22251897,0.00000000
-5.48374187,3.57023795,0.29382433,1.80429324,0.46712392,1.43333937,0.00808306,0.09794786,0.22556327,0.00000000
-5.47773887,3.67209359,0.29675279,1.85682826,0.46346613,1.48422051,0.00843505,0.09695961,0.22895959,0.00000000
-5.47173587,3.77140704,0.29988788,1.90751604,0.46094723,1.53418561,0.00874898,0.09593091,0.23258593,0.00000000
-5.46573287,3.86586532,0.30306763,1.95510487,0.45935971,1.58227678,0.00901891,0.09482615,0.23631114,0.00000000
-5.45972986,3.95326459,0.30613047,1.99841220,0.45848371,1.62757890,0.00923971,0.09361171,0.24000025,0.00000000
-5.45372686,4.03158190,0.30892192,2.03636252,0.45809734,1.66924748,0.00940716,0.09225762,0.24351980,0.00000000
-5.44772386,4.09903998,0.31130085,2.06802173,0.45798636,1.70653368,0.00951817,0.09073912,0.24674302,0.00000000
-5.44172086,4.15416254,0.31314495,2.09262651,0.45795273,1.73880552,0.00957081,0.08903786,0.24955453,0.00000000
-5.43571786,4.19581799,0.31435524,2.10960770,0.45782179,1.76556442,0.00956447,0.08714274,0.25185456,0.00000000
-5.42971486,4.22325002,0.31485953,2.11860684,0.45744791,1.78645649,0.00949985,0.08505043,0.25356227,0.00000000
-5.42371186,4.23609420,0.31461458,2.11948526,0.45671853,1.80127839,0.00937898,0.08276551,0.25461836,0.00000000
-5.41770885,4.23438041,0.31360704,2.11232565,0.45555645,1.80997759,0.00920523,0.08030023,0.25498664,0.00000000
-5.41170585,4.21852151,0.31185322,2.09742614,0.45392062,1.81264745,0.00898320,0.07767396,0.25465466,0.00000000
-5.40570285,4.18928944,0.30939764,2.07528738,0.45180547,1.80951755,0.00871863,0.07491239,0.25363347,0.00000000
-5.39969985,4.14778031,0.30631065,2.04659333,0.44923898,1.80094005,0.00841835,0.07204647,0.25195644,0.00000000
-5.39369685,4.09537042,0.30268520,2.01218682,0.44627975,1.78737285,0.00809007,0.06911122,0.24967736,0.00000000
-5.38769385,4.03366565,0.29863291,1.97304082,0.44301321,1.76936067,0.00774224,0.06614447,0.24686795,0.00000000
-5.38169085,3.96444648,0.29427977,1.93022688,0.43954745,1.74751485,0.00738392,0.06318560,0.24361480,0.00000000
-5.37568784,3.88961110,0.28976157,1.88488172,0.43600854,1.72249295,0.00702459,0.06027425,0.24001609,0.00000000
-5.36968484,3.81111875,0.28521928,1.83817356,0.43253581,1.69497895,0.00667394,0.05744927,0.23617812,0.00000000
-5.36368184,3.73093528,0.28079459,1.79126894,0.42927718,1.66566475,0.00634178,0.05474765,0.23221184,0.00000000
-5.35767884,3.65098252,0.27662564,1.74530134,0.42638449,1.63523344,0.00603779,0.05220374,0.22822946,0.00000000
-5.35167584,3.57309268,0.27284319,1.70134223,0.42400913,1.60434484,0.00577141,0.04984861,0.22434134,0.00000000
-5.34567284,3.49896849,0.26956717,1.66037535,0.42229783,1.57362332,0.00555166,0.04770955,0.22065314,0.00000000
-5.33966983,3.43014962,0.26690370,1.62327454,0.42138865,1.54364790,0.00538700,0.04580984,0.21726331,0.00000000
-5.33366683,3.36798535,0.26494267,1.59078557,0.42140726,1.51494464,0.00528519,0.04416858,0.21426093,0.00000000
-5.32766383,3.31361347,0.26375570,1.56351201,0.42246334,1.48798082,0.00525310,0.04280068,0.21172396,0.00000000
-5.32166083,3.26794489,0.26339462,1.54190523,0.42464721,1.46316078,0.00529664,0.04171699,0.20971774,0.00000000
-5.31565783,3.23165367,0.26389035,1.52625845,0.42802666,1.44082311,0.00542055,0.04092446,0.20829385,0.00000000
-5.30965483,3.20517208,0.26525219,1.51670471,0.43264409,1.42123880,0.00562833,0.04042634,0.20748925,0.00000000
-5.30365183,3.18869011,0.26746753,1.51321864,0.43851392,1.40461017,0.00592203,0.04022242,0.20732560,0.00000000
-5.29764882,3.18215937,0.27050191,1.51562181,0.44562051,1.39107053,0.00630222,0.04030930,0.20780891,0.00000000
-5.29164582,3.18530108,0.27429946,1.52359142,0.45391661,1.38068442,0.00676780,0.04068058,0.20892929,0.00000000
-5.28564282,3.19761815,0.27878381,1.53667227,0.46332257,1.37344857,0.00731596,0.04132714,0.21066103,0.00000000
-5.27963982,3.21841118,0.28385939,1.55429148,0.47372641,1.36929364,0.00794210,0.04223728,0.21296289,0.00000000
-5.27363682,3.24679858,0.28941320,1.57577601,0.48498492,1.36808697,0.00863982,0.04339694,0.21577865,0.00000000
-5.26763382,3.28174056,0.29531702,1.60037228,0.49692581,1.36963652,0.00940093,0.04478993,0.21903801,0.00000000
-5.26163082,3.32206691,0.30143017,1.62726770,0.50935104,1.37369614,0.01021551,0.04639805,0.22265783,0.00000000
-5.25562781,3.36650820,0.30760267,1.65561353,0.52204134,1.37997224,0.01107205,0.04820133,0.22654380,0.00000000
-5.24962481,3.41372970,0.31367880,1.68454843,0.53476172,1.38813194,0.01195764,0.05017821,0.23059236,0.00000000
-5.24362181,3.46236746,0.31950108,1.71322201,0.54726795,1.39781255,0.01285823,0.05230580,0.23469319,0.00000000
-5.23761881,3.51106523,0.32491437,1.74081781,0.55931377,1.40863212,0.01375891,0.05456006,0.23873189,0.00000000
-5.23161581,3.55851129,0.32977017,1.76657475,0.57065852,1.42020077,0.01464432,0.05691609,0.24259307,0.00000000
-5.22561281,3.60347359,0.33393079,1.78980643,0.58107486,1.43213228,0.01549903,0.05934833,0.24616351,0.00000000
-5.21960980,3.64483207,0.33727338,1.80991763,0.59035639,1.44405546,0.01630805,0.06183082,0.24933556,0.00000000
-5.21360680,3.68160660,0.33969352,1.82641737,0.59832456,1.45562472,0.01705724,0.06433744,0.25201043,0.00000000
-5.20760380,3.71297960,0.34110828,1.83892809,0.60483482,1.46652934,0.01773381,0.06684209,0.25410132,0.00000000
-5.20160080,3.73831219,0.34145861,1.84719079,0.60978158,1.47650078,0.01832681,0.06931890,0.25553625,0.00000000
-5.19559780,3.75715350,0.34071095,1.85106594,0.61310173,1.48531793,0.01882751,0.07174240,0.25626053,0.00000000
-5.18959480,3.76924272,0.33885794,1.85053052,0.61477669,1.49280975,0.01922977,0.07408772,0.25623864,0.00000000
-5.18359180,3.77450421,0.33591828,1.84567131,0.61483281,1.49885537,0.01953037,0.07633068,0.25545549,0.00000000
-5.17758879,3.77303614,0.33193571,1.83667512,0.61334021,1.50338176,0.01972914,0.07844804,0.25391704,0.00000000
-5.17158579,3.76509373,0.32697715,1.82381660,0.61041012,1.50635904,0.01982910,0.08041762,0.25165024,0.00000000
-5.16558279,3.75106814,0.32113017,1.80744439,0.60619088,1.50779407,0.01983643,0.08221858,0.24870221,0.00000000
-5.15957979,3.73146249,0.31449989,1.78796628,0.60086291,1.50772272,0.01976033,0.08383165,0.24513891,0.00000000
-5.15357679,3.70686649,0.30720540,1.76583439,0.59463274,1.50620137,0.01961278,0.08523945,0.24104311,0.00000000
-5.14757379,3.67793116,0.29937601,1.74153075,0.58772655,1.50329851,0.01940816,0.08642682,0.23651196,0.00000000
-5.14157079,3.64534480,0.29114735,1.71555412,0.58038339,1.49908690,0.01916285,0.08738127,0.23165424,0.00000000
-5.13556778,3.60981147,0.28265757,1.68840815,0.57284840,1.49363687,0.01889463,0.08809332,0.22658729,0.00000000
-5.12956478,3.57203267,0.27404378,1.66059140,0.56536611,1.48701141,0.01862217,0.08855695,0.22143382,0.00000000
-5.12356178,3.53269267,0.26543872,1.63258894,0.55817422,1.47926313,0.01836435,0.08876995,0.21631881,0.00000000
-5.11755878,3.49244760,0.25696795,1.60486571,0.55149775,1.47043354,0.01813966,0.08873423,0.21136633,0.00000000
-5.11155578,3.45191817,0.24874739,1.57786112,0.54554385,1.46055439,0.01796554,0.08845603,0.20669669,0.00000000
-5.10555278,3.41168537,0.24088139,1.55198474,0.54049710,1.44965117,0.01785779,0.08794596,0.20242370,0.00000000
-5.09954977,3.37228874,0.23346126,1.52761256,0.53651555,1.43774828,0.01783008,0.08721893,0.19865230,0.00000000
-5.09354677,3.33422623,0.22656422,1.50508359,0.53372733,1.42487548,0.01789342,0.08629387,0.19547640,0.00000000
-5.08754377,3.29795493,0.22025276,1.48469640,0.53222786,1.41107519,0.01805583,0.08519327,0.19297718,0.00000000
-5.08154077,3.26389209,0.21457440,1.46670545,0.53207772,1.39641006,0.01832206,0.08394254,0.19122158,0.00000000
-5.07553777,3.23241570,0.20956167,1.45131715,0.53330116,1.38097007,0.01869344,0.08256916,0.19026125,0.00000000
-5.06953477,3.20386429,0.20523246,1.43868577,0.53588524,1.36487898,0.01916784,0.08110182,0.19013175,0.00000000
-5.06353177,3.17853594,0.20159056,1.42890927,0.53977976,1.34829925,0.01973974,0.07956934,0.19085214,0.00000000
-5.05752876,3.15668634,0.19862638,1.42202560,0.54489795,1.33143543,0.02040043,0.07799962,0.19242485,0.00000000
-5.05152576,3.13852642,0.19631791,1.41800974,0.55111809,1.31453546,0.02113832,0.07641858,0.19483594,0.00000000
-5.04552276,3.12421965,0.19463187,1.41677193,0.55828598,1.29788996,0.02193926,0.07484927,0.19805563,0.00000000
-5.03951976,3.11387987,0.19352499,1.41815768,0.56621854,1.28182933,0.02278709,0.07331096,0.20203918,0.00000000
-5.03351676,3.10756978,0.19294550,1.42194971,0.57470826,1.26671874,0.02366409,0.07181857,0.20672813,0.00000000
-5.02751376,3.10530090,0.19283478,1.42787231,0.58352876,1.25295139,0.02455157,0.07038225,0.21205178,0.00000000
-5.02151076,3.10703503,0.19312910,1.43559815,0.59244110,1.24093995,0.02543040,0.06900717,0.21792898,0.00000000
-5.01550775,3.11268767,0.19376154,1.44475741,0.60120088,1.23110685,0.02628165,0.06769367,0.22427017,0.00000000
-5.00950475,3.12213317,0.19466387,1.45494920,0.60956575,1.22387349,0.02708707,0.06643759,0.23097963,0.00000000
-5.00350175,3.13521151,0.19576854,1.46575472,0.61730322,1.21964894,0.02782963,0.06523081,0.23795775,0.00000000
-4.99749875,3.15173632,0.19701051,1.47675163,0.62419828,1.21881833,0.02849395,0.06406203,0.24510352,0.00000000
-4.99149575,3.17150359,0.19832900,1.48752906,0.63006061,1.22173145,0.02906665,0.06291764,0.25231685,0.00000000
-4.98549275,3.19430044,0.19966902,1.49770244,0.63473098,1.22869180,0.02953669,0.06178276,0.25950082,0.00000000
-4.97948974,3.21991331,0.20098263,1.50692746,0.63808655,1.23994651,0.02989553,0.06064216,0.26656377,0.00000000
-4.97348674,3.24813502,0.20222980,1.51491247,0.64004474,1.25567731,0.03013724,0.05948129,0.27342104,0.00000000
-4.96748374,3.27877006,0.20337905,1.52142868,0.64056549,1.27599300,0.03025854,0.05828713,0.27999641,0.00000000
-4.96148074,3.31163808,0.20440749,1.52631766,0.63965187,1.30092353,0.03025873,0.05704896,0.28622321,0.00000000
-4.95547774,3.34657507,0.20530069,1.52949593,0.63734883,1.33041613,0.03013955,0.05575891,0.29204493,0.00000000
-4.94947474,3.38343268,0.20605202,1.53095635,0.63374034,1.36433348,0.02990498,0.05441234,0.29741553,0.00000000
-4.94347174,3.42207588,0.20666176,1.53076659,0.62894498,1.40245431,0.02956101,0.05300805,0.30229933,0.00000000
-4.93746873,3.46237945,0.20713603,1.52906466,0.62311032,1.44447651,0.02911535,0.05154821,0.30667064,0.00000000
-4.93146573,3.50422409,0.20748543,1.52605212,0.61640642,1.49002285,0.02857714,0.05003819,0.31051309,0.00000000
-4.92546273,3.54749285,0.20772381,1.52198531,0.60901875,1.53864943,0.02795664,0.04848618,0.31381892,0.00000000
-4.91945973,3.59206875,0.20786694,1.51716535,0.60114107,1.58985666,0.02726496,0.04690272,0.31658807,0.00000000
-4.91345673,3.63783422,0.20793145,1.51192735,0.59296859,1.64310289,0.02651379,0.04530008,0.31882746,0.00000000
-4.90745373,3.68467308,0.20793391,1.50662963,0.58469177,1.69782016,0.02571513,0.04369172,0.32055027,0.00000000
-4.90145073,3.73247524,0.20789026,1.50164334,0.57649119,1.75343197,0.02488113,0.04209158,0.32177546,0.00000000
-4.89544772,3.78114446,0.20781548,1.49734301,0.56853351,1.80937241,0.02402391,0.04051357,0.32252752,0.00000000
-4.88944472,3.83060879,0.20772367,1.49409835,0.56096883,1.86510612,0.02315541,0.03897097,0.32283644,0.00000000
-4.88344172,3.88083321,0.20762841,1.49226752,0.55392946,1.92014839,0.02228731,0.03747604,0.32273794,0.00000000
-4.87743872,3.93183374,0.20754328,1.49219181,0.54752991,1.97408455,0.02143099,0.03603965,0.32227380,0.00000000
-4.87143572,3.98369196,0.20748270,1.49419180,0.54186802,2.02658782,0.02059743,0.03467105,0.32149240,0.00000000
-4.86543272,4.03656860,0.20746273,1.49856468,0.53702700,2.07743482,0.01979722,0.03337772,0.32044921,0.00000000
-4.85942971,4.09071496,0.20750189,1.50558244,0.53307806,2.12651776,0.01904052,0.03216539,0.31920719,0.00000000
-4.85342671,4.14648084,0.20762184,1.51549064,0.53008316,2.17385267,0.01833699,0.03103805,0.31783697,0.00000000
-4.84742371,4.20431758,0.20784784,1.52850735,0.52809783,2.21958295,0.01769582,0.02999813,0.31641675,0.00000000
-4.84142071,4.26477546,0.20820886,1.54482188,0.52717338,2.26397771,0.01712559,0.02904664,0.31503168,0.00000000
-4.83541771,4.32849442,0.20873731,1.56459312,0.52735858,2.30742482,0.01663423,0.02818339,0.31377285,0.00000000
-4.82941471,4.39618804,0.20946843,1.58794711,0.52870031,2.35041835,0.01622888,0.02740726,0.31273569,0.00000000
-4.82341171,4.46862076,0.21043913,1.61497390,0.53124331,2.39354091,0.01591582,0.02671638,0.31201779,0.00000000
-4.81740870,4.54657888,0.21168656,1.64572374,0.53502881,2.43744130,0.01570027,0.02610836,0.31171628,0.00000000
-4.81140570,4.63083657,0.21324636,1.68020264,0.54009232,2.48280813,0.01558625,0.02558047,0.31192473,0.00000000
-4.80540270,4.72211812,0.21515063,1.71836766,0.54646054,2.53034073,0.01557645,0.02512977,0.31272975,0.00000000
-4.79939970,4.82105854,0.21742585,1.76012241,0.55414780,2.58071829,0.01567208,0.02475326,0.31420745,0.00000000
-4.79339670,4.92816443,0.22009090,1.80531303,0.56315229,2.63456878,0.01587275,0.02444790,0.31641988,0.00000000
-4.78739370,5.04377747,0.22315520,1.85372533,0.57345234,2.69243912,0.01617639,0.02421069,0.31941172,0.00000000
-4.78139070,5.16804276,0.22661721,1.90508343,0.58500327,2.75476794,0.01657919,0.02403870,0.32320732,0.00000000
-4.77538769,5.30088399,0.23046341,1.95905047,0.59773489,2.82186250,0.01707566,0.02392901,0.32780841,0.00000000
-4.76938469,5.44198743,0.23466788,2.01523163,0.61155023,2.89388076,0.01765870,0.02387874,0.33319249,0.00000000
-4.76338169,5.59079592,0.23919246,2.07317966,0.62632543,2.97081977,0.01831969,0.02388505,0.33931214,0.00000000
-4.75737869,5.74651367,0.24398765,2.13240311,0.64191106,3.05251090,0.01904881,0.02394504,0.34609533,0.00000000
-4.75137569,5.90812216,0.24899416,2.19237688,0.65813494,3.13862226,0.01983521,0.02405586,0.35344666,0.00000000
-4.74537269,6.07440647,0.25414503,2.25255505,0.67480618,3.22866812,0.02066742,0.02421460,0.36124963,0.00000000
-4.73936968,6.24399100,0.25936839,2.31238522,0.69172052,3.32202499,0.02153369,0.02441838,0.36936984,0.00000000
-4.73336668,6.41538276,0.26459053,2.37132391,0.70866644,3.41795326,0.02242243,0.02466437,0.37765893,0.00000000
-4.72736368,6.58701998,0.26973919,2.42885219,0.72543196,3.51562337,0.02332257,0.02494979,0.38595912,0.00000000
-4.72136068,6.75732340,0.27474699,2.48449064,0.74181154,3.61414503,0.02422402,0.02527202,0.39410818,0.00000000
-4.71535768,6.92474739,0.27955464,2.53781289,0.75761275,3.71259769,0.02511804,0.02562860,0.40194456,0.00000000
-4.70935468,7.08782798,0.28411390,2.58845694,0.77266237,3.81006091,0.02599752,0.02601733,0.40931238,0.00000000
-4.70335168,7.24522532,0.28838997,2.63613349,0.78681151,3.90564258,0.02685728,0.02643627,0.41606625,0.00000000
-4.69734867,7.39575801,0.29236329,2.68063081,0.79993939,3.99850394,0.02769421,0.02688381,0.42207538,0.00000000
-4.69134567,7.53842766,0.29603060,2.72181576,0.81195574,4.08787985,0.02850731,0.02735869,0.42722715,0.00000000
-4.68534267,7.67243248,0.29940508,2.75963094,0.82280152,4.17309360,0.02929768,0.02785999,0.43142974,0.00000000
-4.67933967,7.79716935,0.30251573,2.79408796,0.83244808,4.25356563,0.03006836,0.02838708,0.43461382,0.00000000
-4.67333667,7.91222485,0.30540584,2.82525728,0.84089472,4.32881619,0.03082403,0.02893966,0.43673329,0.00000000
-4.66733367,8.01735597,0.30813073,2.85325506,0.84816503,4.39846219,0.03157066,0.02951761,0.43776510,0.00000000
-4.66133067,8.11246233,0.31075480,2.87822801,0.85430202,4.46220876,0.03231511,0.03012092,0.43770810,0.00000000
-4.65532766,8.19755186,0.31334799,2.90033672,0.85936258,4.51983684,0.03306457,0.03074963,0.43658117,0.00000000
-4.64932466,8.27270252,0.31598200,2.91973875,0.86341151,4.57118766,0.03382604,0.03140362,0.43442073,0.00000000
-4.64332166,8.33802253,0.31872620,2.93657216,0.86651554,4.61614573,0.03460580,0.03208254,0.43127774,0.00000000
