energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.66983492,5.31954958,0.02111678,0.38053828,3.64525960,2.50729753,0.00894323,1.88730394,1.11828677,0.43122781
-5.66383192,5.28904446,0.01962569,0.37751374,3.65416132,2.48502931,0.00910616,1.88364257,1.11681179,0.43159229
-5.65782891,5.25991157,0.01818098,0.37453341,3.66177153,2.46313385,0.00927703,1.88087803,1.11519873,0.43186769
-5.65182591,5.23229174,0.01678876,0.37166441,3.66785316,2.44196668,0.00944908,1.87881871,1.11336153,0.43201898
-5.64582291,5.20614779,0.01545463,0.36897020,3.67208885,2.42180156,0.00961529,1.87719645,1.11118451,0.43199572
-5.63981991,5.18127152,0.01418371,0.36651122,3.67409132,2.40282730,0.00976862,1.87567272,1.10852500,0.43173350
-5.63381691,5.15730004,0.01298059,0.36434574,3.67341860,2.38514930,0.00990220,1.87384850,1.10521797,0.43115639
-5.62781391,5.13374121,0.01184928,0.36253101,3.66959416,2.36879555,0.01000959,1.87127772,1.10108248,0.43018007
-5.62181091,5.11000725,0.01079317,0.36112448,3.66213134,2.35372714,0.01008496,1.86748395,1.09592986,0.42871576
-5.61580790,5.08545525,0.00981498,0.36018510,3.65056118,2.33985247,0.01012331,1.86197962,1.08957330,0.42667463
-5.60980490,5.05943267,0.00891680,0.35977461,3.63446258,2.32704460,0.01012065,1.85428722,1.08183841,0.42397257
-5.60380190,5.03132545,0.00810002,0.35995861,3.61349338,2.31516064,0.01007414,1.84396125,1.07257433,0.42053504
-5.59779890,5.00060639,0.00736537,0.36080751,3.58742066,2.30406207,0.00998217,1.83061020,1.06166465,0.41630175
-5.59179590,4.96688092,0.00671300,0.36239697,3.55614893,2.29363480,0.00984447,1.81391724,1.04903781,0.41123098
-5.58579290,4.92992793,0.00614246,0.36480807,3.51974417,2.28380771,0.00966208,1.79365875,1.03467619,0.40530322
-5.57978989,4.88973291,0.00565288,0.36812686,3.47845254,2.27456856,0.00943734,1.76971959,1.01862339,0.39852399
-5.57378689,4.84651170,0.00524295,0.37244331,3.43271233,2.26597613,0.00917381,1.74210448,1.00098941,0.39092565
-5.56778389,4.80072292,0.00491113,0.37784976,3.38315806,2.25816788,0.00887615,1.71094466,0.98195315,0.38256803
-5.56178089,4.75306822,0.00465564,0.38443863,3.33061620,2.25136237,0.00854995,1.67649956,0.96176218,0.37353800
-5.55577789,4.70447981,0.00447462,0.39229959,3.27609212,2.24585623,0.00820158,1.63915329,0.94072957,0.36394772
-5.54977489,4.65609550,0.00436618,0.40151619,3.22074840,2.24201559,0.00783795,1.59940595,0.91922789,0.35393182
-5.54377189,4.60922206,0.00432843,0.41216199,3.16587504,2.24026220,0.00746629,1.55786015,0.89768051,0.34364365
-5.53776888,4.56528828,0.00435956,0.42429642,3.11285252,2.24105487,0.00709398,1.51520322,0.87655049,0.33325049
-5.53176588,4.52578970,0.00445778,0.43796037,3.06310881,2.24486695,0.00672826,1.47218584,0.85632750,0.32292832
-5.52576288,4.49222718,0.00462129,0.45317178,3.01807196,2.25216092,0.00637607,1.42959787,0.83751314,0.31285601
-5.51975988,4.46604215,0.00484827,0.46992145,2.97911990,2.26336131,0.00604387,1.38824241,0.82060529,0.30320937
-5.51375688,4.44855112,0.00513672,0.48816910,2.94752949,2.27882721,0.00573748,1.34890902,0.80608200,0.29415525
-5.50775388,4.44088245,0.00548439,0.50784006,2.92442649,2.29882571,0.00546191,1.31234714,0.79438549,0.28584592
-5.50175088,4.44391799,0.00588862,0.52882272,2.91073859,2.32350766,0.00522131,1.27924070,0.78590680,0.27841398
-5.49574787,4.45824234,0.00634623,0.55096680,2.90715336,2.35288697,0.00501888,1.25018483,0.78097174,0.27196787
-5.48974487,4.48410174,0.00685335,0.57408286,2.91408262,2.38682453,0.00485684,1.22566550,0.77982839,0.26658836
-5.48374187,4.52137468,0.00740535,0.59794288,2.93163503,2.42501763,0.00473642,1.20604272,0.78263687,0.26232589
-5.47773887,4.56955549,0.00799671,0.62228215,2.95959790,2.46699568,0.00465785,1.19153802,0.78946143,0.25919900
-5.47173587,4.62775172,0.00862094,0.64680255,2.99742928,2.51212245,0.00462047,1.18222642,0.80026541,0.25719388
-5.46573287,4.69469578,0.00927059,0.67117702,3.04426099,2.55960500,0.00462271,1.17803328,0.81490907,0.25626497
-5.45972986,4.76877042,0.00993728,0.69505534,3.09891267,2.60850921,0.00466224,1.17873600,0.83315048,0.25633653
-5.45372686,4.84804730,0.01061172,0.71807097,3.15991675,2.65778117,0.00473600,1.18397061,0.85464947,0.25730535
-5.44772386,4.93033733,0.01128390,0.73984890,3.22555385,2.70627396,0.00484037,1.19324278,0.87897456,0.25904411
-5.44172086,5.01325104,0.01194322,0.76001409,3.29389746,2.75277862,0.00497118,1.20594314,0.90561272,0.26140559
-5.43571786,5.09426662,0.01257877,0.77820047,3.36286676,2.79605832,0.00512393,1.22136606,0.93398169,0.26422739
-5.42971486,5.17080344,0.01317951,0.79406006,3.43028574,2.83488420,0.00529381,1.23873152,0.96344451,0.26733704
-5.42371186,5.24029821,0.01373463,0.80727194,3.49394671,2.86807180,0.00547586,1.25720912,0.99332585,0.27055731
-5.41770885,5.30028100,0.01423382,0.81755080,3.55167604,2.89451645,0.00566506,1.27594347,1.02292971,0.27371154
-5.41170585,5.34844862,0.01466757,0.82465470,3.60139982,2.91322648,0.00585642,1.29408015,1.05155789,0.27662885
-5.40570285,5.38273256,0.01502749,0.82839178,3.64120689,2.92335288,0.00604510,1.31079125,1.07852872,0.27914894
-5.39969985,5.40135931,0.01530654,0.82862575,3.66940725,2.92421463,0.00622648,1.32529975,1.10319534,0.28112649
-5.39369685,5.40290105,0.01549929,0.82527980,3.68458340,2.91531853,0.00639624,1.33690180,1.12496318,0.28243495
-5.38769385,5.38631498,0.01560209,0.81833896,3.68563285,2.89637325,0.00655044,1.34498635,1.14330582,0.28296954
-5.38169085,5.35097042,0.01561318,0.80785074,3.67180024,2.86729706,0.00668556,1.34905130,1.15777888,0.28264958
-5.37568784,5.29666282,0.01553276,0.79392396,3.64269785,2.82821927,0.00679856,1.34871582,1.16803141,0.28141984
-5.36968484,5.22361463,0.01536296,0.77672600,3.59831395,2.77947541,0.00688692,1.34372851,1.17381445,0.27925123
-5.36368184,5.13246341,0.01510778,0.75647843,3.53900861,2.72159666,0.00694868,1.33397111,1.17498651,0.27614048
-5.35767884,5.02423796,0.01477296,0.73345123,3.46549757,2.65529407,0.00698240,1.31945783,1.17151568,0.27210915
-5.35167584,4.90032356,0.01436573,0.70795586,3.37882472,2.58143817,0.00698721,1.30033046,1.16347852,0.26720184
-5.34567284,4.76241803,0.01389465,0.68033732,3.28032460,2.50103496,0.00696281,1.27684947,1.15105565,0.26148391
-5.33966983,4.61248015,0.01336925,0.65096565,3.17157649,2.41519906,0.00690939,1.24938168,1.13452428,0.25503849
-5.33366683,4.45267255,0.01279978,0.62022697,3.05435204,2.32512506,0.00682767,1.21838487,1.11424798,0.24796328
-5.32766383,4.28530092,0.01219685,0.58851447,2.93055847,2.23205777,0.00671882,1.18439019,1.09066410,0.24036695
-5.32166083,4.11275160,0.01157118,0.55621961,2.80217961,2.13726248,0.00658445,1.14798286,1.06426913,0.23236551
-5.31565783,3.93742958,0.01093322,0.52372375,2.67121701,2.04199584,0.00642652,1.10978205,1.03560282,0.22407854
-5.30965483,3.76169844,0.01029294,0.49139046,2.53963308,1.94747818,0.00624730,1.07042064,1.00523134,0.21562565
-5.30365183,3.58782421,0.00965955,0.45955865,2.40929823,1.85486775,0.00604935,1.03052547,0.97373014,0.20712310
-5.29764882,3.41792424,0.00904131,0.42853680,2.28194372,1.76523758,0.00583540,0.99069892,0.94166708,0.19868072
-5.29164582,3.25392249,0.00844534,0.39859818,2.15912133,1.67955525,0.00560831,0.95150221,0.90958643,0.19039925
-5.28564282,3.09751195,0.00787758,0.36997734,2.04217109,1.59866591,0.00537103,0.91344105,0.87799408,0.18236812
-5.27963982,2.95012515,0.00734264,0.34286770,1.93219748,1.52327878,0.00512651,0.87695393,0.84734446,0.17466374
-5.27363682,2.81291280,0.00684386,0.31742038,1.83005440,1.45395742,0.00487765,0.84240334,0.81802965,0.16734831
-5.26763382,2.68673116,0.00638328,0.29374410,1.73633896,1.39111367,0.00462725,0.81007011,0.79037078,0.16046914
-5.26163082,2.57213772,0.00596175,0.27190612,1.65139346,1.33500537,0.00437794,0.78015078,0.76461195,0.15405856
-5.25562781,2.46939520,0.00557902,0.25193417,1.57531513,1.28573789,0.00413215,0.75275809,0.74091698,0.14813426
-5.24962481,2.37848324,0.00523385,0.23381909,1.50797265,1.24326917,0.00389205,0.72792420,0.71936863,0.14270009
-5.24362181,2.29911725,0.00492417,0.21751823,1.44902842,1.20741828,0.00365957,0.70560655,0.69997066,0.13774731
-5.23761881,2.23077355,0.00464726,0.20295938,1.39796543,1.17787704,0.00343629,0.68569579,0.68265215,0.13325614
-5.23161581,2.17271981,0.00439990,0.19004511,1.35411760,1.15422457,0.00322348,0.66802564,0.66727418,0.12919756
-5.22561281,2.12404983,0.00417852,0.17865730,1.31670228,1.13594420,0.00302209,0.65238389,0.65363842,0.12553530
-5.21960980,2.08372136,0.00397940,0.16866193,1.28485370,1.12244227,0.00283274,0.63852434,0.64149726,0.12222797
-5.21360680,2.05059577,0.00379879,0.15991372,1.25765635,1.11306831,0.00265573,0.62617898,0.63056516,0.11923110
-5.20760380,2.02347824,0.00363304,0.15226076,1.23417706,1.10713603,0.00249105,0.61507008,0.62053079,0.11649922
-5.20160080,2.00115723,0.00347873,0.14554887,1.21349511,1.10394426,0.00233844,0.60492157,0.61106944,0.11398768
-5.19559780,1.98244189,0.00333276,0.13962564,1.19472924,1.10279742,0.00219738,0.59546951,0.60185536,0.11165438
-5.18959480,1.96619629,0.00319239,0.13434404,1.17706122,1.10302465,0.00206717,0.58647104,0.59257353,0.10946113
-5.18359180,1.95136940,0.00305535,0.12956562,1.15975527,1.10399701,0.00194695,0.57771184,0.58293049,0.10737471
-5.17758879,1.93701998,0.00291978,0.12516315,1.14217312,1.10514233,0.00183576,0.56901158,0.57266393,0.10536767
-5.17158579,1.92233553,0.00278432,0.12102272,1.12378449,1.10595690,0.00173256,0.56022750,0.56155065,0.10341865
-5.16558279,1.90664509,0.00264805,0.11704526,1.10417296,1.10601402,0.00163632,0.55125594,0.54941271,0.10151249
-5.15957979,1.88942556,0.00251045,0.11314755,1.08303740,1.10496895,0.00154601,0.54203195,0.53612165,0.09963988
-5.15357679,1.87030163,0.00237139,0.10926257,1.06018928,1.10256024,0.00146070,0.53252710,0.52160065,0.09779683
-5.14757379,1.84903973,0.00223109,0.10533947,1.03554616,1.09860764,0.00137951,0.52274568,0.50582469,0.09598383
-5.14157079,1.82553667,0.00209001,0.10134293,1.00912201,1.09300686,0.00130173,0.51271962,0.48881873,0.09420487
-5.13556778,1.79980364,0.00194886,0.09725220,0.98101489,1.08572147,0.00122676,0.50250241,0.47065420,0.09246628
-5.12956478,1.77194686,0.00180846,0.09305974,0.95139268,1.07677269,0.00115419,0.49216245,0.45144392,0.09077556
-5.12356178,1.74214584,0.00166977,0.08876959,0.92047762,1.06622763,0.00108375,0.48177602,0.43133570,0.08914028
-5.11755878,1.71063061,0.00153377,0.08439555,0.88853026,1.05418673,0.00101536,0.47142057,0.41050520,0.08756693
-5.11155578,1.67765921,0.00140145,0.07995926,0.85583367,1.04077116,0.00094908,0.46116829,0.38914804,0.08606007
-5.10555278,1.64349646,0.00127374,0.07548819,0.82267847,1.02611085,0.00088514,0.45108062,0.36747180,0.08462156
-5.09954977,1.60839534,0.00115152,0.07101372,0.78934921,1.01033389,0.00082392,0.44120373,0.34568815,0.08325010
-5.09354677,1.57258163,0.00103553,0.06656929,0.75611267,0.99355784,0.00076595,0.43156529,0.32400545,0.08194096
-5.08754377,1.53624260,0.00092645,0.06218877,0.72320841,0.97588324,0.00071184,0.42217262,0.30262202,0.08068607
-5.08154077,1.49952015,0.00082479,0.05790492,0.69084171,0.95738978,0.00066237,0.41301225,0.28172042,0.07947427
-5.07553777,1.46250840,0.00073095,0.05374824,0.65917913,0.93813508,0.00061837,0.40405089,0.26146292,0.07829186
-5.06953477,1.42525576,0.00064520,0.04974601,0.62834657,0.91815600,0.00058081,0.39523769,0.24198809,0.07712336
-5.06353177,1.38777085,0.00056771,0.04592157,0.59842970,0.89747226,0.00055070,0.38650763,0.22340871,0.07595240
-5.05752876,1.35003178,0.00049853,0.04229393,0.56947647,0.87609198,0.00052917,0.37778579,0.20581092,0.07476271
-5.05152576,1.31199788,0.00043764,0.03887761,0.54150139,0.85401858,0.00051739,0.36899221,0.18925450,0.07353923
-5.04552276,1.27362295,0.00038492,0.03568267,0.51449121,0.83125849,0.00051661,0.36004713,0.17377414,0.07226905
-5.03951976,1.23486897,0.00034023,0.03271496,0.48841133,0.80782900,0.00052813,0.35087615,0.15938161,0.07094244
-5.03351676,1.19571934,0.00030336,0.02997651,0.46321286,0.78376569,0.00055328,0.34141524,0.14606850,0.06955363
-5.02751376,1.15619055,0.00027408,0.02746600,0.43883948,0.75912876,0.00059345,0.33161501,0.13380944,0.06810141
-5.02151076,1.11634163,0.00025215,0.02517934,0.41523401,0.73400782,0.00064998,0.32144429,0.12256551,0.06658955
-5.01550775,1.07628055,0.00023729,0.02311019,0.39234419,0.70852476,0.00072424,0.31089273,0.11228775,0.06502691
-5.00950475,1.03616716,0.00022927,0.02125061,0.37012749,0.68283433,0.00081748,0.29997221,0.10292043,0.06342731
-5.00350175,0.99621259,0.00022780,0.01959148,0.34855466,0.65712242,0.00093090,0.28871716,0.09440415,0.06180910
-4.99749875,0.95667479,0.00023264,0.01812301,0.32761206,0.63160208,0.00106550,0.27718367,0.08667846,0.06019455
-4.99149575,0.91785086,0.00024351,0.01683511,0.30730273,0.60650732,0.00122207,0.26544758,0.07968406,0.05860889
-4.98549275,0.88006621,0.00026012,0.01571766,0.28764619,0.58208517,0.00140113,0.25360154,0.07336450,0.05707929
-4.97948974,0.84366152,0.00028217,0.01476073,0.26867726,0.55858631,0.00160284,0.24175140,0.06766735,0.05563366
-4.97348674,0.80897807,0.00030933,0.01395471,0.25044397,0.53625485,0.00182698,0.23001199,0.06254501,0.05429937
-4.96748374,0.77634234,0.00034123,0.01329034,0.23300492,0.51531780,0.00207283,0.21850263,0.05795491,0.05310202
-4.96148074,0.74605089,0.00037745,0.01275874,0.21642623,0.49597477,0.00233916,0.20734264,0.05385960,0.05206422
-4.95547774,0.71835626,0.00041750,0.01235136,0.20077841,0.47838865,0.00262415,0.19664700,0.05022640,0.05120453
-4.94947474,0.69345484,0.00046085,0.01205997,0.18613343,0.46267756,0.00292543,0.18652250,0.04702697,0.05053663
-4.94347174,0.67147732,0.00050689,0.01187661,0.17256207,0.44890870,0.00324000,0.17706453,0.04423678,0.05006862
-4.93746873,0.65248250,0.00055495,0.01179356,0.16013188,0.43709451,0.00356427,0.16835465,0.04183456,0.04980278
-4.93146573,0.63645453,0.00060428,0.01180336,0.14890573,0.42719116,0.00389412,0.16045910,0.03980185,0.04973543
-4.92546273,0.62330407,0.00065408,0.01189891,0.13894112,0.41909975,0.00422493,0.15342827,0.03812260,0.04985726
-4.91945973,0.61287316,0.00070352,0.01207353,0.13029020,0.41266999,0.00455171,0.14729707,0.03678294,0.05015391
-4.91345673,0.60494367,0.00075171,0.01232112,0.12300042,0.40770634,0.00486916,0.14208623,0.03577115,0.05060679
-4.90745373,0.59924883,0.00079777,0.01263640,0.11711580,0.40397628,0.00517183,0.13780440,0.03507771,0.05119421
-4.90145073,0.59548721,0.00084083,0.01301507,0.11267856,0.40122023,0.00545428,0.13445077,0.03469550,0.05189263
-4.89544772,0.59333857,0.00088002,0.01345406,0.10973104,0.39916289,0.00571124,0.13201823,0.03462009,0.05267807
-4.88944472,0.59248055,0.00091456,0.01395181,0.10831758,0.39752510,0.00593773,0.13049663,0.03485013,0.05352750
-4.88344172,0.59260542,0.00094372,0.01450841,0.10848630,0.39603598,0.00612929,0.12987605,0.03538762,0.05442027
-4.87743872,0.59343596,0.00096688,0.01512578,0.11029045,0.39444458,0.00628207,0.13014986,0.03623823,0.05533932
-4.87143572,0.59473967,0.00098355,0.01580780,0.11378917,0.39253049,0.00639302,0.13131721,0.03741144,0.05627233
-4.86543272,0.59634059,0.00099336,0.01656030,0.11904759,0.39011307,0.00645996,0.13338503,0.03892050,0.05721244
-4.85942971,0.59812795,0.00099609,0.01739098,0.12613602,0.38705873,0.00648172,0.13636907,0.04078228,0.05815882
-4.85342671,0.60006145,0.00099168,0.01830927,0.13512826,0.38328602,0.00645813,0.14029421,0.04301675,0.05911683
-4.84742371,0.60217282,0.00098022,0.01932601,0.14609902,0.37876838,0.00639009,0.14519375,0.04564636,0.06009779
-4.84142071,0.60456346,0.00096195,0.02045307,0.15912036,0.37353444,0.00627953,0.15110780,0.04869509,0.06111840
-4.83541771,0.60739861,0.00093726,0.02170293,0.17425751,0.36766592,0.00612936,0.15808082,0.05218734,0.06219994
-4.82941471,0.61089814,0.00090667,0.02308804,0.19156394,0.36129335,0.00594340,0.16615844,0.05614658,0.06336698
-4.82341171,0.61532452,0.00087081,0.02462027,0.21107608,0.35458982,0.00572625,0.17538364,0.06059394,0.06464602
-4.81740870,0.62096871,0.00083039,0.02631026,0.23280785,0.34776320,0.00548319,0.18579262,0.06554668,0.06606389
-4.81140570,0.62813446,0.00078620,0.02816671,0.25674528,0.34104707,0.00521995,0.19741042,0.07101666,0.06764607
-4.80540270,0.63712204,0.00073906,0.03019580,0.28284149,0.33469097,0.00494265,0.21024666,0.07700887,0.06941506
-4.79939970,0.64821196,0.00068983,0.03240057,0.31101222,0.32895029,0.00465753,0.22429150,0.08352008,0.07138873
-4.79339670,0.66164948,0.00063932,0.03478042,0.34113238,0.32407626,0.00437086,0.23951213,0.09053771,0.07357899
-4.78739370,0.67763054,0.00058834,0.03733067,0.37303349,0.32030641,0.00408874,0.25584993,0.09803889,0.07599050
-4.78139070,0.69628975,0.00053765,0.04004225,0.40650254,0.31785576,0.00381694,0.27321848,0.10598983,0.07861989
-4.77538769,0.71769061,0.00048793,0.04290154,0.44128212,0.31690914,0.00356081,0.29150245,0.11434552,0.08145508
-4.76938469,0.74181852,0.00043979,0.04589031,0.47707198,0.31761459,0.00332515,0.31055754,0.12304973,0.08447514
-4.76338169,0.76857650,0.00039373,0.04898581,0.51353212,0.32007825,0.00311408,0.33021149,0.13203535,0.08765042
-4.75737869,0.79778378,0.00035019,0.05216103,0.55028712,0.32436047,0.00293101,0.35026596,0.14122504,0.09094304
-4.75137569,0.82917707,0.00030948,0.05538504,0.58693182,0.33047340,0.00277860,0.37049950,0.15053224,0.09430770
-4.74537269,0.86241438,0.00027183,0.05862346,0.62303808,0.33837989,0.00265867,0.39067117,0.15986232,0.09769279
-4.73936968,0.89708104,0.00023740,0.06183907,0.65816244,0.34799362,0.00257224,0.41052507,0.16911407,0.10104172
-4.73336668,0.93269786,0.00020622,0.06499248,0.69185451,0.35918049,0.00251951,0.42979523,0.17818135,0.10429441
-4.72736368,0.96873081,0.00017830,0.06804285,0.72366581,0.37176099,0.00249989,0.44821104,0.18695489,0.10738894
-4.72136068,1.00460216,0.00015355,0.07094869,0.75315879,0.38551370,0.00251203,0.46550288,0.19532414,0.11026318
-4.71535768,1.03970271,0.00013185,0.07366873,0.77991597,0.40017966,0.00255387,0.48140779,0.20317932,0.11285650
-4.70935468,1.07340480,0.00011301,0.07616271,0.80354866,0.41546763,0.00262271,0.49567522,0.21041339,0.11511138
-4.70335168,1.10507595,0.00009685,0.07839229,0.82370547,0.43106018,0.00271524,0.50807246,0.21692407,0.11697489
-4.69734867,1.13409282,0.00008313,0.08032184,0.84008002,0.44662049,0.00282770,0.51838982,0.22261591,0.11840009
-4.69134567,1.15985528,0.00007164,0.08191928,0.85241796,0.46179990,0.00295589,0.52644543,0.22740217,0.11934721
-4.68534267,1.18180049,0.00006212,0.08315686,0.86052301,0.47624592,0.00309531,0.53208949,0.23120678,0.11978466
-4.67933967,1.19941658,0.00005436,0.08401184,0.86426201,0.48961089,0.00324128,0.53520793,0.23396608,0.11968981
-4.67333667,1.21225579,0.00004815,0.08446711,0.86356866,0.50156075,0.00338901,0.53572544,0.23563049,0.11904955
-4.66733367,1.21994680,0.00004327,0.08451180,0.85844619,0.51178413,0.00353375,0.53360771,0.23616596,0.11786063
-4.66133067,1.22220590,0.00003956,0.08414164,0.84896852,0.52000118,0.00367090,0.52886293,0.23555521,0.11612977
-4.65532766,1.21884671,0.00003686,0.08335935,0.83528019,0.52597220,0.00379612,0.52154246,0.23379873,0.11387357
-4.64932466,1.20978813,0.00003505,0.08217477,0.81759477,0.52950551,0.00390543,0.51174057,0.23091543,0.11111815
-4.64332166,1.19506024,0.00003404,0.08060492,0.79619200,0.53046455,0.00399534,0.49959336,0.22694300,0.10789868
