energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Y_p_up,Y_d_up
-5.72386193,5.86085694,0.01267375,0.30238320,0.04682923,3.72326962,1.68411577,0.61712329,0.95566040,1.31792322
-5.71785893,5.83619882,0.01282314,0.30472544,0.04605665,3.70774358,1.69725802,0.61117551,0.96949329,1.32845105
-5.71185593,5.82329511,0.01299688,0.30710694,0.04543350,3.69995452,1.71121227,0.60717084,0.98441657,1.33887277
-5.70585293,5.82246639,0.01319628,0.30952021,0.04496922,3.70004663,1.72588955,0.60514324,1.00049973,1.34906490
-5.69984992,5.83370744,0.01342204,0.31195485,0.04466812,3.70796220,1.74119381,0.60508160,1.01777631,1.35888792
-5.69384692,5.85667862,0.01367418,0.31439581,0.04452922,3.72343858,1.75702103,0.60692906,1.03623805,1.36818510
-5.68784392,5.89070480,0.01395198,0.31682190,0.04454634,3.74600940,1.77325728,0.61058329,1.05583047,1.37678219
-5.68184092,5.93478235,0.01425390,0.31920457,0.04470826,3.77501015,1.78977593,0.61589800,1.07644992,1.38448802
-5.67583792,5.98759455,0.01457758,0.32150722,0.04499909,3.80958859,1.80643433,0.62268539,1.09794245,1.39109617
-5.66983492,6.04753547,0.01491981,0.32368484,0.04539872,3.84871984,1.82307016,0.63071989,1.12010454,1.39638792
-5.66383192,6.11274223,0.01527650,0.32568434,0.04588347,3.89122619,1.83949816,0.63974290,1.14268567,1.40013621
-5.65782891,6.18113526,0.01564274,0.32744528,0.04642678,3.93580160,1.85550733,0.64946856,1.16539270,1.40211081
-5.65182591,6.25046584,0.01601284,0.32890124,0.04700003,3.98104033,1.87085928,0.65959051,1.18789601,1.40208436
-5.64582291,6.31836999,0.01638044,0.32998160,0.04757340,4.02546930,1.88528810,0.66978936,1.20983704,1.39983915
-5.63981991,6.38242736,0.01673857,0.33061372,0.04811674,4.06758347,1.89850182,0.67974082,1.23083721,1.39517428
-5.63381691,6.44022348,0.01707987,0.33072543,0.04860048,4.10588333,1.91018600,0.68912421,1.25050777,1.38791304
-5.62781391,6.48941371,0.01739671,0.33024774,0.04899648,4.13891347,1.92000912,0.69763098,1.26846023,1.37790994
-5.62181091,6.52778681,0.01768138,0.32911748,0.04927885,4.16530103,1.92763011,0.70497327,1.28431719,1.36505725
-5.61580790,6.55332594,0.01792635,0.32727999,0.04942464,4.18379284,1.93270743,0.71089176,1.29772307,1.34929071
-5.60980490,6.56426525,0.01812444,0.32469147,0.04941451,4.19329002,1.93490971,0.71516301,1.30835437,1.33059391
-5.60380190,6.55913972,0.01826909,0.32132108,0.04923316,4.19287871,1.93392721,0.71760555,1.31592924,1.30900139
-5.59779890,6.53682665,0.01835453,0.31715248,0.04886976,4.18185580,1.92948393,0.71808485,1.32021593,1.28460008
-5.59179590,6.49657716,0.01837602,0.31218495,0.04831810,4.15974879,1.92134944,0.71651669,1.32103981,1.25752900
-5.58579290,6.43803650,0.01833000,0.30643387,0.04757669,4.12632888,1.90935024,0.71286892,1.31828888,1.22797731
-5.57978989,6.36125234,0.01821427,0.29993052,0.04664868,4.08161675,1.89337975,0.70716152,1.31191742,1.19618051
-5.57378689,6.26667092,0.01802803,0.29272145,0.04554161,4.02588092,1.87340676,0.69946491,1.30194776,1.16241524
-5.56778389,6.15512099,0.01777203,0.28486710,0.04426709,3.95962851,1.84948155,0.68989659,1.28847002,1.12699250
-5.56178089,6.02778643,0.01744850,0.27644001,0.04284032,3.88358899,1.82173970,0.67861624,1.27163996,1.09024993
-5.55577789,5.88616854,0.01706117,0.26752263,0.04127956,3.79869136,1.79040308,0.66581963,1.25167489,1.05254307
-5.54977489,5.73203959,0.01661516,0.25820479,0.03960554,3.70603575,1.75577808,0.65173130,1.22884784,1.01423627
-5.54377189,5.56738942,0.01611686,0.24858100,0.03784074,3.60686045,1.71825093,0.63659667,1.20348022,0.97569328
-5.53776888,5.39436712,0.01557375,0.23874768,0.03600880,3.50250570,1.67828033,0.62067366,1.17593315,0.93726823
-5.53176588,5.21522004,0.01499420,0.22880045,0.03413380,3.39437554,1.63638757,0.60422432,1.14659779,0.89929694
-5.52576288,5.03223235,0.01438726,0.21883164,0.03223962,3.28389908,1.59314439,0.58750663,1.11588508,0.86208919
-5.51975988,4.84766514,0.01376235,0.20892796,0.03034941,3.17249252,1.54915898,0.57076708,1.08421499,0.82592211
-5.51375688,4.66370016,0.01312908,0.19916867,0.02848497,3.06152325,1.50506056,0.55423388,1.05200600,0.79103472
-5.50775388,4.48238892,0.01249694,0.18962401,0.02666637,2.95227704,1.46148303,0.53811145,1.01966473,0.75762414
-5.50175088,4.30560848,0.01187505,0.18035421,0.02491156,2.84592937,1.41904816,0.52257602,0.98757645,0.72584316
-5.49574787,4.13502508,0.01127196,0.17140883,0.02323608,2.74352160,1.37834885,0.50777264,0.95609639,0.69579949
-5.48974487,3.97206635,0.01069540,0.16282661,0.02165290,2.64594244,1.33993314,0.49381347,0.92554247,0.66755647
-5.48374187,3.81790256,0.01015214,0.15463575,0.02017229,2.55391521,1.30428919,0.48077749,0.89618931,0.64113521
-5.47773887,3.67343679,0.00964781,0.14685448,0.01880186,2.46799081,1.27183208,0.46871140,0.86826400,0.61651800
-5.47173587,3.53930395,0.00918682,0.13949197,0.01754658,2.38854645,1.24289268,0.45763167,0.84194343,0.59365280
-5.46573287,3.41587815,0.00877227,0.13254953,0.01640895,2.31578984,1.21770906,0.44752756,0.81735350,0.57245855
-5.45972986,3.30328759,0.00840593,0.12602182,0.01538919,2.24976839,1.19642078,0.43836489,0.79457006,0.55283119
-5.45372686,3.20143612,0.00808825,0.11989835,0.01448549,2.19038300,1.17906645,0.43009041,0.77362149,0.53464989
-5.44772386,3.11003055,0.00781843,0.11416482,0.01369428,2.13740578,1.16558453,0.42263663,0.75449285,0.51778359
-5.44172086,3.02861251,0.00759446,0.10880455,0.01301056,2.09050091,1.15581760,0.41592676,0.73713150,0.50209733
-5.43571786,2.95659360,0.00741327,0.10379974,0.01242820,2.04924810,1.14951997,0.40987975,0.72145379,0.48745828
-5.42971486,2.89329285,0.00727086,0.09913268,0.01194030,2.01316773,1.14636847,0.40441524,0.70735273,0.47374129
-5.42371186,2.83797501,0.00716248,0.09478668,0.01153947,1.98174681,1.14597607,0.39945820,0.69470623,0.46083381
-5.41770885,2.78988859,0.00708278,0.09074692,0.01121820,1.95446507,1.14790791,0.39494330,0.68338564,0.44863997
-5.41170585,2.74830242,0.00702605,0.08700109,0.01096907,1.93082035,1.15169910,0.39081871,0.67326418,0.43708386
-5.40570285,2.71253956,0.00698640,0.08353972,0.01078505,1.91035225,1.15687371,0.38704951,0.66422503,0.42611178
-5.39969985,2.68200742,0.00695797,0.08035646,0.01065975,1.89266360,1.16296413,0.38362038,0.65616855,0.41569362
-5.39369685,2.65622316,0.00693512,0.07744811,0.01058752,1.87743867,1.16952995,0.38053763,0.64901845,0.40582323
-5.38769385,2.63483343,0.00691262,0.07481444,0.01056366,1.86445768,1.17617564,0.37783061,0.64272655,0.39651779
-5.38169085,2.61762769,0.00688579,0.07245795,0.01058448,1.85360696,1.18256623,0.37555221,0.63727592,0.38781642
-5.37568784,2.60454472,0.00685069,0.07038347,0.01064732,1.84488418,1.18844016,0.37377860,0.63268212,0.37977785
-5.36968484,2.59567189,0.00680419,0.06859769,0.01075058,1.83839866,1.19361891,0.37260819,0.62899263,0.37247746
-5.36368184,2.59123716,0.00674408,0.06710863,0.01089365,1.83436631,1.19801272,0.37215957,0.62628430,0.36600371
-5.35767884,2.59159428,0.00666907,0.06592510,0.01107678,1.83309954,1.20162235,0.37256873,0.62465889,0.36045417
-5.35167584,2.59720147,0.00657885,0.06505621,0.01130098,1.83499238,1.20453667,0.37398533,0.62423712,0.35593118
-5.34567284,2.60859475,0.00647402,0.06451088,0.01156783,1.84050135,1.20692627,0.37656823,0.62515115,0.35253750
-5.33966983,2.62635688,0.00635606,0.06429746,0.01187928,1.85012283,1.20903344,0.38048032,0.62753626,0.35037201
-5.33366683,2.65108347,0.00622717,0.06442352,0.01223744,1.86436796,1.21115895,0.38588278,0.63152178,0.34952562
-5.32766383,2.68334779,0.00609022,0.06489571,0.01264436,1.88373613,1.21364655,0.39292885,0.63722207,0.35007772
-5.32166083,2.72366609,0.00594855,0.06571975,0.01310183,1.90868832,1.21686570,0.40175756,0.64472787,0.35209311
-5.31565783,2.77246513,0.00580582,0.06690072,0.01361118,1.93962161,1.22119365,0.41248728,0.65409863,0.35561981
-5.30965483,2.83005367,0.00566584,0.06844331,0.01417311,1.97684608,1.22699772,0.42520969,0.66535624,0.36068767
-5.30365183,2.89659944,0.00553238,0.07035239,0.01478760,2.02056534,1.23461860,0.43998424,0.67848059,0.36730788
-5.29764882,2.97211292,0.00540901,0.07263352,0.01545383,2.07086177,1.24435562,0.45683339,0.69340727,0.37547354
-5.29164582,3.05643876,0.00529895,0.07529369,0.01617014,2.12768715,1.25645450,0.47573890,0.71002765,0.38516115
-5.28564282,3.14925557,0.00520492,0.07834199,0.01693406,2.19085937,1.27109830,0.49663940,0.72819131,0.39633290
-5.27963982,3.25008392,0.00512905,0.08179024,0.01774246,2.26006535,1.28840176,0.51942936,0.74771091,0.40893983
-5.27363682,3.35830223,0.00507280,0.08565359,0.01859163,2.33487008,1.30840920,0.54395961,0.76836907,0.42292544
-5.26763382,3.47316970,0.00503686,0.08995092,0.01947746,2.41473127,1.33109593,0.57003944,0.78992711,0.43822971
-5.26163082,3.59385479,0.00502122,0.09470502,0.02039570,2.49901878,1.35637281,0.59744023,0.81213509,0.45479321
-5.25562781,3.71946769,0.00502515,0.09994256,0.02134215,2.58703775,1.38409362,0.62590046,0.83474256,0.47256096
-5.24962481,3.84909462,0.00504723,0.10569366,0.02231287,2.67805409,1.41406442,0.65513206,0.85750950,0.49148593
-5.24362181,3.98183197,0.00508546,0.11199121,0.02330439,2.77132075,1.44605438,0.68482761,0.88021679,0.51153167
-5.23761881,4.11681791,0.00513736,0.11886982,0.02431390,2.86610327,1.47980721,0.71466830,0.90267547,0.53267419
-5.23161581,4.25325959,0.00520008,0.12636440,0.02533932,2.96170293,1.51505237,0.74433211,0.92473447,0.55490247
-5.22561281,4.39045401,0.00527054,0.13450854,0.02637937,3.05747635,1.55151538,0.77350198,0.94628615,0.57821795
-5.21960980,4.52780109,0.00534555,0.14333257,0.02743352,3.15284994,1.58892662,0.80187349,0.96726943,0.60263255
-5.21360680,4.66480822,0.00542196,0.15286153,0.02850190,3.24732878,1.62702799,0.82916182,0.98767029,0.62816555
-5.20760380,4.80108571,0.00549677,0.16311308,0.02958509,3.34049901,1.66557724,0.85510755,1.00751960,0.65483930
-5.20160080,4.93633352,0.00556723,0.17409546,0.03068386,3.43202401,1.70434984,0.87948125,1.02688851,0.68267407
-5.19559780,5.07032025,0.00563096,0.18580564,0.03179887,3.52163447,1.74313824,0.90208650,1.04588157,0.71168220
-5.18959480,5.20285569,0.00568599,0.19822782,0.03293027,3.60911329,1.78174918,0.92276151,1.06462819,0.74186203
-5.18359180,5.33375900,0.00573081,0.21133225,0.03407733,3.69427642,1.81999912,0.94137915,1.08327278,0.77319182
-5.17758879,5.46282491,0.00576441,0.22507468,0.03523809,3.77695114,1.85770855,0.95784579,1.10196434,0.80562426
-5.17158579,5.58979041,0.00578624,0.23939629,0.03640897,3.85695345,1.89469595,0.97209878,1.12084615,0.83908168
-5.16558279,5.71430451,0.00579621,0.25422432,0.03758451,3.93406628,1.93077188,0.98410322,1.14004596,0.87345257
-5.15957979,5.83590364,0.00579463,0.26947325,0.03875717,4.00802048,1.96573408,0.99384810,1.15966760,0.90858946
-5.15357679,5.95399469,0.00578219,0.28504660,0.03991722,4.07847991,1.99936422,1.00134209,1.17978420,0.94430855
-5.14757379,6.06784740,0.00575983,0.30083927,0.04105278,4.14503212,2.03142661,1.00660953,1.20043343,0.98039106
-5.14157079,6.17659714,0.00572873,0.31674020,0.04214994,4.20718566,2.06166941,1.00968664,1.22161509,1.01658639
-5.13556778,6.27925829,0.00569021,0.33263531,0.04319306,4.26437423,2.08982831,1.01061832,1.24329091,1.05261688
-5.12956478,6.37474796,0.00564564,0.34841058,0.04416518,4.31596809,2.11563262,1.00945570,1.26538652,1.08818415
-5.12356178,6.46191881,0.00559642,0.36395493,0.04504849,4.36129190,2.13881350,1.00625447,1.28779542,1.12297649
-5.11755878,6.53959923,0.00554393,0.37916294,0.04582494,4.39964833,2.15911372,1.00107405,1.31038429,1.15667716
-5.11155578,6.60663850,0.00548945,0.39393707,0.04647690,4.43034596,2.17629843,0.99397751,1.33299954,1.18897304
-5.10555278,6.66195435,0.00543416,0.40818935,0.04698779,4.45272989,2.19016602,0.98503205,1.35547416,1.21956318
-5.09954977,6.70457998,0.00537914,0.42184243,0.04734276,4.46621312,2.20055840,0.97431004,1.37763467,1.24816701
-5.09354677,6.73370763,0.00532533,0.43482994,0.04752931,4.47030693,2.20736987,0.96189021,1.39930746,1.27453157
-5.08754377,6.74872625,0.00527358,0.44709607,0.04753783,4.46464825,2.21055376,0.94785889,1.42032408,1.29843754
-5.08154077,6.74925069,0.00522463,0.45859459,0.04736199,4.44902237,2.21012652,0.93231106,1.44052525,1.31970384
-5.07553777,6.73514111,0.00517914,0.46928736,0.04699914,4.42337969,2.20616863,0.91535102,1.45976319,1.33819051
-5.06953477,6.70651110,0.00513771,0.47914228,0.04645040,4.38784531,2.19882233,0.89709266,1.47790238,1.35379986
-5.06353177,6.66372457,0.00510086,0.48813123,0.04572071,4.34272110,2.18828615,0.87765901,1.49481866,1.36647593
-5.05752876,6.60738144,0.00506912,0.49622786,0.04481871,4.28847992,2.17480653,0.85718136,1.51039691,1.37620221
-5.05152576,6.53829329,0.00504294,0.50340553,0.04375650,4.22575250,2.15866703,0.83579770,1.52452771,1.38299810
-5.04552276,6.45745065,0.00502278,0.50963571,0.04254923,4.15530767,2.14017578,0.81365076,1.53710323,1.38691408
-5.03951976,6.36598384,0.00500902,0.51488680,0.04121464,4.07802714,2.11965183,0.79088572,1.54801297,1.38802606
-5.03351676,6.26511976,0.00500200,0.51912358,0.03977253,3.99487614,2.09741134,0.76764767,1.55713980,1.38642925
-5.02751376,6.15613727,0.00500199,0.52230740,0.03824411,3.90687166,2.07375431,0.74407911,1.56435670,1.38223183
-5.02151076,6.04032348,0.00500915,0.52439701,0.03665147,3.81504993,2.04895270,0.72031758,1.56952475,1.37554886
-5.01550775,5.91893331,0.00502352,0.52535010,0.03501692,3.72043477,2.02324059,0.69649360,1.57249265,1.36649662
-5.00950475,5.79315438,0.00504498,0.52512538,0.03336247,3.62400841,1.99680681,0.67272900,1.57309797,1.35518780
-5.00350175,5.66407868,0.00507323,0.52368511,0.03170932,3.52668609,1.96979056,0.64913585,1.57117037,1.34172762
-4.99749875,5.53268227,0.00510780,0.52099793,0.03007745,3.42929565,1.94228012,0.62581593,1.56653652,1.32621117
-4.99149575,5.39981338,0.00514801,0.51704177,0.02848529,3.33256261,1.91431468,0.60286075,1.55902686,1.30872191
-4.98549275,5.26618918,0.00519300,0.51180663,0.02694944,3.23710147,1.88588910,0.58035225,1.54848362,1.28933154
-4.97948974,5.13240057,0.00524171,0.50529720,0.02548457,3.14341313,1.85696143,0.55836393,1.53476982,1.26810100
-4.97348674,4.99892428,0.00529296,0.49753497,0.02410334,3.05188815,1.82746252,0.53696246,1.51777887,1.24508267
-4.96748374,4.86614091,0.00534542,0.48855984,0.02281640,2.96281544,1.79730744,0.51620962,1.49744395,1.22032353
-4.96148074,4.73435749,0.00539773,0.47843110,0.02163248,2.87639546,1.76640800,0.49616441,1.47374700,1.19386910
-4.95547774,4.60383293,0.00544851,0.46722771,0.02055852,2.79275684,1.73468567,0.47688530,1.44672638,1.16576789
-4.94947474,4.47480454,0.00549642,0.45504799,0.01959984,2.71197556,1.70208448,0.45843234,1.41648304,1.13607626
-4.94347174,4.34751401,0.00554029,0.44200853,0.01876029,2.63409505,1.66858305,0.44086916,1.38318463,1.10486316
-4.93746873,4.22223130,0.00557911,0.42824259,0.01804248,2.55914643,1.63420540,0.42426469,1.34706727,1.07221475
-4.93146573,4.09927504,0.00561214,0.41389803,0.01744789,2.48716742,1.59902992,0.40869437,1.30843481,1.03823845
-4.92546273,3.97902835,0.00563893,0.39913475,0.01697711,2.41821899,1.56319615,0.39424106,1.26765553,1.00306629
-4.91945973,3.86194927,0.00565941,0.38412193,0.01662989,2.35239903,1.52690903,0.38099529,1.22515634,0.96685733
-4.91345673,3.74857544,0.00567387,0.36903501,0.01640526,2.28985214,1.49044051,0.36905502,1.18141468,0.92979897
-4.90745373,3.63952278,0.00568300,0.35405264,0.01630157,2.23077541,1.45412826,0.35852480,1.13694843,0.89210711
-4.90145073,3.53547843,0.00568788,0.33935371,0.01631654,2.17541984,1.41837170,0.34951440,1.09230434,0.85402500
-4.89544772,3.43718856,0.00568991,0.32511435,0.01644722,2.12408764,1.38362546,0.34213698,1.04804525,0.81582096
-4.88944472,3.34544188,0.00569083,0.31150527,0.01668995,2.07712573,1.35039038,0.33650680,1.00473693,0.77778482
-4.88344172,3.26104968,0.00569260,0.29868926,0.01704032,2.03491595,1.31920261,0.33273664,0.96293481,0.74022349
-4.87743872,3.18482396,0.00569738,0.28681900,0.01749309,1.99786284,1.29062116,0.33093504,0.92317141,0.70345558
-4.87143572,3.11755462,0.00570736,0.27603528,0.01804214,1.96637965,1.26521437,0.33120347,0.88594479,0.66780544
-4.86543272,3.05998730,0.00572476,0.26646550,0.01868041,1.94087376,1.24354590,0.33363358,0.85170869,0.63359691
-4.85942971,3.01280296,0.00575168,0.25822267,0.01939990,1.92173220,1.22616076,0.33830471,0.82086456,0.60114689
-4.85342671,2.97660041,0.00579003,0.25140473,0.02019163,1.90930831,1.21357194,0.34528176,0.79375595,0.57075920
-4.84742371,2.95188266,0.00584145,0.24609438,0.02104576,1.90391019,1.20624806,0.35461348,0.77066526,0.54271881
-4.84142071,2.93904786,0.00590728,0.24235924,0.02195164,1.90579164,1.20460253,0.36633138,0.75181320,0.51728678
-4.83541771,2.93838504,0.00598848,0.24025248,0.02289797,1.91514595,1.20898442,0.38044921,0.73736062,0.49469606
-4.82941471,2.95007482,0.00608565,0.23981372,0.02387305,1.93210269,1.21967137,0.39696308,0.72741275,0.47514819
-4.82341171,2.97419475,0.00619903,0.24107028,0.02486500,1.95672760,1.23686447,0.41585209,0.72202546,0.45881111
-4.81740870,3.01072861,0.00632854,0.24403862,0.02586207,1.98902519,1.26068516,0.43707948,0.72121328,0.44581797
-4.81140570,3.05957895,0.00647384,0.24872592,0.02685303,2.02894367,1.29117401,0.46059422,0.72495858,0.43626686
-4.80540270,3.12058165,0.00663441,0.25513162,0.02782751,2.07638161,1.32829106,0.48633267,0.73322156,0.43022148
-4.79939970,3.19352126,0.00680969,0.26324896,0.02877639,2.13119563,1.37191741,0.51422042,0.74595028,0.42771238
-4.79339670,3.27814604,0.00699912,0.27306620,0.02969220,2.19320831,1.42185789,0.54417396,0.76309042,0.42873881
-4.78739370,3.37418114,0.00720233,0.28456752,0.03056945,2.26221564,1.47784420,0.57610204,0.78459390,0.43327075
-4.78139070,3.48133907,0.00741920,0.29773348,0.03140496,2.33799325,1.53953847,0.60990661,0.81042620,0.44125106
-4.77538769,3.59932625,0.00765001,0.31254090,0.03219809,2.42030094,1.60653683,0.64548317,0.84057155,0.45259755
-4.76938469,3.72784527,0.00789545,0.32896220,0.03295091,2.50888496,1.67837297,0.68272057,0.87503589,0.46720468
-4.76338169,3.86659212,0.00815673,0.34696399,0.03366825,2.60347795,1.75452141,0.72150009,0.91384726,0.48494496
-4.75737869,4.01524869,0.00843559,0.36650512,0.03435765,2.70379644,1.83440091,0.76169396,0.95705340,0.50566984
-4.75137569,4.17347066,0.00873422,0.38753417,0.03502919,2.80953606,1.91737767,0.80316342,1.00471673,0.52921009
-4.74537269,4.34087140,0.00905526,0.40998642,0.03569516,2.92036487,2.00276905,0.84575633,1.05690664,0.55537583
-4.73936968,4.51700293,0.00940164,0.43378053,0.03636968,3.03591529,2.08984765,0.88930463,1.11368951,0.58395612
-4.73336668,4.70133495,0.00977644,0.45881512,0.03706810,3.15577522,2.17784633,0.93362193,1.17511684,0.61471841
-4.72736368,4.89323333,0.01018272,0.48496540,0.03780643,3.27947906,2.26596429,0.97850113,1.24121186,0.64740788
-4.72136068,5.09193944,0.01062327,0.51208007,0.03860062,3.40649939,2.35337450,1.02371271,1.31195549,0.68174697
-4.71535768,5.29655169,0.01110038,0.53997888,0.03946575,3.53623982,2.43923264,1.06900348,1.38727199,0.71743519
-4.70935468,5.50601059,0.01161563,0.56845095,0.04041533,3.66802986,2.52268743,1.11409626,1.46701535,0.75414951
-4.70335168,5.71908865,0.01216958,0.59725401,0.04146049,3.80112209,2.60289247,1.15869046,1.55095684,0.79154533
-4.69734867,5.93438590,0.01276161,0.62611502,0.04260928,3.93469211,2.67901923,1.20246354,1.63877467,0.82925836
-4.69134567,6.15033201,0.01338971,0.65473195,0.04386606,4.06784155,2.75027085,1.24507369,1.73004622,0.86690733
-4.68534267,6.36519527,0.01405035,0.68277711,0.04523097,4.19960415,2.81589645,1.28616333,1.82424351,0.90409767
-4.67933967,6.57709882,0.01473835,0.70990187,0.04669958,4.32895495,2.87520528,1.32536366,1.92073232,0.94042611
-4.67333667,6.78404391,0.01544692,0.73574278,0.04826268,4.45482243,2.92758032,1.36229994,2.01877526,0.97548620
-4.66733367,6.98393979,0.01616769,0.75992890,0.04990627,4.57610332,2.97249077,1.39659760,2.11753902,1.00887455
-4.66133067,7.17463973,0.01689083,0.78209035,0.05161171,4.69167972,3.00950286,1.42788881,2.21610564,1.04019772
-4.65532766,7.35398213,0.01760523,0.80186745,0.05335608,4.80043833,3.03828879,1.45581942,2.31348786,1.06907953
-4.64932466,7.51983569,0.01829885,0.81892059,0.05511275,4.90129095,3.05863322,1.48005624,2.40864799,1.09516862
-4.64332166,7.67014738,0.01895894,0.83294005,0.05685204,4.99319625,3.07043730,1.50029421,2.50051991,1.11814593
