energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-5.89194597,3.18038066,0.01016149,0.35964941,1.78071686,0.31698162,0.94703273,0.70778595,1.69685827,0.00000000
-5.88594297,3.17989677,0.01019951,0.35665931,1.78083180,0.31850209,0.94001642,0.70665721,1.70407137,0.00000000
-5.87993997,3.18083563,0.01023443,0.35460942,1.78047901,0.32040231,0.93365122,0.70706054,1.71108791,0.00000000
-5.87393697,3.18354307,0.01026659,0.35371188,1.77966110,0.32266278,0.92817067,0.70931403,1.71786769,0.00000000
-5.86793397,3.18844257,0.01029674,0.35419584,1.77840967,0.32526394,0.92382890,0.71375823,1.72440081,0.00000000
-5.86193097,3.19602532,0.01032603,0.35630330,1.77678608,0.32818565,0.92089656,0.72075063,1.73070601,0.00000000
-5.85592796,3.20683864,0.01035598,0.36028468,1.77488123,0.33140680,0.91965635,0.73065976,1.73682819,0.00000000
-5.84992496,3.22147301,0.01038844,0.36639407,1.77281431,0.33490491,0.92039801,0.74385898,1.74283519,0.00000000
-5.84392196,3.24054784,0.01042559,0.37488425,1.77073062,0.33865594,0.92341283,0.76071988,1.74881396,0.00000000
-5.83791896,3.26469638,0.01046983,0.38600153,1.76879842,0.34263422,0.92898779,0.78160525,1.75486635,0.00000000
-5.83191596,3.29454983,0.01052379,0.39998033,1.76720485,0.34681259,0.93739922,0.80686167,1.76110466,0.00000000
-5.82591296,3.33072083,0.01059024,0.41703761,1.76615109,0.35116275,0.94890609,0.83681156,1.76764713,0.00000000
-5.81990995,3.37378679,0.01067201,0.43736720,1.76584683,0.35565582,0.96374318,0.87174487,1.77461341,0.00000000
-5.81390695,3.42427290,0.01077191,0.46113399,1.76650413,0.36026300,0.98211393,0.91191035,1.78212032,0.00000000
-5.80790395,3.48263533,0.01089266,0.48846822,1.76833098,0.36495641,1.00418347,0.95750661,1.79027781,0.00000000
-5.80190095,3.54924476,0.01103679,0.51945976,1.77152448,0.36970994,1.03007176,1.00867299,1.79918519,0.00000000
-5.79589795,3.62437047,0.01120650,0.55415274,1.77626407,0.37450011,1.05984716,1.06548062,1.80892782,0.00000000
-5.78989495,3.70816532,0.01140366,0.59254047,1.78270476,0.37930683,1.09352064,1.12792381,1.81957405,0.00000000
-5.78389195,3.80065199,0.01162960,0.63456101,1.79097064,0.38411396,1.13104083,1.19591215,1.83117255,0.00000000
-5.77788894,3.90171079,0.01188514,0.68009338,1.80114889,0.38890973,1.17229016,1.26926360,1.84374997,0.00000000
-5.77188594,4.01106948,0.01217043,0.72895477,1.81328435,0.39368679,1.21708227,1.34769901,1.85730890,0.00000000
-5.76588294,4.12829558,0.01248494,0.78089883,1.82737492,0.39844204,1.26516087,1.43083835,1.87182622,0.00000000
-5.75987994,4.25279150,0.01282743,0.83561528,1.84336796,0.40317610,1.31620027,1.51819902,1.88725171,0.00000000
-5.75387694,4.38379312,0.01319593,0.89273090,1.86115781,0.40789256,1.36980751,1.60919652,1.90350720,0.00000000
-5.74787394,4.52037200,0.01358772,0.95181212,1.88058467,0.41259695,1.42552633,1.70314780,1.92048609,0.00000000
-5.74187094,4.66144188,0.01399941,1.01236922,1.90143492,0.41729556,1.48284276,1.79927730,1.93805353,0.00000000
-5.73586793,4.80576938,0.01442697,1.07386210,1.92344301,0.42199422,1.54119244,1.89672592,1.95604728,0.00000000
-5.72986493,4.95198943,0.01486583,1.13570777,1.94629503,0.42669705,1.59996940,1.99456274,1.97427932,0.00000000
-5.72386193,5.09862506,0.01531097,1.19728920,1.96963388,0.43140538,1.65853620,2.09179946,1.99253841,0.00000000
-5.71785893,5.24411161,0.01575702,1.25796561,1.99306613,0.43611679,1.71623510,2.18740730,2.01059353,0.00000000
-5.71185593,5.38682484,0.01619845,1.31708382,2.01617025,0.44082458,1.77240009,2.28033588,2.02819828,0.00000000
-5.70585293,5.52511237,0.01662964,1.37399048,2.03850624,0.44551741,1.82636932,2.36953375,2.04509611,0.00000000
-5.69984992,5.65732762,0.01704508,1.42804479,2.05962611,0.45017946,1.87749781,2.45397000,2.06102632,0.00000000
-5.69384692,5.78186532,0.01743947,1.47863151,2.07908511,0.45479086,1.92516983,2.53265624,2.07573064,0.00000000
-5.68784392,5.89719733,0.01780788,1.52517360,2.09645306,0.45932846,1.96881083,2.60466838,2.08895994,0.00000000
-5.68184092,6.00190765,0.01814581,1.56714453,2.11132550,0.46376693,2.00789848,2.66916745,2.10048108,0.00000000
-5.67583792,6.09472519,0.01844939,1.60407940,2.12333404,0.46807997,2.04197254,2.72541884,2.11008325,0.00000000
-5.66983492,6.17455319,0.01871535,1.63558497,2.13215561,0.47224166,2.07064326,2.77280917,2.11758359,0.00000000
-5.66383192,6.24049388,0.01894115,1.66134795,2.13752002,0.47622770,2.09359817,2.81086040,2.12283176,0.00000000
-5.65782891,6.29186754,0.01912496,1.68114141,2.13921568,0.48001659,2.11060702,2.83924040,2.12571320,0.00000000
-5.65182591,6.32822513,0.01926571,1.69482907,2.13709312,0.48359054,2.12152471,2.85776982,2.12615073,0.00000000
-5.64582291,6.34935377,0.01936301,1.70236735,2.13106618,0.48693602,2.12629235,2.86642480,2.12410461,0.00000000
-5.63981991,6.35527517,0.01941719,1.70380499,2.12111110,0.49004400,2.12493625,2.86533546,2.11957091,0.00000000
-5.63381691,6.34623689,0.01942916,1.69928039,2.10726334,0.49290976,2.11756508,2.85478016,2.11257835,0.00000000
-5.62781391,6.32269696,0.01940039,1.68901661,2.08961272,0.49553235,2.10436527,2.83517572,2.10318389,0.00000000
-5.62181091,6.28530275,0.01933282,1.67331430,2.06829703,0.49791369,2.08559494,2.80706398,2.09146740,0.00000000
-5.61580790,6.23486503,0.01922878,1.65254277,2.04349474,0.50005747,2.06157649,2.77109498,2.07752578,0.00000000
-5.60980490,6.17232863,0.01909089,1.62712945,2.01541716,0.50196795,2.03268831,2.72800770,2.06146708,0.00000000
-5.60380190,6.09874115,0.01892200,1.59754829,1.98430080,0.50364863,1.99935580,2.67860877,2.04340505,0.00000000
-5.59779890,6.01522125,0.01872515,1.56430726,1.95040006,0.50510124,1.96204216,2.62375013,2.02345455,0.00000000
-5.59179590,5.92292802,0.01850347,1.52793571,1.91398113,0.50632483,1.92123912,2.56430651,2.00172831,0.00000000
-5.58579290,5.82303301,0.01826018,1.48897180,1.87531698,0.50731534,1.87745823,2.50115345,1.97833523,0.00000000
-5.57978989,5.71669603,0.01799857,1.44795060,1.83468401,0.50806556,1.83122259,2.43514693,1.95338057,0.00000000
-5.57378689,5.60504579,0.01772197,1.40539324,1.79236025,0.50856573,1.78305971,2.36710509,1.92696779,0.00000000
-5.56778389,5.48916607,0.01743378,1.36179753,1.74862516,0.50880458,1.73349524,2.29779300,1.89920232,0.00000000
-5.56178089,5.37008771,0.01713750,1.31763022,1.70376074,0.50877094,1.68304804,2.22791082,1.87019668,0.00000000
-5.55577789,5.24878632,0.01683672,1.27332134,1.65805388,0.50845578,1.63222635,2.15808560,1.84007676,0.00000000
-5.54977489,5.12618540,0.01653520,1.22926046,1.61179929,0.50785458,1.58152511,2.08886718,1.80898872,0.00000000
-5.54377189,5.00316383,0.01623685,1.18579508,1.56530288,0.50696989,1.53142432,2.02072775,1.77710595,0.00000000
-5.53776888,4.88056679,0.01594582,1.14323096,1.51888480,0.50581386,1.48238807,1.95406505,1.74463546,0.00000000
-5.53176588,4.75921873,0.01566641,1.10183409,1.47288198,0.50441056,1.43486416,1.88920866,1.71182312,0.00000000
-5.52576288,4.63993671,0.01540319,1.06183415,1.42764952,0.50279796,1.38928379,1.82642870,1.67895716,0.00000000
-5.51975988,4.52354277,0.01516086,1.02342893,1.38356067,0.50102919,1.34606113,1.76594631,1.64636939,0.00000000
-5.51375688,4.41087356,0.01494428,0.98678935,1.34100509,0.49917315,1.30559243,1.70794488,1.61443388,0.00000000
-5.50775388,4.30278613,0.01475837,0.95206456,1.30038526,0.49731413,1.26825424,1.65258133,1.58356266,0.00000000
-5.50175088,4.20015854,0.01460801,0.91938682,1.26211096,0.49555050,1.23440071,1.59999651,1.55419867,0.00000000
-5.49574787,4.10388466,0.01449792,0.88887546,1.22659195,0.49399237,1.20435967,1.55032390,1.52680568,0.00000000
-5.48974487,4.01486277,0.01443255,0.86063998,1.19422902,0.49275830,1.17842757,1.50369614,1.50185588,0.00000000
-5.48374187,3.93397812,0.01441589,0.83478164,1.16540374,0.49197108,1.15686318,1.46024872,1.47981527,0.00000000
-5.47773887,3.86207991,0.01445132,0.81139368,1.14046743,0.49175288,1.13988053,1.42012076,1.46112761,0.00000000
-5.47173587,3.79995381,0.01454143,0.79056008,1.11972967,0.49221987,1.12764110,1.38345273,1.44619769,0.00000000
-5.46573287,3.74829130,0.01468791,0.77235288,1.10344705,0.49347661,1.12024584,1.35038138,1.43537458,0.00000000
-5.45972986,3.70765767,0.01489134,0.75682839,1.09181265,0.49561051,1.11772756,1.32103222,1.42893583,0.00000000
-5.45372686,3.67846042,0.01515112,0.74402251,1.08494686,0.49868664,1.12004402,1.29551018,1.42707339,0.00000000
-5.44772386,3.66092025,0.01546535,0.73394571,1.08288995,0.50274320,1.12707246,1.27388918,1.42988206,0.00000000
-5.44172086,3.65504635,0.01583082,0.72657780,1.08559691,0.50778795,1.13860604,1.25620143,1.43735100,0.00000000
-5.43571786,3.66061808,0.01624296,0.72186337,1.09293480,0.51379573,1.15435258,1.24242722,1.44935910,0.00000000
-5.42971486,3.67717417,0.01669595,0.71970786,1.10468298,0.52070741,1.17393602,1.23248615,1.46567421,0.00000000
-5.42371186,3.70401084,0.01718277,0.71997511,1.12053607,0.52843020,1.19690082,1.22623052,1.48595663,0.00000000
-5.41770885,3.74018930,0.01769538,0.72248627,1.14010986,0.53683951,1.22271934,1.22344141,1.50976676,0.00000000
-5.41170585,3.78455280,0.01822489,0.72702060,1.16294965,0.54578225,1.25080212,1.22382792,1.53657652,0.00000000
-5.40570285,3.83575274,0.01876182,0.73331811,1.18854115,0.55508140,1.28051080,1.22702986,1.56578430,0.00000000
-5.39969985,3.89228309,0.01929635,0.74108397,1.21632302,0.56454178,1.31117324,1.23262384,1.59673261,0.00000000
-5.39369685,3.95252158,0.01981860,0.74999471,1.24570106,0.57395668,1.34210038,1.24013264,1.62872794,0.00000000
-5.38769385,4.01477596,0.02031895,0.75970578,1.27606309,0.58311511,1.37260400,1.24903735,1.66106172,0.00000000
-5.38169085,4.07733346,0.02078826,0.76986028,1.30679425,0.59180935,1.40201486,1.25879186,1.69303176,0.00000000
-5.37568784,4.13851116,0.02121821,0.78009839,1.33729202,0.59984240,1.42970034,1.26883890,1.72396322,0.00000000
-5.36968484,4.19670519,0.02160145,0.79006701,1.36698043,0.60703512,1.45508091,1.27862693,1.75322823,0.00000000
-5.36368184,4.25043667,0.02193188,0.79942929,1.39532312,0.61323269,1.47764470,1.28762696,1.78026356,0.00000000
-5.35767884,4.29839260,0.02220471,0.80787347,1.42183470,0.61831008,1.49695966,1.29534861,1.80458562,0.00000000
-5.35167584,4.33946009,0.02241658,0.81512080,1.44609026,0.62217646,1.51268284,1.30135460,1.82580244,0.00000000
-5.34567284,4.37275282,0.02256560,0.82093201,1.46773277,0.62477827,1.52456649,1.30527300,1.84362225,0.00000000
-5.33966983,4.39762895,0.02265128,0.82511232,1.48647830,0.62610086,1.53246074,1.30680687,1.85785852,0.00000000
-5.33366683,4.41370019,0.02267449,0.82751466,1.50211894,0.62616881,1.53631313,1.30574075,1.86843150,0.00000000
-5.32766383,4.42083208,0.02263730,0.82804115,1.51452369,0.62504474,1.53616486,1.30194397,1.87536644,0.00000000
-5.32166083,4.41913600,0.02254284,0.82664286,1.52363729,0.62282695,1.53214426,1.29537072,1.87878869,0.00000000
-5.31565783,4.40895380,0.02239507,0.82331797,1.52947717,0.61964580,1.52445789,1.28605709,1.87891607,0.00000000
-5.30965483,4.39083596,0.02219862,0.81810851,1.53212886,0.61565916,1.51337967,1.27411530,1.87604898,0.00000000
-5.30365183,4.36551480,0.02195855,0.81109603,1.53173994,0.61104712,1.49923867,1.25972564,1.87055868,0.00000000
-5.29764882,4.33387387,0.02168016,0.80239639,1.52851288,0.60600608,1.48240613,1.24312661,1.86287436,0.00000000
-5.29164582,4.29691524,0.02136881,0.79215400,1.52269700,0.60074256,1.46328229,1.22460381,1.85346924,0.00000000
-5.28564282,4.25572575,0.02102980,0.78053591,1.51457973,0.59546699,1.44228346,1.20447824,1.84284653,0.00000000
-5.27963982,4.21144386,0.02066818,0.76772591,1.50447748,0.59038754,1.41982998,1.18309452,1.83152534,0.00000000
-5.27363682,4.16522801,0.02028878,0.75391896,1.49272636,0.58570434,1.39633526,1.16080961,1.82002724,0.00000000
-5.26763382,4.11822757,0.01989609,0.73931616,1.47967298,0.58160425,1.37219646,1.13798247,1.80886362,0.00000000
-5.26163082,4.07155717,0.01949428,0.72412034,1.46566556,0.57825631,1.34778676,1.11496509,1.79852423,0.00000000
-5.25562781,4.02627497,0.01908730,0.70853249,1.45104560,0.57580789,1.32344960,1.09209507,1.78946717,0.00000000
-5.24962481,3.98336515,0.01867886,0.69274892,1.43614038,0.57438190,1.29949474,1.06968993,1.78211046,0.00000000
-5.24362181,3.94372474,0.01827257,0.67695917,1.42125652,0.57407475,1.27619627,1.04804322,1.77682533,0.00000000
-5.23761881,3.90815488,0.01787205,0.66134468,1.40667471,0.57495544,1.25379225,1.02742231,1.77393135,0.00000000
-5.23161581,3.87735592,0.01748099,0.64607801,1.39264589,0.57706537,1.23248595,1.00806768,1.77369328,0.00000000
-5.22561281,3.85192617,0.01710327,0.63132248,1.37938893,0.58041923,1.21244841,0.99019352,1.77631973,0.00000000
-5.21960980,3.83236361,0.01674306,0.61723212,1.36708986,0.58500645,1.19382191,0.97398918,1.78196336,0.00000000
-5.21360680,3.81906975,0.01640481,0.60395174,1.35590258,0.59079344,1.17672417,0.95962129,1.79072244,0.00000000
-5.20760380,3.81235506,0.01609336,0.59161693,1.34595106,0.59772623,1.16125282,0.94723606,1.80264357,0.00000000
-5.20160080,3.81244496,0.01581384,0.58035389,1.33733260,0.60573349,1.14748979,0.93696136,1.81772522,0.00000000
-5.19559780,3.81948563,0.01557166,0.57027890,1.33012201,0.61472960,1.13550538,0.92890840,1.83592175,0.00000000
-5.18959480,3.83354895,0.01537244,0.56149751,1.32437639,0.62461783,1.12536146,0.92317263,1.85714746,0.00000000
-5.18359180,3.85463583,0.01522181,0.55410307,1.32013990,0.63529322,1.11711383,0.91983358,1.88128057,0.00000000
-5.17758879,3.88267754,0.01512528,0.54817505,1.31744831,0.64664515,1.11081322,0.91895377,1.90816657,0.00000000
-5.17158579,3.91753481,0.01508808,0.54377672,1.31633279,0.65855948,1.10650503,0.92057636,1.93762085,0.00000000
-5.16558279,3.95899457,0.01511486,0.54095266,1.31682265,0.67092021,1.10422767,0.92472191,1.96943047,0.00000000
-5.15957979,4.00676469,0.01520953,0.53972597,1.31894672,0.68361058,1.10400958,0.93138424,2.00335495,0.00000000
-5.15357679,4.06046719,0.01537499,0.54009549,1.32273318,0.69651365,1.10586514,0.94052566,2.03912630,0.00000000
-5.14757379,4.11963064,0.01561291,0.54203315,1.32820790,0.70951254,1.10978967,0.95207212,2.07644833,0.00000000
-5.14157079,4.18368278,0.01592354,0.54548169,1.33539123,0.72249031,1.11575402,0.96590834,2.11499577,0.00000000
-5.13556778,4.25194433,0.01630557,0.55035292,1.34429370,0.73532968,1.12369905,0.98187366,2.15441341,0.00000000
-5.12956478,4.32362540,0.01675592,0.55652681,1.35491074,0.74791286,1.13353060,0.99975892,2.19431582,0.00000000
-5.12356178,4.39782533,0.01726976,0.56385153,1.36721708,0.76012149,1.14511536,1.01930468,2.23428820,0.00000000
-5.11755878,4.47353728,0.01784047,0.57214459,1.38116126,0.77183706,1.15827817,1.04020130,2.27388872,0.00000000
-5.11155578,4.54965820,0.01845965,0.58119519,1.39666076,0.78294176,1.17280123,1.06209111,2.31265269,0.00000000
-5.10555278,4.62500471,0.01911732,0.59076788,1.41359832,0.79332004,1.18842535,1.08457275,2.35009902,0.00000000
-5.09954977,4.69833511,0.01980205,0.60060739,1.43181985,0.80286079,1.20485368,1.10720780,2.38573883,0.00000000
-5.09354677,4.76837713,0.02050127,0.61044462,1.45113422,0.81146018,1.22175774,1.12952970,2.41908635,0.00000000
-5.08754377,4.83386074,0.02120154,0.62000366,1.47131525,0.81902511,1.23878579,1.15105456,2.44967165,0.00000000
-5.08154077,4.89355485,0.02188893,0.62900947,1.49210572,0.82547708,1.25557320,1.17129366,2.47705485,0.00000000
-5.07553777,4.94630646,0.02254943,0.63719606,1.51322341,0.83075619,1.27175434,1.18976720,2.50084119,0.00000000
-5.06953477,4.99108028,0.02316935,0.64431485,1.53436882,0.83482525,1.28697547,1.20601857,2.52069608,0.00000000
-5.06353177,5.02699708,0.02373577,0.65014271,1.55523418,0.83767350,1.30090794,1.21962883,2.53635935,0.00000000
-5.05752876,5.05336850,0.02423694,0.65448951,1.57551310,0.83931975,1.31326099,1.23023043,2.54765789,0.00000000
-5.05152576,5.06972648,0.02466263,0.65720468,1.59491045,0.83981467,1.32379340,1.23751982,2.55451564,0.00000000
-5.04552276,5.07584549,0.02500454,0.65818254,1.61315169,0.83924202,1.33232327,1.24126816,2.55696047,0.00000000
-5.03951976,5.07175624,0.02525651,0.65736613,1.62999123,0.83771851,1.33873539,1.24132979,2.55512712,0.00000000
-5.03351676,5.05774973,0.02541477,0.65474932,1.64521926,0.83539242,1.34298578,1.23764782,2.54925600,0.00000000
-5.02751376,5.03437137,0.02547803,0.65037704,1.65866671,0.83244067,1.34510293,1.23025683,2.53968767,0.00000000
-5.02151076,5.00240503,0.02544755,0.64434377,1.67020814,0.82906466,1.34518587,1.21928236,2.52685312,0.00000000
-5.01550775,4.96284795,0.02532709,0.63679011,1.67976251,0.82548479,1.34339906,1.20493729,2.51126032,0.00000000
-5.00950475,4.91687739,0.02512274,0.62789778,1.68729184,0.82193404,1.33996434,1.18751520,2.49347759,0.00000000
-5.00350175,4.86581084,0.02484276,0.61788320,1.69279818,0.81865088,1.33515062,1.16738119,2.47411458,0.00000000
-4.99749875,4.81106168,0.02449723,0.60698993,1.69631912,0.81587171,1.32926174,1.14496039,2.45380199,0.00000000
-4.99149575,4.75409251,0.02409777,0.59548041,1.69792239,0.81382332,1.32262333,1.12072480,2.43317089,0.00000000
-4.98549275,4.69636839,0.02365711,0.58362723,1.69769994,0.81271567,1.31556947,1.09517909,2.41283275,0.00000000
-4.97948974,4.63931233,0.02318867,0.57170452,1.69576225,0.81273539,1.30842988,1.06884588,2.39336127,0.00000000
-4.97348674,4.58426501,0.02270617,0.55997973,1.69223306,0.81404012,1.30151839,1.04225114,2.37527673,0.00000000
-4.96748374,4.53245050,0.02222314,0.54870608,1.68724512,0.81675421,1.29512334,1.01591041,2.35903366,0.00000000
-4.96148074,4.48494935,0.02175256,0.53811624,1.68093720,0.82096573,1.28950043,0.99031622,2.34501230,0.00000000
-4.95547774,4.44267987,0.02130649,0.52841718,1.67345246,0.82672494,1.28486826,0.96592718,2.33351406,0.00000000
-4.94947474,4.40638810,0.02089567,0.51978652,1.66493834,0.83404434,1.28140670,0.94315908,2.32476099,0.00000000
-4.94347174,4.37664610,0.02052935,0.51237048,1.65554765,0.84290002,1.27925813,0.92237822,2.31889901,0.00000000
-4.93746873,4.35385817,0.02021498,0.50628323,1.64544076,0.85323445,1.27853104,0.90389691,2.31600441,0.00000000
-4.93146573,4.33827368,0.01995812,0.50160772,1.63478851,0.86496024,1.27930584,0.88797122,2.31609298,0.00000000
-4.92546273,4.33000520,0.01976237,0.49839773,1.62377527,0.87796481,1.28164198,0.87480074,2.31913092,0.00000000
-4.91945973,4.32905018,0.01962930,0.49668089,1.61260186,0.89211555,1.28558597,0.86453000,2.32504677,0.00000000
-4.91345673,4.33531436,0.01955856,0.49646225,1.60148763,0.90726533,1.29117930,0.85725140,2.33374328,0.00000000
-4.90745373,4.34863494,0.01954797,0.49772839,1.59067133,0.92325785,1.29846567,0.85300895,2.34510856,0.00000000
-4.90145073,4.36880178,0.01959366,0.50045128,1.58041038,0.93993280,1.30749675,0.85180269,2.35902545,0.00000000
-4.89544772,4.39557503,0.01969029,0.50459190,1.57097819,0.95713032,1.31833581,0.85359310,2.37537869,0.00000000
-4.88944472,4.42869780,0.01983126,0.51010323,1.56265939,0.97469474,1.33105879,0.85830534,2.39405930,0.00000000
-4.88344172,4.46790306,0.02000897,0.51693224,1.55574280,0.99247738,1.34575248,0.86583274,2.41496579,0.00000000
-4.87743872,4.51291414,0.02021505,0.52502092,1.55051251,1.01033829,1.36250962,0.87603957,2.43800224,0.00000000
-4.87143572,4.56343893,0.02044063,0.53430609,1.54723706,1.02814688,1.38142115,0.88876271,2.46307336,0.00000000
-4.86543272,4.61915821,0.02067661,0.54471813,1.54615734,1.04578160,1.40256582,0.90381232,2.49007675,0.00000000
-4.85942971,4.67970907,0.02091383,0.55617873,1.54747360,1.06312860,1.42599776,0.92097157,2.51889315,0.00000000
-4.85342671,4.74466468,0.02114332,0.56859778,1.55133244,1.08007965,1.45173269,0.93999563,2.54937516,0.00000000
-4.84742371,4.81351235,0.02135648,0.58186981,1.55781419,1.09652951,1.47973361,0.96061015,2.58133539,0.00000000
-4.84142071,4.88563163,0.02154519,0.59587029,1.56692177,1.11237293,1.50989701,0.98250983,2.61453504,0.00000000
-4.83541771,4.96027464,0.02170201,0.61045220,1.57857154,1.12750172,1.54204062,1.00535717,2.64867371,0.00000000
-4.82941471,5.03655084,0.02182019,0.62544321,1.59258702,1.14180206,1.57589359,1.02878218,2.68338161,0.00000000
-4.82341171,5.11341804,0.02189380,0.64064405,1.60869602,1.15515238,1.61109015,1.05238329,2.71821486,0.00000000
-4.81740870,5.18968152,0.02191777,0.65582820,1.62653155,1.16742218,1.64716757,1.07572994,2.75265469,0.00000000
-4.81140570,5.26400242,0.02188793,0.67074333,1.64563713,1.17847180,1.68356887,1.09836704,2.78611112,0.00000000
-4.80540270,5.33491625,0.02180099,0.68511461,1.66547620,1.18815360,1.71965068,1.11982167,2.81793133,0.00000000
-4.79939970,5.40086167,0.02165462,0.69864995,1.68544581,1.19631440,1.75469647,1.13961180,2.84741284,0.00000000
-4.79339670,5.46021893,0.02144742,0.71104713,1.70489411,1.20279924,1.78793456,1.15725708,2.87382111,0.00000000
-4.78739370,5.51135689,0.02117892,0.72200248,1.72314100,1.20745643,1.81856077,1.17229146,2.89641113,0.00000000
-4.78139070,5.55268678,0.02084959,0.73122099,1.73950131,1.21014359,1.84576449,1.18427693,2.91445200,0.00000000
-4.77538769,5.58272013,0.02046086,0.73842721,1.75330927,1.21073440,1.86875733,1.19281814,2.92725351,0.00000000
-4.76938469,5.60012827,0.02001508,0.74337649,1.76394340,1.20912572,1.88680291,1.19757700,2.93419333,0.00000000
-4.76338169,5.60380002,0.01951551,0.74586598,1.77085053,1.20524458,1.89924646,1.19828655,2.93474347,0.00000000
-4.75737869,5.59289459,0.01896633,0.74574470,1.77356771,1.19905467,1.90554262,1.19476337,2.92849441,0.00000000
-4.75137569,5.56688629,0.01837259,0.74292225,1.77174095,1.19056169,1.90528016,1.18691784,2.91517569,0.00000000
-4.74537269,5.52559851,0.01774011,0.73737540,1.76513975,1.17981730,1.89820212,1.17476147,2.89467148,0.00000000
-4.73936968,5.46922449,0.01707549,0.72915235,1.75366660,1.16692116,1.88422044,1.15841084,2.86703022,0.00000000
-4.73336668,5.39833328,0.01638594,0.71837416,1.73736094,1.15202097,1.86342410,1.13808778,2.83246758,0.00000000
-4.72736368,5.31386015,0.01567921,0.70523331,1.71639721,1.13531007,1.83608025,1.11411565,2.79136237,0.00000000
-4.72136068,5.21708128,0.01496343,0.68998923,1.69107711,1.11702287,1.80262832,1.08691164,2.74424537,0.00000000
-4.71535768,5.10957391,0.01424694,0.67296115,1.66181643,1.09742810,1.76366721,1.05697539,2.69178172,0.00000000
-4.70935468,4.99316342,0.01353814,0.65451830,1.62912704,1.07682020,1.71993607,1.02487443,2.63474738,0.00000000
-4.70335168,4.86986011,0.01284529,0.63506813,1.59359501,1.05550915,1.67228987,0.99122688,2.57400119,0.00000000
-4.69734867,4.74178855,0.01217633,0.61504293,1.55585592,1.03380946,1.62167049,0.95668235,2.51045369,0.00000000
-4.69134567,4.61111320,0.01153869,0.59488550,1.51656882,1.01202869,1.56907518,0.92190173,2.44503452,0.00000000
-4.68534267,4.47996389,0.01093911,0.57503465,1.47638984,0.99045626,1.51552353,0.88753682,2.37865991,0.00000000
-4.67933967,4.35036488,0.01038352,0.55591088,1.43594717,0.96935307,1.46202461,0.85421072,2.31220222,0.00000000
-4.67333667,4.22417088,0.00987688,0.53790328,1.39581834,0.94894267,1.40954581,0.82249971,2.24646273,0.00000000
-4.66733367,4.10301315,0.00942311,0.52135786,1.35651108,0.92940424,1.35898458,0.79291747,2.18214927,0.00000000
-4.66133067,3.98825779,0.00902504,0.50656792,1.31844846,0.91086800,1.31114434,0.76590219,2.11985963,0.00000000
-4.65532766,3.88097815,0.00868439,0.49376691,1.28195908,0.89341314,1.26671531,0.74180701,2.06007128,0.00000000
-4.64932466,3.78194187,0.00840179,0.48312377,1.24727250,0.87706842,1.22626095,0.72089403,2.00313789,0.00000000
-4.64332166,3.69161281,0.00817688,0.47474110,1.21451992,0.86181542,1.19021019,0.70333212,1.94929229,0.00000000
