energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.84992496,1.03770482,0.06653893,0.00077213,0.00220682,0.63048127,0.71979982,0.34361319
-5.84392196,0.98456539,0.06448299,0.00073360,0.00238142,0.59295771,0.68603759,0.32318584
-5.83791896,0.93873999,0.06228218,0.00069867,0.00258646,0.56198983,0.65527364,0.30721325
-5.83191596,0.90000359,0.05995639,0.00066709,0.00282064,0.53737116,0.62749183,0.29552531
-5.82591296,0.86809709,0.05753062,0.00063864,0.00308206,0.51884388,0.60267473,0.28791414
-5.81990995,0.84273295,0.05503400,0.00061311,0.00336821,0.50610733,0.58080386,0.28414012
-5.81390695,0.82359904,0.05249863,0.00059032,0.00367597,0.49882534,0.56185838,0.28393743
-5.80790395,0.81036083,0.04995835,0.00057010,0.00400163,0.49663267,0.54581252,0.28701930
-5.80190095,0.80266293,0.04744748,0.00055233,0.00434093,0.49914060,0.53263254,0.29308291
-5.79589795,0.80013036,0.04499961,0.00053686,0.00468915,0.50594212,0.52227350,0.30181421
-5.78989495,0.80237024,0.04264653,0.00052360,0.00504115,0.51661687,0.51467645,0.31289262
-5.78389195,0.80897454,0.04041727,0.00051245,0.00539151,0.53073628,0.50976659,0.32599596
-5.77788894,0.81952425,0.03833745,0.00050337,0.00573459,0.54786907,0.50745257,0.34080539
-5.77188594,0.83359514,0.03642873,0.00049630,0.00606475,0.56758724,0.50762727,0.35701076
-5.76588294,0.85076531,0.03470854,0.00049126,0.00637641,0.58947279,0.51017017,0.37431599
-5.75987994,0.87062428,0.03319012,0.00048829,0.00666425,0.61312488,0.51495116,0.39244468
-5.75387694,0.89278326,0.03188261,0.00048747,0.00692332,0.63816758,0.52183570,0.41114569
-5.74787394,0.91688628,0.03079146,0.00048896,0.00714922,0.66425765,0.53069092,0.43019852
-5.74187094,0.94262123,0.02991889,0.00049296,0.00733818,0.69109233,0.54139235,0.44941820
-5.73586793,0.96973037,0.02926445,0.00049975,0.00748721,0.71841638,0.55383065,0.46865950
-5.72986493,0.99801932,0.02882566,0.00050968,0.00759418,0.74602823,0.56791791,0.48782016
-5.72386193,1.02736387,0.02859857,0.00052315,0.00765783,0.77378452,0.58359290,0.50684273
-5.71785893,1.05771380,0.02857837,0.00054062,0.00767788,0.80160282,0.60082483,0.52571501
-5.71185593,1.08909326,0.02875978,0.00056262,0.00765496,0.82946189,0.61961509,0.54446863
-5.70585293,1.12159712,0.02913738,0.00058968,0.00759062,0.85739944,0.63999674,0.56317581
-5.69984992,1.15538319,0.02970584,0.00062235,0.00748721,0.88550709,0.66203141,0.58194422
-5.69384692,1.19066033,0.03045986,0.00066119,0.00734787,0.91392248,0.68580362,0.60090997
-5.68784392,1.22767267,0.03139405,0.00070668,0.00717633,0.94281878,0.71141265,0.62022885
-5.68184092,1.26668043,0.03250265,0.00075925,0.00697684,0.97239187,0.73896219,0.64006621
-5.67583792,1.30793832,0.03377907,0.00081923,0.00675399,1.00284564,0.76854819,0.66058582
-5.66983492,1.35167225,0.03521538,0.00088680,0.00651257,1.03437604,0.80024562,0.68193805
-5.66383192,1.39805573,0.03680175,0.00096199,0.00625741,1.06715473,0.83409471,0.70424814
-5.65782891,1.44718709,0.03852585,0.00104462,0.00599325,1.10131301,0.87008761,0.72760496
-5.65182591,1.49906897,0.04037229,0.00113430,0.00572456,1.13692711,0.90815619,0.75205096
-5.64582291,1.55359123,0.04232223,0.00123042,0.00545548,1.17400548,0.94816195,0.77757389
-5.63981991,1.61051859,0.04435298,0.00133213,0.00518969,1.21247915,0.98988875,0.80410077
-5.63381691,1.66948387,0.04643794,0.00143833,0.00493032,1.25219558,1.03303893,0.83149458
-5.62781391,1.72998752,0.04854659,0.00154770,0.00467993,1.29291666,1.07723346,0.85955396
-5.62181091,1.79140394,0.05064487,0.00165873,0.00444046,1.33432108,1.12201630,0.88801608
-5.61580790,1.85299443,0.05269563,0.00176971,0.00421323,1.37601112,1.16686302,0.91656266
-5.60980490,1.91392641,0.05465946,0.00187883,0.00399900,1.41752357,1.21119335,0.94482890
-5.60380190,1.97329824,0.05649559,0.00198416,0.00379794,1.45834435,1.25438739,0.97241497
-5.59779890,2.03016831,0.05816307,0.00208376,0.00360978,1.49792604,1.29580447,0.99889952
-5.59179590,2.08358715,0.05962201,0.00217571,0.00343382,1.53570733,1.33480398,1.02385455
-5.58579290,2.13263078,0.06083487,0.00225818,0.00326904,1.57113346,1.37076690,1.04686080
-5.57978989,2.17643369,0.06176786,0.00232949,0.00311419,1.60367637,1.40311708,1.06752295
-5.57378689,2.21421961,0.06239213,0.00238816,0.00296790,1.63285344,1.43134091,1.08548378
-5.56778389,2.24532855,0.06268493,0.00243295,0.00282874,1.65824384,1.45500449,1.10043659
-5.56178089,2.26923859,0.06263060,0.00246294,0.00269531,1.67950161,1.47376727,1.11213515
-5.55577789,2.28558163,0.06222124,0.00247750,0.00256633,1.69636473,1.48739158,1.12040085
-5.54977489,2.29415210,0.06145722,0.00247639,0.00244070,1.70865994,1.49574753,1.12512671
-5.54377189,2.29490882,0.06034733,0.00245968,0.00231754,1.71630323,1.49881314,1.12627814
-5.53776888,2.28796993,0.05890864,0.00242782,0.00219622,1.71929616,1.49667007,1.12389064
-5.53176588,2.27360174,0.05716615,0.00238158,0.00207640,1.71771869,1.48949516,1.11806470
-5.52576288,2.25220257,0.05515210,0.00232202,0.00195804,1.71171925,1.47754869,1.10895855
-5.51975988,2.22428281,0.05290509,0.00225049,0.00184138,1.70150292,1.46116027,1.09677919
-5.51375688,2.19044277,0.05046906,0.00216856,0.00172690,1.68731891,1.44071332,1.08177253
-5.50775388,2.15134994,0.04789214,0.00207795,0.00161539,1.66944834,1.41662922,1.06421338
-5.50175088,2.10771703,0.04522539,0.00198052,0.00150780,1.64819323,1.38935230,1.04439592
-5.49574787,2.06028227,0.04252163,0.00187820,0.00140530,1.62386762,1.35933636,1.02262518
-5.48974487,2.00979287,0.03983423,0.00177293,0.00130921,1.59679128,1.32703366,0.99921022
-5.48374187,1.95699234,0.03721608,0.00166662,0.00122096,1.56728649,1.29288664,0.97445907
-5.47773887,1.90261211,0.03471858,0.00156111,0.00114207,1.53567762,1.25732278,0.94867560
-5.47173587,1.84736702,0.03239086,0.00145814,0.00107410,1.50229354,1.22075230,0.92215837
-5.46573287,1.79195454,0.03027909,0.00135932,0.00101863,1.46747197,1.18356857,0.89520099
-5.45972986,1.73705658,0.02842598,0.00126611,0.00097723,1.43156532,1.14615061,0.86809374
-5.45372686,1.68334302,0.02687038,0.00117979,0.00095144,1.39494678,1.10886680,0.84112589
-5.44772386,1.63147565,0.02564697,0.00110149,0.00094273,1.35801591,1.07207933,0.81458810
-5.44172086,1.58211140,0.02478610,0.00103215,0.00095249,1.32120266,1.03614816,0.78877437
-5.43571786,1.53590355,0.02431361,0.00097255,0.00098198,1.28496890,1.00143400,0.76398305
-5.42971486,1.49350015,0.02425068,0.00092330,0.00103232,1.24980693,0.96829949,0.74051630
-5.42371186,1.45553884,0.02461372,0.00088484,0.00110447,1.21623438,0.93710817,0.71867789
-5.41770885,1.42263781,0.02541417,0.00085747,0.00119915,1.18478545,0.90822083,0.69876904
-5.41170585,1.39538281,0.02665831,0.00084135,0.00131688,1.15599854,0.88198941,0.68108236
-5.40570285,1.37431081,0.02834704,0.00083650,0.00145786,1.13040075,0.85874842,0.66589415
-5.39969985,1.35989085,0.03047561,0.00084278,0.00162201,1.10849004,0.83880447,0.65345533
-5.39369685,1.35250324,0.03303332,0.00085996,0.00180887,1.09071575,0.82242443,0.64398149
-5.38769385,1.35241842,0.03600333,0.00088766,0.00201761,1.07745878,0.80982305,0.63764272
-5.38169085,1.35977672,0.03936240,0.00092537,0.00224699,1.06901248,0.80115070,0.63455384
-5.37568784,1.37457066,0.04308083,0.00097249,0.00249534,1.06556536,0.79648235,0.63476560
-5.36968484,1.39663090,0.04712246,0.00102827,0.00276054,1.06718684,0.79580839,0.63825760
-5.36368184,1.42561728,0.05144481,0.00109188,0.00304005,1.07381685,0.79902807,0.64493339
-5.35767884,1.46101563,0.05599947,0.00116238,0.00333090,1.08526004,0.80594619,0.65461819
-5.35167584,1.50214115,0.06073261,0.00123875,0.00362974,1.10118511,0.81627340,0.66705945
-5.34567284,1.54814850,0.06558574,0.00131988,0.00393288,1.12112937,0.82963020,0.68193053
-5.33966983,1.59804851,0.07049662,0.00140464,0.00423636,1.14450857,0.84555477,0.69883717
-5.33366683,1.65073096,0.07540039,0.00149184,0.00453599,1.17063152,0.86351422,0.71732683
-5.32766383,1.70499264,0.08023084,0.00158032,0.00482751,1.19871885,0.88291895,0.73690029
-5.32166083,1.75956945,0.08492169,0.00166892,0.00510660,1.22792523,0.90313934,0.75702510
-5.31565783,1.81317132,0.08940805,0.00175655,0.00536907,1.25736392,0.92352420,0.77715038
-5.30965483,1.86451829,0.09362780,0.00184218,0.00561088,1.28613266,0.94342008,0.79672216
-5.30365183,1.91237631,0.09752287,0.00192490,0.00582831,1.31333974,0.96219059,0.81519872
-5.29764882,1.95559117,0.10104052,0.00200392,0.00601800,1.33812919,0.97923485,0.83206520
-5.29164582,1.99311928,0.10413437,0.00207860,0.00617710,1.35970410,0.99400447,0.84684704
-5.28564282,2.02405393,0.10676522,0.00214846,0.00630326,1.37734722,1.00601812,0.85912159
-5.27963982,2.04764631,0.10890170,0.00221317,0.00639478,1.39043813,1.01487345,0.86852757
-5.27363682,2.06332044,0.11052066,0.00227260,0.00645055,1.39846659,1.02025569,0.87477219
-5.26763382,2.07068180,0.11160729,0.00232674,0.00647015,1.40104162,1.02194294,0.87763567
-5.26163082,2.06951959,0.11215503,0.00237575,0.00645379,1.39789646,1.01980800,0.87697323
-5.25562781,2.05980293,0.11216523,0.00241993,0.00640232,1.38888935,1.01381678,0.87271470
-5.24962481,2.04167150,0.11164671,0.00245966,0.00631716,1.37400062,1.00402376,0.86486186
-5.24362181,2.01542133,0.11061510,0.00249541,0.00620030,1.35332630,0.99056459,0.85348391
-5.23761881,1.98148681,0.10909212,0.00252770,0.00605417,1.32706899,0.97364657,0.83871136
-5.23161581,1.94041971,0.10710476,0.00255703,0.00588158,1.29552650,0.95353740,0.82072871
-5.22561281,1.89286634,0.10468449,0.00258391,0.00568565,1.25907882,0.93055274,0.79976644
-5.21960980,1.83954398,0.10186640,0.00260878,0.00546973,1.21817415,0.90504328,0.77609246
-5.21360680,1.78121730,0.09868849,0.00263199,0.00523727,1.17331447,0.87738173,0.75000353
-5.20760380,1.71867581,0.09519087,0.00265378,0.00499179,1.12504121,0.84795036,0.72181689
-5.20160080,1.65271300,0.09141515,0.00267426,0.00473676,1.07392133,0.81712940,0.69186234
-5.19559780,1.58410758,0.08740382,0.00269338,0.00447556,1.02053431,0.78528673,0.66047491
-5.18959480,1.51360754,0.08319971,0.00271095,0.00421140,0.96546016,0.75276913,0.62798828
-5.18359180,1.44191686,0.07884552,0.00272662,0.00394730,0.90926872,0.71989525,0.59472901
-5.17758879,1.36968537,0.07438339,0.00273989,0.00368604,0.85251027,0.68695037,0.56101163
-5.17158579,1.29750144,0.06985449,0.00275015,0.00343015,0.79570747,0.65418306,0.52713447
-5.16558279,1.22588746,0.06529867,0.00275665,0.00318189,0.73934881,0.62180355,0.49337637
-5.15957979,1.15529800,0.06075410,0.00275860,0.00294327,0.68388318,0.58998375,0.45999408
-5.15357679,1.08612017,0.05625696,0.00275514,0.00271608,0.62971589,0.55885877,0.42722028
-5.14757379,1.01867595,0.05184109,0.00274541,0.00250188,0.57720571,0.52852963,0.39526237
-5.14157079,0.95322622,0.04753772,0.00272860,0.00230206,0.52666312,0.49906697,0.36430159
-5.13556778,0.88997591,0.04337521,0.00270395,0.00211789,0.47834952,0.47051550,0.33449290
-5.12956478,0.82908016,0.03937880,0.00267082,0.00195056,0.43247735,0.44289889,0.30596506
-5.12356178,0.77065094,0.03557042,0.00262873,0.00180124,0.38921114,0.41622484,0.27882132
-5.11755878,0.71476397,0.03196861,0.00257738,0.00167112,0.34866924,0.39049004,0.25314035
-5.11155578,0.66146555,0.02858837,0.00251664,0.00156151,0.31092628,0.36568496,0.22897757
-5.10555278,0.61077908,0.02544124,0.00244663,0.00147382,0.27601620,0.34179806,0.20636669
-5.09954977,0.56271110,0.02253533,0.00236767,0.00140966,0.24393581,0.31881939,0.18532158
-5.09354677,0.51725665,0.01987546,0.00228034,0.00137088,0.21464870,0.29674353,0.16583823
-5.08754377,0.47440382,0.01746341,0.00218541,0.00135956,0.18808940,0.27557165,0.14789692
-5.08154077,0.43413749,0.01529811,0.00208386,0.00137805,0.16416783,0.25531282,0.13146445
-5.07553777,0.39644210,0.01337602,0.00197683,0.00142893,0.14277361,0.23598447,0.11649638
-5.06953477,0.36130364,0.01169139,0.00186564,0.00151505,0.12378047,0.21761212,0.10293922
-5.06353177,0.32871072,0.01023668,0.00175170,0.00163942,0.10705038,0.20022854,0.09073263
-5.05752876,0.29865490,0.00900284,0.00163650,0.00180519,0.09243742,0.18387219,0.07981139
-5.05152576,0.27113041,0.00797967,0.00152160,0.00201550,0.07979133,0.16858545,0.07010721
-5.04552276,0.24613322,0.00715609,0.00140852,0.00227343,0.06896059,0.15441237,0.06155042
-5.03951976,0.22365972,0.00652044,0.00129879,0.00258184,0.05979503,0.14139636,0.05407129
-5.03351676,0.20370510,0.00606060,0.00119384,0.00294318,0.05214799,0.12957786,0.04760125
-5.02751376,0.18626137,0.00576424,0.00109504,0.00335938,0.04587797,0.11899198,0.04207372
-5.02151076,0.17131546,0.00561884,0.00100362,0.00383162,0.04084971,0.10966642,0.03742482
-5.01550775,0.15884703,0.00561177,0.00092068,0.00436019,0.03693501,0.10161955,0.03359368
-5.00950475,0.14882655,0.00573029,0.00084718,0.00494430,0.03401295,0.09485880,0.03052271
-5.00350175,0.14121324,0.00596154,0.00078391,0.00558191,0.03196995,0.08937942,0.02815748
-4.99749875,0.13595327,0.00629247,0.00073148,0.00626964,0.03069951,0.08516352,0.02644658
-4.99149575,0.13297811,0.00670984,0.00069035,0.00700261,0.03010173,0.08217954,0.02534122
-4.98549275,0.13220303,0.00720011,0.00066078,0.00777448,0.03008281,0.08038199,0.02479480
-4.97948974,0.13352589,0.00774946,0.00064288,0.00857738,0.03055447,0.07971161,0.02476233
-4.97348674,0.13682620,0.00834382,0.00063656,0.00940199,0.03143342,0.08009580,0.02519989
-4.96748374,0.14196458,0.00896885,0.00064157,0.01023772,0.03264095,0.08144937,0.02606404
-4.96148074,0.14878250,0.00961013,0.00065749,0.01107282,0.03410260,0.08367562,0.02731126
-4.95547774,0.15710265,0.01025323,0.00068375,0.01189474,0.03574809,0.08666765,0.02889753
-4.94947474,0.16672973,0.01088397,0.00071959,0.01269036,0.03751136,0.09030994,0.03077797
-4.94347174,0.17745186,0.01148865,0.00076411,0.01344642,0.03933089,0.09448026,0.03290660
-4.93746873,0.18904274,0.01205430,0.00081628,0.01414991,0.04115014,0.09905173,0.03523637
-4.93146573,0.20126441,0.01256905,0.00087490,0.01478853,0.04291822,0.10389513,0.03771927
-4.92546273,0.21387083,0.01302243,0.00093868,0.01535110,0.04459068,0.10888145,0.04030672
-4.91945973,0.22661209,0.01340569,0.00100622,0.01582803,0.04613039,0.11388455,0.04295015
-4.91345673,0.23923938,0.01371215,0.00107601,0.01621174,0.04750856,0.11878395,0.04560181
-4.90745373,0.25151052,0.01393747,0.00114653,0.01649703,0.04870569,0.12346776,0.04821570
-4.90145073,0.26319597,0.01407987,0.00121621,0.01668139,0.04971258,0.12783552,0.05074881
-4.89544772,0.27408514,0.01414038,0.00128350,0.01676523,0.05053126,0.13180106,0.05316233
-4.88944472,0.28399281,0.01412290,0.00134687,0.01675208,0.05117577,0.13529516,0.05542314
-4.88344172,0.29276555,0.01403432,0.00140490,0.01664864,0.05167290,0.13826808,0.05750514
-4.87743872,0.30028763,0.01388443,0.00145627,0.01646474,0.05206269,0.14069165,0.05939077
-4.87143572,0.30648646,0.01368590,0.00149985,0.01621325,0.05239882,0.14256110,0.06107232
-4.86543272,0.31133718,0.01345405,0.00153465,0.01590985,0.05274875,0.14389633,0.06255317
-4.85942971,0.31486610,0.01320666,0.00155994,0.01557273,0.05319371,0.14474270,0.06384882
-4.85342671,0.31715298,0.01296362,0.00157521,0.01522222,0.05382846,0.14517122,0.06498776
-4.84742371,0.31833185,0.01274663,0.00158021,0.01488031,0.05476085,0.14527809,0.06601190
-4.84142071,0.31859030,0.01257875,0.00157495,0.01457020,0.05611121,0.14518364,0.06697691
-4.83541771,0.31816720,0.01248398,0.00155972,0.01431567,0.05801153,0.14503061,0.06795201
-4.82941471,0.31734892,0.01248679,0.00153503,0.01414052,0.06060447,0.14498184,0.06901958
-4.82341171,0.31646402,0.01261162,0.00150167,0.01406797,0.06404220,0.14521737,0.07027439
-4.81740870,0.31587672,0.01288238,0.00146059,0.01412000,0.06848507,0.14593115,0.07182247
-4.81140570,0.31597914,0.01332194,0.00141295,0.01431671,0.07410014,0.14732722,0.07377979
-4.80540270,0.31718280,0.01395164,0.00136005,0.01467575,0.08105955,0.14961574,0.07627059
-4.79939970,0.31990938,0.01479074,0.00130327,0.01521168,0.08953879,0.15300875,0.07942564
-4.79339670,0.32458139,0.01585601,0.00124405,0.01593544,0.09971477,0.15771596,0.08338021
-4.78739370,0.33161267,0.01716123,0.00118385,0.01685385,0.11176381,0.16394061,0.08827206
-4.78139070,0.34139938,0.01871682,0.00112411,0.01796919,0.12585947,0.17187546,0.09423927
-4.77538769,0.35431149,0.02052942,0.00106620,0.01927886,0.14217019,0.18169924,0.10141809
-4.76938469,0.37068515,0.02260165,0.00101140,0.02077516,0.16085687,0.19357332,0.10994074
-4.76338169,0.39081602,0.02493187,0.00096084,0.02244514,0.18207016,0.20763904,0.11993327
-4.75737869,0.41495389,0.02751401,0.00091556,0.02427069,0.20594760,0.22401538,0.13151336
-4.75137569,0.44329834,0.03033752,0.00087641,0.02622870,0.23261052,0.24279728,0.14478814
-4.74537269,0.47599575,0.03338748,0.00084409,0.02829135,0.26216070,0.26405441,0.15985193
-4.73936968,0.51313739,0.03664470,0.00081914,0.03042670,0.29467671,0.28783045,0.17678397
-4.73336668,0.55475864,0.04008602,0.00080195,0.03259926,0.33021006,0.31414271,0.19564605
-4.72736368,0.60083904,0.04368471,0.00079278,0.03477086,0.36878099,0.34298216,0.21647998
-4.72136068,0.65130310,0.04741092,0.00079174,0.03690156,0.41037414,0.37431354,0.23930508
-4.71535768,0.70602164,0.05123226,0.00079886,0.03895067,0.45493396,0.40807573,0.26411543
-4.70935468,0.76481348,0.05511448,0.00081409,0.04087790,0.50236022,0.44418202,0.29087723
-4.70335168,0.82744727,0.05902212,0.00083728,0.04264447,0.55250355,0.48252040,0.31952608
-4.69734867,0.89364349,0.06291926,0.00086828,0.04421424,0.60516134,0.52295369,0.34996446
-4.69134567,0.96307626,0.06677025,0.00090691,0.04555480,0.66007427,0.56531950,0.38205951
-4.68534267,1.03537521,0.07054044,0.00095294,0.04663841,0.71692359,0.60943015,0.41564119
-4.67933967,1.11012728,0.07419678,0.00100621,0.04744284,0.77532969,0.65507239,0.45050115
-4.67333667,1.18687846,0.07770848,0.00106652,0.04795203,0.83485197,0.70200718,0.48639233
-4.66733367,1.26513581,0.08104743,0.00113371,0.04815651,0.89499061,0.74996955,0.52302962
-4.66133067,1.34436958,0.08418866,0.00120763,0.04805357,0.95519015,0.79866862,0.56009165
-4.65532766,1.42401592,0.08711052,0.00128814,0.04764731,1.01484533,0.84778810,0.59722385
-4.64932466,1.50348004,0.08979490,0.00137509,0.04694833,1.07330914,0.89698716,0.63404284
-4.64332166,1.58214011,0.09222716,0.00146832,0.04597323,1.12990302,0.94590200,0.67014220
-4.63731866,1.65935199,0.09439608,0.00156762,0.04474398,1.18392922,0.99414806,0.70509950
-4.63131566,1.73445476,0.09629359,0.00167274,0.04328705,1.23468484,1.04132304,0.73848439
-4.62531266,1.80677714,0.09791450,0.00178332,0.04163247,1.28147740,1.08701077,0.76986773
-4.61930965,1.87564475,0.09925607,0.00189892,0.03981275,1.32364122,1.13078572,0.79883122
-4.61330665,1.94038802,0.10031766,0.00201896,0.03786188,1.36055416,1.17221839,0.82497734
-4.60730365,2.00035077,0.10110020,0.00214272,0.03581423,1.39165408,1.21088123,0.84793920
-4.60130065,2.05489923,0.10160582,0.00226931,0.03370358,1.41645425,1.24635508,0.86738989
-4.59529765,2.10343128,0.10183742,0.00239767,0.03156218,1.43455720,1.27823601,0.88305097
-4.58929465,2.14538590,0.10179837,0.00252658,0.02942005,1.44566634,1.30614230,0.89469974
-4.58329165,2.18025249,0.10149224,0.00265463,0.02730430,1.44959491,1.32972154,0.90217498
-4.57728864,2.20758000,0.10092266,0.00278027,0.02523865,1.44627183,1.34865751,0.90538105
-4.57128564,2.22698578,0.10009332,0.00290181,0.02324321,1.43574434,1.36267692,0.90429008
-4.56528264,2.23816394,0.09900805,0.00301747,0.02133425,1.41817727,1.37155563,0.89894231
-4.55927964,2.24089316,0.09767105,0.00312540,0.01952427,1.39384907,1.37512447,0.88944465
-4.55327664,2.23504383,0.09608720,0.00322373,0.01782214,1.36314487,1.37327432,0.87596754
-4.54727364,2.22058442,0.09426250,0.00331065,0.01623337,1.32654693,1.36596050,0.85874035
-4.54127064,2.19758690,0.09220456,0.00338441,0.01476042,1.28462296,1.35320635,0.83804564
-4.53526763,2.16623111,0.08992312,0.00344345,0.01340317,1.23801288,1.33510584,0.81421252
-4.52926463,2.12680782,0.08743062,0.00348640,0.01215935,1.18741452,1.31182510,0.78760943
-4.52326163,2.07972033,0.08474271,0.00351215,0.01102502,1.13356899,1.28360289,0.75863669
-4.51725863,2.02548442,0.08187869,0.00351991,0.00999502,1.07724602,1.25074984,0.72771909
-4.51125563,1.96472630,0.07886189,0.00350923,0.00906345,1.01923003,1.21364626,0.69529867
-4.50525263,1.89817854,0.07571987,0.00348004,0.00822403,0.96030701,1.17273873,0.66182794
-4.49924962,1.82667363,0.07248453,0.00343266,0.00747050,0.90125280,1.12853511,0.62776369
-4.49324662,1.75113527,0.06919200,0.00336783,0.00679690,0.84282264,1.08159823,0.59356133
-4.48724362,1.67256711,0.06588236,0.00328665,0.00619782,0.78574237,1.03253813,0.55966985
-4.48124062,1.59203923,0.06259920,0.00319059,0.00566857,0.73070097,0.98200294,0.52652732
-4.47523762,1.51067238,0.05938895,0.00308146,0.00520536,0.67834458,0.93066868,0.49455684
-4.46923462,1.42962028,0.05630011,0.00296135,0.00480529,0.62927174,0.87922797,0.46416285
-4.46323162,1.35005024,0.05338230,0.00283256,0.00446647,0.58402959,0.82837798,0.43572768
-4.45722861,1.27312271,0.05068519,0.00269759,0.00418796,0.54311094,0.77880797,0.40960822
-4.45122561,1.19997005,0.04825742,0.00255901,0.00396973,0.50695195,0.73118657,0.38613268
-4.44522261,1.13167523,0.04614537,0.00241943,0.00381260,0.47593013,0.68614925,0.36559727
-4.43921961,1.06925090,0.04439202,0.00228140,0.00371814,0.45036263,0.64428621,0.34826287
-4.43321661,1.01361953,0.04303579,0.00214740,0.00368858,0.43050468,0.60613120,0.33435176
-4.42721361,0.96559511,0.04210949,0.00201971,0.00372666,0.41654798,0.57215130,0.32404424
-4.42121061,0.92586690,0.04163932,0.00190040,0.00383556,0.40861932,0.54273825,0.31747559
-4.41520760,0.89498580,0.04164408,0.00179128,0.00401871,0.40677915,0.51820131,0.31473314
-4.40920460,0.87335367,0.04213453,0.00169385,0.00427972,0.41102044,0.49876202,0.31585388
-4.40320160,0.86121582,0.04311288,0.00160928,0.00462222,0.42126797,0.48455091,0.32082266
-4.39719860,0.85865717,0.04457262,0.00153839,0.00504973,0.43737805,0.47560626,0.32957123
-4.39119560,0.86560187,0.04649843,0.00148167,0.00556560,0.45913904,0.47187499,0.34197811
-4.38519260,0.88181666,0.04886645,0.00143924,0.00617282,0.48627279,0.47321557,0.35786975
-4.37918959,0.90691777,0.05164470,0.00141089,0.00687398,0.51843715,0.47940289,0.37702271
-4.37318659,0.94038115,0.05479375,0.00139610,0.00767113,0.55522970,0.49013499,0.39916719
-4.36718359,0.98155586,0.05826759,0.00139408,0.00856571,0.59619274,0.50504137,0.42399175
-4.36118059,1.02968004,0.06201470,0.00140376,0.00955850,0.64081960,0.52369270,0.45114922
-4.35517759,1.08389916,0.06597920,0.00142387,0.01064946,0.68856211,0.54561158,0.48026359
-4.34917459,1.14328581,0.07010215,0.00145298,0.01183779,0.73883920,0.57028404,0.51093768
-4.34317159,1.20686047,0.07432294,0.00148953,0.01312178,0.79104627,0.59717148,0.54276139
-4.33716858,1.27361264,0.07858059,0.00153188,0.01449882,0.84456515,0.62572258,0.57532007
-4.33116558,1.34252149,0.08281511,0.00157833,0.01596535,0.89877424,0.65538493,0.60820290
-4.32516258,1.41257547,0.08696875,0.00162723,0.01751684,0.95305857,0.68561591,0.64101067
-4.31915958,1.48279027,0.09098703,0.00167694,0.01914774,1.00681924,0.71589261,0.67336283
-4.31315658,1.55222449,0.09481980,0.00172593,0.02085150,1.05948201,0.74572054,0.70490345
-4.30715358,1.61999274,0.09842189,0.00177276,0.02262049,1.11050477,0.77464077,0.73530586
