energy_ev,total_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.42371186,2.80140306,1.86421498,1.54033358,0.01644847,2.09691849,0.09244315,0.00016161
-5.41770885,2.70100482,1.80221460,1.49380605,0.01611299,2.02717319,0.08808502,0.00015453
-5.41170585,2.59900281,1.73982976,1.44629646,0.01572081,1.95647274,0.08349328,0.00014721
-5.40570285,2.49685557,1.67790410,1.39851109,0.01528382,1.88581308,0.07874766,0.00013977
-5.39969985,2.39585218,1.61715715,1.35105848,0.01481550,1.81605400,0.07392737,0.00013233
-5.39369685,2.29708790,1.55817187,1.30443738,0.01433065,1.74790303,0.06910936,0.00012500
-5.38769385,2.20144943,1.50138872,1.25903042,0.01384517,1.68190680,0.06436683,0.00011785
-5.38169085,2.10960999,1.44710631,1.21510326,0.01337571,1.61845005,0.05976785,0.00011099
-5.37568784,2.02203371,1.39548818,1.17280915,0.01293933,1.55776169,0.05537433,0.00010448
-5.36968484,1.93898859,1.34657509,1.13219834,0.01255307,1.49992740,0.05124115,0.00009837
-5.36368184,1.86056657,1.30030170,1.09323152,0.01223361,1.44490759,0.04741559,0.00009271
-5.35767884,1.78670920,1.25651663,1.05579636,0.01199677,1.39255948,0.04393696,0.00008754
-5.35167584,1.71723722,1.21500463,1.01972622,0.01185717,1.34266192,0.04083646,0.00008288
-5.34567284,1.65188200,1.17550942,0.98481965,0.01182771,1.29494138,0.03813717,0.00007873
-5.33966983,1.59031709,1.13775607,0.95085990,0.01191921,1.24909772,0.03585432,0.00007511
-5.33366683,1.53218829,1.10147174,0.91763308,0.01214002,1.20482833,0.03399550,0.00007201
-5.32766383,1.47714058,1.06640372,0.88494434,0.01249566,1.16184953,0.03256117,0.00006941
-5.32166083,1.42484098,1.03233417,0.85263122,0.01298852,1.11991431,0.03154512,0.00006730
-5.31565783,1.37499645,0.99909104,0.82057379,0.01361761,1.07882577,0.03093505,0.00006566
-5.30965483,1.32736660,0.96655489,0.78870119,0.01437841,1.03844601,0.03071323,0.00006445
-5.30365183,1.28177107,0.93466191,0.75699474,0.01526281,0.99870046,0.03085720,0.00006365
-5.29764882,1.23809209,0.90340326,0.72548767,0.01625909,0.95957792,0.03134050,0.00006323
-5.29164582,1.19627284,0.87282140,0.69426194,0.01735210,0.92112692,0.03213354,0.00006316
-5.28564282,1.15631245,0.84300405,0.66344269,0.01852345,0.88344905,0.03320447,0.00006340
-5.27963982,1.11825871,0.81407659,0.63319092,0.01975190,0.84669014,0.03452017,0.00006392
-5.27363682,1.08219950,0.78619363,0.60369508,0.02101382,0.81103017,0.03604722,0.00006468
-5.26763382,1.04825392,0.75953055,0.57516232,0.02228377,0.77667274,0.03775300,0.00006565
-5.26163082,1.01656391,0.73427565,0.54780979,0.02353510,0.74383498,0.03960682,0.00006681
-5.25562781,0.98728710,0.71062335,0.52185677,0.02474075,0.71273829,0.04158096,0.00006813
-5.24962481,0.96059124,0.68876881,0.49751774,0.02587397,0.68360065,0.04365182,0.00006959
-5.24362181,0.93665028,0.66890404,0.47499680,0.02690915,0.65663052,0.04580084,0.00007117
-5.23761881,0.91564206,0.65121549,0.45448339,0.02782256,0.63202249,0.04801542,0.00007286
-5.23161581,0.89774727,0.63588276,0.43614936,0.02859311,0.60995454,0.05028955,0.00007466
-5.22561281,0.88314908,0.62307826,0.42014710,0.02920298,0.59058659,0.05262431,0.00007658
-5.21960980,0.87203286,0.61296716,0.40660853,0.02963823,0.57405998,0.05502805,0.00007861
-5.21360680,0.86458535,0.60570727,0.39564465,0.02988915,0.56049743,0.05751620,0.00008078
-5.20760380,0.86099262,0.60144834,0.38734526,0.02995059,0.55000299,0.06011084,0.00008311
-5.20160080,0.86143624,0.60033038,0.38177860,0.02982202,0.54266159,0.06283989,0.00008564
-5.19559780,0.86608755,0.60248070,0.37899070,0.02950752,0.53853793,0.06573592,0.00008838
-5.18959480,0.87509961,0.60800966,0.37900414,0.02901548,0.53767433,0.06883472,0.00009137
-5.18359180,0.88859725,0.61700497,0.38181639,0.02835828,0.54008778,0.07217357,0.00009466
-5.17758879,0.90666542,0.62952495,0.38739761,0.02755175,0.54576596,0.07578937,0.00009825
-5.17158579,0.92933659,0.64559103,0.39568816,0.02661450,0.55466282,0.07971659,0.00010219
-5.16558279,0.95657790,0.66517997,0.40659607,0.02556724,0.56669382,0.08398529,0.00010647
-5.15957979,0.98827918,0.68821657,0.41999478,0.02443202,0.58173154,0.08861919,0.00011111
-5.15357679,1.02424271,0.71456730,0.43572155,0.02323145,0.59960202,0.09363389,0.00011610
-5.14757379,1.06417574,0.74403571,0.45357684,0.02198794,0.62008248,0.09903541,0.00012141
-5.14157079,1.10768673,0.77636004,0.47332504,0.02072301,0.64290085,0.10481905,0.00012700
-5.13556778,1.15428603,0.81121364,0.49469691,0.01945669,0.66773753,0.11096869,0.00013282
-5.12956478,1.20339130,0.84820837,0.51739359,0.01820701,0.69422968,0.11745650,0.00013879
-5.12356178,1.25433806,0.88690120,0.54109263,0.01698960,0.72197801,0.12424310,0.00014484
-5.11755878,1.30639494,0.92680381,0.56545554,0.01581747,0.75055611,0.13127822,0.00015085
-5.11155578,1.35878341,0.96739491,0.59013694,0.01470086,0.77952195,0.13850166,0.00015673
-5.10555278,1.41070081,1.00813473,0.61479468,0.01364724,0.80843102,0.14584471,0.00016236
-5.09954977,1.46134584,1.04848095,0.63910057,0.01266144,0.83685060,0.15323174,0.00016762
-5.09354677,1.50994510,1.08790523,0.66275111,0.01174586,0.86437429,0.16058201,0.00017241
-5.08754377,1.55577912,1.12590938,0.68547759,0.01090077,0.89063593,0.16781155,0.00017660
-5.08154077,1.59820656,1.16204033,0.70705482,0.01012464,0.91532217,0.17483506,0.00018011
-5.07553777,1.63668511,1.19590283,0.72730804,0.00941457,0.93818272,0.18156768,0.00018285
-5.06953477,1.67078771,1.22716929,0.74611738,0.00876663,0.95903772,0.18792666,0.00018475
-5.06353177,1.70021337,1.25558607,0.76341955,0.00817625,0.97778152,0.19383280,0.00018578
-5.05752876,1.72479166,1.28097582,0.77920647,0.00763864,0.99438260,0.19921170,0.00018589
-5.05152576,1.74448083,1.30323584,0.79352087,0.00714903,1.00887958,0.20399474,0.00018511
-5.04552276,1.75935949,1.32233256,0.80644895,0.00670299,1.02137323,0.20811994,0.00018344
-5.03951976,1.76961259,1.33829246,0.81811052,0.00629661,1.03201522,0.21153257,0.00018094
-5.03351676,1.77551250,1.35119022,0.82864714,0.00592664,1.04099390,0.21418570,0.00017766
-5.02751376,1.77739638,1.36113485,0.83820899,0.00559060,1.04851817,0.21604063,0.00017369
-5.02151076,1.77564154,1.36825480,0.84694118,0.00528678,1.05480041,0.21706731,0.00016912
-5.01550775,1.77064010,1.37268301,0.85497051,0.00501422,1.06003947,0.21724482,0.00016406
-5.00950475,1.76277483,1.37454317,0.86239347,0.00477264,1.06440485,0.21656185,0.00015862
-5.00350175,1.75239763,1.37393782,0.86926638,0.00456235,1.06802325,0.21501722,0.00015291
-4.99749875,1.73981204,1.37093953,0.87559820,0.00438410,1.07096817,0.21262056,0.00014706
-4.99149575,1.72526093,1.36558537,0.88134695,0.00423896,1.07325364,0.20939288,0.00014116
-4.98549275,1.70892014,1.35787545,0.88641962,0.00412816,1.07483222,0.20536726,0.00013532
-4.97948974,1.69089836,1.34777541,0.89067613,0.00405297,1.07559782,0.20058942,0.00012963
-4.97348674,1.67124337,1.33522272,0.89393696,0.00401457,1.07539312,0.19511814,0.00012418
-4.96748374,1.64995407,1.32013658,0.89599422,0.00401394,1.07402120,0.18902559,0.00011903
-4.96148074,1.62699749,1.30243048,0.89662557,0.00405181,1.07126089,0.18239736,0.00011425
-4.95547774,1.60232974,1.28202688,0.89561023,0.00412858,1.06688486,0.17533213,0.00010987
-4.94947474,1.57591940,1.25887272,0.89274619,0.00424434,1.06067945,0.16794119,0.00010594
-4.94347174,1.54777186,1.23295502,0.88786764,0.00439888,1.05246508,0.16034736,0.00010250
-4.93746873,1.51795307,1.20431532,0.88086158,0.00459174,1.04211602,0.15268374,0.00009957
-4.93146573,1.48661096,1.17306209,0.87168262,0.00482230,1.02957826,0.14509200,0.00009718
-4.92546273,1.45399328,1.13938010,0.86036516,0.00508989,1.01488454,0.13772029,0.00009535
-4.91945973,1.42046044,1.10353633,0.84703202,0.00539389,0.99816541,0.13072092,0.00009411
-4.91345673,1.38649251,1.06588161,0.83189908,0.00573390,0.97965568,0.12424771,0.00009349
-4.90745373,1.35268960,1.02684801,0.81527548,0.00610984,0.95969578,0.11845312,0.00009352
-4.90145073,1.31976532,0.98694184,0.79755925,0.00652209,0.93872771,0.11348525,0.00009426
-4.89544772,1.28853333,0.94673250,0.77922844,0.00697158,0.91728569,0.10948467,0.00009574
-4.88944472,1.25988738,0.90683766,0.76082808,0.00745987,0.89598178,0.10658121,0.00009803
-4.88344172,1.23477543,0.86790535,0.74295332,0.00798917,0.87548700,0.10489081,0.00010117
-4.87743872,1.21416880,0.83059373,0.72622973,0.00856233,0.85650876,0.10451232,0.00010523
-4.87143572,1.19902766,0.79554951,0.71129117,0.00918275,0.83976547,0.10552453,0.00011026
-4.86543272,1.19026403,0.76338574,0.69875644,0.00985426,0.82595933,0.10798334,0.00011631
-4.85942971,1.18870399,0.73466024,0.68920558,0.01058090,0.81574862,0.11191926,0.00012343
-4.85342671,1.19505047,0.70985521,0.68315671,0.01136670,0.80972043,0.11733516,0.00013164
-4.84742371,1.20984833,0.68935926,0.68104449,0.01221535,0.80836507,0.12420464,0.00014096
-4.84142071,1.23345324,0.67345228,0.68320101,0.01312986,0.81205326,0.13247078,0.00015137
-4.83541771,1.26600565,0.66229402,0.68983988,0.01411223,0.82101706,0.14204567,0.00016284
-4.82941471,1.30741135,0.65591678,0.70104439,0.01516303,0.83533531,0.15281054,0.00017530
-4.82341171,1.35732941,0.65422253,0.71675992,0.01628108,0.85492436,0.16461687,0.00018867
-4.81740870,1.41516852,0.65698467,0.73679137,0.01746312,0.87953456,0.17728819,0.00020281
-4.81140570,1.48009211,0.66385436,0.76080547,0.01870355,0.90875271,0.19062294,0.00021758
-4.80540270,1.55103247,0.67437134,0.78833820,0.01999423,0.94201058,0.20439814,0.00023278
-4.79939970,1.62671373,0.68797884,0.81880704,0.02132444,0.97859937,0.21837400,0.00024821
-4.79339670,1.70568317,0.70404206,0.85152767,0.02268086,1.01768964,0.23229922,0.00026363
-4.78739370,1.78635000,0.72186976,0.88573469,0.02404773,1.05835605,0.24591706,0.00027879
-4.78139070,1.86703040,0.74073802,0.92060557,0.02540715,1.09960629,0.25897181,0.00029343
-4.77538769,1.94599733,0.75991552,0.95528707,0.02673942,1.14041294,0.27121563,0.00030730
-4.76938469,2.02153347,0.77868938,0.98892315,0.02802359,1.17974735,0.28241532,0.00032013
-4.76338169,2.09198524,0.79639068,1.02068337,0.02923804,1.21661415,0.29235907,0.00033169
-4.75737869,2.15581607,0.81241877,1.04979088,0.03036111,1.25008525,0.30086260,0.00034176
-4.75137569,2.21165679,0.82626347,1.07554868,0.03137189,1.27933190,0.30777477,0.00035016
-4.74537269,2.25835132,0.83752441,1.09736356,0.03225085,1.30365376,0.31298211,0.00035676
-4.73936968,2.29499580,0.84592681,1.11476650,0.03298064,1.32250367,0.31641244,0.00036146
-4.73336668,2.32096981,0.85133312,1.12742897,0.03354668,1.33550739,0.31803715,0.00036421
-4.72736368,2.33595829,0.85375017,1.13517444,0.03393773,1.34247737,0.31787218,0.00036505
-4.72136068,2.33996350,0.85333143,1.13798478,0.03414641,1.34342008,0.31597768,0.00036403
-4.71535768,2.33330650,0.85037450,1.13600119,0.03416945,1.33853675,0.31245633,0.00036131
-4.70935468,2.31661806,0.84531361,1.12951980,0.03400793,1.32821723,0.30745038,0.00035707
-4.70335168,2.29081947,0.83870769,1.11898198,0.03366725,1.31302753,0.30113764,0.00035156
-4.69734867,2.25709391,0.83122403,1.10495982,0.03315701,1.29369125,0.29372640,0.00034508
-4.69134567,2.21684933,0.82361824,1.08813720,0.03249072,1.27106574,0.28544964,0.00033794
-4.68534267,2.17167432,0.81671101,1.06928727,0.03168534,1.24611375,0.27655858,0.00033053
-4.67933967,2.12328827,0.81136224,1.04924694,0.03076075,1.21987165,0.26731591,0.00032322
-4.67333667,2.07348761,0.80844341,1.02888928,0.02973905,1.19341521,0.25798878,0.00031642
-4.66733367,2.02408977,0.80880877,1.00909479,0.02864385,1.16782413,0.24884182,0.00031051
-4.66133067,1.97687652,0.81326627,0.99072237,0.02749950,1.14414653,0.24013031,0.00030588
-4.65532766,1.93353862,0.82254884,0.97458090,0.02633032,1.12336434,0.23209367,0.00030288
-4.64932466,1.89562307,0.83728704,0.96140227,0.02515981,1.10636084,0.22494943,0.00030184
-4.64332166,1.86448476,0.85798354,0.95181682,0.02400999,1.09389130,0.21888774,0.00030303
-4.63731866,1.84124382,0.88499051,0.94633167,0.02290074,1.08655743,0.21406654,0.00030666
-4.63131566,1.82674971,0.91849043,0.94531289,0.02184928,1.08478672,0.21060758,0.00031289
-4.62531266,1.82155346,0.95848104,0.94897183,0.02086976,1.08881696,0.20859312,0.00032180
-4.61930965,1.82588856,1.00476510,0.95735620,0.01997294,1.09868670,0.20806372,0.00033340
-4.61330665,1.83966137,1.05694554,0.97034623,0.01916608,1.11423181,0.20901685,0.00034761
-4.60730365,1.86245132,1.11442629,0.98765604,0.01845285,1.13508830,0.21140668,0.00036428
-4.60130065,1.89352120,1.17641923,1.00884024,0.01783347,1.16070156,0.21514483,0.00038317
-4.59529765,1.93183725,1.24195729,1.03330582,0.01730494,1.19034160,0.22010230,0.00040398
-4.58929465,1.97609877,1.30991374,1.06032884,0.01686131,1.22312397,0.22611254,0.00042633
-4.58329165,2.02477642,1.37902730,1.08907567,0.01649413,1.25803595,0.23297553,0.00044979
-4.57728864,2.07615828,1.44793254,1.11862801,0.01619293,1.29396702,0.24046301,0.00047386
-4.57128564,2.12840229,1.51519495,1.14801106,0.01594573,1.32974282,0.24832455,0.00049802
-4.56528264,2.17959344,1.57934956,1.17622392,0.01573962,1.36416151,0.25629445,0.00052173
-4.55927964,2.22780393,1.63894192,1.20227114,0.01556133,1.39603138,0.26409931,0.00054442
-4.55327664,2.27115423,1.69257021,1.22519442,0.01539774,1.42420829,0.27146589,0.00056554
-4.54727364,2.30787294,1.73892681,1.24410329,0.01523646,1.44763189,0.27812916,0.00058458
-4.54127064,2.33635334,1.77683791,1.25820367,0.01506624,1.46535905,0.28384018,0.00060104
-4.53526763,2.35520445,1.80529957,1.26682327,0.01487742,1.47659355,0.28837358,0.00061449
-4.52926463,2.36329482,1.82350883,1.26943282,0.01466220,1.48071072,0.29153419,0.00062458
-4.52326163,2.35978733,1.83088855,1.26566244,0.01441492,1.47727634,0.29316287,0.00063100
-4.51725863,2.34416369,1.82710494,1.25531239,0.01413221,1.46605890,0.29314092,0.00063358
-4.51125563,2.31623784,1.81207715,1.23835801,0.01381301,1.44703497,0.29139320,0.00063220
-4.50525263,2.27615771,1.78597835,1.21494848,0.01345854,1.42038751,0.28788973,0.00062686
-4.49924962,2.22439550,1.74922841,1.18539981,0.01307220,1.38649716,0.28264563,0.00061765
-4.49324662,2.16172701,1.70247845,1.15018208,0.01265935,1.34592715,0.27571954,0.00060475
-4.48724362,2.08920095,1.64658802,1.10990179,0.01222707,1.29940228,0.26721064,0.00058842
-4.48124062,2.00809979,1.58259590,1.06528003,0.01178380,1.24778318,0.25725423,0.00056900
-4.47523762,1.91989374,1.51168574,1.01712728,0.01133899,1.19203666,0.24601638,0.00054689
-4.46923462,1.82618992,1.43514822,0.96631611,0.01090273,1.13320365,0.23368756,0.00052256
-4.46323162,1.72867889,1.35434104,0.91375273,0.01048533,1.07236582,0.22047595,0.00049648
-4.45722861,1.62908053,1.27064864,0.86034848,0.01009692,1.01061226,0.20660034,0.00046917
-4.45122561,1.52909157,1.18544306,0.80699252,0.00974708,0.94900741,0.19228317,0.00044113
-4.44522261,1.43033645,1.10004738,0.75452641,0.00944444,0.88856147,0.17774399,0.00041287
-4.43921961,1.33432343,1.01570316,0.70372170,0.00919641,0.83020406,0.16319340,0.00038487
-4.43321661,1.24240712,0.93354262,0.65526094,0.00900892,0.77476207,0.14882791,0.00035757
-4.42721361,1.15575855,0.85456652,0.60972281,0.00888612,0.72294221,0.13482569,0.00033137
-4.42121061,1.07534342,0.77962806,0.56757167,0.00883033,0.67531850,0.12134344,0.00030661
-4.41520760,1.00190877,0.70942294,0.52915141,0.00884190,0.63232501,0.10851434,0.00028359
-4.40920460,0.93597797,0.64448544,0.49468395,0.00891919,0.59425353,0.09644710,0.00026252
-4.40320160,0.87785367,0.58519015,0.46427173,0.00905863,0.56125604,0.08522607,0.00024358
-4.39719860,0.82762801,0.53175874,0.43790420,0.00925484,0.53335147,0.07491224,0.00022688
-4.39119560,0.78519913,0.48427099,0.41546756,0.00950077,0.51043612,0.06554511,0.00021247
-4.38519260,0.75029287,0.44267931,0.39675736,0.00978797,0.49229720,0.05714519,0.00020036
-4.37918959,0.72248854,0.40682571,0.38149327,0.01010680,0.47862860,0.04971698,0.00019050
-4.37318659,0.70124744,0.37646040,0.36933527,0.01044680,0.46904819,0.04325233,0.00018284
-4.36718359,0.68594291,0.35126113,0.35990081,0.01079697,0.46311592,0.03773396,0.00017726
-4.36118059,0.67589062,0.33085240,0.35278205,0.01114612,0.46035198,0.03313898,0.00017364
-4.35517759,0.67037813,0.31482397,0.34756269,0.01148324,0.46025435,0.02944232,0.00017185
-4.34917459,0.66869260,0.30274790,0.34383392,0.01179777,0.46231516,0.02661997,0.00017175
-4.34317159,0.67014581,0.29419388,0.34120872,0.01207997,0.46603548,0.02465181,0.00017321
-4.33716858,0.67409596,0.28874233,0.33933440,0.01232114,0.47093806,0.02352412,0.00017609
-4.33116558,0.67996546,0.28599521,0.33790287,0.01251387,0.47657782,0.02323152,0.00018028
-4.32516258,0.68725469,0.28558440,0.33665850,0.01265217,0.48255005,0.02377842,0.00018568
-4.31915958,0.69555131,0.28717773,0.33540335,0.01273163,0.48849616,0.02517991,0.00019220
-4.31315658,0.70453528,0.29048262,0.33399983,0.01274946,0.49410714,0.02746192,0.00019978
-4.30715358,0.71397968,0.29524772,0.33237075,0.01270447,0.49912496,0.03066084,0.00020837
