energy_ev,total_up,Hg_p_up,Hg_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.77788894,5.07525914,0.32325112,2.56944052,0.65280218,0.39871446,0.08472373,0.06586532,0.14579906,1.43176578
-5.77188594,5.24787001,0.33607795,2.62783792,0.69325967,0.42607216,0.08508094,0.06764546,0.15172359,1.49955821
-5.76588294,5.42225592,0.34918554,2.68672456,0.73445368,0.45449713,0.08541865,0.06940427,0.15752093,1.56798296
-5.75987994,5.59648331,0.36240495,2.74524856,0.77583296,0.48385422,0.08572598,0.07111192,0.16313421,1.63641583
-5.75387694,5.76850042,0.37555723,2.80250787,0.81681571,0.51399252,0.08598958,0.07273747,0.16850479,1.70419472
-5.74787394,5.93617561,0.38845708,2.85756641,0.85680254,0.54474716,0.08619397,0.07424948,0.17357354,1.77063222
-5.74187094,6.09734343,0.40091730,2.90947405,0.89519127,0.57594152,0.08632194,0.07561674,0.17828230,1.83503029
-5.73586793,6.24985726,0.41275380,2.95728996,0.93139281,0.60738953,0.08635524,0.07680908,0.18257543,1.89669664
-5.72986493,6.39164643,0.42379106,3.00010853,0.96484780,0.63889813,0.08627556,0.07779814,0.18640141,1.95496202
-5.72386193,6.52077568,0.43386784,3.03708676,0.99504325,0.67026970,0.08606552,0.07855824,0.18971448,2.00919796
-5.71785893,6.63550430,0.44284283,3.06747203,1.02152866,0.70130445,0.08570984,0.07906714,0.19247614,2.05883396
-5.71185593,6.73434226,0.45060011,3.09062873,1.04393071,0.73180264,0.08519647,0.07930675,0.19465656,2.10337372
-5.70585293,6.81610062,0.45705398,3.10606258,1.06196608,0.76156661,0.08451773,0.07926377,0.19623576,2.14240933
-5.69984992,6.87993377,0.46215307,3.11344120,1.07545163,0.79040269,0.08367119,0.07893020,0.19720450,2.17563315
-5.69384692,6.92537130,0.46588332,3.11260987,1.08431156,0.81812284,0.08266048,0.07830363,0.19756497,2.20284658
-5.68784392,6.95233772,0.46826987,3.10360142,1.08858096,0.84454621,0.08149573,0.07738750,0.19733097,2.22396553
-5.68184092,6.96115901,0.46937735,3.08663970,1.08840576,0.86950068,0.08019373,0.07619107,0.19652788,2.23902224
-5.67583792,6.95255528,0.46930889,3.06213604,1.08403874,0.89282425,0.07877779,0.07472929,0.19519215,2.24816346
-5.66983492,6.92761980,0.46820347,3.03067893,1.07583195,0.91436659,0.07727721,0.07302247,0.19337049,2.25164501
-5.66383192,6.88778505,0.46623193,2.99301694,1.06422564,0.93399063,0.07572642,0.07109588,0.19111870,2.24982312
-5.65782891,6.83477728,0.46359156,2.95003569,1.04973425,0.95157439,0.07416393,0.06897913,0.18850014,2.24314276
-5.65182591,6.77056138,0.46049957,2.90272978,1.03293001,0.96701285,0.07263091,0.06670554,0.18558400,2.23212369
-5.64582291,6.69727858,0.45718568,2.85217080,1.01442484,0.98022012,0.07116967,0.06431143,0.18244338,2.21734470
-5.63981991,6.61717966,0.45388413,2.79947283,0.99485146,0.99113175,0.06982203,0.06183538,0.17915313,2.19942691
-5.63381691,6.53255663,0.45082537,2.74575698,0.97484435,0.99970717,0.06862769,0.05931746,0.17578774,2.17901665
-5.62781391,6.44567582,0.44822794,2.69211654,0.95502156,1.00593221,0.06762260,0.05679859,0.17241921,2.15676895
-5.62181091,6.35871549,0.44629078,2.63958419,0.93596808,1.00982165,0.06683754,0.05431985,0.16911497,2.13333205
-5.61580790,6.27371043,0.44518636,2.58910276,0.91822140,1.01142179,0.06629687,0.05192197,0.16593606,2.10933385
-5.60980490,6.19250604,0.44505494,2.54150082,0.90225992,1.01081280,0.06601755,0.04964485,0.16293546,2.08537063
-5.60380190,6.11672363,0.44600023,2.49747394,0.88849455,1.00811095,0.06600845,0.04752723,0.16015679,2.06199864
-5.59779890,6.04773817,0.44808661,2.45757247,0.87726370,1.00347063,0.06627007,0.04560649,0.15763335,2.03972866
-5.59179590,5.98666909,0.45133809,2.42219606,0.86883178,0.99708591,0.06679448,0.04391847,0.15538750,2.01902375
-5.58579290,5.93438390,0.45573893,2.39159499,0.86339086,0.98919180,0.06756571,0.04249750,0.15343053,2.00030002
-5.57978989,5.89151377,0.46123601,2.36587780,0.86106538,0.98006495,0.06856043,0.04137644,0.15176286,1.98393020
-5.57378689,5.85847963,0.46774263,2.34502469,0.86191922,0.97002382,0.06974887,0.04058673,0.15037465,1.97024948
-5.56778389,5.83552649,0.47514371,2.32890553,0.86596456,0.95942813,0.07109605,0.04015859,0.14924676,1.95956316
-5.56178089,5.82276349,0.48330189,2.31730128,0.87317183,0.94867748,0.07256313,0.04012105,0.14835205,1.95215516
-5.55577789,5.82020680,0.49206442,2.30992754,0.88347998,0.93820904,0.07410893,0.04050205,0.14765685,1.94829685
-5.54977489,5.82782205,0.50127022,2.30645861,0.89680627,0.92849422,0.07569147,0.04132835,0.14712269,1.94825507
-5.54377189,5.84556350,0.51075698,2.30655072,0.91305494,0.92003399,0.07726957,0.04262545,0.14670804,1.95229865
-5.53776888,5.87340692,0.52036765,2.30986308,0.93212413,0.91335289,0.07880434,0.04441722,0.14637015,1.96070270
-5.53176588,5.91137375,0.52995628,2.31607553,0.95391049,0.90899156,0.08026057,0.04672546,0.14606680,1.97374973
-5.52576288,5.95954467,0.53939269,2.32490198,0.97831138,0.90749759,0.08160794,0.04956925,0.14575799,1.99172750
-5.51975988,6.01806114,0.54856580,2.33609898,1.00522427,0.90941486,0.08282208,0.05296412,0.14540736,2.01492288
-5.51375688,6.08711464,0.55738561,2.34946903,1.03454362,0.91527118,0.08388533,0.05692106,0.14498354,2.04361199
-5.50775388,6.16692365,0.56578357,2.36485886,1.06615542,0.92556448,0.08478728,0.06144537,0.14446114,2.07804657
-5.50175088,6.25769954,0.57371155,2.38215294,1.09992976,0.94074774,0.08552502,0.06653547,0.14382152,2.11843723
-5.49574787,6.35960318,0.58113947,2.40126279,1.13571212,0.96121296,0.08610311,0.07218159,0.14305324,2.16493407
-5.48974487,6.47269458,0.58805171,2.42211312,1.17331405,0.98727457,0.08653326,0.07836457,0.14215231,2.21760572
-5.48374187,6.59687873,0.59444273,2.44462580,1.21250387,1.01915291,0.08683377,0.08505470,0.14112203,2.27641782
-5.47773887,6.73185072,0.60031213,2.46870277,1.25299844,1.05695823,0.08702866,0.09221075,0.13997273,2.34121223
-5.47173587,6.87704382,0.60565939,2.49420918,1.29445646,1.10067617,0.08714664,0.09977933,0.13872111,2.41168813
-5.46573287,7.03158392,0.61047893,2.52095791,1.33647424,1.15015519,0.08721979,0.10769445,0.13738948,2.48738650
-5.45972986,7.19425365,0.61475551,2.54869649,1.37858442,1.20509697,0.08728218,0.11587767,0.13600474,2.56767898
-5.45372686,7.36346914,0.61846056,2.57709743,1.42025799,1.26505025,0.08736833,0.12423857,0.13459727,2.65176238
-5.44772386,7.53727174,0.62154950,2.60575261,1.46091005,1.32940907,0.08751157,0.13267583,0.13319966,2.73865959
-5.44172086,7.71333649,0.62396041,2.63417229,1.49990911,1.39741573,0.08774251,0.14107871,0.13184537,2.82722760
-5.43571786,7.88899826,0.62561407,2.66178893,1.53659000,1.46816898,0.08808746,0.14932920,0.13056737,2.91617290
-5.42971486,8.06129560,0.62641547,2.68796587,1.57026987,1.54063759,0.08856703,0.15730446,0.12939678,3.00407421
-5.42371186,8.22703174,0.62625671,2.71201066,1.60026678,1.61367936,0.08919494,0.16487981,0.12836162,3.08941222
-5.41770885,8.38285080,0.62502115,2.73319243,1.62592017,1.68606517,0.08997708,0.17193191,0.12748559,3.17060549
-5.41170585,8.52532708,0.62258872,2.75076280,1.64661236,1.75650770,0.09091083,0.17834224,0.12678711,3.24605161
-5.40570285,8.65106413,0.61884190,2.76397942,1.66179020,1.82369384,0.09198480,0.18400058,0.12627849,3.31417198
-5.39969985,8.75679994,0.61367225,2.77213112,1.67098582,1.88632003,0.09317891,0.18880840,0.12596538,3.37345889
-5.39369685,8.83951406,0.60698707,2.77456368,1.67383560,1.94312912,0.09446492,0.19268210,0.12584651,3.42252280
-5.38769385,8.89653234,0.59871571,2.77070512,1.67009647,1.99294747,0.09580731,0.19555578,0.12591371,3.46013823
-5.38169085,8.92562475,0.58881539,2.76008937,1.65965866,2.03472094,0.09716453,0.19738363,0.12615229,3.48528603
-5.37568784,8.92509205,0.57727600,2.74237731,1.64255445,2.06754816,0.09849060,0.19814159,0.12654163,3.49719048
-5.36968484,8.89383741,0.56412369,2.71737413,1.61896213,2.09070976,0.09973697,0.19782841,0.12705614,3.49534938
-5.36368184,8.83141948,0.54942304,2.68504232,1.58920526,2.10369236,0.10085453,0.19646589,0.12766640,3.47955582
-5.35767884,8.73808427,0.53327759,2.64550945,1.55374681,2.10620608,0.10179572,0.19409837,0.12834053,3.44991048
-5.35167584,8.61477410,0.51582878,2.59907035,1.51317859,2.09819484,0.10251657,0.19079148,0.12904561,3.40682378
-5.34567284,8.46311252,0.49725319,2.54618341,1.46820614,2.07983890,0.10297871,0.18663011,0.12974919,3.35100763
-5.33966983,8.28536550,0.47775829,2.48746099,1.41962965,2.05154955,0.10315105,0.18171578,0.13042073,3.28345689
-5.33366683,8.08437997,0.45757685,2.42365409,1.36832163,2.01395597,0.10301118,0.17616347,0.13103293,3.20542115
-5.32766383,7.86350182,0.43696021,2.35563185,1.31520212,1.96788485,0.10254636,0.17009806,0.13156284,3.11836791
-5.32166083,7.62647650,0.41617078,2.28435651,1.26121231,1.91433369,0.10175409,0.16365043,0.13199272,3.02393848
-5.31565783,7.37733598,0.39547408,2.21085467,1.20728760,1.85443881,0.10064218,0.15695361,0.13231062,2.92389844
-5.30965483,7.12027664,0.37513068,2.13618614,1.15433105,1.78943948,0.09922834,0.15013881,0.13251055,2.82008451
-5.30365183,6.85953291,0.35538830,2.06141142,1.10318820,1.72063970,0.09753931,0.14333178,0.13259244,2.71435002
-5.29764882,6.59925182,0.33647460,1.98755918,1.05462412,1.64936920,0.09560965,0.13664945,0.13256162,2.60851118
-5.29164582,6.34337359,0.31859082,1.91559514,1.00930354,1.57694532,0.09348012,0.13019704,0.13242819,2.50429620
-5.28564282,6.09552294,0.30190646,1.84639353,0.96777476,1.50463723,0.09119589,0.12406575,0.13220605,2.40329933
-5.27963982,5.85891548,0.28655545,1.78071249,0.93045779,1.43363386,0.08880464,0.11833104,0.13191185,2.30694145
-5.27363682,5.63628270,0.27263361,1.71917431,0.89763721,1.36501674,0.08635452,0.11305155,0.13156384,2.21643875
-5.26763382,5.42981827,0.26019781,1.66225132,0.86945976,1.29973847,0.08389234,0.10826882,0.13118079,2.13278038
-5.26163082,5.24114710,0.24926645,1.61025815,0.84593682,1.23860746,0.08146187,0.10400749,0.13078092,2.05671570
-5.25562781,5.07131773,0.23982153,1.56335032,0.82695150,1.18227908,0.07910237,0.10027622,0.13038107,1.98875123
-5.24962481,4.92081726,0.23181193,1.52152928,0.81226984,1.13125306,0.07684748,0.09706910,0.12999600,1.92915686
-5.24362181,4.78960708,0.22515781,1.48465343,0.80155572,1.08587674,0.07472446,0.09436752,0.12963799,1.87798050
-5.23761881,4.67717650,0.21975584,1.45245429,0.79438872,1.04635341,0.07275380,0.09214234,0.12931666,1.83506996
-5.23161581,4.58261054,0.21548510,1.42455701,0.79028404,1.01275466,0.07094914,0.09035626,0.12903893,1.80010054
-5.22561281,4.50466783,0.21221326,1.40050385,0.78871357,0.98503593,0.06931757,0.08896639,0.12880926,1.77260632
-5.21960980,4.44186361,0.20980279,1.37977949,0.78912731,0.96305369,0.06786020,0.08792662,0.12862998,1.75201363
-5.21360680,4.39255351,0.20811696,1.36183651,0.79097400,0.94658340,0.06657285,0.08719002,0.12850164,1.73767433
-5.20760380,4.35501319,0.20702544,1.34612001,0.79372026,0.93533695,0.06544703,0.08671089,0.12842344,1.72889748
-5.20160080,4.32751022,0.20640912,1.33208982,0.79686735,0.92897868,0.06447082,0.08644660,0.12839348,1.72497758
-5.19559780,4.30836466,0.20616419,1.31923948,0.79996497,0.92713923,0.06362989,0.08635899,0.12840897,1.72521820
-5.18959480,4.29599610,0.20620531,1.30711106,0.80262168,0.92942673,0.06290833,0.08641542,0.12846625,1.72895019
-5.18359180,4.28895602,0.20646774,1.29530538,0.80451160,0.93543504,0.06228943,0.08658939,0.12856065,1.73554392
-5.17758879,4.28594507,0.20690854,1.28348750,0.80537743,0.94474918,0.06175635,0.08686083,0.12868617,1.74441569
-5.17158579,4.28581640,0.20750683,1.27138751,0.80502993,0.95694817,0.06129250,0.08721600,0.12883498,1.75502876
-5.16558279,4.28756685,0.20826323,1.25879733,0.80334421,0.97160579,0.06088193,0.08764709,0.12899691,1.76688978
-5.15957979,4.29031873,0.20919851,1.24556397,0.80025342,0.98829005,0.06050942,0.08815165,0.12915884,1.77954191
-5.15357679,4.29329533,0.21035178,1.23158035,0.79574039,1.00656202,0.06016055,0.08873177,0.12930419,1.79255592
-5.14757379,4.29579378,0.21177812,1.21677464,0.78982811,1.02597491,0.05982162,0.08939329,0.12941251,1.80552076
-5.14157079,4.29715867,0.21354598,1.20109928,0.78256966,1.04607414,0.05947959,0.09014487,0.12945931,1.81803501
-5.13556778,4.29675961,0.21573431,1.18452052,0.77403839,1.06639907,0.05912196,0.09099722,0.12941608,1.82970058
-5.12956478,4.29397534,0.21842971,1.16700957,0.76431911,1.08648672,0.05873670,0.09196233,0.12925070,1.84011947
-5.12356178,4.28818633,0.22172343,1.14853590,0.75350063,1.10587789,0.05831225,0.09305279,0.12892816,1.84889456
-5.11755878,4.27877658,0.22570848,1.12906334,0.74167022,1.12412558,0.05783757,0.09428130,0.12841157,1.85563444
-5.11155578,4.26514497,0.23047661,1.10854890,0.72891012,1.14080539,0.05730229,0.09566022,0.12766350,1.85996229
-5.10555278,4.24672485,0.23611544,1.08694456,0.71529610,1.15552746,0.05669692,0.09720125,0.12664754,1.86152831
-5.09954977,4.22301047,0.24270543,1.06420151,0.70089810,1.16794931,0.05601313,0.09891506,0.12533005,1.86002467
-5.09354677,4.19358763,0.25031682,1.04027637,0.68578245,1.17778858,0.05524406,0.10081108,0.12368190,1.85520199
-5.08754377,4.15816585,0.25900656,1.01513880,0.67001539,1.18483490,0.05438463,0.10289717,0.12168028,1.84688594
-5.08154077,4.11660912,0.26881508,0.98877962,0.65366744,1.18895997,0.05343183,0.10517922,0.11931032,1.83499258
-5.07553777,4.06896231,0.27976310,0.96121879,0.63681793,1.19012491,0.05238498,0.10766078,0.11656644,1.81954119
-5.06953477,4.01547077,0.29184851,0.93251240,0.61955941,1.18838442,0.05124580,0.11034251,0.11345352,1.80066332
-5.06353177,3.95659123,0.30504343,0.90275815,0.60200124,1.18388703,0.05001849,0.11322167,0.10998754,1.77860738
-5.05752876,3.89299272,0.31929163,0.87209881,0.58427219,1.17687149,0.04870961,0.11629151,0.10619598,1.75373796
-5.05152576,3.82554717,0.33450660,0.84072332,0.56652157,1.16765908,0.04732789,0.11954071,0.10211768,1.72652999
-5.04552276,3.75530997,0.35057025,0.80886553,0.54891901,1.15664239,0.04588384,0.12295294,0.09780240,1.69755778
-5.03951976,3.68349194,0.36733274,0.77680063,0.53165255,1.14427102,0.04438936,0.12650652,0.09330993,1.66747953
-5.03351676,3.61142421,0.38461346,0.74483950,0.51492550,1.13103494,0.04285722,0.13017429,0.08870896,1.63701830
-5.02751376,3.54051854,0.40220330,0.71332147,0.49895201,1.11744654,0.04130049,0.13392378,0.08407570,1.60694048
-5.02151076,3.47222548,0.41986838,0.68260593,0.48395177,1.10402222,0.03973201,0.13771772,0.07949229,1.57803295
-5.01550775,3.40799306,0.43735521,0.65306328,0.47014426,1.09126460,0.03816385,0.14151480,0.07504520,1.55108039
-5.00950475,3.34922822,0.45439716,0.62506593,0.45774278,1.07964625,0.03660685,0.14527082,0.07082353,1.52684377
-5.00350175,3.29726322,0.47072215,0.59897951,0.44694873,1.06959577,0.03507024,0.14894016,0.06691736,1.50604115
-4.99749875,3.25332819,0.48606113,0.57515507,0.43794657,1.06148677,0.03356140,0.15247747,0.06341619,1.48933168
-4.99149575,3.21853095,0.50015721,0.55392214,0.43089945,1.05563014,0.03208573,0.15583947,0.06040745,1.47730315
-4.98549275,3.19384401,0.51277476,0.53558314,0.42594608,1.05226987,0.03064660,0.15898689,0.05797510,1.47046356
-4.97948974,3.18009846,0.52370830,0.52040887,0.42319865,1.05158222,0.02924554,0.16188628,0.05619834,1.46923631
-4.97348674,3.17798349,0.53279044,0.50863522,0.42274205,1.05367792,0.02788240,0.16451164,0.05515034,1.47395900
-4.96748374,3.18805021,0.53989856,0.50046069,0.42463412,1.05860700,0.02655572,0.16684573,0.05489701,1.48488484
-4.96148074,3.21071797,0.54495989,0.49604465,0.42890700,1.06636555,0.02526309,0.16888095,0.05549581,1.50218619
-4.95547774,3.24628118,0.54795449,0.49550596,0.43556921,1.07690363,0.02400156,0.17061976,0.05699444,1.52595926
-4.94947474,3.29491517,0.54891607,0.49892172,0.44460834,1.09013369,0.02276809,0.17207447,0.05942962,1.55622903
-4.94347174,3.35667930,0.54793050,0.50632596,0.45599392,1.10593869,0.02155994,0.17326648,0.06282569,1.59295368
-4.93746873,3.43151652,0.54513212,0.51770813,0.46968036,1.12417926,0.02037505,0.17422503,0.06719327,1.63602787
-4.93146573,3.51924872,0.54069794,0.53301133,0.48560957,1.14469948,0.01921232,0.17498537,0.07252797,1.68528438
-4.92546273,3.61956802,0.53484012,0.55213040,0.50371315,1.16733087,0.01807190,0.17558661,0.07880911,1.74049391
-4.91945973,3.73202456,0.52779710,0.57490999,0.52391372,1.19189437,0.01695527,0.17606931,0.08599869,1.80136323
-4.91345673,3.85601209,0.51982392,0.60114291,0.54612561,1.21820057,0.01586539,0.17647294,0.09404063,1.86753173
-4.90745373,3.99075301,0.51118212,0.63056908,0.57025458,1.24604802,0.01480664,0.17683344,0.10286029,1.93856722
-4.90145073,4.13528460,0.50212998,0.66287545,0.59619664,1.27522043,0.01378479,0.17718096,0.11236465,2.01396144
-4.89544772,4.28844889,0.49291341,0.69769716,0.62383618,1.30548297,0.01280689,0.17753803,0.12244293,2.09312634
-4.88944472,4.44888778,0.48375807,0.73462041,0.65304339,1.33657832,0.01188106,0.17791815,0.13296788,2.17539190
-4.88344172,4.61504563,0.47486306,0.77318717,0.68367131,1.36822328,0.01101636,0.17832508,0.14379783,2.26000637
-4.87743872,4.78518042,0.46639637,0.81290186,0.71555271,1.40010626,0.01022255,0.17875270,0.15477935,2.34613974
-4.87143572,4.95738451,0.45849232,0.85324003,0.74849705,1.43188659,0.00950994,0.17918552,0.16575062,2.43289094
-4.86543272,5.12961519,0.45125092,0.89365889,0.78228793,1.46319569,0.00888910,0.17959993,0.17654536,2.51929920
-4.85942971,5.29973454,0.44473910,0.93360932,0.81668126,1.49364076,0.00837076,0.17996583,0.18699722,2.60435942
-4.85342671,5.46555732,0.43899346,0.97254904,0.85140431,1.52281090,0.00796559,0.18024885,0.19694438,2.68704154
-4.84742371,5.62490526,0.43402432,1.00995628,0.88615615,1.55028555,0.00768399,0.18041279,0.20623436,2.76631310
-4.84142071,5.77566504,0.42982066,1.04534333,0.92060934,1.57564522,0.00753596,0.18042221,0.21472853,2.84116422
-4.83541771,5.91584745,0.42635553,1.07826938,0.95441314,1.59848367,0.00753089,0.18024496,0.22230637,2.91063388
-4.82941471,6.04364447,0.42359137,1.10835185,0.98719828,1.61842124,0.00767735,0.17985460,0.22886910,2.97383625
-4.82341171,6.15748132,0.42148516,1.13527574,1.01858303,1.63511838,0.00798288,0.17923235,0.23434247,3.02998563
-4.81740870,6.25606060,0.41999261,1.15880032,1.04818068,1.64828860,0.00845376,0.17836867,0.23867867,3.07841866
-4.81140570,6.33839608,0.41907158,1.17876291,1.07560799,1.65771010,0.00909467,0.17726422,0.24185712,3.11861261
-4.80540270,6.40383416,0.41868415,1.19507955,1.10049437,1.66323509,0.00990848,0.17593023,0.24388415,3.15019861
-4.79939970,6.45206203,0.41879759,1.20774237,1.12249152,1.66479643,0.01089583,0.17438822,0.24479152,3.17296900
-4.79339670,6.48310192,0.41938396,1.21681405,1.14128307,1.66241075,0.01205487,0.17266917,0.24463401,3.18687852
-4.78739370,6.49729226,0.42041876,1.22241957,1.15659384,1.65617808,0.01338093,0.17081212,0.24348596,3.19203909
-4.78139070,6.49525669,0.42187859,1.22473585,1.16819834,1.64627770,0.01486615,0.16886240,0.24143718,3.18870861
-4.77538769,6.47786333,0.42373818,1.22397979,1.17592822,1.63296051,0.01649932,0.16686946,0.23858837,3.17727450
-4.76938469,6.44617671,0.42596725,1.22039566,1.17967824,1.61653834,0.01826567,0.16488471,0.23504632,3.15823300
-4.76338169,6.40140536,0.42852724,1.21424233,1.17941060,1.59737082,0.02014674,0.16295919,0.23091906,3.13216539
-4.75737869,6.34484854,0.43136851,1.20578127,1.17515744,1.57585061,0.02212049,0.16114143,0.22631148,3.09971291
-4.75137569,6.27784488,0.43442820,1.19526587,1.16702137,1.55238797,0.02416143,0.15947561,0.22132137,3.06155146
-4.74537269,6.20172618,0.43762898,1.18293273,1.15517400,1.52739549,0.02624093,0.15800001,0.21603622,3.01836796
-4.73936968,6.11777849,0.44087888,1.16899515,1.13985251,1.50127403,0.02832773,0.15674590,0.21053096,2.97083937
-4.73336668,6.02721245,0.44407237,1.15363929,1.12135444,1.47440062,0.03038854,0.15573690,0.20486662,2.91961558
-4.72736368,5.93114374,0.44709248,1.13702278,1.10003073,1.44711899,0.03238880,0.15498882,0.19908997,2.86530684
-4.72136068,5.83058401,0.44981420,1.11927583,1.07627736,1.41973315,0.03429361,0.15450989,0.19323417,2.80847613
-4.71535768,5.72644154,0.45210868,1.10050444,1.05052568,1.39250425,0.03606870,0.15430144,0.18732017,2.74963642
-4.70935468,5.61953045,0.45384814,1.08079530,1.02323195,1.36565072,0.03768143,0.15435874,0.18135893,2.68925242
-4.70335168,5.51058663,0.45491120,1.06022183,0.99486612,1.33935129,0.03910192,0.15467217,0.17535397,2.62774612
-4.69734867,5.40028793,0.45518828,1.03885074,0.96590040,1.31375053,0.04030403,0.15522838,0.16930441,2.56550514
-4.69134567,5.28927623,0.45458673,1.01674860,0.93679781,1.28896609,0.04126632,0.15601143,0.16320790,2.50289277
-4.68534267,5.17817891,0.45303535,0.99398776,0.90800101,1.26509713,0.04197289,0.15700385,0.15706359,2.44025848
-4.67933967,5.06762743,0.45048806,0.97065123,0.87992194,1.24223281,0.04241404,0.15818745,0.15087463,2.37794770
-4.67333667,4.95827101,0.44692653,0.94683608,0.85293225,1.22046030,0.04258676,0.15954391,0.14465030,2.31630991
-4.66733367,4.85078427,0.44236144,0.92265522,0.82735516,1.19987157,0.04249492,0.16105504,0.13840746,2.25570420
-4.66133067,4.74586795,0.43683252,0.89823744,0.80345874,1.18056830,0.04214933,0.16270282,0.13217140,2.19650161
-4.65532766,4.64424273,0.43040720,0.87372584,0.78145105,1.16266459,0.04156748,0.16446913,0.12597593,2.13908428
-4.64932466,4.54663666,0.42317805,0.84927470,0.76147717,1.14628736,0.04077301,0.16633533,0.11986287,2.08384115
-4.64332166,4.45376740,0.41525911,0.82504537,0.74361845,1.13157431,0.03979508,0.16828161,0.11388083,2.03116081
