energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.72386193,2.12421702,1.25416644,0.00000000,0.05115185,0.20346813,0.87072129,1.21419279
-5.71785893,2.27445772,1.34208979,0.00000000,0.05663408,0.21731229,0.92812635,1.29379034
-5.71185593,2.42683732,1.43117704,0.00000000,0.06240996,0.23127853,0.98617877,1.37372640
-5.70585293,2.58014855,1.52072645,0.00000000,0.06843590,0.24525244,1.04441234,1.45337682
-5.69984992,2.73307683,1.60997824,0.00000000,0.07465935,0.25910963,1.10233549,1.53207997
-5.69384692,2.88420431,1.69811685,0.00000000,0.08101909,0.27271611,1.15943070,1.60913863
-5.68784392,3.03201969,1.78427638,0.00000000,0.08744604,0.28592927,1.21515566,1.68382392
-5.68184092,3.17493442,1.86754946,0.00000000,0.09386434,0.29859956,1.26894638,1.75538184
-5.67583792,3.31130546,1.94699965,0.00000000,0.10019300,0.31057269,1.32022262,1.82304228
-5.66983492,3.43946459,2.02167753,0.00000000,0.10634781,0.32169265,1.36839560,1.88603088
-5.66383192,3.55775357,2.09063996,0.00000000,0.11224364,0.33180516,1.41287795,1.94358330
-5.65782891,3.66456429,2.15297209,0.00000000,0.11779695,0.34076179,1.45309576,1.99496171
-5.65182591,3.75838246,2.20781141,0.00000000,0.12292841,0.34842426,1.48850237,2.03947300
-5.64582291,3.83783317,2.25437295,0.00000000,0.12756563,0.35466902,1.51859342,2.07648797
-5.63981991,3.90172623,2.29197436,0.00000000,0.13164565,0.35939172,1.54292264,2.10546072
-5.63381691,3.94909917,2.32005989,0.00000000,0.13511734,0.36251144,1.56111762,2.12594728
-5.62781391,3.97925570,2.33822205,0.00000000,0.13794332,0.36397439,1.57289504,2.13762271
-5.62181091,3.99179757,2.34621966,0.00000000,0.14010141,0.36375686,1.57807442,2.14029545
-5.61580790,3.98664787,2.34399146,0.00000000,0.14158563,0.36186731,1.57659003,2.13391836
-5.60980490,3.96406437,2.33166422,0.00000000,0.14240639,0.35834735,1.56850006,2.11859560
-5.60380190,3.92464187,2.30955503,0.00000000,0.14259014,0.35327161,1.55399277,2.09458479
-5.59779890,3.86930301,2.27816713,0.00000000,0.14217824,0.34674631,1.53338933,2.06229424
-5.59179590,3.79927773,2.23817969,0.00000000,0.14122532,0.33890682,1.50714300,2.02227510
-5.58579290,3.71607202,2.19043145,0.00000000,0.13979694,0.32991396,1.47583481,1.97520866
-5.57978989,3.62142725,2.13589922,0.00000000,0.13796688,0.31994957,1.44016581,1.92188932
-5.57378689,3.51727183,2.07567191,0.00000000,0.13581404,0.30921120,1.40094624,1.86320369
-5.56778389,3.40566725,2.01092128,0.00000000,0.13341917,0.29790638,1.35908196,1.80010694
-5.56178089,3.28875096,1.94287067,0.00000000,0.13086163,0.28624669,1.31555871,1.73359722
-5.55577789,3.16867847,1.87276303,0.00000000,0.12821616,0.27444179,1.27142472,1.66468925
-5.54977489,3.04756725,1.80182958,0.00000000,0.12555007,0.26269384,1.22777207,1.59438827
-5.54377189,2.92744452,1.73126030,0.00000000,0.12292080,0.25119237,1.18571757,1.52366534
-5.53776888,2.81020100,1.66217738,0.00000000,0.12037401,0.24010995,1.14638328,1.45343493
-5.53176588,2.69755210,1.59561241,0.00000000,0.11794233,0.22959863,1.11087722,1.38453565
-5.52576288,2.59100758,1.53248802,0.00000000,0.11564478,0.21978743,1.08027437,1.31771474
-5.51975988,2.49185030,1.47360424,0.00000000,0.11348683,0.21078073,1.05559815,1.25361668
-5.51375688,2.40112382,1.41962960,0.00000000,0.11146119,0.20265773,1.03780240,1.19277610
-5.50775388,2.31962864,1.37109681,0.00000000,0.10954912,0.19547267,1.02775373,1.13561494
-5.50175088,2.24792592,1.32840261,0.00000000,0.10772232,0.18925589,1.02621431,1.08244358
-5.49574787,2.18634752,1.29181102,0.00000000,0.10594515,0.18401552,1.03382488,1.03346549
-5.48974487,2.13501095,1.26145939,0.00000000,0.10417712,0.17973952,1.05108815,0.98878483
-5.48374187,2.09383754,1.23736648,0.00000000,0.10237551,0.17639814,1.07835248,0.94841629
-5.47773887,2.06257248,1.21944167,0.00000000,0.10049791,0.17394631,1.11579624,0.91229649
-5.47173587,2.04080527,1.20749471,0.00000000,0.09850468,0.17232614,1.16341315,0.88029620
-5.46573287,2.02798951,1.20124544,0.00000000,0.09636102,0.17146915,1.22099914,0.85223274
-5.45972986,2.02346128,1.20033317,0.00000000,0.09403876,0.17129833,1.28814154,0.82788212
-5.45372686,2.02645563,1.20432536,0.00000000,0.09151763,0.17172982,1.36421138,0.80699024
-5.44772386,2.03612126,1.21272578,0.00000000,0.08878609,0.17267441,1.44835978,0.78928314
-5.44172086,2.05153347,1.22498224,0.00000000,0.08584161,0.17403869,1.53951934,0.77447597
-5.43571786,2.07170614,1.24049427,0.00000000,0.08269057,0.17572600,1.63641154,0.76228073
-5.42971486,2.09560331,1.25862102,0.00000000,0.07934759,0.17763733,1.73756074,0.75241284
-5.42371186,2.12215129,1.27868999,0.00000000,0.07583458,0.17967206,1.84131552,0.74459671
-5.41770885,2.15025202,1.30000679,0.00000000,0.07217952,0.18172890,1.94587729,0.73857052
-5.41170585,2.17879835,1.32186638,0.00000000,0.06841496,0.18370681,2.04933632,0.73409038
-5.40570285,2.20669163,1.34356583,0.00000000,0.06457650,0.18550630,2.14971429,0.73093412
-5.39969985,2.23286170,1.36441852,0.00000000,0.06070121,0.18703076,2.24501251,0.72890466
-5.39369685,2.25628909,1.38376963,0.00000000,0.05682616,0.18818818,2.33326435,0.72783322
-5.38769385,2.27602875,1.40101236,0.00000000,0.05298705,0.18889302,2.41258991,0.72758202
-5.38169085,2.29123442,1.41560416,0.00000000,0.04921709,0.18906816,2.48125105,0.72804662
-5.37568784,2.30118245,1.42708228,0.00000000,0.04554609,0.18864703,2.53770420,0.72915741
-5.36968484,2.30529365,1.43507770,0.00000000,0.04199981,0.18757557,2.58064892,0.73088010
-5.36368184,2.30315184,1.43932644,0.00000000,0.03859959,0.18581416,2.60906963,0.73321493
-5.35767884,2.29451759,1.43967751,0.00000000,0.03536219,0.18333912,2.62226880,0.73619432
-5.35167584,2.27933610,1.43609673,0.00000000,0.03229990,0.18014398,2.61988972,0.73987870
-5.34567284,2.25773829,1.42866595,0.00000000,0.02942083,0.17624020,2.60192780,0.74435048
-5.33966983,2.23003459,1.41757737,0.00000000,0.02672932,0.17165738,2.56872976,0.74970624
-5.33366683,2.19670148,1.40312314,0.00000000,0.02422648,0.16644295,2.52098070,0.75604727
-5.32766383,2.15836115,1.38568051,0.00000000,0.02191082,0.16066129,2.45967975,0.76346875
-5.32166083,2.11575526,1.36569329,0.00000000,0.01977889,0.15439243,2.38610547,0.77204823
-5.31565783,2.06971421,1.34365054,0.00000000,0.01782585,0.14773020,2.30177267,0.78183393
-5.30965483,2.02112345,1.32006369,0.00000000,0.01604617,0.14078026,2.20838303,0.79283357
-5.30365183,1.97088899,1.29544342,0.00000000,0.01443407,0.13365778,2.10777158,0.80500461
-5.29764882,1.91990387,1.27027749,0.00000000,0.01298409,0.12648518,2.00185205,0.81824655
-5.29164582,1.86901780,1.24501114,0.00000000,0.01169146,0.11938995,1.89256321,0.83239598
-5.28564282,1.81901164,1.22003085,0.00000000,0.01055244,0.11250265,1.78181881,0.84722517
-5.27963982,1.77057822,1.19565277,0.00000000,0.00956464,0.10595533,1.67146320,0.86244421
-5.27363682,1.72431058,1.17211627,0.00000000,0.00872717,0.09988033,1.56323413,0.87770734
-5.26763382,1.68069836,1.14958304,0.00000000,0.00804087,0.09440960,1.45873408,0.89262302
-5.26163082,1.64013220,1.12814168,0.00000000,0.00750839,0.08967459,1.35941068,0.90676772
-5.25562781,1.60291595,1.10781755,0.00000000,0.00713431,0.08580661,1.26654642,0.91970275
-5.24962481,1.56928567,1.08858708,0.00000000,0.00692521,0.08293778,1.18125716,0.93099346
-5.24362181,1.53943410,1.07039562,0.00000000,0.00688967,0.08120237,1.10449878,0.94022982
-5.23761881,1.51353906,1.05317777,0.00000000,0.00703837,0.08073853,1.03708066,0.94704738
-5.23161581,1.49179383,1.03687879,0.00000000,0.00738405,0.08169022,0.97968454,0.95114761
-5.22561281,1.47443772,1.02147592,0.00000000,0.00794153,0.08420937,0.93288726,0.95231638
-5.21960980,1.46178485,1.00699818,0.00000000,0.00872766,0.08845799,0.89718551,0.95043981
-5.21360680,1.45424952,0.99354370,0.00000000,0.00976127,0.09461005,0.87302111,0.94551647
-5.20760380,1.45236652,0.98129342,0.00000000,0.01106309,0.10285328,0.86080512,0.93766552
-5.20160080,1.45680546,0.97052061,0.00000000,0.01265558,0.11339035,0.86093962,0.92713016
-5.19559780,1.46837801,0.96159562,0.00000000,0.01456274,0.12643958,0.87383574,0.91427646
-5.18959480,1.48803786,0.95498583,0.00000000,0.01680984,0.14223496,0.89992734,0.89958755
-5.18359180,1.51687307,0.95125067,0.00000000,0.01942307,0.16102531,0.93967951,0.88365366
-5.17758879,1.55609132,0.95103229,0.00000000,0.02242915,0.18307251,0.99359153,0.86715838
-5.17158579,1.60699829,0.95504221,0.00000000,0.02585471,0.20864865,1.06219422,0.85086214
-5.16558279,1.67097012,0.96404464,0.00000000,0.02972575,0.23803205,1.14604157,0.83558351
-5.15957979,1.74942072,0.97883742,0.00000000,0.03406686,0.27150204,1.24569701,0.82217931
-5.15357679,1.84376498,1.00023108,0.00000000,0.03890038,0.30933249,1.36171460,0.81152446
-5.14757379,1.95537889,1.02902714,0.00000000,0.04424548,0.35178400,1.49461566,0.80449225
-5.14157079,2.08555763,1.06599614,0.00000000,0.05011712,0.39909495,1.64486151,0.80193590
-5.13556778,2.23547264,1.11185625,0.00000000,0.05652498,0.45147133,1.81282307,0.80467178
-5.12956478,2.40612868,1.16725291,0.00000000,0.06347230,0.50907567,1.99874815,0.81346484
-5.12356178,2.59832190,1.23274005,0.00000000,0.07095483,0.57201524,2.20272755,0.82901633
-5.11755878,2.81259983,1.30876316,0.00000000,0.07895971,0.64032989,2.42466106,0.85195388
-5.11155578,3.04922434,1.39564454,0.00000000,0.08746453,0.71397995,2.66422460,0.88282375
-5.10555278,3.30813849,1.49357083,0.00000000,0.09643652,0.79283467,2.92084006,0.92208506
-5.09954977,3.58893823,1.60258297,0.00000000,0.10583196,0.87666175,3.19364908,0.97010544
-5.09354677,3.89085007,1.72256858,0.00000000,0.11559593,0.96511858,3.48149252,1.02715775
-5.08754377,4.21271553,1.85325686,0.00000000,0.12566230,1.05774584,3.78289686,1.09341742
-5.08154077,4.55298331,1.99421586,0.00000000,0.13595423,1.15396393,4.09606907,1.16895980
-5.07553777,4.90971003,2.14485215,0.00000000,0.14638498,1.25307289,4.41890094,1.25375722
-5.06953477,5.28056991,2.30441279,0.00000000,0.15685922,1.35425619,4.74898368,1.34767537
-5.06353177,5.66287401,2.47198958,0.00000000,0.16727476,1.45658870,5.08363335,1.45046890
-5.05752876,6.05359880,2.64652534,0.00000000,0.17752463,1.55904889,5.41992677,1.56177610
-5.05152576,6.44942387,2.82682222,0.00000000,0.18749954,1.66053535,5.75474758,1.68111279
-5.04552276,6.84677811,3.01155181,0.00000000,0.19709057,1.75988711,6.08484097,1.80786581
-5.03951976,7.24189319,3.19926695,0.00000000,0.20619200,1.85590744,6.40687563,1.94128647
-5.03351676,7.63086314,3.38841498,0.00000000,0.21470411,1.94739035,6.71751055,2.08048457
-5.02751376,8.00970808,3.57735240,0.00000000,0.22253595,2.03314879,7.01346417,2.22442383
-5.02151076,8.37444055,3.76436075,0.00000000,0.22960777,2.11204365,7.29158309,2.37191946
-5.01550775,8.72113220,3.94766351,0.00000000,0.23585313,2.18301239,7.54890748,2.52163873
-5.00950475,9.04597910,4.12544418,0.00000000,0.24122040,2.24509603,7.78273049,2.67210551
-5.00350175,9.34536372,4.29586534,0.00000000,0.24567380,2.29746360,7.99064921,2.82170947
-4.99749875,9.61591221,4.45708881,0.00000000,0.24919370,2.33943277,8.17060524,2.96872060
-4.99149575,9.85454542,4.60729698,0.00000000,0.25177625,2.37048603,8.32091351,3.11130947
-4.98549275,10.05852314,4.74471532,0.00000000,0.25343241,2.39028175,8.44027889,3.24757353
-4.97948974,10.22548081,4.86763612,0.00000000,0.25418637,2.39865958,8.52780033,3.37556919
-4.97348674,10.35345870,4.97444353,0.00000000,0.25407345,2.39564030,8.58296380,3.49334925
-4.96748374,10.44092378,5.06363956,0.00000000,0.25313770,2.38142022,8.60562511,3.59900495
-4.96148074,10.48678470,5.13387105,0.00000000,0.25142927,2.35636044,8.59598491,3.69071128
-4.95547774,10.49040061,5.18395693,0.00000000,0.24900172,2.32097185,8.55455788,3.76677438
-4.94947474,10.45158441,5.21291537,0.00000000,0.24590954,2.27589650,8.48213887,3.82567890
-4.94347174,10.37060107,5.21998986,0.00000000,0.24220584,2.22188653,8.37976821,3.86613381
-4.93746873,10.24816168,5.20467349,0.00000000,0.23794057,2.15978139,8.24869846,3.88711436
-4.93146573,10.08541336,5.16673016,0.00000000,0.23315913,2.09048465,8.09036426,3.88789842
-4.92546273,9.88392530,5.10621176,0.00000000,0.22790167,2.01494120,7.90635662,3.86809536
-4.91945973,9.64567076,5.02347020,0.00000000,0.22220290,1.93411570,7.69840213,3.82766578
-4.91345673,9.37300477,4.91916316,0.00000000,0.21609247,1.84897296,7.46834718,3.76693114
-4.90745373,9.06863713,4.79425278,0.00000000,0.20959584,1.76046079,7.21814653,3.68657230
-4.90145073,8.73560030,4.64999671,0.00000000,0.20273560,1.66949558,6.94985520,3.58761691
-4.89544772,8.37721189,4.48793111,0.00000000,0.19553291,1.57695073,6.66562229,3.47141575
-4.88944472,7.99703149,4.30984571,0.00000000,0.18800924,1.48364797,6.36768509,3.33960900
-4.88344172,7.59881203,4.11775137,0.00000000,0.18018798,1.39035122,6.05836194,3.19408350
-4.87743872,7.18644604,3.91384089,0.00000000,0.17209592,1.29776292,5.74004234,3.03692291
-4.87143572,6.76390759,3.70044429,0.00000000,0.16376443,1.20652220,5.41517330,2.87035257
-4.86543272,6.33519111,3.47997993,0.00000000,0.15523035,1.11720481,5.08624110,2.69668139
-4.85942971,5.90424845,3.25490333,0.00000000,0.14653638,1.03032416,4.75574838,2.51824310
-4.85342671,5.47492615,3.02765526,0.00000000,0.13773106,0.94633326,4.42618670,2.33733897
-4.84742371,5.05090458,2.80061129,0.00000000,0.12886825,0.86562728,4.10000555,2.15618426
-4.84142071,4.63564120,2.57603427,0.00000000,0.12000627,0.78854646,3.77957883,1.97686017
-4.83541771,4.23231972,2.35603165,0.00000000,0.11120666,0.71537927,3.46717037,1.80127280
-4.82941471,3.84380700,2.14251891,0.00000000,0.10253270,0.64636573,3.16490017,1.63112024
-4.82341171,3.47261914,1.93719017,0.00000000,0.09404779,0.58170085,2.87471312,1.46786852
-4.81740870,3.12089790,1.74149688,0.00000000,0.08581374,0.52153827,2.59835172,1.31273652
-4.81140570,2.79039800,1.55663467,0.00000000,0.07788916,0.46599414,2.33733423,1.16668984
-4.80540270,2.48248566,1.38353857,0.00000000,0.07032796,0.41515123,2.09293943,1.03044302
-4.79939970,2.19814774,1.22288608,0.00000000,0.06317808,0.36906343,1.86619844,0.90446919
-4.79339670,1.93801109,1.07510746,0.00000000,0.05648052,0.32776048,1.65789413,0.78901628
-4.78739370,1.70237051,0.94040215,0.00000000,0.05026861,0.29125314,1.46856761,0.68412824
-4.78139070,1.49122408,0.81876040,0.00000000,0.04456764,0.25953849,1.29853151,0.58967029
-4.77538769,1.30431394,0.70998862,0.00000000,0.03939484,0.23260544,1.14788888,0.50535656
-4.76938469,1.14117068,0.61373727,0.00000000,0.03475954,0.21044005,1.01655662,0.43077911
-4.76338169,1.00115926,0.52953004,0.00000000,0.03066366,0.19303082,0.90429210,0.36543693
-4.75737869,0.88352473,0.45679303,0.00000000,0.02710235,0.18037332,0.81072137,0.30876414
-4.75137569,0.78743590,0.39488302,0.00000000,0.02406476,0.17247427,0.73536775,0.26015635
-4.74537269,0.71202537,0.34311390,0.00000000,0.02153493,0.16935457,0.67767931,0.21899469
-4.73936968,0.65642476,0.30078050,0.00000000,0.01949261,0.17105133,0.63705422,0.18466692
-4.73336668,0.61979415,0.26717952,0.00000000,0.01791421,0.17761842,0.61286295,0.15658544
-4.72736368,0.60134491,0.24162719,0.00000000,0.01677350,0.18912564,0.60446686,0.13420206
-4.72136068,0.60035584,0.22347350,0.00000000,0.01604240,0.20565632,0.61123266,0.11701944
-4.71535768,0.61618231,0.21211320,0.00000000,0.01569153,0.22730322,0.63254262,0.10459951
-4.70935468,0.64825882,0.20699371,0.00000000,0.01569071,0.25416296,0.66780087,0.09656884
-4.70335168,0.69609529,0.20762014,0.00000000,0.01600935,0.28632888,0.71643587,0.09262149
-4.69734867,0.75926780,0.21355794,0.00000000,0.01661671,0.32388256,0.77789977,0.09251935
-4.69134567,0.83740460,0.22443342,0.00000000,0.01748207,0.36688429,0.85166506,0.09609056
-4.68534267,0.93016818,0.23993266,0.00000000,0.01857489,0.41536259,0.93721935,0.10322605
-4.67933967,1.03723455,0.25979905,0.00000000,0.01986484,0.46930330,1.03405885,0.11387476
-4.67333667,1.15827064,0.28382995,0.00000000,0.02132188,0.52863852,1.14168120,0.12803765
-4.66733367,1.29291088,0.31187262,0.00000000,0.02291629,0.59323580,1.25957826,0.14576080
-4.66133067,1.44073411,0.34381986,0.00000000,0.02461872,0.66288811,1.38722939,0.16712798
-4.65532766,1.60124164,0.37960529,0.00000000,0.02640029,0.73730490,1.52409560,0.19225272
-4.64932466,1.77383766,0.41919874,0.00000000,0.02823266,0.81610488,1.66961491,0.22127035
-4.64332166,1.95781265,0.46260156,0.00000000,0.03008820,0.89881077,1.82319927,0.25432997
-4.63731866,2.15233090,0.50984210,0.00000000,0.03194017,0.98484663,1.98423300,0.29158678
-4.63131566,2.35642260,0.56097136,0.00000000,0.03376285,1.07353793,2.15207314,0.33319481
-4.62531266,2.56898128,0.61605880,0.00000000,0.03553184,1.16411481,2.32605144,0.37930034
-4.61930965,2.78876700,0.67518834,0.00000000,0.03722424,1.25571866,2.50547825,0.43003601
-4.61330665,3.01441550,0.73845453,0.00000000,0.03881888,1.34741214,2.68964805,0.48551593
-4.60730365,3.24445351,0.80595889,0.00000000,0.04029653,1.43819267,2.87784655,0.54583178
-4.60130065,3.47731987,0.87780640,0.00000000,0.04164012,1.52700917,3.06935918,0.61104986
-4.59529765,3.71139224,0.95410198,0.00000000,0.04283488,1.61278193,3.26348069,0.68120932
-4.58929465,3.94501849,1.03494715,0.00000000,0.04386846,1.69442500,3.45952547,0.75632129
-4.58329165,4.17655195,1.12043653,0.00000000,0.04473108,1.77087062,3.65683809,0.83636885
-4.57728864,4.40438923,1.21065423,0.00000000,0.04541552,1.84109508,3.85480377,0.92130777
-4.57128564,4.62700918,1.30567010,0.00000000,0.04591719,1.90414501,4.05285776,1.01106766
-4.56528264,4.84301122,1.40553557,0.00000000,0.04623406,1.95916335,4.25049343,1.10555340
-4.55927964,5.05115155,1.51027909,0.00000000,0.04636662,2.00541394,4.44726798,1.20464649
-4.55327664,5.25037512,1.61990110,0.00000000,0.04631780,2.04230374,4.64280541,1.30820609
-4.54727364,5.43984194,1.73436844,0.00000000,0.04609281,2.06940175,4.83679593,1.41606948
-4.54127064,5.61894589,1.85360813,0.00000000,0.04569899,2.08645376,5.02899149,1.52805173
-4.53526763,5.78732490,1.97750063,0.00000000,0.04514565,2.09339200,5.21919711,1.64394441
-4.52926463,5.94486149,2.10587265,0.00000000,0.04444380,2.09033928,5.40725788,1.76351319
-4.52326163,6.09167309,2.23848963,0.00000000,0.04360598,2.07760716,5.59304182,1.88649442
-4.51725863,6.22809216,2.37504809,0.00000000,0.04264598,2.05568789,5.77641923,2.01259064
-4.51125563,6.35463655,2.51516816,0.00000000,0.04157856,2.02524050,5.95723897,2.14146523
-4.50525263,6.47197112,2.65838655,0.00000000,0.04041918,1.98707115,6.13530298,2.27273639
-4.49924962,6.58086209,2.80415039,0.00000000,0.03918371,1.94210866,6.31034000,2.40597080
-4.49324662,6.68212606,2.95181212,0.00000000,0.03788815,1.89137600,6.48198003,2.54067717
-4.48724362,6.77657597,3.10062602,0.00000000,0.03654829,1.83595892,6.64973080,2.67630026
-4.48124062,6.86496643,3.24974649,0.00000000,0.03517952,1.77697302,6.81295785,2.81221552
-4.47523762,6.94794114,3.39822852,0.00000000,0.03379651,1.71553056,6.97086944,2.94772498
-4.46923462,7.02598485,3.54503059,0.00000000,0.03241299,1.65270858,7.12250754,3.08205459
-4.46323162,7.09938242,3.68902010,0.00000000,0.03104162,1.58951945,7.26674583,3.21435352
-4.45722861,7.16818697,3.82898157,0.00000000,0.02969378,1.52688526,7.40229527,3.34369564
-4.45122561,7.23219897,3.96362769,0.00000000,0.02837952,1.46561693,7.52771780,3.46908356
-4.44522261,7.29095751,4.09161318,0.00000000,0.02710748,1.40639888,7.64144786,3.58945538
-4.43921961,7.34374443,4.21155148,0.00000000,0.02588496,1.34977978,7.74182157,3.70369450
-4.43321661,7.38960147,4.32203421,0.00000000,0.02471789,1.29616935,7.82711288,3.81064237
-4.42721361,7.42735998,4.42165320,0.00000000,0.02361100,1.24584125,7.89557554,3.90911450
-4.42121061,7.45568211,4.50902489,0.00000000,0.02256794,1.19894145,7.94548997,3.99791942
-4.41520760,7.47311202,4.58281685,0.00000000,0.02159142,1.15550131,7.97521327,4.07588065
-4.40920460,7.47813489,4.64177604,0.00000000,0.02068339,1.11545456,7.98323108,4.14186124
-4.40320160,7.46924160,4.68475825,0.00000000,0.01984520,1.07865675,7.96820953,4.19479049
-4.39719860,7.44499616,4.71075823,0.00000000,0.01907780,1.04490624,7.92904547,4.23369231
-4.39119560,7.40410321,4.71893964,0.00000000,0.01838183,1.01396534,7.86491353,4.25771440
-4.38519260,7.34547285,4.70866416,0.00000000,0.01775773,0.98558038,7.77530810,4.26615743
-4.37918959,7.26827980,4.67951866,0.00000000,0.01720585,0.95949987,7.66007894,4.25850310
-4.37318659,7.17201473,4.63133943,0.00000000,0.01672641,0.93548974,7.51945888,4.23444017
-4.36718359,7.05652539,4.56423249,0.00000000,0.01631952,0.91334516,7.35408259,4.19388709
-4.36118059,6.92204591,4.47858879,0.00000000,0.01598512,0.89289861,7.16499540,4.13701024
-4.35517759,6.76921327,4.37509351,0.00000000,0.01572286,0.87402412,6.95365163,4.06423678
-4.34917459,6.59907006,4.25472842,0.00000000,0.01553202,0.85663792,6.72190218,3.97626110
-4.34317159,6.41305389,4.11876684,0.00000000,0.01541137,0.84069599,6.47197141,3.87404431
-4.33716858,6.21297393,3.96876076,0.00000000,0.01535905,0.82618904,6.20642385,3.75880636
-4.33116558,6.00097580,3.80652011,0.00000000,0.01537247,0.81313577,5.92812151,3.63201066
-4.32516258,5.77949651,3.63408435,0.00000000,0.01544822,0.80157520,5.64017312,3.49534157
-4.31915958,5.55121151,3.45368714,0.00000000,0.01558207,0.79155889,5.34587664,3.35067526
-4.31315658,5.31897618,3.26771496,0.00000000,0.01576892,0.78314384,5.04865685,3.20004479
-4.30715358,5.08576400,3.07866079,0.00000000,0.01600294,0.77638657,4.75199998,3.04560072
