energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.90995498,4.53682580,0.40726767,0.20528262,0.01046582,0.88538133,0.07608881,1.73089007,1.26042972,1.27228270
-5.90395198,4.57127423,0.40929554,0.20804752,0.01060989,0.88957381,0.07584165,1.75177395,1.26182963,1.29223714
-5.89794897,4.60421166,0.41093995,0.21065765,0.01075245,0.89340202,0.07530648,1.77213415,1.26331976,1.31269087
-5.89194597,4.63523572,0.41216074,0.21305554,0.01089329,0.89693142,0.07448768,1.79162612,1.26497742,1.33358513
-5.88594297,4.66392559,0.41292263,0.21518621,0.01103215,0.90022344,0.07339489,1.80989830,1.26686986,1.35482371
-5.87993997,4.68984470,0.41319568,0.21699887,0.01116859,0.90333099,0.07204261,1.82659920,1.26905145,1.37627020
-5.87393697,4.71254772,0.41295591,0.21844855,0.01130197,0.90629486,0.07044959,1.84138605,1.27156228,1.39774796
-5.86793397,4.73159251,0.41218623,0.21949782,0.01143137,0.90914151,0.06863828,1.85393492,1.27442860,1.41904305
-5.86193097,4.74655685,0.41087741,0.22011839,0.01155559,0.91188229,0.06663405,1.86395214,1.27766506,1.43991006
-5.85592796,4.75705960,0.40902931,0.22029269,0.01167314,0.91451430,0.06446453,1.87118655,1.28127870,1.46008091
-5.84992496,4.76278543,0.40665213,0.22001517,0.01178229,0.91702270,0.06215889,1.87544215,1.28527443,1.47927601
-5.84392196,4.76351187,0.40376767,0.21929347,0.01188112,0.91938450,0.05974718,1.87659053,1.28966169,1.49721747
-5.83791896,4.75913693,0.40041043,0.21814922,0.01196763,0.92157337,0.05725972,1.87458232,1.29446163,1.51364349
-5.83191596,4.74970553,0.39662846,0.21661849,0.01203981,0.92356539,0.05472659,1.86945695,1.29971441,1.52832319
-5.82591296,4.73543271,0.39248380,0.21475186,0.01209581,0.92534494,0.05217721,1.86135000,1.30548578,1.54107092
-5.81990995,4.71672149,0.38805238,0.21261396,0.01213404,0.92691061,0.04964002,1.85049735,1.31187238,1.55175913
-5.81390695,4.69417374,0.38342341,0.21028258,0.01215333,0.92828037,0.04714222,1.83723578,1.31900518,1.56032895
-5.80790395,4.66859230,0.37869796,0.20784729,0.01215302,0.92949574,0.04470965,1.82199938,1.32705048,1.56679765
-5.80190095,4.64097342,0.37398697,0.20540752,0.01213309,0.93062431,0.04236666,1.80531177,1.33620820,1.57126233
-5.79589795,4.61248893,0.36940853,0.20307030,0.01209421,0.93176059,0.04013613,1.78777408,1.34670717,1.57389956
-5.78989495,4.58445812,0.36508458,0.20094755,0.01203781,0.93302466,0.03803939,1.77004897,1.35879758,1.57496063
-5.78389195,4.55831006,0.36113711,0.19915318,0.01196609,0.93455890,0.03609628,1.75284128,1.37274063,1.57476264
-5.77788894,4.53553776,0.35768409,0.19779988,0.01188195,0.93652257,0.03432509,1.73687593,1.38879597,1.57367565
-5.77188594,4.51764585,0.35483521,0.19699594,0.01178900,0.93908471,0.03274259,1.72287402,1.40720739,1.57210666
-5.76588294,4.50609431,0.35268770,0.19684211,0.01169139,0.94241556,0.03136392,1.71152818,1.42818768,1.57048100
-5.75987994,4.50224072,0.35132245,0.19742860,0.01159372,0.94667711,0.03020252,1.70347828,1.45190318,1.56922230
-5.75387694,4.50728400,0.35080062,0.19883235,0.01150089,0.95201317,0.02926999,1.69928851,1.47845933,1.56873200
-5.74787394,4.52221240,0.35116090,0.20111478,0.01141794,0.95853972,0.02857589,1.69942699,1.50788774,1.56936954
-5.74187094,4.54775838,0.35241766,0.20431995,0.01134986,0.96633606,0.02812762,1.70424881,1.54013574,1.57143427
-5.73586793,4.58436284,0.35456000,0.20847330,0.01130143,0.97543729,0.02793012,1.71398326,1.57505920,1.57515015
-5.72986493,4.63215045,0.35755187,0.21358096,0.01127708,0.98582870,0.02798576,1.72872581,1.61241900,1.58065395
-5.72386193,4.69091752,0.36133318,0.21962974,0.01128073,0.99744246,0.02829409,1.74843526,1.65188165,1.58798769
-5.71785893,4.76013306,0.36582197,0.22658766,0.01131569,1.01015669,0.02885170,1.77293602,1.69302407,1.59709561
-5.71185593,4.83895304,0.37091742,0.23440505,0.01138456,1.02379733,0.02965215,1.80192549,1.73534259,1.60782589
-5.70585293,4.92624727,0.37650371,0.24301627,0.01148920,1.03814248,0.03068591,1.83498606,1.77826579,1.61993692
-5.69984992,5.02063752,0.38245439,0.25234168,0.01163067,1.05292918,0.03194039,1.87160112,1.82117064,1.63310781
-5.69384692,5.12054511,0.38863724,0.26229011,0.01180929,1.06786224,0.03340008,1.91117444,1.86340135,1.64695253
-5.68784392,5.22424570,0.39491923,0.27276147,0.01202465,1.08262467,0.03504672,1.95305174,1.90428996,1.66103683
-5.68184092,5.32992858,0.40117144,0.28364948,0.01227564,1.09688923,0.03685959,1.99654368,1.94317788,1.67489721
-5.67583792,5.43575776,0.40727365,0.29484438,0.01256062,1.11033039,0.03881585,2.04094909,1.97943725,1.68806069
-5.66983492,5.53993183,0.41311851,0.30623550,0.01287742,1.12263616,0.04089094,2.08557743,2.01249123,1.70006461
-5.66383192,5.64074013,0.41861492,0.31771367,0.01322350,1.13351923,0.04305906,2.12976947,2.04183225,1.71047530
-5.65782891,5.73661233,0.42369063,0.32917315,0.01359600,1.14272677,0.04529359,2.17291543,2.06703730,1.71890479
-5.65182591,5.82615970,0.42829382,0.34051335,0.01399186,1.15004842,0.04756761,2.21446962,2.08777971,1.72502477
-5.64582291,5.90820605,0.43239373,0.35163994,0.01440790,1.15532221,0.04985439,2.25396132,2.10383672,1.72857716
-5.63981991,5.98180753,0.43598021,0.36246564,0.01484082,1.15843804,0.05212776,2.29100130,2.11509273,1.72938092
-5.63381691,6.04626060,0.43906229,0.37291043,0.01528731,1.15933877,0.05436260,2.32528407,2.12153793,1.72733491
-5.62781391,6.10109842,0.44166587,0.38290146,0.01574402,1.15801872,0.05653509,2.35658583,2.12326268,1.72241671
-5.62181091,6.14607649,0.44383065,0.39237249,0.01620754,1.15452002,0.05862303,2.38475854,2.12044781,1.71467779
-5.61580790,6.18114864,0.44560646,0.40126315,0.01667443,1.14892689,0.06060605,2.40972058,2.11335161,1.70423530
-5.60980490,6.20643559,0.44704924,0.40951795,0.01714114,1.14135840,0.06246565,2.43144484,2.10229410,1.69126121
-5.60380190,6.22218787,0.44821690,0.41708529,0.01760398,1.13196000,0.06418536,2.44994494,2.08763964,1.67596940
-5.59779890,6.22874602,0.44916527,0.42391645,0.01805907,1.12089458,0.06575067,2.46526070,2.06977869,1.65860156
-5.59179590,6.22650032,0.44994442,0.42996479,0.01850232,1.10833333,0.06714902,2.47744369,2.04910993,1.63941275
-5.58579290,6.21585284,0.45059548,0.43518524,0.01892937,1.09444715,0.06836970,2.48654400,2.02602351,1.61865745
-5.57978989,6.19718412,0.45114837,0.43953402,0.01933562,1.07939895,0.06940377,2.49259898,2.00088655,1.59657688
-5.57378689,6.17082657,0.45162026,0.44296891,0.01971624,1.06333728,0.07024399,2.49562489,1.97403143,1.57338827
-5.56778389,6.13704615,0.45201519,0.44544988,0.02006620,1.04639165,0.07088476,2.49561187,1.94574773,1.54927664
-5.56178089,6.09603351,0.45232471,0.44694012,0.02038037,1.02866965,0.07132203,2.49252280,1.91627784,1.52438948
-5.55577789,6.04790499,0.45252954,0.44740759,0.02065363,1.01025607,0.07155338,2.48629611,1.88581674,1.49883454
-5.54977489,5.99271329,0.45260222,0.44682678,0.02088099,0.99121390,0.07157802,2.47685236,1.85451556,1.47268074
-5.54377189,5.93046715,0.45251064,0.44518083,0.02105780,0.97158712,0.07139692,2.46410444,1.82248863,1.44596205
-5.53776888,5.86115849,0.45222215,0.44246370,0.02117987,0.95140501,0.07101290,2.44797053,1.78982357,1.41868393
-5.53176588,5.78479534,0.45170811,0.43868235,0.02124374,0.93068763,0.07043082,2.42838927,1.75659348,1.39083197
-5.52576288,5.70143811,0.45094863,0.43385885,0.02124680,0.90945211,0.06965775,2.40533598,1.72287047,1.36238195
-5.51975988,5.61123692,0.44993713,0.42803208,0.02118752,0.88771926,0.06870309,2.37883900,1.68873945,1.33331084
-5.51375688,5.51446712,0.44868448,0.42125908,0.02106558,0.86552009,0.06757877,2.34899498,1.65431129,1.30360775
-5.50775388,5.41156069,0.44722249,0.41361584,0.02088202,0.84290180,0.06629931,2.31598203,1.61973427,1.27328434
-5.50175088,5.30313091,0.44560644,0.40519742,0.02063932,0.81993272,0.06488182,2.28006975,1.58520308,1.24238386
-5.49574787,5.18998849,0.44391644,0.39611734,0.02034142,0.79670608,0.06334598,2.24162525,1.55096445,1.21098829
-5.48974487,5.07314749,0.44225752,0.38650624,0.01999372,0.77334207,0.06171385,2.20111459,1.51731919,1.17922302
-5.48374187,4.95381997,0.44075836,0.37650976,0.01960301,0.74998827,0.06000961,2.15909906,1.48461998,1.14725885
-5.47773887,4.83339920,0.43956861,0.36628573,0.01917733,0.72681810,0.05825920,2.11622638,1.45326517,1.11531100
-5.47173587,4.71343150,0.43885483,0.35600066,0.01872579,0.70402763,0.05648980,2.07321675,1.42368863,1.08363523
-5.46573287,4.59557769,0.43879534,0.34582574,0.01825834,0.68183057,0.05472928,2.03084439,1.39634607,1.05252118
-5.45972986,4.48156586,0.43957398,0.33593245,0.01778551,0.66045190,0.05300556,1.98991513,1.37169861,1.02228322
-5.45372686,4.37313722,0.44137322,0.32648793,0.01731808,0.64012027,0.05134587,1.95124106,1.35019435,0.99324937
-5.44772386,4.27198782,0.44436685,0.31765029,0.01686683,0.62105970,0.04977601,1.91561342,1.33224892,0.96574875
-5.44172086,4.17970878,0.44871258,0.30956409,0.01644218,0.60348085,0.04831967,1.88377490,1.31822622,0.94009837
-5.43571786,4.09772796,0.45454506,0.30235617,0.01605393,0.58757237,0.04699770,1.85639282,1.30842016,0.91658973
-5.42971486,4.02725609,0.46196949,0.29613195,0.01571095,0.57349279,0.04582749,1.83403443,1.30303881,0.89547626
-5.42371186,3.96924002,0.47105636,0.29097246,0.01542097,0.56136331,0.04482249,1.81714563,1.30219154,0.87696201
-5.41770885,3.92432567,0.48183744,0.28693219,0.01519040,0.55126195,0.04399177,1.80603417,1.30588026,0.86119231
-5.41170585,3.89283253,0.49430345,0.28403778,0.01502415,0.54321924,0.04333986,1.80085840,1.31399518,0.84824692
-5.40570285,3.87474118,0.50840336,0.28228784,0.01492560,0.53721584,0.04286661,1.80162191,1.32631551,0.83813609
-5.39969985,3.86969469,0.52404559,0.28165368,0.01489659,0.53318214,0.04256736,1.80817470,1.34251517,0.83079964
-5.39369685,3.87701392,0.54110095,0.28208102,0.01493740,0.53099990,0.04243316,1.82022072,1.36217337,0.82610921
-5.38769385,3.89572602,0.55940726,0.28349272,0.01504693,0.53050592,0.04245126,1.83733142,1.38478965,0.82387359
-5.38169085,3.92460504,0.57877540,0.28579218,0.01522275,0.53149754,0.04260569,1.85896489,1.40980263,0.82384686
-5.37568784,3.96222254,0.59899652,0.28886757,0.01546139,0.53373978,0.04287795,1.88448935,1.43661161,0.82573895
-5.36968484,4.00700595,0.61984996,0.29259640,0.01575843,0.53697379,0.04324782,1.91321017,1.46460009,0.82922800
-5.36368184,4.05730179,0.64111167,0.29685049,0.01610885,0.54092623,0.04369423,1.94439888,1.49315982,0.83397407
-5.35767884,4.11144079,0.66256232,0.30150090,0.01650716,0.54531913,0.04419609,1.97732276,1.52171448,0.83963341
-5.35167584,4.16780182,0.68399516,0.30642283,0.01694767,0.54987992,0.04473318,2.01127367,1.54974153,0.84587256
-5.34567284,4.22487161,0.70522268,0.31150010,0.01742472,0.55435103,0.04528691,2.04559464,1.57679146,0.85238174
-5.33966983,4.28129756,0.72608227,0.31662905,0.01793284,0.55849877,0.04584106,2.07970300,1.60250319,0.85888671
-5.33366683,4.33593142,0.74644012,0.32172176,0.01846692,0.56212102,0.04638236,2.11310902,1.62661515,0.86515867
-5.32766383,4.38786179,0.76619358,0.32670846,0.01902234,0.56505354,0.04690090,2.14542921,1.64897146,0.87102181
-5.32166083,4.43643450,0.78527164,0.33153889,0.01959503,0.56717455,0.04739050,2.17639389,1.66952289,0.87635799
-5.31565783,4.48126032,0.80363379,0.33618280,0.02018159,0.56840747,0.04784880,2.20584883,1.68832286,0.88110870
-5.30965483,4.52220996,0.82126725,0.34062936,0.02077925,0.56872180,0.04827724,2.23375106,1.70551860,0.88527401
-5.30365183,4.55939741,0.83818290,0.34488578,0.02138587,0.56813209,0.04868091,2.26015951,1.72133826,0.88890893
-5.29764882,4.59315295,0.85441026,0.34897502,0.02199994,0.56669521,0.04906827,2.28522098,1.73607447,0.89211725
-5.29164582,4.62398768,0.86999189,0.35293286,0.02262049,0.56450603,0.04945064,2.30915278,1.75006569,0.89504340
-5.28564282,4.65255196,0.88497759,0.35680449,0.02324704,0.56169182,0.04984179,2.33222275,1.76367599,0.89786280
-5.27963982,4.67959013,0.89941885,0.36064082,0.02387951,0.55840571,0.05025725,2.35472837,1.77727476,0.90077126
-5.27363682,4.70589432,0.91336399,0.36449462,0.02451817,0.55481948,0.05071377,2.37697576,1.79121715,0.90397400
-5.26763382,4.73225967,0.92685420,0.36841689,0.02516355,0.55111611,0.05122860,2.39926021,1.80582637,0.90767495
-5.26163082,4.75944338,0.93992087,0.37245348,0.02581636,0.54748237,0.05181888,2.42184886,1.82137874,0.91206675
-5.25562781,4.78812952,0.95258426,0.37664225,0.02647745,0.54410187,0.05250106,2.44496673,1.83809205,0.91732206
-5.24962481,4.81890113,0.96485363,0.38101080,0.02714776,0.54114875,0.05329028,2.46878656,1.85611784,0.92358645
-5.24362181,4.85222059,0.97672878,0.38557504,0.02782828,0.53878224,0.05419993,2.49342288,1.87553764,0.93097318
-5.23761881,4.88841862,0.98820277,0.39033846,0.02852000,0.53714242,0.05524116,2.51893032,1.89636329,0.93956003
-5.23161581,4.92769198,0.99926568,0.39529225,0.02922391,0.53634702,0.05642262,2.54530598,1.91854099,0.94938818
-5.22561281,4.97010891,1.00990889,0.40041616,0.02994094,0.53648943,0.05775014,2.57249541,1.94195859,0.96046293
-5.21960980,5.01562147,1.02012982,0.40568009,0.03067195,0.53763791,0.05922658,2.60040153,1.96645556,0.97275631
-5.21360680,5.06408308,1.02993634,0.41104612,0.03141770,0.53983580,0.06085170,2.62889552,1.99183471,0.98621086
-5.20760380,5.11526958,1.03935074,0.41647103,0.03217877,0.54310259,0.06262220,2.65782894,2.01787492,1.00074465
-5.20160080,5.16890195,1.04841279,0.42190898,0.03295551,0.54743574,0.06453170,2.68704584,2.04434403,1.01625679
-5.19559780,5.22466875,1.05718146,0.42731428,0.03374798,0.55281299,0.06657088,2.71639413,2.07101093,1.03263310
-5.18959480,5.28224652,1.06573528,0.43264388,0.03455582,0.55919496,0.06872760,2.74573515,2.09765627,1.04975167
-5.18359180,5.34131675,1.07417102,0.43785972,0.03537818,0.56652779,0.07098714,2.77495088,2.12408107,1.06748767
-5.17758879,5.40157809,1.08260067,0.44293046,0.03621357,0.57474581,0.07333239,2.80394814,2.15011288,1.08571745
-5.17158579,5.46275315,1.09114691,0.44783270,0.03705974,0.58377387,0.07574411,2.83265957,2.17560925,1.10432139
-5.16558279,5.52458967,1.09993710,0.45255157,0.03791360,0.59352941,0.07820127,2.86104140,2.20045835,1.12318561
-5.15957979,5.58685603,1.10909619,0.45708063,0.03877104,0.60392410,0.08068130,2.88906800,2.22457710,1.14220253
-5.15357679,5.64933194,1.11873882,0.46142108,0.03962692,0.61486513,0.08316046,2.91672388,2.24790695,1.16127013
-5.14757379,5.71179515,1.12896114,0.46558051,0.04047495,0.62625609,0.08561421,2.94399362,2.27040784,1.18029043
-5.14157079,5.77400550,1.13983275,0.46957099,0.04130768,0.63799758,0.08801758,2.97085054,2.29205088,1.19916710
-5.13556778,5.83568796,1.15138917,0.47340694,0.04211659,0.64998753,0.09034556,2.99724499,2.31281050,1.21780276
-5.12956478,5.89651598,1.16362547,0.47710269,0.04289207,0.66212153,0.09257355,3.02309308,2.33265643,1.23609608
-5.12356178,5.95609695,1.17649132,0.48067009,0.04362365,0.67429300,0.09467780,3.04826694,2.35154638,1.25393913
-5.11755878,6.01396106,1.18988781,0.48411612,0.04430015,0.68639357,0.09663588,3.07258698,2.36941978,1.27121526
-5.11155578,6.06955471,1.20366639,0.48744086,0.04490994,0.69831359,0.09842711,3.09581703,2.38619303,1.28779763
-5.10555278,6.12223932,1.21762988,0.49063577,0.04544124,0.70994284,0.10003308,3.11766283,2.40175649,1.30354880
-5.09954977,6.17129598,1.23153575,0.49368254,0.04588245,0.72117153,0.10143801,3.13777388,2.41597344,1.31832126
-5.09354677,6.21593600,1.24510148,0.49655247,0.04622252,0.73189157,0.10262924,3.15574900,2.42868090,1.33195908
-5.08754377,6.25531682,1.25801175,0.49920642,0.04645129,0.74199800,0.10359751,3.17114511,2.43969219,1.34430051
-5.08154077,6.28856280,1.26992726,0.50159545,0.04655989,0.75139061,0.10433730,3.18348900,2.44880102,1.35518156
-5.07553777,6.31478955,1.28049469,0.50366192,0.04654103,0.75997564,0.10484697,3.19229150,2.45578679,1.36444010
-5.06953477,6.33313074,1.28935749,0.50534119,0.04638928,0.76766745,0.10512890,3.19706324,2.46042066,1.37192058
-5.06353177,6.34276586,1.29616684,0.50656370,0.04610132,0.77439009,0.10518940,3.19733128,2.46247208,1.37747881
-5.05752876,6.34294763,1.30059257,0.50725731,0.04567611,0.78007870,0.10503862,3.19265586,2.46171545,1.38098673
-5.05152576,6.33302762,1.30233333,0.50734998,0.04511490,0.78468059,0.10469021,3.18264639,2.45793653,1.38233682
-5.04552276,6.31247904,1.30112592,0.50677239,0.04442127,0.78815615,0.10416096,3.16697601,2.45093849,1.38144600
-5.03951976,6.28091572,1.29675318,0.50546065,0.04360103,0.79047928,0.10347024,3.14539419,2.44054737,1.37825880
-5.03351676,6.23810670,1.28905043,0.50335884,0.04266202,0.79163767,0.10263944,3.11773686,2.42661690,1.37274977
-5.02751376,6.18398606,1.27791016,0.50042140,0.04161390,0.79163271,0.10169125,3.08393390,2.40903284,1.36492498
-5.02151076,6.11865805,1.26328503,0.49661521,0.04046783,0.79047919,0.10064898,3.04401375,2.38771666,1.35482272
-5.01550775,6.04239773,1.24518914,0.49192140,0.03923615,0.78820485,0.09953583,2.99810529,2.36262893,1.34251333
-5.00950475,5.95564752,1.22369766,0.48633682,0.03793203,0.78484985,0.09837419,2.94643712,2.33377231,1.32809835
-5.00350175,5.85901031,1.19894500,0.47987510,0.03656907,0.78046617,0.09718502,2.88933453,2.30119444,1.31170908
-4.99749875,5.75323979,1.17112168,0.47256738,0.03516099,0.77511699,0.09598733,2.82721442,2.26499054,1.29350457
-4.99149575,5.63922856,1.14047016,0.46446263,0.03372132,0.76887615,0.09479772,2.76057858,2.22530594,1.27366930
-4.98549275,5.51799470,1.10727971,0.45562763,0.03226311,0.76182759,0.09363012,2.69000577,2.18233830,1.25241044
-4.97948974,5.39066724,1.07188070,0.44614650,0.03079867,0.75406484,0.09249565,2.61614265,2.13633941,1.22995504
-4.97348674,5.25847086,1.03463831,0.43611991,0.02933949,0.74569046,0.09140259,2.53969409,2.08761641,1.20654688
-4.96748374,5.12270996,0.99594587,0.42566391,0.02789605,0.73681540,0.09035653,2.46141297,2.03653207,1.18244328
-4.96148074,4.98475237,0.95621808,0.41490835,0.02647782,0.72755821,0.08936064,2.38208946,1.98350406,1.15791171
-4.95547774,4.84601240,0.91588392,0.40399503,0.02509320,0.71804412,0.08841598,2.30254016,1.92900273,1.13322631
-4.94947474,4.70793345,0.87537958,0.39307543,0.02374964,0.70840385,0.08752201,2.22359687,1.87354744,1.10866425
-4.94347174,4.57196998,0.83514139,0.38230819,0.02245364,0.69877222,0.08667697,2.14609516,1.81770110,1.08450210
-4.93746873,4.43956886,0.79559871,0.37185632,0.02121088,0.68928651,0.08587846,2.07086282,1.76206313,1.06101201
-4.93146573,4.31215023,0.75716706,0.36188424,0.02002635,0.68008472,0.08512382,1.99870819,1.70726073,1.03845816
-4.92546273,4.19108819,0.72024128,0.35255465,0.01890439,0.67130368,0.08441066,1.93040848,1.65393872,1.01709317
-4.91945973,4.07769145,0.68518912,0.34402541,0.01784889,0.66307718,0.08373714,1.86669827,1.60274836,0.99715489
-4.91345673,3.97318472,0.65234515,0.33644647,0.01686330,0.65553428,0.08310235,1.80825852,1.55433540,0.97886369
-4.90745373,3.87869122,0.62200525,0.32995694,0.01595075,0.64879784,0.08250646,1.75570609,1.50932790,0.96242017
-4.90145073,3.79521697,0.59442174,0.32468244,0.01511411,0.64298345,0.08195090,1.70958435,1.46832434,0.94800374
-4.89544772,3.72363764,0.56979938,0.32073279,0.01435601,0.63819881,0.08143837,1.67035500,1.43188243,0.93577188
-4.88944472,3.66468834,0.54829237,0.31820017,0.01367887,0.63454366,0.08097285,1.63839148,1.40050911,0.92586035
-4.88344172,3.61895686,0.53000245,0.31715770,0.01308491,0.63211027,0.08055947,1.61397414,1.37465217,0.91838415
-4.87743872,3.58688069,0.51497818,0.31765860,0.01257611,0.63098441,0.08020441,1.59728750,1.35469363,0.91343930
-4.87143572,3.56874776,0.50321558,0.31973591,0.01215420,0.63124670,0.07991474,1.58841950,1.34094514,0.91110521
-4.86543272,3.56470078,0.49466004,0.32340261,0.01182067,0.63297429,0.07969819,1.58736300,1.33364536,0.91144746
-4.85942971,3.57474471,0.48920951,0.32865239,0.01157665,0.63624257,0.07956299,1.59401923,1.33295925,0.91452062
-4.85342671,3.59875685,0.48671886,0.33546068,0.01142295,0.64112667,0.07951766,1.60820312,1.33897891,0.92037101
-4.84742371,3.63649863,0.48700534,0.34378607,0.01135998,0.64770262,0.07957081,1.62965020,1.35172593,0.92903890
-4.84142071,3.68762824,0.48985486,0.35357194,0.01138771,0.65604788,0.07973098,1.65802483,1.37115452,0.94055992
-4.83541771,3.75171331,0.49502898,0.36474826,0.01150563,0.66624093,0.08000640,1.69292918,1.39715524,0.95496543
-4.82941471,3.82824259,0.50227217,0.37723337,0.01171271,0.67835994,0.08040489,1.73391284,1.42955897,0.97228170
-4.82341171,3.91663610,0.51131935,0.39093577,0.01200738,0.69248032,0.08093358,1.78048243,1.46814055,0.99252767
-4.81740870,4.01625297,0.52190318,0.40575581,0.01238742,0.70867107,0.08159884,1.83211109,1.51262206,1.01571150
-4.81140570,4.12639683,0.53376096,0.42158713,0.01284997,0.72699018,0.08240598,1.88824741,1.56267550,1.04182588
-4.80540270,4.24631873,0.54664098,0.43831815,0.01339149,0.74747908,0.08335910,1.94832369,1.61792479,1.07084232
-4.79939970,4.37521765,0.56030797,0.45583315,0.01400765,0.77015644,0.08446088,2.01176341,1.67794730,1.10270496
-4.79339670,4.51223930,0.57454767,0.47401348,0.01469337,0.79501164,0.08571236,2.07798785,1.74227503,1.13732402
-4.78739370,4.65647383,0.58917027,0.49273848,0.01544273,0.82199842,0.08711270,2.14642198,1.81039583,1.17456966
-4.78139070,4.80695335,0.60401290,0.51188656,0.01624897,0.85102878,0.08865906,2.21649964,1.88175497,1.21426643
-4.77538769,4.96265029,0.61894098,0.53133623,0.01710448,0.88196803,0.09034635,2.28766829,1.95575755,1.25618916
-4.76938469,5.12247740,0.63384858,0.55096726,0.01800081,0.91463093,0.09216718,2.35939340,2.03177217,1.30006028
-4.76338169,5.28529050,0.64865797,0.57066207,0.01892873,0.94877966,0.09411172,2.43116267,2.10913611,1.34554935
-4.75737869,5.44989444,0.66331835,0.59030716,0.01987828,0.98412361,0.09616773,2.50249030,2.18716242,1.39227470
-4.75137569,5.61505293,0.67780401,0.60979494,0.02083884,1.02032141,0.09832061,2.57292131,2.26514897,1.43980745
-4.74537269,5.77950222,0.69211204,0.62902552,0.02179933,1.05698511,0.10055354,2.64203585,2.34238942,1.48767781
-4.73936968,5.94196854,0.70625970,0.64790873,0.02274832,1.09368658,0.10284767,2.70945360,2.41818595,1.53538353
-4.73336668,6.10118869,0.72028161,0.66636618,0.02367424,1.12996590,0.10518245,2.77483796,2.49186335,1.58240012
-4.72736368,6.25593314,0.73422673,0.68433313,0.02456561,1.16534155,0.10753595,2.83789983,2.56278394,1.62819246
-4.72136068,6.40503021,0.74815540,0.70176027,0.02541126,1.19932191,0.10988527,2.89840067,2.63036257,1.67222723
-4.71535768,6.54739032,0.76213615,0.71861502,0.02620060,1.23141770,0.11220699,2.95615457,2.69408101,1.71398568
-4.70935468,6.68202873,0.77624262,0.73488248,0.02692389,1.26115482,0.11447762,3.01102896,2.75350089,1.75297605
-4.70335168,6.80808543,0.79055017,0.75056566,0.02757245,1.28808704,0.11667407,3.06294358,2.80827432,1.78874521
-4.69734867,6.92484089,0.80513256,0.76568503,0.02813890,1.31180801,0.11877403,3.11186762,2.85815153,1.82088883
-4.69134567,7.03172640,0.82005826,0.78027730,0.02861737,1.33196208,0.12075639,3.15781477,2.90298490,1.84905985
-4.68534267,7.12832854,0.83538676,0.79439338,0.02900365,1.34825351,0.12260152,3.20083620,2.94272896,1.87297487
-4.67933967,7.21438701,0.85116453,0.80809555,0.02929529,1.36045365,0.12429151,3.24101161,2.97743623,1.89241817
-4.67333667,7.28978603,0.86742105,0.82145396,0.02949162,1.36840594,0.12581033,3.27843855,3.00724885,1.90724351
-4.66733367,7.35453970,0.88416474,0.83454251,0.02959378,1.37202846,0.12714385,3.31322058,3.03238648,1.91737368
-4.66133067,7.40877219,0.90137909,0.84743438,0.02960464,1.37131416,0.12827983,3.34545468,3.05313100,1.92279797
-4.65532766,7.45269395,0.91901917,0.86019729,0.02952861,1.36632866,0.12920780,3.37521866,3.06980873,1.92356792
-4.64932466,7.48657562,0.93700874,0.87288894,0.02937152,1.35720614,0.12991887,3.40255931,3.08277132,1.91979172
-4.64332166,7.51072122,0.95523821,0.88555267,0.02914034,1.34414320,0.13040552,3.42748211,3.09237634,1.91162765
