energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.77188594,1.96560094,0.00703089,0.09011551,0.90509903,0.61838528,0.00342773,1.09412366,0.40173890,0.15337322
-5.76588294,2.06014895,0.00769936,0.08891562,0.94298954,0.64971913,0.00339791,1.15658496,0.42571824,0.16174086
-5.75987994,2.16161140,0.00846703,0.08804938,0.98276264,0.68361624,0.00338814,1.22264218,0.45097081,0.17065176
-5.75387694,2.26936119,0.00933952,0.08752890,1.02407520,0.71989867,0.00339845,1.29185005,0.47727707,0.18005633
-5.74787394,2.38262316,0.01032130,0.08735797,1.06652875,0.75833458,0.00342873,1.36368855,0.50439113,0.18989471
-5.74187094,2.50049307,0.01141546,0.08753298,1.10968259,0.79864268,0.00347869,1.43757438,0.53204627,0.20009792
-5.73586793,2.62195923,0.01262353,0.08804392,1.15306816,0.84049770,0.00354790,1.51287364,0.55996091,0.21058914
-5.72986493,2.74592556,0.01394531,0.08887549,1.19620348,0.88353661,0.00363578,1.58891519,0.58784485,0.22128509
-5.72386193,2.87123504,0.01537868,0.09000814,1.23860741,0.92736541,0.00374160,1.66500403,0.61540551,0.23209735
-5.71785893,2.99669262,0.01691948,0.09141908,1.27981261,0.97156612,0.00386450,1.74043420,0.64235386,0.24293367
-5.71185593,3.12108684,0.01856143,0.09308309,1.31937704,1.01570397,0.00400344,1.81450090,0.66840987,0.25369917
-5.70585293,3.24320970,0.02029610,0.09497322,1.35689331,1.05933452,0.00415719,1.88651130,0.69330729,0.26429754
-5.69984992,3.36187439,0.02211293,0.09706132,1.39199581,1.10201076,0.00432432,1.95579413,0.71679769,0.27463207
-5.69384692,3.47593098,0.02399931,0.09931840,1.42436553,1.14328998,0.00450318,2.02170787,0.73865359,0.28460670
-5.68784392,3.58428015,0.02594076,0.10171493,1.45373252,1.18274066,0.00469187,2.08364766,0.75867085,0.29412702
-5.68184092,3.68588534,0.02792115,0.10422098,1.47987652,1.21994913,0.00488821,2.14105119,0.77667024,0.30310126
-5.67583792,3.77978374,0.02992304,0.10680642,1.50262573,1.25452621,0.00508977,2.19340368,0.79249838,0.31144138
-5.66983492,3.86509665,0.03192799,0.10944116,1.52185453,1.28611386,0.00529384,2.24024241,0.80602813,0.31906418
-5.66383192,3.94103962,0.03391704,0.11209543,1.53748037,1.31439171,0.00549744,2.28116094,0.81715870,0.32589252
-5.65782891,4.00693269,0.03587113,0.11474026,1.54946036,1.33908357,0.00569741,2.31581334,0.82581549,0.33185670
-5.65182591,4.06221102,0.03777158,0.11734809,1.55778807,1.35996370,0.00589040,2.34391854,0.83194982,0.33689578
-5.64582291,4.10643578,0.03960058,0.11989355,1.56249070,1.37686293,0.00607295,2.36526480,0.83553885,0.34095906
-5.63981991,4.13930524,0.04134162,0.12235438,1.56362704,1.38967412,0.00624159,2.37971444,0.83658544,0.34400755
-5.63381691,4.16066553,0.04297988,0.12471254,1.56128615,1.39835709,0.00639290,2.38720845,0.83511828,0.34601528
-5.62781391,4.17052045,0.04450258,0.12695528,1.55558692,1.40294250,0.00652365,2.38777081,0.83119196,0.34697055
-5.62181091,4.16903966,0.04589923,0.12907623,1.54667818,1.40353449,0.00663085,2.38151215,0.82488724,0.34687691
-5.61580790,4.15656443,0.04716176,0.13107649,1.53473924,1.40031188,0.00671191,2.36863239,0.81631103,0.34575383
-5.60980490,4.13360993,0.04828461,0.13296531,1.51998049,1.39352757,0.00676468,2.34942184,0.80559631,0.34363699
-5.60380190,4.10086353,0.04926461,0.13476071,1.50264369,1.38350604,0.00678756,2.32426045,0.79290153,0.34057813
-5.59779890,4.05917824,0.05010086,0.13648962,1.48300157,1.37063869,0.00677958,2.29361478,0.77840953,0.33664440
-5.59179590,4.00956093,0.05079451,0.13818755,1.46135650,1.35537712,0.00674042,2.25803250,0.76232585,0.33191725
-5.58579290,3.95315520,0.05134836,0.13989793,1.43803772,1.33822417,0.00667045,2.21813431,0.74487617,0.32649080
-5.57978989,3.89121885,0.05176656,0.14167079,1.41339724,1.31972314,0.00657073,2.17460317,0.72630311,0.32046975
-5.57378689,3.82509640,0.05205418,0.14356110,1.38780413,1.30044504,0.00644299,2.12817107,0.70686208,0.31396693
-5.56778389,3.75618741,0.05221681,0.14562659,1.36163733,1.28097458,0.00628955,2.07960375,0.68681659,0.30710049
-5.56178089,3.68591145,0.05226020,0.14792530,1.33527720,1.26189495,0.00611330,2.02968353,0.66643280,0.29999092
-5.55577789,3.61567088,0.05218987,0.15051274,1.30909609,1.24377209,0.00591756,1.97919106,0.64597374,0.29275792
-5.54977489,3.54681293,0.05201092,0.15343907,1.28344826,1.22713889,0.00570601,1.92888653,0.62569325,0.28551731
-5.54377189,3.48059229,0.05172774,0.15674617,1.25865977,1.21247977,0.00548256,1.87949091,0.60582995,0.27837804
-5.53776888,3.41813578,0.05134397,0.16046491,1.23501874,1.20021631,0.00525124,1.83166810,0.58660146,0.27143944
-5.53176588,3.36041045,0.05086242,0.16461269,1.21276658,1.19069434,0.00501607,1.78600853,0.56819910,0.26478877
-5.52576288,3.30819643,0.05028515,0.16919143,1.19209060,1.18417304,0.00478099,1.74301484,0.55078335,0.25849925
-5.51975988,3.26206554,0.04961358,0.17418611,1.17311864,1.18081637,0.00454969,1.70309024,0.53448017,0.25262844
-5.51375688,3.22236649,0.04884865,0.17956394,1.15591577,1.18068725,0.00432560,1.66652991,0.51937851,0.24721726
-5.50775388,3.18921747,0.04799108,0.18527425,1.14048370,1.18374474,0.00411176,1.63351574,0.50552892,0.24228949
-5.50175088,3.16250622,0.04704161,0.19124923,1.12676265,1.18984423,0.00391084,1.60411466,0.49294351,0.23785178
-5.49574787,3.14189770,0.04600123,0.19740527,1.11463599,1.19874094,0.00372506,1.57828054,0.48159713,0.23389422
-5.48974487,3.12684924,0.04487143,0.20364524,1.10393734,1.21009638,0.00355622,1.55585957,0.47142985,0.23039145
-5.48374187,3.11663241,0.04365445,0.20986130,1.09445990,1.22348788,0.00340572,1.53659893,0.46235057,0.22730410
-5.47773887,3.11036116,0.04235340,0.21593840,1.08596774,1.23842081,0.00327461,1.52015849,0.45424159,0.22458068
-5.47173587,3.10702504,0.04097243,0.22175822,1.07820845,1.25434309,0.00316363,1.50612493,0.44696410,0.22215983
-5.46573287,3.10552651,0.03951682,0.22720345,1.07092669,1.27066179,0.00307328,1.49402805,0.44036426,0.21997273
-5.45972986,3.10472108,0.03799296,0.23216228,1.06387807,1.28676110,0.00300395,1.48335849,0.43427971,0.21794569
-5.45372686,3.10345887,0.03640839,0.23653290,1.05684269,1.30202131,0.00295597,1.47358633,0.42854617,0.21600289
-5.44772386,3.10062629,0.03477167,0.24022788,1.04963773,1.31583811,0.00292969,1.46418002,0.42300411,0.21406900
-5.44172086,3.09518635,0.03309230,0.24317820,1.04212863,1.32764170,0.00292560,1.45462487,0.41750492,0.21207185
-5.43571786,3.08621637,0.03138055,0.24533691,1.03423821,1.33691503,0.00294442,1.44444057,0.41191667,0.20994482
-5.42971486,3.07294172,0.02964733,0.24668211,1.02595332,1.34321070,0.00298709,1.43319711,0.40612905,0.20762908
-5.42371186,3.05476443,0.02790394,0.24721934,1.01732885,1.34616573,0.00305489,1.42052867,0.40005743,0.20507551
-5.41770885,3.03128586,0.02616194,0.24698308,1.00848855,1.34551406,0.00314943,1.40614488,0.39364584,0.20224627
-5.41170585,3.00232250,0.02443288,0.24603745,0.99962299,1.34109599,0.00327264,1.38983921,0.38686878,0.19911601
-5.40570285,2.96791437,0.02272816,0.24447608,0.99098436,1.33286450,0.00342675,1.37149420,0.37973194,0.19567259
-5.39969985,2.92832595,0.02105881,0.24242100,0.98287844,1.32088797,0.00361419,1.35108336,0.37227160,0.19191744
-5.39369685,2.88403935,0.01943530,0.24002080,0.97565414,1.30534950,0.00383756,1.32866982,0.36455298,0.18786539
-5.38769385,2.83574023,0.01786745,0.23744796,0.96969082,1.28654252,0.00409944,1.30440169,0.35666753,0.18354421
-5.38169085,2.78429692,0.01636421,0.23489546,0.96538411,1.26486302,0.00440228,1.27850458,0.34872929,0.17899355
-5.37568784,2.73073351,0.01493360,0.23257286,0.96313073,1.24079859,0.00474823,1.25127144,0.34087054,0.17426369
-5.36968484,2.67619799,0.01358259,0.23070186,0.96331297,1.21491472,0.00513894,1.22305026,0.33323690,0.16941388
-5.36368184,2.62192657,0.01231705,0.22951149,0.96628349,1.18783866,0.00557540,1.19423020,0.32598203,0.16451048
-5.35767884,2.56920545,0.01114169,0.22923317,0.97235108,1.16024157,0.00605775,1.16522657,0.31926232,0.15962486
-5.35167584,2.51933148,0.01006006,0.23009554,0.98176794,1.13281944,0.00658511,1.13646554,0.31323148,0.15483126
-5.34567284,2.47357299,0.00907454,0.23231939,0.99471902,1.10627348,0.00715542,1.10836887,0.30803559,0.15020456
-5.33966983,2.43313212,0.00818638,0.23611270,1.01131383,1.08129055,0.00776537,1.08133951,0.30380835,0.14581813
-5.33366683,2.39910984,0.00739574,0.24166586,1.03158089,1.05852428,0.00841028,1.05574846,0.30066713,0.14174175
-5.32766383,2.37247474,0.00670175,0.24914717,1.05546520,1.03857744,0.00908413,1.03192331,0.29870945,0.13803970
-5.32166083,2.35403630,0.00610263,0.25869869,1.08282839,1.02198607,0.00977958,1.01013899,0.29801034,0.13476910
-5.31565783,2.34442341,0.00559572,0.27043243,1.11345180,1.00920570,0.01048805,0.99061073,0.29862041,0.13197850
-5.30965483,2.34406845,0.00517764,0.28442707,1.14704197,1.00060008,0.01119991,0.97348954,0.30056463,0.12970667
-5.30365183,2.35319705,0.00484437,0.30072494,1.18323827,0.99643259,0.01190466,0.95886017,0.30384189,0.12798184
-5.29764882,2.37182365,0.00459134,0.31932967,1.22162229,0.99686042,0.01259121,0.94674145,0.30842519,0.12682111
-5.29164582,2.39975240,0.00441358,0.34020418,1.26172843,1.00193161,0.01324819,0.93708881,0.31426241,0.12623026
-5.28564282,2.43658313,0.00430575,0.36326934,1.30305521,1.01158482,0.01386426,0.92979870,0.32127763,0.12620376
-5.27963982,2.48172191,0.00426231,0.38840313,1.34507687,1.02565170,0.01442846,0.92471467,0.32937288,0.12672513
-5.27363682,2.53439548,0.00427751,0.41544052,1.38725464,1.04386177,0.01493060,0.92163452,0.33843013,0.12776747
-5.26763382,2.59366896,0.00434553,0.44417393,1.42904749,1.06584933,0.01536151,0.92031841,0.34831369,0.12929420
-5.26163082,2.65846632,0.00446049,0.47435459,1.46992180,1.09116246,0.01571341,0.92049723,0.35887268,0.13126005
-5.25562781,2.72759267,0.00461654,0.50569465,1.50935989,1.11927350,0.01598016,0.92188112,0.36994365,0.13361204
-5.24962481,2.79975816,0.00480782,0.53787011,1.54686725,1.14959091,0.01615739,0.92416770,0.38135334,0.13629070
-5.24362181,2.87360267,0.00502857,0.57052478,1.58197822,1.18147217,0.01624272,0.92704960,0.39292139,0.13923128
-5.23761881,2.94772099,0.00527309,0.60327506,1.61426048,1.21423742,0.01623575,0.93022142,0.40446310,0.14236503
-5.23161581,3.02068800,0.00553579,0.63571570,1.64331817,1.24718356,0.01613807,0.93338562,0.41579215,0.14562043
-5.22561281,3.09108357,0.00581118,0.66742629,1.66879399,1.27959855,0.01595320,0.93625744,0.42672330,0.14892453
-5.21960980,3.15751689,0.00609392,0.69797869,1.69037042,1.31077572,0.01568637,0.93856890,0.43707498,0.15220414
-5.21360680,3.21864992,0.00637878,0.72694489,1.70777030,1.34002774,0.01534437,0.94007177,0.44667194,0.15538700
-5.20760380,3.27321974,0.00666073,0.75390546,1.72075711,1.36670006,0.01493526,0.94053979,0.45534761,0.15840298
-5.20160080,3.32005959,0.00693494,0.77845819,1.72913500,1.39018368,0.01446808,0.93977005,0.46294656,0.16118509
-5.19559780,3.35811838,0.00719680,0.80022671,1.73274895,1.40992683,0.01395256,0.93758401,0.46932672,0.16367047
-5.18959480,3.38647833,0.00744200,0.81886891,1.73148504,1.42544558,0.01339881,0.93382794,0.47436148,0.16580132
-5.18359180,3.40437060,0.00766653,0.83408482,1.72527111,1.43633294,0.01281699,0.92837331,0.47794166,0.16752570
-5.17758879,3.41118855,0.00786681,0.84562367,1.71407766,1.44226644,0.01221708,0.92111696,0.47997720,0.16879825
-5.17158579,3.40649833,0.00803965,0.85329001,1.69791906,1.44301394,0.01160859,0.91198130,0.48039870,0.16958081
-5.16558279,3.39004666,0.00818238,0.85694849,1.67685495,1.43843748,0.01100040,0.90091465,0.47915867,0.16984300
-5.15957979,3.36176528,0.00829288,0.85652727,1.65099165,1.42849518,0.01040060,0.88789153,0.47623244,0.16956255
-5.15357679,3.32177216,0.00836963,0.85201987,1.62048347,1.41324092,0.00981633,0.87291315,0.47161878,0.16872567
-5.14757379,3.27036896,0.00841171,0.84348532,1.58553355,1.39282198,0.00925378,0.85600774,0.46534012,0.16732720
-5.14157079,3.20803482,0.00841889,0.83104668,1.54639414,1.36747454,0.00871815,0.83723089,0.45744237,0.16537063
-5.13556778,3.13541646,0.00839160,0.81488799,1.50336596,1.33751708,0.00821363,0.81666559,0.44799434,0.16286803
-5.12956478,3.05331447,0.00833092,0.79524959,1.45679655,1.30334193,0.00774349,0.79442189,0.43708663,0.15983979
-5.12356178,2.96266619,0.00823856,0.77242207,1.40707734,1.26540511,0.00731009,0.77063611,0.42483020,0.15631423
-5.11755878,2.86452537,0.00811681,0.74673912,1.35463939,1.22421465,0.00691501,0.74546941,0.41135434,0.15232701
-5.11155578,2.76003898,0.00796851,0.71856933,1.29994778,1.18031778,0.00655908,0.71910570,0.39680435,0.14792048
-5.10555278,2.65042191,0.00779690,0.68830734,1.24349465,1.13428732,0.00624248,0.69174877,0.38133875,0.14314275
-5.09954977,2.53693007,0.00760557,0.65636459,1.18579109,1.08670760,0.00596482,0.66361878,0.36512625,0.13804681
-5.09354677,2.42083264,0.00739837,0.62315996,1.12735814,1.03816043,0.00572520,0.63494805,0.34834239,0.13268937
-5.08754377,2.30338445,0.00717923,0.58911060,1.06871705,0.98921141,0.00552223,0.60597636,0.33116612,0.12712974
-5.08154077,2.18579930,0.00695210,0.55462324,1.01037937,0.94039713,0.00535412,0.57694584,0.31377628,0.12142863
-5.07553777,2.06922505,0.00672081,0.52008618,0.95283719,0.89221363,0.00521869,0.54809580,0.29634820,0.11564694
-5.06953477,1.95472142,0.00648898,0.48586223,0.89655391,0.84510640,0.00511338,0.51965755,0.27905051,0.10984460
-5.06353177,1.84324131,0.00625991,0.45228286,0.84195615,0.79946243,0.00503530,0.49184960,0.26204222,0.10407952
-5.05752876,1.73561629,0.00603652,0.41964352,0.78942701,0.75560438,0.00498126,0.46487351,0.24547036,0.09840658
-5.05152576,1.63254667,0.00582130,0.38820038,0.73930115,0.71378721,0.00494777,0.43891042,0.22946806,0.09287692
-5.04552276,1.53459672,0.00561626,0.35816845,0.69186192,0.67419717,0.00493112,0.41411872,0.21415326,0.08753733
-5.03951976,1.44219499,0.00542297,0.32972110,0.64734066,0.63695335,0.00492738,0.39063272,0.19962816,0.08242987
-5.03351676,1.35563965,0.00524253,0.30299091,0.60591826,0.60211149,0.00493251,0.36856266,0.18597931,0.07759175
-5.02751376,1.27510859,0.00507567,0.27807170,0.56772894,0.56966997,0.00494241,0.34799584,0.17327836,0.07305544
-5.02151076,1.20067368,0.00492279,0.25502166,0.53286590,0.53957762,0.00495301,0.32899892,0.16158350,0.06884897
-5.01550775,1.13231843,0.00478405,0.23386728,0.50138872,0.51174294,0.00496036,0.31162119,0.15094139,0.06499649
-5.00950475,1.06995820,0.00465947,0.21460801,0.47333196,0.48604435,0.00496074,0.29589870,0.14138959,0.06151888
-5.00350175,1.01346183,0.00454905,0.19722130,0.44871450,0.46234099,0.00495073,0.28185887,0.13295922,0.05843455
-4.99749875,0.96267368,0.00445283,0.18166779,0.42754913,0.44048345,0.00492736,0.26952534,0.12567782,0.05576029
-4.99149575,0.91743485,0.00437104,0.16789653,0.40985178,0.42032413,0.00488813,0.25892275,0.11957222,0.05351203
-4.98549275,0.87760270,0.00430418,0.15584984,0.39564985,0.40172660,0.00483113,0.25008116,0.11467114,0.05170568
-4.97948974,0.84306739,0.00425304,0.14546773,0.38498907,0.38457362,0.00475505,0.24303972,0.11100751,0.05035768
-4.97348674,0.81376491,0.00421879,0.13669169,0.37793853,0.36877348,0.00465926,0.23784939,0.10862031,0.04948549
-4.96748374,0.78968580,0.00420299,0.12946767,0.37459343,0.35426451,0.00454381,0.23457448,0.10755566,0.04910782
-4.96148074,0.77087910,0.00420755,0.12374819,0.37507534,0.34101734,0.00440936,0.23329282,0.10786732,0.04924465
-4.95547774,0.75745148,0.00423474,0.11949357,0.37952970,0.32903529,0.00425721,0.23409451,0.10961630,0.04991689
-4.94947474,0.74956147,0.00428707,0.11667218,0.38812084,0.31835252,0.00408923,0.23707922,0.11286961,0.05114593
-4.94347174,0.74740915,0.00436719,0.11525984,0.40102420,0.30903045,0.00390772,0.24235206,0.11769822,0.05295277
-4.93746873,0.75122177,0.00447782,0.11523835,0.41841644,0.30115243,0.00371540,0.25001823,0.12417415,0.05535707
-4.93146573,0.76123604,0.00462156,0.11659337,0.44046346,0.29481718,0.00351524,0.26017659,0.13236685,0.05837594
-4.92546273,0.77767788,0.00480074,0.11931165,0.46730699,0.29013123,0.00331039,0.27291250,0.14233898,0.06202261
-4.91945973,0.80074061,0.00501726,0.12337795,0.49905026,0.28720072,0.00310404,0.28829009,0.15414170,0.06630505
-4.91345673,0.83056267,0.00527246,0.12877163,0.53574328,0.28612319,0.00289931,0.30634450,0.16780966,0.07122461
-4.90745373,0.86720586,0.00556691,0.13546319,0.57736856,0.28697941,0.00269917,0.32707430,0.18335594,0.07677464
-4.90145073,0.91063519,0.00590030,0.14341100,0.62382787,0.28982593,0.00250636,0.35043452,0.20076715,0.08293935
-4.89544772,0.96070130,0.00627134,0.15255827,0.67493069,0.29468852,0.00232325,0.37633075,0.21999886,0.08969283
-4.88944472,1.01712634,0.00667762,0.16283055,0.73038513,0.30155677,0.00215187,0.40461445,0.24097171,0.09699828
-4.88344172,1.07949417,0.00711563,0.17413378,0.78979181,0.31038013,0.00199381,0.43507999,0.26356839,0.10480767
-4.87743872,1.14724532,0.00758068,0.18635315,0.85264129,0.32106557,0.00185021,0.46746352,0.28763165,0.11306157
-4.87143572,1.21967737,0.00806697,0.19935281,0.91831546,0.33347685,0.00172176,0.50144392,0.31296368,0.12168955
-4.86543272,1.29595078,0.00856765,0.21297647,0.98609313,0.34743549,0.00160872,0.53664602,0.33932688,0.13061079
-4.85942971,1.37510036,0.00907495,0.22704891,1.05515998,0.36272349,0.00151095,0.57264597,0.36644620,0.13973519
-4.85342671,1.45605222,0.00958034,0.24137853,1.12462287,0.37908746,0.00142792,0.60897882,0.39401307,0.14896477
-4.84742371,1.53764575,0.01007472,0.25576073,1.19352825,0.39624440,0.00135879,0.64514823,0.42169096,0.15819548
-4.84142071,1.61866010,0.01054866,0.26998208,1.26088426,0.41388856,0.00130248,0.68063788,0.44912242,0.16731920
-4.83541771,1.69784448,0.01099267,0.28382530,1.32568602,0.43169941,0.00125768,0.71492452,0.47593747,0.17622610
-4.82941471,1.77395129,0.01139747,0.29707467,1.38694329,0.44935041,0.00122297,0.74749208,0.50176320,0.18480714
-4.82341171,1.84577106,0.01175424,0.30952186,1.44370962,0.46651827,0.00119687,0.77784651,0.52623407,0.19295661
-4.81740870,1.91216807,0.01205495,0.32097196,1.49511207,0.48289246,0.00117789,0.80553074,0.54900286,0.20057488
-4.81140570,1.97211544,0.01229258,0.33124935,1.54038032,0.49818464,0.00116461,0.83013940,0.56975160,0.20757093
-4.80540270,2.02472846,0.01246136,0.34020342,1.57887401,0.51213779,0.00115570,0.85133258,0.58820220,0.21386497
-4.79939970,2.06929497,0.01255699,0.34771365,1.61010735,0.52453471,0.00115003,0.86884819,0.60412633,0.21939072
-4.79339670,2.10530169,0.01257677,0.35369409,1.63376982,0.53520566,0.00114663,0.88251246,0.61735409,0.22409757
-4.78739370,2.13245542,0.01251970,0.35809680,1.64974207,0.54403489,0.00114478,0.89224807,0.62778111,0.22795237
-4.78139070,2.15069843,0.01238653,0.36091431,1.65810621,0.55096584,0.00114402,0.89807958,0.63537369,0.23094089
-4.77538769,2.16021718,0.01217977,0.36218083,1.65914996,0.55600496,0.00114412,0.90013596,0.64017169,0.23306883
-4.76938469,2.16144419,0.01190356,0.36197220,1.65336429,0.55922386,0.00114512,0.89864989,0.64228910,0.23436250
-4.76338169,2.15505266,0.01156360,0.36040446,1.64143448,0.56075984,0.00114732,0.89395403,0.64191202,0.23486890
-4.75737869,2.14194404,0.01116697,0.35763123,1.62422464,0.56081469,0.00115122,0.88647412,0.63929412,0.23465541
-4.75137569,2.12322885,0.01072185,0.35383975,1.60275636,0.55965179,0.00115755,0.87671918,0.63474978,0.23380895
-4.74537269,2.10020123,0.01023735,0.34924584,1.57818190,0.55759156,0.00116720,0.86526910,0.62864488,0.23243468
-4.73936968,2.07430796,0.00972320,0.34408798,1.55175298,0.55500536,0.00118119,0.85276010,0.62138590,0.23065422
-4.73336668,2.04711296,0.00918946,0.33862052,1.52478607,0.55230794,0.00120062,0.83986824,0.61340727,0.22860347
-4.72736368,2.02025817,0.00864626,0.33310643,1.49862553,0.54994852,0.00122665,0.82729191,0.60515787,0.22642999
-4.72136068,1.99542210,0.00810349,0.32780976,1.47460559,0.54840087,0.00126042,0.81573341,0.59708685,0.22429004
-4.71535768,1.97427700,0.00757060,0.32298803,1.45401279,0.54815238,0.00130304,0.80588060,0.58962936,0.22234538
-4.70935468,1.95844613,0.00705634,0.31888488,1.43804971,0.54969244,0.00135553,0.79838878,0.58319290,0.22075974
-4.70335168,1.94946200,0.00656855,0.31572313,1.42780145,0.55350033,0.00141879,0.79386369,0.57814450,0.21969522
-4.69734867,1.94872682,0.00611407,0.31369860,1.42420577,0.56003289,0.00149356,0.79284577,0.57479944,0.21930853
-4.69134567,1.95747606,0.00569856,0.31297470,1.42802766,0.56971218,0.00158039,0.79579630,0.57341175,0.21974728
-4.68534267,1.97674596,0.00532647,0.31367812,1.43983919,0.58291333,0.00167965,0.80308569,0.57416694,0.22114628
-4.67933967,2.00734569,0.00500100,0.31589559,1.46000487,0.59995299,0.00179150,0.81498416,0.57717708,0.22362399
-4.67333667,2.04983483,0.00472408,0.31967193,1.48867299,0.62107848,0.00191590,0.83165488,0.58247845,0.22727923
-4.66733367,2.10450633,0.00449645,0.32500925,1.52577278,0.64645803,0.00205258,0.85314987,0.59003181,0.23218818
-4.66133067,2.17137558,0.00431769,0.33186744,1.57101745,0.67617221,0.00220109,0.87940842,0.59972507,0.23840170
-4.65532766,2.25017535,0.00418632,0.34016577,1.62391247,0.71020706,0.00236081,0.91025815,0.61137845,0.24594317
-4.64932466,2.34035695,0.00409991,0.34978560,1.68376902,0.74844894,0.00253095,0.94541846,0.62475163,0.25480679
-4.64332166,2.44109738,0.00405518,0.36057403,1.74972163,0.79068147,0.00271060,0.98450631,0.63955267,0.26495651
