energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.47773887,1.75080297,0.01903517,0.32308290,0.58139337,0.23796028,0.74364999,0.00000000
-5.47173587,1.63906451,0.01789193,0.30701569,0.55183768,0.22304824,0.68907976,0.00000000
-5.46573287,1.52922925,0.01671429,0.29109608,0.52271929,0.20835223,0.63561236,0.00000000
-5.45972986,1.42213769,0.01551690,0.27542736,0.49426121,0.19397957,0.58369465,0.00000000
-5.45372686,1.31858054,0.01431436,0.26011790,0.46668996,0.18003401,0.53372988,0.00000000
-5.44772386,1.21929010,0.01312076,0.24528019,0.44023489,0.16661416,0.48607281,0.00000000
-5.44172086,1.12493381,0.01194935,0.23102985,0.41512743,0.15381218,0.44102668,0.00000000
-5.43571786,1.03611005,0.01081221,0.21748446,0.39160018,0.14171272,0.39884187,0.00000000
-5.42971486,0.95334570,0.00971998,0.20476228,0.36988560,0.13039201,0.35971609,0.00000000
-5.42371186,0.87709532,0.00868172,0.19298090,0.35021426,0.11991732,0.32379594,0.00000000
-5.41770885,0.80774136,0.00770475,0.18225556,0.33281254,0.11034647,0.29117955,0.00000000
-5.41170585,0.74559506,0.00679462,0.17269737,0.31789957,0.10172761,0.26191999,0.00000000
-5.40570285,0.69089744,0.00595515,0.16441120,0.30568344,0.09409898,0.23602923,0.00000000
-5.39969985,0.64382012,0.00518849,0.15749339,0.29635663,0.08748880,0.21348237,0.00000000
-5.39369685,0.60446558,0.00449523,0.15202912,0.29009063,0.08191518,0.19422177,0.00000000
-5.38769385,0.57286667,0.00387462,0.14808967,0.28702992,0.07738591,0.17816112,0.00000000
-5.38169085,0.54898529,0.00332466,0.14572941,0.28728544,0.07389835,0.16518902,0.00000000
-5.37568784,0.53271033,0.00284241,0.14498284,0.29092774,0.07143917,0.15517226,0.00000000
-5.36968484,0.52385510,0.00242412,0.14586155,0.29798023,0.06998407,0.14795856,0.00000000
-5.36368184,0.52215459,0.00206545,0.14835152,0.30841274,0.06949759,0.14337897,0.00000000
-5.35767884,0.52726304,0.00176168,0.15241064,0.32213586,0.06993292,0.14124988,0.00000000
-5.35167584,0.53875236,0.00150790,0.15796680,0.33899649,0.07123180,0.14137492,0.00000000
-5.34567284,0.55611198,0.00129912,0.16491671,0.35877503,0.07332468,0.14354672,0.00000000
-5.33966983,0.57875079,0.00113042,0.17312549,0.38118449,0.07613106,0.14754893,0.00000000
-5.33366683,0.60600151,0.00099710,0.18242731,0.40587197,0.07956021,0.15315848,0.00000000
-5.32766383,0.63712820,0.00089472,0.19262709,0.43242275,0.08351220,0.16014833,0.00000000
-5.32166083,0.67133694,0.00081922,0.20350336,0.46036710,0.08787938,0.16829078,0.00000000
-5.31565783,0.70778990,0.00076692,0.21481228,0.48918977,0.09254828,0.17736147,0.00000000
-5.30965483,0.74562277,0.00073460,0.22629275,0.51834217,0.09740189,0.18714399,0.00000000
-5.30365183,0.78396503,0.00071951,0.23767254,0.54725681,0.10232231,0.19743512,0.00000000
-5.29764882,0.82196269,0.00071938,0.24867519,0.57536372,0.10719373,0.20805048,0.00000000
-5.29164582,0.85880266,0.00073243,0.25902755,0.60210807,0.11190562,0.21883054,0.00000000
-5.28564282,0.89373772,0.00075736,0.26846760,0.62696857,0.11635593,0.22964653,0.00000000
-5.27963982,0.92611119,0.00079334,0.27675223,0.64947559,0.12045433,0.24040615,0.00000000
-5.27363682,0.95537993,0.00084002,0.28366481,0.66922843,0.12412523,0.25105855,0.00000000
-5.26763382,0.98113461,0.00089747,0.28902196,0.68591071,0.12731038,0.26159840,0.00000000
-5.26163082,1.00311599,0.00096616,0.29267947,0.69930327,0.12997107,0.27206848,0.00000000
-5.25562781,1.02122627,0.00104693,0.29453690,0.70929368,0.13208966,0.28256072,0.00000000
-5.24962481,1.03553468,0.00114096,0.29454081,0.71588200,0.13367031,0.29321516,0.00000000
-5.24362181,1.04627660,0.00124967,0.29268630,0.71918229,0.13473906,0.30421687,0.00000000
-5.23761881,1.05384604,0.00137469,0.28901694,0.71941966,0.13534290,0.31579053,0.00000000
-5.23161581,1.05878148,0.00151777,0.28362297,0.71692295,0.13554805,0.32819282,0.00000000
-5.22561281,1.06174537,0.00168071,0.27663804,0.71211327,0.13543751,0.34170261,0.00000000
-5.21960980,1.06349817,0.00186523,0.26823441,0.70548889,0.13510777,0.35660938,0.00000000
-5.21360680,1.06486776,0.00207290,0.25861707,0.69760714,0.13466503,0.37320009,0.00000000
-5.20760380,1.06671570,0.00230505,0.24801705,0.68906412,0.13422100,0.39174505,0.00000000
-5.20160080,1.06990177,0.00256260,0.23668406,0.68047334,0.13388840,0.41248340,0.00000000
-5.19559780,1.07524848,0.00284604,0.22487910,0.67244415,0.13377646,0.43560884,0.00000000
-5.18959480,1.08350718,0.00315529,0.21286715,0.66556116,0.13398667,0.46125630,0.00000000
-5.18359180,1.09532767,0.00348962,0.20091039,0.66036563,0.13460884,0.48949036,0.00000000
-5.17758879,1.11123257,0.00384760,0.18926223,0.65733978,0.13571776,0.52029595,0.00000000
-5.17158579,1.13159806,0.00422709,0.17816236,0.65689479,0.13737070,0.55357215,0.00000000
-5.16558279,1.15664192,0.00462515,0.16783294,0.65936311,0.13960563,0.58912941,0.00000000
-5.15957979,1.18641953,0.00503816,0.15847617,0.66499545,0.14244060,0.62669071,0.00000000
-5.15357679,1.22082823,0.00546179,0.15027307,0.67396243,0.14587401,0.66589683,0.00000000
-5.14757379,1.25961986,0.00589111,0.14338351,0.68636096,0.14988590,0.70631555,0.00000000
-5.14157079,1.30242073,0.00632073,0.13794739,0.70222463,0.15444017,0.74745482,0.00000000
-5.13556778,1.34875828,0.00674490,0.13408662,0.72153758,0.15948765,0.78877927,0.00000000
-5.12956478,1.39809260,0.00715770,0.13190776,0.74425086,0.16496969,0.82972942,0.00000000
-5.12356178,1.44985145,0.00755323,0.13150502,0.77030013,0.17082229,0.86974275,0.00000000
-5.11755878,1.50346638,0.00792581,0.13296320,0.79962349,0.17698034,0.90827577,0.00000000
-5.11155578,1.55840811,0.00827015,0.13636037,0.83217802,0.18338181,0.94482566,0.00000000
-5.10555278,1.61421867,0.00858155,0.14176992,0.86795388,0.18997156,0.97895075,0.00000000
-5.09954977,1.67053844,0.00885610,0.14926165,0.90698456,0.19670462,1.01028833,0.00000000
-5.09354677,1.72712607,0.00909078,0.15890179,0.94935236,0.20354862,1.03856901,0.00000000
-5.08754377,1.78386985,0.00928361,0.17075177,0.99518821,0.21048522,1.06362659,0.00000000
-5.08154077,1.84078932,0.00943369,0.18486556,1.04466534,0.21751041,1.08540289,0.00000000
-5.07553777,1.89802684,0.00954125,0.20128572,1.09798676,0.22463370,1.10394696,0.00000000
-5.06953477,1.95582896,0.00960761,0.22003829,1.15536664,0.23187602,1.11940885,0.00000000
-5.06353177,2.01451848,0.00963513,0.24112656,1.21700642,0.23926660,1.13202778,0.00000000
-5.05752876,2.07445849,0.00962707,0.26452428,1.28306674,0.24683893,1.14211563,0.00000000
-5.05152576,2.13601034,0.00958745,0.29016849,1.35363654,0.25462595,1.15003632,0.00000000
-5.04552276,2.19948790,0.00952090,0.31795252,1.42870117,0.26265486,1.15618231,0.00000000
-5.03951976,2.26511084,0.00943241,0.34771962,1.50811153,0.27094184,1.16094950,0.00000000
-5.03351676,2.33295998,0.00932713,0.37925781,1.59155618,0.27948693,1.16471189,0.00000000
-5.02751376,2.40293753,0.00921020,0.41229627,1.67853863,0.28826958,1.16779755,0.00000000
-5.02151076,2.47473509,0.00908649,0.44650389,1.76836164,0.29724506,1.17046722,0.00000000
-5.01550775,2.54781182,0.00896048,0.48149027,1.86012019,0.30634203,1.17289690,0.00000000
-5.00950475,2.62138476,0.00883609,0.51680931,1.95270433,0.31546159,1.17516538,0.00000000
-5.00350175,2.69443242,0.00871660,0.55196573,2.04481261,0.32447780,1.17724753,0.00000000
-4.99749875,2.76571231,0.00860457,0.58642431,2.13497637,0.33323985,1.17901379,0.00000000
-4.99149575,2.83379196,0.00850183,0.61962164,2.22159422,0.34157574,1.18023582,0.00000000
-4.98549275,2.89709236,0.00840953,0.65098022,2.30297575,0.34929741,1.18059812,0.00000000
-4.97948974,2.95394193,0.00832819,0.67992411,2.37739276,0.35620705,1.17971482,0.00000000
-4.97348674,3.00263839,0.00825782,0.70589584,2.44313583,0.36210430,1.17715079,0.00000000
-4.96748374,3.04151560,0.00819803,0.72837353,2.49857366,0.36679392,1.17244573,0.00000000
-4.96148074,3.06901171,0.00814818,0.74688772,2.54221238,0.37009372,1.16513998,0.00000000
-4.95547774,3.08373540,0.00810750,0.76103699,2.57275189,0.37184208,1.15480044,0.00000000
-4.94947474,3.08452650,0.00807527,0.77050163,2.58913653,0.37190487,1.14104525,0.00000000
-4.94347174,3.07050798,0.00805089,0.77505475,2.59059740,0.37018137,1.12356588,0.00000000
-4.93746873,3.04112668,0.00803399,0.77457027,2.57668432,0.36660880,1.10214536,0.00000000
-4.93146573,2.99618062,0.00802447,0.76902736,2.54728577,0.36116538,1.07667185,0.00000000
-4.92546273,2.93583180,0.00802252,0.75851118,2.50263581,0.35387169,1.04714689,0.00000000
-4.91945973,2.86060391,0.00802862,0.74320987,2.44330786,0.34479027,1.01368801,0.00000000
-4.91345673,2.77136544,0.00804345,0.72340793,2.37019556,0.33402367,0.97652571,0.00000000
-4.90745373,2.66929918,0.00806779,0.69947638,2.28448192,0.32171087,0.93599532,0.00000000
-4.90145073,2.55586011,0.00810245,0.67186014,2.18759834,0.30802244,0.89252417,0.00000000
-4.89544772,2.43272390,0.00814807,0.64106327,2.08117560,0.29315468,0.84661499,0.00000000
-4.88944472,2.30172885,0.00820502,0.60763280,1.96698938,0.27732300,0.79882672,0.00000000
-4.88344172,2.16481416,0.00827325,0.57214180,1.84690271,0.26075493,0.74975348,0.00000000
-4.87743872,2.02395758,0.00835216,0.53517249,1.72280822,0.24368303,0.70000330,0.00000000
-4.87143572,1.88111520,0.00844053,0.49730004,1.59657246,0.22633815,0.65017721,0.00000000
-4.86543272,1.73816589,0.00853641,0.45907774,1.46998478,0.20894304,0.60085003,0.00000000
-4.85942971,1.59686262,0.00863713,0.42102394,1.34471245,0.19170692,0.55255352,0.00000000
-4.85342671,1.45879207,0.00873932,0.38361127,1.22226347,0.17482078,0.50576244,0.00000000
-4.84742371,1.32534373,0.00883899,0.34725821,1.10395816,0.15845385,0.46088414,0.00000000
-4.84142071,1.19768892,0.00893159,0.31232336,0.99090978,0.14275107,0.41825162,0.00000000
-4.83541771,1.07676962,0.00901222,0.27910219,0.88401421,0.12783172,0.37812027,0.00000000
-4.82941471,0.96329677,0.00907576,0.24782620,0.78394826,0.11378895,0.34066792,0.00000000
-4.82341171,0.85775683,0.00911711,0.21866432,0.69117565,0.10069037,0.30599795,0.00000000
-4.81740870,0.76042565,0.00913138,0.19172619,0.60595974,0.08857934,0.27414492,0.00000000
-4.81140570,0.67138805,0.00911409,0.16706695,0.52838147,0.07747698,0.24508218,0.00000000
-4.80540270,0.59056165,0.00906142,0.14469325,0.45836131,0.06738459,0.21873093,0.00000000
-4.79939970,0.51772343,0.00897030,0.12457002,0.39568370,0.05828650,0.19497003,0.00000000
-4.79339670,0.45253757,0.00883864,0.10662775,0.34002274,0.05015306,0.17364614,0.00000000
-4.78739370,0.39458325,0.00866536,0.09076978,0.29096783,0.04294370,0.15458357,0.00000000
-4.78139070,0.34338135,0.00845051,0.07687956,0.24804832,0.03660998,0.13759355,0.00000000
-4.77538769,0.29841922,0.00819521,0.06482747,0.21075629,0.03109841,0.12248251,0.00000000
-4.76938469,0.25917273,0.00790168,0.05447708,0.17856692,0.02635316,0.10905924,0.00000000
-4.76338169,0.22512544,0.00757311,0.04569080,0.15095598,0.02231846,0.09714072,0.00000000
-4.75737869,0.19578445,0.00721357,0.03833468,0.12741436,0.01894074,0.08655670,0.00000000
-4.75137569,0.17069318,0.00682784,0.03228262,0.10745951,0.01617041,0.07715299,0.00000000
-4.74537269,0.14944097,0.00642125,0.02741963,0.09064403,0.01396348,0.06879360,0.00000000
-4.73936968,0.13167001,0.00599948,0.02364448,0.07656167,0.01228275,0.06136189,0.00000000
-4.73336668,0.11707976,0.00556836,0.02087165,0.06485089,0.01109883,0.05476093,0.00000000
-4.72736368,0.10542928,0.00513372,0.01903264,0.05519664,0.01039088,0.04891322,0.00000000
-4.72136068,0.09653790,0.00470118,0.01807672,0.04733052,0.01014712,0.04376004,0.00000000
-4.71535768,0.09028449,0.00427600,0.01797121,0.04102980,0.01036512,0.03926054,0.00000000
-4.70935468,0.08660574,0.00386298,0.01870128,0.03611568,0.01105194,0.03539073,0.00000000
-4.70335168,0.08549360,0.00346631,0.02026945,0.03245105,0.01222400,0.03214256,0.00000000
-4.69734867,0.08699223,0.00308957,0.02269463,0.02993804,0.01390681,0.02952311,0.00000000
-4.69134567,0.09119438,0.00273563,0.02601090,0.02851557,0.01613459,0.02755397,0.00000000
-4.68534267,0.09823755,0.00240668,0.03026606,0.02815706,0.01894952,0.02627080,0.00000000
-4.67933967,0.10829965,0.00210424,0.03551986,0.02886839,0.02240101,0.02572309,0.00000000
-4.67333667,0.12159449,0.00182916,0.04184204,0.03068606,0.02654467,0.02597398,0.00000000
-4.66733367,0.13836671,0.00158177,0.04931017,0.03367576,0.03144109,0.02710007,0.00000000
-4.66133067,0.15888640,0.00136186,0.05800738,0.03793103,0.03715448,0.02919125,0.00000000
-4.65532766,0.18344313,0.00116880,0.06801990,0.04357213,0.04375116,0.03235016,0.00000000
-4.64932466,0.21233953,0.00100164,0.07943466,0.05074500,0.05129778,0.03669138,0.00000000
-4.64332166,0.24588422,0.00085915,0.09233679,0.05962003,0.05985955,0.04234009,0.00000000
-4.63731866,0.28438425,0.00073994,0.10680726,0.07039071,0.06949827,0.04943015,0.00000000
-4.63131566,0.32813696,0.00064252,0.12292059,0.08327192,0.08027029,0.05810141,0.00000000
-4.62531266,0.37742145,0.00056533,0.14074287,0.09849771,0.09222454,0.06849631,0.00000000
-4.61930965,0.43248966,0.00050684,0.16032999,0.11631854,0.10540047,0.08075564,0.00000000
-4.61330665,0.49355740,0.00046556,0.18172617,0.13699778,0.11982616,0.09501350,0.00000000
-4.60730365,0.56079530,0.00044007,0.20496296,0.16080755,0.13551657,0.11139154,0.00000000
-4.60130065,0.63432016,0.00042907,0.23005859,0.18802365,0.15247193,0.12999265,0.00000000
-4.59529765,0.71418675,0.00043132,0.25701781,0.21891981,0.17067653,0.15089425,0.00000000
-4.58929465,0.80038054,0.00044572,0.28583209,0.25376113,0.19009774,0.17414138,0.00000000
-4.58329165,0.89281160,0.00047124,0.31648029,0.29279698,0.21068549,0.19973999,0.00000000
-4.57728864,0.99130986,0.00050695,0.34892963,0.33625326,0.23237217,0.22765072,0.00000000
-4.57128564,1.09562228,0.00055198,0.38313704,0.38432449,0.25507307,0.25778350,0.00000000
-4.56528264,1.20541194,0.00060551,0.41905064,0.43716573,0.27868727,0.28999335,0.00000000
-4.55927964,1.32025948,0.00066677,0.45661149,0.49488479,0.30309913,0.32407778,0.00000000
-4.55327664,1.43966692,0.00073501,0.49575524,0.55753481,0.32818031,0.35977607,0.00000000
-4.54727364,1.56306401,0.00080949,0.53641391,0.62510779,0.35379228,0.39677064,0.00000000
-4.54127064,1.68981707,0.00088949,0.57851741,0.69752907,0.37978927,0.43469073,0.00000000
-4.53526763,1.81924021,0.00097427,0.62199493,0.77465337,0.40602166,0.47311851,0.00000000
-4.52926463,1.95060873,0.00106313,0.66677605,0.85626237,0.43233962,0.51159738,0.00000000
-4.52326163,2.08317421,0.00115539,0.71279148,0.94206421,0.45859688,0.54964253,0.00000000
-4.51725863,2.21618094,0.00125039,0.75997345,1.03169499,0.48465454,0.58675327,0.00000000
-4.51125563,2.34888300,0.00134751,0.80825563,1.12472234,0.51038473,0.62242675,0.00000000
-4.50525263,2.48056136,0.00144620,0.85757266,1.22065097,0.53567384,0.65617267,0.00000000
-4.49924962,2.61054011,0.00154602,0.90785914,1.31893019,0.56042535,0.68752820,0.00000000
-4.49324662,2.73820123,0.00164658,0.95904820,1.41896310,0.58456185,0.71607254,0.00000000
-4.48724362,2.86299693,0.00174765,1.01106957,1.52011705,0.60802621,0.74144057,0.00000000
-4.48124062,2.98445890,0.00184909,1.06384718,1.62173524,0.63078184,0.76333465,0.00000000
-4.47523762,3.10220388,0.00195090,1.11729636,1.72314865,0.65281171,0.78153437,0.00000000
-4.46923462,3.21593507,0.00205321,1.17132066,1.82368810,0.67411646,0.79590343,0.00000000
-4.46323162,3.32543902,0.00215627,1.22580832,1.92269581,0.69471124,0.80639342,0.00000000
-4.45722861,3.43057811,0.00226039,1.28062858,2.01953590,0.71462166,0.81304442,0.00000000
-4.45122561,3.53127861,0.00236598,1.33562782,2.11360351,0.73387888,0.81598202,0.00000000
-4.44522261,3.62751501,0.00247349,1.39062586,2.20433205,0.75251410,0.81541125,0.00000000
-4.43921961,3.71929112,0.00258333,1.44541243,2.29119840,0.77055270,0.81160747,0.00000000
-4.43321661,3.80661899,0.00269589,1.49974409,2.37372581,0.78800838,0.80490464,0.00000000
-4.42721361,3.88949684,0.00281145,1.55334190,2.45148453,0.80487769,0.79568164,0.00000000
-4.42121061,3.96788702,0.00293015,1.60588999,2.52409029,0.82113520,0.78434722,0.00000000
-4.41520760,4.04169558,0.00305195,1.65703526,2.59120091,0.83672974,0.77132426,0.00000000
-4.40920460,4.11075472,0.00317657,1.70638859,2.65251138,0.85158202,0.75703404,0.00000000
-4.40320160,4.17480924,0.00330349,1.75352762,2.70774802,0.86558376,0.74188140,0.00000000
-4.39719860,4.23350820,0.00343191,1.79800126,2.75666223,0.87859869,0.72624119,0.00000000
-4.39119560,4.28640267,0.00356076,1.83933612,2.79902446,0.89046529,0.71044688,0.00000000
-4.38519260,4.33295006,0.00368869,1.87704471,2.83461912,0.90100140,0.69478148,0.00000000
-4.37918959,4.37252532,0.00381410,1.91063553,2.86324099,0.91001046,0.67947145,0.00000000
-4.37318659,4.40443889,0.00393516,1.93962462,2.88469359,0.91728927,0.66468345,0.00000000
-4.36718359,4.42796092,0.00404991,1.96354853,2.89878998,0.92263682,0.65052430,0.00000000
-4.36118059,4.44235084,0.00415624,1.98197809,2.90535621,0.92586385,0.63704378,0.00000000
-4.35517759,4.44689125,0.00425202,1.99453271,2.90423745,0.92680278,0.62424015,0.00000000
-4.34917459,4.44092445,0.00433517,2.00089464,2.89530662,0.92531736,0.61206806,0.00000000
-4.34317159,4.42389025,0.00440372,2.00082249,2.87847521,0.92131171,0.60044828,0.00000000
-4.33716858,4.39536289,0.00445591,1.99416359,2.85370577,0.91473819,0.58927877,0.00000000
-4.33116558,4.35508567,0.00449022,1.98086451,2.82102536,0.90560383,0.57844643,0.00000000
-4.32516258,4.30300111,0.00450553,1.96097922,2.78053900,0.89397472,0.56783897,0.00000000
-4.31915958,4.23927531,0.00450107,1.93467451,2.73244250,0.87997850,0.55735625,0.00000000
-4.31315658,4.16431493,0.00447656,1.90223214,2.67703343,0.86380435,0.54692045,0.00000000
-4.30715358,4.07877581,0.00443217,1.86404769,2.61471958,0.84570081,0.53648465,0.00000000
