energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.86793397,2.81841526,0.74716790,0.26389714,0.00280393,0.41253251,1.95263415,0.72473198,0.00752648,1.14942818
-5.86193097,2.75931291,0.72594295,0.25625216,0.00279344,0.41346423,1.93055954,0.71052290,0.00741080,1.11295507
-5.85592796,2.69871247,0.70406429,0.24880471,0.00278337,0.41470539,1.90527405,0.69629885,0.00730581,1.07532591
-5.84992496,2.63813976,0.68195696,0.24173622,0.00277455,0.41639016,1.87768046,0.68246419,0.00721264,1.03727255
-5.84392196,2.57915174,0.66005193,0.23523185,0.00276791,0.41864812,1.84872682,0.66942858,0.00713250,0.99954372
-5.83791896,2.52329101,0.63877479,0.22947617,0.00276444,0.42159891,1.81937568,0.65759427,0.00706664,0.96288498
-5.83191596,2.47204109,0.61853457,0.22464867,0.00276512,0.42534712,1.79057344,0.64734359,0.00701636,0.92801909
-5.82591296,2.42678382,0.59971321,0.22091940,0.00277094,0.42997777,1.76322076,0.63902707,0.00698289,0.89562735
-5.81990995,2.38876018,0.58265584,0.21844468,0.00278283,0.43555236,1.73814509,0.63295262,0.00696743,0.86633233
-5.81390695,2.35903568,0.56766225,0.21736307,0.00280163,0.44210581,1.71607595,0.62937606,0.00697108,0.84068257
-5.80790395,2.33847120,0.55497954,0.21779161,0.00282807,0.44964430,1.69762380,0.62849332,0.00699477,0.81913940
-5.80190095,2.32769995,0.54479640,0.21982249,0.00286276,0.45814415,1.68326290,0.63043462,0.00703933,0.80206636
-5.79589795,2.32711122,0.53723885,0.22352020,0.00290616,0.46755166,1.67331866,0.63526054,0.00710534,0.78972127
-5.78989495,2.33684110,0.53236772,0.22891914,0.00295853,0.47778408,1.66795975,0.64296040,0.00719325,0.78225109
-5.78389195,2.35677041,0.53017785,0.23602206,0.00301996,0.48873155,1.66719508,0.65345265,0.00730325,0.77968971
-5.77788894,2.38652983,0.53059908,0.24479902,0.00309035,0.50025999,1.67087568,0.66658741,0.00743539,0.78195869
-5.77188594,2.42551207,0.53349892,0.25518732,0.00316937,0.51221483,1.67870140,0.68215102,0.00758952,0.78887078
-5.76588294,2.47289073,0.53868704,0.26709220,0.00325646,0.52442547,1.69023231,0.69987235,0.00776536,0.80013635
-5.75987994,2.52764552,0.54592137,0.28038847,0.00335087,0.53671033,1.70490430,0.71943087,0.00796255,0.81537252
-5.75387694,2.58859312,0.55491575,0.29492308,0.00345161,0.54888233,1.72204869,0.74046604,0.00818069,0.83411473
-5.74787394,2.65442299,0.56534910,0.31051860,0.00355751,0.56075463,1.74091518,0.76258792,0.00841940,0.85583069
-5.74187094,2.72373723,0.57687568,0.32697753,0.00366720,0.57214649,1.76069755,0.78538865,0.00867839,0.87993629
-5.73586793,2.79509347,0.58913643,0.34408739,0.00377915,0.58288902,1.78056144,0.80845440,0.00895753,0.90581303
-5.72986493,2.86704945,0.60177100,0.36162645,0.00389171,0.59283068,1.79967328,0.83137765,0.00925693,0.93282669
-5.72386193,2.93820815,0.61443002,0.37936987,0.00400311,0.60184241,1.81722959,0.85376926,0.00957693,0.96034659
-5.71785893,3.00726181,0.62678745,0.39709604,0.00411158,0.60982207,1.83248559,0.87527011,0.00991820,0.98776481
-5.71185593,3.07303355,0.63855230,0.41459295,0.00421530,0.61669826,1.84478223,0.89556180,0.01028171,1.01451482
-5.70585293,3.13451483,0.64947949,0.43166424,0.00431252,0.62243321,1.85357046,0.91437625,0.01066873,1.04008881
-5.69984992,3.19089742,0.65937925,0.44813462,0.00440158,0.62702463,1.85843203,0.93150363,0.01108080,1.06405306
-5.69384692,3.24159854,0.66812470,0.46385459,0.00448097,0.63050660,1.85909574,0.94679854,0.01151959,1.08606064
-5.68784392,3.28627786,0.67565724,0.47870401,0.00454936,0.63294921,1.85544849,0.96018403,0.01198689,1.10586107
-5.68184092,3.32484556,0.68198927,0.49259447,0.00460564,0.63445700,1.84754051,0.97165330,0.01248437,1.12330624
-5.67583792,3.35746086,0.68720423,0.50547033,0.00464896,0.63516631,1.83558448,0.98126901,0.01301351,1.13835246
-5.66983492,3.38452086,0.69145364,0.51730825,0.00467875,0.63524140,1.81994829,0.98916009,0.01357533,1.15105840
-5.66383192,3.40663975,0.69495117,0.52811543,0.00469471,0.63486956,1.80114167,0.99551611,0.01417027,1.16157895
-5.65782891,3.42461933,0.69796399,0.53792642,0.00469683,0.63425527,1.77979704,1.00057945,0.01479797,1.17015515
-5.65182591,3.43941162,0.70080143,0.54679883,0.00468537,0.63361364,1.75664534,1.00463542,0.01545710,1.17710068
-5.64582291,3.45207530,0.70380150,0.55480811,0.00466084,0.63316330,1.73248763,1.00800076,0.01614522,1.18278544
-5.63981991,3.46372759,0.70731574,0.56204165,0.00462398,0.63311901,1.70816367,1.01101081,0.01685865,1.18761686
-5.63381691,3.47549378,0.71169293,0.56859254,0.00457568,0.63368429,1.68451888,1.01400614,0.01759245,1.19201982
-5.62781391,3.48845658,0.71726242,0.57455338,0.00451700,0.63504435,1.66237083,1.01731876,0.01834042,1.19641613
-5.62181091,3.50360760,0.72431770,0.58001034,0.00444908,0.63735958,1.64247704,1.02125898,0.01909513,1.20120443
-5.61580790,3.52180319,0.73310108,0.58503799,0.00437311,0.64076003,1.62550526,1.02610296,0.01984812,1.20674144
-5.60980490,3.54372673,0.74379006,0.58969490,0.00429026,0.64534096,1.61200774,1.03208201,0.02059005,1.21332552
-5.60380190,3.56985912,0.75648619,0.59402052,0.00420171,0.65115983,1.60240060,1.03937370,0.02131100,1.22118311
-5.59779890,3.60045885,0.77120685,0.59803331,0.00410853,0.65823484,1.59694920,1.04809544,0.02200078,1.23045889
-5.59179590,3.63555278,0.78788057,0.60173024,0.00401173,0.66654515,1.59576029,1.05830069,0.02264926,1.24120990
-5.58579290,3.67493775,0.80634603,0.60508770,0.00391219,0.67603278,1.59878117,1.06997813,0.02324680,1.25340402
-5.57978989,3.71819329,0.82635511,0.60806373,0.00381068,0.68660612,1.60580601,1.08305362,0.02378453,1.26692269
-5.57378689,3.76470452,0.84757974,0.61060142,0.00370786,0.69814498,1.61648884,1.09739500,0.02425478,1.28156790
-5.56778389,3.81369420,0.86962246,0.61263326,0.00360429,0.71050682,1.63036263,1.11281955,0.02465135,1.29707287
-5.56178089,3.86426240,0.89203035,0.61408620,0.00350042,0.72353399,1.64686359,1.12910351,0.02496975,1.31311604
-5.55577789,3.91543158,0.91431167,0.61488717,0.00339667,0.73706154,1.66535919,1.14599345,0.02520737,1.32933757
-5.54977489,3.96619505,0.93595455,0.61496867,0.00329339,0.75092517,1.68517881,1.16321872,0.02536358,1.34535755
-5.54377189,4.01556620,0.95644699,0.61427418,0.00319090,0.76496893,1.70564526,1.18050453,0.02543971,1.36079507
-5.53776888,4.06262606,0.97529716,0.61276314,0.00308956,0.77905227,1.72610569,1.19758476,0.02543895,1.37528721
-5.53176588,4.10656689,0.99205319,0.61041508,0.00298973,0.79305593,1.74596026,1.21421409,0.02536614,1.38850703
-5.52576288,4.14672949,1.00632154,0.60723291,0.00289184,0.80688642,1.76468736,1.23017872,0.02522752,1.40017966
-5.51975988,4.18263239,1.01778294,0.60324503,0.00279638,0.82047878,1.78186388,1.24530506,0.02503040,1.41009591
-5.51375688,4.21399161,1.02620539,0.59850621,0.00270390,0.83379744,1.79717983,1.25946611,0.02478277,1.41812254
-5.50775388,4.24072988,1.03145342,0.59309720,0.00261504,0.84683500,1.81044652,1.27258512,0.02449294,1.42420897
-5.50175088,4.26297514,1.03349326,0.58712315,0.00253050,0.85960924,1.82159804,1.28463634,0.02416908,1.42838993
-5.49574787,4.28104817,1.03239367,0.58071082,0.00245108,0.87215813,1.83068614,1.29564293,0.02381892,1.43078422
-5.48974487,4.29544049,1.02832238,0.57400475,0.00237761,0.88453348,1.83786885,1.30567212,0.02344938,1.43158940
-5.48374187,4.30678325,1.02153837,0.56716261,0.00231098,0.89679324,1.84339359,1.31482789,0.02306631,1.43107289
-5.47773887,4.31580921,1.01238035,0.56034990,0.00225207,0.90899316,1.84757584,1.32324167,0.02267433,1.42955992
-5.47173587,4.32330945,1.00125194,0.55373425,0.00220182,0.92117809,1.85077445,1.33106145,0.02227665,1.42741873
-5.46573287,4.33008718,0.98860445,0.54747954,0.00216110,0.93337354,1.85336511,1.33844003,0.02187511,1.42504402
-5.45972986,4.33691086,0.97491780,0.54174017,0.00213076,0.94557788,1.85571330,1.34552296,0.02147019,1.42283905
-5.45372686,4.34446906,0.96068082,0.53665552,0.00211159,0.95775573,1.85814819,1.35243684,0.02106117,1.42119748
-5.44772386,4.35332905,0.94637142,0.53234510,0.00210428,0.96983297,1.86093888,1.35927855,0.02064626,1.42048559
-5.44172086,4.36390116,0.93243791,0.52890428,0.00210944,0.98169354,1.86427397,1.36610609,0.02022289,1.42102559
-5.43571786,4.37641049,0.91928193,0.52640098,0.00212750,0.99317836,1.86824574,1.37293126,0.01978796,1.42308090
-5.42971486,4.39087719,0.90724390,0.52487317,0.00215878,1.00408655,1.87283937,1.37971474,0.01933810,1.42684365
-5.42371186,4.40710612,0.89659143,0.52432760,0.00220341,1.01417873,1.87792776,1.38636375,0.01886994,1.43242520
-5.41770885,4.42468610,0.88751109,0.52473941,0.00226134,1.02318256,1.88327219,1.39273229,0.01838042,1.43984983
-5.41170585,4.44299890,0.88010372,0.52605283,0.00233231,1.03080006,1.88852852,1.39862406,0.01786693,1.44905172
-5.40570285,4.46123716,0.87438346,0.52818290,0.00241582,1.03671662,1.89325861,1.40379779,0.01732756,1.45987548
-5.39969985,4.47843052,0.87028016,0.53101804,0.00251116,1.04061117,1.89694632,1.40797486,0.01676121,1.47208003
-5.39369685,4.49347869,0.86764508,0.53442342,0.00261736,1.04216714,1.89901733,1.41084867,0.01616766,1.48534552
-5.38769385,4.50518993,0.86625941,0.53824498,0.00273320,1.04108380,1.89886168,1.41209553,0.01554763,1.49928323
-5.38169085,4.51232342,0.86584513,0.54231398,0.00285722,1.03708738,1.89585806,1.41138644,0.01490273,1.51344775
-5.37568784,4.51363364,0.86607764,0.54645190,0.00298770,1.02994164,1.88939878,1.40839938,0.01423544,1.52735122
-5.36968484,4.50791507,0.86659963,0.55047550,0.00312269,1.01945742,1.87891427,1.40283147,0.01354897,1.54047891
-5.36368184,4.49404556,0.86703549,0.55420199,0.00326002,1.00550070,1.86389613,1.39441065,0.01284720,1.55230560
-5.35767884,4.47102658,0.86700580,0.55745400,0.00339736,0.98799898,1.84391782,1.38290638,0.01213448,1.56231231
-5.35167584,4.43801923,0.86614131,0.56006438,0.00353220,0.96694565,1.81865225,1.36813893,0.01141551,1.57000269
-5.34567284,4.39437452,0.86409582,0.56188055,0.00366194,0.94240226,1.78788548,1.34998695,0.01069518,1.57491854
-5.33966983,4.33965720,0.86055786,0.56276844,0.00378394,0.91449846,1.75152642,1.32839320,0.00997845,1.57665410
-5.33366683,4.27366247,0.85526049,0.56261584,0.00389556,0.88342989,1.70961191,1.30336800,0.00927017,1.57486857
-5.32766383,4.19642512,0.84798930,0.56133505,0.00399423,0.84945383,1.66230746,1.27499071,0.00857500,1.56929654
-5.32166083,4.10822119,0.83858826,0.55886499,0.00407753,0.81288302,1.60990355,1.24340884,0.00789729,1.55975616
-5.31565783,4.00956232,0.82696345,0.55517254,0.00414324,0.77407777,1.55280790,1.20883528,0.00724099,1.54615478
-5.30965483,3.90118331,0.81308471,0.55025316,0.00418944,0.73343680,1.49153414,1.17154356,0.00660961,1.52849200
-5.30365183,3.78402360,0.79698526,0.54413098,0.00421451,0.69138695,1.42668735,1.13186142,0.00600615,1.50686019
-5.29764882,3.65920359,0.77875938,0.53685812,0.00421725,0.64837247,1.35894733,1.09016312,0.00543310,1.48144250
-5.29164582,3.52799677,0.75855847,0.52851353,0.00419689,0.60484397,1.28904999,1.04686060,0.00489241,1.45250855
-5.28564282,3.39179883,0.73658560,0.51920129,0.00415310,0.56124765,1.21776787,1.00239398,0.00438553,1.42040797
-5.27963982,3.25209481,0.71308885,0.50904840,0.00408605,0.51801501,1.14589035,0.95722166,0.00391337,1.38556209
-5.27363682,3.11042536,0.68835368,0.49820227,0.00399638,0.47555355,1.07420421,0.91181033,0.00347641,1.34845401
-5.26763382,2.96835313,0.66269462,0.48682779,0.00388518,0.43423855,1.00347526,0.86662526,0.00307465,1.30961734
-5.26163082,2.82743013,0.63644646,0.47510410,0.00375401,0.39440628,0.93443139,0.82212096,0.00270774,1.26962402
-5.25562781,2.68916685,0.60995529,0.46322120,0.00360476,0.35634870,0.86774758,0.77873261,0.00237495,1.22907128
-5.24962481,2.55500369,0.58356959,0.45137623,0.00343968,0.32030985,0.80403317,0.73686829,0.00207528,1.18856832
-5.24362181,2.42628511,0.55763145,0.43976970,0.00326128,0.28648371,0.74382142,0.69690208,0.00180749,1.14872268
-5.23761881,2.30423681,0.53246834,0.42860144,0.00307226,0.25501376,0.68756176,0.65916822,0.00157013,1.11012677
-5.23161581,2.18994613,0.50838537,0.41806658,0.00287539,0.22599394,0.63561437,0.62395630,0.00136164,1.07334474
-5.22561281,2.08434563,0.48565838,0.40835136,0.00267352,0.19947082,0.58824730,0.59150739,0.00118039,1.03889984
-5.21960980,1.98820001,0.46452780,0.39962897,0.00246940,0.17544697,0.54563581,0.56201122,0.00102470,1.00726259
-5.21360680,1.90209622,0.44519356,0.39205539,0.00226571,0.15388514,0.50786382,0.53560429,0.00089292,0.97884004
-5.20760380,1.82643671,0.42781105,0.38576548,0.00206491,0.13471311,0.47492726,0.51236891,0.00078349,0.95396614
-5.20160080,1.76143592,0.41248816,0.38086912,0.00186923,0.11782897,0.44673899,0.49233316,0.00069493,0.93289373
-5.19559780,1.70711983,0.39928362,0.37744788,0.00168065,0.10310657,0.42313519,0.47547161,0.00062596,0.91578815
-5.18959480,1.66332879,0.38820649,0.37555199,0.00150082,0.09040103,0.40388292,0.46170707,0.00057549,0.90272287
-5.18359180,1.62972347,0.37921693,0.37519806,0.00133109,0.07955413,0.38868864,0.45091304,0.00054267,0.89367716
-5.17758879,1.60579415,0.37222824,0.37636739,0.00117246,0.07039930,0.37720755,0.44291711,0.00052692,0.88853620
-5.17158579,1.59087321,0.36711007,0.37900524,0.00102565,0.06276634,0.36905344,0.43750515,0.00052800,0.88709353
-5.16558279,1.58415101,0.36369278,0.38302101,0.00089103,0.05648555,0.36380900,0.43442635,0.00054597,0.88905602
-5.15957979,1.58469471,0.36177282,0.38828942,0.00076875,0.05139145,0.36103640,0.43339904,0.00058128,0.89405132
-5.15357679,1.59147018,0.36111907,0.39465279,0.00065867,0.04732579,0.36028777,0.43411718,0.00063474,0.90163768
-5.14757379,1.60336636,0.36147979,0.40192439,0.00056046,0.04414012,0.36111566,0.43625754,0.00070754,0.91131583
-5.14157079,1.61922174,0.36259019,0.40989275,0.00047361,0.04169774,0.36308308,0.43948722,0.00080126,0.92254287
-5.13556778,1.63785228,0.36418024,0.41832696,0.00039748,0.03987514,0.36577294,0.44347153,0.00091781,0.93474738
-5.12956478,1.65807996,0.36598250,0.42698264,0.00033133,0.03856286,0.36879674,0.44788196,0.00105943,0.94734569
-5.12356178,1.67876126,0.36773975,0.43560854,0.00027435,0.03766597,0.37180219,0.45240386,0.00122865,0.95975839
-5.11755878,1.69881449,0.36921207,0.44395348,0.00022568,0.03710401,0.37447963,0.45674380,0.00142817,0.97142672
-5.11155578,1.71724503,0.37018326,0.45177336,0.00018448,0.03681065,0.37656701,0.46063621,0.00166082,0.98182820
-5.10555278,1.73316778,0.37046623,0.45883804,0.00014991,0.03673284,0.37785332,0.46384911,0.00192944,0.99049078
-5.09954977,1.74582567,0.36990722,0.46493774,0.00012116,0.03682982,0.37818032,0.46618871,0.00223674,0.99700513
-5.09354677,1.75460387,0.36838880,0.46988881,0.00009747,0.03707175,0.37744252,0.46750268,0.00258516,1.00103458
-5.08754377,1.75903892,0.36583141,0.47353851,0.00007813,0.03743817,0.37558550,0.46768203,0.00297671,1.00232220
-5.08154077,1.75882266,0.36219353,0.47576884,0.00006251,0.03791635,0.37260260,0.46666153,0.00341284,1.00069503
-5.07553777,1.75380086,0.35747056,0.47649903,0.00005003,0.03849946,0.36853006,0.46441863,0.00389420,0.99606516
-5.06953477,1.74396671,0.35169226,0.47568677,0.00004017,0.03918483,0.36344108,0.46097106,0.00442056,0.98842784
-5.06353177,1.72944964,0.34491930,0.47332819,0.00003249,0.03997212,0.35743874,0.45637318,0.00499059,0.97785667
-5.05752876,1.71050019,0.33723871,0.46945654,0.00002660,0.04086163,0.35064840,0.45071131,0.00560175,0.96449637
-5.05152576,1.68747158,0.32875878,0.46413968,0.00002217,0.04185283,0.34320977,0.44409833,0.00625021,0.94855340
-5.04552276,1.66079913,0.31960353,0.45747664,0.00001892,0.04294296,0.33526904,0.43666775,0.00693079,0.93028499
-5.03951976,1.63097856,0.30990696,0.44959328,0.00001661,0.04412603,0.32697149,0.42856767,0.00763689,0.90998722
-5.03351676,1.59854398,0.29980751,0.44063744,0.00001504,0.04539201,0.31845474,0.41995478,0.00836061,0.88798253
-5.02751376,1.56404694,0.28944282,0.43077365,0.00001405,0.04672640,0.30984313,0.41098876,0.00909279,0.86460755
-5.02151076,1.52803713,0.27894504,0.42017771,0.00001351,0.04811009,0.30124321,0.40182730,0.00982316,0.84020138
-5.01550775,1.49104550,0.26843688,0.40903135,0.00001331,0.04951956,0.29274070,0.39262184,0.01054061,0.81509516
-5.00950475,1.45357050,0.25802848,0.39751718,0.00001336,0.05092743,0.28439882,0.38351431,0.01123337,0.78960297
-5.00350175,1.41606757,0.24781518,0.38581399,0.00001359,0.05230321,0.27625802,0.37463469,0.01188938,0.76401449
-4.99749875,1.37894196,0.23787617,0.37409261,0.00001394,0.05361431,0.26833708,0.36609958,0.01249660,0.73858947
-4.99149575,1.34254485,0.22827403,0.36251237,0.00001436,0.05482724,0.26063531,0.35801157,0.01304339,0.71355405
-4.98549275,1.30717238,0.21905502,0.35121820,0.00001483,0.05590887,0.25313573,0.35045928,0.01351886,0.68909886
-4.97948974,1.27306702,0.21025005,0.34033834,0.00001532,0.05682774,0.24580895,0.34351801,0.01391322,0.66537857
-4.97348674,1.24042086,0.20187614,0.32998263,0.00001580,0.05755534,0.23861741,0.33725066,0.01421817,0.64251293
-4.96748374,1.20938003,0.19393828,0.32024139,0.00001627,0.05806724,0.23151983,0.33170875,0.01442708,0.62058866
-4.96148074,1.18004962,0.18643149,0.31118470,0.00001672,0.05834408,0.22447544,0.32693339,0.01453535,0.59966223
-4.95547774,1.15249869,0.17934290,0.30286219,0.00001715,0.05837242,0.21744795,0.32295603,0.01454048,0.57976294
-4.94947474,1.12676462,0.17265388,0.29530310,0.00001755,0.05814516,0.21040883,0.31979874,0.01444220,0.56089631
-4.94347174,1.10285677,0.16634189,0.28851671,0.00001794,0.05766190,0.20334001,0.31747413,0.01424248,0.54304732
-4.93746873,1.08075901,0.16038221,0.28249302,0.00001831,0.05692890,0.19623564,0.31598476,0.01394545,0.52618363
-4.93146573,1.06043128,0.15474929,0.27720375,0.00001867,0.05595882,0.18910315,0.31532207,0.01355725,0.51025840
-4.92546273,1.04181029,0.14941793,0.27260355,0.00001905,0.05477024,0.18196339,0.31546506,0.01308585,0.49521300
-4.91945973,1.02480951,0.14436410,0.26863165,0.00001943,0.05338699,0.17485008,0.31637870,0.01254072,0.48097937
-4.91345673,1.00931900,0.13956560,0.26521368,0.00001985,0.05183733,0.16780866,0.31801241,0.01193254,0.46748233
-4.90745373,0.99520538,0.13500245,0.26226394,0.00002029,0.05015299,0.16089459,0.32029863,0.01127286,0.45464178
-4.90145073,0.98231229,0.13065725,0.25968796,0.00002077,0.04836825,0.15417129,0.32315194,0.01057371,0.44237493
-4.89544772,0.97046194,0.12651536,0.25738542,0.00002130,0.04651897,0.14770798,0.32646862,0.00984723,0.43059876
-4.88944472,0.95945776,0.12256515,0.25525334,0.00002187,0.04464163,0.14157738,0.33012709,0.00910537,0.41923251
-4.88344172,0.94908858,0.11879815,0.25318945,0.00002248,0.04277252,0.13585357,0.33398920,0.00835952,0.40820044
-4.87743872,0.93913416,0.11520928,0.25109578,0.00002314,0.04094699,0.13060992,0.33790244,0.00762027,0.39743476
-4.87143572,0.92937214,0.11179712,0.24888213,0.00002382,0.03919883,0.12591742,0.34170321,0.00689716,0.38687852
-4.86543272,0.91958604,0.10856413,0.24646949,0.00002453,0.03755975,0.12184314,0.34522087,0.00619853,0.37648852
-4.85942971,0.90957405,0.10551694,0.24379306,0.00002525,0.03605899,0.11844911,0.34828268,0.00553140,0.36623790
-4.85342671,0.89915807,0.10266648,0.24080495,0.00002596,0.03472302,0.11579141,0.35071928,0.00490140,0.35611841
-4.84742371,0.88819245,0.10002808,0.23747617,0.00002665,0.03357534,0.11391946,0.35237058,0.00431280,0.34614201
-4.84142071,0.87657210,0.09762148,0.23379798,0.00002730,0.03263630,0.11287559,0.35309176,0.00376849,0.33634176
-4.83541771,0.86423911,0.09547056,0.22978244,0.00002790,0.03192303,0.11269461,0.35275909,0.00327016,0.32677178
-4.82941471,0.85118785,0.09360295,0.22546207,0.00002843,0.03144929,0.11340355,0.35127537,0.00281830,0.31750635
-4.82341171,0.83746779,0.09204940,0.22088875,0.00002888,0.03122543,0.11502128,0.34857461,0.00241244,0.30863789
-4.81740870,0.82318409,0.09084295,0.21613170,0.00002924,0.03125826,0.11755823,0.34462577,0.00205124,0.30027410
-4.81140570,0.80849570,0.09001790,0.21127479,0.00002951,0.03155102,0.12101597,0.33943537,0.00173269,0.29253417
-4.80540270,0.79361107,0.08960861,0.20641329,0.00002968,0.03210321,0.12538675,0.33304882,0.00145423,0.28554434
-4.79939970,0.77878162,0.08964820,0.20165004,0.00002976,0.03291055,0.13065308,0.32555030,0.00121293,0.27943288
-4.79339670,0.76429325,0.09016715,0.19709148,0.00002975,0.03396493,0.13678720,0.31706134,0.00100563,0.27432487
-4.78739370,0.75045621,0.09119197,0.19284348,0.00002967,0.03525436,0.14375071,0.30773794,0.00082905,0.27033684
-4.78139070,0.73759399,0.09274378,0.18900730,0.00002953,0.03676300,0.15149421,0.29776646,0.00067991,0.26757171
-4.77538769,0.72603143,0.09483719,0.18567582,0.00002937,0.03847132,0.15995718,0.28735840,0.00055500,0.26611408
-4.76938469,0.71608288,0.09747919,0.18293023,0.00002921,0.04035627,0.16906804,0.27674419,0.00045128,0.26602628
-4.76338169,0.70804067,0.10066835,0.18083718,0.00002908,0.04239158,0.17874449,0.26616641,0.00036589,0.26734515
-4.75737869,0.70216455,0.10439421,0.17944672,0.00002900,0.04454819,0.18889419,0.25587245,0.00029622,0.27007985
-4.75137569,0.69867244,0.10863697,0.17879088,0.00002903,0.04679477,0.19941576,0.24610716,0.00023991,0.27421070
-4.74537269,0.69773292,0.11336752,0.17888308,0.00002918,0.04909833,0.21020011,0.23710549,0.00019486,0.27968912
-4.73936968,0.69945968,0.11854767,0.17971833,0.00002949,0.05142492,0.22113218,0.22908565,0.00015921,0.28643873
-4.73336668,0.70390827,0.12413080,0.18127412,0.00002999,0.05374043,0.23209299,0.22224292,0.00013139,0.29435746
-4.72736368,0.71107525,0.13006271,0.18351210,0.00003070,0.05601139,0.24296194,0.21674432,0.00011001,0.30332071
-4.72136068,0.72089978,0.13628279,0.18638037,0.00003165,0.05820587,0.25361948,0.21272446,0.00009393,0.31318544
-4.71535768,0.73326770,0.14272549,0.18981634,0.00003284,0.06029427,0.26394994,0.21028265,0.00008218,0.32379501
-4.70935468,0.74801804,0.14932198,0.19374997,0.00003428,0.06225026,0.27384446,0.20948143,0.00007394,0.33498472
-4.70335168,0.76495169,0.15600205,0.19810748,0.00003598,0.06405147,0.28320407,0.21034658,0.00006857,0.34658785
-4.69734867,0.78384215,0.16269623,0.20281514,0.00003790,0.06568028,0.29194277,0.21286869,0.00006551,0.35844198
-4.69134567,0.80444789,0.16933798,0.20780321,0.00004005,0.06712441,0.29999051,0.21700618,0.00006432,0.37039547
-4.68534267,0.82652606,0.17586601,0.21300981,0.00004239,0.06837750,0.30729596,0.22268973,0.00006466,0.38231387
-4.67933967,0.84984684,0.18222663,0.21838450,0.00004488,0.06943944,0.31382908,0.22982795,0.00006624,0.39408599
-4.67333667,0.87420814,0.18837601,0.22389158,0.00004748,0.07031664,0.31958326,0.23831409,0.00006882,0.40562940
-4.66733367,0.89944970,0.19428228,0.22951285,0.00005015,0.07102214,0.32457694,0.24803345,0.00007224,0.41689515
-4.66133067,0.92546613,0.19992740,0.23524957,0.00005283,0.07157549,0.32885470,0.25887135,0.00007635,0.42787139
-4.65532766,0.95221796,0.20530866,0.24112376,0.00005546,0.07200251,0.33248749,0.27072101,0.00008106,0.43858562
-4.64932466,0.97974006,0.21043966,0.24717842,0.00005800,0.07233480,0.33557213,0.28349114,0.00008628,0.44910548
-4.64332166,1.00814671,0.21535072,0.25347671,0.00006038,0.07260909,0.33822985,0.29711283,0.00009198,0.45953763
