energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.67583792,7.25316137,2.76097103,0.74997110,0.02386156,1.82490421,0.03204432,2.69162055,2.98253623,1.58442199
-5.66983492,7.25830097,2.79222799,0.74202527,0.02393285,1.82058087,0.03082774,2.70201869,3.02671076,1.58378194
-5.66383192,7.26092408,2.82371511,0.73505865,0.02397895,1.81357378,0.02970563,2.71389647,3.06773303,1.58154769
-5.65782891,7.26136555,2.85461035,0.72921944,0.02400003,1.80396761,0.02869309,2.72729595,3.10541455,1.57768977
-5.65182591,7.26007199,2.88408186,0.72463426,0.02399691,1.79192782,0.02780332,2.74224564,3.13965839,1.57223935
-5.64582291,7.25756678,2.91131513,0.72140678,0.02397082,1.77768731,0.02704742,2.75875506,3.17044314,1.56527967
-5.63981991,7.25440889,2.93553889,0.71961630,0.02392323,1.76153048,0.02643422,2.77680799,3.19780320,1.55693538
-5.63381691,7.25114761,2.95604837,0.71931603,0.02385553,1.74377547,0.02597018,2.79635470,3.22180647,1.54736055
-5.62781391,7.24827538,2.97222479,0.72053108,0.02376890,1.72475567,0.02565920,2.81730343,3.24253099,1.53672585
-5.62181091,7.24618137,2.98355021,0.72325646,0.02366407,1.70480122,0.02550254,2.83951161,3.26004198,1.52520573
-5.61580790,7.24510811,2.98961705,0.72745493,0.02354122,1.68422172,0.02549880,2.86277746,3.27437059,1.51296614
-5.60980490,7.24511393,2.99013201,0.73305508,0.02339986,1.66329070,0.02564382,2.88683257,3.28549581,1.50015352
-5.60380190,7.24604324,2.98491461,0.73994979,0.02323878,1.64223277,0.02593072,2.91133618,3.29333061,1.48688543
-5.59779890,7.24750680,2.97389054,0.74799524,0.02305613,1.62121390,0.02634997,2.93587181,3.29771317,1.47324342
-5.59179590,7.24887328,2.95708090,0.75701086,0.02284941,1.60033526,0.02688948,2.95994703,3.29840387,1.45926832
-5.58579290,7.24927333,2.93458804,0.76678025,0.02261566,1.57963072,0.02753478,2.98299664,3.29508813,1.44495820
-5.57978989,7.24761630,2.90657940,0.77705345,0.02235156,1.55906809,0.02826927,3.00438989,3.28738528,1.43026895
-5.57378689,7.24261957,2.87327058,0.78755048,0.02205366,1.53855385,0.02907453,3.02344180,3.27486268,1.41511749
-5.56778389,7.23284941,2.83490893,0.79796644,0.02171857,1.51794097,0.02993068,3.03942853,3.25705473,1.39938717
-5.56178089,7.21677206,2.79175881,0.80797792,0.02134319,1.49703936,0.03081682,3.05160657,3.23348554,1.38293532
-5.55577789,7.19281289,2.74408958,0.81725089,0.02092490,1.47562832,0.03171156,3.05923523,3.20369412,1.36560214
-5.54977489,7.15942123,2.69216715,0.82544963,0.02046175,1.45347031,0.03259351,3.06160170,3.16726086,1.34722077
-5.54377189,7.11513808,2.63624932,0.83224664,0.01995264,1.43032528,0.03344189,3.05804770,3.12383373,1.32762776
-5.53776888,7.05866378,2.57658536,0.83733318,0.01939744,1.40596490,0.03423713,3.04799672,3.07315306,1.30667353
-5.53176588,6.98892253,2.51341935,0.84042992,0.01879709,1.38018601,0.03496145,3.03098056,3.01507341,1.28423219
-5.52576288,6.90512102,2.44699700,0.84129755,0.01815363,1.35282262,0.03559941,3.00666410,2.94958154,1.26021038
-5.51975988,6.80679843,2.37757511,0.83974670,0.01747018,1.32375613,0.03613851,2.97486700,2.87680956,1.23455466
-5.51375688,6.69386563,2.30543272,0.83564682,0.01675095,1.29292316,0.03656958,2.93558135,2.79704255,1.20725702
-5.50775388,6.56663172,2.23088299,0.82893367,0.01600110,1.26032093,0.03688727,2.88898421,2.71072035,1.17835855
-5.50175088,6.42581681,2.15428455,0.81961508,0.01522663,1.22600994,0.03709027,2.83544451,2.61843348,1.14795099
-5.49574787,6.27255044,2.07605143,0.80777453,0.01443424,1.19011403,0.03718154,2.77552374,2.52091335,1.11617610
-5.48974487,6.10835562,1.99666053,0.79357254,0.01363116,1.15281790,0.03716839,2.70997013,2.41901729,1.08322323
-5.48374187,5.93511910,1.91665581,0.77724562,0.01282494,1.11436233,0.03706241,2.63970661,2.31370912,1.04932492
-5.47773887,5.75504923,1.83664875,0.75910276,0.01202329,1.07503744,0.03687929,2.56581269,2.20603615,1.01475106
-5.47173587,5.57062282,1.75731466,0.73951949,0.01123384,1.03517435,0.03663851,2.48950096,2.09710378,0.97980185
-5.46573287,5.38452326,1.67938481,0.71892973,0.01046402,0.99513567,0.03636289,2.41208891,1.98804854,0.94479981
-5.45972986,5.19957198,1.60363458,0.69781546,0.00972084,0.95530528,0.03607807,2.33496707,1.88001098,0.91008135
-5.45372686,5.01865600,1.53086799,0.67669481,0.00901076,0.91607781,0.03581182,2.25956455,1.77410930,0.87598814
-5.44772386,4.84465374,1.46189932,0.65610851,0.00833957,0.87784827,0.03559335,2.18731304,1.67141477,0.84285862
-5.44172086,4.68036177,1.39753238,0.63660552,0.00771227,0.84100213,0.03545251,2.11961054,1.57292970,0.81102006
-5.43571786,4.52842468,1.33853856,0.61872793,0.00713301,0.80590631,0.03541890,2.05778578,1.47956868,0.78078118
-5.42971486,4.39127015,1.28563432,0.60299574,0.00660501,0.77290112,0.03552108,2.00306465,1.39214356,0.75242574
-5.42371186,4.27105102,1.23945926,0.58989202,0.00613056,0.74229353,0.03578570,1.95653928,1.31135235,0.72620711
-5.41770885,4.16959573,1.20055555,0.57984869,0.00571100,0.71435175,0.03623665,1.91914093,1.23777220,0.70234388
-5.41170585,4.08836839,1.16934959,0.57323361,0.00534673,0.68930114,0.03689433,1.89161722,1.17185626,0.68101662
-5.40570285,4.02843918,1.14613666,0.57033913,0.00503728,0.66732164,0.03777497,1.87451434,1.11393425,0.66236568
-5.39969985,3.99046556,1.13106916,0.57137268,0.00478130,0.64854629,0.03888999,1.86816467,1.06421619,0.64649002
-5.39369685,3.97468441,1.12414895,0.57644953,0.00457669,0.63306114,0.04024560,1.87268005,1.02279897,0.63344699
-5.38769385,3.98091504,1.12522398,0.58558808,0.00442062,0.62090606,0.04184245,1.88795087,0.98967497,0.62325297
-5.38169085,4.00857249,1.13398966,0.59870778,0.00430969,0.61207651,0.04367545,1.91365082,0.96474240,0.61588471
-5.37568784,4.05669063,1.14999468,0.61562993,0.00423995,0.60652605,0.04573378,1.94924732,0.94781652,0.61128137
-5.36968484,4.12395395,1.17265130,0.63608120,0.00420706,0.60416939,0.04800100,1.99401704,0.93864140,0.60934710
-5.36368184,4.20873715,1.20124979,0.65969999,0.00420637,0.60488591,0.05045545,2.04706626,0.93690150,0.60995395
-5.35767884,4.30915099,1.23497652,0.68604533,0.00423304,0.60852342,0.05307063,2.10735521,0.94223282,0.61294533
-5.35167584,4.42309315,1.27293514,0.71460822,0.00428217,0.61490212,0.05581591,2.17372585,0.95423315,0.61813954
-5.34567284,4.54830234,1.31417020,0.74482498,0.00434887,0.62381859,0.05865723,2.24493209,0.97247117,0.62533361
-5.33966983,4.68241411,1.35769232,0.77609225,0.00442841,0.63504977,0.06155798,2.31967150,0.99649424,0.63430721
-5.33366683,4.82301657,1.40250412,0.80778313,0.00451632,0.64835682,0.06447992,2.39661756,1.02583476,0.64482661
-5.32766383,4.96770436,1.44762598,0.83926403,0.00460844,0.66348881,0.06738414,2.47445140,1.06001506,0.65664862
-5.32166083,5.11412925,1.49212077,0.86991145,0.00470109,0.68018621,0.07023208,2.55189197,1.09855100,0.66952442
-5.31565783,5.26004593,1.53511656,0.89912840,0.00479104,0.69818413,0.07298645,2.62772372,1.14095417,0.68320330
-5.30965483,5.40335166,1.57582673,0.92635957,0.00487565,0.71721528,0.07561215,2.70082100,1.18673318,0.69743607
-5.30365183,5.54211898,1.61356653,0.95110506,0.00495287,0.73701272,0.07807705,2.77016834,1.23539401,0.71197838
-5.29764882,5.67462056,1.64776577,0.97293191,0.00502127,0.75731225,0.08035274,2.83487629,1.28643976,0.72659367
-5.29164582,5.79934616,1.67797717,0.99148324,0.00508005,0.77785466,0.08241499,2.89419232,1.33937020,0.74105576
-5.28564282,5.91501153,1.70388018,1.00648468,0.00512900,0.79838767,0.08424424,2.94750680,1.39368119,0.75515126
-5.27963982,6.02055979,1.72528030,1.01774788,0.00516849,0.81866778,0.08582575,2.99435420,1.44886444,0.76868148
-5.27363682,6.11515600,1.74210408,1.02517113,0.00519938,0.83846188,0.08714974,3.03440972,1.50440776,0.78146415
-5.26763382,6.19817584,1.75439034,1.02873729,0.00522299,0.85754887,0.08821124,3.06748207,1.55979603,0.79333483
-5.26163082,6.26918970,1.76227788,1.02850892,0.00524097,0.87572116,0.08900990,3.09350283,1.61451316,0.80414794
-5.25562781,6.32794355,1.76599072,1.02462137,0.00525523,0.89278621,0.08954959,3.11251341,1.66804499,0.81377766
-5.24962481,6.37433780,1.76582131,1.01727385,0.00526783,0.90856811,0.08983795,3.12465022,1.71988336,0.82211857
-5.24362181,6.40840567,1.76211281,1.00671914,0.00528086,0.92290919,0.08988583,3.13012902,1.76953124,0.82908613
-5.23761881,6.43029227,1.75524112,0.99325249,0.00529634,0.93567175,0.08970668,3.12922923,1.81650888,0.83461696
-5.23161581,6.44023540,1.74559750,0.97719998,0.00531614,0.94673983,0.08931589,3.12227886,1.86036076,0.83866899
-5.22561281,6.43854893,1.73357257,0.95890712,0.00534182,0.95602113,0.08873019,3.10964080,1.90066338,0.84122162
-5.21960980,6.42560954,1.71954222,0.93872796,0.00537465,0.96344883,0.08796697,3.09170079,1.93703329,0.84227555
-5.21360680,6.40184691,1.70385603,0.91701515,0.00541542,0.96898362,0.08704377,3.06885759,1.96913551,0.84185277
-5.20760380,6.36773772,1.68682848,0.89411129,0.00546452,0.97261553,0.08597771,3.04151545,1.99669171,0.83999627
-5.20160080,6.32380322,1.66873319,0.87034184,0.00552181,0.97436576,0.08478505,3.01007889,2.01948809,0.83676978
-5.19559780,6.27061018,1.64980027,0.84600963,0.00558666,0.97428838,0.08348088,2.97494990,2.03738263,0.83225735
-5.18959480,6.20877463,1.63021672,0.82139122,0.00565796,0.97247182,0.08207882,2.93652719,2.05031147,0.82656291
-5.18359180,6.13896801,1.61012948,0.79673485,0.00573414,0.96904005,0.08059090,2.89520736,2.05829422,0.81980973
-5.17758879,6.06192482,1.58965112,0.77226014,0.00581326,0.96415355,0.07902746,2.85138760,2.06143805,0.81213969
-5.17158579,5.97845129,1.56886745,0.74815916,0.00589302,0.95800980,0.07739722,2.80546948,2.05994038,0.80371256
-5.16558279,5.88943413,1.54784669,0.72459880,0.00597093,0.95084331,0.07570740,2.75786356,2.05409020,0.79470510
-5.15957979,5.79584870,1.52664966,0.70172408,0.00604434,0.94292520,0.07396391,2.70899415,2.04426778,0.78530996
-5.15357679,5.69876569,1.50534032,0.67966222,0.00611059,0.93456202,0.07217164,2.65930404,2.03094286,0.77573448
-5.14757379,5.59935575,1.48399615,0.65852701,0.00616712,0.92609403,0.07033477,2.60925846,2.01467130,0.76619921
-5.14157079,5.49889109,1.46271776,0.63842336,0.00621155,0.91789254,0.06845710,2.55934808,1.99609001,0.75693614
-5.13556778,5.39874362,1.44163710,0.61945151,0.00624187,0.91035651,0.06654244,2.51009062,1.97591041,0.74818671
-5.12956478,5.30037882,1.42092390,0.60171089,0.00625646,0.90390814,0.06459494,2.46203055,1.95491011,0.74019934
-5.12356178,5.20534498,1.40078979,0.58530313,0.00625421,0.89898749,0.06261941,2.41573682,1.93392309,0.73322664
-5.11755878,5.11525738,1.38148990,0.57033412,0.00623461,0.89604605,0.06062160,2.37179832,1.91382813,0.72752217
-5.11155578,5.03177724,1.36332150,0.55691503,0.00619778,0.89553934,0.05860843,2.33081690,1.89553568,0.72333674
-5.10555278,4.95658545,1.34661984,0.54516207,0.00614452,0.89791848,0.05658809,2.29339804,1.87997318,0.72091425
-5.09954977,4.89135137,1.33175098,0.53519502,0.00607629,0.90362083,0.05457015,2.26013925,1.86806881,0.72048720
-5.09354677,4.83769719,1.31910196,0.52713454,0.00599520,0.91305998,0.05256547,2.23161645,1.86073400,0.72227171
-5.08754377,4.79715863,1.30906852,0.52109839,0.00590400,0.92661503,0.05058613,2.20836868,1.85884473,0.72646243
-5.08154077,4.77114312,1.30204086,0.51719665,0.00580594,0.94461967,0.04864521,2.19088169,1.86322206,0.73322714
-5.07553777,4.76088662,1.29838810,0.51552623,0.00570478,0.96735115,0.04675653,2.17957102,1.87461209,0.74270145
-5.06953477,4.76741083,1.29844193,0.51616496,0.00560458,0.99501961,0.04493431,2.17476517,1.89366591,0.75498361
-5.06353177,4.79148223,1.30248040,0.51916551,0.00550967,1.02775806,0.04319285,2.17668988,1.92092003,0.77012960
-5.05752876,4.83357483,1.31071254,0.52454954,0.00542445,1.06561337,0.04154608,2.18545395,1.95677779,0.78814875
-5.05152576,4.89383846,1.32326461,0.53230248,0.00535332,1.10853883,0.04000722,2.20103780,2.00149247,0.80900012
-5.04552276,4.97207410,1.34016885,0.54236919,0.00530047,1.15638833,0.03858840,2.22328509,2.05515268,0.83258962
-5.03951976,5.06771788,1.36135514,0.55465100,0.00526984,1.20891280,0.03730033,2.25189837,2.11767064,0.85876828
-5.03351676,5.17983496,1.38664652,0.56900422,0.00526492,1.26575898,0.03615198,2.28643905,2.18877401,0.88733163
-5.02751376,5.30712419,1.41575856,0.58524053,0.00528869,1.32647085,0.03515038,2.32633205,2.26800180,0.91802039
-5.02151076,5.44793396,1.44830310,0.60312931,0.00534350,1.39049376,0.03430047,2.37087534,2.35470476,0.95052254
-5.01550775,5.60028946,1.48379626,0.62240193,0.00543105,1.45718135,0.03360494,2.41925417,2.44805057,0.98447682
-5.00950475,5.76193071,1.52167057,0.64275806,0.00555229,1.52580522,0.03306430,2.47055976,2.54703407,1.01947758
-5.00350175,5.93036076,1.56129079,0.66387375,0.00570741,1.59556714,0.03267681,2.52381189,2.65049250,1.05508108
-4.99749875,6.10290244,1.60197296,0.68541116,0.00589589,1.66561360,0.03243863,2.57798474,2.75712549,1.09081297
-4.99149575,6.27676228,1.64300589,0.70702945,0.00611645,1.73505237,0.03234397,2.63203509,2.86551959,1.12617706
-4.98549275,6.44909930,1.68367425,0.72839651,0.00636714,1.80297064,0.03238519,2.68493182,2.97417673,1.16066487
-4.97948974,6.61709668,1.72328241,0.74920118,0.00664541,1.86845418,0.03255307,2.73568581,3.08154580,1.19376608
-4.97348674,6.77803381,1.76117801,0.76916515,0.00694819,1.93060720,0.03283697,2.78337896,3.18605670,1.22497938
-4.96748374,6.92935627,1.79677432,0.78805437,0.00727195,1.98857209,0.03322506,2.82719142,3.28615572,1.25382355
-4.96148074,7.06874156,1.82957062,0.80568927,0.00761287,2.04154864,0.03370455,2.86642595,3.38034123,1.27984840
-4.95547774,7.19415825,1.85916958,0.82195337,0.00796690,2.08881215,0.03426188,2.90052848,3.46719864,1.30264536
-4.94947474,7.30391672,1.88529132,0.83679990,0.00832991,2.12972980,0.03488291,2.92910430,3.54543351,1.32185724
-4.94347174,7.39670971,1.90778322,0.85025612,0.00869778,2.16377488,0.03555317,2.95192910,3.61390165,1.33718694
-4.93746873,7.47164166,1.92662556,0.86242501,0.00906651,2.19053838,0.03625800,2.96895467,3.67163551,1.34840482
-4.93146573,7.52824572,1.94193244,0.87348431,0.00943232,2.20973770,0.03698278,2.98030896,3.71786577,1.35535445
-4.92546273,7.56648806,1.95394829,0.88368268,0.00979173,2.22122206,0.03771308,2.98629058,3.75203762,1.35795645
-4.91945973,7.58675950,1.96303981,0.89333322,0.01014162,2.22497456,0.03843490,2.98735788,3.77382123,1.35621045
-4.91345673,7.58985463,1.96968385,0.90280423,0.01047925,2.22111077,0.03913482,2.98411302,3.78311604,1.35019479
-4.90745373,7.57693921,1.97445151,0.91250767,0.01080233,2.20987401,0.03980024,2.97728146,3.78004899,1.34006425
-4.90145073,7.54950686,1.97798896,0.92288534,0.01110898,2.19162724,0.04041953,2.96768755,3.76496654,1.32604553
-4.89544772,7.50932625,1.98099557,0.93439336,0.01139775,2.16684207,0.04098227,2.95622682,3.73842112,1.30843082
-4.88944472,7.45838049,1.98419990,0.94748516,0.01166754,2.13608497,0.04147939,2.94383588,3.70115218,1.28756957
-4.88344172,7.39880031,1.98833435,0.96259353,0.01191757,2.10000130,0.04190332,2.93146062,3.65406280,1.26385864
-4.87743872,7.33279310,1.99410901,0.98011223,0.01214734,2.05929747,0.04224817,2.92002379,3.59819240,1.23773123
-4.87143572,7.26256986,2.00218559,1.00037771,0.01235650,2.01472186,0.04250975,2.91039264,3.53468650,1.20964492
-4.86543272,7.19027217,2.01315206,1.02365152,0.01254482,1.96704500,0.04268564,2.90334778,3.46476460,1.18006909
-4.85942971,7.11790151,2.02749890,1.05010401,0.01271207,1.91703966,0.04277517,2.89955407,3.38968690,1.14947230
-4.85342671,7.04725324,2.04559760,1.07980006,0.01285798,1.86546135,0.04277936,2.89953459,3.31072115,1.11830994
-4.84742371,6.97985736,2.06768226,1.11268732,0.01298216,1.81302992,0.04270079,2.90364858,3.22911046,1.08701258
-4.84142071,6.91692824,2.09383511,1.14858781,0.01308405,1.76041276,0.04254338,2.91207420,3.14604302,1.05597536
-4.83541771,6.85932535,2.12397638,1.18719319,0.01316288,1.70821015,0.04231227,2.92479701,3.06262471,1.02554889
-4.82941471,6.80752656,2.15785947,1.22806441,0.01321767,1.65694315,0.04201345,2.94160469,2.97985537,0.99603183
-4.82341171,6.76161552,2.19507158,1.27063601,0.01324725,1.60704454,0.04165358,2.96208870,2.89860935,0.96766550
-4.81740870,6.72128380,2.23504031,1.31422527,0.01325027,1.55885294,0.04123967,2.98565297,2.81962101,0.94063060
-4.81140570,6.68584833,2.27704629,1.35804626,0.01322524,1.51261040,0.04077882,3.01152984,2.74347543,0.91504622
-4.80540270,6.65428390,2.32024161,1.40122868,0.01317067,1.46846349,0.04027801,3.03880284,2.67060460,0.89097103
-4.79939970,6.62526965,2.36367393,1.44284097,0.01308505,1.42646774,0.03974388,3.06643588,2.60128913,0.86840671
-4.79339670,6.59724825,2.40631522,1.48191701,0.01296706,1.38659531,0.03918258,3.09330790,2.53566516,0.84730335
-4.78739370,6.56849550,2.44709471,1.51748576,0.01281559,1.34874549,0.03859973,3.11825184,2.47373616,0.82756652
-4.78139070,6.53719755,2.48493444,1.54860247,0.01262987,1.31275757,0.03800034,3.14009650,2.41538903,0.80906589
-4.77538769,6.50153267,2.51878650,1.57438054,0.01240956,1.27842554,0.03738886,3.15770963,2.36041364,0.79164474
-4.76938469,6.45975412,2.54767010,1.59402250,0.01215486,1.24551386,0.03676925,3.17004053,2.30852500,0.77513020
-4.76338169,6.41027028,2.57070739,1.60684890,0.01186653,1.21377384,0.03614509,3.17616031,2.25938693,0.75934358
-4.75737869,6.35171877,2.58715609,1.61232377,0.01154595,1.18295956,0.03551976,3.17529812,2.21263634,0.74411044
-4.75137569,6.28303096,2.59643788,1.61007552,0.01119516,1.15284293,0.03489649,3.16687174,2.16790686,0.72926992
-4.74537269,6.20348428,2.59816118,1.59991229,0.01081681,1.12322717,0.03427861,3.15051112,2.12485095,0.71468303
-4.73936968,6.11273978,2.59213737,1.58183095,0.01041418,1.09395795,0.03366959,3.12607399,2.08315957,0.70023942
-4.73336668,6.01086364,2.57838979,1.55601950,0.00999106,1.06493214,0.03307314,3.09365282,2.04257853,0.68586262
-4.72736368,5.89833182,2.55715529,1.52285257,0.00955175,1.03610347,0.03249325,3.05357291,2.00292118,0.67151328
-4.72136068,5.77601788,2.52887820,1.48288037,0.00910088,1.00748528,0.03193419,3.00638183,1.96407684,0.65719069
-4.71535768,5.64516512,2.49419721,1.43681158,0.00864336,0.97915013,0.03140042,2.95283088,1.92601502,0.64293231
-4.70935468,5.50734447,2.45392588,1.38549098,0.00818423,0.95122667,0.03089649,2.89384949,1.88878533,0.62881161
-4.70335168,5.36440072,2.40902760,1.32987294,0.00772855,0.92389388,0.03042688,2.83051378,1.85251355,0.61493438
-4.69734867,5.21838961,2.36058622,1.27099191,0.00728130,0.89737319,0.02999581,2.76401089,1.81739408,0.60143371
-4.69134567,5.07150902,2.30977378,1.20993122,0.00684724,0.87191898,0.02960705,2.69560062,1.78367957,0.58846400
-4.68534267,4.92602736,2.25781640,1.14779162,0.00643084,0.84780801,0.02926372,2.62657598,1.75166819,0.57619432
-4.67933967,4.78421242,2.20596008,1.08566064,0.00603617,0.82532830,0.02896807,2.55822438,1.72168942,0.56480150
-4.67333667,4.64826329,2.15543727,1.02458412,0.00566686,0.80476807,0.02872133,2.49179077,1.69408899,0.55446312
-4.66733367,4.52024827,2.10743584,0.96554075,0.00532602,0.78640514,0.02852360,2.42844415,1.66921368,0.54535087
-4.66133067,4.40205043,2.06307105,0.90942044,0.00501624,0.77049734,0.02837375,2.36924847,1.64739661,0.53762442
-4.65532766,4.29532272,2.02336162,0.85700711,0.00473957,0.75727411,0.02826943,2.31513863,1.62894353,0.53142600
-4.64932466,4.20145342,1.98921041,0.80896611,0.00449747,0.74692957,0.02820710,2.26690231,1.61412050,0.52687579
-4.64332166,4.12154243,1.96139020,0.76583644,0.00429092,0.73961716,0.02818213,2.22516769,1.60314340,0.52406830
