energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.78989495,2.30341786,0.00128298,0.23877562,0.51624199,0.53875599,0.59414150,0.75414830,0.96645239,0.00000000
-5.78389195,2.31599009,0.00140761,0.22741018,0.50908057,0.53546378,0.58488938,0.79084239,0.95090291,0.00000000
-5.77788894,2.33149720,0.00154501,0.21561561,0.50161360,0.53319563,0.57533029,0.83040359,0.93527369,0.00000000
-5.77188594,2.35042909,0.00169413,0.20357875,0.49407732,0.53213435,0.56575517,0.87256290,0.92008285,0.00000000
-5.76588294,2.37306953,0.00185360,0.19147722,0.48667875,0.53240593,0.55642464,0.91694822,0.90578779,0.00000000
-5.75987994,2.39947365,0.00202171,0.17947521,0.47958877,0.53407395,0.54755935,0.96308514,0.89276890,0.00000000
-5.75387694,2.42945542,0.00219642,0.16771997,0.47293702,0.53713668,0.53933223,1.01040198,0.88131696,0.00000000
-5.74787394,2.46258607,0.00237540,0.15633920,0.46680867,0.54152703,0.53186299,1.05823898,0.87162469,0.00000000
-5.74187094,2.49820383,0.00255604,0.14543925,0.46124323,0.54711548,0.52521528,1.10586179,0.86378275,0.00000000
-5.73586793,2.53543501,0.00273551,0.13510430,0.45623553,0.55371575,0.51939636,1.15247893,0.85778038,0.00000000
-5.72986493,2.57322544,0.00291084,0.12539640,0.45173861,0.56109320,0.51435945,1.19726276,0.85351067,0.00000000
-5.72386193,2.61038131,0.00307897,0.11635620,0.44766844,0.56897537,0.51000854,1.23937318,0.85078006,0.00000000
-5.71785893,2.64561748,0.00323684,0.10800459,0.44391027,0.57706442,0.50620531,1.27798345,0.84932157,0.00000000
-5.71185593,2.67761128,0.00338145,0.10034471,0.44032616,0.58505068,0.50277789,1.31230681,0.84881128,0.00000000
-5.70585293,2.70505916,0.00351000,0.09336451,0.43676342,0.59262697,0.49953088,1.34162302,0.84888694,0.00000000
-5.69984992,2.72673369,0.00361992,0.08703963,0.43306348,0.59950272,0.49625617,1.36530355,0.84916815,0.00000000
-5.69384692,2.74153827,0.00370899,0.08133632,0.42907085,0.60541753,0.49274400,1.38283433,0.84927684,0.00000000
-5.68784392,2.74855675,0.00377539,0.07621444,0.42464162,0.61015330,0.48879358,1.39383492,0.84885725,0.00000000
-5.68184092,2.74709586,0.00381777,0.07163029,0.41965128,0.61354453,0.48422301,1.39807328,0.84759447,0.00000000
-5.67583792,2.73671829,0.00383527,0.06753916,0.41400138,0.61548620,0.47887776,1.39547526,0.84523064,0.00000000
-5.66983492,2.71726498,0.00382758,0.06389762,0.40762486,0.61593903,0.47263751,1.38612852,0.84157812,0.00000000
-5.66383192,2.68886559,0.00379493,0.06066533,0.40048973,0.61493170,0.46542100,1.37028046,0.83652916,0.00000000
-5.65782891,2.65193680,0.00373808,0.05780638,0.39260107,0.61256007,0.45718887,1.34833032,0.83006150,0.00000000
-5.65182591,2.60716861,0.00365829,0.05529022,0.38400127,0.60898351,0.44794419,1.32081582,0.82223997,0.00000000
-5.64582291,2.55549941,0.00355728,0.05309209,0.37476859,0.60441842,0.43773106,1.28839490,0.81321393,0.00000000
-5.63981991,2.49808124,0.00343717,0.05119297,0.36501402,0.59912935,0.42663124,1.25182342,0.80321082,0.00000000
-5.63381691,2.43623680,0.00330041,0.04957924,0.35487683,0.59341815,0.41475921,1.21192984,0.79252625,0.00000000
-5.62781391,2.37141044,0.00314968,0.04824187,0.34451890,0.58761163,0.40225593,1.16958798,0.78151106,0.00000000
-5.62181091,2.30511537,0.00298785,0.04717546,0.33411816,0.58204834,0.38928173,1.12568918,0.77055610,0.00000000
-5.61580790,2.23887947,0.00281782,0.04637701,0.32386150,0.57706500,0.37600876,1.08111485,0.76007542,0.00000000
-5.60980490,2.17419198,0.00264252,0.04584466,0.31393735,0.57298328,0.36261331,1.03671066,0.75048857,0.00000000
-5.60380190,2.11245340,0.00246476,0.04557634,0.30452842,0.57009725,0.34926852,0.99326331,0.74220294,0.00000000
-5.59779890,2.05493035,0.00228720,0.04556846,0.29580474,0.56866228,0.33613772,0.95148067,0.73559671,0.00000000
-5.59179590,2.00271716,0.00211227,0.04581480,0.28791741,0.56888550,0.32336867,0.91197582,0.73100324,0.00000000
-5.58579290,1.95670525,0.00194213,0.04630544,0.28099317,0.57091838,0.31108896,0.87525552,0.72869742,0.00000000
-5.57978989,1.91756122,0.00177862,0.04702605,0.27513007,0.57485149,0.29940268,0.84171305,0.72888449,0.00000000
-5.57378689,1.88571395,0.00162324,0.04795730,0.27039432,0.58071159,0.28838836,0.81162554,0.73169168,0.00000000
-5.56778389,1.86135068,0.00147718,0.04907466,0.26681842,0.58846112,0.27809823,0.78515533,0.73716297,0.00000000
-5.56178089,1.84442179,0.00134124,0.05034842,0.26440057,0.59799995,0.26855867,0.76235512,0.74525702,0.00000000
-5.55577789,1.83465333,0.00121593,0.05174401,0.26310534,0.60916924,0.25977169,0.74317619,0.75584818,0.00000000
-5.54977489,1.83156662,0.00110145,0.05322262,0.26286556,0.62175721,0.25171736,0.72747923,0.76873068,0.00000000
-5.54377189,1.83450349,0.00099771,0.05474197,0.26358523,0.63550653,0.24435684,0.71504701,0.78362538,0.00000000
-5.53776888,1.84265614,0.00090441,0.05625739,0.26514333,0.65012293,0.23763596,0.70559826,0.80018914,0.00000000
-5.53176588,1.85510006,0.00082103,0.05772300,0.26739843,0.66528484,0.23148900,0.69880217,0.81802601,0.00000000
-5.52576288,1.87082876,0.00074692,0.05909298,0.27019370,0.68065353,0.22584256,0.69429292,0.83670009,0.00000000
-5.51975988,1.88878908,0.00068130,0.06032292,0.27336236,0.69588351,0.22061936,0.69168375,0.85574927,0.00000000
-5.51375688,1.90791578,0.00062333,0.06137116,0.27673309,0.71063274,0.21574168,0.69058024,0.87469951,0.00000000
-5.50775388,1.92716436,0.00057213,0.06219999,0.28013546,0.72457249,0.21113451,0.69059242,0.89307904,0.00000000
-5.50175088,1.94554121,0.00052683,0.06277684,0.28340493,0.73739628,0.20672820,0.69134561,0.91043205,0.00000000
-5.49574787,1.96213031,0.00048659,0.06307519,0.28638746,0.74882796,0.20246065,0.69248969,0.92633123,0.00000000
-5.48974487,1.97611582,0.00045061,0.06307535,0.28894346,0.75862851,0.19827882,0.69370696,0.94038906,0.00000000
-5.48374187,1.98680028,0.00041816,0.06276492,0.29095100,0.76660140,0.19413987,0.69471841,0.95226718,0.00000000
-5.47773887,1.99361798,0.00038860,0.06213906,0.29230823,0.77259654,0.19001165,0.69528847,0.96168381,0.00000000
-5.47173587,1.99614361,0.00036138,0.06120046,0.29293493,0.77651260,0.18587277,0.69522836,0.96841901,0.00000000
-5.46573287,1.99409602,0.00033603,0.05995906,0.29277321,0.77829784,0.18171215,0.69439802,0.97231767,0.00000000
-5.45972986,1.98733762,0.00031219,0.05843151,0.29178745,0.77794932,0.17752833,0.69270681,0.97329027,0.00000000
-5.45372686,1.97586937,0.00028955,0.05664047,0.28996338,0.77551081,0.17332832,0.69011289,0.97131155,0.00000000
-5.44772386,1.95982211,0.00026793,0.05461368,0.28730664,0.77106936,0.16912629,0.68662151,0.96641724,0.00000000
-5.44172086,1.93944459,0.00024716,0.05238294,0.28384072,0.76475075,0.16494208,0.68228225,0.95869916,0.00000000
-5.43571786,1.91508875,0.00022719,0.04998300,0.27960454,0.75671407,0.16079956,0.67718516,0.94829886,0.00000000
-5.42971486,1.88719298,0.00020796,0.04745044,0.27464975,0.74714564,0.15672498,0.67145607,0.93540037,0.00000000
-5.42371186,1.85626393,0.00018949,0.04482252,0.26903798,0.73625243,0.15274538,0.66525098,0.92022219,0.00000000
-5.41770885,1.82285738,0.00017179,0.04213613,0.26283801,0.72425532,0.14888698,0.65874975,0.90300897,0.00000000
-5.41170585,1.78755906,0.00015492,0.03942685,0.25612315,0.71138230,0.14517386,0.65214911,0.88402323,0.00000000
-5.40570285,1.75096564,0.00013891,0.03672814,0.24896883,0.69786196,0.14162670,0.64565525,0.86353735,0.00000000
-5.39969985,1.71366665,0.00012383,0.03407061,0.24145053,0.68391736,0.13826181,0.63947602,0.84182617,0.00000000
-5.39369685,1.67622765,0.00010972,0.03148157,0.23364199,0.66976038,0.13509040,0.63381306,0.81916028,0.00000000
-5.38769385,1.63917513,0.00009660,0.02898467,0.22561396,0.65558684,0.13211815,0.62885400,0.79580027,0.00000000
-5.38169085,1.60298335,0.00008451,0.02659974,0.21743316,0.64157239,0.12934504,0.62476498,0.77199195,0.00000000
-5.37568784,1.56806344,0.00007345,0.02434275,0.20916173,0.62786913,0.12676551,0.62168372,0.74796258,0.00000000
-5.36968484,1.53475490,0.00006342,0.02222592,0.20085696,0.61460327,0.12436885,0.61971348,0.72391811,0.00000000
-5.36368184,1.50331968,0.00005439,0.02025801,0.19257128,0.60187352,0.12213990,0.61891805,0.70004142,0.00000000
-5.35767884,1.47393882,0.00004633,0.01844456,0.18435249,0.58975046,0.12005991,0.61931800,0.67649136,0.00000000
-5.35167584,1.44671164,0.00003919,0.01678834,0.17624411,0.57827665,0.11810762,0.62088849,0.65340258,0.00000000
-5.34567284,1.42165753,0.00003293,0.01528976,0.16828578,0.56746759,0.11626050,0.62355867,0.63088610,0.00000000
-5.33966983,1.39872010,0.00002747,0.01394729,0.16051375,0.55731339,0.11449596,0.62721282,0.60903030,0.00000000
-5.33366683,1.37777353,0.00002276,0.01275794,0.15296130,0.54778098,0.11279271,0.63169328,0.58790239,0.00000000
-5.32766383,1.35863101,0.00001873,0.01171762,0.14565905,0.53881699,0.11113199,0.63680508,0.56755018,0.00000000
-5.32166083,1.34105481,0.00001530,0.01082159,0.13863528,0.53035103,0.10949869,0.64232219,0.54800409,0.00000000
-5.31565783,1.32476783,0.00001242,0.01006472,0.13191605,0.52229923,0.10788238,0.64799522,0.52927926,0.00000000
-5.30965483,1.30946607,0.00001001,0.00944177,0.12552524,0.51456813,0.10627806,0.65356025,0.51137768,0.00000000
-5.30365183,1.29483178,0.00000802,0.00894761,0.11948452,0.50705859,0.10468672,0.65874853,0.49429038,0.00000000
-5.29764882,1.28054669,0.00000639,0.00857730,0.11381317,0.49966970,0.10311556,0.66329663,0.47799950,0.00000000
-5.29164582,1.26630496,0.00000506,0.00832622,0.10852791,0.49230256,0.10157793,0.66695670,0.46248019,0.00000000
-5.28564282,1.25182532,0.00000400,0.00818998,0.10364266,0.48486381,0.10009299,0.66950632,0.44770244,0.00000000
-5.27963982,1.23686206,0.00000316,0.00816444,0.09916827,0.47726880,0.09868500,0.67075758,0.43363266,0.00000000
-5.27363682,1.22121428,0.00000251,0.00824556,0.09511232,0.46944431,0.09738236,0.67056494,0.42023499,0.00000000
-5.26763382,1.20473329,0.00000203,0.00842924,0.09147897,0.46133070,0.09621643,0.66883161,0.40747248,0.00000000
-5.26163082,1.18732775,0.00000168,0.00871119,0.08826883,0.45288358,0.09522005,0.66551398,0.39530791,0.00000000
-5.25562781,1.16896641,0.00000146,0.00908671,0.08547904,0.44407477,0.09442604,0.66062404,0.38370441,0.00000000
-5.24962481,1.14967845,0.00000136,0.00955054,0.08310338,0.43489275,0.09386553,0.65422957,0.37262590,0.00000000
-5.24362181,1.12955141,0.00000137,0.01009671,0.08113257,0.42534250,0.09356631,0.64645210,0.36203730,0.00000000
-5.23761881,1.10872700,0.00000149,0.01071837,0.07955475,0.41544488,0.09355131,0.63746269,0.35190459,0.00000000
-5.23161581,1.08739491,0.00000173,0.01140780,0.07835607,0.40523561,0.09383718,0.62747580,0.34219482,0.00000000
-5.22561281,1.06578525,0.00000210,0.01215634,0.07752150,0.39476390,0.09443312,0.61674137,0.33287617,0.00000000
-5.21960980,1.04415982,0.00000263,0.01295448,0.07703573,0.38409103,0.09534007,0.60553565,0.32391791,0.00000000
-5.21360680,1.02280289,0.00000334,0.01379200,0.07688432,0.37328873,0.09655015,0.59415106,0.31529071,0.00000000
-5.20760380,1.00201201,0.00000427,0.01465817,0.07705487,0.36243780,0.09804664,0.58288570,0.30696697,0.00000000
-5.20160080,0.98208928,0.00000545,0.01554201,0.07753828,0.35162680,0.09980421,0.57203286,0.29892147,0.00000000
-5.19559780,0.96333352,0.00000695,0.01643269,0.07833009,0.34095108,0.10178979,0.56187111,0.29113232,0.00000000
-5.18959480,0.94603393,0.00000881,0.01731985,0.07943172,0.33051205,0.10396359,0.55265548,0.28358209,0.00000000
-5.18359180,0.93046514,0.00001111,0.01819406,0.08085165,0.32041682,0.10628071,0.54460996,0.27625928,0.00000000
-5.17758879,0.91688414,0.00001393,0.01904717,0.08260637,0.31077816,0.10869292,0.53792177,0.26915986,0.00000000
-5.17158579,0.90552878,0.00001735,0.01987276,0.08472107,0.30171459,0.11115063,0.53273764,0.26228904,0.00000000
-5.16558279,0.89661794,0.00002147,0.02066642,0.08722995,0.29335065,0.11360509,0.52916203,0.25566284,0.00000000
-5.15957979,0.89035287,0.00002640,0.02142606,0.09017608,0.28581713,0.11601052,0.52725739,0.24930965,0.00000000
-5.15357679,0.88691939,0.00003224,0.02215200,0.09361078,0.27925109,0.11832615,0.52704636,0.24327143,0.00000000
-5.14757379,0.88649043,0.00003911,0.02284708,0.09759232,0.27379555,0.12051806,0.52851552,0.23760441,0.00000000
-5.14157079,0.88922847,0.00004714,0.02351649,0.10218411,0.26959869,0.12256072,0.53162043,0.23237929,0.00000000
-5.13556778,0.89528718,0.00005644,0.02416761,0.10745223,0.26681234,0.12443813,0.53629152,0.22768069,0.00000000
-5.12956478,0.90481190,0.00006714,0.02480956,0.11346241,0.26558981,0.12614447,0.54244045,0.22360581,0.00000000
-5.12356178,0.91793851,0.00007935,0.02545277,0.12027647,0.26608288,0.12768425,0.54996633,0.22026229,0.00000000
-5.11755878,0.93479042,0.00009318,0.02610833,0.12794845,0.26843798,0.12907193,0.55876153,0.21776526,0.00000000
-5.11155578,0.95547362,0.00010872,0.02678735,0.13652045,0.27279167,0.13033103,0.56871660,0.21623356,0.00000000
-5.10555278,0.98006975,0.00012603,0.02750016,0.14601843,0.27926547,0.13149269,0.57972401,0.21578538,0.00000000
-5.09954977,1.00862761,0.00014519,0.02825567,0.15644818,0.28796036,0.13259393,0.59168059,0.21653332,0.00000000
-5.09354677,1.04115346,0.00016619,0.02906060,0.16779177,0.29895099,0.13367543,0.60448852,0.21857923,0.00000000
-5.08754377,1.07760072,0.00018905,0.02991890,0.18000447,0.31228013,0.13477927,0.61805493,0.22200888,0.00000000
-5.08154077,1.11785991,0.00021372,0.03083124,0.19301270,0.32795353,0.13594642,0.63229033,0.22688690,0.00000000
-5.07553777,1.16174953,0.00024011,0.03179471,0.20671294,0.34593547,0.13721442,0.64710608,0.23325212,0.00000000
-5.06953477,1.20900882,0.00026811,0.03280262,0.22097189,0.36614555,0.13861510,0.66241118,0.24111369,0.00000000
-5.06353177,1.25929319,0.00029754,0.03384461,0.23562798,0.38845673,0.14017277,0.67810901,0.25044807,0.00000000
-5.05752876,1.31217299,0.00032820,0.03490689,0.25049427,0.41269511,0.14190265,0.69409409,0.26119733,0.00000000
-5.05152576,1.36713623,0.00035984,0.03597273,0.26536268,0.43864149,0.14380998,0.71024955,0.27326866,0.00000000
-5.04552276,1.42359550,0.00039216,0.03702315,0.28000955,0.46603477,0.14588959,0.72644550,0.28653547,0.00000000
-5.03951976,1.48089935,0.00042483,0.03803775,0.29420223,0.49457742,0.14812613,0.74253859,0.30083985,0.00000000
-5.03351676,1.53834774,0.00045749,0.03899569,0.30770657,0.52394259,0.15049484,0.75837295,0.31599665,0.00000000
-5.02751376,1.59521124,0.00048974,0.03987676,0.32029497,0.55378298,0.15296298,0.77378255,0.33179875,0.00000000
-5.02151076,1.65075323,0.00052118,0.04066241,0.33175461,0.58374093,0.15549168,0.78859491,0.34802372,0.00000000
-5.01550775,1.70425415,0.00055138,0.04133689,0.34189548,0.61345952,0.15803818,0.80263593,0.36444118,0.00000000
-5.00950475,1.75503661,0.00057992,0.04188812,0.35055797,0.64259406,0.16055842,0.81573564,0.38082100,0.00000000
-5.00350175,1.80249018,0.00060637,0.04230859,0.35761939,0.67082365,0.16300966,0.82773439,0.39694164,0.00000000
-4.99749875,1.84609451,0.00063033,0.04259597,0.36299929,0.69786212,0.16535320,0.83848918,0.41259844,0.00000000
-4.99149575,1.88543947,0.00065142,0.04275350,0.36666324,0.72346784,0.16755680,0.84787952,0.42761137,0.00000000
-4.98549275,1.92024125,0.00066930,0.04279022,0.36862483,0.74745203,0.16959693,0.85581252,0.44183197,0.00000000
-4.97948974,1.95035326,0.00068366,0.04272079,0.36894569,0.76968494,0.17146049,0.86222679,0.45514894,0.00000000
-4.97348674,1.97577129,0.00069426,0.04256516,0.36773366,0.79009967,0.17314599,0.86709479,0.46749228,0.00000000
-4.96748374,1.99663227,0.00070091,0.04234792,0.36513904,0.80869328,0.17466422,0.87042340,0.47883562,0.00000000
-4.96148074,2.01320669,0.00070349,0.04209746,0.36134903,0.82552519,0.17603809,0.87225273,0.48919655,0.00000000
-4.95547774,2.02588485,0.00070194,0.04184487,0.35658075,0.84071271,0.17730200,0.87265305,0.49863506,0.00000000
-4.94947474,2.03515739,0.00069627,0.04162280,0.35107294,0.85442402,0.17850041,0.87172001,0.50724988,0.00000000
-4.94347174,2.04159119,0.00068657,0.04146410,0.34507692,0.86686874,0.17968594,0.86956853,0.51517314,0.00000000
-4.93746873,2.04580163,0.00067300,0.04140052,0.33884697,0.87828660,0.18091696,0.86632553,0.52256331,0.00000000
-4.93146573,2.04842254,0.00065576,0.04146136,0.33263078,0.88893468,0.18225485,0.86212213,0.52959694,0.00000000
-4.92546273,2.05007545,0.00063514,0.04167221,0.32666018,0.89907385,0.18376103,0.85708561,0.53645951,0.00000000
-4.91945973,2.05133952,0.00061147,0.04205388,0.32114275,0.90895497,0.18549389,0.85133176,0.54333578,0.00000000
-4.91345673,2.05272372,0.00058512,0.04262140,0.31625440,0.91880569,0.18750589,0.84495808,0.55040023,0.00000000
-4.90745373,2.05464259,0.00055650,0.04338327,0.31213349,0.92881828,0.18984080,0.83803811,0.55780793,0.00000000
-4.90145073,2.05739678,0.00052604,0.04434102,0.30887654,0.93913921,0.19253139,0.83061745,0.56568630,0.00000000
-4.89544772,2.06115926,0.00049418,0.04548889,0.30653564,0.94986095,0.19559747,0.82271161,0.57412825,0.00000000
-4.88944472,2.06596783,0.00046138,0.04681391,0.30511784,0.96101637,0.19904463,0.81430569,0.58318689,0.00000000
-4.88344172,2.07172419,0.00042807,0.04829613,0.30458626,0.97257593,0.20286345,0.80535621,0.59287208,0.00000000
-4.87743872,2.07819946,0.00039467,0.04990919,0.30486296,0.98444783,0.20702941,0.79579463,0.60314905,0.00000000
-4.87143572,2.08504586,0.00036158,0.05162106,0.30583334,0.99648109,0.21150340,0.78553263,0.61393894,0.00000000
-4.86543272,2.09181372,0.00032917,0.05339504,0.30735194,1.00847122,0.21623278,0.77446855,0.62512141,0.00000000
-4.85942971,2.09797292,0.00029774,0.05519082,0.30924915,1.02016834,0.22115293,0.76249484,0.63653892,0.00000000
-4.85342671,2.10293760,0.00026759,0.05696578,0.31133876,1.03128721,0.22618928,0.74950588,0.64800269,0.00000000
-4.84742371,2.10609283,0.00023894,0.05867630,0.31342586,1.04151867,0.23125954,0.73540582,0.65929975,0.00000000
-4.84142071,2.10682205,0.00021197,0.06027911,0.31531475,1.05054199,0.23627625,0.72011593,0.67020101,0.00000000
-4.83541771,2.10453376,0.00018683,0.06173267,0.31681663,1.05803744,0.24114933,0.70358105,0.68046972,0.00000000
-4.82941471,2.09868652,0.00016359,0.06299841,0.31775665,1.06369876,0.24578866,0.68577487,0.68987009,0.00000000
-4.82341171,2.08881106,0.00014230,0.06404193,0.31798022,1.06724469,0.25010657,0.66670365,0.69817571,0.00000000
-4.81740870,2.07452883,0.00012298,0.06483405,0.31735814,1.06842950,0.25402008,0.64640834,0.70517732,0.00000000
-4.81140570,2.05556622,0.00010560,0.06535170,0.31579063,1.06705182,0.25745299,0.62496498,0.71068980,0.00000000
-4.80540270,2.03176439,0.00009010,0.06557855,0.31321002,1.06296180,0.26033762,0.60248348,0.71455812,0.00000000
-4.79939970,2.00308438,0.00007640,0.06550548,0.30958216,1.05606633,0.26261628,0.57910487,0.71666203,0.00000000
-4.79339670,1.96960785,0.00006441,0.06513085,0.30490647,1.04633224,0.26424241,0.55499731,0.71691946,0.00000000
-4.78739370,1.93153373,0.00005402,0.06446042,0.29921485,1.03378767,0.26518142,0.53035109,0.71528868,0.00000000
-4.78139070,1.88917131,0.00004511,0.06350723,0.29256947,1.01852158,0.26541123,0.50537295,0.71176904,0.00000000
-4.77538769,1.84293040,0.00003758,0.06229108,0.28505974,1.00068169,0.26492256,0.48028016,0.70640060,0.00000000
-4.76938469,1.79330926,0.00003132,0.06083794,0.27679844,0.98047101,0.26371889,0.45529454,0.69926248,0.00000000
-4.76338169,1.74088105,0.00002621,0.05917919,0.26791749,0.95814330,0.26181628,0.43063685,0.69047037,0.00000000
-4.75737869,1.68627930,0.00002218,0.05735070,0.25856338,0.93399757,0.25924288,0.40652172,0.68017300,0.00000000
-4.75137569,1.63018331,0.00001914,0.05539180,0.24889247,0.90837203,0.25603828,0.38315338,0.66854799,0.00000000
-4.74537269,1.57330371,0.00001705,0.05334424,0.23906651,0.88163762,0.25225267,0.36072235,0.65579700,0.00000000
-4.73936968,1.51636875,0.00001587,0.05125114,0.22924835,0.85419131,0.24794572,0.33940301,0.64214053,0.00000000
-4.73336668,1.46011165,0.00001558,0.04915588,0.21959805,0.82644945,0.24318540,0.31935227,0.62781229,0.00000000
-4.72736368,1.40525912,0.00001620,0.04710111,0.21026949,0.79884117,0.23804650,0.30070904,0.61305352,0.00000000
-4.72136068,1.35252123,0.00001778,0.04512784,0.20140757,0.77180205,0.23260906,0.28359464,0.59810714,0.00000000
-4.71535768,1.30258258,0.00002037,0.04327460,0.19314597,0.74576808,0.22695668,0.26811373,0.58321209,0.00000000
-4.70935468,1.25609482,0.00002407,0.04157678,0.18560544,0.72116995,0.22117466,0.25435590,0.56859786,0.00000000
-4.70335168,1.21367033,0.00002900,0.04006599,0.17889274,0.69842772,0.21534814,0.24239736,0.55447942,0.00000000
-4.69734867,1.17587687,0.00003531,0.03876975,0.17310001,0.67794583,0.20956019,0.23230292,0.54105266,0.00000000
-4.69134567,1.14323318,0.00004317,0.03771112,0.16830459,0.66010852,0.20389000,0.22412780,0.52849043,0.00000000
-4.68534267,1.11620516,0.00005277,0.03690860,0.16456917,0.64527541,0.19841112,0.21791916,0.51693936,0.00000000
-4.67933967,1.09520255,0.00006433,0.03637607,0.16194226,0.63377743,0.19318995,0.21371736,0.50651751,0.00000000
-4.67333667,1.08057584,0.00007806,0.03612286,0.16045873,0.62591285,0.18828435,0.21155657,0.49731289,0.00000000
-4.66733367,1.07261319,0.00009421,0.03615389,0.16014057,0.62194340,0.18374261,0.21146493,0.48938284,0.00000000
-4.66133067,1.07153730,0.00011301,0.03646985,0.16099760,0.62209037,0.17960268,0.21346393,0.48275440,0.00000000
-4.65532766,1.07750195,0.00013470,0.03706737,0.16302807,0.62653068,0.17589176,0.21756723,0.47742537,0.00000000
-4.64932466,1.09058819,0.00015947,0.03793932,0.16621933,0.63539283,0.17262614,0.22377883,0.47336613,0.00000000
-4.64332166,1.11080023,0.00018753,0.03907489,0.17054822,0.64875275,0.16981148,0.23209063,0.47052208,0.00000000
