energy_ev,total_up,P_s_up,P_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.72986493,6.67014191,0.00988825,1.93517242,4.54012804,3.89678065,0.01605801,1.12923363
-5.72386193,6.46953050,0.00973933,1.86352759,4.35021766,3.78586672,0.01669818,1.10105505
-5.71785893,6.27174441,0.00959949,1.79318669,4.16109330,3.67694688,0.01737403,1.07282588
-5.71185593,6.07822705,0.00946945,1.72446138,3.97470780,3.57065908,0.01807694,1.04486639
-5.70585293,5.89013894,0.00934923,1.65758504,3.79275572,3.46749176,0.01879628,1.01745555
-5.69984992,5.70833591,0.00923807,1.59271495,3.61664016,3.36777678,0.01951957,0.99082073
-5.69384692,5.53336085,0.00913452,1.52993722,3.44745376,3.27168887,0.02023288,0.96513036
-5.68784392,5.36544891,0.00903645,1.46927422,3.28597363,3.17925127,0.02092121,0.94048959
-5.68184092,5.20454547,0.00894116,1.41069370,3.13266981,3.09034735,0.02156899,0.91693939
-5.67583792,5.05033543,0.00884551,1.35411942,2.98772554,3.00473720,0.02216062,0.89445875
-5.66983492,4.90228192,0.00874609,1.29944236,2.85106784,2.92207850,0.02268104,0.87296989
-5.66383192,4.75967223,0.00863936,1.24653217,2.72240595,2.84195042,0.02311624,0.85234601
-5.65782891,4.62166829,0.00852180,1.19524821,2.60127525,2.76387932,0.02345386,0.83242104
-5.65182591,4.48735927,0.00839014,1.14544981,2.48708403,2.68736515,0.02368357,0.81300093
-5.64582291,4.35581352,0.00824143,1.09700518,2.37916070,2.61190721,0.02379751,0.79387556
-5.63981991,4.22612764,0.00807327,1.04979892,2.27679910,2.53702826,0.02379052,0.77483086
-5.63381691,4.09747051,0.00788384,1.00373771,2.17929979,2.46229595,0.02366037,0.75566040
-5.62781391,3.96912069,0.00767200,0.95875429,2.08600605,2.38734091,0.02340776,0.73617595
-5.62181091,3.84049597,0.00743737,0.91480960,1.99633300,2.31187089,0.02303630,0.71621656
-5.61580790,3.71117439,0.00718031,0.87189328,1.90978961,2.23568063,0.02255228,0.69565585
-5.60980490,3.58090661,0.00690190,0.83002258,1.82599319,2.15865752,0.02196442,0.67440726
-5.60380190,3.44961992,0.00660394,0.78924018,1.74467658,2.08078313,0.02128350,0.65242729
-5.59779890,3.31741458,0.00628879,0.74961085,1.66568898,2.00213091,0.02052190,0.62971680
-5.59179590,3.18455370,0.00595935,0.71121761,1.58899104,1.92286069,0.01969319,0.60632035
-5.58579290,3.05144783,0.00561895,0.67415743,1.51464563,1.84321062,0.01881157,0.58232412
-5.57978989,2.91863595,0.00527118,0.63853696,1.44280557,1.76348713,0.01789142,0.55785251
-5.57378689,2.78676421,0.00491981,0.60446844,1.37369959,1.68405383,0.01694686,0.53306383
-5.56778389,2.65656405,0.00456868,0.57206612,1.30761781,1.60531993,0.01599134,0.50814547
-5.56178089,2.52883102,0.00422158,0.54144337,1.24489802,1.52772898,0.01503728,0.48330882
-5.55577789,2.40440534,0.00388216,0.51271051,1.18591342,1.45174831,0.01409583,0.45878439
-5.54977489,2.28415529,0.00355383,0.48597363,1.13106282,1.37785988,0.01317669,0.43481707
-5.54377189,2.16896376,0.00323973,0.46133427,1.08076343,1.30655259,0.01228798,0.41166208
-5.53776888,2.05971833,0.00294265,0.43888994,1.03544647,1.23831635,0.01143626,0.38958138
-5.53176588,1.95730483,0.00266503,0.41873549,0.99555545,1.17363796,0.01062654,0.36884074
-5.52576288,1.86260383,0.00240890,0.40096499,0.96154661,1.11299847,0.00986242,0.34970737
-5.51975988,1.77648962,0.00217593,0.38567416,0.93389091,1.05687192,0.00914621,0.33244799
-5.51375688,1.69983072,0.00196739,0.37296289,0.91307686,1.00572508,0.00847918,0.31732713
-5.50775388,1.63349086,0.00178421,0.36293779,0.89961306,0.96001752,0.00786170,0.30460558
-5.50175088,1.57832953,0.00162696,0.35571437,0.89402977,0.92020183,0.00729351,0.29453864
-5.49574787,1.53520080,0.00149590,0.35141855,0.89687834,0.88672316,0.00677390,0.28737401
-5.48974487,1.50494956,0.00139100,0.35018741,0.90872785,0.86001773,0.00630189,0.28334922
-5.48374187,1.48840421,0.00131200,0.35216869,0.93015810,0.84050983,0.00587641,0.28268822
-5.47773887,1.48636513,0.00125834,0.35751901,0.96174854,0.82860694,0.00549642,0.28559731
-5.47173587,1.49958856,0.00122930,0.36640057,1.00406286,0.82469265,0.00516099,0.29226016
-5.46573287,1.52876559,0.00122391,0.37897627,1.05762916,0.82911739,0.00486937,0.30283205
-5.45972986,1.57449676,0.00124104,0.39540321,1.12291611,0.84218687,0.00462096,0.31743338
-5.45372686,1.63726248,0.00127935,0.41582465,1.20030553,0.86414850,0.00441536,0.33614275
-5.44772386,1.71739039,0.00133736,0.44036065,1.29006234,0.89517619,0.00425227,0.35898977
-5.44172086,1.81502076,0.00141340,0.46909755,1.39230303,0.93535396,0.00413144,0.38594786
-5.43571786,1.93007145,0.00150564,0.50207681,1.50696390,0.98465917,0.00405259,0.41692765
-5.42971486,2.06220416,0.00161213,0.53928352,1.63377068,1.04294607,0.00401529,0.45177105
-5.42371186,2.21079383,0.00173077,0.58063520,1.77221112,1.10993066,0.00401887,0.49024666
-5.41770885,2.37490318,0.00185937,0.62597150,1.92151231,1.18517777,0.00406237,0.53204685
-5.41170585,2.55326434,0.00199563,0.67504532,2.08062429,1.26809133,0.00414436,0.57678674
-5.40570285,2.74426939,0.00213724,0.72751613,2.24821153,1.35790877,0.00426298,0.62400562
-5.39969985,2.94597147,0.00228186,0.78294592,2.42265354,1.45370047,0.00441579,0.67317092
-5.39369685,3.15609762,0.00242719,0.84079847,2.60205562,1.55437482,0.00459979,0.72368479
-5.38769385,3.37207444,0.00257104,0.90044221,2.78427048,1.65868949,0.00481141,0.77489358
-5.38169085,3.59106664,0.00271133,0.96115710,2.96693077,1.76526915,0.00504651,0.82609989
-5.37568784,3.81002854,0.00284623,1.02214549,3.14749228,1.87262956,0.00530045,0.87657705
-5.36968484,4.02576747,0.00297414,1.08254709,3.32328714,1.97920788,0.00556812,0.92558585
-5.36368184,4.23501774,0.00309377,1.14145748,3.49158554,2.08339828,0.00584407,0.97239281
-5.35767884,4.43452313,0.00320423,1.19795001,3.64966421,2.18359221,0.00612262,1.01628964
-5.35167584,4.62112518,0.00330502,1.25110010,3.79487959,2.27822178,0.00639796,1.05661315
-5.34567284,4.79185427,0.00339608,1.30001125,3.92474296,2.36580503,0.00666432,1.09276499
-5.33966983,4.94402015,0.00347783,1.34384175,4.03699479,2.44499116,0.00691614,1.12423032
-5.33366683,5.07529818,0.00355118,1.38183086,4.12967547,2.51460407,0.00714818,1.15059491
-5.32766383,5.18380767,0.00361750,1.41332354,4.20118937,2.57368223,0.00735571,1.17155980
-5.32166083,5.26817893,0.00367864,1.43779230,4.25035966,2.62151322,0.00753463,1.18695289
-5.31565783,5.32760575,0.00373691,1.45485548,4.27647129,2.65766101,0.00768161,1.19673705
-5.30965483,5.36188069,0.00379501,1.46429081,4.27930030,2.68198495,0.00779421,1.20101419
-5.30365183,5.37141132,0.00385598,1.46604353,4.25912779,2.69464896,0.00787094,1.20002511
-5.29764882,5.35721591,0.00392318,1.46022889,4.21673789,2.69612049,0.00791133,1.19414501
-5.29164582,5.32089849,0.00400018,1.44712842,4.15339943,2.68715889,0.00791592,1.18387473
-5.28564282,5.26460367,0.00409071,1.42718048,4.07083184,2.66879333,0.00788632,1.16982788
-5.27963982,5.19095268,0.00419860,1.40096506,3.97115651,2.64229100,0.00782507,1.15271438
-5.27363682,5.10296278,0.00432765,1.36918389,3.85683530,2.60911669,0.00773564,1.13332079
-5.26763382,5.00395322,0.00448159,1.33263635,3.73059861,2.57088519,0.00762228,1.11248818
-5.26163082,4.89744103,0.00466402,1.29219249,3.59536555,2.52930839,0.00748989,1.09108818
-5.25562781,4.78703076,0.00487828,1.24876433,3.45415939,2.48613908,0.00734386,1.06999813
-5.24962481,4.67630224,0.00512744,1.20327646,3.31002118,2.44311365,0.00718994,1.05007591
-5.24362181,4.56870057,0.00541419,1.15663749,3.16592482,2.40189598,0.00703397,1.03213548
-5.23761881,4.46743229,0.00574082,1.10971329,3.02469628,2.36402438,0.00688181,1.01692371
-5.23161581,4.37537144,0.00610915,1.06330311,2.88893987,2.33086398,0.00673906,1.00509936
-5.22561281,4.29497864,0.00652045,1.01811943,2.76097357,2.30356581,0.00661097,0.99721459
-5.21960980,4.22823567,0.00697543,0.97477220,2.64277547,2.28303426,0.00650223,0.99369977
-5.21360680,4.17659753,0.00747422,0.93375780,2.53594253,2.26990383,0.00641691,0.99485181
-5.20760380,4.14096312,0.00801626,0.89545288,2.44166252,2.26452576,0.00635829,1.00082639
-5.20160080,4.12166487,0.00860034,0.86011310,2.36069945,2.26696479,0.00632885,1.01163427
-5.19559780,4.11847716,0.00922454,0.82787628,2.29339235,2.27700586,0.00633019,1.02714172
-5.18959480,4.13064256,0.00988621,0.79876963,2.23966681,2.29417018,0.00636306,1.04707509
-5.18359180,4.15691451,0.01058198,0.77272044,2.19905837,2.31773993,0.00642737,1.07102940
-5.17758879,4.19561433,0.01130776,0.74956934,2.17074639,2.34679024,0.00652224,1.09848059
-5.17158579,4.24470043,0.01205874,0.72908563,2.15359710,2.38022732,0.00664610,1.12880129
-5.16558279,4.30184688,0.01282944,0.71098361,2.14621390,2.41683107,0.00679682,1.16127956
-5.15957979,4.36452857,0.01361375,0.69493933,2.14699327,2.45530058,0.00697180,1.19514008
-5.15357679,4.43011002,0.01440504,0.68060708,2.15418442,2.49430086,0.00716813,1.22956728
-5.14757379,4.49593471,0.01519619,0.66763479,2.16595058,2.53250909,0.00738275,1.26372964
-5.14157079,4.55941216,0.01597980,0.65567815,2.18043038,2.56865881,0.00761257,1.29680445
-5.13556778,4.61809971,0.01674824,0.64441275,2.19579712,2.60158051,0.00785466,1.32800223
-5.12956478,4.66977653,0.01749388,0.63354417,2.21031465,2.63023723,0.00810635,1.35659004
-5.12356178,4.71250756,0.01820923,0.62281576,2.22238793,2.65375407,0.00836532,1.38191283
-5.11755878,4.74469533,0.01888712,0.61201408,2.23060716,2.67144073,0.00862973,1.40341211
-5.11155578,4.76511827,0.01952095,0.60097204,2.23378425,2.68280635,0.00889825,1.42064124
-5.10555278,4.77295452,0.02010478,0.58956992,2.23098082,2.68756638,0.00917009,1.43327680
-5.09954977,4.76779082,0.02063361,0.57773437,2.22152714,2.68564157,0.00944498,1.44112560
-5.09354677,4.74961669,0.02110345,0.56543579,2.20503172,2.67714926,0.00972314,1.44412719
-5.08754377,4.71880459,0.02151149,0.55268427,2.18138180,2.66238766,0.01000519,1.44235169
-5.08154077,4.67607751,0.02185618,0.53952449,2.15073492,2.64181423,0.01029203,1.43599323
-5.07553777,4.62246569,0.02213726,0.52602989,2.11350245,2.61601898,0.01058472,1.42535934
-5.06953477,4.55925482,0.02235578,0.51229645,2.07032604,2.58569443,0.01088434,1.41085677
-5.06353177,4.48792812,0.02251400,0.49843635,2.02204810,2.55160343,0.01119180,1.39297452
-5.05752876,4.41010515,0.02261535,0.48457188,1.96967772,2.51454648,0.01150770,1.37226482
-5.05152576,4.32747987,0.02266421,0.47082968,1.91435350,2.47532996,0.01183217,1.34932296
-5.04552276,4.24176074,0.02266574,0.45733567,1.85730464,2.43473663,0.01216472,1.32476689
-5.03951976,4.15461493,0.02262565,0.44421066,1.79981174,2.39349952,0.01250414,1.29921731
-5.03351676,4.06761883,0.02254993,0.43156680,1.74316860,2.35228020,0.01284841,1.27327909
-5.02751376,3.98221610,0.02244455,0.41950480,1.68864600,2.31165182,0.01319464,1.24752473
-5.02151076,3.89968446,0.02231525,0.40811203,1.63745844,2.27208750,0.01353909,1.22248017
-5.01550775,3.82111141,0.02216722,0.39746119,1.59073444,2.23395392,0.01387718,1.19861336
-5.00950475,3.74737894,0.02200490,0.38760977,1.54949079,2.19750980,0.01420360,1.17632573
-5.00350175,3.67915674,0.02183181,0.37859983,1.51461095,2.16290890,0.01451242,1.15594654
-4.99749875,3.61690283,0.02165038,0.37045825,1.48682767,2.13020673,0.01479722,1.13772989
-4.99149575,3.56087066,0.02146189,0.36319714,1.46670964,2.09937024,0.01505132,1.12185420
-4.98549275,3.51112118,0.02126648,0.35681436,1.45465198,2.07028956,0.01526797,1.10842364
-4.97948974,3.46753864,0.02106320,0.35129419,1.45087026,2.04279097,0.01544057,1.09747133
-4.97348674,3.42984877,0.02085014,0.34660780,1.45539785,2.01665031,0.01556292,1.08896368
-4.96748374,3.39763820,0.02062460,0.34271385,1.46808640,1.99160615,0.01562943,1.08280560
-4.96148074,3.37037421,0.02038334,0.33955895,1.48860916,1.96737217,0.01563530,1.07884626
-4.95547774,3.34742413,0.02012287,0.33707821,1.51646719,1.94364840,0.01557677,1.07688507
-4.94947474,3.32807397,0.01983968,0.33519581,1.55099839,1.92013107,0.01545121,1.07667768
-4.94347174,3.31154614,0.01953062,0.33382579,1.59138944,1.89652108,0.01525729,1.07794211
-4.93746873,3.29701624,0.01919312,0.33287302,1.63669057,1.87253105,0.01499498,1.08036465
-4.93146573,3.28362936,0.01882546,0.33223448,1.68583349,1.84789122,0.01466565,1.08360596
-4.92546273,3.27051584,0.01842701,0.33180087,1.73765215,1.82235432,0.01427200,1.08730711
-4.91945973,3.25680718,0.01799838,0.33145866,1.79090656,1.79569979,0.01381800,1.09109594
-4.91345673,3.24165218,0.01754151,0.33109240,1.84430913,1.76773746,0.01330881,1.09459367
-4.90745373,3.22423362,0.01705971,0.33058743,1.89655348,1.73831096,0.01275057,1.09742192
-4.90145073,3.20378549,0.01655762,0.32983278,1.94634481,1.70730109,0.01215030,1.09921019
-4.89544772,3.17961064,0.01604109,0.32872427,1.99243143,1.67462900,0.01151562,1.09960366
-4.88944472,3.15109868,0.01551706,0.32716750,2.03363633,1.64025947,0.01085461,1.09827132
-4.88344172,3.11774352,0.01499331,0.32508081,2.06888785,1.60420400,0.01017554,1.09491429
-4.87743872,3.07916007,0.01447820,0.32239793,2.09724848,1.56652365,0.00948665,1.08927390
-4.87143572,3.03509938,0.01398042,0.31907008,2.11794041,1.52733145,0.00879599,1.08113952
-4.86543272,2.98546138,0.01350869,0.31506769,2.13036713,1.48679416,0.00811121,1.07035551
-4.85942971,2.93030464,0.01307145,0.31038126,2.13412981,1.44513313,0.00743936,1.05682731
-4.85342671,2.86985232,0.01267660,0.30502161,2.12903781,1.40262414,0.00678684,1.04052596
-4.84742371,2.80449391,0.01233125,0.29901931,2.11511290,1.35959592,0.00615923,1.02149112
-4.84142071,2.73478222,0.01204152,0.29242336,2.09258665,1.31642738,0.00556127,0.99983213
-4.83541771,2.66142561,0.01181237,0.28529920,2.06189122,1.27354334,0.00499681,0.97572704
-4.82941471,2.58527538,0.01164749,0.27772603,2.02364384,1.23140889,0.00446879,0.94941958
-4.82341171,2.50730863,0.01154924,0.26979375,1.97862552,1.19052242,0.00397930,0.92121407
-4.81740870,2.42860714,0.01151862,0.26159952,1.92775494,1.15140743,0.00352964,0.89146848
-4.81140570,2.35033285,0.01155537,0.25324412,1.87205858,1.11460333,0.00312031,0.86058571
-4.80540270,2.27370076,0.01165800,0.24482841,1.81263831,1.08065554,0.00275121,0.82900366
-4.79939970,2.19995025,0.01182395,0.23644983,1.75063786,1.05010498,0.00242164,0.79718417
-4.79339670,2.13031569,0.01204974,0.22819933,1.68720929,1.02347745,0.00213041,0.76560150
-4.78739370,2.06599734,0.01233114,0.22015871,1.62348093,1.00127294,0.00187599,0.73473055
-4.78139070,2.00813340,0.01266333,0.21239841,1.56052784,0.98395535,0.00165653,0.70503539
-4.77538769,1.95777402,0.01304111,0.20497602,1.49934565,0.97194266,0.00146998,0.67695834
-4.76938469,1.91585806,0.01345907,0.19793536,1.44082871,0.96559797,0.00131419,0.65091004
-4.76338169,1.88319291,0.01391171,0.19130613,1.38575279,0.96522138,0.00118690,0.62726065
-4.75737869,1.86043800,0.01439359,0.18510424,1.33476289,0.97104304,0.00108588,0.60633251
-4.75137569,1.84809212,0.01489938,0.17933253,1.28836579,0.98321744,0.00100890,0.58839427
-4.74537269,1.84648466,0.01542396,0.17398203,1.24692751,1.00181903,0.00095384,0.57365652
-4.73936968,1.85577083,0.01596243,0.16903348,1.21067502,1.02683928,0.00091865,0.56226904
-4.73336668,1.87593076,0.01651006,0.16445913,1.17970187,1.05818527,0.00090143,0.55431952
-4.72736368,1.90677219,0.01706231,0.16022465,1.15397700,1.09567988,0.00090041,0.54983368
-4.72136068,1.94793676,0.01761472,0.15629111,1.13335617,1.13906350,0.00091400,0.54877665
-4.71535768,1.99890929,0.01816289,0.15261685,1.11759528,1.18799743,0.00094078,0.55105555
-4.70935468,2.05903011,0.01870236,0.14915934,1.10636502,1.24206877,0.00097954,0.55652309
-4.70335168,2.12750979,0.01922856,0.14587680,1.09926610,1.30079690,0.00102927,0.56498204
-4.69734867,2.20344606,0.01973678,0.14272966,1.09584476,1.36364127,0.00108923,0.57619059
-4.69134567,2.28584248,0.02022211,0.13968175,1.09560787,1.43001045,0.00115891,0.58986826
-4.68534267,2.37362840,0.02067947,0.13670130,1.09803749,1.49927213,0.00123808,0.60570248
-4.67933967,2.46567983,0.02110361,0.13376168,1.10260443,1.57076393,0.00132681,0.62335559
-4.67333667,2.56084060,0.02148921,0.13084190,1.10878068,1.64380460,0.00142545,0.64247218
-4.66733367,2.65794352,0.02183096,0.12792686,1.11605054,1.71770536,0.00153467,0.66268668
-4.66133067,2.75583090,0.02212367,0.12500750,1.12392043,1.79178106,0.00165547,0.68363100
-4.65532766,2.85337401,0.02236246,0.12208062,1.13192723,1.86536087,0.00178910,0.70494221
-4.64932466,2.94949122,0.02254288,0.11914866,1.13964525,1.93779820,0.00193710,0.72626987
-4.64332166,3.04316421,0.02266109,0.11621930,1.14669182,2.00847965,0.00210124,0.74728312
-4.63731866,3.13345236,0.02271398,0.11330492,1.15273160,2.07683290,0.00228346,0.76767710
-4.63131566,3.21950472,0.02269938,0.11042203,1.15747963,2.14233340,0.00248580,0.78717870
-4.62531266,3.30056997,0.02261607,0.10759059,1.16070333,2.20450990,0.00271035,0.80555148
-4.61930965,3.37600397,0.02246396,0.10483330,1.16222344,2.26294887,0.00295912,0.82259949
-4.61330665,3.44527532,0.02224404,0.10217495,1.16191409,2.31729801,0.00323396,0.83817001
-4.60730365,3.50796888,0.02195843,0.09964166,1.15970209,2.36726882,0.00353645,0.85215510
-4.60130065,3.56378758,0.02161033,0.09726028,1.15556561,2.41263857,0.00386776,0.86449189
-4.59529765,3.61255255,0.02120391,0.09505775,1.14953214,2.45325174,0.00422861,0.87516164
-4.58929465,3.65420193,0.02074424,0.09306058,1.14167607,2.48902091,0.00461911,0.88418762
-4.58329165,3.68878820,0.02023708,0.09129437,1.13211569,2.51992724,0.00503870,0.89163181
-4.57728864,3.71647430,0.01968880,0.08978339,1.12100977,2.54602046,0.00548607,0.89759069
-4.57128564,3.73752824,0.01910613,0.08855029,1.10855362,2.56741812,0.00595914,0.90219004
-4.56528264,3.75231630,0.01849602,0.08761577,1.09497469,2.58430407,0.00645500,0.90557917
-4.55927964,3.76129451,0.01786546,0.08699834,1.08052752,2.59692570,0.00696995,0.90792449
-4.55327664,3.76499814,0.01722134,0.08671409,1.06548819,2.60558983,0.00749951,0.90940280
-4.54727364,3.76402918,0.01657028,0.08677642,1.05014809,2.61065679,0.00803850,0.91019445
-4.54127064,3.75904154,0.01591854,0.08719582,1.03480702,2.61253269,0.00858112,0.91047650
-4.53526763,3.75072393,0.01527192,0.08797953,1.01976576,2.61165946,0.00912108,0.91041608
-4.52926463,3.73978063,0.01463569,0.08913122,1.00531807,2.60850291,0.00965170,0.91016421
-4.52326163,3.72691028,0.01401457,0.09065055,0.99174229,2.60353869,0.01016610,0.90985016
-4.51725863,3.71278327,0.01341271,0.09253276,0.97929283,2.59723665,0.01065734,0.90957651
-4.51125563,3.69801831,0.01283369,0.09476822,0.96819162,2.59004390,0.01111858,0.90941508
-4.50525263,3.68315901,0.01228052,0.09734191,0.95862003,2.58236736,0.01154325,0.90940389
-4.49924962,3.66865152,0.01175572,0.10023304,0.95071143,2.57455632,0.01192520,0.90954513
-4.49324662,3.65482413,0.01126134,0.10341465,0.94454485,2.56688605,0.01225881,0.90980439
-4.48724362,3.64187012,0.01079897,0.10685335,0.94013998,2.55954329,0.01253918,0.91011103
-4.48124062,3.62983467,0.01036984,0.11050921,0.93745396,2.55261437,0.01276216,0.91035986
-4.47523762,3.61860702,0.00997481,0.11433582,0.93638014,2.54607692,0.01292448,0.91041402
-4.46923462,3.60791836,0.00961443,0.11828054,0.93674893,2.53979575,0.01302376,0.91010900
-4.46323162,3.59734616,0.00928900,0.12228504,0.93833106,2.53352331,0.01305860,0.90925782
-4.45722861,3.58632498,0.00899852,0.12628601,0.94084295,2.52690514,0.01302854,0.90765706
-4.45122561,3.57416369,0.00874276,0.13021617,0.94395438,2.51949013,0.01293407,0.90509370
-4.44522261,3.56006860,0.00852127,0.13400542,0.94729793,2.51074550,0.01277659,0.90135238
-4.43921961,3.54317167,0.00833338,0.13758227,0.95048010,2.50007581,0.01255837,0.89622310
-4.43321661,3.52256279,0.00817819,0.14087536,0.95309356,2.48684537,0.01228249,0.88950869
-4.42721361,3.49732461,0.00805459,0.14381513,0.95473007,2.47040307,0.01195275,0.88103218
-4.42121061,3.46656864,0.00796125,0.14633546,0.95499357,2.45010853,0.01157360,0.87064346
-4.41520760,3.42947076,0.00789660,0.14837540,0.95351290,2.42535833,0.01115004,0.85822512
-4.40920460,3.38530494,0.00785886,0.14988071,0.94995357,2.39561128,0.01068751,0.84369717
-4.40320160,3.33347318,0.00784601,0.15080533,0.94402822,2.36041144,0.01019181,0.82702055
-4.39719860,3.27353092,0.00785578,0.15111265,0.93550520,2.31940804,0.00966897,0.80819911
-4.39119560,3.20520637,0.00788570,0.15077649,0.92421514,2.27237120,0.00912516,0.78728021
-4.38519260,3.12841333,0.00793301,0.14978184,0.91005513,2.21920314,0.00856657,0.76435370
-4.37918959,3.04325701,0.00799475,0.14812528,0.89299056,2.15994418,0.00799930,0.73954959
-4.37318659,2.95003272,0.00806772,0.14581505,0.87305446,2.09477365,0.00742930,0.71303432
-4.36718359,2.84921776,0.00814851,0.14287080,0.85034471,2.02400571,0.00686219,0.68500605
-4.36118059,2.74145726,0.00823352,0.13932311,0.82501906,1.94808045,0.00630328,0.65568889
-4.35517759,2.62754458,0.00831901,0.13521256,0.79728853,1.86755098,0.00575740,0.62532676
-4.34917459,2.50839761,0.00840109,0.13058867,0.76740935,1.78306708,0.00522889,0.59417675
-4.34317159,2.38503215,0.00847582,0.12550863,0.73567404,1.69535649,0.00472154,0.56250253
-4.33716858,2.25853353,0.00853928,0.12003575,0.70240187,1.60520462,0.00423854,0.53056806
-4.33116558,2.13002808,0.00858759,0.11423795,0.66792925,1.51343375,0.00378246,0.49863173
-4.32516258,2.00065534,0.00861705,0.10818614,0.63260041,1.42088259,0.00335526,0.46694118
-4.31915958,1.87154238,0.00862417,0.10195255,0.59675869,1.32838714,0.00295830,0.43572909
-4.31315658,1.74378109,0.00860582,0.09560924,0.56073875,1.23676337,0.00259233,0.40520984
-4.30715358,1.61840910,0.00855929,0.08922663,0.52485994,1.14679260,0.00225757,0.37557721
