energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up
-5.55577789,0.89209699,0.16104190,0.50612808,0.00559705,0.01038539,0.22279224,0.01429100,0.25951523
-5.54977489,0.86845124,0.15355254,0.49079910,0.00526154,0.00995633,0.23434117,0.01262257,0.25088868
-5.54377189,0.85343654,0.14754043,0.48170339,0.00505182,0.00967409,0.24600788,0.01114790,0.24413418
-5.53776888,0.84630199,0.14285780,0.47840230,0.00496753,0.00953252,0.25762354,0.00985483,0.23903524
-5.53176588,0.84623678,0.13935177,0.48040755,0.00500768,0.00952406,0.26902701,0.00872968,0.23536576
-5.52576288,0.85239323,0.13686938,0.48719244,0.00517066,0.00963981,0.28006973,0.00775778,0.23289849
-5.51975988,0.86390750,0.13526212,0.49820189,0.00545422,0.00986967,0.29061996,0.00692402,0.23141252
-5.51375688,0.87991758,0.13438968,0.51286147,0.00585543,0.01020248,0.30056596,0.00621332,0.23069974
-5.50775388,0.89957828,0.13412291,0.53058525,0.00637052,0.01062612,0.30981820,0.00561107,0.23057004
-5.50175088,0.92207331,0.13434591,0.55078292,0.00699477,0.01112772,0.31831016,0.00510344,0.23085506
-5.49574787,0.94662457,0.13495730,0.57286620,0.00772233,0.01169377,0.32599808,0.00467771,0.23141049
-5.48974487,0.97249911,0.13587065,0.59625496,0.00854606,0.01231031,0.33285936,0.00432242,0.23211709
-5.48374187,0.99901404,0.13701424,0.62038335,0.00945738,0.01296315,0.33888997,0.00402755,0.23288030
-5.47773887,1.02554020,0.13833021,0.64470603,0.01044616,0.01363808,0.34410106,0.00378458,0.23362889
-5.47173587,1.05150488,0.13977331,0.66870497,0.01150065,0.01432109,0.34851487,0.00358647,0.23431266
-5.46573287,1.07639430,0.14130934,0.69189665,0.01260743,0.01499872,0.35216041,0.00342765,0.23489965
-5.45972986,1.09975620,0.14291349,0.71383987,0.01375155,0.01565827,0.35506917,0.00330397,0.23537286
-5.45372686,1.12120285,0.14456867,0.73414403,0.01491659,0.01628818,0.35727106,0.00321256,0.23572710
-5.44772386,1.14041469,0.14626406,0.75247757,0.01608497,0.01687827,0.35879113,0.00315168,0.23596579
-5.44172086,1.15714457,0.14799382,0.76857640,0.01723821,0.01742012,0.35964693,0.00312065,0.23609829
-5.43571786,1.17122241,0.14975622,0.78225176,0.01835732,0.01790731,0.35984704,0.00311962,0.23613767
-5.42971486,1.18255992,0.15155298,0.79339724,0.01942327,0.01833569,0.35939060,0.00314946,0.23609902
-5.42371186,1.19115497,0.15338906,0.80199415,0.02041748,0.01870353,0.35826790,0.00321157,0.23599848
-5.41770885,1.19709495,0.15527259,0.80811510,0.02132229,0.01901175,0.35646212,0.00330774,0.23585273
-5.41170585,1.20055858,0.15721507,0.81192499,0.02212157,0.01926387,0.35395172,0.00343996,0.23567910
-5.40570285,1.20181553,0.15923162,0.81367932,0.02280110,0.01946603,0.35071361,0.00361031,0.23549592
-5.39969985,1.20122333,0.16134126,0.81371927,0.02334910,0.01962685,0.34672656,0.00382078,0.23532316
-5.39369685,1.19922111,0.16356694,0.81246366,0.02375655,0.01975717,0.34197479,0.00407317,0.23518310
-5.38769385,1.19631994,0.16593544,0.81039768,0.02401750,0.01986976,0.33645125,0.00436891,0.23510085
-5.38169085,1.19308982,0.16847693,0.80805867,0.02412921,0.01997885,0.33016045,0.00470899,0.23510463
-5.37568784,1.19014340,0.17122416,0.80601930,0.02409222,0.02009965,0.32312058,0.00509384,0.23522574
-5.36968484,1.18811688,0.17421127,0.80486872,0.02391031,0.02024776,0.31536481,0.00552329,0.23549806
-5.36368184,1.18764896,0.17747237,0.80519243,0.02359025,0.02043856,0.30694156,0.00599649,0.23595719
-5.35767884,1.18935848,0.18103982,0.80755164,0.02314161,0.02068660,0.29791391,0.00651190,0.23663915
-5.35167584,1.19382196,0.18494233,0.81246310,0.02257630,0.02100493,0.28835803,0.00706735,0.23757894
-5.34567284,1.20155229,0.18920321,0.82038031,0.02190817,0.02140450,0.27836088,0.00766005,0.23880882
-5.33966983,1.21297950,0.19383868,0.83167708,0.02115248,0.02189367,0.26801735,0.00828675,0.24035677
-5.33366683,1.22843514,0.19885659,0.84663435,0.02032543,0.02247770,0.25742699,0.00894385,0.24224511
-5.32766383,1.24814102,0.20425565,0.86543095,0.01944360,0.02315850,0.24669067,0.00962760,0.24448949
-5.32166083,1.27220341,0.21002526,0.88813901,0.01852352,0.02393432,0.23590731,0.01033433,0.24709851
-5.31565783,1.30061315,0.21614615,0.91472436,0.01758116,0.02479980,0.22517098,0.01106068,0.25007395
-5.30965483,1.33325202,0.22259176,0.94505208,0.01663165,0.02574603,0.21456852,0.01180389,0.25341177
-5.30365183,1.36990538,0.22933050,0.97889709,0.01568894,0.02676080,0.20417777,0.01256206,0.25710388
-5.29764882,1.41028051,0.23632866,1.01595952,0.01476560,0.02782906,0.19406662,0.01333438,0.26114056
-5.29164582,1.45402999,0.24355406,1.05588398,0.01387275,0.02893346,0.18429270,0.01412139,0.26551356
-5.28564282,1.50077894,0.25098011,1.09828207,0.01302001,0.03005504,0.17490388,0.01492511,0.27021953
-5.27963982,1.55015467,0.25859010,1.14275695,0.01221558,0.03117404,0.16593932,0.01574919,0.27526369
-5.27363682,1.60181719,0.26638153,1.18892865,0.01146634,0.03227067,0.15743105,0.01659892,0.28066349
-5.26763382,1.65548868,0.27437019,1.23645884,0.01077808,0.03332606,0.14940584,0.01748116,0.28645185
-5.26163082,1.71098035,0.28259359,1.28507362,0.01015567,0.03432309,0.14188726,0.01840423,0.29267993
-5.25562781,1.76821468,0.29111369,1.33458298,0.00960335,0.03524713,0.13489763,0.01937759,0.29941897
-5.24962481,1.82724172,0.30001850,1.38489576,0.00912496,0.03608686,0.12845985,0.02041155,0.30676115
-5.24362181,1.88824811,0.30942250,1.43602900,0.00872419,0.03683471,0.12259877,0.02151683,0.31481921
-5.23761881,1.95155785,0.31946565,1.48811100,0.00840479,0.03748738,0.11734215,0.02270403,0.32372479
-5.23161581,2.01762439,0.33031089,1.54137760,0.00817074,0.03804601,0.11272105,0.02398315,0.33362541
-5.22561281,2.08701395,0.34214033,1.59616162,0.00802641,0.03851621,0.10876965,0.02536295,0.34468024
-5.21960980,2.16038059,0.35514991,1.65287563,0.00797664,0.03890787,0.10552435,0.02685044,0.35705463
-5.21360680,2.23843386,0.36954288,1.71198894,0.00802676,0.03923480,0.10302253,0.02845034,0.37091373
-5.20760380,2.32190037,0.38552219,1.77399945,0.00818253,0.03951411,0.10130063,0.03016462,0.38641532
-5.20160080,2.41148098,0.40328215,1.83940194,0.00845008,0.03976549,0.10039196,0.03199211,0.40370224
-5.19559780,2.50780550,0.42299949,1.90865405,0.00883572,0.04001034,0.10032427,0.03392825,0.42289463
-5.18959480,2.61138710,0.44482430,1.98214175,0.00934572,0.04027075,0.10111716,0.03596494,0.44408235
-5.18359180,2.72257850,0.46887109,2.06014586,0.00998608,0.04056852,0.10277957,0.03809052,0.46731795
-5.17758879,2.84153212,0.49521037,2.14281144,0.01076212,0.04092411,0.10530743,0.04028993,0.49261030
-5.17158579,2.96816608,0.52386102,2.23012137,0.01167822,0.04135561,0.10868161,0.04254496,0.51991946
-5.16558279,3.10213782,0.55478383,2.32187571,0.01273735,0.04187787,0.11286637,0.04483462,0.54915273
-5.15957979,3.24282671,0.58787642,2.41767771,0.01394069,0.04250172,0.11780830,0.04713567,0.58016222
-5.15357679,3.38932657,0.62296986,2.51692745,0.01528723,0.04323330,0.12343584,0.04942315,0.61274410
-5.14757379,3.54044875,0.65982707,2.61882332,0.01677338,0.04407371,0.12965959,0.05167105,0.64663948
-5.14157079,3.69473595,0.69814330,2.72237170,0.01839262,0.04501869,0.13637319,0.05385296,0.68153717
-5.13556778,3.85048637,0.73754871,2.82640433,0.02013521,0.04605872,0.14345494,0.05594276,0.71707804
-5.12956478,4.00578769,0.77761301,2.92960301,0.02198799,0.04717914,0.15077014,0.05791523,0.75286119
-5.12356178,4.15855973,0.81785229,3.03053068,0.02393425,0.04836065,0.15817390,0.05974672,0.78845164
-5.11755878,4.30660456,0.85773791,3.12766781,0.02595378,0.04957989,0.16551458,0.06141566,0.82338935
-5.11155578,4.44766232,0.89670721,3.21945289,0.02802299,0.05081023,0.17263757,0.06290311,0.85719961
-5.10555278,4.57947121,0.93417589,3.30432558,0.03011523,0.05202266,0.17938933,0.06419311,0.88940421
-5.09954977,4.69982944,0.96955184,3.38077103,0.03220119,0.05318684,0.18562161,0.06527304,0.91953339
-5.09354677,4.80665733,1.00224989,3.44736397,0.03424957,0.05427212,0.19119558,0.06613387,0.94713808
-5.08754377,4.89805745,1.03170721,3.50281096,0.03622771,0.05524861,0.19598584,0.06677035,0.97180208
-5.08154077,4.97237077,1.05739879,3.54598945,0.03810250,0.05608822,0.19988399,0.06718103,0.99315387
-5.07553777,5.02822690,1.07885252,3.57598232,0.03984126,0.05676558,0.20280182,0.06736836,1.01087750
-5.06953477,5.06458657,1.09566332,3.59210667,0.04141272,0.05725892,0.20467380,0.06733855,1.02472230
-5.06353177,5.08077486,1.10750569,3.59393591,0.04278803,0.05755073,0.20545890,0.06710147,1.03451079
-5.05752876,5.07650369,1.11414431,3.58131424,0.04394166,0.05762830,0.20514157,0.06667045,1.04014469
-5.05152576,5.05188261,1.11544200,3.55436296,0.04485228,0.05748406,0.20373188,0.06606197,1.04160841
-5.04552276,5.00741728,1.11136484,3.51347833,0.04550354,0.05711571,0.20126483,0.06529526,1.03896995
-5.03951976,4.94399526,1.10198393,3.45932091,0.04588461,0.05652617,0.19779881,0.06439195,1.03237909
-5.03351676,4.86285957,1.08747382,3.39279659,0.04599062,0.05572331,0.19341322,0.06337543,1.02206257
-5.02751376,4.76557052,1.06810743,3.31503000,0.04582280,0.05471958,0.18820557,0.06227033,1.00831666
-5.02151076,4.65395730,1.04424770,3.22733103,0.04538844,0.05353138,0.18228785,0.06110182,0.99149709
-5.01550775,4.53006076,1.01633610,3.13115586,0.04470065,0.05217843,0.17578267,0.05989491,0.97200682
-5.00950475,4.39606982,0.98487868,3.02806368,0.04377785,0.05068291,0.16881897,0.05867367,0.95028206
-5.00350175,4.25425370,0.95042996,2.91967096,0.04264310,0.04906869,0.16152785,0.05746050,0.92677714
-4.99749875,4.10689296,0.91357549,2.80760489,0.04132329,0.04736042,0.15403839,0.05627540,0.90194885
-4.99149575,3.95621199,0.87491390,2.69345798,0.03984818,0.04558276,0.14647377,0.05513525,0.87624101
-4.98549275,3.80431588,0.83503897,2.57874545,0.03824940,0.04375951,0.13894780,0.05405324,0.85006995
-4.97948974,3.65313424,0.79452276,2.46486728,0.03655940,0.04191302,0.13156204,0.05303842,0.82381152
-4.97348674,3.50437433,0.75390030,2.35307625,0.03481051,0.04006351,0.12440349,0.05209533,0.79779037
-4.96748374,3.35948530,0.71365661,2.24445317,0.03303394,0.03822869,0.11754302,0.05122390,0.77227182
-4.96148074,3.21963481,0.67421645,2.13989021,0.03125902,0.03642339,0.11103456,0.05041949,0.74745689
-4.95547774,3.08569873,0.63593711,2.04008255,0.02951250,0.03465945,0.10491496,0.04967314,0.72348041
-4.94947474,2.95826378,0.59910452,1.94552840,0.02781809,0.03294564,0.09920458,0.04897202,0.70041251
-4.94347174,2.83764240,0.56393256,1.85653701,0.02619606,0.03128782,0.09390849,0.04830004,0.67826307
-4.93746873,2.72389856,0.53056542,1.77324356,0.02466314,0.02968917,0.08901817,0.04763869,0.65698898
-4.93146573,2.61688246,0.49908268,1.69563000,0.02323251,0.02815047,0.08451369,0.04696787,0.63650364
-4.92546273,2.51627199,0.46950669,1.62355019,0.02191397,0.02667058,0.08036605,0.04626695,0.61668814
-4.91945973,2.42161814,0.44181167,1.55675782,0.02071420,0.02524684,0.07653983,0.04551570,0.59740340
-4.91345673,2.33239199,0.41593391,1.49493532,0.01963714,0.02387560,0.07299572,0.04469535,0.57850264
-4.90745373,2.24803026,0.39178251,1.43772232,0.01868445,0.02255262,0.06969306,0.04378945,0.55984344
-4.90145073,2.16797749,0.36925008,1.38474202,0.01785596,0.02127358,0.06659212,0.04278469,0.54129874
-4.89544772,2.09172247,0.34822273,1.33562427,0.01715014,0.02003446,0.06365610,0.04167153,0.52276626
-4.88944472,2.01882760,0.32858912,1.29002453,0.01656459,0.01883186,0.06085280,0.04044467,0.50417588
-4.88344172,1.94895012,0.31024801,1.24763799,0.01609642,0.01766326,0.05815584,0.03910327,0.48549471
-4.87743872,1.88185485,0.29311417,1.20820877,0.01574258,0.01652723,0.05554553,0.03765099,0.46672972
-4.87143572,1.81741851,0.27712263,1.17153415,0.01550019,0.01542346,0.05300930,0.03609584,0.44792792
-4.86543272,1.75562649,0.26223100,1.13746453,0.01536674,0.01435284,0.05054172,0.03444978,0.42917429
-4.85942971,1.69656299,0.24842031,1.10589953,0.01534018,0.01331739,0.04814428,0.03272822,0.41058767
-4.85342671,1.64039605,0.23569422,1.07678146,0.01541903,0.01232010,0.04582477,0.03094935,0.39231515
-4.84742371,1.58735921,0.22407712,1.05008681,0.01560241,0.01136484,0.04359657,0.02913337,0.37452521
-4.84142071,1.53773129,0.21361121,1.02581704,0.01588994,0.01045612,0.04147769,0.02730173,0.35740023
-4.83541771,1.49181618,0.20435296,1.00398948,0.01628170,0.00959890,0.03948982,0.02547625,0.34112883
-4.82941471,1.44992387,0.19636929,0.98462928,0.01677811,0.00879837,0.03765733,0.02367840,0.32589848
-4.82341171,1.41235415,0.18973357,0.96776289,0.01737982,0.00805972,0.03600632,0.02192856,0.31188869
-4.81740870,1.37938360,0.18452190,0.95341367,0.01808751,0.00738800,0.03456379,0.02024536,0.29926530
-4.81140570,1.35125669,0.18080965,0.94159968,0.01890181,0.00678792,0.03335687,0.01864523,0.28817587
-4.80540270,1.32818077,0.17866854,0.93233370,0.01982306,0.00626375,0.03241223,0.01714197,0.27874640
-4.79939970,1.31032514,0.17816426,0.92562524,0.02085124,0.00581919,0.03175563,0.01574653,0.27107948
-4.79339670,1.29782340,0.17935461,0.92148397,0.02198575,0.00545732,0.03141157,0.01446686,0.26525361
-4.78739370,1.29077852,0.18228826,0.91992438,0.02322525,0.00518063,0.03140310,0.01330797,0.26132375
-4.78139070,1.28926978,0.18700393,0.92097066,0.02456756,0.00499094,0.03175164,0.01227200,0.25932284
-4.77538769,1.29336061,0.19352995,0.92466157,0.02600947,0.00488949,0.03247695,0.01135847,0.25926394
-4.76938469,1.30310644,0.20188414,0.93105459,0.02754661,0.00487699,0.03359706,0.01056452,0.26114298
-4.76338169,1.31856180,0.21207381,0.94022881,0.02917335,0.00495369,0.03512822,0.00988529,0.26494158
-4.75737869,1.33978586,0.22409583,0.95228643,0.03088272,0.00511947,0.03708477,0.00931430,0.27062993
-4.75137569,1.36684612,0.23793662,0.96735246,0.03266628,0.00537391,0.03947902,0.00884378,0.27816938
-4.74537269,1.39981961,0.25357207,0.98557262,0.03451420,0.00571641,0.04232101,0.00846513,0.28751466
-4.73936968,1.43879192,0.27096725,1.00710960,0.03641520,0.00614630,0.04561818,0.00816922,0.29861551
-4.73336668,1.48385367,0.29007593,1.03213766,0.03835671,0.00666288,0.04937501,0.00794676,0.31141778
-4.72736368,1.53509506,0.31083993,1.06083602,0.04032496,0.00726553,0.05359249,0.00778861,0.32586385
-4.72136068,1.59259851,0.33318826,1.09338124,0.04230524,0.00795374,0.05826765,0.00768600,0.34189253
-4.71535768,1.65643002,0.35703618,1.12993904,0.04428216,0.00872720,0.06339296,0.00763078,0.35943838
-4.70935468,1.72662963,0.38228424,1.17065576,0.04623996,0.00958577,0.06895576,0.00761553,0.37843064
-4.70335168,1.80320144,0.40881730,1.21564993,0.04816297,0.01052952,0.07493772,0.00763373,0.39879191
-4.69734867,1.88610359,0.43650380,1.26500410,0.05003597,0.01155867,0.08131433,0.00767976,0.42043663
-4.69134567,1.97523870,0.46519517,1.31875715,0.05184469,0.01267356,0.08805450,0.00774899,0.44326958
-4.68534267,2.07044490,0.49472568,1.37689729,0.05357626,0.01387455,0.09512026,0.00783769,0.46718453
-4.67933967,2.17148787,0.52491264,1.43935573,0.05521966,0.01516191,0.10246661,0.00794303,0.49206317
-4.67333667,2.27805396,0.55555721,1.50600114,0.05676617,0.01653567,0.11004155,0.00806299,0.51777442
-4.66733367,2.38974467,0.58644569,1.57663500,0.05820969,0.01799544,0.11778628,0.00819620,0.54417421
-4.66133067,2.50607251,0.61735146,1.65098764,0.05954712,0.01954025,0.12563556,0.00834190,0.57110579
-4.65532766,2.62645830,0.64803754,1.72871528,0.06077854,0.02116827,0.13351837,0.00849972,0.59840068
-4.64932466,2.75023027,0.67825975,1.80939797,0.06190735,0.02287666,0.14135863,0.00866958,0.62588008
-4.64332166,2.87662481,0.70777036,1.89253864,0.06294033,0.02466129,0.14907625,0.00885153,0.65335700
-4.63731866,3.00478917,0.73632223,1.97756336,0.06388753,0.02651656,0.15658821,0.00904563,0.68063871
-4.63131566,3.13378627,0.76367335,2.06382309,0.06476212,0.02843516,0.16380992,0.00925178,0.70752978
-4.62531266,3.26260177,0.78959148,2.15059719,0.06558009,0.03040796,0.17065660,0.00946967,0.73383532
-4.61930965,3.39015353,0.81385891,2.23709880,0.06635986,0.03242384,0.17704485,0.00969862,0.75936448
-4.61330665,3.51530362,0.83627709,2.32248250,0.06712181,0.03446969,0.18289421,0.00993759,0.78393398
-4.60730365,3.63687288,0.85667090,2.40585431,0.06788768,0.03653037,0.18812875,0.01018511,0.80737158
-4.60130065,3.75365799,0.87489248,2.48628417,0.06867997,0.03858884,0.19267868,0.01043924,0.82951928
-4.59529765,3.86445088,0.89082429,2.56282090,0.06952119,0.04062632,0.19648189,0.01069766,0.85023618
-4.58929465,3.96806012,0.90438145,2.63450945,0.07043311,0.04262255,0.19948534,0.01095765,0.86940072
-4.58329165,4.06333384,0.91551299,2.70041016,0.07143599,0.04455615,0.20164635,0.01121617,0.88691242
-4.57728864,4.14918348,0.92420212,2.75961954,0.07254775,0.04640502,0.20293369,0.01146997,0.90269272
-4.57128564,4.22460769,0.93046534,2.81129189,0.07378315,0.04814687,0.20332845,0.01171565,0.91668512
-4.56528264,4.28871542,0.93435047,2.85466104,0.07515301,0.04975974,0.20282464,0.01194975,0.92885444
-4.55927964,4.34074725,0.93593359,2.88906140,0.07666350,0.05122260,0.20142944,0.01216886,0.93918527
-4.55327664,4.38009405,0.93531504,2.91394719,0.07831543,0.05251592,0.19916329,0.01236974,0.94767963
-4.54727364,4.40631206,0.93261470,2.92890915,0.08010372,0.05362228,0.19605946,0.01254931,0.95435398
-4.54127064,4.41913350,0.92796657,2.93368765,0.08201697,0.05452690,0.19216348,0.01270482,0.95923575
-4.53526763,4.41847220,0.92151318,2.92818163,0.08403718,0.05521813,0.18753212,0.01283381,0.96235947
-4.52926463,4.40442382,0.91339985,2.91245260,0.08613974,0.05568787,0.18223217,0.01293418,0.96376286
-4.52326163,4.37726044,0.90376927,2.88672344,0.08829353,0.05593188,0.17633891,0.01300420,0.96348298
-4.51725863,4.33741988,0.89275659,2.85137197,0.09046133,0.05594998,0.16993444,0.01304249,0.96155279
-4.51125563,4.28549000,0.88048537,2.80691924,0.09260050,0.05574615,0.16310584,0.01304800,0.95799827
-4.50525263,4.22218890,0.86706451,2.75401322,0.09466383,0.05532849,0.15594322,0.01302003,0.95283641
-4.49924962,4.14834183,0.85258654,2.69340850,0.09660067,0.05470913,0.14853786,0.01295811,0.94607409
-4.49324662,4.06485619,0.83712716,2.62594289,0.09835834,0.05390394,0.14098036,0.01286208,0.93770817
