energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.49574787,3.70088693,0.00862272,0.36678037,0.35628750,3.64312236,1.93452228,0.03232297,0.92914121
-5.48974487,3.73704433,0.00878603,0.37148385,0.36384465,3.62288879,1.95523984,0.03268780,0.94294866
-5.48374187,3.76335736,0.00894356,0.37503711,0.37038441,3.58762680,1.97183546,0.03293448,0.95410367
-5.47773887,3.77998478,0.00908991,0.37749511,0.37584836,3.53819024,1.98436064,0.03306179,0.96258690
-5.47173587,3.78727202,0.00921970,0.37893182,0.38018932,3.47569908,1.99294672,0.03307153,0.96843093
-5.46573287,3.78572264,0.00932777,0.37943613,0.38337030,3.40149913,1.99779060,0.03296822,0.97171411
-5.45972986,3.77596448,0.00940934,0.37910750,0.38536342,3.31711498,1.99913796,0.03275879,0.97255293
-5.45372686,3.75871232,0.00946022,0.37805124,0.38614904,3.22419829,1.99726499,0.03245210,0.97109336
-5.44772386,3.73472899,0.00947693,0.37637403,0.38571500,3.12447370,1.99245964,0.03205846,0.96750151
-5.44172086,3.70478713,0.00945679,0.37417947,0.38405620,3.01968448,1.98500351,0.03158909,0.96195425
-5.43571786,3.66963334,0.00939804,0.37156420,0.38117453,2.91154021,1.97515530,0.03105560,0.95463023
-5.42971486,3.62995636,0.00929984,0.36861443,0.37707907,2.80166846,1.96313672,0.03046954,0.94570166
-5.42371186,3.58636080,0.00916229,0.36540318,0.37178653,2.69157199,1.94912137,0.02984185,0.93532729
-5.41770885,3.53934721,0.00898642,0.36198825,0.36532203,2.58259306,1.93322732,0.02918257,0.92364687
-5.41170585,3.48929921,0.00877407,0.35841094,0.35771985,2.47588560,1.91551330,0.02850049,0.91077722
-5.40570285,3.43647785,0.00852784,0.35469547,0.34902430,2.37239597,1.89597880,0.02780290,0.89681007
-5.39969985,3.38102299,0.00825095,0.35084926,0.33929043,2.27285234,1.87456766,0.02709554,0.88181158
-5.39369685,3.32296118,0.00794715,0.34686379,0.32858455,2.17776264,1.85117497,0.02638252,0.86582350
-5.38769385,3.26221933,0.00762053,0.34271608,0.31698444,2.08742043,1.82565668,0.02566636,0.84886578
-5.38169085,3.19864299,0.00727541,0.33837077,0.30457921,2.00191793,1.79784131,0.02494817,0.83094040
-5.37568784,3.13201827,0.00691620,0.33378255,0.29146865,1.92116532,1.76754318,0.02422781,0.81203605
-5.36968484,3.06209613,0.00654726,0.32889895,0.27776226,1.84491490,1.73457630,0.02350413,0.79213359
-5.36368184,2.98861774,0.00617280,0.32366339,0.26357780,1.77278909,1.69876849,0.02277529,0.77121169
-5.35767884,2.91133982,0.00579680,0.31801832,0.24903948,1.70431078,1.65997490,0.02203900,0.74925257
-5.35167584,2.83005890,0.00542291,0.31190837,0.23427585,1.63893488,1.61809045,0.02129283,0.72624748
-5.34567284,2.74463343,0.00505440,0.30528345,0.21941758,1.57607977,1.57306077,0.02053451,0.70220164
-5.33966983,2.65500312,0.00469412,0.29810167,0.20459506,1.51515745,1.52489116,0.01976216,0.67713857
-5.33366683,2.56120467,0.00434454,0.29033195,0.18993610,1.45560156,1.47365341,0.01897452,0.65110349
-5.32766383,2.46338366,0.00400765,0.28195634,0.17556379,1.39689220,1.41949019,0.01817111,0.62416581
-5.32166083,2.36180206,0.00368510,0.27297183,0.16159456,1.33857702,1.36261707,0.01735234,0.59642054
-5.31565783,2.25684152,0.00337813,0.26339175,0.14813662,1.28028801,1.30332200,0.01651964,0.56798873
-5.30965483,2.14900227,0.00308765,0.25324654,0.13528876,1.22175367,1.24196260,0.01567540,0.53901689
-5.30365183,2.03889794,0.00281429,0.24258402,0.12313960,1.16280647,1.17896115,0.01482301,0.50967541
-5.29764882,1.92724655,0.00255842,0.23146903,0.11176722,1.10338568,1.11479773,0.01396680,0.48015617
-5.29164582,1.81485828,0.00232023,0.21998251,0.10123924,1.04353578,1.05000171,0.01311187,0.45066949
-5.28564282,1.70262038,0.00209975,0.20822009,0.09161324,0.98340088,0.98514195,0.01226406,0.42144040
-5.27963982,1.59147988,0.00189690,0.19629012,0.08293745,0.92321573,0.92081598,0.01142971,0.39270458
-5.27363682,1.48242488,0.00171152,0.18431135,0.07525170,0.86329384,0.85763862,0.01061557,0.36470403
-5.26763382,1.37646494,0.00154342,0.17241033,0.06858842,0.80401368,0.79623040,0.00982858,0.33768259
-5.26163082,1.27461127,0.00139238,0.16071848,0.06297379,0.74580340,0.73720599,0.00907575,0.31188159
-5.25562781,1.17785739,0.00125821,0.14936919,0.05842868,0.68912513,0.68116312,0.00836397,0.28753571
-5.24962481,1.08716065,0.00114073,0.13849485,0.05496957,0.63445935,0.62867214,0.00769990,0.26486903
-5.24362181,1.00342524,0.00103980,0.12822392,0.05260923,0.58229010,0.58026642,0.00708979,0.24409162
-5.23761881,0.92748688,0.00095534,0.11867830,0.05135714,0.53309155,0.53643383,0.00653941,0.22539650
-5.23161581,0.86009951,0.00088730,0.10997085,0.05121961,0.48731629,0.49760934,0.00605393,0.20895711
-5.22561281,0.80192401,0.00083573,0.10220323,0.05219968,0.44538573,0.46416874,0.00563787,0.19492530
-5.21960980,0.75351916,0.00080072,0.09546412,0.05429669,0.40768270,0.43642357,0.00529499,0.18342981
-5.21360680,0.71533457,0.00078242,0.08982775,0.05750567,0.37454621,0.41461712,0.00502831,0.17457520
-5.20760380,0.68770564,0.00078108,0.08535275,0.06181652,0.34626850,0.39892154,0.00484000,0.16844123
-5.20160080,0.67085043,0.00079699,0.08208148,0.06721313,0.32309378,0.38943591,0.00473143,0.16508258
-5.19559780,0.66486817,0.00083056,0.08003948,0.07367249,0.30521888,0.38618534,0.00470309,0.16452896
-5.18959480,0.66973953,0.00088223,0.07923541,0.08116394,0.29279497,0.38912095,0.00475463,0.16678548
-5.18359180,0.68532838,0.00095258,0.07966120,0.08964848,0.28593046,0.39812079,0.00488483,0.17183333
-5.17758879,0.71138525,0.00104224,0.08129239,0.09907854,0.28469437,0.41299183,0.00509163,0.17963070
-5.17158579,0.74755229,0.00115197,0.08408887,0.10939791,0.28912009,0.43347293,0.00537212,0.19011398
-5.16558279,0.79337001,0.00128261,0.08799568,0.12054221,0.29920906,0.45923907,0.00572257,0.20319921
-5.15957979,0.84828587,0.00143513,0.09294420,0.13243972,0.31493426,0.48990680,0.00613849,0.21878385
-5.15357679,0.91166466,0.00161058,0.09885344,0.14501264,0.33624331,0.52504111,0.00661463,0.23674875
-5.14757379,0.98280095,0.00181014,0.10563164,0.15817873,0.36306096,0.56416376,0.00714510,0.25696055
-5.14157079,1.06093346,0.00203506,0.11317801,0.17185328,0.39529102,0.60676305,0.00772342,0.27927427
-5.13556778,1.14526117,0.00228668,0.12138474,0.18595127,0.43281761,0.65230497,0.00834264,0.30353618
-5.12956478,1.23496115,0.00256641,0.13013913,0.20038966,0.47550582,0.70024567,0.00899546,0.32958688
-5.12356178,1.32920744,0.00287566,0.13932588,0.21508954,0.52320174,0.75004486,0.00967438,0.35726452
-5.11755878,1.42719067,0.00321581,0.14882947,0.22997821,0.57573188,0.80117979,0.01037183,0.38640800
-5.11155578,1.52813765,0.00358817,0.15853653,0.24499073,0.63290224,0.85315950,0.01108041,0.41686015
-5.10555278,1.63133013,0.00399390,0.16833820,0.26007118,0.69449676,0.90553856,0.01179298,0.44847052
-5.09954977,1.73612195,0.00443391,0.17813231,0.27517317,0.76027556,0.95792985,0.01250291,0.48109795
-5.09354677,1.84195366,0.00490881,0.18782535,0.29025974,0.82997278,1.01001577,0.01320421,0.51461245
-5.08754377,1.94836386,0.00541878,0.19733412,0.30530259,0.90329430,1.06155708,0.01389171,0.54889652
-5.08154077,2.05499645,0.00596350,0.20658696,0.32028061,0.97991532,1.11239908,0.01456114,0.58384566
-5.07553777,2.16160334,0.00654206,0.21552462,0.33517781,1.05947798,1.16247442,0.01520930,0.61936812
-5.06953477,2.26804220,0.00715285,0.22410054,0.34998078,1.14158924,1.21180242,0.01583405,0.65538376
-5.06353177,2.37426925,0.00779352,0.23228064,0.36467583,1.22581909,1.26048459,0.01643435,0.69182225
-5.05752876,2.48032733,0.00846094,0.24004270,0.37924607,1.31169951,1.30869655,0.01701024,0.72862058
-5.05152576,2.58632970,0.00915119,0.24737520,0.39366854,1.39872421,1.35667646,0.01756277,0.76572011
-5.04552276,2.69244041,0.00985957,0.25427579,0.40791171,1.48634965,1.40471048,0.01809383,0.80306333
-5.03951976,2.79885229,0.01058064,0.26074954,0.42193353,1.57399746,1.45311591,0.01860607,0.84059068
-5.03351676,2.90576373,0.01130841,0.26680691,0.43568022,1.66105860,1.50222270,0.01910269,0.87823754
-5.02751376,3.01335562,0.01203640,0.27246171,0.44908598,1.74689934,1.55235430,0.01958721,0.91593184
-5.02151076,3.12176972,0.01275788,0.27772917,0.46207362,1.83086935,1.60380870,0.02006331,0.95359229
-5.01550775,3.23108974,0.01346610,0.28262401,0.47455622,1.91231175,1.65684070,0.02053463,0.99112768
-5.00950475,3.34132627,0.01415450,0.28715901,0.48643980,1.99057511,1.71164621,0.02100452,1.02843714
-5.00350175,3.45240624,0.01481708,0.29134369,0.49762674,2.06502713,1.76834932,0.02147598,1.06541154
-4.99749875,3.56416766,0.01544857,0.29518360,0.50801995,2.13506959,1.82699278,0.02195143,1.10193592
-4.99149575,3.67635956,0.01604479,0.29867982,0.51752742,2.20015403,1.88753232,0.02243272,1.13789282
-4.98549275,3.78864709,0.01660287,0.30182904,0.52606694,2.25979756,1.94983475,0.02292103,1.17316633
-4.97948974,3.90062116,0.01712145,0.30462388,0.53357073,2.31359789,2.01368011,0.02341686,1.20764639
-4.97348674,4.01181167,0.01760084,0.30705359,0.53998952,2.36124692,2.07876727,0.02392013,1.24123315
-4.96748374,4.12170337,0.01804312,0.30910490,0.54529598,2.40254188,2.14472263,0.02443017,1.27384096
-4.96148074,4.22975274,0.01845217,0.31076305,0.54948716,2.43739341,2.21111124,0.02494588,1.30540147
-4.95547774,4.33540489,0.01883352,0.31201283,0.55258571,2.46582970,2.27744958,0.02546578,1.33586561
-4.94947474,4.43810884,0.01919428,0.31283958,0.55463978,2.48799620,2.34321915,0.02598813,1.36520416
-4.94347174,4.53733028,0.01954282,0.31323003,0.55572156,2.50415073,2.40788017,0.02651102,1.39340659
-4.93746873,4.63256072,0.01988848,0.31317293,0.55592448,2.51465359,2.47088453,0.02703245,1.42047819
-4.93146573,4.72332258,0.02024117,0.31265957,0.55535910,2.51995314,2.53168743,0.02755034,1.44643547
-4.92546273,4.80916999,0.02061092,0.31168387,0.55414804,2.52056722,2.58975738,0.02806257,1.47130015
-4.91945973,4.88968561,0.02100741,0.31024243,0.55242001,2.51706116,2.64458415,0.02856690,1.49509185
-4.91345673,4.96447389,0.02143945,0.30833425,0.55030345,2.51002332,2.69568468,0.02906099,1.51782016
-4.90745373,5.03315202,0.02191456,0.30596043,0.54791996,2.50003955,2.74260720,0.02954223,1.53947641
-4.90145073,5.09533967,0.02243851,0.30312365,0.54537799,2.48766764,2.78493373,0.03000769,1.56002596
-4.89544772,5.15064883,0.02301495,0.29982784,0.54276710,2.47341336,2.82228155,0.03045399,1.57940142
-4.88944472,5.19867556,0.02364511,0.29607768,0.54015315,2.45770930,2.85430414,0.03087719,1.59749761
-4.88344172,5.23899468,0.02432763,0.29187847,0.53757471,2.44089782,2.88069208,0.03127274,1.61416853
-4.87743872,5.27115885,0.02505847,0.28723596,0.53504087,2.42321908,2.90117468,0.03163542,1.62922709
-4.87143572,5.29470286,0.02583095,0.28215653,0.53253067,2.40480495,2.91552249,0.03195934,1.64244748
-4.86543272,5.30915365,0.02663588,0.27664750,0.52999412,2.38567916,2.92355118,0.03223799,1.65357064
-4.85942971,5.31404591,0.02746188,0.27071769,0.52735482,2.36576383,2.92512689,0.03246436,1.66231246
-4.85342671,5.30894311,0.02829569,0.26437816,0.52451408,2.34489189,2.92017290,0.03263112,1.66837461
-4.84742371,5.29346265,0.02912265,0.25764302,0.52135626,2.32282488,2.90867727,0.03273084,1.67145734
-4.84142071,5.26730392,0.02992719,0.25053035,0.51775506,2.29927492,2.89070116,0.03275625,1.67127384
-4.83541771,5.23027755,0.03069342,0.24306311,0.51358050,2.27392971,2.86638688,0.03270056,1.66756517
-4.82941471,5.18233373,0.03140562,0.23526992,0.50870608,2.24647882,2.83596514,0.03255775,1.66011514
-4.82341171,5.12358763,0.03204888,0.22718575,0.50301582,2.21664007,2.79976053,0.03232294,1.64876414
-4.81740870,5.05433992,0.03260950,0.21885230,0.49641074,2.18418397,2.75819449,0.03199262,1.63342115
-4.81140570,4.97509054,0.03307553,0.21031811,0.48881454,2.14895509,2.71178505,0.03156497,1.61407320
-4.80540270,4.88654432,0.03343704,0.20163841,0.48017799,2.11088890,2.66114274,0.03104003,1.59079160
-4.79939970,4.78960740,0.03368647,0.19287449,0.47048200,2.07002316,2.60696248,0.03041986,1.56373468
-4.79339670,4.68537418,0.03381874,0.18409285,0.45973910,2.02650316,2.55001123,0.02970859,1.53314654
-4.78739370,4.57510482,0.03383134,0.17536386,0.44799332,1.98058063,2.49111176,0.02891239,1.49935205
-4.78139070,4.46019420,0.03372426,0.16676028,0.43531853,1.93260627,2.43112299,0.02803940,1.46274823
-4.77538769,4.34213371,0.03349990,0.15835543,0.42181534,1.88301665,2.37091772,0.02709950,1.42379232
-4.76938469,4.22246756,0.03316282,0.15022123,0.40760676,1.83231613,2.31135874,0.02610411,1.38298732
-4.76338169,4.10274607,0.03271947,0.14242617,0.39283294,1.78105499,2.25327461,0.02506585,1.34086563
-4.75737869,3.98447824,0.03217788,0.13503329,0.37764526,1.72980518,2.19743619,0.02399818,1.29797165
-4.75137569,3.86908605,0.03154733,0.12809820,0.36220012,1.67913503,2.14453540,0.02291505,1.25484422
-4.74537269,3.75786307,0.03083795,0.12166742,0.34665281,1.62958454,2.09516726,0.02183048,1.21199977
-4.73936968,3.65193944,0.03006041,0.11577691,0.33115176,1.58164244,2.04981625,0.02075819,1.16991702
-4.73336668,3.55225489,0.02922559,0.11045092,0.31583346,1.53572651,2.00884788,0.01971124,1.12902386
-4.72736368,3.45954121,0.02834430,0.10570134,0.30081829,1.49216805,1.97250564,0.01870173,1.08968698
-4.72136068,3.37431469,0.02742704,0.10152743,0.28620745,1.45120128,1.94091385,0.01774048,1.05220469
-4.71535768,3.29687870,0.02648377,0.09791595,0.27208112,1.41295809,1.91408580,0.01683684,1.01680305
-4.70935468,3.22733578,0.02552384,0.09484185,0.25849774,1.37746834,1.89193685,0.01599855,0.98363532
-4.70335168,3.16560817,0.02455578,0.09226929,0.24549456,1.34466538,1.87430154,0.01523159,0.95278463
-4.69734867,3.11146525,0.02358736,0.09015302,0.23308924,1.31439648,1.86095353,0.01454016,0.92426945
-4.69134567,3.06455596,0.02262544,0.08844016,0.22128231,1.28643731,1.85162719,0.01392672,0.89805151
-4.68534267,3.02444414,0.02167606,0.08707210,0.21006039,1.26050968,1.84603934,0.01339202,0.87404561
-4.67933967,2.99064457,0.02074441,0.08598667,0.19939986,1.23630142,1.84390987,0.01293522,0.85213061
-4.67333667,2.96265764,0.01983487,0.08512028,0.18927079,1.21348748,1.84497994,0.01255407,0.83216119
-4.66733367,2.94000076,0.01895104,0.08441011,0.17964086,1.19175100,1.84902667,0.01224500,0.81397970
-4.66133067,2.92223503,0.01809580,0.08379617,0.17047907,1.17080349,1.85587357,0.01200340,0.79742746
-4.65532766,2.90898581,0.01727130,0.08322320,0.16175909,1.15040313,1.86539608,0.01182378,0.78235525
-4.64932466,2.89995671,0.01647903,0.08264232,0.15346198,1.13037054,1.87752211,0.01169999,0.76863248
-4.64332166,2.89493653,0.01571984,0.08201243,0.14557837,1.11060123,1.89222782,0.01162545,0.75615464
-4.63731866,2.89379943,0.01499400,0.08130122,0.13810977,1.09107456,1.90952884,0.01159332,0.74484914
-4.63131566,2.89649887,0.01430120,0.08048592,0.13106922,1.07185866,1.92946799,0.01159679,0.73467906
-4.62531266,2.90305616,0.01364060,0.07955356,0.12448115,1.05311154,1.95210022,0.01162917,0.72564507
-4.61930965,2.91354473,0.01301092,0.07850103,0.11838054,1.03507809,1.97747587,0.01168414,0.71778533
-4.61330665,2.92807136,0.01241047,0.07733467,0.11281141,1.01808346,2.00562358,0.01175588,0.71117362
-4.60730365,2.94675562,0.01183723,0.07606961,0.10782485,1.00252286,2.03653366,0.01183921,0.70591569
-4.60130065,2.96970864,0.01128895,0.07472878,0.10347649,0.98884831,2.07014322,0.01192968,0.70214408
-4.59529765,2.99701247,0.01076325,0.07334174,0.09982382,0.97755266,2.10632374,0.01202367,0.70001151
-4.58929465,3.02870072,0.01025770,0.07194322,0.09692310,0.96915148,2.14487176,0.01211844,0.69968309
-4.58329165,3.06474140,0.00976998,0.07057160,0.09482638,0.96416333,2.18550319,0.01221211,0.70132761
-4.57728864,3.10502229,0.00929793,0.06926725,0.09357849,0.96308900,2.22785128,0.01230366,0.70510806
-4.57128564,3.14933935,0.00883972,0.06807084,0.09321411,0.96639043,2.27146838,0.01239288,0.71117180
-4.56528264,3.19738822,0.00839390,0.06702166,0.09375523,0.97446996,2.31583101,0.01248026,0.71964057
-4.55927964,3.24875898,0.00795949,0.06615600,0.09520885,0.98765062,2.36034814,0.01256689,0.73060082
-4.55327664,3.30293415,0.00753607,0.06550568,0.09756519,1.00615823,2.40437185,0.01265429,0.74409469
-4.54727364,3.35928992,0.00712382,0.06509676,0.10079637,1.03010615,2.44721011,0.01274429,0.76011199
-4.54127064,3.41710071,0.00672352,0.06494840,0.10485569,1.05948312,2.48814095,0.01283884,0.77858374
-4.53526763,3.47554696,0.00633655,0.06507208,0.10967754,1.09414522,2.52642753,0.01293984,0.79937756
-4.52926463,3.53372629,0.00596489,0.06547104,0.11517799,1.13381227,2.56133377,0.01304902,0.82229537
-4.52326163,3.59066812,0.00561109,0.06614004,0.12125600,1.17806910,2.59213995,0.01316776,0.84707362
-4.51725863,3.64535166,0.00527813,0.06706549,0.12779535,1.22637213,2.61815828,0.01329700,0.87338637
-4.51125563,3.69672726,0.00496943,0.06822589,0.13466717,1.27806114,2.63874801,0.01343717,0.90085123
-4.50525263,3.74374092,0.00468868,0.06959254,0.14173307,1.33237604,2.65332997,0.01358814,0.92903822
-4.49924962,3.78536161,0.00443979,0.07113055,0.14884870,1.38847830,2.66140050,0.01374926,0.95748121
-4.49324662,3.82061067,0.00422673,0.07280017,0.15586772,1.44547616,2.66254446,0.01391934,0.98569174
