energy_ev,total_up,Co_p_up,Co_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.67583792,4.47918650,0.31622154,0.23245519,2.23180582,2.18937915,0.00359496,1.12672219,0.71230193,0.00000000
-5.66983492,4.39309122,0.30203140,0.22216397,2.21635175,2.15453165,0.00342732,1.11761047,0.68205513,0.00000000
-5.66383192,4.29423223,0.28758534,0.21196689,2.19143483,2.11392487,0.00327119,1.10423802,0.65092536,0.00000000
-5.65782891,4.18432899,0.27305614,0.20201623,2.15754213,2.06834861,0.00313108,1.08692161,0.61930613,0.00000000
-5.65182591,4.06532218,0.25862861,0.19246543,2.11536427,2.01868015,0.00301114,1.06605303,0.58761166,0.00000000
-5.64582291,3.93932228,0.24449448,0.18346491,2.06577228,1.96586302,0.00291503,1.04208848,0.55626555,0.00000000
-5.63981991,3.80855302,0.23084735,0.17515789,2.00978826,1.91088331,0.00284585,1.01553556,0.52568976,0.00000000
-5.63381691,3.67529149,0.21787786,0.16767664,1.94855153,1.85474422,0.00280604,0.98693842,0.49629413,0.00000000
-5.62781391,3.54180719,0.20576912,0.16113887,1.88328137,1.79843972,0.00279731,0.95686171,0.46846687,0.00000000
-5.62181091,3.41030203,0.19469271,0.15564477,1.81523821,1.74292835,0.00282059,0.92587382,0.44256616,0.00000000
-5.61580790,3.28285363,0.18480514,0.15127447,1.74568481,1.68910795,0.00287603,0.89453023,0.41891321,0.00000000
-5.60980490,3.16136405,0.17624502,0.14808613,1.67584905,1.63779260,0.00296292,0.86335776,0.39778676,0.00000000
-5.60380190,3.04751578,0.16913079,0.14611473,1.60689003,1.58969255,0.00307977,0.83284013,0.37941926,0.00000000
-5.59779890,2.94273680,0.16355927,0.14537150,1.53986864,1.54539804,0.00322427,0.80340582,0.36399463,0.00000000
-5.59179590,2.84817584,0.15960476,0.14584415,1.47572373,1.50536779,0.00339339,0.77541834,0.35164770,0.00000000
-5.58579290,2.76468868,0.15731889,0.14749772,1.41525475,1.46992252,0.00358342,0.74916955,0.34246517,0.00000000
-5.57978989,2.69283580,0.15673107,0.15027626,1.35911105,1.43924379,0.00379004,0.72487613,0.33648799,0.00000000
-5.57378689,2.63289105,0.15784946,0.15410500,1.30778812,1.41337824,0.00400847,0.70267920,0.33371509,0.00000000
-5.56778389,2.58486067,0.16066250,0.15889331,1.26163027,1.39224672,0.00423354,0.68264698,0.33410812,0.00000000
-5.56178089,2.54851121,0.16514088,0.16453794,1.22083914,1.37565797,0.00445984,0.66478023,0.33759713,0.00000000
-5.55577789,2.52340481,0.17123975,0.17092684,1.18548720,1.36332595,0.00468188,0.64902000,0.34408678,0.00000000
-5.54977489,2.50893967,0.17890131,0.17794307,1.15553497,1.35488984,0.00489424,0.63525706,0.35346291,0.00000000
-5.54377189,2.50439347,0.18805746,0.18546888,1.13085075,1.34993575,0.00509169,0.62334266,0.36559918,0.00000000
-5.53776888,2.50896744,0.19863249,0.19338971,1.11123140,1.34801882,0.00526936,0.61309959,0.38036337,0.00000000
-5.53176588,2.52182866,0.21054574,0.20159795,1.09642311,1.34868467,0.00542288,0.60433330,0.39762319,0.00000000
-5.52576288,2.54214849,0.22371405,0.20999625,1.08614056,1.35148913,0.00554852,0.59684218,0.41725122,0.00000000
-5.51975988,2.56913528,0.23805392,0.21850036,1.08008379,1.35601533,0.00564327,0.59042673,0.43912878,0.00000000
-5.51375688,2.60205981,0.25348327,0.22704118,1.07795177,1.36188734,0.00570491,0.58489706,0.46314848,0.00000000
-5.50775388,2.64027264,0.26992278,0.23556612,1.07945214,1.36877998,0.00573210,0.58007858,0.48921534,0.00000000
-5.50175088,2.68321258,0.28729659,0.24403947,1.08430698,1.37642441,0.00572438,0.57581574,0.51724638,0.00000000
-5.49574787,2.73040661,0.30553249,0.25244201,1.09225458,1.38460967,0.00568215,0.57197375,0.54716858,0.00000000
-5.48974487,2.78146165,0.32456141,0.26076960,1.10304748,1.39318016,0.00560667,0.56843857,0.57891543,0.00000000
-5.48374187,2.83604921,0.34431644,0.26903109,1.11644752,1.40202984,0.00549993,0.56511527,0.61242202,0.00000000
-5.47773887,2.89388430,0.36473111,0.27724536,1.13221839,1.41109340,0.00536461,0.56192524,0.64761911,0.00000000
-5.47173587,2.95470041,0.38573741,0.28543792,1.15011687,1.42033556,0.00520393,0.55880252,0.68442626,0.00000000
-5.46573287,3.01822227,0.40726326,0.29363700,1.16988336,1.42973895,0.00502153,0.55568978,0.72274461,0.00000000
-5.45972986,3.08413857,0.42922994,0.30186950,1.19123302,1.43929167,0.00482134,0.55253419,0.76244952,0.00000000
-5.45372686,3.15207636,0.45154938,0.31015695,1.21384805,1.44897529,0.00460741,0.54928373,0.80338372,0.00000000
-5.44772386,3.22157903,0.47412171,0.31851165,1.23737216,1.45875396,0.00438379,0.54588408,0.84535131,0.00000000
-5.44172086,3.29208951,0.49683316,0.32693333,1.26140767,1.46856531,0.00415442,0.54227647,0.88811312,0.00000000
-5.43571786,3.36293962,0.51955451,0.33540642,1.28551568,1.47831368,0.00392296,0.53839648,0.93138380,0.00000000
-5.42971486,3.43334681,0.54214042,0.34389813,1.30921959,1.48786589,0.00369274,0.53417396,0.97483108,0.00000000
-5.42371186,3.50241849,0.56442958,0.35235747,1.33201182,1.49704991,0.00346670,0.52953398,1.01807736,0.00000000
-5.41770885,3.56916410,0.58624602,0.36071527,1.35336360,1.50565622,0.00324728,0.52439873,1.06070393,0.00000000
-5.41170585,3.63251450,0.60740153,0.36888533,1.37273736,1.51344198,0.00303646,0.51869014,1.10225768,0.00000000
-5.40570285,3.69134804,0.62769919,0.37676649,1.38960124,1.52013752,0.00283571,0.51233309,1.14226034,0.00000000
-5.39969985,3.74452206,0.64693804,0.38424578,1.40344487,1.52545503,0.00264604,0.50525887,1.18022001,0.00000000
-5.39369685,3.79090866,0.66491869,0.39120230,1.41379587,1.52909870,0.00246803,0.49740878,1.21564451,0.00000000
-5.38769385,3.82943283,0.68144971,0.39751182,1.42023604,1.53077614,0.00230187,0.48873746,1.24805616,0.00000000
-5.38169085,3.85911164,0.69635448,0.40305185,1.42241675,1.53021020,0.00214744,0.47921586,1.27700739,0.00000000
-5.37568784,3.87909216,0.70947828,0.40770685,1.42007246,1.52715088,0.00200435,0.46883361,1.30209636,0.00000000
-5.36968484,3.88868684,0.72069525,0.41137348,1.41303204,1.52138654,0.00187203,0.45760075,1.32298206,0.00000000
-5.36368184,3.88740415,0.72991470,0.41396548,1.40122710,1.51275412,0.00174982,0.44554855,1.33939806,0.00000000
-5.35767884,3.87497329,0.73708663,0.41541803,1.38469711,1.50114761,0.00163696,0.43272963,1.35116403,0.00000000
-5.35167584,3.85136150,0.74220592,0.41569130,1.36359087,1.48652462,0.00153275,0.41921713,1.35819475,0.00000000
-5.34567284,3.81678291,0.74531492,0.41477300,1.33816436,1.46891040,0.00143648,0.40510319,1.36050558,0.00000000
-5.33966983,3.77169839,0.74650430,0.41267975,1.30877494,1.44839944,0.00134756,0.39049670,1.35821441,0.00000000
-5.33366683,3.71680598,0.74591174,0.40945725,1.27587203,1.42515412,0.00126550,0.37552051,1.35153952,0.00000000
-5.32766383,3.65302219,0.74371868,0.40517911,1.23998469,1.39940075,0.00118993,0.36030809,1.34079345,0.00000000
-5.32166083,3.58145452,0.74014497,0.39994440,1.20170641,1.37142283,0.00112059,0.34499998,1.32637294,0.00000000
-5.31565783,3.50336637,0.73544159,0.39387403,1.16167772,1.34155201,0.00105736,0.32973996,1.30874533,0.00000000
-5.30965483,3.42013550,0.72988173,0.38710614,1.12056725,1.31015691,0.00100019,0.31467129,1.28843187,0.00000000
-5.30365183,3.33320782,0.72375059,0.37979057,1.07905178,1.27763038,0.00094914,0.29993291,1.26598871,0.00000000
-5.29764882,3.24404829,0.71733426,0.37208286,1.03779615,1.24437576,0.00090431,0.28565592,1.24198631,0.00000000
-5.29164582,3.15409118,0.71090826,0.36413795,0.99743362,1.21079261,0.00086583,0.27196041,1.21698831,0.00000000
-5.28564282,3.06469166,0.70472619,0.35610389,0.95854742,1.17726281,0.00083381,0.25895252,1.19153072,0.00000000
-5.27963982,2.97708092,0.69900911,0.34811594,0.92165411,1.14413738,0.00080837,0.24672221,1.16610250,0.00000000
-5.27363682,2.89232677,0.69393613,0.34029127,0.88718941,1.11172489,0.00078953,0.23534130,1.14112833,0.00000000
-5.26763382,2.81130146,0.68963673,0.33272461,0.85549684,1.08028187,0.00077724,0.22486226,1.11695453,0.00000000
-5.26163082,2.73465813,0.68618513,0.32548501,0.82681977,1.05000567,0.00077137,0.21531746,1.09383865,0.00000000
-5.25562781,2.66281682,0.68359710,0.31861390,0.80129691,1.02103017,0.00077166,0.20671907,1.07194330,0.00000000
-5.24962481,2.59596066,0.68182938,0.31212447,0.77896158,0.99342450,0.00077771,0.19905949,1.05133439,0.00000000
-5.24362181,2.53404232,0.68078172,0.30600253,0.75974457,0.96719473,0.00078902,0.19231235,1.03198392,0.00000000
-5.23761881,2.47680022,0.68030158,0.30020865,0.74348063,0.94228866,0.00080495,0.18643403,1.01377703,0.00000000
-5.23161581,2.42378368,0.68019114,0.29468155,0.72991809,0.91860308,0.00082476,0.18136559,0.99652291,0.00000000
-5.22561281,2.37438579,0.68021654,0.28934248,0.71873136,0.89599357,0.00084760,0.17703518,0.97996908,0.00000000
-5.21960980,2.32788238,0.68011866,0.28410046,0.70953586,0.87428602,0.00087253,0.17336073,0.96381812,0.00000000
-5.21360680,2.28347517,0.67962525,0.27885800,0.70190449,0.85328948,0.00089857,0.17025294,0.94774617,0.00000000
-5.20760380,2.24033735,0.67846366,0.27351706,0.69538541,0.83280976,0.00092471,0.16761839,0.93142222,0.00000000
-5.20160080,2.19765931,0.67637371,0.26798505,0.68952009,0.81266307,0.00094991,0.16536277,0.91452722,0.00000000
-5.19559780,2.15469286,0.67312016,0.26218033,0.68386117,0.79268931,0.00097319,0.16339414,0.89677224,0.00000000
-5.18959480,2.11079194,0.66850426,0.25603735,0.67798941,0.77276422,0.00099361,0.16162604,0.87791488,0.00000000
-5.18359180,2.06544837,0.66237385,0.24951086,0.67152916,0.75281019,0.00101033,0.15998045,0.85777325,0.00000000
-5.17758879,2.01832144,0.65463177,0.24257924,0.66416181,0.73280514,0.00102260,0.15839046,0.83623699,0.00000000
-5.17158579,1.96926028,0.64524213,0.23524680,0.65563678,0.71278926,0.00102983,0.15680262,0.81327510,0.00000000
-5.16558279,1.91831847,0.63423434,0.22754499,0.64577987,0.69286947,0.00103155,0.15517882,0.78894029,0.00000000
-5.15957979,1.86576074,0.62170477,0.21953254,0.63449855,0.67322136,0.00102749,0.15349775,0.76336998,0.00000000
-5.15357679,1.81206161,0.60781605,0.21129455,0.62178432,0.65408868,0.00101752,0.15175573,0.73678396,0.00000000
-5.14757379,1.75789648,0.59279401,0.20294070,0.60771208,0.63578040,0.00100170,0.14996706,0.70947908,0.00000000
-5.14157079,1.70412567,0.57692254,0.19460258,0.59243657,0.61866542,0.00098024,0.14816371,0.68182135,0.00000000
-5.13556778,1.65177202,0.56053644,0.18643043,0.57618623,0.60316506,0.00095351,0.14639436,0.65423573,0.00000000
-5.12956478,1.60199299,0.54401261,0.17858926,0.55925472,0.58974353,0.00092203,0.14472294,0.62719428,0.00000000
-5.12356178,1.55604820,0.52775983,0.17125469,0.54199035,0.57889663,0.00088642,0.14322646,0.60120292,0.00000000
-5.11755878,1.51526315,0.51220742,0.16460845,0.52478395,0.57113867,0.00084739,0.14199239,0.57678737,0.00000000
-5.11155578,1.48099021,0.49779306,0.15883382,0.50805551,0.56698817,0.00080573,0.14111549,0.55447865,0.00000000
-5.10555278,1.45456775,0.48495020,0.15411098,0.49223998,0.56695231,0.00076227,0.14069428,0.53479838,0.00000000
-5.09954977,1.43727831,0.47409519,0.15061242,0.47777267,0.57151056,0.00071784,0.14082716,0.51824439,0.00000000
-5.09354677,1.43030660,0.46561456,0.14849851,0.46507469,0.58109778,0.00067325,0.14160834,0.50527664,0.00000000
-5.08754377,1.43469850,0.45985277,0.14791318,0.45453870,0.59608716,0.00062928,0.14312367,0.49630392,0.00000000
-5.08154077,1.45132161,0.45710053,0.14897980,0.44651549,0.61677345,0.00058664,0.14544654,0.49167134,0.00000000
-5.07553777,1.48082868,0.45758426,0.15179739,0.44130165,0.64335688,0.00054597,0.14863399,0.49164893,0.00000000
-5.06953477,1.52362467,0.46145678,0.15643703,0.43912856,0.67592841,0.00050780,0.15272313,0.49642147,0.00000000
-5.06353177,1.57983856,0.46878964,0.16293876,0.44015326,0.71445686,0.00047256,0.15772812,0.50607987,0.00000000
-5.05752876,1.64930108,0.47956727,0.17130884,0.44445121,0.75877839,0.00044057,0.16363772,0.52061420,0.00000000
-5.05152576,1.73152926,0.49368340,0.18151758,0.45201137,0.80858921,0.00041202,0.17041368,0.53990878,0.00000000
-5.04552276,1.82571885,0.51093970,0.19349780,0.46273364,0.86344178,0.00038701,0.17798997,0.56373950,0.00000000
-5.03951976,1.93074563,0.53104720,0.20714410,0.47642905,0.92274521,0.00036553,0.18627298,0.59177374,0.00000000
-5.03351676,2.04517603,0.55363027,0.22231291,0.49282249,0.98577023,0.00034747,0.19514274,0.62357296,0.00000000
-5.02751376,2.16728775,0.57823346,0.23882361,0.51155829,1.05165887,0.00033262,0.20445515,0.65859842,0.00000000
-5.02151076,2.29510037,0.60433104,0.25646062,0.53220841,1.11943908,0.00032074,0.21404520,0.69621986,0.00000000
-5.01550775,2.42641561,0.63133910,0.27497664,0.55428313,1.18804400,0.00031148,0.22373112,0.73572739,0.00000000
-5.00950475,2.55886669,0.65863005,0.29409702,0.57724402,1.25633565,0.00030449,0.23331924,0.77634631,0.00000000
-5.00350175,2.68997542,0.68554894,0.31352525,0.60051874,1.32313234,0.00029940,0.24260959,0.81725476,0.00000000
-4.99749875,2.81721567,0.71143132,0.33294937,0.62351738,1.38723909,0.00029579,0.25140180,0.85760361,0.00000000
-4.99149575,2.93808098,0.73562198,0.35204929,0.64564960,1.44747991,0.00029330,0.25950126,0.89653828,0.00000000
-4.98549275,3.05015415,0.75749381,0.37050480,0.66634211,1.50273100,0.00029156,0.26672521,0.93322152,0.00000000
-4.97948974,3.15117618,0.77646626,0.38800387,0.68505575,1.55195328,0.00029023,0.27290851,0.96685665,0.00000000
-4.97348674,3.23911194,0.79202258,0.40425119,0.70130166,1.59422331,0.00028903,0.27790884,0.99671019,0.00000000
-4.96748374,3.31220983,0.80372512,0.41897640,0.71465564,1.62876095,0.00028772,0.28161122,1.02213308,0.00000000
-4.96148074,3.36905302,0.81122818,0.43194183,0.72477039,1.65495285,0.00028613,0.28393141,1.04257961,0.00000000
-4.95547774,3.40860007,0.81428777,0.44294935,0.73138495,1.67237058,0.00028413,0.28481832,1.05762316,0.00000000
-4.94947474,3.43021319,0.81276791,0.45184610,0.73433103,1.68078262,0.00028167,0.28425517,1.06696827,0.00000000
-4.94347174,3.43367290,0.80664328,0.45852875,0.73353597,1.68015978,0.00027876,0.28225937,1.07045819,0.00000000
-4.93746873,3.41917847,0.79599806,0.46294624,0.72902224,1.67067362,0.00027545,0.27888122,1.06807790,0.00000000
-4.93146573,3.38733434,0.78102106,0.46510071,0.72090360,1.65268817,0.00027186,0.27420142,1.05995222,0.00000000
-4.92546273,3.33912299,0.76199748,0.46504678,0.70937809,1.62674523,0.00026816,0.26832759,1.04633922,0.00000000
-4.91945973,3.27586586,0.73929765,0.46288896,0.69471826,1.59354399,0.00026454,0.26138996,1.02761929,0.00000000
-4.91345673,3.19917392,0.71336322,0.45877764,0.67725918,1.55391588,0.00026123,0.25353640,1.00428022,0.00000000
-4.90745373,3.11089043,0.68469167,0.45290353,0.65738480,1.50879590,0.00025848,0.24492710,0.97689922,0.00000000
-4.90145073,3.01302824,0.65381959,0.44549103,0.63551326,1.45919159,0.00025653,0.23572907,0.94612251,0.00000000
-4.89544772,2.90770463,0.62130558,0.43679075,0.61208198,1.40615108,0.00025565,0.22611082,0.91264344,0.00000000
-4.88944472,2.79707617,0.58771352,0.42707146,0.58753297,1.35073146,0.00025608,0.21623724,0.87718020,0.00000000
-4.88344172,2.68327639,0.55359673,0.41661187,0.56229922,1.29396883,0.00025804,0.20626510,0.84045383,0.00000000
-4.87743872,2.56835854,0.51948368,0.40569259,0.53679245,1.23685108,0.00026174,0.19633917,0.80316754,0.00000000
-4.87143572,2.45424521,0.48586568,0.39458840,0.51139282,1.18029420,0.00026733,0.18658919,0.76598803,0.00000000
-4.86543272,2.34268652,0.45318692,0.38356137,0.48644073,1.12512306,0.00027496,0.17712759,0.72952938,0.00000000
-4.85942971,2.23522766,0.42183687,0.37285465,0.46223103,1.07205681,0.00028471,0.16804820,0.69433997,0.00000000
-4.85342671,2.13318617,0.39214538,0.36268751,0.43900949,1.02169929,0.00029665,0.15942575,0.66089269,0.00000000
-4.84742371,2.03763915,0.36438014,0.35325130,0.41697159,0.97453420,0.00031079,0.15131614,0.62957851,0.00000000
-4.84142071,1.94941948,0.33874648,0.34470666,0.39626331,0.93092486,0.00032713,0.14375744,0.60070329,0.00000000
-4.83541771,1.86912049,0.31538914,0.33718183,0.37698367,0.89111806,0.00034563,0.13677138,0.57448769,0.00000000
-4.82941471,1.79710768,0.29439574,0.33077198,0.35918872,0.85525128,0.00036626,0.13036536,0.55106974,0.00000000
-4.82341171,1.73353615,0.27580150,0.32553953,0.34289654,0.82336264,0.00038894,0.12453462,0.53050981,0.00000000
-4.81740870,1.67837222,0.25959489,0.32151525,0.32809289,0.79540287,0.00041364,0.11926458,0.51279727,0.00000000
-4.81140570,1.63141781,0.24572379,0.31870008,0.31473709,0.77124829,0.00044029,0.11453319,0.49785858,0.00000000
-4.80540270,1.59233607,0.23410174,0.31706752,0.30276792,0.75071437,0.00046889,0.11031312,0.48556619,0.00000000
-4.79939970,1.56067707,0.22461414,0.31656636,0.29210910,0.73356900,0.00049943,0.10657375,0.47574783,0.00000000
-4.79339670,1.53590242,0.21712403,0.31712376,0.28267421,0.71954497,0.00053195,0.10328280,0.46819585,0.00000000
-4.78739370,1.51740812,0.21147726,0.31864845,0.27437095,0.70835133,0.00056651,0.10040772,0.46267617,0.00000000
-4.78139070,1.50454486,0.20750707,0.32103405,0.26710450,0.69968315,0.00060323,0.09791664,0.45893667,0.00000000
-4.77538769,1.49663570,0.20503794,0.32416234,0.26078011,0.69322979,0.00064225,0.09577899,0.45671480,0.00000000
-4.76938469,1.49299080,0.20388875,0.32790643,0.25530485,0.68868130,0.00068372,0.09396585,0.45574434,0.00000000
-4.76338169,1.49291942,0.20387532,0.33213382,0.25058869,0.68573342,0.00072782,0.09244994,0.45576113,0.00000000
-4.75737869,1.49573950,0.20481246,0.33670926,0.24654494,0.68409103,0.00077473,0.09120551,0.45650791,0.00000000
-4.75137569,1.50078505,0.20651565,0.34149740,0.24309028,0.68347048,0.00082460,0.09020805,0.45773828,0.00000000
-4.74537269,1.50741199,0.20880245,0.34636515,0.24014450,0.68360106,0.00087755,0.08943393,0.45921979,0.00000000
-4.73936968,1.51500282,0.21149384,0.35118387,0.23763003,0.68422591,0.00093365,0.08886008,0.46073635,0.00000000
-4.73336668,1.52297061,0.21441555,0.35583118,0.23547160,0.68510264,0.00099287,0.08846374,0.46209002,0.00000000
-4.72736368,1.53076280,0.21739954,0.36019260,0.23359589,0.68600403,0.00105511,0.08822234,0.46310230,0.00000000
-4.72136068,1.53786509,0.22028560,0.36416283,0.23193155,0.68671895,0.00112012,0.08811358,0.46361505,0.00000000
-4.71535768,1.54380573,0.22292323,0.36764690,0.23040938,0.68705372,0.00118756,0.08811561,0.46349110,0.00000000
-4.70935468,1.54816036,0.22517368,0.37056098,0.22896295,0.68683397,0.00125692,0.08820747,0.46261475,0.00000000
-4.70335168,1.55055735,0.22691207,0.37283310,0.22752945,0.68590708,0.00132758,0.08836966,0.46089204,0.00000000
-4.69734867,1.55068362,0.22802973,0.37440363,0.22605092,0.68414504,0.00139877,0.08858478,0.45825104,0.00000000
-4.69134567,1.54829074,0.22843639,0.37522567,0.22447561,0.68144764,0.00146959,0.08883828,0.45464204,0.00000000
-4.68534267,1.54320092,0.22806228,0.37526532,0.22275952,0.67774593,0.00153906,0.08911925,0.45003774,0.00000000
-4.67933967,1.53531268,0.22685990,0.37450187,0.22086803,0.67300544,0.00160611,0.08942099,0.44443341,0.00000000
-4.67333667,1.52460566,0.22480550,0.37292795,0.21877732,0.66722920,0.00166962,0.08974159,0.43784698,0.00000000
-4.66733367,1.51114425,0.22189991,0.37054950,0.21647569,0.66046012,0.00172847,0.09008425,0.43031897,0.00000000
-4.66133067,1.49507954,0.21816891,0.36738581,0.21396459,0.65278254,0.00178158,0.09045729,0.42191235,0.00000000
-4.65532766,1.47664940,0.21366280,0.36346932,0.21125915,0.64432277,0.00182792,0.09087393,0.41271208,0.00000000
-4.64932466,1.45617619,0.20845538,0.35884535,0.20838831,0.63524841,0.00186661,0.09135173,0.40282438,0.00000000
-4.64332166,1.43406220,0.20264213,0.35357159,0.20539442,0.62576641,0.00189689,0.09191175,0.39237567,0.00000000
