energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.77788894,3.47744884,0.03495798,0.42994846,0.33351228,1.73463242,0.00000000,0.92786053,0.62750349
-5.77188594,3.47025151,0.03525293,0.41640023,0.32904820,1.75532616,0.00000000,0.91978634,0.61718586
-5.76588294,3.47455926,0.03558764,0.40493782,0.32521825,1.78070275,0.00000000,0.91549751,0.60942143
-5.75987994,3.48977277,0.03595103,0.39573139,0.32193622,1.81004849,0.00000000,0.91496121,0.60432411
-5.75387694,3.51511268,0.03633057,0.38890935,0.31910188,1.84259428,0.00000000,0.91809136,0.60195806
-5.74787394,3.54965364,0.03671266,0.38455812,0.31660596,1.87753973,0.00000000,0.92475614,0.60233961
-5.74187094,3.59236226,0.03708313,0.38272287,0.31433530,1.91407853,0.00000000,0.93478622,0.60544041
-5.73586793,3.64213673,0.03742775,0.38340901,0.31217822,1.95142365,0.00000000,0.94798339,0.61119130
-5.72986493,3.69784601,0.03773271,0.38658426,0.31002949,1.98883121,0.00000000,0.96412881,0.61948673
-5.72386193,3.75836616,0.03798515,0.39218115,0.30779493,2.02562177,0.00000000,0.98299034,0.63018936
-5.71785893,3.82261224,0.03817356,0.40009969,0.30539511,2.06119790,0.00000000,1.00432866,0.64313466
-5.71185593,3.88956380,0.03828818,0.41021026,0.30276823,2.09505716,0.00000000,1.02790167,0.65813506
-5.70585293,3.95828316,0.03832129,0.42235633,0.29987189,2.12679998,0.00000000,1.05346698,0.67498379
-5.69984992,4.02792557,0.03826741,0.43635725,0.29668365,2.15613186,0.00000000,1.08078250,0.69345800
-5.69384692,4.09774130,0.03812339,0.45201078,0.29320059,2.18286015,0.00000000,1.10960521,0.71332126
-5.68784392,4.16707002,0.03788844,0.46909556,0.28943767,2.20688556,0.00000000,1.13968828,0.73432552
-5.68184092,4.23532854,0.03756401,0.48737343,0.28542533,2.22818907,0.00000000,1.17077700,0.75621249
-5.67583792,4.30199316,0.03715361,0.50659180,0.28120616,2.24681523,0.00000000,1.20260402,0.77871463
-5.66983492,4.36657860,0.03666256,0.52648604,0.27683123,2.26285276,0.00000000,1.23488434,0.80155609
-5.66383192,4.42861541,0.03609769,0.54678201,0.27235603,2.27641402,0.00000000,1.26731091,0.82445359
-5.65782891,4.48762794,0.03546697,0.56719900,0.26783645,2.28761437,0.00000000,1.29955109,0.84711765
-5.65182591,4.54311510,0.03477918,0.58745290,0.26332498,2.29655307,0.00000000,1.33124494,0.86925437
-5.64582291,4.59453565,0.03404353,0.60725995,0.25886736,2.30329668,0.00000000,1.36200539,0.89056786
-5.63981991,4.64129961,0.03326930,0.62634093,0.25449988,2.30786620,0.00000000,1.39142101,0.91076355
-5.63381691,4.68276696,0.03246560,0.64442591,0.25024746,2.31022863,0.00000000,1.41906129,0.92955250
-5.62781391,4.71825423,0.03164106,0.66125935,0.24612259,2.31029365,0.00000000,1.44448451,0.94665654
-5.62181091,4.74704886,0.03080368,0.67660566,0.24212516,2.30791537,0.00000000,1.46724816,0.96181436
-5.61580790,4.76843101,0.02996071,0.69025487,0.23824320,2.30289925,0.00000000,1.48692128,0.97478814
-5.60980490,4.78170139,0.02911856,0.70202824,0.23445435,2.29501350,0.00000000,1.50309843,0.98537073
-5.60380190,4.78621372,0.02828281,0.71178363,0.23072802,2.28400434,0.00000000,1.51541442,0.99339279
-5.59779890,4.78140969,0.02745830,0.71942026,0.22702808,2.26961409,0.00000000,1.52355919,0.99872965
-5.59179590,4.76685414,0.02664917,0.72488259,0.22331581,2.25160081,0.00000000,1.52729186,1.00130743
-5.58579290,4.74226813,0.02585901,0.72816309,0.21955301,2.22975837,0.00000000,1.52645316,1.00110803
-5.57978989,4.70755768,0.02509101,0.72930359,0.21570507,2.20393555,0.00000000,1.52097560,0.99817258
-5.57378689,4.66283591,0.02434808,0.72839503,0.21174367,2.17405304,0.00000000,1.51089045,0.99260301
-5.56778389,4.60843705,0.02363298,0.72557549,0.20764925,2.14011728,0.00000000,1.49633122,0.98456152
-5.56178089,4.54492118,0.02294843,0.72102653,0.20341276,2.10223027,0.00000000,1.47753329,0.97426781
-5.55577789,4.47306884,0.02229718,0.71496778,0.19903698,2.06059491,0.00000000,1.45482947,0.96199405
-5.54977489,4.39386579,0.02168203,0.70764999,0.19453700,2.01551542,0.00000000,1.42864173,0.94805772
-5.54377189,4.30847839,0.02110584,0.69934689,0.18994021,1.96739307,0.00000000,1.39946934,0.93281253
-5.53776888,4.21822093,0.02057147,0.69034599,0.18528553,1.91671743,0.00000000,1.36787409,0.91663782
-5.53176588,4.12451648,0.02008169,0.68093889,0.18062210,1.86405376,0.00000000,1.33446313,0.89992686
-5.52576288,4.02885345,0.01963910,0.67141150,0.17600761,1.81002730,0.00000000,1.29987036,0.88307462
-5.51975988,3.93274015,0.01924596,0.66203460,0.17150612,1.75530546,0.00000000,1.26473732,0.86646551
-5.51375688,3.83765964,0.01890406,0.65305511,0.16718576,1.70057883,0.00000000,1.22969431,0.85046167
-5.50775388,3.74502722,0.01861462,0.64468869,0.16311629,1.64654202,0.00000000,1.19534278,0.83539244
-5.50175088,3.65615261,0.01837812,0.63711378,0.15936668,1.59387545,0.00000000,1.16223973,0.82154529
-5.49574787,3.57220852,0.01819422,0.63046744,0.15600278,1.54322860,0.00000000,1.13088469,0.80915877
-5.48974487,3.49420681,0.01806170,0.62484321,0.15308530,1.49520576,0.00000000,1.10170984,0.79841765
-5.48374187,3.42298303,0.01797844,0.62029082,0.15066796,1.45035451,0.00000000,1.07507344,0.78945039
-5.47773887,3.35918966,0.01794139,0.61681804,0.14879611,1.40915724,0.00000000,1.05125685,0.78232904
-5.47173587,3.30329752,0.01794669,0.61439412,0.14750558,1.37202593,0.00000000,1.03046482,0.77707138
-5.46573287,3.25560497,0.01798973,0.61295495,0.14682206,1.33929986,0.00000000,1.01282894,0.77364516
-5.45972986,3.21625348,0.01806529,0.61240939,0.14676075,1.31124615,0.00000000,0.99841371,0.77197408
-5.45372686,3.18524834,0.01816773,0.61264644,0.14732639,1.28806255,0.00000000,0.98722479,0.77194516
-5.44772386,3.16248294,0.01829115,0.61354302,0.14851359,1.26988216,0.00000000,0.97921882,0.77341719
-5.44172086,3.14776493,0.01842961,0.61497178,0.15030748,1.25677939,0.00000000,0.97431410,0.77622961
-5.43571786,3.14084268,0.01857736,0.61680872,0.15268455,1.24877663,0.00000000,0.97240155,0.78021163
-5.42971486,3.14143062,0.01872896,0.61894015,0.15561359,1.24585125,0.00000000,0.97335538,0.78519100
-5.42371186,3.14923205,0.01887956,0.62126879,0.15905687,1.24794225,0.00000000,0.97704284,0.79100220
-5.41770885,3.16395850,0.01902496,0.62371879,0.16297135,1.25495642,0.00000000,0.98333272,0.79749365
-5.41170585,3.18534484,0.01916175,0.62623936,0.16730984,1.26677359,0.00000000,0.99210219,0.80453377
-5.40570285,3.21315970,0.01928743,0.62880709,0.17202227,1.28325084,0.00000000,1.00324176,0.81201560
-5.39969985,3.24721100,0.01940037,0.63142672,0.17705681,1.30422567,0.00000000,1.01665823,0.81986003
-5.39369685,3.28734672,0.01949981,0.63413058,0.18236099,1.32951809,0.00000000,1.03227572,0.82801742
-5.38769385,3.33345118,0.01958583,0.63697654,0.18788270,1.35893175,0.00000000,1.05003463,0.83646775
-5.38169085,3.38543745,0.01965922,0.64004482,0.19357101,1.39225439,0.00000000,1.06988904,0.84521923
-5.37568784,3.44323646,0.01972134,0.64343359,0.19937702,1.42925764,0.00000000,1.09180245,0.85430570
-5.36968484,3.50678369,0.01977397,0.64725379,0.20525438,1.46969656,0.00000000,1.11574251,0.86378265
-5.36368184,3.57600414,0.01981916,0.65162315,0.21115982,1.51330902,0.00000000,1.14167476,0.87372241
-5.35767884,3.65079658,0.01985901,0.65665984,0.21705348,1.55981529,0.00000000,1.16955599,0.88420846
-5.35167584,3.73101781,0.01989549,0.66247590,0.22289911,1.60891782,0.00000000,1.19932753,0.89532918
-5.34567284,3.81646771,0.01993034,0.66917076,0.22866410,1.66030145,0.00000000,1.23090876,0.90717133
-5.33966983,3.90687588,0.01996485,0.67682508,0.23431946,1.71363412,0.00000000,1.26419128,0.91981353
-5.33366683,4.00189038,0.01999982,0.68549515,0.23983960,1.76856805,0.00000000,1.29903407,0.93331989
-5.32766383,4.10106909,0.02003545,0.69520812,0.24520205,1.82474143,0.00000000,1.33525979,0.94773417
-5.32166083,4.20387408,0.02007131,0.70595830,0.25038707,1.88178049,0.00000000,1.37265256,0.96307464
-5.31565783,4.30966933,0.02010641,0.71770454,0.25537716,1.93930193,0.00000000,1.41095729,0.97932990
-5.30965483,4.41772183,0.02013915,0.73036905,0.26015652,1.99691549,0.00000000,1.44988068,0.99645573
-5.30365183,4.52720613,0.02016748,0.74383753,0.26471050,2.05422678,0.00000000,1.48909397,1.01437328
-5.29764882,4.63721238,0.02018901,0.75796080,0.26902495,2.11083999,0.00000000,1.52823718,1.03296858
-5.29164582,4.74675747,0.02020109,0.77255781,0.27308568,2.16636070,0.00000000,1.56692507,1.05209334
-5.28564282,4.85479928,0.02020102,0.78741992,0.27687783,2.22039854,0.00000000,1.60475428,1.07156728
-5.27963982,4.96025352,0.02018619,0.80231647,0.28038546,2.27256990,0.00000000,1.64131179,1.09118165
-5.27363682,5.06201279,0.02015419,0.81700121,0.28359107,2.32250051,0.00000000,1.67618412,1.11070398
-5.26763382,5.15896749,0.02010301,0.83121954,0.28647538,2.36982818,0.00000000,1.70896720,1.12988391
-5.26163082,5.25002797,0.02003112,0.84471628,0.28901723,2.41420560,0.00000000,1.73927655,1.14845985
-5.25562781,5.33414738,0.01993754,0.85724361,0.29119355,2.45530337,0.00000000,1.76675734,1.16616623
-5.24962481,5.41034467,0.01982199,0.86856891,0.29297970,2.49281323,0.00000000,1.79109415,1.18274119
-5.24362181,5.47772712,0.01968482,0.87848237,0.29434981,2.52645164,0.00000000,1.81202005,1.19793436
-5.23761881,5.53551161,0.01952709,0.88680381,0.29527745,2.55596348,0.00000000,1.82932468,1.21151455
-5.23161581,5.58304427,0.01935046,0.89338886,0.29573633,2.58112606,0.00000000,1.84286108,1.22327708
-5.22561281,5.61981761,0.01915722,0.89813397,0.29570127,2.60175304,0.00000000,1.85255112,1.23305053
-5.21960980,5.64548464,0.01895013,0.90098032,0.29514913,2.61769823,0.00000000,1.85838919,1.24070267
-5.21360680,5.65986953,0.01873235,0.90191642,0.29405985,2.62885906,0.00000000,1.86044404,1.24614552
-5.20760380,5.66297412,0.01850731,0.90097938,0.29241747,2.63517935,0.00000000,1.85885877,1.24933925
-5.20160080,5.65498011,0.01827859,0.89825486,0.29021103,2.63665122,0.00000000,1.85384874,1.25029488
-5.19559780,5.63624657,0.01804979,0.89387569,0.28743544,2.63331583,0.00000000,1.84569754,1.24907572
-5.18959480,5.60730264,0.01782439,0.88801919,0.28409204,2.62526288,0.00000000,1.83475097,1.24579743
-5.18359180,5.56883555,0.01760566,0.88090336,0.28018908,2.61262852,0.00000000,1.82140916,1.24062669
-5.17758879,5.52167399,0.01739653,0.87278196,0.27574183,2.59559188,0.00000000,1.80611701,1.23377855
-5.17158579,5.46676730,0.01719949,0.86393863,0.27077252,2.57436997,0.00000000,1.78935309,1.22551228
-5.16558279,5.40516108,0.01701656,0.85468016,0.26530996,2.54921140,0.00000000,1.77161732,1.21612602
-5.15957979,5.33796957,0.01684919,0.84532908,0.25938897,2.52038881,0.00000000,1.75341768,1.20595004
-5.15357679,5.26634604,0.01669824,0.83621565,0.25304958,2.48819070,0.00000000,1.73525634,1.19533893
-5.14757379,5.19145170,0.01656397,0.82766946,0.24633601,2.45291271,0.00000000,1.71761553,1.18466264
-5.14157079,5.11442443,0.01644605,0.82001073,0.23929568,2.41484907,0.00000000,1.70094365,1.17429672
-5.13556778,5.03634822,0.01634353,0.81354158,0.23197801,2.37428446,0.00000000,1.68564207,1.16461184
-5.12956478,4.95822443,0.01625494,0.80853742,0.22443335,2.33148695,0.00000000,1.67205288,1.15596291
-5.12356178,4.88094603,0.01617828,0.80523858,0.21671193,2.28670224,0.00000000,1.66044837,1.14867807
-5.11755878,4.80527563,0.01611113,0.80384265,0.20886295,2.24014979,0.00000000,1.65102235,1.14304790
-5.11155578,4.73182837,0.01605066,0.80449747,0.20093385,2.19202087,0.00000000,1.64388391,1.13931527
-5.10555278,4.66106030,0.01599377,0.80729534,0.19296978,2.14247893,0.00000000,1.63905390,1.13766611
-5.09954977,4.59326295,0.01593715,0.81226844,0.18501327,2.09166217,0.00000000,1.63646438,1.13822170
-5.09354677,4.52856426,0.01587735,0.81938591,0.17710413,2.03968831,0.00000000,1.63596115,1.14103264
-5.08754377,4.46693618,0.01581093,0.82855266,0.16927960,1.98666131,0.00000000,1.63730955,1.14607506
-5.08154077,4.40820855,0.01573456,0.83961011,0.16157464,1.93267974,0.00000000,1.64020332,1.15324927
-5.07553777,4.35208898,0.01564509,0.85233912,0.15402238,1.87784625,0.00000000,1.64427631,1.16238101
-5.06953477,4.29818784,0.01553970,0.86646482,0.14665468,1.82227772,0.00000000,1.64911677,1.17322556
-5.06353177,4.24604741,0.01541601,0.88166358,0.13950270,1.76611536,0.00000000,1.65428361,1.18547446
-5.05752876,4.19517376,0.01527218,0.89757182,0.13259758,1.70953413,0.00000000,1.65932399,1.19876491
-5.05152576,4.14507011,0.01510701,0.91379637,0.12597087,1.65275091,0.00000000,1.66379171,1.21269130
-5.04552276,4.09526985,0.01492007,0.92992612,0.11965505,1.59603067,0.00000000,1.66726525,1.22681872
-5.03951976,4.04536753,0.01471172,0.94554438,0.11368373,1.53969021,0.00000000,1.66936507,1.24069754
-5.03351676,3.99504640,0.01448322,0.96024169,0.10809178,1.48409894,0.00000000,1.66976888,1.25387883
-5.02751376,3.94410069,0.01423677,0.97362821,0.10291518,1.42967646,0.00000000,1.66822457,1.26592950
-5.02151076,3.89245159,0.01397552,0.98534550,0.09819067,1.37688681,0.00000000,1.66455978,1.27644679
-5.01550775,3.84015572,0.01370354,0.99507696,0.09395517,1.32622942,0.00000000,1.65868787,1.28507128
-5.00950475,3.78740578,0.01342581,1.00255648,0.09024502,1.27822687,0.00000000,1.65060983,1.29149775
-5.00350175,3.73452297,0.01314815,1.00757510,0.08709504,1.23341019,0.00000000,1.64041204,1.29548363
-4.99749875,3.68194170,0.01287708,1.00998525,0.08453744,1.19230190,0.00000000,1.62826013,1.29685436
-4.99149575,3.63018731,0.01261974,1.00970263,0.08260063,1.15539785,0.00000000,1.61438905,1.29550592
-4.98549275,3.57984809,0.01238369,1.00670555,0.08130805,1.12314845,0.00000000,1.59909019,1.29140412
-4.97948974,3.53154315,0.01217674,1.00103209,0.08067698,1.09594034,0.00000000,1.58269609,1.28458117
-4.97348674,3.48588818,0.01200672,0.99277529,0.08071743,1.07407941,0.00000000,1.56556368,1.27512974
-4.96748374,3.44346093,0.01188131,0.98207667,0.08143116,1.05777599,0.00000000,1.54805706,1.26319509
-4.96148074,3.40476879,0.01180775,0.96911878,0.08281093,1.04713303,0.00000000,1.53053072,1.24896577
-4.95547774,3.37022019,0.01179265,0.95411694,0.08483990,1.04213799,0.00000000,1.51331421,1.23266374
-4.94947474,3.34010170,0.01184175,0.93731108,0.08749133,1.04265891,0.00000000,1.49669905,1.21453437
-4.94347174,3.31456222,0.01195969,0.91895778,0.09072856,1.04844483,0.00000000,1.48092864,1.19483711
-4.93746873,3.29360512,0.01214983,0.89932317,0.09450523,1.05913088,0.00000000,1.46619154,1.17383722
-4.93146573,3.27708886,0.01241408,0.87867689,0.09876579,1.07424760,0.00000000,1.45261846,1.15179909
-4.92546273,3.26473576,0.01275275,0.85728729,0.10344630,1.09323423,0.00000000,1.44028291,1.12898136
-4.91945973,3.25614851,0.01316444,0.83541807,0.10847546,1.11545544,0.00000000,1.42920532,1.10563383
-4.91345673,3.25083310,0.01364604,0.81332612,0.11377577,1.14022055,0.00000000,1.41936015,1.08199626
-4.90745373,3.24822665,0.01419264,0.79126060,0.11926497,1.16680458,0.00000000,1.41068536,1.05829871
-4.90145073,3.24772834,0.01479761,0.76946285,0.12485750,1.19446995,0.00000000,1.40309347,1.03476306
-4.89544772,3.24873147,0.01545271,0.74816701,0.13046609,1.22248813,0.00000000,1.39648341,1.01160540
-4.88944472,3.25065457,0.01614816,0.72760073,0.13600334,1.25016002,0.00000000,1.39075220,0.98903858
-4.88344172,3.25296970,0.01687290,0.70798592,0.14138335,1.27683442,0.00000000,1.38580585,0.96727464
-4.87743872,3.25522632,0.01761476,0.68953903,0.14652321,1.30192393,0.00000000,1.38156851,0.94652648
-4.87143572,3.25706939,0.01836078,0.67247059,0.15134450,1.32491751,0.00000000,1.37798962,0.92700850
-4.86543272,3.25825082,0.01909746,0.65698395,0.15577459,1.34538974,0.00000000,1.37504838,0.90893581
-4.85942971,3.25863386,0.01981116,0.64327295,0.15974788,1.36300628,0.00000000,1.37275555,0.89252195
-4.85342671,3.25819057,0.02048835,0.63151864,0.16320683,1.37752599,0.00000000,1.37115263,0.87797496
-4.84742371,3.25699266,0.02111604,0.62188500,0.16610286,1.38879963,0.00000000,1.37030841,0.86549199
-4.84142071,3.25519685,0.02168207,0.61451402,0.16839706,1.39676579,0.00000000,1.37031350,0.85525268
-4.83541771,3.25302580,0.02217547,0.60952020,0.17006070,1.40144453,0.00000000,1.37127319,0.84741155
-4.82941471,3.25074603,0.02258672,0.60698483,0.17107556,1.40292920,0.00000000,1.37329928,0.84208993
-4.82341171,3.24864445,0.02290799,0.60695052,0.17143410,1.40137725,0.00000000,1.37650150,0.83936785
-4.81740870,3.24700498,0.02313342,0.60941611,0.17113937,1.39700049,0.00000000,1.38097912,0.83927640
-4.81140570,3.24608668,0.02325917,0.61433255,0.17020475,1.39005535,0.00000000,1.38681334,0.84179112
-4.80540270,3.24610472,0.02328357,0.62159988,0.16865353,1.38083364,0.00000000,1.39406095,0.84682676
-4.79939970,3.24721516,0.02320713,0.63106575,0.16651819,1.36965409,0.00000000,1.40274962,0.85423405
-4.79339670,3.24950429,0.02303248,0.64252554,0.16383966,1.35685487,0.00000000,1.41287509,0.86379851
-4.78739370,3.25298295,0.02276428,0.65572438,0.16066623,1.34278721,0.00000000,1.42440040,0.87524183
-4.78139070,3.25758596,0.02240904,0.67036107,0.15705242,1.32781003,0.00000000,1.43725700,0.88822574
-4.77538769,3.26317630,0.02197494,0.68609379,0.15305772,1.31228550,0.00000000,1.45134781,0.90235840
-4.76938469,3.26955380,0.02147157,0.70254768,0.14874514,1.29657532,0.00000000,1.46655169,0.91720326
-4.76338169,3.27646742,0.02090965,0.71932384,0.14417979,1.28103741,0.00000000,1.48272921,0.93229008
-4.75737869,3.28363031,0.02030073,0.73600969,0.13942740,1.26602289,0.00000000,1.49972911,0.94712771
-4.75137569,3.29073676,0.01965690,0.75219026,0.13455284,1.25187300,0.00000000,1.51739512,0.96121829
-4.74537269,3.29747979,0.01899051,0.76745984,0.12961873,1.23891580,0.00000000,1.53557257,0.97407229
-4.73936968,3.30356854,0.01831388,0.78143391,0.12468412,1.22746254,0.00000000,1.55411446,0.98522366
-4.73336668,3.30874434,0.01763902,0.79376045,0.11980335,1.21780357,0.00000000,1.57288656,0.99424482
-4.72736368,3.31279477,0.01697748,0.80413055,0.11502509,1.21020395,0.00000000,1.59177123,1.00076048
-4.72136068,3.31556485,0.01634007,0.81228767,0.11039151,1.20489866,0.00000000,1.61066985,1.00446005
-4.71535768,3.31696503,0.01573678,0.81803522,0.10593782,1.20208779,0.00000000,1.62950363,1.00510793
-4.70935468,3.31697561,0.01517662,0.82124224,0.10169195,1.20193174,0.00000000,1.64821302,1.00255130
-4.70335168,3.31564760,0.01466756,0.82184680,0.09767449,1.20454693,0.00000000,1.66675572,0.99672517
-4.69734867,3.31310016,0.01421645,0.81985720,0.09389888,1.21000210,0.00000000,1.68510364,0.98765444
-4.69134567,3.30951500,0.01382901,0.81535078,0.09037186,1.21831563,0.00000000,1.70323910,0.97545293
-4.68534267,3.30512832,0.01350981,0.80847060,0.08709409,1.22945414,0.00000000,1.72115072,0.96031943
-4.67933967,3.30022095,0.01326230,0.79942001,0.08406091,1.24333252,0.00000000,1.73882932,0.94253119
-4.67333667,3.29510737,0.01308877,0.78845557,0.08126329,1.25981563,0.00000000,1.75626448,0.92243485
-4.66733367,3.29012446,0.01299045,0.77587851,0.07868883,1.27872173,0.00000000,1.77344179,0.90043558
-4.66133067,3.28562058,0.01296747,0.76202523,0.07632285,1.29982759,0.00000000,1.79034144,0.87698470
-4.65532766,3.28194571,0.01301892,0.74725720,0.07414944,1.32287514,0.00000000,1.80693800,0.85256635
-4.64932466,3.27944297,0.01314284,0.73195064,0.07215247,1.34757957,0.00000000,1.82320170,0.82768385
-4.64332166,3.27844193,0.01333631,0.71648639,0.07031661,1.37363840,0.00000000,1.83910096,0.80284610
-4.63731866,3.27925364,0.01359543,0.70124031,0.06862807,1.40074124,0.00000000,1.85460596,0.77855454
-4.63131566,3.28216741,0.01391535,0.68657435,0.06707532,1.42857972,0.00000000,1.86969293,0.75529109
-4.62531266,3.28744883,0.01429036,0.67282869,0.06564960,1.45685717,0.00000000,1.88434864,0.73350727
-4.61930965,3.29533882,0.01471391,0.66031480,0.06434520,1.48529751,0.00000000,1.89857463,0.71361480
-4.61330665,3.30605293,0.01517868,0.64930973,0.06315957,1.51365283,0.00000000,1.91239056,0.69597766
-4.60730365,3.31978040,0.01567669,0.64005146,0.06209322,1.54170936,0.00000000,1.92583622,0.68090584
-4.60130065,3.33668243,0.01619937,0.63273528,0.06114939,1.56929134,0.00000000,1.93897181,0.66865055
-4.59529765,3.35688914,0.01673773,0.62751121,0.06033360,1.59626269,0.00000000,1.95187602,0.65940093
-4.58929465,3.38049496,0.01728245,0.62448224,0.05965299,1.62252625,0.00000000,1.96464200,0.65328217
-4.58329165,3.40755225,0.01782408,0.62370347,0.05911558,1.64802066,0.00000000,1.97737105,0.65035478
-4.57728864,3.43806327,0.01835317,0.62518185,0.05872939,1.67271510,0.00000000,1.99016426,0.65061513
-4.57128564,3.47197084,0.01886048,0.62887676,0.05850161,1.69660208,0.00000000,2.00311273,0.65399687
-4.56528264,3.50914819,0.01933715,0.63470112,0.05843766,1.71968871,0.00000000,2.01628660,0.66037345
-4.55927964,3.54938870,0.01977485,0.64252323,0.05854042,1.74198704,0.00000000,2.02972379,0.66956140
-4.55327664,3.59239638,0.02016595,0.65216929,0.05880944,1.76350396,0.00000000,2.04341921,0.68132462
-4.54727364,3.63777797,0.02050371,0.66342657,0.05924036,1.78423135,0.00000000,2.05731504,0.69537931
-4.54127064,3.68503762,0.02078235,0.67604738,0.05982450,1.80413703,0.00000000,2.07129309,0.71139986
-4.53526763,3.73357487,0.02099717,0.68975370,0.06054853,1.82315707,0.00000000,2.08516968,0.72902540
-4.52926463,3.78268669,0.02114465,0.70424255,0.06139452,1.84119013,0.00000000,2.09869367,0.74786706
-4.52326163,3.83157402,0.02122244,0.71919210,0.06234003,1.85809405,0.00000000,2.11154804,0.76751586
-4.51725863,3.87935310,0.02122941,0.73426822,0.06335855,1.87368500,0.00000000,2.12335499,0.78755102
-4.51125563,3.92507136,0.02116562,0.74913161,0.06442006,1.88773951,0.00000000,2.13368485,0.80754858
-4.50525263,3.96772789,0.02103227,0.76344518,0.06549179,1.89999909,0.00000000,2.14206811,0.82709021
-4.49924962,4.00629756,0.02083163,0.77688152,0.06653912,1.91017755,0.00000000,2.14801059,0.84577180
-4.49324662,4.03975816,0.02056693,0.78913030,0.06752662,1.91797046,0.00000000,2.15101074,0.86321171
