energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,2.26193927,-2.19805305,0.57777419,-0.55533760,0.70557800,-0.66978717,0.01373548,-0.01520143,0.21057081,-0.20026966,0.62377308,-0.59988389,0.17449505,-0.16748077,1.25474377,-1.22924801,0.00000000,-0.00000000
-5.93396698,2.27159067,-2.21058931,0.58875528,-0.56596081,0.71780516,-0.68383881,0.01249423,-0.01388901,0.21403750,-0.20485469,0.63028785,-0.60765006,0.17569703,-0.16860266,1.25608854,-1.23111244,0.00000000,-0.00000000
-5.92796398,2.27998480,-2.22270834,0.59993616,-0.57710666,0.72904219,-0.69728162,0.01130284,-0.01261839,0.21698719,-0.20904411,0.63610752,-0.61491730,0.17696638,-0.16985722,1.25729752,-1.23322884,0.00000000,-0.00000000
-5.92196098,2.28676466,-2.23408731,0.61105618,-0.58854620,0.73910797,-0.70991649,0.01016975,-0.01140020,0.21935164,-0.21274902,0.64117131,-0.62163018,0.17827527,-0.17123155,1.25822610,-1.23550582,0.00000000,-0.00000000
-5.91595798,2.29152753,-2.24434627,0.62183518,-0.60002396,0.74782993,-0.72155037,0.00910163,-0.01024313,0.22107473,-0.21589275,0.64540519,-0.62771851,0.17958430,-0.17270005,1.25867914,-1.23779372,0.00000000,-0.00000000
-5.90995498,2.29383286,-2.25305505,0.63198033,-0.61126349,0.75504485,-0.73199788,0.00810341,-0.00915398,0.22211187,-0.21841085,0.64872326,-0.63309835,0.18084362,-0.17422507,1.25841731,-1.23988924,0.00000000,-0.00000000
-5.90395198,2.29321255,-2.25974217,0.64119396,-0.62197412,0.76059965,-0.74108250,0.00717835,-0.00813767,0.22242935,-0.22025078,0.65102974,-0.63767362,0.18199467,-0.17575795,1.25716535,-1.24154205,0.00000000,-0.00000000
-5.89794897,2.28918315,-2.26390565,0.64918210,-0.63185870,0.76435230,-0.74863763,0.00632817,-0.00719738,0.22200360,-0.22137147,0.65222178,-0.64133830,0.18297216,-0.17724052,1.25462198,-1.24246325,0.00000000,-0.00000000
-5.89194597,2.28125996,-2.26502553,0.65566341,-0.64062213,0.76617289,-0.75450749,0.00555316,-0.00633463,0.22082043,-0.22174262,0.65219281,-0.64397929,0.18370660,-0.17860707,1.25047118,-1.24233526,0.00000000,-0.00000000
-5.88594297,2.26897248,-2.26257779,0.66037788,-0.64798004,0.76594518,-0.75854811,0.00485236,-0.00554951,0.21887441,-0.22134408,0.65083643,-0.64547967,0.18412684,-0.17978660,1.24439425,-1.24082295,0.00000000,-0.00000000
-5.87993997,2.25188082,-2.25604942,0.66309524,-0.65366761,0.76356842,-0.76062857,0.00422375,-0.00484078,0.21616833,-0.22016510,0.64805069,-0.64572247,0.18416292,-0.18070533,1.23608249,-1.23758552,0.00000000,-0.00000000
-5.87393697,2.22959231,-2.24495423,0.66362240,-0.65744778,0.75895962,-0.76063244,0.00366439,-0.00420614,0.21271282,-0.21820378,0.64374255,-0.64459465,0.18374880,-0.18128936,1.22524964,-1.23228891,0.00000000,-0.00000000
-5.86793397,2.20177776,-2.22884879,0.66180970,-0.65911875,0.75205618,-0.75845970,0.00317064,-0.00364236,0.20852604,-0.21546647,0.63783227,-0.64199130,0.18282504,-0.18146743,1.21164390,-1.22461805,0.00000000,-0.00000000
-5.86193097,2.16818652,-2.20734818,0.65755578,-0.65852034,0.74281861,-0.75402885,0.00273828,-0.00314552,0.20363361,-0.21196742,0.63025767,-0.63781988,0.18134128,-0.18117355,1.19505876,-1.21428869,0.00000000,-0.00000000
-5.85592796,2.12865977,-2.18014072,0.65081069,-0.65553886,0.73123336,-0.74727950,0.00236273,-0.00271116,0.19806853,-0.20772844,0.62097787,-0.63200418,0.17925828,-0.18034950,1.17534233,-1.20105835,0.00000000,-0.00000000
-5.84992496,2.08314116,-2.14700132,0.64157723,-0.65011053,0.71731541,-0.73817493,0.00203916,-0.00233447,0.19187110,-0.20277874,0.60997648,-0.62448803,0.17654962,-0.17894711,1.15240480,-1.18473584,0.00000000,-0.00000000
-5.84392196,2.03168437,-2.10780260,0.62991053,-0.64222304,0.70111040,-0.72670479,0.00176263,-0.00201041,0.18508893,-0.19715480,0.59726396,-0.61523847,0.17320291,-0.17693003,1.12622349,-1.16518922,0.00000000,-0.00000000
-5.83791896,1.97445719,-2.06252346,0.61591590,-0.63191554,0.68269612,-0.71288752,0.00152821,-0.00173390,0.17777675,-0.19090027,0.58287906,-0.60424832,0.16922037,-0.17427528,1.09684565,-1.14235159,0.00000000,-0.00000000
-5.83191596,1.91174162,-2.01125460,0.59974512,-0.61927683,0.66218324,-0.69677234,0.00133107,-0.00149988,0.16999615,-0.18406585,0.56688936,-0.59153786,0.16461893,-0.17097408,1.06438858,-1.11622485,0.00000000,-0.00000000
-5.82591296,1.84393014,-1.95420055,0.58159143,-0.60444212,0.63971488,-0.67844064,0.00116659,-0.00130342,0.16181505,-0.17670908,0.54939070,-0.57715579,0.15942976,-0.16703234,1.02903735,-1.08688097,0.00000000,-0.00000000
-5.81990995,1.77151822,-1.89167815,0.56168349,-0.58758852,0.61546522,-0.65800645,0.00103037,-0.00113983,0.15330706,-0.16889400,0.53050571,-0.56117916,0.15369725,-0.16247050,0.99104015,-1.05446099,0.00000000,-0.00000000
-5.81390695,1.69509333,-1.82411149,0.54027869,-0.56892943,0.58963695,-0.63561608,0.00091832,-0.00100467,0.14455052,-0.16069065,0.51038140,-0.54371248,0.14747760,-0.15732287,0.95070159,-1.01917177,0.00000000,-0.00000000
-5.80790395,1.61532093,-1.75202338,0.51765606,-0.54870826,0.56245764,-0.61144650,0.00082670,-0.00089381,0.13562739,-0.15217430,0.48918605,-0.52488592,0.14083695,-0.15163660,0.90837440,-0.98128059,0.00000000,-0.00000000
-5.80190095,1.53292827,-1.67602373,0.49410921,-0.52719177,0.53417518,-0.58570283,0.00075209,-0.00080349,0.12662188,-0.14342461,0.46710542,-0.50485276,0.13384931,-0.14547005,0.86444972,-0.94110808,0.00000000,-0.00000000
-5.79589795,1.44868643,-1.59679535,0.46993949,-0.50466324,0.50505250,-0.55861462,0.00069147,-0.00073029,0.11761898,-0.13452439,0.44433861,-0.48378616,0.12659429,-0.13889102,0.81934670,-0.89901960,0.00000000,-0.00000000
-5.78989495,1.36339172,-1.51507770,0.44544976,-0.48141595,0.47536166,-0.53043136,0.00064216,-0.00067115,0.10870289,-0.12555840,0.42109360,-0.46187540,0.11915470,-0.13197458,0.77350176,-0.85541562,0.00000000,-0.00000000
-5.78389195,1.27784692,-1.43164937,0.42093877,-0.45774695,0.44537776,-0.50141711,0.00060186,-0.00062339,0.09995542,-0.11661181,0.39758284,-0.43932184,0.11161433,-0.12480086,0.72735791,-0.81072151,0.00000000,-0.00000000
-5.77788894,1.19284336,-1.34730988,0.39669642,-0.43395158,0.41537272,-0.47184474,0.00056864,-0.00058469,0.09145439,-0.10776872,0.37401894,-0.41633463,0.10405567,-0.11745277,0.68135470,-0.76537708,0.00000000,-0.00000000
-5.77188594,1.10914425,-1.26286162,0.37299986,-0.41031859,0.38560944,-0.44198977,0.00054091,-0.00055306,0.08327221,-0.09911054,0.35061057,-0.39312645,0.09655799,-0.11001372,0.63591889,-0.71982634,0.00000000,-0.00000000
-5.76588294,1.02746999,-1.17909252,0.35011046,-0.38712612,0.35633634,-0.41212429,0.00051739,-0.00052688,0.07547455,-0.09071455,0.32755884,-0.36990932,0.08919560,-0.10256555,0.59145636,-0.67450783,0.00000000,-0.00000000
-5.75987994,0.94848568,-1.09676003,0.32827141,-0.36463841,0.32778259,-0.38251108,0.00049716,-0.00050482,0.06811931,-0.08265238,0.30505408,-0.34689078,0.08203646,-0.09518661,0.54834521,-0.62984573,0.00000000,-0.00000000
-5.75387694,0.87279109,-1.01657694,0.30770612,-0.34310317,0.30015426,-0.35339825,0.00047956,-0.00048587,0.06125570,-0.07498881,0.28327317,-0.32427029,0.07514110,-0.08795013,0.50693024,-0.58624207,0.00000000,-0.00000000
-5.74787394,0.80091322,-0.93919927,0.28861684,-0.32274956,0.27363127,-0.32501447,0.00046426,-0.00046930,0.05492377,-0.06778069,0.26237736,-0.30223613,0.06856189,-0.08092288,0.46751876,-0.54407009,0.00000000,-0.00000000
-5.74187094,0.73330127,-0.86521646,0.27118379,-0.30378661,0.24836544,-0.29756514,0.00045116,-0.00045467,0.04915402,-0.06107608,0.24251059,-0.28096272,0.06234261,-0.07416417,0.43037767,-0.50366880,0.00000000,-0.00000000
-5.73586793,0.67032389,-0.79514395,0.25556418,-0.28640178,0.22447940,-0.27122937,0.00044046,-0.00044177,0.04396741,-0.05491368,0.22379827,-0.26060846,0.05651837,-0.06772511,0.39573167,-0.46533886,0.00000000,-0.00000000
-5.72986493,0.61226848,-0.72941802,0.24189132,-0.27075980,0.20206649,-0.24615798,0.00043257,-0.00043068,0.03937552,-0.04932252,0.20634639,-0.24131388,0.05111573,-0.06164827,0.36376243,-0.42933952,0.00000000,-0.00000000
-5.72386193,0.55934208,-0.66839282,0.23027349,-0.25700135,0.18119140,-0.22247245,0.00042816,-0.00042168,0.03538092,-0.04432188,0.19024110,-0.22320038,0.04615305,-0.05596752,0.33460853,-0.39588660,0.00000000,-0.00000000
-5.71785893,0.51167368,-0.61233927,0.22079265,-0.24524164,0.16189158,-0.20026478,0.00042812,-0.00041529,0.03197776,-0.03992142,0.17554836,-0.20636917,0.04164101,-0.05070820,0.30836603,-0.36515150,0.00000000,-0.00000000
-5.71185593,0.46931746,-0.56144562,0.21350284,-0.23556886,0.14417915,-0.17959810,0.00043354,-0.00041225,0.02915237,-0.03612155,0.16231395,-0.19090065,0.03758329,-0.04588745,0.28508946,-0.33726078,0.00000000,-0.00000000
-5.70585293,0.43225674,-0.51581931,0.20842842,-0.22804236,0.12804323,-0.16050810,0.00044574,-0.00041350,0.02688401,-0.03291393,0.15056361,-0.17685398,0.03397721,-0.04151470,0.26479313,-0.31229653,0.00000000,-0.00000000
-5.69984992,0.40040842,-0.47549002,0.20556223,-0.22269072,0.11345264,-0.14300488,0.00046619,-0.00042020,0.02514565,-0.03028208,0.14030326,-0.16426700,0.03081455,-0.03759232,0.24745264,-0.29029714,0.00000000,-0.00000000
-5.69384692,0.37362768,-0.44041347,0.20486379,-0.21950982,0.10035861,-0.12707537,0.00049658,-0.00043368,0.02390473,-0.02820215,0.13151944,-0.15315628,0.02808225,-0.03411627,0.23300658,-0.27125853,0.00000000,-0.00000000
-5.68784392,0.35171281,-0.41047588,0.20625769,-0.21846102,0.08869762,-0.11268593,0.00053874,-0.00045546,0.02312395,-0.02664367,0.12417985,-0.14351741,0.02576316,-0.03107688,0.22135838,-0.25513570,0.00000000,-0.00000000
-5.68184092,0.33441028,-0.38549904,0.20963251,-0.21946955,0.07839422,-0.09978522,0.00059462,-0.00048724,0.02276197,-0.02557039,0.11823406,-0.13532554,0.02383671,-0.02845955,0.21237833,-0.24184464,0.00000000,-0.00000000
-5.67583792,0.32141988,-0.36524569,0.21484031,-0.22242359,0.06936362,-0.08830700,0.00066629,-0.00053087,0.02277416,-0.02494108,0.11361438,-0.12853614,0.02227956,-0.02624557,0.20590586,-0.23126459,0.00000000,-0.00000000
-5.66983492,0.31240006,-0.34942536,0.22169702,-0.22717386,0.06151423,-0.07817305,0.00075590,-0.00058833,0.02311327,-0.02471040,0.11023705,-0.12308598,0.02106617,-0.02441273,0.20175211,-0.22324059,0.00000000,-0.00000000
-5.66383192,0.30697365,-0.33770070,0.22998386,-0.23353430,0.05474993,-0.06929588,0.00086561,-0.00066168,0.02373007,-0.02482969,0.10800356,-0.11889441,0.02016933,-0.02293611,0.19970284,-0.21758655,0.00000000,-0.00000000
-5.65782891,0.30473388,-0.32969406,0.23944991,-0.24128374,0.04897211,-0.06158129,0.00099753,-0.00075310,0.02457405,-0.02524783,0.10680234,-0.11586497,0.01956065,-0.02178860,0.19952188,-0.21408866,0.00000000,-0.00000000
-5.65182591,0.30525087,-0.32499471,0.24981595,-0.25016883,0.04408159,-0.05493080,0.00115373,-0.00086475,0.02559402,-0.02591200,0.10651070,-0.11388728,0.01921100,-0.02094161,0.20095496,-0.21250941,0.00000000,-0.00000000
-5.64582291,0.30807865,-0.32316639,0.26077953,-0.25990816,0.03998021,-0.04924384,0.00133606,-0.00099877,0.02673886,-0.02676858,0.10699709,-0.11283919,0.01909092,-0.02036555,0.20373409,-0.21259198,0.00000000,-0.00000000
-5.63981991,0.31276260,-0.32375547,0.27202125,-0.27019773,0.03657233,-0.04441967,0.00154618,-0.00115723,0.02795813,-0.02776389,0.10812359,-0.11258933,0.01917100,-0.02003036,0.20758245,-0.21406527,0.00000000,-0.00000000
-5.63381691,0.31884741,-0.32629936,0.28321202,-0.28071753,0.03376605,-0.04035915,0.00178539,-0.00134203,0.02920283,-0.02884508,0.10974864,-0.11299982,0.01942227,-0.01990604,0.21221968,-0.21664928,0.00000000,-0.00000000
-5.62781391,0.32588531,-0.33033541,0.29402129,-0.29113919,0.03147436,-0.03696630,0.00205463,-0.00155483,0.03042615,-0.02996091,0.11172998,-0.11392928,0.01981653,-0.01996304,0.21736747,-0.22006090,0.00000000,-0.00000000
-5.62181091,0.33344448,-0.33540986,0.30412568,-0.30113432,0.02961604,-0.03414961,0.00235433,-0.00179699,0.03158416,-0.03106260,0.11392759,-0.11523587,0.02032673,-0.02017276,0.22275548,-0.22401997,0.00000000,-0.00000000
-5.61580790,0.34111748,-0.34108687,0.31321799,-0.31038343,0.02811648,-0.03182318,0.00268435,-0.00206945,0.03263656,-0.03210465,0.11620671,-0.11678047,0.02092728,-0.02050788,0.22812714,-0.22825545,0.00000000,-0.00000000
-5.60980490,0.34852938,-0.34695728,0.32101599,-0.31858496,0.02690835,-0.02990772,0.00304397,-0.00237270,0.03354738,-0.03304555,0.11844079,-0.11842978,0.02159439,-0.02094280,0.23324544,-0.23251147,0.00000000,-0.00000000
-5.60380190,0.35534535,-0.35264697,0.32727078,-0.32546411,0.02593214,-0.02833127,0.00343176,-0.00270667,0.03428557,-0.03384854,0.12051417,-0.12005930,0.02230642,-0.02145392,0.23789833,-0.23655322,0.00000000,-0.00000000
-5.59779890,0.36127754,-0.35782439,0.33177424,-0.33078102,0.02513654,-0.02702992,0.00384563,-0.00307068,0.03482561,-0.03448218,0.12232457,-0.12155606,0.02304417,-0.02202001,0.24190365,-0.24017233,0.00000000,-0.00000000
-5.59179590,0.36609091,-0.36220722,0.33436533,-0.33433806,0.02447872,-0.02594818,0.00428277,-0.00346339,0.03514784,-0.03492092,0.12378514,-0.12282095,0.02379115,-0.02262249,0.24511332,-0.24319160,0.00000000,-0.00000000
-5.58579290,0.36960778,-0.36556782,0.33493488,-0.33598583,0.02392450,-0.02503935,0.00473972,-0.00388278,0.03523883,-0.03514541,0.12482617,-0.12377080,0.02453388,-0.02324562,0.24741670,-0.24546902,0.00000000,-0.00000000
-5.57978989,0.37171112,-0.36773727,0.33342872,-0.33562754,0.02344834,-0.02426567,0.00521239,-0.00432615,0.03509146,-0.03514279,0.12539619,-0.12433978,0.02526213,-0.02387678,0.24874299,-0.24690076,0.00000000,-0.00000000
-5.57378689,0.37234615,-0.36860792,0.32984891,-0.33322170,0.02303321,-0.02359830,0.00569621,-0.00479014,0.03470489,-0.03490668,0.12546267,-0.12448041,0.02596908,-0.02450658,0.24906254,-0.24742316,0.00000000,-0.00000000
-5.56778389,0.37152048,-0.36813437,0.32425310,-0.32878288,0.02267041,-0.02301721,0.00618618,-0.00527081,0.03408433,-0.03443712,0.12501207,-0.12416395,0.02665153,-0.02512903,0.24838709,-0.24701357,0.00000000,-0.00000000
-5.56178089,0.36930259,-0.36633283,0.31675206,-0.32238064,0.02235914,-0.02251092,0.00667709,-0.00576371,0.03324063,-0.03374023,0.12404946,-0.12338031,0.02730997,-0.02574162,0.24676884,-0.24569020,0.00000000,-0.00000000
-5.55577789,0.36581883,-0.36327891,0.30750539,-0.31413653,0.02210606,-0.02207608,0.00716365,-0.00626400,0.03218979,-0.03282779,0.12259758,-0.12213737,0.02794865,-0.02634529,0.24429854,-0.24351068,0.00000000,-0.00000000
-5.54977489,0.36124895,-0.35910395,0.29671577,-0.30421946,0.02192467,-0.02171700,0.00764071,-0.00676663,0.03095221,-0.03171658,0.12069544,-0.12045983,0.02857557,-0.02694452,0.24110250,-0.24056975,0.00000000,-0.00000000
-5.54377189,0.35582041,-0.35399006,0.28462186,-0.29283954,0.02183462,-0.02144497,0.00810344,-0.00726648,0.02955192,-0.03042767,0.11839660,-0.11838769,0.02920236,-0.02754716,0.23733874,-0.23699599,0.00000000,-0.00000000
-5.53776888,0.34980149,-0.34816403,0.27149033,-0.28024081,0.02186090,-0.02127759,0.00854755,-0.00775857,0.02801571,-0.02898557,0.11576701,-0.11597434,0.02984413,-0.02816437,0.23319238,-0.23294769,0.00000000,-0.00000000
-5.53176588,0.34349367,-0.34189028,0.25760718,-0.26669305,0.02203301,-0.02123795,0.00896947,-0.00823823,0.02637223,-0.02741735,0.11288276,-0.11328439,0.03051920,-0.02881041,0.22887041,-0.22860812,0.00000000,-0.00000000
-5.52576288,0.33722317,-0.33546314,0.24326884,-0.25248308,0.02238394,-0.02135371,0.00936653,-0.00870133,0.02465105,-0.02575167,0.10982749,-0.11039130,0.03124874,-0.02950236,0.22459598,-0.22418033,0.00000000,-0.00000000
-5.51975988,0.33133215,-0.32919868,0.22877341,-0.23790596,0.02294920,-0.02165622,0.00973707,-0.00914442,0.02288182,-0.02401793,0.10668988,-0.10737498,0.03205627,-0.03025982,0.22060236,-0.21988150,0.00000000,-0.00000000
-5.51375688,0.32616965,-0.32342617,0.21441221,-0.22325633,0.02376576,-0.02217946,0.01008054,-0.00956491,0.02109340,-0.02224532,0.10356098,-0.10431927,0.03296710,-0.03110445,0.21712681,-0.21593721,0.00000000,-0.00000000
-5.50775388,0.32208243,-0.31847959,0.20046210,-0.20882026,0.02487093,-0.02295903,0.01039756,-0.00996119,0.01931320,-0.02046211,0.10053168,-0.10130952,0.03400765,-0.03205947,0.21440427,-0.21257553,0.00000000,-0.00000000
-5.50175088,0.31940605,-0.31468907,0.18717872,-0.19486786,0.02630127,-0.02403106,0.01068987,-0.01033271,0.01756656,-0.01869491,0.09769026,-0.09843021,0.03520467,-0.03314908,0.21266135,-0.21002127,0.00000000,-0.00000000
-5.49574787,0.31845626,-0.31237274,0.17479077,-0.18164689,0.02809151,-0.02543114,0.01096031,-0.01068000,0.01587627,-0.01696812,0.09512012,-0.09576283,0.03658437,-0.03439776,0.21211043,-0.20849033,0.00000000,-0.00000000
-5.48974487,0.31952082,-0.31182884,0.16349556,-0.16937745,0.03027338,-0.02719324,0.01121262,-0.01100466,0.01426224,-0.01530349,0.09289764,-0.09338376,0.03817146,-0.03582953,0.21294414,-0.20818432,0.00000000,-0.00000000
-5.48374187,0.32285209,-0.31332834,0.15345578,-0.15824787,0.03287465,-0.02934861,0.01145134,-0.01130926,0.01274132,-0.01371985,0.09109038,-0.09136252,0.03998822,-0.03746705,0.21533031,-0.20928553,0.00000000,-0.00000000
-5.47773887,0.32866040,-0.31710822,0.14479760,-0.14841195,0.03591811,-0.03192477,0.01168154,-0.01159724,0.01132723,-0.01223292,0.08975547,-0.08976017,0.04205349,-0.03933082,0.21940751,-0.21195238,0.00000000,-0.00000000
-5.47173587,0.33710830,-0.32336540,0.13760992,-0.13998728,0.03942068,-0.03494450,0.01190857,-0.01187269,0.01003064,-0.01085533,0.08893832,-0.08862791,0.04438171,-0.04143824,0.22528122,-0.21631526,0.00000000,-0.00000000
-5.46573287,0.34830605,-0.33225156,0.13194481,-0.13305482,0.04339266,-0.03842500,0.01213777,-0.01214017,0.00885930,-0.00959668,0.08867166,-0.08800605,0.04698202,-0.04380269,0.23302076,-0.22247303,0.00000000,-0.00000000
-5.45972986,0.36230822,-0.34386882,0.12781898,-0.12765956,0.04783711,-0.04237700,0.01237421,-0.01240440,0.00781835,-0.00846375,0.08897488,-0.08792315,0.04985752,-0.04643272,0.24265712,-0.23049018,0.00000000,-0.00000000
-5.45372686,0.37911172,-0.35826651,0.12521612,-0.12381210,0.05274941,-0.04680420,0.01262237,-0.01267003,0.00691057,-0.00746077,0.08985377,-0.08839545,0.05300459,-0.04933127,0.25418170,-0.24039465,0.00000000,-0.00000000
-5.44772386,0.39865530,-0.37543915,0.12409006,-0.12149105,0.05811703,-0.05170270,0.01288591,-0.01294138,0.00613682,-0.00658974,0.09130058,-0.08942665,0.05641250,-0.05249503,0.26754600,-0.25217656,0.00000000,-0.00000000
-5.44172086,0.42082053,-0.39532564,0.12436852,-0.12064620,0.06391951,-0.05706077,0.01316741,-0.01322210,0.00549635,-0.00585080,0.09329442,-0.09100793,0.06006316,-0.05591395,0.28266246,-0.26578771,0.00000000,-0.00000000
-5.43571786,0.44543442,-0.41780982,0.12595733,-0.12120215,0.07012872,-0.06285866,0.01346823,-0.01351501,0.00498726,-0.00524264,0.09580214,-0.09311829,0.06393120,-0.05957100,0.29940631,-0.28114215,0.00000000,-0.00000000
-5.42971486,0.47227360,-0.44272260,0.12874503,-0.12306243,0.07670928,-0.06906883,0.01378835,-0.01382185,0.00460687,-0.00476286,0.09877941,-0.09572524,0.06798426,-0.06344209,0.31761851,-0.29811762,0.00000000,-0.00000000
-5.42371186,0.50107011,-0.46984542,0.13260771,-0.12611395,0.08361938,-0.07565631,0.01412632,-0.01414314,0.00435204,-0.00440835,0.10217228,-0.09878580,0.07218357,-0.06749633,0.33710977,-0.31655813,0.00000000,-0.00000000
-5.41770885,0.53151851,-0.49891532,0.13741384,-0.13023156,0.09081171,-0.08257934,0.01447924,-0.01447808,0.00421960,-0.00417567,0.10591891,-0.10224774,0.07648481,-0.07169645,0.35766545,-0.33627743,0.00000000,-0.00000000
-5.41170585,0.56328444,-0.52963138,0.14302922,-0.13528279,0.09823469,-0.08979028,0.01484286,-0.01482450,0.00420657,-0.00406134,0.10995170,-0.10605123,0.08083919,-0.07599959,0.37905145,-0.35706357,0.00000000,-0.00000000
-5.40570285,0.59601409,-0.56166253,0.14932172,-0.14113250,0.10583390,-0.09723675,0.01521168,-0.01517889,0.00431046,-0.00406215,0.11419948,-0.11013063,0.08519476,-0.08035822,0.40102068,-0.37868421,0.00000000,-0.00000000
-5.39969985,0.62934456,-0.59465644,0.15616577,-0.14764750,0.11355367,-0.10486299,0.01557914,-0.01553652,0.00452952,-0.00417538,0.11858994,-0.11441659,0.08949785,-0.08472140,0.42332013,-0.40089282,0.00000000,-0.00000000
-5.39369685,0.66291473,-0.62824943,0.16344653,-0.15470088,0.12133878,-0.11261144,0.01593780,-0.01589151,0.00486290,-0.00439904,0.12305209,-0.11883824,0.09369467,-0.08903613,0.44569817,-0.42343540,0.00000000,-0.00000000
-5.38769385,0.69637611,-0.66207690,0.17106359,-0.16217609,0.12913629,-0.12042439,0.01627967,-0.01623710,0.00531079,-0.00473203,0.12751867,-0.12332550,0.09773292,-0.09324886,0.46791202,-0.44605762,0.00000000,-0.00000000
-5.38169085,0.72940362,-0.69578412,0.17893413,-0.16997059,0.13689728,-0.12824580,0.01659641,-0.01656584,0.00587457,-0.00517426,0.13192852,-0.12781145,0.10156337,-0.09730706,0.48973486,-0.46851218,0.00000000,-0.00000000
-5.37568784,0.76170555,-0.72903697,0.18699540,-0.17799904,0.14457862,-0.13602314,0.01687965,-0.01686983,0.00655686,-0.00572679,0.13622867,-0.13223456,0.10514143,-0.10116087,0.51096261,-0.49056599,0.00000000,-0.00000000
-5.36968484,0.79303257,-0.76153209,0.19520641,-0.18619578,0.15214464,-0.14370917,0.01712127,-0.01714105,0.00736156,-0.00639185,0.14037623,-0.13654082,0.10842849,-0.10476457,0.53141992,-0.51200711,0.00000000,-0.00000000
-5.36368184,0.82318527,-0.79300633,0.20354886,-0.19451674,0.15956846,-0.15126366,0.01731366,-0.01737159,0.00829386,-0.00717293,0.14433985,-0.14068563,0.11139313,-0.10807803,0.55096515,-0.53265098,0.00000000,-0.00000000
-5.35767884,0.85202000,-0.82324475,0.21202707,-0.20294043,0.16683326,-0.15865491,0.01744993,-0.01755395,0.00936016,-0.00807472,0.14810084,-0.14463536,0.11401202,-0.11106798,0.56949425,-0.55234585,0.00000000,-0.00000000
-5.35167584,0.87945258,-0.85208718,0.22066702,-0.21146814,0.17393305,-0.16586107,0.01752415,-0.01768125,0.01056799,-0.00910312,0.15165375,-0.14836855,0.11627064,-0.11370899,0.58694317,-0.57097707,0.00000000,-0.00000000
-5.34567284,0.90545979,-0.87943268,0.22951431,-0.22012317,0.18087317,-0.17287110,0.01753153,-0.01774749,0.01192585,-0.01026512,0.15500642,-0.15187665,0.11816354,-0.11598426,0.60328878,-0.58847002,0.00000000,-0.00000000
