energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,W_p_up,W_d_up
-5.84992496,5.79612057,0.05608136,0.47513495,0.05638268,3.50888316,0.65108611,0.23820591,2.49728858,1.39456554
-5.84392196,5.94320297,0.05571973,0.48054161,0.05612940,3.60331970,0.63699090,0.24039897,2.55572344,1.44304871
-5.83791896,6.08924528,0.05534325,0.48469886,0.05581577,3.69792436,0.62221735,0.24294733,2.61222903,1.49270060
-5.83191596,6.23305217,0.05495896,0.48756897,0.05544356,3.79190735,0.60711650,0.24584733,2.66610448,1.54324199
-5.82591296,6.37317543,0.05457055,0.48911887,0.05501320,3.88430287,0.59202504,0.24907337,2.71656459,1.59430818
-5.81990995,6.50792928,0.05417835,0.48932007,0.05452366,3.97398098,0.57725369,0.25257782,2.76275313,1.64544908
-5.81390695,6.63542370,0.05377952,0.48814911,0.05397261,4.05967115,0.56307761,0.25629212,2.80376344,1.69613445
-5.80790395,6.75361503,0.05336846,0.48558879,0.05335653,4.13999702,0.54972927,0.26012899,2.83866554,1.74576437
-5.80190095,6.86037204,0.05293731,0.48162997,0.05267111,4.21352100,0.53739405,0.26398565,2.86653868,1.79368474
-5.79589795,6.95355460,0.05247662,0.47627382,0.05191158,4.27879692,0.52620869,0.26774796,2.88650782,1.83920722
-5.78989495,7.03110151,0.05197607,0.46953451,0.05107328,4.33442833,0.51626256,0.27129520,2.89778239,1.88163287
-5.78389195,7.09112333,0.05142530,0.46144205,0.05015211,4.37912967,0.50760158,0.27450541,2.89969519,1.92027843
-5.77788894,7.13199568,0.05081468,0.45204511,0.04914514,4.41178765,0.50023438,0.27726087,2.89173963,1.95450406
-5.77188594,7.15244854,0.05013610,0.44141364,0.04805108,4.43151950,0.49414045,0.27945367,2.87360341,1.98374114
-5.76588294,7.15164697,0.04938375,0.42964110,0.04687077,4.43772558,0.48927962,0.28099100,2.84519675,2.00751893
-5.75987994,7.12925928,0.04855471,0.41684610,0.04560763,4.43013364,0.48560240,0.28179987,2.80667390,2.02548851
-5.75387694,7.08550917,0.04764956,0.40317329,0.04426793,4.40883243,0.48306062,0.28183125,2.75844669,2.03744293
-5.74787394,7.02120896,0.04667275,0.38879348,0.04286104,4.37429307,0.48161774,0.28106326,2.70118955,2.04333246
-5.74187094,6.93777216,0.04563290,0.37390277,0.04139951,4.32737707,0.48125835,0.27950331,2.63583542,2.04327397
-5.73586793,6.83720434,0.04454294,0.35872086,0.03989906,4.26933017,0.48199638,0.27718914,2.56356304,2.03755407
-5.72986493,6.72207230,0.04342011,0.34348830,0.03837844,4.20176238,0.48388164,0.27418866,2.48577565,2.02662554
-5.72386193,6.59545244,0.04228575,0.32846304,0.03685919,4.12661459,0.48700430,0.27059852,2.40407226,2.01109713
-5.71785893,6.46086009,0.04116502,0.31391605,0.03536521,4.04611305,0.49149720,0.26654159,2.32021234,1.99171724
-5.71185593,6.32216235,0.04008647,0.30012639,0.03392239,3.96271325,0.49753576,0.26216328,2.23607519,1.96935188
-5.70585293,6.18347727,0.03908140,0.28737563,0.03255797,3.87903514,0.50533560,0.25762691,2.15361546,1.94495802
-5.69984992,6.04906324,0.03818325,0.27594196,0.03129997,3.79779209,0.51514773,0.25310822,2.07481613,1.91955335
-5.69384692,5.92320203,0.03742676,0.26609404,0.03017650,3.72171578,0.52725171,0.24878933,2.00164038,1.89418363
-5.68784392,5.81007948,0.03684714,0.25808475,0.02921503,3.65347950,0.54194670,0.24485219,1.93598366,1.86988914
-5.68184092,5.71366768,0.03647916,0.25214498,0.02844171,3.59562244,0.55954097,0.24147190,1.87962720,1.84767132
-5.67583792,5.63761209,0.03635617,0.24847775,0.02788056,3.55047691,0.58033986,0.23881009,1.83419405,1.82846113
-5.66983492,5.58512706,0.03650917,0.24725258,0.02755281,3.52010091,0.60463287,0.23700857,1.80110856,1.81309000
-5.66383192,5.55890250,0.03696579,0.24860047,0.02747622,3.50621764,0.63267997,0.23618352,1.78156012,1.80226458
-5.65782891,5.56102419,0.03774945,0.25260949,0.02766441,3.51016353,0.66469775,0.23642045,1.77647192,1.79654598
-5.65182591,5.59290965,0.03887841,0.25932120,0.02812632,3.53284621,0.70084565,0.23777011,1.78647505,1.79633397
-5.64582291,5.65526099,0.04036505,0.26872787,0.02886578,3.57471312,0.74121286,0.24024552,1.81188874,1.80185662
-5.63981991,5.74803568,0.04221513,0.28077086,0.02988107,3.63573165,0.78580621,0.24382026,1.85270680,1.81316536
-5.63381691,5.87043579,0.04442728,0.29533995,0.03116473,3.71538101,0.83453950,0.24842811,1.90859073,1.83013532
-5.62781391,6.02091563,0.04699256,0.31227386,0.03270342,3.81265609,0.88722478,0.25396409,1.97886973,1.85247076
-5.62181091,6.19720762,0.04989425,0.33136204,0.03447794,3.92608311,0.94356588,0.26028687,2.06254773,1.87971509
-5.61580790,6.39636556,0.05310775,0.35234759,0.03646342,4.05374681,1.00315476,0.26722253,2.15831751,1.91126490
-5.60980490,6.61482442,0.05660073,0.37493136,0.03862963,4.19332860,1.06547083,0.27456954,2.26458208,1.94638746
-5.60380190,6.84847534,0.06033347,0.39877722,0.04094147,4.34215482,1.12988368,0.28210476,2.37948295,1.98424102
-5.59779890,7.09275423,0.06425935,0.42351836,0.04335959,4.49725447,1.19565942,0.28959030,2.50093522,2.02389716
-5.59179590,7.34274227,0.06832566,0.44876446,0.04584115,4.65542497,1.26197075,0.29678106,2.62666903,2.06436480
-5.58579290,7.59327604,0.07247443,0.47410957,0.04834074,4.81330477,1.32791069,0.30343250,2.75427667,2.10461492
-5.57978989,7.83906533,0.07664363,0.49914067,0.05081131,4.96745130,1.39251000,0.30930853,2.88126465,2.14360583
-5.57378689,8.07481562,0.08076839,0.52344639,0.05320531,5.11442255,1.45475784,0.31418913,3.00510961,2.18030811
-5.56778389,8.29535297,0.08478239,0.54662594,0.05547576,5.25086023,1.51362534,0.31787743,3.12331688,2.21372906
-5.56178089,8.49574801,0.08861942,0.56829789,0.05757739,5.37357274,1.56809141,0.32020600,3.23348027,2.24293601
-5.55577789,8.67143629,0.09221491,0.58810857,0.05946782,5.47961556,1.61717008,0.32104209,3.33334148,2.26707826
-5.54977489,8.81833163,0.09550756,0.60573988,0.06110857,5.56636694,1.65993849,0.32029165,3.42084747,2.28540717
-5.54377189,8.93292958,0.09844091,0.62091638,0.06246611,5.63159666,1.69556451,0.31790196,3.49420402,2.29729409
-5.53776888,9.01239785,0.10096480,0.63341129,0.06351272,5.67352576,1.72333300,0.31386290,3.55192381,2.30224584
-5.53176588,9.05465110,0.10303683,0.64305149,0.06422726,5.69087512,1.74266957,0.30820667,3.59286726,2.29991732
-5.52576288,9.05840739,0.10462349,0.64972129,0.06459570,5.68290133,1.75316094,0.30100615,3.61627475,2.29012111
-5.51975988,9.02322455,0.10570120,0.65336479,0.06461156,5.64941828,1.75457087,0.29237198,3.62178888,2.27283373
-5.51375688,8.94951475,0.10625698,0.65398701,0.06427609,5.59080359,1.74685085,0.28244844,3.60946584,2.24819832
-5.50775388,8.83853649,0.10628891,0.65165358,0.06359820,5.50798929,1.73014506,0.27140846,3.57977524,2.21652367
-5.50175088,8.69236383,0.10580618,0.64648909,0.06259432,5.40243676,1.70478914,0.25944785,3.53358822,2.17827960
-5.49574787,8.51383346,0.10482886,0.63867417,0.06128793,5.27609652,1.67130267,0.24677912,3.47215395,2.13408843
-5.48974487,8.30647085,0.10338729,0.62844129,0.05970894,5.13135394,1.63037549,0.23362508,3.39706518,2.08471306
-5.48374187,8.07439767,0.10152114,0.61606955,0.05789291,4.97096263,1.58284841,0.22021248,3.31021390,2.03104151
-5.47773887,7.82222310,0.09927822,0.60187833,0.05588019,4.79796754,1.52968886,0.20676588,3.21373842,1.97406850
-5.47173587,7.55492263,0.09671291,0.58622025,0.05371477,4.61562037,1.47196243,0.19350209,3.10996367,1.91487431
-5.46573287,7.27770801,0.09388453,0.56947340,0.05144325,4.42729031,1.41080152,0.18062514,3.00133675,1.85460166
-5.45972986,6.99589273,0.09085544,0.55203311,0.04911365,4.23637294,1.34737223,0.16832205,2.89035974,1.79443092
-5.45372686,6.71475744,0.08768914,0.53430351,0.04677417,4.04620075,1.28284080,0.15675948,2.77952234,1.73555465
-5.44772386,6.43941968,0.08444835,0.51668903,0.04447207,3.85995815,1.21834100,0.14608124,2.67123634,1.67915187
-5.44172086,6.17471239,0.08119320,0.49958618,0.04225253,3.68060408,1.15494372,0.13640667,2.56777433,1.62636302
-5.43571786,5.92507482,0.07797950,0.48337571,0.04015757,3.51080463,1.09362985,0.12782992,2.47121461,1.57826610
-5.42971486,5.69445968,0.07485734,0.46841549,0.03822517,3.35287803,1.03526752,0.12042004,2.38339412,1.53585490
-5.42371186,5.48625897,0.07186990,0.45503429,0.03648836,3.20875359,0.98059432,0.11422177,2.30587073,1.50001961
-5.41770885,5.30325064,0.06905256,0.44352658,0.03497459,3.07994552,0.93020517,0.10925695,2.23989624,1.47153067
-5.41170585,5.14756726,0.06643243,0.43414865,0.03370520,2.96754236,0.88454596,0.10552649,2.18640043,1.45102599
-5.40570285,5.02068698,0.06402815,0.42711591,0.03269504,2.87221146,0.84391296,0.10301269,2.14598669,1.43900188
-5.39969985,4.92344609,0.06185010,0.42260172,0.03195230,2.79421793,0.80845774,0.10168189,2.11893877,1.43580801
-5.39369685,4.85607181,0.05990086,0.42073746,0.03147845,2.73345659,0.77819700,0.10148730,2.10523815,1.44164614
-5.38769385,4.81823307,0.05817602,0.42161396,0.03126845,2.68949491,0.75302662,0.10237191,2.10459091,1.45657274
-5.38169085,4.80910632,0.05666519,0.42528413,0.03131102,2.66162480,0.73273908,0.10427137,2.11646277,1.48050515
-5.37568784,4.82745306,0.05535313,0.43176657,0.03158914,2.64892045,0.71704310,0.10711680,2.14012038,1.51323090
-5.36968484,4.87170531,0.05422105,0.44104996,0.03208067,2.65029964,0.70558468,0.11083746,2.17467725,1.55441984
-5.36368184,4.94005493,0.05324794,0.45309806,0.03275912,2.66458548,0.69796824,0.11536315,2.21914195,1.60363846
-5.35767884,5.03054306,0.05241181,0.46785493,0.03359448,2.69056606,0.69377711,0.12062636,2.27246658,1.66036581
-5.35167584,5.14114556,0.05169092,0.48525018,0.03455421,2.72704919,0.69259229,0.12656414,2.33359344,1.72401045
-5.34567284,5.26985130,0.05106482,0.50520393,0.03560424,2.77291034,0.69400881,0.13311955,2.40149784,1.79392770
-5.33966983,5.41472990,0.05051526,0.52763126,0.03671004,2.82713157,0.69764916,0.14024283,2.47522536,1.86943662
-5.33366683,5.57398673,0.05002684,0.55244592,0.03783763,2.88883038,0.70317331,0.14789216,2.55392209,1.94983596
-5.32766383,5.74600328,0.04958750,0.57956311,0.03895466,2.95727753,0.71028522,0.15603400,2.63685670,2.03441874
-5.32166083,5.92936183,0.04918873,0.60890123,0.04003130,3.03190346,0.71873581,0.16464311,2.72343371,2.12248475
-5.31565783,6.12285412,0.04882558,0.64038253,0.04104113,3.11229374,0.72832262,0.17370219,2.81319768,2.21335063
-5.30965483,6.32547458,0.04849649,0.67393264,0.04196183,3.19817415,0.73888655,0.18320112,2.90582856,2.30635735
-5.30365183,6.53639911,0.04820287,0.70947902,0.04277569,3.28938678,0.75030613,0.19313593,3.00112877,2.40087475
-5.29764882,6.75495146,0.04794861,0.74694841,0.04347003,3.38585874,0.76248992,0.20350745,3.09900313,2.49630332
-5.29164582,6.98055939,0.04773943,0.78626351,0.04403730,3.48756542,0.77536788,0.21431972,3.19943304,2.59207318
-5.28564282,7.21270365,0.04758213,0.82733896,0.04447504,3.59449062,0.78888204,0.22557819,3.30244647,2.68764069
-5.27963982,7.45086263,0.04748386,0.87007694,0.04478559,3.70658566,0.80297755,0.23728777,3.40808570,2.78248299
-5.27363682,7.69445625,0.04745133,0.91436254,0.04497566,3.82372995,0.81759430,0.24945080,3.51637461,2.87609116
-5.26763382,7.94279210,0.04749008,0.96005916,0.04505565,3.94569496,0.83265995,0.26206501,3.62728743,2.96796244
-5.26163082,8.19501703,0.04760380,1.00700434,0.04503889,4.07211379,0.84808457,0.27512153,3.74072051,3.05759248
-5.25562781,8.45007693,0.04779377,1.05500596,0.04494078,4.20245766,0.86375717,0.28860296,3.85646883,3.14446806
-5.24962481,8.70668704,0.04805841,1.10383934,0.04477778,4.33602078,0.87954431,0.30248175,3.97420802,3.22806120
-5.24362181,8.96331452,0.04839294,1.15324530,0.04456656,4.47191420,0.89529077,0.31671876,4.09348300,3.30782517
-5.23761881,9.21817436,0.04878923,1.20292929,0.04432302,4.60906901,0.91082200,0.33126213,4.21370332,3.38319294
-5.23161581,9.46923916,0.04923580,1.25256187,0.04406151,4.74624875,0.92594829,0.34604665,4.33414536,3.45357850
-5.22561281,9.71426237,0.04971797,1.30178049,0.04379412,4.88207023,0.94047020,0.36099337,4.45396089,3.51838107
-5.21960980,9.95081424,0.05021819,1.35019277,0.04353018,5.01503192,0.95418484,0.37600987,4.57219126,3.57699241
-5.21360680,10.17632868,0.05071648,1.39738102,0.04327589,5.14354842,0.96689266,0.39099082,4.68778633,3.62880676
-5.20760380,10.38815927,0.05119103,1.44290827,0.04303418,5.26598934,0.97840421,0.40581913,4.79962689,3.67323322
-5.20160080,10.58364169,0.05161889,1.48632537,0.04280479,5.38072104,0.98854657,0.42036747,4.90654950,3.70970989
-5.19559780,10.76016011,0.05197671,1.52717920,0.04258448,5.48614907,0.99716893,0.43450024,5.00737250,3.73771907
-5.18959480,10.91521459,0.05224154,1.56502166,0.04236742,5.58075990,1.00414726,0.44807587,5.10092204,3.75680270
-5.18359180,11.04648673,0.05239170,1.59941931,0.04214577,5.66315997,1.00938763,0.46094936,5.18605736,3.76657744
-5.17758879,11.15190111,0.05240744,1.62996314,0.04191025,5.73211082,1.01282824,0.47297511,5.26169437,3.76674826
-5.17158579,11.22968006,0.05227176,1.65627837,0.04165089,5.78655910,1.01443995,0.48400976,5.32682721,3.75712013
-5.16558279,11.27839012,0.05197096,1.67803383,0.04135766,5.82566058,1.01422555,0.49391509,5.38054736,3.73760712
-5.15957979,11.29697851,0.05149512,1.69495059,0.04102115,5.84879763,1.01221773,0.50256086,5.42206012,3.70823840
-5.15357679,11.28479890,0.05083849,1.70680955,0.04063318,5.85559003,1.00847602,0.50982745,5.45069873,3.66916103
-5.14757379,11.24162612,0.04999962,1.71345773,0.04018727,5.84589911,1.00308290,0.51560829,5.46593594,3.62063943
-5.14157079,11.16765981,0.04898136,1.71481291,0.03967903,5.81982573,0.99613926,0.51981199,5.46739351,3.56305157
-5.13556778,11.06351762,0.04779078,1.71086669,0.03910639,5.77770261,0.98775964,0.52236414,5.45484966,3.49688231
-5.12956478,10.93021905,0.04643879,1.70168553,0.03846970,5.72008178,0.97806732,0.52320877,5.42824469,3.42271422
-5.12356178,10.76916098,0.04493972,1.68741007,0.03777171,5.64771809,0.96718961,0.52230934,5.38768478,3.34121640
-5.11755878,10.58208659,0.04331080,1.66825259,0.03701746,5.56154967,0.95525354,0.51964949,5.33344420,3.25313201
-5.11155578,10.37104908,0.04157150,1.64449284,0.03621399,5.46267625,0.94238208,0.51523334,5.26596551,3.15926489
-5.10555278,10.13837191,0.03974288,1.61647233,0.03537007,5.35233637,0.92869113,0.50908553,5.18585791,3.06046607
-5.09954977,9.88660706,0.03784688,1.58458748,0.03449585,5.23188404,0.91428729,0.50125085,5.09389342,2.95762057
-5.09354677,9.61849274,0.03590566,1.54928181,0.03360251,5.10276581,0.89926649,0.49179379,4.99100068,2.85163496
-5.08754377,9.33691180,0.03394099,1.51103753,0.03270186,4.96649864,0.88371360,0.48079766,4.87825621,2.74342596
-5.08154077,9.04485174,0.03197371,1.47036684,0.03180608,4.82464896,0.86770278,0.46836362,4.75687295,2.63391042
-5.07553777,8.74536701,0.03002320,1.42780323,0.03092741,4.67881336,0.85129881,0.45460948,4.62818619,2.52399658
-5.06953477,8.44154417,0.02810712,1.38389304,0.03007792,4.53060077,0.83455901,0.43966835,4.49363664,2.41457683
-5.06353177,8.13646981,0.02624108,1.33918748,0.02926935,4.38161633,0.81753589,0.42368703,4.35475107,2.30652166
-5.05752876,7.83320139,0.02443852,1.29423525,0.02851302,4.23344664,0.80028014,0.40682435,4.21312059,2.20067475
-5.05152576,7.53474040,0.02271068,1.24957591,0.02781971,4.08764632,0.78284398,0.38924921,4.07037707,2.09784882
-5.04552276,7.24400771,0.02106659,1.20573395,0.02719965,3.94572546,0.76528458,0.37113852,3.92816795,1.99882220
-5.03951976,6.96382018,0.01951323,1.16321351,0.02666252,3.80913769,0.74766740,0.35267495,3.78813014,1.90433553
-5.03351676,6.69686821,0.01805562,1.12249379,0.02621734,3.67926857,0.73006913,0.33404451,3.65186343,1.81508861
-5.02751376,6.44569356,0.01669711,1.08402489,0.02587249,3.55742398,0.71258026,0.31543396,3.52090402,1.73173692
-5.02151076,6.21266693,0.01543952,1.04822415,0.02563561,3.44481831,0.69530686,0.29702818,3.39669872,1.65488789
-5.01550775,5.99996512,0.01428340,1.01547268,0.02551345,3.34256239,0.67837156,0.27900742,3.28058048,1.58509648
-5.00950475,5.80954760,0.01322823,0.98611213,0.02551171,3.25165101,0.66191360,0.26154459,3.17374563,1.52286036
-5.00350175,5.64313269,0.01227262,0.96044160,0.02563484,3.17295036,0.64608783,0.24480255,3.07723356,1.46861438
-4.99749875,5.50217370,0.01141447,0.93871467,0.02588578,3.10718549,0.63106268,0.22893161,2.99190916,1.42272473
-4.99149575,5.38783576,0.01065115,0.92113665,0.02626567,3.05492840,0.61701708,0.21406716,2.91844859,1.38548267
-4.98549275,5.30097413,0.00997955,0.90786198,0.02677360,3.01658695,0.60413647,0.20032764,2.85732876,1.35709830
-4.97948974,5.24211507,0.00939622,0.89899209,0.02740630,2.99239559,0.59260800,0.18781280,2.80882085,1.33769444
-4.97348674,5.21144034,0.00889742,0.89457376,0.02815799,2.98240821,0.58261504,0.17660240,2.77298819,1.32730112
-4.96748374,5.20877646,0.00847918,0.89459815,0.02902015,2.98649386,0.57433132,0.16675529,2.74968866,1.32585076
-4.96148074,5.23358993,0.00813733,0.89900074,0.02998151,3.00433594,0.56791484,0.15830902,2.73858173,1.33317459
-4.95547774,5.28498901,0.00786754,0.90766216,0.03102807,3.03543523,0.56350188,0.15127980,2.73914006,1.34900055
-4.94947474,5.36173301,0.00766532,0.92041021,0.03214323,3.07911707,0.56120123,0.14566305,2.75066536,1.37295280
-4.94347174,5.46224931,0.00752612,0.93702299,0.03330815,3.13454279,0.56108906,0.14143425,2.77230838,1.40455323
-4.93746873,5.58465800,0.00744530,0.95723322,0.03450208,3.20072522,0.56320448,0.13855023,2.80309218,1.44322514
-4.93146573,5.72680391,0.00741822,0.98073358,0.03570294,3.27654800,0.56754610,0.13695078,2.84193819,1.48829890
-4.92546273,5.88629522,0.00744028,1.00718306,0.03688796,3.36078798,0.57406968,0.13656052,2.88769408,1.53901998
-4.91945973,6.06054741,0.00750693,1.03621404,0.03803435,3.45214002,0.58268698,0.13729093,2.93916255,1.59455893
-4.91345673,6.24683145,0.00761379,1.06743997,0.03912008,3.54924333,0.59326588,0.13904259,2.99512995,1.65402334
-4.90745373,6.44232425,0.00775664,1.10046317,0.04012466,3.65070810,0.60563178,0.14170735,3.05439357,1.71647143
-4.90145073,6.64416009,0.00793151,1.13488280,0.04102987,3.75514164,0.61957028,0.14517066,3.11578680,1.78092705
-4.89544772,6.84948091,0.00813468,1.17030232,0.04182044,3.86117284,0.63483095,0.14931372,3.17820102,1.84639564
-4.88944472,7.05548408,0.00836274,1.20633651,0.04248466,3.96747407,0.65113223,0.15401556,3.24060344,1.91188079
-4.88344172,7.25946603,0.00861257,1.24261751,0.04301484,4.07277985,0.66816716,0.15915502,3.30205052,1.97640095
-4.87743872,7.45886056,0.00888137,1.27879993,0.04340760,4.17590158,0.68560980,0.16461249,3.36169637,2.03900586
-4.87143572,7.65127081,0.00916660,1.31456461,0.04366403,4.27573816,0.70312223,0.17027151,3.41879621,2.09879225
-4.86543272,7.83449430,0.00946602,1.34962120,0.04378964,4.37128233,0.72036171,0.17602013,3.47270501,2.15491830
-4.85942971,8.00654074,0.00977756,1.38370924,0.04379414,4.46162299,0.73698795,0.18175207,3.52287179,2.20661671
-4.85342671,8.16564264,0.01009935,1.41659795,0.04369101,4.54594372,0.75267020,0.18736763,3.56883018,2.25320571
-4.84742371,8.31025908,0.01042958,1.44808468,0.04349698,4.62351827,0.76709390,0.19277441,3.61018616,2.29409802
-4.84142071,8.43907317,0.01076648,1.47799222,0.04323130,4.69370359,0.77996674,0.19788784,3.64660389,2.32880729
-4.83541771,8.55098416,0.01110823,1.50616508,0.04291496,4.75593123,0.79102401,0.20263147,3.67779076,2.35695212
-4.82941471,8.64509500,0.01145292,1.53246498,0.04256978,4.80969798,0.80003297,0.20693715,3.70348260,2.37825739
-4.82341171,8.72069663,0.01179844,1.55676577,0.04221753,4.85455652,0.80679635,0.21074499,3.72343020,2.39255299
-4.81740870,8.77725005,0.01214248,1.57894813,0.04187899,4.89010690,0.81115475,0.21400332,3.73738794,2.39977018
-4.81140570,8.81436740,0.01248246,1.59889425,0.04157312,4.91598938,0.81298809,0.21666843,3.74510534,2.39993562
-4.80540270,8.83179320,0.01281553,1.61648295,0.04131621,4.93187944,0.81221605,0.21870438,3.74632206,2.39316340
-4.79939970,8.82938691,0.01313859,1.63158540,0.04112124,4.93748497,0.80879771,0.22008271,3.74076676,2.37964555
-4.79339670,8.80710766,0.01344832,1.64406186,0.04099733,4.93254632,0.80273041,0.22078226,3.72815989,2.35964133
-4.78739370,8.76500220,0.01374122,1.65375969,0.04094932,4.91683894,0.79404805,0.22078894,3.70822033,2.33346577
-4.78139070,8.70319668,0.01401374,1.66051289,0.04097758,4.89017875,0.78281899,0.22009563,3.68067566,2.30147812
-4.77538769,8.62189277,0.01426236,1.66414326,0.04107796,4.85243005,0.76914363,0.21870220,3.64527538,2.26407052
-4.76938469,8.52136837,0.01448379,1.66446341,0.04124197,4.80351548,0.75315193,0.21661558,3.60180654,2.22165747
-4.76338169,8.40198296,0.01467511,1.66128157,0.04145705,4.74342779,0.73500093,0.21384990,3.55011097,2.17466658
-4.75737869,8.26418741,0.01483397,1.65440804,0.04170712,4.67224277,0.71487235,0.21042677,3.49010313,2.12353080
-4.75137569,8.10853743,0.01495883,1.64366327,0.04197318,4.59013269,0.69297040,0.20637552,3.42178766,2.06868257
-4.74537269,7.93571020,0.01504915,1.62888702,0.04223405,4.49737965,0.66951966,0.20173351,3.34527574,2.01054982
-4.73936968,7.74652278,0.01510567,1.60994848,0.04246726,4.39438807,0.64476317,0.19654633,3.26079918,1.94955407
-4.73336668,7.54195114,0.01513055,1.58675663,0.04264990,4.28169547,0.61896058,0.19086798,3.16872156,1.88611027
-4.72736368,7.32314828,0.01512766,1.55927048,0.04275959,4.15998107,0.59238621,0.18476074,3.06954563,1.82062826
-4.72136068,7.09145991,0.01510270,1.52750852,0.04277533,4.03007116,0.56532711,0.17829503,2.96391635,1.75351550
-4.71535768,6.84843594,0.01506335,1.49155686,0.04267838,3.89294086,0.53808071,0.17154885,2.85261928,1.68518060
-4.70935468,6.59583651,0.01501937,1.45157558,0.04245303,3.74971165,0.51095224,0.16460704,2.73657412,1.61603701
-4.70335168,6.33563099,0.01498260,1.40780271,0.04208721,3.60164425,0.48425169,0.15756015,2.61682328,1.54650660
-4.69734867,6.06998893,0.01496697,1.36055561,0.04157299,3.45012664,0.45829015,0.15050307,2.49451603,1.47702233
-4.69134567,5.80126241,0.01498836,1.31022941,0.04090693,3.29665712,0.43337578,0.14353331,2.37088831,1.40802969
-4.68534267,5.53195918,0.01506440,1.25729247,0.04009022,3.14282261,0.40980909,0.13674906,2.24723909,1.33998651
-4.67933967,5.26470700,0.01521418,1.20227890,0.03912865,2.99027251,0.38787787,0.13024704,2.12490394,1.27336074
-4.67333667,5.00220959,0.01545794,1.14577833,0.03803239,2.84068863,0.36785163,0.12412010,2.00522678,1.20862616
-4.66733367,4.74719550,0.01581657,1.08842324,0.03681561,2.69575210,0.34997588,0.11845493,1.88953065,1.14625604
-4.66133067,4.50236112,0.01631106,1.03087440,0.03549598,2.55710797,0.33446630,0.11332961,1.77908874,1.08671472
-4.65532766,4.27031002,0.01696197,0.97380486,0.03409398,2.42632886,0.32150295,0.10881136,1.67509638,1.03044769
-4.64932466,4.05349053,0.01778872,0.91788316,0.03263217,2.30487855,0.31122492,0.10495448,1.57864523,0.97787035
-4.64332166,3.85413401,0.01880886,0.86375645,0.03113437,2.19407695,0.30372546,0.10179857,1.49070033,0.92935608
