energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.75387694,3.13608939,0.00886176,0.44144573,1.28081143,0.74952300,0.00763296,1.67062291,0.82694597,0.25230617
-5.74787394,3.09088518,0.00933546,0.43343642,1.27251870,0.73363662,0.00768956,1.64704282,0.81918789,0.24897342
-5.74187094,3.05065081,0.00981052,0.42639531,1.26401506,0.71902400,0.00774770,1.62621179,0.81248121,0.24624110
-5.73586793,3.01593286,0.01027743,0.42037556,1.25569626,0.70577038,0.00780421,1.60850919,0.80707638,0.24417959
-5.72986493,2.98722634,0.01072651,0.41541748,1.24794291,0.69396336,0.00785660,1.59427922,0.80320662,0.24284999
-5.72386193,2.96495328,0.01114819,0.41154641,1.24110580,0.68368966,0.00790307,1.58381698,0.80107914,0.24230126
-5.71785893,2.94944217,0.01153320,0.40877077,1.23549234,0.67503131,0.00794248,1.57735535,0.80086694,0.24256769
-5.71185593,2.94090902,0.01187292,0.40708057,1.23135462,0.66806140,0.00797430,1.57505312,0.80270123,0.24366669
-5.70585293,2.93944085,0.01215957,0.40644620,1.22887953,0.66283954,0.00799854,1.57698492,0.80666511,0.24559708
-5.69984992,2.94498230,0.01238648,0.40681783,1.22818131,0.65940730,0.00801567,1.58313325,0.81278844,0.24833788
-5.69384692,2.95732595,0.01254831,0.40812522,1.22929691,0.65778362,0.00802649,1.59338306,0.82104420,0.25184774
-5.68784392,2.97610688,0.01264116,0.41027820,1.23218402,0.65796069,0.00803199,1.60751908,0.83134654,0.25606506
-5.68184092,3.00080176,0.01266275,0.41316769,1.23672208,0.65990029,0.00803325,1.62522594,0.84355047,0.26090870
-5.67583792,3.03073263,0.01261242,0.41666728,1.24271593,0.66353088,0.00803126,1.64609143,0.85745333,0.26627940
-5.66983492,3.06507560,0.01249118,0.42063541,1.24990206,0.66874561,0.00802681,1.66961255,0.87279798,0.27206184
-5.66383192,3.10287412,0.01230163,0.42491802,1.25795706,0.67540147,0.00802039,1.69520455,0.88927763,0.27812723
-5.65782891,3.14305681,0.01204785,0.42935168,1.26650802,0.68331953,0.00801209,1.72221245,0.90654229,0.28433641
-5.65182591,3.18445934,0.01173521,0.43376708,1.27514442,0.69228658,0.00800155,1.74992509,0.92420653,0.29054333
-5.64582291,3.22584982,0.01137024,0.43799286,1.28343116,0.70205797,0.00798791,1.77759112,0.94185855,0.29659885
-5.63981991,3.26595713,0.01096033,0.44185953,1.29092223,0.71236174,0.00796984,1.80443661,0.95907018,0.30235461
-5.63381691,3.30350140,0.01051350,0.44520361,1.29717456,0.72290393,0.00794556,1.82968383,0.97540763,0.30766709
-5.62781391,3.33722575,0.01003814,0.44787162,1.30176174,0.73337490,0.00791292,1.85257067,0.99044271,0.31240141
-5.62181091,3.36592841,0.00954272,0.44972399,1.30428707,0.74345649,0.00786951,1.87237007,1.00376410,0.31643502
-5.61580790,3.38849432,0.00903561,0.45063869,1.30439565,0.75282974,0.00781276,1.88840906,1.01498856,0.31966107
-5.60980490,3.40392514,0.00852477,0.45051452,1.30178508,0.76118306,0.00774011,1.90008673,1.02377147,0.32199129
-5.60380190,3.41136686,0.00801765,0.44927389,1.29621464,0.76822036,0.00764912,1.90689056,1.02981662,0.32335846
-5.59779890,3.41013404,0.00752093,0.44686505,1.28751248,0.77366903,0.00753763,1.90841068,1.03288481,0.32371820
-5.59179590,3.39972998,0.00704051,0.44326372,1.27558086,0.77728745,0.00740389,1.90435165,1.03280100,0.32305029
-5.58579290,3.37986211,0.00658134,0.43847401,1.26039915,0.77887172,0.00724668,1.89454116,1.02945975,0.32135920
-5.57978989,3.35045211,0.00614745,0.43252861,1.24202467,0.77826142,0.00706541,1.87893561,1.02282879,0.31867411
-5.57378689,3.31164031,0.00574192,0.42548825,1.22059115,0.77534430,0.00686018,1.85762218,1.01295057,0.31504822
-5.56778389,3.26378424,0.00536690,0.41744040,1.19630520,0.77005950,0.00663178,1.83081735,0.99994162,0.31055748
-5.56178089,3.20745132,0.00502372,0.40849732,1.16944061,0.76239946,0.00638175,1.79886188,0.98398985,0.30529879
-5.55577789,3.14340562,0.00471290,0.39879334,1.14033075,0.75241032,0.00611229,1.76221231,0.96534973,0.29938763
-5.54977489,3.07258920,0.00443430,0.38848159,1.10935946,0.74019069,0.00582625,1.72142918,0.94433549,0.29295531
-5.54377189,2.99609830,0.00418720,0.37773020,1.07695036,0.72588908,0.00552698,1.67716234,0.92131253,0.28614569
-5.53776888,2.91515498,0.00397040,0.36671800,1.04355521,0.70969973,0.00521826,1.63013362,0.89668731,0.27911176
-5.53176588,2.83107499,0.00378233,0.35562992,1.00964147,0.69185727,0.00490416,1.58111734,0.87089591,0.27201176
-5.52576288,2.74523249,0.00362112,0.34465209,0.97567939,0.67263000,0.00458890,1.53091934,0.84439171,0.26500525
-5.51975988,2.65902270,0.00348472,0.33396688,0.94212911,0.65231235,0.00427672,1.48035482,0.81763247,0.25824899
-5.51375688,2.57382351,0.00337092,0.32374789,0.90942805,0.63121643,0.00397174,1.43022597,0.79106721,0.25189281
-5.50775388,2.49095688,0.00327744,0.31415513,0.87797895,0.60966304,0.00367784,1.38129972,0.76512335,0.24607552
-5.50175088,2.41165154,0.00320198,0.30533042,0.84813898,0.58797247,0.00339853,1.33428657,0.74019446,0.24092101
-5.49574787,2.33700783,0.00314220,0.29739323,0.82021026,0.56645524,0.00313687,1.28982094,0.71662905,0.23653455
-5.48974487,2.26796606,0.00309581,0.29043708,0.79443199,0.54540320,0.00289541,1.24844395,0.69472077,0.23299948
-5.48374187,2.20527951,0.00306054,0.28452659,0.77097471,0.52508130,0.00267611,1.21058901,0.67470043,0.23037445
-5.47773887,2.14949306,0.00303414,0.27969540,0.74993662,0.50572021,0.00248033,1.17657091,0.65672999,0.22869116
-5.47173587,2.10092847,0.00301446,0.27594492,0.73134247,0.48751022,0.00230881,1.14657891,0.64089904,0.22795290
-5.46573287,2.05967701,0.00299934,0.27324416,0.71514481,0.47059656,0.00216171,1.12067404,0.62722359,0.22813386
-5.45972986,2.02560012,0.00298675,0.27153058,0.70122791,0.45507640,0.00203859,1.09879091,0.61564762,0.22917937
-5.45372686,1.99833808,0.00297470,0.27071202,0.68941401,0.44099762,0.00193851,1.08074404,0.60604710,0.23100712
-5.44772386,1.97732695,0.00296131,0.27066973,0.67947200,0.42835942,0.00186007,1.06623863,0.59823653,0.23350929
-5.44172086,1.96182317,0.00294482,0.27126233,0.67112804,0.41711481,0.00180148,1.05488528,0.59197783,0.23655571
-5.43571786,1.95093512,0.00292362,0.27233074,0.66407790,0.40717485,0.00176064,1.04621841,0.58699106,0.23999788
-5.42971486,1.94366054,0.00289626,0.27370382,0.65800052,0.39841440,0.00173524,1.03971744,0.58296686,0.24367380
-5.42371186,1.93892851,0.00286150,0.27520457,0.65257224,0.39067923,0.00172282,1.03483007,0.57957995,0.24741349
-5.41770885,1.93564412,0.00281833,0.27665659,0.64748118,0.38379419,0.00172090,1.03099667,0.57650312,0.25104482
-5.41170585,1.93273416,0.00276599,0.27789071,0.64244117,0.37757191,0.00172700,1.02767468,0.57342134,0.25439975
-5.40570285,1.92919183,0.00270398,0.27875134,0.63720452,0.37182185,0.00173878,1.02436209,0.57004520,0.25732039
-5.39969985,1.92411843,0.00263211,0.27910233,0.63157326,0.36635910,0.00175409,1.02061885,0.56612314,0.25966489
-5.39369685,1.91676030,0.00255045,0.27883212,0.62540807,0.36101270,0.00177100,1.01608535,0.56145204,0.26131270
-5.38769385,1.90653921,0.00245938,0.27785794,0.61863477,0.35563296,0.00178791,1.01049706,0.55588560,0.26216914
-5.38169085,1.89307496,0.00235953,0.27612874,0.61124783,0.35009758,0.00180351,1.00369476,0.54934020,0.26216890
-5.37568784,1.87619903,0.00225180,0.27362695,0.60331086,0.34431629,0.00181689,0.99562986,0.54179791,0.26127843
-5.36968484,1.85595882,0.00213728,0.27036868,0.59495394,0.33823380,0.00182746,0.98636459,0.53330666,0.25949708
-5.36368184,1.83261237,0.00201725,0.26640266,0.58636802,0.33183108,0.00183504,0.97606721,0.52397740,0.25685688
-5.35767884,1.80661371,0.00189315,0.26180766,0.57779659,0.32512483,0.00183973,0.96500239,0.51397854,0.25342102
-5.35167584,1.77858988,0.00176647,0.25668880,0.56952489,0.31816541,0.00184199,0.95351735,0.50352786,0.24928112
-5.34567284,1.74931065,0.00163877,0.25117266,0.56186738,0.31103328,0.00184251,0.94202444,0.49288232,0.24455336
-5.33966983,1.71965243,0.00151158,0.24540164,0.55515387,0.30383426,0.00184220,0.93098106,0.48232612,0.23937374
-5.33366683,1.69055831,0.00138642,0.23952766,0.54971490,0.29669384,0.00184210,0.92086792,0.47215782,0.23389261
-5.32766383,1.66299586,0.00126467,0.23370557,0.54586723,0.28975087,0.00184335,0.91216649,0.46267678,0.22826878
-5.32166083,1.63791490,0.00114764,0.22808666,0.54389984,0.28315103,0.00184709,0.90533697,0.45416976,0.22266345
-5.31565783,1.61620693,0.00103644,0.22281231,0.54406113,0.27704027,0.00185437,0.90079745,0.44689819,0.21723423
-5.30965483,1.59866798,0.00093204,0.21800834,0.54654779,0.27155863,0.00186616,0.89890533,0.44108661,0.21212950
-5.30365183,1.58596648,0.00083523,0.21378010,0.55149588,0.26683458,0.00188320,0.89994159,0.43691277,0.20748333
-5.29764882,1.57861708,0.00074661,0.21020857,0.55897416,0.26298021,0.00190602,0.90409858,0.43449986,0.20341119
-5.29164582,1.57696147,0.00066657,0.20734760,0.56898017,0.26008728,0.00193487,0.91147155,0.43391093,0.20000641
-5.28564282,1.58115655,0.00059535,0.20522237,0.58143887,0.25822435,0.00196968,0.92205421,0.43514595,0.19733780
-5.27963982,1.59117006,0.00053302,0.20382903,0.59620384,0.25743487,0.00201011,0.93573820,0.43814136,0.19544808
-5.27363682,1.60678350,0.00047948,0.20313562,0.61306108,0.25773641,0.00205547,0.95231634,0.44277205,0.19435347
-5.26763382,1.62760168,0.00043451,0.20308401,0.63173475,0.25912071,0.00210479,0.97148931,0.44885575,0.19404416
-5.26163082,1.65306823,0.00039778,0.20359283,0.65189500,0.26155475,0.00215686,0.99287523,0.45615945,0.19448561
-5.25562781,1.68248613,0.00036884,0.20456122,0.67316711,0.26498244,0.00221024,1.01602173,0.46440757,0.19562066
-5.24962481,1.71504207,0.00034718,0.20587307,0.69514187,0.26932699,0.00226331,1.04041990,0.47329141,0.19737225
-5.24362181,1.74983368,0.00033221,0.20740179,0.71738657,0.27449381,0.00231438,1.06551946,0.48247968,0.19964657
-5.23761881,1.78589841,0.00032332,0.20901512,0.73945643,0.28037372,0.00236170,1.09074471,0.49162936,0.20233657
-5.23161581,1.82224309,0.00031983,0.21057994,0.76090591,0.28684639,0.00240354,1.11551060,0.50039672,0.20532569
-5.22561281,1.85787319,0.00032106,0.21196691,0.78129981,0.29378406,0.00243828,1.13923863,0.50844801,0.20849162
-5.21960980,1.89182086,0.00032632,0.21305465,0.80022369,0.30105518,0.00246442,1.16137198,0.51546938,0.21171001
-5.21360680,1.92317120,0.00033491,0.21373341,0.81729359,0.30852815,0.00248070,1.18138964,0.52117582,0.21485808
-5.20760380,1.95108606,0.00034615,0.21390820,0.83216463,0.31607495,0.00248607,1.19881923,0.52531881,0.21781795
-5.20160080,1.97482491,0.00035935,0.21350112,0.84453865,0.32357462,0.00247979,1.21324826,0.52769247,0.22047971
-5.19559780,1.99376241,0.00037387,0.21245311,0.85417043,0.33091657,0.00246138,1.22433364,0.52813818,0.22274414
-5.18959480,2.00740251,0.00038908,0.21072481,0.86087271,0.33800369,0.00243072,1.23180929,0.52654743,0.22452503
-5.18359180,2.01538868,0.00040438,0.20829688,0.86451966,0.34475500,0.00238795,1.23549164,0.52286315,0.22575105
-5.17758879,2.01751036,0.00041924,0.20516960,0.86504893,0.35110804,0.00233353,1.23528306,0.51707932,0.22636721
-5.17158579,2.01370528,0.00043315,0.20136185,0.86246215,0.35702067,0.00226819,1.23117290,0.50923917,0.22633583
-5.16558279,2.00405790,0.00044568,0.19690963,0.85682377,0.36247237,0.00219289,1.22323629,0.49943200,0.22563697
-5.15957979,1.98879376,0.00045647,0.19186411,0.84825836,0.36746487,0.00210881,1.21163058,0.48778884,0.22426843
-5.15357679,1.96827005,0.00046521,0.18628938,0.83694629,0.37202206,0.00201729,1.19658941,0.47447714,0.22224523
-5.14757379,1.94296244,0.00047170,0.18025990,0.82311790,0.37618916,0.00191978,1.17841456,0.45969471,0.21959856
-5.14157079,1.91344856,0.00047581,0.17385781,0.80704621,0.38003109,0.00181782,1.15746576,0.44366311,0.21637436
-5.13556778,1.88038860,0.00047749,0.16717017,0.78903839,0.38363008,0.00171299,1.13414868,0.42662077,0.21263141
-5.12956478,1.84450346,0.00047681,0.16028619,0.76942623,0.38708256,0.00160686,1.10890143,0.40881600,0.20843909
-5.12356178,1.80655119,0.00047391,0.15329459,0.74855578,0.39049541,0.00150100,1.08218000,0.39050009,0.20387488
-5.11755878,1.76730249,0.00046901,0.14628106,0.72677664,0.39398169,0.00139688,1.05444324,0.37192079,0.19902159
-5.11155578,1.72751604,0.00046245,0.13932600,0.70443121,0.39765605,0.00129591,1.02613776,0.35331624,0.19396456
-5.10555278,1.68791471,0.00045462,0.13250249,0.68184430,0.40162990,0.00119940,0.99768354,0.33490954,0.18878881
-5.09954977,1.64916330,0.00044599,0.12587467,0.65931353,0.40600673,0.00110852,0.96946064,0.31690414,0.18357635
-5.09354677,1.61184901,0.00043707,0.11949641,0.63710091,0.41087753,0.00102436,0.94179779,0.29948003,0.17840364
-5.08754377,1.57646497,0.00042843,0.11341044,0.61542595,0.41631676,0.00094783,0.91496316,0.28279097,0.17333940
-5.08154077,1.54339791,0.00042067,0.10764785,0.59446064,0.42237885,0.00087974,0.88915782,0.26696260,0.16844280
-5.07553777,1.51292005,0.00041439,0.10222806,0.57432641,0.42909553,0.00082077,0.86451221,0.25209162,0.16376212
-5.06953477,1.48518566,0.00041020,0.09715909,0.55509328,0.43647392,0.00077145,0.84108561,0.23824585,0.15933383
-5.06353177,1.46023225,0.00040867,0.09243835,0.53678117,0.44449565,0.00073218,0.81886869,0.22546526,0.15518228
-5.05752876,1.43798617,0.00041035,0.08805361,0.51936325,0.45311681,0.00070324,0.79778900,0.21376366,0.15131975
-5.05152576,1.41827226,0.00041573,0.08398434,0.50277113,0.46226889,0.00068477,0.77771898,0.20313124,0.14774711
-5.04552276,1.40082685,0.00042523,0.08020327,0.48690171,0.47186044,0.00067678,0.75848608,0.19353751,0.14445471
-5.03951976,1.38531351,0.00043918,0.07667801,0.47162505,0.48177950,0.00067914,0.73988448,0.18493473,0.14142373
-5.03351676,1.37134060,0.00045782,0.07337286,0.45679319,0.49189661,0.00069160,0.72168778,0.17726152,0.13862772
-5.02751376,1.35847974,0.00048129,0.07025054,0.44224915,0.50206817,0.00071376,0.70366188,0.17044656,0.13603427
-5.02151076,1.34628441,0.00050962,0.06727383,0.42783589,0.51214015,0.00074510,0.68557771,0.16441226,0.13360680
-5.01550775,1.33430780,0.00054272,0.06440715,0.41340467,0.52195189,0.00078496,0.66722282,0.15907819,0.13130626
-5.00950475,1.32211913,0.00058040,0.06161790,0.39882251,0.53133992,0.00083255,0.64841170,0.15436421,0.12909280
-5.00350175,1.30931808,0.00062235,0.05887753,0.38397842,0.54014169,0.00088696,0.62899406,0.15019319,0.12692723
-4.99749875,1.29554663,0.00066816,0.05616241,0.36878811,0.54819905,0.00094718,0.60886108,0.14649325,0.12477231
-4.99149575,1.28049824,0.00071732,0.05345436,0.35319719,0.55536159,0.00101208,0.58794922,0.14319948,0.12259385
-4.98549275,1.26392427,0.00076925,0.05074092,0.33718268,0.56148963,0.00108049,0.56624170,0.14025510,0.12036146
-4.97948974,1.24563755,0.00082329,0.04801536,0.32075286,0.56645687,0.00115114,0.54376768,0.13761213,0.11804920
-4.97348674,1.22551347,0.00087875,0.04527640,0.30394578,0.57015281,0.00122274,0.52059936,0.13523151,0.11563591
-4.96748374,1.20348872,0.00093490,0.04252771,0.28682634,0.57248475,0.00129401,0.49684726,0.13308281,0.11310540
-4.96148074,1.17955809,0.00099100,0.03977732,0.26948243,0.57337947,0.00136367,0.47265416,0.13114349,0.11044641
-4.95547774,1.15376976,0.00104630,0.03703679,0.25202023,0.57278455,0.00143049,0.44818783,0.12939790,0.10765252
-4.94947474,1.12621932,0.00110009,0.03432037,0.23455909,0.57066931,0.00149332,0.42363339,0.12783601,0.10472190
-4.94347174,1.09704310,0.00115171,0.03164409,0.21722616,0.56702533,0.00155112,0.39918526,0.12645198,0.10165693
-4.93746873,1.06641106,0.00120054,0.02902492,0.20015117,0.56186656,0.00160297,0.37503944,0.12524267,0.09846388
-4.93146573,1.03451946,0.00124602,0.02647991,0.18346149,0.55522897,0.00164809,0.35138629,0.12420616,0.09515247
-4.92546273,1.00158383,0.00128768,0.02402542,0.16727770,0.54716972,0.00168587,0.32840409,0.12334041,0.09173541
-4.91945973,0.96783218,0.00132513,0.02167657,0.15170987,0.53776592,0.00171585,0.30625368,0.12264199,0.08822798
-4.91345673,0.93349877,0.00135805,0.01944665,0.13685461,0.52711296,0.00173776,0.28507426,0.12210517,0.08464753
-4.90745373,0.89881862,0.00138619,0.01734677,0.12279291,0.51532245,0.00175148,0.26498042,0.12172118,0.08101307
-4.90145073,0.86402275,0.00140941,0.01538567,0.10958886,0.50251988,0.00175708,0.24606050,0.12147787,0.07734477
-4.89544772,0.82933422,0.00142762,0.01356953,0.09728910,0.48884204,0.00175475,0.22837607,0.12135970,0.07366356
-4.88944472,0.79496518,0.00144079,0.01190206,0.08592305,0.47443442,0.00174482,0.21196262,0.12134808,0.06999067
-4.88344172,0.76111472,0.00144898,0.01038456,0.07550372,0.45944851,0.00172776,0.19683118,0.12142205,0.06634725
-4.87743872,0.72796768,0.00145227,0.00901615,0.06602905,0.44403937,0.00170411,0.18297075,0.12155933,0.06275400
-4.87143572,0.69569433,0.00145081,0.00779403,0.05748359,0.42836331,0.00167450,0.17035140,0.12173755,0.05923081
-4.86543272,0.66445072,0.00144479,0.00671375,0.04984052,0.41257595,0.00163961,0.15892774,0.12193577,0.05579651
-4.85942971,0.63437985,0.00143444,0.00576957,0.04306368,0.39683062,0.00160016,0.14864265,0.12213602,0.05246860
-4.85342671,0.60561319,0.00142002,0.00495478,0.03710973,0.38127707,0.00155689,0.13943109,0.12232496,0.04926308
-4.84742371,0.57827259,0.00140185,0.00426201,0.03193021,0.36606063,0.00151056,0.13122370,0.12249532,0.04619434
-4.84142071,0.55247227,0.00138028,0.00368353,0.02747341,0.35132148,0.00146191,0.12395016,0.12264722,0.04327505
-4.83541771,0.52832062,0.00135568,0.00321148,0.02368608,0.33719424,0.00141168,0.11754210,0.12278914,0.04051616
-4.82941471,0.50592160,0.00132849,0.00283808,0.02051485,0.32380746,0.00136058,0.11193549,0.12293847,0.03792689
-4.82341171,0.48537556,0.00129916,0.00255583,0.01790744,0.31128313,0.00130931,0.10707236,0.12312152,0.03551479
-4.81740870,0.46677917,0.00126819,0.00235757,0.01581348,0.29973590,0.00125852,0.10290200,0.12337305,0.03328574
-4.81140570,0.45022435,0.00123612,0.00223654,0.01418518,0.28927195,0.00120883,0.09938128,0.12373512,0.03124406
-4.80540270,0.43579619,0.00120348,0.00218643,0.01297762,0.27998751,0.00116082,0.09647454,0.12425538,0.02939249
-4.79939970,0.42356974,0.00117084,0.00220133,0.01214893,0.27196687,0.00111503,0.09415272,0.12498485,0.02773224
-4.79339670,0.41360579,0.00113876,0.00227568,0.01166016,0.26527994,0.00107193,0.09239202,0.12597520,0.02626297
-4.78739370,0.40594594,0.00110778,0.00240419,0.01147507,0.25997948,0.00103196,0.09117218,0.12727566,0.02498274
-4.78139070,0.40060700,0.00107840,0.00258170,0.01155979,0.25609807,0.00099545,0.09047443,0.12892975,0.02388795
-4.77538769,0.39757522,0.00105107,0.00280313,0.01188239,0.25364496,0.00096270,0.09027925,0.13097197,0.02297329
-4.76938469,0.39680079,0.00102620,0.00306335,0.01241244,0.25260317,0.00093388,0.09056422,0.13342462,0.02223160
-4.76338169,0.39819284,0.00100406,0.00335708,0.01312055,0.25292686,0.00090909,0.09130189,0.13629497,0.02165385
-4.75737869,0.40161553,0.00098487,0.00367879,0.01397799,0.25453946,0.00088834,0.09245803,0.13957293,0.02122902
-4.75137569,0.40688565,0.00096872,0.00402268,0.01495637,0.25733256,0.00087151,0.09399020,0.14322939,0.02094416
-4.74537269,0.41377193,0.00095556,0.00438263,0.01602740,0.26116598,0.00085840,0.09584685,0.14721540,0.02078437
-4.73936968,0.42199649,0.00094525,0.00475221,0.01716277,0.26586906,0.00084869,0.09796699,0.15146222,0.02073295
-4.73336668,0.43123850,0.00093752,0.00512472,0.01833418,0.27124322,0.00084197,0.10028050,0.15588238,0.02077158
-4.72736368,0.44114002,0.00093199,0.00549325,0.01951345,0.27706603,0.00083775,0.10270899,0.16037162,0.02088059
-4.72136068,0.45131411,0.00092817,0.00585079,0.02067279,0.28309643,0.00083546,0.10516731,0.16481179,0.02103934
-4.71535768,0.46135476,0.00092552,0.00619036,0.02178513,0.28908120,0.00083447,0.10756561,0.16907453,0.02122659
-4.70935468,0.47084840,0.00092341,0.00650516,0.02282460,0.29476240,0.00083412,0.10981174,0.17302556,0.02142103
-4.70335168,0.47938650,0.00092120,0.00678872,0.02376702,0.29988535,0.00083372,0.11181404,0.17652946,0.02160182
-4.69734867,0.48657871,0.00091821,0.00703509,0.02459041,0.30420709,0.00083262,0.11348428,0.17945465,0.02174907
-4.69134567,0.49206595,0.00091382,0.00723900,0.02527557,0.30750468,0.00083018,0.11474062,0.18167835,0.02184448
-4.68534267,0.49553281,0.00090743,0.00739600,0.02580659,0.30958314,0.00082580,0.11551044,0.18309134,0.02187175
-4.67933967,0.49671872,0.00089850,0.00750261,0.02617127,0.31028265,0.00081899,0.11573288,0.18360218,0.02181714
-4.67333667,0.49542733,0.00088660,0.00755645,0.02636153,0.30948453,0.00080930,0.11536099,0.18314078,0.02166977
-4.66733367,0.49153368,0.00087138,0.00755626,0.02637365,0.30711601,0.00079644,0.11436336,0.18166113,0.02142195
-4.66133067,0.48498881,0.00085262,0.00750198,0.02620841,0.30315326,0.00078019,0.11272513,0.17914303,0.02106938
-4.65532766,0.47582162,0.00083022,0.00739472,0.02587111,0.29762280,0.00076046,0.11044841,0.17559278,0.02061113
-4.64932466,0.46413798,0.00080421,0.00723675,0.02537141,0.29060114,0.00073729,0.10755197,0.17104287,0.02004967
-4.64332166,0.45011704,0.00077472,0.00703138,0.02472306,0.28221268,0.00071081,0.10407040,0.16555057,0.01939064
