energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.67583792,2.89270244,0.47258419,0.33518877,0.00269666,0.48135266,2.92163921,1.10498352,0.01154865,0.73456782
-5.66983492,2.95374195,0.48146063,0.34701504,0.00282039,0.49320103,2.96135230,1.12750981,0.01171393,0.75168889
-5.66383192,3.01972141,0.49139408,0.35859953,0.00293973,0.50637657,3.00849825,1.15167313,0.01190874,0.77013451
-5.65782891,3.08991800,0.50225091,0.36981163,0.00305232,0.52072927,3.06249818,1.17724694,0.01213524,0.78967580
-5.65182591,3.16343433,0.51386166,0.38052850,0.00315591,0.53606352,3.12244895,1.20394418,0.01239541,0.81004561
-5.64582291,3.23921031,0.52602420,0.39063770,0.00324844,0.55214041,3.18713331,1.23141989,0.01269092,0.83094347
-5.63981991,3.31604275,0.53850852,0.40003941,0.00332804,0.56868210,3.25504487,1.25927672,0.01302301,0.85204205
-5.63381691,3.39261245,0.55106288,0.40864819,0.00339317,0.58537814,3.32442716,1.28707332,0.01339239,0.87299484
-5.62781391,3.46751801,0.56342153,0.41639428,0.00344257,0.60189365,3.39332589,1.31433549,0.01379908,0.89344507
-5.62181091,3.53931550,0.57531335,0.42322439,0.00347534,0.61787896,3.45965251,1.34056958,0.01424234,0.91303539
-5.61580790,3.60656257,0.58647135,0.42910216,0.00349096,0.63298044,3.52125649,1.36527790,0.01472057,0.93141830
-5.60980490,3.66786543,0.59664273,0.43400809,0.00348924,0.64685216,3.57600371,1.38797538,0.01523119,0.94826671
-5.60380190,3.72192698,0.60559888,0.43793935,0.00347040,0.65916765,3.62185726,1.40820692,0.01577063,0.96328457
-5.59779890,3.76759402,0.61314511,0.44090917,0.00343499,0.66963153,3.65695746,1.42556464,0.01633431,0.97621700
-5.59179590,3.80390178,0.61912967,0.44294621,0.00338386,0.67799028,3.67969736,1.43970435,0.01691663,0.98685976
-5.58579290,3.83011372,0.62345156,0.44409376,0.00331817,0.68404179,3.68879039,1.45036042,0.01751109,0.99506751
-5.57978989,3.84575501,0.62606692,0.44440894,0.00323934,0.68764321,3.68332705,1.45735843,0.01811031,1.00076074
-5.57378689,3.85063802,0.62699350,0.44396190,0.00314895,0.68871673,3.66281790,1.46062503,0.01870628,1.00393100
-5.56778389,3.84487878,0.62631314,0.44283505,0.00304878,0.68725300,3.62722103,1.46019449,0.01929050,1.00464418
-5.56178089,3.82890344,0.62417191,0.44112235,0.00294069,0.68331219,3.57695243,1.45621156,0.01985421,1.00304174
-5.55577789,3.80344432,0.62077798,0.43892853,0.00282662,0.67702231,3.51287889,1.44893051,0.02038874,0.99933966
-5.54977489,3.76952543,0.61639701,0.43636838,0.00270852,0.66857529,3.43629347,1.43871030,0.02088570,0.99382520
-5.54377189,3.72843786,0.61134532,0.43356590,0.00258833,0.65822058,3.34887473,1.42600599,0.02133738,0.98685134
-5.53776888,3.68170581,0.60598092,0.43065327,0.00246794,0.64625683,3.25263124,1.41135659,0.02173700,0.97882910
-5.53176588,3.63104419,0.60069268,0.42776964,0.00234916,0.63302185,3.14983377,1.39536986,0.02207905,0.97021783
-5.52576288,3.57830936,0.59588795,0.42505960,0.00223372,0.61888136,3.04293806,1.37870453,0.02235949,0.96151374
-5.51975988,3.52544454,0.59197908,0.42267130,0.00212322,0.60421684,2.93450131,1.36205050,0.02257599,0.95323688
-5.51375688,3.47442169,0.58936928,0.42075422,0.00201916,0.58941315,2.82709573,1.34610774,0.02272806,0.94591702
-5.50775388,3.42718184,0.58843828,0.41945647,0.00192290,0.57484621,2.72322277,1.33156468,0.02281713,0.94007876
-5.50175088,3.38557594,0.58952838,0.41892176,0.00183566,0.56087128,2.62523123,1.31907663,0.02284652,0.93622631
-5.49574787,3.35130794,0.59293140,0.41928601,0.00175857,0.54781225,2.53524245,1.30924514,0.02282134,0.93482840
-5.48974487,3.32588229,0.59887697,0.42067369,0.00169261,0.53595228,2.45508525,1.30259899,0.02274829,0.93630383
-5.48374187,3.31055743,0.60752272,0.42319407,0.00163864,0.52552607,2.38624286,1.29957729,0.02263538,0.94100809
-5.47773887,3.30630697,0.61894680,0.42693738,0.00159742,0.51671402,2.32981365,1.30051552,0.02249161,0.94922159
-5.47173587,3.31378975,0.63314297,0.43197118,0.00156960,0.50963850,2.28648663,1.30563480,0.02232653,0.96113982
-5.46573287,3.33332998,0.65001857,0.43833709,0.00155571,0.50436210,2.25653225,1.31503490,0.02214980,0.97686589
-5.45972986,3.36490814,0.66939557,0.44604791,0.00155621,0.50088824,2.23980841,1.32869127,0.02197075,0.99640571
-5.45372686,3.40816301,0.69101463,0.45508552,0.00157143,0.49916368,2.23578095,1.34645618,0.02179792,1.01966609
-5.44772386,3.46240483,0.71454211,0.46539953,0.00160163,0.49908311,2.24355729,1.36806405,0.02163861,1.04645574
-5.44172086,3.52663922,0.73957980,0.47690691,0.00164697,0.50049552,2.26193160,1.39314076,0.02149855,1.07648930
-5.43571786,3.59960112,0.76567702,0.48949258,0.00170751,0.50321207,2.28943941,1.42121679,0.02138158,1.10939424
-5.42971486,3.67979745,0.79234467,0.50301104,0.00178320,0.50701528,2.32441915,1.45174356,0.02128946,1.14472031
-5.42371186,3.76555711,0.81907057,0.51728909,0.00187389,0.51166904,2.36507820,1.48411258,0.02122174,1.18195141
-5.41770885,3.85508634,0.84533566,0.53212943,0.00197934,0.51692926,2.40956069,1.51767665,0.02117583,1.22051922
-5.41170585,3.94652756,0.87063015,0.54731513,0.00209916,0.52255458,2.45601438,1.55177218,0.02114704,1.25981820
-5.40570285,4.03801918,0.89446928,0.56261480,0.00223283,0.52831686,2.50265432,1.58574204,0.02112886,1.29922139
-5.39969985,4.12775438,0.91640769,0.57778823,0.00237972,0.53401091,2.54782064,1.61895769,0.02111326,1.33809645
-5.39369685,4.21403633,0.93605214,0.59259232,0.00253901,0.53946325,2.59002887,1.65084002,0.02109104,1.37582130
-5.38769385,4.29532786,0.95307182,0.60678710,0.00270972,0.54453929,2.62801085,1.68087776,0.02105234,1.41179888
-5.38169085,4.37029372,0.96720614,0.62014154,0.00289068,0.54914890,2.66074529,1.70864291,0.02098706,1.44547051
-5.37568784,4.43783379,0.97826942,0.63243903,0.00308055,0.55324990,2.68747706,1.73380243,0.02088537,1.47632751
-5.36968484,4.49710617,0.98615274,0.64348235,0.00327775,0.55684933,2.70772525,1.75612581,0.02073815,1.50392076
-5.36368184,4.54753958,0.99082271,0.65309790,0.00348051,0.56000262,2.72127990,1.77548821,0.02053746,1.52786800
-5.35767884,4.58883481,0.99231747,0.66113915,0.00368685,0.56281040,2.72818842,1.79186916,0.02027685,1.54785891
-5.35167584,4.62095566,0.99074028,0.66748927,0.00389456,0.56541322,2.72873261,1.80534685,0.01995165,1.56365790
-5.34567284,4.64411025,0.98625101,0.67206290,0.00410125,0.56798440,2.72339785,1.81608860,0.01955923,1.57510482
-5.33966983,4.65872383,0.97905617,0.67480700,0.00430436,0.57072120,2.71283600,1.82433784,0.01909900,1.58211383
-5.33366683,4.66540491,0.96939792,0.67570099,0.00450115,0.57383481,2.69782415,1.83039836,0.01857249,1.58467075
-5.32766383,4.66490640,0.95754272,0.67475612,0.00468882,0.57753946,2.67922089,1.83461673,0.01798322,1.58282909
-5.32166083,4.65808386,0.94377019,0.67201426,0.00486450,0.58204120,2.65792234,1.83736364,0.01733654,1.57670522
-5.31565783,4.64585287,0.92836261,0.66754616,0.00502530,0.58752685,2.63481964,1.83901507,0.01663936,1.56647290
-5.30965483,4.62914740,0.91159561,0.66144931,0.00516843,0.59415354,2.61075960,1.83993432,0.01589988,1.55235756
-5.30365183,4.60888114,0.89373028,0.65384544,0.00529122,0.60203928,2.58651007,1.84045539,0.01512723,1.53463035
-5.29764882,4.58591300,0.87500714,0.64487788,0.00539121,0.61125509,2.56273110,1.84086863,0.01433110,1.51360232
-5.29164582,4.56101829,0.85564184,0.63470859,0.00546626,0.62181889,2.53995280,1.84140915,0.01352140,1.48961874
-5.28564282,4.53486609,0.83582285,0.62351521,0.00551453,0.63369147,2.51856036,1.84224825,0.01270790,1.46305347
-5.27963982,4.50800344,0.81571088,0.61148785,0.00553465,0.64677475,2.49878641,1.84348816,0.01189992,1.43430360
-5.27363682,4.48084635,0.79543992,0.59882587,0.00552568,0.66091229,2.48071058,1.84516010,0.01110606,1.40378403
-5.26763382,4.45367737,0.77511969,0.58573447,0.00548720,0.67589213,2.46426585,1.84722563,0.01033397,1.37192203
-5.26163082,4.42664905,0.75483907,0.57242120,0.00541934,0.69145181,2.44925084,1.84958075,0.00959021,1.33915171
-5.25562781,4.39979269,0.73467026,0.55909237,0.00532275,0.70728530,2.43534732,1.85206274,0.00888013,1.30590818
-5.24962481,4.37303126,0.71467327,0.54594929,0.00519862,0.72305170,2.42214172,1.85445898,0.00820782,1.27262146
-5.24362181,4.34619546,0.69490042,0.53318452,0.00504866,0.73838518,2.40914956,1.85651739,0.00757616,1.23971005
-5.23761881,4.31904193,0.67540051,0.52097804,0.00487501,0.75290595,2.39584155,1.85795790,0.00698682,1.20757428
-5.23161581,4.29127246,0.65622247,0.50949351,0.00468022,0.76623169,2.38167019,1.85848444,0.00644040,1.17658942
-5.22561281,4.26255329,0.63741811,0.49887463,0.00446719,0.77798915,2.36609567,1.85779692,0.00593656,1.14709881
-5.21960980,4.23253376,0.61904406,0.48924182,0.00423904,0.78782538,2.34861009,1.85560274,0.00547414,1.11940708
-5.21360680,4.20086337,0.60116261,0.48068921,0.00399905,0.79541829,2.32875900,1.85162745,0.00505134,1.09377384
-5.20760380,4.16720702,0.58384159,0.47328224,0.00375060,0.80048613,2.30615962,1.84562427,0.00466587,1.07040799
-5.20160080,4.13125786,0.56715326,0.46705578,0.00349702,0.80279553,2.28051501,1.83738209,0.00431514,1.04946285
-5.19559780,4.09274755,0.55117232,0.46201305,0.00324155,0.80216800,2.25162387,1.82673192,0.00399634,1.03103253
-5.18959480,4.05145391,0.53597326,0.45812539,0.00298727,0.79848452,2.21938587,1.81355159,0.00370664,1.01514958
-5.18359180,4.00720595,0.52162715,0.45533289,0.00273699,0.79168825,2.18380232,1.79776859,0.00344323,1.00178410
-5.17758879,3.95988629,0.50819813,0.45354589,0.00249325,0.78178525,2.14497249,1.77936125,0.00320347,0.99084457
-5.17158579,3.90943137,0.49573980,0.45264743,0.00225824,0.76884322,2.10308591,1.75835811,0.00298490,0.98218014
-5.16558279,3.85582946,0.48429176,0.45249651,0.00203383,0.75298844,2.05841119,1.73483568,0.00278529,0.97558469
-5.15957979,3.79911690,0.47387637,0.45293204,0.00182147,0.73440099,2.01128185,1.70891478,0.00260269,0.97080230
-5.15357679,3.73937291,0.46449617,0.45377745,0.00162227,0.71330851,1.96208010,1.68075555,0.00243539,0.96753406
-5.14757379,3.67671317,0.45613179,0.45484573,0.00143700,0.68997875,1.91121924,1.65055138,0.00228196,0.96544606
-5.14157079,3.61128272,0.44874080,0.45594468,0.00126606,0.66471120,1.85912552,1.61852202,0.00214119,0.96417827
-5.13556778,3.54324837,0.44225731,0.45688238,0.00110960,0.63782818,1.80622041,1.58490618,0.00201209,0.96335397
-5.12956478,3.47279130,0.43659260,0.45747245,0.00096745,0.60966561,1.75290389,1.54995378,0.00189384,0.96258960
-5.12356178,3.40009988,0.43163655,0.45753910,0.00083926,0.58056395,1.69953979,1.51391827,0.00178579,0.96150459
-5.11755878,3.32536340,0.42726011,0.45692177,0.00072447,0.55085948,1.64644346,1.47704935,0.00168743,0.95973106
-5.11155578,3.24876697,0.42331850,0.45547926,0.00062237,0.52087630,1.59387264,1.43958620,0.00159835,0.95692298
-5.10555278,3.17048784,0.41965520,0.45309312,0.00053216,0.49091924,1.54202159,1.40175178,0.00151826,0.95276471
-5.09954977,3.09069344,0.41610652,0.44967047,0.00045296,0.46126796,1.49101884,1.36374813,0.00144697,0.94697869
-5.09354677,3.00954138,0.41250661,0.44514592,0.00038385,0.43217234,1.44092849,1.32575313,0.00138441,0.93933204
-5.08754377,2.92718123,0.40869276,0.43948287,0.00032391,0.40384915,1.39175494,1.28791873,0.00133060,0.92964210
-5.08154077,2.84375834,0.40451075,0.43267391,0.00027222,0.37648030,1.34345062,1.25037064,0.00128573,0.91778074
-5.07553777,2.75941913,0.39982004,0.42474057,0.00022790,0.35021225,1.29592632,1.21320967,0.00125015,0.90367726
-5.06953477,2.67431786,0.39449871,0.41573235,0.00019010,0.32515681,1.24906341,1.17651435,0.00122439,0.88732004
-5.06353177,2.58862422,0.38844779,0.40572510,0.00015804,0.30139300,1.20272731,1.14034491,0.00120922,0.86875673
-5.05752876,2.50253118,0.38159490,0.39481880,0.00013100,0.27896988,1.15678136,1.10474815,0.00120563,0.84809302
-5.05152576,2.41626270,0.37389704,0.38313487,0.00010831,0.25791002,1.11110044,1.06976300,0.00121489,0.82549005
-5.04552276,2.33008035,0.36534241,0.37081287,0.00008940,0.23821349,1.06558338,1.03542635,0.00123857,0.80116041
-5.03951976,2.24428836,0.35595107,0.35800697,0.00007372,0.21986210,1.02016378,1.00177882,0.00127848,0.77536275
-5.03351676,2.15923656,0.34577455,0.34488198,0.00006083,0.20282360,0.97481834,0.96886993,0.00133675,0.74839523
-5.02751376,2.07532047,0.33489430,0.33160912,0.00005031,0.18705574,0.92957260,0.93676249,0.00141572,0.72058777
-5.02151076,1.99297846,0.32341902,0.31836166,0.00004183,0.17250988,0.88450354,0.90553572,0.00151798,0.69229331
-5.01550775,1.91268551,0.31148103,0.30531041,0.00003509,0.15913414,0.83973919,0.87528694,0.00164624,0.66387828
-5.00950475,1.83494383,0.29923176,0.29261929,0.00002985,0.14687595,0.79545512,0.84613156,0.00180329,0.63571253
-5.00350175,1.76027032,0.28683653,0.28044093,0.00002591,0.13568384,0.75186814,0.81820141,0.00199190,0.60815895
-4.99749875,1.68918142,0.27446883,0.26891257,0.00002310,0.12550870,0.70922766,0.79164135,0.00221468,0.58156303
-4.99149575,1.62217590,0.26230431,0.25815230,0.00002129,0.11630424,0.66780505,0.76660427,0.00247402,0.55624289
-4.98549275,1.55971630,0.25051475,0.24825577,0.00002038,0.10802699,0.62788173,0.74324486,0.00277185,0.53247987
-4.97948974,1.50221004,0.23926216,0.23929350,0.00002030,0.10063579,0.58973650,0.72171231,0.00310958,0.51051016
-4.97348674,1.44999096,0.22869335,0.23130896,0.00002100,0.09409087,0.55363295,0.70214240,0.00348791,0.49051776
-4.96748374,1.40330248,0.21893505,0.22431733,0.00002245,0.08835276,0.51980732,0.68464950,0.00390673,0.47262906
-4.96148074,1.36228312,0.21008987,0.21830529,0.00002462,0.08338107,0.48845768,0.66931878,0.00436492,0.45690922
-4.95547774,1.32695538,0.20223318,0.21323163,0.00002751,0.07913328,0.45973474,0.65619924,0.00486031,0.44336060
-4.94947474,1.29721858,0.19541100,0.20902879,0.00003112,0.07556366,0.43373473,0.64529788,0.00538959,0.43192329
-4.94347174,1.27284629,0.18963905,0.20560534,0.00003545,0.07262246,0.41049474,0.63657548,0.00594823,0.42247777
-4.93746873,1.25348852,0.18490284,0.20284925,0.00004051,0.07025535,0.38999054,0.62994420,0.00653051,0.41484960
-4.93146573,1.23867889,0.18115885,0.20063182,0.00004630,0.06840330,0.37213705,0.62526718,0.00712956,0.40881602
-4.92546273,1.22784648,0.17833678,0.19881231,0.00005283,0.06700269,0.35679126,0.62236040,0.00773743,0.40411416
-4.91945973,1.22033203,0.17634263,0.19724285,0.00006006,0.06598601,0.34375748,0.62099657,0.00834525,0.40045058
-4.91345673,1.21540792,0.17506250,0.19577355,0.00006800,0.06528266,0.33279467,0.62091108,0.00894342,0.39751183
-4.90745373,1.21230098,0.17436711,0.19425775,0.00007658,0.06482028,0.32362528,0.62180974,0.00952180,0.39497541
-4.90145073,1.21021743,0.17411656,0.19255686,0.00008577,0.06452618,0.31594547,0.62337802,0.01007004,0.39252093
-4.89544772,1.20836870,0.17416541,0.19054498,0.00009548,0.06432895,0.30943590,0.62529144,0.01057782,0.38984089
-4.88944472,1.20599736,0.17436773,0.18811284,0.00010564,0.06416021,0.30377296,0.62722669,0.01103518,0.38665070
-4.88344172,1.20240184,0.17458205,0.18517102,0.00011614,0.06395627,0.29863964,0.62887295,0.01143284,0.38269755
-4.87743872,1.19695919,0.17467587,0.18165239,0.00012685,0.06365978,0.29373587,0.62994318,0.01176248,0.37776782
-4.87143572,1.18914500,0.17452978,0.17751353,0.00013765,0.06322110,0.28878776,0.63018468,0.01201704,0.37169281
-4.86543272,1.17854969,0.17404095,0.17273537,0.00014837,0.06259952,0.28355546,0.62938879,0.01219095,0.36435256
-4.85942971,1.16489072,0.17312591,0.16732273,0.00015888,0.06176416,0.27783943,0.62739907,0.01228031,0.35567776
-4.85342671,1.14802028,0.17172256,0.16130315,0.00016901,0.06069450,0.27148484,0.62411801,0.01228305,0.34564971
-4.84742371,1.12792847,0.16979140,0.15472485,0.00017860,0.05938058,0.26438416,0.61951167,0.01219899,0.33429844
-4.84142071,1.10474169,0.16731594,0.14765408,0.00018751,0.05782288,0.25647780,0.61361236,0.01202983,0.32169920
-4.83541771,1.07871676,0.16430231,0.14017203,0.00019559,0.05603173,0.24775293,0.60651908,0.01177912,0.30796748
-4.82941471,1.05023079,0.16077819,0.13237131,0.00020273,0.05402658,0.23824068,0.59839575,0.01145210,0.29325296
-4.82341171,1.01976747,0.15679098,0.12435232,0.00020882,0.05183484,0.22801190,0.58946719,0.01105550,0.27773258
-4.81740870,0.98790012,0.15240549,0.11621962,0.00021378,0.04949053,0.21717167,0.58001301,0.01059738,0.26160319
-4.81140570,0.95527234,0.14770110,0.10807839,0.00021757,0.04703288,0.20585302,0.57035941,0.01008676,0.24507401
-4.80540270,0.92257663,0.14276855,0.10003122,0.00022018,0.04450466,0.19421003,0.56086923,0.00953339,0.22835924
-4.79939970,0.89053184,0.13770648,0.09217518,0.00022161,0.04195058,0.18241063,0.55193034,0.00894744,0.21167114
-4.79339670,0.85986003,0.13261784,0.08459940,0.00022192,0.03941570,0.17062954,0.54394286,0.00833914,0.19521375
-4.78739370,0.83126343,0.12760631,0.07738316,0.00022117,0.03694392,0.15904145,0.53730522,0.00771854,0.17917748
-4.78139070,0.80540206,0.12277272,0.07059441,0.00021948,0.03457656,0.14781477,0.53239991,0.00709523,0.16373473
-4.77538769,0.78287271,0.11821180,0.06428889,0.00021695,0.03235117,0.13710611,0.52957882,0.00647812,0.14903645
-4.76938469,0.76418979,0.11400910,0.05850972,0.00021375,0.03030052,0.12705570,0.52914919,0.00587520,0.13520993
-4.76338169,0.74976854,0.11023838,0.05328740,0.00021002,0.02845177,0.11778370,0.53136011,0.00529347,0.12235760
-4.75737869,0.73991119,0.10695941,0.04864029,0.00020592,0.02682598,0.10938769,0.53639057,0.00473878,0.11055679
-4.75137569,0.73479647,0.10421633,0.04457541,0.00020161,0.02543772,0.10194106,0.54433919,0.00421584,0.09986049
-4.74537269,0.73447276,0.10203653,0.04108948,0.00019725,0.02429501,0.09549252,0.55521632,0.00372815,0.09029883
-4.73936968,0.73885532,0.10043022,0.03817030,0.00019298,0.02339946,0.09006653,0.56893883,0.00327810,0.08188132
-4.73336668,0.74772770,0.09939048,0.03579820,0.00018891,0.02274659,0.08566465,0.58532801,0.00286700,0.07459952
-4.72736368,0.76074745,0.09889407,0.03394770,0.00018514,0.02232634,0.08226761,0.60411077,0.00249519,0.06843019
-4.72136068,0.77745618,0.09890276,0.03258917,0.00018176,0.02212375,0.07983814,0.62492435,0.00216214,0.06333866
-4.71535768,0.79729371,0.09936519,0.03169068,0.00017879,0.02211981,0.07832431,0.64732452,0.00186662,0.05928239
-4.70935468,0.81961600,0.10021929,0.03121967,0.00017626,0.02229233,0.07766330,0.67079707,0.00160678,0.05621453
-4.70335168,0.84371649,0.10139503,0.03114478,0.00017415,0.02261700,0.07778556,0.69477238,0.00138034,0.05408740
-4.69734867,0.86885011,0.10281757,0.03143757,0.00017243,0.02306842,0.07861911,0.71864256,0.00118469,0.05285586
-4.69134567,0.89425920,0.10441049,0.03207412,0.00017102,0.02362120,0.08009397,0.74178058,0.00101701,0.05248044
-4.68534267,0.91920053,0.10609925,0.03303665,0.00016985,0.02425107,0.08214650,0.76356064,0.00087439,0.05293010
-4.67933967,0.94297237,0.10781444,0.03431493,0.00016882,0.02493590,0.08472360,0.78337912,0.00075392,0.05418472
-4.67333667,0.96494052,0.10949496,0.03590754,0.00016782,0.02565674,0.08778662,0.80067498,0.00065277,0.05623707
-4.66733367,0.98456237,0.11109079,0.03782293,0.00016673,0.02639864,0.09131481,0.81494912,0.00056824,0.05909432
-4.66133067,1.00140787,0.11256542,0.04008029,0.00016545,0.02715151,0.09530819,0.82578147,0.00049783,0.06277901
-4.65532766,1.01517650,0.11389760,0.04271003,0.00016387,0.02791065,0.09978973,0.83284537,0.00043924,0.06732944
-4.64932466,1.02570951,0.11508261,0.04575397,0.00016189,0.02867719,0.10480666,0.83591844,0.00039044,0.07279936
-4.64332166,1.03299667,0.11613268,0.04926518,0.00015943,0.02945834,0.11043086,0.83488948,0.00034962,0.07925704
