energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.85592796,4.46564726,0.08361854,0.03389466,0.67357464,0.10472554,2.42954272,2.35959746,1.02967253
-5.84992496,4.41796413,0.08336525,0.03288646,0.67325004,0.10305651,2.39445497,2.37950848,1.01327653
-5.84392196,4.36731759,0.08299586,0.03184469,0.67425824,0.10149063,2.35665125,2.39571860,0.99530736
-5.83791896,4.31511207,0.08254489,0.03079200,0.67667481,0.10007161,2.31708891,2.40845843,0.97611227
-5.83191596,4.26287490,0.08205405,0.02975206,0.68057894,0.09884266,2.27678960,2.41804761,0.95606854
-5.82591296,4.21221376,0.08157101,0.02874889,0.68605030,0.09784515,2.23681278,2.42488478,0.93557220
-5.81990995,4.16477088,0.08114783,0.02780620,0.69316538,0.09711727,2.19822780,2.42943496,0.91502654
-5.81390695,4.12217523,0.08083909,0.02694671,0.70199361,0.09669281,2.16208565,2.43221452,0.89483077
-5.80790395,4.08599451,0.08069985,0.02619155,0.71259326,0.09660005,2.12939114,2.43377442,0.87536938
-5.80190095,4.05768823,0.08078345,0.02555962,0.72500734,0.09686086,2.10107646,2.43468196,0.85700231
-5.79589795,4.03856340,0.08113922,0.02506711,0.73925952,0.09748994,2.07797680,2.43550183,0.84005641
-5.78989495,4.02973426,0.08181032,0.02472707,0.75535028,0.09849438,2.06080877,2.43677690,0.82481823
-5.78389195,4.03208689,0.08283162,0.02454899,0.77325341,0.09987331,2.05015207,2.43900956,0.81152836
-5.77788894,4.04624992,0.08422786,0.02453861,0.79291292,0.10161792,2.04643480,2.44264410,0.80037733
-5.77188594,4.07257197,0.08601211,0.02469772,0.81424049,0.10371156,2.04992279,2.44805076,0.79150306
-5.76588294,4.11110625,0.08818458,0.02502413,0.83711365,0.10613013,2.06071284,2.45551212,0.78498975
-5.75987994,4.16160275,0.09073194,0.02551167,0.86137461,0.10884255,2.07873015,2.46521213,0.78086827
-5.75387694,4.22350800,0.09362703,0.02615035,0.88682992,0.11181143,2.10372963,2.47722823,0.77911763
-5.74787394,4.29597243,0.09682913,0.02692657,0.91325100,0.11499375,2.13530106,2.49152691,0.77966762
-5.74187094,4.37786493,0.10028475,0.02782338,0.94037549,0.11834170,2.17287778,2.50796272,0.78240235
-5.73586793,4.46779429,0.10392884,0.02882089,0.96790958,0.12180348,2.21574868,2.52628082,0.78716446
-5.72986493,4.56413691,0.10768655,0.02989668,0.99553112,0.12532412,2.26307316,2.54612298,0.79375995
-5.72386193,4.66507017,0.11147531,0.03102628,1.02289374,0.12884638,2.31389876,2.56703682,0.80196336
-5.71785893,4.76861073,0.11520725,0.03218367,1.04963170,0.13231153,2.36718103,2.58848794,0.81152330
-5.71185593,4.87265673,0.11879187,0.03334189,1.07536553,0.13566019,2.42180531,2.60987455,0.82216804
-5.70585293,4.97503334,0.12213888,0.03447358,1.09970849,0.13883319,2.47661013,2.63054423,0.83361121
-5.69984992,5.07354035,0.12516101,0.03555160,1.12227351,0.14177234,2.53041163,2.64981224,0.84555745
-5.69384692,5.16600106,0.12777686,0.03654963,1.14268076,0.14442132,2.58202881,2.66698080,0.85770792
-5.68784392,5.25031139,0.12991351,0.03744275,1.16056557,0.14672654,2.63030895,2.68135906,0.86976570
-5.68184092,5.32448813,0.13150893,0.03820806,1.17558662,0.14863803,2.67415292,2.69228302,0.88144091
-5.67583792,5.38671547,0.13251407,0.03882514,1.18743417,0.15011041,2.71253981,2.69913507,0.89245572
-5.66983492,5.43538862,0.13289453,0.03927660,1.19583832,0.15110383,2.74455032,2.70136269,0.90254895
-5.66383192,5.46915383,0.13263182,0.03954849,1.20057684,0.15158497,2.76938856,2.69849591,0.91148053
-5.65782891,5.48694368,0.13172410,0.03963067,1.20148264,0.15152804,2.78640166,2.69016329,0.91903559
-5.65182591,5.48800699,0.13018652,0.03951702,1.19845051,0.15091566,2.79509667,2.67610603,0.92502828
-5.64582291,5.47193265,0.12805102,0.03920570,1.19144290,0.14973977,2.79515447,2.65618994,0.92930533
-5.63981991,5.43866673,0.12536567,0.03869916,1.18049471,0.14800238,2.78644016,2.63041525,0.93174919
-5.63381691,5.38852240,0.12219363,0.03800411,1.16571664,0.14571613,2.76900970,2.59892387,0.93228095
-5.62781391,5.32218255,0.11861176,0.03713138,1.14729716,0.14290467,2.74311254,2.56200400,0.93086277
-5.62181091,5.24069471,0.11470884,0.03609566,1.12550283,0.13960280,2.70919019,2.52009205,0.92750004
-5.61580790,5.14545854,0.11058367,0.03491513,1.10067692,0.13585629,2.66787057,2.47377163,0.92224294
-5.60980490,5.03820589,0.10634289,0.03361106,1.07323617,0.13172147,2.61995834,2.42376955,0.91518762
-5.60380190,4.92097383,0.10209876,0.03220719,1.04366579,0.12726435,2.56642134,2.37094881,0.90647669
-5.59779890,4.79607117,0.09796689,0.03072920,1.01251263,0.12255962,2.50837341,2.31629844,0.89629905
-5.59179590,4.66603884,0.09406392,0.02920406,0.98037665,0.11768913,2.44705392,2.26092025,0.88488898
-5.58579290,4.53360501,0.09050532,0.02765930,0.94790071,0.11274026,2.38380448,2.20601247,0.87252424
-5.57978989,4.40163560,0.08740329,0.02612241,0.91575894,0.10780392,2.32004317,2.15285033,0.85952328
-5.57378689,4.27308083,0.08486466,0.02462008,0.88464379,0.10297243,2.25723695,2.10276383,0.84624127
-5.56778389,4.15091892,0.08298909,0.02317762,0.85525204,0.09833723,2.19687260,2.05711272,0.83306496
-5.56178089,4.03809756,0.08186728,0.02181832,0.82826998,0.09398656,2.14042680,2.01725911,0.82040631
-5.55577789,3.93747415,0.08157941,0.02056293,0.80435804,0.09000309,2.08933593,1.98453808,0.80869486
-5.54977489,3.85175577,0.08219364,0.01942919,0.78413526,0.08646166,2.04496606,1.96022662,0.79836882
-5.54377189,3.78343989,0.08376488,0.01843147,0.76816369,0.08342721,2.00858363,1.94551171,0.78986512
-5.53776888,3.73475689,0.08633358,0.01758047,0.75693341,0.08095286,1.98132762,1.94145801,0.78360838
-5.53176588,3.70761551,0.08992477,0.01688305,0.75084820,0.07907831,1.96418351,1.94897609,0.77999919
-5.52576288,3.70355260,0.09454721,0.01634214,0.75021248,0.07782860,1.95795976,1.96879211,0.77940199
-5.51975988,3.72368843,0.10019272,0.01595679,0.75521985,0.07721321,1.96326754,2.00141990,0.78213289
-5.51375688,3.76868908,0.10683575,0.01572224,0.76594358,0.07722565,1.98050402,2.04713649,0.78844790
-5.50775388,3.83873731,0.11443317,0.01563022,0.78232963,0.07784342,2.00984022,2.10596226,0.79853215
-5.50175088,3.93351341,0.12292427,0.01566917,0.80419242,0.07902851,2.05121368,2.17764671,0.81249051
-5.49574787,4.05218748,0.13223115,0.01582468,0.83121384,0.08072828,2.10432666,2.26166090,0.83034025
-5.48974487,4.19342428,0.14225935,0.01607993,0.86294580,0.08287683,2.16865025,2.35719741,0.85200623
-5.48374187,4.35540167,0.15289893,0.01641623,0.89881645,0.08539673,2.24343471,2.46317854,0.87731900
-5.47773887,4.53584319,0.16402586,0.01681349,0.93814030,0.08820121,2.32772613,2.57827316,0.90601629
-5.47173587,4.73206500,0.17550384,0.01725092,0.98013218,0.09119648,2.42038940,2.70092238,0.93774798
-5.46573287,4.94103666,0.18718652,0.01770752,1.02392486,0.09428444,2.52013702,2.82937366,0.97208474
-5.45972986,5.15945473,0.19892005,0.01816270,1.06858993,0.09736549,2.62556342,2.96172294,1.00853020
-5.45372686,5.38382758,0.21054600,0.01859684,1.11316160,0.10034131,2.73518361,3.09596351,1.04653632
-5.44772386,5.61056896,0.22190448,0.01899182,1.15666252,0.10311773,2.84747535,3.23004035,1.08552151
-5.44172086,5.83609744,0.23283753,0.01933142,1.19813094,0.10560742,2.96092314,3.36190798,1.12489089
-5.43571786,6.05693831,0.24319254,0.01960178,1.23664820,0.10773228,3.07406284,3.48958991,1.16405775
-5.42971486,6.26982400,0.25282571,0.01979164,1.27136548,0.10942565,3.18552483,3.61123705,1.20246543
-5.42371186,6.47178908,0.26160529,0.01989258,1.30152881,0.11063401,3.29407426,3.72518303,1.23960840
-5.41770885,6.66025577,0.26941472,0.01989912,1.32650128,0.11131832,3.39864638,3.82999361,1.27505167
-5.41170585,6.83310605,0.27615524,0.01980874,1.34578137,0.11145476,3.49837552,3.92450820,1.30844736
-5.40570285,6.98873715,0.28174818,0.01962177,1.35901682,0.11103509,3.59261606,4.00787140,1.33954766
-5.39969985,7.12609736,0.28613657,0.01934123,1.36601319,0.11006634,3.68095441,4.07955281,1.36821318
-5.39369685,7.24470048,0.28928622,0.01897257,1.36673674,0.10857008,3.76321120,4.13935427,1.39441635
-5.38769385,7.34461787,0.29118608,0.01852333,1.36131167,0.10658120,3.83943321,4.18740387,1.41823932
-5.38169085,7.42644801,0.29184787,0.01800277,1.35001165,0.10414631,3.90987525,4.22413683,1.43986647
-5.37568784,7.49126503,0.29130514,0.01742146,1.33324618,0.10132174,3.97497272,4.25026418,1.45957166
-5.36968484,7.54054827,0.28961157,0.01679083,1.31154241,0.09817136,4.03530573,4.26673057,1.47770075
-5.36368184,7.57609620,0.28683879,0.01612276,1.28552331,0.09476422,4.09155654,4.27466315,1.49465026
-5.35767884,7.59992871,0.28307374,0.01542917,1.25588323,0.09117212,4.14446217,4.27531415,1.51084309
-5.35167584,7.61418254,0.27841559,0.01472161,1.22336211,0.08746729,4.19476443,4.26999978,1.52670260
-5.34567284,7.62100485,0.27297253,0.01401099,1.18871933,0.08372013,4.24315990,4.26003852,1.54262636
-5.33966983,7.62245015,0.26685842,0.01330724,1.15270865,0.07999722,4.29025224,4.24669198,1.55896089
-5.33366683,7.62038556,0.26018949,0.01261912,1.11605508,0.07635960,4.33650941,4.23111093,1.57597891
-5.32766383,7.61640906,0.25308128,0.01195410,1.07943478,0.07286137,4.38222796,4.21428939,1.59386010
-5.32166083,7.61178442,0.24564576,0.01131824,1.04345859,0.06954872,4.42750640,4.19702877,1.61267670
-5.31565783,7.60739603,0.23798894,0.01071618,1.00865987,0.06645924,4.47222921,4.17991372,1.63238457
-5.30965483,7.60372521,0.23020892,0.01015118,0.97548662,0.06362174,4.51606228,4.16330059,1.65282039
-5.30365183,7.60084896,0.22239444,0.00962521,0.94429820,0.06105630,4.55846047,4.14731883,1.67370508
-5.29764882,7.59846055,0.21462394,0.00913908,0.91536604,0.05877473,4.59868683,4.13188473,1.69465346
-5.29164582,7.59591035,0.20696522,0.00869256,0.88887821,0.05678128,4.63584276,4.11672641,1.71518951
-5.28564282,7.59226410,0.19947549,0.00828460,0.86494699,0.05507350,4.66890772,4.10141834,1.73476656
-5.27963982,7.58637512,0.19220194,0.00791351,0.84361864,0.05364332,4.69678640,4.08542309,1.75279141
-5.27363682,7.57696611,0.18518265,0.00757712,0.82488475,0.05247821,4.71836117,4.06813764,1.76865096
-5.26763382,7.56271580,0.17844771,0.00727301,0.80869409,0.05156222,4.73254704,4.04894151,1.78174014
-5.26163082,7.54234558,0.17202059,0.00699861,0.79496419,0.05087718,4.73834638,4.02724382,1.79148959
-5.25562781,7.51470137,0.16591957,0.00675142,0.78359205,0.05040361,4.73490063,4.00252645,1.79739169
-5.24962481,7.47882637,0.16015907,0.00652909,0.77446320,0.05012155,4.72153629,3.97438110,1.79902373
-5.24362181,7.43402091,0.15475100,0.00632950,0.76745878,0.05001128,4.69780303,3.94253794,1.79606699
-5.23761881,7.37988654,0.14970580,0.00615090,0.76246039,0.05005373,4.66350181,3.90688461,1.78832086
-5.23161581,7.31635245,0.14503334,0.00599185,0.75935258,0.05023079,4.61870185,3.86747474,1.77571145
-5.22561281,7.24368337,0.14074349,0.00585132,0.75802317,0.05052538,4.56374559,3.82452561,1.75829448
-5.21960980,7.16246911,0.13684638,0.00572861,0.75836158,0.05092138,4.49924162,3.77840571,1.73625228
-5.21360680,7.07359706,0.13335241,0.00562334,0.76025571,0.05140343,4.42604595,3.72961304,1.70988549
-5.20760380,6.97820976,0.13027198,0.00553540,0.76358777,0.05195663,4.34523287,3.67874602,1.67959991
-5.20160080,6.87765049,0.12761496,0.00546485,0.76822962,0.05256622,4.25805697,3.62646873,1.64588944
-5.19559780,6.77340027,0.12538999,0.00541186,0.77403831,0.05321720,4.16590820,3.57347316,1.60931605
-5.18959480,6.66701011,0.12360369,0.00537659,0.78085222,0.05389405,4.07026252,3.52044050,1.57048800
-5.18359180,6.56003217,0.12225977,0.00535913,0.78848836,0.05458050,3.97263019,3.46800419,1.53003729
-5.17758879,6.45395371,0.12135817,0.00535941,0.79674111,0.05525941,3.87450447,3.41671663,1.48859754
-5.17158579,6.35013691,0.12089429,0.00537709,0.80538279,0.05591276,3.77731272,3.36702167,1.44678330
-5.16558279,6.24976730,0.12085829,0.00541152,0.81416595,0.05652183,3.68237200,3.31923410,1.40517150
-5.15957979,6.15381294,0.12123464,0.00546169,0.82282745,0.05706743,3.59085086,3.27352721,1.36428584
-5.15357679,6.06299553,0.12200181,0.00552615,0.83109419,0.05753036,3.50373848,3.22992875,1.32458441
-5.14757379,5.97777395,0.12313215,0.00560308,0.83869000,0.05789184,3.42182204,3.18832518,1.28645085
-5.14157079,5.89834009,0.12459209,0.00569021,0.84534351,0.05813414,3.34567248,3.14847351,1.25018901
-5.13556778,5.82462600,0.12634242,0.00578491,0.85079631,0.05824113,3.27563883,3.11001967,1.21602096
-5.12956478,5.75632099,0.12833886,0.00588421,0.85481112,0.05819887,3.21185037,3.07252204,1.18408799
-5.12356178,5.69289693,0.13053268,0.00598485,0.85717940,0.05799619,3.15422605,3.03547842,1.15445422
-5.11755878,5.63363970,0.13287159,0.00608341,0.85772788,0.05762510,3.10249004,2.99835475,1.12711227
-5.11155578,5.57768474,0.13530051,0.00617635,0.85632390,0.05708114,3.05619237,2.96061388,1.10199048
-5.10555278,5.52405474,0.13776258,0.00626014,0.85287902,0.05636361,3.01473341,2.92174266,1.07896120
-5.09954977,5.47169763,0.14020006,0.00633134,0.84735102,0.05547559,2.97739092,2.88127625,1.05784967
-5.09354677,5.41952347,0.14255526,0.00638675,0.83974399,0.05442386,2.94334877,2.83881827,1.03844307
-5.08754377,5.36643901,0.14477144,0.00642343,0.83010691,0.05321865,2.91172607,2.79405625,1.02049950
-5.08154077,5.31137920,0.14679368,0.00643887,0.81853056,0.05187326,2.88160598,2.74677202,1.00375665
-5.07553777,5.25333506,0.14856963,0.00643100,0.80514332,0.05040359,2.85206354,2.69684678,0.98793992
-5.06953477,5.19137797,0.15005030,0.00639827,0.79010593,0.04882756,2.82219176,2.64426143,0.97277011
-5.06353177,5.12468019,0.15119073,0.00633971,0.77360574,0.04716452,2.79112578,2.58909243,0.95797050
-5.05752876,5.05253207,0.15195065,0.00625492,0.75585064,0.04543464,2.75806458,2.53150402,0.94327343
-5.05152576,4.97435602,0.15229509,0.00614407,0.73706304,0.04365827,2.72229011,2.47173771,0.92842636
-5.04552276,4.88971765,0.15219494,0.00600791,0.71747414,0.04185544,2.68318369,2.41009974,0.91319749
-5.03951976,4.79833427,0.15162748,0.00584771,0.69731873,0.04004536,2.64023944,2.34694764,0.89738083
-5.03351676,4.70008091,0.15057689,0.00566522,0.67683056,0.03824603,2.59307479,2.28267639,0.88080092
-5.02751376,4.59499386,0.14903460,0.00546259,0.65623845,0.03647395,2.54143789,2.21770519,0.86331683
-5.02151076,4.48327160,0.14699970,0.00524233,0.63576299,0.03474393,2.48521193,2.15246514,0.84482566
-5.01550775,4.36527309,0.14447911,0.00500717,0.61561395,0.03306900,2.42441626,2.08738837,0.82526525
-5.00950475,4.24151315,0.14148776,0.00476005,0.59598810,0.03146037,2.35920456,2.02289883,0.80461612
-5.00350175,4.11265477,0.13804853,0.00450398,0.57706754,0.02992752,2.28985978,1.95940483,0.78290233
-4.99749875,3.97949825,0.13419208,0.00424199,0.55901824,0.02847829,2.21678640,1.89729343,0.76019150
-4.99149575,3.84296719,0.12995648,0.00397705,0.54198878,0.02711905,2.14049995,1.83692652,0.73659361
-4.98549275,3.70409151,0.12538670,0.00371199,0.52610919,0.02585484,2.06161425,1.77863849,0.71225881
-4.97948974,3.56398774,0.12053384,0.00344950,0.51148993,0.02468956,1.98082672,1.72273533,0.68737416
-4.97348674,3.42383723,0.11545433,0.00319202,0.49822085,0.02362612,1.89890224,1.66949503,0.66215950
-4.96748374,3.28486275,0.11020880,0.00294174,0.48637034,0.02266655,1.81665613,1.61916901,0.63686248
-4.96148074,3.14830444,0.10486102,0.00270060,0.47598458,0.02181216,1.73493668,1.57198446,0.61175297
-4.95547774,3.01539569,0.09947657,0.00247023,0.46708717,0.02106358,1.65460793,1.52814755,0.58711717
-4.94947474,2.88734007,0.09412161,0.00225198,0.45967896,0.02042083,1.57653306,1.48784706,0.56325144
-4.94347174,2.76528986,0.08886156,0.00204693,0.45373852,0.01988334,1.50155893,1.45125859,0.54045618
-4.93746873,2.65032686,0.08375981,0.00185590,0.44922295,0.01944996,1.43050206,1.41854886,0.51902993
-4.93146573,2.54344614,0.07887655,0.00167942,0.44606931,0.01911896,1.36413635,1.38988001,0.49926382
-4.92546273,2.44554275,0.07426762,0.00151785,0.44419665,0.01888800,1.30318254,1.36541366,0.48143641
-4.91945973,2.35740172,0.06998360,0.00137130,0.44350839,0.01875415,1.24829947,1.34531425,0.46580914
-4.91345673,2.27969092,0.06606893,0.00123973,0.44389531,0.01871386,1.20007701,1.32975151,0.45262214
-4.90745373,2.21295680,0.06256126,0.00112292,0.44523867,0.01876296,1.15903027,1.31890155,0.44209065
-4.90145073,2.15762218,0.05949097,0.00102054,0.44741363,0.01889671,1.12559511,1.31294638,0.43440170
-4.89544772,2.11398587,0.05688082,0.00093213,0.45029262,0.01910980,1.10012424,1.31207146,0.42971118
-4.88944472,2.08222329,0.05474577,0.00085717,0.45374861,0.01939640,1.08288391,1.31646125,0.42814113
-4.88344172,2.06238778,0.05309298,0.00079504,0.45765811,0.01975023,1.07405083,1.32629241,0.42977716
-4.87743872,2.05441218,0.05192194,0.00074511,0.46190385,0.02016463,1.07370909,1.34172510,0.43466605
-4.87143572,2.05811034,0.05122471,0.00070669,0.46637694,0.02063268,1.08184726,1.36289230,0.44281353
-4.86543272,2.07317876,0.05098631,0.00067909,0.47097866,0.02114723,1.09835556,1.38988775,0.45418224
-4.85942971,2.09919835,0.05118526,0.00066163,0.47562172,0.02170110,1.12302348,1.42275311,0.46869014
-4.85342671,2.13563693,0.05179413,0.00065362,0.48023111,0.02228714,1.15553832,1.46146505,0.48620944
-4.84742371,2.18185277,0.05278029,0.00065443,0.48474456,0.02289840,1.19548498,1.50592323,0.50656635
-4.84142071,2.23710012,0.05410675,0.00066348,0.48911272,0.02352826,1.24234771,1.55594012,0.52954181
-4.83541771,2.30053720,0.05573304,0.00068023,0.49329913,0.02417058,1.29551440,1.61123363,0.55487349
-4.82941471,2.37123738,0.05761622,0.00070422,0.49728002,0.02481985,1.35428393,1.67142345,0.58225933
-4.82341171,2.44820412,0.05971199,0.00073508,0.50104401,0.02547130,1.41787700,1.73603199,0.61136261
-4.81740870,2.53038983,0.06197577,0.00077254,0.50459181,0.02612111,1.48545087,1.80449038,0.64181882
-4.81140570,2.61671871,0.06436390,0.00081639,0.50793575,0.02676644,1.55611783,1.87614996,0.67324418
-4.80540270,2.70611333,0.06683485,0.00086655,0.51109928,0.02740556,1.62896746,1.95029914,0.70524574
-4.79939970,2.79752410,0.06935029,0.00092303,0.51411632,0.02803790,1.70309204,2.02618543,0.73743277
-4.79339670,2.88996081,0.07187627,0.00098593,0.51703035,0.02866407,1.77761443,2.10304183,0.76942916
-4.78739370,2.98252486,0.07438412,0.00105542,0.51989326,0.02928576,1.85171734,2.18011651,0.80088626
-4.78139070,3.07444058,0.07685133,0.00113173,0.52276374,0.02990570,1.92467286,2.25670461,0.83149563
-4.77538769,3.16508410,0.07926215,0.00121514,0.52570542,0.03052748,1.99587072,2.33218029,0.86100115
-4.76938469,3.25400800,0.08160803,0.00130593,0.52878441,0.03115532,2.06484388,2.40602767,0.88920978
-4.76338169,3.34096012,0.08388774,0.00140437,0.53206656,0.03179380,2.13128993,2.47786853,0.91600038
-4.75737869,3.42589503,0.08610727,0.00151067,0.53561437,0.03244756,2.19508697,2.54748529,0.94132994
-4.75137569,3.50897724,0.08827939,0.00162498,0.53948361,0.03312091,2.25630277,2.61483772,0.96523689
-4.74537269,3.59057524,0.09042299,0.00174731,0.54371998,0.03381754,2.31519625,2.68007193,0.98784098
-4.73936968,3.67124617,0.09256211,0.00187754,0.54835581,0.03454005,2.37221085,2.74352098,1.00933962
-4.73336668,3.75171144,0.09472478,0.00201538,0.55340708,0.03528969,2.42795964,2.80569657,1.03000064
-4.72736368,3.83282400,0.09694166,0.00216033,0.55887098,0.03606605,2.48320230,2.86727172,1.05015152
-4.72136068,3.91552845,0.09924452,0.00231171,0.56472418,0.03686677,2.53881503,2.92905521,1.07016567
-4.71535768,4.00081579,0.10166476,0.00246860,0.57092192,0.03768743,2.59575413,2.99195848,1.09044602
-4.70935468,4.08967462,0.10423178,0.00262989,0.57739810,0.03852146,2.65501517,3.05695667,1.11140674
-4.70335168,4.18304118,0.10697153,0.00279427,0.58406642,0.03936017,2.71758910,3.12504543,1.13345382
-4.69734867,4.28175032,0.10990515,0.00296026,0.59082243,0.04019291,2.78441752,3.19719550,1.15696536
-4.69134567,4.38648987,0.11304778,0.00312623,0.59754667,0.04100725,2.85634907,3.27430730,1.18227256
-4.68534267,4.49776026,0.11640758,0.00329045,0.60410846,0.04178937,2.93409871,3.35716747,1.20964210
-4.67933967,4.61584137,0.11998506,0.00345115,0.61037041,0.04252442,3.01821191,3.44640956,1.23926093
-4.67333667,4.74076788,0.12377264,0.00360653,0.61619322,0.04319702,3.10903512,3.54248047,1.27122405
-4.66733367,4.87231414,0.12775453,0.00375487,0.62144068,0.04379175,3.20669374,3.64561404,1.30552584
-4.66133067,5.00998891,0.13190681,0.00389452,0.62598443,0.04429373,3.31107841,3.75581284,1.34205543
-4.65532766,5.15304001,0.13619789,0.00402398,0.62970844,0.04468906,3.42183980,3.87283849,1.38059618
-4.64932466,5.30046823,0.14058911,0.00414197,0.63251280,0.04496541,3.53839201,3.99621076,1.42082936
-4.64332166,5.45104958,0.14503552,0.00424743,0.63431680,0.04511243,3.65992386,4.12521483,1.46234166
-4.63731866,5.60336464,0.14948693,0.00433958,0.63506113,0.04512215,3.78541733,4.25891595,1.50463645
-4.63131566,5.75583335,0.15388893,0.00441792,0.63470912,0.04498928,3.91367199,4.39618050,1.54714784
-4.62531266,5.90675371,0.15818412,0.00448227,0.63324716,0.04471149,4.04333401,4.53570195,1.58925723
-4.61930965,6.05434271,0.16231334,0.00453276,0.63068428,0.04428948,4.17292849,4.67603046,1.63031141
-4.61330665,6.19677794,0.16621688,0.00456987,0.62705104,0.04372708,4.30089360,4.81560465,1.66964151
-4.60730365,6.33223847,0.16983576,0.00459437,0.62239796,0.04303120,4.42561528,4.95278442,1.70658200
-4.60130065,6.45894405,0.17311301,0.00460731,0.61679363,0.04221174,4.54546159,5.08588359,1.74048913
-4.59529765,6.57519171,0.17599480,0.00461008,0.61032268,0.04128142,4.65881553,5.21320175,1.77075797
-4.58929465,6.67938924,0.17843172,0.00460427,0.60308384,0.04025553,4.76410610,5.33305471,1.79683779
-4.58329165,6.77008540,0.18037985,0.00459175,0.59518810,0.03915171,4.85983699,5.44380339,1.81824523
-4.57728864,6.84599681,0.18180189,0.00457461,0.58675723,0.03798962,4.94461299,5.54388105,1.83457503
-4.57128564,6.90603152,0.18266821,0.00455510,0.57792253,0.03679068,5.01716406,5.63181915,1.84550822
-4.56528264,6.94930969,0.18295779,0.00453566,0.56882382,0.03557771,5.07636726,5.70627196,1.85081773
-4.55927964,6.97518122,0.18265907,0.00451886,0.55960863,0.03437466,5.12126678,5.76604018,1.85037156
-4.55327664,6.98324071,0.18177071,0.00450738,0.55043140,0.03320622,5.15109211,5.81009372,1.84413361
-4.54727364,6.97333937,0.18030216,0.00450397,0.54145248,0.03209756,5.16527453,5.83759353,1.83216231
-4.54127064,6.94559388,0.17827400,0.00451143,0.53283689,0.03107400,5.16346153,5.84791223,1.81460748
-4.53526763,6.90039143,0.17571810,0.00453256,0.52475248,0.03016063,5.14552915,5.84065307,1.79170543
-4.52926463,6.83839061,0.17267750,0.00457012,0.51736748,0.02938200,5.11159150,5.81566636,1.76377260
-4.52326163,6.76051726,0.16920596,0.00462676,0.51084731,0.02876174,5.06200685,5.77306256,1.73119799
-4.51725863,6.66795458,0.16536722,0.00470500,0.50535052,0.02832221,4.99737963,5.71322092,1.69443449
-4.51125563,6.56212693,0.16123394,0.00480713,0.50102410,0.02808401,4.91855750,5.63679270,1.65398919
-4.50525263,6.44467683,0.15688635,0.00493517,0.49799814,0.02806563,4.82662281,5.54469798,1.61041302
-4.49924962,6.31743505,0.15241053,0.00509082,0.49638001,0.02828297,4.72287799,5.43811535,1.56428970
-4.49324662,6.18238393,0.14789659,0.00527535,0.49624857,0.02874883,4.60882443,5.31846418,1.51622416
