energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.87393697,4.08748877,0.03794033,0.10327536,0.46668472,0.35549641,1.68535050,1.47297916,0.02694728,2.44464293
-5.86793397,4.13900749,0.03703914,0.10483885,0.47124089,0.35683244,1.71397329,1.49229098,0.02690128,2.48097984
-5.86193097,4.16910223,0.03593791,0.10587185,0.47337308,0.35627472,1.73385725,1.50386392,0.02670761,2.50456116
-5.85592796,4.17764761,0.03466118,0.10636390,0.47309118,0.35385699,1.74481488,1.50766421,0.02637215,2.51523094
-5.84992496,4.16495050,0.03323617,0.10631634,0.47045280,0.34964969,1.74683734,1.50381506,0.02590336,2.51309131
-5.84392196,4.13173608,0.03169194,0.10574207,0.46556088,0.34375759,1.74009395,1.49259030,0.02531206,2.49849690
-5.83791896,4.07912127,0.03005858,0.10466485,0.45855976,0.33631630,1.72492617,1.47440365,0.02461112,2.47204169
-5.83191596,4.00857718,0.02836638,0.10311823,0.44963010,0.32748805,1.70183666,1.44979407,0.02381519,2.43453912
-5.82591296,3.92188219,0.02664510,0.10114419,0.43898270,0.31745690,1.67147369,1.41940807,0.02294033,2.38699627
-5.81990995,3.82106801,0.02492329,0.09879148,0.42685175,0.30642350,1.63461187,1.38397964,0.02200366,2.33058346
-5.81390695,3.70836093,0.02322783,0.09611383,0.41348748,0.29459968,1.59212993,1.34430893,0.02102301,2.26660057
-5.80790395,3.58612102,0.02158346,0.09316803,0.39914891,0.28220312,1.54498666,1.30124032,0.02001653,2.19644155
-5.80190095,3.45678141,0.02001256,0.09001201,0.38409670,0.26945225,1.49419592,1.25564096,0.01900237,2.12155852
-5.79589795,3.32279016,0.01853499,0.08670307,0.36858654,0.25656156,1.44080175,1.20838042,0.01799835,2.04342691
-5.78989495,3.18655660,0.01716811,0.08329617,0.35286337,0.24373747,1.38585455,1.16031214,0.01702167,1.96351269
-5.78389195,3.05040359,0.01592686,0.07984257,0.33715640,0.23117483,1.33038893,1.11225717,0.01608868,1.88324283
-5.77788894,2.91652706,0.01482393,0.07638860,0.32167539,0.21905418,1.27540403,1.06499051,0.01521460,1.80397957
-5.77188594,2.78696317,0.01387003,0.07297495,0.30660791,0.20753963,1.22184659,1.01923023,0.01441343,1.72699909
-5.76588294,2.66356351,0.01307410,0.06963605,0.29211781,0.19677755,1.17059706,0.97562937,0.01369773,1.65347464
-5.75987994,2.54797784,0.01244363,0.06640000,0.27834478,0.18689571,1.12245867,0.93477034,0.01307852,1.58446405
-5.75387694,2.44164377,0.01198485,0.06328861,0.26540475,0.17800310,1.07814944,0.89716178,0.01256525,1.52090136
-5.74787394,2.34578232,0.01170293,0.06031783,0.25339112,0.17019002,1.03829663,0.86323730,0.01216566,1.46359200
-5.74187094,2.26139831,0.01160208,0.05749833,0.24237653,0.16352846,1.00343340,0.83335581,0.01188578,1.41321083
-5.73586793,2.18928412,0.01168560,0.05483622,0.23241499,0.15807269,0.97399709,0.80780297,0.01172990,1.37030251
-5.72986493,2.13002576,0.01195578,0.05233392,0.22354411,0.15385978,0.95032867,0.78679337,0.01170050,1.33528332
-5.72386193,2.08400994,0.01241379,0.04999097,0.21578726,0.15091011,0.93267295,0.77047309,0.01179830,1.30844392
-5.71785893,2.05143135,0.01305937,0.04780491,0.20915555,0.14922775,0.92117916,0.75892239,0.01202217,1.28995246
-5.71185593,2.03229949,0.01389058,0.04577199,0.20364939,0.14880061,0.91590166,0.75215816,0.01236914,1.27985771
-5.70585293,2.02644454,0.01490343,0.04388783,0.19925966,0.14960050,0.91680072,0.75013632,0.01283442,1.27809200
-5.69984992,2.03352252,0.01609145,0.04214789,0.19596843,0.15158299,0.92374322,0.75275386,0.01341133,1.28447386
-5.69384692,2.05301965,0.01744538,0.04054784,0.19374919,0.15468728,0.93650374,0.75985081,0.01409139,1.29871064
-5.68784392,2.08425675,0.01895278,0.03908375,0.19256682,0.15883607,0.95476590,0.77121208,0.01486429,1.32040126
-5.68184092,2.12639414,0.02059781,0.03775211,0.19237723,0.16393550,0.97812470,0.78656956,0.01571796,1.34903952
-5.67583792,2.17843795,0.02236102,0.03654979,0.19312689,0.16987548,1.00608991,0.80560455,0.01663869,1.38401846
-5.66983492,2.23924862,0.02421934,0.03547386,0.19475244,0.17653031,1.03809111,0.82795078,0.01761124,1.42463612
-5.66383192,2.30755244,0.02614623,0.03452138,0.19718038,0.18375975,1.07348470,0.85319822,0.01861900,1.47010325
-5.65782891,2.38195660,0.02811188,0.03368914,0.20032714,0.19141067,1.11156293,0.88089790,0.01964426,1.51955315
-5.65182591,2.46096830,0.03008377,0.03297339,0.20409943,0.19931931,1.15156538,0.91056765,0.02066847,1.57205403
-5.64582291,2.54301788,0.03202722,0.03236966,0.20839520,0.20731403,1.19269263,0.94169910,0.02167255,1.62662369
-5.63981991,2.62648602,0.03390617,0.03187254,0.21310491,0.21521874,1.23412205,0.97376563,0.02263730,1.68224668
-5.63381691,2.70973423,0.03568416,0.03147564,0.21811341,0.22285666,1.27502529,1.00623125,0.02354374,1.73789335
-5.62781391,2.79113810,0.03732523,0.03117148,0.22330214,0.23005453,1.31458699,1.03856031,0.02437362,1.79254053
-5.62181091,2.86912209,0.03879509,0.03095159,0.22855166,0.23664700,1.35202414,1.07022761,0.02510979,1.84519304
-5.61580790,2.94219468,0.04006215,0.03080661,0.23374442,0.24248094,1.38660515,1.10072871,0.02573667,1.89490543
-5.60980490,3.00898257,0.04109858,0.03072640,0.23876746,0.24741972,1.41766809,1.12959010,0.02624064,1.94080299
-5.60380190,3.06826231,0.04188128,0.03070035,0.24351512,0.25134704,1.44463712,1.15637875,0.02661042,1.98210125
-5.59779890,3.11898822,0.04239277,0.03071748,0.24789147,0.25417020,1.46703647,1.18071076,0.02683737,2.01812322
-5.59179590,3.16031521,0.04262182,0.03076681,0.25181229,0.25582275,1.48450126,1.20225879,0.02691575,2.04831347
-5.58579290,3.19161554,0.04256401,0.03083747,0.25520669,0.25626624,1.49678473,1.22075780,0.02684287,2.07224860
-5.57978989,3.21248874,0.04222197,0.03091900,0.25801812,0.25549103,1.50376146,1.23600907,0.02661917,2.08964354
-5.57378689,3.22276436,0.04160546,0.03100148,0.26020479,0.25351630,1.50542654,1.24788211,0.02624817,2.10035351
-5.56778389,3.22249741,0.04073118,0.03107570,0.26173964,0.25038894,1.50189069,1.25631460,0.02573643,2.10437154
-5.56178089,3.21195684,0.03962242,0.03113325,0.26260964,0.24618168,1.49337168,1.26131016,0.02509327,2.10182182
-5.55577789,3.19160783,0.03830848,0.03116659,0.26281482,0.24099043,1.48018249,1.26293427,0.02433054,2.09294914
-5.54977489,3.16208865,0.03682391,0.03116913,0.26236689,0.23493099,1.46271689,1.26130832,0.02346230,2.07810519
-5.54377189,3.12418351,0.03520766,0.03113518,0.26128765,0.22813526,1.44143307,1.25660242,0.02250438,2.05773221
-5.53776888,3.07879272,0.03350213,0.03106006,0.25960743,0.22074721,1.41683641,1.24902691,0.02147402,2.03234514
-5.53176588,3.02690168,0.03175216,0.03094002,0.25736344,0.21291879,1.38946196,1.23882347,0.02038939,2.00251288
-5.52576288,2.96955011,0.03000403,0.03077229,0.25459838,0.20480583,1.35985770,1.22625590,0.01926919,1.96883973
-5.51975988,2.90780308,0.02830444,0.03055508,0.25135922,0.19656430,1.32856922,1.21160127,0.01813227,1.93194800
-5.51375688,2.84272491,0.02669961,0.03028767,0.24769631,0.18834687,1.29612653,1.19514176,0.01699719,1.89246223
-5.50775388,2.77535709,0.02523440,0.02997037,0.24366276,0.18030004,1.26303350,1.17715765,0.01588197,1.85099605
-5.50175088,2.70670089,0.02395153,0.02960466,0.23931408,0.17256170,1.22976025,1.15792176,0.01480376,1.80814186
-5.49574787,2.63770500,0.02289092,0.02919319,0.23470816,0.16525942,1.19673867,1.13769554,0.01377863,1.76446379
-5.48974487,2.56925834,0.02208911,0.02873991,0.22990532,0.15850912,1.16436105,1.11672689,0.01282144,1.72049389
-5.48374187,2.50218782,0.02157875,0.02825009,0.22496852,0.15241441,1.13298152,1.09524984,0.01194565,1.67673144
-5.47773887,2.43726029,0.02138821,0.02773034,0.21996356,0.14706628,1.10292007,1.07348578,0.01116333,1.63364512
-5.47173587,2.37518810,0.02154124,0.02718866,0.21495912,0.14254315,1.07446859,1.05164610,0.01048505,1.59167738
-5.46573287,2.31663707,0.02205672,0.02663440,0.21002674,0.13891120,1.04789829,1.02993591,0.00991989,1.55125051
-5.45972986,2.26223596,0.02294837,0.02607815,0.20524040,0.13622478,1.02346792,1.00855838,0.00947545,1.51277362
-5.45372686,2.21258592,0.02422466,0.02553167,0.20067596,0.13452692,1.00143214,0.98771924,0.00915783,1.47664973
-5.44772386,2.16826916,0.02588861,0.02500766,0.19641013,0.13384976,0.98204925,0.96763093,0.00897162,1.44328219
-5.44172086,2.12985552,0.02793773,0.02451955,0.19251926,0.13421493,0.96558784,0.94851605,0.00891990,1.41307972
-5.43571786,2.09790614,0.03036398,0.02408124,0.18907780,0.13563370,0.95233162,0.93060947,0.00900420,1.38645947
-5.42971486,2.07297370,0.03315383,0.02370674,0.18615649,0.13810707,0.94258229,0.91415891,0.00922444,1.36384747
-5.42371186,2.05559859,0.03628833,0.02340979,0.18382055,0.14162569,0.93665979,0.89942373,0.00957889,1.34567631
-5.41770885,2.04630116,0.03974334,0.02320352,0.18212767,0.14616958,0.93490011,0.88667167,0.01006408,1.33237974
-5.41170585,2.04557006,0.04348982,0.02310001,0.18112619,0.15170799,0.93765032,0.87617364,0.01067472,1.32438434
-5.40570285,2.05384725,0.04749426,0.02310987,0.18085336,0.15819907,0.94526126,0.86819671,0.01140367,1.32209844
-5.39969985,2.07151031,0.05171922,0.02324187,0.18133391,0.16558974,0.95807778,0.86299548,0.01224187,1.32589880
-5.39369685,2.09885295,0.05612397,0.02350254,0.18257885,0.17381572,0.97642723,0.86080220,0.01317834,1.33611553
-5.38769385,2.13606501,0.06066527,0.02389582,0.18458486,0.18280178,1.00060645,0.86181625,0.01420024,1.35301615
-5.38169085,2.18321281,0.06529819,0.02442283,0.18733393,0.19246224,1.03086802,0.86619333,0.01529291,1.37678939
-5.37568784,2.24022136,0.06997709,0.02508160,0.19079360,0.20270185,1.06740616,0.87403514,0.01644007,1.40752986
-5.36968484,2.30685940,0.07465654,0.02586697,0.19491762,0.21341702,1.11034322,0.88538000,0.01762404,1.44522428
-5.36368184,2.38272846,0.07929232,0.02677051,0.19964707,0.22449736,1.15971714,0.90019504,0.01882599,1.48974021
-5.35767884,2.46725674,0.08384236,0.02778058,0.20491189,0.23582761,1.21547075,0.91837047,0.02002636,1.54081802
-5.35167584,2.55969865,0.08826765,0.02888245,0.21063271,0.24728975,1.27744332,0.93971639,0.02120524,1.59806668
-5.34567284,2.65914022,0.09253304,0.03005857,0.21672304,0.25876540,1.34536486,0.96396235,0.02234284,1.66096384
-5.33966983,2.76451066,0.09660790,0.03128889,0.22309152,0.27013834,1.41885360,0.99075996,0.02342002,1.72886048
-5.33366683,2.87459994,0.10046673,0.03255133,0.22964434,0.28129703,1.49741681,1.01968848,0.02441879,1.80099003
-5.32766383,2.98808170,0.10408950,0.03382222,0.23628765,0.29213709,1.58045497,1.05026336,0.02532284,1.87648192
-5.32166083,3.10354099,0.10746190,0.03507694,0.24292986,0.30256362,1.66726932,1.08194739,0.02611802,1.95437894
-5.31565783,3.21950559,0.11057549,0.03629055,0.24948380,0.31249331,1.75707241,1.11416415,0.02679284,2.03365799
-5.30965483,3.33447994,0.11342756,0.03743842,0.25586857,0.32185611,1.84900140,1.14631312,0.02733878,2.11325323
-5.30365183,3.44698008,0.11602104,0.03849689,0.26201117,0.33059665,1.94213339,1.17778599,0.02775066,2.19208082
-5.29764882,3.55556841,0.11836418,0.03944394,0.26784776,0.33867509,2.03550237,1.20798339,0.02802681,2.26906417
-5.29164582,3.65888668,0.12047016,0.04025975,0.27332449,0.34606749,2.12811706,1.23633138,0.02816916,2.34315870
-5.28564282,3.75568600,0.12235673,0.04092725,0.27839805,0.35276582,2.21897891,1.26229700,0.02818322,2.41337518
-5.27963982,3.84485260,0.12404567,0.04143257,0.28303575,0.35877727,2.30709976,1.28540231,0.02807793,2.47880055
-5.27363682,3.92542849,0.12556231,0.04176531,0.28721530,0.36412327,2.39151839,1.30523620,0.02786540,2.53861567
-5.26763382,3.99662615,0.12693499,0.04191882,0.29092425,0.36883798,2.47131574,1.32146371,0.02756053,2.59210929
-5.26163082,4.05783703,0.12819446,0.04189024,0.29415911,0.37296648,2.54562815,1.33383231,0.02718056,2.63868788
-5.25562781,4.10863371,0.12937331,0.04168047,0.29692433,0.37656255,2.61365877,1.34217515,0.02674450,2.67788126
-5.24962481,4.14876586,0.13050525,0.04129399,0.29923099,0.37968633,2.67468664,1.34641115,0.02627253,2.70934395
-5.24362181,4.17815064,0.13162449,0.04073863,0.30109548,0.38240170,2.72807394,1.34654198,0.02578540,2.73285265
-5.23761881,4.19685832,0.13276483,0.04002511,0.30253805,0.38477370,2.77327119,1.34264637,0.02530369,2.74830030
-5.23161581,4.20509392,0.13395890,0.03916668,0.30358137,0.38686581,2.80982092,1.33487195,0.02484722,2.75568725
-5.22561281,4.20317615,0.13523716,0.03817856,0.30424913,0.38873745,2.83735989,1.32342524,0.02443442,2.75511038
-5.21960980,4.19151472,0.13662686,0.03707742,0.30456475,0.39044149,2.85562036,1.30856018,0.02408174,2.74675074
-5.21360680,4.17058724,0.13815101,0.03588085,0.30455014,0.39202207,2.86443046,1.29056599,0.02380317,2.73086064
-5.20760380,4.14091680,0.13982726,0.03460678,0.30422464,0.39351272,2.86371412,1.26975482,0.02360982,2.70775076
-5.20160080,4.10305118,0.14166678,0.03327308,0.30360415,0.39493474,2.85349043,1.24644974,0.02350960,2.67777797
-5.19559780,4.05754462,0.14367331,0.03189701,0.30270036,0.39629609,2.83387283,1.22097373,0.02350698,2.64133426
-5.18959480,4.00494268,0.14584222,0.03049494,0.30152024,0.39759067,2.80506780,1.19364000,0.02360294,2.59883723
-5.18359180,3.94577076,0.14815984,0.02908198,0.30006573,0.39879812,2.76737313,1.16474400,0.02379493,2.55072237
-5.17758879,3.88052631,0.15060303,0.02767177,0.29833361,0.39988411,2.72117561,1.13455740,0.02407703,2.49743706
-5.17158579,3.80967495,0.15313902,0.02627635,0.29631559,0.40080120,2.66694795,1.10332415,0.02444013,2.43943645
-5.16558279,3.73365017,0.15572571,0.02490605,0.29399871,0.40149020,2.60524467,1.07125857,0.02487231,2.37718093
-5.15957979,3.65285636,0.15831229,0.02356951,0.29136584,0.40188205,2.53669693,1.03854553,0.02535919,2.31113503
-5.15357679,3.56767466,0.16084024,0.02227371,0.28839656,0.40190014,2.46200613,1.00534234,0.02588445,2.24176742
-5.14757379,3.47847107,0.16324486,0.02102411,0.28506812,0.40146304,2.38193614,0.97178225,0.02643036,2.16955173
-5.14157079,3.38560616,0.16545700,0.01982473,0.28135674,0.40048761,2.29730440,0.93797913,0.02697834,2.09496787
-5.13556778,3.28944567,0.16740525,0.01867837,0.27723901,0.39889221,2.20897175,0.90403300,0.02750959,2.01850347
-5.12956478,3.19037143,0.16901828,0.01758679,0.27269341,0.39660014,2.11783135,0.87003601,0.02800564,1.94065530
-5.12356178,3.08879171,0.17022734,0.01655088,0.26770202,0.39354296,2.02479682,0.83607852,0.02844898,1.86193022
-5.11755878,2.98515060,0.17096878,0.01557088,0.26225213,0.38966376,1.93078999,0.80225484,0.02882356,1.78284561
-5.11155578,2.87993569,0.17118653,0.01464656,0.25633788,0.38491998,1.83672848,0.76866843,0.02911529,1.70392910
-5.10555278,2.77368365,0.17083435,0.01377739,0.24996176,0.37928602,1.74351348,0.73543607,0.02931248,1.62571740
-5.09954977,2.66698335,0.16987775,0.01296267,0.24313583,0.37275516,1.65201802,0.70269101,0.02940611,1.54875421
-5.09354677,2.56047617,0.16829559,0.01220171,0.23588275,0.36534094,1.56307600,0.67058480,0.02939015,1.47358724
-5.08754377,2.45485347,0.16608114,0.01149384,0.22823633,0.35707786,1.47747223,0.63928777,0.02926164,1.40076428
-5.08154077,2.35085114,0.16324264,0.01083855,0.22024181,0.34802135,1.39593359,0.60898812,0.02902074,1.33082833
-5.07553777,2.24924137,0.15980333,0.01023551,0.21195548,0.33824703,1.31912151,0.57988971,0.02867068,1.26431196
-5.06953477,2.15082180,0.15580090,0.00968454,0.20344408,0.32784926,1.24762567,0.55220860,0.02821761,1.20173102
-5.06353177,2.05640249,0.15128645,0.00918564,0.19478348,0.31693911,1.18195917,0.52616863,0.02767034,1.14357767
-5.05752876,1.96679103,0.14632298,0.00873891,0.18605712,0.30564167,1.12255481,0.50199606,0.02704005,1.09031312
-5.05152576,1.88277628,0.14098350,0.00834451,0.17735399,0.29409303,1.06976268,0.47991369,0.02633989,1.04235999
-5.04552276,1.80511126,0.13534877,0.00800258,0.16876633,0.28243680,1.02384879,0.46013450,0.02558455,1.00009472
-5.03951976,1.73449578,0.12950494,0.00771313,0.16038712,0.27082051,0.98499459,0.44285525,0.02478982,0.96384004
-5.03351676,1.67155924,0.12354097,0.00747597,0.15230748,0.25939184,0.95329744,0.42825016,0.02397214,0.93385771
-5.02751376,1.61684409,0.11754609,0.00729061,0.14461405,0.24829486,0.92877165,0.41646492,0.02314805,0.91034174
-5.02151076,1.57079056,0.11160736,0.00715618,0.13738654,0.23766646,0.91135017,0.40761118,0.02233381,0.89341231
-5.01550775,1.53372281,0.10580730,0.00707134,0.13069535,0.22763290,0.90088671,0.40176175,0.02154489,0.88311034
-5.00950475,1.50583708,0.10022187,0.00703425,0.12459968,0.21830671,0.89715819,0.39894660,0.02079559,0.87939310
-5.00350175,1.48719190,0.09491858,0.00704251,0.11914582,0.20978394,0.89986761,0.39914975,0.02009865,0.88213077
-4.99749875,1.47770073,0.08995507,0.00709315,0.11436592,0.20214183,0.90864707,0.40230714,0.01946496,0.89110420
-4.99149575,1.47712724,0.08537791,0.00718263,0.11027724,0.19543686,0.92306111,0.40830549,0.01890325,0.90600394
-4.98549275,1.48508320,0.08122179,0.00730685,0.10688179,0.18970343,0.94261033,0.41698218,0.01841989,0.92643056
-4.97948974,1.50102927,0.07750915,0.00746123,0.10416644,0.18495288,0.96673540,0.42812623,0.01801875,0.95189650
-4.97348674,1.52427880,0.07424999,0.00764072,0.10210343,0.18117321,0.99482141,0.44148021,0.01770112,0.98182941
-4.96748374,1.55400458,0.07144218,0.00783993,0.10065132,0.17832924,1.02620288,0.45674327,0.01746568,1.01557714
-4.96148074,1.58924887,0.06907198,0.00805315,0.09975625,0.17636338,1.06016941,0.47357505,0.01730855,1.05241454
-4.95547774,1.62893647,0.06711488,0.00827452,0.09935347,0.17519695,1.09597216,0.49160065,0.01722346,1.09155188
-4.94947474,1.67189106,0.06553672,0.00849807,0.09936915,0.17473211,1.13283138,0.51041647,0.01720187,1.13214535
-4.94347174,1.71685466,0.06429499,0.00871785,0.09972238,0.17485423,1.16994500,0.52959690,0.01723330,1.17330914
-4.93746873,1.76250999,0.06334035,0.00892803,0.10032725,0.17543485,1.20649852,0.54870187,0.01730562,1.21412954
-4.93146573,1.80750559,0.06261833,0.00912298,0.10109505,0.17633509,1.24167603,0.56728504,0.01740541,1.25368054
-4.92546273,1.85048322,0.06207103,0.00929737,0.10193647,0.17740936,1.27467260,0.58490255,0.01751841,1.29104097
-4.91945973,1.89010700,0.06163899,0.00944628,0.10276376,0.17850940,1.30470767,0.60112223,0.01762996,1.32531278
-4.91345673,1.92509362,0.06126302,0.00956526,0.10349286,0.17948849,1.33103941,0.61553291,0.01772544,1.35564001
-4.90745373,1.95424279,0.06088592,0.00965039,0.10404531,0.18020560,1.35297963,0.62775380,0.01779077,1.38122810
-4.90145073,1.97646709,0.06045421,0.00969836,0.10435009,0.18052954,1.36990886,0.63744349,0.01781288,1.40136288
-4.89544772,1.99081994,0.05991957,0.00970652,0.10434519,0.18034275,1.38129119,0.64430835,0.01778005,1.41542852
-4.88944472,1.99652102,0.05924019,0.00967293,0.10397892,0.17954466,1.38668812,0.64811013,0.01768237,1.42292394
-4.88344172,1.99297778,0.05838177,0.00959638,0.10321095,0.17805458,1.38577103,0.64867222,0.01751197,1.42347687
-4.87743872,1.97980225,0.05731832,0.00947641,0.10201307,0.17581383,1.37833155,0.64588463,0.01726331,1.41685498
-4.87143572,1.95682231,0.05603255,0.00931335,0.10036949,0.17278716,1.36428927,0.63970707,0.01693324,1.40297346
-4.86543272,1.92408676,0.05451608,0.00910826,0.09827696,0.16896334,1.34369627,0.63017030,0.01652113,1.38189865
-4.85942971,1.88186388,0.05276917,0.00886294,0.09574441,0.16435491,1.31673818,0.61737539,0.01602876,1.35384731
-4.85342671,1.83063324,0.05080031,0.00857987,0.09279226,0.15899708,1.28373129,0.60149094,0.01546023,1.31918154
-4.84742371,1.77107100,0.04862542,0.00826219,0.08945154,0.15294592,1.24511587,0.58274833,0.01482172,1.27839922
-4.84142071,1.70402924,0.04626689,0.00791358,0.08576253,0.14627586,1.20144552,0.56143505,0.01412122,1.23212033
-4.83541771,1.63050984,0.04375244,0.00753822,0.08177335,0.13907659,1.15337297,0.53788644,0.01336821,1.18106950
-4.82941471,1.55163410,0.04111379,0.00714066,0.07753821,0.13144960,1.10163274,0.51247596,0.01257323,1.12605547
-4.82341171,1.46860911,0.03838539,0.00672573,0.07311568,0.12350449,1.04702110,0.48560455,0.01174755,1.06794815
-4.81740870,1.38269226,0.03560305,0.00629841,0.06856680,0.11535511,0.99037420,0.45768928,0.01090274,1.00765406
-4.81140570,1.29515513,0.03280262,0.00586372,0.06395322,0.10711583,0.93254513,0.42915189,0.01005031,0.94609123
-4.80540270,1.20724823,0.03001888,0.00542661,0.05933548,0.09889801,0.87438067,0.40040738,0.00920133,0.88416429
-4.79939970,1.12016770,0.02728443,0.00499185,0.05477131,0.09080681,0.81669865,0.37185343,0.00836615,0.82274082
-4.79339670,1.03502536,0.02462888,0.00456392,0.05031422,0.08293844,0.76026686,0.34386058,0.00755414,0.76262966
-4.78739370,0.95282272,0.02207813,0.00414692,0.04601227,0.07537795,0.70578392,0.31676385,0.00677346,0.70456193
-4.78139070,0.87443004,0.01965396,0.00374449,0.04190707,0.06819755,0.65386318,0.29085585,0.00603100,0.64917538
-4.77538769,0.80057065,0.01737372,0.00335979,0.03803313,0.06145554,0.60501982,0.26638155,0.00533222,0.59700240
-4.76938469,0.73181101,0.01525028,0.00299540,0.03441739,0.05519585,0.55966158,0.24353490,0.00468121,0.54846203
-4.76338169,0.66855628,0.01329212,0.00265338,0.03107910,0.04944801,0.51808344,0.22245726,0.00408064,0.50385599
-4.75737869,0.61105141,0.01150357,0.00233519,0.02802995,0.04422771,0.48046610,0.20323752,0.00353194,0.46336856
-4.75137569,0.55938713,0.00988520,0.00204177,0.02527440,0.03953769,0.44687821,0.18591394,0.00303533,0.42707032
-4.74537269,0.51351044,0.00843425,0.00177353,0.02281021,0.03536904,0.41728208,0.17047733,0.00259001,0.39492505
-4.73936968,0.47323874,0.00714512,0.00153042,0.02062918,0.03170267,0.39154247,0.15687558,0.00219430,0.36679962
-4.73336668,0.43827691,0.00600994,0.00131200,0.01871795,0.02851100,0.36943800,0.14501910,0.00184581,0.34247619
-4.72736368,0.40823649,0.00501909,0.00111745,0.01705894,0.02575971,0.35067452,0.13478696,0.00154161,0.32166607
-4.72136068,0.38265614,0.00416168,0.00094570,0.01563129,0.02340948,0.33490009,0.12603354,0.00127837,0.30402484
-4.71535768,0.36102257,0.00342610,0.00079548,0.01441183,0.02141776,0.32172062,0.11859531,0.00105255,0.28916790
-4.70935468,0.34279118,0.00280038,0.00066535,0.01337600,0.01974034,0.31071589,0.11229760,0.00086048,0.27668610
-4.70335168,0.32740577,0.00227256,0.00055386,0.01249878,0.01833280,0.30145513,0.10696100,0.00069851,0.26616066
-4.69734867,0.31431673,0.00183103,0.00045953,0.01175543,0.01715185,0.29351182,0.10240742,0.00056309,0.25717726
-4.69134567,0.30299726,0.00146472,0.00038096,0.01112226,0.01615635,0.28647711,0.09846536,0.00045085,0.24933850
-4.68534267,0.29295720,0.00116330,0.00031689,0.01057719,0.01530827,0.27997155,0.09497454,0.00035865,0.24227483
-4.67933967,0.28375437,0.00091728,0.00026625,0.01010030,0.01457331,0.27365489,0.09178964,0.00028361,0.23565341
-4.67333667,0.27500308,0.00071811,0.00022824,0.00967417,0.01392140,0.26723358,0.08878318,0.00022314,0.22918488
-4.66733367,0.26637997,0.00055816,0.00020235,0.00928420,0.01332701,0.26046607,0.08584742,0.00017497,0.22262807
-4.66133067,0.25762722,0.00043072,0.00018844,0.00891871,0.01276924,0.25316573,0.08289555,0.00013713,0.21579246
-4.65532766,0.24855313,0.00032999,0.00018683,0.00856913,0.01223178,0.24520164,0.07986183,0.00010793,0.20853877
-4.64932466,0.23903053,0.00025101,0.00019831,0.00822989,0.01170279,0.23649719,0.07670120,0.00008598,0.20077758
-4.64332166,0.22899325,0.00018956,0.00022426,0.00789845,0.01117462,0.22702693,0.07338807,0.00007013,0.19246638
