energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.75987994,4.45202478,0.20346366,0.00428690,0.60479402,1.50680814,2.00769891,0.04329091,1.39180883
-5.75387694,4.35371154,0.19466450,0.00403713,0.58867458,1.45932200,1.95476853,0.04189725,1.37423613
-5.74787394,4.25549362,0.18632267,0.00381568,0.57218021,1.41258478,1.90175998,0.04037764,1.35706696
-5.74187094,4.15851413,0.17848267,0.00362238,0.55553327,1.36700411,1.84930083,0.03875402,1.34049447
-5.73586793,4.06379222,0.17118270,0.00345650,0.53895633,1.32295186,1.79796075,0.03705014,1.32465467
-5.72986493,3.97219725,0.16445419,0.00331685,0.52266619,1.28075560,1.74823915,0.03529090,1.30962138
-5.72386193,3.88442823,0.15832127,0.00320181,0.50686779,1.24069189,1.70055470,0.03350171,1.29540392
-5.71785893,3.80099972,0.15280054,0.00310946,0.49174842,1.20298170,1.65523756,0.03170783,1.28194799
-5.71185593,3.72223530,0.14790087,0.00303768,0.47747242,1.16778824,1.61252449,0.02993374,1.26913967
-5.70585293,3.64826910,0.14362365,0.00298422,0.46417676,1.13521743,1.57255736,0.02820253,1.25681267
-5.69984992,3.57905536,0.13996314,0.00294677,0.45196759,1.10532087,1.53538500,0.02653541,1.24475836
-5.69384692,3.51438576,0.13690726,0.00292310,0.44091800,1.07810126,1.50096847,0.02495124,1.23273834
-5.68784392,3.45391338,0.13443855,0.00291111,0.43106715,1.05351969,1.46918945,0.02346623,1.22049864
-5.68184092,3.39718222,0.13253546,0.00290893,0.42242063,1.03150445,1.43986137,0.02209367,1.20778505
-5.67583792,3.34366042,0.13117370,0.00291494,0.41495216,1.01196079,1.41274262,0.02084379,1.19435851
-5.66983492,3.29277536,0.13032780,0.00292790,0.40860636,0.99478077,1.38755127,0.01972374,1.18000981
-5.66383192,3.24394872,0.12997251,0.00294698,0.40330255,0.97985279,1.36398050,0.01873760,1.16457278
-5.65782891,3.19662955,0.13008429,0.00297180,0.39893927,0.96706996,1.34171402,0.01788651,1.14793509
-5.65182591,3.15032367,0.13064244,0.00300247,0.39539928,0.95633692,1.32044066,0.01716887,1.13004623
-5.64582291,3.10461784,0.13163009,0.00303964,0.39255474,0.94757464,1.29986757,0.01658059,1.11092220
-5.63981991,3.05919783,0.13303477,0.00308450,0.39027245,0.94072294,1.27973156,0.01611532,1.09064659
-5.63381691,3.01385966,0.13484866,0.00313879,0.38841867,0.93574055,1.25980799,0.01576484,1.06936832
-5.62781391,2.96851393,0.13706848,0.00320479,0.38686364,0.93260298,1.23991726,0.01551933,1.04729603
-5.62181091,2.92318344,0.13969486,0.00328533,0.38548527,0.93129823,1.21992861,0.01536777,1.02468968
-5.61580790,2.87799504,0.14273157,0.00338375,0.38417222,0.93182082,1.19976153,0.01529830,1.00184991
-5.60980490,2.83316641,0.14618424,0.00350385,0.38282614,0.93416467,1.17938486,0.01529854,0.97910587
-5.60380190,2.78898944,0.15005902,0.00364985,0.38136309,0.93831530,1.15881409,0.01535598,0.95680226
-5.59779890,2.74581126,0.15436101,0.00382631,0.37971420,0.94424208,1.13810702,0.01545832,0.93528638
-5.59179590,2.70401456,0.15909271,0.00403808,0.37782569,0.95189104,1.11735860,0.01559380,0.91489585
-5.58579290,2.66399840,0.16425250,0.00429018,0.37565828,0.96117891,1.09669496,0.01575152,0.89594765
-5.57978989,2.62616073,0.16983328,0.00458772,0.37318615,0.97198868,1.07626739,0.01592174,0.87872908
-5.57378689,2.59088338,0.17582134,0.00493573,0.37039564,0.98416730,1.05624635,0.01609611,0.86349074
-5.56778389,2.55852029,0.18219556,0.00533910,0.36728371,0.99752545,1.03681593,0.01626791,0.85044193
-5.56178089,2.52938895,0.18892692,0.00580237,0.36385637,1.01183966,1.01816873,0.01643220,0.83974832
-5.55577789,2.50376523,0.19597840,0.00632962,0.36012710,1.02685649,1.00050143,0.01658598,0.83153174
-5.54977489,2.48188107,0.20330530,0.00692429,0.35611542,1.04229879,0.98401082,0.01672818,0.82587179
-5.54377189,2.46392456,0.21085585,0.00758904,0.35184556,1.05787326,0.96889031,0.01685969,0.82280882
-5.53776888,2.45004150,0.21857214,0.00832554,0.34734530,1.07327927,0.95532672,0.01698325,0.82234788
-5.53176588,2.44033779,0.22639136,0.00913438,0.34264497,1.08821805,0.94349727,0.01710330,0.82446295
-5.52576288,2.43488171,0.23424717,0.01001486,0.33777659,1.10240186,0.93356641,0.01722572,0.82910117
-5.51975988,2.43370534,0.24207115,0.01096490,0.33277305,1.11556250,0.92568259,0.01735755,0.83618645
-5.51375688,2.43680464,0.24979429,0.01198091,0.32766747,1.12745870,0.91997475,0.01750663,0.84562226
-5.50775388,2.44413767,0.25734844,0.01305770,0.32249241,1.13788188,0.91654850,0.01768115,0.85729326
-5.50175088,2.45562105,0.26466753,0.01418849,0.31727923,1.14666011,0.91548212,0.01788923,0.87106579
-5.49574787,2.47112459,0.27168872,0.01536482,0.31205729,1.15365994,0.91682248,0.01813846,0.88678715
-5.48974487,2.49046462,0.27835317,0.01657665,0.30685314,1.15878626,0.92058100,0.01843539,0.90428400
-5.48374187,2.51339665,0.28460675,0.01781241,0.30168976,1.16198013,0.92673001,0.01878518,0.92336007
-5.47773887,2.53960813,0.29040028,0.01905916,0.29658569,1.16321507,0.93519980,0.01919111,0.94379357
-5.47173587,2.56871225,0.29568978,0.02030275,0.29155430,1.16249193,0.94587648,0.01965433,0.96533492
-5.46573287,2.60024367,0.30043634,0.02152811,0.28660306,1.15983304,0.95860119,0.02017355,0.98770502
-5.45972986,2.63365717,0.30460599,0.02271944,0.28173309,1.15527601,0.97317070,0.02074495,1.01059472
-5.45372686,2.66832982,0.30816942,0.02386065,0.27693880,1.14886772,0.98933967,0.02136209,1.03366579
-5.44772386,2.70356736,0.31110174,0.02493563,0.27220789,1.14065899,1.00682463,0.02201603,1.05655369
-5.44172086,2.73861494,0.31338224,0.02592868,0.26752161,1.13070032,1.02530973,0.02269547,1.07887237
-5.43571786,2.77267229,0.31499424,0.02682493,0.26285532,1.11903904,1.04445404,0.02338707,1.10022100
-5.42971486,2.80491291,0.31592508,0.02761069,0.25817941,1.10571798,1.06390030,0.02407588,1.12019268
-5.42371186,2.83450665,0.31616619,0.02827389,0.25346053,1.09077573,1.08328468,0.02474575,1.13838467
-5.41770885,2.86064471,0.31571330,0.02880439,0.24866296,1.07424843,1.10224734,0.02537992,1.15440986
-5.41170585,2.88256598,0.31456679,0.02919437,0.24375035,1.05617278,1.12044307,0.02596160,1.16790887
-5.40570285,2.89958330,0.31273198,0.02943853,0.23868741,1.03658999,1.13755176,0.02647456,1.17856229
-5.39969985,2.91110843,0.31021954,0.02953431,0.23344169,1.01555028,1.15328816,0.02690371,1.18610218
-5.39369685,2.91667421,0.30704578,0.02948199,0.22798530,0.99311748,1.16741031,0.02723568,1.19032253
-5.38769385,2.91595287,0.30323284,0.02928477,0.22229644,0.96937318,1.17972655,0.02745926,1.19108780
-5.38169085,2.90876939,0.29880874,0.02894864,0.21636067,0.94442016,1.19010046,0.02756584,1.18833919
-5.37568784,2.89510914,0.29380720,0.02848226,0.21017190,0.91838470,1.19845381,0.02754972,1.18209820
-5.36968484,2.87511947,0.28826729,0.02789674,0.20373303,0.89141748,1.20476720,0.02740827,1.17246738
-5.36368184,2.84910516,0.28223273,0.02720528,0.19705614,0.86369296,1.20907865,0.02714203,1.15962800
-5.35767884,2.81751789,0.27575115,0.02642284,0.19016232,0.83540725,1.21148000,0.02675468,1.14383489
-5.35167584,2.78094043,0.26887301,0.02556567,0.18308118,0.80677454,1.21211158,0.02625284,1.12540872
-5.34567284,2.74006644,0.26165049,0.02465087,0.17584988,0.77802228,1.21115542,0.02564584,1.10472599
-5.33966983,2.69567680,0.25413627,0.02369590,0.16851205,0.74938549,1.20882734,0.02494536,1.08220732
-5.33366683,2.64861387,0.24638231,0.02271809,0.16111634,0.72110048,1.20536832,0.02416498,1.05830463
-5.32766383,2.59975474,0.23843872,0.02173423,0.15371493,0.69339839,1.20103571,0.02331973,1.03348771
-5.32166083,2.54998500,0.23035278,0.02076014,0.14636194,0.66649894,1.19609454,0.02242554,1.00823089
-5.31565783,2.50017381,0.22216809,0.01981033,0.13911182,0.64060477,1.19080935,0.02149871,0.98300037
-5.30965483,2.45115156,0.21392406,0.01889771,0.13201788,0.61589668,1.18543692,0.02055542,0.95824263
-5.30365183,2.40369072,0.20565555,0.01803340,0.12513089,0.59252993,1.18021995,0.01961123,0.93437436
-5.29764882,2.35849047,0.19739285,0.01722659,0.11849790,0.57063181,1.17538210,0.01868059,0.91177417
-5.29164582,2.31616526,0.18916191,0.01648450,0.11216123,0.55030052,1.17112412,0.01777652,0.89077637
-5.28564282,2.27723755,0.18098469,0.01581243,0.10615773,0.53160527,1.16762143,0.01691025,0.87166659
-5.27963982,2.24213421,0.17287986,0.01521382,0.10051818,0.51458753,1.16502274,0.01609101,0.85467949
-5.27363682,2.21118650,0.16486341,0.01469040,0.09526701,0.49926314,1.16344971,0.01532587,0.83999815
-5.26763382,2.18463278,0.15694948,0.01424241,0.09042211,0.48562521,1.16299751,0.01461968,0.82775500
-5.26163082,2.16262354,0.14915107,0.01386876,0.08599490,0.47364733,1.16373588,0.01397506,0.81803405
-5.25562781,2.14522795,0.14148077,0.01356728,0.08199049,0.46328706,1.16571064,0.01339254,0.81087397
-5.24962481,2.13244133,0.13395132,0.01333494,0.07840799,0.45448921,1.16894534,0.01287069,0.80627179
-5.24362181,2.12419282,0.12657603,0.01316807,0.07524088,0.44718888,1.17344289,0.01240633,0.80418693
-5.23761881,2.12035291,0.11936908,0.01306250,0.07247745,0.44131404,1.17918694,0.01199486,0.80454525
-5.23161581,2.12074036,0.11234552,0.01301377,0.07010136,0.43678754,1.18614305,0.01163047,0.80724292
-5.22561281,2.12512824,0.10552128,0.01301723,0.06809210,0.43352847,1.19425949,0.01130658,0.81215011
-5.21960980,2.13324919,0.09891281,0.01306813,0.06642560,0.43145305,1.20346773,0.01101608,0.81911415
-5.21360680,2.14479984,0.09253682,0.01316174,0.06507482,0.43047491,1.21368272,0.01075171,0.82796250
-5.20760380,2.15944458,0.08640972,0.01329333,0.06401032,0.43050506,1.22480303,0.01050638,0.83850532
-5.20160080,2.17681922,0.08054720,0.01345829,0.06320089,0.43145161,1.23671118,0.01027345,0.85053792
-5.19559780,2.19653461,0.07496366,0.01365207,0.06261421,0.43321948,1.24927411,0.01004702,0.86384309
-5.18959480,2.21818089,0.06967178,0.01387032,0.06221748,0.43571013,1.26234436,0.00982209,0.87819363
-5.18359180,2.24133257,0.06468208,0.01410884,0.06197815,0.43882162,1.27576176,0.00959480,0.89335509
-5.17758879,2.26555491,0.06000266,0.01436370,0.06186452,0.44244902,1.28935619,0.00936252,0.90908886
-5.17158579,2.29041157,0.05563899,0.01463127,0.06184651,0.44648523,1.30295122,0.00912394,0.92515584
-5.16558279,2.31547385,0.05159383,0.01490834,0.06189628,0.45082229,1.31636883,0.00887908,0.94132046
-5.15957979,2.34033123,0.04786730,0.01519218,0.06198888,0.45535309,1.32943515,0.00862932,0.95735529
-5.15357679,2.36460292,0.04445705,0.01548070,0.06210284,0.45997345,1.34198695,0.00837729,0.97304590
-5.14757379,2.38795008,0.04135852,0.01577247,0.06222064,0.46458439,1.35387882,0.00812684,0.98819593
-5.14157079,2.41008791,0.03856526,0.01606689,0.06232909,0.46909448,1.36499044,0.00788286,1.00263210
-5.13556778,2.43079702,0.03606933,0.01636419,0.06241964,0.47342209,1.37523381,0.00765118,1.01620884
-5.12956478,2.44993321,0.03386165,0.01666550,0.06248842,0.47749726,1.38455963,0.00743840,1.02881227
-5.12356178,2.46743472,0.03193244,0.01697282,0.06253620,0.48126316,1.39296264,0.00725170,1.04036324
-5.11755878,2.48332641,0.03027146,0.01728897,0.06256817,0.48467694,1.40048511,0.00709865,1.05081903
-5.11155578,2.49771999,0.02886837,0.01761748,0.06259345,0.48770976,1.40721834,0.00698703,1.06017362
-5.10555278,2.51080987,0.02771284,0.01796241,0.06262456,0.49034615,1.41330147,0.00692461,1.06845623
-5.09954977,2.52286441,0.02679474,0.01832813,0.06267664,0.49258249,1.41891769,0.00691900,1.07572810
-5.09354677,2.53421259,0.02610406,0.01871911,0.06276659,0.49442492,1.42428743,0.00697737,1.08207760
-5.08754377,2.54522635,0.02563089,0.01913955,0.06291209,0.49588654,1.42965891,0.00710631,1.08761365
-5.08154077,2.55629920,0.02536527,0.01959313,0.06313060,0.49698430,1.43529599,0.00731160,1.09245787
-5.07553777,2.56782208,0.02529696,0.02008268,0.06343838,0.49773570,1.44146410,0.00759805,1.09673575
-5.06953477,2.58015749,0.02541519,0.02060988,0.06384946,0.49815556,1.44841454,0.00796926,1.10056722
-5.06353177,2.59361330,0.02570843,0.02117500,0.06437485,0.49825311,1.45636806,0.00842749,1.10405727
-5.05752876,2.60841758,0.02616416,0.02177665,0.06502179,0.49802969,1.46549858,0.00897344,1.10728708
-5.05152576,2.62469603,0.02676863,0.02241168,0.06579322,0.49747722,1.47591780,0.00960620,1.11030619
-5.04552276,2.64245331,0.02750677,0.02307503,0.06668750,0.49657761,1.48766178,0.01032302,1.11312628
-5.03951976,2.66155964,0.02836218,0.02375981,0.06769829,0.49530334,1.50068023,0.01111932,1.11571701
-5.03351676,2.68174375,0.02931714,0.02445729,0.06881479,0.49361914,1.51482931,0.01198860,1.11800422
-5.02751376,2.70259276,0.03035290,0.02515713,0.07002220,0.49148481,1.52986854,0.01292247,1.11987081
-5.02151076,2.72355970,0.03144994,0.02584763,0.07130236,0.48885912,1.54546218,0.01391071,1.12116031
-5.01550775,2.74397854,0.03258848,0.02651598,0.07263475,0.48570460,1.56118542,0.01494138,1.12168314
-5.00950475,2.76308635,0.03374909,0.02714874,0.07399759,0.48199311,1.57653509,0.01600104,1.12122545
-5.00350175,2.78005206,0.03491334,0.02773216,0.07536915,0.47771177,1.59094484,0.01707499,1.11955996
-4.99749875,2.79401052,0.03606467,0.02825268,0.07672915,0.47286921,1.60380412,0.01814757,1.11645863
-4.99149575,2.80410064,0.03718921,0.02869738,0.07806024,0.46750160,1.61448024,0.01920255,1.11170640
-4.98549275,2.80950586,0.03827669,0.02905443,0.07934951,0.46167833,1.62234258,0.02022360,1.10511545
-4.97948974,2.80949519,0.03932133,0.02931348,0.08058986,0.45550692,1.62678799,0.02119466,1.09653919
-4.97348674,2.80346293,0.04032273,0.02946606,0.08178139,0.44913692,1.62726610,0.02210051,1.08588548
-4.96748374,2.79096517,0.04128658,0.02950591,0.08293246,0.44276257,1.62330345,0.02292721,1.07312812
-4.96148074,2.77175125,0.04222529,0.02942918,0.08406060,0.43662392,1.61452538,0.02366262,1.05831630
-4.95547774,2.74578853,0.04315849,0.02923465,0.08519312,0.43100617,1.60067454,0.02429676,1.04158113
-4.94947474,2.71327911,0.04411316,0.02892380,0.08636730,0.42623729,1.58162512,0.02482228,1.02313908
-4.94347174,2.67466743,0.04512368,0.02850077,0.08763026,0.42268351,1.55739220,0.02523470,1.00329187
-4.93746873,2.63063791,0.04623141,0.02797232,0.08903829,0.42074284,1.52813564,0.02553261,0.98242257
-4.93146573,2.58210249,0.04748408,0.02734760,0.09065577,0.42083661,1.49415823,0.02571784,0.96098806
-4.92546273,2.53017796,0.04893472,0.02663792,0.09255360,0.42339893,1.45589823,0.02579534,0.93950772
-4.91945973,2.47615387,0.05064036,0.02585641,0.09480713,0.42886441,1.41391642,0.02577311,0.91854885
-4.91345673,2.42145163,0.05266033,0.02501761,0.09749366,0.43765428,1.36887824,0.02566187,0.89870906
-4.90745373,2.36757648,0.05505421,0.02413704,0.10068950,0.45016111,1.32153174,0.02547473,0.88059627
-4.90145073,2.31606382,0.05787963,0.02323075,0.10446677,0.46673273,1.27268222,0.02522663,0.86480692
-4.89544772,2.26842200,0.06118974,0.02231479,0.10888989,0.48765569,1.22316459,0.02493381,0.85190332
-4.88944472,2.22607367,0.06503062,0.02140473,0.11401205,0.51313883,1.17381464,0.02461316,0.84239080
-4.88344172,2.19029829,0.06943865,0.02051522,0.11987162,0.54329770,1.12544043,0.02428150,0.83669567
-4.87743872,2.16217803,0.07443790,0.01965952,0.12648889,0.57814048,1.07879487,0.02395496,0.83514501
-4.87143572,2.14254949,0.08003776,0.01884909,0.13386303,0.61755611,1.03455077,0.02364824,0.83794901
-4.86543272,2.13196356,0.08623082,0.01809335,0.14196974,0.66130539,0.99327931,0.02337407,0.84518684
-4.85942971,2.13065536,0.09299126,0.01739935,0.15075949,0.70901580,0.95543270,0.02314265,0.85679687
-4.85342671,2.13852583,0.10027367,0.01677165,0.16015670,0.76018058,0.92133197,0.02296120,0.87257163
-4.84742371,2.15513623,0.10801264,0.01621227,0.17005983,0.81416249,0.89116003,0.02283376,0.89215832
-4.84142071,2.17971615,0.11612296,0.01572069,0.18034257,0.87020278,0.86496049,0.02276094,0.91506470
-4.83541771,2.21118521,0.12450069,0.01529396,0.19085612,0.92743521,0.84264209,0.02273998,0.94067079
-4.82941471,2.24818776,0.13302498,0.01492695,0.20143254,0.98490511,0.82398844,0.02276491,0.96824577
-4.82341171,2.28913955,0.14156073,0.01461264,0.21188908,1.04159309,0.80867268,0.02282681,0.99696985
-4.81740870,2.33228467,0.14996189,0.01434241,0.22203344,1.09644262,0.79627629,0.02291425,1.02596026
-4.81140570,2.37576039,0.15807554,0.01410653,0.23166969,1.14839066,0.78631113,0.02301386,1.05430041
-4.80540270,2.41766729,0.16574632,0.01389454,0.24060462,1.19640021,0.77824375,0.02311090,1.08107111
-4.79939970,2.45614173,0.17282134,0.01369574,0.24865437,1.23949337,0.77152087,0.02318998,1.10538250
-4.79339670,2.48942740,0.17915513,0.01349963,0.25565086,1.27678362,0.76559484,0.02323573,1.12640543
-4.78739370,2.51594289,0.18461460,0.01329633,0.26144792,1.30750584,0.75994800,0.02323353,1.14340083
-4.78139070,2.53434217,0.18908367,0.01307697,0.26592667,1.33104262,0.75411491,0.02317009,1.15574579
-4.77538769,2.54356538,0.19246746,0.01283404,0.26899997,1.34694573,0.74770149,0.02303411,1.16295530
-4.76938469,2.54287761,0.19469576,0.01256162,0.27061572,1.35495148,0.74040034,0.02281669,1.16469844
-4.76338169,2.53189411,0.19572568,0.01225558,0.27075874,1.35498952,0.73200172,0.02251175,1.16080857
-4.75737869,2.51059077,0.19554332,0.01191369,0.26945133,1.34718423,0.72239982,0.02211621,1.15128692
-4.75137569,2.47929994,0.19416439,0.01153564,0.26675227,1.33184895,0.71159415,0.02163017,1.13629960
-4.74537269,2.43869171,0.19163377,0.01112296,0.26275441,1.30947315,0.69968635,0.02105678,1.11616823
-4.73936968,2.38974206,0.18802396,0.01067891,0.25758100,1.28070315,0.68687262,0.02040217,1.09135469
-4.73336668,2.33368971,0.18343267,0.01020828,0.25138090,1.24631748,0.67343235,0.01967512,1.06244098
-4.72736368,2.27198378,0.17797942,0.00971712,0.24432292,1.20719794,0.65971365,0.01888670,1.03010503
-4.72136068,2.20622524,0.17180157,0.00921248,0.23658959,1.16429792,0.64611653,0.01804985,0.99509392
-4.71535768,2.13810480,0.16504978,0.00870211,0.22837068,1.11860934,0.63307468,0.01717884,0.95819566
-4.70935468,2.06934041,0.15788324,0.00819408,0.21985672,1.07112993,0.62103664,0.01628881,0.92021102
-4.70335168,2.00161700,0.15046479,0.00769653,0.21123294,1.02283209,0.61044717,0.01539521,0.88192651
-4.69734867,1.93653120,0.14295621,0.00721736,0.20267378,0.97463491,0.60172976,0.01451330,0.84408988
-4.69134567,1.87554303,0.13551382,0.00676393,0.19433827,0.92738025,0.59527067,0.01365775,0.80738890
-4.68534267,1.81993630,0.12828459,0.00634284,0.18636639,0.88181375,0.59140531,0.01284220,0.77243433
-4.67933967,1.77078872,0.12140285,0.00595976,0.17887659,0.83857133,0.59040705,0.01207895,0.73974735
-4.67333667,1.72895227,0.11498768,0.00561924,0.17196440,0.79817132,0.59247888,0.01137872,0.70975182
-4.66733367,1.69504365,0.10914111,0.00532466,0.16570221,0.76101206,0.59774785,0.01075050,0.68277111
-4.66133067,1.66944428,0.10394701,0.00507813,0.16014004,0.72737461,0.60626228,0.01020142,0.65902931
-4.65532766,1.65230861,0.09947065,0.00488052,0.15530712,0.69742980,0.61799151,0.00973674,0.63865617
-4.64932466,1.64357957,0.09575896,0.00473145,0.15121428,0.67124885,0.63282795,0.00935990,0.62169508
-4.64332166,1.64300926,0.09284128,0.00462940,0.14785667,0.64881652,0.65059101,0.00907261,0.60811336
-4.63731866,1.65018333,0.09073050,0.00457177,0.14521675,0.63004569,0.67103268,0.00887494,0.59781385
-4.63131566,1.66454724,0.08942458,0.00455501,0.14326737,0.61479245,0.69384425,0.00876549,0.59064710
-4.62531266,1.68543280,0.08890814,0.00457477,0.14197452,0.60287066,0.71866395,0.00874155,0.58642322
-4.61930965,1.71208377,0.08915420,0.00462604,0.14129982,0.59406514,0.74508518,0.00879924,0.58492291
-4.61330665,1.74367924,0.09012579,0.00470329,0.14120249,0.58814298,0.77266508,0.00893367,0.58590693
-4.60730365,1.77935425,0.09177755,0.00480067,0.14164070,0.58486239,0.80093324,0.00913910,0.58912388
-4.60130065,1.81821724,0.09405710,0.00491216,0.14257238,0.58397894,0.82940054,0.00940905,0.59431590
-4.59529765,1.85936421,0.09690622,0.00503170,0.14395536,0.58524926,0.85756793,0.00973638,0.60122250
-4.58929465,1.90188995,0.10026193,0.00515337,0.14574709,0.58843229,0.88493519,0.01011342,0.60958249
-4.58329165,1.94489680,0.10405723,0.00527151,0.14790384,0.59328856,0.91100960,0.01053203,0.61913456
-4.57728864,1.98750173,0.10822190,0.00538085,0.15037974,0.59957798,0.93531462,0.01098369,0.62961665
-4.57128564,2.02884230,0.11268307,0.00547663,0.15312559,0.60705671,0.95739843,0.01145955,0.64076479
-4.56528264,2.06808249,0.11736587,0.00555468,0.15608779,0.61547389,0.97684238,0.01195048,0.65231183
-4.55927964,2.10441910,0.12219401,0.00561150,0.15920746,0.62456861,0.99326917,0.01244724,0.66398656
-4.55327664,2.13708901,0.12709053,0.00564432,0.16241991,0.63406794,1.00635083,0.01294046,0.67551358
-4.54727364,2.16537812,0.13197864,0.00565113,0.16565451,0.64368625,1.01581603,0.01342088,0.68661430
-4.54127064,2.18863169,0.13678268,0.00563072,0.16883519,0.65312633,1.02145681,0.01387939,0.69700928
-4.53526763,2.20626620,0.14142927,0.00558264,0.17188137,0.66208228,1.02313432,0.01430723,0.70642201
-4.52926463,2.21778237,0.14584857,0.00550723,0.17470954,0.67024439,1.02078340,0.01469617,0.71458391
-4.52326163,2.22277862,0.14997563,0.00540554,0.17723529,0.67730559,1.01441571,0.01503865,0.72124063
-4.51725863,2.22096444,0.15375181,0.00527929,0.17937569,0.68296936,1.00412123,0.01532804,0.72615912
-4.51125563,2.21217260,0.15712615,0.00513080,0.18105203,0.68695856,0.99006796,0.01555875,0.72913508
-4.50525263,2.19636946,0.16005661,0.00496293,0.18219260,0.68902473,0.97249957,0.01572645,0.73000056
-4.49924962,2.17366236,0.16251119,0.00477896,0.18273543,0.68895715,0.95173113,0.01582822,0.72863083
-4.49324662,2.14430336,0.16446871,0.00458251,0.18263084,0.68659125,0.92814275,0.01586264,0.72495043
