energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.77788894,4.65391610,1.33558253,3.27846085,0.00063533,0.65890251,0.03884435,0.31111248,0.73736510,0.38225873
-5.77188594,4.75404673,1.35650212,3.32812801,0.00066848,0.68257587,0.04026985,0.31972371,0.76930421,0.39428462
-5.76588294,4.85426085,1.37877226,3.37852697,0.00070442,0.70575985,0.04165365,0.32808076,0.80163641,0.40586815
-5.75987994,4.95376893,1.40241892,3.42943239,0.00074269,0.72818664,0.04297820,0.33608392,0.83410997,0.41687296
-5.75387694,5.05180416,1.42745878,3.48061167,0.00078279,0.74960225,0.04422620,0.34363836,0.86647171,0.42717436
-5.74787394,5.14761511,1.45389315,3.53181280,0.00082418,0.76976859,0.04538083,0.35065563,0.89846737,0.43666006
-5.74187094,5.24045901,1.48170152,3.58275283,0.00086627,0.78846572,0.04642601,0.35705525,0.92984238,0.44523082
-5.73586793,5.32959658,1.51083499,3.63310796,0.00090843,0.80549412,0.04734665,0.36276642,0.96034334,0.45280110
-5.72986493,5.41428910,1.54121009,3.68250598,0.00095002,0.82067698,0.04812901,0.36772969,0.98972002,0.45929976
-5.72386193,5.49379847,1.57270341,3.73052210,0.00099035,0.83386254,0.04876100,0.37189858,1.01772804,0.46467064
-5.71785893,5.56739077,1.60514739,3.77667861,0.00102874,0.84492629,0.04923251,0.37524112,1.04413218,0.46887314
-5.71185593,5.63434331,1.63832775,3.82044877,0.00106453,0.85377290,0.04953574,0.37774110,1.06871006,0.47188269
-5.70585293,5.69395538,1.67198274,3.86126507,0.00109705,0.86033794,0.04966548,0.37939914,1.09125631,0.47369112
-5.69984992,5.74556219,1.70580462,3.89853164,0.00112570,0.86458911,0.04961930,0.38023333,1.11158686,0.47430680
-5.69384692,5.78855158,1.73944320,3.93164042,0.00114995,0.86652708,0.04939777,0.38027952,1.12954327,0.47375464
-5.68784392,5.82238273,1.77251176,3.95999037,0.00116933,0.86618571,0.04900447,0.37959129,1.14499696,0.47207577
-5.68184092,5.84660592,1.80459488,3.98300867,0.00118346,0.86363176,0.04844603,0.37823933,1.15785314,0.46932705
-5.67583792,5.86088233,1.83525823,4.00017305,0.00119207,0.85896407,0.04773204,0.37631054,1.16805436,0.46558031
-5.66983492,5.86500290,1.86405971,4.01103381,0.00119501,0.85231214,0.04687479,0.37390671,1.17558342,0.46092127
-5.66383192,5.85890505,1.89056167,4.01523452,0.00119224,0.84383438,0.04588906,0.37114276,1.18046578,0.45544840
-5.65782891,5.84268649,1.91434362,4.01253016,0.00118384,0.83371586,0.04479172,0.36814481,1.18277124,0.44927150
-5.65182591,5.81661515,1.93501503,4.00280164,0.00117001,0.82216591,0.04360131,0.36504783,1.18261496,0.44251018
-5.64582291,5.78113463,1.95222745,3.98606595,0.00115104,0.80941552,0.04233761,0.36199328,1.18015780,0.43529241
-5.63981991,5.73686485,1.96568582,3.96248125,0.00112736,0.79571472,0.04102109,0.35912644,1.17560598,0.42775288
-5.63381691,5.68459759,1.97515822,3.93234671,0.00109944,0.78133001,0.03967249,0.35659375,1.16921020,0.42003162
-5.62781391,5.62528704,1.98048387,3.89609690,0.00106785,0.76654195,0.03831225,0.35454016,1.16126411,0.41227260
-5.62181091,5.56003574,1.98157919,3.85429120,0.00103322,0.75164295,0.03696015,0.35310640,1.15210230,0.40462250
-5.61580790,5.49007624,1.97844152,3.80759854,0.00099619,0.73693524,0.03563487,0.35242641,1.14209770,0.39722970
-5.60980490,5.41674926,1.97115074,3.75677848,0.00095745,0.72272909,0.03435367,0.35262486,1.13165857,0.39024334
-5.60380190,5.34147907,1.95986859,3.70265926,0.00091765,0.70934109,0.03313212,0.35381479,1.12122483,0.38381253
-5.59779890,5.26574693,1.94483589,3.64611413,0.00087748,0.69709257,0.03198396,0.35609545,1.11126395,0.37808570
-5.59179590,5.19106338,1.92636779,3.58803693,0.00083755,0.68630786,0.03092092,0.35955033,1.10226610,0.37320987
-5.58579290,5.11894024,1.90484734,3.52931792,0.00079846,0.67731241,0.02995278,0.36424549,1.09473863,0.36932994
-5.57978989,5.05086291,1.88071747,3.47082088,0.00076075,0.67043046,0.02908732,0.37022808,1.08919977,0.36658783
-5.57378689,4.98826367,1.85447164,3.41336243,0.00072492,0.66598225,0.02833043,0.37752521,1.08617147,0.36512140
-5.56778389,4.93249625,1.82664352,3.35769397,0.00069139,0.66428050,0.02768626,0.38614312,1.08617123,0.36506302
-5.56178089,4.88481213,1.79779570,3.30448689,0.00066051,0.66562617,0.02715732,0.39606671,1.08970310,0.36653785
-5.55577789,4.84633863,1.76850776,3.25432127,0.00063260,0.67030331,0.02674466,0.40725946,1.09724759,0.36966168
-5.54977489,4.81805889,1.73936389,3.20767796,0.00060789,0.67857301,0.02644803,0.41966367,1.10925085,0.37453826
-5.54377189,4.80079373,1.71094007,3.16493413,0.00058657,0.69066659,0.02626601,0.43320115,1.12611294,0.38125639
-5.53776888,4.79518531,1.68379124,3.12636175,0.00056875,0.70677801,0.02619612,0.44777425,1.14817574,0.38988645
-5.53176588,4.80168269,1.65843836,3.09212879,0.00055454,0.72705571,0.02623493,0.46326731,1.17571047,0.40047678
-5.52576288,4.82052925,1.63535589,3.06230263,0.00054395,0.75159427,0.02637811,0.47954837,1.20890547,0.41304985
-5.51975988,4.85175210,1.61495957,3.03685515,0.00053699,0.78042599,0.02662044,0.49647132,1.24785449,0.42759851
-5.51375688,4.89515392,1.59759517,3.01566919,0.00053361,0.81351306,0.02695582,0.51387815,1.29254610,0.44408238
-5.50775388,4.95030734,1.58352822,2.99854581,0.00053377,0.85074048,0.02737726,0.53160160,1.34285468,0.46242470
-5.50175088,5.01655274,1.57293524,2.98521232,0.00053735,0.89191038,0.02787683,0.54946784,1.39853370,0.48250985
-5.49574787,5.09299968,1.56589672,2.97533066,0.00054425,0.93673807,0.02844563,0.56729934,1.45921168,0.50418171
-5.48974487,5.17853300,1.56239237,2.96850608,0.00055432,0.98485034,0.02907378,0.58491776,1.52439136,0.52724311
-5.48374187,5.27182394,1.56229881,2.96429624,0.00056742,1.03578624,0.02975040,0.60214681,1.59345261,0.55145657
-5.47773887,5.37134691,1.56539011,2.96222067,0.00058336,1.08900079,0.03046367,0.61881510,1.66565923,0.57654644
-5.47173587,5.47540240,1.57134134,2.96177065,0.00060197,1.14387163,0.03120087,0.63475889,1.74016989,0.60220242
-5.46573287,5.58214608,1.57973528,2.96241971,0.00062304,1.19970876,0.03194853,0.64982460,1.81605310,0.62808470
-5.45972986,5.68962397,1.59007230,2.96363478,0.00064635,1.25576720,0.03269257,0.66387118,1.89230607,0.65383041
-5.45372686,5.79581333,1.60178328,2.96488787,0.00067169,1.31126231,0.03341854,0.67677229,1.96787700,0.67906137
-5.44772386,5.89866828,1.61424527,2.96566843,0.00069881,1.36538748,0.03411187,0.68841807,2.04169021,0.70339295
-5.44172086,5.99616923,1.62679953,2.96549598,0.00072750,1.41733343,0.03475814,0.69871675,2.11267324,0.72644361
-5.43571786,6.08637431,1.63877132,2.96393282,0.00075750,1.46630863,0.03534346,0.70759579,2.17978514,0.74784501
-5.42971486,6.16747133,1.64949093,2.96059646,0.00078857,1.51156008,0.03585477,0.71500273,2.24204472,0.76725203
-5.42371186,6.23782812,1.65831502,2.95517122,0.00082047,1.55239354,0.03628019,0.72090558,2.29855784,0.78435256
-5.41770885,6.29603932,1.66464760,2.94741864,0.00085297,1.58819244,0.03660934,0.72529287,2.34854243,0.79887649
-5.41170585,6.34096750,1.66795976,2.93718592,0.00088584,1.61843477,0.03683363,0.72817318,2.39135042,0.81060354
-5.40570285,6.37177687,1.66780741,2.92441220,0.00091887,1.64270710,0.03694652,0.72957426,2.42648546,0.81936962
-5.39969985,6.38795781,1.66384626,2.90913195,0.00095185,1.66071522,0.03694370,0.72954176,2.45361576,0.82507147
-5.39369685,6.38934106,1.65584341,2.89147538,0.00098459,1.67229093,0.03682323,0.72813752,2.47258145,0.82766924
-5.38769385,6.37610083,1.64368511,2.87166544,0.00101694,1.67739471,0.03658556,0.72543746,2.48339622,0.82718705
-5.38169085,6.34874633,1.62738033,2.85001162,0.00104873,1.67611415,0.03623352,0.72152929,2.48624315,0.82371138
-5.37568784,6.30810223,1.60706007,2.82690044,0.00107984,1.66865833,0.03577220,0.71650980,2.48146484,0.81738746
-5.36968484,6.25527858,1.58297242,2.80278306,0.00111019,1.65534830,0.03520880,0.71048220,2.46954864,0.80841378
-5.36368184,6.19163166,1.55547363,2.77816048,0.00113970,1.63660437,0.03455231,0.70355325,2.45110727,0.79703495
-5.35767884,6.11871729,1.52501563,2.75356680,0.00116835,1.61293056,0.03381328,0.69583060,2.42685611,0.78353338
-5.35167584,6.03823883,1.49213058,2.72955143,0.00119615,1.58489709,0.03300340,0.68742016,2.39758791,0.76821987
-5.34567284,5.95199195,1.45741316,2.70666077,0.00122314,1.55312166,0.03213517,0.67842384,2.36414620,0.75142384
-5.33966983,5.86180866,1.42150135,2.68542044,0.00124944,1.51825035,0.03122149,0.66893760,2.32739856,0.73348339
-5.33366683,5.76950289,1.38505656,2.66631858,0.00127519,1.48093890,0.03027527,0.65904998,2.28821068,0.71473569
-5.32766383,5.67681985,1.34874383,2.64979105,0.00130062,1.44183509,0.02930907,0.64884107,2.24742246,0.69550799
-5.32166083,5.58539110,1.31321307,2.63620918,0.00132600,1.40156295,0.02833474,0.63838202,2.20582687,0.67610971
-5.31565783,5.49669686,1.27908184,2.62587047,0.00135169,1.36070920,0.02736318,0.62773507,2.16415231,0.65682571
-5.30965483,5.41203687,1.24692030,2.61899255,0.00137811,1.31981235,0.02640406,0.61695403,2.12304903,0.63791099
-5.30365183,5.33251036,1.21723884,2.61571072,0.00140573,1.27935470,0.02546571,0.60608524,2.08307985,0.61958698
-5.29764882,5.25900535,1.19047863,2.61607872,0.00143512,1.23975726,0.02455493,0.59516879,2.04471516,0.60203931
-5.29164582,5.19219714,1.16700514,2.62007289,0.00146689,1.20137749,0.02367704,0.58424008,2.00833228,0.58541717
-5.28564282,5.13255508,1.14710477,2.62759902,0.00150169,1.16450971,0.02283587,0.57333143,1.97421855,0.56983399
-5.27963982,5.08035661,1.13098418,2.63850150,0.00154023,1.12938782,0.02203383,0.56247377,1.94257793,0.55536936
-5.27363682,5.03570709,1.11877227,2.65257413,0.00158321,1.09618980,0.02127205,0.55169816,1.91354017,0.54207198
-5.26763382,4.99856375,1.11052411,2.66957180,0.00163135,1.06504378,0.02055055,0.54103716,1.88717212,0.52996326
-5.26163082,4.96876187,1.10622655,2.68922218,0.00168533,1.03603483,0.01986846,0.53052583,1.86349003,0.51904146
-5.25562781,4.94604136,1.10580491,2.71123677,0.00174580,1.00921225,0.01922416,0.52020238,1.84247243,0.50928604
-5.24962481,4.93007201,1.10913013,2.73532042,0.00181329,0.98459669,0.01861558,0.51010833,1.82407229,0.50066185
-5.24362181,4.92047558,1.11602599,2.76117878,0.00188827,0.96218679,0.01804032,0.50028820,1.80822826,0.49312312
-5.23761881,4.91684364,1.12627588,2.78852302,0.00197106,0.94196481,0.01749590,0.49078876,1.79487384,0.48661690
-5.23161581,4.91874983,1.13962877,2.81707155,0.00206182,0.92390119,0.01697987,0.48165778,1.78394433,0.48108588
-5.22561281,4.92575624,1.15580413,2.84654865,0.00216055,0.90795760,0.01648996,0.47294236,1.77538100,0.47647042
-5.21960980,4.93741344,1.17449566,2.87667997,0.00226705,0.89408866,0.01602417,0.46468699,1.76913236,0.47270981
-5.21360680,4.95325476,1.19537378,2.90718532,0.00238091,0.88224209,0.01558079,0.45693132,1.76515240,0.46974273
-5.20760380,4.97278531,1.21808707,2.93776931,0.00250154,0.87235764,0.01515843,0.44970785,1.76339621,0.46750693
-5.20160080,4.99546711,1.24226284,2.96811054,0.00262810,0.86436485,0.01475598,0.44303958,1.76381310,0.46593838
-5.19559780,5.02070180,1.26750712,2.99785036,0.00275960,0.85817999,0.01437259,0.43693787,1.76633787,0.46496987
-5.18959480,5.04781270,1.29340452,3.02658214,0.00289480,0.85370259,0.01400755,0.43140046,1.77088087,0.46452939
-5.18359180,5.07602815,1.31951834,3.05384227,0.00303232,0.85081184,0.01366021,0.42640995,1.77731766,0.46453836
-5.17758879,5.10446810,1.34539133,3.07910382,0.00317063,0.84936328,0.01332988,0.42193274,1.78547905,0.46491008
-5.17158579,5.13213582,1.37054753,3.10177389,0.00330804,0.84918628,0.01301573,0.41791854,1.79514235,0.46554843
-5.16558279,5.15791612,1.39449550,3.12119539,0.00344278,0.85008253,0.01271672,0.41430055,1.80602475,0.46634720
-5.15957979,5.18058148,1.41673310,3.13665377,0.00357301,0.85182582,0.01243151,0.41099630,1.81777941,0.46718995
-5.15357679,5.19880659,1.43675405,3.14738892,0.00369683,0.85416346,0.01215839,0.40790913,1.82999488,0.46795075
-5.14757379,5.21119161,1.45405606,3.15261205,0.00381238,0.85681927,0.01189533,0.40493044,1.84219821,0.46849568
-5.14157079,5.21629349,1.46815052,3.15152713,0.00391779,0.85949828,0.01163993,0.40194242,1.85386192,0.46868518
-5.13556778,5.21266459,1.47857341,3.14335610,0.00401128,0.86189288,0.01138948,0.39882132,1.86441474,0.46837710
-5.12956478,5.19889676,1.48489693,3.12736664,0.00409118,0.86369035,0.01114105,0.39544115,1.87325584,0.46743040
-5.12356178,5.17366903,1.48674144,3.10290122,0.00415594,0.86458135,0.01089156,0.39167757,1.87977195,0.46570932
-5.11755878,5.13579658,1.48378716,3.06940596,0.00420421,0.86426904,0.01063792,0.38741191,1.88335672,0.46308773
-5.11155578,5.08427835,1.47578489,3.02645766,0.00423482,0.86247841,0.01037715,0.38253509,1.88343147,0.45945360
-5.10555278,5.01834101,1.46256542,2.97378761,0.00424685,0.85896532,0.01010648,0.37695134,1.87946628,0.45471315
-5.09954977,4.93747663,1.44404684,2.91130072,0.00423963,0.85352488,0.00982356,0.37058155,1.87100054,0.44879467
-5.09354677,4.84147233,1.42023962,2.83908879,0.00421278,0.84599879,0.00952649,0.36336604,1.85766205,0.44165162
-5.08754377,4.73043007,1.39124888,2.75743731,0.00416622,0.83628120,0.00921397,0.35526675,1.83918372,0.43326497
-5.08154077,4.60477562,1.35727383,2.66682504,0.00410015,0.82432307,0.00888541,0.34626872,1.81541722,0.42364458
-5.07553777,4.46525625,1.31860441,2.56791647,0.00401512,0.81013463,0.00854090,0.33638082,1.78634316,0.41282964
-5.06953477,4.31292742,1.27561507,2.46154746,0.00391194,0.79378618,0.00818130,0.32563563,1.75207730,0.40088815
-5.06353177,4.14912899,1.22875612,2.34870462,0.00379174,0.77540705,0.00780824,0.31408870,1.71287294,0.38791535
-5.05752876,3.97545249,1.17854299,2.23049955,0.00365592,0.75518311,0.00742402,0.30181699,1.66911931,0.37403146
-5.05152576,3.79370110,1.12554381,2.10813908,0.00350611,0.73335282,0.00703161,0.28891679,1.62133646,0.35937863
-5.04552276,3.60584420,1.07036590,1.98289293,0.00334414,0.71020228,0.00663456,0.27550111,1.57016695,0.34411735
-5.03951976,3.41396886,1.01364178,1.85606030,0.00317205,0.68605943,0.00623688,0.26169661,1.51636480,0.32842261
-5.03351676,3.22023024,0.95601511,1.72893681,0.00299194,0.66128779,0.00584292,0.24764042,1.46078225,0.31247978
-5.02751376,3.02680299,0.89812715,1.60278310,0.00280604,0.63627980,0.00545731,0.23347670,1.40435485,0.29648053
-5.02151076,2.83583536,0.84060419,1.47879642,0.00261656,0.61145017,0.00508476,0.21935324,1.34808525,0.28061893
-5.01550775,2.64940748,0.78404623,1.35808605,0.00242570,0.58722916,0.00473003,0.20541819,1.29302610,0.26508774
-5.00950475,2.46949465,0.72901723,1.24165322,0.00223558,0.56405596,0.00439776,0.19181696,1.24026218,0.25007506
-5.00350175,2.29793641,0.67603700,1.13037613,0.00204819,0.54237207,0.00409241,0.17868934,1.19089206,0.23576134
-4.99749875,2.13641139,0.62557475,1.02499999,0.00186538,0.52261466,0.00381814,0.16616701,1.14600914,0.22231676
-4.99149575,1.98641774,0.57804438,0.92613212,0.00168879,0.50520975,0.00357879,0.15437133,1.10668205,0.20989894
-4.98549275,1.84925870,0.53380114,0.83424174,0.00151984,0.49056507,0.00337775,0.14341150,1.07393439,0.19865092
-4.97948974,1.72603258,0.49313977,0.74966386,0.00135973,0.47906257,0.00321800,0.13338302,1.04872368,0.18869936
-4.97348674,1.61762631,0.45629363,0.67260680,0.00120939,0.47105032,0.00310197,0.12436654,1.03191956,0.18015290
-4.96748374,1.52471177,0.42343477,0.60316246,0.00106955,0.46683400,0.00303158,0.11642691,1.02428121,0.17310062
-4.96148074,1.44774432,0.39467473,0.54131872,0.00094065,0.46666785,0.00300820,0.10961254,1.02643454,0.16761056
-4.95547774,1.38696279,0.37006579,0.48697325,0.00082295,0.47074541,0.00303260,0.10395507,1.03884928,0.16372826
-4.94947474,1.34239085,0.34960268,0.43994810,0.00071646,0.47919023,0.00310498,0.09946913,1.06181690,0.16147541
-4.94347174,1.31383957,0.33322463,0.40000450,0.00062105,0.49204694,0.00322494,0.09615241,1.09543001,0.16084862
-4.93746873,1.30091145,0.32081771,0.36685740,0.00053640,0.50927319,0.00339148,0.09398596,1.13956443,0.16181834
-4.93146573,1.30300627,0.31221761,0.34018943,0.00046207,0.53073289,0.00360304,0.09293467,1.19386493,0.16432818
-4.92546273,1.31932944,0.30721280,0.31966407,0.00039754,0.55619147,0.00385747,0.09294805,1.25773582,0.16829459
-4.91945973,1.34890333,0.30554828,0.30493778,0.00034218,0.58531349,0.00415209,0.09396122,1.33033769,0.17360713
-4.91345673,1.39058245,0.30693001,0.29567098,0.00029534,0.61766330,0.00448375,0.09589630,1.41059113,0.18012942
-4.90745373,1.44307279,0.31103009,0.29153794,0.00025635,0.65270896,0.00484886,0.09866395,1.49718837,0.18770086
-4.90145073,1.50495579,0.31749272,0.29223535,0.00022455,0.68982984,0.00524351,0.10216536,1.58861328,0.19613917
-4.89544772,1.57471693,0.32594109,0.29748971,0.00019928,0.72832791,0.00566350,0.10629444,1.68316983,0.20524385
-4.88944472,1.65077869,0.33598499,0.30706332,0.00017993,0.76744259,0.00610452,0.11094030,1.77901882,0.21480041
-4.88344172,1.73153720,0.34722912,0.32075883,0.00016596,0.80636892,0.00656221,0.11598990,1.87422189,0.22458544
-4.87743872,1.81540148,0.35928186,0.33842229,0.00015687,0.84427847,0.00703230,0.12133088,1.96679174,0.23437216
-4.87143572,1.90083407,0.37176428,0.35994445,0.00015224,0.88034230,0.00751073,0.12685437,2.05474685,0.24393657
-4.86543272,1.98639117,0.38431899,0.38526023,0.00015171,0.91375509,0.00799378,0.13245773,2.13616856,0.25306363
-4.85942971,2.07076066,0.39661864,0.41434614,0.00015501,0.94375946,0.00847815,0.13804712,2.20925833,0.26155349
-4.85342671,2.15279596,0.40837345,0.44721568,0.00016193,0.96966940,0.00896106,0.14353972,2.27239269,0.26922727
-4.84742371,2.23154392,0.41933763,0.48391248,0.00017234,0.99089177,0.00944028,0.14886558,2.32417337,0.27593232
-4.84142071,2.30626522,0.42931421,0.52450134,0.00018614,1.00694483,0.00991419,0.15396881,2.36347039,0.28154645
-4.83541771,2.37644573,0.43815806,0.56905727,0.00020330,1.01747293,0.01038177,0.15880835,2.38945601,0.28598118
-4.82941471,2.44179822,0.44577691,0.61765279,0.00022384,1.02225671,0.01084252,0.16335789,2.40162787,0.28918362
-4.82341171,2.50225394,0.45213023,0.67034391,0.00024778,1.02121820,0.01129642,0.16760529,2.39982035,0.29113695
-4.81740870,2.55794432,0.45722609,0.72715525,0.00027517,1.01442068,0.01174382,0.17155128,2.38420344,0.29185952
-4.81140570,2.60917368,0.46111595,0.78806511,0.00030608,1.00206332,0.01218527,0.17520756,2.35526934,0.29140254
-4.80540270,2.65638439,0.46388790,0.85299097,0.00034053,0.98447081,0.01262142,0.17859454,2.31380744,0.28984648
-4.79939970,2.70011626,0.46565840,0.92177661,0.00037855,0.96207868,0.01305283,0.18173859,2.26086904,0.28729638
-4.79339670,2.74096256,0.46656324,0.99418126,0.00042012,0.93541491,0.01347982,0.18466928,2.19772355,0.28387642
-4.78739370,2.77952517,0.46674795,1.06987195,0.00046517,0.90507887,0.01390231,0.18741642,2.12580830,0.27972381
-4.78139070,2.81637147,0.46635836,1.14841958,0.00051359,0.87171861,0.01431973,0.19000748,2.04667455,0.27498256
-4.77538769,2.85199546,0.46553181,1.22929932,0.00056518,0.83600744,0.01473092,0.19246511,1.96193214,0.26979725
-4.76938469,2.88678547,0.46438929,1.31189582,0.00061972,0.79862110,0.01513405,0.19480531,1.87319526,0.26430731
-4.76338169,2.92100034,0.46302923,1.39551330,0.00067689,0.76021633,0.01552668,0.19703614,1.78203181,0.25864188
-4.75737869,2.95475526,0.46152295,1.47939047,0.00073632,0.72141173,0.01590575,0.19915705,1.68991823,0.25291562
-4.75137569,2.98801828,0.45991223,1.56271996,0.00079758,0.68277169,0.01626767,0.20115900,1.59820161,0.24722558
-4.74537269,3.02061736,0.45820881,1.64467157,0.00086020,0.64479376,0.01660851,0.20302525,1.50807005,0.24164929
-4.73936968,3.05225737,0.45639610,1.72441843,0.00092369,0.60789984,0.01692411,0.20473279,1.42053211,0.23624398
-4.73336668,3.08254597,0.45443263,1.80116507,0.00098750,0.57243118,0.01721032,0.20625436,1.33640550,0.23104704
-4.72736368,3.11102655,0.45225715,1.87417598,0.00105112,0.53864717,0.01746319,0.20756088,1.25631450,0.22607748
-4.72136068,3.13721593,0.44979495,1.94280347,0.00111404,0.50672746,0.01767918,0.20862414,1.18069572,0.22133833
-4.71535768,3.16064459,0.44696501,2.00651323,0.00117577,0.47677709,0.01785540,0.20941959,1.10981072,0.21681973
-4.70935468,3.18089665,0.44368743,2.06490644,0.00123589,0.44883403,0.01798979,0.20992907,1.04376446,0.21250247
-4.70335168,3.19764717,0.43989083,2.11773710,0.00129404,0.42287850,0.01808125,0.21014328,0.98252792,0.20836172
-4.69734867,3.21069445,0.43551911,2.16492360,0.00134993,0.39884339,0.01812977,0.21006376,0.92596334,0.20437083
-4.69134567,3.21998515,0.43053726,2.20655381,0.00140338,0.37662525,0.01813651,0.20970443,0.87385054,0.20050476
-4.68534267,3.22563094,0.42493590,2.24288318,0.00145428,0.35609519,0.01810376,0.20909238,0.82591288,0.19674311
-4.67933967,3.22791540,0.41873424,2.27432585,0.00150264,0.33710918,0.01803495,0.20826796,0.78184161,0.19307262
-4.67333667,3.22729086,0.41198145,2.30143895,0.00154856,0.31951733,0.01793454,0.20728418,0.74131761,0.18948875
-4.66733367,3.22436530,0.40475614,2.32490061,0.00159222,0.30317196,0.01780783,0.20620528,0.70402966,0.18599672
-4.66133067,3.21987996,0.39716438,2.34548276,0.00163387,0.28793401,0.01766083,0.20510476,0.66968877,0.18261147
-4.65532766,3.21467886,0.38933599,2.36401962,0.00167384,0.27367791,0.01750002,0.20406268,0.63803841,0.17935712
-4.64932466,3.20967186,0.38141966,2.38137338,0.00171248,0.26029487,0.01733209,0.20316266,0.60886057,0.17626547
-4.64332166,3.20579322,0.37357693,2.39839858,0.00175017,0.24769454,0.01716371,0.20248841,0.58197788,0.17337409
