energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.14157079,6.23807657,0.06268717,0.23931030,0.04866415,0.00000000,1.78727893,3.18132811,0.12503481,2.49033874
-5.13556778,6.31186630,0.06214686,0.24273576,0.05023425,0.00000000,1.80204109,3.23149999,0.12451916,2.51409189
-5.12956478,6.39646193,0.06159554,0.24664752,0.05187050,0.00000000,1.81909116,3.28790952,0.12421824,2.54159988
-5.12356178,6.48979791,0.06102166,0.25095082,0.05354940,0.00000000,1.83783274,3.34941213,0.12411465,2.57214251
-5.11755878,6.58948301,0.06041232,0.25553729,0.05524536,0.00000000,1.85758692,3.41470820,0.12418239,2.60485343
-5.11155578,6.69286699,0.05975388,0.26028744,0.05693122,0.00000000,1.87761172,3.48237847,0.12438767,2.63874475
-5.10555278,6.79711751,0.05903272,0.26507341,0.05857882,0.00000000,1.89712386,3.55092462,0.12468997,2.67273641
-5.09954977,6.89930463,0.05823586,0.26976217,0.06015954,0.00000000,1.91532181,3.61881349,0.12504347,2.70568923
-5.09354677,6.99648978,0.05735163,0.27421895,0.06164500,0.00000000,1.93140946,3.68452354,0.12539850,2.73644037
-5.08754377,7.08581602,0.05637017,0.27831069,0.06300766,0.00000000,1.94461951,3.74659180,0.12570330,2.76383992
-5.08154077,7.16459603,0.05528395,0.28190952,0.06422148,0.00000000,1.95423577,3.80365955,0.12590563,2.78678707
-5.07553777,7.23039478,0.05408805,0.28489611,0.06526257,0.00000000,1.95961353,3.85451489,0.12595456,2.80426462
-5.06953477,7.28110371,0.05278046,0.28716269,0.06610970,0.00000000,1.96019757,3.89813086,0.12580204,2.81537046
-5.06353177,7.31500386,0.05136214,0.28861581,0.06674485,0.00000000,1.95553703,3.93369723,0.12540440,2.81934508
-5.05752876,7.33081566,0.04983707,0.28917855,0.06715360,0.00000000,1.94529688,3.96064505,0.12472366,2.81559398
-5.05152576,7.32773393,0.04821211,0.28879235,0.06732552,0.00000000,1.92926579,3.97866287,0.12372862,2.80370449
-5.04552276,7.30544695,0.04649686,0.28741814,0.06725436,0.00000000,1.90736015,3.98770403,0.12239571,2.78345644
-5.03951976,7.26413928,0.04470337,0.28503704,0.06693821,0.00000000,1.87962449,3.98798468,0.12070960,2.75482668
-5.03351676,7.20447861,0.04284584,0.28165044,0.06637954,0.00000000,1.84622830,3.97997277,0.11866348,2.71798735
-5.02751376,7.12758749,0.04094031,0.27727952,0.06558515,0.00000000,1.80745961,3.96436827,0.11625920,2.67329833
-5.02151076,7.03500125,0.03900425,0.27196430,0.06456596,0.00000000,1.76371581,3.94207548,0.11350707,2.62129444
-5.01550775,6.92861413,0.03705627,0.26576221,0.06333683,0.00000000,1.71549198,3.91416848,0.11042547,2.56266793
-5.00950475,6.81061570,0.03511574,0.25874635,0.06191620,0.00000000,1.66336742,3.88185106,0.10704030,2.49824726
-5.00350175,6.68342025,0.03320250,0.25100333,0.06032569,0.00000000,1.60799074,3.84641265,0.10338420,2.42897299
-4.99749875,6.54959171,0.03133656,0.24263101,0.05858971,0.00000000,1.55006421,3.80918196,0.09949568,2.35587178
-4.99149575,6.41176708,0.02953790,0.23373597,0.05673492,0.00000000,1.49032777,3.77148012,0.09541816,2.28002942
-4.98549275,6.27258099,0.02782622,0.22443106,0.05478978,0.00000000,1.42954322,3.73457507,0.09119889,2.20256395
-4.97948974,6.13459419,0.02622084,0.21483282,0.05278398,0.00000000,1.36847906,3.69963913,0.08688785,2.12459961
-4.97348674,6.00022828,0.02474052,0.20505908,0.05074802,0.00000000,1.30789632,3.66771113,0.08253666,2.04724252
-4.96748374,5.87170886,0.02340335,0.19522668,0.04871262,0.00000000,1.24853581,3.63966483,0.07819752,1.97155870
-4.96148074,5.75101889,0.02222674,0.18544938,0.04670834,0.00000000,1.19110681,3.61618459,0.07392211,1.89855493
-4.95547774,5.63986340,0.02122728,0.17583602,0.04476513,0.00000000,1.13627760,3.59774936,0.06976067,1.82916293
-4.94947474,5.53964636,0.02042069,0.16648894,0.04291196,0.00000000,1.08466782,3.58462536,0.06576109,1.76422690
-4.94347174,5.45145999,0.01982176,0.15750272,0.04117649,0.00000000,1.03684257,3.57686770,0.06196812,1.70449475
-4.93746873,5.37608593,0.01944427,0.14896322,0.03958486,0.00000000,0.99330836,3.57433057,0.05842269,1.65061260
-4.93146573,5.31400765,0.01930089,0.14094681,0.03816143,0.00000000,0.95451055,3.57668542,0.05516132,1.60312258
-4.92546273,5.26543245,0.01940299,0.13352004,0.03692863,0.00000000,0.92083227,3.58344588,0.05221575,1.56246343
-4.91945973,5.23032141,0.01976059,0.12673941,0.03590690,0.00000000,0.89259439,3.59399830,0.04961254,1.52897340
-4.91345673,5.20842501,0.02038206,0.12065142,0.03511454,0.00000000,0.87005637,3.60763604,0.04737291,1.50289512
-4.90745373,5.19932217,0.02127398,0.11529278,0.03456773,0.00000000,0.85341761,3.62359581,0.04551265,1.48438149
-4.90145073,5.20246025,0.02244088,0.11069073,0.03428043,0.00000000,0.84281901,3.64109415,0.04404209,1.47350240
-4.89544772,5.21719353,0.02388492,0.10686346,0.03426438,0.00000000,0.83834453,3.65936226,0.04296618,1.47025147
-4.88944472,5.24281828,0.02560570,0.10382054,0.03452900,0.00000000,0.84002241,3.67767739,0.04228471,1.47455229
-4.88344172,5.27860231,0.02759988,0.10156341,0.03508135,0.00000000,0.84782602,3.69538944,0.04199245,1.48626399
-4.87743872,5.32380785,0.02986100,0.10008572,0.03592601,0.00000000,0.86167403,3.71194153,0.04207948,1.50518557
-4.87143572,5.37770681,0.03237916,0.09937380,0.03706489,0.00000000,0.88143023,3.72688399,0.04253142,1.53105900
-4.86543272,5.43958814,0.03514085,0.09940689,0.03849709,0.00000000,0.90690269,3.73988116,0.04332983,1.56357105
-4.85942971,5.50875759,0.03812878,0.10015742,0.04021867,0.00000000,0.93784278,3.75071141,0.04445247,1.60235395
-4.85342671,5.58453077,0.04132183,0.10159123,0.04222242,0.00000000,0.97394402,3.75926073,0.04587372,1.64698508
-4.84742371,5.66622070,0.04469502,0.10366773,0.04449761,0.00000000,1.01484122,3.76551081,0.04756488,1.69698618
-4.84142071,5.75312159,0.04821966,0.10634005,0.04702975,0.00000000,1.06011019,3.76952282,0.04949460,1.75182244
-4.83541771,5.84449080,0.05186355,0.10955532,0.04980041,0.00000000,1.10926837,3.77141821,0.05162923,1.81090193
-4.82941471,5.93953092,0.05559137,0.11325487,0.05278709,0.00000000,1.16177673,3.77135805,0.05393326,1.87357595
-4.82341171,6.03737410,0.05936506,0.11737469,0.05596312,0.00000000,1.21704326,3.76952244,0.05636969,1.93914074
-4.81740870,6.13707034,0.06314450,0.12184586,0.05929770,0.00000000,1.27442827,3.76609127,0.05890054,2.00684093
-4.81140570,6.23758137,0.06688814,0.12659534,0.06275607,0.00000000,1.33325167,3.76122765,0.06148732,2.07587520
-4.80540270,6.33778129,0.07055380,0.13154673,0.06629982,0.00000000,1.39280225,3.75506495,0.06409154,2.14540409
-4.79939970,6.43646463,0.07409957,0.13662134,0.06988726,0.00000000,1.45234904,3.74769813,0.06667527,2.21456038
-4.79339670,6.53236217,0.07748466,0.14173941,0.07347403,0.00000000,1.51115438,3.73917976,0.06920172,2.28246169
-4.78739370,6.62416420,0.08067042,0.14682147,0.07701383,0.00000000,1.56848865,3.72952077,0.07163589,2.34822525
-4.78139070,6.71055049,0.08362118,0.15178986,0.08045924,0.00000000,1.62364608,3.71869574,0.07394513,2.41098451
-4.77538769,6.79022604,0.08630520,0.15657032,0.08376268,0.00000000,1.67596135,3.70665212,0.07609989,2.46990703
-4.76938469,6.86196090,0.08869546,0.16109364,0.08687746,0.00000000,1.72482635,3.69332284,0.07807428,2.52421327
-4.76338169,6.92463258,0.09077035,0.16529734,0.08975890,0.00000000,1.76970654,3.67864130,0.07984671,2.57319551
-4.75737869,6.97726901,0.09251424,0.16912727,0.09236538,0.00000000,1.81015639,3.66255777,0.08140051,2.61623640
-4.75137569,7.01909030,0.09391789,0.17253913,0.09465947,0.00000000,1.84583324,3.64505628,0.08272444,2.65282636
-4.74537269,7.04954719,0.09497862,0.17549979,0.09660896,0.00000000,1.87650901,3.62617086,0.08381313,2.68257917
-4.73936968,7.06835449,0.09570038,0.17798842,0.09818776,0.00000000,1.90207939,3.60600027,0.08466748,2.70524531
-4.73336668,7.07551785,0.09609356,0.17999738,0.09937669,0.00000000,1.92256988,3.58472026,0.08529484,2.72072220
-4.72736368,7.07135234,0.09617456,0.18153276,0.10016407,0.00000000,1.93813855,3.56259271,0.08570921,2.72906115
-4.72136068,7.05649191,0.09596532,0.18261463,0.10054616,0.00000000,1.94907500,3.53997093,0.08593112,2.73047045
-4.71535768,7.03188860,0.09549250,0.18327688,0.10052726,0.00000000,1.95579571,3.51730082,0.08598747,2.72531443
-4.70935468,6.99880128,0.09478670,0.18356665,0.10011975,0.00000000,1.95883538,3.49511752,0.08591117,2.71410819
-4.70335168,6.95877369,0.09388145,0.18354346,0.09934367,0.00000000,1.95883468,3.47403751,0.08574060,2.69750815
-4.69734867,6.91360206,0.09281220,0.18327784,0.09822626,0.00000000,1.95652433,3.45474635,0.08551889,2.67629839
-4.69134567,6.86529284,0.09161528,0.18284958,0.09680117,0.00000000,1.95270599,3.43798218,0.08529306,2.65137297
-4.68534267,6.81601175,0.09032685,0.18234572,0.09510748,0.00000000,1.94823035,3.42451559,0.08511297,2.62371465
-4.67933967,6.76802529,0.08898194,0.18185808,0.09318858,0.00000000,1.94397282,3.41512650,0.08503020,2.59437054
-4.67333667,6.72363651,0.08761358,0.18148058,0.09109092,0.00000000,1.94080766,3.41057870,0.08509673,2.56442508
-4.66733367,6.68511695,0.08625203,0.18130638,0.08886265,0.00000000,1.93958100,3.41159314,0.08536359,2.53497127
-4.66133067,6.65463684,0.08492419,0.18142476,0.08655223,0.00000000,1.94108369,3.41882084,0.08587949,2.50708074
-4.65532766,6.63419610,0.08365318,0.18191810,0.08420708,0.00000000,1.94602473,3.43281654,0.08668931,2.48177373
-4.64932466,6.62555830,0.08245806,0.18285878,0.08187228,0.00000000,1.95500617,3.45401425,0.08783278,2.45998971
-4.64332166,6.63019009,0.08135377,0.18430628,0.07958932,0.00000000,1.96850028,3.48270560,0.08934310,2.44255969
