energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.66983492,16.00337878,0.21363609,0.06003098,0.63106331,7.58566296,7.98477736,0.07550814,8.20415196
-5.66383192,15.71385991,0.20916109,0.05883804,0.60057234,7.43105296,7.85581760,0.07338868,8.08311567
-5.65782891,15.34663898,0.20352902,0.05733048,0.56834166,7.24436776,7.68683110,0.07094739,7.92062308
-5.65182591,14.90766838,0.19682462,0.05553115,0.53478001,7.02794119,7.48083349,0.06821325,7.71943615
-5.64582291,14.40414406,0.18915219,0.05346757,0.50030595,6.78468699,7.24147555,0.06522024,7.48301067
-5.63981991,13.84428646,0.18063248,0.05117120,0.46533697,6.51800304,6.97293018,0.06200647,7.21538768
-5.63381691,13.23709152,0.17139914,0.04867671,0.43027923,6.23166090,6.67976391,0.05861319,6.92106699
-5.62781391,12.59206246,0.16159492,0.04602106,0.39551825,5.92968590,6.36679859,0.05508367,6.60486838
-5.62181091,11.91893418,0.15136754,0.04324263,0.36141086,5.61623303,6.03896940,0.05146212,6.27178673
-5.61580790,11.22740173,0.14086578,0.04038027,0.32827860,5.29546397,5.70118526,0.04779259,5.92684731
-5.60980490,10.52686409,0.13023553,0.03747241,0.29640279,4.97143057,5.35819740,0.04411796,5.57496740
-5.60380190,9.82619312,0.11961631,0.03455620,0.26602118,4.64796922,5.01448132,0.04047894,5.22082971
-5.59779890,9.13353612,0.10913810,0.03166675,0.23732640,4.32861020,4.67413648,0.03691325,4.86877251
-5.59179590,8.45615824,0.09891876,0.02883644,0.21046586,4.01650477,4.34080683,0.03345498,4.52270008
-5.58579290,7.80032890,0.08906203,0.02609448,0.18554319,3.71437220,4.01762430,0.03013398,4.18601598
-5.57978989,7.17125384,0.07965616,0.02346644,0.16262086,3.42446748,3.70717611,0.02697561,3.86158055
-5.57378689,6.57305237,0.07077316,0.02097411,0.14172394,3.14856957,3.41149521,0.02400049,3.55169246
-5.56778389,6.00877697,0.06246869,0.01863540,0.12284463,2.88798909,3.13207272,0.02122455,3.25809324
-5.56178089,5.48047094,0.05478250,0.01646443,0.10594733,2.64359342,2.86988948,0.01865914,2.98199254
-5.55577789,4.98925788,0.04773936,0.01447179,0.09097418,2.41584661,2.62546380,0.01631138,2.72411111
-5.54977489,4.53545640,0.04135043,0.01266488,0.07785058,2.20486087,2.39891156,0.01418455,2.48473782
-5.54377189,4.11871227,0.03561493,0.01104834,0.06649078,2.01045631,2.19001472,0.01227861,2.26379687
-5.53776888,3.73814056,0.03052200,0.00962465,0.05680316,1.83222541,1.99829427,0.01059079,2.06092096
-5.53176588,3.39247053,0.02605278,0.00839467,0.04869513,1.66959902,1.82308377,0.00911619,1.87552665
-5.52576288,3.08018651,0.02218239,0.00735830,0.04207755,1.52191050,1.66360016,0.00784844,1.70688824
-5.51975988,2.79965914,0.01888200,0.00651508,0.03686853,1.38845581,1.51900889,0.00678034,1.55420692
-5.51375688,2.54926222,0.01612065,0.00586480,0.03299663,1.26854697,1.38848104,0.00590441,1.41667295
-5.50775388,2.32747181,0.01386702,0.00540805,0.03040324,1.16155752,1.27124088,0.00521345,1.29351856
-5.50175088,2.13294515,0.01209085,0.00514671,0.02904432,1.06695876,1.16660276,0.00470103,1.18406059
-5.49574787,1.96457827,0.01076420,0.00508430,0.02889135,0.98434625,1.07399699,0.00436182,1.08773209
-5.48974487,1.82154210,0.00986235,0.00522631,0.02993154,0.91345634,0.99298487,0.00419194,1.00410275
-5.48374187,1.70329756,0.00936448,0.00558030,0.03216726,0.85417304,0.92326338,0.00418907,0.93288840
-5.47773887,1.60959116,0.00925400,0.00615593,0.03561476,0.80652563,0.86466051,0.00435258,0.87395050
-5.47173587,1.54043269,0.00951866,0.00696477,0.04030230,0.77067788,0.81712239,0.00468345,0.82728623
-5.46573287,1.49605732,0.01015028,0.00802003,0.04626748,0.74690964,0.78069357,0.00518415,0.79301067
-5.45972986,1.47687435,0.01114436,0.00933607,0.05355420,0.73559180,0.75549186,0.00585832,0.77133191
-5.45372686,1.48340529,0.01249937,0.01092778,0.06220898,0.73715570,0.74167914,0.00671046,0.76252071
-5.44772386,1.51621372,0.01421592,0.01280979,0.07227703,0.75205792,0.73942956,0.00774542,0.76687572
-5.44172086,1.57582967,0.01629572,0.01499559,0.08379807,0.78074178,0.74889654,0.00896790,0.78468572
-5.43571786,1.66267123,0.01874047,0.01749650,0.09680203,0.82359648,0.77017981,0.01038183,0.81619014
-5.42971486,1.77696615,0.02155071,0.02032066,0.11130488,0.88091526,0.80329364,0.01198972,0.86153908
-5.42371186,1.91867619,0.02472464,0.02347187,0.12730474,0.95285392,0.84813766,0.01379202,0.92075430
-5.41770885,2.08742724,0.02825698,0.02694858,0.14477846,1.03939099,0.90447113,0.01578646,0.99369249
-5.41170585,2.28244806,0.03213805,0.03074289,0.16367882,1.14029136,0.97189178,0.01796745,1.08001228
-5.40570285,2.50252050,0.03635288,0.03483969,0.18393270,1.25507475,1.04982030,0.02032560,1.17914636
-5.39969985,2.74594424,0.04088076,0.03921605,0.20544009,1.38299090,1.13749111,0.02284725,1.29028036
-5.39369685,3.01051828,0.04569488,0.04384081,0.22807442,1.52300300,1.23395034,0.02551428,1.41233965
-5.38769385,3.29354183,0.05076250,0.04867449,0.25168395,1.67378103,1.33806139,0.02830395,1.54398544
-5.38169085,3.59183591,0.05604537,0.05366959,0.27609452,1.83370632,1.44851857,0.03118907,1.68362130
-5.37568784,3.90178691,0.06150065,0.05877118,0.30111351,2.00088839,1.56386869,0.03413830,1.82941070
-5.36968484,4.21941212,0.06708216,0.06391796,0.32653490,2.17319460,1.68254050,0.03711668,1.97930592
-5.36368184,4.54044651,0.07274201,0.06904361,0.35214537,2.34829275,1.80288119,0.04008645,2.13108841
-5.35767884,4.86044867,0.07843258,0.07407855,0.37773113,2.52370602,1.92319922,0.04300799,2.28241952
-5.35167584,5.17492307,0.08410875,0.07895191,0.40308528,2.69687908,2.04181185,0.04584097,2.43090078
-5.34567284,5.47945450,0.08973025,0.08359379,0.42801535,2.86525329,2.15709605,0.04854567,2.57414142
-5.33966983,5.76984963,0.09526408,0.08793753,0.45235074,3.02634855,2.26754057,0.05108436,2.70983115
-5.33366683,6.04228007,0.10068680,0.09192214,0.47594967,3.17784859,2.37179724,0.05342273,2.83581504
-5.32766383,6.29342038,0.10598664,0.09549445,0.49870533,3.31768600,2.46872915,0.05553130,2.95016736
-5.32166083,6.52057480,0.11116515,0.09861120,0.52055087,3.44412310,2.55745350,0.05738672,3.05126112
-5.31565783,6.72178612,0.11623836,0.10124069,0.54146305,3.55582461,2.63737703,0.05897288,3.13782962
-5.30965483,6.89592083,0.12123733,0.10336403,0.56146423,3.65191827,2.70822197,0.06028189,3.20901704
-5.30365183,7.04272544,0.12620783,0.10497591,0.58062259,3.73203966,2.77004118,0.06131467,3.26441489
-5.29764882,7.16285007,0.13120936,0.10608474,0.59905042,3.79635844,2.82322105,0.06208126,3.30408232
-5.29164582,7.25783650,0.13631318,0.10671225,0.61690067,3.84558354,2.86847171,0.06260075,3.32854833
-5.28564282,7.33006998,0.14159956,0.10689247,0.63436142,3.88094620,2.90680432,0.06290088,3.33879533
-5.27963982,7.38269516,0.14715426,0.10667016,0.65164887,3.90416034,2.93949586,0.06301719,3.33622396
-5.27363682,7.41949875,0.15306435,0.10609877,0.66899862,3.91736129,2.96804250,0.06299187,3.32260043
-5.26763382,7.44476279,0.15941347,0.10523797,0.68665576,3.92302465,2.99410301,0.06287225,3.29998801
-5.26163082,7.46309403,0.16627689,0.10415103,0.70486397,3.92386830,3.01943415,0.06270906,3.27066570
-5.25562781,7.47923616,0.17371634,0.10290191,0.72385395,3.92274129,3.04582038,0.06255443,3.23703732
-5.24962481,7.49787255,0.18177517,0.10155255,0.74383162,3.92250440,3.07500063,0.06245987,3.20153495
-5.24362181,7.52342759,0.19047384,0.10016019,0.76496651,3.92590720,3.10859471,0.06247411,3.16652116
-5.23761881,7.55987521,0.19980616,0.09877508,0.78738066,3.93546724,3.14803248,0.06264105,3.13419409
-5.23161581,7.61056275,0.20973641,0.09743858,0.81113858,3.95335654,3.19448838,0.06299781,3.10649983
-5.22561281,7.67805776,0.22019765,0.09618183,0.83623865,3.98130063,3.24882412,0.06357311,3.08505583
-5.21960980,7.76402460,0.23109129,0.09502496,0.86260640,4.02049469,3.31154183,0.06438581,3.07108878
-5.21360680,7.86913635,0.24228808,0.09397700,0.89008994,4.07154070,3.38274973,0.06544392,3.06538952
-5.20760380,7.99302604,0.25363044,0.09303634,0.91845802,4.13440859,3.46214198,0.06674401,3.06828689
-5.20160080,8.13427960,0.26493627,0.09219184,0.94740083,4.20842320,3.54899367,0.06827102,3.07964148
-5.19559780,8.29047122,0.27600399,0.09142444,0.97653385,4.29227792,3.64217156,0.06999857,3.09885920
-5.18959480,8.45823991,0.28661865,0.09070922,1.00540461,4.38407442,3.74016047,0.07188971,3.12492390
-5.18359180,8.63340436,0.29655889,0.09001773,1.03350250,4.48138697,3.84110462,0.07389808,3.15644727
-5.17758879,8.81111141,0.30560446,0.08932050,1.06027131,4.58134856,3.94286264,0.07596943,3.19173352
-5.17158579,8.98601226,0.31354401,0.08858963,1.08512420,4.68075517,4.04307441,0.07804352,3.22885569
-5.16558279,9.15245912,0.32018264,0.08780119,1.10746072,4.77618376,4.13923733,0.08005618,3.26574018
-5.15957979,9.30471409,0.32534916,0.08693740,1.12668512,4.86411886,4.22878921,0.08194157,3.30025550
-5.15357679,9.43716189,0.32890234,0.08598852,1.14222550,4.94108251,4.30919468,0.08363446,3.33030131
-5.14757379,9.54451733,0.33073630,0.08495412,1.15355292,5.00376194,4.37803174,0.08507253,3.35389400
-5.14157079,9.62201926,0.33078439,0.08384394,1.16019972,5.04912989,4.43307503,0.08619852,3.36924501
-5.13556778,9.66560292,0.32902167,0.08267814,1.16177626,5.07455252,4.47237252,0.08696216,3.37482894
-5.12956478,9.67204382,0.32546577,0.08148690,1.15798537,5.07788075,4.49431250,0.08732185,3.36943854
-5.12356178,9.63906759,0.32017614,0.08030948,1.14863392,5.05752169,4.49767815,0.08724594,3.35222481
-5.11755878,9.56542160,0.31325164,0.07919275,1.13364084,5.01248759,4.48168752,0.08671370,3.32272089
-5.11155578,9.45090624,0.30482683,0.07818921,1.11304137,4.94242105,4.44601727,0.08571580,3.28084924
-5.10555278,9.29636518,0.29506693,0.07735464,1.08698727,4.84759614,4.39080940,0.08425445,3.22691238
-5.09954977,9.10363617,0.28416176,0.07674551,1.05574299,4.72889623,4.31666085,0.08234302,3.16156828
-5.09354677,8.87546529,0.27231905,0.07641623,1.01967804,4.58777039,4.22459658,0.08000535,3.08579205
-5.08754377,8.61538948,0.25975729,0.07641630,0.97925580,4.42617098,4.11602757,0.07727474,3.00082610
-5.08154077,8.32759333,0.24669850,0.07678765,0.93501945,4.24647591,3.99269590,0.07419258,2.90812159
-5.07553777,8.01674703,0.23336128,0.07756219,0.88757553,4.05139945,3.85660945,0.07080683,2.80927398
-5.06953477,7.68783330,0.21995432,0.07875963,0.83757594,3.84389574,3.70996926,0.06717031,2.70595594
-5.06353177,7.34597091,0.20667063,0.08038584,0.78569913,3.62705957,3.55509307,0.06333895,2.59985070
-5.05752876,6.99624285,0.19368284,0.08243161,0.73263127,3.40402830,3.39433824,0.05937004,2.49258869
-5.05152576,6.64353604,0.18113946,0.08487211,0.67904816,3.17788907,3.23002753,0.05532057,2.38569032
-5.04552276,6.29239917,0.16916239,0.08766686,0.62559857,2.95159449,3.06438080,0.05124562,2.28051701
-5.03951976,5.94692372,0.15784561,0.09076041,0.57288955,2.72788963,2.89945537,0.04719708,2.17823233
-5.03351676,5.61065220,0.14725509,0.09408356,0.52147422,2.50925246,2.73709709,0.04322246,2.07977433
-5.02751376,5.28651578,0.13742969,0.09755526,0.47184223,2.29784880,2.57890388,0.03936403,1.98583985
-5.02151076,4.97680253,0.12838312,0.10108485,0.42441327,2.09550260,2.42620249,0.03565819,1.89688062
-5.01550775,4.68315529,0.12010668,0.10457492,0.37953337,1.90368110,2.28003876,0.03213511,1.81311079
-5.00950475,4.40659760,0.11257263,0.10792432,0.33747418,1.72349427,2.14118096,0.02881863,1.73452463
-5.00350175,4.14758427,0.10573798,0.11103147,0.29843476,1.55570701,2.01013516,0.02572641,1.66092312
-4.99749875,3.90607261,0.09954857,0.11379768,0.26254570,1.40076239,1.88717108,0.02287022,1.59194738
-4.99149575,3.68160956,0.09394313,0.11613039,0.22987523,1.25881373,1.77235647,0.02025650,1.52711714
-4.98549275,3.47342942,0.08885728,0.11794627,0.20043671,1.12976344,1.66559786,0.01788697,1.46587186
-4.97948974,3.28055694,0.08422720,0.11917393,0.17419733,1.01330601,1.56668511,0.01575937,1.40761255
-4.97348674,3.10191055,0.07999289,0.11975621,0.15108727,0.90897329,1.47533765,0.01386830,1.35174209
-4.96748374,2.93640089,0.07610094,0.11965198,0.13100922,0.81617956,1.39124976,0.01220599,1.29770234
-4.96148074,2.78302053,0.07250671,0.11883725,0.11384760,0.73426489,1.31413308,0.01076314,1.24500650
-4.95547774,2.64092116,0.06917586,0.11730578,0.09947731,0.66253504,1.24375431,0.00952967,1.19326539
-4.94947474,2.50947582,0.06608527,0.11506894,0.08777173,0.60029677,1.17996666,0.00849547,1.14220698
-4.94347174,2.38832419,0.06322332,0.11215500,0.07860953,0.54688760,1.12273396,0.00765099,1.09168864
-4.93746873,2.27739998,0.06058962,0.10860784,0.07188050,0.50169949,1.07214663,0.00698777,1.04170201
-4.93146573,2.17694046,0.05819417,0.10448513,0.06748980,0.46419624,1.02842917,0.00649888,0.99237095
-4.92546273,2.08747852,0.05605613,0.09985617,0.06536105,0.43392443,0.99193910,0.00617920,0.94394287
-4.91945973,2.00981862,0.05420212,0.09479928,0.06543777,0.41051846,0.96315779,0.00602563,0.89677456
-4.91345673,1.94499836,0.05266434,0.08939923,0.06768359,0.39369978,0.94267355,0.00603716,0.85131337
-4.90745373,1.89423777,0.05147843,0.08374435,0.07208102,0.38327118,0.93115794,0.00621479,0.80807488
-4.90145073,1.85887878,0.05068118,0.07792389,0.07862893,0.37910677,0.92933622,0.00656141,0.76761836
-4.89544772,1.84031748,0.05030832,0.07202543,0.08733890,0.38113832,0.93795310,0.00708153,0.73052108
-4.88944472,1.83993173,0.05039225,0.06613255,0.09823068,0.38933897,0.95773493,0.00778091,0.69735267
-4.88344172,1.85900698,0.05095992,0.06032284,0.11132665,0.40370505,0.98934977,0.00866618,0.66865061
-4.87743872,1.89866280,0.05203095,0.05466628,0.12664592,0.42423699,1.03336668,0.00974427,0.64489764
-4.87143572,1.95978281,0.05361592,0.04922405,0.14419791,0.45092007,1.09021556,0.01102194,0.62650206
-4.86543272,2.04295043,0.05571494,0.04404768,0.16397598,0.48370594,1.16014913,0.01250517,0.61378138
-4.85942971,2.14839277,0.05831665,0.03917872,0.18595128,0.52249575,1.24320833,0.01419859,0.60694988
-4.85342671,2.27593498,0.06139751,0.03464871,0.21006712,0.56712560,1.33919278,0.01610493,0.60611050
-4.84742371,2.42496685,0.06492146,0.03047954,0.23623422,0.61735508,1.44763737,0.01822453,0.61125109
-4.84142071,2.59442356,0.06884008,0.02668410,0.26432716,0.67285955,1.56779658,0.02055492,0.62224527
-4.83541771,2.78278192,0.07309310,0.02326715,0.29418226,0.73322669,1.69863742,0.02309050,0.63885773
-4.82941471,2.98807321,0.07760934,0.02022637,0.32559717,0.79795766,1.83884199,0.02582236,0.66075391
-4.82341171,3.20791319,0.08230808,0.01755351,0.35833236,0.86647330,1.98682036,0.02873829,0.68751368
-4.81740870,3.43954921,0.08710077,0.01523567,0.39211465,0.93812525,2.14073399,0.03182290,0.71864871
-4.81140570,3.67992397,0.09189304,0.01325643,0.42664273,1.01221194,2.29852973,0.03505801,0.75362297
-4.80540270,3.92575447,0.09658708,0.01159711,0.46159468,1.08799905,2.45798376,0.03842316,0.79187574
-4.79939970,4.17362419,0.10108417,0.01023782,0.49663729,1.16474385,2.61675462,0.04189638,0.83284632
-4.79339670,4.42008565,0.10528728,0.00915844,0.53143682,1.24172238,2.77244379,0.04545502,0.87599970
-4.78739370,4.66176984,0.10910386,0.00833943,0.56567083,1.31825864,2.92266191,0.04907682,0.92085198
-4.78139070,4.89549838,0.11244841,0.00776256,0.59904062,1.39375422,3.06509832,0.05274100,0.96699473
-4.77538769,5.11839380,0.11524503,0.00741139,0.63128358,1.46771695,3.19759128,0.05642941,1.01411690
-4.76938469,5.32798300,0.11742967,0.00727161,0.66218491,1.53978710,3.31819602,0.06012764,1.06202337
-4.76338169,5.52228879,0.11895201,0.00733127,0.69158800,1.60975939,3.42524749,0.06382606,1.11064886
-4.75737869,5.69990480,0.11977703,0.00758075,0.71940271,1.67759927,3.51741511,0.06752062,1.16006620
-4.75137569,5.86004924,0.11988599,0.00801267,0.74561115,1.74345219,3.59374671,0.07121350,1.21048812
-4.74537269,6.00259388,0.11927699,0.00862161,0.77027025,1.80764445,3.65369930,0.07491337,1.26226193
-4.73936968,6.12806554,0.11796489,0.00940373,0.79351078,1.87067510,3.69715492,0.07863539,1.31585652
-4.73336668,6.23761851,0.11598077,0.01035632,0.81553266,1.93319816,3.72442044,0.08240070,1.37184186
-4.72736368,6.33297788,0.11337084,0.01147717,0.83659640,1.99599540,3.73621073,0.08623558,1.43086108
-4.72136068,6.41635494,0.11019480,0.01276397,0.85701088,2.05994021,3.73361578,0.09017016,1.49359600
-4.71535768,6.49033755,0.10652393,0.01421370,0.87711791,2.12595345,3.71805265,0.09423678,1.56072705
-4.70935468,6.55775965,0.10243868,0.01582189,0.89727396,2.19495312,3.69120444,0.09846795,1.63288922
-4.70335168,6.62155542,0.09802617,0.01758205,0.91783005,2.26779968,3.65494867,0.10289414,1.71062569
-4.69734867,6.68460452,0.09337743,0.01948505,0.93911048,2.34523952,3.61127839,0.10754136,1.79434141
-4.69134567,6.74957579,0.08858468,0.02151867,0.96139163,2.42784931,3.56221940,0.11242868,1.88425867
-4.68534267,6.81877691,0.08373868,0.02366719,0.98488175,2.51598389,3.50974765,0.11756591,1.98037727
-4.67933967,6.89401759,0.07892620,0.02591120,1.00970296,2.60973083,3.45571032,0.12295143,2.08244134
-4.67333667,6.97649355,0.07422781,0.02822754,1.03587641,2.70887405,3.40175439,0.12857035,2.18991511
-4.66733367,7.06669739,0.06971600,0.03058939,1.06331148,2.81286908,3.34926598,0.13439328,2.30196941
-4.66133067,7.16436164,0.06545359,0.03296665,1.09179993,2.92083167,3.29932305,0.14037545,2.41748017
-4.65532766,7.26843738,0.06149276,0.03532641,1.12101529,3.03154133,3.25266363,0.14645673,2.53503997
-4.64932466,7.37711028,0.05787428,0.03763364,1.15051790,3.14346018,3.20967067,0.15256213,2.65298282
-4.64332166,7.48785411,0.05462745,0.03985209,1.17976551,3.25476707,3.17037402,0.15860321,2.76942170
-4.63731866,7.59751955,0.05177022,0.04194527,1.20812913,3.36340619,3.13446911,0.16448004,2.88229800
-4.63131566,7.70245464,0.04930993,0.04387752,1.23491358,3.46714825,3.10135084,0.17008390,2.98944095
-4.62531266,7.79865140,0.04724418,0.04561520,1.25938176,3.56366215,3.07016088,0.17530045,3.08863491
-4.61930965,7.88191170,0.04556215,0.04712778,1.28078173,3.65059399,3.03984560,0.18001337,3.17769176
-4.61330665,7.94802473,0.04424604,0.04838900,1.29837524,3.72565009,3.00922152,0.18410826,3.25452527
-4.60730365,7.99294748,0.04327267,0.04937780,1.31146658,3.78668041,2.97704505,0.18747659,3.31722426
-4.60130065,8.01297991,0.04261513,0.05007920,1.31943014,3.83175856,2.94208268,0.19001963,3.36412121
-4.59529765,8.00492643,0.04224441,0.05048490,1.32173573,3.85925486,2.90317863,0.19165207,3.39385333
-4.58929465,7.96623641,0.04213094,0.05059370,1.31797023,3.86789906,2.85931649,0.19230526,3.40541314
-4.58329165,7.89511736,0.04224595,0.05041164,1.30785472,3.85682997,2.80967223,0.19192984,3.39818652
-4.57728864,7.79061604,0.04256263,0.04995183,1.29125643,3.82562982,2.75365653,0.19049770,3.37197638
-4.57128564,7.65266447,0.04305700,0.04923411,1.26819483,3.77434202,2.69094478,0.18800314,3.32701101
-4.56528264,7.48208949,0.04370851,0.04828436,1.23884190,3.70347157,2.62149394,0.18446326,3.26393697
-4.55927964,7.28058658,0.04450033,0.04713360,1.20351658,3.61396851,2.54554632,0.17991748,3.18379694
-4.55327664,7.05066035,0.04541928,0.04581693,1.16267384,3.50719554,2.46362069,0.17442626,3.08799380
-4.54727364,6.79553551,0.04645553,0.04437235,1.11688903,3.38488135,2.37649205,0.16806910,2.97824284
-4.54127064,6.51904373,0.04760201,0.04283942,1.06683831,3.24906245,2.28516182,0.16094195,2.85651440
-4.53526763,6.22549254,0.04885358,0.04125796,1.01327623,3.10201613,2.19082049,0.15315411,2.72496979
-4.52926463,5.91952315,0.05020614,0.03966679,0.95701153,2.94618784,2.09480519,0.14482473,2.58589326
-4.52326163,5.60596401,0.05165553,0.03810248,0.89888227,2.78411636,1.99855465,0.13607921,2.44162338
-4.51725863,5.28968713,0.05319654,0.03659836,0.83973135,2.61835996,1.90356397,0.12704551,2.29448628
-4.51125563,4.97547305,0.05482186,0.03518363,0.78038347,2.45142655,1.81134148,0.11785057,2.14673382
-4.50525263,4.66789001,0.05652133,0.03388270,0.72162438,2.28571054,1.72336943,0.10861701,2.00048867
-4.49924962,4.37119130,0.05828122,0.03271481,0.66418303,2.12343847,1.64107023,0.09946019,1.85769814
-4.49324662,4.08923369,0.06008385,0.03169383,0.60871721,1.96662502,1.56577899,0.09048569,1.72009799
