energy_ev,total_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.77788894,2.87535446,1.06580529,1.14196311,0.24835274,0.19361884,0.00074024,0.73821276,0.00658596,0.55908494
-5.77188594,2.77955943,1.02219776,1.10784243,0.23934903,0.18775148,0.00073932,0.71434868,0.00654085,0.53772650
-5.76588294,2.68554600,0.97927120,1.07411744,0.23076876,0.18201128,0.00074131,0.69065709,0.00651887,0.51705805
-5.75987994,2.59425549,0.93740537,1.04112033,0.22270662,0.17649513,0.00074686,0.66734073,0.00652304,0.49732517
-5.75387694,2.50660250,0.89697586,1.00917416,0.21524716,0.17129841,0.00075657,0.64461027,0.00655620,0.47874671
-5.74787394,2.42344959,0.85834555,0.97858301,0.20846286,0.16651238,0.00077098,0.62267815,0.00662092,0.46150986
-5.74187094,2.34558218,0.82185553,0.94962237,0.20241222,0.16222158,0.00079052,0.60175171,0.00671939,0.44576621
-5.73586793,2.27368478,0.78781584,0.92253030,0.19713828,0.15850133,0.00081553,0.58202608,0.00685328,0.43162890
-5.72986493,2.20831961,0.75649641,0.89749972,0.19266733,0.15541552,0.00084620,0.56367714,0.00702372,0.41917095
-5.72386193,2.14990824,0.72811857,0.87467218,0.18900807,0.15301455,0.00088258,0.54685491,0.00723112,0.40842458
-5.71785893,2.09871733,0.70284760,0.85413340,0.18615112,0.15133366,0.00092455,0.53167763,0.00747512,0.39938167
-5.71185593,2.05484882,0.68078658,0.83591065,0.18406898,0.15039159,0.00097183,0.51822703,0.00775455,0.39199516
-5.70585293,2.01823516,0.66197200,0.81997233,0.18271652,0.15018955,0.00102393,0.50654474,0.00806732,0.38618129
-5.69984992,1.98863985,0.64637127,0.80622939,0.18203187,0.15071071,0.00108020,0.49663034,0.00841043,0.38182268
-5.69384692,1.96566322,0.63388240,0.79453890,0.18193781,0.15192012,0.00113981,0.48844088,0.00877995,0.37877198
-5.68784392,1.94875345,0.62433592,0.78470929,0.18234360,0.15376500,0.00120177,0.48189208,0.00917105,0.37685621
-5.68184092,1.93722239,0.61749911,0.77650724,0.18314729,0.15617562,0.00126495,0.47686116,0.00957802,0.37588144
-5.67583792,1.93026579,0.61308226,0.76966591,0.18423829,0.15906660,0.00132811,0.47319101,0.00999438,0.37563781
-5.66983492,1.92698721,0.61074706,0.76389407,0.18550030,0.16233868,0.00138992,0.47069583,0.01041297,0.37590491
-5.66383192,1.92642494,0.61011665,0.75888602,0.18681450,0.16588092,0.00144902,0.46916768,0.01082608,0.37645713
-5.65782891,1.92758099,0.61078700,0.75433171,0.18806277,0.16957337,0.00150403,0.46838396,0.01122563,0.37706917
-5.65182591,1.92945135,0.61233936,0.74992696,0.18913102,0.17329002,0.00155362,0.46811539,0.01160335,0.37752142
-5.64582291,1.93105641,0.61435324,0.74538323,0.18991247,0.17690206,0.00159655,0.46813409,0.01195096,0.37760523
-5.63981991,1.93147081,0.61641941,0.74043686,0.19031072,0.18028142,0.00163167,0.46822172,0.01226043,0.37712786
-5.63381691,1.92985149,0.61815260,0.73485729,0.19024261,0.18330433,0.00165803,0.46817707,0.01252416,0.37591708
-5.62781391,1.92546331,0.61920332,0.72845419,0.18964065,0.18585491,0.00167484,0.46782299,0.01273523,0.37382533
-5.62181091,1.91770117,0.61926841,0.72108323,0.18845516,0.18782867,0.00168155,0.46701244,0.01288760,0.37073321
-5.61580790,1.90610815,0.61809995,0.71265030,0.18665573,0.18913576,0.00167783,0.46563326,0.01297628,0.36655242
-5.60980490,1.89038870,0.61551221,0.70311412,0.18423230,0.18970383,0.00166360,0.46361167,0.01299757,0.36122779
-5.60380190,1.87041680,0.61138640,0.69248713,0.18119552,0.18948045,0.00163905,0.46091422,0.01294909,0.35473860
-5.59779890,1.84623846,0.60567301,0.68083461,0.17757658,0.18843492,0.00160458,0.45754831,0.01282997,0.34709887
-5.59179590,1.81806859,0.59839181,0.66827215,0.17342638,0.18655943,0.00156083,0.45356106,0.01264081,0.33835684
-5.58579290,1.78628227,0.58962933,0.65496140,0.16881415,0.18386953,0.00150865,0.44903669,0.01238376,0.32859344
-5.57978989,1.75140069,0.57953412,0.64110435,0.16382552,0.18040379,0.00144904,0.44409258,0.01206243,0.31791982
-5.57378689,1.71407231,0.56830990,0.62693635,0.15856008,0.17622276,0.00138316,0.43887396,0.01168179,0.30647413
-5.56778389,1.67504978,0.55620693,0.61271793,0.15312860,0.17140719,0.00131225,0.43354769,0.01124806,0.29441747
-5.56178089,1.63516362,0.54351187,0.59872592,0.14764986,0.16605567,0.00123763,0.42829521,0.01076852,0.28192924
-5.55577789,1.59529359,0.53053673,0.58524404,0.14224732,0.16028162,0.00116063,0.42330502,0.01025133,0.26920197
-5.54977489,1.55633884,0.51760712,0.57255339,0.13704568,0.15421000,0.00108254,0.41876498,0.00970527,0.25643596
-5.54377189,1.51918804,0.50505042,0.56092316,0.13216744,0.14797363,0.00100464,0.41485474,0.00913953,0.24383371
-5.53776888,1.48469074,0.49318435,0.55060190,0.12772968,0.14170945,0.00092809,0.41173865,0.00856348,0.23159447
-5.53176588,1.45363090,0.48230629,0.54180982,0.12384098,0.13555485,0.00085395,0.40955940,0.00798645,0.21990915
-5.52576288,1.42670395,0.47268379,0.53473223,0.12059880,0.12964414,0.00078315,0.40843265,0.00741748,0.20895561
-5.51975988,1.40449796,0.46454673,0.52951459,0.11808727,0.12410539,0.00071646,0.40844297,0.00686523,0.19889469
-5.51375688,1.38747990,0.45808124,0.52625919,0.11637557,0.11905775,0.00065453,0.40964107,0.00633771,0.18986696
-5.50775388,1.37598731,0.45342571,0.52502372,0.11551685,0.11460929,0.00059782,0.41204260,0.00584229,0.18199043
-5.50175088,1.37022573,0.45066896,0.52582171,0.11554791,0.11085550,0.00054665,0.41562850,0.00538554,0.17535914
-5.49574787,1.37027182,0.44985059,0.52862475,0.11648939,0.10787840,0.00050120,0.42034684,0.00497323,0.17004281
-5.48974487,1.37608187,0.45096342,0.53336651,0.11834677,0.10574632,0.00046152,0.42611604,0.00461033,0.16608742
-5.48374187,1.38750522,0.45395786,0.53994816,0.12111186,0.10451423,0.00042754,0.43282941,0.00430103,0.16351668
-5.47773887,1.40430167,0.45874794,0.54824502,0.12476487,0.10422466,0.00039909,0.44036066,0.00404877,0.16233428
-5.47173587,1.42616210,0.46521868,0.55811406,0.12927691,0.10490892,0.00037593,0.44857019,0.00385638,0.16252682
-5.46573287,1.45273088,0.47323441,0.56940182,0.13461283,0.10658869,0.00035776,0.45731185,0.00372608,0.16406715
-5.45972986,1.48362910,0.48264758,0.58195241,0.14073416,0.10927769,0.00034424,0.46643976,0.00365962,0.16691801
-5.45372686,1.51847715,0.49330758,0.59561502,0.14760215,0.11298331,0.00033502,0.47581500,0.00365833,0.17103573
-5.44772386,1.55691539,0.50506922,0.61025065,0.15518054,0.11770814,0.00032973,0.48531165,0.00372318,0.17637370
-5.44172086,1.59862177,0.51780024,0.62573758,0.16343811,0.12345109,0.00032803,0.49482209,0.00385484,0.18288559
-5.43571786,1.64332532,0.53138759,0.64197532,0.17235066,0.13020813,0.00032959,0.50426106,0.00405369,0.19052790
-5.42971486,1.69081471,0.54574208,0.65888679,0.18190239,0.13797250,0.00033411,0.51356844,0.00431979,0.19926180
-5.42371186,1.74094118,0.56080115,0.67641845,0.19208653,0.14673433,0.00034134,0.52271050,0.00465284,0.20905423
-5.41770885,1.79361575,0.57652955,0.69453855,0.20290518,0.15647962,0.00035105,0.53167959,0.00505216,0.21987792
-5.41170585,1.84880060,0.59291792,0.71323336,0.21436819,0.16718875,0.00036306,0.54049223,0.00551652,0.23171062
-5.40570285,1.90649503,0.60997927,0.73250172,0.22649130,0.17883439,0.00037722,0.54918571,0.00604409,0.24453330
-5.39969985,1.96671682,0.62774361,0.75234801,0.23929343,0.19137909,0.00039338,0.55781337,0.00663229,0.25832760
-5.39369685,2.02947985,0.64625086,0.77277413,0.25279325,0.20477263,0.00041145,0.56643871,0.00727763,0.27307252
-5.38769385,2.09476936,0.66554254,0.79377085,0.26700526,0.21894934,0.00043130,0.57512885,0.00797564,0.28874066
-5.38169085,2.16251629,0.68565268,0.81530904,0.28193556,0.23382559,0.00045283,0.58394735,0.00872073,0.30529417
-5.37568784,2.23257226,0.70659832,0.83733137,0.29757741,0.24929768,0.00047590,0.59294713,0.00950611,0.32268063
-5.36968484,2.30468689,0.72837036,0.85974506,0.31390702,0.26524031,0.00050036,0.60216365,0.01032377,0.34082920
-5.36368184,2.37848893,0.75092513,0.88241613,0.33087969,0.28150590,0.00052603,0.61160879,0.01116445,0.35964732
-5.35767884,2.45347275,0.77417731,0.90516563,0.34842659,0.29792481,0.00055266,0.62126587,0.01201772,0.37901805
-5.35167584,2.52899118,0.79799462,0.92776830,0.36645248,0.31430672,0.00057998,0.63108602,0.01287207,0.39879857
-5.34567284,2.60425585,0.82219467,0.94995375,0.38483443,0.33044316,0.00060767,0.64098618,0.01371513,0.41881971
-5.33966983,2.67834520,0.84654433,0.97141035,0.40342181,0.34611112,0.00063536,0.65084890,0.01453381,0.43888684
-5.33366683,2.75022053,0.87076167,0.99179180,0.42203770,0.36107785,0.00066262,0.66052401,0.01531469,0.45878219
-5.32766383,2.81874958,0.89452064,1.01072617,0.44048151,0.37510663,0.00068903,0.66983207,0.01604424,0.47826842
-5.32166083,2.88273686,0.91745827,1.02782704,0.45853309,0.38796319,0.00071410,0.67856966,0.01670925,0.49709361
-5.31565783,2.94095970,0.93918422,1.04270635,0.47595803,0.39942281,0.00073736,0.68651598,0.01729718,0.51499731
-5.30965483,2.99220837,0.95929230,1.05498826,0.49251397,0.40927749,0.00075833,0.69344084,0.01779651,0.53171755
-5.30365183,3.03532850,0.97737354,1.06432360,0.50795780,0.41734315,0.00077656,0.69911335,0.01819716,0.54699855
-5.29764882,3.06926396,0.99303011,1.07040397,0.52205340,0.42346631,0.00079161,0.70331119,0.01849079,0.56059869
-5.29164582,3.09309812,1.00588965,1.07297497,0.53457954,0.42753001,0.00080312,0.70582971,0.01867108,0.57229854
-5.28564282,3.10609146,1.01561920,1.07184781,0.54533770,0.42945869,0.00081077,0.70649080,0.01873401,0.58190852
-5.27963982,3.10771371,1.02193824,1.06690884,0.55415932,0.42922173,0.00081432,0.70515073,0.01867793,0.58927574
-5.27363682,3.09766897,1.02463005,1.05812634,0.56091222,0.42683542,0.00081363,0.70170685,0.01850374,0.59428989
-5.26763382,3.07591239,1.02355095,1.04555429,0.56550588,0.42236335,0.00080863,0.69610272,0.01821477,0.59688766
-5.26163082,3.04265770,1.01863700,1.02933298,0.56789520,0.41591505,0.00079936,0.68833137,0.01781680,0.59705558
-5.25562781,2.99837488,1.00990765,1.00968630,0.56808262,0.40764291,0.00078594,0.67843666,0.01731777,0.59483109
-5.24962481,2.94377817,0.99746633,0.98691576,0.56611844,0.39773762,0.00076859,0.66651251,0.01672762,0.59030171
-5.24362181,2.87980491,0.98149779,0.96139173,0.56209931,0.38642222,0.00074763,0.65270018,0.01605793,0.58360233
-5.23761881,2.80758584,0.96226231,0.93354198,0.55616488,0.37394496,0.00072343,0.63718358,0.01532159,0.57491074
-5.23161581,2.72840851,0.94008705,0.90383829,0.54849274,0.36057142,0.00069644,0.62018294,0.01453235,0.56444148
-5.22561281,2.64367513,0.91535490,0.87278157,0.53929200,0.34657613,0.00066716,0.60194707,0.01370450,0.55243843
-5.21960980,2.55485689,0.88849130,0.84088616,0.52879558,0.33223401,0.00063614,0.58274460,0.01285237,0.53916621
-5.21360680,2.46344670,0.85994963,0.80866415,0.51725178,0.31781216,0.00060393,0.56285457,0.01199001,0.52490111
-5.20760380,2.37091229,0.83019590,0.77661008,0.50491541,0.30356205,0.00057109,0.54255681,0.01113083,0.50992157
-5.20160080,2.27865189,0.79969330,0.74518696,0.49203891,0.28971265,0.00053821,0.52212265,0.01028723,0.49449901
-5.19559780,2.18795409,0.76888732,0.71481394,0.47886394,0.27646469,0.00050580,0.50180617,0.00947044,0.47888913
-5.18959480,2.09996358,0.73819228,0.68585616,0.46561379,0.26398613,0.00047439,0.48183655,0.00869025,0.46332422
-5.18359180,2.01565399,0.70797950,0.65861712,0.45248693,0.25240911,0.00044443,0.46241182,0.00795496,0.44800678
-5.17758879,1.93580879,0.67856789,0.63333372,0.43965207,0.24182831,0.00041633,0.44369413,0.00727125,0.43310474
-5.17158579,1.86101062,0.65021719,0.61017404,0.42724489,0.23230081,0.00039044,0.42580690,0.00664424,0.41874829
-5.16558279,1.79163915,0.62312400,0.58923781,0.41536645,0.22384728,0.00036704,0.40883371,0.00607752,0.40502874
-5.15957979,1.72787714,0.59742080,0.57055934,0.40408345,0.21645448,0.00034636,0.39281908,0.00557326,0.39199901
-5.15357679,1.66972389,0.57317777,0.55411264,0.39343014,0.21007871,0.00032852,0.37777090,0.00513237,0.37967594
-5.14757379,1.61701499,0.55040724,0.53981825,0.38341169,0.20465020,0.00031362,0.36366442,0.00475466,0.36804411
-5.14157079,1.56944714,0.52907029,0.52755142,0.37400879,0.20007802,0.00030165,0.35044732,0.00443904,0.35706086
-5.13556778,1.52660635,0.50908526,0.51715112,0.36518308,0.19625537,0.00029257,0.33804583,0.00418370,0.34666226
-5.12956478,1.48799812,0.49033738,0.50842935,0.35688318,0.19306498,0.00028625,0.32637126,0.00398629,0.33676967
-5.12356178,1.45307770,0.47268914,0.50118032,0.34905073,0.19038432,0.00028254,0.31532671,0.00384411,0.32729639
-5.11755878,1.42127928,0.45599075,0.49518910,0.34162618,0.18809050,0.00028120,0.30481354,0.00375427,0.31815421
-5.11155578,1.39204240,0.44009007,0.49023931,0.33455401,0.18606460,0.00028199,0.29473735,0.00371375,0.30925932
-5.10555278,1.36483479,0.42484167,0.48611966,0.32778698,0.18419541,0.00028462,0.28501301,0.00371957,0.30053745
-5.09954977,1.33917051,0.41011443,0.48262921,0.32128920,0.18238236,0.00028876,0.27556870,0.00376875,0.29192784
-5.09354677,1.31462320,0.39579756,0.47958107,0.31503795,0.18053762,0.00029408,0.26634867,0.00385841,0.28338612
-5.08754377,1.29083404,0.38180464,0.47680484,0.30902418,0.17858748,0.00030024,0.25731481,0.00398570,0.27488567
-5.08154077,1.26751467,0.36807580,0.47414768,0.30325162,0.17647287,0.00030687,0.24844677,0.00414780,0.26641791
-5.07553777,1.24444548,0.35457802,0.47147428,0.29773481,0.17414926,0.00031363,0.23974108,0.00434181,0.25799113
-5.06953477,1.22146998,0.34130366,0.46866595,0.29249615,0.17158587,0.00032019,0.23120910,0.00456474,0.24962851
-5.06353177,1.19848607,0.32826760,0.46561905,0.28756221,0.16876450,0.00032622,0.22287419,0.00481335,0.24136506
-5.05752876,1.17543533,0.31550319,0.46224308,0.28295967,0.16567794,0.00033144,0.21476832,0.00508414,0.23324418
-5.05152576,1.15229108,0.30305742,0.45845868,0.27871130,0.16232820,0.00033557,0.20692838,0.00537326,0.22531376
-5.04552276,1.12904660,0.29098582,0.45419575,0.27483206,0.15872467,0.00033840,0.19939237,0.00567643,0.21762233
-5.03951976,1.10570406,0.27934726,0.44939192,0.27132588,0.15488227,0.00033974,0.19219597,0.00598896,0.21021545
-5.03351676,1.08226524,0.26819917,0.44399148,0.26818319,0.15081975,0.00033944,0.18536938,0.00630573,0.20313254
-5.02751376,1.05872438,0.25759336,0.43794490,0.26537952,0.14655827,0.00033741,0.17893495,0.00662124,0.19640439
-5.02151076,1.03506372,0.24757284,0.43120893,0.26287515,0.14212016,0.00033359,0.17290545,0.00692967,0.19005143
-5.01550775,1.01125172,0.23816948,0.42374726,0.26061595,0.13752802,0.00032798,0.16728323,0.00722497,0.18408292
-5.00950475,0.98724406,0.22940293,0.41553160,0.25853527,0.13280411,0.00032063,0.16206019,0.00750104,0.17849695
-5.00350175,0.96298693,0.22128049,0.40654319,0.25655685,0.12797004,0.00031160,0.15721852,0.00775185,0.17328127
-4.99749875,0.93842237,0.21379792,0.39677440,0.25459846,0.12304672,0.00030102,0.15273218,0.00797159,0.16841479
-4.99149575,0.91349492,0.20694114,0.38623041,0.25257601,0.11805445,0.00028904,0.14856885,0.00815491,0.16386971
-4.98549275,0.88815905,0.20068842,0.37493068,0.25040800,0.11301326,0.00027583,0.14469224,0.00829704,0.15961392
-4.97948974,0.86238660,0.19501295,0.36291014,0.24801982,0.10794325,0.00026160,0.14106471,0.00839397,0.15561365
-4.97348674,0.83617366,0.18988551,0.35021987,0.24534770,0.10286500,0.00024656,0.13764970,0.00844264,0.15183606
-4.96748374,0.80954623,0.18527697,0.33692726,0.24234212,0.09779994,0.00023092,0.13441415,0.00844097,0.14825168
-4.96148074,0.78256431,0.18116056,0.32311548,0.23897026,0.09277068,0.00021491,0.13133048,0.00838801,0.14483641
-4.95547774,0.75532400,0.17751349,0.30888236,0.23521764,0.08780123,0.00019874,0.12837819,0.00828397,0.14157311
-4.94947474,0.72795747,0.17431812,0.29433859,0.23108851,0.08291708,0.00018263,0.12554491,0.00813018,0.13845263
-4.94347174,0.70063090,0.17156238,0.27960544,0.22660528,0.07814521,0.00016675,0.12282689,0.00792909,0.13547424
-4.93746873,0.67354044,0.16923961,0.26481194,0.22180689,0.07351397,0.00015129,0.12022902,0.00768415,0.13264551
-4.93146573,0.64690661,0.16734786,0.25009179,0.21674625,0.06905284,0.00013638,0.11776425,0.00739970,0.12998168
-4.92546273,0.62096746,0.16588867,0.23558017,0.21148705,0.06479218,0.00012216,0.11545272,0.00708084,0.12750463
-4.91945973,0.59597116,0.16486565,0.22141047,0.20610000,0.06076292,0.00010873,0.11332050,0.00673319,0.12524158
-4.91345673,0.57216829,0.16428292,0.20771120,0.20065890,0.05699624,0.00009617,0.11139826,0.00636278,0.12322357
-4.90745373,0.54980466,0.16414358,0.19460335,0.19523669,0.05352329,0.00008452,0.10971981,0.00597580,0.12148405
-4.90145073,0.52911491,0.16444842,0.18219801,0.18990186,0.05037496,0.00007382,0.10832078,0.00557842,0.12005746
-4.89544772,0.51031738,0.16519507,0.17059468,0.18471524,0.04758175,0.00006408,0.10723743,0.00517662,0.11897815
-4.88944472,0.49361055,0.16637753,0.15988015,0.17972760,0.04517368,0.00005529,0.10650580,0.00477603,0.11827952
-4.88344172,0.47917104,0.16798628,0.15012794,0.17497794,0.04318028,0.00004744,0.10616108,0.00438179,0.11799357
-4.87743872,0.46715335,0.17000893,0.14139848,0.17049271,0.04163066,0.00004048,0.10623732,0.00399845,0.11815078
-4.87143572,0.45769109,0.17243131,0.13373965,0.16628589,0.04055355,0.00003438,0.10676744,0.00362986,0.11878038
-4.86543272,0.45089937,0.17523899,0.12718794,0.16235992,0.03997742,0.00002910,0.10778345,0.00327920,0.11991074
-4.85942971,0.44687805,0.17841899,0.12176980,0.15870726,0.03993046,0.00002458,0.10931681,0.00294889,0.12157011
-4.85342671,0.44571539,0.18196162,0.11750326,0.15531262,0.04044047,0.00002078,0.11139882,0.00264064,0.12378721
-4.84742371,0.44749147,0.18586214,0.11439954,0.15215546,0.04153470,0.00001766,0.11406095,0.00235551,0.12659188
-4.84142071,0.45228112,0.19012221,0.11246458,0.14921278,0.04323939,0.00001518,0.11733495,0.00209392,0.13001540
-4.83541771,0.46015567,0.19475078,0.11170032,0.14646180,0.04557917,0.00001331,0.12125268,0.00185576,0.13409056
-4.82941471,0.47118341,0.19976444,0.11210568,0.14388251,0.04857624,0.00001205,0.12584561,0.00164048,0.13885122
-4.82341171,0.48542832,0.20518707,0.11367710,0.14145982,0.05224928,0.00001138,0.13114383,0.00144712,0.14433149
-4.81740870,0.50294712,0.21104873,0.11640865,0.13918526,0.05661225,0.00001132,0.13717471,0.00127449,0.15056427
-4.81140570,0.52378472,0.21738389,0.12029174,0.13705808,0.06167295,0.00001192,0.14396112,0.00112117,0.15757949
-4.80540270,0.54796821,0.22422892,0.12531439,0.13508572,0.06743153,0.00001322,0.15151940,0.00098564,0.16540178
-4.79939970,0.57549980,0.23161919,0.13146023,0.13328381,0.07387898,0.00001531,0.15985702,0.00086634,0.17404798
-4.79339670,0.60634925,0.23958573,0.13870733,0.13167543,0.08099572,0.00001828,0.16897025,0.00076172,0.18352444
-4.78739370,0.64044635,0.24815185,0.14702694,0.13029007,0.08875032,0.00002227,0.17884187,0.00067027,0.19382439
-4.78139070,0.67767401,0.25732977,0.15638238,0.12916217,0.09709851,0.00002743,0.18943921,0.00059060,0.20492551
-4.77538769,0.71786271,0.26711766,0.16672808,0.12832937,0.10598261,0.00003394,0.20071249,0.00052143,0.21678793
-4.76938469,0.76078678,0.27749717,0.17800916,0.12783077,0.11533135,0.00004202,0.21259385,0.00046163,0.22935277
-4.76338169,0.80616303,0.28843168,0.19016133,0.12770515,0.12506027,0.00005191,0.22499701,0.00041020,0.24254145
-4.75737869,0.85365214,0.29986545,0.20311155,0.12798935,0.13507267,0.00006388,0.23781776,0.00036629,0.25625578
-4.75137569,0.90286280,0.31172362,0.21677916,0.12871685,0.14526113,0.00007821,0.25093520,0.00032917,0.27037896
-4.74537269,0.95335889,0.32391325,0.23107777,0.12991670,0.15550962,0.00009524,0.26421392,0.00029826,0.28477745
-4.73936968,1.00466928,0.33632526,0.24591759,0.13161273,0.16569610,0.00011527,0.27750677,0.00027307,0.29930372
-4.73336668,1.05629990,0.34883716,0.26120837,0.13382314,0.17569555,0.00013867,0.29065848,0.00025322,0.31379972
-4.72736368,1.10774776,0.36131647,0.27686259,0.13656038,0.18538330,0.00016579,0.30350958,0.00023838,0.32810093
-4.72136068,1.15851595,0.37362466,0.29279885,0.13983132,0.19463861,0.00019696,0.31590083,0.00022833,0.34204086
-4.71535768,1.20812922,0.38562131,0.30894531,0.14363761,0.20334819,0.00023253,0.32767764,0.00022285,0.35545574
-4.70935468,1.25614904,0.39716837,0.32524282,0.14797624,0.21140959,0.00027283,0.33869451,0.00022177,0.36818927
-4.70335168,1.30218764,0.40813428,0.34164771,0.15284011,0.21873442,0.00031813,0.34881911,0.00022495,0.38009707
-4.69734867,1.34592020,0.41839772,0.35813396,0.15821865,0.22525099,0.00036869,0.35793601,0.00023223,0.39105077
-4.69134567,1.38709456,0.42785087,0.37469463,0.16409834,0.23090646,0.00042471,0.36594967,0.00024349,0.40094158
-4.68534267,1.42553809,0.43640204,0.39134239,0.17046314,0.23566836,0.00048633,0.37278681,0.00025855,0.40968303
-4.67933967,1.46116134,0.44397766,0.40810909,0.17729477,0.23952531,0.00055363,0.37839794,0.00027726,0.41721304
-4.67333667,1.49395825,0.45052343,0.42504431,0.18457278,0.24248708,0.00062660,0.38275806,0.00029943,0.42349508
-4.66733367,1.52400315,0.45600491,0.44221297,0.19227455,0.24458376,0.00070514,0.38586657,0.00032483,0.42851848
-4.66133067,1.55144456,0.46040735,0.45969188,0.20037498,0.24586439,0.00078910,0.38774642,0.00035326,0.43229795
-4.65532766,1.57649613,0.46373495,0.47756552,0.20884619,0.24639481,0.00087821,0.38844258,0.00038443,0.43487239
-4.64932466,1.59942524,0.46600972,0.49592109,0.21765701,0.24625504,0.00097210,0.38801996,0.00041809,0.43630298
-4.64332166,1.62053966,0.46726988,0.51484294,0.22677245,0.24553622,0.00107033,0.38656086,0.00045392,0.43667076
