energy_ev,total_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.81390695,3.04665343,1.12883075,2.03383007,0.01115583,0.54494367,0.60737908,0.00000000
-5.80790395,3.10402091,1.14560895,2.07211082,0.01099965,0.55945446,0.61514657,0.00000000
-5.80190095,3.16723524,1.16199148,2.11661941,0.01086064,0.57323988,0.62537013,0.00000000
-5.79589795,3.23586572,1.17792988,2.16694858,0.01074115,0.58629235,0.63783062,0.00000000
-5.78989495,3.30957989,1.19342964,2.22272206,0.01064363,0.59866117,0.65229158,0.00000000
-5.78389195,3.38815094,1.20855027,2.28360078,0.01057063,0.61045363,0.66850192,0.00000000
-5.77788894,3.47145811,1.22340320,2.34928545,0.01052471,0.62183349,0.68619922,0.00000000
-5.77188594,3.55947953,1.23814742,2.41951502,0.01050841,0.63301641,0.70511340,0.00000000
-5.76588294,3.65227669,1.25298262,2.49406073,0.01052418,0.64426238,0.72497068,0.00000000
-5.75987994,3.74997080,1.26813976,2.57271556,0.01057421,0.65586528,0.74549747,0.00000000
-5.75387694,3.85271153,1.28386940,2.65527938,0.01066039,0.66813980,0.76642408,0.00000000
-5.74787394,3.96063914,1.30042801,2.74154039,0.01078408,0.68140620,0.78748802,0.00000000
-5.74187094,4.07384203,1.31806274,2.83125373,0.01094607,0.69597366,0.80843681,0.00000000
-5.73586793,4.19231157,1.33699560,2.92411844,0.01114639,0.71212271,0.82903011,0.00000000
-5.72986493,4.31589718,1.35740767,3.01975441,0.01138420,0.73008796,0.84904132,0.00000000
-5.72386193,4.44426427,1.37942443,3.11768078,0.01165771,0.75004165,0.86825860,0.00000000
-5.71785893,4.57685830,1.40310319,3.21729761,0.01196410,0.77207935,0.88648550,0.00000000
-5.71185593,4.71287762,1.42842349,3.31787251,0.01229949,0.79620827,0.90354140,0.00000000
-5.70585293,4.85125777,1.45528151,3.41853377,0.01265899,0.82233925,0.91926186,0.00000000
-5.69984992,4.99066942,1.48348892,3.51827118,0.01303669,0.85028285,0.93349922,0.00000000
-5.69384692,5.12953119,1.51277689,3.61594549,0.01342588,0.87975000,0.94612366,0.00000000
-5.68784392,5.26603813,1.54280515,3.71030692,0.01381908,0.91035743,0.95702472,0.00000000
-5.68184092,5.39820560,1.57317618,3.80002257,0.01420835,0.94163773,0.96611363,0.00000000
-5.67583792,5.52392728,1.60345387,3.88371221,0.01458547,0.97305373,0.97332621,0.00000000
-5.66983492,5.64104543,1.63318589,3.95999115,0.01494217,1.00401671,0.97862657,0.00000000
-5.66383192,5.74743023,1.66192886,4.02751853,0.01527049,1.03390761,0.98201120,0.00000000
-5.65782891,5.84106501,1.68927468,4.08504901,0.01556298,1.06210015,0.98351343,0.00000000
-5.65182591,5.92013294,1.71487695,4.13148536,0.01581299,1.08798507,0.98320785,0.00000000
-5.64582291,5.98310107,1.73847570,4.16592936,0.01601493,1.11099401,0.98121439,0.00000000
-5.63981991,6.02879737,1.75991905,4.18772845,0.01616447,1.13062211,0.97770161,0.00000000
-5.63381691,6.05647637,1.77918050,4.19651537,0.01625871,1.14644804,0.97288897,0.00000000
-5.62781391,6.06587003,1.79637052,4.19223876,0.01629627,1.15815070,0.96704753,0.00000000
-5.62181091,6.05722057,1.81174181,4.17518265,0.01627740,1.16552151,0.96049892,0.00000000
-5.61580790,6.03129327,1.82568754,4.14597342,0.01620391,1.16847202,0.95361231,0.00000000
-5.60980490,5.98936794,1.83873239,4.10557364,0.01607915,1.16703625,0.94679918,0.00000000
-5.60380190,5.93320905,1.85151677,4.05526230,0.01590788,1.16136784,0.94050597,0.00000000
-5.59779890,5.86501546,1.86477467,3.99660231,0.01569607,1.15173225,0.93520461,0.00000000
-5.59179590,5.78735167,1.87930614,3.93139603,0.01545067,1.13849438,0.93138121,0.00000000
-5.58579290,5.70306355,1.89594554,3.86163093,0.01517940,1.12210237,0.92952309,0.00000000
-5.57978989,5.61518212,1.91552706,3.78941724,0.01489042,1.10306846,0.93010470,0.00000000
-5.57378689,5.52681963,1.93884891,3.71692049,0.01459206,1.08194785,0.93357282,0.00000000
-5.56778389,5.44106228,1.96663789,3.64629144,0.01429252,1.05931668,0.94033152,0.00000000
-5.56178089,5.36086438,1.99951578,3.57959668,0.01399959,1.03575022,0.95072748,0.00000000
-5.55577789,5.28894815,2.03796899,3.51875241,0.01372041,1.01180219,0.96503622,0.00000000
-5.54977489,5.22771341,2.08232271,3.46546423,0.01346122,0.98798630,0.98344965,0.00000000
-5.54377189,5.17916063,2.13272059,3.42117541,0.01322724,0.96476062,1.00606559,0.00000000
-5.53776888,5.14483022,2.18911070,3.38702526,0.01302248,0.94251541,1.03287939,0.00000000
-5.53176588,5.12576001,2.25123821,3.36381937,0.01284970,0.92156492,1.06377831,0.00000000
-5.52576288,5.12246243,2.31864513,3.35201253,0.01271037,0.90214311,1.09853863,0.00000000
-5.51975988,5.13492153,2.39067697,3.35170458,0.01260470,0.88440345,1.13682577,0.00000000
-5.51375688,5.16260957,2.46649611,3.36264933,0.01253173,0.86842253,1.17819753,0.00000000
-5.50775388,5.20452198,2.54510137,3.38427559,0.01248941,0.85420699,1.22211034,0.00000000
-5.50175088,5.25922900,2.62535325,3.41571944,0.01247476,0.84170336,1.26792847,0.00000000
-5.49574787,5.32494146,2.70600393,3.45586616,0.01248407,0.83081018,1.31493613,0.00000000
-5.48974487,5.39958819,2.78573129,3.50340008,0.01251305,0.82139162,1.36235199,0.00000000
-5.48374187,5.48090179,2.86317585,3.55686026,0.01255709,0.81329197,1.40934603,0.00000000
-5.47773887,5.56650962,2.93697965,3.61470003,0.01261141,0.80635026,1.45505825,0.00000000
-5.47173587,5.65402660,3.00582609,3.67534790,0.01267133,0.80041432,1.49861875,0.00000000
-5.46573287,5.74114657,3.06847932,3.73726785,0.01273240,0.79535377,1.53916873,0.00000000
-5.45972986,5.82572890,3.12382233,3.79901666,0.01279059,0.79107120,1.57588192,0.00000000
-5.45372686,5.90587738,3.17089239,3.85929627,0.01284249,0.78751138,1.60798571,0.00000000
-5.44772386,5.98000853,3.20891274,3.91699932,0.01288537,0.78466784,1.63478137,0.00000000
-5.44172086,6.04690702,3.23731941,3.97124616,0.01291731,0.78258691,1.65566289,0.00000000
-5.43571786,6.10576595,3.25578215,4.02141202,0.01293726,0.78136879,1.67013354,0.00000000
-5.42971486,6.15621065,3.26421851,4.06714321,0.01294506,0.78116582,1.67781975,0.00000000
-5.42371186,6.19830477,3.26280036,4.10836176,0.01294147,0.78217793,1.67848163,0.00000000
-5.41770885,6.23253834,3.25195215,4.14525819,0.01292810,0.78464536,1.67201982,0.00000000
-5.41170585,6.25979798,3.23234087,4.17827254,0.01290736,0.78883911,1.65847813,0.00000000
-5.40570285,6.28132002,3.20485735,4.20806440,0.01288239,0.79504916,1.63804196,0.00000000
-5.39969985,6.29862830,3.17058955,4.23547289,0.01285688,0.80357114,1.61103231,0.00000000
-5.39369685,6.31345866,3.13078821,4.26146816,0.01283499,0.81469164,1.57789567,0.00000000
-5.38769385,6.32767307,3.08682606,4.28709644,0.01282112,0.82867295,1.53918994,0.00000000
-5.38169085,6.34316672,3.04015172,4.31342072,0.01281979,0.84573764,1.49556697,0.00000000
-5.37568784,6.36177183,2.99224007,4.34145965,0.01283539,0.86605352,1.44775238,0.00000000
-5.36968484,6.38516226,2.94454078,4.37212745,0.01287203,0.88971981,1.39652328,0.00000000
-5.36368184,6.41476304,2.89842695,4.40617739,0.01293331,0.91675488,1.34268498,0.00000000
-5.35767884,6.45166883,2.85514604,4.44415145,0.01302216,0.94708625,1.28704734,0.00000000
-5.35167584,6.49657510,2.81577500,4.48633877,0.01314066,0.98054333,1.23040189,0.00000000
-5.34567284,6.54972530,2.78118142,4.53274462,0.01328990,1.01685336,1.17350045,0.00000000
-5.33966983,6.61087653,2.75199253,4.58307175,0.01346983,1.05564078,1.11703619,0.00000000
-5.33366683,6.67928570,2.72857319,4.63671501,0.01367923,1.09643033,1.06162755,0.00000000
-5.32766383,6.75371684,2.71101407,4.69276965,0.01391562,1.13865393,1.00780578,0.00000000
-5.32166083,6.83246974,2.69913025,4.75005312,0.01417528,1.18166119,0.95600636,0.00000000
-5.31565783,6.91342854,2.69247068,4.80713945,0.01445331,1.22473332,0.90656429,0.00000000
-5.30965483,6.99412856,2.69033768,4.86240477,0.01474368,1.26710009,0.85971342,0.00000000
-5.30365183,7.07183829,2.69181598,4.91408186,0.01503940,1.30795922,0.81558952,0.00000000
-5.29764882,7.14365315,2.69580978,4.96032146,0.01533267,1.34649761,0.77423665,0.00000000
-5.29164582,7.20659678,2.70108628,4.99925742,0.01561510,1.38191353,0.73561639,0.00000000
-5.28564282,7.25772561,2.70632382,5.02907303,0.01587796,1.41343905,0.69961935,0.00000000
-5.27963982,7.29423218,2.71016245,5.04806549,0.01611241,1.44036183,0.66607824,0.00000000
-5.27363682,7.31354292,2.71125491,5.05470588,0.01630979,1.46204535,0.63478184,0.00000000
-5.26763382,7.31340635,2.70831581,5.04769225,0.01646188,1.47794690,0.60548925,0.00000000
-5.26163082,7.29196838,2.70016706,5.02599371,0.01656115,1.48763257,0.57794371,0.00000000
-5.25562781,7.24783200,2.68577782,4.98888410,0.01660105,1.49078874,0.55188553,0.00000000
-5.24962481,7.18009934,2.66429754,4.93596417,0.01657613,1.48722962,0.52706361,0.00000000
-5.24362181,7.08839524,2.63508100,4.86717191,0.01648230,1.47690057,0.50324524,0.00000000
-5.23761881,6.97287220,2.59770466,4.78278121,0.01631692,1.45987738,0.48022395,0.00000000
-5.23161581,6.83419717,2.55197413,4.68338944,0.01607888,1.43636131,0.45782526,0.00000000
-5.22561281,6.67352210,2.49792294,4.56989520,0.01576867,1.40667056,0.43591035,0.00000000
-5.21960980,6.49243987,2.43580307,4.44346754,0.01538829,1.37122836,0.41437772,0.00000000
-5.21360680,6.29292861,2.36606824,4.30550856,0.01494124,1.33054851,0.39316294,0.00000000
-5.20760380,6.07728701,2.28935108,4.15761115,0.01443238,1.28521878,0.37223692,0.00000000
-5.20160080,5.84806387,2.20643549,4.00151382,0.01386778,1.23588318,0.35160270,0.00000000
-5.19559780,5.60798488,2.11822571,3.83905443,0.01325452,1.18322365,0.33129127,0.00000000
-5.18959480,5.35987947,2.02571366,3.67212462,0.01260048,1.12794187,0.31135665,0.00000000
-5.18359180,5.10661032,1.92994579,3.50262632,0.01191411,1.07074201,0.29187058,0.00000000
-5.17758879,4.85100784,1.83199108,3.33243157,0.01120421,1.01231472,0.27291696,0.00000000
-5.17158579,4.59581129,1.73291108,3.16334673,0.01047964,0.95332309,0.25458656,0.00000000
-5.16558279,4.34361780,1.63373315,2.99708163,0.00974916,0.89439063,0.23697199,0.00000000
-5.15957979,4.09684033,1.53542755,2.83522408,0.00902118,0.83609171,0.22016316,0.00000000
-5.15357679,3.85767475,1.43888876,2.67921993,0.00830360,0.77894436,0.20424344,0.00000000
-5.14757379,3.62807612,1.34492152,2.53035866,0.00760364,0.72340557,0.18928655,0.00000000
-5.14157079,3.40974401,1.25423134,2.38976421,0.00692774,0.66986877,0.17535421,0.00000000
-5.13556778,3.20411597,1.16741936,2.25839076,0.00628145,0.61866351,0.16249460,0.00000000
-5.12956478,3.01236863,1.08498137,2.13702306,0.00566940,0.57005687,0.15074159,0.00000000
-5.12356178,2.83542544,1.00731027,2.02628068,0.00509527,0.52425647,0.14011469,0.00000000
-5.11755878,2.67396985,0.93470151,1.92662584,0.00456178,0.48141468,0.13061959,0.00000000
-5.11155578,2.52846322,0.86736094,1.83837408,0.00407079,0.44163367,0.12224930,0.00000000
-5.10555278,2.39916590,0.80541425,1.76170718,0.00362327,0.40497112,0.11498569,0.00000000
-5.09954977,2.28616086,0.74891755,1.69668784,0.00321946,0.37144619,0.10880131,0.00000000
-5.09354677,2.18937833,0.69786833,1.64327526,0.00285891,0.34104551,0.10366142,0.00000000
-5.08754377,2.10862075,0.65221624,1.60134117,0.00254060,0.31372897,0.09952605,0.00000000
-5.08154077,2.04358672,0.61187333,1.57068538,0.00226301,0.28943514,0.09635202,0.00000000
-5.07553777,1.99389317,0.57672312,1.55105038,0.00202426,0.26808607,0.09409476,0.00000000
-5.06953477,1.95909463,0.54662833,1.54213411,0.00182216,0.24959147,0.09270985,0.00000000
-5.06353177,1.93869904,0.52143694,1.54360046,0.00165434,0.23385206,0.09215418,0.00000000
-5.05752876,1.93217929,0.50098643,1.55508675,0.00151828,0.22076214,0.09238673,0.00000000
-5.05152576,1.93898007,0.48510618,1.57620797,0.00141140,0.21021129,0.09336883,0.00000000
-5.04552276,1.95851985,0.47361807,1.60655740,0.00133110,0.20208523,0.09506401,0.00000000
-5.03951976,1.99018796,0.46633540,1.64570362,0.00127482,0.19626596,0.09743736,0.00000000
-5.03351676,2.03333730,0.46306044,1.69318414,0.00124002,0.19263118,0.10045446,0.00000000
-5.02751376,2.08727315,0.46358085,1.74849608,0.00122425,0.19105324,0.10408004,0.00000000
-5.02151076,2.15123923,0.46766550,1.81108461,0.00122512,0.19139760,0.10827640,0.00000000
-5.01550775,2.22440219,0.47506003,1.88033025,0.00124033,0.19352118,0.11300166,0.00000000
-5.00950475,2.30583615,0.48548275,1.95553601,0.00126766,0.19727063,0.11820816,0.00000000
-5.00350175,2.39450872,0.49862126,2.03591580,0.00130493,0.20248084,0.12384092,0.00000000
-4.99749875,2.48927052,0.51413043,2.12058548,0.00135006,0.20897385,0.12983649,0.00000000
-4.99149575,2.58884944,0.53163199,2.20855781,0.00140100,0.21655832,0.13612223,0.00000000
-4.98549275,2.69185144,0.55071619,2.29874253,0.00145578,0.22502979,0.14261610,0.00000000
-4.97948974,2.79676872,0.57094570,2.38995244,0.00151249,0.23417172,0.14922720,0.00000000
-4.97348674,2.90199610,0.59186180,2.48091627,0.00156928,0.24375759,0.15585685,0.00000000
-4.96748374,3.00585578,0.61299281,2.57029824,0.00162438,0.25355383,0.16240040,0.00000000
-4.96148074,3.10663005,0.63386463,2.65672435,0.00167612,0.26332368,0.16874973,0.00000000
-4.95547774,3.20260107,0.65401274,2.73881445,0.00172295,0.27283187,0.17479620,0.00000000
-4.94947474,3.29209614,0.67299543,2.81521907,0.00176343,0.28184986,0.18043407,0.00000000
-4.94347174,3.37353650,0.69040745,2.88465929,0.00179631,0.29016147,0.18556415,0.00000000
-4.93746873,3.44548740,0.70589334,2.94596783,0.00182052,0.29756869,0.19009753,0.00000000
-4.93146573,3.50670664,0.71915982,2.99812925,0.00183517,0.30389726,0.19395914,0.00000000
-4.92546273,3.55618925,0.72998642,3.04031710,0.00183963,0.30900188,0.19709100,0.00000000
-4.91945973,3.59320546,0.73823363,3.07192599,0.00183349,0.31277065,0.19945490,0.00000000
-4.91345673,3.61733007,0.74384815,3.09259667,0.00181658,0.31512860,0.20103443,0.00000000
-4.90745373,3.62846114,0.74686471,3.10223275,0.00178900,0.31604002,0.20183613,0.00000000
-4.90145073,3.62682705,0.74740423,3.10100791,0.00175108,0.31550952,0.20188971,0.00000000
-4.89544772,3.61298124,0.74566836,3.08936326,0.00170338,0.31358174,0.20124741,0.00000000
-4.88944472,3.58778492,0.74193058,3.06799487,0.00164669,0.31033963,0.19998227,0.00000000
-4.88344172,3.55237850,0.73652413,3.03783211,0.00158199,0.30590158,0.19818569,0.00000000
-4.87743872,3.50814332,0.72982743,3.00000796,0.00151039,0.30041726,0.19596410,0.00000000
-4.87143572,3.45665560,0.72224771,2.95582298,0.00143317,0.29406260,0.19343514,0.00000000
-4.86543272,3.39963505,0.71420355,2.90670459,0.00135166,0.28703405,0.19072338,0.00000000
-4.85942971,3.33889055,0.70610731,2.85416388,0.00126728,0.27954240,0.18795583,0.00000000
-4.85342671,3.27626569,0.69834826,2.79975191,0.00118143,0.27180638,0.18525752,0.00000000
-4.84742371,3.21358628,0.69127715,2.74501740,0.00109551,0.26404638,0.18274718,0.00000000
-4.84142071,3.15261220,0.68519314,2.69146741,0.00101089,0.25647852,0.18053344,0.00000000
-4.83541771,3.09499499,0.68033338,2.64053245,0.00092881,0.24930914,0.17871148,0.00000000
-4.82941471,3.04224238,0.67686585,2.59353664,0.00085046,0.24273006,0.17736041,0.00000000
-4.82341171,2.99569031,0.67488563,2.55167350,0.00077687,0.23691447,0.17654128,0.00000000
-4.81740870,2.95648233,0.67441450,2.51598729,0.00070896,0.23201376,0.17629597,0.00000000
-4.81140570,2.92555598,0.67540381,2.48735947,0.00064750,0.22815494,0.17664676,0.00000000
-4.80540270,2.90363511,0.67774025,2.46649952,0.00059309,0.22543898,0.17759656,0.00000000
-4.79939970,2.89122711,0.68125396,2.45393934,0.00054620,0.22393963,0.17912983,0.00000000
-4.79339670,2.88862365,0.68572853,2.45003014,0.00050716,0.22370291,0.18121389,0.00000000
-4.78739370,2.89590367,0.69091204,2.45494094,0.00047613,0.22474693,0.18380074,0.00000000
-4.78139070,2.91293766,0.69652875,2.46865800,0.00045315,0.22706212,0.18682897,0.00000000
-4.77538769,2.93939222,0.70229053,2.49098450,0.00043810,0.23061168,0.19022594,0.00000000
-4.76938469,2.97473466,0.70790763,2.52154057,0.00043078,0.23533225,0.19390993,0.00000000
-4.76338169,3.01823750,0.71309826,2.55976354,0.00043082,0.24113473,0.19779219,0.00000000
-4.75737869,3.06898319,0.71759672,2.60490910,0.00043779,0.24790541,0.20177896,0.00000000
-4.75137569,3.12586999,0.72115968,2.65605405,0.00045113,0.25550718,0.20577326,0.00000000
-4.74537269,3.18761973,0.72357077,2.71210164,0.00047020,0.26378121,0.20967659,0.00000000
-4.73936968,3.25278881,0.72464331,2.77179046,0.00049426,0.27254894,0.21339040,0.00000000
-4.73336668,3.31978345,0.72422153,2.83370803,0.00052251,0.28161455,0.21681751,0.00000000
-4.72736368,3.38688031,0.72218042,2.89630979,0.00055410,0.29076804,0.21986346,0.00000000
-4.72136068,3.45225311,0.71842454,2.95794416,0.00058811,0.29978879,0.22243773,0.00000000
-4.71535768,3.51400569,0.71288616,3.01688378,0.00062361,0.30844987,0.22445509,0.00000000
-4.70935468,3.57021131,0.70552309,3.07136279,0.00065961,0.31652277,0.22583692,0.00000000
-4.70335168,3.61895760,0.69631639,3.11961922,0.00069518,0.32378272,0.22651256,0.00000000
-4.69734867,3.65839584,0.68526836,3.15994150,0.00072935,0.33001431,0.22642072,0.00000000
-4.69134567,3.68679308,0.67240087,3.19071734,0.00076123,0.33501730,0.22551097,0.00000000
-4.68534267,3.70258479,0.65775421,3.21048305,0.00078998,0.33861239,0.22374506,0.00000000
-4.67933967,3.70442601,0.64138641,3.21797110,0.00081483,0.34064669,0.22109827,0.00000000
-4.67333667,3.69123827,0.62337303,3.21215382,0.00083511,0.34099870,0.21756056,0.00000000
-4.66733367,3.66225012,0.60380726,3.19228085,0.00085028,0.33958248,0.21313744,0.00000000
-4.66133067,3.61702895,0.58280015,3.15790868,0.00085990,0.33635085,0.20785057,0.00000000
-4.65532766,3.55550250,0.56048087,3.10892043,0.00086368,0.33129743,0.20173797,0.00000000
-4.64932466,3.47796866,0.53699663,3.04553509,0.00086150,0.32445741,0.19485377,0.00000000
-4.64332166,3.38509300,0.51251233,2.96830545,0.00085335,0.31590693,0.18726754,0.00000000
-4.63731866,3.27789406,0.48720958,2.87810497,0.00083938,0.30576112,0.17906315,0.00000000
-4.63131566,3.15771710,0.46128514,2.77610407,0.00081990,0.29417096,0.17033716,0.00000000
-4.62531266,3.02619742,0.43494871,2.66373731,0.00079531,0.28131890,0.16119690,0.00000000
-4.61930965,2.88521542,0.40842011,2.54266287,0.00076616,0.26741365,0.15175814,0.00000000
-4.61330665,2.73684522,0.38192594,2.41471651,0.00073309,0.25268422,0.14214261,0.00000000
-4.60730365,2.58329966,0.35569585,2.28186217,0.00069681,0.23737357,0.13247532,0.00000000
-4.60130065,2.42687391,0.32995864,2.14614156,0.00065813,0.22173214,0.12288199,0.00000000
-4.59529765,2.26989041,0.30493824,2.00962481,0.00061788,0.20601140,0.11348638,0.00000000
-4.58929465,2.11464720,0.28085002,1.87436432,0.00057693,0.19045796,0.10440798,0.00000000
-4.58329165,1.96337164,0.25789725,1.74235342,0.00053619,0.17530806,0.09575983,0.00000000
-4.57728864,1.81818071,0.23626828,1.61549092,0.00049656,0.16078296,0.08764675,0.00000000
-4.57128564,1.68104909,0.21613411,1.49555253,0.00045895,0.14708512,0.08016381,0.00000000
-4.56528264,1.55378502,0.19764683,1.38416931,0.00042428,0.13439536,0.07339532,0.00000000
-4.55927964,1.43801402,0.18093864,1.28281292,0.00039347,0.12287085,0.06741403,0.00000000
-4.55327664,1.33516964,0.16612151,1.19278716,0.00036745,0.11264411,0.06228079,0.00000000
-4.54727364,1.24649035,0.15328758,1.11522480,0.00034715,0.10382266,0.05804436,0.00000000
-4.54127064,1.17302114,0.14250983,1.05108850,0.00033357,0.09648948,0.05474158,0.00000000
-4.53526763,1.11561835,0.13384326,1.00117451,0.00032769,0.09070389,0.05239762,0.00000000
-4.52926463,1.07495639,0.12732619,0.96611779,0.00033058,0.08650289,0.05102639,0.00000000
-4.52326163,1.05153464,0.12298163,0.94639734,0.00034334,0.08390272,0.05063095,0.00000000
-4.51725863,1.04568352,0.12081849,0.94234048,0.00036716,0.08290049,0.05120398,0.00000000
-4.51125563,1.05756856,0.12083268,0.95412539,0.00040327,0.08347585,0.05272814,0.00000000
-4.50525263,1.08719198,0.12300778,0.98178127,0.00045296,0.08559251,0.05517648,0.00000000
-4.49924962,1.13439129,0.12731535,1.02518592,0.00051757,0.08919962,0.05851270,0.00000000
-4.49324662,1.19883511,0.13371483,1.08406084,0.00059846,0.09423288,0.06269139,0.00000000
-4.48724362,1.28001663,0.14215298,1.15796436,0.00069697,0.10061553,0.06765825,0.00000000
-4.48124062,1.37724542,0.15256291,1.24628341,0.00081439,0.10825897,0.07335029,0.00000000
-4.47523762,1.48963855,0.16486277,1.34822501,0.00095192,0.11706337,0.07969604,0.00000000
-4.46923462,1.61611236,0.17895425,1.46280858,0.00111059,0.12691804,0.08661591,0.00000000
-4.46323162,1.75537601,0.19472085,1.58886023,0.00129118,0.13770172,0.09402251,0.00000000
-4.45722861,1.90592827,0.21202623,1.72501032,0.00149420,0.14928295,0.10182129,0.00000000
-4.45122561,2.06605874,0.23071270,1.86969543,0.00171977,0.16152047,0.10991118,0.00000000
-4.44522261,2.23385460,0.25059995,2.02116569,0.00196758,0.17426365,0.11818555,0.00000000
-4.43921961,2.40721390,0.27148438,2.17749831,0.00223679,0.18735333,0.12653322,0.00000000
-4.43321661,2.58386581,0.29313888,2.33661778,0.00252602,0.20062265,0.13483984,0.00000000
-4.42721361,2.76139830,0.31531349,2.49632287,0.00283326,0.21389842,0.14298926,0.00000000
-4.42121061,2.93729305,0.33773684,2.65432037,0.00315590,0.22700260,0.15086521,0.00000000
-4.41520760,3.10896715,0.36011855,2.80826489,0.00349068,0.23975430,0.15835302,0.00000000
-4.40920460,3.27382072,0.38215265,2.95580396,0.00383373,0.25197199,0.16534146,0.00000000
-4.40320160,3.42928937,0.40352198,3.09462709,0.00418062,0.26347609,0.17172464,0.00000000
-4.39719860,3.57289974,0.42390348,3.22251735,0.00452645,0.27409187,0.17740390,0.00000000
-4.39119560,3.70232658,0.44297446,3.33740382,0.00486591,0.28365255,0.18228968,0.00000000
-4.38519260,3.81544923,0.46041943,3.43741280,0.00519347,0.29200257,0.18630324,0.00000000
-4.37918959,3.91040543,0.47593755,3.52091612,0.00550343,0.29900098,0.18937828,0.00000000
-4.37318659,3.98564049,0.48925029,3.58657437,0.00579019,0.30452474,0.19146238,0.00000000
-4.36718359,4.03994960,0.50010904,3.63337341,0.00604832,0.30847190,0.19251816,0.00000000
-4.36118059,4.07251160,0.50830246,3.66065247,0.00627281,0.31076454,0.19252415,0.00000000
-4.35517759,4.08291265,0.51366313,3.66812265,0.00645918,0.31135124,0.19147539,0.00000000
-4.34917459,4.07115855,0.51607330,3.65587466,0.00660367,0.31020910,0.18938363,0.00000000
-4.34317159,4.03767504,0.51546935,3.62437560,0.00670335,0.30734511,0.18627715,0.00000000
-4.33716858,3.98329585,0.51184481,3.57445449,0.00675624,0.30279672,0.18220027,0.00000000
-4.33116558,3.90923859,0.50525173,3.50727701,0.00676139,0.29663176,0.17721236,0.00000000
-4.32516258,3.81706959,0.49580021,3.42431048,0.00671892,0.28894736,0.17138658,0.00000000
-4.31915958,3.70865857,0.48365618,3.32728025,0.00662999,0.27986821,0.16480823,0.00000000
-4.31315658,3.58612507,0.46903738,3.21811914,0.00649683,0.26954384,0.15757279,0.00000000
-4.30715358,3.45177866,0.45220771,3.09891205,0.00632262,0.25814531,0.14978370,0.00000000
