energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.52576288,4.77387830,0.01458002,0.07324541,0.01085571,1.19165948,3.02946646,1.74059063,0.00000000
-5.51975988,4.52489538,0.01323158,0.06639507,0.00980318,1.11314498,2.90277219,1.64131260,0.00000000
-5.51375688,4.28341819,0.01194775,0.05990321,0.00881313,1.03524561,2.78276570,1.54255851,0.00000000
-5.50775388,4.05068087,0.01073420,0.05379337,0.00788677,0.95860770,2.66950753,1.44516700,0.00000000
-5.50175088,3.82772980,0.00959549,0.04808457,0.00702510,0.88384401,2.56295579,1.34991589,0.00000000
-5.49574787,3.61541147,0.00853506,0.04279147,0.00622887,0.81152246,2.46297248,1.25750866,0.00000000
-5.48974487,3.41437294,0.00755530,0.03792459,0.00549854,0.74215751,2.36933708,1.16856544,0.00000000
-5.48374187,3.22507447,0.00665760,0.03349075,0.00483420,0.67620435,2.28176682,1.08361878,0.00000000
-5.47773887,3.04781317,0.00584248,0.02949356,0.00423564,0.61405626,2.19994263,1.00311373,0.00000000
-5.47173587,2.88275587,0.00510968,0.02593405,0.00370236,0.55604463,2.12353929,0.92741216,0.00000000
-5.46573287,2.72997903,0.00445833,0.02281141,0.00323364,0.50244179,2.05225799,0.85680062,0.00000000
-5.45972986,2.58951278,0.00388711,0.02012369,0.00282862,0.45346600,1.98585946,0.79150093,0.00000000
-5.45372686,2.46138630,0.00339435,0.01786866,0.00248644,0.40928828,1.92419535,0.73168278,0.00000000
-5.44772386,2.34567155,0.00297827,0.01604455,0.00220630,0.37004044,1.86723608,0.67747735,0.00000000
-5.44172086,2.24252226,0.00263708,0.01465078,0.00198764,0.33582378,1.81509291,0.62899098,0.00000000
-5.43571786,2.15220579,0.00236915,0.01368859,0.00183019,0.30671786,1.76803287,0.58631823,0.00000000
-5.42971486,2.07512540,0.00217312,0.01316160,0.00173416,0.28278878,1.72648482,0.54955321,0.00000000
-5.42371186,2.01183135,0.00204803,0.01307615,0.00170026,0.26409644,1.69103601,0.51879883,0.00000000
-5.41770885,1.96301954,0.00199340,0.01344148,0.00172984,0.25070038,1.66241850,0.49417326,0.00000000
-5.41170585,1.92951744,0.00200926,0.01426972,0.00182489,0.24266388,1.64148547,0.47581323,0.00000000
-5.40570285,1.91225723,0.00209618,0.01557564,0.00198812,0.24005602,1.62917810,0.46387415,0.00000000
-5.39969985,1.91223736,0.00225527,0.01737614,0.00222291,0.24295164,1.62648404,0.45852693,0.00000000
-5.39369685,1.93047378,0.00248813,0.01968961,0.00253330,0.25142923,1.63438899,0.45995159,0.00000000
-5.38769385,1.96794310,0.00279678,0.02253495,0.00292395,0.26556677,1.65382342,0.46832830,0.00000000
-5.38169085,2.02552026,0.00318352,0.02593047,0.00340001,0.28543586,1.68560675,0.48382592,0.00000000
-5.37568784,2.10391367,0.00365083,0.02989269,0.00396700,0.31109439,1.73039148,0.50658901,0.00000000
-5.36968484,2.20360104,0.00420120,0.03443493,0.00463070,0.34257817,1.78861006,0.53672379,0.00000000
-5.36368184,2.32476923,0.00483696,0.03956594,0.00539694,0.37989211,1.86042702,0.57428386,0.00000000
-5.35767884,2.46726143,0.00556009,0.04528858,0.00627145,0.42300134,1.94569914,0.61925655,0.00000000
-5.35167584,2.63053477,0.00637203,0.05159849,0.00725963,0.47182285,2.04394585,0.67155052,0.00000000
-5.34567284,2.81363091,0.00727351,0.05848309,0.00836640,0.52621830,2.15433175,0.73098558,0.00000000
-5.33966983,3.01516206,0.00826442,0.06592071,0.00959597,0.58598834,2.27566299,0.79728519,0.00000000
-5.33366683,3.23331371,0.00934359,0.07388011,0.01095169,0.65086903,2.40639801,0.87007231,0.00000000
-5.32766383,3.46586504,0.01050876,0.08232034,0.01243586,0.72053055,2.54467326,0.94886891,0.00000000
-5.32166083,3.71022682,0.01175645,0.09119101,0.01404968,0.79457850,2.68834318,1.03309946,0.00000000
-5.31565783,3.96349601,0.01308199,0.10043297,0.01579308,0.87255790,2.83503338,1.12209834,0.00000000
-5.30965483,4.22252507,0.01447949,0.10997946,0.01766478,0.95395969,2.98220524,1.21512100,0.00000000
-5.30365183,4.48400363,0.01594193,0.11975759,0.01966224,1.03822960,3.12722931,1.31135848,0.00000000
-5.29764882,4.74454894,0.01746131,0.12969012,0.02178184,1.12477894,3.26746480,1.40995478,0.00000000
-5.29164582,5.00080144,0.01902877,0.13969761,0.02401898,1.21299686,3.40034162,1.51002611,0.00000000
-5.28564282,5.24952118,0.02063485,0.14970052,0.02636838,1.30226341,3.52344156,1.61068146,0.00000000
-5.27963982,5.48768066,0.02226974,0.15962151,0.02882435,1.39196276,3.63457500,1.71104325,0.00000000
-5.27363682,5.71254998,0.02392355,0.16938754,0.03138125,1.48149589,3.73184980,1.81026719,0.00000000
-5.26763382,5.92177025,0.02558662,0.17893178,0.03403390,1.57029199,3.81372932,1.90756045,0.00000000
-5.26163082,6.11341208,0.02724986,0.18819513,0.03677815,1.65781810,3.87907693,2.00219720,0.00000000
-5.25562781,6.28601648,0.02890505,0.19712742,0.03961144,1.74358644,3.92718532,2.09353078,0.00000000
-5.24962481,6.43861657,0.03054514,0.20568795,0.04253341,1.82715909,3.95778936,2.18100222,0.00000000
-5.24362181,6.57073947,0.03216451,0.21384562,0.04554652,1.90814980,3.97106225,2.26414448,0.00000000
-5.23761881,6.68238877,0.03375922,0.22157837,0.04865665,1.98622317,3.96759547,2.34258268,0.00000000
-5.23161581,6.77400907,0.03532718,0.22887221,0.05187360,2.06109111,3.94836382,2.41603035,0.00000000
-5.22561281,6.84643478,0.03686822,0.23571974,0.05521160,2.13250728,3.91467760,2.48428225,0.00000000
-5.21960980,6.90082635,0.03838416,0.24211828,0.05868959,2.20025971,3.86812435,2.54720423,0.00000000
-5.21360680,6.93859756,0.03987873,0.24806784,0.06233141,2.26416260,3.81050319,2.60472119,0.00000000
-5.20760380,6.96133765,0.04135745,0.25356898,0.06616571,2.32404758,3.74375492,2.65680365,0.00000000
-5.20160080,6.97073241,0.04282734,0.25862071,0.07022571,2.37975547,3.66989092,2.70345421,0.00000000
-5.19559780,6.96848791,0.04429665,0.26321865,0.07454859,2.43112894,3.59092409,2.74469447,0.00000000
-5.18959480,6.95626035,0.04577439,0.26735354,0.07917468,2.47800669,3.50880444,2.78055338,0.00000000
-5.18359180,6.93559486,0.04726989,0.27101019,0.08414627,2.52021960,3.42536171,2.81105757,0.00000000
-5.17758879,6.90787521,0.04879218,0.27416704,0.08950621,2.55758899,3.34225671,2.83622411,0.00000000
-5.17158579,6.87428610,0.05034946,0.27679625,0.09529613,2.58992720,3.26094280,2.85605607,0.00000000
-5.16558279,6.83578822,0.05194846,0.27886444,0.10155453,2.61704027,3.18263790,2.87054072,0.00000000
-5.15957979,6.79310627,0.05359382,0.28033395,0.10831458,2.63873254,3.10830728,2.87965052,0.00000000
-5.15357679,6.74672878,0.05528756,0.28116459,0.11560195,2.65481285,3.03865675,2.88334627,0.00000000
-5.14757379,6.69691867,0.05702856,0.28131576,0.12343246,2.66510166,2.97413525,2.88158230,0.00000000
-5.14157079,6.64373247,0.05881218,0.28074881,0.13180997,2.66943889,2.91494588,2.87431283,0.00000000
-5.13556778,6.58704667,0.06063000,0.27942945,0.14072436,2.66769168,2.86106396,2.86149930,0.00000000
-5.12956478,6.52658867,0.06246975,0.27733013,0.15014989,2.65976173,2.81226070,2.84311776,0.00000000
-5.12356178,6.46197088,0.06431535,0.27443214,0.16004393,2.64559178,2.76813094,2.81916605,0.00000000
-5.11755878,6.39272578,0.06614723,0.27072744,0.17034629,2.62517087,2.72812371,2.78967027,0.00000000
-5.11155578,6.31834071,0.06794280,0.26621998,0.18097912,2.59853820,2.69157422,2.75469011,0.00000000
-5.10555278,6.23829106,0.06967707,0.26092651,0.19184746,2.56578557,2.65773621,2.71432306,0.00000000
-5.09954977,6.15207100,0.07132353,0.25487680,0.20284059,2.52705821,2.62581370,2.66870714,0.00000000
-5.09354677,6.05922116,0.07285510,0.24811336,0.21383399,2.48255437,2.59499140,2.61802247,0.00000000
-5.08754377,5.95935287,0.07424516,0.24069056,0.22469208,2.43252358,2.56446303,2.56249141,0.00000000
-5.08154077,5.85216882,0.07546871,0.23267330,0.23527148,2.37726402,2.53345726,2.50237780,0.00000000
-5.07553777,5.73748008,0.07650342,0.22413529,0.24542480,2.31711906,2.50126072,2.43798515,0.00000000
-5.06953477,5.61521941,0.07733069,0.21515708,0.25500478,2.25247327,2.46723774,2.36965419,0.00000000
-5.06353177,5.48545095,0.07793655,0.20582386,0.26386859,2.18374798,2.43084675,2.29775982,0.00000000
-5.05752876,5.34837617,0.07831232,0.19622325,0.27188217,2.11139661,2.39165292,2.22270760,0.00000000
-5.05152576,5.20433608,0.07845516,0.18644312,0.27892433,2.03589981,2.34933699,2.14492986,0.00000000
-5.04552276,5.05380952,0.07836826,0.17656953,0.28489045,1.95776036,2.30370018,2.06488143,0.00000000
-5.03951976,4.89740752,0.07806073,0.16668495,0.28969573,1.87749782,2.25466503,1.98303498,0.00000000
-5.03351676,4.73586350,0.07754728,0.15686667,0.29327753,1.79564301,2.20227235,1.89987602,0.00000000
-5.02751376,4.57001956,0.07684753,0.14718559,0.29559709,1.71273209,2.14667426,1.81589731,0.00000000
-5.02151076,4.40080876,0.07598511,0.13770528,0.29664015,1.62930026,2.08812377,1.73159287,0.00000000
-5.01550775,4.22923394,0.07498654,0.12848139,0.29641679,1.54587514,2.02696105,1.64745148,0.00000000
-5.00950475,4.05634356,0.07387995,0.11956135,0.29496028,1.46296983,1.96359724,1.56394983,0.00000000
-5.00350175,3.88320524,0.07269376,0.11098432,0.29232506,1.38107577,1.89849615,1.48154526,0.00000000
-4.99749875,3.71087817,0.07145524,0.10278140,0.28858410,1.30065555,1.83215490,1.40066858,0.00000000
-4.99149575,3.54038525,0.07018929,0.09497600,0.28382556,1.22213599,1.76508412,1.32171695,0.00000000
-4.98549275,3.37268657,0.06891727,0.08758434,0.27814919,1.14590166,1.69778885,1.24504727,0.00000000
-4.97948974,3.20865512,0.06765599,0.08061613,0.27166237,1.07228917,1.63075073,1.17097040,0.00000000
-4.97348674,3.04905624,0.06641711,0.07407521,0.26447634,1.00158268,1.56441265,1.09974649,0.00000000
-4.96748374,2.89453186,0.06520666,0.06796031,0.25670247,0.93401056,1.49916616,1.03158178,0.00000000
-4.96148074,2.74559025,0.06402505,0.06226578,0.24844901,0.86974390,1.43534259,0.96662708,0.00000000
-4.95547774,2.60260205,0.06286721,0.05698239,0.23981826,0.80889653,1.37320790,0.90497819,0.00000000
-4.94947474,2.46580279,0.06172324,0.05209800,0.23090440,0.75152710,1.31296162,0.84667825,0.00000000
-4.94347174,2.33530168,0.06057910,0.04759837,0.22179199,0.69764281,1.25473963,0.79172202,0.00000000
-4.93746873,2.21109636,0.05941775,0.04346782,0.21255516,0.64720490,1.19862065,0.74006209,0.00000000
-4.93146573,2.09309273,0.05822020,0.03968994,0.20325738,0.60013564,1.14463572,0.69161661,0.00000000
-4.92546273,1.98112872,0.05696688,0.03624827,0.19395191,0.55632650,1.09278020,0.64627834,0.00000000
-4.91945973,1.87500092,0.05563881,0.03312692,0.18468272,0.51564715,1.04302744,0.60392454,0.00000000
-4.91345673,1.77449240,0.05421890,0.03031119,0.17548569,0.47795496,0.99534330,0.56442742,0.00000000
-4.90745373,1.67940047,0.05269293,0.02778816,0.16639015,0.44310446,0.94970066,0.52766442,0.00000000
-4.90145073,1.58956297,0.05105058,0.02554721,0.15742041,0.41095651,0.90609321,0.49352814,0.00000000
-4.89544772,1.50488176,0.04928601,0.02358051,0.14859735,0.38138668,0.86454778,0.46193528,0.00000000
-4.88944472,1.42534244,0.04739837,0.02188340,0.13993978,0.35429258,0.82513465,0.43283432,0.00000000
-4.88344172,1.35102952,0.04539194,0.02045473,0.13146561,0.32959977,0.78797549,0.40621156,0.00000000
-4.87743872,1.28213647,0.04327610,0.01929708,0.12319268,0.30726622,0.75324864,0.38209531,0.00000000
-4.87143572,1.21897042,0.04106499,0.01841689,0.11513928,0.28728493,0.72119170,0.36055812,0.00000000
-4.86543272,1.16195152,0.03877701,0.01782440,0.10732439,0.26968495,0.69210140,0.34171680,0.00000000
-4.85942971,1.11160719,0.03643412,0.01753356,0.09976748,0.25453052,0.66633106,0.32573042,0.00000000
-4.85342671,1.06856166,0.03406108,0.01756167,0.09248819,0.24191855,0.64428585,0.31279631,0.00000000
-4.84742371,1.03352131,0.03168455,0.01792896,0.08550576,0.23197457,0.62641602,0.30314399,0.00000000
-4.84142071,1.00725640,0.02933219,0.01865797,0.07883827,0.22484716,0.61320866,0.29702752,0.00000000
-4.83541771,0.99057980,0.02703181,0.01977276,0.07250197,0.22070120,0.60517805,0.29471620,0.00000000
-4.82941471,0.98432332,0.02481054,0.02129797,0.06651052,0.21970999,0.60285496,0.29648402,0.00000000
-4.82341171,0.98931215,0.02269413,0.02325781,0.06087437,0.22204657,0.60677501,0.30259803,0.00000000
-4.81740870,1.00633798,0.02070633,0.02567481,0.05560027,0.22787447,0.61746626,0.31330602,0.00000000
-4.81140570,1.03613117,0.01886838,0.02856861,0.05069096,0.23733801,0.63543599,0.32882373,0.00000000
-4.80540270,1.07933244,0.01719872,0.03195458,0.04614505,0.25055261,0.66115678,0.34932202,0.00000000
-4.79939970,1.13646455,0.01571268,0.03584252,0.04195709,0.26759517,0.69505184,0.37491427,0.00000000
-4.79339670,1.20790435,0.01442239,0.04023535,0.03811783,0.28849504,0.73747963,0.40564453,0.00000000
-4.78739370,1.29385570,0.01333677,0.04512785,0.03461464,0.31322562,0.78871782,0.44147669,0.00000000
-4.78139070,1.39432401,0.01246148,0.05050566,0.03143203,0.34169712,0.84894682,0.48228518,0.00000000
-4.77538769,1.50909291,0.01179911,0.05634436,0.02855224,0.37375068,0.91823310,0.52784762,0.00000000
-4.76938469,1.63770399,0.01134920,0.06260887,0.02595596,0.40915418,0.99651283,0.57783980,0.00000000
-4.76338169,1.77944045,0.01110845,0.06925312,0.02362291,0.44759997,1.08357624,0.63183329,0.00000000
-4.75737869,1.93331560,0.01107078,0.07622009,0.02153250,0.48870480,1.17905357,0.68929615,0.00000000
-4.75137569,2.09806721,0.01122750,0.08344217,0.01966437,0.53201219,1.28240322,0.74959682,0.00000000
-4.74537269,2.27215861,0.01156740,0.09084198,0.01799886,0.57699715,1.39290319,0.81201138,0.00000000
-4.73936968,2.45378738,0.01207688,0.09833344,0.01651740,0.62307358,1.50964655,0.87573412,0.00000000
-4.73336668,2.64090220,0.01274005,0.10582333,0.01520275,0.66960398,1.63154184,0.93989141,0.00000000
-4.72736368,2.83122835,0.01353884,0.11321308,0.01403922,0.71591155,1.75731923,1.00355845,0.00000000
-4.72136068,3.02230190,0.01445317,0.12040085,0.01301273,0.76129417,1.88554300,1.06577854,0.00000000
-4.71535768,3.21151223,0.01546113,0.12728382,0.01211085,0.80504010,2.01463074,1.12558441,0.00000000
-4.70935468,3.39615245,0.01653921,0.13376059,0.01132276,0.84644479,2.14287929,1.18202079,0.00000000
-4.70335168,3.57347641,0.01766259,0.13973360,0.01063915,0.88482830,2.26849739,1.23416759,0.00000000
-4.69734867,3.74076105,0.01880551,0.14511158,0.01005218,0.91955277,2.38964422,1.28116288,0.00000000
-4.69134567,3.89537221,0.01994172,0.14981172,0.00955530,0.95003925,2.50447305,1.32222484,0.00000000
-4.68534267,4.03483185,0.02104490,0.15376178,0.00914321,0.97578336,2.61117874,1.35667188,0.00000000
-4.67933967,4.15688438,0.02208927,0.15690183,0.00881168,0.99636911,2.70804734,1.38394020,0.00000000
-4.67333667,4.25955970,0.02305011,0.15918565,0.00855752,1.01148047,2.79350621,1.40359825,0.00000000
-4.66733367,4.34123051,0.02390438,0.16058179,0.00837849,1.02091012,2.86617248,1.41535740,0.00000000
-4.66133067,4.40066161,0.02463127,0.16107416,0.00827318,1.02456516,2.92489789,1.41907863,0.00000000
-4.65532766,4.43704905,0.02521276,0.16066231,0.00824093,1.02246953,2.96880803,1.41477497,0.00000000
-4.64932466,4.45004745,0.02563411,0.15936119,0.00828176,1.01476305,2.99733409,1.40260963,0.00000000
-4.64332166,4.43978408,0.02588422,0.15720056,0.00839626,1.00169720,3.01023550,1.38289000,0.00000000
-4.63731866,4.40685898,0.02595597,0.15422414,0.00858538,0.98362775,3.00761243,1.35605787,0.00000000
-4.63131566,4.35233086,0.02584636,0.15048831,0.00885032,0.96100461,2.98990703,1.32267611,0.00000000
-4.62531266,4.27768906,0.02555654,0.14606068,0.00919231,0.93435932,2.95789355,1.28341259,0.00000000
-4.61930965,4.18481267,0.02509175,0.14101844,0.00961232,0.90429062,2.91265725,1.23902179,0.00000000
-4.61330665,4.07591826,0.02446104,0.13544652,0.01011085,0.87144875,2.85556311,1.19032489,0.00000000
-4.60730365,3.95349815,0.02367695,0.12943580,0.01068762,0.83651895,2.78821551,1.13818899,0.00000000
-4.60130065,3.82025184,0.02275502,0.12308115,0.01134124,0.80020491,2.71241067,1.08350620,0.00000000
-4.59529765,3.67901311,0.02171325,0.11647962,0.01206899,0.76321254,2.63008390,1.02717332,0.00000000
-4.58929465,3.53267576,0.02057147,0.10972869,0.01286651,0.72623482,2.54325386,0.97007260,0.00000000
-4.58329165,3.38412079,0.01935073,0.10292455,0.01372761,0.68993797,2.45396635,0.91305425,0.00000000
-4.57728864,3.23614771,0.01807261,0.09616064,0.01464411,0.65494940,2.36423985,0.85692108,0.00000000
-4.57128564,3.09141247,0.01675859,0.08952631,0.01560580,0.62184777,2.27601503,0.80241562,0.00000000
-4.56528264,2.95237396,0.01542949,0.08310563,0.01660044,0.59115510,2.19111004,0.75020988,0.00000000
-4.55927964,2.82125059,0.01410493,0.07697644,0.01761390,0.56333122,2.11118316,0.70089793,0.00000000
-4.55327664,2.69998791,0.01280289,0.07120957,0.01863041,0.53877027,2.03770363,0.65499124,0.00000000
-4.54727364,2.59023768,0.01153941,0.06586829,0.01963292,0.51779923,1.97193139,0.61291665,0.00000000
-4.54127064,2.49334792,0.01032830,0.06100785,0.02060354,0.50067811,1.91490549,0.57501673,0.00000000
-4.53526763,2.41036344,0.00918107,0.05667533,0.02152409,0.48760161,1.86744083,0.54155234,0.00000000
-4.52926463,2.34203533,0.00810684,0.05290949,0.02237670,0.47870178,1.83013226,0.51270687,0.00000000
-4.52326163,2.28883798,0.00711245,0.04974088,0.02314451,0.47405131,1.80336482,0.48859194,0.00000000
-4.51725863,2.25099172,0.00620256,0.04719198,0.02381231,0.47366728,1.78732862,0.46925411,0.00000000
-4.51125563,2.22848903,0.00537989,0.04527751,0.02436722,0.47751483,1.78203693,0.45468212,0.00000000
-4.50525263,2.22112273,0.00464543,0.04400476,0.02479933,0.48551064,1.78734576,0.44481442,0.00000000
-4.49924962,2.22851409,0.00399876,0.04337403,0.02510223,0.49752602,1.80297369,0.43954670,0.00000000
-4.49324662,2.25013965,0.00343834,0.04337907,0.02527349,0.51338949,1.82852075,0.43873899,0.00000000
