energy_ev,total_up,Ag_p_up,Ag_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.69384692,1.16367211,0.28672459,0.30388451,0.33827784,0.42780141,0.00402372,0.15927232,0.30379218,0.00000000
-5.68784392,1.21503091,0.29753796,0.31841784,0.35932873,0.45548471,0.00363716,0.16081439,0.31394029,0.00000000
-5.68184092,1.27041387,0.30966447,0.33420298,0.38154577,0.48462262,0.00327133,0.16248550,0.32522498,0.00000000
-5.67583792,1.32957081,0.32322527,0.35121298,0.40468987,0.51492743,0.00292977,0.16430548,0.33766399,0.00000000
-5.66983492,1.39213209,0.33831096,0.36938501,0.42848795,0.54606706,0.00261529,0.16628736,0.35123952,0.00000000
-5.66383192,1.45760602,0.35497594,0.38861772,0.45263687,0.57766976,0.00232999,0.16843590,0.36589524,0.00000000
-5.65782891,1.52538109,0.37323406,0.40877003,0.47680904,0.60933060,0.00207528,0.17074652,0.38153473,0.00000000
-5.65182591,1.59473333,0.39305585,0.42966153,0.50065946,0.64061962,0.00185198,0.17320478,0.39802141,0.00000000
-5.64582291,1.66483879,0.41436761,0.45107446,0.52383403,0.67109145,0.00166038,0.17578643,0.41518014,0.00000000
-5.63981991,1.73479106,0.43705248,0.47275748,0.54597899,0.70029604,0.00150032,0.17845799,0.43280050,0.00000000
-5.63381691,1.80362334,0.46095364,0.49443100,0.56675090,0.72779024,0.00137126,0.18117790,0.45064177,0.00000000
-5.62781391,1.87033437,0.48587965,0.51579407,0.58582712,0.75314972,0.00127240,0.18389816,0.46843939,0.00000000
-5.62181091,1.93391725,0.51161186,0.53653252,0.60291597,0.77598083,0.00120269,0.18656639,0.48591282,0.00000000
-5.61580790,1.99339026,0.53791364,0.55632816,0.61776652,0.79593179,0.00116094,0.18912822,0.50277455,0.00000000
-5.60980490,2.04782823,0.56454126,0.57486859,0.63017723,0.81270292,0.00114582,0.19152985,0.51873975,0.00000000
-5.60380190,2.09639346,0.59125581,0.59185731,0.64000331,0.82605530,0.00115596,0.19372084,0.53353655,0.00000000
-5.59779890,2.13836474,0.61783599,0.60702367,0.64716227,0.83581768,0.00118988,0.19565669,0.54691614,0.00000000
-5.59179590,2.17316328,0.64409086,0.62013226,0.65163748,0.84189117,0.00124608,0.19730142,0.55866262,0.00000000
-5.58579290,2.20037449,0.66987216,0.63099137,0.65347955,0.84425169,0.00132300,0.19862984,0.56860191,0.00000000
-5.57978989,2.21976457,0.69508539,0.63945997,0.65280538,0.84294997,0.00141899,0.19962947,0.57660946,0.00000000
-5.57378689,2.23129115,0.71969911,0.64545318,0.64979491,0.83810919,0.00153233,0.20030199,0.58261633,0.00000000
-5.56778389,2.23510741,0.74375156,0.64894562,0.64468573,0.82992044,0.00166117,0.20066415,0.58661329,0.00000000
-5.56178089,2.23155933,0.76735429,0.64997273,0.63776559,0.81863602,0.00180353,0.20074815,0.58865270,0.00000000
-5.55577789,2.22117603,0.79069209,0.64862980,0.62936320,0.80456116,0.00195729,0.20060132,0.58884798,0.00000000
-5.54977489,2.20465351,0.81401889,0.64506874,0.61983766,0.78804419,0.00212015,0.20028514,0.58737058,0.00000000
-5.54377189,2.18283203,0.83764954,0.63949281,0.60956671,0.76946590,0.00228964,0.19987363,0.58444452,0.00000000
-5.53776888,2.15666811,0.86194734,0.63214922,0.59893449,0.74922825,0.00246313,0.19945110,0.58033851,0.00000000
-5.53176588,2.12720196,0.88730765,0.62332023,0.58831902,0.72774292,0.00263784,0.19910924,0.57535603,0.00000000
-5.52576288,2.09552161,0.91413793,0.61331283,0.57807996,0.70542027,0.00281088,0.19894374,0.56982362,0.00000000
-5.51975988,2.06272492,0.94283504,0.60244757,0.56854697,0.68265884,0.00297929,0.19905045,0.56407785,0.00000000
-5.51375688,2.02988113,0.97376061,0.59104699,0.56000916,0.65983594,0.00314009,0.19952122,0.55845150,0.00000000
-5.50775388,1.99799334,1.00721563,0.57942410,0.55270598,0.63729951,0.00329037,0.20043963,0.55325952,0.00000000
-5.50175088,1.96796339,1.04341542,0.56787147,0.54681978,0.61536156,0.00342734,0.20187663,0.54878537,0.00000000
-5.49574787,1.94056083,1.08246646,0.55665139,0.54247040,0.59429323,0.00354840,0.20388647,0.54526842,0.00000000
-5.48974487,1.91639708,1.12434627,0.54598755,0.53971194,0.57432172,0.00365126,0.20650295,0.54289294,0.00000000
-5.48374187,1.89590608,1.16888771,0.53605852,0.53853179,0.55562899,0.00373397,0.20973630,0.54177923,0.00000000
-5.47773887,1.87933231,1.21576884,0.52699346,0.53885210,0.53835224,0.00379503,0.21357073,0.54197742,0.00000000
-5.47173587,1.86672674,1.26450920,0.51887015,0.54053351,0.52258611,0.00383341,0.21796306,0.54346424,0.00000000
-5.46573287,1.85795105,1.31447334,0.51171536,0.54338108,0.50838625,0.00384861,0.22284225,0.54614291,0.00000000
-5.45972986,1.85268989,1.36488163,0.50550766,0.54715229,0.49577430,0.00384071,0.22811016,0.54984634,0.00000000
-5.45372686,1.85047082,1.41482853,0.50018232,0.55156674,0.48474372,0.00381036,0.23364352,0.55434352,0.00000000
-5.44772386,1.85069084,1.46330770,0.49563815,0.55631722,0.47526644,0.00375877,0.23929696,0.55934871,0.00000000
-5.44172086,1.85264852,1.50924312,0.49174586,0.56108176,0.46729966,0.00368769,0.24490725,0.56453329,0.00000000
-5.43571786,1.85558008,1.55152498,0.48835746,0.56553623,0.46079279,0.00359937,0.25029840,0.56953943,0.00000000
-5.42971486,1.85869764,1.58904882,0.48531614,0.56936684,0.45569387,0.00349648,0.25528754,0.57399526,0.00000000
-5.42371186,1.86122787,1.62075615,0.48246631,0.57228222,0.45195532,0.00338207,0.25969131,0.57753055,0.00000000
-5.41770885,1.86244902,1.64567463,0.47966292,0.57402448,0.44953857,0.00325943,0.26333252,0.57979241,0.00000000
-5.41170585,1.86172458,1.66295592,0.47677985,0.57437870,0.44841747,0.00313206,0.26604668,0.58046006,0.00000000
-5.40570285,1.85853175,1.67190935,0.47371683,0.57318066,0.44858004,0.00300351,0.26768819,0.57925813,0.00000000
-5.39969985,1.85248351,1.67202978,0.47040443,0.57032225,0.45002865,0.00287733,0.26813595,0.57596777,0.00000000
-5.39369685,1.84334300,1.66301830,0.46680706,0.56575454,0.45277851,0.00275696,0.26729794,0.57043523,0.00000000
-5.38769385,1.83102981,1.64479480,0.46292378,0.55948819,0.45685449,0.00264564,0.26511476,0.56257737,0.00000000
-5.38169085,1.81561792,1.61750181,0.45878687,0.55159147,0.46228652,0.00254631,0.26156184,0.55238410,0.00000000
-5.37568784,1.79732555,1.58149960,0.45445841,0.54218578,0.46910380,0.00246162,0.25665033,0.53991762,0.00000000
-5.36968484,1.77649778,1.53735291,0.45002508,0.53143912,0.47732810,0.00239378,0.25042652,0.52530859,0.00000000
-5.36368184,1.75358313,1.48581002,0.44559154,0.51955779,0.48696666,0.00234461,0.24296999,0.50874970,0.00000000
-5.35767884,1.72910551,1.42777537,0.44127287,0.50677680,0.49800514,0.00231548,0.23439050,0.49048680,0.00000000
-5.35167584,1.70363335,1.36427724,0.43718653,0.49334946,0.51040107,0.00230730,0.22482381,0.47080835,0.00000000
-5.34567284,1.67774785,1.29643212,0.43344439,0.47953681,0.52407827,0.00232056,0.21442672,0.45003371,0.00000000
-5.33966983,1.65201210,1.22540745,0.43014530,0.46559723,0.53892278,0.00235534,0.20337150,0.42850081,0.00000000
-5.33366683,1.62694291,1.15238458,0.42736866,0.45177691,0.55478051,0.00241136,0.19184002,0.40655391,0.00000000
-5.32766383,1.60298685,1.07852357,0.42516935,0.43830157,0.57145708,0.00248801,0.18001787,0.38453199,0.00000000
-5.32166083,1.58050178,1.00493120,0.42357441,0.42536965,0.58871976,0.00258443,0.16808866,0.36275830,0.00000000
-5.31565783,1.55974458,0.93263344,0.42258139,0.41314744,0.60630182,0.00269954,0.15622881,0.34153131,0.00000000
-5.30965483,1.54086565,0.86255314,0.42215868,0.40176605,0.62390884,0.00283214,0.14460293,0.32111759,0.00000000
-5.30365183,1.52390993,0.79549366,0.42224759,0.39132036,0.64122704,0.00298096,0.13336004,0.30174658,0.00000000
-5.29764882,1.50882423,0.73212835,0.42276598,0.38186982,0.65793295,0.00314472,0.12263065,0.28360739,0.00000000
-5.29164582,1.49546985,0.67299593,0.42361327,0.37344087,0.67370423,0.00332217,0.11252466,0.26684753,0.00000000
-5.28564282,1.48363950,0.61850136,0.42467635,0.36603065,0.68823081,0.00351218,0.10313034,0.25157340,0.00000000
-5.27963982,1.47307715,0.56892138,0.42583602,0.35961183,0.70122600,0.00371375,0.09451402,0.23785239,0.00000000
-5.27363682,1.46349939,0.52441413,0.42697362,0.35413788,0.71243676,0.00392603,0.08672062,0.22571616,0.00000000
-5.26763382,1.45461690,0.48503168,0.42797739,0.34954881,0.72165286,0.00414836,0.07977490,0.21516485,0.00000000
-5.26163082,1.44615473,0.45073477,0.42874807,0.34577654,0.72871418,0.00438026,0.07368314,0.20617191,0.00000000
-5.25562781,1.43787009,0.42140863,0.42920376,0.34275010,0.73351605,0.00462145,0.06843531,0.19868921,0.00000000
-5.24962481,1.42956696,0.39687904,0.42928344,0.34039993,0.73601216,0.00487176,0.06400748,0.19265210,0.00000000
-5.24362181,1.42110667,0.37692794,0.42894926,0.33866143,0.73621516,0.00513122,0.06036437,0.18798425,0.00000000
-5.23761881,1.41241427,0.36130791,0.42818751,0.33747752,0.73419488,0.00539990,0.05746191,0.18460207,0.00000000
-5.23161581,1.40348056,0.34975501,0.42700819,0.33680014,0.73007433,0.00567796,0.05524975,0.18241844,0.00000000
-5.22561281,1.39436011,0.34199965,0.42544346,0.33659083,0.72402385,0.00596559,0.05367355,0.18134594,0.00000000
-5.21960980,1.38516561,0.33777543,0.42354499,0.33682037,0.71625370,0.00626291,0.05267713,0.18129918,0.00000000
-5.21360680,1.37605926,0.33682561,0.42138059,0.33746775,0.70700556,0.00657002,0.05220419,0.18219661,0.00000000
-5.20760380,1.36724192,0.33890761,0.41903018,0.33851849,0.69654344,0.00688689,0.05219991,0.18396156,0.00000000
-5.20160080,1.35894082,0.34379537,0.41658150,0.33996261,0.68514433,0.00721337,0.05261209,0.18652276,0.00000000
-5.19559780,1.35139653,0.35127991,0.41412570,0.34179243,0.67308912,0.00754917,0.05339203,0.18981433,0.00000000
-5.18959480,1.34485000,0.36116844,0.41175311,0.34400029,0.66065413,0.00789381,0.05449507,0.19377540,0.00000000
-5.18359180,1.33953019,0.37328200,0.40954926,0.34657636,0.64810347,0.00824667,0.05588088,0.19834933,0.00000000
-5.17758879,1.33564286,0.38745226,0.40759136,0.34950682,0.63568254,0.00860695,0.05751344,0.20348285,0.00000000
-5.17158579,1.33336080,0.40351753,0.40594530,0.35277221,0.62361274,0.00897372,0.05936084,0.20912494,0.00000000
-5.16558279,1.33281589,0.42131835,0.40466324,0.35634629,0.61208741,0.00934594,0.06139482,0.21522573,0.00000000
-5.15957979,1.33409290,0.44069296,0.40378179,0.36019530,0.60126910,0.00972250,0.06359022,0.22173542,0.00000000
-5.15357679,1.33722534,0.46147290,0.40332080,0.36427757,0.59128798,0.01010222,0.06592432,0.22860321,0.00000000
-5.14757379,1.34219311,0.48347898,0.40328269,0.36854369,0.58224143,0.01048396,0.06837608,0.23577648,0.00000000
-5.14157079,1.34892208,0.50651791,0.40365232,0.37293693,0.57419456,0.01086662,0.07092540,0.24320011,0.00000000
-5.13556778,1.35728546,0.53037978,0.40439737,0.37739417,0.56718166,0.01124923,0.07355243,0.25081601,0.00000000
-5.12956478,1.36710695,0.55483661,0.40546921,0.38184705,0.56120847,0.01163098,0.07623693,0.25856304,0.00000000
-5.12356178,1.37816551,0.57964220,0.40680418,0.38622350,0.55625508,0.01201127,0.07895780,0.26637719,0.00000000
-5.11755878,1.39020193,0.60453339,0.40832535,0.39044958,0.55227960,0.01238979,0.08169270,0.27419210,0.00000000
-5.11155578,1.40292694,0.62923280,0.40994468,0.39445149,0.54922230,0.01276655,0.08441798,0.28194004,0.00000000
-5.10555278,1.41603093,0.65345318,0.41156564,0.39815791,0.54701039,0.01314192,0.08710867,0.28955316,0.00000000
-5.09954977,1.42919516,0.67690326,0.41308625,0.40150253,0.54556328,0.01351665,0.08973883,0.29696518,0.00000000
-5.09354677,1.44210431,0.69929508,0.41440243,0.40442670,0.54479832,0.01389193,0.09228199,0.30411334,0.00000000
-5.08754377,1.45446006,0.72035248,0.41541186,0.40688229,0.54463690,0.01426937,0.09471185,0.31094061,0.00000000
-5.08154077,1.46599552,0.73982069,0.41601791,0.40883452,0.54501080,0.01465100,0.09700309,0.31739805,0.00000000
-5.07553777,1.47648992,0.75747644,0.41613397,0.41026487,0.54586865,0.01503924,0.09913228,0.32344722,0.00000000
-5.06953477,1.48578311,0.77313829,0.41568762,0.41117377,0.54718234,0.01543683,0.10107889,0.32906256,0.00000000
-5.06353177,1.49378926,0.78667670,0.41462489,0.41158310,0.54895302,0.01584679,0.10282622,0.33423340,0.00000000
-5.05752876,1.50050897,0.79802329,0.41291408,0.41153836,0.55121650,0.01627227,0.10436223,0.33896575,0.00000000
-5.05152576,1.50603930,0.80717873,0.41054922,0.41111028,0.55404780,0.01671645,0.10568034,0.34328354,0.00000000
-5.04552276,1.51058070,0.81421885,0.40755277,0.41039583,0.55756439,0.01718234,0.10677987,0.34722914,0.00000000
-5.03951976,1.51444056,0.81929842,0.40397751,0.40951854,0.56192799,0.01767263,0.10766630,0.35086327,0.00000000
-5.03351676,1.51803259,0.82265224,0.39990740,0.40862788,0.56734458,0.01818946,0.10835129,0.35426407,0.00000000
-5.02751376,1.52187175,0.82459332,0.39545721,0.40789775,0.57406250,0.01873421,0.10885227,0.35752528,0.00000000
-5.02151076,1.52656459,0.82550787,0.39077095,0.40752404,0.58236838,0.01930726,0.10919183,0.36075373,0.00000000
-5.01550775,1.53279488,0.82584718,0.38601896,0.40772112,0.59258107,0.01990783,0.10939679,0.36406606,0.00000000
-5.00950475,1.54130495,0.82611649,0.38139374,0.40871747,0.60504347,0.02053374,0.10949701,0.36758476,0.00000000
-5.00350175,1.55287308,0.82686101,0.37710456,0.41075034,0.62011241,0.02118125,0.10952408,0.37143381,0.00000000
-4.99749875,1.56828763,0.82864964,0.37337103,0.41405973,0.63814706,0.02184503,0.10950980,0.37573400,0.00000000
-4.99149575,1.58831894,0.83205672,0.37041578,0.41888166,0.65949596,0.02251804,0.10948473,0.38059812,0.00000000
-4.98549275,1.61368971,0.83764254,0.36845656,0.42544101,0.68448332,0.02319159,0.10947671,0.38612632,0.00000000
-4.97948974,1.64504529,0.84593320,0.36769803,0.43394410,0.71339494,0.02385545,0.10950951,0.39240168,0.00000000
-4.97348674,1.68292478,0.85740048,0.36832345,0.44457117,0.74646443,0.02449803,0.10960171,0.39948634,0.00000000
-4.96748374,1.72773421,0.87244260,0.37048682,0.45746905,0.78386014,0.02510664,0.10976580,0.40741821,0.00000000
-4.96148074,1.77972281,0.89136633,0.37430552,0.47274420,0.82567346,0.02566787,0.11000755,0.41620847,0.00000000
-4.95547774,1.83896346,0.91437130,0.37985395,0.49045627,0.87190892,0.02616793,0.11032577,0.42583989,0.00000000
-4.94947474,1.90533796,0.94153703,0.38715841,0.51061257,0.92247657,0.02659314,0.11071230,0.43626603,0.00000000
-4.94347174,1.97852803,0.97281319,0.39619339,0.53316345,0.97718704,0.02693039,0.11115239,0.44741131,0.00000000
-4.93746873,2.05801226,1.00801355,0.40687947,0.55799895,1.03574953,0.02716763,0.11162528,0.45917197,0.00000000
-4.93146573,2.14306948,1.04681394,0.41908309,0.58494674,1.09777297,0.02729430,0.11210507,0.47141784,0.00000000
-4.92546273,2.23278858,1.08875439,0.43261807,0.61377175,1.16277033,0.02730180,0.11256180,0.48399482,0.00000000
-4.91945973,2.32608452,1.13324563,0.44724901,0.64417730,1.23016626,0.02718379,0.11296253,0.49672808,0.00000000
-4.91345673,2.42172040,1.17957981,0.46269645,0.67580820,1.29930762,0.02693649,0.11327266,0.50942581,0.00000000
-4.90745373,2.51833490,1.22694542,0.47864376,0.70825558,1.36947701,0.02655887,0.11345715,0.52188349,0.00000000
-4.90145073,2.61447455,1.27444596,0.49474540,0.74106370,1.43990860,0.02605271,0.11348170,0.53388857,0.00000000
-4.89544772,2.70862988,1.32112207,0.51063646,0.77373855,1.50980611,0.02542255,0.11331394,0.54522553,0.00000000
-4.88944472,2.79927449,1.36597650,0.52594318,0.80575821,1.57836224,0.02467560,0.11292442,0.55568118,0.00000000
-4.88344172,2.88490593,1.40800127,0.54029393,0.83658479,1.64477897,0.02382146,0.11228753,0.56505012,0.00000000
-4.87743872,2.96408722,1.44620621,0.55333062,0.86567769,1.70828810,0.02287182,0.11138225,0.57314030,0.00000000
-4.87143572,3.03548756,1.47964803,0.56471974,0.89250771,1.76817141,0.02184008,0.11019275,0.57977854,0.00000000
-4.86543272,3.09792106,1.50745894,0.57416305,0.91657182,1.82377948,0.02074092,0.10870890,0.58481592,0.00000000
-4.85942971,3.15038210,1.52887391,0.58140719,0.93740790,1.87454880,0.01958985,0.10692655,0.58813276,0.00000000
-4.85342671,3.19207595,1.54325549,0.58625214,0.95460902,1.92001620,0.01840271,0.10484780,0.58964318,0.00000000
-4.84742371,3.22244360,1.55011529,0.58855800,0.96783661,1.95983020,0.01719531,0.10248101,0.58929902,0.00000000
-4.84142071,3.24117975,1.54913137,0.58824997,0.97683215,1.99375875,0.01598295,0.09984087,0.58709284,0.00000000
-4.83541771,3.24824308,1.54016064,0.58532126,0.98142666,2.02169297,0.01478012,0.09694817,0.58305998,0.00000000
-4.82941471,3.24385840,1.52324593,0.57983386,0.98154759,2.04364667,0.01360016,0.09382963,0.57727941,0.00000000
-4.82341171,3.22851039,1.49861718,0.57191711,0.97722289,2.05975179,0.01245506,0.09051755,0.56987329,0.00000000
-4.81740870,3.20292904,1.46668687,0.56176417,0.96858182,2.07024971,0.01135531,0.08704934,0.56100526,0.00000000
-4.81140570,3.16806741,1.42803959,0.54962648,0.95585248,2.07547900,0.01030978,0.08346700,0.55087726,0.00000000
-4.80540270,3.12507225,1.38341628,0.53580647,0.93935620,2.07586008,0.00932570,0.07981647,0.53972511,0.00000000
-4.79939970,3.07524894,1.33369362,0.52064872,0.91949879,2.07187748,0.00840873,0.07614684,0.52781285,0.00000000
-4.79339670,3.02002182,1.27985946,0.50453006,0.89675905,2.06406057,0.00756297,0.07250958,0.51542608,0.00000000
-4.78739370,2.96089169,1.22298501,0.48784885,0.87167511,2.05296372,0.00679112,0.06895756,0.50286445,0.00000000
-4.78139070,2.89939206,1.16419511,0.47101381,0.84482892,2.03914673,0.00609457,0.06554407,0.49043365,0.00000000
-4.77538769,2.83704577,1.10463741,0.45443291,0.81682961,2.02315650,0.00547359,0.06232178,0.47843719,0.00000000
-4.76938469,2.77532372,1.04545165,0.43850260,0.78829637,2.00551081,0.00492745,0.05934169,0.46716814,0.00000000
-4.76338169,2.71560712,0.98774013,0.42359766,0.75984141,1.98668474,0.00445457,0.05665204,0.45690140,0.00000000
-4.75737869,2.65915433,0.93254015,0.41006204,0.73205363,1.96710040,0.00405268,0.05429728,0.44788647,0.00000000
-4.75137569,2.60707347,0.88079937,0.39820094,0.70548348,1.94712020,0.00371890,0.05231707,0.44034123,0.00000000
-4.74537269,2.56030121,0.83335464,0.38827410,0.68062956,1.92704365,0.00344989,0.05074539,0.43444674,0.00000000
-4.73936968,2.51958812,0.79091482,0.38049065,0.65792717,1.90710767,0.00324188,0.04960973,0.43034334,0.00000000
-4.73336668,2.48549054,0.75404786,0.37500542,0.63773915,1.88748994,0.00309080,0.04893042,0.42812797,0.00000000
-4.72736368,2.45836865,0.72317230,0.37191679,0.62034917,1.86831480,0.00299229,0.04872014,0.42785292,0.00000000
-4.72136068,2.43839022,0.69855311,0.37126588,0.60595738,1.84966105,0.00294177,0.04898353,0.42952587,0.00000000
-4.71535768,2.42553929,0.68030180,0.37303730,0.59467859,1.83157093,0.00293445,0.04971709,0.43311111,0.00000000
-4.70935468,2.41962904,0.66838051,0.37716105,0.58654274,1.81405943,0.00296536,0.05090915,0.43853196,0.00000000
-4.70335168,2.42031783,0.66260974,0.38351569,0.58149753,1.79712335,0.00302940,0.05254010,0.44567416,0.00000000
-4.69734867,2.42712777,0.66267929,0.39193248,0.57941311,1.78074942,0.00312137,0.05458282,0.45439006,0.00000000
-4.69134567,2.43946482,0.66816207,0.40220056,0.58008846,1.76492098,0.00323598,0.05700324,0.46450347,0.00000000
-4.68534267,2.45663982,0.67853024,0.41407280,0.58325945,1.74962288,0.00336792,0.05976110,0.47581511,0.00000000
-4.67933967,2.47788988,0.69317322,0.42727242,0.58860812,1.73484443,0.00351190,0.06281084,0.48810821,0.00000000
-4.67333667,2.50239950,0.71141713,0.44150002,0.59577310,1.72058042,0.00366273,0.06610266,0.50115450,0.00000000
-4.66733367,2.52932117,0.73254505,0.45644104,0.60436082,1.70683030,0.00381538,0.06958356,0.51471999,0.00000000
-4.66133067,2.55779509,0.75581779,0.47177337,0.61395737,1.69359585,0.00396504,0.07319862,0.52857084,0.00000000
-4.65532766,2.58696778,0.78049448,0.48717499,0.62414056,1.68087773,0.00410723,0.07689208,0.54247883,0.00000000
-4.64932466,2.61600938,0.80585262,0.50233140,0.63449207,1.66867131,0.00423784,0.08060863,0.55622655,0.00000000
-4.64332166,2.64412948,0.83120697,0.51694280,0.64460926,1.65696224,0.00435325,0.08429446,0.56961197,0.00000000
